PassageID,Title,Author,Total termFreq,termFreq(gener),termFreq(knowledg),termFreq(law),termFreq(principl),termFreq(truth),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors
0297001300_000001,"An essay on redemption by Jesus Christ. Shewing from Scripture, the Character of our Redeemer, the Nature of his Redemption, and the Benefits arising from it to Men. By J. Murray, Of Newcastle.",James Murray,28,4.0,12.0,2.0,1.0,9.0,1768,1,1,"Newcastle : printed by T. Slack; and sold by the Booksellers in Town and Country, 1768.",Newcastle upon Tyne,51,male,1732,1782,False
1574500700_000060,Outline of an historical view of the progress of the human mind: Bing a posthumous work of the Late M. De Condorcet. Translated from the French.,Jean-Antoine-Nicolas de Caritat de Condorcet,18,2.0,3.0,7.0,4.0,2.0,1796,1,1,"Dublin : Printed by John Chambers, No. 5, Abbey-Street, 1796.",Dublin,309,male,1743,1794,False
1163400100_000060,"Lectures on the universal principles and duties of religion and morality. As they have been read in Margaret-Street, Cavendish-Square, in the years 1776, and 1777. By the Rev. David Williams. ...",David Williams,20,2.0,5.0,2.0,10.0,1.0,1779,1,1,"[London] : Printed for the author; and sold by the following booksellers in London: J. Dodsley; J. Almon, and W. Davis; P. Elmsley; G. Kearsley; and E. and C. Dilly. By Mr. Pissot, at Paris; Mr. Spencer, Jun. at Berlin; and Mr. Bohn, at Hamburgh, 1779.",London,520,male,1738,1816,False
0480700102_000098,"Enquiry concerning political justice, and its influence on morals and happiness. By William Godwin. In two volumes. ...",William Godwin,22,2.0,2.0,12.0,4.0,2.0,1796,2,2,"Philadelphia : Printed by Bioren and Madan, 1796.",Philadelphia,414,male,1756,1836,True
1097100800_000003,"A return to our former good old principles and practice, the only way to restore and preserve our peace. A sermon preach'd before the University of Oxford, at St. Mary's, on Sunday, May the 14th 1710. By William Tilly, B. D. Fellow of C.C.C. Oxon. Rector of Wightham near Oxford: And Domestick Chaplain to The Right Honourable the earl of Abingdon. With a letter to Dr. Sacheverell.","Tilly, William",17,1.0,6.0,2.0,3.0,5.0,1710,1,1,"Oxford : printed by L. Lichfield, for Anth. Peisley: and are to be sold by J. Knapton, H. Clements and J. Morphew, Booksellers in London, [1710].",Oxford,24,male,,,False
0485701800_000003,"A new system of the spleen, vapours, and Hypochondriack Melancholy: wherein all the decays of the nerves, and lownesses of the spirits, are mechanically accounted for. To which is subjoin'd, A discourse upon the Nature, Cause, and Cure, of Melancholy, Madness, and Lunacy. With a particular dissertation on the Origine of the Passions; the Structure, Mechanism, and Modulation of the Nerves, necessary to produce Sensation in Animal Bodies. To which is prefix'd, A philosophical essay concerning the Principles of Thought, Sensation, and Reflection; and the Manner how those noble Endowments are disconcerted under the foregoing Diseases. By Nicholas Robinson, M.D. and of the College of Physicians, London.",Nicholas Robinson,19,3.0,9.0,2.0,2.0,3.0,1729,1,1,"London : Printed [by Samuel Aris] for A. Bettesworth, W. Innys, and C. Rivington, M.DCC.XXIX. [1729].",London,427,male,1697,1775,False
1142901200_000003,An inquiry concerning a plan of a literary correspondence.,"Spens, Harry",17,1.0,5.0,3.0,6.0,2.0,1751,1,1,"Edinburgh : [s.n.], Printed in the Year M,DCC,LI. [1751].",Edinburgh,39,male,1714,1787,False
1070200101_000028,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ... . Eccles. XI. 5. As thou knowest not what is the way of the Spirit, nor how the bones do grow in the womb of her that is with child: Even so thou knowest not the works of God, who maketh all things.",John Locke,23,1.0,2.0,11.0,4.0,5.0,1753,1,2,"London : printed for S. Birt, D. Browne, T and T. Longman, J. Schuckburgh, C. Hitch and L. Hawes , J. Hodges, J. Oswald, A. Millar, J. Beecroft, J. and J. Rivington, J. Ward, and M. Cooper, 1753.",London,404,male,1632,1704,True
0104200101_000044,"The works of John Locke, in nine volumes.",John Locke,17,1.0,3.0,2.0,6.0,5.0,1794,1,9,"London : printed for T. Longman, B. Law and Son, J. Johnson, C. Dilly, G. G. and J. Robinson, [and 14 others in London], 1794.",London,590,male,1632,1704,True
1070200102_000111,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ... . Eccles. XI. 5. As thou knowest not what is the way of the Spirit, nor how the bones do grow in the womb of her that is with child: Even so thou knowest not the works of God, who maketh all things.",John Locke,33,10.0,7.0,0,5.0,11.0,1753,2,2,"London : printed for S. Birt, D. Browne, T and T. Longman, J. Schuckburgh, C. Hitch and L. Hawes , J. Hodges, J. Oswald, A. Millar, J. Beecroft, J. and J. Rivington, J. Ward, and M. Cooper, 1753.",London,383,male,1632,1704,True
0066000200_000207,"A philosophical enquiry into the laws of nature: wherein The Essence, the Principal Heads, the Order, the Publication, and the Obligation of these laws are deduced from The nature of things. Wherein also, the principles of Mr. Hobbes's philosophy, both in a State of Nature, and of Civil Society, are examined into, and confuted. Written originally in Latin by the Right Reverend Father in God, Richard Cumberland, D. D. Late Lord Bishop of Peterborough. And translated into English, With large Explanatory Notes, and an Appendix, by the Reverend John Towers, D. D. Prebendary of St. Patrick's Cathedral Church, Dublin, and Vicar of Castleknock, &c.",Richard Cumberland,17,4.0,3.0,2.0,6.0,2.0,1750,1,1,"Dublin : printed by Samuel Powell in Crane-Lane, MDCCL. [1750] [1751].",Dublin,821,male,1732,1718,True
0326202902_000110,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ... .",John Locke,32,9.0,7.0,0,5.0,11.0,1741,2,2,"London : printed for C. Hitch in Pater-Noster-Row; J. Pemberton in Fleetstreet; J. Beecroft in Lombard-Street; and S. Symon in Cornhill, MDCCXLI. [1741].",London,382,male,1632,1704,True
1092700102_000057,"The philosophical works of the late Right Honorable Henry St. John, Lord Viscount Bolingbroke. In five volumes. Published by David Mallet, Esq; ...","Henry St John, 1st Viscount Bolingbroke",19,1.0,4.0,1.0,7.0,6.0,1754,2,5,"London : [s.n.], Printed in the Year MDCCLIV. [1754].",London,411,male,1678,1751,True
0043100300_000045,"Theologia reformata: or, discourses on those graces and duties which are purely evangelical, and not contained in the moral law: And ON The Helps, Motives, and Advantages of Performing them. Being an entire treatise in four parts: and if added to the two former volumes, makes a compleat body of divinity. By the late Reverend John Edwards, D.D.",John Edwards,21,2.0,7.0,7.0,4.0,1.0,1726,1,1,"London : printed for T. Cox, at the Lamb, under the Royal Exchange, MDCCXXVII [1726].",London,746,male,1637,1716,False
1460402200_000060,An abridgment of Mr. Locke's Essay concerning human understanding.,John Locke,28,6.0,9.0,0,7.0,6.0,1794,1,1,"Boston : Printed by Manning & Loring, for J. White, Thomas & Andrews, D. West, E. Larkin, J. West, and the proprietor [i.e., William Pynson Blake] of the Boston bookstore, 1794.",Boston,250,male,1632,1704,True
0730700100_000003,A supplement to the new and universal dictionary of arts and sciences.,John Barrow,17,2.0,2.0,4.0,6.0,3.0,1754,1,1,"London : printed for the proprietors, and sold by John Hinton, at the King's-Arms in Newgate-Street, London, MDCCLIV. [1754].",London,791,male,,,False
1478200100_000351,"Family lectures; Or, Domestic divinity, being a copious collection of sermons, selected from the polite writers and found divines, of the present century; for the use of schools, and for general instruction.",,25,1.0,7.0,13.0,2.0,2.0,1791,1,1,"London : Printed for C. Dilly, published as the act directs. Jan. 18, 1791.",London,899,unknown,,,False
0144600101_000003,The history of England from the accession of James I. to that of the Brunswick line. ... By Catherine Macaulay.,Catharine Macaulay,15,4.0,3.0,2.0,4.0,2.0,1763,1,8,"London : printed for J. Nourse; R. and J. Dodsley; and W. Johnston, 1763-83.",London,457,female,1731,1791,True
0508700103_000088,"Elements of the philosophy of the human mind. By Dugald Stewart, ...",Dugald Stewart,26,1.0,3.0,1.0,16.0,5.0,1827,3,3,"London : printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh, 1792-1827.",London,578,male,1753,1828,False
1597600201_000061,"An enquiry concerning political justice, and its influence on general virtue and happiness. By William Godwin. In two volumes.",William Godwin,23,2.0,4.0,1.0,3.0,13.0,1793,1,2,"London : printed for G.G.J. and J. Robinson, Paternoster-Row, M.DCC.XCIII. [1793].",London,406,male,1756,1836,True
1124900502_000015,"Several discourses on special subjects, preached before the University of Oxford, and upon other occasions. By William Parker, D. D. Chaplain in Ordinary to his Majesty. Rector of St. James's, Westminster, and F. R. S.","Parker, William",22,4.0,3.0,1.0,3.0,11.0,1790,2,2,"Oxford : sold by J. Fletcher, and D. Prince and J. Cooke: and J. Rivington and Sons, in St. Paul's Church-Yard, London, MDCCXC. [1790].",Oxford,278,male,1714,1802,False
0032100800_000066,Outlines of an historical view of the progress of the human mind: being a posthumous work of the late M. de Condorcet. Translated from the French.,Jean-Antoine-Nicolas de Caritat de Condorcet,16,4.0,2.0,2.0,3.0,5.0,1795,1,1,"London : printed for J. Johnson, in St. Paul's Church-Yard, 1795.",London,380,male,1743,1794,False
0330400300_000029,"A clear and comprehensive view of the being, nature, and attributes of God, formed Not only upon the Divine Authority of The Holy Scriptures, but the solid Reasonings and Testimonies of the Best Authors, both Heathen and Christian, which have writ upon the Subject. With practical inferences, remarks, and exhortations, for the more effectual revival of true piety and religion, which in this degenerate Age of Infidelity and Licentiousness, is but too much wanted. The second edition, with large additions. By Joseph Smith, D. D. Provost of Queen's College, Oxon; Prebendary of St. Paul's; and Rector of St. Dionys, London.","Smith, Joseph",16,2.0,4.0,1.0,3.0,6.0,1756,1,1,"Oxford : printed by W. Jackson, sold by the booksellers of Oxford and Cambridge; J. Brindley, in New-Bond-Street; R. and J. Dodsley, in Pall Mall; B. Dod, in Ave-Mary-Lane; and M. Cooper, in Pater-Noster-Row, London, M.DCC.LVI. [1756].",Oxford,307,male,1670,1756,False
0357800300_000008,The ground and nature of human knowledge: With its Relation to Things Revealed.,,23,1.0,14.0,2.0,4.0,2.0,1734,1,1,"London : printed for J. Roberts, near the Oxford-Arms in Warwick-Lane, [1734].",London,35,unknown,,,False
0256300900_000067,"Theological dissertations; containing, I. The nature of the Sinai Covenant. II. The character and privileges of the Apostolic Churches, with an examination of Dr. Taylor's key to the Epistles. III. The nature of saving faith. IV. The law of nature sufficiently promulgated to the heathens. V. An attempt to promote the frequent dispensing the Lord's Supper. By John Erskine, M. A. One of the Ministers of Edinburgh.","Erskine, John",18,1.0,3.0,4.0,3.0,7.0,1765,1,1,"London : printed for Edward and Charles Dilly, in the Poultry, near the Mansion-House, MDCCLXV. [1765].",London,323,male,1721,1803,False
1438400300_000017,"A discourse on the study of the law of nature and nations; Introductory to a course of lectures on that science, to be commenced in Lincoln's Inn Hall, on Wednesday, Feb. 13, 1799, in pursuance of an order of the Honourable Society of Lincoln's Inn. By James Mackintosh, Esq. of Lincoln's Inn, barrister at law.",James Mackintosh,18,2.0,2.0,8.0,3.0,3.0,1799,1,1,"London : Printed for T. Cadell, Jun.and W. Davies, in the Strand; J. Debrett, Piccadilly; and W. Clarke, Portugal Street, Lincoln's Inn, 1799.",London,70,male,1765,1832,False
0343700203_000035,"An essay concerning human understanding; with thoughts on the conduct of the understanding. By John Locke, Esq. Collated with Desmaizeaux's edition. To which is prefixed, the life of the author. In three volumes. ...",John Locke,32,9.0,7.0,0,4.0,12.0,1798,3,3,"Edinburgh : printed for Mundell & Son; and J. Mundell, College, Glasgow, 1798.",Edinburgh,323,male,1632,1704,True
0319600102_000110,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,30,7.0,8.0,0,5.0,10.0,1721,2,2,"London : printed for A. Churchill and A. Manship; and sold by W. Taylor, at the Ship and Black Swan in Pater-Noster Row, 1721.",London,383,male,1632,1704,True
0215900203_000026,"Observations on man, his frame, his duty, and his expectations. In two parts. Part the First: Containing Observations on the Frame of the Human Body and Mind, and on Their Mutual Connexions And Influences. By David Hartley, M.A.",David Hartley,29,4.0,4.0,14.0,1.0,6.0,1791,3,3,"London : first printed in MDCCXLIX. Reprinted by J. Johnson, St. Paul's Church-Yard, MDCCXCI. [1791].",London,351,male,1705,1757,True
0104200101_000042,"The works of John Locke, in nine volumes.",John Locke,27,7.0,7.0,0,5.0,8.0,1794,1,9,"London : printed for T. Longman, B. Law and Son, J. Johnson, C. Dilly, G. G. and J. Robinson, [and 14 others in London], 1794.",London,590,male,1632,1704,True
0449100300_000008,"An essay on Mr. Hume's Essay on miracles. By William Adams, M. A. Minister of St. Chad's, Salop, And Chaplain to the Lord Bishop of Landaff.","Adams, William",19,2.0,2.0,2.0,3.0,10.0,1752,1,1,"London : printed by E. Say in Ave-Mary-Lane; and sold by R. Dodsley in Pall-Mall, M. Cooper in Pater-Noster-Row, and J. Cotton in Shrewsbury, M,DCC,LII. [1752].",London,136,male,1706,1789,False
0414100600_000012,"The usefulness, truth, and excellency of the Christian revelation defended against the objections contain'd in a late book, intitled, Christianity as old as the creation, &c. By James Foster.",James Foster,19,8.0,4.0,1.0,4.0,2.0,1734,1,1,"London : printed for J. Noon, at the White-Hart near Mercers-Chapel in Cheapside, MDCCXXXIV. [1734].",London,375,male,1697,1753,False
0693601200_000010,"A key, opening the way to every capacity; how to distinguish the religion professed by the people called Quakers, from the Perversions and Misrepresentations of their Adversaries. With a brief Exhortation to all Sorts of People to examine their Ways, and their Hearts, and turn speedily to the Lord. The fifteenth edition. By William Penn.",William Penn,16,1.0,2.0,3.0,5.0,5.0,1749,1,1,"London : printed and sold by T. Sowle Raylton and Luke Hinde, at the Bible in George-Yard, Lombard-Street, 1749.",London,59,male,1644,1718,False
1622700202_000120,"Essays on the intellectual powers of man. By Thomas Reid, D.D. F.R.S.E. Professor of Moral Philosophy in the University of Glasgow.",Thomas Reid,17,1.0,4.0,4.0,6.0,2.0,1786,2,2,"Dublin : printed for L. White, No. 86. Dame-Street, M,DCC,LXXXVI. [1786].",Dublin,516,male,1710,1796,True
1770400100_000077,"The elements of logick. In four books. ... By William Duncan, ...","Duncan, William",19,3.0,4.0,4.0,7.0,1.0,1759,1,1,"London : printed for R. and J. Dodsley, 1759.",London,369,male,1717,1760,False
0432300104_000079,"The works of the late Right Honorable Henry St. John, Lord Viscount Bolingbroke. In five volumes, complete. Published by David Mallet, ...","Henry St John, 1st Viscount Bolingbroke",19,1.0,4.0,1.0,6.0,7.0,1777,4,5,"London : printed in the year, 1777.",London,630,male,1678,1751,True
0173100200_000006,"The law of nations; or, principles of the law of nature: applied to the conduct and affairs of nations and sovereigns. By M. de Vattel. A Work Tending to Display the True Interest of Powers. Translated from the French.",Emerich de Vattel,32,1.0,2.0,21.0,4.0,4.0,1792,1,1,"Dublin : Luke White, M.DCC.XCII. [1792].",Dublin,800,male,1714,1767,False
1595300602_000003,"An estimate of the manners and principles of the times. By the author of Essays on the Characteristics, &c.",John Brown,23,5.0,1.0,7.0,6.0,4.0,1758,2,2,"[London] : Printed for L. Davis and C. Reymers, against Grays-Inn-Gate, Holborn; printers to the Royal Society, MDCCLVIII. [1758].",London,268,male,1735,1766,True
0538800200_000078,"The elements of logick. In four books. Book I. Of the Original of our Ideas, their various Divisions, and the Manner in which they contribute to the Increase of Knowledge; with a Philosophical Account of the Rise, Progress, and Nature of human Language. Book II. Of the Grounds of human Judgment, the Doctrine of Propositions, their Use in Reasoning, and Division into self-evident and demonstrable. Book III. Of Reasoning and Demonstration, with their Application to the Investigation of Knowledge, and the common Affairs of Life. Book IV. Of the Methods of Invention and Science, where the several Degrees of Evidence are examined, the Notion of Certainty is fixed and stated, and the Parts of Knowledge in which it may be attained, demonstrated at large. Designed particularly for Young Gentlemen at the University, and to prepare the Way to the Study of Philosophy and the Mathematicks. By William Duncan, Professor of Philosophy in the Marishal College of Aberdeen.","Duncan, William",16,3.0,4.0,4.0,3.0,2.0,1787,1,1,"London : printed for J. Dodsley, in Pall-Mall, 1787.",London,371,male,1717,1760,False
1016000602_000111,"An essay concerning human understanding. In four books. Written by John Locke, gent. ...",John Locke,31,8.0,7.0,0,5.0,11.0,1777,2,2,"Dublin : printed by and for H. Saunders, W. Sleater, D. Chamberlaine, and J. Potts, M,DCC,LXXVII. [1777].",Dublin,386,male,1632,1704,True
1232500801_000101,"The sum of Christianity, in four books; containing the faith, the temper, the duty, and happiness, of a true Christian, as held forth in the Scriptures. In two volumes. ... . By Mr William Dalgliesh, Minister of the Gospel at Peebles.",William Dalgliesh,20,3.0,4.0,7.0,5.0,1.0,1784,1,2,"Edinburgh : sold by W. Gray, J. Dickson, C. Elliot; and by C. Dilly, London, M.DCC.LXXXIV. [1784].",Edinburgh,439,male,1733,1807,False
0025800300_000089,"An inquiry into the human mind, on the principles of common sense. By Thomas Reid, D. D. Professor of Philosophy in King's college, Aberdeen.",Thomas Reid,31,4.0,5.0,0,13.0,9.0,1764,1,1,"Edinburgh : printed for A. Millar, London, and A. Kincaid & J. Bell, Edinburgh, MDCCLXIV. [1764].",Edinburgh,559,male,1710,1796,True
0340600501_000058,"The principles of natural and politic law, in two volumes, by J.J. Burlamaqui, ... Translated into English by Mr. Nugent.",Jean-Jacques Burlamaqui,30,2.0,2.0,19.0,5.0,2.0,1784,1,2,"London : printed for C. Nourse, 1784.",London,350,unknown,1694,1748,False
0282500300_000231,"Essays on the intellectual powers of man. By Thomas Reid, D. D. F. R. S. E. Professor of Moral Philosophy in the University of Glasgow.",Thomas Reid,17,1.0,4.0,4.0,6.0,2.0,1785,1,1,"Edinburgh : printed for John Bell, Parliament Square, and G. G. J. & J. Robinson, London, M,DCC,LXXXV. [1785].",Edinburgh,777,male,1710,1796,True
1063800400_000077,"The elements of logic. In four books. Book I. Of the Original of our Ideas, their various Divisions, and the Manner in which they contribute to the Increase of Knowledge; with a Philosophical Account of the Rise, Progress, and Nature of Human Language. Book II. Of the Grounds of Human Judgment, the Doctrine of Propositions, their Use in Reasoning, and Division into Self-Evident and Demonstrable. Book III. Of Reasoning and Demonstration, with their Application to the Investigation of Knowledge, and the common Affairs of Life. Book IV. Of the Methods of Invention and Science, where the several Degrees of Evidence are examined, the Notion of Certainty is fixed and stated, and the Parts of Knowledge in which it may be attained, demonstrated at large. Designed Particularly for Young Gentlemen at the University, And to prepare the Way to the Study of Philosophy and the Mathematics. By William Duncan, Professor of Philosophy in the Marishal College of Aberdeen.","Duncan, William",19,3.0,4.0,4.0,7.0,1.0,1800,1,1,"London : (by assignment from the executors of the late J. Dodsley) printed for W. Otridge & son; R. Faulder; J. Cuthell; Ogilvy and son; R. Lea; J. Nunn; J. Walker; Lackington, Allen, and Co. E. Jeffery; and Vernor and Hood, 1800.",London,371,male,1717,1760,False
0389400400_000003,"A philosophical enquiry concerning the connexion between the doctrines and miracles of Jesus Christ. In a letter to a friend. By George Turnbull, A.M.",George Turnbull,17,3.0,3.0,1.0,6.0,4.0,1732,1,1,"London : printed for R. Willock, at Sir Isaac Newton's Head near the Royal Exchange in Cornhill, [1732].",London,91,male,1698,1748,False
0362700500_000006,"The law of nations; or, principles of the law of nature: applied to the conduct and affairs of nations and sovereigns. A Work tending to Display the true Interest of Powers. By M. de Vattel. A new edition, corrected. Translated from the French.",Emerich de Vattel,34,1.0,2.0,23.0,5.0,3.0,1793,1,1,"London : printed for G. G. J. and J. Robinson, Pater-Noster-Row; and Whieldon and Butterworth, Fleet-Street, 1793.",London,508,male,1714,1767,False
0208400400_000064,"A view of Lord Bolingbroke's philosophy, compleat, in four letters to a friend. In which his whole system of infidelity and naturalism is exposed and confuted. With the apology prefixed.",William Warburton,20,3.0,4.0,7.0,5.0,1.0,1756,1,1,"London : printed for A. Millar, and J. and R. Tonson and S. Draper, in the Strand, MDCCLVI. [1756].",London,391,male,1698,1779,True
0108100101_000044,The works of John Locke Esq; In three volumes. The contents of which follow in the next leaf. With alphabetical tables. ...,John Locke,21,1.0,2.0,2.0,10.0,6.0,1714,1,3,"London : printed for John Churchill, and Sam. Manship, 1714.",London,659,male,1632,1704,True
0812201300_000008,"The main argument of a late book, intitled, Christianity as old as the creation, fairly stated and examined. Or, a short view of that whole controversy.","Atkey, Anthony",27,2.0,5.0,16.0,3.0,1.0,1733,1,1,"London : printed for S. Lobb, Bookseller in Bath; C. Rivington in St. Paul's Church-Yard, and J. Roberts in Warwick-Lane, [1733].",London,94,male,1702,1734,False
0215700101_000095,"The philosophical works of Francis Bacon, Baron of Verulam, Viscount St. Alban's, And Lord High-Chancellor of England; methodized, and made English, from the originals. With Occasional Notes, to Explain what is Obscure, and shew how far the several Plans of the Author, for the Advancement of all the Parts of Knowledge, have been executed to the present Time. And References from one Part of the Work to another, where the same Subject is treated; so as to make the Whole a Comment upon Itself. To which is prefixed, A Summary View of the Author's Life, and a Glossary or Explanation of certain Philosophical Terms, either Invented or Used by him in a New Sense. With Two Appendixes, to shew how advantageously the Great Designs of the Author may be at present executed from the Lights struck out by him, even in the Works he left unfinished. Illustrated with Useful Tables of Contents to each Volume; particular Prefaces to the principal Pieces, and a copious Index to the Whole. In three volumes. By Peter Shaw, M. D.",Francis Bacon,18,2.0,3.0,1.0,5.0,7.0,1737,1,3,"London : printed for D. Midwinter, A. Bettesworth and C. Hitch, J. and J. Pemberton, C. Ware, C. Rivington, J. and P. Knapton, J. Batley and J. Wood, T. Longman, F. Clay, A. Ward, and R. Hett, M.DCC.XXXVII. [1737].",London,675,male,1561,1626,True
1680700201_000176,"The sermons of Samuel Clarke, D.D. late Rector of St. James's Westminster. In two volumes. Containing one hundred and seventy-three sermons on several subjects. Published from the author's manuscript, by John Clarke, D.D. Dean of Sarum. Eighteen sermons on several occasions, published in his life-time. And sixteen sermons on the being and attributes of God, the obligations of natural religion, and the truth and certainty of the Christian revelation. Preached at the lecture founded by the Hon. Robert Boyle, Esq. With a preface, giving some account of the life, writings, and character of the author: by Benjamin, now Lord Bishop of Winchester.",Samuel Clarke,20,5.0,6.0,1.0,2.0,6.0,1742,1,2,"London : printed for John and Paul Knapton, at the Crown in Ludgate-Street, near the west-end of St. Paul's, MDCCXLII. [1742].",London,761,male,1675,1729,True
0282500300_000215,"Essays on the intellectual powers of man. By Thomas Reid, D. D. F. R. S. E. Professor of Moral Philosophy in the University of Glasgow.",Thomas Reid,31,2.0,10.0,0,11.0,8.0,1785,1,1,"Edinburgh : printed for John Bell, Parliament Square, and G. G. J. & J. Robinson, London, M,DCC,LXXXV. [1785].",Edinburgh,777,male,1710,1796,True
0970100200_000052,An abridgment of Mr. Locke's Essay concerning human understanding.,John Locke,30,10.0,8.0,0,6.0,6.0,1778,1,1,"Edinburgh : printed for Alexander Donaldson; and sold at his shop, No. 48. St. Paul's Church-Yard, London; and at Edinburgh, M,DCC,LXXVIII. [1778].",Edinburgh,270,male,1632,1704,True
1202100101_000001,"Essay upon the law of contracts and agreements. By John Joseph Powell, ... In two volumes. ...",John Powell,33,3.0,2.0,9.0,18.0,1.0,1790,1,2,"London : printed for J. Johnson; and T. Whieldon, 1790.",London,465,male,1755,1801,False
0921501202_000017,"The advantage and necessity of the Christian revelation, shewn from the state of religion in the antient heathen world: especially with respect to the Knowledge and Worship of the one True God: a rule of Moral Duty: and a State of future rewards and punishments. To which is prefixed, a preliminary discourse on natural and revealed religion. In two volumes. By John Leland, D.D. Author of the View of the Deistical Writers, &c. The third edition, with additions which are not in the London copy. Revised and corrected by the author. ...",John Leland,27,3.0,4.0,16.0,2.0,2.0,1776,2,2,"Dublin : printed for Jos. Sheppard and Geo. Nugent, Anne-Street, Stephen's-Green, M.DCC.LXX.VI. [1776].",Dublin,408,male,1691,1766,False
0397000102_000077,"The preceptor: containing a general course of education. Wherein the first principles of polite learning are laid down in a way most suitable for trying the genius, and advancing the instruction of youth. In twelve parts. Illustrated with Maps and useful Cuts. Viz. I. On Reading, Speaking and Writing Letters. II. On Geometry. III. On Geography and Astronomy. IV. On Chronology and History. V. On Rhetoric and Poetry. VI. On Drawing. Vii. On Logic. Viii. On Natural History. IX. On Ethics, or Morality. X. On Trade and Commerce. XI. On Laws and Government. XII. On Human Life and Manners. In Two Volumes.",,16,4.0,3.0,3.0,4.0,2.0,1754,2,2,"London : printed for R. Dodsley, at Tully's-Head in Pall-Mall, MDCCLIV. [1754].",London,567,unknown,,,False
0540400300_000016,"The first principles of civil and ecclesiastical government, delineated (in two parts,) in letters to Dr. Priestley, occasioned by his to Mr. Burke. By Samuel Cooper, D. D. Minister of Great Yarmouth.","Cooper, Samuel",22,7.0,3.0,6.0,5.0,1.0,1791,1,1,"Yarmouth : printed by Downes and March, for Messrs. Robinsons, and T. Becket, London; and Elliot and Kay, Edinburgh, M.DCC.XCI. [1791].",Great Yarmouth,280,male,1739,1800,False
0819800202_000011,"The chart and scale of truth, by which to find the cause of error. Lectures read before the University of Oxford, at the lecture founded by the Rev. John Bampton, M.A. By Edward Tatham, D. D. ...",Edward Tatham,25,1.0,3.0,1.0,6.0,14.0,1790,2,2,"Oxford : sold by J. Fletcher, D. Prince and J. Cooke: J. F. and C. Rivington, St. Paul's Church Yard, by T. Cadell, in the Srand, and Richardson, Royal Exchange, London, MDCCXC. [1790].",Oxford,325,male,1749,1834,False
0541600600_000004,"An essay on the powers and mechanism of nature; intended, by a deeper analysis of physical principles, to extend, improve, and more firmly establish, the grand superstructure of the Newtonian system. By Robert Young.","Young, Robert, social reformer",30,3.0,1.0,2.0,17.0,7.0,1788,1,1,"London : printed for the author, by Fry and Couchman, near Upper-Moorfields; sold by T. Becket, Pall-Mall; J. Johnson, St. Paul's Church-Yard; and J. Murray, Fleet-Street, MDCCLXXXVIII. [1788].",London,359,unknown,,,False
0040600600_000012,"The age of reason; being an investigation of true and fabulous theology. By Thomas Paine, Secretary for Foreign affairs to congress in the American war, and author of the works entitled, common sense, and rights of man, &c.",Thomas Paine,23,1.0,4.0,4.0,13.0,1.0,1795,1,1,"[London] : Paris: printed by Barrois. London: printed and sold by Daniel Isaac Eaton, Printer and Bookseller to the Supreme Majesty of the People, at the Cock and Swine, No. 74, Newgate-Street, 1795.",London,62,male,1737,1809,True
0582100702_000038,"Sermons, by the Rev. George Butt, A. M. Chaplain in Ordinary to his Majesty; Rector of Stanford, and Vicar of Kidderminster, in the County of Worcester. In Two Volumes. ...","Butt, George",21,3.0,2.0,1.0,6.0,9.0,1791,2,2,"Kidderminster : printed by George Gower, MDCCXCI. [1791].",Kidderminster,227,male,1741,1795,False
0372000503_000033,"An exposition of the Epistle to the Hebrews; with the preliminary exercitations. By John Owen, D.D. Revised and abridged; ... By Edward Williams. In four volumes. ...",John Owen,18,1.0,4.0,1.0,9.0,3.0,1790,3,4,"London : printed for T. Pitcher; and sold also by C. Dilly; T. Parsons; and T. Mathews, 1790.",London,585,male,1616,1683,False
0337902500_000009,"First principles of philosophy. For the use of students. By John Bruce, A. M. Professor of Philosophy in the University of Edinburgh.",John Bruce,15,2.0,3.0,2.0,4.0,4.0,1781,1,1,"Edinburgh : printed for William Creech; and T. Cadell, London, MDCCLXXXI. [1781].",Edinburgh,214,male,1745,1826,False
0337902500_000007,"First principles of philosophy. For the use of students. By John Bruce, A. M. Professor of Philosophy in the University of Edinburgh.",John Bruce,26,7.0,4.0,11.0,3.0,1.0,1781,1,1,"Edinburgh : printed for William Creech; and T. Cadell, London, MDCCLXXXI. [1781].",Edinburgh,214,male,1745,1826,False
0941600400_000006,"The duty and reward of propagating principles of religion and virtue exemplified in the history of Abraham. A sermon preach'd before the trustees for establishing the colony of Georgia in America. ... On Thursday March 15, 1732. By John Burton, ... To which is annexed, the General account ...",John Burton,15,2.0,4.0,2.0,3.0,4.0,1733,1,1,"London : printed by J. March, and sold by Messieurs Mount and Page, 1733.",London,30,male,1710,1771,False
0215900101_000008,"The principles of moral philosophy. An enquiry into the wise and good government of the moral world. In Which The Continuance of Good Administration, and of Due Care about Virtue, for ever, is inferred from present Order in all Things, in that Part chiefly where Virtue is concerned. By George Turnbull, L.L.D.",George Turnbull,31,5.0,8.0,15.0,2.0,1.0,1740,1,2,"London : printed for John Noon, at the White Hart, near Mercers Chapel, in Cheapside, MDCCXL. [1740].",London,511,male,1698,1748,False
