PassageID,Title,Author,Total termFreq,termFreq(adventur),termFreq(ag),termFreq(appear),termFreq(author),termFreq(book),termFreq(charact),termFreq(design),termFreq(educ),termFreq(entertain),termFreq(event),termFreq(fabl),termFreq(fiction),termFreq(geniu),termFreq(happen),termFreq(heart),termFreq(hero),termFreq(histori),termFreq(human),termFreq(imagin),termFreq(interest),termFreq(judgement),termFreq(knowledg),termFreq(ladi),termFreq(languag),termFreq(life),termFreq(long),termFreq(love),termFreq(mankind),termFreq(manner),termFreq(mind),termFreq(modern),termFreq(moral),termFreq(natur),termFreq(novel),termFreq(origin),termFreq(passag),termFreq(piec),termFreq(pleasur),termFreq(poetri),termFreq(probabl),termFreq(prose),termFreq(public),termFreq(read),termFreq(reason),termFreq(romanc),termFreq(romant),termFreq(scene),termFreq(sentiment),termFreq(speci),termFreq(stori),termFreq(tast),termFreq(think),termFreq(thought),termFreq(verac),termFreq(virtu),termFreq(work),termFreq(write),termFreq(writer),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors
0675101900_000017,"Works of the author of The pursuits of literature, consisting of I. Pursuits of literature, Consisting Of I. Pursuits Of Literature, A Satirical Poem In Four Dialogues. II. A translation of the passages from Greek, Latin, Italian, and French writers, Quoted In The Prefaces And Notes To The Pursuits Of Literature. III. The imperial epistle from Kien Long, Emperor Of China, To Geo. III. King Of Great Britain, &C. IV. The shade of Alexander Pope, Esq. ON The Banks Of At The Thames, A Satirical Poem, Occasioned Chiefly, But Not Wholly, BY The Residence Of Henry Grattan, At Twitnam, In Nov. 1798.",Thomas James Mathias,68,0,2.0,1.0,3.0,4.0,1.0,0,0,0,1.0,0,0,1.0,0,1.0,0,1.0,0,0,0,0,1.0,0,2.0,7.0,0,0,0,2.0,1.0,3.0,0,2.0,3.0,1.0,0,0,1.0,0,0,0,2.0,5.0,0,4.0,0,1.0,1.0,1.0,0,0,2.0,0,0,1.0,8.0,2.0,2.0,1.0,1799,1,1,"Dublin : printed for J. Milliken, 32, Grafton-Street, 1799.",Dublin,448,male,1754,1835,False
0002301200_000012,"Lectures on history, and general policy; to which is prefixed, an essay on a course of liberal education for civil and active life. By Joseph Priestley, LL. D. F. R. S. Ac. Imp. Petrop. R. Paris. Holm. Taurin. Aurel. Med. Paris. Harlem. Cantab. Americ. Et Philad. Socius.",Joseph Priestley,77,3.0,2.0,1.0,1.0,0,0,0,0,1.0,0,0,2.0,1.0,0,0,0,12.0,2.0,1.0,2.0,4.0,2.0,0,0,4.0,0,0,1.0,2.0,7.0,0,0,4.0,1.0,0,0,0,0,0,0,1.0,0,3.0,2.0,1.0,0,1.0,1.0,0,0,1.0,1.0,5.0,0,0,8.0,0,0,0,1788,1,1,"Dublin : printed by P. Byrne, No. 108, Grafton-Street, M,DCC,LXXXVIII. [1788].",Dublin,522,male,1733,1804,True
1091500100_000308,"The annual register, or a view of the history, politics, and literature, for the year 1761.",,55,0,2.0,1.0,0,0,5.0,0,1.0,0,2.0,3.0,0,2.0,0,0,4.0,5.0,0,1.0,0,1.0,2.0,0,1.0,0,1.0,1.0,0,5.0,1.0,0,0,3.0,0,0,0,0,0,2.0,1.0,1.0,1.0,0,1.0,0,0,0,1.0,1.0,0,0,1.0,0,1.0,0,3.0,0,1.0,0,1772,1,1,"London : printed for J. Dodsley, in Pall-Mall, 1772.",London,636,unknown,,,False
1048800101_000003,"The plays of William Shakspeare. In ten volumes. With the corrections and illustrations of various commentators; to which are added notes by Samuel Johnson and George Steevens. The third edition, revised and augmented by the editor of Dodsley's collection of old plays.",William Shakespeare,61,0,0,0,2.0,1.0,4.0,1.0,0,0,1.0,1.0,0,0,1.0,0,1.0,0,7.0,2.0,1.0,0,0,1.0,2.0,6.0,0,2.0,1.0,0,1.0,1.0,0,4.0,0,0,1.0,0,0,0,2.0,0,0,1.0,1.0,1.0,0,2.0,2.0,1.0,1.0,0,4.0,0,0,0,1.0,1.0,3.0,0,1785,1,10,"London : printed for C. Bathurst, J. Rivington and Sons, T. Payne and Son, L. Davis, W. Owen, B. White and Son, T. Longman, B. Law, T. Bowles, J. Johnson, C. Dilly, J. Robson, G. G. J. and J. Robinson, T Cadell, H. L. Gardner, J. Nichols, J. Bew, W. Stuart, R. Baldwin, J. Murray, A. Strahan, T. Vernor, J. Barker, W. Lowndes, S. Hayes, G. and T. Wilkie, Scatcherd and Whitaker, T. and J. Egerton, W. Fox, and E. Newbery, MDCCLXXXV. [1785].",London,796,male,1564,1616,True
1292901500_000001,"A catalogue of books, &c. sold by James Hoey, at the Mercury in Skinner-Row. Dublin.","Hoey, James",64,1.0,0,0,6.0,1.0,2.0,0,1.0,2.0,1.0,0,0,0,1.0,0,0,6.0,1.0,0,2.0,0,1.0,2.0,2.0,3.0,0,1.0,0,3.0,0,1.0,1.0,4.0,1.0,2.0,0,2.0,0,0,0,0,0,1.0,2.0,0,0,0,2.0,0,1.0,1.0,0,1.0,0,2.0,3.0,3.0,0,1.0,1773,1,1,"[Dublin : s.n., 1773].",Dublin,35,male,1759,1781,False
0383601000_000002,"The death of Abel, in five books. Attempted from the German of Mr. Gessner.",Salomon Gessner,60,1.0,1.0,2.0,2.0,1.0,2.0,0,0,0,2.0,1.0,0,1.0,0,2.0,2.0,6.0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,7.0,0,0,0,0,0,2.0,0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,0,0,0,0,1.0,1.0,0,0,1.0,1.0,0,2.0,4.0,1.0,0,1.0,1795,1,1,"Bath : printed by S. Hazard; for Vernor and Hood, London, 1795.",Bath,250,male,1730,1788,False
0106900602_000129,"Essays on the nature and immutability of truth, in opposition to sophistry and scepticism; on poetry and music, as they affect the mind; on laughter, and ludicrous composition; and, on the utility of classical learning. By James Beattie, ... In two volumes. ...",James Beattie,66,1.0,0,1.0,3.0,2.0,0,0,0,0,0,1.0,0,1.0,2.0,6.0,0,1.0,3.0,0,0,0,3.0,0,2.0,1.0,1.0,1.0,2.0,0,3.0,4.0,2.0,4.0,0,3.0,0,0,0,2.0,2.0,0,0,1.0,3.0,0,0,0,0,0,0,0,2.0,1.0,0,2.0,2.0,2.0,1.0,1.0,1778,2,2,"Dublin : printed for C. Jenkin, 1778.",Dublin,499,male,1735,1803,False
0199400701_000068,"Philosophical and critical observations on the nature, characters and various species of composition. By John Ogilvie, D.D. In two volumes. ...","Ogilvie, John",58,0,0,4.0,2.0,0,1.0,0,1.0,3.0,0,3.0,0,1.0,0,2.0,0,0,1.0,1.0,0,2.0,2.0,1.0,0,2.0,0,2.0,2.0,2.0,2.0,0,1.0,4.0,1.0,4.0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,3.0,0,1.0,1.0,0,0,1.0,1.0,1.0,3.0,0,1774,1,2,"London : printed for G. Robinson, 1774.",London,454,male,1732,1813,False
0341200600_000002,The death of Abel. In five books. Attempted from the German of Mr. Gessner.,Salomon Gessner,56,1.0,0,2.0,2.0,0,1.0,0,0,0,2.0,1.0,0,1.0,0,2.0,2.0,5.0,0,1.0,1.0,0,0,0,1.0,0,0,1.0,0,6.0,0,0,0,0,0,1.0,0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,0,0,0,1.0,1.0,0,1.0,0,1.0,0,2.0,4.0,1.0,0,1.0,1763,1,1,"London : printed for R. and J. Dodsley, in Pall-Mall; T. Durham, at the Golden Ball in the Strand; T. Field, in Pater-Noster Row; and J. Collyer, at No. 27, in Plough-Court, Fetter-Lane, M.DCC.LXIII. [1763].",London,297,male,1730,1788,False
0447700600_000001,"The moral miscellany: or, a collection of select pieces, in prose and verse, for the instruction and entertainment of youth.",,57,1.0,1.0,0,0,0,0,1.0,2.0,2.0,0,1.0,0,0,0,0,0,0,1.0,2.0,1.0,0,3.0,1.0,1.0,4.0,0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,0,1.0,0,2.0,2.0,2.0,0,0,0,0,1.0,0,0,0,2.0,0,4.0,0,1.0,0,0,3.0,2.0,0,1.0,1.0,1758,1,1,"London : printed for R. Griffiths, at the Dunciad, in Pater-Noster Row, MDCCLVIII. [1758].",London,383,unknown,,,False
1690900110_000020,"The European magazine, and London review; containing the literature, history, politics, arts, manners and amusements of the age. By the Philological Society of London.",Philological Society (Great Britain),61,1.0,0,0,3.0,2.0,1.0,1.0,1.0,0,1.0,3.0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,1.0,0,0,0,2.0,2.0,2.0,1.0,6.0,11.0,0,0,0,0,0,2.0,0,2.0,1.0,0,1.0,0,0,0,1.0,4.0,0,1.0,0,0,0,2.0,2.0,1.0,3.0,1786,10,86,"London [England] : printed for John Fielding No. 23, Pater Noster Row; John Debrett, opposite Burlington House, Piccadilly; and John Sewell, No. 32, Cornhill, [1782]-1826.",London,517,unknown,,,False
1282300102_000140,"Lectures on rhetoric and belles lettres. By Hugh Blair, D.D. & F.R.S. Ed. one of the Ministers of the High Church, and professor of rhetoric and belles lettres in the University of Edinburgh. In two volumes. ...",Mathew Carey,58,0,1.0,2.0,1.0,1.0,0,0,0,1.0,2.0,0,0,3.0,0,0,0,0,3.0,1.0,2.0,0,0,0,3.0,0,0,1.0,0,2.0,1.0,1.0,3.0,6.0,0,0,0,2.0,1.0,4.0,0,0,2.0,2.0,0,0,1.0,2.0,3.0,1.0,0,0,0,0,0,1.0,1.0,1.0,2.0,1.0,1793,2,2,"Philadelphia : From the press of Mathew Carey, March 19 --M.DCC.XCIII. [1793].",Philadelphia,464,male,1760,1839,False
1061401200_000001,Letters of an Italian nun and an English gentleman. Translated from the French of J. J. Rousseau.,Jean-Jacques Rousseau,55,0,2.0,2.0,0,0,0,1.0,0,1.0,1.0,0,0,0,1.0,1.0,0,1.0,1.0,0,2.0,0,0,0,1.0,1.0,1.0,2.0,0,1.0,1.0,0,2.0,2.0,1.0,2.0,0,1.0,0,1.0,0,0,1.0,1.0,0,1.0,2.0,0,2.0,2.0,3.0,0,2.0,1.0,0,2.0,8.0,0,1.0,0,1800,1,1,"London : printed for H. D. Symonds, by Bye and Law, 1800.",London,152,male,1712,1778,True
0797500102_001499,"An universal history of arts and sciences: ... The whole extracted from the best authors in all languages, ... By ... Dennis De Coetlogon, ...","De Coetlogon, Dennis",66,2.0,1.0,0,5.0,7.0,0,0,0,1.0,0,2.0,1.0,0,0,0,1.0,2.0,0,0,0,0,0,0,1.0,0,1.0,1.0,0,5.0,1.0,0,1.0,0,0,1.0,0,3.0,0,0,1.0,2.0,0,1.0,1.0,19.0,2.0,0,1.0,0,0,0,0,0,0,0,1.0,1.0,1.0,0,1745,2,2,"London : printed and sold by John Hart, 1745.",London,1346,unknown,,,False
0622000101_000003,"The history of Agathon, by Mr. C.M. Wieland. Translated from the German original, with a preface by the translator. ...",Christoph Martin Wieland,59,0,0,1.0,5.0,0,3.0,0,0,1.0,0,0,0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,2.0,0,0,0,0,3.0,0,2.0,1.0,0,1.0,2.0,1.0,0,2.0,0,2.0,0,2.0,2.0,3.0,1.0,0,0,0,0,1.0,0,2.0,0,0,1.0,6.0,2.0,5.0,0,1773,1,4,"London : printed for T. Cadell, in the Strand, M.DCC.LXXIII. [1773].",London,282,male,1733,1813,False
0447500301_000119,"The history of English poetry, from the close of the eleventh to the commencement of the eighteenth century. To which are prefixed two dissertations. I. On the Origin of Romantic Fiction in Europe. II. On the Introduction of Learning into England. The second edition. Vol.I. By Thomas Warton, B. D. Fellow of Trinity College Oxford, and of the Society of Antiquaries, and late Professor of Poetry in the University of Oxford.",Thomas Warton,46,1.0,1.0,2.0,0,0,1.0,0,0,0,0,2.0,1.0,0,0,0,1.0,2.0,0,0,0,0,0,1.0,2.0,0,2.0,1.0,0,3.0,0,0,1.0,3.0,0,2.0,0,2.0,0,4.0,2.0,0,0,0,0,5.0,1.0,0,1.0,2.0,1.0,1.0,0,0,0,0,0,0,1.0,0,1775,1,1,"London : printed for, and sold by, J. Dodsley, Pall Mall; J. Walter, Charing-Cross; T. Becket, Strand; J. Robson, New Bond-Street; G. Robinson, and J. Bew, Pater-Noster-Row; and Messrs. Fletcher, at Oxford, M.DCC.LXXV. [1775].",London,633,male,1728,1790,False
1236602300_000133,"The travels of Anacharsis the Younger in Greece, during the middle of the fourth century before the Christian æra. Abridged from the original work of the abbe Barthelemi. Illustrated with plates ... by H. Richter.",Jean-Jacques Barthélemy,53,0,0,1.0,1.0,1.0,2.0,0,0,2.0,0,2.0,3.0,0,0,3.0,0,2.0,0,2.0,2.0,0,0,0,1.0,3.0,0,1.0,0,1.0,2.0,0,1.0,0,1.0,0,0,0,2.0,7.0,0,0,0,0,0,0,0,0,2.0,1.0,0,2.0,0,1.0,0,2.0,2.0,1.0,1.0,1.0,1797,1,1,"London : printed for Vernor and Hood, 1797.",London,660,male,1716,1795,False
0150000101_000001,"The birmingham counterfeit; or, invisible spectator. A sentimental romance. In two volumes. ...",,67,1.0,4.0,0,0,0,0,0,0,0,0,0,0,2.0,0,1.0,1.0,0,5.0,1.0,0,0,0,0,2.0,0,1.0,8.0,0,2.0,0,0,2.0,6.0,1.0,0,0,0,0,0,2.0,0,3.0,2.0,4.0,5.0,1.0,0,1.0,3.0,0,2.0,1.0,0,0,2.0,1.0,0,2.0,1.0,1772,1,2,"London : printed for S. Bladon, at No. 28, in Paternoster-Row, MDCCLXXII. [1772].",London,293,unknown,,,False
0844200602_000078,"The poems of Ossian. In two volumes. A new edition. Translated by James Macpherson, Esq. ...",James Macpherson,57,2.0,5.0,2.0,1.0,1.0,1.0,0,0,0,1.0,0,0,0,0,2.0,4.0,1.0,0,1.0,2.0,1.0,0,0,0,0,1.0,2.0,0,4.0,3.0,0,0,2.0,0,0,1.0,2.0,0,2.0,0,0,0,1.0,0,3.0,1.0,1.0,2.0,0,3.0,0,0,1.0,0,0,2.0,0,0,2.0,1792,2,2,"Edinburgh : printed for G. Mudie, J. Elder, T. Brown, A. Guthrie, J. Hunter [and 5 others in Edinburgh, 1 in Leith, 1 in Stirling], 1792.",Edinburgh,336,male,1736,1796,True
1543300102_000045,"The works of the late John Gregory, M.D.",John Gregory,69,0,2.0,0,0,0,2.0,0,4.0,0,0,0,0,3.0,0,3.0,0,2.0,8.0,1.0,1.0,0,1.0,0,1.0,4.0,0,1.0,0,5.0,3.0,3.0,0,4.0,1.0,1.0,0,0,1.0,1.0,1.0,0,2.0,0,2.0,1.0,0,0,0,1.0,0,6.0,0,0,0,1.0,2.0,0,0,1.0,1788,2,4,"[Edinburgh : printed for A. Strahan, and T. Cadell, London; and W. Creech, Edinburgh, 1788].",Edinburgh,324,male,1724,1773,False
0468100101_000001,The thousand and one days: Persian tales. ... . Translated from the French by Mr. Philips.,,55,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0,3.0,1.0,0,0,1.0,0,1.0,0,2.0,1.0,1.0,0,1.0,0,4.0,0,3.0,0,0,0,3.0,0,0,1.0,1.0,0,0,0,0,3.0,0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,3.0,0,1.0,0,0,3.0,3.0,1.0,1.0,1.0,1750,1,3,"London : printed for J. and R. Tonson and S. Draper in the Strand, MDCCL. [1750].",London,382,unknown,,,False
0908800301_000001,"Persian tales, or the thousand and one days. In two volumes. A new edition, embellished with elegant engravings. ...",,76,0,1.0,1.0,0,2.0,1.0,2.0,0,2.0,3.0,0,0,2.0,0,4.0,1.0,2.0,0,1.0,1.0,2.0,0,0,0,2.0,0,1.0,0,4.0,6.0,0,4.0,3.0,0,3.0,0,0,4.0,0,2.0,0,0,1.0,3.0,0,2.0,0,0,0,5.0,0,0,0,0,4.0,4.0,0,0,3.0,1800,1,2,"London : printed at the Minerva=press, for William Lane, Leadenhall-Street, 1800.",London,316,unknown,,,False
0475700700_000030,"Miscellaneous pieces, in prose, by John Aikin, M.D. and Anna Lætitia Barbauld.",Anna Laetitia Barbauld,64,0,0,1.0,2.0,0,3.0,0,0,0,0,0,0,0,1.0,2.0,0,0,2.0,2.0,1.0,0,0,0,2.0,3.0,2.0,1.0,0,4.0,6.0,1.0,2.0,1.0,1.0,0,1.0,1.0,2.0,0,0,0,0,1.0,3.0,1.0,0,6.0,1.0,0,2.0,0,2.0,1.0,0,1.0,2.0,1.0,1.0,1.0,1792,1,1,"London : printed for J. Johnson, 1792.",London,272,female,1743,1825,True
0475400100_000198,"The adventures of Telemachus, the son of Ulysses, ... Complete in twenty-four books. ... by Francis Salignac de la Mothe Fenelon, ... Now newly translated from the best Paris and other editions, by William Henry Melmoth, ... To which are added, the life of the original author; ...",François Fénelon,69,0,0,2.0,9.0,0,1.0,2.0,0,0,0,3.0,0,2.0,1.0,2.0,3.0,3.0,0,4.0,2.0,0,0,0,0,1.0,0,7.0,1.0,1.0,1.0,1.0,0,2.0,0,0,0,1.0,2.0,2.0,1.0,0,0,0,1.0,1.0,0,0,1.0,0,0,0,3.0,1.0,0,3.0,2.0,1.0,0,2.0,1770,1,1,"London : printed only for Alex. Hogg; and sold by all booksellers in Great-Britain, Ireland, France, America, East and West Indies, &c. &c., [1770?].",London,366,male,1651,1715,True
1129800200_000036,Prolegomena to the dramatick writings of Will. Shakspere.,,54,1.0,0,1.0,4.0,0,1.0,0,2.0,0,4.0,0,1.0,1.0,0,1.0,0,1.0,2.0,1.0,0,1.0,2.0,0,2.0,0,0,0,0,1.0,3.0,0,0,1.0,1.0,1.0,0,0,1.0,0,0,1.0,1.0,4.0,0,0,0,0,3.0,0,1.0,1.0,1.0,0,0,0,2.0,2.0,5.0,0,1788,1,1,"London : printed for, and under the direction of, John Bell, British Library, Strand, Bookseller to His Royal Highness the Prince of Wales, MDCCLXXXVIII. [1788].",London,300,unknown,,,False
0149803000_000001,The castles of Athlin and Dunbayne. A Highland story.,Ann Radcliffe,67,2.0,0,2.0,5.0,2.0,0,0,1.0,4.0,1.0,0,0,0,0,0,1.0,2.0,0,0,3.0,0,0,7.0,0,0,1.0,0,0,2.0,1.0,1.0,2.0,1.0,9.0,1.0,0,0,2.0,0,0,0,2.0,0,1.0,1.0,0,0,1.0,0,2.0,0,1.0,0,0,1.0,5.0,0,0,3.0,1789,1,1,"London : printed for T. Hookham, New Bond-Street, MDCCLXXXIX. [1789].",London,294,female,1764,1823,True
1742300113_000156,"Encyclopædia Britannica; or, a dictionary of arts, sciences, and miscellaneous literature; ... The third edition, in eighteen volumes, greatly improved. Illustrated with five hundred and forty-two copperplates. ...",,47,0,0,1.0,2.0,0,2.0,0,0,0,1.0,0,0,1.0,0,1.0,1.0,0,2.0,1.0,1.0,0,0,0,1.0,1.0,0,1.0,1.0,0,2.0,1.0,1.0,2.0,4.0,0,0,0,4.0,3.0,1.0,3.0,0,1.0,0,1.0,0,0,1.0,1.0,0,0,1.0,0,0,1.0,3.0,0,0,0,1797,13,20,"Edinburgh : printed for A. Bell and C. Macfarquhar, 1797.",Edinburgh,802,unknown,,,False
0054400101_000008,"The plays of William Shakespeare, in eight volumes, with the corrections and illustrations of various commentators; to which are added notes by Sam. Johnson.",William Shakespeare,53,0,1.0,1.0,5.0,1.0,0,1.0,0,0,3.0,1.0,1.0,1.0,0,0,0,1.0,4.0,0,0,1.0,2.0,0,3.0,1.0,0,0,0,1.0,1.0,0,0,1.0,1.0,2.0,0,0,1.0,0,0,1.0,1.0,4.0,1.0,0,0,0,2.0,0,2.0,1.0,0,0,0,0,2.0,2.0,3.0,0,1765,1,8,"London : printed for J. and R. Tonson, C. Corbet, H. Woodfall, J. Rivington, R. Baldwin, L. Hawes, Clark and Collins, W. Johnston, T. Caslon, T. Lownds, and the Executors of B. Dodd, M,DCC,LXV. [1765].",London,675,male,1564,1616,True
0618401100_000001,Letters of an Italian nun and an English gentleman. Translated from the French of J.J. Rousseau.,Jean-Jacques Rousseau,51,0,0,2.0,0,0,0,1.0,0,0,1.0,0,0,0,2.0,1.0,0,1.0,1.0,1.0,2.0,0,0,0,1.0,0,1.0,2.0,0,1.0,2.0,0,2.0,2.0,1.0,1.0,0,1.0,0,1.0,0,0,2.0,1.0,0,1.0,2.0,0,2.0,3.0,1.0,0,2.0,0,0,2.0,6.0,1.0,1.0,0,1784,1,1,"London : printed for J. Bew, Pater-Noster-Row, MDCCLXXXIV. [1784].",London,189,male,1712,1778,True
0518100501_000081,"Essays moral and literary. By Vicesimus Knox, ... In two volumes. ...",Vicesimus Knox,60,0,3.0,1.0,1.0,2.0,0,0,1.0,0,0,0,0,1.0,0,1.0,0,0,1.0,1.0,1.0,0,0,0,2.0,1.0,0,2.0,0,2.0,3.0,2.0,4.0,3.0,0,2.0,1.0,1.0,2.0,2.0,0,0,2.0,4.0,2.0,0,0,0,1.0,0,0,2.0,0,1.0,0,2.0,2.0,1.0,3.0,0,1795,1,2,"London : printed for Charles Dilly, 1795.",London,366,male,1752,1821,True
0440000103_000004,"Reliques of ancient English poetry. Consisting of old heroic ballads, songs, and other pieces of our earlier poets, together with some few of later date. ...",Thomas Percy,47,3.0,1.0,2.0,0,2.0,0,0,0,0,2.0,1.0,1.0,0,1.0,0,1.0,3.0,0,0,0,0,1.0,2.0,0,1.0,3.0,1.0,0,3.0,0,0,0,1.0,0,2.0,0,1.0,0,2.0,2.0,1.0,0,0,0,5.0,2.0,0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,1794,3,3,"London : printed by John Nichols, for F. and C. Rivington, MDCCXCIV. [1794].",London,416,male,1729,1811,True
0641800401_000006,The rambler. In four volumes. ...,Samuel Johnson,57,2.0,1.0,1.0,3.0,3.0,2.0,0,0,1.0,1.0,0,0,0,1.0,0,1.0,1.0,1.0,0,1.0,0,3.0,0,1.0,4.0,1.0,0,3.0,1.0,2.0,0,1.0,4.0,0,1.0,0,0,0,0,0,0,0,1.0,1.0,1.0,0,1.0,1.0,1.0,0,0,0,1.0,0,4.0,0,2.0,3.0,1.0,1761,1,4,"London : printed for A. Millar; J. Rivington; J. Newbery; R. Baldwin; S. Crowder and Co. T. Caslon; B. Law; and B. Collins, 1761.",London,291,male,1709,1784,True
0024000101_000026,"Douglas; or, the highlander. A novel. In four volumes. By Robert Bisset, L. L. D. Author of the Life of Burke, &c. ...",Robert Bisset,64,1.0,2.0,0,0,2.0,1.0,0,0,0,0,0,6.0,1.0,4.0,0,0,0,0,0,0,1.0,3.0,2.0,2.0,0,0,1.0,0,0,0,6.0,1.0,6.0,1.0,0,0,0,0,0,7.0,0,0,0,1.0,6.0,0,0,1.0,0,3.0,0,0,0,0,1.0,0,0,2.0,3.0,1800,1,4,"London : printed at the Anti-Jacobin Press, by T. Crowder, Temple Lane, Whitefriars ; and sold by C. Chapple, Pall Mall ; T. Hurst, Pater-Noster Row ; and J. and E. Kerby, Bond Street, 1800.",London,352,male,1759,1805,False
1650300102_000071,"The history of modern Europe. With an account of the decline and fall of the Roman Empire: and a view of the progress of society, from the rise of the modern kingdoms to the peace of Paris, in 1763. In a series of letters from a nobleman to his son. A new edition, carefully corrected.",William Russell,50,1.0,4.0,0,0,1.0,2.0,0,0,0,0,1.0,1.0,2.0,0,0,3.0,0,1.0,3.0,0,2.0,2.0,3.0,1.0,2.0,0,2.0,0,3.0,1.0,4.0,0,0,0,2.0,0,0,0,3.0,0,0,0,0,1.0,1.0,0,0,1.0,1.0,0,1.0,0,0,0,0,0,0,1.0,0,1794,2,5,"London : Printed for G.G. and J. Robinson, Paternoster-Row, 1794.",London,501,male,1741,1793,False
0225900603_000010,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,64,0,3.0,0,4.0,0,3.0,1.0,0,0,1.0,0,0,2.0,0,0,0,6.0,3.0,0,1.0,1.0,2.0,0,0,1.0,0,1.0,1.0,1.0,0,3.0,0,3.0,0,0,0,0,1.0,3.0,0,3.0,1.0,3.0,1.0,0,0,0,2.0,2.0,0,4.0,0,0,0,0,0,5.0,2.0,0,1788,3,3,"Basil : printed by J. J. Tourneisen, 1788.",Basel,408,male,1718,1800,True
0655600600_000027,"Sketches of a history of literature: containing lives and characters of the most eminent writers in Different Languages, Ancient and Modern, and critical remarks on their works. Together with several literary essays. The whole designed as a directory, t Guide the Judgment and form the Taste in Reading the Best Authors. By the late Robert Alves, A.M. To which is prefixed, a short biographical account of the author.",Robert Alves,51,0,0,1.0,2.0,1.0,0,0,0,1.0,0,1.0,0,4.0,0,0,2.0,2.0,0,0,0,0,0,0,4.0,0,0,2.0,0,3.0,0,1.0,1.0,3.0,1.0,1.0,0,0,0,5.0,0,2.0,0,1.0,1.0,5.0,2.0,0,1.0,0,0,0,0,0,0,0,1.0,3.0,0,0,1794,1,1,"Edinburgh : printed by Alex. Chapman and Co. Fish-Market, M,DCC,XCIV. [1794].",Edinburgh,311,male,1745,1794,False
0957800103_000069,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,71,1.0,0,0,3.0,0,4.0,2.0,0,1.0,0,0,0,0,0,4.0,0,0,3.0,3.0,3.0,0,1.0,0,0,4.0,0,1.0,0,2.0,3.0,0,2.0,4.0,0,0,0,1.0,0,4.0,6.0,0,0,0,2.0,0,1.0,1.0,2.0,2.0,2.0,0,1.0,0,0,5.0,0,2.0,1.0,0,1790,3,3,"London : printed for A. Strahan; T. Cadell; and W. Creech in Edinburgh, 1790.",London,418,male,1718,1800,True
1224100101_000001,The adventures of Roderick Random. In two volumes. ...,Tobias Smollett,47,2.0,1.0,3.0,3.0,0,0,0,1.0,1.0,1.0,1.0,0,2.0,0,1.0,1.0,0,0,1.0,0,1.0,0,0,0,4.0,0,0,2.0,0,1.0,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0,1.0,1.0,0,0,4.0,0,1.0,1.0,0,1.0,2.0,0,1.0,0,4.0,0,0,0,0,1755,1,2,"London : printed for A. Millar, in the Strand; J. Hodges, near London Bridge; J. and J. Rivington, in St. Paul's Church Yard; and R. Baldwin, and M. Cooper, in Pater-Noster-Row, MDCCLV. [1755].",London,288,male,1721,1771,True
0781800201_000032,A complete history of the English stage. ... by Mr. Dibdin. ...,Charles Isaac Mungo Dibdin,48,1.0,1.0,0,3.0,0,1.0,1.0,0,1.0,1.0,0,0,1.0,0,2.0,0,1.0,0,1.0,0,0,0,2.0,0,0,1.0,1.0,0,2.0,0,1.0,0,2.0,2.0,3.0,0,1.0,1.0,0,2.0,1.0,0,1.0,1.0,4.0,0,1.0,0,0,0,2.0,0,0,0,0,4.0,1.0,1.0,0,1800,1,5,"London : printed for the author, and sold by him at his warehouse, [1800].",London,396,male,1768,1814,True
0955300102_000139,"The Repository: or Treasury of politics and literature, for ...",Junius,59,0,0,0,1.0,0,1.0,0,4.0,0,0,0,0,0,0,1.0,0,2.0,0,1.0,0,3.0,2.0,1.0,0,6.0,0,2.0,0,2.0,3.0,0,1.0,3.0,1.0,0,1.0,0,2.0,1.0,1.0,0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,0,0,1.0,1.0,2.0,0,1.0,0,1.0,0,1.0,1771,2,2,"London [England] : printed for J. Murray, no. 32. Fleet-street; J. Bell, near Exeter-Exchange, in the Strand; S. Bladon, in Pater-noster-row; and C. Etherington, at York, MDCCLXXI. [1771].",London,504,male,,,False
