PassageID,Title,Author,Total termFreq,termFreq(africa),termFreq(carri),termFreq(child),termFreq(coast),termFreq(coloni),termFreq(condit),termFreq(countri),termFreq(dutch),termFreq(foreign),termFreq(fort),termFreq(free),termFreq(french),termFreq(gold),termFreq(hand),termFreq(human),termFreq(indi),termFreq(island),termFreq(labour),termFreq(liberti),termFreq(manner),termFreq(nation),termFreq(nativ),termFreq(negro),termFreq(pain),termFreq(person),termFreq(plantat),termFreq(planter),termFreq(present),termFreq(properti),termFreq(purchas),termFreq(ship),termFreq(slave),termFreq(slaveri),termFreq(sold),termFreq(suffer),termFreq(sugar),termFreq(tortur),termFreq(trade),termFreq(trader),termFreq(traffic),termFreq(valu),termFreq(west),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors
0116900200_000702,"The new universal traveller. Containing a full and distinct account of all the empires, Kingdoms, and states, in the known world. Delineating, not only their situation, climate, soil, and Produce, whether Animal, Vegetable, or Mineral, but comprising also an interesting detail of the manners, Customs, Constitutions, Religions, Learning, Arts, Manufactures, Commerce, and military force, Of All The Countries that have been visited by Travellers or Navigators, From the Beginning of the World to the Present Time. Accompanied With A Description of all the celebrated Antiquities, and an accurate History of Every Nation, from the Earliest Periods. The Whole being intended to convey a clear Idea of the Present State of Europe, Asia, Africa, and America, in every Particular that can either add to useful Knowledge, or prove interesting to Curiosity. B J. Carver, Esq. Author of Travels through Interior Parts of North America.",Jonathan Carver,38,0,4.0,0,0,2.0,0,1.0,0,0,0,0,0,1.0,0,0,0,6.0,0,0,2.0,0,1.0,2.0,0,3.0,2.0,2.0,0,1.0,0,0,1.0,0,1.0,0,2.0,1.0,1.0,2.0,2.0,0,1.0,1779,1,1,"London : printed for G. Robinson, in Paternoster-Row, MDCCLXXIX. [1779].",London,731,male,1710,1780,False
1069202000_000007,"The duke of Anjou's succession further consider'd, As to the Danger that may arise from it to Europe in General; But more particularly to England, And the several Branches of our Trade. Part II. By the Author of the First.",,44,2.0,2.0,0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0,6.0,1.0,0,0,3.0,0,1.0,0,0,1.0,2.0,0,0,0,2.0,0,1.0,0,0,2.0,3.0,1.0,0,0,1.0,0,7.0,0,0,0,0,1701,1,1,"London : printed, and sold by A. Baldwin in Warwick-Lane, near the Oxford Arms, 1701.",London,62,unknown,,,False
1614301700_000010,"Substance of the speech of His Royal Highness the Duke of Clarence in the House of Lords, On the motion for the recommitment of the slave trade limitation bill, on the fifth day of July, 1799. Fourth edition, (Published at the request of the West India merchants and planters, and the mercantile interest of Liverpool.)",Great Britain. Parliament. House of Lords,56,3.0,2.0,0,3.0,1.0,0,3.0,0,4.0,0,1.0,2.0,0,1.0,1.0,2.0,4.0,1.0,0,0,2.0,0,3.0,0,1.0,0,0,1.0,0,1.0,1.0,6.0,0,0,0,0,0,11.0,0,1.0,0,1.0,1799,1,1,"London : Printed by C. Whitingham, Dean street, Fetter Lane; and sold by F. and C. Rivington, St. Paul's Church Yard, [1799].",London,72,unknown,,,False
1520900202_000055,"Britain's commercial interest explained and improved; In a series of dissertations on several important branches of her trade and police: containing a candid enquiry into the secret causes of the present misfortunes of the nation. With a proposals for their remedy. Also the great advantages which would accrue to this kingdom from an union with Ireland. By Malachy Postlethwayt, Esq; author of The universal dictionary of trade and commerce, &c.",Malachy Postlethwayt,62,5.0,4.0,0,1.0,0,1.0,1.0,0,1.0,2.0,0,0,3.0,0,0,1.0,0,0,1.0,2.0,1.0,1.0,2.0,0,0,0,0,4.0,0,1.0,0,3.0,0,0,0,0,0,13.0,10.0,3.0,2.0,0,1758,2,2,"Dublin : Printed for L. Flin, at the Bible in Castle-Street, M,DCC,LVIII. [1758].",Dublin,392,male,1707,1767,False
0446500200_000006,"An inquiry into the effects of putting a stop to the African slave trade, And of Granting Liberty to the Slaves in the British Sugar Colonies. By the Author of The Essay on the Treatment and Conversion of African Slaves in the British Sugar Colonies.",James Ramsay,64,4.0,0,0,0,9.0,1.0,4.0,0,1.0,0,0,1.0,0,0,3.0,2.0,4.0,0,0,3.0,0,1.0,0,0,0,4.0,4.0,1.0,0,0,0,5.0,0,0,0,10.0,0,4.0,0,0,0,3.0,1784,1,1,"London : printed and sold by James Phillips, in George-Yard, Lombard-Street, 1784.",London,43,male,1733,1789,False
0432500700_000071,"Report of the Lords of the Committee of Council appointed for the consideration of all matters relating to trade and foreign plantations; submitting to His Majesty's consideration the evidence and information they have collected in consequence of His Majesty's order in council dated the 11th of February 1788, concerning the present state of the trade to Africa, and particularly the trade in slaves; ...",Great Britain. Board of Trade,56,11.0,1.0,0,8.0,0,0,1.0,0,4.0,3.0,0,0,1.0,0,0,1.0,5.0,0,0,0,0,0,3.0,0,1.0,1.0,1.0,1.0,0,1.0,1.0,2.0,0,0,0,0,0,6.0,1.0,0,0,3.0,1789,1,1,"[London], 1789.",London,890,unknown,,,False
0515700104_000089,"A philosophical and political history of the settlements and trade of the Europeans in the East and West Indies. Translated from the French of the Abbé Raynal, by J. Justamond, M. A. In Five Volumes. ...",Guillaume Thomas François Raynal,45,1.0,2.0,0,1.0,2.0,1.0,0,0,2.0,1.0,0,2.0,0,0,0,0,10.0,0,0,0,3.0,0,3.0,0,0,1.0,0,1.0,1.0,0,1.0,6.0,0,1.0,0,2.0,0,2.0,0,1.0,1.0,0,1777,4,5,"London : printed for T. Cadell, in the Strand, MDCCLXXVII. [1777].",London,530,male,1713,1796,True
0663700100_000552,"A new dictionary of trade and commerce, compiled from the information of the most eminent merchants, and from the works of the best writers on commercial subjects, in all languages. Containing, among other Things, I. An Account of all the natural Productions, which are conducive to Trade, throughout the World. II. The different Manufactures established in each particular Country. III. Explanations of all the Terms used in Commerce. IV. Explanations of the principal Terms of Geography, Astronomy, and Navigation, so far as they are connected with Trade. V. An exact Account of the Coins, Weights, and Measures in use throughout the World, reduced to the English Standard. VI. A Description of the Established Banks, Trading Companies, and Staple Commodities, of different Countries. Vii. The State of the British Trade, National Debt, Funds, Customs, Excise, and other Taxes. Viii. The Laws relative to Trade and Commerce. For the Use of the Merchants and Tradesmen of Great Britain, as well as of private Gentlemen. By Mr. Rolt, with the assistance of several eminent merchants.",Richard Rolt,53,1.0,2.0,0,7.0,0,0,2.0,3.0,0,2.0,0,6.0,4.0,1.0,0,1.0,3.0,0,1.0,0,0,0,5.0,0,0,0,0,1.0,1.0,2.0,1.0,3.0,0,1.0,0,0,0,4.0,0,1.0,0,1.0,1756,1,1,"London : printed for T. Osborne and J. Shipton; J. Hodges; J. Newbery; G. Keith; and B. Collins, MDCCLVI. [1756].",London,926,male,1724,1770,False
0474600202_000227,"The Parliamentary register; or, history of the proceedings and debates of the House of Commons; ...",Great Britain. Parliament. House of Lords,55,3.0,1.0,0,0,1.0,0,2.0,0,0,0,0,0,0,0,4.0,2.0,1.0,2.0,1.0,0,1.0,0,3.0,0,1.0,0,5.0,3.0,0,1.0,0,8.0,1.0,0,0,0,0,11.0,0,2.0,0,2.0,1797,2,12,"London : printed for J. Debrett, 1797-1802.",London,837,unknown,,,False
1236701302_000058,"The history of America containing the geographical, political, and commerical [sic] state of that continent: in which is given a succinct account of the trade, customs and policy of the French nation, and the foundation they have laid for obtaining the sole dominion in those colonies. Translated from the French of Mons. du Bosque late Historographer to the French King. In two volumes. ...",Malachy Postlethwayt,78,1.0,7.0,0,1.0,0,1.0,3.0,0,0,2.0,2.0,0,0,5.0,0,3.0,2.0,0,2.0,0,2.0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,1.0,0,1.0,0,26.0,14.0,1.0,0,2.0,1771,2,2,"London : printed by James Lowndes in Paternoster-Row, MDCCLXXI. [1771].",London,391,male,1707,1767,False
1476400132_000152,"The Parliamentary register; or, History of the proceedings and debates of the House of Commons; Containing an account of the most interesting speeches and motions; accurate copies of the most remarkable letters and papers; of the most material evidence, petitions, &c. laid before and offered to the House, during the first session of the fifteenth Parliament of Great Britain. Begun to be holden at Westminster on the 31st day of October 1780.",Great Britain. Parliament. House of Lords,57,3.0,6.0,0,3.0,1.0,0,2.0,0,1.0,0,0,0,0,0,1.0,1.0,1.0,0,1.0,2.0,7.0,0,1.0,0,1.0,0,1.0,0,0,1.0,0,7.0,0,0,0,2.0,0,12.0,0,1.0,0,2.0,1781,32,45,"London : Printed for J. Almon and J. Debrett, opposite Burlington-House, in Piccadilly, MDCCLXXXI. [1781].",London,512,unknown,,,False
1359400600_000326,"The history of America, from its discovery by Columbus to the conclusion of the late war. With an appendix, containing an account of the rise and progress of the unhappy contest between Great Britain and her colonies. By William Russell, Esq.",William Russell,58,4.0,3.0,0,6.0,2.0,0,2.0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,2.0,0,1.0,0,4.0,0,4.0,0,0,0,2.0,1.0,1.0,12.0,1.0,3.0,0,0,0,3.0,2.0,0,2.0,0,1800,1,1,"London : printed for Walker, Pater-noster-Row, 1800.",London,609,male,1741,1793,False
1273601600_000008,"The right in the West-India merchants to a double monopoly of the sugar market of Great Britain, and the expedience of all monopolies examined.",John Prinsep,53,0,1.0,0,0,1.0,1.0,6.0,0,0,0,1.0,0,1.0,0,1.0,0,6.0,1.0,0,0,5.0,1.0,0,0,0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,0,0,0,8.0,0,1.0,0,0,1.0,3.0,1792,1,1,"London : printed at the Minerva Press, Leadenhall-Street, and sold by Debrett, Piccadilly; Johnson, ST. Paul's Church-Yard; and Heather, 157, Leadenhall-Street, [1792?].",London,91,male,1746,1830,False
0301601800_000004,"The speech of Sir William Young, Bart., delivered in Parliament on the subject of the slave-trade, April 19, 1791.","Sir William Young, 2nd Baronet",55,2.0,2.0,0,5.0,5.0,0,1.0,4.0,3.0,0,0,0,1.0,0,1.0,0,1.0,0,0,0,0,0,1.0,0,3.0,1.0,2.0,0,0,1.0,3.0,9.0,0,0,0,0,0,8.0,0,0,1.0,1.0,1791,1,1,"London : printed for John Stockdale, Piccadilly, 1791.",London,63,male,1749,1815,False
1236701302_000027,"The history of America containing the geographical, political, and commerical [sic] state of that continent: in which is given a succinct account of the trade, customs and policy of the French nation, and the foundation they have laid for obtaining the sole dominion in those colonies. Translated from the French of Mons. du Bosque late Historographer to the French King. In two volumes. ...",Malachy Postlethwayt,83,0,6.0,0,1.0,11.0,0,3.0,0,3.0,0,0,14.0,1.0,0,0,0,3.0,1.0,0,0,8.0,0,1.0,0,0,2.0,0,2.0,0,0,1.0,1.0,0,0,0,3.0,0,18.0,3.0,1.0,0,0,1771,2,2,"London : printed by James Lowndes in Paternoster-Row, MDCCLXXI. [1771].",London,391,male,1707,1767,False
0519600106_000025,"A philosophical and political history of the settlements and trade of the Europeans in the East and West Indies. Revised, augmented, and published, in ten volumes, by the Abbé Raynal. Newly translated from the French, by J. O. Justamond, F.R.S. With a new set of maps Adapted to the Work, an a copious index. In Eight Volumes. ...",Guillaume Thomas François Raynal,50,0,3.0,0,1.0,6.0,0,3.0,0,1.0,0,0,2.0,0,2.0,0,0,5.0,1.0,0,1.0,0,0,3.0,1.0,1.0,3.0,0,0,0,1.0,3.0,2.0,0,1.0,0,2.0,0,5.0,2.0,0,1.0,0,1783,6,8,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXXIII. [1783].",London,527,male,1713,1796,True
0113305600_000018,"Speeches in Parliament, respecting the abolition of the African slave trade.",,72,10.0,6.0,0,2.0,0,0,5.0,0,1.0,0,1.0,0,0,0,0,2.0,5.0,0,0,2.0,2.0,1.0,4.0,0,3.0,0,0,1.0,0,1.0,0,11.0,0,4.0,1.0,0,0,6.0,0,1.0,0,3.0,1789,1,1,"Edinburgh : printed by D. Willison, for the Society instituted at Edinburgh, for the purpose for effecting the abolition of the slave trade, M,DCC,LXXXIX. [1789].",Edinburgh,116,unknown,,,False
0241901700_000005,"Speech of the Right Hon. Henry Dundas, delivered in the House of Commons, the 15th of March, 1796, on the farther consideration of the report of the committee, upon the bill for the abolition of the slave-trade: with a copy of the bill, and notes illustrative of some passages in the speech.",Great Britain. Parliament. House of Commons,58,1.0,2.0,0,0,12.0,0,10.0,0,3.0,0,0,0,0,1.0,1.0,1.0,2.0,0,0,0,2.0,0,2.0,0,0,1.0,2.0,2.0,0,0,0,2.0,0,0,0,4.0,0,7.0,0,1.0,0,2.0,1796,1,1,"London : [s.n.], Printed In The Year 1796.",London,72,unknown,,,False
0630703000_000007,"The injustice and impolicy of the slave trade, and of the slavery of the Africans: illustrated in a sermon preached before the Connecticut Society for the Promotion of Freedom, and for the Relief of Persons Unlawfully Holden in Bondage, at their annual meeting in New-Haven, September 15, 1791. By Jonathan Edwards, D.D. Pastor of a church in New-Haven.","Connecticut Society for the Promotion of Freedom, and the Relief of Persons Unlawfully Holden in Bondage",66,0,2.0,0,1.0,0,0,3.0,0,0,0,1.0,0,0,0,0,2.0,0,10.0,4.0,1.0,2.0,0,7.0,0,3.0,1.0,0,0,9.0,1.0,1.0,1.0,4.0,0,2.0,0,0,8.0,1.0,0,0,2.0,1791,1,1,"[New Haven] : Printed by Thomas and Samuel Green, M,DCC,XCI. [1791].",New Haven,39,unknown,,,False
0578804400_000001,"The wrongs of Africa, a poem. Part the first.",William Roscoe,45,3.0,1.0,1.0,0,1.0,1.0,2.0,0,0,0,0,0,0,1.0,6.0,0,2.0,2.0,3.0,1.0,4.0,0,2.0,0,0,0,1.0,0,0,0,1.0,3.0,2.0,0,0,1.0,0,5.0,0,2.0,0,0,1787,1,1,"London : printed for R. Faulder, New Bond-Street, MDCCLXXXVII. [1787].",London,82,male,1753,1831,False
1622100300_000141,"The Literary review, and historical journal: containing ...",,40,3.0,0,0,1.0,6.0,0,0,0,1.0,0,0,0,1.0,0,3.0,0,2.0,0,0,1.0,0,2.0,1.0,0,3.0,3.0,1.0,2.0,0,1.0,0,1.0,0,0,1.0,2.0,0,1.0,1.0,0,0,3.0,1794,1,1,"London [England] : printed for the editors, by M. Allen; and sold by Allen and West, no 15, Paternoster-Row; Hookham and Carpenter, New Bond-Street; Mercier and Co. Dublin; and Mudie, Edinburgh, 1794-1795.",London,942,unknown,,,False
0432500700_000053,"Report of the Lords of the Committee of Council appointed for the consideration of all matters relating to trade and foreign plantations; submitting to His Majesty's consideration the evidence and information they have collected in consequence of His Majesty's order in council dated the 11th of February 1788, concerning the present state of the trade to Africa, and particularly the trade in slaves; ...",Great Britain. Board of Trade,60,7.0,0,1.0,3.0,0,0,7.0,0,0,0,0,0,3.0,0,0,2.0,0,1.0,0,0,0,2.0,0,0,0,0,0,1.0,0,6.0,5.0,9.0,2.0,5.0,1.0,0,0,1.0,2.0,1.0,0,1.0,1789,1,1,"[London], 1789.",London,890,unknown,,,False
0442900400_000046,"Memoirs of the Dutch trade in all the states, kingdoms, and empires in the world. Shewing its first rise and prodigious progress: After what Manner the Dutch manage, and carry on their Trade, their Dominions and Government in the Indies. By what means they have made themselves masters of all the trade of Europe: What Goods and Merchandise are proper for Maritime Traffick, whence they are to be had, and what Gain and Profit they produce. A work very necessary for all Merchants, and others concerned in Trade. Done from the French now printed at Amsterdam.",Pierre Daniel Huet,68,2.0,0,0,14.0,1.0,2.0,5.0,4.0,0,6.0,0,2.0,5.0,0,0,1.0,5.0,0,1.0,0,2.0,0,2.0,0,0,0,0,0,0,0,0,4.0,0,0,0,1.0,0,10.0,1.0,0,0,0,1718,1,1,"London : printed for J. Sackfield in Lincolns-Inn-Square, G. Davis under Sergeants-Inn in Chancery-Lane, and sold by T. Warner in Pater-Noster-Row, [1718?].",London,249,male,1630,1721,False
1595400400_000010,"A state of the British sugar-colony trade; Shewing, that an additional duty of twelve shillings per 112 pounds weight may be laid upon brown or muscovado sugar (and proportionably higher duties upon sugar refined before imported) without making sugar dearer in this kingdom than it hath been of late years, and without distressing the British sugar-planters; for their profits will then be twice as much money per acre of land, as the landholders of England receive for their estates. All which matters are plainly made appear, and the vast losses which this kingdom hath suffered by the sugar-colony trade, within thirty years last past, are particularly pointed out. Most humbly submitted to the consideration of the Honourable House of Commons. By J. Massie.",Joseph Massie,95,1.0,0,0,1.0,15.0,0,2.0,0,0,1.0,0,8.0,0,1.0,0,0,3.0,0,0,0,2.0,0,12.0,0,0,1.0,14.0,0,0,1.0,0,1.0,0,0,0,25.0,0,4.0,3.0,0,0,0,1759,1,1,"London : Printed for T. Payne, in Castle-Street, Charing-Cross; sold by W. Shropshire, in New Bond-street; W. Owen, at Temple-Bar; C. Henderson, at the Royal-Exchange, MDCCLIX. [1759].",London,106,male,,1784,False
1764800105_000605,"A collection of voyages and travels, some now first printed from original manuscripts, others translated out of foreign languages, and now first published in English. To which are added some few that have formerly appear'd in English, but do ... deserve to be reprinted. In six volumes. With a general preface, giving an account of the progress of navigation, from its first beginning to the perfection it is now in, &c. The whole illustrated with a great number of useful maps, and cuts, all engraven on copper. ...",,60,7.0,2.0,0,3.0,0,0,0,2.0,0,5.0,0,0,0,1.0,0,0,0,1.0,0,1.0,2.0,4.0,0,0,1.0,1.0,2.0,2.0,1.0,0,1.0,2.0,0,1.0,0,1.0,0,15.0,5.0,0,0,0,1732,5,6,"London : printed, by assignment from Messrs Churchill, for John Walthoe; Tho. Wotton; Samuel Birt; Daniel Browne [and 3 others in London], 1732.",London,768,unknown,,,False
0684000104_000033,"A philosophical and political history of the settlements and trade of the Europeans in the East and West Indies. Revised, augmented, and published, in ten volumes, by the abbé Raynal. Newly translated from the French, by J. O. Justamond, F.R.S. With a new set of maps ... In six volumes. ...",Guillaume Thomas François Raynal,45,4.0,3.0,0,2.0,1.0,0,2.0,2.0,0,3.0,0,0,0,0,0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,0,0,0,7.0,0,1.0,1.0,1.0,1798,4,6,"London : printed for A. Strahan; and T. Cadell, Jun. and W. Davies, (successors to Mr. Cadell); and for J. Mundell & Co. Edinburgh, 1798.",London,502,male,1713,1796,True
0191002300_000009,"Heads of the speeches, delivered On the 18th and 19th April, 1791, in a committee of the House of Commons, on a motion made by Mr. Wilberforce, for the Abolition of the Slave-Trade, with Detector's letters, &c.",,60,2.0,3.0,0,2.0,2.0,1.0,4.0,1.0,1.0,0,0,1.0,0,0,0,3.0,0,0,0,1.0,1.0,0,1.0,0,0,0,4.0,2.0,2.0,0,0,9.0,0,0,0,0,0,10.0,0,0,2.0,8.0,1791,1,1,"Liverpool : printed in the year, MDCCXCI. [1791].",Liverpool,112,unknown,,,False
0515700104_000098,"A philosophical and political history of the settlements and trade of the Europeans in the East and West Indies. Translated from the French of the Abbé Raynal, by J. Justamond, M. A. In Five Volumes. ...",Guillaume Thomas François Raynal,42,0,0,0,1.0,2.0,0,3.0,2.0,1.0,0,2.0,1.0,0,0,1.0,1.0,3.0,4.0,0,0,0,0,0,0,0,7.0,2.0,1.0,0,1.0,0,3.0,1.0,1.0,0,3.0,0,1.0,0,0,1.0,0,1777,4,5,"London : printed for T. Cadell, in the Strand, MDCCLXXVII. [1777].",London,530,male,1713,1796,True
1694800100_000475,"A new system of modern geography: or, A geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. Containing, I. The figures, motions, and distances of the planets, according to the Newtonian system and the latest observations. II. A general view of the earth considered as planet; with several useful geographical definitions and problems. III. The grand divisions of the globe into land and water, continents and Islands. IV. The situation and extent of empires, kingdoms, states, provinces, and colonies. V. Their climates, air, soil, vegetable productions, metals, minerals, natural curiosities, seas, rivers, bays, capes, promontories, and lakes. VI. The birds and beasts peculiar to each country. VII. Observations on the change, that have been any where observed up on the peace of nature since the most early periods of history. VIII. The history and origin of nations, their form of government, religion, laws, revenues, taxes, naval and military strength. IX. The genius, manners, customs, and habits of the people. X. Their language, learning, arts, sciences, manufactures, and commerce. XI. The chief cities, structures, ruins, and artificial curiosities. XII. The longitude, latitude, bearings, and distances of principal places from London. To which are added, I. A geographical index, with the names of places alphabetically arranged. II. A table of the coins of all nations, and their value in English money. III. A chronological table of remarkable events from the creation to the present time. By William Guthrie, Esq; the astronomical part by James Ferguson, F.R.S.",William Guthrie,55,0,1.0,0,2.0,3.0,0,2.0,8.0,0,1.0,0,3.0,0,1.0,0,3.0,7.0,1.0,0,1.0,1.0,0,2.0,0,0,1.0,0,0,1.0,0,2.0,0,0,0,0,3.0,0,6.0,0,0,2.0,4.0,1780,1,1,"London : Printed for C. Dilly, in the Poultry; and G. Robinson, Pater Noster Row, MDCCLXXX. [1780].",London,854,male,1708,1770,False
1408801300_000012,"Observations on slavery, and the consumption of the produce of the West India Islands: Together with an abstract of the evidence given before the committee of privy council and the select committee of the House of Commons, respecting the treatment of slaves in the West Indies.",,63,3.0,0,0,0,1.0,4.0,1.0,0,0,0,1.0,0,0,1.0,1.0,2.0,6.0,6.0,0,0,0,0,15.0,0,0,4.0,0,1.0,1.0,1.0,0,6.0,0,0,0,2.0,0,2.0,0,0,3.0,2.0,1792,1,1,"London : Printed for T. Boosey, No. 4, Old Broad-street, near the Royal-Exchange, [1792].",London,65,unknown,,,False
0064301400_000002,"In honour to the administration. The importance of the African expedition considered: with copies of the memorials, ... The whole as planned and designed, by Malachy Postlethwayt, ... To which are added, observations, illustrating the said memorials, ...",Malachy Postlethwayt,56,4.0,1.0,0,0,4.0,0,0,0,0,0,1.0,12.0,3.0,0,0,1.0,0,0,0,0,2.0,0,2.0,0,0,1.0,2.0,0,0,0,2.0,0,0,0,1.0,6.0,0,11.0,1.0,1.0,0,1.0,1758,1,1,"London : printed by C. Say; and sold by M. Cooper, 1758.",London,125,male,1707,1767,False
0568200300_000016,Memoirs and considerations concerning the trade and revenues of the British colonies in America. With proposals for rendering those colonies more beneficial to Great Britain. By John Ashley Esq;,"Ashley, John           1751",78,1.0,2.0,0,0,2.0,0,1.0,0,6.0,0,1.0,10.0,0,1.0,0,0,5.0,0,6.0,0,3.0,0,1.0,0,0,4.0,2.0,1.0,0,0,2.0,0,0,0,0,17.0,0,12.0,0,1.0,0,0,1740,1,1,"London : printed for C. Corbett, Bookseller and Publisher at Addison's Head in Fleetstreet; E. Comyns, under the Royal Exchange; and J. Jolliffe, in St. James's Street, 1740.",London,159,unknown,,,False
0750300102_000041,"Britain's commercial interest explained and improved; in a series of dissertations on several important branches of her trade and police: Containing A Candid Enquiry into the secret Causes of the present Misfortunes of the Nation. With Proposals for their Remedy. Also The great Advantages which would accrue to this Kingdom from an Union with Ireland. By Malachy Postlethwayt, Esq; Author of the Universal Dictionary of Trade and Commerce, &c. ...",Malachy Postlethwayt,62,3.0,1.0,0,0,4.0,0,0,1.0,1.0,0,0,13.0,0,0,0,1.0,1.0,0,0,0,3.0,0,1.0,1.0,2.0,2.0,1.0,4.0,0,0,0,1.0,0,0,1.0,3.0,0,16.0,1.0,1.0,0,0,1757,2,2,"London : printed for D. Browne, without Temple-Bar; A. Millar, in the Strand; J. Whiston and B. White, and W. Sandby, in Fleet-Street, MDCCLVII. [1757].",London,563,male,1707,1767,False
1106000100_000054,"The annual register, or a view of the history, politics and literature, for the year 1791.",,49,3.0,0,0,1.0,2.0,0,1.0,0,0,0,0,0,0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0,1.0,0,1.0,1.0,1.0,0,0,7.0,3.0,2.0,1.0,0,0,10.0,0,0,0,1.0,1795,1,1,"London : printed for F. and C. Rivington, No 62, St. Paul's Church-Yard; sold also by J. Dodsley, Pall-Mall, 1795.",London,680,unknown,,,False
1254400102_000254,"A new geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. Containing, I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System, and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature, since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength, Orders of Knighthood, &c. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. To Which Are Added, I. A Geographical Index, with the Names of Places alphabetically arranged. II. A Table of the Coins of all Nations, and their Value in English Money. III. A Chronological Table of remarkable Events from the Creation to the present Time. By William Guthrie, Esq. The astronomical part by James Ferguson, F.R.S. Illustrated with a correct set of maps, engraved by Mr. Kitchin, Geographer. ...",William Guthrie,53,0,0,0,2.0,6.0,0,2.0,7.0,0,0,1.0,5.0,1.0,1.0,0,2.0,6.0,0,0,0,0,1.0,2.0,0,1.0,3.0,0,0,0,0,1.0,1.0,0,0,0,2.0,0,3.0,0,0,2.0,4.0,1790,2,2,"London : printed for Charles Dilly , in the Poultry ; and G. G. J. and J. Robinson, in Pater-Noster Row, MDCCXC. [1790].",London,502,male,1708,1770,False
1145900700_000016,A collection of papers relating to the trade to Africa.,,78,2.0,4.0,0,5.0,0,0,0,3.0,0,15.0,0,3.0,6.0,1.0,0,0,0,0,0,0,2.0,5.0,5.0,0,0,0,0,0,0,1.0,6.0,1.0,0,1.0,0,0,0,10.0,5.0,0,3.0,0,1712,1,1,"[London, 1712?].",London,54,unknown,,,False
0375001100_000071,"The principles of moral philosophy investigated, and applied to the constitution of civil society. By Thomas Gisborne, M.A. The fourth edition, corrected and enlarged: to which is added, a new edition, being the fifth, with an appendix, of Remarks on the late decision of the House of Commons respecting the abolition of the slave trade.",Thomas Gisborne,49,3.0,0,0,1.0,5.0,2.0,2.0,0,0,0,0,0,0,0,1.0,1.0,4.0,0,0,1.0,0,0,3.0,0,1.0,0,2.0,0,2.0,1.0,0,7.0,0,0,2.0,0,0,8.0,0,1.0,0,2.0,1798,1,1,"London : printed for T. Cadell jun. and W. Davies, Strand; and B. and J. White, Fleet-Street, 1798.",London,474,male,1758,1846,False
0432500700_000650,"Report of the Lords of the Committee of Council appointed for the consideration of all matters relating to trade and foreign plantations; submitting to His Majesty's consideration the evidence and information they have collected in consequence of His Majesty's order in council dated the 11th of February 1788, concerning the present state of the trade to Africa, and particularly the trade in slaves; ...",Great Britain. Board of Trade,83,1.0,4.0,0,5.0,7.0,0,4.0,1.0,3.0,0,0,0,0,1.0,0,0,0,0,0,2.0,0,0,2.0,0,0,1.0,5.0,0,0,0,9.0,15.0,0,0,1.0,0,0,20.0,1.0,0,0,1.0,1789,1,1,"[London], 1789.",London,890,unknown,,,False
0464201000_000011,"Remarks on the slave trade, and the Slavery of the Negroes. In a series of letters.",Africanus,46,2.0,2.0,1.0,1.0,0,0,5.0,0,0,0,0,0,0,2.0,1.0,2.0,0,0,0,0,0,1.0,4.0,0,0,1.0,0,0,0,0,1.0,6.0,2.0,3.0,0,0,0,4.0,5.0,1.0,0,2.0,1788,1,1,"London : printed and sold by J. Phillips, George-Yard, Lombard-Street; and sold also by T. Payne and Sons, Meuse-Gate, Charing-Cross; and Chase and Co. Norwich, MDCCLXXXVIII. [1788].",London,89,unknown,,,False
