PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(america),termFreq(board),termFreq(brought),termFreq(call),termFreq(capt),termFreq(captain),termFreq(carri),termFreq(coast),termFreq(coloni),termFreq(commerc),termFreq(commit),termFreq(compani),termFreq(crew),termFreq(defenc),termFreq(enemi),termFreq(fleet),termFreq(good),termFreq(island),termFreq(justic),termFreq(marin),termFreq(merchant),termFreq(monei),termFreq(nation),termFreq(order),termFreq(piraci),termFreq(pirat),termFreq(port),termFreq(privat),termFreq(quarrel),termFreq(sail),termFreq(sea),termFreq(seamen),termFreq(seiz),termFreq(ship),termFreq(taken),termFreq(thousand),termFreq(took),termFreq(trade),termFreq(trial),termFreq(vessel),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0116900200_000040,"The new universal traveller. Containing a full and distinct account of all the empires, Kingdoms, and states, in the known world. Delineating, not only their situation, climate, soil, and Produce, whether Animal, Vegetable, or Mineral, but comprising also an interesting detail of the manners, Customs, Constitutions, Religions, Learning, Arts, Manufactures, Commerce, and military force, Of All The Countries that have been visited by Travellers or Navigators, From the Beginning of the World to the Present Time. Accompanied With A Description of all the celebrated Antiquities, and an accurate History of Every Nation, from the Earliest Periods. The Whole being intended to convey a clear Idea of the Present State of Europe, Asia, Africa, and America, in every Particular that can either add to useful Knowledge, or prove interesting to Curiosity. B J. Carver, Esq. Author of Travels through Interior Parts of North America.",Jonathan Carver,59,0,0,3,0,0,0,4,2,0,0,2,1,1,1,0,3,4,1,10,0,0,1,0,2,0,0,0,1,0,0,4,0,0,1,4,1,0,2,6,0,2,3,1779,1,1,"London : printed for G. Robinson, in Paternoster-Row, MDCCLXXIX. [1779].",London,731,male,1710,1780,FALSE,"to India by the Cape of Good A multiplicity of other objecs cntagilng the Englifll lhope. This memorable event happened in the year court, thle Indianl trade was ncgletleld uitsil the year, is, in the reign of Don Emainuel, king of Por 1591, when the captains Lanca; ier, Kendal, and"
0994200203_000085,"Readings upon the statute law. Alphabetically digested. Wherein the most obscure and difficult points are clear'd up and illustrated by resolutions and adjudg'd cases, taken from the best authorities extant. By a gentleman of the Middle Temple.",Gentleman of the Middle Temple,77,2,0,7,0,0,0,2,1,0,0,0,0,0,0,0,0,0,7,0,0,1,5,2,0,1,1,6,1,0,0,0,7,1,1,19,0,0,0,5,0,6,2,1723,3,5,"London : printed for the author, and are to be sold by D. Brown, T. Osborn, W. Mears, and F. Clay, MDCCXXIII. [1723]-25.",London,362,male,,,FALSE,"or counterfeited, or arift such Letter of in the forging or counterfeiting the Name of any Pro Attorney or prictor of such Shares in Stock, Annuities, or Dividends, lnftrumentor as aforesaid, to any such Letter of Attorney, or Inftru endeavour to rent; or fraudulently demand or endeavour to .have any"
0320600203_000090,The annals of Europe for the year ...,Thomas Astley,67,1,0,10,0,0,1,5,2,1,0,0,0,0,2,1,1,1,0,1,0,0,4,0,0,2,0,1,1,4,0,0,1,1,0,14,5,0,2,1,0,0,5,1740,3,6,"London [England] : printed for George Hawkins at Milton's Head between the two Temple-Gates, Fleet-Street, MDCCXL.-MDCCXLV. [1740-1745].",London,583,unknown,,1759,FALSE,"Heads, except it be to get out of one Harbour into another. Does the Safety of your Island depend upon three or four small Twenty gun Ships , more or less? Can't such a Number be spared to protect your Shipping ? We are now in Expeda ction to hear"
1364000203_000074,"The naval history of Great Britain; with the lives of the most illustrious admirals and commanders, from the reign of Queen Elizabeth. Interspersed with accounts of the most important discoveries made in the several parts of the world; and including all the great events of the present war, to the year one thousand seven hundred and fifty eight. In four volumes. ... Adorned with the heads of the principal admirals.",John Barrow,53,1,0,2,1,2,0,8,1,1,1,0,0,1,3,0,0,0,1,0,0,0,0,0,1,2,0,9,0,0,0,0,1,1,1,3,2,3,2,0,1,2,3,1758,3,4,"London : printed for James Rivington and James Fletcher, at the Oxford Theatre in Pater-noster Row; and John Hinton, at the King's Arms in Newgate-Street, MDCCLVIII. [1758].",London,356,male,,,FALSE,"order to decoy the pirate to such ecm. a difiance, as his consorts might not hear the guns; when finddenly tacking, he run out his lower tier, and gave the pirate a broadside, by which their captain was killed : this To discouraged his crew , that after a smart"
0684900601_000125,"Naval and military memoirs of Great Britain, from the year 1727, to the present time. By R. Beatson, Esq. Author of the political index to the histories of great britain and ireland. ...",Robert Beatson,50,0,1,4,0,1,0,4,1,1,2,0,0,1,1,0,4,5,0,1,0,0,0,0,0,2,0,0,1,3,0,3,1,0,0,4,1,2,2,1,0,1,3,1790,1,3,"London : printed for J. Strachan, No 67. Strand; and P. Hill, Edinburgh, 1790.",London,501,male,1742,1818,FALSE,"the 4th, the two squadrons were within a couple of leagues of each other. M. de Conflans formed his line of battle, and seened resolved to do all in his is power to protect his convoy. This condua quite difcon terted the British Commodore, who kept at a distance all"
0988500104_000006,"Lives of the British admirals: containing a new and accurate naval history, from the earliest periods. By Dr. J. Campbell. With a continuation down to the year 1779, ... Written under the inspection of Doctor Berkenhout. The whole illustrated with correct maps; and frontispieces ... In four volumes. ...",John Campbell,53,1,0,3,1,0,0,8,1,1,0,0,0,2,0,0,2,3,0,1,1,1,0,0,2,4,0,0,1,1,0,2,1,0,2,2,2,0,1,3,0,2,5,1779,4,4,"London : printed for Alexander Donaldson, 1779.",London,533,male,1708,1775,FALSE,"for the Cafift Gloria, then the clergy, the churches, and townhall be protested and preserved in all their immunities and properties: and that all persans already taken hall be set at liberty before our leaving the port . Given under our hands on board his majesty's Ship Burford, in Portobello"
0906400200_000060,"The annual register, or a view of the history, politicks, and literature, of the year 1759.",,52,1,0,4,1,2,6,2,2,1,0,0,0,1,6,1,0,2,1,0,0,0,0,2,0,0,0,0,1,0,0,2,1,0,1,4,2,0,2,0,1,1,5,1760,1,1,"London : printed for R. and J. Dodsley in Pall-Mall, 1760.",London,514,unknown,,,FALSE,"their That a sum not exceeding. 44, 0oo L ed to decree the shall be forthwith contracted for, [hip and'cargo; and raised within the space of eight rity in the pass, years, by instalments, not exceed the claimants. ing 30, cool, in one year, the money readful torm of so"
0470400106_000849,"The statutes at large, from Magna Charta, to the end of the last Parliament, 1761. In eight volumes. By Owen Ruffhead, Esq;",Owen Ruffhead,107,0,2,15,0,0,0,4,5,0,1,0,0,0,0,0,1,0,0,0,0,12,1,0,0,1,0,0,1,1,0,0,2,10,0,25,0,1,0,9,0,8,8,1769,6,8,"London : printed by Mark Baskett, and by the assigns of Robert Baskett; and by Henry Woodfall and William Strahan, 1768-70.",London,762,male,1723,1769,FALSE,"Manner as aforesaid; all which said Lists flail, fi-om time to time, be produced and fllewn to any of the Tlhe List, to b Captains or bther Officer of any of his Majesty's Ships of War demanding the same; and if any Man or sh .vn to Cap. Men belonging"
0501900105_000647,"A complete collection of state-trials, and proceedings for high-treason, and Other Crimes and Misdemeanours; the fourth edition; commencing with the eleventh year of the reign of King Richard II. and ending with the sixteenth year of the reign of King George III. with Two Alphabetical Tables to the Whole. To which is prefixed, a new preface By Francis Hargrave, Esquire. Volume the First.",,73,0,0,3,3,3,0,5,4,3,0,0,1,1,8,0,0,0,3,0,0,0,0,0,0,2,3,0,0,0,0,2,2,1,2,16,5,0,0,0,0,6,0,1777,5,11,"London : printed by T. Wright, Essex-Street, Strand; for C. Bathurst, J. and F. Rivington, L. Davis, T. Longman, W. Owen, T. Cadell, M. Folingsby, T. Lowndes, B. Law, J. Wilkie, R. Horsefield, M. Hingeston, S. Bladon, T. Carnan, H. Gardner, W. Otridge, and the rest of the proprietors: and sold by G. Kearsly, No. 46, near Serjeant's-Inn, Fleet-Street, MDCCLXXVI. [1776]-81.",London,430,unknown,,,FALSE,"of a other well governed Realms, the Crimes of Piracy , Robbery, and Murder are prohibite under all higheftpains: And that by the Laws of this Realm the said Crimes are prohibite, tinder Pain of Death, and Escheat of Move ables. Nevertheless, it is of Verity, that Captain Thsmnas Green"
0007400106_000039,"The naval and military history of the wars of England; including, the wars of Scotland and Ireland. In Which IS Given, An accurate and lively Description of the Sieges, Battles, Bombardments, Sea Engagements, Expeditions, and extensive Conquests of the British Arms, in all Quarters of the Globe. With A Variety Of Interesting and extraordinary Anecdotes of Military Skill and Intrepidity, heroic Adventures, brilliant Exploits, martial Atchievements, and memorable Actions of the British Warriors. Calculated To inspire the Rising Generation with Magnanimity and Virtue, and to Impress on their Minds the generous Ardour and Noble Emulation of their Ancestors. None But The Brave Deserve The Fair. ... . Ornamented With Elegant Copper-Plates.","Mante, Thomas",52,0,1,3,0,1,0,2,2,2,1,1,0,1,2,0,2,3,1,1,0,0,0,1,0,3,0,0,2,5,0,4,0,0,0,2,1,1,3,3,0,0,4,1795,6,8,"London : printed for the author, and sold by Champante and Whitrow, Jewry-Street, Aldgate; and at the British directory office, Ave-Maria-Lane, St. Paul's, [1795-1807].",London,465,unknown,,,FALSE,"named Thierryb who had undertaken to bring the hips up to.roch i sort, and on whose information refpeting the coast much dependance had been placed, now offered to make good his promises. Sir Edward Hawk proposed laying a fixty gun hip against Fowras, and battering that sort, that the troops"
1726700300_000555,"A new, universal and impartial history of England, from the earliest authentic records, and most genuine historical evidence, to the year 1788. Containing a clear, authentic, candid, accurate, faithful, and circumstantial account of every memorable transaction, interesting event, and remarkable occurrence, recorded in the annals of Great Britain. With a comprehensive account of its origin and progressive state, the various revolutions it has undergone, and the conquests and acquisitions it has obtained in different parts of the world. Also a concise view of the constitution and political establishments of Britain, its laws, institutions, parliaments, charters, commerce, arts, sciences, inventions, civil, ecclesiastical, military and naval transactions, &c. Likewise an accurate and chronological account of all the sovereigns who have swayed the British scepter; with an impartial display of their characters, whether distinguished for their wisdom in the cabinet, their military atchievements in the field, their private virtues, or their public vices. Including anecdotes of other illustrious and extraordinary personages, such as historians, poets, orators, admirals, generals, statesmen, patriots, heroes, heroines, divines, physicians, philosophers, &c. &c. whose private virtues, and public actions, have combined in promoting the honour, and supporting the dignity, of the British nation. Interspersed with occasional remarks, observations and reflections, wherein the errors of former writers are corrected, glaring absurdities pointed out, fabulous narrations and legendary tales expunged, party prejudices removed, and what has hitherto appeared obscure and doubtful placed in the clearest light, and authenticated from the most undeniable historical evidence. The whole comprizing, in the most accurate, clear and impartial manner, every thing worthy of being recorded in the annals of the British empire. Embellished and illustrated with upwards of one hundred and twenty beautiful copper plate engravings, taken from the original drawings of Messrs. Metz, Stothard; and Samuel Wale, Esq. by those celebrated artists Messrs. Heath, Grignion, Walker, Taylor, Roberts, Chesham, &c. representing the most remarkable transactions that occur in the course of the history; with whole length figures of all the British sovereigns, from Egbert the great, first sole monarch of England, to their present majesties. By George Frederick Raymond, Esq. Assisted by Alexander Gordon and Hugh Owen, Esqrs. and others, who, for many years past, have made the history of this country their peculiar study.","Owen, Hugh",47,0,0,0,0,0,0,4,1,1,0,2,2,1,1,0,4,3,0,1,0,0,0,1,1,2,0,1,1,3,0,3,2,0,0,4,0,1,1,1,0,1,5,1788,1,1,"London : Printed for J. Cooke, at Shakespear's Head, No. 17, Pater-noster-Row, [1788?]",London,684,male,1761,1827,FALSE,"replied, that he would not fall into the error committed by Matthews, who, in his engagement with the French and Spanish squadrons off Toulon, during the preceding war , had .broke the line of battle, and singly exposed himself to a fire which he could not sustain, by his own"
0170101200_000045,"Extracts from the several treaties subsisting between Great-Britain and other kingdoms and states, of such articles and clauses as relate to the duty and conduct of the commanders of the King of Great-Britain's ships of war. Together With Such Articles of Later Treaties, as Revive or Confirm any Former Treaties, which bear any Relation to the same.",Great Britain,68,5,0,0,1,5,0,0,1,0,0,3,0,0,1,0,3,0,6,0,0,4,1,1,5,0,0,4,5,0,0,0,5,2,0,7,1,0,0,3,0,2,3,1741,1,1,"London : [s.n.], Printed in the Year MDCCXLL. [1741].",London,286,unknown,,,FALSE,"and reciprocal Freedom of Intercourse, Trade and Passage, by Sea and Land, for all their Subjeas in their several Dominions refpeaively, and as to all Goods and Merchandizes; and are the same in Sub. fiance fiance and Effet with the 6th Article of the Treaty of 630, and the d"
1121800801_000364,"A new system of geography: or, a general description of the world. Containing A Circumstantial Account of all the Countries, Kingdoms, and States of Europe, Asia, Africa, and America; Their Situation, Climate, Mountains, Seas, Lakes, Rivers, &c. The Religion, Manners, Customs, Manufactures, Trade, and Buildings of the Inhabitants: with The Birds, Beasts, Fishes, Reptiles, Insects, the various Vegetables and Minerals found in different Regions: also A Concise History of each Country from the earliest Times; And an Introductory Treatise on the Science of Geography. Embellished with a new and accurate set of maps, by the best Geographers; and a great variety of copper-plates, exhibiting Views of the most remarkable Cities, Structures, or Ruins; Representations of memorable Historical Events, engraved from masterly Designs; singular Customs, Ceremonies, and Dresses prevailing in the World, particularly among the South Sea Islanders; and many other curious and interesting Subjects. By the late D. Fenning and J. Collyer. A new edition, revised, and supplied with the latest and most authentic particulars respecting every Part of the World, by Frederick Hervey, Esq; Author of the Naval History of Great Britain, in Five Volumes Octavo. The account of North America corrected and Improved, by Captain Oarver [sic], Author of Travels into the interior Parts of that Country. Comprehending every Event of Importance in the American War, and much new and important Information concerning the West India Islands. The Whole brought down to the Commencement of the present Year.",Joseph Collyer,46,1,0,2,0,0,2,6,0,1,0,0,1,6,0,0,2,2,0,1,0,2,0,0,1,2,2,3,0,1,0,1,2,0,0,2,1,0,3,1,0,0,1,1780,1,1,"London : printed for J. Johnson, No 72, St. Paul's Church-Yard, M.DCC.IXXX. [1780].",London,590,male,1748,1827,FALSE,"is proper that some account (hold be given of so formidable an enemy , that the gngliih reader may see by what means a small nest of pirates etablilhed a little empire, and how the dominions acquired by those peits of society were conquered by the bravery of our troops."
0067900104_000102,"The statutes at large; from Magna Charta, to the end of the last parliament, 1761. In eight volumes. By Owen Ruffhead, Esq;",Owen Ruffhead,71,0,0,0,1,1,0,2,0,0,0,0,1,1,0,0,2,0,9,0,0,1,3,2,0,0,6,8,6,0,0,0,6,5,1,13,1,1,0,0,1,0,0,1763,4,8,"London : printed by Mark Basket, Printer to the King's Most Excellent Majesty, and by the assigns of Robert Basket; and by Henry Woodfall and William Strahan, Law Printers to the King's Most Excellent Majesty, MDCCLXIII. [1763].",London,701,male,1723,1769,FALSE,"Pirate or Robber has done or committed such Piracy and Robbery, shall, on the Land or upon the Sea , receive, entertain or conceal Trliefba. any such Pirate or Robber, or receive or take into his Custody any Ship , Vefiel, Goods or. Chattels, pinsip, which have been by any"
0481600700_000007,"A narrative of the negotiations occasioned by the dispute between England and Spain, in the year 1790.",,80,0,6,3,0,4,0,12,0,7,0,0,1,4,2,0,0,0,0,1,0,0,0,0,0,5,0,0,6,0,0,3,1,0,1,9,0,0,2,7,0,5,1,1791,1,1,"[London?, 1791?].",London,313,unknown,,,FALSE,"had finished a new Vellel of about 40 Tonnes, which they named the Northwest America . In the Course of his Cruise, Captain Meares pbtained from Wickenanifh, the Chief of the Diftria surrounding Port Cox and Port Es ingham, in Latitudes 48 and 49 Degrees, in Consequence [ 27 Consequence"
0470400105_000527,"The statutes at large, from Magna Charta, to the end of the last Parliament, 1761. In eight volumes. By Owen Ruffhead, Esq;",Owen Ruffhead,94,2,0,5,0,0,0,4,1,0,0,0,0,0,0,0,0,0,4,0,0,8,5,2,0,4,0,5,1,0,0,0,5,1,0,20,1,1,0,3,0,17,5,1768,5,8,"London : printed by Mark Baskett, and by the assigns of Robert Baskett; and by Henry Woodfall and William Strahan, 1768-70.",London,750,male,1723,1769,FALSE,"for in Greenwich hiofpital, preferable to any other Seaman or Mariner who is disabled Horpital. from Service or getting a Livelihood merely by his Age. VI And be it further enacted by the Authority aforesaid, That in cafe any Commander, Master, or Matters or Sea other Officer, or any Seaman"
1471200200_000204,"The natural and civil history of the French dominions in North and South America. With an historical detail of the acquisitions and conquests made by the British arms in those parts. Giving a particular account of the climate, soil, minerals, animals, vegetables, manufactures, trade, commerce, and languages. Together with the religion, government, genius, character, manners and customs of the Indians and other inhabitants. Illustrated by maps and plans of the principal places, collected from the best authorities, and engraved by T. Jefferys, geographer to His Majesty. Part I. Containing a description of Canada and Louisiana.","Jefferys, Thomas",43,0,1,1,3,0,0,1,4,4,6,0,0,0,1,0,0,1,0,3,1,0,1,1,0,1,0,1,1,0,0,2,0,0,0,3,0,0,1,2,0,2,2,1761,1,1,"London : Printed for T. Jefferys, at Charing-Cross; W. Johnston, in Ludgate-Street; J. Richardson in Pater-noster-Row; and B. Law and Co. in Ave-Mary-Lane, MDCCLXI. [1761].",London,463,male,,,FALSE,"some measures with a body of men, which his colony could not spare, though' it had so much to suffer and fear from them. But the governor had another cause of uneasiness. All the inhabitants of the colony Lofj of the who fell into the hands of the englijt or"
0463600502_000051,"An history of England, In a series of Letters from a Nobleman to his Son. ...",Oliver Goldsmith,49,0,1,1,1,1,0,0,3,3,0,0,0,1,3,0,0,4,3,4,0,1,2,0,2,2,0,0,0,0,0,1,2,1,0,2,1,4,1,0,0,3,2,1783,2,2,"London : printed for T. Carnan, in St. Paul's Churchyard, MDCCLXXXIII. [1783].",London,287,male,1728,1774,TRUE,"Philippine islands , near the coast of China and Mexico, on the Spanish main. Only one or two, at the most, of these vessels passed from one continent to the other in a year. These are mide immensely firong, large, and carry great quantities of treasure and merchandise. The commodore,"
0301702400_000075,"The substance of the evidence of sundry persons on the slave-trade, collected in the course of a tour made in the autumn of the year 1788.",Thomas Clarkson,79,1,0,11,0,0,0,11,3,6,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,12,3,3,4,0,1,6,0,5,3,1789,1,1,"London : printed by James Phillips, George-Yard, Lombard-Street, M.DCC.LXXXIX. [1789].",London,144,male,1760,1846,FALSE,"this place was a trader from Calabar, who on board he -' boar, had been driven there in a gale of wind, and whose canoe had been dashed and treach to pieces against the shore. The trader inquired of the mate, who hadjuft eroafy ta completed his loading, and was"
0773500200_000070,"The ship-Master's assistant and owner's manual: containing complete information, as well to merchants, masters of ships, and persons employed in the merchant-service, as to Officers and others in the Royal Navy, relative to the mercantile and maritime laws and customs. In The Course Of Which, The following Subjects are particularly elucidated: 1. Disbursements, & Other Ship-Accounts. With Accounts fot the Coal-Trade, and valuable Remarks thereon. 2. Instructions for the Officers in the Royal Navy. 3. Exchanges. 4. Real and imaginary Monies of the World; and Tables of the Agroement which the Weights and Measures of the principal Places of Europe have with each other. 5. Of Captures by his Majesty's Ships and private Vessels of War. 6. Privateers. 7. Owners. 8. Masters. 9. Seamen and Seamen's Wages. 10. Impressing. 11. Articles of Regulation for the Royal Navy. 12. Freight, Charter-Parties, & Demurrage. 13. Ballast. 14. Pilots and Pilotage. 15. Marine Insurances. 16. Averages. 17. Bottomry and Respondentia 18. Bills of Exchange. 19. Quarantinf. 20. Navigation-Acts. 21. Smuggling-Acts. 22. Manifest-Act. 23. Fisheries in the Greenland Seas and Davis's Streights. 24. Southern Whale-Fishery. 25. British Fisheries. 26. Newfoundland Fisheries. 27. Oister-Fisheries. 28. Regulation of Seamen in the Coasting-Trade. 29. Slave-Trade. 30. Act for Registering Boats, Barges, &c. 31. Act for Consolidation of the Duties. 32. Duties in the United States of America. 33. Duties at the Sound. The sixth edition, considerably improved and enlarged. The whole compiled from undoubted authority, and the acts of Parliament faithfully abridged, by a gentleman of the Inner Temple.","Steel, David",54,0,0,6,0,0,2,6,0,0,0,0,4,1,1,0,0,1,0,0,0,4,1,1,0,2,0,0,0,0,0,1,3,3,0,3,4,0,1,0,1,4,5,1795,1,1,"London : printed for David Steel, at the Navigation-Warehouse, No. 1, Union-Row, Little Tower-Hill, M.DCC.XCV. [1795] [1796].",London,491,male,,,FALSE,"of the month, and the year, appointed' fqr the payment of the shares of such prize or bounty money rcsplglively, and shall pccify in every such notification his place of abode; and all such notifications stall be publifled or given, and delivered, attested, and trun: - mitted, by and to"
1110301100_000025,"A collection of addresses transmitted by certain English clubs and societies to the National Convention of France; the decree of the Executive Council respecting the Scheldt; and Extracts from several treaties, respecting the Navigation of that river; and also, certain decrees of the National Convention; Le Brun's report; The speeches of M. M. Cambon, Dupont, and Kersaint. with several other interesting papers, Tending Chiefly to shew the general views of France with respect to this and other countries. To which are added, Extracts from the seditious resolutions of the English Societies; A List of those Societies.",,48,0,1,0,0,3,0,0,1,2,3,3,0,0,0,4,3,2,1,1,0,1,1,0,3,0,0,0,1,1,1,0,1,0,2,2,0,1,0,0,0,2,8,1793,1,1,"London : printed for J. Debrett, Piccadilly, 1793.",London,53,unknown,,,FALSE,"upon that multitude of vessels ; richly freighted, which will be the frequent prey of your Privateers ; if in a sea war , you call together that crowd of wandering men, who are to be found in all the Nations of Eul rope; if you adopt them and associate"
0572400704_000084,"The new and complete Newgate calendar; or, villany displayed in all its branches. Containing new and authentic accounts of all the lives, adventures, exploits, trials, executions and last dying speeches, confessions, (as well as letters to their relatives never before published) of the most notorious malefactors and others of both sexes and all denominations, who have suffered death and other exemplary punishments for murders, burglaries, felonies, horse-stealing, bigamy, forgeries, highway robberies, footpad robberies, perjuries, piracies, rapes, riots, mobbing, sodomy, starving to death, sheep stealing, swindling, high-treason, petit-treason, sedition, and other misdemeanors. Interspersed with notes, reflections, and remarks, arising from the several subjects, moral, useful, and entertaining. Including the transactions of the most remarkable prisoners, tried for high treason at the Old Bailey, viz. Hardy, Horne Tooke, Thelwall, &c. Likewise the trials of Watt, Downe, Palmer, Fitzgerald, Margarott, &c. &c. at Edinburgh for High Treason, Sedition, Libels, &c. &c. Comprehending also, all the most material passages in the sessions papers for a long series of years; together with the ordinary of Newgate's Account of the capital convicts; and complete narratives of all the most remarkable trials Also a great variety of the most important lives and trials never before published in any former work of the kind. The whole containing the most faithful narratives ever yet published of the various executions, and other exemplary punishments, which have happened in England, Scotland, and Ireland, from the year 1700, to the end of the year 1795. Properly arranged from the records of court. By William Jackson, Esq. Of the Inner-Temple, barrister at law; assisted by others. ... Illustrated with upwards of sixty most elegant copper plates.","Jackson, William           1795",51,0,1,3,0,1,1,11,0,3,0,0,0,0,2,0,1,0,1,1,0,0,1,0,0,2,0,0,1,2,0,3,0,1,0,1,1,1,1,4,0,6,2,1795,4,6,"London : printed for the proprietors : published by Alex. Hogg, [1795].",London,425,unknown,,,FALSE,"adopted them were called Sandemanians. At a very early period young Mr. Glass afforded strong proofs of an acute and penetrating under sanding, greatly beyond what could be reasonably expeced at his tender years. After the fine genius of this promising .youth had received some cultivation at a respectable grarnmar"
0933300107_000131,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes, illustrated with plates. By David Hume, Esq. A new edition, with the author's last corrections and improvements. To which is prefixed, a short account of his life, written by himself. ...",David Hume,45,0,2,1,0,1,0,0,1,4,0,1,1,1,0,0,0,1,1,1,1,0,1,1,4,3,0,1,2,1,1,2,0,0,3,3,0,2,0,2,0,0,3,1791,7,8,"London : printed for T. Cadell: and sold by T. Longman, 1791.",London,543,male,1711,1776,TRUE,"the war with Holland. He desired an opportunity of distinguishing himself: He loved to cultivate commerce : He was at the head of a' new African company , whose trade was ex. tremely checked by the fetilements of the Dutch: And perhaps the religious prejudices, by which that prince waas"
0086500406_000032,"The world displayed; or, a curious collection of voyages and travels, selected from the writers of all nations. In which the conjectures and interpolations of several vain editors and translators are expunged, Every Relation is made concise and plain, and The Divisions of Countries and Kingdoms are clearly and distinctly noted. Illustrated and embellished with variety of maps and prints By the best Hands. ...",,56,0,0,6,0,1,5,5,2,0,0,0,0,3,2,0,0,0,0,2,0,0,1,0,1,3,0,0,1,3,0,4,1,0,1,7,1,0,2,2,0,2,1,1759,6,20,"London : printed for J. Newbery, at the Bible and Sun, in St. Paul's Church-Yard, MDCCLIX. [1759]-61.",London,208,unknown,,,FALSE,"expected to sail immediately, and among others there was a Dane joined by a Ron'i# prieit to an rifin woman, without their understanding a word of each other's language, so that they were forced to use an interpreter, yet this pair seemed more afflicted at their feparat; pn than any"
1480100200_000177,"A history of the lives and exploits of the most remarkable pirates, highwaymen, murderers, street-robbers, &c. Interspersed with several tales, and plesasant songs. Adorned with the essigies of the most notorious offenders, curiously engraven on copper. Published with the leave of the proprietor.","Smith, Alexander",65,0,0,3,3,1,1,4,0,0,0,0,0,4,0,0,1,9,0,1,0,0,1,0,1,2,0,6,1,1,0,5,2,0,0,12,1,0,3,0,0,2,1,1742,1,1,"Birmingham : Printed and sold by T. Aris, near the Swan, in the High-Street, M.DCC.XLII. [1742].",Birmingham,381,male,1714,1726,FALSE,"fr ench, who have a Fort at another neighbouring Island , called Don ia. car~ine, which is touchled att for water, wood, and Refreshments, by fr ench Ships bound to, or from India; as St. Helena and Cape Bon e~perance, are by us and the Dutfch. From this Place, Captain"
1691900142_000170,"The European magazine, and London review; containing the literature, history, politics, arts, manners and amusements of the age. By the Philological Society of London.",Philological Society (Great Britain),53,0,5,4,4,0,0,1,0,0,1,0,0,3,1,0,0,0,3,1,0,0,1,1,0,6,0,2,0,2,0,1,1,0,0,3,4,0,0,2,1,5,1,1782,42,86,"London [England] : printed for John Fielding No. 23, Pater Noster Row; John Debrett, opposite Burlington House, Piccadilly; and John Sewell, No. 32, Cornhill, [1782]-1826.",London,527,unknown,,,FALSE,"of the inha uitatrs never mix with the Ofikcers, but absent themselves from every place to which the latter resort. Advices from Eichsfield announce, thac the Prutifan comnmiliaries haviing taken pulieliion of the Collegiate Church of St. Ptter, belonging to Eichsfield, and situated at Noerton, in the territory of Hanover,"
0519800400_000063,"A general history of the robberies and murders of the most notorious pyrates, and also their policies, discipline and government, from their first rise and settlement in the island of Providence, in 1717, to the present Year 1724. With the remarkable actions and adventures of the two female pyrates, Mary Read and Anne Bonny. To which is prefix'd an account of the famous Captain Avery and his Companions; with the Manner of his Death in England. The Whole digested into the following Chapters; Chap. I. Of Captain Avery. II. The Rise of Pyrates. III. Of Captain Martel. IV. Of Captain Bonnet. V. Of Captain Thatch. VI. Of Captain Vane. Vii. Of Captain Rackam. Viii. Of Captain England. IX. Of Captain Davis. X. Of Captain Roberts. XI. Of Captain Worley. XII. Of Captain Lowther. XIII. Of Captain Low. XIV. Of Captain Evans. And their several Crews. To which is added. A short Abstract of the Statute and Civil Law, in, Relation to Pyracy. By Captain Charles Johnson.",Daniel Defoe,61,0,0,1,5,0,1,11,2,1,0,0,0,1,3,0,0,0,0,4,0,0,0,0,0,2,0,4,0,0,0,3,1,0,1,8,1,0,3,3,0,3,3,1724,1,1,"London : printed for Ch. Rivington at the Dille and Crown in St. Paul's Church-Yard, J. Lacy at the Shop near the Temple-Gate, and J. Stone next the Crown Coffee-House the back of Greys-Inn, 1724.",London,329,male,1660,1731,TRUE,"Bradle's Adventures, tures, in another Manner; for the dreadful Hurricane that did o great Damages at Jamaica, and other Islands , - the Beginning of September, X 722 proved fatal to him, for he was.caft upon the gra l C mnanos, to the Leeward of 7amaica, where their Ship was"
1064700200_000016,"A discourse of the laws relating to pirates and piracies, and the marine affairs of Great Britain.",,80,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,1,5,0,0,3,3,0,4,1,1,2,0,5,0,0,5,9,0,18,3,0,0,7,0,0,6,1726,1,1,"London : printed by W. Wilkins, for J. Peele, at Locke's Head in Pater-Noster-Row, 1726.",London,77,unknown,,,FALSE,"Trade and Fleet ; and that every one of them may be made to know, it is his particular Charge to take Care the Seamen be encouraged, the Trade proteted, Discipline retfored, and a C new Spirit and Vigour put into the whole Adminifiration of the Navy. CH A P."
