PassageID,Title,Author,Total termFreq,termFreq(action),termFreq(ancient),termFreq(charact),termFreq(composit),termFreq(descript),termFreq(divin),termFreq(epic),termFreq(geniu),termFreq(god),termFreq(hero),termFreq(heroic),termFreq(histori),termFreq(imagin),termFreq(incid),termFreq(languag),termFreq(machineri),termFreq(manner),termFreq(marvel),termFreq(merit),termFreq(natur),termFreq(necess),termFreq(personag),termFreq(place),termFreq(plan),termFreq(plot),termFreq(poem),termFreq(probabl),termFreq(reader),termFreq(speci),termFreq(style),termFreq(sublim),termFreq(uniti),termFreq(varieti),termFreq(vers),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0417500103_000067,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,35,2,1,2,0,3,0,2,3,0,1,0,0,2,1,3,0,1,0,1,0,0,1,1,0,0,2,0,0,0,1,6,0,0,2,1796,3,3,"London : printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh: and sold by T. Cadell jun. and W. Davies, (successors to Mr. Cadell), 1796.",London,390,male,1718,1800,TRUE,"Eve, Adam is, perhaps, too knowing and refined for his situation. Eve is more diftinflly charaacrifed. Her gentleness, modepfy, and frailty, mark very expressively a female character . MILTON's MILTON's great and distinguishing excellence L E C t, is, his sublimity .  In this, perhaps, he excels Homer; as"
0239400100_000004,"Elementary principles of the belles lettres. By M. Formey, M. D. S. E. Professor of Philosophy; Perpetual Secretary of the Royal Academy of Sciences and Belles Lettres of Berlin; Member of the Imperial Academy of Petersbourg and the Academia Curiosorum; Fellow of the Royal Society of London, and of the Societies of Bologna, Gottingen, Griessswald, Jens, Helmstadt, and Chalons. With reflections on public exhibitions. Translated from the French by the late Mr. Sloper Foreman.","Formey, Mr. (Jean-Henri-Samuel)",60,9,0,0,0,0,0,8,0,1,3,3,4,0,0,0,0,0,4,0,4,0,0,0,0,0,11,1,2,0,0,0,8,1,1,1766,1,1,"London : printed for F. Newbery, at the Crown, in Pater-Noster-Row, MDCCLXVI. [1766].",London,265,male,1711,1797,FALSE,"are interested. 26 Epopea differs from history , as fi&ionr does from truth. History sets dowri facts, just as they' are, without altering or embel Iifhing them : Epopea invents everything that it may stand in need' of, and: knows no other', bounds than possibility.. 27 It is expeted from"
0088500102_000071,"The poems of Ossian, the son of Fingal. Translated by James Macpherson, Esq.",James Macpherson,35,0,0,3,0,2,1,2,0,0,3,0,0,3,0,0,2,2,3,1,3,0,2,1,0,0,0,3,2,0,0,1,0,1,0,1795,2,2,"Berwick : printed by and for W. Phorson, 1795.",Berwick-upon-Tweed,304,male,1736,1796,TRUE,"diftinguilhed on eery occasion, by humanity and generofitv. He is C erc; full to his foes t; full of affedicn to his children; T .Hd1. II 17 127.! , V :, i; cc.a:; ra: d i: C :, s after s.varan is ten n: : a:, dren; full of concern"
0176400404_000030,"The works of Ossian, the son of Fingal, translated from the Galic language by James Macpherson. ...",James Macpherson,33,2,0,2,3,0,1,4,0,0,1,2,0,1,2,0,0,1,0,0,1,0,0,1,0,1,3,0,1,1,1,0,5,0,0,1783,4,4,"Paris : printed by J. Fr: Valade. And sold by Theophilus Barrois, Bookseller, Quai des Augustins, M.DCC.LXXXIII. [1783].",Paris,263,male,1736,1796,TRUE,"composition is peculiarly calculated to.produce; from the virtuous emotions which the . characters and incidents raise, whilfi we read. it; from: the happy impression which allithe parts separately, as well as the whole taken together, leave upon the mind. However, if a general moral be fill insisted on, Fingal obviously"
0225900603_000065,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,36,0,1,0,1,2,0,7,4,0,0,2,0,1,1,0,0,2,0,1,1,0,0,2,1,0,3,0,0,0,1,4,1,1,0,1788,3,3,"Basil : printed by J. J. Tourneisen, 1788.",Basel,408,male,1718,1800,TRUE,"malter pieces that ever was executed by any hand; and Virgil seems to have put forth there the whole strength of his genius , as the subject afforded a variety of scenes, both of the awful and tender. kind. The images of horror, presented by a city burned and sacked"
0236800102_000178,"The history of modern Europe. With an account of the decline and fall of the Roman Empire; and a view of the progress of society, from the fifth to the eighteenth century. In a series of letters from a nobleman to his son. ...",William Russell,35,1,1,1,3,1,0,0,3,0,0,1,0,0,0,3,0,4,0,0,2,0,1,1,1,1,3,1,1,0,1,0,4,0,1,1779,2,2,"Dublin : printed for Messrs. S. Price, W. Whitestone, R. Cross, E. Lynch, T. Walker, C. Jenkin, E. Cross, P. Higly, R. Moncrieffe, W. Spotswood, W. Hallhead, J. Exshaw, J. Beatty, L. White, and P. Byrne, MDCCLXXIX. [1779].",Dublin,611,male,1741,1793,FALSE,"which lie pursued in his domcfti plicy, threw a clo.iud over the manners and the t., dies of the nation, which the barbarities of his daughter Mary rendered yet darker, and which was not dispelled till the middle of the reign of Elizabeth. Then the Muse, always the first in"
0937200403_000093,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,49,1,3,8,4,3,0,4,1,0,1,0,1,2,0,6,1,0,0,0,2,0,1,1,0,0,0,1,0,0,8,1,0,0,0,1793,3,3,"London : printed for A. Strahan; T. Cadell; and W. Creech in Edinburgh, 1793.",London,416,male,1718,1800,TRUE,"oratory, 428 Description , the great test of a poet's imagination , III 158 Seletion of circumstances, 159 Inanimate objets Should be enlivened, i66. Choice of epithets, 170 Description and imitation, the diftintlion between, i. 119 Des Brojsss, his speculations on the expressive power of radical letters and syllables, i."
0161800600_000055,"Critical dissertations on the origin, antiquities, language, government, manners, and religion, of the ancient Caledonians, their posterity the Picts, and the British and Irish Scots. By John Macpherson, D. D. Minister of Slate, in the Isle of Sky.","Macpherson, John",38,1,5,0,2,0,1,0,2,1,1,2,2,1,0,2,0,0,1,0,5,0,0,0,0,0,1,2,1,0,1,4,0,1,2,1768,1,1,"London : printed for T. Becket and P. A. De Hondt, in the Strand; and J. Balfour, in Edinburgh, MDCCLXVIII. [1768].",London,411,male,1710,1765,FALSE,Skene. It carries indeed too much immodesty in it to be laid before any delicate reader . It is very probable that the tax under consideration was paid in England before it was imposed in Scotland. We fhouild therefore look out for the TRUE etymon of the Mercheta in England.
0357500300_000275,"Lectures on rhetoric and belles lettres. By Hugh Blair, D.D. one of the Ministers of the High Church, and professor of rhetoric and belles lettres in the University, of Edinburgh.",Hugh Blair,35,0,0,3,1,2,1,2,2,1,0,0,1,3,1,0,0,0,0,1,2,1,0,0,1,0,3,0,1,0,0,7,1,1,0,1784,1,1,"Philadelphia : Printed and sold by Robert Aitken, at Pope's Head in Market Street, MDCCLXXXIV. [1784].",Philadelphia,479,male,1718,1800,TRUE,"the bulk of Readers , been. more pleating and attractive. But the subjec wlich he has chbfen, suited the daring sublimity of his genius . It is a subjet for which Milton alone was fitted and in the conduc of it, he has fhown.a stretch both of imagination and invention,"
0429701300_000015,"Critical observations on the writings of the most celebrated original geniuses in poetry. Being a sequel to the Essay on original genius. By W. Duff, A.M.","Duff, William",40,1,1,8,1,1,1,1,2,0,3,1,0,1,4,0,0,1,0,1,1,0,0,0,0,0,4,0,1,0,0,1,0,6,0,1770,1,1,"London : printed for T. Becket, and P. A. de Hondt, In The Strand, MDCCLXX. [1770].",London,373,male,1732,1815,FALSE,"are. other passions wholly adventitious, which like smothered fire lie numbering in the human heart, perhaps for many centuries, till the defined hour arrive when the breath of ambition, the instigations of avarice, and the allurements of sensual pleasure kindle the [ 76 1 the hidden sparks, and blow them"
0937200403_000068,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,33,1,1,4,1,3,0,1,2,0,1,0,0,2,1,3,0,1,0,1,0,0,1,1,0,0,2,0,0,0,1,5,0,0,1,1793,3,3,"London : printed for A. Strahan; T. Cadell; and W. Creech in Edinburgh, 1793.",London,416,male,1718,1800,TRUE,"gentleness, modesty, and frailty, mark very expressively a female character . MILTON's great and distinguishing excellence is, his sublimity . In this, perhaps, he excels Homer; as there is no doubt of his leaving Virgil, and every other Poet, far behind him. Almost the whole of the First and Second"
0964400500_000001,"The adventures of Telemachus, the son of Ulysses. By the Archbishop of Cambray. Translated into English by Mr. Des Maizeaux, F.R.S.",François Fénelon,42,3,1,0,0,0,0,8,0,1,5,2,1,2,1,0,0,1,1,0,2,0,0,1,2,0,7,1,0,0,0,1,2,0,0,1787,1,1,"London : printed for J. F. and C. Rivington, S. Crowder, T. Longman, T. Caslon, G. Keith, B. Law, T. Lowndes, J. Johnson, F. Newbery, W. Goldsmith, and T. Beecroft, MDCCLXXXVII. [1787].",London,442,male,1651,1715,TRUE,"THE ADVENTURES F TEL EMACHUUS, THE SON of ULYSSES. BY THE ARCHBISHOP of CAMBRAY. Translated into ENGLISH by Mr. DES MAIZEAUX, F. R. S. The EIGTH EDITION, correaed. LONDON: Printed for J. F. and C RIVINGTON, S. CROWDER, T. LONGMAN, T. CASLON, G. KEITH, B. LAW, T. LOWNDES, J. JOHNSON,"
0447600102_000002,"The whole critical works of Monsieur Rapin, in two volumes. ... Newly translated into English, by Basil Kennet, ... and others.",René Rapin,50,2,2,1,0,0,1,5,9,0,0,1,0,1,0,2,0,5,3,0,4,0,0,1,0,0,6,3,0,2,1,0,1,0,0,1716,2,2,"London : printed for R. Bonwicke and Richard Wilkin; J. Walthoe and Tho. Ward; T. Goodwin, M. Wotton and B. Tooke; J. Nicholson; and S. Manship and R. Smith, 1716.",London,532,male,1621,1687,FALSE,"all Manner of afecetation of playing the Wit. XXVIII The Success of the Apostles in Preaching the Gospel was owing to their Striaenefs in practising it. XXIX A Pretence and Show of greater Severity than we really have, very inconvenient, XXX Nothing more dangerous in a Preacher, than extravagant and"
0856800201_000070,The lives of the English poets; and a criticism on their works. By Samuel Johnson. Vol. I.,Samuel Johnson,25,1,0,2,1,0,0,1,1,0,0,2,0,1,3,1,0,1,1,1,0,0,2,1,1,0,2,0,0,0,1,0,0,0,2,1781,1,1,"Dublin : printed for Messrs. Whitestone, Williams, Colles, Wilson, Lynch Jenkin, Walker, Burnet, Hallhead, Flin, Exshaw, Beatty, and White, M,DCC,LXXXI. [1781].",Dublin,529,male,1709,1784,TRUE,"both parts is but hasa writer for the Jtage. The Duke of Guile, a tragedy written in conjunation with Lee, as Oedipus had been before, seems to deserve notice only for the offence which it gave to the remnant of the Covenanters, and in general to the enemies of the"
1027501700_000004,A familiar explanation of the poetical works of Milton. To which is prefixed Mr. Addison's criticism on Paradise lost. With a preface by the Rev. Mr. Dodd.,,49,0,0,3,1,0,1,2,0,2,3,2,0,1,1,0,0,1,0,0,6,0,0,2,0,1,10,1,4,1,1,0,0,6,0,1762,1,1,"London : printed for J. and R. Tonson, in the Strand ; and J. Newbery, in St. Paul's Church-Yard, MDCCLXII. [1762].",London,245,unknown,,,FALSE,"scarce a Speech or aion in the Iliad, which the Reader may not ascribe to the Person that ipeaks or ads, without feeing his Name at the Head of it. homler does not only outihine all other Poets in the Variety , but also in the Novelty of his Cha"
0088500102_000070,"The poems of Ossian, the son of Fingal. Translated by James Macpherson, Esq.",James Macpherson,40,1,0,6,0,1,0,3,1,0,8,2,1,1,0,0,0,0,1,1,5,0,2,0,0,0,4,1,1,0,0,0,0,1,0,1795,2,2,"Berwick : printed by and for W. Phorson, 1795.",Berwick-upon-Tweed,304,male,1736,1796,TRUE,"no more than that it is the business of a poet not to be a mere annalist of fats, but to embellish truth with beautiful, probable , and useful uitful fitions; to copy nature , as he himfilf explains it, like painters, who preserve a likeness, but exhibit their objecs"
0136701400_000160,"The pleasing companion, or guide to fame, in the sciences of logic, ... metaphysics, ... and the art of poetry, ... exemplified in a judicious selection, from the works of Milton, Pope, Butler, Virgil, ...",John Newbery,45,1,2,1,1,4,0,3,2,0,3,0,0,5,0,0,1,8,0,1,2,0,0,1,0,0,3,0,2,0,0,0,0,1,4,1798,1,1,"London [i.e. York?] : printed for A. Millar, W. Law, and R. Cater, 1798.",York,491,male,1713,1767,TRUE,"the Cha. raecers; if the diction be in verse that is truly iublime, and if the whole convey a Moral Lesson of great importance to mankind, and that related in a delightful manner ; we may venture to call it an Epic Poem . Our veneration for the ancients would"
1291300102_000108,"Lectures on rhetoric and belles lettres. By Hugh Blair, D. D. One Of The Ministers Of The High Church, And Professor Of Rhetoric And Belles Lettres In The University, Of Edinburgh. In two volumes. ...",Hugh Blair,55,7,0,3,3,0,0,11,0,0,0,2,1,2,2,0,0,0,0,0,3,0,0,0,1,0,9,0,2,1,0,0,8,0,0,1789,2,2,"Dublin : printed for Messrs. Colles, Moncrieffe, Gilbert, Walker, Exshaw, White and Byrne, M,DCC,LXXXIX [1789].",Dublin,412,male,1718,1800,TRUE,"quiy C p s thegea oje of tragquit. tpf isle reat f aedy; ridicule, the province of cdedy. lhe predominant cha rac: er of the epic , is ad mrration excited by heroic actions . It is fufficierntiy diffinguiihed fromn history ., both by its poetical form, and the liberty"
1139900201_000003,"The adventures of Telemachus, the son of Ulysses, in twenty-four books. By the Archbishop of Cambray: done into English by Mr Des Maiseaux, F.R.S. A new edition carefully printed according to the best London-Édition. ...",François Fénelon,46,4,0,0,0,0,2,3,0,0,6,1,0,0,1,0,0,2,2,0,9,0,0,2,0,2,5,0,2,0,0,2,3,0,0,1788,1,2,"Rouen : printed for Mrs Peter Dumesnil, Prin. Books. in Chain-Street, 1788.",Rouen,303,male,1651,1715,TRUE,"regularity of Virgil, by avoiding the faults which are imputed to the Greek poet. All our author's episodes are conneaed, and so artfully interwoven into each other, that the former brings on that which follows. His chief perfonnages never disappear, and his transitions from the episode to the principal action"
1742500115_000254,"Encyclopædia Britannica; or, a dictionary of arts, sciences, and miscellaneous literature; ... The third edition, in eighteen volumes, greatly improved. Illustrated with five hundred and forty-two copperplates. ...",,43,3,1,2,3,0,0,2,1,0,1,0,1,1,1,0,0,0,0,0,1,1,2,8,2,0,1,0,0,0,0,0,11,1,0,1797,15,20,"Edinburgh : printed for A. Bell and C. Macfarquhar, 1797.",Edinburgh,802,unknown,,,FALSE,"converfation pieces, produaive of no con accomplished. sequence. The xoth and sath scenes, a 3 Double We have given the foregoing example of a plan Dealer, and the soth, uth, 12th, i3th, and s4th scenes, crowned with success, because it affords the clearelt con aet X Love for Love, are"
0689300108_000841,"Encyclopædia Britannica; or, a dictionary of arts, sciences, &c. On a plan entirely new: By Which, the different sciences and arts Are digested into the Form of Distinct treatises or systems, comprehending The History, Theory, and Practice, of each, according to the Latest Discoveries and Improvements; and full explanations given of the various detached parts of knowledge, whether Relating to Natural and Artificial Objects, or to Matters Ecclesiastical, Civil, Military, Commercial, &c. Together with a description of all the Countries, Cities, Principal Mountains, Seas, Rivers, &c. throughout the World; a General History, Ancient and Modern, of the different Empires, Kingdoms, and States; and An Account of the lives of the most Eminent Persons in every Nation, from the earliest ages down to the present times. The whole compiled from the writings of the best authors, in several languages; the most approved dictionaries, as well of General Science as of particular branches; the transactions, journals, and memoirs, of learned societies, both at home and abroad; the Ms. Lectures of eminent professors on different sciences; and a variety of original materials, furnished by an extensive correspondence. The second edition; greatly improved and enlarged. Illustrated with above two hundred copperplates. Vol. I. Indocti discant, et ament meminisse periti.",,39,1,1,1,0,0,0,1,1,0,4,3,2,2,1,0,0,1,0,0,10,0,0,0,1,0,1,1,1,4,1,0,1,1,0,1778,8,10,"Edinburgh : printed for J. Balfour and Co. W. Gordon, J. Bell, J. Dickson, C. Elliot, W. Creech, J. Mccliesh, A. Bell, J. Hutton, and C. Macfarquhar, MDCCLXXVIII. [1778].",Edinburgh,833,unknown,,,FALSE,"a distance, and have some notion of their shape and size; but are not near enough to difringuilh their features; and every face seems to exhibit the same faint and ambiguous appearance. But of Homer's heroes we know every particular that can be known. We eat, and drink, and talk,"
0621900200_000088,"The lusiad; or, the discovery of India. An epic poem. Translated from the original Portuguese of Luis de Camöens. By William Julius Mickle.",Luís de Camões,37,2,4,0,0,2,1,4,1,0,4,0,0,0,0,1,6,3,0,0,1,0,2,0,0,0,4,0,0,0,0,1,1,0,0,1778,1,1,"Oxford : printed by Jackson and Lister; for J. Bew, Pater-Noster-Row; T. Payne, Mews-Gate; J. Dodsley, Pall-Mall; J. Robson, New Bond-Street; J. Almon, Piccadilly; T. Cadell, Strand; W. Flexney, Holborn; and J. Sewell, Cornhill, London, M.DCC.LXXVIII. [1778].",Oxford,736,male,1524,1580,FALSE,"258.) fle calls her nymphs, and by their minifiry frills the tempcft. Gama now arrives in India. Every circumstance rifcs from the preceding one; and, as fully pointed out in the notes, the conduct in every circumstance is as exactly Virgilian, as any two tragedies may possibly be alike in"
0199400701_000066,"Philosophical and critical observations on the nature, characters and various species of composition. By John Ogilvie, D.D. In two volumes. ...","Ogilvie, John",39,1,1,5,1,0,3,3,1,0,0,0,0,3,1,0,1,5,0,0,4,0,1,1,3,0,0,1,0,1,0,0,1,2,0,1774,1,2,"London : printed for G. Robinson, 1774.",London,454,male,1732,1813,FALSE,"in a great measure deprived by that more perfec system of revealed religion, whose laws permit not imagination to blend opposite qualities together in such a manner as to form picturesque and original representations. Homer appears to have availed himself of all the benefits derived from the religion of his"
0504100102_000125,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In two volumes. ...",Hugh Blair,44,0,1,0,1,0,0,10,0,0,1,1,4,1,1,0,0,0,0,0,3,0,2,2,3,0,9,0,3,0,0,0,1,1,0,1783,2,2,"London : printed for W. Strahan; T. Cadell; and W. Creech, in Edinburgh, 1783.",London,553,male,1718,1800,TRUE,"near the opening of the Poem , misleads the Reader into an expectation, that it is to be of some future consequence; whereas, it proves to be conne6ted with nothing that follows. In proportion as any Episode is slightly related to the main subjet, it should always be the ihorter."
1388100101_000007,"The beauties of poetry display'd. Containing observations on the different species of poetry, and the rules of English versification. Exemplified by a large collection of beautiful passages, similies, and descriptions, from the writings of Addison, Akinside, Blacklock, Dryden, Gay, Garth, Grey, Milton, Pope, Prior, Rowe, Shakespeare, Smart, Swift, Thomson, Waller, West, Young, and other celebrated poets. In two volumes.",,40,0,0,2,3,1,1,2,1,1,0,3,1,4,0,4,0,1,0,0,2,0,0,1,0,0,6,0,1,1,0,2,0,0,3,1757,1,2,"Dublin : printed by J. and J. Hoey, at the Mercury, in Skinner-Row, MDCCLVII. [1757].",Dublin,358,unknown,,,FALSE,"to cause iuch, Unealineffs very natural . Judgement is chiefly shown, by opening the interesting Complaint, juff at foch a Period of Time as will give Occallon to the most tender Sentiments, and the most sudden and violent Turns of Passion to be d fplayed.' With Regard to the Language"
1070800101_000006,"The adventures of Telemachus, the son of Ulysses, by the Archbishop of Cambray: in French and English. The original carefully printed according to the best editions of France and Holland: and the translation, which is entirely new, revised by Mr. Des Maizeaux, F.R.S. Embellished with cuts. In two volumes. ...",François Fénelon,69,13,2,2,0,2,3,7,0,3,8,0,0,0,0,0,0,0,4,1,3,0,1,1,0,0,12,5,0,0,0,1,0,1,0,1756,1,2,"Dublin : printed for Peter Wilson, in Dame-Street, MDCCLVI. [1756].",Dublin,486,male,1651,1715,TRUE,"in an epic poem , which is a kind of moral philosophy, there intrigues are only witty conceits beneath its gravity and dignity. As the author of Telemachus has avoided the intrigues of modern romances, so has he not fallen into the marvellous with which some reproach the ancients ;"
0633100404_000004,Anecdotes of polite literature. In five volumes. ...,,44,7,0,2,1,1,0,1,1,0,2,0,0,1,4,1,0,0,0,0,3,0,0,7,2,1,1,0,1,0,0,0,5,3,0,1764,4,5,"London : printed for G. Burnet, at Bishop Burnet's Head, in the Strand, MDCCLXIV. [1764].",London,207,unknown,,,FALSE,"objection Mr. Maifn* tells us to observing the uni. ties is, that a ftric adherence to them restrains the genius of the poet; and, by the simplicity of its condut, it dimi nithes the pathos of the fable. But surely this obje&cion must cease, when we confider how many excellent"
1539100101_000032,"Paradise lost. A poem, in twelve books. The author John Milton. A new edition, with notes of various authors, by Thomas Newton, D.D. Embellished with a set of engravings.",John Milton,47,4,1,4,0,0,0,1,0,3,3,2,1,0,2,0,1,3,0,0,3,0,0,2,0,0,8,0,3,0,1,0,0,5,0,1773,1,2,"Dublin : printed by John Exshaw, in Dame-street, MDCCLXXIII. [1773].",Dublin,604,male,1608,1674,TRUE,"But Aristotle, by the greatness of the action , does not only mean that it should be great in its nature , but also in its duration; or in other words, that it should have a due length in it, as well as what we properly call greatness. The just"
0884100101_000003,"The iliad of Homer. Translated by Alexander Pope, Esq. A new edition, with additional notes, critical and illustrative, by Gilbert Wakefield, B.A. ...",Alexander Pope,31,2,0,1,0,1,0,2,2,0,0,0,0,1,1,0,0,2,1,0,3,0,0,0,1,0,4,3,2,0,0,2,1,1,1,1796,1,6,"London : printed by H. Baldwin: for T. Longman, B. Law, J. Johnson, C. Dilly, G. G. and J. Robinson, W. Otridge and Son, J. Nicholls, R. Baldwin, G. Nicol, F. and C. Rivington, Leigh and Sotheby, T. Payne, J. Walker, J. Clarke and Son, R. Faulder, Hookham and Carpenter, J. Scatcherd, B. and J. White, J. Edwards, Cadell and Davies, C. and G. Kearsley, and M. Pote, MDCCXCVI. [1796].",London,398,male,1688,1744,TRUE,"dejes arms, on 1' auroit prise pour un embrafement, qui ravageoit la plain. Chapman is very strange: -- -- -- -- their breaths, as they did pass, Before them flew, as if a fire, fed on the trembling grasse. Travers is more commendable than his predecessors: Now rushed the armies"
0495600103_000011,"Miscellaneous works of Edward Gibbon, Esquire. With memoirs of his life and writings, composed by himself: illustrated from his letters, with occasional notes and narrative by John Lord Sheffield. ...",Edward Gibbon,37,2,1,4,0,0,0,2,0,0,2,1,2,1,0,0,0,4,1,0,2,0,2,1,0,1,5,1,4,0,0,0,1,0,0,1796,3,7,"Basil : printed and sold by J. J. Tourneisen, MDCCXCVI. [1796]-97.",Basel,314,male,1737,1794,TRUE,"2 The state and expectation of the reader . i. The nature of an epic poem obliges the poet to relate, at full length, every event he himself relates. Now, the deftrution of Troy, related in this manner , murf have taken up several books. By that time it would"
0504100102_000154,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In two volumes. ...",Hugh Blair,31,0,3,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,2,3,0,0,1,0,2,0,0,0,0,5,0,1,1,2,1783,2,2,"London : printed for W. Strahan; T. Cadell; and W. Creech, in Edinburgh, 1783.",London,553,male,1718,1800,TRUE,"simple and familiar; it is susceptible of great variety of cadence; and is quite free from the conitraint and monotony of rhyme. For monotony is, above all things, to be avoided by a Tragic Poet. If'he maintains everywhere the same ftatelifiefs of Style , if he uniformly keeps up the"
0300401003_000060,"Lectures on rhetoric and belles lettres. By Hugh Blair, D.D. & F.R.S. Ed. one of the Ministers of the high church, and Professor of Rhetoric and Belles Lettres in the University, of Edinburgh. In three volumes. ...",Hugh Blair,34,0,1,0,1,2,0,6,4,0,0,2,0,1,1,0,0,2,0,1,1,0,0,2,1,0,3,0,0,0,1,3,1,1,0,1798,3,3,"London : printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh; and sold by T. Cadell jun. and W. Davies, (successors to Mr. Cadell) in the Strand, 1798.",London,389,male,1718,1800,TRUE,"genius , as the subjet afforded a variety of scenes, both of the awful and tender kind. The images of horror, presented by a city burned and sacked in the night, are finely mixed with pathetic and as seting incidents . Nothing, in any Poet, is more beautifully described than"
0730800900_000225,"Elegant extracts: or useful and entertaining passages in prose selected for the improvement of scholars at classical & other schools in the art of speaking, in reading, thinking, composing; and in the conduct of life.",,36,0,1,0,1,1,1,2,3,1,3,0,0,0,2,0,0,1,0,3,2,0,0,1,1,0,6,0,1,0,0,2,1,3,0,1789,1,1,"London : printed for Charles Dilly, [1789?].",London,883,unknown,,,FALSE,"not chosen, for his subjea, the whole Trojan war; but, with great judgement, he has selected one part of it, the quarrel betwixt Achilles and Agamemnon, and the events to which that quarrel gave rise; which, though they take up forty feven days only, yet include the most intereiling, and"
1129900301_000009,"The poetical works of John Milton. From the text of Dr. Newton. In four volumes. With the life of the author. And a Critique on Paradise lost, by Joseph Addison, Esq. ...",John Milton,52,1,1,5,0,0,1,3,0,2,2,3,0,1,1,0,0,2,0,0,5,0,0,3,0,1,11,1,3,0,1,0,0,5,0,1779,1,4,"Edinburg : at the Apollo Press, by the Martins. Anno, 1779.",Edinburgh,240,male,1608,1674,TRUE,"motl delicate reader , without giving offence to the niofl fcril!ulcus. The modern critics haye colleaced, from several hints in the Iliad and Jeneid, the fpaceof time which is t: aken up by the Action of each ofthofl poems ; but as a great part of miilton's fiory was transacted"
1020400200_000012,"Miscellanies; or, literary recreations. By I. D'Israeli.",Isaac D'Israeli,48,0,3,6,2,2,0,0,2,0,1,0,9,1,0,0,0,0,2,1,5,0,1,1,0,2,0,0,1,0,7,1,0,1,0,1796,1,1,"London : printed for T. Cadell and W. Davies. 1796. Entered at Stationers' Hall, [1796].",London,445,male,1766,1848,FALSE,"give pleasure when adorned by expression. I must therefore dissent from the admired definition of Addison, because it does not define it's object. In this age of taste, or refinement, if you please, a composition which should alone consist of natural , yet not obvious, sentiments, would fail to attra6t,"
0088600403_000059,"The works of Alexander Pope, Esq; In four volumes, complete. ... . Containing His Juvenile Poems; His Translations and Imitations; and, His Satires, &c.",Alexander Pope,38,3,0,1,0,0,0,2,1,4,1,0,0,1,1,0,1,4,2,0,4,0,0,0,0,0,6,1,1,0,0,0,2,3,0,1764,3,4,"Edinburgh : [s.n.], Printed in the year MDCCLXIV. [1764].",Edinburgh,472,male,1688,1744,TRUE,"calls the/fol ófpoety was first breathed into it by Homer. 1 shall begin wikh considering him in this part, as it is naturally the first, and I speak of it both as it means the design of a poem , and as it is taken for fiation. Fable may be"
0300401003_000079,"Lectures on rhetoric and belles lettres. By Hugh Blair, D.D. & F.R.S. Ed. one of the Ministers of the high church, and Professor of Rhetoric and Belles Lettres in the University, of Edinburgh. In three volumes. ...",Hugh Blair,36,1,2,1,2,0,0,1,0,1,0,0,1,0,1,2,1,1,0,3,5,0,0,2,0,2,0,0,1,0,5,0,1,1,2,1798,3,3,"London : printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh; and sold by T. Cadell jun. and W. Davies, (successors to Mr. Cadell) in the Strand, 1798.",London,389,male,1718,1800,TRUE,"AM. not, however, of opinion, that moral re flecions ought to be altogether omitted in Tragedies. When properly introduced, they give dignity to the Composition , and, on many occasions, they are extremely natural . When persons are under any uncommon difrefs, when they are beholding in others, or experiencing"
0103200101_000032,"Paradise lost. A poem, in twelve books. The author John Milton. Printed from the text of Tonson's correct edition of 1711. A new edition, with notes and the life of the author, in three volumes, by Thomas Newton, ...",John Milton,47,5,1,2,0,0,0,1,0,3,3,2,1,0,2,0,1,3,0,0,3,0,0,2,0,0,8,0,3,0,1,0,0,6,0,1795,1,3,"London : printed for the proprietors, 1795.",London,306,male,1608,1674,TRUE,"the ation, does not only mean that it should be great in its nature , hut also in its duration; or in other words, that it should have a due length in it, as well as what we call proper greatness. The just measure of this kind of magnitude, he"
