PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(appear),termFreq(bridg),termFreq(cafe),termFreq(caus),termFreq(cent),termFreq(church),termFreq(citi),termFreq(citizen),termFreq(colleg),termFreq(common),termFreq(contain),termFreq(counti),termFreq(court),termFreq(crown),termFreq(earl),termFreq(england),termFreq(equal),termFreq(exchang),termFreq(follow),termFreq(ftreet),termFreq(gener),termFreq(grant),termFreq(hall),termFreq(hous),termFreq(king),termFreq(laid),termFreq(land),termFreq(lane),termFreq(late),termFreq(law),termFreq(letter),termFreq(liberti),termFreq(london),termFreq(market),termFreq(mayor),termFreq(merchant),termFreq(mile),termFreq(monei),termFreq(number),termFreq(offic),termFreq(order),termFreq(oxford),termFreq(parliament),termFreq(person),termFreq(port),termFreq(pound),termFreq(price),termFreq(print),termFreq(receiv),termFreq(return),termFreq(royal),termFreq(sea),termFreq(set),termFreq(sever),termFreq(societi),termFreq(taken),termFreq(town),termFreq(ward),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0806700201_000078,"A tour through the whole island of Great Britain. Divided into circuits or journies. Containing I. A description of the principal cities and towns, ... Originally begun by the celebrated Daniel De Foe, continued by the late Mr. Richardson, ...",Daniel Defoe,66,1,2,3,1,0,0,3,0,0,0,1,0,3,1,0,1,1,0,0,0,0,1,0,2,1,3,1,3,0,1,0,1,0,2,4,1,0,1,0,0,1,1,0,2,1,0,0,1,0,2,2,1,0,1,0,0,2,13,0,1,1769,1,4,"London : printed for J. and F. Rivington; R. Baldwin; Hawes, Clarke and Collins; J. Buckland; W. and J. Richardson, [and 15 others in London], 1769.",London,430,male,1660,1731,TRUE,"in the jcfion of 1739-40, for the more efficual Maintenance and Well well keeping of them both; and the At provides, that in cafe of the Reparation of the Bridge , or any other Accident which ( hall hinder Passengers or Carriages going over it, the Ferry ( hall exa&l"
1026400102_000021,"London and its environs described. Containing An Account of whatever is most remarkable for Grandeur, Elegance, Curiosity or Use, In the City and in the Country Twenty Miles round it. Comprehending also Whatever is most material in the History and Antiquities of this great Metropolis. Decorated and illustrated with a great Number of Views in Perspective, engraved from original Drawings, taken on purpose for this Work. Together with a Plan of London, A Map of the Environs, and several other useful Cuts. In six volumes. ...",,74,3,0,0,0,0,0,2,2,0,2,2,0,1,1,1,3,1,0,0,0,0,0,0,7,2,5,2,1,6,3,0,0,0,2,4,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,11,2,1761,2,6,"London : printed for R. and J. Dodsley in Pall-Mall, MDCCLXI. [1761].",London,381,unknown,,,FALSE,"rotation. Maitland. The buildings, which are extremely rude and irregular, have nothing but their convenience and situation to recommend them. The rooms arc well disposed, and the square in the front is very neat, and kept in as good order as most in town . This square and the large"
0665500400_000014,"The new Bath guide; or, useful pocket companion; necessary for all persons residing at, or resorting to, this ancient and opulent city. Giving an account of the first discovery of its medicinal waters, by King Bladud; The Nature and Efficacy of the Warm Baths, And the Rules for Bathing. The Virtues of the Bath Waters taken internally. Lists of the Medical Faculty residing at Bath. A Description of the Assembly-Rooms, Public Charities, Churches, Chapels, and other Edifices; Also, A Correct Account of The Regulations the Chairmen are subject to, And their Fares to different Parts of the City. A Table of the going out and coming in of the Post, Machines, Waggons, Carriers, &c. The Principal Cross and Public Roads To different parts of the Kingdom: Directions for passing the Severn into Wales; And many other Particulars worthy Observation. To which is added, The Life, Character, &c. of the late Richard Nash, Esq; who presided over the Amusements of this City upwards of fifty Years.",,75,1,0,0,1,0,0,0,11,1,0,2,0,0,6,0,1,2,1,0,1,0,3,2,4,0,0,2,0,0,4,0,0,3,0,3,6,0,0,0,1,1,1,0,2,1,0,0,2,0,1,1,4,0,0,1,1,1,4,0,0,1777,1,1,"Bath : printed by R. Cruttwell, 1777, for W. Taylor, Bookseller, in Church-Street, Kingston-Buildings. Sold also by all the other booksellers in Bath; and R. Baldwin, Bookseller, in Pater-Noster-Row, London, [1777].",Bath,69,unknown,,,FALSE,"piece of antiquity, that was dug up in stall fireet, opposite the Three tuns, in the year 1 725: Tis said the Society of Antiquarians offered the Corporation, when it was firif found, a considerable um for it. The inside of the hall is ornamented with the pictures of his"
0641100101_000009,"Britannica curiosa: or, a description of the most remarkable curiosities, natural and artificial, of the island of Great Britain in the several counties, cities, Towns, Villages, &c. the Principal seats of the Nobility and Gentry, Public Buildings, Places of Resort and Entertainment, &c. &c. In six volumes. The second edition. Illustrated with fifty-nine copper plates. ...",,61,0,1,0,1,0,0,1,4,2,2,0,1,0,1,0,0,2,0,1,1,1,1,1,4,1,6,0,0,2,1,0,0,2,3,0,0,1,0,0,0,2,3,0,0,2,0,0,0,0,1,0,2,1,0,2,0,0,0,8,0,1777,1,6,"London : printed for Fielding and Walker, No. 20, Paternoster-Row, MDCCLXXVII. [1777].",London,408,unknown,,,FALSE,"in the college : there lectures are now read in a convenient room in the Royal exchange . On the ]pot where this college stood, the Excife office is lately erected, which we stall describe in broad jirect Ward , to which it properly appertains. Not far from this structure"
0599800600_000109,"Magnæ Britanniæ notitia: or, the present state of Great Britain; With diverse remarks upon The Ancient State thereof. By John Chamberlayne, Esq; To which is added, A Compleat List of the Queen's Houshold; as also those of their Royal Highnesses the Prince of Wales, and the Duke of Cumberland; their Highnesses the Princess Emelia, the Princess Carolina, the Princess Mary and Princess Louisa. With His Majesty's Royal Privilege.",John Chamberlayne,73,1,0,0,1,1,0,0,2,0,12,0,1,0,0,0,0,3,0,0,2,0,1,0,1,2,5,0,1,2,3,2,0,0,8,0,2,0,2,1,5,0,0,2,1,4,0,0,1,0,0,0,0,0,0,2,2,2,0,1,0,1735,1,1,"London : printed for D. Midwinter, J. Tonson, B. Motte and C. Bathurst, A. Ward, T. Wotton, S. Birt, and H. Lintot, 1735.",London,837,male,1666,1723,FALSE,"by Charters and as of Parliament of Henry VII and since his Reign, have certain Privileges, whereby no Man, though a Graduate in Physic of Oxford , or Cambridge, may, without Licence under the said College seal, praise Physic in London , or within seven Miles of the City (nor"
0141000800_000039,"The new history, survey and description of the city and suburbs of Bristol, or complete guide, And informing and useful Companion for the Residents and Visitants of this ancient, extensive and increasing City, The Hotwells and Clifton. Being the most authentic, particular, and comprehensive Account of Bristol hitherto published. To which are added Descriptions of Towns, Seats and Curiosities in the Vicinity, and of the Cities of Bath and Wells; brief Biography of eminent Natives of Bristol; memoirs of Chatterton the Poet; And a large, elegant Copper-Plate Plan of the City, Hotwells and Clifton.","Heath, George, Rev",48,0,0,2,0,0,0,2,2,0,0,2,3,0,2,0,1,1,0,2,0,3,2,0,2,2,2,0,0,2,4,0,0,0,0,2,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,1794,1,1,"Bristol : printed, published and sold by W. Matthews, at No. 10, Broad-Mead near Union-Street, and sold by the booksellers of Bristol, Hotwells and Bath, 1794.",Bristol,116,unknown,,,FALSE,"gothic style, has four lofty columns to support the roof, and is very handsome. 3 caftle green meeting for Calviniils, is lofty, elegant and roomy, has a circular dome in the ( to) actieitg, and the palpit, seats and galleries of mahogany. rfi/e friet chapel, an old gothic foundation, used"
1237400200_000710,"A new and universal history, description and survey of the Cities of London and Westminster, the Borough of Southwark, And their adjacent parts. Including not only all the Parishes within the Bills of Mortality, but the Towns, Villages, Palaces, Seats, and Country, to the extent of Twenty Miles round, comprizing a circle of near one hundred and fifty miles. Containing An accurate and circumstantial Account of the Origin of London; with a View of its progressive improvement, from its first foundation to its present flourishing state, and amazing extent. A Description of the Antiquities, from the most remote periods of authentic intelligence. A particular Account of its constitution and government, ecclesiastical, civil and military; its charters, laws, customs, privileges, immunities, commerce, trade, manufactures, its astonishing power and influence, foreign and domestic. A Survey and Description of the several wards, parishes, precincts, liberties, squares, streets, avenues, churches, chapels, palaces, parliament-house, courts of law, inns of court, noblemen's houses, halls, hospitals, colleges, alms-houses, schools, museums, gates, and other remarkable buildings, public and private. History of the several incorporated companies of merchants and traders; their origin, institution, constitution, peculiar laws, rights, privileges, and coats of arms. An Account of the several charitable foundations, and benevolent institutions in the Metropolis and its environs; which, to the immortal credit of the humane inhabitants, are much greater in number, more liberally supported, and decently conducted, than in any other place in the universe. A variety of instructive and entertaining anecdotes relative to the transactions of such persons who have more particularly distinguished themselves in a political, magisterial, military, marine, commercial, ecclesiastical, or literary capacity. A comprehensive view of the progress of the learned and ingenious, the gradual improvement of literature, the ancient and present state of the arts, sciences, and belles letters, the encouragement given to painting, music, history, oratory, and the fine arts in general; survey of the public amusements, and most remarkable places of entertainment, with critical remarks on their beauties, blemishes and tendencies. The ancient and present state and curiosities of St. Paul's Cathedral, the Tower of London, Westminster Abbey, the Monument, British Museum, Royal Exchange, Account of the Bank, Adelphi Buildings, Bridges, &c. Curious calculations respecting the number of inhabitants; comparisons between this metropolis and the principal cities in the universe; inferences concerning births and burials. An account of the mineral waters, springs, vegetables, fossils, &c. found in London and its vicinity. A description of the most remarkable towns, villages, palaces, noblemen and gentlemen's seats, and other buildings public and private, and the country in general, &c. which surround and ornament this opulent and superb metropolis for the space of twenty miles. Comprizing, in the most accurate and comprehensive Manner, A full and impartial account of all that relates to this important Metropolis, and the surrounding country, which can improve the understanding, excite the attention, gratify the curiosity, or captivate the imagination. By Walter Harrison, Esq. Enriched with upwards of one hundred elegant copper-plate engravings, exhibiting architectral, perspective antique, and rural views of churches, chapels, palaces, gates, antiquities, ruins, hospitals, bridges, and other buildings, public and private; delightful landscapes, beautiful prospects, and captivating situations; besides plans, maps, surveys, &c.","Harrison, Walter, Esq",65,1,0,0,0,1,0,2,2,2,1,2,0,0,2,2,2,1,0,2,0,0,0,0,9,3,2,1,0,0,0,0,0,1,5,0,3,1,0,1,1,2,4,0,3,1,0,0,0,0,1,0,3,0,0,0,1,0,3,0,0,1776,1,1,"London : printed for J. Cooke, at Shakespeare's Head, in Pater-Noster-Row, MDCCLXXVI [1776].",London,817,unknown,,,FALSE,"made by the House of Commons on the right of eleetion,  60 Free Malons Hall , frft Rtone of laid , 691 Description of, ib, ruote. French Church in threadneedle.ftreet 443 French Hospital - 541 Frofis, great, 22, 3z, 46, 52, log, 176, 230, 277, 300, 365, 649, 650"
0484100201_000292,"The history of London from its foundation to the present time: Containing, I. The original Constitution of London: The ancient and present State of its several Wards, Churches, Parishes, Liberties, and Districts: Accounts of all the Religious Foundations in London and its Suburbs, before the Reformation: The Names of all the Streets, Squares, Courts, Lanes, &c. within the City and Suburbs: With curious Calculations touching the Number of its Inhabitants; and Parallels between London and many of the most celebrated ancient and modern Cities; whereby it will appear that the Inhabitants of London, at present, are almost equal in Number to those of the Cities of Paris, Amsterdam, and Rome together, and superior in Number to any one City in the World. II. Historical and particular Accounts of the City Governments, Ecclesiastical, Civil, and Military, in all their Branches: With the several Charters, rendered into English; wherein are set forth their many great and valuable Privileges, Immunities, and numerous Benefactions. III. History of the several Incorporations of Merchants and Traders; shewing the Institutions of their respective Companies; with their ancient Rights, Privileges, and Coats of Arms. IV. Description of the present State of Learning, and of the Colleges, Schools, Inns of Court, Common-Pleas, King's-Bench, Chancery, Exchequer, High Court of Parliament, &c. V. Full and particular Accounts of all the Hospitals, Alms-Houses, and other Charitable Foundations, within the City and the Parts adjacent. VI. The ancient and present State of the Tower, and of the Curiosities therein contained; with a Description of the British Museum. Including The several Parishes in Westminster, Middlesex, Southwark, &c. within the Bills of Mortality. By William Maitland, F. R. S. and Continued to the Year 1772 by the Rev. John Entick, M. A. Illustrated With a Complete Set of the Churches, Palaces, Publick Buildings, Hospitals, Bridges, &c. within and adjacent to this great Metropolis: The Plans of London, exhibiting its Appearance before the Fire; in its Ruins after that Conflagration in 1666; and as it is now rebuilt and extended: With a large Map of all the Villages and Country within ten Miles Circumference: Exactly drawn, and curiously engraved on One Hundred and Thirty Copper-Plates, by the best Hands, and on so large a Scale, that each Plate could not be sold separate for less than One Shilling. And Improved With a great Variety of Authentick Pieces, relating to the Progressive Alternations it has undergone from its first Foundation: and describing those Charitable and other Additional Buildings with which it has been lately adorned, and increased to its present prodigious Extent: Wherein all the Defects in the former Edition of this Work, and in other Authors on this Subject, are supplied, their Errors corrected, and the History brought down, with great Care and Impartiality, to the present Time. In two volumes. Vol. I. By the King's Authority.","Maitland, William",71,0,0,0,0,0,1,0,9,6,0,1,0,0,1,0,1,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,2,0,8,0,8,5,1,2,3,1,3,0,0,1,0,2,1,0,1,2,1,0,2,1,0,0,0,2,0,1772,1,2,"London : printed for J. Wilkie, in St. Paul's Church-Yard; T. Lowndes, in Fleet-Street; G. Kearsly, in Ludgate-Street; and S. Bladon, in Pater-Noster-Row, MDCCLXXII. [1772].",London,725,male,1693,1757,FALSE,"great Scandal and Dinlohour of the City : Wherefore the Mayor "" nd Citizens were induced, at the public Expense, to erect a large and convenient Building in Wood siree, for the Rew, 0 ception and Accommodation of those unhappy slcec Citizens , alnl Sufferers under the inhuman ijuf copr"""
0972800600_000005,"A list of the brokers of the City of London, At Michaelmas 1797.",City of London (England). Court of Aldermen,65,0,0,0,0,0,0,0,8,1,0,0,0,0,9,1,0,0,0,3,0,4,0,1,2,0,0,1,0,6,0,0,0,3,3,0,3,1,2,0,0,1,0,0,2,7,0,1,0,0,2,0,2,0,0,0,0,0,1,1,0,1797,1,1,"[London] : Printed by Henry Fenwick, Printer to the Honourable City of London, [1797].",London,23,unknown,,,FALSE,"tcwrilgton butts, or Royal Exchange xwarren John, No. 22, artillery place, Moorfields Winftanley Richlard, No. Io, pater nojler row Wade George, No. 9, kinrg ftreet , Bloomsbury Weale Daniel, No. 44, cafile/ freet, Holborn Ward Thomas, No. I i, Upper scymour ftreet Wrright Thomas, No. 78, milark lane Mrood Vrilli"
1261700800_000012,"Letters from a Moor at London to his friend at Tunis. Containing an account of his journey through England, with his Observations on the Laws, Customs, Religion, and Manners of the English Nation. Likewise remarks on the public charities, with curious memoirs relating to the life of Mr. Sutton, Founder of the Charter-House. A description of Bedlam, with serious reflections on self-murder. The whole interspersed with historical remarks and useful observations.",Moor at London,55,1,1,0,0,1,0,2,4,2,0,0,0,0,0,2,0,3,0,4,1,2,1,0,0,0,3,1,0,0,1,0,0,0,4,1,0,3,3,1,2,0,1,1,0,0,0,1,0,0,1,0,3,1,2,2,0,0,0,0,0,1737,1,1,"London : printed; and sold by F. Noble , at Otway's Head in St. Martins Court, St. Martins Lane; and the Corner of Cranbone Street, Leicester-Fields ; and T. Davies, in Duke's Court near the Meuse, [1737?].",London,278,unknown,,,FALSE,"of Queen Elizabeth, by an herald with sound of trumpet. t1de Roiya Exchange was consume by the dreadful fire in the year i666; it was rebuilt by order of -43 of King Charles the second, who laid the fir.t sone; it cost the city and mercers company, who were executors"
1618000102_000540,"A new and authentic system of universal geography, antient and modern: All the late important discoveries made by the English, and other celebrated navigator of various nations, in the different hemispheres, from the celebrated Columbus, the first discoverer of America, to the death of our no less celebrated contryman Captain Cook, &c. and containing a genuine history and description whole world, as consisting of empires, kingdoms, states, republics, provinces, continents, Islands, oceans, &c. with the various countries, cities, towns, promotories, capes, bays, peninsulas, isthmusses, gulphs, rivers, harbours, lakes, mountains, volcanos, deserts, &c. Europe Asia, Africa, and America: together with their respective situations, extent, latitude, longitude, boundaries, climate, soil, natural and artificial curiosities, mines, metals, minerals, trees, shrubs, fruits, flowers, herbs, and vegetable productions. With an account of the religion, laws, customs, manners, genius, habits amusements, and ceremonies of the respective inhabitants: their arts, sciences, manufactures, trade, commerce, military and civil governments, &c. also exact descriptions of the various kinds of beasts, birds, fishes, amphibious creatures, reptiles, infects, &c. together with a complete history of every empire, kingdom, and state. Also an account of the most remarkable battles, sieges, sea-fights, and various revolutions that have taken place in different parts of the world. The whole forming an authentic and entertaining account every thing worthy of notice throughout the whole face of nature, both by land and water. In which is introduced, to illustrate the work, a considerable number of the most accurate whole sheet maps, forming a complete atlas. To which is added a complete guide to geography, astronomy the use of the globes, maps, &c. with an account of the rise, progress, and present state, of navigation, throughout the known world. Likewise containing every important, interesting, and valuable discovery throughout the whole of Captain Cook's voyages round the world. Together with those of the modern circumnavigators, particularly byron, carteret, wallis, clerke, gore, King, forrest, and Wilson. Also containing a particular account of the Pelew Islands. And the latest accounts of the English colony of botany bay: with a particular description of Port Jackson, Norfolk Island, &c. where the convicts are now settled. The whole forming a complete collection of voyages and travels. By the Rev. Thomas Bankes, vicar of dixton, in monmouthshire and author of the christian's family Bible. Edward Warren Blake, Esq. Alexander Cook, Esq. and Thomas Lloyd. Embellished with near two hundred beautiful engravings, consisting, of views, antiquities, customs, ceremonies, &c. together with whole sheet maps, plans, charts, &c. executed in a much superior stile than any work of the like kind that has ever appeared in this kingdom.","Bankes, Thomas           1744",60,0,1,2,0,0,0,3,5,0,1,0,0,0,3,0,0,1,2,1,0,0,1,0,1,2,3,1,0,1,1,1,0,2,7,0,1,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,3,0,1,3,2,0,1,0,2,1788,2,2,"London : Printed for C. Cooke, No. 17, Pater-Noster-Row, and sold by the booksellers of Bath, Bristol, Birmingham, Canterbury, Cambridge, Coventry, Chester, Derby, Exeter, Gloucester, Hereford, Hull, Ipswich, Leeds, Liverpool, Leicester, Manchester, Newcastle, Norwich, Nottingham, Northampton, Oxford, Reading, Salisbury, Sherborn, Shefield, Shrewsbury, Worcester, Winchester, York: and by all other booksellers in England, Scotland, and Ireland., [1788].",London,574,unknown,,,FALSE,"regular Protestant churches a the world. It is built of Portland stone, according to the Greek and Roman orders , in the form of a cross, after the model of St. Peter's at Rome, to which, in some refpeas, it is deemed superior. This edifice is the principal work of"
0484200102_000732,"The history of London from its foundation to the present time: Containing, I. The original Constitution of London: The ancient and present State of its several Wards, Churches, Parishes, Liberties, and Districts: Accounts of all the Religious Foundations in London and its Suburbs, before the Reformation: The Names of all the Streets, Squares, Courts, Lanes, &c. within the City and Suburbs: With curious Calculations touching the Number of its Inhabitants; and Parallels between London and many of the most celebrated ancient and modern Cities; whereby it will appear that the Inhabitants of London, at present, are almost equal in Number to those of the Cities of Paris, Amsterdam, and Rome together, and superior in Number to any one City in the World. II. Historical and particular Accounts of the City Governments, Ecclesiastical, Civil, and Military, in all their Branches: With the several Charters, rendered into English; wherein are set forth their many great and valuable Privileges, Immunities, and numerous Benefactions. III. History of the several Incorporations of Merchants and Traders; shewing the Institutions of their respective Companies; with their ancient Rights, Privileges, and Coats of Arms. IV. Description of the present State of Learning, and of the Colleges, Schools, Inns of Court, Common-Pleas, King's-Bench, Chancery, Exchequer, High Court of Parliament, &c. V. Full and particular Accounts of all the Hospitals, Alms-Houses, and other Charitable Foundations, within the City and the Parts adjacent. VI. The ancient and present State of the Tower, and of the Curiosities therein contained; with a Description of the British Museum. Including The several Parishes in Westminster, Middlesex, Southwark, &c. within the Bills of Mortality. By William Maitland, F. R. S. and Continued to the Year 1772 by the Rev. John Entick, M. A. Illustrated With a Complete Set of the Churches, Palaces, Publick Buildings, Hospitals, Bridges, &c. within and adjacent to this great Metropolis: The Plans of London, exhibiting its Appearance before the Fire; in its Ruins after that Conflagration in 1666; and as it is now rebuilt and extended: With a large Map of all the Villages and Country within ten Miles Circumference: Exactly drawn, and curiously engraved on One Hundred and Thirty Copper-Plates, by the best Hands, and on so large a Scale, that each Plate could not be sold separate for less than One Shilling. And Improved With a great Variety of Authentick Pieces, relating to the Progressive Alternations it has undergone from its first Foundation: and describing those Charitable and other Additional Buildings with which it has been lately adorned, and increased to its present prodigious Extent: Wherein all the Defects in the former Edition of this Work, and in other Authors on this Subject, are supplied, their Errors corrected, and the History brought down, with great Care and Impartiality, to the present Time. In two volumes. Vol. I. By the King's Authority.","Maitland, William",62,1,0,1,0,2,1,3,4,1,2,1,0,3,3,1,1,0,0,0,0,0,0,1,2,1,4,0,2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,4,1,1,0,0,0,2,0,4,0,1,6,0,0,4,0,1,1772,2,2,"London : printed for J. Wilkie, in St. Paul's Church-Yard; T. Lowndes, in Fleet-Street; G. Kearsly, in Ludgate-Street; and S. Bladon, in Pater-Noster-Row, MDCCLXXII. [1772].",London,710,male,1693,1757,FALSE,"than the Standards. But the other r1 eafons brought to pport this his Opinion, viz. their Agreement in Weight, orm, met.il, curious I ngravings, and Bags, I'ecm to me, that, inllcad of anilwering what they were brought lor, they rather teem to prove them of the litime Original. But as"
0922200400_000464,"A new and compleat history and survey of the cities of London and Westminster, the borough of Southwark, and parts adjacent; from the earliest accounts, to the beginning of the year 1770. ...",,103,1,1,5,0,1,0,0,14,1,0,4,1,1,23,0,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,3,3,1,8,0,0,0,1,9,0,0,1,2,0,0,0,0,0,1,0,0,1,5,0,0,0,9,1,1769,1,1,"[London], 1769.",London,790,unknown,,,FALSE,"breast, and so forth between the swordbearer's brows."" The common hunt is an officer whose business it is to take care of the pack of hounds belonging to the lord mayor and citizens , to attend them in hunting in those grounds to which they are authorised by charter. The"
0635000301_000053,"A new display of the beauties of England: or, a description of the most elegant or magnificent public edifices, royal palaces, noblemens [sic] and gentlemens [sic] seats, and other curiosities, ... in different parts of the kingdom. Adorned with a variety of copper plate cuts, neatly engraved. ...",,63,1,0,1,0,3,1,2,1,0,0,0,0,2,0,1,0,1,0,0,2,0,0,0,0,2,7,0,0,0,1,1,1,0,4,3,3,0,4,0,1,1,1,0,2,0,0,0,0,0,0,1,3,0,1,2,0,1,7,2,0,1776,1,2,"London : printed for R. Goadby; and sold by J. Towers; and by R. Baldwin, 1776-77.",London,410,unknown,,,FALSE,"ftone, anciently set up here to mark the extent of the city of London's jurifdition upon the Thames, It is a plearant populous town , with several good inns, and has a bridge and a ferry over the river Thames; and being a lord lip belonging to the crown ,"
0162100501_000078,"A new display of the beauties of England; or, a description of the most elegant or magnificent public edifices, Royal Palaces, Noblemen's and Gentlemen's Seats, and other curiosities, natural or artificial, in different parts of the Kingdom. Adorned with a variety of copper-plate arts, Cuts, neatly engraved. ...",,80,0,1,0,0,1,0,2,1,0,0,1,2,3,1,2,0,2,3,0,1,0,0,1,0,3,11,0,0,0,1,0,0,1,4,0,6,3,4,0,1,2,0,0,2,0,2,1,0,0,0,0,0,2,0,3,0,0,13,0,0,1787,1,2,"London : printed for R. Goadby and Co. and sold by R. Baldwin, No. 47, in Pater-Noster-Row, M.DCC.LXXXVII. [1787].",London,571,unknown,,,FALSE,"miles , and sent members to parliament in the reign of King Edward the Third. By a charter as Queen Elizabeth this town is severed from the county of Dorset, and made a county of itself, with the privilege of  sheriss keeping a court to determine all causes both"
1505400700_000016,"The Bristol and Hotwell Guide; or, Useful entertaining pocket companion for all persons residing at, or resorting to Bristol, the Botwell, or their vicinities: Containing an historical account of the ancient and present state of that opulent city: also, of the hotwell from its first discovery; the nature, properties and effects of its medicinal water. To which is added a description of clifton and the adjacent country, monuments of antiquity, principal seats, natural and other remarkable curiosities, &c. &c. Compiled by E. Shiercliff.","Shiercliff, Edward",53,0,0,0,1,0,0,1,5,1,2,0,1,0,0,0,1,1,0,0,1,2,2,0,1,2,2,1,0,0,3,0,0,0,0,0,1,1,0,3,1,3,2,1,0,0,0,6,0,1,1,0,0,0,0,2,2,2,0,0,0,1789,1,1,"Bristol : Printed by Bulgin and Rosser, for E. Shierclife, J.B. Becket, W. Browne, J. Norton, T. Mills, W. Bulgin, and J. Lloyd, 1789.",Bristol,126,male,1727,1798,FALSE,"dancing shall cease, and the musicians retire at the signal of the Master of the Ceremonies, excepting on his benefit, or any public night, when the time of breaking up is left to his own difcretibn. That all expenses be paid out of the fubfcription money , and the number"
0592800102_000035,"England illustrated, or, a compendium of the natural history, geography, topography, and antiquities ecclesiastical and civil, of England and Wales. With maps of the several counties, and engravings of many Remains of Antiquity, remarkable Buildings, and principal Towns. In two volumes. ...",,68,1,0,9,0,1,0,4,2,0,0,0,0,1,1,0,0,0,0,1,1,4,0,1,3,4,1,0,0,5,0,0,0,0,8,0,0,0,3,0,4,0,1,1,0,2,0,1,0,0,1,1,1,0,0,3,0,2,1,0,0,1764,2,2,"London : printed for R. and J. Dodsley, in Pall-Mall, MDCCLXIV. [1764].",London,521,unknown,,,FALSE,"bridge and a ferry over the river Thames. UXBRIDGE, originally Woxbridge, or Oxbridge, stands upon the ban. of the river Colne, at the distance of 8 miles from London , and consists chiefly of one long street, with several good inns, this being the chief baiting place between London and"
0443300102_000015,"The history and antiquities of Winchester, setting forth its original constitution, government, manufactories, trade, commerce and navigation; its several wards, parishes, precincts, districts, churches, religious and charitable foundations, and other public edifices: Together with the charters, laws, customs, Rights, Liberties, and Privileges of that Ancient City. Illustrated with a variety of plates. In two volumes. ...",,88,3,0,1,0,0,0,3,17,9,0,0,0,0,0,3,4,2,0,1,2,0,1,4,4,0,6,0,3,0,2,2,1,2,1,1,0,0,0,4,0,3,1,0,0,0,1,0,0,0,1,1,2,0,0,2,0,1,0,0,0,1773,2,2,"Winton : printed and sold, by J. Wilkes. Sold also by S. Crowder, and R. Baldwin, in Pater-Noster Row, London; and by J. Hodson and Co. in Salisbury, MDCCLXXIII. [1773].",Winchester,303,unknown,,,FALSE,"swords before him, ith ha.mlyn earl Warren, attending at his right hand, and Ranulph earl of Chetler, at his left from which time forward, (according to fe verat historians) the king bore in his arms three Lions passant, Or; which arms have ever since been retained by his fuccefcrs. At"
0669500103_000190,"A new system of geography: in which is given, a general account of the situation and limits, the manners, history, ... of the several kingdoms and states ... By A. F. Busching, ... Carefully translated from the last edition of the German original. ... Illustrated with thirty-six maps, ... In six volumes. ...",Anton Friedrich Büsching,73,2,1,2,0,0,0,8,2,0,1,1,4,4,0,0,1,3,0,1,0,0,3,0,1,1,2,0,4,0,1,0,0,0,1,7,2,0,2,0,2,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,12,0,0,1762,3,6,"London : printed for A. Millar, 1762.",London,852,male,1724,1793,FALSE,"notice in it: viz. Malpas, a good market town , situated on an eminence, and containing a grammar fchool and a hospital. The church here is a good building, and at this place also formerly flood a castle. cbe/fer, the county town , lying on the river Dee, - and"
1185101433_000132,"Journals of the House of Lords, beginning anno undecimo Georgii Tertii, 1770. Vol. XXXIII.",Great Britain. Parliament. House of Lords,66,0,0,3,1,0,0,1,5,0,1,2,0,6,0,2,0,0,0,0,1,0,0,2,0,8,1,0,1,8,0,1,0,1,3,2,1,0,1,0,0,2,0,2,0,2,0,0,0,0,0,1,0,0,0,5,0,0,2,1,0,1796,33,33,"[London : s.n., 1796?].",London,705,unknown,,,FALSE,"Stafford,"" was committed: "" That they had considered the said Bill, and examined the Allcgations ""thereof, which were found to be true; that the Par"" "" concerned had given their Consents to the Satisfaction of the Committee; and that the Committee  had gone through ute Bill, and direced him"
