PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(antiqu),termFreq(art),termFreq(board),termFreq(book),termFreq(bound),termFreq(calf),termFreq(complet),termFreq(copi),termFreq(cut),termFreq(edit),termFreq(elegantli),termFreq(elegi),termFreq(england),termFreq(essai),termFreq(fine),termFreq(gilt),termFreq(half),termFreq(head),termFreq(histori),termFreq(larg),termFreq(law),termFreq(leav),termFreq(letter),termFreq(life),termFreq(map),termFreq(memoir),termFreq(moral),termFreq(natur),termFreq(neat),termFreq(neatli),termFreq(note),termFreq(opera),termFreq(origin),termFreq(paper),termFreq(plate),termFreq(poem),termFreq(portrait),termFreq(print),termFreq(sermon),termFreq(state),termFreq(translat),termFreq(travel),termFreq(voyag),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpt
0626100800_000024,"J. Todd's catalogue for 1798. A catalogue of a valuable and curious collection of books in all languages, ... particularly those of the late Rev. Thomas Clarke, ... by John Todd, ...","Todd, John",93,2,1,1,3,0,6,0,1,0,2,4,0,0,5,3,3,4,7,6,1,1,1,0,0,3,0,1,0,1,11,4,1,0,0,3,5,1,1,0,1,3,2,2,1,2,1798,1,1,"[York?, 1798].",York,232,male,,,FALSE,"iss -. 1776 1356 Goldsmith and Parnell's Poems , with btautifiil tngravings on blockd of ntod by brwikr, handjieay has bround, Morccro bar, ecr. 1t 5 - -.- 1795 3357 Another, bards, lta - -- 1795 1358 Gibbon's Miscellaneous Works , with his Life by Lord Sheffield, z vol. handforely"
0671800300_000024,"A catalogue of an extensive and curious collection of books in every language, and class of literature; containing two entire valuable libraries, ... The sale will begin on Monday, the 13th of February, 1792, by Benjamin White and Sons, ...",Benjamin White and Son,127,1,6,0,6,1,8,0,4,8,5,5,0,0,8,0,5,1,1,2,20,5,0,1,5,3,3,1,0,0,5,3,0,0,2,4,6,1,0,0,0,4,1,1,0,1,1792,1,1,"[London, 1792].",London,347,unknown,,,FALSE,"il los 1; no Lord : acon's Hillory of K. Hcnry VII zs 6d 1629 sii Buichrtt's History of Trans: .tions at Sea, 9s 1710 133 Biographia Britannica, 7 vol. complete , very neat , 71 7s 1747 1333 Burlington's, c. Universal Bntihl Traveller , with views, cil .s 6d"
1091100100_000032,"A catalogue of the libraries of the Rev. Zachary Grey, L. L. D. Author of Notes and Annotations on Hudibras; Malachy Postlethwayte, Esq; Author of the Universal Dictionary of Trade and Commerce; Thomas Cranmer, M. D. A late Learned Mathematician; And several other Persons deceased. The Whole making a very Valuable and Extensive Collection in the several Sciences and Languages: Among which are many Rare and Curious Articles. N. B. The Books are in fair Condition, several of them in Morocco, Russia, and other elegant Bindings. They will be sold, for Ready Money, (at the Prices printed in the Catalogue) On Tuesday, March 8, 1768; And continue on Sale till Christmas; By L. Davis and C. Reymers, At their Great Room, Over-Against Gray's-Inn, Holborn, Printers to the Royal Society.","L. Davis and C. Reymers (London, England)",119,0,0,1,4,2,9,0,2,2,3,9,2,0,0,2,5,4,3,3,0,1,0,3,2,0,0,0,0,1,13,3,10,0,0,1,1,8,0,6,4,0,4,1,0,10,1768,1,1,"[London : s.n., 1768].",London,271,unknown,,,FALSE,"666 is -642 i8 12 Smith's felet Discourses, 3s Camb. 1673 813 Bifield's Exposit. of the Apoft. Creed, is 6d - 626 g814 Seven Sermons by Neville, 2 -- -- 1679 t8 1 Daille's right Use of the Fathers, is 6d -- 6; i 8i6 Clarendon's View of Hobbes's Leviathan,"
0048605200_000101,"J. Todd's catalogue for 1792. A Catalogue of the Entire Libraries of Marmaduke Tunstall, of Wycliffe, Esq. Lady Fagg of Wood End, and The Rev. W. Dade, F. A. S. Rector of Barmston, &c. And Author of the Intended History of Holderness, All Lately Deceased. To which are added a large and valuable collection of New Books. The whole forming an assortment of nearly fifty thousand volumes of rare and valuable articles in every language and class of literature, particularly natural history and Heraldry. The Books in general are in good Condition, many of them the best Editions, on large Paper, and in various elegant Bindings. The Whole will begin to be sold extremely Cheap, at the Prices marked in the Catalogue, on Tuesday, June 12th, 1792, for Ready Money only, and continue on Sale till Christmas next, By J. Todd, Bookseller, Stationer, and Printseller, In Stonegate, York. - The full Value for Libraries and Parcels of Books in Ready Money: Also Books exchanged and Libraries catalogued and valued. Catalogues, Price 1 s. may be had of Mr. Baldwin, Bookseller, Pater-Noster Row, London, and at the Place of Sale.","Todd, John",119,0,0,0,13,2,3,0,4,0,12,0,0,0,0,1,1,2,3,3,8,3,1,0,5,2,2,1,0,2,19,1,2,0,0,3,4,3,1,4,1,1,2,6,1,3,1792,1,1,"[York : s.n., 1792].",York,372,male,,,FALSE,"black letter , neat , 3s 1596 73o5 Berrow's Theological Dissertations, new, bearde, 2s 6d 177e 7351 Brightman's Revelation of St. John illufirated, .with afronti/piece ly Hollar, Is 6d 1744 7352 Brown's Travels through Germany, with cuts , zs 1677 7353 Boerhaave's Chemistry, by Dallowe, cuts , neat , 7s"
1240601600_000005,"A catalogue of the libraries of Sir John Cross, Bart. and other gentlemen, deceased, consisting of fifteen thousand volumes of rare and valuable books, in almost all languages; a fine collection of Historians and Antiquarians, particularly those of Great Britain and Ireland; Voyages and Travels, Divinity, Classics, Physic and Polite Writers, many in Elegant Bindings, and almost all Gilt and Lettered. The whole will begin to be sold cheap, at the Prices printed in the Catalogue, for Ready Money only, on Thursday, April 25th, 1771; and continue Daily, by Thomas Evans, bookseller, in King-Street, Covent-Garden, Who gives the full Value for any Library or Parcel of Books, also Libraries arranged, catalogued, appraised, or sold by Auction. Catalogues may be had of Messrs. Robson and Parker, in New Bond-Street; Dodsley, Pall-Mall; Walter, Charing-Cross; Owen, Fleet-Street; Cook, Royal Exchange, and at the Place of Sale.","Evans, Thomas",115,1,6,2,0,0,12,0,3,4,5,9,4,0,1,1,1,10,1,4,3,3,1,0,0,2,4,1,0,3,11,10,1,0,0,3,6,0,0,0,0,1,2,0,0,0,1771,1,1,"[London : s.n., 1771].",London,152,male,1742,1784,FALSE,"i eli into Turkey, Egypt, the Holy Land, .c..: ..: 5, o ..is ard cuts , 6s H; ilory ( II 5 tiifory and Antiquities of Foreign Con: tries FOLIO. 198 A NTIENT and Modern Hil. of the World, illustrated with Maps , Cuts , Notes and Chronological Tables, 26"
0513501300_000005,"A catalogue of books, consisting of a great variety of curious articles selected from the valuable libraries which have been lately imported from the continent. Exhibiting a very fine Collection of greek and roman classics, critical, philological, and biblical literature, specimens of early typography books of prints and portraits by the early artistis, coloured books of natural history, &c in various languages. The Price of every Book is printed in the Catalogue. They will continue on sale till Christmas, 1791, For Ready Money only. by Samuel Hayes, Bookseller, No. 332, Oxford-Street, Next the Corner of Argyle-Street, London.","Hayes, Samuel",123,2,6,0,3,0,9,0,4,3,3,1,1,0,8,0,1,1,3,0,19,5,0,0,0,2,4,2,0,1,9,2,1,0,2,6,12,0,4,0,0,3,0,6,0,0,1791,1,1,"London, [s.n.], M.DCC.XCI. [1791].",London,234,male,1779,1795,FALSE,"Borlafe's Antiquities of Cornwall, with plates , best edit . nlerall emat, 1 7s 5 - 1769 ig3 Bourn's Hist. of Newcastle upon Tyne, with a large Plan, half bound ;. I is 1736 14 Boyer's History of Ou. Anne, with Maps , Plans of Battles, Me. dallic History ,"
1161300500_000005,"A catalogue of a very large and curious collection of books; including the libraries of Jonathan Scot, Esq; the Rev. Mr. Laxton, ... selling this day, 1786, ... by Thomas Payne and Son, ... Catalogues may be had, ... at Mr. Sewell's, ... Mr. Owen's, ... Mr. Lewis, ... Mr. Walter, ... Mr. Robson, ... of the booksellers at Oxford and Cambridge, and at the place of sale. ...",Thomas Payne and Son,124,0,0,0,2,2,5,0,1,4,13,5,2,0,1,0,5,2,2,0,1,8,5,2,2,3,3,1,1,1,17,1,3,0,0,7,3,0,0,2,0,1,0,6,5,8,1786,1,1,"[London, 1786].",London,564,unknown,,,FALSE,"very na/ly bound , 77 6d 1679 197 Mezeray's Hilt. of - rance, very fair, ios 6d -- 6s 198 Father Paul's Hill. of the Council of Trent, and of the Inquisition, by Brent, bes edit . veryfair and neat , 7s bd 1676 199 Spon's History of Genevaut, ts,"
1263000400_000042,"A catalogue of books, prints, and books of prints, For 1792. Consisting of a great variety of curious articles, Selected from the valuable Libraries which have been sold during the last Winter; consisting of antient Mss. and missals, illuminated on vellum and paper; capital books of prints, histories of counties, black-letter books, &c. amongst which are the following: Folio. Gough's Sepul. Monum. Ogilby's Homer, L. P. Pine's Tapestry Campo's Crem[o]na Funeral of Albert A. Austria MS. Missal, illuminated Hollar's Cathedrals Bullart's Academie, 2 vol. Sir W. Hamilton's Vases Quarto. Grainger's Biography, with Portraits Life of Aesop, by Dudley Rademaker's Views, 4 vol. Queen Elizabeth's Prayer Book British Autography Brand's Newcastle Dresses of all the Relig-Coloured Richardson on Painting Twelves. Ancient Poetry, 26 vol. in Morocco And many others equally Scarce and Valuable. The books are now selling, for ready money only, the price of every book printed in the catalogue, By John Simco, book and print seller, No. 11, Great Queen Street, Lincoln's Inn Fields, London. Catalogues (price Sixpence) may be had of the following Booksellers, S. Hayes, No. 332, Oxford Street; Egerton, Whitehall; Sewell, Cornhill; Cook, Oxford; Merrills and Lunn, Cambridge; and Archer, Dublin. The full Value given for any Library or Parcel of Books, also Books exchanged.","Simco, John",95,4,1,0,2,0,3,3,0,0,13,0,0,0,4,1,0,3,1,0,7,1,1,2,2,5,2,4,0,0,2,2,1,0,0,0,0,5,8,3,3,3,0,2,6,1,1792,1,1,"[London : s.n., 1792].",London,176,male,1749,1824,FALSE,"c. 4 vol. in boards , with Views of Ancient Buildings, Monuments, Scil s - 1790 N. B. Ti'his Work is carried on, on a neuw plan, Monthly, in 2tiartto, at zs 6d per Number. 2396 tra&s. Memoirs concerning the Life and Manners of Capt. Macheath, 17z8-A Miscellany of Poems"
1205300100_000072,"Second volume of Lackington's catalogue for 1792. Consisting of about ninety thousand volumes, ... The whole selling ... By J. Lackington, ...",James Lackington,119,2,0,0,9,0,11,7,2,5,1,4,8,2,0,1,4,12,0,0,1,0,0,0,5,1,0,0,1,0,3,11,1,0,0,2,0,14,2,0,0,0,3,0,0,7,1792,1,1,"[London, 1792].",London,404,male,1746,1815,FALSE,"the Times, on various Subjects, and adapted to .common Tunes, with fine portrait (fame as sells sewed ati 3s 6d)' i2erw sewed for 2s 6d - -'- -- -- 1790 N. B. The Monthly aind Critical Reviewers give a good Account of the above Work . 4446' Falconer's Shipwreck, a"
0513501300_000006,"A catalogue of books, consisting of a great variety of curious articles selected from the valuable libraries which have been lately imported from the continent. Exhibiting a very fine Collection of greek and roman classics, critical, philological, and biblical literature, specimens of early typography books of prints and portraits by the early artistis, coloured books of natural history, &c in various languages. The Price of every Book is printed in the Catalogue. They will continue on sale till Christmas, 1791, For Ready Money only. by Samuel Hayes, Bookseller, No. 332, Oxford-Street, Next the Corner of Argyle-Street, London.","Hayes, Samuel",122,2,4,0,1,1,9,1,0,4,4,5,2,0,8,0,1,0,4,2,20,3,0,0,0,3,2,1,0,4,6,2,0,0,2,3,17,0,4,0,0,1,0,2,1,3,1791,1,1,"London, [s.n.], M.DCC.XCI. [1791].",London,234,male,1779,1795,FALSE,"dietionary of the Various Parts of the Known World, with Maps and Views, 2 vol. 115s 1759 282 Giannone's History of the Kingdom of Naples, 2 vol. largepaper, elegantly bound in rzffia leather, 31 s - 1729 283 Goodwin's Annals of Hen. VIII Edw. VI and Mary, 2s 1630 284"
1164900700_000023,"A catalogue of a valuable collection of books; Containing many Thousand Volumes, in Greek, Latin, English, French, Italian and Spanish. Cheifly in good Condition, and many in Russia, Morocco, and other elegant Bindings. In which is included the Library of the late Gilbert Joderell, Esq. And likewise the Collection of an Eminent Divine, Amongst which are Folio. Coke on Littleton, best Cay's Statutes at large, 8 v. Viner's Abridgment, 24 v. Bacon's Abridgment, 5 v. Coke's Reports, 7 vol. best Year Books, 7 vol. best Hawkins and Hale's Pleas of the Crown bulstrode, best Peere Williams's Reports, 3 vol. best Religious Ceremonies, 6 v. Russ. L. P. Montfaucon, 7 v. Russ, L. P. Camden's Britannia, 2v. Russ. Rapin with Contin. 5 v. Dr. Stukeley's Works, Burton's Leicestershire, Morocco Dugdale's Baronage Rushworth, 6 vol. Churchill's Voyages, 8 v. Great Variety of Bibles Dr. Hill's Herbal, L. P. coloured Willough by on Birds and Fishes Chambers, Postethwayte and Johnson's Dictionaries Biograph, Britannica, 7 v. Rymer's Foedera, 20 v. Medailes do Louis XIV. Morocco Statute di Rosi Darte's Canterbury, L. P. Le Roy's Greece Lord Clarendon's Anatomy Dictionaire de Calmet, 41. Calmet's Dictionary, 3 v. Patrick, Louth, and Whitdy, 6 v. Tillotson, Barrow, Stackhouse, &c. Which will begin Selling this Day (for Ready Money only) and continue on Sale till Midsummer, 1773. By Joseph White, Bookseller, At the Corner of Lincoln's Inn Fields; Who gives the full Value for any Library or Parcel of Books. Catalogues to be had at Mr. Ridley's, St. James's Street; Mr. Horneastle's. Broad Street, near Carnaby Market; Mr. Emsley, in the Strand; Mr. Lewis's, Russel Street, Covent Garden; Mr. Wilki's, St. Paul's Church Yard; Messrs. Merrill's, in Cambridge; Mr. Fletcher, in Oxford; Mr. Easton, in Salisbury; and at the Place of Sale.","White, Joseph           1791",102,7,5,0,1,4,6,0,1,4,9,3,4,0,3,1,2,0,1,0,9,0,0,0,1,1,1,2,0,2,3,3,2,0,3,1,2,0,0,0,0,2,1,7,9,2,1773,1,1,"[London : s.n., 1773].",London,104,unknown,,,FALSE,"France, zs 1714 1755 Bouianvelliere's Hilt. of Ancient Parliament, z vol. 45 1739 1756 Vertot's Hist. of the Britons amongst the Gauls, z vol. in one, zs 1757 Lifter's Journey to Paris, cuts , zs 6d 1699 1758 Present State of Paris and of the French, is - 1708 1759"
1205300700_000041,"Second volume of Lackington's catalogue for 1793. Consisting of above ninety thousand volumes, ... selling ... By J. Lackington, ...",James Lackington,120,1,0,0,16,0,12,10,3,0,1,3,7,0,3,2,1,10,0,0,5,1,0,0,11,3,2,0,0,0,4,12,1,0,1,1,2,1,0,0,0,2,1,3,0,1,1793,1,1,"[London, 1793].",London,431,male,1746,1815,FALSE,"rolled, c. i1 i789 1992 Ditto, 3 vol. northeast win bards, 155 6d ditto, in sheets, is 9d 1993 Ditto, 3 vol. new in a very curious, and elegant binding, inlaid witvh morocco, flk heeadbands, regiejers, cil 3s 1789 1994 Ditto, 3 vol. neu w, neatly bound in calf ,"
0876901500_000004,"A catalogue of several valuable collections of books, lately purchased; comprehending a variety of articles, in various languages, arts, and sciences. ... and a small collection of the classics. ... will begin to be sold ... on Monday, the 19th of July, 1784. by Mary Luckman, printer, bookseller, and stationer, in Coventry. ...","Luckman, Mary",84,0,0,2,10,1,5,1,3,3,7,1,0,0,1,1,1,1,4,0,1,1,1,0,5,1,2,0,1,2,2,1,1,0,1,2,4,1,0,3,1,4,1,2,3,3,1784,1,1,"[Coventry?, 1784].",Coventry,82,female,,,FALSE,"Whitgift, good condition, 6s 1718 173 Parker, 4s 7 -- 711 174 -- - -- Grindal, 35 - 1710 175 -- Memorial of Abp. Cranmer, 7s 6d 1694 176 Stebbing's Polemical Trats, fair, 45 - - 1727 177 Scott's (Dr.) Works , a vol. fair, is - 1718 178 Seldom's"
0671800600_000020,"A catalogue of many thousand volumes of valuable books, in many languages, arts, and sciences; in which are included the entire library of an eminent counsellor in the law, ... Which will be sold ... on Mouday, [sic] December 21, 1767. by William Otridge, ...","Otridge, William           1812",143,0,0,2,1,9,13,2,2,1,2,2,7,0,1,2,1,5,2,0,0,4,2,11,2,3,0,4,3,3,27,1,5,0,1,0,1,2,0,0,0,1,2,0,0,19,1767,1,1,"[London, 1767].",London,110,unknown,,,FALSE,"2s 1705 1323 Temple's Memoirs , neat , is 6d 170 1324 Temple's Memoirs , 6d - 1-693 1325 Temple's Memoirs of what passed from the War in 1672, to the Peace in 1679, Is - - 169z 1326 Sackville's (Lord George) Trial, with the Plan of the Battle of"
0876901000_000027,"A catalogue of a very large, most curious, and valuable collection of books, ... comprehending many libraries ... and particularly those of Ebenezer Mussell, of Bethnal Green, Esq; and Col. Griffiths, ... which will begin to be sold this day, 1782 ... by James Robson, ..",James Robson,114,0,3,0,9,5,4,0,1,6,6,1,0,1,7,0,0,11,3,1,14,1,1,0,3,4,3,4,0,0,11,1,0,0,1,1,1,0,1,0,0,1,0,3,5,1,1782,1,1,"[London, 1782].",London,224,male,1733,1806,FALSE,"on Physical ge igraphy, Nat. hi.if and Ethic Philosophy, in boards , iss 1775 1794 Anorher Copys , neatly bound , 1l Is -- - 17 8 1795 Foirell's Voyage to New Guinea and the Moluccas from Balambiingan, in the Years 774, 5, 6, a new edit . with 27"
1205300700_000025,"Second volume of Lackington's catalogue for 1793. Consisting of above ninety thousand volumes, ... selling ... By J. Lackington, ...",James Lackington,109,5,1,1,16,1,11,9,1,1,1,5,6,0,0,0,3,8,0,0,3,2,0,0,7,1,2,0,0,0,5,6,0,0,0,3,3,0,1,1,0,0,1,2,0,3,1793,1,1,"[London, 1793].",London,431,male,1746,1815,FALSE,"weillprinted on veryfine paper , znew, and bound for is 9d (fame as is sold for 3s) Edin. 1780 112 2 Ditto, new, calf , e!egantlygilt and marbled, zs 6d ib. 1780 x123 Ditto, new in boards , is 6d ditto, sewed, is4d ib. 1780 1124 Ditto, new, gilt and'marbled,"
1161601400_000034,"A catalogue of several valuable libraries and parcels of books, lately purchased: which ... will begin to be sold on Wednesday, the 8th of August, 1781. By Benjamin White, ... in Fleet-Street, London. ... Catalogues may be had at the place of sale; also of Mr. Dodsley, ... Mr. Faulder, Cambridge ... Mr. de Brett, ... Mr. Sewell, ... the booksellers of Oxford, Cambridge and the principal towns of England.",Benjamin White,123,5,7,0,13,0,10,0,0,0,10,2,3,0,2,1,0,1,2,1,10,1,0,1,4,1,6,2,0,2,13,3,0,0,2,1,2,0,0,0,0,2,1,6,9,0,1781,1,1,"[London, 1781].",London,239,male,1724,1794,FALSE,"engraved Specimens of Writings, hoards, 18s 1774 21; 5 Avloffe's Calendars of Charters, bound , newu and neat , il is 1774 2152 A'tlcy's Collection of Voyages and Travels into all parts of the World, 4 vol. .vith cuts , 212 1 745 2i53 Adair's History of the American Indians,"
1619200200_000021,"A catalogue of a curious, scarce, and useful collection of books, containing upwards of fifty thousand volumes. To which is added a select collection of prints. Amongst this extensive variety in every class of ancient and modern literature, are to be found the following valuable articles: Drake's York, large and small paper Thoroton's Nortinghamshire Fuller's worthies of England Gough's sepulcharl monuments, 3 vol. Halfpenny's Gothic ornaments Norden's Egypt, atlas folio Macklin's edition of the Bible Dart's Westminster, 2 vol. Frisch's birds, 3 vol. coloured Edward's birds, 7 vol. coloured Roesel's insects, 4 vol. coloured Curtis's Flora-Londinensis, 5 vol. colured. Ellis's zoophytes, coloured Campbell's vitruvius, 5 vol. in 3 Mollinshed's Chronicle, 3 vol. in 2 Grose's antiquities, 10 vol. Walpole's anecdotes, 5 vol. Strawb. Hill Ionian antiquities, 2 vol. Philosophical transactions, 55 vol. Statutes at Large, 17 vol. Sir William Jones's works, 6 vol. Encyclopædia Britannica, 18 vol. Unique Cabinet Bible 3 vol. quarto Hill's vegetable system, 26 vol. Hill's British herbal, L.P. coloured. Buffon et Cepede, Hist. Naturelle, 38 tom. Pinaches enluminees de buffon, 5 tom. Encyclopedia methodique, 103 tom. Codex Eezæ, edit, kipling, 2 vol. Palladio, fabbriche e i disegni, 4 vol. Vetusta monumenta, 3 vol. Salastio por Don Gabriel - Maaric Sebæ thesaurus, 4 vol. Hortus cliffortiano. Flora Danica, 7 vol. Livii opera, draken borch, 7 vol. Taciti opera, brotier, 4 vol. Bodoni's parma classics, 10 vol. Metaisasio, opera di, 12 vol. Ariosto, Orlando Furioso, 4 vol. Plutarchi Vitæ, Gr. Lat. 5 vol. Salerne, histoire naturelle, coloured Bibliotheca topographica Britan,. 8 vol. Hasted's Kent, 4 vol. Hearne and Byrne's antiquities Whalley's Ben Jonson, 7 vol. Bell's poets of Great Britain, 109 vol. Horse racing calendars, 73 vol. Monthly review, 114 vol. Gentleman's magazine, 88 vol. * *The books in general are in good condition, several of them in elegant bindings, and the whole will begin to be sold, on Thursday the 31st of July, 1800, for ready money only, and continue on sale till midsummer next, By John Todd, bookseller, stationer, and printseller, in Stonegate, York, who gives the full value for libraries and parcels of books.","Todd, John",133,1,3,2,8,2,14,0,1,17,6,1,0,0,2,0,1,7,7,0,3,3,1,0,0,1,5,1,0,0,20,5,2,0,1,3,7,2,0,0,0,2,0,1,4,0,1800,1,1,"[York] : (Printed by G. Peacock, York.), [1800].",York,361,male,,,FALSE,"743 I2z8 Cook's Voyage towards the Soach Pole and round the world in I 772, 7 31 j4, and 7 5, 2 vol. Tr~f edition , fine imprefams of the plates , well bound , 41 r4s 6d I 777 rza9 Cook and King's Voyage to the Pacific Ocean 3"
1198700500_000042,"A catalogue of books, containing near fifty thousand volumes, collected in England ... To begin selling, ... January 1788, by Samuel Hayes, ...","Hayes, Samuel",118,0,0,2,4,1,8,0,2,0,2,4,1,1,0,3,1,8,2,0,1,2,0,0,8,5,0,0,6,1,24,1,6,1,1,1,0,6,2,1,0,1,1,1,0,10,1788,1,1,"[London], 1788.",London,293,male,1779,1795,FALSE,"from Wycherley, 1766; Daphne and Amintor, a Comic Opera , very neat , is 6d 1766 2642 Plautus's Comedies in Engiifh, with Critical Remarks, is 6d 1694 2643 Plays. The Fair Captive. Timoleon. The Spartan Dame. Sophonifba. The Fatal Constancy. Caefir in Egypt, is 6d $, Plays.. Creusa, Douglas, Insolvent,"
0048702000_000003,"J. Todd's catalogue for 1776. A catalogue of several libraries and parcels of books, ... to be sold ... on Tuesday, August 20, 1776, ... By J. Todd, ... in Stonegate, York. ...","Todd, John",100,3,2,0,1,2,4,0,2,1,7,6,1,0,4,0,1,6,5,6,7,2,2,0,2,2,4,2,0,2,7,2,0,0,1,0,4,1,0,2,1,0,2,0,0,6,1776,1,1,"[York, 1776].",York,144,male,,,FALSE,"64 1677 9; heylyn'shiftory.of the Reformation, 2s  167o 96 - - Hilory of the Presbyterians, neat , 2s Oxf. 1670 97 -- Historical and Miscellaneous Traas, with bis head ay White, in#'aards, 3 s 16 1 98 - Cosmography, with maps , 3s 6d 1674 99 House of Mourning,"
0514000100_000026,"A catalogue of several valuable libraries, lately purchased; Particularly of the following Gentlemen deceased, The Rev. Mr. Lye, Author of the Saxon Dictionary, The Rev. Mr. Delafaye, of Canterbury, and of Thomas King, Esq; of Farnham in Surry. The Whole forming a large and curious Collection of Books, In most Languages, Ancient and Modern, and in every Branch of Literature. A great Number of the Books are in elegant Bindings. A Supplement and Appendix are added, Containing A Collection of the best Law-Books, A large Parcel of curious Black Letter Books and Tracts, a Sett of Variorum Classics, and other valuable Articles. Which will begin Selling in February, 1773, (the Prices being marked in the Catalogue, and in the first Leaf of each Book) By Benjamin White, At Horace's Head, in Fleet-Street, London.",Benjamin White,97,2,4,0,6,2,6,0,0,0,10,1,2,0,7,0,0,1,1,1,5,1,1,1,2,3,3,4,0,0,12,6,0,0,2,2,1,0,0,1,1,2,3,2,2,0,1773,1,1,"[London : s.n., 1773].",London,271,male,1724,1794,FALSE,"neat , 21 15s 1753 1875 Birch's Memoirs of the Reign of Queen Elizabeth, 2 vol. 111 -- 1754 1876 Ballard's Memoirs of several Ladies of Gr. Britain, celebrated for their Writings, neat , 15s -- 1752 1877 Bolts's Considerations on India Affairs, boards , is 1772 1878 Borlafe's Observations"
0160901000_000027,"A catalogue of a large and curious collection of books, in all learning and languages; ... Which will begin to be sold very cheap, ... on Monday, June 9, 1766, ... by James Robson, ... in New Bond Street.",James Robson,103,0,0,0,1,9,7,0,0,5,3,4,4,0,2,1,3,9,0,0,3,4,0,0,1,4,0,2,1,0,17,6,3,0,0,2,1,2,0,0,2,1,2,0,2,2,1766,1,1,"[London, 1766].",London,143,male,1733,1806,FALSE,"Freinfheim's Supplement, translated into Englifl, with Geographical and Chronological Notes , 6 vol new, neatly bound andgilt, Ilosi 1744 1639 Lloyd's State Worthies, veryfair, 5s 6d 1679 1640 The same Book , a new edition , by C Whitworth, Esq; to which is added, the Characters of the Kings and"
0513300800_000033,"A catalogue, of the library of Solomon Dayrolles, ... also of John Ellis, ... to be sold cheap, this day, 1786, ... by James Robson, ...",James Robson,126,2,2,0,13,4,15,0,0,9,10,3,3,0,2,0,1,6,3,0,0,2,1,0,4,2,2,4,0,1,14,7,0,0,0,1,2,0,1,0,0,1,0,4,7,0,1786,1,1,"[London, 1786].",London,271,male,1733,1806,FALSE,"cuts , boards , - 1782 2098 Bougainville's Voyage round the World, in 66, 7, 8 and 9, by forer, miapl, bsardt, los 6d - 177 2099 Another Copy , muchbflainetd, gs 1772 2100 Bolt's Considerations on India affairs, sewed, 7s 6d 177z zioi Bepgal (Proceedings of the Governor and"
1227200300_000020,"A catalogue of valuable, curious and rare books, in ancient and modern literature, ... now on sale, ... by T. King and Son, ... 1797. ...",T. King and Son (Booksellers),117,1,2,0,13,0,8,6,0,0,2,2,3,0,4,2,0,6,4,0,3,1,0,1,9,2,2,2,1,2,18,1,0,0,1,2,13,0,0,0,0,1,0,2,0,3,1797,1,1,"[London, 1797].",London,76,unknown,,,FALSE,"and Letters , neat as newz, 35 - 1777 1266 - - Thomas Chatterton, with Criticisms on his Genius and Writings, and a concise View of the Controversy concerning Rowlcy's Poeas, by Gregory, s -- - 1789 1267 Lucas on happinj/s, neat and gilt , 2 vol. 9s - 1734"
