PassageID,Title,Author,Total termFreq,termFreq(1791),termFreq(1793),termFreq(anarchi),termFreq(assembl),termFreq(bailli),termFreq(barrer),termFreq(blood),termFreq(cap),termFreq(committe),termFreq(constitut),termFreq(convent),termFreq(cordeli),termFreq(danton),termFreq(death),termFreq(decre),termFreq(deputi),termFreq(evil),termFreq(execut),termFreq(franc),termFreq(french),termFreq(gener),termFreq(girondift),termFreq(govern),termFreq(guillotin),termFreq(head),termFreq(hebert),termFreq(jacobin),termFreq(king),termFreq(leader),termFreq(liberti),termFreq(loui),termFreq(member),termFreq(mountain),termFreq(orlean),termFreq(pari),termFreq(parti),termFreq(peopl),termFreq(popular),termFreq(power),termFreq(priest),termFreq(principl),termFreq(prison),termFreq(public),termFreq(reason),termFreq(red),termFreq(republ),termFreq(revolut),termFreq(revolutionari),termFreq(robespierr),termFreq(san),termFreq(scaffold),termFreq(terror),termFreq(trial),termFreq(tribun),termFreq(victim),termFreq(xvi),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1482700300_000122,"The New annual register, or General repository of history, politics, and literature, for the year 1795. To which is prefixed, the history of knowledge, learning, and taste, in Great Britain, during the reign of King Charles the First.",,59,0,0,0,1,0,3,0,0,8,0,5,0,0,0,2,3,0,0,6,0,1,0,2,0,0,0,1,0,0,1,0,4,0,0,0,0,4,1,3,0,0,0,3,0,0,1,1,1,5,0,0,0,0,3,0,0,1796,1,1,"London : Printed for G.G. and J. Robinson, Pater-noster-Row, MDCCXCVI. [1796].",London,784,unknown,,,FALSE,"and haid been altogether uns conneceted with the filiem of ter rail. on the contrary, however France might be indebted to the energy and abilities of thle old com surlttee, it could liot be forgotten that bar ere and Billaud had been tihe abjea~ infitiuments of Rtobef pierre; that the"
1373100102_000527,"The History of France, from the earliest times, till the death of Louis Sixteenth. From the French of Velly, Villaret, Garnier, Mezeray, Daniel, and other eminent historians; with notes, critical and explanatory; by John Gifford, Esq. And continued from the above period, until the conclusion of the present war, by a citizen of the United States. ...","Historical Society of Delaware, MWA",39,0,0,0,0,0,0,0,0,1,0,1,1,5,2,2,2,0,0,1,0,1,0,1,0,0,3,0,0,1,1,0,0,0,0,2,0,2,0,1,0,1,0,1,0,0,2,2,1,3,0,0,0,0,2,0,0,1796,2,4,"Philadelphia : Printed for A. & J.G. Henderson, by Bioren & Madan, 1796[-1798].",Philadelphia,1178,unknown,,,FALSE,"Paris , · if you excited an inf~urreaion,, it was to enable dura~ourier to march to the capital with his arml y. Like Sextus uintus, youqpretended fimplicityr; but flashes of light soon dazzled the political tortoise, and made you appear a vrery chameleon, giving a diversity of colours to your"
0003000302_000089,"An historical view of the French Revolution, from the assembling of the States General in May, 1789, to the acceptance of the republican constitution in September, 1795. Together with a comprehensive detail of the causes which produced, and the consequences which have teemed from that Great Political Phaenomenon.",,56,0,0,0,0,1,1,2,0,1,1,5,0,0,1,3,0,0,3,0,3,4,0,1,0,1,0,0,1,0,2,0,2,0,0,4,4,2,1,0,0,0,0,1,1,0,1,3,1,0,0,2,0,2,2,0,0,1796,2,2,"Newcastle upon Tyne : printed by and for M. Angus, 1796.",Newcastle upon Tyne,559,unknown,,,FALSE,"from West Slanders. The veteran General Luckner soon after partook of the fate of Houchard; and the learned Bailly , the first Mayor of Paris after the revolution , was condemned by the same tribunal , apparently on an ill-founded charge, viz. that of having entered into a conspiracy with"
0551501200_000021,"Anti-Revolutionary thoughts of a revolutionary writer: from ""the secret history of the revolution of France,"" by Monsieur François Pagès.","Pagès, François Xavier",55,0,1,0,1,0,0,0,0,0,1,3,0,0,9,0,4,0,2,1,0,1,0,0,0,0,0,3,5,0,0,2,1,0,0,0,1,3,0,0,0,2,0,1,0,0,0,4,2,1,0,0,0,3,0,2,2,1800,1,1,"Salisbury : printed for (and by) J. Easton, High-Street: and J. Wright, Piccadilly, London, [1800].",Salisbury,157,male,1745,1802,FALSE,"of ultra revolutionary principles ; afterwards, because you were Ter rorifle or Jacobin ; or merely because you processed revolutionary sentiments. Finally, you were imprisoned, if you appeared suspicious in the mind of any one, who pleated to confider you in that light. Under Robespierre you were reckoned a Federalise"
0613500102_000127,"Biographical memoirs of the French Revolution. By John Adolphus, F.S.A. In two volumes. ...",John Adolphus,52,0,0,0,4,1,0,0,0,1,0,1,0,1,1,0,2,1,0,2,0,1,0,0,0,0,0,3,4,0,1,0,2,0,3,5,3,6,1,1,0,2,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1799,2,2,"London : printed for T. Cadell, jun. and W. Davies, in the Strand, 1799.",London,521,male,1768,1845,FALSE,"taste and comprehension. He was a member of the society formed by Briffot Ami des and others, under the title of Amis des Noirs, the Noi's. objea of which was to procure the unconditional emancipation of all the slaves in the West Indies. In pursuit of this proje&l he displayed"
0309800402_000059,"A residence in France, during the years 1792, 1793, 1794, and 1795; described in a series of letters from an English lady: with general and incidental remarks on the French character and manners. Prepared for the press by John Gifford, Esq. Author of the History of France, Letter to Lord Lauderdale, Letter to the Hon. T. Erskine, &c. In two volumes.",English Lady,41,0,0,0,1,0,0,0,0,0,0,4,0,0,2,1,2,0,0,0,1,2,1,2,1,1,0,3,2,0,1,0,0,0,0,0,1,3,3,2,0,1,0,0,2,0,0,0,1,0,0,2,0,2,0,0,0,1797,2,2,"London : printed for T. N. Longman, Paternoster Row, 1797.",London,493,female,,,FALSE,"not only Tallien and Fre ron, who since their expulsion from the Jacobins have become their most ative enemies, are now in a manner popular , but even the whole Convention is much less detested than it was before. It is the singular felicity of this Assembly to derive a"
0662901200_000009,"The history of Robespierre, Political and Personal. Containing, his principles, actions, and designs, in the Jacobin Club, Commune of Paris, Constituent Assembly, and the Convention. The whole comprehends interesting particulars respecting His commencing Politician, establishing his Tyranny, and falling the Victim of National Vengeance. Interspersed with interesting traits and curious anecdotes of remarkable characters. To which is added, a brief sketch of his person, life and manners.",,57,0,0,0,3,0,0,1,0,0,2,2,0,4,1,2,3,0,0,3,0,2,0,1,0,0,0,1,0,1,1,0,3,0,0,0,3,0,1,5,0,1,2,0,1,0,4,1,0,9,0,0,0,0,0,0,0,1794,1,1,"London : printed by C. Whittingham, for B. Crosby, No. 4, Stationers Court, Ludgate Street; and T. Boosey, Old Broad Street, 1794.",London,142,unknown,,,FALSE,"a deputy to the National Convention ought to possess, adverted to Marat and Legendre, as possessing them in the most eminent degree, and, therefore, the most worthy of being chosen by the Elecoral Assembly . They were accordingly deputed. Robespierre seemed to have feleted Legendre as a fit colleague for"
0613500102_000139,"Biographical memoirs of the French Revolution. By John Adolphus, F.S.A. In two volumes. ...",John Adolphus,63,0,0,0,1,0,0,1,0,0,1,6,0,0,4,3,0,0,1,1,1,2,0,0,0,0,0,1,6,0,1,1,1,0,2,3,0,3,1,1,0,2,1,0,0,0,1,3,0,10,0,0,0,5,0,0,0,1799,2,2,"London : printed for T. Cadell, jun. and W. Davies, in the Strand, 1799.",London,521,male,1768,1845,FALSE,"enemy to "" death , is confined in its operation to the time of "" battle. When the battle is over, the right of "" slaughter ceases. None but Tartars think them"" "" at liberty to butch r their prisoners in C !d "" blood : none but the iavages"
1268600800_000011,"Continuation of the state of France. By the Count de Montgaillard. Translated by Monsieur de L. B***, Knight of Malta, French emigrant.","Montgaillard, Maurice, comte de",34,0,0,0,0,0,1,0,0,3,1,2,0,1,1,0,2,0,0,3,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,3,1,1,1,0,0,1,0,1,0,0,1,0,2,0,0,1,0,0,1,1,0,1794,1,1,"London : sold by E. Harlow, Bookseller to his Majesty, Pall-Mall; and de Boffe, Gerrard-Street, [1794?].",London,118,male,1761,1841,FALSE,"is given a retrospetive force, and a man is held to be a villain, merely because he was not considered to be so formerly: and as a great minister is said to have desired to have but two lines of any ( 47) man's writing, in order to convit him"
0199400202_000095,"The correspondent, a selection of letters, from the best authors; together with some originals, adapted to all the periods and occasions of life: Calculated to form the Epistolary style of Youth of both Sexes; to Impart a Knowledge of the World and Letters; and to Inspire Sentiments of Virtue and Morality. ...",,41,0,0,0,0,0,0,2,0,3,0,1,0,0,2,1,0,1,1,0,0,3,0,0,1,1,0,1,0,0,0,0,0,2,0,3,1,0,2,1,0,1,1,3,0,0,0,3,3,2,0,0,0,0,2,0,0,1796,2,2,"London : printed for T. Cadell, Jun. and W. Davies, (successors to Mr. Cadell) Strand, 1796.",London,353,unknown,,,FALSE,"shelter in the depths of caverns, after the conflagration of their habitations, on the ruins of which placards were fixed, forbidding any person to approach the spot. The hollow cliffs reechoed the moans of the widow and the orphan. Two hundred and eighty young men of Bedouin who had flcwn"
0095500500_000019,"Memoirs of General Dumourier, written by himself. Comprehending the conferences and correspondence with Louis XVI. The Ministers, Generals, and the Principal Members of the Convention, the Different Societies, and Leading Men of France, Flanders, Germany, Holland, England, Spain, Italy, and other Parts of Europe. Forming a complete history of the war, and other important occurences, from the year 1789, to the present time. Translated from the original, by D. Moore.",Charles François Dumouriez,67,0,0,1,2,0,0,0,0,0,2,6,0,0,0,0,3,0,0,3,0,11,1,0,0,0,0,3,7,0,0,3,2,1,0,0,3,2,0,3,0,0,3,0,1,0,1,0,0,0,0,0,0,5,2,0,2,1795,1,1,"London : sold by J. Walker, No. 46, Paternoster-Row, and all Booksellers, [1795?].",London,252,male,1739,1823,FALSE,"mind relative to the king . He expressed his horror at the crime thac was about to stain the nation; he made him sensible that such a detestable triumph given to the Jacobins would end in the ruin of all the honest part of the nation, and would render dte"
1191400104_000115,"Memoirs, illustrating the history of Jacobinism, written in French by the Abbé Barruel, and translated into English by the Hon. Robert Clifford, F. R. S. & A. S. Part I. The Antichristian Conspiracy.",Augustin Barruel,40,0,1,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,2,3,0,3,2,0,0,0,0,0,1,1,0,2,0,0,1,3,0,1,0,0,1,1,0,0,0,3,0,1,0,3,1,1798,4,4,"London : printed for the translator, by T. Burton, No. 11, Gate-Street, Lincoln's-Inn Fields. Sold by E. Booker, No. 56, New Bond-Street, 1798.",London,687,male,1741,1820,FALSE,"becaujejhe was Queen; and never was she more deserving of that exalted ita tion, than when he howed such undaunted courage and greatness of soul in the midst of her murderers. Madame Elizabeth perished, because neither virtue, innocence, nor magnanimity, could efface the slain, indelible in the eyes of the"
0095500500_000008,"Memoirs of General Dumourier, written by himself. Comprehending the conferences and correspondence with Louis XVI. The Ministers, Generals, and the Principal Members of the Convention, the Different Societies, and Leading Men of France, Flanders, Germany, Holland, England, Spain, Italy, and other Parts of Europe. Forming a complete history of the war, and other important occurences, from the year 1789, to the present time. Translated from the original, by D. Moore.",Charles François Dumouriez,44,0,1,2,1,0,0,1,0,0,0,3,0,0,1,0,1,0,2,6,1,0,1,2,0,0,0,3,1,0,1,1,0,2,0,1,4,1,1,1,0,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1795,1,1,"London : sold by J. Walker, No. 46, Paternoster-Row, and all Booksellers, [1795?].",London,252,male,1739,1823,FALSE,"aristocrats, and sending indiscriminately people of both sexes and all ages as hoftagcs to forti sied and other strong places in France . The north and west of France began to discover diffatisfacion at this horrid anarchy . The revoiters of La Vendee were not yet in danger: no difficulty"
1688300100_000247,"Elements of geography, and of natural and civil history. Containing, I. The order of the Spheres. II. The economy of the sublunary works of creation, inanimate and living. III. Picturesque and general sketches of the different parts of the Earth; and the varied appearances and manners of it's inhabitants. IV. The rise, revolution, and fall, of the principal empires of the world. V. Changes through different ages in the manners of mankind. VI. VII. VIII. IX. Description of the different quarters of the world: Europe, Asia, Africa, and America. Their divisions into countries, provinces, &c. Their climates, soils, animals, plants, minerals, mountains, rivers, lakes, canals, commerce, manufactures, curiosities, schools, learning, literati, religious professions, language, government, history, &c. By John Walker.","Walker, John",52,0,0,0,0,0,0,0,0,0,1,7,0,0,1,4,4,0,1,1,1,0,0,3,0,1,0,2,0,0,0,0,2,2,0,2,3,5,1,1,0,1,1,1,0,0,3,0,1,1,1,0,1,0,0,0,0,1795,1,1,"London : Printed and sold by Darton and Harvey, Gracechurch-Street; sold also by H.D. Symonds, Paternoster-Row; Vernor and Hood, Birchin-Lane; and C.D. Piguenit, Aldgate, 1795.",London,694,male,1759,1830,FALSE,"the Jacobin club, which had great influence, he was not pursued with rigour, and still continued his attendance in the hall of the legislature. On the ift of fourth month he recriminated on the Girondine, and denounced 300 of the deputies . On the Izth he renewed his accusation, and"
0943200100_000393,"The reign of Louis the Sixteenth; and complete history of the French Revolution. With notes, critical and explanatory; by John Gifford, Esq, and other able historians.",John Gifford,54,0,0,0,1,0,0,0,0,1,1,5,0,0,0,6,2,0,4,1,0,5,2,0,0,0,0,1,1,0,0,0,3,0,2,1,3,0,1,4,0,1,2,4,1,0,1,0,0,1,0,0,0,0,0,0,0,1795,1,1,"London : printed for and sold by C. Lowndes, Drury-Lane; and J. Parsons, Paternoster-Row, 1795.",London,849,male,1758,1818,FALSE,"executive council, whore ó* decrees it may suspend, when it thinks them contrary to the public interefi, being *' compelled at the same time to give information to the Convention . 3 It is authorised to pursue, in urgent circumitances, external and internal mea 4 .sures of general defence; and"
0628301102_000037,"Secret history of the French Revolution, from the Convocation of the Notables in 1787 to the first of November 1796. ... Translated from the French of Francis Pagès. In two volumes. ...","Pagès, François Xavier",46,0,0,1,0,0,0,1,0,2,2,2,0,0,2,0,0,0,2,2,0,1,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,0,0,0,3,0,0,0,2,4,3,0,0,2,1,3,2,0,1797,2,2,"London : printed for T. N. Longman, and J. Mathews, 1797.",London,478,male,1745,1802,FALSE,"with so much precipitation, that they.often executed one of the accused for another: the unhappy man in vain exclaimed, I am not the person. The reply was, C what difference can it make "" whether your turn comes today or to mor "" row?"" We will content ourselves, in order"
0900901302_000072,"The late picture of Paris; or, a faithful narrative of the Revolution of the tenth of August; ... By J. Peltier, ...",Jean Gabriel Peltier,40,0,1,0,2,0,0,0,0,1,1,1,0,3,0,1,0,0,1,1,1,0,0,0,0,0,0,4,1,0,0,0,1,0,0,4,0,4,1,1,0,1,2,1,0,0,1,3,2,0,0,0,0,0,1,0,0,1792,2,2,"London : printed for the author, and sold by J. Owen; and Chuber, 1792-93.",London,377,male,1760,1825,FALSE,"there proofs of Danton's guilt insufficient, would not his speech to the Jacobins on the 14th of June 1793 , which was inserted at full length two days after in the newspaper belonging to that club, be enough to point out the supreme director of the murders in France ?"
0251100400_000013,"The fall of the French monarchy; or, Louis XVI. An historical tragedy. In five acts. By John Bartholomew, Esq.","Bartholomew, John           1794",72,0,0,0,1,0,0,5,0,1,0,1,0,0,1,1,0,0,0,4,2,0,0,2,1,0,0,10,10,1,5,3,9,1,0,0,0,3,0,4,0,0,2,0,2,0,0,0,0,1,0,0,0,2,0,0,0,1794,1,1,"London : printed for the author, and sold by E. Harlow; and W. Richardson, 1794.",London,101,unknown,,,FALSE,"thy proserr'd boon, Thy boasted liberty , thy Rights of Man, To murder innocence, and give the French , For mild humanity, the tiger's rage, And lion's thirst of blood Ye powers above:! Recall the wonted virtues of my country, Or let me fall My Queen! my children here! My"
0086100202_000059,"A residence in France, during the years 1792, 1793, 1794, and 1795; described in a series of letters from an English lady: with general and incidental remarks on the French character and manners. Prepared for the press by John Gifford, Esq. Author of the History of France, Letter to Lord Lauderdale, Letter to the Hon. T. Erskine, &c. In two volumes. ...",English Lady,38,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,0,0,0,1,2,1,2,1,1,0,2,2,0,1,0,0,0,0,0,1,3,1,2,0,1,0,0,2,0,0,0,2,1,0,2,0,2,0,0,0,1797,2,2,"London : printed for T. N. Longman, Paternoster Row, 1797.",London,495,female,,,FALSE,"were more pernicious as Jacobins than the most furious of their successors. If they did not in person excite the people to the commission of crimes, they corrupted them, and made them fit instruments for the crimes of others. Briffot might asset to condemn the massacres of September in the"
0258800402_000055,"A journal during a residence in France, from the beginning of August, to the middle of December, 1792. To which is added, an account of the most remarkable events that happened at Paris from that time to the death of the late King of France. By John Moore, M.D.",John Moore,42,0,0,0,0,0,1,0,0,0,0,4,0,2,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,5,0,0,0,4,1,0,0,0,1,1,0,0,0,3,1,0,12,0,0,0,0,0,0,0,1794,2,2,"London : printed for G. G. and J. Robinson, 1794.",London,625,male,1729,1802,FALSE,"deliberations on the crimes or virtues of one or two persons. "" It is time,"" said he, "" to estimate those little undertakers of revolutions at their just value; itis time to give over thinking of them and their manoeuvres: for my part, I can see neither Syllas nor Cromwells"
1696600500_000055,"A chronological account and brief history of the events of the French revolution, From the taking of the Bastile, in 1789, to the conquest of Holland, in 1795, including a period of nearly six years, by J. Talma, a native of Paris, and now a dentist in Chester.","Talma, Julie",52,0,0,0,1,0,1,1,0,5,0,3,0,0,0,3,1,0,1,2,5,4,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,3,3,0,0,4,0,2,3,0,0,0,0,2,0,0,1795,1,1,"London : Printed for the author, and sold by G. Sael, Newcastle-Street, Strand, [1795]",London,254,female,1756,1805,FALSE,"cannon, a third of them brass, tents, wagons, c. were taken. The municipal officers, sixty-eight in number, who had collected themselves in the Hall of the Commune; dnd declared for Robespierre , having been been all found guilty, were execuited; as was also a deputy , who had been a"
0180500202_000040,"An impartial history of the late Revolution in France, from its commencement to the death of the Queen, and the execution of the deputies of the Gironde party. In two volumes. ...",Jean-Paul Rabaut Saint-Étienne,60,0,0,0,1,0,0,0,0,0,0,5,0,1,0,1,0,0,1,2,3,1,0,4,0,0,0,1,10,1,1,3,2,2,0,0,8,1,1,0,0,1,1,2,0,0,1,0,0,1,0,0,0,3,0,1,1,1794,2,2,"London : printed for G. G. and J. Robinson, Paternoster-Row, 1794.",London,473,male,1743,1793,FALSE,"hospitals, more than twenty-five thousand deserted through misery and disgust, ansd upwards of ten thousand horses died of hunger !"" If this statement bejuft, it will be easy to account for the subsequent misfortunes and overthrow of the French army in Slanders. The other party , however, have not failed"
0151700103_000129,"A view of universal history, from the creation to the present time. Including an account of the celebrated revolutions in France, Poland, Sweden, Geneva, &c. &c. Together with An Accurate and Impartial Narrative of the Late Military Operations; and Other Important Events. By the Rev. J. Adams, A.M. In three volumes. ...",John Adams,43,0,0,0,0,0,1,0,0,0,0,3,0,3,0,2,4,0,0,2,1,3,0,1,0,0,2,0,0,0,1,0,1,0,1,0,0,3,0,1,0,2,2,2,0,0,3,2,1,1,0,0,0,0,1,0,0,1795,3,3,"London : printed for G. Kearsley, No. 46, Fleet - Street, MDCCXCV. [1795].",London,496,male,1750,1814,FALSE,"talents to do good, but wanted the heart "" and integrity to perform it. It will be pleaing to us, nevertheless, to sec, that all the wickedness with which "" tyrants reproach us, springs from themselves; and that "" fi-om their thrones have issued the riversof.corruption "" that have inundated"
0943200100_000395,"The reign of Louis the Sixteenth; and complete history of the French Revolution. With notes, critical and explanatory; by John Gifford, Esq, and other able historians.",John Gifford,57,0,0,0,1,0,2,0,0,0,2,14,0,0,1,5,4,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,2,1,0,7,5,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1795,1,1,"London : printed for and sold by C. Lowndes, Drury-Lane; and J. Parsons, Paternoster-Row, 1795.",London,849,male,1758,1818,FALSE,"be chosen on the first of November next ensuing, and that it ihoutd meet on the fifteenth of December. The motion was vehemently opposed by Thuriot, and others, who insisted that the Convention could not abandon its poll at so important a crisis, without manifeit injury to therepublics that such"
0667600300_000007,Memoirs of General Dumourier. Written by himself. Translated from the French By J. P. Beaumont. Part I.,Charles François Dumouriez,57,0,0,0,0,0,0,1,0,1,0,4,0,2,2,0,1,0,1,0,1,3,1,0,0,0,0,4,10,2,0,2,1,0,0,8,3,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1794,1,1,"London : printed for Allen and West, No 15, Pater-Noster Row, M,DCC,XCIV. [1794].",London,181,male,1739,1823,FALSE,"was at the devotion X [ 27 ] devotion of Cambon, who at that time appeared to be the friend of the Girondifts ; and Pethion as Mayor of Paris procured them a powerful influence over that city. Elated by prosperity this faaion did not scruple to manifest an. intention"
0040700200_000007,"An idea of the present state of France, and of the consequences of the events passing in that kingdom. By the author of The example of France a warning to Britain.",Arthur Young,60,0,0,0,1,0,0,1,0,1,0,6,0,0,1,0,0,1,0,11,3,0,0,4,1,0,0,5,0,1,1,0,0,0,0,0,3,4,0,5,0,3,0,1,2,0,2,0,0,2,0,0,1,0,0,0,0,1795,1,1,"London : printed for W. Richardson, under the Royal Exchange, 1795.",London,57,male,1741,1820,TRUE,"march and their ships sail under the influence of the guillotine ; the plough muff move by tle same omnipotent inltigation. Here, however, ought to be their great apprehension, and the evil is of a nature that even defpotifin like theirs, more terrible than any that ever yet desolated the"
0340100202_000054,"An Impartial history of the late revolution in France, from its commencement to the death of the Queen, and the execution of the deputies of the Gironde party. In two volumes. Vol. I[-II].",Jean-Paul Rabaut Saint-Étienne,69,0,0,0,3,0,0,0,0,4,4,8,0,0,1,4,2,0,2,2,1,2,0,3,0,0,0,2,1,1,1,0,4,0,0,9,4,3,0,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1794,2,2,"Philadelphia : Printed for M. Carey, no. 118, Market Street, July 17, M.DCC.XCIV. [1794].",Philadelphia,239,male,1743,1793,FALSE,"ill-treated of sicer.. The national convention , on the loth of May, took poaleffion of their new hall of assembly in the palace of the Tuilleries, and on that day they laid the first stone of the new edifice of the conititution: the trans aaions of this day may perhaps"
0547500109_000045,"A summary of universal history from the creation to the present time. In letters from a father to his son. By Francis Dobbs, Esq. Member for the Borough of Charlemont, in Ireland. ...",Francis Dobbs,51,0,1,0,1,0,1,0,0,1,1,5,0,0,1,2,2,0,4,3,3,3,0,0,0,0,0,1,2,0,0,0,2,2,0,5,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,2,2,0,0,1800,9,9,"London : printed for the author [by S. Gosnell], and sold by S. Sael and Co. No. 192, Strand, 1800.",London,360,male,1750,1811,FALSE,"ill success of th<mies afforded Robefpiere, an opportunity to bring them into disgrace with the Jacobins . He did so, and on the ft of May a general rising of the members of that club resident in Paris , took place. The consequence of this was the arrest of Briffot"
1009500102_000059,"The history of Jacobinism, its crimes, cruelties and perfidies, from the commencement of the French Revolution, to the death of Robespierre: Comprising An Inquiry into the Manner of Disseminating, under the Appearance of Philosophy and Virtue, Principles which are equally subversive of Order, Virtue, Religion, Liberty and Happiness. ... . By William Playfair, Author of the Commercial and Political Atlas, &c.",William Playfair,62,0,0,0,5,0,3,0,0,3,0,8,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,3,0,0,1,5,0,0,2,0,0,1,6,0,0,0,0,0,12,0,0,0,0,2,0,0,1798,2,2,"London : printed for J. Wright, No. 169, Piccadilly, 1798.",London,374,male,1759,1823,FALSE,"impostor, on account of falsities contained, in his discourse; and finished by saying, that "" if "" liberty of opinion was no longer to be enjoyed, "" he would rather that his dead body should fcrve ""as as a throne for an ambitious man, than that he i' should, by"
0086100202_000035,"A residence in France, during the years 1792, 1793, 1794, and 1795; described in a series of letters from an English lady: with general and incidental remarks on the French character and manners. Prepared for the press by John Gifford, Esq. Author of the History of France, Letter to Lord Lauderdale, Letter to the Hon. T. Erskine, &c. In two volumes. ...",English Lady,48,0,2,0,1,0,0,0,0,8,0,5,0,0,1,1,2,0,0,2,0,1,0,4,3,1,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,1,0,3,0,0,0,1,2,2,0,0,1,0,1,0,0,1797,2,2,"London : printed for T. N. Longman, Paternoster Row, 1797.",London,495,female,,,FALSE,"terror , and every heart was compressed beneath its influence. in this consisted the strength of the government ; and that government was such, that the immense population of a valt territory, seemed to have lost all the qualities which distinguish man from the animals attached to him. they appeared"
0727000501_000050,"The anti-Jacobin, or weekly examiner. In two volumes. ...",,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,2,4,0,2,1,0,0,5,0,1,0,0,0,0,0,2,4,0,0,1,1,0,0,1,0,0,0,4,3,3,0,0,3,0,0,0,0,1799,1,2,"London : printed for J. Wright, 1799.",London,645,unknown,,,FALSE,"establish their old connexions and corresponden cies; the Guillotine , indeed, their old instrument of Terror , is at present under a bad name, and has besides been so long in disuse, that it would hardly be sale to bring it into action as an engine of Government But the"
1027200100_000166,"The history of Jacobinism, its crimes, cruelties and perfidies: comprising an inquiry into the manner of disseminating, under the appearance of philosophy and virtue, principles which are equally subversive of order, virtue, religion, liberty and happiness. By William Playfair, author of the commercial and political atlas, &c.",William Playfair,45,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,5,2,0,0,2,0,1,0,4,0,1,1,1,0,0,0,0,2,1,0,2,0,0,1,2,0,0,0,1,3,6,0,0,0,2,2,0,1,1795,1,1,"London : printed for John Stockdale, Piccadilly, 1795.",London,821,male,1759,1823,FALSE,"France would be exhaufied of fatious leaders ; but that was a great mistake, the number increases every day, and at present the great bulk of the nation is accustomed to live by disorder, and a considerable portion of it can live by nothing else. The tyrant had no sooner"
0733200700_000010,"The bloody buoy, thrown out as a warning to the political pilots of all nations. Or a faithful relation of a multitude of acts of horrid barbarity, Such as the Eye never witnessed, the Tongue never expressed, or the Imagination conceived, until the commencement of the French Revolution. To which is added, an Instructive Essay, tracing these dreadful effects to their real causes. By Peter Porcupine. Addressed to the people of Great Britain.",William Cobbett,55,1,0,0,5,0,0,2,0,1,1,3,0,0,2,0,1,0,1,1,1,2,0,2,0,2,0,0,4,1,0,0,3,0,0,3,0,4,0,3,0,0,1,1,0,0,0,1,1,1,0,1,1,2,2,1,0,1797,1,1,"[London] : Philadelphia printed. London reprinted, and sold by J. Wright, No. 169, Opposite old Bond-Street, Piccadilly, 1797.",London,272,male,1763,1835,FALSE,"will be necessary to give e.reader a concise sketch of the progress of he Revolution down to the epoch when the ork was publifshed. The States- general , consisting of the three rders, the Nobility, the Clergy, and the iers etats, or cqmmonalty, were assembled n the 4 of May,"
1482700300_000123,"The New annual register, or General repository of history, politics, and literature, for the year 1795. To which is prefixed, the history of knowledge, learning, and taste, in Great Britain, during the reign of King Charles the First.",,47,0,0,0,0,0,1,0,0,8,0,7,0,0,1,3,1,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,2,1,0,1,2,1,3,1,0,1,0,0,0,0,1,0,2,3,0,0,0,2,1,0,0,1796,1,1,"London : Printed for G.G. and J. Robinson, Pater-noster-Row, MDCCXCVI. [1796].",London,784,unknown,,,FALSE,"in the committee ."" The accused members then proceeded to eftablith, "" that the committee could not, with any fair ness, be impeached for the crimes of the representatives in the departments, or for those of the two hundred and fifty thousand members of the revolutionary committees , nor for"
0461000201_000019,Memoirs of General Dumourier. Written by himself. ---- vitam qui impendere vero. Translated by John Fenwick. Part I.,Charles François Dumouriez,53,0,0,0,2,0,1,0,0,2,0,3,0,1,2,1,0,0,1,2,1,4,0,0,0,1,0,2,8,2,0,2,1,0,0,4,4,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,2,1794,1,2,"Dublin : printed by Z. Jackson, No. 5, New Buildings, Sackville-Street, 1794.",Dublin,141,male,1739,1823,FALSE,"been successful, that the departments would have joined them to five the king and the country, and that the Jacobins would have been crushed. But the Girondine party possessed not the courage their situation demanded. They contented themselves with propoling an inadequate appeal to the people on the fate of"
