PassageID,Title,Author,Total termFreq,termFreq(add),termFreq(bake),termFreq(beat),termFreq(boil),termFreq(bread),termFreq(butter),termFreq(clean),termFreq(close),termFreq(cloth),termFreq(cold),termFreq(cover),termFreq(cream),termFreq(cut),termFreq(dish),termFreq(dry),termFreq(egg),termFreq(fine),termFreq(flour),termFreq(flower),termFreq(grate),termFreq(half),termFreq(heat),termFreq(hot),termFreq(hour),termFreq(juic),termFreq(lai),termFreq(larg),termFreq(lemon),termFreq(liquor),termFreq(littl),termFreq(mace),termFreq(melt),termFreq(milk),termFreq(mix),termFreq(nutmeg),termFreq(orang),termFreq(ounc),termFreq(oven),termFreq(pan),termFreq(peel),termFreq(pepper),termFreq(pint),termFreq(pot),termFreq(pound),termFreq(quart),termFreq(quarter),termFreq(red),termFreq(sauc),termFreq(set),termFreq(slice),termFreq(small),termFreq(spoon),termFreq(sugar),termFreq(syrup),termFreq(togeth),termFreq(turn),termFreq(water),termFreq(white),termFreq(wine),termFreq(yolk),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0094600200_000105,"The art of cookery, made plain and easy; Which far exceeds any Thing of the Kind yet published. Containing, I. How to Roast and Boil to Perfection every Thing necessary to be sent up to Table. II. Of Made-Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and little Corner-Dishes for a great Table. V. To dress Fish. VI. Of Soups and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a Number of good Dishes which may be made use of at any other Time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Dishes for a Voyage; and setting out a Table on board. XII. Of Hog's-Puddings, Sausages, &c. XIII. To pot and make Hams &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheesecakes, Creams, Jellies, Whip-Syllabubs, &c. XVII. Of made Wines, Brewing, French Bread, Mussins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. To make Anchovies, Vermicelli, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to market; the Season of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain Cure for the Bite of a Mad Dog, by Dr. Mead. XXII. A Receipt to keep clear from Bugs. To which are added, one hundred and fifty new and useful receipts; and also fifty receipts for different articles of perfumery. With a Copious Index. By a lady.",Hannah Glasse,243,0,12,9,9,4,11,4,0,0,1,1,8,2,5,0,10,3,1,3,10,16,0,1,4,1,3,2,2,0,8,0,5,7,10,5,2,0,2,3,1,0,4,0,19,6,3,0,1,1,0,2,7,8,0,9,0,6,9,0,3,1778,1,1,"London : printed for W. Strahan, J. Rivington and Sons, S. Crowder, J. Hinton, J. Johnson, T. Longman, W. Owen, B. White, T. Caslon, J. Wilkie, J. Robson, G. Robinson, T. Cadell, T. Becket, W. Davies, J. Knox, W. Nicoll, T. Lowndes, R. Dymott, H. Gardner, B. Domville, J. Richardson, T. Durham, R. Baldwin, J. Bew, F. Newberry, W. Goldsmith, Fielding and Walker, J. Wallis, and W. Fox, MDCCLXXVIII. [1778].",London,451,female,1708,1770,TRUE,"puff pafte, and lay all over the dish : pour in the ingredients, and batke it. 5t bkil an aimsnd pzddgi;. BEAT a pound of fweet almonds as small as possible, with three spoonfuls of role water , and a gill of sack or white vine, and mix in half"
0491701000_000048,"A collection of above three hundred receipts in cookery, physick and surgery; for the use of all good wives, tender mothers, and careful nurses. By several hands. The sixth edition. To which is added, a second part, containing A great Number of Excellent Receipts, for Preserving and Conserving of Sweet-Meats, &c.","Kettilby, Mary",198,1,5,15,6,1,4,0,0,0,3,1,3,1,2,1,10,9,3,4,5,3,0,2,2,2,2,5,5,0,9,0,2,7,6,1,9,2,4,2,1,0,2,1,10,4,3,0,0,2,1,3,5,7,0,3,0,10,8,0,1,1746,1,1,"London : printed for the executrix of Mary Kettilby; and sold by W. Parker, at the King's-Head in St. Paul's Church-Yard, MDCCXLVI. [1746].",London,284,female,,,FALSE,"four to nine Eggs ; beat them well, and leave a little of your Milk to mix and strain with theon. 4 Pans A Pancake Pudding. AK E a Quart of Milk , four Eggs , two T large Spoonfuls of Flour , a little Salt, and a very little"
0094600200_000079,"The art of cookery, made plain and easy; Which far exceeds any Thing of the Kind yet published. Containing, I. How to Roast and Boil to Perfection every Thing necessary to be sent up to Table. II. Of Made-Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and little Corner-Dishes for a great Table. V. To dress Fish. VI. Of Soups and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a Number of good Dishes which may be made use of at any other Time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Dishes for a Voyage; and setting out a Table on board. XII. Of Hog's-Puddings, Sausages, &c. XIII. To pot and make Hams &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheesecakes, Creams, Jellies, Whip-Syllabubs, &c. XVII. Of made Wines, Brewing, French Bread, Mussins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. To make Anchovies, Vermicelli, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to market; the Season of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain Cure for the Bite of a Mad Dog, by Dr. Mead. XXII. A Receipt to keep clear from Bugs. To which are added, one hundred and fifty new and useful receipts; and also fifty receipts for different articles of perfumery. With a Copious Index. By a lady.",Hannah Glasse,175,2,0,6,9,1,5,1,3,0,1,3,1,6,3,0,8,3,3,1,2,8,0,0,1,0,2,2,2,4,13,3,1,1,5,4,1,3,0,6,3,5,3,1,5,9,2,0,4,5,0,2,2,1,0,3,0,7,2,2,5,1778,1,1,"London : printed for W. Strahan, J. Rivington and Sons, S. Crowder, J. Hinton, J. Johnson, T. Longman, W. Owen, B. White, T. Caslon, J. Wilkie, J. Robson, G. Robinson, T. Cadell, T. Becket, W. Davies, J. Knox, W. Nicoll, T. Lowndes, R. Dymott, H. Gardner, B. Domville, J. Richardson, T. Durham, R. Baldwin, J. Bew, F. Newberry, W. Goldsmith, Fielding and Walker, J. Wallis, and W. Fox, MDCCLXXVIII. [1778].",London,451,female,1708,1770,TRUE,"a le; le flour , set them on the fire, keeping the fatce pan Snaking all the time till the butter is melted . Season it with pepper and salt, beat the yolks of three eggs , put them in, Stir them all the time for fear of curdling, grate"
0094700400_000124,"Domestic economy; or, a complete system of English housekeeping: containing the most approved receipts, confirmed by Observation and Practice, in every reputable English book of cookery now extant; besides a great Variety of others which have never before been offered to the Public. Also a valuable Collection, translated from the Productions of Cooks of Eminence who have published in France, with their respective Names to each Receipt; which, together with the Original Articles, form the most complete System of Housekeeping ever yet exhibited, under the following Heads, viz. Roasting, Boiling, Made-Dishes, Frying, Broiling, Potting, Fricasses, Ragouts, Soups, Sauces, Gravies, Hashes, Stews, Puddings, Custards, Cakes, Tarts, Pies, Pasties, Cheesecakes, Jellies, Pickling, Preserving, and Confectionary. To which is prefixed, in order to render it as complete and perfect as possible, An Elegant Collection of Light Dishes for Supper, Adapted for Every Month in the Year. Also the complete brewer; Containing Familiar Instructions for brewing all Sorts of Beer and Ale; including the proper Management of the Vault or Cellar. Likewise the family physician; being a collection of the most valuable and approved prescriptions by Mead, Sydenham, Tissot, Fothergill, Elliot, Buchan, and Others. By Maximilian Hazlemore.",,183,4,0,10,5,1,5,0,0,0,1,0,3,2,1,2,10,6,8,0,7,5,1,2,2,2,3,3,2,0,11,1,3,5,5,5,2,1,0,5,1,0,7,0,3,3,3,0,3,0,3,1,8,9,0,2,1,3,5,4,4,1794,1,1,"London : printed for J. Creswick, and Co, 1794.",London,423,unknown,,,FALSE,"and wine sauce in a boat. Farley, 226 Stravwberry Fritters. Make a batter with flour ; a spoonful of oil, white wine , a, little rasped lemon peel . and the whites of two or three eggs ; make it pretty bfft, just fit to drop with a spoon ."
0101600400_000023,"English housewifery, exemplified in above four hundred and fifty receipts, giving directions in most parts of cookery; And how to prepare various Sorts of Soops, Made Dishes, Pastes, Pickles, Cakes, Creams, Jellies, Made Wines, &c. &c. &c. With cuts, for the orderly placing the dishes and courses; also Bills of Fare for every Month in the Year; and an Alphabetical Index to the Whole. A Book necessary for Mistresses of Families, higher and lower Women Servants, and confined to Things Useful, Substantial, and Splendid, and calculated for the Preservaion of Health, and upon the Measures of Frugality, being the Result of Thirty Years Practice and Experience. By Elizabeth Moxon. With an appendix, Containing upwards of Eighty Receipts, of the most valuable Kind, (many never before printed) communicated to the Publisher by several Gentlewomen in the Neighbourhood, distinguished by their extraordinary Skill in Housewifery. - To this Edition is now added, An Introduction, giving an Account of the Times when River Fish are in Season; and a Table, shewing at one View the proper Seasons for Sea Fish.",Elizabeth Moxon,188,0,3,11,9,4,3,4,2,2,1,2,4,7,2,1,9,5,3,0,7,6,0,1,2,1,2,2,2,0,19,1,0,6,5,5,3,4,1,2,2,3,1,0,12,2,4,0,1,0,3,1,3,7,0,4,1,0,2,1,0,1790,1,1,"Leeds : printed by Thomas Wright, for J. Binns, and W. Fawdington, Leeds; Wilson, Spence and Mawman, York; and sold by Scatcherd and Whitaker, Ave-Maria-Lane, and William Bent, Paternoster-Row, London; and by most Booksellers in Great-Britain, 1790.",Leeds,266,female,,,TRUE,"it into a china basin, lay your fritters round, grate a little sugar over them, and serve them up. 159 To make fwite Puddings iin s. Take half a pound of rice, cree it in milk while it be soft, when it is creed puit i. into a cullender to"
1315700800_000018,"The ladies complete cookery; or, Family pocket companion, made plain and easy; Being the best collections of the choicest and least extravagant receipts in every branch of cookery, pastry, preserving, candying, pickling, collaring, &c. with plain and easy directions for marketing, with the seasons of the year for butcher's meat. poultry, fish, &c. &c. Also the art of making wines, brewing, making French bread, &c. To which is added, family receipts for the cure of several disorders incident to the human body. By Mrs. Mary Wilson, of Hertfordshire.","Wilson, Mary",192,0,4,8,9,1,5,1,1,1,1,0,2,2,1,3,8,11,6,1,6,12,1,1,6,1,5,2,1,0,9,1,4,7,9,2,5,0,3,3,1,2,3,0,13,2,1,0,0,4,0,2,3,3,0,6,1,4,1,1,2,1770,1,1,"London : Printed for the authoress, and sold by J. Roson, No. 54. St. Martins le Grand, [1770?].",London,192,female,,,FALSE,"it stand all night. The next day make Iboe fine peste, and lay at the bottom of your duh ian round the elges; when the oven is ready, pour in your fluff, an lay lon �poces, .拢 marrop; fton he tfp' Half an hour , wd bake it., you, to"
0657700400_000084,"The art of cookery, made plain and easy; which far exceeds any thing of the kind ever yet published. Containing, I. Of Roasting, Boiling, &c. II. Of Made-Dishes. III. Read this Chapter, and you will find how Expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes fit for a Supper, or Side-Dish, and little Corner-Dishes for a great Table; and the rest you have in the chapter for Lent. V. To dress Fish. VI. Of Soops and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Fast-Dinner, a Number of good Dishes, which you may make use for a Table at any other Time. X. Directions for the Sick. XI. For Captains of Ships. XII. Of Hog's Puddings, Sausages, &c. XIII. To Pot and Make Hams, &c. XIV. Of Pickling. XV. Of Making Cakes, &c. XVI. Of Cheesecakes, Creams, Jellies, Whip Syllabubs, &c. XVII. Of Made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries, and Preserves, &c. XIX. To Make Anchovies, Vermicella, Ketchup, Vinegar, and to keep Artichokes, French-Beans, &c. XX. Of Distilling. XXI. How to Market, and the Seasons of the Year for Butcher's Meat, Poultry, Fish, Herbs, Roots, &c. and Fruit. XXII. A certain Cure for the Bite of a Mad Dog. By Dr. Mead. By a lady.",Hannah Glasse,197,1,5,1,9,0,13,3,4,0,0,6,2,4,2,1,2,3,5,0,3,6,0,4,0,1,6,2,9,7,10,4,6,0,0,5,0,0,1,10,1,2,8,0,3,1,4,3,10,3,2,1,6,0,0,2,0,4,6,5,1,1747,1,1,"London : printed for the author; and sold at Mrs. Ashburn's, a China-Shop, Corner of Fleet-Ditch, MDCCXLVII. [1747].",London,177,female,1708,1770,TRUE,"on one Side. Garniih with Lemon and horf reddiflh craped; melt some Butter , with a little of the fiih liquor , an Anchovy, Oyflers, or Shrimps, or just what you fancy. To Stew Cod. C U T your Cod into Slices an Inch thick, lay them in the Bottom"
0328400300_000054,"The compleat housewife: or, accomplish'd gentlewoman's companion. Being a collection of upwards of six hundred of the most approved receipts With copper plates curiously engraven for the regular Disposition or Placing the various Dishes and Courses. And also bills of Fare for every Month in the Year. To which is added, a Collection of above Three Hundred Family Receipts of Medicines; viz. Drinks, Syrups, Salves, Ointments, and various other Thing, of sovereign and approved Efficacy in most Distempers, Pains, Aches, Wounds, Sores, &c particularly Mrs. Stevens's Medicines for the Cure of the Stone and Gravel, and Dr. Mead's famous Receipt for the Cure of a Bite of a mad Dog; with several other excellent Receipts for the same, which have cured when the Person was disordered, and the salt Water fail'd; never before made publick; fit either for private Families, or such publick-spirited Gentlewomen as would be beneficent to their poor Neighbours. By E. Smith. not in any of the former Impressions.",Eliza Smith,206,2,6,7,0,2,11,0,0,0,2,0,5,4,0,0,10,4,4,2,5,19,0,1,4,1,1,2,4,1,4,3,4,1,9,4,2,5,5,0,3,1,6,1,18,0,4,0,0,2,3,2,2,4,0,9,0,4,4,1,8,1746,1,1,"London : printed for H. Pemberton, at the Golden-Buck, against St. Dunstan's-Church in Fleet-Street, M.DCC.XLVI. [1746].",London,414,female,,,FALSE,"pour it in, taste how the Pie is seasoned; and if it wants, you may season the liquor accordingly; if you please you may lay slices of butter upon the Hare before it goes into the oven , which I think best, instead of the melted butter : after, a"
1077800400_000061,"English housewifery. Exemplified in above four hundred and fifty receipts, giving directions in most parts of cookery; And how to prepare various Sorts of Soops, Made-Dishes, Pastes, Pickles, Cakes, Creams, Jellies, Made-Wines, &c. With Cuts for the orderly placing the Dishes and Courses; also Bills of Fare for every Month in the Year; and an alphabetical Index to the Whole. A Book necessary for Mistresses of Families, higher and lower Women Servants, and confined to Things Useful, Substantial and Splendid, and calculated for the Preservation of Health, and upon the Measures of Frugality, being the Result of thirty Years Practice and Experience. By Elizabeth Moxon. With an appendix, Containing upwards of Seventy Receipts, of the most valuable Kind, (many never before printed) communicated to the Publisher by several Gentlewomen in the Neighbourhood, distinguished by their extraordinary Skill in Housewifery.",Elizabeth Moxon,253,1,6,15,10,8,8,0,2,2,1,0,6,2,1,4,11,6,4,2,4,16,1,1,5,0,0,0,0,0,11,4,1,3,9,4,2,7,4,1,1,0,4,0,23,2,9,2,3,0,0,0,7,17,0,8,0,4,5,6,0,1769,1,1,"Leeds : printed by Griffith Wright: for George Copperthwaite, bookseller in Leeds; and sold by Mr. E. Johnson, Bookseller in Ave-Mary-Lane, London; and by most Booksellers in Great-Britain, 1769.",Leeds,261,female,,,TRUE,"pint of good milk , one spoonful of flour , a little mace or cinnamon, and three spoonfuls of wine ( 3) wine or brandy; mix all these well together , and bake it in a pretty quick oven . Sauce . Wine and butter . 27 CARROT PUDDING another"
0492301500_000046,"The modern cook; and frugal housewife's compleat guide to every branch in displaying her table to the greatest advantage, viz. The Judgment of Meat at Market; With Directions for Roasting. Boiling. Hashing. Stewing, Broiling, Frying, Tricassdying, and Baking; Also for Making Puddings, Custards, Cakes, Cheese Cakes, Pils, Tarts, Ragouts, Soups, Creams, Jellies, Syllabues, Wines, &c. &c. And several select Papers by a Lady of Distinction, lately deceased, of New and in infallible Rules to be observed in Pickling, Preserving, Brewing, &c. By E. Spencer, Late Principal Cook to a Capital Tavern in London.","Spencer, E.",228,3,6,6,5,3,6,2,0,2,3,0,2,0,0,4,14,2,8,2,4,21,0,0,5,0,2,1,3,0,9,1,1,6,4,3,4,6,7,3,3,3,3,0,27,1,7,0,0,3,0,0,4,7,0,8,1,6,5,0,2,1782,1,1,"Newcastle upon Tyne : printed for the author, 1782.",Newcastle upon Tyne,169,unknown,,,FALSE,"it is like grated bread , adding.to it a little nutmeg , and a few. carraway seeds; make a hole in the middle, an d put in half a pint of thick ale yeast, three eggs , and as much warm milk as will make it into a light parte;"
1315700800_000023,"The ladies complete cookery; or, Family pocket companion, made plain and easy; Being the best collections of the choicest and least extravagant receipts in every branch of cookery, pastry, preserving, candying, pickling, collaring, &c. with plain and easy directions for marketing, with the seasons of the year for butcher's meat. poultry, fish, &c. &c. Also the art of making wines, brewing, making French bread, &c. To which is added, family receipts for the cure of several disorders incident to the human body. By Mrs. Mary Wilson, of Hertfordshire.","Wilson, Mary",181,0,4,3,11,1,7,5,3,2,0,1,0,5,2,0,8,8,3,1,2,5,0,4,3,1,9,3,3,1,12,3,3,4,5,3,2,0,3,2,2,1,2,1,9,0,3,0,1,0,0,3,2,7,0,4,0,6,3,3,2,1770,1,1,"London : Printed for the authoress, and sold by J. Roson, No. 54. St. Martins le Grand, [1770?].",London,192,female,,,FALSE,"Have good fresh butter melted in a cup, and fine beaten sugar in a saucer. Another way to make apple dump'ings. Make a good puff aft cruft, roll it out a little thicker than a crown piece, pare some large apples, alnd roll every apple in a piece of this"
0094600300_000051,"The British housewife: or, the cook, housekeeper's, and gardiner's companion. Calculated for the Service both of London and the Country; And directing what is necessary to be done in the Providing for, Conducting, and Managing a Family throughout the Year. Containing a general account of fresh provisions of all Kinds. Of the several foreign Articles for the Table, pickled, or otherwise preserved; and the different Kinds of Spices, Salts, Sugars, and other Ingredients used in Pickling and Preserving at Home: Shewing what each is, whence it is brought, and what are its Qualities and Uses. Together with the Nature of all Kinds of Foods, and the Method of suiting them to different Constitutions; a bill of fare for each month, the Art of Marketing and chusing fresh Provisions of all Kinds; and the making as well as chusing of Hams, Tongues, and other Store Dishes. Also Directions for plain Roasting and Boiling; and for the Dressing of all Sorts of Made Dishes in various Tastes; and the preparing the Desert in all its Articles. Containing a greater Variety than was ever before publish'd, of the most Elegant, yet least Expensive receipts in Cookery, Pastry, Puddings, Preserves, Pickles, Fricassees, Ragouts, Soups, Sauces, Jellies, Tarts, Cakes, Creams, Custards, Candies, Dry'd Fruits, Sweetmeats, Made Wines, Cordials, And Distillery. To which are annexed, the art of carving; and the Terms used for cutting up various Things; and the polite and easy Manner of doing the Honotors of the Table: The whole Practice of Pickling and Preserving: And of preparing made Wines, Beer, and Cyder. As also of distilling all the useful Kinds of Cordial and Simple Waters. With the Conduct of a Family in Respect of Health; the Disorders to which they are every Month liable, and the most approved Remedies for each. And a variety of other valuable particulars, necessary to be known in All Families; and nothing inserted but what has been approved by Experience. Also the Ordering of all Kinds of profitable Beasts and Fowls, with respect to their Choice, their Breeding and Feeding; the Diseases to which they are severally liable each Month, and Receipts for their Cure. Together with the Management of the pleasant, profitable, and useful Garden. The Whole embellished with a great Number of curious copper plates, shewing the Manner of Trussing all Kinds of Game, wild and tame Fowls, &c. as also the Order of setting out Tables for Dinners, Suppers, and Grand Entertainments, in a Method never before attempted; and by which even those who cannot read will be able to instruct themselves. By Mrs. Martha Bradley, late of Bath: Being the Result of upwards of Thirty Years Experience.",Martha Bradley,175,4,3,3,12,3,9,3,0,0,0,0,2,10,4,0,5,5,5,0,3,5,1,0,1,0,4,2,4,1,11,3,3,1,5,2,0,0,2,0,1,4,2,1,2,2,2,0,5,4,2,6,8,0,0,5,0,4,4,3,4,1760,1,1,"London : printed for S. Crowder and H. Woodgate, at the Golden Ball in Paternoster Row, [1760?].",London,755,female,,,FALSE,"A P. XII Of Baking . HIS is another of the lesser Articles in Cookery, but not altogether to be negleted, for it is a Source of Variety. A R T. I. To bake Mutton Chops. Butter a Dish , and lay in some fine Mutton Chops firfr, sprinkling them"
1378000100_000021,"The Frugal house-keeper, or, The compleat cook. Being the newest collection of the most genteel, and least expensive receipts in every branch of cookery, viz. going to market; for roasting, boiling, hashing, stewing, broiling, frying, fricasseying, baking, also for making puddings, custards, cakes, cheese cakes, pies, tarts, ragouts, soups, creams, jellies, syllabubs, wines, &c. &c. And several select papers by a lady of distinction, lately deceased, of new and infallible rules to be observed in pickling, preserving, brewing, &c. To which is added, the art of clear starching, ironing, &c. With many other articles equally necessary in the washing of linen, lace,. &c. Also a treasure of valuable and useful receipts from the toilet of Flora. Being a collection of the most simple and approved methods of preparing essences, pomatums, powders, perfumes, sweet scented waters, and opiates for preserving and whitening the teeth, &c. with receipts for cosmetics of every kind, that can smooth and brighten the skin, give force to beauty, and take off the appearance of old age and decay. For the use of the ladies, &c.",,209,1,6,4,9,1,8,2,0,0,5,3,1,5,1,0,11,7,5,0,3,10,0,1,1,3,7,1,6,3,5,3,1,0,4,5,4,3,7,0,4,0,2,0,20,0,6,3,0,2,2,3,1,12,0,4,0,7,2,3,2,1778,1,1,"London : [s.n.], Printed in the year, 1778.",London,206,unknown,,,FALSE,"on your cover , and bake it in a slow oven . To make an Artichoke pie. Take twelve artichoke bottoms, boil them tender, boil the yolks of twelve eggs hard, then take three ounces of candied orange , lemon , and citron peel , half a pound of raisins"
0541600300_000073,"The cooks and confectioners dictionary: or, the accomplish'd housewives companion. Containing I. The choicest Receipts in all the several Branches of Cookery; or the best and newest Ways of dressing all Sorts of Flesh, Fish, Fowl, &c. for a Common or Noble Table; with their proper Garnitures and Sauces. II. The best Way of making Bisks, Farces, forc'd Meats, Marinades, Olio's, Puptons, Ragoos, Sauces, Soops, Pottages, &c. according to the English, French, and Italian Courts. All Sorts of Pickles. III. All Manner of Pastry-Works, as Biskets, Cakes, Cheese-Cakes, Custards, Pastes, Patties, Puddings, Pyes, Tarts, &c. IV. The various Branches of Confectionary; as Candying, Conserving, Preserving, and Drying all Sorts of Flowers, Fruits, Roots, &c. Also Jellies, Composts, Marmalades, and Sugar-Works. V. The Way of making all English potable Liquors; Ale, Beer, Cyder, Mead, Metheglin, Mum, Perry, and all Sorts of English Wines: Also Cordials, and Beautifying Waters. VI. Directions for ordering an Entertainment, or Bills of Fare, for all Seasons of the Year; and setting out a Desert of Sweet-Meats to the best Advantage: With an Explanation of the Terms us'd in Carving. According to the Practice of the most celebrated Cooks, Confectioners, &c. in the Courts of England, France, &c. and many private and accomplish'd Housewives. The third edition with additions. Revised and recommended by John Nott, late Cook to the Dukes of Somerset, Ormond and Bolton; Lord Lansdown and Ashburnham.","Nott, John, Cook",190,2,3,4,3,1,13,0,0,0,2,2,2,3,1,1,19,2,0,1,3,6,3,4,0,5,2,0,7,0,11,2,2,0,4,6,4,4,0,3,3,2,3,0,12,0,8,0,5,3,3,7,1,6,0,3,1,2,2,1,3,1726,1,1,"London : printed by H. P. for Charles Rivington, at the Bible and Crown, in St. Paul's Church-Yard, MDCCXXVI. [1726].",London,640,unknown,,,FALSE,"part of the Whites , and, with the End of an egg hell, make a Place in your Meat, in which to put your Eggs , which do round in Order let them flew while the Eggs are enough, grate in Nutmeg , squeeze in the Juice of an Orange"
0094700400_000114,"Domestic economy; or, a complete system of English housekeeping: containing the most approved receipts, confirmed by Observation and Practice, in every reputable English book of cookery now extant; besides a great Variety of others which have never before been offered to the Public. Also a valuable Collection, translated from the Productions of Cooks of Eminence who have published in France, with their respective Names to each Receipt; which, together with the Original Articles, form the most complete System of Housekeeping ever yet exhibited, under the following Heads, viz. Roasting, Boiling, Made-Dishes, Frying, Broiling, Potting, Fricasses, Ragouts, Soups, Sauces, Gravies, Hashes, Stews, Puddings, Custards, Cakes, Tarts, Pies, Pasties, Cheesecakes, Jellies, Pickling, Preserving, and Confectionary. To which is prefixed, in order to render it as complete and perfect as possible, An Elegant Collection of Light Dishes for Supper, Adapted for Every Month in the Year. Also the complete brewer; Containing Familiar Instructions for brewing all Sorts of Beer and Ale; including the proper Management of the Vault or Cellar. Likewise the family physician; being a collection of the most valuable and approved prescriptions by Mead, Sydenham, Tissot, Fothergill, Elliot, Buchan, and Others. By Maximilian Hazlemore.",,228,3,4,5,14,3,7,0,3,5,2,0,8,3,5,0,9,7,8,1,7,13,0,2,8,1,3,2,4,0,13,0,3,3,6,2,2,2,0,0,1,0,10,0,15,1,5,1,0,0,2,2,2,10,0,4,2,6,4,2,3,1794,1,1,"London : printed for J. Creswick, and Co, 1794.",London,423,unknown,,,FALSE,"beat them all together with half a pound of sugar , and two spoonfuls of cvder. Lav a good paste round the rim of the dish and pour it in. Rasald, 178 From miafn, 377, with very little alteration. A Ci'ard Pudding. Put a piece of cinnamon in a pint"
0657400802_000033,"The ladies' library: or, encyclopedia of female knowledge, in every branch of domestic economy: comprehending, in alphabetical arrangement, distinct treatises on every practical subject, ... In which is included a vast fund of miscellaneous information, ... In two volumes. ...",Richard Steele,148,6,4,2,4,4,10,0,1,1,2,3,2,2,3,1,5,2,4,0,1,4,2,2,1,3,6,1,8,2,8,1,2,0,0,5,1,0,1,4,2,7,2,2,0,0,0,2,5,0,2,2,1,2,0,1,0,2,3,5,2,1790,2,2,"London : printed for J. Ridgway, 1790.",London,519,male,1672,1729,TRUE,"salt, and slices of bacon over: stew it slowly till done, and serve it upon stewed spinach, or any sort of garden greens, ragoo, or sauce , you think proper. Shoulder Shollier of LAMB, Neighbosir fajlhioi Prepare the ihoulder as the preceding; make a force meat of cold boiled or"
0094801900_000038,"The experienced English housekeeper, for the use and ease of ladies, housekeepers, cooks, &c. Wrote purely from practice, And dedicated to the Hon. Lady Elizabeth Warburton, Whom the Author lately served as House-Keeper: Consisting of near eight hundred original receipts, most of which never appeared in print. Part I. Lemon Pickle, Browning for all Sorts of Made Dishes, Soups, Fish, Plain Meat, Game, Made Dishes both hot and cold, Pyes, Puddings, &c. Part II. All Kind of Confectionary, particularly the Gold and Silver Web for covering of Sweet-Meats, and a Desert of Spun Sugar, with Directions to set out a Table in the most elegant Manner and in the modern Taste, Floating Islands, Fish Ponds, Transparent Puddings, Trifles, Whips, &c. Part III. Pickling, Potting, and Collaring, Wines, Vinegars, Catchups, Distilling, with two most valuable Receipts, one for refining Malt Liquors, the other for curing Acid Wines, and a correct List of every Thing in Season for every Month in the Year. The second edition, with an appendix, containing 102 additional Receipts. And The Plan of a Fire Stove, wherein any common Fuel may be burnt instead of Charcoal. By Elizabeth Raffald.",Elizabeth Raffald,216,1,2,10,9,1,8,3,1,9,4,1,6,2,5,0,8,7,8,1,10,9,0,4,2,2,6,2,2,0,8,0,0,3,6,3,3,7,2,5,0,0,5,0,9,1,5,0,1,1,0,0,3,10,0,3,6,4,3,2,3,1771,1,1,"London : printed for the author, and sold by R. Baldwin, No. 47, in Pater-Noster Row, 1771.",London,407,female,1733,1781,FALSE,"look like a large I 3 yellow yellow plumb if they are well beat : as you fry them, lay them on a sieve to drain, grate sugar round your diih, and serve them up with sack for fauce. it is a Froper corner dish for dinner or supper. orp."
