PassageID,Title,Author,Total termFreq,termFreq(afterward),termFreq(appear),termFreq(arch),termFreq(art),termFreq(author),termFreq(bilhop),termFreq(bishop),termFreq(book),termFreq(born),termFreq(build),termFreq(built),termFreq(cafe),termFreq(chancellor),termFreq(chapel),termFreq(charg),termFreq(church),termFreq(clergi),termFreq(colleg),termFreq(common),termFreq(court),termFreq(dean),termFreq(death),termFreq(degre),termFreq(divin),termFreq(earl),termFreq(fellow),termFreq(follow),termFreq(gave),termFreq(god),termFreq(grant),termFreq(hall),termFreq(head),termFreq(honour),termFreq(hous),termFreq(king),termFreq(land),termFreq(late),termFreq(law),termFreq(learn),termFreq(left),termFreq(littl),termFreq(live),termFreq(london),termFreq(master),termFreq(near),termFreq(north),termFreq(number),termFreq(order),termFreq(oxford),termFreq(person),termFreq(power),termFreq(present),termFreq(queen),termFreq(school),termFreq(sever),termFreq(societi),termFreq(statut),termFreq(univers),termFreq(valu),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0895800400_000010,"The new Oxford guide; or, companion through the University. Exhibiting every particular worthy the observation of the curious In Each Of The Public Buildings, Colleges, Halls, &c. To which is added, a tour to Blenheim, Ditchley, Heythrop, Nuneham, and Stow, the Seats of His Grace the Duke of Marlborough, The late Earl of Litchfield, The Right Hon. the Earl of Shrewsbury, The Right Hon. Earl Harcourt, And the Right Hon. the Marquis of Buckingham. Containing, an accurate description of their tapestry, paintings, sculptures, temples, gardens, and other curiosities. By a gentleman of Oxford.",William Hawkins,84,2,3,0,0,0,0,1,0,0,2,0,0,1,5,0,0,0,17,1,4,0,0,1,2,1,4,0,0,0,0,7,0,0,0,3,1,2,0,0,0,0,0,0,2,2,3,2,0,2,0,0,3,3,5,0,2,0,3,0,0,1797,1,1,"Oxford : printed for J. Fletcher in the Turl; W. Dawson and Co. in the High-Street; E. Newbery, the Corner of St. Paul's Church Yard; and J. Bew, in Paternoster-Row, London, [1797?].",Oxford,182,male,1722,1801,FALSE,"the banks of the river. This College was founded by William Patten, a native C of of Wainfleet in lincoln(hire, from whence he has been usually tiled William of Wainfleet. He was educated at xwnchefter School , and afterwards took his degrees at - Oxford , but in what College"
1037502300_000008,"The gentleman and lady's pocket companion for Oxford. Being an account of the curiosities, and what is most worthy of observation in the university, and in each of the colleges. To which is prefixed, Correct lists of the Chancellors, High-Stewards, Vice-Chancellors, Professors, Lecturers, &c. of the University.",,79,0,1,1,0,0,0,2,4,0,4,1,0,1,9,0,1,0,10,0,7,0,0,1,0,0,4,0,1,0,0,5,1,0,0,4,0,4,0,0,2,0,0,0,0,0,3,2,0,2,0,0,2,1,0,1,2,1,1,1,0,1750,1,1,"Oxford : printed for R. Clements, near the Theatre, [1750?].",Oxford,91,unknown,,,FALSE,"of the Statute which obliges thelf Scholars to kneel before the Fellows at Table, and answer such Questions as are put to them, is still kept up. The principal Benefactors, besides the Founder, were King Edward III and his Queen Philippa; King Charles I. who gave this College three Rectories"
0418500700_000111,"A new display of the beauties of England: or, a description of the most elegant or magnificent public edifices, royal palaces, noblemen's and gentlemen's seats, and other curiosities, natural or artificial, in different parts of the kingdom. Adorned with a variety of copper-plate cuts, neatly engraved.",,83,2,0,0,0,0,0,2,0,0,4,1,0,2,4,0,2,0,17,2,15,1,1,0,0,1,4,0,1,0,1,3,0,0,0,4,0,0,0,0,1,1,0,0,1,1,1,2,1,1,0,0,1,0,0,0,2,1,3,0,0,1773,1,1,"London : printed for R. Goadby; and sold by J. Towers, at No 111, in Fore street, near Cripplegate; and by R. Baldwin No. 47, in Pater-Noster-Row, MDCCLXXIII. [1773].",London,395,unknown,,,FALSE,"consist of two courts , in the first of which is the hall , the chapel , and the principal's lodgings. The library is on the west fide es the inner court , and the other three fides are finished in a decent and uniform manner. This college is chiefly"
1095800100_000113,"The history and antiquities of the cathedral church of Canterbury, and the once-adjoining monastery: containing, an account of its first establishment, Building, Re-Edifications, Repairs, Endowments, Benefactions, Chapels, Altars, Shrines, Reliques, Chauntries, Obiits, Ornaments, Books, Jewels, Plate, Vestments; before the Dissolution of the Monastery: And the Manner of its Dissolution. A survey of the present church and cloysters, Monuments and Inscriptions; with other Things remarkable: Which, with the several Prospects of the Church, are Engraven by the best Hands. The lives of the Archbishops, Priors, &c. of Christ-Church: With an Account of Learned Men there flourishing in their several Times. An appendix of ancient charters and writings relating to the Church and Monastery. A Catalogue of the Church-Wealth in Prior Estrey's Time. An Ancient Saxon Obituary, and a Large One continu'd Thence downward. By the Reverend Mr. J. Dart.","Dart, John",75,5,0,0,0,0,0,4,1,1,2,1,0,0,4,0,4,1,7,0,0,5,4,1,1,1,3,3,2,1,0,0,0,0,0,5,1,0,0,0,1,1,3,4,0,1,0,0,0,3,0,0,1,0,1,0,0,0,2,0,1,1727,1,1,"London : printed, and sold by J. Cole, engraver, at the Crown in Great Kirby-Street, Hatton-Garden, J. Smith, at Inigo Jones's Head, near Exeter-Exchange in the Strand, Jeremiah Battley, at the Dove in Pater-Noster-Row, Aaron Ward, at the King's-Arms in Little-Britain, T. Edlin, at the Prince's-Arms, over-against Exeter-Exchange in the Strand, Joseph Pote, at the Golden-Door, over-against Suffolk-Street, Charing-Cross, MDCCXXVII. [1727].",London,278,unknown,,,FALSE,"preferred to be Bishop of Herefordl, but before he was Consecrated, Translated to London , and made a Privy counsellor; and Lord treafurer on the 6th of Malrch 1635 which Office he very excellently Discharge. When the King's Troubles canme thick upon him, he faithfully attended him in them, and"
1685700800_000024,"A New pocket companion for Oxford: or, Guide through the University. Containing an accurate description of the public edifices, the buildings in each of the colleges; the gardens, statues, pictures, hieroglyphics, and all other curiosities in the university. With an historical account of the foundation of the several colleges, and their present state. To which are added, descriptions of the buildings, tapestry, paintings, sculptures, temples, gardens, &c. at Blenheim, Ditchley, Heythrop, Nuneham and Stow, the seats of His Grace the Duke of Marlborough, the Right Honourable the Earls of Litchfield, Shrewsbury, Harcourt and Temple.",,79,3,0,0,1,0,0,6,1,0,4,1,0,1,1,0,2,0,16,2,0,0,1,0,1,0,4,1,7,0,1,2,0,0,0,2,2,2,0,0,1,1,0,1,1,2,1,1,0,2,1,0,2,1,0,2,0,1,1,0,0,1782,1,1,"Oxford : Printed for D. Prince, and J. Cooke, near the Clarendon Printing-House; and sold by J.F. and C. Rivington, in London, MDCCLXXXII. [1782].",Oxford,165,unknown,,,FALSE,"and Stone Piers. On either Hand is a Wing of new Building , in a Style conformable to the qluadran~gle. That on the Right, was built at the Expense of; Dr. Robilrsts, Bishop of Londea rp And that on the Left by Dr. carter late Provoll; Part teareof being intended"
1461502600_000028,"A Pocket companion for Oxford: Or, Guide through the university. Containing an accurate description of the public edifices, the buildings in each of the colleges; the gardens, statues, busts, pictures; the Hieroglyphics at Magdalen College, and all other curiosities in the University. With an historical account of the foundation of the colleges, their history, and present state. With lists of the chancellors, high-stewards, vice-chancellors, proctors, heads of colleges, professors, lecturers, &c. Adorned with a plan and other copper-plates. To which are added, correct descriptions of the buildings, the tapestry, paintings, sculptures, temples, gardens, and all other curiosities at Blenheim, Ditchley, and Stow, the seats of His Grace the Duke of Marlborough, the Right Honourable the Earl of Litchfield, the Right Honourable the Earl Temple, and several other considerable houses and gardens in the neighbourhood.",,77,1,2,0,0,0,0,1,0,0,2,2,0,1,1,0,1,0,15,0,1,0,0,0,0,0,7,0,1,0,0,3,0,0,2,4,1,2,0,0,1,0,0,0,3,1,3,2,0,1,2,0,4,1,1,0,2,6,2,0,1,1763,1,1,"Oxford : Printed for Daniel Prince, near the Clarendon Printing-House; John Rivington, in St. Paul's Church-Yard, and R. Baldwin, in Pater-noster-Row, London, 1763.",Oxford,150,unknown,,,FALSE,"l~ordi Chnceile of engl/a; d, and then after Bishop of rockefjter: The Initrument of Endowment, with 1ldch ino wy corre1fp nding to the Shic : end apo2ofth wvindjo\w f rn tu nuke a Sho, ut !caii, of being abl~ed to the Ikr: ured here the Bifiop of the Diocese's, and"
1219400800_000015,"A pocket companion for Oxford. Containing, an accurate description of the public edifices, the buildings in each of the colleges, the gardens, Statues, Busts, Pictures, the Hieroglyphicks at Magdalen College, and all other Curiosities, in the University. With an Historical Account of the Foundation of the Colleges, their History, and present State. To which is prefix'd, correct lists of the chancellors, high-stewards, Vice-Chancellors, Professors, Lecturers, &c. With Perspective Views of Radcliffe's Library, Magdalen College New Building, New College from the Garden, Peckwater Square, and the inner Quadrangle of All-Soul's College.",,74,1,0,2,1,0,0,2,1,0,1,0,0,2,2,0,1,0,16,0,0,0,0,1,0,0,9,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,2,2,0,2,0,1,0,0,2,0,4,3,5,1,4,2,0,1756,1,1,"Oxford : printed for R. Clements , near the Theatre ; and sold by R. Baldwin, in Pater Noster-Row, London, 1756.",Oxford,126,unknown,,,FALSE,"that very winter, it was raised up on a Stone pitchid Area against a Wall; with ho other View but to remove the Inconvenience of its lying in the Way: But it soon began to put forth luxuriant Branches, and it has now large Limbs and bears great Quantities of"
1363500200_000181,"A new geographical and historical grammar: Wherein the geographical part is truly modern; and the present state of the several kingdoms of the world is so interspersed, as to render the study of geography both entertaining and instructive. Containing I. A description of the figure and motion of the Earth II. Geographical definitions and problems, being a necessary introduction to this study. III. A general division of the globe into land and water. IV. The situation and extent of the several countries contained in each quarter of the world; their cities, chief towns, history, present state, respectiveforms of government, forces, revenues, taxes, revolutions, and memorable events. Together with an account of the air, soil, produce, traffic, curiosities, arms, religion, language, universities, bishopricks manners, customs, habits, and coins, in use in the several kingdoms and states described by Mr. Salmon. Illustrated with a set of twenty-three new maps of the several countries, drawn by the direction of Mr. Salmon, and engraved by Mr. Jefferys, geographer to His Majesty.",Thomas Salmon,59,0,0,1,2,1,1,2,0,0,1,0,0,4,0,0,2,1,4,1,0,2,0,1,0,0,7,1,0,0,2,0,0,0,0,4,0,3,1,1,0,0,0,0,2,1,0,5,1,0,0,1,1,1,1,1,0,1,2,0,0,1762,1,1,"London : Printed for W. Johnston in Ludgate Street; H. Woodfall, J. Hinton, R. Baldwin, W. Strahan, J. Richardson, B. Law, and S. Crowder and Co., 1762.",London,679,male,1679,1767,FALSE,"wasamnited in the i~th Century, Mayo in the Il th,) and rii~firlnra, ~ uch was annexed to Teram upon the reffora~tion of King cl'arllej the Second, andl hath gone with it ever since, till lately that it is transferred to clon~fert, and Ardazgh in its Room disunited from Biibrrrc, and"
0712200100_000338,"The complete English traveller; or, a new survey and description of England and Wales. Containing A full Account of whatever is Curious and Entertaining In The Several Counties of England and Wales, The Isles of Man, Jersey, Guernsey, And other Islands adjoining to, and dependant on the Crown of Great Britain; Under the following Heads; I. The Ancient and Present State of each County with respect to Agriculture, Manufactures, Trade and Commerce, &c. II. Account of the Air, Soil, Rivers, Lakes, and Mineral Waters. III. A particular Description of all that is curious in the Cities, Corporations, Towns and Villages; with the various Fairs, Markets, and Distances from London. IV. Account of the Cathedrals, Collegiate, and Parish Churches; together with the Remains of Abbys, Priories, Nunneries, and other Religious Houses. V. Description of the Palaces, Houses, Gardens and Parks, belonging to several of the Nobility, Gentry, &c. VI. Account of all the remarkable Battles, Sieges, Castles and Forts, whether Roman, Saxon, Danish, or Norman. Vii. Account of all the Ancient Monuments, with the Reasons for which they were first erected. Viii. Descriptions of every natural Curiosity, whether Mines, Rocks, Caves, Caverns, Grottos, or Fossils. IX. Abstract of the Lives of such Persons, as have done Honour to the Counties where they were born, whether Kings, Princes, Peers, Generals, Admirals, Divines, Lawyers, Physicians, Philosophers, Poets, Historians, &c. To which is added, a concise and accurate description of that part of Great Britain called Scotland; Ancient and Present State, Antiquities and Natural Curiosities: To Gether With The Manners and Customs of the Inhabitants, &c. By Nathaniel Spencer, Esq;","Sanders, Robert",72,0,3,0,2,0,0,1,4,0,2,2,0,1,2,0,4,0,4,1,3,0,0,0,1,0,2,0,1,0,0,4,1,0,1,4,0,4,0,0,2,0,0,1,1,2,2,1,2,1,0,0,5,0,3,1,0,0,4,0,0,1771,1,1,"London : printed for J. Cooke, at Shakespear's-Head, in Pater-Noster-Row, MDCCLXXI. [1771].",London,781,male,1727,1783,FALSE,"and from a variety of circumstances appears to be very ancient. There is a retiring closet, opposite this class on the left hand, where a catalogue is kept of both the nianufcripts, and curiosities, and these two rooms with two similar ones at the north end are secured by folding"
1125100800_000024,"A new pocket companion for Oxford: or, guide through the University. Containing An accurate Description of the Public Edifices, the Buildings in each of the Colleges; the Gardens, Statues, Pictures, Hieroglyphics, and all other Curiosities in the University. With an Historical Account of the Foundation of the several Colleges, and their present State. To which are added, descriptions of the buildings, Tapestry, Paintings, Sculptures, Temples, Gardens, &c. at Blenheim, Ditchley, Heythrop, Nuneham, and Stow, The Seats of His Grace the Duke of Marlborough, The Right Honourable the Earls of Litchfield, Shrewsbury, and Harcourt; and the Marquis of Buckingham. and Adorned with a Plan of the University and City, and Six other Plates.",,73,1,1,1,1,0,0,5,2,0,3,1,0,0,6,0,1,0,10,1,3,0,0,0,1,1,3,0,2,0,0,2,0,0,1,3,1,2,0,0,0,1,0,0,0,2,1,2,0,1,0,0,4,0,0,4,3,1,2,0,0,1788,1,1,"Oxford : printed for D. Prince, and J. Cooke, near the Clarendon Printing-House, MDCCLXXXVIII. [1788].",Oxford,162,unknown,,,FALSE,"Modern Buildings , ereted in in 1706 by Dr. Turner, who was President of the College ,. in which are pleasant and Commodious Rooms which look into Merton and Christchurch Meadows, and a Cloister adjoining; also a neat Strnifure which looks Eastwards, towards Merton College Grove, which i the Apartments"
1124900700_000020,"A pocket companion for Oxford: or, guide through the University. Containing an accurate description of the public edifices, the buildings in each of the colleges; the gardens, Statues, Busts, Pictures; the Hieroglyphics at Magdalen College, and all other Curiosities in the University. With an Historical Account of the Foundation of the Colleges, their History, and present State. With Lists of the Chancellors, High-Stewards, Vice-Chancellors, Proctors, Heads of Colleges, Professors, Lecturers, &c. Adorned with a plan and other copper-plates. To which are added, correct descriptions of th buildings, the Tapestry, Paintings, Soulptures, Temples, Gardens, and all other curiosities at Blenheim, Ditchley, and Stow, The Seats of His Grace the Duke of Marlborough, The Right Honourable the Earl of Litchfield, The Right Honourable the Earl Temple, And other considerable Houses in the Neighbourhood.",,78,1,0,1,2,0,0,3,2,0,3,1,0,2,2,0,0,0,18,1,0,2,0,0,0,1,8,0,2,1,0,3,0,0,3,5,2,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,1,1,1,3,2,0,0,0,1769,1,1,"Oxford : printed for Daniel Prince, near the Clarcndon Printing-House; John Rivington, in St. Paul's Church-Yard, and R. Baldwin, in Pater-Noster-Row, London, 1769.",Oxford,146,unknown,,,FALSE,"Dean of Armagh; the Rev. Mr. Thomas Reddricke; Griffith Powel, LL.D.. and Principal; Mrs. Mary robit/yn of Monmouth; Richard Parry, D. D. and Bishop of St. Ajaph; the Rev. Mr. 71iam Prichard; Sir Thomas Canon, Knt. Oliver Lloyd, LL.D.. and Chancellor of Hereford; Sir Thomas Win, Knt. Stephen Rodway, Esq;"
0287700101_000026,"Repertorium ecclesiasticum parochiale Londinense: = an ecclesiastical parochial history of the diocese of London: Containing an Account Of the Bishops of that Sea, from the first Foundation thereof: also, Of the Deans, Archdeacons, Dignitaries and Prebendaries, from the Conquest: and lastly, Of the several Parish-Churches, as well Exempt as not Exempt, within the Limits of that Diocese, and of their Patrons and Incumbents: And also the Endowments of several Vicarages: And likewise of the several Religious Houses that were within the same; continu'd to the Year of our Lord, MDCC. In an Alphabetical Order. By Ric. Newcourt, Notary Publick; One of the Procurators-General of the Arches-Court of Canterbury, who lately executed the Office of Principal Registrary of the said Diocese, for near Twenty Seven Years.","Newcourt, Richard           1716",69,2,0,0,1,2,0,4,0,2,1,1,0,2,1,1,9,0,3,0,0,2,0,2,5,1,1,5,1,1,0,0,0,0,0,2,0,1,0,2,0,0,1,7,0,2,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1708,1,2,"London : printed by Benj. Motte, and are to be sold by Chr. Bateman, Benj. Tooke, Ric. Parker, Jon. Bowyer and Hen. Clements, MDCCVIII. [1708]-10.",London,926,unknown,,,FALSE,"Earl of outhampton. In i [8y. ew. L n: ri so. to the Treasurership of the Church of S. Patl; at the Queen's Pre. entation, by reason of the Promotion of Dr. Herbert leftphalits to the LI fhoprick of here4rd. In I s9. February 2z. to the Preb. of Bromesbury"
0617400100_000097,"A new description of England and Wales, with the adjacent islands. ... To which is added, a new and correct set of maps of each County ... By Herman Moll, geographer.",,84,0,0,0,0,0,0,4,7,0,2,3,0,0,0,3,2,0,18,0,0,2,1,0,1,0,0,0,2,1,1,4,0,1,3,2,1,2,1,2,1,0,0,2,0,0,0,1,1,1,0,0,1,2,3,1,2,0,6,0,0,1724,1,1,"London : printed for H. Moll, T. Bowles and C. Rivington., and J. Bowles, 1724.",London,421,unknown,,,FALSE,"Priory in /tinchefler, in the Year si 3; but the Founder, Bishop Fox of inchefter, altering his Mind, did, by the Assistance of Oldham Bishop of Exeter, make it a Society of Students, about three Years after, and liberally endowed it. chrijlchurch College was built on the ground where the"
0129900900_000021,"A pocket companion for Oxford: or, guide through the university. Containing an accurate description of the public edifices, the buildings in each of the colleges; the gardens, ... Adorned with a plan and other copper-plates. To which are added, correct descriptions of th buildings, ... at Blenheim, Ditchley, and Stow, ...",,77,2,1,0,2,0,0,3,1,0,4,2,0,0,6,0,0,0,11,1,6,1,0,0,0,0,6,0,1,0,0,5,0,0,5,2,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,2,2,1,1,2,1,2,0,1,1768,1,1,"Oxford : printed for Daniel Prince; John Rivington, and R. Baldwin, London, 1768.",Oxford,144,unknown,,,FALSE,"of the Gateway, is jufily esteemed an elegant Piece of Workmanship. The Building within chiefly consists of a large Qladran gle, formed by the Hall , the Chapel , the Reaor's Lodgings and the Chambers of the Fellows and Scholars, and is regular and uniform. The Gardens are neatly dispose,"
0312600801_000085,"The antient and present state of the University of Oxford. Containing I. An account of its antiquity, past Government, and Sufferings from the Danes, and other People, both Foreign and Domestick. II. An account of its colleges, Halls, and Publick Buildings; of their Founders and especial Benefactors; the Laws, Statutes, and Privileges relating thereunto in general; and of their Visitors and their Power, &c. III. An account of the laws, Statutes and Privileges of the University, and such of the Laws of the Realm which do any wise concern the same; together with an Abstract of several Royal Grants and Charters given to the said University, and the Sense and Opinion of the Lawyers thereupon. To which is added the Method of Proceeding in the Chancellor's Court. With an appendix and index to the whole. By John Ayliffe, L. L. D. and Fellow of New-College in Oxford.",John Ayliffe,82,1,1,0,1,0,0,4,0,1,0,0,1,0,1,0,1,0,12,1,0,1,1,1,3,0,13,0,3,0,1,0,0,0,1,2,1,0,0,1,1,1,0,2,5,0,0,6,2,1,0,0,3,1,1,1,1,5,0,0,0,1714,1,2,"London : printed for E. Curll, at the Dial and Bible against St. Dunstan's Church in Fleetstreet, 1714.",London,551,male,1670,1732,FALSE,"Opponents therein at Disputations; and after rine or ten Years, to be reckoned from their Inceptorfhip, they were ad mnitted to expound the Master of the Sentences, which Bachelors in Divinity were wont to do preo, rm.;  and after twelve or thirteen Years t; LV :; mc' Inceptors i1"
1219400800_000004,"A pocket companion for Oxford. Containing, an accurate description of the public edifices, the buildings in each of the colleges, the gardens, Statues, Busts, Pictures, the Hieroglyphicks at Magdalen College, and all other Curiosities, in the University. With an Historical Account of the Foundation of the Colleges, their History, and present State. To which is prefix'd, correct lists of the chancellors, high-stewards, Vice-Chancellors, Professors, Lecturers, &c. With Perspective Views of Radcliffe's Library, Magdalen College New Building, New College from the Garden, Peckwater Square, and the inner Quadrangle of All-Soul's College.",,77,4,0,1,0,0,0,2,6,0,1,4,0,1,1,0,7,0,5,0,1,1,1,0,2,4,0,0,3,0,0,2,0,0,1,0,1,2,0,1,1,2,0,2,0,2,0,3,1,0,0,0,1,0,2,1,0,1,10,0,0,1756,1,1,"Oxford : printed for R. Clements , near the Theatre ; and sold by R. Baldwin, in Pater Noster-Row, London, 1756.",Oxford,126,unknown,,,FALSE,"Fabric of white hewn Stone. It is adorned, both within and without, with Pilasters of the Corinthian Order , an ttic Story and Balluftrade elegantly finishing it. without, a curious fretwork Ceiling, a neat Altarpiece, Pulpit, Marble Font, and regular Pews within. This Church is 72 Feet long, 42 wide,"
1097401500_000020,"A pocket companion for Oxford: or, guide through the University. Containing an accurate description of the public edifices, the buildings in each of the colleges ; the Gardens, Statues, Busts, Pictures; the Hieroglyphics at Magdalen College, and all other Curiosities in the University. With an Historical Account of the Foundation of the Colleges, their History, and present State. With Lists of the Chancellors, High-Stewards, Vice-Chancellors, Proctors, Heads of Colleges, Professors, Lecturers, &c. Adorned with a Plan and other Copper-Plates. To which are added correct descriptions of the Buildings, the Tapestry, Paintings, Sculptures, Temples, Gardens, and all other Curiosities at Blenheim, Ditchley, and Stow, The Seats of His Grace the Duke of Marlborough. The Right Honourable the Earl of Litchfield, The Right Honourable the Earl Temple, And other considerable Houses in the Neighbourhood.",,81,2,0,1,2,0,0,6,2,0,3,1,0,2,2,0,0,0,19,1,1,2,2,0,0,1,7,0,1,1,0,3,0,0,2,6,2,2,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,1,2,1,0,0,0,1765,1,1,"Oxford : printed for Daniel Prince, near the Clarendon Printing-House; John Rivington, in St. Paul's Church-Yard, and R. Baldwin, in Pater-Noster-Row, London, 1765.",Oxford,147,unknown,,,FALSE,"afterwards Sir Lealine Jenkins, Knt. Judge of the Admiralty and Prerogative Courts , and Secretary of State to King Cbarlts LI and King names il. besides other High Offices and Employments which he filled with Repuation and Dignity, and executed with the greatest Integrity) a Person mois happily fitted to"
1238000300_000012,"A pocket companion for Oxford: or, guide through the University. Containing an accurate description of the public edifices, the buildings in each of the colleges; the Gardens, Statues, Busts, Pictures; the Hieroglyphics at Magdalen College, and all other Curiosities in the University. With an Historical Account of the Foundation of the Colleges, their History, and present State. With Lists of the Chancellors, High-Stewards, Vice-Chancellors, Proctors, Heads of Colleges, Professors, Lecturers, &c. Adorned with Five Copper-Plates. To which are added, correct descriptions of the Buildings, the Tapestry, Paintings, Sculptures, Temples, Gardens, and all other Curiosities at Blenheim, Ditchley, and Stow, The Seats of His Grace the Duke of Marlborough, The Right Honourable the Earl of Litchfield, The Right Honourable the Earl Temple, And several other considerable Houses and Gardens in the Neighbourhood.",,72,1,1,2,0,0,0,1,1,0,4,1,1,0,8,0,0,0,10,1,6,0,0,0,1,1,6,0,1,0,0,5,1,0,0,1,0,1,0,0,0,0,0,1,1,1,4,2,3,2,0,0,0,1,0,0,2,0,1,0,0,1759,1,1,"Oxford : printed for Daniel Prince, near the Clarendon Printing-House; John Rivington, in St. Paul's Church-Yard, and R. Baldwin, in Pater-Noster-Row, London, 1759.",Oxford,145,unknown,,,FALSE,"Sciences. It conflifs of a Prejident, forty Fellows , thirty Demies, a Divinity Lecturer, Schoolmaster and Usher, four Cap lains, an Organif, eight Clerks, and sixteen Cho riiters. The whole Number of Students in their Books is o08. kinghenry VI gave to the Founder the Hospital of St. James at"
0313800401_000091,"The ancient and present state of the University of Oxford. Containing I. An Account of its Antiquity, past Government, and Sufferings from the Danes, and other People, both Foreign and Domestick. II. An Account of its Colleges, Halls and Publick Buildings; of their Founders and especial Benefactors; the Laws, Statutes and Privileges relating thereunto in General; and of their Visitors and their Power, &c. III. An Account of the Laws, Statutes and Privileges of the University, and such of the Laws of the Realm which do any wise concern the same; together with an Abstract of several Royal Grants and Charters given to the said University, and the Sense and Opinion of the Lawyers thereupon. To which is added, The Method of Proceeding in the Chancellor's Court. With an appendix and index to the Whole. By John Ayliffe, L. L. D. and Fellow of New-College, in Oxford. ...",John Ayliffe,96,2,1,0,0,0,0,3,3,0,3,5,0,1,6,0,3,0,17,0,2,0,1,0,3,1,8,0,7,0,0,5,0,0,1,1,1,2,1,1,0,0,1,0,1,0,5,1,0,0,0,0,6,0,0,0,3,0,1,0,0,1723,1,2,"London : printed for W. Mears, at the Lamb without Temple-Bar; and J. Hooke, at the Flower-de-Luce against St. Dunstan's Church in Fleetstreet, MDCCXXIII. [1723].",London,551,male,1670,1732,FALSE,"at which the Scholars of.beedle were obliged to be present . William Smith, Bishop of Lincoln, and Founder of Brazen nofe College , in the Year 1 507 gave unto this Society , for the Purchase of an Estate the Sum of three hundred Pounds, and this he affign'd for"
0130201300_000042,"The foreigner's companion through the Universities of Cambridge and Oxford, and the adjacent counties. Describing The several Colleges, and other Public Buildings. With An Account of their respective Founders, Benefactors, Bishops, and other Eminent Men educated in them. By Mr. Salmon.",Thomas Salmon,88,3,0,0,0,2,0,3,0,0,2,0,0,0,1,0,3,1,19,0,0,5,0,0,1,0,0,1,2,0,4,0,0,3,1,9,7,1,1,0,0,0,0,1,0,0,1,1,0,7,0,0,1,1,2,1,1,0,1,2,0,1748,1,1,"London : printed for William Owen, at Homer's Head, near Temple-Bar, in Fleet-Street. And sold by the booksellers in Cambridge, Oxford, and London, M.DCC.XLVIII. [1748].",London,184,male,1679,1767,FALSE,"ac; though', I am informed, they are not quite so many at present . Cardinal woljey may well be deemed the Founder of this College , though' King hev.ry vlii. has the Honour of it; for thle Cardinal n.': C only laid the Design, but endowed it with larger Revenues"
0140800400_000018,"A journey through England. In familiar letters from a gentleman here, to his friend abroad. Vol. II.","Macky, John",80,1,0,0,0,0,0,3,4,0,4,0,0,1,4,0,1,0,14,1,2,0,0,0,1,1,4,0,1,0,0,4,0,0,1,7,1,0,0,4,3,0,0,0,1,0,1,1,1,3,0,0,2,0,2,1,0,1,5,0,0,1722,1,1,"London : printed for J. Pemberton, at the Buck and Sun against St. Dunstan's Church in Fleetstreet, MDCCXXII. [1722].",London,293,male,,,FALSE,"Chapel is on the North Side of the upper Court , and there is a handsome Library. 0 R IE L College is said to be founded by King Edward the Second; it con fifis of a large Quadrangle, in which is a Chapel and Library; there are i8 Fellows"
0424400400_000204,"The history and antiquities of the colleges and halls in the University of Oxford: by Antony Wood, M.A. Now first published in English, from the original manuscsipt [sic] in the Bodleian Library; with a continuation to the present time: by the editor, John Gutch, ...",Anthony Wood,76,4,0,0,3,0,0,1,0,0,3,0,0,0,1,0,3,0,10,0,0,6,0,1,1,0,4,2,1,0,3,2,0,0,4,2,4,2,0,0,0,1,1,0,1,0,2,1,1,3,1,0,0,2,0,1,0,0,3,1,1,1786,1,1,"Oxford : at the Clarendon Press: printed for the editor, 1786.",Oxford,719,male,1632,1695,FALSE,"] Trelham, Trdefam, (8x) D. D. the fifth Canon of Hen. VIII his College , as is be. foremenioned. 3 Thomas Day, -82 LL Bac. sometime Fellow of All Souls, and the second Canon of Ofney. 4 Alexander Belfyre, -83 Mr. of Arts , and sometime Fellow of New College"
