PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(author),termFreq(bodi),termFreq(cafe),termFreq(church),termFreq(civil),termFreq(common),termFreq(confid),termFreq(constitut),termFreq(continu),termFreq(countri),termFreq(court),termFreq(crown),termFreq(differ),termFreq(england),termFreq(equal),termFreq(follow),termFreq(form),termFreq(free),termFreq(gener),termFreq(god),termFreq(govern),termFreq(governor),termFreq(hand),termFreq(hous),termFreq(king),termFreq(know),termFreq(land),termFreq(law),termFreq(liberti),termFreq(live),termFreq(manner),termFreq(mean),termFreq(nation),termFreq(natur),termFreq(noth),termFreq(offic),termFreq(order),termFreq(parliament),termFreq(parti),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(princ),termFreq(principl),termFreq(provinc),termFreq(public),termFreq(reason),termFreq(rule),termFreq(sever),termFreq(societi),termFreq(state),termFreq(taken),termFreq(think),termFreq(true),termFreq(verb),termFreq(war),termFreq(word),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0043602100_000010,"A brief statement and declaration of the genuine principles of seceders, respecting civil government; the duty of subjects; and national reformation: and a vindication of their conduct in reference to some late plans and societies for political reform; And The Public Dissentions Of The Time. Proposed and read in a meeting of the General Associate Synod in Scotland. With an appendix, Containing an Account of the Synods Procedure on this Business. By A. Bruce, Minister of the Gospel, at Whitburn.",Archibald Bruce,79,1,5,1,1,1,5,0,0,2,1,0,0,0,5,0,0,0,0,0,3,1,8,2,0,0,0,0,1,4,2,2,2,2,4,1,0,1,3,0,1,3,0,3,2,1,2,0,2,3,1,0,0,1,0,0,0,0,1,1,0,1799,1,1,"[Edinburgh] : Sold by J. Ogle, and J. Guthrie, Edinburgh: - M. Ogle; J. Steel & Co. Glasgow: .. G. Brown, Perth: - J. Nicolson, Dundee: .. W. Knight, Aberdeen: .. Gray, London, 1799.",Edinburgh,103,male,1746,1816,FALSE,"do'rinzs they have taiken for granted, and applied iu tie course of irgumeilt in prosecution of thlleir L y J their main design, have indeed been keenly disputed, and treated as the moult odious and dangerous iipolieties by a numerous tribe of men : Of this kind : nrz the"
0203401500_000003,Thoughts on national insanity.,Joseph Towers,78,3,0,0,1,4,1,1,0,3,1,0,3,0,0,7,1,0,2,0,0,0,4,0,0,2,7,0,1,2,1,0,3,0,2,1,0,0,2,3,0,2,1,0,2,3,4,0,1,0,0,1,2,0,0,1,0,0,5,0,1,1797,1,1,"London : printed for J. Johnson, St. Paul's Church-Yard; J. Debrett, Piccadilly; and J. Hamilton, Pater-Noster-Row, MDCCXCVII. [1797].",London,42,male,1737,1799,FALSE,"down Dr. Priestley's meeting heufe, and) also, defroyea another meeing houe in that town.. They afterwards totally demolified Dr, Rrieftley's dwelling houie, which was at fbma diftancefroit th town, and destroyed the wholb of hi. library, and his valuable philo fbphicali apparatus, together with all his manuscripts. They also burned"
1006401200_000016,"Essays on the following interesting subjects: viz. I. Government. II. Revolutions. III. The British Constitution. IV. Kingly Government. V. Parliamentary Representation & Reform. VI. Liberty & Equality. Vii. Taxation. and, Viii. The present war, & the stagnation of credit as connected with it. By John Young, D. D. Minister of the Gospel at Hawick.","Young, John, minister of the Gospel at Hawick, in Scotland",85,2,2,0,1,5,7,1,1,7,0,0,0,0,3,1,2,0,1,0,1,2,8,0,0,0,4,0,0,5,2,0,0,0,2,2,0,2,0,1,1,2,4,2,1,0,4,0,0,1,0,0,1,1,0,1,1,0,0,1,3,1799,1,1,"London : printed for J. Mathews, No. 18, Strand; and F. Alfeston, facing Argyle Buildings, Oxford Street, [1799].",London,161,male,,,FALSE,"persons , our property, and our civil liberty , as they do. Even in our religious afiemblies no man is suffered to disturb or offer us any violence. We labour, indeed, under some legal incapacities, which, to a few ambitious persons among us, may seem hard: but how trifling are"
0445900300_000064,"An essay on the polity of England: with a view to Discover the True Principles of the Government, what Remedies might be likely to cure the Grievances complained of; and why The several Provisions made by the Legislature, and those recommended by Individuals, have failed.","Keld, Christopher",86,1,1,2,3,0,2,3,0,6,0,0,0,2,0,0,0,3,1,2,0,0,7,0,1,5,2,2,0,3,1,0,0,0,0,0,0,1,1,4,7,4,1,10,0,1,0,0,1,2,1,0,1,0,0,1,2,0,0,1,1,1785,1,1,"London : printed for T. Cadell, in the Strand, MDCCLXXXV. [1785].",London,538,unknown,,,FALSE,"those men whom the people must  trut, even hope itsef is dejfroyed (3i).' MEN, however, are not wanting, who, though without seats in parliament , seem to think no power can be too great for the house of commons . A considerable body of men have lately countenanced such"
1550504000_000004,"The trial of Thomas Muir, younger of Huntershill, before the High Court of Justiciary, at Edinburgh: on Friday, the 30th of August, 1793: on a charge of sedition. From the records of the court, and notes of the evidence taken during the trial: To which are added, the speeches of the Lord Advocate, Mr Muir, and the lord justice clerk, addressed to the jury.","Muir, Thomas",90,0,0,0,0,0,3,4,0,2,0,0,1,1,0,0,0,2,0,2,2,4,4,6,0,1,4,1,0,7,2,2,1,0,3,1,0,1,1,2,0,19,1,4,1,1,0,0,1,1,1,0,1,2,0,0,0,0,0,0,1,1793,1,1,"Edinburgh : Printed for James Simpson, Royal Exchange: and J. Hamilton, Beech-street, London, 1793.",Edinburgh,108,male,1765,1798,FALSE,"executive  and legislative power meet ina single person , has no more pretence to freedom; it is perse defpo f tifm; and the people who submit to it are in a state  ofiflavery. If the will of the Prince mu/f be law , in what manner it is"
0156400400_000161,"The history of Great Britain. Vol.I. Containing the reigns of James I. and Charles I. By David Hume, Esq;",David Hume,82,0,4,0,1,2,1,1,1,2,1,0,1,1,0,1,0,0,1,0,0,0,5,2,0,0,10,0,1,3,0,0,0,0,3,1,0,1,0,9,4,5,0,4,2,0,5,0,1,2,0,2,0,0,1,0,0,1,2,0,1,1754,1,1,"Edinburgh : printed by Hamilton, Balfour, and Neill, M,DCC,LIV. [1754].",Edinburgh,478,male,1711,1776,TRUE,"full of fraud and of ardour, there pious patriots talked perpetually of seeking the Lord, yet still pursued their own purposes; and have left a memorable lefron to posterity, how delulive, how deifrutive that principle is, by which they were animated. EACH party was now willing to throw on itsantagonift"
0365300102_000226,"The history of the Puritans, or, Protestant non-conformists, from the Reformation to the Death of Queen Elizabeth: with an account of their principles; their Attempts for a further Reformation in the Church; their Sufferings; and the Lives and Characters of their most considerable Divines. ... . By Daniel Neal, M. A.",Daniel Neal,107,0,0,0,5,0,1,5,0,4,0,0,3,2,2,3,0,0,1,0,1,0,1,0,1,6,14,0,0,12,2,0,1,0,6,3,0,0,1,14,2,0,2,2,1,1,1,0,2,2,0,0,0,2,0,2,1,0,1,0,0,1794,2,5,"Bath : printed by R. Cruttwell; and sold by C. Dilly, Poultry; and J. Johnson, St. Paul's Church-Yard, London; and J. Lloyd, Bristol, MDCCXCIII. [1793]-97.",Bath,623,male,1678,1743,FALSE,"the law , but he did not think "" himself bound to renounce his own judgement and under"" "" by pasing laws thatrmight separate from his "" crown that which was in a manner essential to it, (viz.) a "" power to protect his fitbjetfs."" To which the commons replied,"
1687100600_000004,"Grange: or, The schemists on calling of ministers and presentations in Scotland. This being the second book, viz. on presentations. By the Author of the first.","Scotsman, Philumon",88,0,1,0,2,5,4,1,1,0,0,0,1,0,0,0,2,0,0,2,4,3,3,0,2,0,0,2,0,2,3,0,1,1,2,8,0,1,0,0,0,1,3,4,5,1,1,0,1,5,4,1,5,1,0,2,1,0,0,2,0,1737,1,1,"Edinburgh : Printed by R. Fleming and Company, and sold by most bookseller in town and country, 1737.",Edinburgh,126,unknown,,,FALSE,"contrary to the. Lav of Scotland: and contrary to Revolution principles , and the Interest of our present Civil Government . I am in the fir/i Place then to thew, that Presentations are contrary to the Laws of Reason , natural Equity, and the Written Word f E GO IR"
0839700600_000025,"Some considerations on the law of forfeiture, for high-treason: occasioned by a clause in the late act, for making it treason to correspond with the Pretender's sons, or any of their Agents, &c. with an appendix, concerning estates-tail in Scotland. By the Hon. Charles Yorke.",Charles Yorke,91,0,3,0,4,0,0,0,0,3,0,3,1,3,1,1,1,0,1,1,1,0,3,2,1,0,5,0,0,12,0,0,2,0,0,5,0,3,0,4,0,5,4,4,0,2,1,0,2,3,0,2,0,4,0,1,0,0,2,1,0,1795,1,1,"London : printed for T. Cadell, jun. and W. Davies, (successors to Mr. Cadell,) in the Strand, 1795.",London,259,male,1722,1770,FALSE,"It It maybe mentioned, as an Argument for abolifling the Severity of the Punishment, that "" It is ill proportioned to the Crime; ""' for, by the Law of England , Treason is ""' entirely applied to such Offences, as may injure the Person and Administration of "" the Prince"
1162701400_000002,"A sermon preached before the Lords spiritual and temporal, in the abby church of Westminster, on Saturday, January XXX, MDCCLXXIII. Being the day appointed to be observed as the day of the Martyrdom of King Charles I. By John Lord Bishop of Peterborough.",John Hinchliffe,69,2,3,0,0,2,2,3,0,2,0,2,0,1,2,0,1,2,1,0,1,0,2,0,2,0,2,0,0,3,1,1,1,1,2,0,1,0,0,2,3,2,2,3,0,2,3,0,3,1,1,3,0,1,0,2,0,0,0,0,1,1773,1,1,"London : printed for J. Robson, Bookseller, at the Feathers, New Bond Street, MDCCLXXIII. [1773].",London,18,male,1731,1794,FALSE,"country , been prevented from attending to peaceful counsels, by the rude clamour of fa&cious and desperate men. It is notorious, that the first opposition to regal power , was founded on religious prejudices, and personal difatis faaion; enmity to monarchical government was not a general principle of the nation"
0959200100_000110,"The principles of moral and political philosophy. By William Paley, M. A. Archdeacon of Carlisle.",William Paley,103,1,1,0,0,0,10,1,0,3,1,3,0,1,2,1,0,2,4,3,0,0,10,0,0,0,1,0,1,10,19,0,1,0,4,0,0,1,2,1,0,4,2,2,1,1,0,0,3,2,1,0,0,2,0,0,1,0,0,0,1,1785,1,1,"London : printed for R. Faulder, New Bond Street, M.DCC.LXXXV. [1785].",London,699,male,1743,1805,TRUE,"the evil of the restraint; it follows that every nation poffefies some, no nation per sect liberty ; that this liberty may be enjoyed under every form of Government ; that it may be impaired indeed, or increased; but that it is neither gained, nor lost, nor recovered, by any"
0575201300_000002,"The excellency of our constitution in church and state: a sermon preach'd Before the Worshipful the Mayor and Corporation of the City of Bath, at the Abbey-Church, on Friday, October 18, 1754, Being the Day on which John Chapman, Esq; Was Sworn the Second Time Mayor of that City. Publish'd at the Request of the Mayor and Others. By Duel Taylor, M. A. Rector of Bath.","Taylor, Duel",87,1,0,1,0,5,6,0,0,2,0,0,2,0,1,0,1,0,0,2,0,1,3,0,2,1,0,1,0,10,4,0,0,0,2,1,3,1,3,1,0,5,4,7,3,1,0,0,0,1,2,0,1,5,0,1,1,0,0,1,1,1755,1,1,"Bath : printed by Thomas Boddely, [1755].",Bath,26,male,1711,1767,FALSE,"feel and experience. For who is there so ignorant as not to know ? So senseless as not to perceive? So un gratefuil as not to acknowledge the Felicity he enjoys in the Protetion of his Person , in the Security of his Property, in the Preservation of his Liberty"
0527100101_000022,An institute of the laws of Scotland in civil rights: with observations upon the agreement or diversity between them and the laws of England. In four books. After the General Method of the Viscount of Stair's Institutions. ...,Andrew McDouall,124,1,4,0,0,4,7,4,1,0,0,4,0,0,3,1,0,1,1,0,1,3,8,1,0,0,1,1,0,39,0,0,1,0,7,8,0,0,2,1,0,1,0,3,0,0,3,1,1,0,1,0,4,3,2,0,0,0,0,0,1,1751,1,3,"Edinburgh : printed by R. Fleming, for A. Kincaid and A. Donaldson, and sold by them and other booksellers, M.DCC.LI. [1751]-53.",Edinburgh,713,male,1685,1760,FALSE,"manner as the feudal customs of the Lombards, as such, have no force with us: the authority therefore they have here is not. founded on, or derived from themselves, for so they bind no more with us, than our laws bind in Rome or Italy; but their authority is merely"
0639100200_000053,"Commentaries on the laws of England. Book the first. By William Blackstone, Esq. Vinerian Professor of Law, and Solicitor General to Her Majesty.",William Blackstone,85,1,4,1,0,0,1,2,2,3,0,4,1,0,0,1,1,0,0,3,2,0,3,1,2,0,3,0,0,7,7,0,1,0,1,1,1,0,0,7,0,1,4,6,2,0,0,0,5,0,0,1,2,0,0,1,0,0,0,2,1,1766,1,1,"Dublin : printed for John Exshaw, Henry Saunders, Samuel Watson, and James Williams, M,DCC,LXVI. [1766].",Dublin,479,male,1723,1780,FALSE,"persons , unless the matter thereof be approved by three jufices of the peace or the major part of the grand jury, in the country ; and in London by the lord mayor, aldermen, and common council; nor shall any petition be presented by more than two persons at a"
0120600300_000004,"Robertson's Edition. an account of the trial of Thomas Muir, Esq. younger, of Huntershill, before the High Court of Justiciary, at Edinburgh. On the 30th and 31st days of August, 1793, for sedition.","Muir, Thomas",83,0,0,0,0,0,3,3,0,4,0,0,1,1,0,0,0,1,0,3,1,3,4,5,0,1,3,1,0,6,1,3,1,0,3,2,0,1,1,3,0,13,1,4,1,1,2,0,1,2,1,0,0,1,0,0,0,0,0,0,1,1793,1,1,"Edinburgh : printed by J. Robertson, and sold at his office, No. 4 Horse-Wynd; and by H. D. Symonds, No. 20, Pater-Noster Row; and James Ridgeway, York-Street, St. James's Square, London, [1793].",Edinburgh,159,male,1765,1798,FALSE,"you, it is  evident you are denied that which is the right of every one, and without which none arefree. For to be eiilaved, is to  have no vil of your own in the choice of those lawmakers'  have power ever your roperties, yourfmilies, your  lives"
0591901200_000009,"A letter from a gentleman in Scotland to his friend in England, against the Sacramental Test; as Inconsistent with the Union, Dangerous to the Ecclesiastical Constitution of North-Britain; and to such Parts of their Civil Constitution as are reserv'd to them; Inconsistent with the Civil Interest of Great-Britain in General; contrary to the Design of Our Saviour's Institution of the Lord's-Supper, and to the Doctrine of the Church of England.",Charles Leslie,76,2,3,1,0,2,3,3,1,2,1,2,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,0,1,4,7,0,0,0,1,3,1,1,0,4,1,2,2,5,1,4,6,0,0,3,1,0,1,0,0,0,0,0,2,0,0,1708,1,1,"London : printed and sold by Benj. Bragg, at the Raven in Pater-Noster Row, 1708.",London,31,male,1650,1722,FALSE,"particular Person that presented the Address so much infited upon, the Pardon of a Son might carry fatherly affe&ion beyond the Rule of Reason : So allowing upon the whole for the common Infirmities of humane Nature , and the Weakness of Mens Passions, this is easily Excusable. However, in"
0595900109_000294,"The history and proceedings of the House of Commons from the Restoration to the present time. Containing the most remarkable motions, speeches, Resolves, Reports and Conferences to be met with in that Interval: As also The most exact Estimates of the Charge of Government; State of the Public Revenue, the Rise and Growth of the National Debt, Expence of the War, Proceedings on Ways and Means, Speeches and Messages from the Throne, Addresses, and Remonstrances, also the Numbers Pro and Con upon every Division, &c. Many of which Curious Particulars were never before printed. Collected from the best Authorities, Compared with the Journals of the House; And illustrated with a great Variety of Historical and Explanatory Notes. Together with a large appendix, containing Exact Lists of every Parliament, the Names of the Speakers, their several Posts under the Government; and other valuable, Supplemental Pieces. Vol. I.",Great Britain. Parliament. House of Commons,86,2,0,1,1,0,2,3,0,1,0,2,0,3,2,3,2,1,0,0,0,0,1,0,0,1,1,0,0,4,6,0,2,1,17,0,1,0,0,3,0,6,2,1,0,1,1,0,1,1,1,1,1,3,0,3,0,0,4,0,0,1742,9,14,"London : printed for Richard Chandler, and sold at the Ship without Temple-Bar, and at York and Scarborough, 1742.",London,647,unknown,,,FALSE,"that every Person that aced otherwise did iti with a Rope about his Neck, that would effectually fup.j press the Insolence of the Multitude, and'force Obediencek to the Law , even from those base Minds who by Forcealone| are to be driven into a Sense cf their Duty. Who: then,"
0943800400_000031,"The speeches of His Excellency Governor Hutchinson, to the General Assembly of the Massachusetts-Bay. At a session begun and held on the sixth of January, 1773. With the answers of His Majesty's Council and the House of Representatives respectively. (Publish'd by order o the House.)","Massachusetts Historical Society, MWA C2",80,1,3,0,1,0,1,0,2,3,0,0,0,1,0,3,0,1,1,2,1,1,9,0,0,1,1,0,2,1,2,1,1,1,1,4,0,0,1,1,0,3,0,10,0,0,6,4,0,3,1,0,1,0,0,2,1,0,0,2,0,1773,1,1,"Boston; New-England : Printed by Edes and Gill, printers to the Honorable House of Representatives, M,DCC,LXXIII. [1773].",Boston,127,unknown,,,FALSE,"at any Time before consented."" We think your Excellency has not proved, either hat the Colony is a Part of the politic Society of Eng land , or that it has ever conented that the Par. liament of England orgreat Britain hold make Laws binding upon us in all Cafes"
1058502700_000031,"Lectures on political principles; the subjects of eighteen books, in Montesquieu's spirit of laws: read to students under the author's direction. By the Rev. David Williams.",David Williams,92,2,5,3,2,0,1,1,0,3,0,3,1,0,1,3,0,0,2,5,5,0,3,0,0,2,4,0,0,12,1,1,3,0,4,0,0,0,4,0,0,1,0,9,0,1,1,0,0,1,1,1,2,2,0,0,1,0,0,1,0,1789,1,1,"London : printed by John Bell, British Library, Strand, Bookseller to His Royal Highness the Prince of Wales, MDCCLXXXIX. [1789].",London,291,male,1738,1816,FALSE,"envy, but of detestation. It must be from this consciousness; not for the reasons assigned by the author , that the aristocracy has been detached, in refpet to crimes, from the general power of the community. The laws of a free country , are for all its citizens, without exception"
0959200100_000105,"The principles of moral and political philosophy. By William Paley, M. A. Archdeacon of Carlisle.",William Paley,64,0,2,1,1,0,4,1,0,2,1,2,0,1,0,3,1,0,1,1,0,1,6,0,0,1,0,0,0,4,1,0,1,0,2,0,0,1,1,0,3,1,0,4,0,1,2,0,2,3,4,1,1,1,0,0,0,0,2,0,0,1785,1,1,"London : printed for R. Faulder, New Bond Street, M.DCC.LXXXV. [1785].",London,699,male,1743,1805,TRUE,"the corn munity from resistance, than mifchiefl II The lawfulness of refitance, or of a revolt, does not depend alone upon the grievance which is sustained or feared, but also upon the probable expense and event of the contest. They who concerted the Revolution in England were clearly justifiable in"
0041302400_000005,"The state and condition of our taxes, considered; or, a proposal for a tax upon funds: shewing, the justice, usefulness, and necessity, of such a tax, in respect to our trading and landed interest, and especially if we engage in a new war. With some Directions to the Freeholders of Great Britain, concerning the Choice of the next Parliament. By a freeholder.",William Wagstaffe,69,0,1,1,1,2,0,4,0,2,0,4,1,0,1,3,0,2,0,1,0,0,2,0,0,3,4,0,2,2,2,1,2,1,1,3,0,2,0,2,0,1,2,3,0,0,1,0,2,1,2,1,0,0,0,0,1,0,4,0,1,1714,1,1,"London : printed for John Morphew, near Stationers-Hall, 1714.",London,21,male,1685,1725,FALSE,"to both. I am sensible, there are those, who notwithstanding this, are free of their Rest &tions; but shall the King acknowledge the Fidelity of an House of Commons , and shall a Sub jea have the Insolence to Dispute it? Or hall the King or his Subjects be the"
1093701600_000029,"The birthright of Britons: or the British constitution, with a sketch of its history, and incidental remarks: in which are traced the origin of our liberties, their successive Growth, and Improvements from Magna Charta, the Bill of Rights, &c. &c. and the various innovations that have been adopted to subvert the constitution, and which account for its present abuses and defects.",,79,3,1,0,2,0,2,2,1,6,1,2,0,4,1,1,1,1,1,0,2,0,4,0,3,2,3,0,0,3,6,0,1,0,1,0,0,0,0,3,0,4,1,5,1,0,2,0,2,0,0,2,0,2,1,1,1,0,0,0,0,1792,1,1,"London : printed for L. Wayland, No. 2, Middle-Row, Holborn, 1792.",London,142,unknown,,,FALSE,"Locke says, however, "" when the legislature as againt the trust reposed in them when they endeavour to grasp at absolute power , c. by this breach of trust they forfeit the power the people had put into their hands for quite contrary ends, and it devolves to the people"
0858100600_000004,"The importance of truth, and the duty of making an open profession of it: represented in a discourse, delivered on Wednesday the 28th of April, 1790, at the Meeting-House in the Old-Jewry, London; to the supporters of the New College at Hackney. By Thomas Belsham.",Thomas Belsham,86,0,1,1,1,0,12,0,0,1,0,2,0,0,6,0,3,0,2,2,1,3,3,1,0,1,1,0,0,0,5,0,0,0,2,1,0,0,0,0,0,2,2,4,0,0,8,1,1,5,0,2,2,2,0,1,0,0,3,0,4,1790,1,1,"London : printed by H. Goldney, for J. Johnson, T. Cadell, and C. Dilly, 1790.",London,55,male,1750,1829,FALSE,"popular Writer, in Essays, philosophical, historical and literary. No. X I[ 7 3 tural rights of mankind, and of the ends for which civil communities are formed . Who can enumerate the baneful consequences which have accrued to mankind from those wretched principles which were so fashionable in this country"
0133400800_000012,"Defences of George Stratton, Esq; and the majority of council at Madras, in answer to the accusation brought against them for the supposed murder of Lord Pigot. Containing also A concise Narrative of the Proceedings of Lord Pigot, Which occasioned his Arrest and Suspension from the Government; stating the Conduct of the different Parties on that Occasion, with their Motives for continuing his Lordship under Restraint; and shewing the Nature of that Restraint. Likewise The Separate Defence of Brigadier-General Stuart, For Himself, and for the Military under his Command. (extracted from Original Papers lately published.)",George Stratton,85,1,6,0,1,0,4,0,0,3,0,1,1,1,1,2,0,0,2,1,2,0,2,2,2,0,3,2,0,10,1,0,0,5,0,2,0,3,2,1,0,2,2,7,1,1,3,0,2,2,0,0,0,0,2,0,0,0,2,0,0,1778,1,1,"London : printed for T. Cadell, in November 1778.",London,52,male,1734,1800,FALSE,"only lawful but necessary. i!is Lordship was ar rcflcd more in his military capacity of Governor of the fort, than ill his civil one as Prciidcnt of the Council; as a civil servant of the (.monpanv, ie had but little rcalon to be apprehcnlive; it was his military authority ,"
0845800300_000022,"An enquiry into the foundation of the English constitution; or, an historical essay upon the Anglo-Saxon government both in Germany and England. By Samuel Squire, M. A. Archdeacon of Bath.",Samuel Squire,86,0,3,1,0,0,4,9,1,4,1,1,0,0,1,0,0,0,1,2,5,0,1,1,0,1,2,0,0,0,1,2,3,1,4,4,2,0,1,0,0,2,2,2,0,6,0,3,2,2,0,3,0,0,1,0,1,0,0,2,4,1745,1,1,"London : printed by W. Bowyer, for C. Bathurst, at the Cross-Keys against St. Dunstan's Church, Fleetstreet, MDCCXLV. [1745].",London,297,male,1713,1766,FALSE,"might be, was purely personal , and, as such, must of consequence cease with him; there was no other common parent of ankind left to whom it might devolve; no one, who could F 4 now now plead the high claim of having begot and educated all his subjects. But"
0968800700_000166,"The annual register, or a view of the history, politics, and literature, for the year 1768.",,72,0,1,0,0,0,2,0,0,1,1,6,1,2,1,0,1,1,0,1,0,2,3,0,1,2,1,1,0,4,1,2,6,1,2,2,2,0,1,2,3,2,1,3,0,5,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1773,1,1,"London : printed for J. Dodsley, in Pall-Mall, 1773.",London,599,unknown,,,FALSE,"Pythagorean philosophy. But My Lord fell asleep in the mean time, and made but one nap of it till he came to his own house . He was married to a young and charming woman, on whom nature had bestowed a soul as lively and tensible, as her husband's was"
0434400102_000034,"The principles of moral and political philosophy. By William Paley, D.D. ...",William Paley,98,1,1,0,0,0,12,1,1,4,1,2,0,1,3,1,0,1,3,2,0,0,9,0,0,0,1,0,1,11,18,0,1,0,2,0,0,1,1,1,0,3,1,2,1,1,0,0,3,2,1,0,0,2,0,0,1,0,0,0,1,1799,2,2,"London : printed for R. Faulder, New Bond-Street, M.DCC.XCIX. [1799].",London,442,male,1743,1805,TRUE,"a nation of slaves; which call one revolution the era of liberty , or another the loss of it; with many expressions of a like absolute form , are intelligible only in a comparative sense. Hence alol we are enabled to apprehend the difiinition between pcrfri,, and civil liberty ."
0775401600_000023,An essay upon ways and means of supplying the war.,Charles Davenant,85,0,0,1,1,1,0,5,0,3,1,4,2,2,0,1,0,0,0,1,1,1,1,0,1,2,3,0,3,4,4,2,2,0,5,1,1,0,0,5,2,9,0,4,1,3,0,0,2,2,0,0,0,0,0,1,1,0,2,0,0,1701,1,1,"London : printed for Jacob Tonson, within Grays-Inn-Gate next Grays-Inn-Lane, 1701.",London,161,male,1656,1714,FALSE,"if it were fully. Peopled , the value of all Land and Rents would as certainly rise, as Land and Rents set better near a populous City than ata distance from it. There are many Laws which would invite over to us that Compliment of Inhabitants which our Country seems"
0672800400_000009,"A letter from a gentleman in Scotland to his friend in England, against the Sacramental Test; As Inconsistent with the Union, Dangerous to the Ecclesiastical Constitution of North-Brittain; and to such Parts of their Civil Constitution as are reserv'd to them; Inconsistent with the Civil Interest of Great Brittain in General; contrary to the Design of Our Saviour's Institution of the Lord's-Supper, and to the Doctrine of the Church of England.",Charles Leslie,85,2,3,1,0,6,3,2,1,2,1,2,0,0,0,1,0,0,2,0,0,0,3,0,0,0,2,0,2,4,7,0,0,0,1,2,1,1,0,8,1,4,2,4,0,5,8,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1708,1,1,"London : printed and sold by Benj. Bragg, at the Raven in Pater-Noster Row, 1708.",London,31,male,1650,1722,FALSE,"advanced by them, as had any Tendency to betray the Liberties of their Country . Let us now take a View of their Condust and Behaviour, which will furnish us with the fairest Comment on their Principles , and give the clearest Representation how far they are Friends or Enemies"
0868900600_000015,"The dominion of providence over the passions of men. A sermon, preached at Princeton, on the 17th of May, 1776. Being The General Fast appointed by the Congress through the United Colonies. To which is added, An address to the natives of Scotland, residing in America. By John Witherspoon, D. D. President of the College of New-Jersey.",John Witherspoon,65,0,1,0,2,0,1,1,2,0,2,4,0,0,1,4,1,0,2,1,4,0,5,0,1,0,3,1,0,1,1,1,0,0,2,1,0,0,0,2,2,2,2,0,1,0,2,1,2,2,0,0,1,3,1,1,0,0,1,0,0,1777,1,1,"[Belfast] : Glasgow printed: Belfast re-printed: and sold by Robert Smith, Bookseller, at the Corner of Bridge-Street, M.DCC.LXXVII. 1777.",Belfast,46,male,1723,1794,FALSE,"a continual attempt to extend authority on the one hand , and to guard against it on the other, is to discover very little knowledge of human nature , In such a situation, though every claim of America should be yielded, she would soon be either in a state of"
0162900202_000051,"The history of Great Britain, from the restoration, to the accession of the House of Hannover. By James Macpherson, Esq; in Two Volumes. ...",James Macpherson,77,1,0,0,1,0,1,4,1,0,1,1,2,3,2,3,1,0,0,0,0,0,1,0,2,5,7,0,2,0,2,0,2,2,4,0,0,0,2,2,3,5,0,2,2,0,1,1,3,1,0,0,0,1,0,0,1,0,5,0,0,1775,2,2,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXV. [1775].",London,695,male,1736,1796,TRUE,"Decemberi II *.-.. V with a speech from the throne. The King informed his parlia A fein' of ment, that the war , into which he had entered by the advice of Par'ain his people , was now terminated, in its object, an honourable peace. That, however, he was sorry"
0612600104_000029,Lectures on education. Read to a society for promoting reasonable and humane improvements in the discipline and instruction of youth. By the Rev. David Williams. ...,David Williams,68,0,1,1,0,0,1,2,1,2,0,3,2,1,1,4,0,0,1,3,0,0,2,0,0,1,2,1,0,2,1,0,1,2,4,1,0,0,0,1,2,2,2,11,0,0,1,0,3,1,0,1,1,0,0,0,1,0,1,0,1,1789,4,4,"London : printed by John Bell, British Library, Strand, Bookseller to His Royal Highness the Prince of Wales, MDCCLXXXIX. [1789].",London,291,male,1738,1816,FALSE,the public offend they are accountable not to each other for no fair account would be obtained: - but to the community. It may be faid communities are not in circumstances to demand or receive such accounts. This may be TRUE ; without affecting the reason or propriety of the
0434400102_000043,"The principles of moral and political philosophy. By William Paley, D.D. ...",William Paley,89,0,3,1,1,0,1,3,0,4,0,1,2,7,0,0,1,0,1,0,0,0,2,0,1,7,15,1,0,0,1,0,1,0,1,1,0,4,3,5,0,1,2,7,0,0,1,1,2,0,1,0,0,1,2,1,0,0,3,0,0,1799,2,2,"London : printed for R. Faulder, New Bond-Street, M.DCC.XCIX. [1799].",London,442,male,1743,1805,TRUE,"of the king's adminifiration. The constitutional maxim, ""that ""the king can do no wrong,"" is balanced by another maxim, not less con; litutional, "" that ""the illegal commands of the king do not justify "" those who assist, or concur, in carrying them ""6 into ""into execution; "" andl by"
