PassageID,Title,Author,Total termFreq,termFreq(aaron),termFreq(accept),termFreq(accord),termFreq(altar),termFreq(anoint),termFreq(aton),termFreq(blood),termFreq(bread),termFreq(bring),termFreq(brought),termFreq(bullock),termFreq(burn),termFreq(burnt),termFreq(children),termFreq(clean),termFreq(command),termFreq(congreg),termFreq(continu),termFreq(door),termFreq(drink),termFreq(eat),termFreq(fat),termFreq(father),termFreq(favour),termFreq(fine),termFreq(flour),termFreq(foul),termFreq(goat),termFreq(god),termFreq(hall),termFreq(halt),termFreq(hand),termFreq(head),termFreq(holi),termFreq(israel),termFreq(kid),termFreq(kill),termFreq(lamb),termFreq(law),termFreq(levit),termFreq(meat),termFreq(month),termFreq(mose),termFreq(offer),termFreq(oil),termFreq(peac),termFreq(peopl),termFreq(priest),termFreq(princ),termFreq(ram),termFreq(sacrific),termFreq(servic),termFreq(spake),termFreq(tabernacl),termFreq(tenth),termFreq(unclean),termFreq(vow),termFreq(water),termFreq(work),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0065800200_000127,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues: And with the former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be Read in Churches.",,175,1,0,3,3,1,0,0,0,0,0,6,0,6,4,0,0,1,0,0,0,0,0,0,0,6,6,0,11,0,0,1,1,0,0,0,6,0,12,0,2,6,0,2,45,6,6,0,1,9,12,4,5,1,2,0,0,0,0,0,6,1743,1,1,"Oxford : printed by Thomas Baskett and Robert Baskett, Printers to the University, MDCCXLIII. [1743].",Oxford,1292,unknown,,,FALSE,"the tabernacle . 4 And the lord spake unto Moses , saying, 5 Takeit of them, that they may be to do the service of the tabernacle of the congregation ; and thou ( halt give them unto the Levites , to every man according to his service . 6"
0094400100_000104,The Holy Bible containing the Old Testament and the New ...,,124,2,0,0,3,1,10,12,0,2,1,1,3,3,4,1,2,7,0,3,0,2,2,0,1,0,0,1,4,0,4,0,0,0,5,8,0,0,1,0,0,0,1,2,13,0,1,6,4,0,0,3,0,1,6,1,0,0,3,0,0,1729,1,1,"Oxford : printed by ye University Printer, 1729.",Oxford,801,unknown,,,FALSE,"land E, .ln t not inhabited: and he llall let go the goat il the wilderness. 23 And Aaron small come into the tabernacle of the congregation , and lmlalr put off the linen garments, which he put on when he went into the holy place, and fiall leave them"
0073900301_000083,"The holy Bible, containing the Old and New Testaments; Translated out of the Original Tongues, and With the former Translations diligently compared and revised, by his Majesty's Special Command. Appointed to be Read in Churches.",,133,12,1,1,3,0,1,1,0,0,1,1,1,7,3,3,5,4,0,1,1,8,5,0,0,0,0,0,1,1,4,0,2,1,7,4,0,0,0,0,0,2,0,10,15,0,3,5,0,0,1,2,0,4,3,0,7,0,2,0,0,1796,1,2,"Cambridge : printed by John Archdeacon and John Burges, Printers to the University; and sold by C. Dilly, F. & C. Rivington, and B. & J. White, in London; and J. & J. Merrill, in Cambridge, MDCCXCVI. [1796]-98.",Cambridge,988,unknown,,,FALSE,"the fat of the bullock and of the ram , the rump, and that which covereth the inwards, and the kidneys, and the caul above the liver: 20 And they put the fat upon the breasts, and he burnt the fat upon the altar : 21 And the breadss and"
1541400100_000216,"The Christian's new and complete family Bible: Or, Universal Library of Divine Knowledge. Containing the sacred texts of the Old and New Testaments, with the Apocrypha, at Large. Illustrated with notes and annotations, historical, chronological, biographical, geographical, theological, moral, systematical, practical, admonitory, divine, and explanatory. In which the most difficult passages are rendered clear and familiar, the seeming contradictions reconciled, the mis-translations rectified, and important truths confirmed, so as to confute the insidel, dispel the mists of darkness, enlighten the ignorant, encourage the diffident, reclaim the vicious, reconcile the doubtful, lead the wavering into the paths of truth, and implant in the mind of every Christian that divine knowledge which is essentially necessary to salvation. Forming a complete treasury of divine revelation. To which is added, at the end of each book, a summary of the doctrines contained therein, being a full explanation of the various books in the old and new testaments. And, as a farther illustration, will be given a general index, or concordance, clearly pointing out every material transaction recorded in the sacred writings. A chronological index of transactions from Adam to the time of our blessed Saviour. A geographical index of places mentioned in the Holy Scriptures. A full explanation of the proper names in the scriptures, with their significations, &c. A brief account of the apostles and their successors, who propagated the Christian religion, by presiding over the Apostolic Churches of Antioch, Jerusalem, &c. The whole forming a complete body of Christian Divinity, explained and illustrated in such a manner, as to guide the reader through the paths of happiness in this world, and lead him to the mansions of eternal bliss in that which is to come. By the Rev. Thomas Bankes, of St. Mary Hall, Oxon; vicar of Dixton, in Monmouthshire; and morning and afternoon preacher at Hampstead. Embellished and enriched with upwards of three hundred and fifty engravings, illustrating the various transactions recorded in the sacred writings, from Genesis to the end of the revelations.","Bankes, Thomas",147,0,0,0,1,0,0,0,2,0,0,4,0,9,2,0,3,4,5,1,8,0,0,0,1,0,4,0,1,0,4,4,2,0,2,2,1,0,10,1,0,7,7,3,33,5,0,0,3,0,3,5,0,1,1,5,0,0,0,1,2,1787,1,1,"London : Printed for C. Cooke, No. 17, Pater-Noster-Row; and sold by booksellers of Bath, Bristol, Birmingham, Canterbury, Cambridge, Coventry, Chester, Derby, Exeter, Gloucester, Hereford, Hull, Ipswich, Leeds, Liverpool, Leicester, Manchester, Newcastle, Norwich, Nottingham, Northampton, Oxford, Reading, Salisbury, Sherborn, Sheffield, Shrewsbury, Worcester, Winchester, York; and by all other bookseller in England, Scotland, and Ireland, [1787?].",London,1148,unknown,,,FALSE,"nr; but hit is nobly alicicd with the tendererft 19 And set him before Eleazar the priest , and Before before all the congregation : and give him a charge Chrifg in their sight. 1452 20 And thou ( halt put/bme of thine honour upon him, that all the congregation"
1229200201_000119,"The holy Bible, containing the Old and New Testaments: Translated out of The Original Tongues: And with the Former Translations Diligently Compared and Revised, By His Majesty's Special Command. Appointed to be read in Churches.",Benjamin Blayney,158,15,0,1,12,1,3,5,3,0,5,2,1,14,1,0,8,5,0,3,0,1,2,0,1,0,0,0,2,0,3,0,5,1,0,2,1,0,1,0,0,2,0,11,28,3,1,6,0,0,4,1,0,0,4,0,0,0,0,0,0,1769,1,4,"Oxford : printed by T. Wright and W. Gill, Printers to the University: and sold by R. Baldwin, and S. Crowder, in Paternoster Row, London; and by W. Jackson, in Oxford, 1769.",Oxford,391,male,1728,1801,FALSE,"was before the LORD, he took one unleavened cake, and a cake of oiled bread , and one wafer, and put them on the fat , and upon the right shoulder : zexod.29. 27 And he put all "" upon Aaron's hands , 24, c. and upon his sons' hands"
0070600600_000114,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations Diligently Compared and Revised, By His Majesty's Special Command. Appointed to be read in Churches.",,129,1,0,2,1,3,0,0,3,1,3,0,0,3,2,0,0,2,0,3,6,2,0,2,0,1,1,0,0,1,13,0,2,8,3,3,0,0,2,3,1,2,0,3,23,1,3,1,4,3,2,0,2,2,1,0,1,6,2,0,1,1764,1,1,"London : printed by Mark Baskett, Printer to the King's most Excellent Majesty; and by the assigns of Robert Baskett, M.DCC.LXIV. [1764].",London,1029,unknown,,,FALSE,"But if thou hast gone aside to another man ( hall separate tl.'mflves to vow a vow intlead of thy husband, and if thou be of a Nazarite, to separate there.; lcl ve unto efiled, and some man hath lain with bthe LORD; thee beside thine husband: 3 He ("
1682600101_000113,"The Holy Bible, Containing the Old testament and the New: newly translated out of the original tongues, and with the former translations diligently compared and revised. By His Majesty's special command. Appointed to be read in churches.",,108,2,0,3,2,2,1,0,1,2,3,0,0,1,1,0,0,3,0,3,3,2,0,1,0,1,1,0,0,2,7,0,3,9,2,3,0,0,2,3,0,1,0,1,13,2,4,0,5,4,2,1,2,1,3,0,1,4,0,0,1,1743,1,2,"London : Printed by Thomas Baskett and Robert Baskett, printers to the King's Most Excellent Majesty, 1743.",London,643,unknown,,,FALSE,"liquor of grapes, nor eat moir grapes or dried 4 All the days of his separation thall he eat nothing that is made of the vine tree, t from the kernels even to the husk.. 5 All the days of the vow of his separation there ( hall no ralbr"
0060000100_000099,"The holy Bible, containing the Old and New Testaments; Translated out of the Original Tongues, and With the former Translations diligently compared and revised, by his Majesty's Special Command. Appointed to be read in Churches.",,144,7,1,0,1,4,0,4,1,3,0,1,1,4,6,2,4,2,0,2,0,5,6,0,0,0,0,0,1,0,6,0,1,0,0,5,0,0,0,1,0,1,0,6,28,1,11,4,4,0,2,10,0,3,1,0,5,0,0,0,0,1789,1,1,"Cambridge : printed by John Archdeacon Printer to the University; and sold by John, Francis & Charles Rivington, Benjamin White, and Charles Dilly, in London; and J. & J. Merrill, in Cambridge, 1789.",Cambridge,1293,unknown,,,FALSE,"offerings.t  4 And of it he ( hall offer one out of the whole oblation for an heave offering unto the lord, ""andit ( hall be the priest's that msom.it fprinkleth the blood of the peace offerings . s .""''' 95 And the fleh of the sacrifice of his.nchi.2;"
0077100401_000116,"The holy Bible, containing the Old and New Testament; with notes Explanatory, Critical, and Practical, Selected from the works of Several Eminent Divines. ...",,158,13,0,0,8,14,0,4,1,1,4,6,2,4,4,0,8,3,0,2,0,0,6,0,0,0,0,0,0,2,0,0,2,5,4,4,0,1,0,3,0,1,0,12,18,3,4,0,4,0,4,3,0,1,5,0,0,0,1,1,0,1774,1,5,"London : printed and sold by I. Moore and Co. Letter-Founders and Printers, in Queen-Street, near Upper-Moorfields, M.LCC.LXXV. 1774-76. [1775].",London,1000,unknown,,,FALSE,"LORD made by fire, the fat with the breast, it shall he bring , that the breast may be waved for a wave offering before the LORD. 31 And the priest shall burn the fat upon the altar ; but the breast shall be Aaron's and his sons. 32 And"
0060300200_000105,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues, And with the former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be read in Churches.",,139,3,0,0,5,1,12,10,0,1,1,2,2,2,5,1,2,8,0,1,0,0,1,1,0,0,0,0,9,0,21,0,2,2,6,7,0,1,1,0,0,0,2,1,8,0,0,4,2,0,0,0,0,1,6,1,3,0,3,1,0,1758,1,1,"Oxford : printed by Thomas Baskett, Printer to the University, MDCCLVIII. [1758].",Oxford,860,unknown,,,FALSE,"put the incense upon the fire before the LORD, that the cloud of thi incense may Thic cie goet. rfo: e may cover the mercy seat thatis upon the testi Chrilt money, that he die not. 1490 14 And d he halltakeof the blood of the bul d ihbr. lock,"
0066200500_000104,"The holy Bible, containing the Old and New Testaments; Translated out of the Original Tongues, and With the former Translations diligently compared and revised, By his Majesty's Special Command. Appointed to be read in Churches.",,135,11,0,0,6,8,0,5,1,2,3,3,1,2,5,0,6,4,0,2,0,1,3,0,0,0,0,0,0,1,1,0,2,3,1,3,0,0,0,1,2,1,0,11,21,2,6,2,3,0,2,5,0,2,2,0,0,0,1,0,0,1775,1,1,"Cambridge : printed by John Archdeacon Printer to the University; and sold by John Beecroft, John Rivington, Benjamin White, and Edward Dilly, in London; and T. & J. Merrill, in Cambridge, [1775] [1776].",Cambridge,1421,unknown,,,FALSE,"beast, of which men offer an offering made by fire unto the LORD, even the soul that eateth it stall be cut off from his people . n.;. 4 6 Moreover ye stall eat no manner of,;.,, -4 blood , iwhet/ier it be of fowl or of beast, in any'of"
1709700600_000084,"The Holy Bible, containing the Old Testament and the New: Translated out of the original tongues, and with the former translation diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,159,14,0,0,10,2,1,6,4,0,6,4,3,9,1,0,10,5,0,3,0,0,6,0,0,0,0,0,1,0,1,0,9,5,0,1,1,0,1,0,0,1,0,15,15,4,1,2,0,0,10,1,0,0,4,0,0,0,2,0,1,1791,1,1,"Oxford : Printed at the Clarendon Press, by W. Jackson and A. Hamilton, printers to the University; and sold by W. Dawson, at the Oxford Bible Warehouse, Paternoster Row, London, MDCCXCI. [1791].",Oxford,1010,unknown,,,FALSE,"sanctify them. rs And he poured of the anointed oil on Aaron's head , and anointed him, to apodtif him. I ad Moses brought Aaron's sons, and put coats upon them, and girded them with girdles, and put bonnets upon them; as the Loan commanded Moks. 14 4 And he"
1572101900_000092,"The Holy Bible, including the Old and New Testamant, and the Apocrypha; With explantory notes, in which all doubtful passages and ambiguous or obscure expressions are rendered familiar to the plainest capacity. By that late liberal minded pontiff, Clement XIV. (Ganganelli) who wrote these observations upon the universal principles of reason. Translated from the Latin by an English divine, who is a sincere wellwisher to religious as well as civil liberty.",,128,8,0,3,9,3,4,0,2,0,1,1,6,2,4,0,1,4,5,2,2,3,0,0,0,0,1,0,0,4,6,7,0,0,8,4,0,0,5,0,0,1,0,0,17,2,1,0,2,0,3,1,0,0,5,1,0,0,0,0,0,1784,1,1,"London : Printed for G. Kearsley, at No. 46, in Fleet street, MDCCLXXXIV. [1784].",London,1369,unknown,,,FALSE,"27 And thou ( halt fanaify the breast of the wave offering , and the thoulder of the heave offering , which is waved, and which is heaved up of the ram of the consecration, even of that which is for Aaron , and of that which is for his"
1179600100_000139,"The holy Bible, Containing the Old and New Testaments: Newly translated out of the Original Tongues; And with the former translations Diligently Compared and Revised, By His Majesty's special Command. Appointed to be Read in Churches.",,147,2,0,1,2,2,0,0,0,0,0,5,0,6,5,0,1,1,0,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,1,6,0,11,0,2,4,0,4,31,4,6,0,0,5,11,6,0,3,1,1,0,0,1,2,5,1772,1,1,"Edinburgh : printed by Alexander Kincaid, His Majesty's Printer, MDCCLXXII. [1772].",Edinburgh,1183,unknown,,,FALSE,"57 One young bullock , one ram , one lamb of the first year, for a burnt offering : 58 One kid of the goats for a sin bffering. 59 And for a sacrifice of peace offerings , two oxen, five rams , finv he goats he goats , five"
1617300100_000083,"The Holy Bible, Containing the Old testament and the New: translated out of the original tongues, and with the former translations diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,157,6,0,0,8,2,1,2,1,2,1,0,7,8,1,1,1,3,0,0,0,5,2,0,0,1,2,0,0,0,29,3,1,0,8,0,0,2,0,4,0,6,0,4,24,2,2,0,8,0,1,0,0,4,3,1,0,0,1,0,0,1790,1,1,"Cambridge : Printed by J. Archdeacon printer to the University; and sold by John, Francis & Charles Rivington, Benjamin White, and Charles Dilly, in London; and J. & J. Merrill, in Cambridge, 1790.",Cambridge,1193,unknown,,,FALSE,erred and wilf it not: and it shall be forgiven him. 19 It is a trespass offering : lie hath certainly trespassed against the LOR D. CHAP. VI I The trefpaf' ofering for j s done w; itting/. 19 The offerg at the confecrati'n of a pries A ND the
1687900101_000098,"The Holy Bible, Containing the Old testament and the New: newly translated out of the original tongues, and with the former translations diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,158,0,1,0,0,0,4,0,5,2,2,1,0,2,5,1,0,0,0,0,2,6,0,0,1,2,2,0,1,2,31,2,0,0,14,5,1,1,4,0,0,3,5,2,24,1,1,0,5,0,1,3,0,4,0,3,0,0,0,7,2,1767,1,2,"Cambridge : Printed by John Archdeacon printer to the University; and sold by John Beecroft, John Rivington, Benjamin White, and Edward Dilly, in London; and T. & J. Merrill, in Cambridge, 1767.",Cambridge,561,unknown,,,FALSE,"be cow or ew, ye ( hall as in her youth, (he ( hall eat of her fa not kill it and her young both in one day. there's meat , but there shall no firanger 29 And when ye will offer a sacrifice eat thereof. of thanksgiving unto the"
0070600600_000096,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations Diligently Compared and Revised, By His Majesty's Special Command. Appointed to be read in Churches.",,147,5,0,0,4,1,8,9,0,4,1,5,2,4,2,4,0,4,0,2,0,0,1,0,0,0,0,0,13,0,28,0,2,0,5,3,1,2,0,0,0,0,2,0,16,0,0,3,2,0,1,0,0,0,3,1,4,0,3,1,1,1764,1,1,"London : printed by Mark Baskett, Printer to the King's most Excellent Majesty; and by the assigns of Robert Baskett, M.DCC.LXIV. [1764].",London,1029,unknown,,,FALSE,"of S And he hall take of the congrega. the issue of her uncleanness stall be as tion of the children of Israel , two kids of the days of her reparation: she all be the goats for a sin offering , and one ram unclean . for a burnt"
0056800201_000204,"A short and plain exposition of the Old Testament, with devotional and practical reflections, for the use of families. By the late Reverend Job Orton, S.T.P. Published from the author's manuscripts, by Robert Gentleman. ...",Job Orton,124,7,0,0,1,0,5,3,0,4,0,5,1,3,2,2,0,4,0,2,0,0,0,0,0,0,0,0,8,0,15,0,2,0,4,2,1,1,0,1,2,0,0,2,14,0,0,1,6,0,2,1,0,1,3,0,13,0,3,1,2,1788,1,6,"Shrewsbury : printed and sold by J. and W. Eddowes. Sold also by T. Longman, and J. Buckland, Paternoster Row; C. Dilly, In The Poultry; and J. Johnson, ST. Paul's Church Yard, London, MDCCLXXXVIII. [1788].",Shrewsbury,581,male,1717,1783,FALSE,"that fie sat upon, ( hall wah his I i 2 clothes, clothes, and bathe [himfelfjin water , and be unclean un 23 till the even. And if it [be] on [her] bed, or on anything whereon she sitteth, when he toucheth it, he ( hall be un 24 clean"
1684400200_000107,"The Holy Bible, Containing the Old and New testaments: newly translated out of the original tongues: and with the former translations diligently compared and revised. By His Majesty's special command. Appointed to be read in churches.",,120,4,0,1,1,2,0,0,0,2,0,5,0,3,6,1,0,2,0,0,0,0,0,0,0,4,3,0,7,0,0,0,2,1,0,4,2,0,6,0,8,3,0,2,22,4,4,0,0,2,6,3,0,2,0,1,0,0,1,2,4,1751,1,1,"Belfast : Printed by and for James Blow; George Grierson, printer to the King's Most Excellent Majesty at the King's-Arms and Two Bibles in Essex-Street, Dublin, M,DCC,LI. [1751].",Belfast,1096,unknown,,,FALSE,"sacrifice of the peace oxeti, five rams , five he goats , five lambs of the offerings , were twsnty and four ballcks, the rams fi~rff year.· This was the offer ing of. Abjidan the sixty, the he goats sixty, the lambs of the Thft iyear son of Gideoni. *(ikty."
0065800200_000136,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues: And with the former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be Read in Churches.",,114,1,0,3,0,0,3,0,1,6,2,4,0,3,5,0,4,8,0,0,5,1,0,0,2,0,3,0,2,0,1,0,1,0,0,3,2,0,2,2,0,4,0,3,24,3,1,2,2,0,2,3,0,1,0,3,0,1,0,0,1,1743,1,1,"Oxford : printed by Thomas Baskett and Robert Baskett, Printers to the University, MDCCXLIII. [1743].",Oxford,1292,unknown,,,FALSE,"folkmn feasts, to make a ad sweet . favour unto the LORD, of the herd or of the : i,., flock:, p, 4 Then  thall he that offereth his offering i, 7;. unto the LORD, bring f a meat offering of a, : "" tenth deal of flour mingled"
0070900101_000103,The holy Bible containing the Old and New Testaments Newly translated out of the Original Tongues and with the former translations diligently compared & revised. By His Majesties special Command Appointed to be read in Churches.,,130,1,0,0,4,1,10,16,0,2,1,1,3,3,5,1,2,5,0,3,0,2,2,1,0,0,0,1,4,0,9,0,0,1,4,8,0,1,1,0,0,0,2,0,10,0,1,6,4,0,0,3,0,1,6,1,0,0,3,1,0,1772,1,2,"London : printed by C. Eyre & W. Strahan, His Majesty's Printers, MDCCLXXII. [1772].",London,1754,unknown,,,FALSE,"wafla his. fleh ward: and before the mercy seat with water in the holy place, and put fhallhefprinkle of the blood withhis on his garments, and come forth, finger seven times. and offer his burnt offering , and the: s15 Then Shall he kill the goat burnt offering of the"
0074200500_000089,"The Holy Bible, containing the Old and New Testaments: ...",,166,2,1,0,3,1,1,6,1,3,1,0,1,5,2,1,0,0,0,0,0,7,9,0,0,1,1,0,1,0,25,0,1,0,6,2,0,2,0,3,0,2,0,1,31,4,9,4,6,0,0,10,0,2,1,0,6,2,2,0,0,1731,1,1,"Oxford : printed by the University Printer, 1731.",Oxford,876,unknown,,,FALSE,"sprinkled of the blood thereof upon any garment, thou shalt was that whereon it was iprinkled, in the holy - place. 28 But the earthen vessel wherein it isfod' den, b hall be broken: andif it be foddenini rafen baren pot, it shall be both scoured, and rinsed 16 But"
1162300200_000076,"The Holy Bible, containing the Old and New Testaments: ...",,121,5,0,2,9,2,9,1,0,0,1,1,4,2,5,0,1,4,2,1,3,0,0,0,1,0,1,0,0,3,6,6,1,0,4,6,0,0,5,0,0,2,0,1,18,2,0,0,1,0,0,1,1,2,6,1,0,0,1,0,0,1795,1,1,"Oxford : printed at the Clarendon Press, by William Jackson and WIlliam Dawson: and sold at the Oxford Bible Warehouse, London, 1795.",Oxford,1086,unknown,,,FALSE,"commanded thee : seven days ( halt thou ctjn fecrate them. 36 And of consecrating the prie~pi. Chap. xxiit. Before 36 And thou shalt offer every day a bullock i4ch9 for a sin offering for atonement : and thou shalt cleanse the altar , when thou hast made an atonement"
0078100201_000129,The Holy Bible.,,144,1,0,0,0,0,1,0,2,1,0,5,0,10,4,0,2,7,5,0,7,0,0,0,0,0,4,0,2,1,0,0,2,0,2,5,1,0,9,0,0,7,3,7,25,6,0,1,3,0,4,5,0,2,0,5,0,0,2,1,2,1796,1,2,"[London] : Published by R. Bowyer, London, 1796.",London,806,unknown,,,FALSE,"of Israel a statute of judgement, as the LORD commanded Moses . 12 And the LORD said unto Moses , Get thee up into this mount Abarim, and see the land which I have given unto the children of Israel . I And when thou hast seen it, thou also"
0066200500_000103,"The holy Bible, containing the Old and New Testaments; Translated out of the Original Tongues, and With the former Translations diligently compared and revised, By his Majesty's Special Command. Appointed to be read in Churches.",,146,1,1,0,1,0,1,5,1,0,1,0,1,6,1,2,0,1,0,0,0,6,8,0,0,1,1,0,1,0,12,1,0,0,6,1,1,2,0,4,0,2,0,1,32,4,9,2,9,0,0,10,0,1,2,0,5,2,1,0,0,1775,1,1,"Cambridge : printed by John Archdeacon Printer to the University; and sold by John Beecroft, John Rivington, Benjamin White, and Edward Dilly, in London; and T. & J. Merrill, in Cambridge, [1775] [1776].",Cambridge,1421,unknown,,,FALSE,"be eaten, . in the court of the tabernacle of the con: : : . gregation. 5i: R"" 27 Whatsoever shall' touch the flefl; .io. thereof ( hall be holy : and when there is sprinkled of the blood thereof upon any garment, thou ( halt wafl that whereon it"
1351300100_000145,"The Holy Bible, Containing the Old and New Testaments. With arguments to the different books; and moral and theological observations, illustrating each chapter, and shewing the use and improvement to be made of it: Composed by the Reverend Mr. Ostervald, professor of Divinity, and one of the ministers of the Church at Neufchatel in Swisserland: translated at the desire of, and recommended by, the Honble Society for Propagating Christian Knowledge.",Jean-Frédéric Osterwald,128,1,0,0,0,0,1,0,1,1,0,4,0,6,4,0,3,7,4,0,2,0,0,0,1,0,4,0,2,4,1,0,3,0,1,4,1,0,8,1,0,4,3,7,22,4,0,2,4,0,4,3,0,2,0,5,0,0,1,1,2,1777,1,1,"Edinburgh : Printed for Colin Macfarquhar, M.DCC.LXXVII. [1777].",Edinburgh,1175,male,1663,1747,FALSE,"lord; two young bullocks , and one ram , feiven lambs of the first year without spot, i2 And three tenth deals of flour for a meat offering mingled with oil , for one bul; lock, and twotenth dealsof flour fora meat offering mingled with oil , for one ram"
1236000100_000254,"The Holy Bible, with the Apocrypha at large. Explained and illustrated with notes and annotations, theological, moral, divine, &c. selected from the most eminent commentators ... with practical observations and reflections. ...",,132,1,0,2,5,1,0,0,1,0,0,3,0,4,2,0,0,1,0,0,0,0,0,0,0,4,4,0,6,1,0,0,2,1,0,0,3,0,6,1,3,4,4,2,34,3,3,1,4,8,6,3,4,0,3,0,0,0,0,0,2,1796,1,1,"Berwick : printed for J. Embleton, 1796.",,992,unknown,,,FALSE,"consumed seven days, chap. XXIX 37 The consecration of the priests began on the eighth day, which lasted seven days longer, Lew. VIII 33 The passover and the feasts of unleavened bread were kept on the fourteenth day, and lasted till the twenty second, Numb. IX 5 The remainder of"
0065400400_000094,"The holy Bible, containing the Old Testament and the New: Translated Out Of The Original Tongues: And With The Former Translations Diligently Compared And Revised, BY His Majesty's Special Command. Appointed To BE Read In Churches.",,128,7,0,0,5,0,9,9,0,2,1,3,1,4,5,1,2,7,0,1,0,0,1,1,0,0,0,0,10,0,2,0,2,3,11,6,0,1,1,0,0,0,2,1,10,0,0,3,3,0,1,0,0,1,5,1,1,0,4,1,0,1800,1,1,"Oxford : printed at the Clarendon Press, by Dawson, Bensley, and Cooke, Printers To The University; and sold by W. Dawson, Oxford Bible Warehouse, Paternoster-Row, London. MDCCC. (cum Privilegio.), [1800].",Oxford,1197,unknown,,,FALSE,"of the iwo soils of bring his blood within the vail, and do Aaron , whenl they offered before the with that blood as he did with the blood lord, and died; of the hullock, and sprinkle it upon the And tle elorn untomofes, Speak mercy seat, and before the"
1277800100_000232,"The Holy Bible, containing the Old and New Testaments: ...",,158,12,0,1,12,1,3,6,4,0,5,3,1,14,1,0,9,5,0,3,0,2,6,0,1,0,0,0,2,0,0,0,5,1,0,2,1,0,1,0,0,2,0,10,26,2,2,6,0,0,4,0,0,0,4,0,0,0,0,0,1,1728,1,1,"Oxford : printed by John Baskett, 1728.",Oxford,1314,unknown,,,FALSE,"z5 And he took the fat , and the rump, and all the fat that war upon the inwards, and the caul above the liver, and the two kidneys and their fat , and the right shoulder. z6 And out of the basket of unleavened bread , that was before"
0061100400_000095,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues: And with the Former Translations Diligently Compared and Revised, By His Majesty's Special Command. Appointed to be Read in Churches.",,120,14,1,1,4,1,1,2,0,1,1,1,1,6,3,1,2,3,0,1,2,4,5,0,0,0,0,0,1,0,3,0,2,1,7,2,0,0,0,1,0,1,0,9,16,1,4,7,0,0,1,1,0,3,3,0,2,0,0,0,0,1766,1,1,"London : printed by Mark Baskett, Printer to the King's most Excellent Majesty; and by the assigns of Robert Baskett, M.DCC.LXVI. [1766].",London,844,unknown,,,FALSE,"for .sed -9 a sacrifice ot peace offerings , which was for the  people : and Aaron's sons presented unto him the blood (which he sprinkled upon the altar round about) 19 And the fat of the bullock , and of the ram , the rump, and that which"
0077900300_000100,"The holy Bible, containing the Old Testament and the New: Translated out of the Original Tongues, and With the former Translations Diligently Compared and Revised, By His Majesty's special Command. Appointed to be read in Churches.",,153,0,1,0,0,0,3,0,4,2,2,1,0,3,3,1,0,0,0,0,3,2,0,0,2,1,2,1,1,3,26,1,0,0,8,3,1,0,4,0,0,4,7,3,33,1,1,2,2,0,1,3,0,4,0,3,0,1,0,9,1,1773,1,1,"Oxford : printed by T. Wright and W. Gill, Printers to the University: and sold by S. Crowder, in Pater-Noster Row, London; and by W. Jackson, in Oxford, [1773].",Oxford,1201,unknown,,,FALSE,on the fifteeriil day of the same. month is the feast of unleavened bread unto the LORD: seven days ye mutl eat unleavened bread . 7 In the first day ye [ hall have an lholy convocation : ye stall do no servile work therein. S But ye ( hall
1522900100_000105,"The Holy Bible, Containing the Old and New Testaments: with arguments prefixed to the different books; and moral and theological observations illustrating each chapter: composed by the Reverend Mr. Ostervald, professor of divinity, and one of the ministers of the church at Nenschatel in Swisserland. Translated at the desire of, and recommended by, the Society for Propagating Christian Knowledge.",Jean-Frédéric Osterwald,131,11,0,0,8,2,2,6,0,3,2,1,1,7,6,0,6,2,0,0,0,3,6,0,0,0,0,0,1,1,1,0,2,1,0,5,1,0,1,3,0,1,0,4,25,1,4,4,2,0,1,2,0,2,1,0,0,1,0,0,1,1797,1,1,"Edinburgh : Printed by Mark and Charles Kerr, His Majesty's printers; and sold by James Gillies, bookseller, Glasgow, MDCCXCVII. [1797].",Edinburgh,987,male,1663,1747,FALSE,"had contracted any I; l unuclannefs wre· not allowed to at of the sacri chap~vth; fices, let us fediou confider how much ltds we ourght to appear before God Wihen polluted with sin, cllsre i haill eat no manner of sat, of ox, or of theep, or of t go"
