PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(art),termFreq(azur),termFreq(beauti),termFreq(blaze),termFreq(blue),termFreq(bright),termFreq(carbuncl),termFreq(cave),termFreq(cavern),termFreq(cloud),termFreq(colour),termFreq(columnar),termFreq(crystal),termFreq(dark),termFreq(deep),termFreq(diamond),termFreq(earth),termFreq(emerald),termFreq(fine),termFreq(finest),termFreq(form),termFreq(garnet),termFreq(gem),termFreq(glass),termFreq(gold),termFreq(golden),termFreq(great),termFreq(green),termFreq(hard),termFreq(heaven),termFreq(hue),termFreq(hyacinth),termFreq(indi),termFreq(jasper),termFreq(jewel),termFreq(light),termFreq(lustr),termFreq(mine),termFreq(mountain),termFreq(necklac),termFreq(onyx),termFreq(opal),termFreq(pebbl),termFreq(pellucid),termFreq(polish),termFreq(preciou),termFreq(purpl),termFreq(rai),termFreq(red),termFreq(rubi),termFreq(sapphir),termFreq(silver),termFreq(size),termFreq(stone),termFreq(ting),termFreq(tint),termFreq(topaz),termFreq(transpar),termFreq(valu),termFreq(variou),termFreq(view),termFreq(wear),termFreq(white),termFreq(yellow),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1196800100_000072,"Studies of nature. By M. de St. Pierre. Abridged from the translation of Henry Hunter, D.D.",Jacques-Henri Bernardin de Saint-Pierre,100,3,0,3,4,0,3,0,0,0,2,4,16,0,0,1,0,0,2,1,0,0,4,0,0,0,4,0,0,2,0,3,1,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,2,2,10,0,0,1,0,0,1,7,0,1,0,1,1,0,5,6,1799,1,1,"London : printed for C. Dilly, In The Poultry, MDCCXCIX. [1799].",London,444,male,1737,1814,FALSE,"clouds through each other, then sweep them to the west, crossing and re crossing them. over one another, like the osiers interwoven in a transparent basket. They throw over the sides of this chequered work the clouds which are not employed in the contexture, roll them up into enormous masses,"
1199400600_000021,"A new system of mineralogy, in the form of catalogue, after the manner of Baron Born's systematic catalogue of the collection of fossils of Mlle Éléonore de Raab. By William Babington, M. D. Assistant Physician, And Lecturer In Chemistry, At Guy's Hospital.",William Babington,69,1,0,0,0,0,2,1,0,0,0,0,14,0,4,0,0,0,0,4,0,0,2,0,1,0,0,1,0,5,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,2,3,1,0,2,1,0,0,2,0,0,0,0,0,3,4,1799,1,1,"London : printed for the author, by T. Bensley, Bolt-Court, Fleet-Street; and sold by W. Phillips, George-Yard, Lombard-Street; G. G. and J. Robinsons, Paternoster-Row; and T. Cox, ST. Thomas's-Street, Borough, 1799.",London,295,male,1756,1833,FALSE,"but principally in the island of Ceylon, and contains, according to Bergman, Alumine 0.58, Silex 0.35, Carbonate of Lime o, and Oxyde of Iron 0.2. VARIETY I. crysfrallised. a. In lengthened hexhedral pyramids joined base to bale. R. de L P. 6 Fig. 39 III b I. In polished specimens"
0205100100_000203,"Pharmacopoia Londinensis. Or, the new London dispensatory. In VI. books. Translated into English for the Publick Good, and Fitted to the whole Art of Healing. Illustrated With the Preparations, Virtues and Uses of all Simple Medicaments, Vegetable, Animal and Mineral, Of all the Compounds both Internal and External: and of all the Chymical Preparations now in Use. Together with some choice Medicines added by the Author. As also The Praxis of Chymistry, As it's now Exercised, fitted to the meanest Capacity. The sixth edition, corrected and amended. By William Salmon, Professor of Physick: At the Great House near Black-Fryars Stairs.",Royal College of Physicians of London,54,1,0,0,1,0,1,0,1,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,1,7,2,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,1,2,1,0,4,1,1,0,0,12,0,0,0,0,0,0,0,0,2,1,1702,1,1,"London : printed by J. Dawks, for W. Battersby, R. Chiswell, M. Wotton, G. Conyers, J. Nicholson, and J. Sprint, in Little Britain, 1702.",London,935,unknown,,,FALSE,"the White , Black; B and dry, consume moisture, Green , Red , rc. Alabaster is one Agthen and comfort the Heart, of the Kinds thereof: Sec it Selt; ine the Spirits, and refresh all 3 aforegoing: So also arc Ophi 1rincipal parts: In Collyriums tes and Porphyrites. Galen faithr"
0566700500_000099,"The golden cabinet: being the laboratory, or handmaid to the arts. ...",,60,0,0,0,0,0,5,1,0,0,0,0,14,0,0,0,4,0,0,1,1,0,0,3,0,4,0,0,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,2,6,0,0,2,1,0,0,0,0,1,3,1790,1,1,"Dublin : printed by Peter Hoey, 1790.",Dublin,359,unknown,,,FALSE,"is apt to lose its colour , and turn black with oil. In common cafes, however, any of the colours maybe, with little trouble, laid on with isinglass fie,. in the same manner as the glazing colours used ir miniature ( 238) min; at.: : e pa: n'ing; for whiqh,"
0037801300_000045,"A series of experiments relating to phosphori and the prismatic colours they are found to exhibit in the dark. By B. Wilson, F.R.S. and Member of the Royal Academy at Upsal. Together with a translation of two memoirs, from the Bologna acts, upon the same subject, By J.B. Beccari, Professor of Philosophy at Bologna.","Beccari, Jacopo Bartolommeo",58,5,0,0,1,0,0,0,0,0,0,0,6,0,1,5,0,0,0,2,2,0,0,0,4,1,0,0,2,0,2,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,0,1,1,0,0,1,1,0,0,0,0,2,0,1775,1,1,"London : printed for J. Dodsley in Pall-Mall, T. Becket in the Strand, and G. Kearsly in Fleet-Street; Mess. Dollond in St. Paul's Church-Yard, and Mr. Smith in the Strand, Opticians, MDCCLXXV. [1775].",London,191,unknown,,,FALSE,"fun's rays only, and some of the more difficult shone by means of a lens. But all of them were made to shinei by means of the daylight only, after they had undergone an easy process. I rubbed off some very fine and white powder, by striking them one against"
0140901402_000025,"A description of England and Wales. Containing a particular account of each county ... Embellished with two hundred and forty copper plates, of palaces, castles, cathedrals; ...",,79,2,0,0,2,0,4,1,0,2,0,3,9,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,2,0,0,0,0,11,0,2,0,4,1,3,0,0,0,2,7,0,0,0,1,0,1,0,0,8,3,1769,2,10,"London : printed for Newbery and Carnan, 1769-70.",London,298,unknown,,,FALSE,"alnofi equals the ground. These spots are of various sizes , forne being an inch long, and half an inch broad. But there is a better stone of this kind at Bofworlas, in the parish of St. Just. The ground is of black cockle interfered in all directions, by tothy"
0738300400_000076,"Lectures in natural philosophy, designed, to be a foundation, for reasoning pertinently, upon the petrifications, gems, crystals, and sanative quality of Lough Neagh in Ireland; and intended to be an introduction, to the natural history of several counties contiguous to that lake, particularly The County of Ardmagh. By Richard Barton, B. D. Author of The Analogy of Divine Wisdom, in the Material, Sensitive, Moral, Civil, and Spiritual System of Things.",Richard Barton,61,2,3,0,3,0,0,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,1,0,0,0,0,0,1,1,0,0,0,0,0,3,0,4,0,0,3,1,0,4,0,0,0,0,9,0,0,2,1,2,2,0,0,2,0,1751,1,1,"Dublin : printed for the author, by A. Reilly, and sold by George and Alexander Ewing, at the Angel and Bible in Dame-Street, M,DCC,LI. [1751].",Dublin,210,male,1706,1759,FALSE,"i. de vel. facr. Hebr. C 14 n. 1i, 12 An agate.j So the Hebrew word Schebo, which is nowhere else mentioned in scripture, is translated by the greatefc part of interpreters, who take this for that stone which the (; reeks call Achates; which is so well known, that"
0972600900_000076,"Lectures in natural philosophy, designed, as a foundation, to reason pertinently, upon the petrifications, gems, crystals and sanative quality of Lough Neagh in Ireland. To which is added, the master-piece of nature, or, a short description of a beautiful lake near Killarny, in the county of Kerry. By the author of The analogy of divine wisdom, in the material, sensitive, moral, civil, and spiritual system of things.",Richard Barton,64,2,2,0,2,0,0,1,1,0,0,0,10,0,1,0,0,0,0,0,1,0,0,0,2,0,1,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4,0,1,3,1,0,4,0,0,0,0,10,0,0,2,0,2,2,0,0,2,0,1751,1,1,"Dublin : printed for the author, by A. Reilly, and sold by George and Alexander Ewing, at the Angel and Bible in Dame street, M,DCC,LI. [1751].",Dublin,211,male,1706,1759,FALSE,"a kind of Jacinth; of which there being diverse sorts, he judges it likely to be that, which nearest approaches to the colour of Amber, which hath made Authors take them for the same. The Ancients indeed commonly by a Jacinth underlfand a stone of a violet colour , but"
1438400200_000026,"A compendious system of mineralogy & metallurgy; extracted from the American edition of the Encyclopaedia, now publishing by Thomas Dobson, at the stone-house, no 41, South Second-Stret [sic]. MDCC,XCIV.",Thomas Dobson,61,2,0,0,0,0,1,0,0,0,0,0,8,0,4,0,0,0,1,0,1,0,8,0,1,0,0,0,1,2,2,0,0,1,0,2,0,0,0,0,1,0,0,2,0,1,0,0,0,0,4,1,0,0,0,0,1,0,5,4,0,1,0,0,5,2,1794,1,1,"[Philadelphia : Printed by Thomas Dobson, 1794].",Philadelphia,487,male,1751,1823,FALSE,"rock itil1f; whereby, 2 As well as by its nature, it breaks irregularly, and into sharp fragments. 3 That it cannot easily be made red hot without cracking Rll more. 4 It never decays in the air. s5. Melted with pot afhes, it gives a more solid and fixed glars"
1115700106_000787,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,47,0,3,0,1,0,0,0,0,0,0,0,2,0,1,0,0,7,0,1,0,0,6,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,4,2,0,0,0,2,1,0,1,5,0,1,1,0,0,1,0,0,0,0,1798,6,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,811,unknown,,,FALSE,"may be provided with Engraving, pointed instruments or needles of various sizes with single or double points. In forming the light and shade, he should diitinguifh between those hatches vwhich serve to express the perfpcctive of the object and those which form the ground of it. The principal hatches nlould"
1115600105_000674,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,61,2,1,0,0,0,1,0,0,0,0,0,9,0,10,0,0,2,3,1,1,0,5,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,2,1,1,0,0,0,1,0,5,0,0,2,0,0,2,2,1798,5,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,841,unknown,,,FALSE,"Vatican, speaks of the cr'ptae of St Andrew, St Paul, 75 .] C 1r Y c. thc.word is formed of xjpvir, aflbonfar6 i I hide'; "" Crypti whence gxpfusr, crypta. Vitruvius uses the word ciypta for a part of a build Cryfta; .- ing, answering nearly to our cellar; Juvenal"
0672000302_000714,"Lexicon technicum: or, an universal English dictionary of arts and sciences: ... In two volumes. By John Harris, ... The fifth edition. Now digested into one alphabet: with very considerable additions and improvements ... Illustrated with several additional copper-plates, ...",John Harris,45,0,0,1,1,0,1,2,1,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,1,0,3,1,1,0,0,7,0,0,0,1,0,0,0,0,1,0,1736,2,2,"London : printed for J. Walthoe, Mess. Knapton, D. Midwinter, A. Bettesworth and C. Hitch, E. Symon [and 8 others in London], 1736.",London,949,male,1667,1719,FALSE,"to put or sit in a new Piece; then they patch in a Piece of Timber, and bind it on wi'h an Iron, which goes under the Ship's hkel, nd comes up on each Side of the Ship, where'tis nas!. ed strongly with Spikes; and this they calla Stirrup. STOCKS,"
0416100700_000015,"The seasons. In four books. With Britannia. By James Thomson. To which are added the following Pieces, I. Ode on St. Cecilia's Day, by Mr. Pope. II. Alexander's Feast, or the Power of Musick, by Mr. Dryden. III. Ode on Solitude, by Mr. Pope. IV. The dying Christian to his Soul, an Ode, by the same. V. The Universal Prayer, by the same. VI. Elegy, to the Memory of an unfortunate Lady, by the same. Vii. Veni Creator Spiritus, translated in Paraphrase, by Mr. Dryden. To which is prefixed, The life and literary character of Mr. Thomson, with a Criticism on some Part of his Works, pointing out their Excellencies. Illustrated with a new set of designs.",James Thomson,48,0,0,1,2,1,1,1,0,0,1,1,1,0,0,1,3,1,2,1,0,0,3,0,0,0,0,1,1,1,0,2,3,0,0,0,0,6,1,0,0,0,0,1,0,0,1,0,1,3,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,2,1770,1,1,"Dublin : printed by John Exshaw, in Dame-Street, M.DCC.LXX. [1770].",Dublin,228,male,1700,1748,TRUE,"enlivened earth , 130 Graceful with hills, and dales, and leafy woods,. Her Her liberal trefes, is thy force confined: But, to the bowed cavern darting deep , The mineral kinds confess thy mighty power. Effulgent, hence the veiny marble ihines; 135 Hence Labour draws his tools; hence burnished War"
1334400101_000192,"The Christian's family Bible. Containing the Old and New Testaments at large; and the Apocrypha. With comments and annotations, theological historical, critical, and moral: by the Reverend W. Rider, A.B. late of Jesus College, Oxford, one of the Masters of St. Paul's School, and Chaplain to the Worshipful Company of Mercers.",William Rider,60,0,0,0,2,0,3,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,4,0,5,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,2,0,4,1,1,0,0,5,0,0,0,4,1,2,0,0,1,3,1770,1,3,"London : printed for Robinson and Roberts, in Paternoster-Row, MDCCLXX. [1770].",London,1091,male,1723,1785,FALSE,"the twelve tribes. 22 And thou thalt make upon the breastplate chains at the ends, of wreathen the children of Israel in the breastplate of judgement upon his heart, when he goeth in unto the holy place, for a memorial before the LORD Continually. 3 o And thouthalt put in"
0545900202_000086,"The handmaid to the arts. In two volumes, ...","Dossie, Robert",70,0,0,0,2,0,7,2,0,0,0,0,19,0,0,0,5,0,0,1,1,0,0,3,0,1,0,0,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,0,1,2,2,0,2,2,0,0,0,0,1,5,1796,2,2,"London [York?] : printed for A. Millar, W. Law, and R. Cater; and for Wilson, Spence, and Mawman, York. Anno, 1796.",London|York.,333,male,,,FALSE,"become of the thicknl required, and then to give them an even surface by planisiing hammer, before they are polished ; bit' use of the rollers is much more expeditious and ette&u where the quantity demanded can defray the expn cf purchaiing them, with the other necelairv uork. The tin"
0081700148_000011,"The works of the English poets. With prefaces, biographical and critical, by Samuel Johnson. ...",Samuel Johnson,53,0,0,1,3,1,1,3,0,0,1,2,1,0,0,1,3,1,4,1,0,0,3,0,0,0,1,1,1,2,0,2,2,0,0,0,0,7,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1779,48,58,"London : printed by H. Hughs; for C. Bathurst, J. Buckland, W. Strahan, J. Rivington and Sons, T. Davies, T. Payne, L. Davis, W. Owen, B. White, S. Crowder, T. Caslon, T. Longman, B. Law, E. and C. Dilly, J. Dodsley, H. Baldwin, J. Wilkie, J. Robson, J. Johnson, T. Lowndes, T. Becket, G. Robinson, T. Cadell, W. Davis, J. Nichols, F. Newbery, T. Evans, J. Ridley, R. Baldwin, G. Nicol, Leigh and Sotheby, J. Bew, N. Conant, J. Murray, W. Fox, J. Bowen, MDCCLXXIX. [1779]-80.",London,258,male,1709,1784,TRUE,"in the east. The lessening cloud , The kindling azure , and the mountain's brow Illumed with fluid gold , his near approach Betoken glad. Lo; now, apparent all, 85 Aslant the dew bright earth , and coloured air, He looks in boundless majesty abroad; And sleds the shining day,"
0239700105_000093,"A new and accurate system of natural history. In six volumes. Containing, I. The history of quadrupeds, including amphibious Animals, Frogs, and Lizards. II. The history of birds, with the Method of bringing up those of the singing Kind. III. The history of fishes and serpents, including Sea Turtles, Crustaceous and Shell Fishes. To which is added, the whole Art of Float and Fly Fishing, the best Rules for the Choice of Tackle, and a Description of natural and artificial Baits. IV. The history of insects. V. The history of waters, earths, stones, Fossils, and Minerals, including the Observations of Linnaeus on these Subjects. VI. The histor of vegetables, as well Foreign as Indigenous, including an Account of the Roots, Barks, Woods, Leaves, Flowers, Fruits, Seeds, Resins, Gums, and concreted Juices; together with the Method of cultivating those planted in Gardens. With Observations on their Virtues, Properties, and Medicinal Uses. By R. Brookes, M. D. Author of the General Practice of Physic, &c.",Richard Brookes,123,2,0,0,3,0,3,12,0,0,0,0,11,0,0,2,7,0,0,0,16,0,0,0,0,0,0,0,2,3,5,0,0,0,0,1,0,1,0,0,0,0,1,0,8,0,5,0,0,0,5,0,0,0,1,2,1,0,0,8,0,0,0,0,15,9,1771,5,6,"London : printed for T. Carnan and F. Newbery, jun. at Number 65, in St. Paul's Church-Yard, MDCCLXXII. [1772].",London,360,male,1721,1763,FALSE,"a roundish or oblong hape, but a little flatted, and seldom more than three inches in diameter. The nucleus is very beautiful , bright and transparent . It is encompassed with many coats of a pale brown, and a fine red , which fometinles is of a febh colour ;"
0998000103_000043,"Morsels of criticism: tending to illustrate some few passages in the Holy Scriptures, upon philosophical principles and an enlarged view of things.","King, Edward",58,2,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,7,0,0,1,0,1,0,3,0,1,0,2,1,0,0,0,0,0,0,3,3,0,0,0,0,2,1,0,1,0,2,2,1,2,0,0,0,0,5,0,1,1,1,0,1,0,0,5,3,1800,3,3,"London : printed by J. Davis, Chancery-Lane; and sold by J. White, Horace's Head, Fleet-Street, M.DCCC. [1800].",London,507,male,1735,1807,FALSE,"alnd to be considered merely as an iyfl.7nioa able jistce, - S Schlimeir has placed itt. by itself; because of its b: iag so entirely combultible, and to be reduced to mere luid of fire.; (': ricdt, p, 77 L id p. sp. 53 Sec. XLVI XLVII Schmeiiffr, Vol. I."
0545801702_000086,"The handmaid to the arts, teaching, I. A perfect knowledge of the materia pictoria: or the nature, use, preparation, and composition, of all the various substances employed in painting; as well vehicles, dryers, &c. as colours: including those peculiar to enamel and painting on glass. II. The several devices employed for the more easily and accurately making designs from nature, or depicted representations; either by off-tracing, calking, reduction, or other means: with the methods of taking casts, or impressions, from figures, busts, medals, leaves, &c. III. The various manners of gilding, silvering, and bronzing, with the preparation of the genuine gold and silver powders, and imitations of them, as also of the fat oil, gold sizes, and other necessary compositions:-the art of japanning as applicable not only to the former purposes, but to coaches, snuffboxes, &c. in the manner lately introduced:-and the method of staining different kinds of substances with all the several colours. The whole being calculated, as well for conveying a more accurate and extensive knowledge of the matters treated of to artists; as to initiate those, who are desirous to attempt these arts, into the method of preparing and using all the colours, and other substances employed in painting in oil, miniature, enamel, varnish, and fresco; as also in gilding, &c.","Dossie, Robert",59,0,0,0,2,0,2,1,0,0,0,0,11,0,0,0,2,1,1,1,1,0,2,2,0,2,0,0,2,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,10,0,0,1,3,0,0,0,1,1,3,1758,2,2,"London : printed for J. Nourse at the Lamb opposite Katherine-Street in the Strand, MDCCLVIII. [1758].",London,487,male,,,FALSE,"lightness or deepness of which the colour is required to be. for the eagle marine, conmmon verdigrife, with a little pru.iitan blue , tempered in thell lac varniflh, may be used. Flor yellow ,, vhcre a full colour is desired, the the soil may be coloured with yellow laquer, laid"
1245401402_000024,"Elements of chemistry. By M. I. A. Chaptal, Chevalier of the order of the King, Professor of Chemistry at Montpellier, Honorary Inspector of the Mines of France, and member of several academies of Sciences, Medicine, Agriculture, inscriptions and belles letters. Translated from the French. In three Volumes. ...","Chaptal, Jean Antoine Claude, Count de Chanteloup",76,1,0,0,1,0,4,0,0,0,0,0,14,0,1,0,0,0,0,10,1,0,4,0,4,1,0,0,0,6,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,1,3,0,1,0,0,7,2,1791,2,3,"London : printed for G. G. J. and J. Robinson, Paternoster-Row, M.DCC.XCI. [1791].",London,501,male,1756,1832,FALSE,"ilex, eight carbonate of lime, and six iron. 2 The oriental hyacinth is of a reddish yellow colour . I: is usually crystallizcd in the form of a re rannzilar terrahedral prism, terminated by two quadrangular pyramids with rhombic faces. It loies the brilliancy of its colours , by the"
0179700900_000019,"Fossils arranged according to their obvious characters; with their history and description; Under The Articles Of Form, Hardness, Weight, Surface, Colour, And Qualities; The Place of their Production, Their Uses, And Distinctive English, and Classical Latin Names. By J. Hill, M. D. Member Of The Imperial Academy.",John Hill,84,0,0,0,1,0,4,8,0,0,0,0,18,0,0,2,0,8,0,0,1,0,3,0,0,0,1,0,0,4,11,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,2,4,0,0,3,3,0,1,0,0,0,0,0,0,3,1771,1,1,"London : printed for R. Baldwin, in Pater-Noster Row; and P. Elmsly, in the Strand, M.DCC.LXXI. [1771].",London,440,male,1714,1775,FALSE,"been held I · . -- .- ~ -1 -- -- -- -- -- -- -)-~ [ 40 1 hdl in the fun, it has a ilvery brightness in the dark ; and the same quality, in ome degree, when rubbed: and it takes the soil, as the Oriental Diamond"
0217500200_000028,"The laboratory, or school of arts ; in which are faithfully exhibited and fully explain'd, I. A variety of curious and valuable experiments in refining, Calcining, Melting, Assaying, Casting, Allaying, and Toughening Gold; With several other Curiosities relating to Gold and Silver. II. Choice Secrets for Jewellers, in the Management of Gold; in Enamelling, and the Preparation of Enamel-Colours, with the Art of Copying Precious Stones; of preparing Colours for Doublets; of Colouring Foyles for Jewels, together with other rare Secrets. III. Several uncommon Experiments for Casting in Silver, Copper, Brass, Tin, Steel and other Metals; likewise in Wax, Plaister of Paris, Wood, Horn, &c. With the Management of the respective Moulds. IV. The Art of making Glass: Exhibiting withal the Art of Painting and making Impressions upon Glass, and of Laying thereon Gold or Silver; together with the Method of Preparing the Colours for Porters-Work or Delet Ware. V. A Collection of very valuable Secrets for the Use of Cutlers, Pewterers, Brasiers, Joiners, Turners, Japanners, Book-Binders, Distillers, Stone-Cutters, Limners, &c. VI. A dissertation on the nature and growth of saltpeter ; Also, Several other choice and uncommon Experiments. Translated from the German.","Smith, Godfrey",62,0,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,10,0,1,4,0,1,0,1,3,1,0,0,1,1,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,11,1,0,0,1,3,0,0,0,9,0,0,0,0,0,0,0,0,2,0,1738,1,1,"London : printed for T. Cox, at the Lamb under the Royal Exchange, MDCCXXXVIII. [1738].",London,269,unknown,,,FALSE,"or a fine Hyacinth . ACHE Vitriol one Ounce, and the same Weight of Water, mix it well together; in this dissolve Filings or very thin beaten Steel; set the Glass on a warm Sand, filtrate the Solution before it is cold; then set it into a Cellar, and it"
1742200112_000065,"Encyclopædia Britannica; or, a dictionary of arts, sciences, and miscellaneous literature; ... The third edition, in eighteen volumes, greatly improved. Illustrated with five hundred and forty-two copperplates. ...",,45,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,2,1,0,4,0,0,3,0,0,1,0,0,0,1,3,0,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,2,1,0,0,3,1,0,0,0,0,0,0,1797,12,20,"Edinburgh : printed for A. Bell and C. Macfarquhar, 1797.",Edinburgh,802,unknown,,,FALSE,"matter that has been tried. i lie following earths are entirelyfolulc in this flux with effervescence: :; chalcedony; carnelian Turkey tone -, (coj Turcia); fluor mineralis -; onyx ; opal ; quartz; common flint; ponderous spar. The following are divfible in it with or without effervescence, but not entirely soluble"
0787300500_000011,The seasons. By James Thomson.,James Thomson,49,0,0,1,2,1,1,2,0,0,1,1,1,0,0,1,3,1,3,1,0,0,3,0,0,0,0,1,1,2,0,2,2,0,0,0,0,6,1,0,0,0,0,1,0,0,1,0,1,2,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,2,1766,1,1,"London : printed for A. Millar, in the Strand, MDCCLXVI. [1766].",London,215,male,1700,1748,TRUE,"scarce be caught by philosophic eye, Ltoft in the near effulgence of thy blaze . INFORMER I FOR M EROS the planetary train! Without whose quickening glance their cumbrous orbs 5 Were brute unlovely mass, inert and dead, And not, as now, the green abodes of life! How many forms"
1424300102_000076,"A new and complete dictionary of trade and commerce: Containing a distinct explanation of the general principles of commerce; an accurate definition of its terms; an ample illustration of the laws and customs of all commercial states, with respect to mercantile affairs, in general; including the several treaties of commerce actually subsisting at this time between the different powers of Europe. A particular description of the different productions of art and nature, which are the basis and support of commerce; particularly distinguishing the growth, product, and manufactures of Great Britain and its colonies. An extract specification and valuation of all foreign coins, with easy concise tables for reducing them to the British standard. An historical and critical account of all public and private companies, and of all public banks and funds, with the nature of their securities. An abstract of the bye-laws and customs of all ports and harbours; with a description of the office and duty of consuls, agents, and other persons residing in foreign parts, for the protection of the commerce of their respective nations. Also observations on the present state of our foreign commerce, and of the new manufactures established and brought to perfection of late years in Great Britain, of which no account has hitherto been given in any other commercial dictionary. By Thomas Mortimer, Esq; His Majesty's Vice-Consul for the Austrian Netherlands.",Thomas Mortimer,51,1,0,0,1,0,2,0,0,0,0,0,5,1,0,0,2,0,1,0,0,1,1,8,5,0,2,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,2,0,1,2,1,1,0,0,0,3,1,0,0,0,0,1766,2,2,"London : Printed for the author; and sold by S. Crowder, at the Looking-Glass; and J. Coote, at the King's Arms, in Pater-noster-row; and J. Fletcher, in St. Paul's Church-yard, MDCCLXVI. [1766].",London,553,male,1730,1810,FALSE,"from the weight of a grain of ditchared or unpacked before the certificatebe delivered, L wheat, gathered out of the ear and well dried. Twenty jn wirhout the prelence of an officer, such goods, or their four grains make a penny weight, and twenty pe~nny vlee, are forfeited 3 hen.vii."
0545000102_000372,"A supplement to Mr. Chambers's Cyclopædia: or, universal dictionary of arts and sciences. In two volumes. ...",Ephraim Chambers,57,1,3,0,2,0,1,1,0,0,0,0,9,0,2,0,0,0,0,1,4,0,0,1,7,6,1,0,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,2,1,0,1,1,1,0,0,0,0,0,1753,2,2,"London : printed for W. Innys and J. Richardson, R. Ware, J. and P. Knapton, T. Osborne, S. Birt [and 10 others in London], 1753.",London,967,male,1680,1740,FALSE,"and thus will flower well, and appear extremely beautiful . The belt season for pruning them is in the spring, and it is a good custom to lay a foot thickness of mulch at the roots', which will effeiually preserve them from the severity of the winter, and is necessary"
0254501100_000018,"Theophrastou tou Eresiou peri Ton Lithon biblion. Theophrastus's history of stones. With an English version, and critical and philosophical notes, including the modern history of the gems, &c. described by that author, and of many other of the Native Fossils. By John Hill. To which are added, two letters: one to Dr. James Parsons, F. R. S. On the Colours of the Sapphire and Turquoise. And the other, to Martin Folkes, Esq; Doctor of Laws, and President of the Royal Society; Upon the Effects of different Menstruums on Copper. Both tending to illustrate the Doctrine of the Gems being coloured by Metalline Particles.",Theophrastus,54,0,0,0,2,0,0,0,1,0,0,0,7,0,2,0,1,2,0,0,1,0,0,0,9,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,6,1,0,6,0,0,0,1,1746,1,1,"London : printed for C. Davis, against Grays-Inn in Holborn, Printer to the Royal Society, MDCCXLVI. [1746].",London,231,male,,287,FALSE,"the culinary Fire, or that used in those Times for fluxiig Ores, the firongcft they then knew, though' much Id's ilcntenf than those we now uife on that Occasion (of which there are many unquestionable Proofs; nay, that even thofel of the wvorkers in Metals, but a few Ages ago"
