PassageID,Title,Author,Total termFreq,termFreq(admir),termFreq(appear),termFreq(arriv),termFreq(attack),termFreq(battl),termFreq(believ),termFreq(board),termFreq(boat),termFreq(captain),termFreq(command),termFreq(continu),termFreq(council),termFreq(court),termFreq(dutch),termFreq(enemi),termFreq(engag),termFreq(england),termFreq(fail),termFreq(fight),termFreq(fleet),termFreq(follow),termFreq(forc),termFreq(form),termFreq(french),termFreq(gun),termFreq(half),termFreq(head),termFreq(hip),termFreq(kill),termFreq(king),termFreq(know),termFreq(land),termFreq(left),termFreq(line),termFreq(littl),termFreq(mile),termFreq(morn),termFreq(near),termFreq(night),termFreq(observ),termFreq(offic),termFreq(order),termFreq(rear),termFreq(receiv),termFreq(sail),termFreq(sea),termFreq(sever),termFreq(ship),termFreq(signal),termFreq(squadron),termFreq(tack),termFreq(taken),termFreq(think),termFreq(took),termFreq(troop),termFreq(vice),termFreq(war),termFreq(weather),termFreq(wind),termFreq(wound),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0534000125_000170,"The Annual register, or A view of the history, politics, and literature, for the year 1782.",,92,2,0,0,2,2,0,2,1,0,1,1,0,0,0,3,6,1,1,0,0,1,0,1,4,1,1,1,1,5,1,0,2,1,3,0,2,2,0,1,0,2,4,1,3,7,2,2,6,1,6,2,0,0,0,0,0,0,0,4,3,1783,1,1,"London : Printed for J. Dodsley, in Pall-Mall, 1783.",London,607,unknown,,,FALSE,"eastward, and the engagement . iir line ; till fifteen minutes ceased, their admiral having shift. noon, when they bore away ed hisflag from the Hero to the i engage us; five.fail of their French Hannibal, on account of Ian fretching along to engage the Hero's disabled state; and tle"
0015800103_000046,"The history of the reign of Queen Anne, digested into annals. Year the first. Containing, Besides other Memorable Transactions, a Particular and Genuine Account of the late Expedition into Spain; and the Proceedings of both Houses in the last Session of Parliament.",Abel Boyer,122,15,0,0,1,3,0,0,1,0,5,1,1,0,2,10,1,0,0,1,4,0,2,1,6,0,0,3,0,0,0,0,1,0,10,1,0,1,2,2,1,2,2,9,1,3,1,3,10,2,5,0,0,1,0,0,2,1,1,4,0,1703,3,11,"London : printed for A. Roper, at the Black-Boy over against St. Dunstan's Church, Fleetstreet, and F. Coggan in the Inner-Temple-Lane, 1703.",London,400,male,1667,1729,FALSE,"George siooke had a jealousy, that the French migh: make a Double, and by the help of their Galleys, slip between him and the Shore, to the Westward. Upon n this suspicion, a Council of War was calda C wherein it was reflv'd, that in cafe the Confederates did nor"
0538900100_000574,"A new military dictionary: or, the field of war. Containing a particular and Circumstantial account of the most remarkable battles, sieges, bombardments, and expeditions, Whether by Sea or Land. Such as relate to Great Britain and her dependencies, Deduced From the Descent of Julius Caesar to the Present Time. and Those that regard the continent of Europe, Traced From The Reign of Charlemagne, beginning with the Ninth Century. Including Anecdotes of the Lives, Military and Naval Transactions of the most celebrated Admirals, Generals, Captains, &c. who have distinguished themselves in the Service of their Country. To which is added, an Essay on fortification: and a table, explaining the Military and Naval Terms of Art. Compiled from the best Authorities and most approved Authors. By a military gentleman. Illustrated with a great Number of elegant Copper-Plates, Heads of the Admirals and Generals, Plans of Battles, Maps, &c.",John Almon,118,9,0,1,1,6,0,1,0,4,4,0,0,1,0,3,9,1,0,1,4,1,1,3,10,0,1,1,6,2,3,0,1,0,9,1,0,0,0,2,0,3,2,2,0,5,1,0,9,2,3,0,1,0,1,0,0,2,0,0,1,1760,1,1,"London : printed for J. Cooke, at Shakespear's Head, behind the Chapter-House, in St. Paul's Church-Yard, MDCCLX. [1760].",London,475,male,1737,1805,FALSE,"six large ( hips of the line , as many frigates, and four armed veftels, equipped by their East-india company, having under their convoy about thirty ( hips laden with merchandise. Those prepared for war immediately shortened sail , and formed a line of battle ; while the rest, under"
1100900900_000046,"Britannia triumphant: or, An Account of the Sea-Fights and Victories of the English nation, from the earliest times, down to the conclusion of the late war, under the following noted Commanders, viz. Earl of Cumberland, Sir Francis Drake, Sir Walter Raleigh, Prince Rupert, Duke of Albemarle, Duke of York, Commodore Howe, Admiral Osborn, Commodore Keppel, Sir Edward Hawke, Lord Anson, Admiral Cornish, Admiral Pococke, Sir George Rooke, Admiral Boscawen, General Draper, Commodore Moore, General Wolfe. To which is prefixed, a large introduction, Containing the History of Navigation, from the earliest Accounts to the present Time; with the Lives of the most noted Admirals. By a society of naval gentlemen. Adorned with the heads of the admirals.",Society of naval gentlemen,98,4,0,0,0,1,0,0,0,4,3,0,1,0,1,6,2,0,0,1,4,3,0,1,8,6,2,3,1,0,0,0,0,1,4,1,0,2,2,1,1,0,2,2,2,2,1,1,7,1,2,0,6,2,0,0,2,3,1,1,0,1766,1,1,"London : sold by R. James, in the Strand, MDCCLXVI. [1766].",London,280,unknown,,,FALSE,"of about four hundred tuns, and six and twenty guns , laden chiefly with cocoa and wool. But onc which was chased by the Nonsuch escaped, Mr. Secretary Burchett, in the marginal references to his account of this action, mentions the vice admiral taken by the commodore, another great ship"
0722400500_000116,"Annals of the universe; containing an account of the most memorable actions, affairs, and occurrences which have happen'd in the world: but especially in Europe. From the year 1660. where Mr. Whitlock leaves off, to the year 1680. In two decades: with an index to the whole Being a continuation of the said Mr. Whitlock's Memorials.",,97,3,1,2,3,0,0,0,0,3,4,1,1,0,10,1,3,1,1,0,8,2,1,0,6,0,0,1,0,2,1,1,0,1,0,0,0,3,1,4,0,1,2,3,0,3,1,0,3,0,5,3,2,2,1,0,1,1,1,3,0,1709,1,1,"London : printed for William Carter at the Rose and Crown in S. Paul's Church-Yard, and to be sold by John Morphew, near Stationers-Hall, MDCCIX. [1709].",London,429,unknown,,,FALSE,"rurn'd into England , April z. Notice came to 4aite hall, April 4 that the Fleet under Sir Tobias Bridges, had taken the llland of Tobago in the West. Indies from the Dutch , Sept. 6 167z. and after plundering it, carried off 400 Prisoners and as many Negroes. A"
0288400105_000102,"Biographia nautica: or, memoirs of those illustrious seamen, to whose Intrepidity and conduct the English are indebted, for The Victories of their Fleets, the Increase of their Dominions, the Extension of their Commerce, and their Pre-Eminence on the Ocean. Interspersed with The most material Circumstances of Naval History, from the Norman Invasion to the Year 1779. Embellished with copper-plates. By Dr. J. Campbell, and John Kent, Esq. In five volumes. ...",John Campbell,100,14,1,4,3,1,0,4,2,5,0,1,1,2,0,1,0,2,1,0,2,3,0,0,0,3,0,0,8,0,0,0,2,1,2,1,0,2,1,4,0,1,5,0,0,2,0,3,0,2,2,0,2,0,1,2,1,5,0,2,1,1785,5,5,"Dublin : printed for J. Williams, (no. 20.) Dame-Street, M.DCC.LXXXV. [1785].",Dublin,515,male,1708,1775,FALSE,"and went north about; then fleering westward, and doubling the Lizard, they made Ulhant, and thence creeping along hore, crossed the bay of Biscay, and so to St. Andero. On the 23d day of Otober, Great britain declared war against Spain, and in the same month intelligence was eceived that"
0152300300_000076,"The general history of the late war: containing it's rise, progress, and event, in Europe, Asia, Africa, and America. And exhibiting the state of the belligerent powers, at the commencement of the war; their Interests and Objects in it's Continuation: and Remarks on the Measures, which led Great Britain to Victory and Conquest. Interspersed with The Characters of the able and disinterested Statesmen, to whose Wisdom and Integrity, and of the Heroes, to whose Courage and Conduct, we are indebted for that Naval and Military Success, which is not to be equalled in the Annals of this, or of any other Nation. And with accurate descriptions of the seat of war, the Nature and Importance of our Conquests, and of the most remarkable Battles by Sea and Land. Illustrated with A Variety of Heads, Plans, Maps, and Charts, Designed and Engraved by the best Artists. Vol. IV. B the Rev. John Entick, M.A. and other gentlemen.",John Entick,103,7,2,0,0,2,0,2,0,5,1,1,0,0,0,2,3,0,0,0,7,0,2,1,4,5,3,0,0,1,0,0,3,0,3,5,2,1,2,1,0,5,2,1,0,6,0,1,9,2,3,0,1,1,1,0,0,1,1,2,2,1770,1,1,"London : printed for Edward and Charles Dilly, in the Poultry, near the Mansion-House, M.DCC.LXX. [1770].",London,489,male,1703,1773,FALSE,"except the coast was found clear of the Engifh fleet . A conjecture strongly grounded upon the future conduct of both those admirals . For neither of them ventured out of their respective ports, till they had certain advice of the English fleet being driven off their coasts. Admiral Bofcawen"
0785400104_000203,"Lives of the British admirals: containing a new and accurate naval history from the earliest periods. By Dr. J. Campbell. With a continuation down to the year 1779, ... Written under the inspection of Doctor Berkenhout. The whole illustrated with correct maps ; and frontispieces ... In four volumes. ...",John Campbell,89,3,1,2,4,0,1,3,1,3,0,2,0,0,0,5,0,1,1,0,2,0,4,0,1,2,1,0,0,1,0,0,3,0,8,1,0,2,0,2,0,2,1,1,2,6,2,3,4,1,2,0,0,0,0,3,2,2,0,2,2,1785,4,4,"London : printed for J. Murray, 1785.",London,528,male,1708,1775,FALSE,"bay; and the whole night was accordingly employed in warping them within the ships of war , and disposing of the latter in a line across the entrance, in the order they stand in the margin *; the Isis to windward, rather inclining into the bay, and the Prince of"
1544000101_000124,"Naval and military memoirs of Great Britain, from the year 1727, to the present time. In six volumes. By R. Beatson, Esq. Author of The political index to the histories of Great Britain and Ireland.",Robert Beatson,98,1,0,1,3,2,0,2,0,8,5,1,1,3,0,8,3,1,2,0,4,0,1,1,4,5,1,0,0,0,0,1,0,1,3,0,0,2,3,2,0,0,4,1,1,2,2,0,3,2,4,0,1,0,3,0,2,3,0,1,0,1790,1,6,"London : printed for J. Strachan, No 67. Strand; and P. Hill, Edinburgh, 1790.",London,496,male,1742,1818,FALSE,"eniemy, he made signal co the fleet to thift for themselves, keeping in the rear be tweeni them and thle enemy . Ml. de: Conflans, inl the Terrible of feventy four guns , wtith another thip of the line , gave chase to the Severn, who, after an adtian of"
0533600101_000053,"The annual Register, or a view of the history, politicks, and literature, of the year 1758.",,89,5,0,1,0,0,0,3,6,6,3,3,0,0,0,0,1,0,1,0,1,1,0,0,6,4,1,1,3,2,3,0,1,0,1,1,1,1,1,0,1,2,2,2,3,3,1,1,4,1,2,0,1,0,2,1,2,1,0,0,3,1759,1,1,"London : printed for R. and J. Dodsley in Pall-Mall, 1759.",London,508,unknown,,,FALSE,"one Windfr came within about third of whom, nearly, have died at gun hot of the frigates, they m nurse. A matter that merits parlia all the sail they could towards t mentary enqiry. coast of France: upon which Ca Ladders and gates were tain Faulkner sent the Escorte as"
0639000500_000022,"Minutes of the proceedings at the trial of Vice-Admiral Griffin. At a court-martial, held on Board his Majesty's Ship Somerset at Chatham, on Monday, December 3, 1750; for an enquiry into his conduct, while he commanded his Majesty's Ships in the East-Indies, in the year 1748. Taken in short-hand, by Mr. Tho. Cook, Attorney at Law.","Griffin, Thomas           1771",116,3,0,0,1,0,5,5,2,3,0,1,4,4,1,8,1,0,0,0,2,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,9,3,2,0,2,4,0,1,8,5,1,5,8,5,1,0,5,0,0,1,2,1,8,0,1751,1,1,"London : [s.n.], Printed in the Year MDCCLI. [1751].",London,163,unknown,,,FALSE,"to Ponticher'sy; or that they would try to do it (I was not at that Council ) and that they would shape their Course to the Port after dark. Prisoner. Please to inform the Court , whether we did not think , whilst we were in Council , that the"
0974400105_000043,"The continuation of Mr. Rapin's History of England; from the revolution to the present times. By N. Tindal, M. A. Rector of Alverstoke, in Hampshire, and Chaplain of the Royal Hospital at Greenwich. Illustrated with Maps, Genealogical Tables, and the Heads and Monuments of the Kings.",Paul de Rapin,99,10,0,0,2,1,0,3,2,5,2,3,0,0,0,1,2,0,1,0,0,1,2,0,1,0,2,6,2,0,1,0,1,1,1,1,1,1,2,1,0,1,2,5,1,11,0,3,7,3,0,2,1,0,0,0,2,0,3,2,0,1758,5,7,"London : printed, by assignment from Mr. Knapton, for T. Osborne, J. Hodges, J. Robinson, H. Woodfall, W. Strahan, J. Rivington, J. Ward, R. Baldwin, W. Owen, W. Johnston, J. Richardson, P. Davey and B. Law, G. Keith, T. Longman, T. Field, T. Caslon, S. Crowder, H. Woodgate, M. Cooper, and C. Ward, MDCCLVIII. [1758].",London,580,male,1661,1725,TRUE,"!ly, the commodore fitiled in a few days after to the keys, where he was joined by several other ihipa and sloops. uipon advice, that the Spanilh galleons were gone from Cartthgcna for porto iclilo the commodore sailed with fiudi lhils ships as were ready, leaving directions, how and where"
0004800100_000029,"The life and reign of her late excellent Majesty Queen Anne. In which is contained A particular Account of the most remarkable Transactions during her Majesty's Reign here at Home, and likewise the most memorable Engagements Abroad both by Sea and Land. To which is annexed, some political remarks on Bishop Burnet's History of the reign of Queen Anne.",Thomas Salmon,112,10,0,3,3,0,0,3,0,1,1,0,1,0,4,8,1,1,0,0,9,3,4,1,7,1,0,0,0,0,0,0,7,0,2,1,0,1,1,0,1,1,0,1,2,5,2,1,7,1,2,0,3,0,2,2,2,6,1,0,0,1738,1,1,"London : printed for the compiler, and sold by the dealers in books in town and country, MDCCXXXVIII [1738].",London,789,male,1679,1767,FALSE,"The next Day, being the 3otlh, the Lord Shan no, 0 arrived from the Confederate Fleet , and brought Advice of a sign: .al Vitory obtained over the lire; ch anld Spazinards at Yigo in Spain. As the Dluke of ororm; CD and Sir George Rook were sailing for Erglandl,"
0007400106_000017,"The naval and military history of the wars of England; including, the wars of Scotland and Ireland. In Which IS Given, An accurate and lively Description of the Sieges, Battles, Bombardments, Sea Engagements, Expeditions, and extensive Conquests of the British Arms, in all Quarters of the Globe. With A Variety Of Interesting and extraordinary Anecdotes of Military Skill and Intrepidity, heroic Adventures, brilliant Exploits, martial Atchievements, and memorable Actions of the British Warriors. Calculated To inspire the Rising Generation with Magnanimity and Virtue, and to Impress on their Minds the generous Ardour and Noble Emulation of their Ancestors. None But The Brave Deserve The Fair. ... . Ornamented With Elegant Copper-Plates.","Mante, Thomas",97,4,4,3,0,1,0,2,0,6,3,0,1,0,0,5,0,2,1,0,2,1,3,1,7,0,0,0,2,0,0,0,5,1,2,1,0,1,2,0,1,1,5,2,3,2,0,1,6,1,5,1,1,0,0,2,0,3,1,2,0,1795,6,8,"London : printed for the author, and sold by Champante and Whitrow, Jewry-Street, Aldgate; and at the British directory office, Ave-Maria-Lane, St. Paul's, [1795-1807].",London,465,unknown,,,FALSE,"regiments were in garrison at Minorca; about forty inferior officers , and near one hundred recruits as a reinforcement to St. Philip's fortress. After all the intelligence which had been received , one would imagine the government of England was frill ignorant of the enemy's froe and destination; for tl"
1036000600_000009,"An inquiry into naval tactics. By John Clerk of Eldin, Esq; Edinburgh, January 1. 1782.","John Clerk, Lord Eldin",101,4,2,0,1,1,0,0,0,2,0,1,0,0,0,11,5,0,0,0,5,0,2,2,6,0,0,0,1,1,2,0,0,1,4,2,1,2,2,0,0,2,1,2,1,4,0,0,9,3,7,3,1,2,1,1,1,0,1,4,0,1782,1,1,"[Edinburgh, s.n., 1782].",Edinburgh,81,male,1757,1832,FALSE,"in a very gallant manner, to flop the van of the enemy's fjuadron, and bring it to attion. But, from the very finart, and well directed fire kept up by there ships , and others that were engaged , I am convinced they did the enemy great damage, although their"
1364000202_000070,"The naval history of Great Britain; with the lives of the most illustrious admirals and commanders, from the reign of Queen Elizabeth. Interspersed with accounts of the most important discoveries made in the several parts of the world; and including all the great events of the present war, to the year one thousand seven hundred and fifty eight. In four volumes. ... Adorned with the heads of the principal admirals.",John Barrow,127,18,0,0,0,1,0,2,0,0,7,1,1,0,6,6,5,0,1,1,14,0,3,1,5,6,1,0,0,0,0,0,2,0,4,2,0,1,0,1,1,0,7,9,0,4,1,0,0,4,3,2,0,0,0,0,3,0,2,2,0,1758,2,4,"London : printed for James Rivington and James Fletcher, at the Oxford Theatre in Pater-noster Row; and John Hinton, at the King's Arms in Newgate-Street, MDCCLVIII. [1758].",London,353,male,,,FALSE,""" councils , and prosper your arms both by sea . ""and land against your enemies , and may all Speople iay amen, with your majesty's most du cctiful and loyal fubjeats. Dated on board the sbritannia at St. Helens, the Aifteenth day of: ccmay i692."") M 4: Thbis WM."
0748800700_000012,"Two letters from W. Graves, Esq; respecting the conduct of Rear Admiral Thomas Graves, in North America, during his accidental command there for four months in 1781.","Graves, W. (William)",92,5,1,2,0,2,1,0,0,2,1,0,1,0,1,3,1,1,1,0,7,0,3,1,5,0,0,0,1,0,0,0,0,2,4,1,0,1,1,3,1,2,4,1,1,4,1,0,8,2,6,0,1,1,1,0,3,2,1,2,0,1782,1,1,"[London?, s.n., 1782].",London,64,male,1724,1801,FALSE,"St. Euftatius, and to acquaint you that I left Sir Samuel Hood preparing to sail with all possible "" dispatch with twelve sail of the line , four frigates, and a firefllip, for the Capes of "" Virginia, where I am persuaded the French intend making their grand effort. """
1037100203_000324,"The history of England, by M. Rapin de Thoyras, continued, from the abdication of King James II, to the accession of His late Majesty K. George I. By Thomas Lediard, Gent. Late Secretary to His Majesty's Envoy Extraordinary in Lower Germany. Vol.III.",Paul de Rapin,93,5,0,1,2,2,0,2,1,10,0,1,2,1,1,4,0,2,0,0,2,0,3,0,6,0,0,0,3,1,0,0,3,0,1,1,0,2,2,1,0,0,3,4,1,2,0,2,9,0,2,0,2,0,1,1,2,3,1,1,0,1736,3,3,"London : printed by and for, the sole proprietor, J. Mechell, at the King's-Arms, next the Leg Tavern, in Fleet-Street, MDCCXXXVI. [1736].",London,448,male,1661,1725,TRUE,"slate, that about 2000 men French Ships a the - Coyae.... BOOK XXII C were raied in Spain, and designed for the West Q A indies, with the dukeof Albuquerque who wasgoing AN' 1702 vice roy to Mexico, and that it was determined, he V should beatthe Groin, onoraboutthe8thof May,"
0170300202_000061,Memoirs of the kings of Great Britain of the House of Brunswic-Lunenburg. By W. Belsham. ...,William Belsham,103,12,2,2,1,3,0,2,0,1,4,2,2,0,0,4,6,3,0,1,7,0,2,1,6,1,0,0,2,2,1,0,3,0,6,2,0,1,0,0,0,0,4,0,2,4,1,0,2,2,2,0,0,0,0,1,0,1,0,2,3,1793,2,2,"London : printed for C. Dilly, 1793.",London,409,male,1752,1827,FALSE,"would have displayed itself in a manner fatal to ministers, terrible to kings ! Whether the French ever seriously meditated a descent upon the English coast, remains, after all, extremely doubtful; and it appears highly proba. ble, that the preparations which occasioned this universal alarm were designed chiefly, or solely,"
0988500104_000171,"Lives of the British admirals: containing a new and accurate naval history, from the earliest periods. By Dr. J. Campbell. With a continuation down to the year 1779, ... Written under the inspection of Doctor Berkenhout. The whole illustrated with correct maps; and frontispieces ... In four volumes. ...",John Campbell,91,3,0,1,2,2,0,3,0,4,3,2,0,0,0,3,4,0,1,0,5,0,4,2,8,3,2,0,4,2,0,0,0,1,5,1,0,1,0,2,1,3,1,1,1,2,0,0,2,1,0,0,1,0,1,0,0,1,2,4,2,1779,4,4,"London : printed for Alexander Donaldson, 1779.",London,533,male,1708,1775,FALSE,"the enemy continue to prefr ve the weather gauge, he w: old wait their approach with the fiuaclron formed in a line of battle ahead, from the wind to the larboard. At the Ifme time he took a tep upon which no officer could have ventured, whole character for personal"
0004600103_000745,"A new history of England, from the earliest accounts of Britain, to the ratification of the Peace of Versailles, 1763. Humbly Inscribed to the Queen. By Mr. Mortimer.",Thomas Mortimer,99,4,0,1,0,2,0,1,1,2,3,1,0,0,0,5,1,1,0,0,8,0,1,2,10,3,2,0,1,0,0,0,1,0,3,0,0,1,0,4,1,1,7,3,1,3,2,0,6,3,6,0,3,0,1,0,0,1,2,1,0,1764,3,3,"London : printed for J. Wilson and J. Fell, in Paternoster-Row; and sold by Mr. Fletcher at Oxford, Messrs. Fletcher and Hodson at Cambridge, Mr. Smith at Dublin, and by all the booksellers in Great-Britain and Ireland, MDCCLXIV. [1764]-66.",London,836,male,1730,1810,FALSE,"sail of the line , and four frigates, in hope'of being able to destroy the Ennglifi squadron commanded by captain Duff, before the larger fleet could return from the coast of England . Sir Edward Hawk having received intelligence' that the French fleet had departed from Breast, immediately flood to"
0007300203_000061,"The naval and military history of the wars of England; including, the wars of Scotland and Ireland. In Which IS Given, An accurate and lively Description of the Sieges, Battles, Bombardments, Sea Engagements, Expeditions, and extensive Conquests of the British Arms, in all Quarters of the Globe. With A Variety Of Interesting and extraordinary Anecdotes of Military Skill and Intrepidity, heroic Adventures, brilliant Exploits, martial Atchievements, and memorable Actions of the British Warriors. Calculated To inspire the Rising Generation with Magnanimity and Virtue, and to Impress on their Minds the generous Ardour and Noble Emulation of their Ancestors. None But The Brave Deserve The Fair. ... . Ornamented With Elegant Copper-Plates.","Mante, Thomas",95,4,1,0,0,2,0,0,0,2,2,1,2,0,11,2,4,2,0,1,10,0,1,0,0,5,0,0,1,3,2,0,0,1,1,0,0,2,1,1,1,1,6,1,2,2,2,0,5,1,1,0,1,0,1,0,2,2,0,2,3,1795,3,8,"London : printed for the author, and sold by Champante and Whitrow, Jewry-Street, Aldgate; and at the British directory office, Ave-Maria-Lane, St. Paul's, [1795-1807].",London,504,unknown,,,FALSE,"Harwich; but the wind being, southerly, and the next morning southwest, they. retired before our fleet to the mouth of the Maefe: from thence Opdam sent an express to the states, giving them his reason for his retreat, and, informing them, that he did not judge it proper to fall"
0193900500_000115,"Transactions in India, from the commencement of the French War in seventeen hundred and fifty-six, to the Conclusion Of The Late peace, in seventeen hundred and eighty-three. Containing a history of the British interests in Indostan, During A Period Of Near Thirty Years; Distinguished BY Two Wars With France, Several Revolutions And Treaties Of Alliance, The Acquisition Of AN Extensive Territory, And The Administration Of Governor Hastings.",,103,4,1,1,5,2,0,1,0,5,5,2,0,0,0,9,0,0,0,0,9,1,4,2,4,4,0,1,4,1,1,1,1,0,4,1,0,0,0,1,1,3,1,0,1,1,0,2,7,2,1,1,2,0,1,0,0,0,1,4,1,1786,1,1,"London : printed for J. Debrett, Opposite Burlington-House, In Piccadilly, MDCCLXXXVI. [1786].",London,517,unknown,,,FALSE,"the hips were necessarily much out of repair. Their crews were debilitated by sickness, and they required large supplies of fresh provisions. In this condition, and exposed in the open road to the attack of an enemy so greatly superior, the admiral's ituation was peculiary critical. He was, however, fortunately"
0036200200_000005,"Miscellaneous essays, naval, moral, political, and divine. By Alexander Duncan, D.D. Vicar of Bolam, Northumberland, Chaplain of His Majesty's Ship Venerable, on the Glorious 11th of October, 1797, and now of His Majesty's Ship Kent, of Seventy-Four Guns, Lord Duncan's Flag Ship.","Duncan, Alexander",129,10,1,0,0,5,0,5,0,0,2,0,0,0,9,12,3,0,0,0,8,1,1,3,0,4,3,0,0,1,0,0,2,0,10,0,1,0,2,0,2,0,2,2,1,3,0,4,15,6,1,3,2,0,0,0,2,1,1,0,1,1799,1,1,"London : printed for the editor, by J. Barfield, No. 91, Wardour-Street, Soho; and sold by T. Gardiner, Princes-Street, Cavendish-Square; H. D. Symonds, Pater-Noster-Row; and Mr. Downes and Mr. Bush, Yarmouth, [1799].",London,155,unknown,,1816,FALSE,"who kept sight of the Dutch fleet , and watched their motions. On approaching the enemy , they were observed forming their line of battle on the larboard tack . Their force consisting B 4 of ( 8) of sixteen sail of the line , three stout fiigates, and two"
0495900101_000029,"The history of Great Britain, from the restoration, to the accession of the House of Hannover. By James Macpherson, Esq; in Two Volumes. ...",James Macpherson,105,2,0,0,0,4,1,4,0,4,1,2,0,0,12,3,1,1,2,2,7,0,0,0,0,3,2,0,0,2,0,0,0,1,1,2,0,3,1,4,0,1,7,0,0,3,1,0,9,3,0,4,3,1,0,0,0,1,1,4,2,1776,1,2,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXVI. [1776].",London,726,male,1736,1796,TRUE,"of one hundred and thirteen men of war , eleven fire fhips, and seven yachts. The wind , which continued easterly, fell toward evening; so that, though both fleets used all their sails , little way could be made'. A battle . ON the second of June, the Dutch were"
1764800105_000594,"A collection of voyages and travels, some now first printed from original manuscripts, others translated out of foreign languages, and now first published in English. To which are added some few that have formerly appear'd in English, but do ... deserve to be reprinted. In six volumes. With a general preface, giving an account of the progress of navigation, from its first beginning to the perfection it is now in, &c. The whole illustrated with a great number of useful maps, and cuts, all engraven on copper. ...",,101,8,1,0,0,2,0,0,0,0,2,3,1,0,0,2,2,3,1,1,6,0,2,1,13,2,1,1,0,0,0,0,2,1,2,4,1,0,2,2,1,0,2,2,2,4,2,2,9,2,1,2,1,0,0,0,2,1,0,2,0,1732,5,6,"London : printed, by assignment from Messrs Churchill, for John Walthoe; Tho. Wotton; Samuel Birt; Daniel Browne [and 3 others in London], 1732.",London,768,unknown,,,FALSE,"about, so that ships may fail by within piltol shot. The fort is on the west fide of the island. The French landed in a little bay about a musket shot to the windward of the fort. The island was restored to the engli/h by the treaty of peace concluded"
0072300110_000343,"The works of M. de Voltaire. Translated from the French. With notes, historical and critical. By Dr. Smollet, and others. ...",Voltaire,93,11,0,1,1,1,0,3,0,1,4,1,0,2,2,0,3,4,2,1,8,0,0,1,3,0,0,1,1,0,2,0,3,1,2,0,1,1,0,1,1,0,3,3,0,3,3,1,3,0,5,0,1,0,0,1,0,2,1,4,0,1761,10,25,"London : printed for J. Newbery, R. Baldwin, W. Johnston, S. Crowder, T. Davies, J. Coote, G. Kearsley, and B. Collins, at Salisbury, MDCCLXI. [1761].",London,2205,male,1694,1778,TRUE,"his courage and refolutiori would gain him fubje&ts the moment he should arrive in Great Britain. But the sea , as well as the dispositions made along the Eng lif coast to prevent his landing , hindered him from making the attempt. The court of London was informed of this"
0684900601_000141,"Naval and military memoirs of Great Britain, from the year 1727, to the present time. By R. Beatson, Esq. Author of the political index to the histories of great britain and ireland. ...",Robert Beatson,105,5,1,0,3,4,0,2,0,8,1,0,0,0,0,2,8,0,0,0,2,1,2,3,3,5,1,0,3,3,0,0,0,0,6,2,0,0,4,2,1,0,2,6,3,3,0,0,7,6,1,2,0,0,0,0,0,0,1,1,1,1790,1,3,"London : printed for J. Strachan, No 67. Strand; and P. Hill, Edinburgh, 1790.",London,501,male,1742,1818,FALSE,"so crowded together, that it was impossible to count them. A great number of them, however, appearing to be large, at en he made the signal for forming a line of battle ahead; The French Commodore, when he got sight of the British fqua ron in chase with all their"
0144400201_000087,"The general history of the late war: containing it's rise, progress, and event, in Europe, Asia, Africa, and America and exhibiting the state of the belligerent powers at the commencement of the war; their Interests and Objects in its Continuation; and Remarks on the Measures, which led Great Britain to Victory and Conquest. interspersed with The Characters of the able and disinterested Statesmen, to whose Wisdom and Integrity, and of the Heroes, to whose Courage and Conduct, we are indebted for that Naval and Military Success, which is not to be equalled in the Annals of this, or of any other Nation. And with accurate descriptions of the seat of war, the Nature and Importance of our Conquests, and of the most remarkable Battles by Sea and Land. Illustrated with A Variety of Heads, Plans, Maps, and Charts, Designed and Engraved by the best Artists. ... . By the Rev. John Entick, M.A. and other gentlemen.",John Entick,97,5,5,1,0,0,0,2,0,6,2,1,1,0,0,5,1,0,0,0,5,1,1,2,5,1,0,0,2,0,0,1,4,0,5,1,0,1,1,1,0,0,2,3,2,1,1,2,6,6,1,5,0,0,1,0,0,1,2,4,0,1779,1,5,"London : printed for Edward and Charles Dilly. in the Poultry, M.DCCLXXIX. [1779].",London,506,male,1703,1773,FALSE,"put to sea , and to attempt the relief of fort St. Philip, which according to squadron under your command with the ships named in the margin by whom this is sent to you. These ships carry out a regiment of soldiers, and will pro. bably take more on board"
0014700105_000033,"The history of England, from the Revolution to the death of George the Second. Designed as a continuation of Mr. Hume's History. In six volumes. By T. Smollett, M.D. ...",Tobias Smollett,92,3,0,1,1,2,0,2,0,9,3,0,1,0,1,2,2,0,0,1,3,1,0,0,7,4,1,0,6,1,0,1,2,0,4,0,0,1,3,2,0,2,2,0,1,7,2,1,1,1,7,0,1,0,1,0,1,0,0,0,1,1794,5,6,"London : printed for J. Parsons, No. 21, Paternoster-Row, 1794.",London,392,male,1721,1771,TRUE,"Forrelt, an officer ofdiftingui(hed merit in the service, had, in the lhip Augusta, sailed from Port roval in Jamaica, accompanied by the Dreadnought and Edinburgh, under the command of the captains Suckling and Langdon. He was ordered to cruise off Cape Fran; ois, and this far vice he literally performed"
