PassageID,Title,Author,Total termFreq,termFreq(adam),termFreq(america),termFreq(american),termFreq(armi),termFreq(assembl),termFreq(author),termFreq(bodi),termFreq(boston),termFreq(britain),termFreq(british),termFreq(burk),termFreq(charter),termFreq(coloni),termFreq(colonist),termFreq(congress),termFreq(constitut),termFreq(continent),termFreq(countri),termFreq(crown),termFreq(declar),termFreq(england),termFreq(foreign),termFreq(franklin),termFreq(gener),termFreq(govern),termFreq(governor),termFreq(hancock),termFreq(hous),termFreq(independ),termFreq(intoler),termFreq(king),termFreq(liberti),termFreq(massachusett),termFreq(parliament),termFreq(patriot),termFreq(peopl),termFreq(power),termFreq(principl),termFreq(provinc),termFreq(rebellion),termFreq(right),termFreq(state),termFreq(taxat),termFreq(tea),termFreq(time),termFreq(treason),termFreq(troop),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0214700501_000044,"The history of the American Revolution. By David Ramsay, ... In two volumes. ...",David Ramsay,60,0,3,0,0,1,0,2,6,1,0,0,1,8,1,2,0,1,0,0,1,0,0,0,2,1,1,0,0,0,0,1,5,1,4,2,9,0,0,1,0,1,1,0,2,1,0,0,1,1791,1,2,"London : sold by J. Johnson and J. Stockdale, 1791.",London,375,male,1749,1815,FALSE,"neighbourhood, required the united exertions of all the colonies , in support of that much injured province . It was inculc.ted on the people , that if the ministerial schemes were fufflercd to take effet in Maflachnfetts, the other colonies mufl expct the loss of their charters , and that"
0161300103_000040,"The history of England, from the death of George the Second to the peace of 1783. By C.M. Cormick, LL.B. Designed as a continuation to Hume and Smollett. Embellished with Historical Engravings, and Superb Portraits of the most distinguished Characters of the Present Reign. ...","M'Cormick, Charles",71,0,3,2,3,2,2,2,0,1,2,0,0,6,0,4,0,0,2,2,7,1,1,2,6,2,2,0,0,3,0,0,0,0,1,0,2,3,0,0,0,1,2,0,0,2,0,1,4,1795,3,3,"London : printed for C. Cooke, No. 17, Paternoster-Row; and sold by all the booksellers in Great-Britain, [1795?].",London,325,male,1755,1807,FALSE,"to follow, by a kind of circular manifesto to the several colonies , stating the causes which rendered it, as they laid, necessary, that all authority under the crown flhuld be totally suppressed, and all the powers of government taken refpetively into their own hands. Penfylvania and Maryland seemed particularly"
0099001100_000022,"An appeal to reason and justice, in behalf of the British constitution, and the subjects of the British empire. In which the present important contest with the revolted colonies is impartially considered, the inconsistency of modern patriotism is demonstrated, the supremacy of Parliament is asserted on Revolution Principles, and American independence is proved to be a manifest violation of the rights of British subjects. To which is added, an appendix, containing remarks on a pamphlet intitled, ""thoughts on the present state of affairs with America."" By William Pulteney, Esq.",,79,0,2,5,0,0,1,2,0,11,2,0,0,12,2,1,2,0,0,0,4,0,0,0,0,3,0,0,3,3,0,0,0,0,12,0,2,2,2,0,2,2,0,3,0,1,0,0,0,1778,1,1,"London : printed for W. Nicoll, No. 51, St. Paul's Church-Yard, MDCCLXXVIII. [1778].",London,178,unknown,,,FALSE,"of their being virtually represented is ridiculous and that the system of government eftabliihed at the Revolution being founded on that principle is absurd, arbitrary, and unjutc; that they are not virtually represented in the Britilh Parliament , and consequently that they owe northeast obedience to its afts. Admit this,"
0012200100_000120,"A philosophical and political history of the British settlements and trade in North America. From the French of Abbé Raynal. With an introductory preface, not in the first edition. To which is annexed, An impartial history of the present war in America; from its commencement, to the present time.",Guillaume Thomas François Raynal,59,0,5,1,3,2,3,0,1,1,1,0,1,5,1,1,1,0,0,2,0,1,0,0,2,2,3,0,2,1,0,2,2,0,3,0,2,3,1,2,0,2,0,0,0,2,0,0,1,1779,1,1,"Edinburgh : printed by C. Denovan, sold by the booksellers, M,DCC,LXXIX. [1779].",Edinburgh,424,male,1713,1796,TRUE,"the same armies , en. slave you? It may be said, "" you will cease to pay them; but remember the taxes from America , the wealth, and, we may add, the men, and particularly, the Roman Catholics of this vast continent, will then be in the power of your"
1365900105_000072,"The history of England, from the Revolution to the end of the American war, and Peace of Versailles in 1783. In six volumes. Designed as a continuation of Mr. Hume's History. By T. Smollett, M.D. and others. ...",David Hume,68,0,2,0,0,3,1,1,5,5,1,0,1,7,0,6,0,0,0,0,4,0,0,0,5,1,2,0,0,1,0,2,2,1,1,0,2,2,0,3,0,2,0,0,1,5,1,1,0,1796,5,6,"Philadelphia : Printed for Robert Campbell & Co. by Henry Sweitzer, M.DCC.XCVI-M.DCC.XCVIII. [1796-1798].",Philadelphia,512,male,1711,1776,TRUE,"payment of the tea , and for diflo!ving the committee of correspondence; but, instead of effecing CH A P this, they found themselves lost in a prodigious majority, X and could only testify their sentiments by protesting c/'v against the proceedings of the rest. The flame was still 1774, increased"
0488800101_000043,"The history of the American revolution. By David Ramsay,... A new edition. In two volumes. ...",David Ramsay,64,0,2,1,0,0,0,2,6,4,0,0,1,6,0,2,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,1,2,3,2,5,8,0,1,2,0,1,3,0,2,1,0,0,2,1793,1,2,"London : printed for John Stockdale, 1793.",London,368,male,1749,1815,FALSE,"to extricate the inhabitants of Boston from the unhappy situation in which they were involved involved. To effect these purposes much prudence as well as patriotism was necessary. The other provinces were but remotely affected by the fate of Massachusetts . They were happy, and had no cause, on their"
0646202100_000002,"Extracts from the votes and proceedings of the American Continental Congress, held at Philadelphia, on the 5th of September, 1774. Containing, the bill of rights, a list of grievances, occasional resolves, the Association, an address to the people of Great-Britain, a memorial to the inhabitants of the British American colonies, and an address to the inhabitants of Quebec. Published by order of the Congress.",United States. Continental Congress,66,0,4,5,2,1,0,0,0,0,2,0,2,7,1,0,1,0,2,1,1,2,0,0,0,3,0,0,0,1,0,1,4,1,2,0,1,5,0,1,0,10,0,2,0,3,0,0,1,1774,1,1,"New-London [Conn.] : Printed by Timothy Green, M,DCC,LXXIV. [1774].",New London,71,unknown,,,FALSE,"they are entitled to life, - liberty , and property: and they have never ceded to any sovereign power whatever, a right to dispose of either without their consent. RESOLVED, N. C D. 2 THAT our ancestors, who firfll fettled these colonies , were at the time of their emigration"
0410900901_000048,"The history of the American Revolution. By David Ramsay, M.D. In two volumes. ...",David Ramsay,58,0,2,2,0,2,1,1,1,2,1,0,1,2,0,2,3,0,0,1,1,0,0,0,3,5,2,0,1,0,0,2,0,2,3,0,7,0,1,2,0,1,2,0,0,3,0,1,1,1789,1,2,"Philadelphia : Printed and sold by R. Aitken & Son, M.DCC.LXXXIX. [1789].",Philadelphia,362,male,1749,1815,FALSE,"were discouraged from selling them straw, timber, boards and such like articles of convenience. Straw, when purchased for their service, was frequently burnt. Veifels, with bricks intended for their use, were sunk, and carts with wood were overturned, and the king's property by one contrivance or other, was daily destroyed."
0214700501_000059,"The history of the American Revolution. By David Ramsay, ... In two volumes. ...",David Ramsay,62,0,3,3,0,0,4,0,1,4,0,0,0,4,2,0,2,0,5,0,0,1,1,0,1,2,0,0,2,2,0,0,0,1,9,0,0,3,1,1,1,3,1,0,0,3,0,1,1,1791,1,2,"London : sold by J. Johnson and J. Stockdale, 1791.",London,375,male,1749,1815,FALSE,"and acknowledgments. An address to his majesty was at the same time moved for, to "" beseech him to take the most effectual measures, to enforce due obedience to the laws and authority of the supreme legislature."" Truly critical was that moment to the union of the empire. A new"
0147101200_000008,"The trve sentiments of America: contained in a collection of letters sent from the Hovse of Representatives of the province of Massachvsetts Bay to several persons of high rank in this kingdom: together with certain papers relating to a svpposed libel on the governor of that province, and a dissertation on the canon and the fevdal law.",Thomas Hollis,68,0,2,2,0,0,1,2,0,1,4,0,2,3,3,0,5,0,0,1,1,0,0,0,1,1,1,0,6,1,0,1,3,0,5,1,3,1,3,3,0,5,4,0,0,2,0,0,0,1769,1,1,"Dublin : printed for J. Millikin, in Skinner-Row, 1769.",Dublin,117,male,1720,1774,FALSE,"to the mother state : They always confider her interest and their own as inseparably interwoven, and it is their fervent wish that it may ever so remain: All they desire is, to be restored to the standing upon which they were originally put; to have the honour and privilege"
0150800207_000057,"The history of England from the Revolution to the end of the American War, and Peace of Versailles in 1783. In eight volumes. Designed as a continuation of Mr Hume's History. By T. Smollett, M.D. and others. ...",Tobias Smollett,58,0,1,3,0,2,0,0,0,4,1,0,2,5,2,0,0,0,6,1,1,0,0,0,2,0,1,0,1,2,0,2,1,1,3,0,3,1,0,0,0,4,0,1,4,3,0,1,0,1791,7,8,"Edinburgh : printed for G. Mudie, A. Guthrie, and J. & J. Fairbairn, M,DCC,XCI. [1791].",Edinburgh,648,male,1721,1771,TRUE,"the manner usual with savage nations, viz. by hunting and fishing, without agriculture or an) of the arts of civilization. The French, though they mald a settlement on St Vincent's, always acknowledged the independency of these people , who, upon the cita blifhment of the former, had removed to another"
0052100300_000056,"A view of the history of Great-Britain, during the administration of Lord North, to the second session of the fifteenth Parliament. In two parts. With statements of the public expenditure in that period.",,73,0,3,4,0,1,1,1,1,4,3,0,0,7,0,6,1,0,0,1,2,2,0,0,4,0,1,0,2,2,0,2,0,0,6,0,3,1,1,6,0,5,0,0,1,2,0,0,0,1782,1,1,"London : printed for G. Wilkie, St. Paul's Church-Yard. MDCCLXXXII. [1782].",London,419,unknown,,,FALSE,"justices of Plymouth county signed a congratulatory address to General Gauge, in which the efiablifhment of committees of correspondence, and the compac entered into by the solemn league and covenant, were reprobated. The gentlemen of the county of Worcester also signed a protest againfs all riotous and seditious practises. The"
0606300101_000034,"The history of the origin, progress, and termination of the American war. By C. Stedman, who served under sir W.Hows, sir H. Clinton and the marquis Cornwallis In two volumes. ...","Stedman, C. (Charles)",68,0,2,2,0,4,0,0,5,2,3,0,2,7,0,1,3,0,3,0,2,0,0,0,4,5,4,0,0,0,0,1,1,0,3,0,2,2,0,3,0,2,2,0,1,2,0,0,0,1794,1,2,"London : printed for the author; and sold by J. Murray, Fleet-Street; J. Debrett, Piccadilly; and J. Kerby, Corner of wigmore-street, Cavendish-square, 1794.",London,432,male,1753,1812,FALSE,"And they concluded with an intimation, that a regard for their fellow fubjecs, the merchants and manufaturers of Great Britain , prevented them from going further at that time . The example set by the assembly of Virginia was followed in the other colonies . Provincial, county, or town meetings"
0684900100_000012,"Thoughts on the present state of affairs with America, and the means of conciliation. By William Pulteney, Esq.","William Pulteney, 1st Earl of Bath",70,0,6,6,0,0,0,1,1,2,5,0,1,2,0,2,5,0,2,0,2,2,0,0,2,2,0,0,1,3,0,0,1,0,6,0,3,6,0,1,0,1,0,3,0,3,0,0,1,1778,1,1,"London : printed for J. Dodsley in Pallmall; and T. Cadell in the Strand, MDCCLXXVIII. [1778].",London,113,male,1684,1764,FALSE,"wise man would choose to ret his belief, concerning a point osso much consequence, upon the chance that theft letters are not invented, but real. But it will be said, their late declaration of independence , is a decisive proof that they had no other object from the beginning. Was"
0214700501_000064,"The history of the American Revolution. By David Ramsay, ... In two volumes. ...",David Ramsay,56,0,0,3,0,0,0,0,1,1,1,0,3,13,0,0,3,1,1,0,1,0,0,2,0,4,0,0,0,0,0,0,0,2,4,0,1,3,2,3,0,0,1,1,1,3,0,0,1,1791,1,2,"London : sold by J. Johnson and J. Stockdale, 1791.",London,375,male,1749,1815,FALSE,"rcerived o pli, .: ns (, f; he people . On there principles he reprobated : : ll p': !'s of; ovcrning the colonies by force; and pro ipolrd as tle gron:; d work of his plan, that the colonirs hiou!d bel admitted to an interest in the constitution ."
0151303400_000002,"A declaration by the representatives of the united colonies of North America, now met in general congress in Philadelphia, setting forth the cause and necessity of their taking up arms. To which is added, the address of the twelve united colonies, ... to the inhabitants of Great-Britain.",United States. Continental Congress,47,0,1,3,2,1,1,0,1,2,0,0,0,6,1,1,0,0,1,0,1,1,1,0,2,0,2,0,0,0,0,1,2,1,6,0,2,1,0,2,1,1,0,1,0,1,0,1,0,1775,1,1,"[Philadelphia? : s.n., 1775].",Philadelphia,16,unknown,,,FALSE,"the joint arms of Great Britain and America , a despotism dangerous to our very exifence; and for quartering soldiers upon the colonists in time of profound peace. It has also been resolved in parliament , that colonits charged with committing certain offences, shall be transported to England to be"
0833000100_000039,"Gaine's universal register, or, American and British kalendar, for the year 1775.","Hutchins, John Nathan",64,0,3,2,2,1,0,0,0,2,2,0,2,7,0,2,2,2,3,2,0,2,0,0,0,1,0,0,0,1,0,1,4,0,2,0,1,4,1,0,0,9,0,2,1,3,0,0,0,1774,1,1,"New-York : Printed by H. Gaine, bookseller and stationer, [1774 or 1775].",New York,168,unknown,,,FALSE,"1 68 17 6 15 o 5 o Englith Shilling 0 0 o oo o6 6 o o 0 16o 1 61o 0 o o o 70 0 Spanish Dollar olo, 460 760 o 5 0 60 17 1 1 6 o 5 sixpence 0 o0oo o 0 0 o"
0151203300_000016,Massachusettensis.,Daniel Leonard,100,0,1,3,0,1,9,0,0,7,4,0,3,9,0,0,5,0,1,6,0,2,0,0,1,3,0,0,4,1,0,10,1,1,11,1,1,2,3,0,0,4,5,0,0,1,0,0,0,1775,1,1,"[Boston : Printed by Mills and Hicks, 1775].",Boston,117,male,1740,1829,FALSE,"be fubjct to the supreme power of the state , which is vfted in the estates of parliament , notwihftanding each of the colonies have klgicatid and executive powers of their own, delegated or granted to them for the purpofs of reulating their own internal police, w h are fubordate"
1150100300_000010,"Serious and impartial observations on the blessings of liberty and peace. Addressed to persons of all parties. Inviting them also to enter into that grand association, which is able to secure the safety and happiness of the British Empire. By a clergyman in Leicestershire.",Clergyman in Leicestershire,70,0,3,6,0,1,4,0,0,1,6,0,0,7,2,1,1,0,4,1,2,2,0,0,1,3,1,0,0,0,0,3,0,0,3,0,0,6,0,0,0,3,1,5,0,0,0,0,3,1776,1,1,"London : printed and sold by W. Oliver, No 12, Bartholomew-Close; sold also by J.F. and C. Rivington, No 62, St Paul's Churchyard; and T. Payne and Son, at the Mews-Gate, Charing-Cross, MDCCLXXVI. [1776].",London,101,unknown,,,FALSE,"(as we are told by some it would) we may hope, that for the sake of peace and agreement something of the same nature might be efiablifhed in our Colonies , particularly what relates to parliamentary power ; and this would remove all fears and doubts about the point of"
0052100300_000093,"A view of the history of Great-Britain, during the administration of Lord North, to the second session of the fifteenth Parliament. In two parts. With statements of the public expenditure in that period.",,56,0,6,4,2,1,0,2,0,1,0,0,0,3,0,1,2,0,2,0,1,2,1,0,2,1,1,0,1,2,0,1,2,0,4,0,1,4,0,1,0,1,1,1,1,1,0,1,2,1782,1,1,"London : printed for G. Wilkie, St. Paul's Church-Yard. MDCCLXXXII. [1782].",London,419,unknown,,,FALSE,"tr faith with France. powet s ( 295) powers ; unable to at in America , or acing only to be destroyed, he asked, where was the man with the forehead to promise or hope for success in such a situation? You cannot conciliate Ametica by your present measures you"
0899600201_000038,"The history of the American revolution. By David Ramsay, ... In two volumes. ...",David Ramsay,77,0,8,7,0,1,0,1,0,3,1,0,0,6,1,0,0,0,5,0,1,1,0,0,0,3,0,0,1,0,0,0,6,0,4,3,2,1,1,1,0,3,1,2,13,1,0,0,0,1793,1,2,"Dublin : printed for William Jones, 1793.",Dublin,329,male,1749,1815,FALSE,"proportionably greater. The love of gain was not peculiar to the American merchants. From the diminished exportation to the colonies , the ware houses of the Britilf Eaft india company had in shem about fcvcntcen millions cf pounds of tea , for which a market could not rcedily he procured."
0324000300_000035,"History of the colonization of the free states of antiquity, applied to the Present Contest between Great Britain and her American Colonies. With Reflections concerning the future Settlement of these Colonies.","Barron, William           1803",76,0,3,4,1,1,4,0,0,7,0,0,1,8,2,1,0,0,3,3,1,0,0,0,1,3,0,0,5,2,0,2,0,0,6,0,1,4,2,1,1,5,2,0,0,0,0,0,2,1777,1,1,"London : printed for T. Cadell in the Strand, M,DCC,LXXVII. [1777].",London,157,unknown,,,FALSE,"Romans, the nations of antiquity most remarkable tor virtue, refinement, arnd politicalliberty; and for whose opinions and pracice, in matters of government , all civilised nations have entertained the highest regard. What then is the wisdom we may derive from their example, to direct the councils of our own country"
0115100102_000359,"The American universal geography, or, A view of the present state of all the empires, kingdoms, states, and republics in the known world, and of the United States in particular. In two parts. ... The whole comprehending a complete and improved system of modern geography. Calculated for Americans. Illustrated with twenty-eight maps and charts. By Jedidiah Morse, D.D. Minister of the congregation in Charlestown. Published according to act of Congress. Part I[-II].",Jedidiah Morse,75,0,4,9,2,0,0,0,2,3,10,0,1,4,0,6,1,0,0,1,2,0,0,0,7,1,0,0,0,1,0,4,0,0,3,0,1,0,0,2,0,1,2,0,2,0,0,2,4,1796,2,2,"Printed at Boston : by Isaiah Thomas and Ebenezer T. Andrews. Sold at their bookstore, Faust's Statue, no. 45, Newbury Street; by said Thomas, in Worcester; by S. Campbell, in New York; by M. Carey, in Philadelphia; by Thomas, Andrews and Butler, in Baltimore; and by other booksellers in different parts of the United States, June, 1796.",Boston|New York.|Worcester.,706,male,1761,1826,FALSE,"in the Fbattle of (Qebec, which is gained by the Eng'ifl. and (eneral Montcalm is slain. 1760 Black Friars hridrge, ar.nfiii g of nine arches, begun; finiied r770, at the. expense of r5zs4ol. to bz discharged by a toll; George II dies, and is faccscded by George II 176z War"
0138200100_000426,"Salmon's geographical and astronomical grammar, including the ancient and present state of the world; and Containing 1. The Newtonian System of the Planets. 2. A particular View of the Earth. 3. Geographical Elements, exemplified in Definitions, Problems, Theorems, and Paradoxes. 4. The grand Divisions of the Globe. 5. The Extent of Empires, Kingdoms, States, Provinces, and Colonies; with an Account of their Climates, Animals, Birds, Metals, Minerals, Rivers, Bays, and Natural Curiosities. 6. Origin and History of Nations, Forms of Government, Religion, Laws, Revenues, Commerce, and Taxes. 7. Their Language, Genius, Revenues, Customs, and Public Buildings. 8. An Account of the New Discoveries in the South Seas. 9. A Geographical Table, in which is given the Longitude, Latitude, and Bearings, of the principal Places in the World. 10. The Coins of the various Nations, and their Value in English Money. 11. A Chronological Table of remarkable Events. 12. A List of Men of Learning and Genius. The thirteenth edition; with considerable corrections and additions, in which the history of the various countries in every quarter of the globe is continued to the year 1785, including a full Account of the New Discoveries, and illustrated with Maps and other Plates, elegantly executed.",Thomas Salmon,72,0,6,8,3,0,0,0,1,5,2,0,1,5,1,2,0,0,0,1,1,0,0,0,5,1,0,0,2,3,0,10,0,0,3,0,0,0,0,3,0,1,1,0,1,0,0,5,1,1785,1,1,"London : [p]rinted for C. Bathurst, W. Strahan, J. F. and C. Rivington, S. Crowder, T. Longman , B. Law, J. and T. Pote, C. Dilly, G. G. J. and J. Robinson, T. Cadell, R. Baldwin, J. Nichols, J. Sewell, W. Goldsmith, W. Nicoll, J. Murray, J. Bew, W. Lowndes, Scatcherd and Whitaker, and W. Stuart, [1785].",London,824,male,1679,1767,FALSE,"against Spain. Seter ll. emperor of ruita, is deposed, imprisoned, and mtrdered, American Philosophical Society etrablifhed In Philadelphia. George Augullus Frederic, prince of Wales, born Augutt 1z. i763 The definitive treaty of peace between Great Britain , France, Spain, and Portugal, concluded at Paris, February o, which confirms to Great"
0116600100_000264,"A new system of modern geography: or, a geographical historical, and commercial grammar; and present state of the several kingdoms of the world. Containing, I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climates, Air, Soil vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature since the most early Periods of History. Viii. The History and Origin of Nations; their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. To Which Are Added, I. A Geographical Index, with the Names and Places alphabetically arranged. II. A Table of the Coins of all Nations, and their Value in English Money. III. A Chronological Table of remarkable Events from the Creation to the present Time. By William Guthrie, Esq. The astronomical part by James Ferguson, F.R.S.",William Guthrie,77,0,1,8,1,0,1,4,2,4,2,1,0,7,0,1,0,0,0,1,2,1,0,0,13,2,0,0,0,3,0,4,1,0,1,0,1,1,0,1,0,3,3,0,0,2,0,4,2,1786,1,1,"London : printed for C. Dilly In The Poultry; and G. G. J. and J. Robinson, Pater Noster Row, MDCCLXXXVI. [1786].",London,1012,male,1708,1770,FALSE,"He afterwards took the sort of St. John's, in which was a garribon of about 5o3 regulars, together with some Canadian vo lunreers, and the town of Montreal albo surrendered to him on the i3th of November, i775. I. the mean time colonel Benedict Arnold undertook to marc.i with a"
0488800101_000038,"The history of the American revolution. By David Ramsay,... A new edition. In two volumes. ...",David Ramsay,63,0,0,2,0,0,0,0,2,5,0,0,0,2,3,0,2,0,3,0,1,1,0,0,0,1,5,0,1,0,0,0,2,2,1,0,3,1,0,2,1,2,1,1,17,2,0,0,0,1793,1,2,"London : printed for John Stockdale, 1793.",London,368,male,1749,1815,FALSE,"the said tea , and request them, from a regard to their own characer and and the peace and good order of the city and province , immediately to resign their appointment."" As the time approached when the arrival of the tea ships might be soon expected, such measures were"
0899600201_000021,"The history of the American revolution. By David Ramsay, ... In two volumes. ...",David Ramsay,77,0,2,2,0,3,1,0,0,5,8,0,0,10,3,0,4,0,3,1,0,1,1,0,2,3,0,0,0,1,0,0,4,0,8,0,4,1,0,0,0,4,1,3,0,1,0,0,1,1793,1,2,"Dublin : printed for William Jones, 1793.",Dublin,329,male,1749,1815,FALSE,"have usually a title purporting their being ""grants,"" and the words ""give and giant,"" usually precede their enacing clauses. Although duties were imposed on America by previous aas of parliament , no one title of "" giving an aid to his majesty,"" or any other of the usual titles to"
0488800101_000098,"The history of the American revolution. By David Ramsay,... A new edition. In two volumes. ...",David Ramsay,64,0,1,7,9,1,0,1,1,0,1,0,0,7,0,9,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,2,2,0,1,1,2,1,2,0,0,3,0,0,2,0,2,2,1793,1,2,"London : printed for John Stockdale, 1793.",London,368,male,1749,1815,FALSE,"their forces from Boston , was the first act of a tragedy in which evacuations and retreats were the scenes which imof frequently occurred, and the epilogue of which was a total evacuation of the United States . CH AP. XI Y'ranfraiions in Canada. TH E tide of good fortune,"
0913500200_000060,"A general index to The annual register: or, a summary view of the history of Europe, domestic occurrences, state papers, promotions, marriages, births, deaths, characters, natural history, useful projects, antiquities, literary and miscellaneous essays, poetry, and account of principal books published, from the year 1758 to the year 1780, both inclusive.",,69,0,0,0,7,2,0,0,6,1,1,0,1,4,0,3,0,3,2,1,0,1,0,0,12,2,3,0,0,0,0,1,0,2,2,0,0,0,1,7,1,0,1,0,3,0,0,0,2,1784,1,1,"London : printed for J. Dodsley, in Pall-Mall, MDCCLXXXIV. [1784].",London,528,unknown,,,FALSE,"the outrages committed on attempting to land ftme cargoes of tea in Decembelr 1773, [4S-50o] -- the famous 3bofion port bill, with the filltance of the debates previous to its receiving the royal assent on M: y the 3t, 77, [58-66] -- the bill for better regulating the government Of"
0061403000_000001,The rights of Great Britain asserted against the claims of America: being an answer to the declaration of the General Congress.,James Macpherson,79,0,2,4,0,0,4,3,0,2,1,0,0,1,2,4,2,0,1,0,4,0,0,0,5,2,0,0,3,1,0,3,0,0,3,0,3,6,2,0,1,7,9,3,0,1,0,0,0,1776,1,1,"London : printed for T. Cadell, MDCCLXXVI. [1776][1775].",London,94,male,1736,1796,TRUE,T H E. R I G H T S GREAT BRITAIN ASSERTED AGAINST THE CLAIMS OF AMERICA ; BEING AN AN S W E R T 0 THE DECLARATION OF THE GENERAL CONGRESS . THE SECOND EDITION. LONDON: Printed for T. C A D E L L in the Strand.
0488101800_000026,"The critical moment, on which the salvation or destruction of the British Empire depend. Containing the rise, progress, present state, and natural consequences of our American disputes. By Janus.",Janus           1776,68,0,4,3,1,1,1,2,0,6,1,1,0,7,1,4,2,0,0,0,1,2,0,0,4,0,3,0,2,0,0,1,0,0,3,0,7,2,1,4,0,0,0,0,0,2,0,1,1,1776,1,1,"London : printed for H. Setchell, King Street, Covent Garden, MDCCLXXVI. [1776].",London,122,unknown,,,FALSE,"the itamp at, the commons of Great t Britain again undertook to ""give and grant rates and duties to be paid in the "" colonies ."" These were the principal grievances which the colonies had laboured under for near ten years: thus was the Iate of affairs in the latter"
0161300103_000019,"The history of England, from the death of George the Second to the peace of 1783. By C.M. Cormick, LL.B. Designed as a continuation to Hume and Smollett. Embellished with Historical Engravings, and Superb Portraits of the most distinguished Characters of the Present Reign. ...","M'Cormick, Charles",58,0,2,2,2,1,4,0,0,1,1,0,0,1,2,3,1,0,3,0,2,1,2,0,4,1,3,0,1,3,0,2,0,0,4,0,0,2,1,0,1,3,2,0,0,2,0,1,0,1795,3,3,"London : printed for C. Cooke, No. 17, Paternoster-Row; and sold by all the booksellers in Great-Britain, [1795?].",London,325,male,1755,1807,FALSE,"attempt to make them acquiefte was murder. Governor john!ftone pointed his principal batteries at the facts, which, he laid, were assumed in the speech from the throne. lie denied that parliament had been called early together though very few instances could be given of their mi .ting lo soon after"
0362900100_000009,"Thoughts on the present state of affairs with America, and the means of conciliation. By William Pulteney, Esq.","William Pulteney, 1st Earl of Bath",74,0,4,1,0,7,1,0,0,1,1,0,1,12,0,1,5,0,2,1,2,1,0,0,0,4,12,1,0,4,0,1,1,0,0,0,2,2,0,0,0,0,1,3,0,2,0,0,1,1778,1,1,"London : printed for J. Dodsley in Pallmall; and T. Cadell in the Strand, MDCCLXXVIII. [1778].",London,103,male,1684,1764,FALSE,"of trade.; and we refused to trust such questions to juries, from a suspicion, in my opinion, weak and ill grounded, and rather chose to rifle the disgust which might arise in America from the partial and interested determinations of very low men, whom we appointed judges, than run the"
1188400100_000251,"A new system of modern geography: or, a geographical historical, and commercial grammar; and present state of the several kingdoms of the world. Containing I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climates, Air, Soil, Vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature since the most early Periods of History. Viii. The History and Origin of Nations; their Forms of Government, Religion, Laws, Revenues, Taxes, Naval and Military Strength. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. To which are added, I. A Geographical Index, with the Names and Places alphabetically arranged. II. A. Table of the Coins of all Nations, and their Value in English Money. III. A Chronological Table of remarkable Events from the Creation to the present Time. By William Guthrie, Esq. The astronomical part by James Ferguson, F.R.S. To which have been added, the late discoveries of Dr. Herschell, and other eminent Astronomers.",William Guthrie,81,0,1,13,3,0,1,3,2,3,2,1,0,5,0,1,0,0,0,1,2,1,1,0,12,2,0,0,0,3,0,4,1,0,1,0,0,2,0,0,0,3,3,0,0,0,0,8,2,1792,1,1,"London : printed for C. Dilly, In The Poultry; and G. G. J. and J. Robinson, Pater Noster Row, MDCCXCII. [1792].",London,1102,male,1708,1770,FALSE,"the city, and the siege was for some months converted into a blockade. On general Carleton's receiving considerable reinforcements and supplies of provisions from England , May 1776, Arnold was obliged to make a precipitate retreat; Montreal, Chamblee, and St. John's were re taken, and all Canada recovered by the"
