PassageID,Title,Author,Total termFreq,termFreq(acr),termFreq(appurten),termFreq(arabl),termFreq(barlei),termFreq(belong),termFreq(bushel),termFreq(clover),termFreq(contain),termFreq(crop),termFreq(drill),termFreq(expenc),termFreq(experi),termFreq(farm),termFreq(farmer),termFreq(feed),termFreq(feet),termFreq(field),termFreq(foil),termFreq(gave),termFreq(grass),termFreq(half),termFreq(heir),termFreq(held),termFreq(hous),termFreq(improv),termFreq(land),termFreq(late),termFreq(littl),termFreq(manor),termFreq(manur),termFreq(meadow),termFreq(measur),termFreq(oat),termFreq(parcel),termFreq(parish),termFreq(pastur),termFreq(perch),termFreq(piec),termFreq(plant),termFreq(plough),termFreq(pound),termFreq(produc),termFreq(profit),termFreq(quarter),termFreq(rent),termFreq(return),termFreq(rood),termFreq(seed),termFreq(societi),termFreq(sow),termFreq(squar),termFreq(tenement),termFreq(town),termFreq(turnip),termFreq(valu),termFreq(wheat),termFreq(wood),termFreq(worth),termFreq(yard),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0668001000_000024,"Agriculture delineated: or, the farmer's complete guide; being a treatise on lands in general: shewing the best methods of cultivating and improving the different soils, for the raising of Wheat, Barley, Oats, Pease, Beans, Vetches, Lentils, Turnips, &c. &c. Also, Remarks ON The Management Of Natural And Artificial Grasses, and Directions for plowing, sowing, manuring, &c. according to the New and Old Husbandry. With comparisons made from Experimental Observations. By Gustavus Harrison, Esq. The Whole methodized in a plain and familiar Stile, for the Use of the Country Gentleman and Farmer.","Harrison, Gustavus",85,7,0,0,1,0,4,0,0,3,3,0,5,1,1,0,4,1,0,0,0,4,0,0,0,2,5,0,0,0,1,0,0,0,1,0,0,2,3,0,8,2,3,1,8,0,1,0,2,0,3,3,0,1,0,0,5,0,0,0,1775,1,1,"London : printed for the author, and sold by J. Wilkie, No. 71, St. Paul's Church-Yard, M.DCC.LXXV. [1775].",London,434,unknown,,,FALSE,"of the product, twenty seven pounds seven billings, which is a very good return ; the loss for the first year being confideredas a preparation for future crops , it is certainly advantageous. The staple of this land being at once made, there is a vast space left for the"
1053000200_000049,"A new and compendious system of husbandry. Containing the mechanical, chemical, and philosophical elements of agriculture. Illustrating I. The Properties of different Soils. II. The Properties of Manures, and their Effects. III. The most advantageous Method of applying Manures on the different Soils. IV. The Improvement of Lands. V. The great Superiority of, and the numerous Advantages resulting from the New and Drill, to the common Mode of Husbandry. VI. The Imperfections of the old Mode of Cultivation clearly pointed out, with a new Method of Culture, founded on Observations, Facts, and Experiments. Vii. Experiments on Grain of different Sorts. Viii. Experiments on Turnips, with the most effectual Recipe for preventing the Ravages of the Fly. IX. Experiments on Fruit Trees and Flowers, with an Account of a new, cheap, and effectual Manure. X. Experiments on fattening of Hogs. XI. A Copperplate and Description of a new-invented Patent Drill Machine, for planting all Sorts of Seed, Grain and Pulse; universally acknowledged to be superior to any hitherto constructed. XII. The Application of Substances for the Analysis of Soils and Manures. With many other useful and interesting Subjects. By George Winter. Member of the Society of Arts in London: Of the Bath Agriculture Society. Honorary Member of the Odiham Agriculture Society. And of the Society for the Participation of Useful Knowledge, at Norwich. And a Practical Agriculturist.","Winter, George",99,8,0,1,4,0,4,0,0,6,7,0,11,2,1,2,0,0,0,0,1,0,0,0,0,3,12,0,1,0,10,0,0,0,0,0,5,0,0,1,2,0,6,0,0,1,0,0,2,0,0,0,0,0,2,0,4,1,1,1,1787,1,1,"Bristol : printed by W. Routh, Bridge Street. Sold by Mrs. E. Newberry, London; Mr. Shiercliff, Bristol; Mr. W. Stevenson, Norwich; Mr. B. C. Collins, Salisbury; and Messrs. Goadby and Co. Sherborne, M.DCC.LXXXVII. [1787].",Bristol,384,male,,,FALSE,"are generally reserved for pastures , and the thinnest poorest soils tilled; which, from observations and experience , I deem, in many instances, to be erroneous. Rich lands are cultivated at a less expense than poor lands , which require more manure , feed , and oftentimes more tillage. If"
0962300600_000036,"A six weeks tour, through the southern counties of England and Wales. Describing, particularly, I. The present state of agriculture and manufactures. II. The different methods of cultivating the soil. III. The success attending some late experiments on various grasses, &c. IV. The various Prices of Labour and Provisions. V. The State of the Working Poor In those Counties, wherein the Riots were most remarkable. With descriptions and models of such new invented Implements of Husbandry as deserve to be generally known: interspersed With Accounts of the Seats of the Nobility and Gentry, and other Objects worthy of Notice. In several letters to a friend. By the author of the Farmer's letters.",Arthur Young,76,9,0,0,1,0,4,2,0,5,2,0,0,1,1,1,0,0,0,1,1,5,0,0,1,1,6,0,0,0,0,0,0,2,0,0,0,0,1,1,8,0,2,2,4,1,0,0,1,0,4,0,0,1,2,0,5,0,1,0,1768,1,1,"London : printed for W. Nicoll, at the Paper-Mill, No. 51, in St. Paul's Church-Yard, MDCCLXVIII. [1768].",London,286,male,1741,1820,TRUE,"fertility: There is much bad land , not far from Giffold; and I observed, as I past from Farnham thither, that the upper lands were poor. They sow a good deal of sainfoin, which is a great improvement ; for it yields two tuns, and two and a half of"
1285702100_000035,"A six weeks tour through the southern counties of England and Wales. Describing, particularly, I. The present state of agriculture and manufacture. II. The different methods of cultivating the soil. III. The success attending some late experiments on various grasses, &c. IV. The various prices of labour and provisions. V. The state of the working poor in those counties, wherein the riots were most remarkable. With descriptions and models of such new invented implements of husbandry as deserve to be generally known. Interspersed with accounts of the seats of the nobility and gentry, and other objects worthy of notice. In several letters to a friend. By the author of the Farmer's letters.",Arthur Young,82,9,0,0,1,0,4,2,0,6,2,0,0,1,1,2,2,1,0,0,2,4,0,0,2,2,6,0,2,0,0,0,0,2,0,0,0,0,0,2,8,0,1,2,3,1,0,0,0,0,5,0,0,1,3,0,5,0,0,0,1768,1,1,"Dublin : printed for J. Milliken in Skinner-Row, M DCC LX Viii. [1768].",Dublin,256,male,1741,1820,TRUE,"The poles cost (according to their length) from i as. to 22 a hundred; lafl four or five years, and twenty six hundred are requisite to an acre . They confider Ct. a middling crop , and the average price at 6 1 or 7 L per Ct. Which circumstances"
1714700300_000126,"A compleat system of experienced improvements, made on sheep, grass-lambs, and house-lambs: Or, The country gentleman's, the grasier's, the sheep-dealer's, and the shepherd's sure guide: in the profitable management of those most serviceable creatures, according to the present practice of this author, and the most accurate grasiers, farmers, sheep-dealers, and shepherds of England. Shewing, I. How the best of sheep may be bred. II. How to preserve them from surfeits, scabs, wood-evil, white and red-water, the rot, and all other distempers. III. How to cure sheep when wounded or diseased, particularly when they have the white or red-water, and even the rot, if an early application is made use of as directed; and this by such cheap and ready remedies, that the poorest farmer must be induced to use them, so that there need not be a rotten sheep, or lamb, in the nation. IV. How to preserve sheep from hoving, or sickening, to fat them in the quickest and cheapest manner, and to cause them to have a sweet flesh, while they are fatting on turnips, or rapes, contrary to the nature of those rank plants. V. How to make an hundred ewes take ram in an hour's time, either by artificial, or by natural means, at any time of the year. VI. How to secure lambs from being killed by foxes. VII. How to make the most profit of rotten sheeps carcasses, or those that die by accident. VIII. How to teach dogs six several sorts of discipline, for making them serviceable to shepherds and others. IX. Many impositions exposed relating to sheep and lambs. X. The newest methods of suckling house-lambs, in the greatest perfection. With many other curious and serviceable matters. A work different from all others ever yet published, as it is explained and improved by great numbers of various cases that have really happened; whereby the woollen manufacture, and interest of Great Britain, may be more highly improved, than ever it was yet done, by keeping all sorts of sheep and lambs in the greatest health, though they feed all the while on the worst of moorish, or swampy ground; and causing them to yield, in the wettest seasons, a wool, far exceeding in goodness, that of all nations whatsoever. In three books. By William Ellis, of Little Gadderden, in Hertfordshire.",William Ellis,87,7,0,1,2,1,0,4,1,4,0,0,1,3,4,4,2,7,0,0,4,1,0,0,1,1,11,0,2,0,0,2,0,1,0,0,0,0,0,0,6,0,0,5,0,1,1,0,3,0,1,0,0,0,4,0,2,0,0,0,1749,1,1,"London : Printed for T. Astley; and sold by R. Baldwin, Jun. at the Rose, in Pater-Noster-Row; and E. Nicolson, at the Angel and Bible, in Ludgate-Street, M,DCC,XLIX. [1749].",London,413,male,1700,1758,FALSE,"carried on to Profit , I am of Opinion I guess right; I therefore shall encourage this Improvement , by being very particular in giving an Account how it may be done to Profit . Of the Adlvantage of having inclo/pd fieplds of natural Grafsr, and of living inclofedl Fields"
1422900103_000014,"Transactions of the society, instituted at London, for the encouragement of arts, manufactures, and commerce.","Society for the Encouragement of Arts, Manufactures, and Commerce (London, England)",89,12,0,0,6,0,2,4,0,9,0,0,2,0,0,1,0,2,0,0,2,2,0,0,0,0,5,0,0,0,3,2,0,1,0,0,0,0,0,1,3,11,1,2,3,1,0,0,3,2,0,0,0,0,2,1,4,0,2,0,1783,3,19,"London [England] : printed by James Phillips, George-Yard, Lombard Street, and sold by Messrs. Dodsley, Lockyear Davis, White, Beckett, Johnson, Cadell, Elmsley, Walter, Richardson and Urquhart, and Debrett, [1783-",London,339,unknown,,,FALSE,"that they who do not make that, mufi be bad managers at first, who will arrive at, and perhaps exceed it afterwards, let me next confider what: crop it muss be to pay expenses at the valuation, I will suppose the latter and best rnode of culture; ten pound an"
1107400101_000089,"The farmer's tour through the East of England. Being the register of a journey through various counties of this Kingdom, to enquire into the state of agriculture, &c. Containing, I. The particular Methods of cultivating the Soil. II. The Conduct of live Stock, and the modern System of Breeding. III. The State of Population, the Poor, Labour, Provisions, &c. IV. The Rental and Value of the Soil, and its Division into Farms, with various Circumstances attending their Size and State. V. The Minutes of above five hundred original Experiments, communicated by several of the Nobility, Gentry, &c. With Other Subjects that tend to explain the present State of English Husbandry. By the author of the Farmer's letters, and the Tours through the North and South of England. In Four Volumes. ...",Arthur Young,83,2,0,0,1,0,0,7,1,6,0,0,0,2,6,2,0,2,0,0,7,1,0,0,3,4,10,0,2,0,3,2,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,3,1,0,2,1771,1,4,"London : printed for W. Strahan; W. Nicoll, No. 51. St, Paul's Church-Yard; B. Collins, at Salisbury; and J. Balfour, Edinburgh, MDCCLXXI. [1771].",London,545,male,1741,1820,TRUE,"crop of turnips another of spring corn, and then laid down with that by sowing ray grafs and clover . This course of husbandry is found to kill all the ling, fern, c. Some pieces have been laid to grass much earlier in the course, and the ling has come"
1010700103_000208,"Communications to the Board of Agriculture; on subjects relative to the husbandry, and internal improvement of the country. ... . Parts I. and II.",,100,1,0,0,4,0,0,3,0,14,0,0,1,1,2,1,0,0,0,0,9,0,0,0,0,3,11,0,0,0,6,0,0,5,0,0,3,0,0,0,5,0,2,4,1,0,2,0,6,0,3,0,0,2,5,0,6,0,0,0,1797,3,7,"London : printed by W. Bulmer and Co. for George Nicol, Bookseller to his Majesty, and to the Board of Agriculture; and sold by Messrs. Robinson, Paternoster-Row; J. Sewell, Cornhill; Cadell and Davies, Strand; W. Creech, Edinburgh; and J. Archer, Dublin, 1797.",London,564,unknown,,,FALSE,"old pasture managed as abovementioned, and unconnected with olber : land , it would have its lime upon the fallow, and the whole of the: manure arising fpjom the four crops laid upon the grass seeds . Then what is the result?! The Board; I trust, will not hesitate to"
1473400201_000011,"Letters and papers on agriculture, planting, &c. Selected from the correspondence-book of the society instituted at Bath, for the encouragement of agriculture, arts, manufactures, and commerce, within the counties of Somerset, Wilts, Glocester, and Dorset, and the city and county of Bristol. To which is added, an appendix; containing, a proposal for the further improvement of agriculture, By a member of the Society. And the translation of a letter from Dr. Tissot to Mons. Hirzel, in answer to Mons. Linguet's treatise on bread-corn and bread. By another member of the Society. Vol. I.",Bath and West of England Society,83,9,0,0,4,0,2,5,1,5,0,0,2,0,3,0,0,5,0,0,0,1,0,1,0,0,7,1,1,0,4,0,1,1,0,0,1,0,0,0,2,2,5,0,2,1,0,0,5,5,2,0,0,0,2,0,2,1,0,0,1783,1,1,"Bath : Printed, by order of the Society, by R. Cruttwell; and sold by C. Dilly, Poultry, London; and by the booksellers of Bath, Bristol, Salisbury, Glocester, Excter, &c. &c, MDCCLXXXIII. [1783].",Bath,378,unknown,,,FALSE,"into its work to a proper height, according as the stubble is long or thort, the boy leads the horse across the ridges, the corn being previously put in cocks by the forkers; the man follows the rake, and when it is filled, he [peaks to the boy, who flops"
0799800109_000103,"The statistical account of Scotland. Drawn up from the communications of the ministers of the different parishes. By Sir John Sinclair, Bart. ...","Sir John Sinclair, 1st Baronet",87,0,0,1,2,0,1,2,0,8,1,0,0,2,7,1,0,0,0,1,3,0,0,0,0,11,16,5,2,0,5,0,0,1,0,3,1,0,0,1,3,0,3,0,0,2,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1791,9,21,"Edinburgh : printed and sold by William Creech; and also sold by J. Donaldson, and A. Guthrie, Edinburgh; T. Cadell, J. Stockdale, J. Debrett, and J. Sewel, London; Dunlop and Wilson, Glasgow; Angus and Son; Aberdeen, M,DCC,XCI. [1791].",Edinburgh,645,male,1754,1835,FALSE,"a mixture of sand upon a pebbly bottom, which agrees ill with dry seasons. In the north end it consists of mossy soil, upon a stony bottom, and is naturally barren, and more suited for paflure than agriculture. There are, however, a number of arable spots interspersed, which yield luxuriant"
0958500101_000036,"A six months tour through the North of England: containing, an account of the present state of agriculture, manufactures and population, in several Counties of this Kingdom. Particularly, I. The Nature, Value, and Rental of the Soil. II. The Size of Farms, with Accounts of their Stock, Products, Population, and various Methods of Culture. III. The Use, Expence, and Profit of several Sorts of Manure. IV. The Breed of Cattle, and the respective Profits attending them. V. The State of the Waste Lands which might and ought to be cultivated. VI. The Condition and Number of the Poor, with their Rates, Earnings, &c. Vii. The Prices of Labour and Provisions, and the Proportion between them. Viii. The Register of many curious and useful Experiments in Agriculture, and general Practices in rural Oeconomics communicated by several of the Nobility, Gentry, &c. &c. Interspersed With Descriptions of the Seats of the Nobility and Gentry; and other remarkable Objects; Illustrated with Copper Plates of such Implements of Husbandry, as deserve to be generally known; and Views of some picturesque Scenes, which occurred in the Course of the Journey. La seule vol de se procurer un corps complet Agriculture, seroit, sans doute, de rassembler les diverses observations quaeroient fourni dans chaque province. Encyclopedie. In Four Volumes. ...",Arthur Young,70,6,0,1,2,0,5,0,0,1,0,0,0,1,1,1,3,0,0,0,2,0,0,0,2,0,4,0,0,0,1,0,0,4,0,0,0,1,1,0,4,0,1,0,4,2,1,0,0,0,7,1,0,0,4,1,6,0,1,2,1770,1,4,"London : printed for W. Strahan; W. Nicoll, No 51. in St. Paul's Church-Yard; B. Collins, at Salisbury; and J. Balfour, at Edinburgh, M.DCC.LXX. [1770]-71.",London,406,male,1741,1820,TRUE,"is, 1 Fallow 3 Oats 2 Wheat They plough five times for wheat , sow ten pecks, and reckon the mean produce at o bushels . For barley they give five tilths, sow 35 buhels, and get on an average 4 quarters . For oats they stir but once, sow"
1309000400_000004,"General view of the agriculture of the county of Salop. With observations on the means of its improvement. By J. Bishton, of Kilsal, Shropshire. Drawn up for the consideration of the Board of Agriculture and Internal Improvement.",John Bishton,90,5,0,0,4,0,3,8,0,4,0,0,0,0,2,3,0,0,0,0,3,0,0,0,0,0,10,0,0,0,5,0,0,3,0,0,1,0,0,3,7,0,1,3,0,0,0,0,5,0,5,0,0,0,6,0,6,0,1,2,1794,1,1,"Brentford : Printed by P. Norbury, M,DCC,XCIV. [1794].",Brentford,41,male,1735,1806,FALSE,"iz~cart loadds: each, in form of the cone of a wheat rick, coved: a: fbot thick. with straw and thatch. These serve as a lresource in time of' frost.and snow, for the beasts that are stall fed, of which I genertally had 20 yealrly;, andla mans and boy, with one"
0070200101_000047,"A six months tour through the North of England. Containing, an account of the present state of agriculture, manufactures and population, in several Counties of this Kingdom. Particularly, I. The Nature, Value, and Rental of the Soil. II. The Size of Farms, with Accounts of their Stock, Products, Population, and various Methods of Culture. III. The Use, Expence, and Profit of several Sorts of Manure. IV. The Breed of Cattle, and the respective Profits attending them. V. The State of the Waste Lands which might and ought to be cultivated. VI. The Condition and Number of the Poor, with their Rates, Earnings, &c. Vii. The Prices of Labour and Provisions, and the Proportion between them. Viii. The Register of many curious and useful Experiments in Agriculture, and general Practices in rural Oeconomics communicated by several of the Nobility, Gentry, &c. &c. Interspersed With Descriptions of the Seats of the Nobility and Gentry; and other remarkable Objects: Illustrated with Copper Plates of such Implements of Husbandry, as deserve to be generally known; and Views of some picturesque Scenes, which occurred in the Course of the Journey. In four volumes. ...",Arthur Young,72,7,0,2,5,0,4,2,0,2,0,0,0,1,0,2,4,0,0,0,2,5,0,0,0,0,3,0,1,0,2,0,0,2,0,0,1,0,0,4,6,0,1,4,2,2,0,1,1,0,0,0,0,0,0,1,3,0,0,2,1770,1,4,"London : printed for W. Strahan; W. Nicoll, No 11. in St. Paul's Church-Yard; B. Collins, at Salisbury; and J. Balfour, at Edinburgh, MDCCLXX. [1770].",London,443,male,1741,1820,TRUE,"clays to good advantage. They give the land a year's fallow, weed the crop by hand once, at the expense offeven, eight, or ten fhillingsper acre : It remains three years: They are fokl by the thousand, and are reckoned very profitable , but supposed to exhaust the land greatly."
1105300301_000086,"De re rustica; or, the repository for select papers on agriculture, arts, and manufactures. ...",,108,12,0,0,3,0,7,0,0,13,8,0,4,0,1,0,3,5,0,0,1,0,0,0,0,1,4,1,2,0,0,0,0,1,0,0,1,0,0,3,4,0,4,1,6,2,0,1,7,0,3,1,0,0,0,0,9,0,0,0,1769,1,2,"London : printed for R. Davis in Piccadilly, and L. Davis near Gray's Inn Gate, Holborn, MDCCLXIX. [1769-70].",London,411,unknown,,,FALSE,"in rows, and tilling the land within reach of it's roots, in order to increase growth. His idea was sensible, and was found to answer in practice. His scheme gains ground in several foreign parts; but though many have tried it here, and even approved of it, yet few, if"
1231800700_000051,"The improved culture of three principal grasses, lucerne, sainfoin, and burnet: wherein is described a new method of cultivating lucerne to much greater Profit than any hitherto practised in England or Abroad; shewn by a Comparison of the several Methods. To which are added, some observations on clover.",,92,1,0,0,1,0,0,6,0,14,0,0,1,1,5,4,0,1,0,0,5,0,0,0,3,2,12,0,1,0,8,1,0,0,0,0,3,0,0,3,1,0,3,1,0,0,1,0,1,0,0,0,0,0,3,2,6,0,0,2,1775,1,1,"London : printed for G. Robinson, in Pater-Noster-Row, MDCCLXXV. [1775].",London,334,unknown,,,FALSE,"it to a good head in March and April. Dung is not the most proper manure for thl.is this purpose, nor such as is rough, and has firaw among it; for these are long in dissolving, and therefore unsuitable for grasses or meadow grounds: but dry manures , in fine"
0185500202_000039,"Letters and papers on agriculture, planting, &c. selected from the correspondence of the Bath and West of England Society for the encouragement of agriculture, arts, manufactures, and commerce. Vol.II.",Bath and West of England Society,70,2,0,0,1,0,5,4,0,4,3,0,3,0,0,3,2,0,1,0,3,0,0,0,0,1,7,0,1,0,0,1,0,4,0,0,0,0,0,5,5,0,1,1,0,0,0,0,2,1,4,0,0,0,2,3,1,0,0,0,1792,2,3,"Bath : printed, by order of the Society, by R. Crutwell; and sold by C. Dilly, Poultry, London, and by the booksellers of Bath, Bristol, Salisbury, Glocester, Exeter, &c. &c., MDCCXCII. [1792].",Bath,394,unknown,,,FALSE,"crop in a year, and feeding the after growth, is better than to mow it twice. Cut it as soon as it is in full bloom, if the weather will permit. The hay will be the fweetcr, and the strength of the plants less impaired, than if it stands till"
0759300101_000190,"A course of experimental agriculture: containing an exact register of all the business transacted during five years on near three hundred acres of various soils; including a variety of experiments on the cultivation of all sorts of grain and pulse, both in the old and ne methods; the raising large crops of turneps, cabbages, carrots, potatoes, &c. and several plants not usually cultivated, as food for cattle; and the application of them to feeding or fattening of oxen, cows, horses, hogs, sheep, &c. Also the management of the artificial grasses, particularly Clover, Lucerne, Sainfoine, Burnet, &c. in the Broad-Cast, Drilling, and Transplanting Methods; and their Uses in Feeding several Sorts of Cattle. The Culture of Madder. A particular Comparison between the Old and New Husbandry. The Management of Pasture Lands. On Ploughing, Harrowing, and other Operations of Tillage, relative to the Season, Number, Depth, &c. On the general Feeding and Fattening of Cattle on various Articles of Food; the Expences, Profit, Quantity eat, &c. The Implements of Husbandry, their Defects, Improvements, &c. With other subjects of importance to the country gentleman and farmer. The whole stated in near two thousand original experiments. In two volumes. ...",Arthur Young,100,8,0,0,1,0,5,2,0,8,1,0,3,0,0,1,0,8,1,1,0,1,0,0,0,0,3,0,2,0,0,0,0,7,0,0,0,0,2,1,8,0,6,6,8,3,1,0,4,0,2,0,0,0,2,1,4,0,0,0,1770,1,2,"London : printed for J. Dodsley, in Pall-Mall, M.DCC.LXX. [1770].",London,951,male,1741,1820,TRUE,"9 d. - per acre , £. s. d. - I II 6 ioi 6 -_ -_ o i 6 0 1 0 o 8 o 2 i4 6 "" 2 11 O 556 PRODUCE . . _. 5 8 556 _ - __ 5 5 6 _ - -"
0328300105_000113,"A new and complete system of practical husbandry; containing all that experience has proved to be most useful in farming, Either in the Old or New Method; With a Comparative View of Both; And whatever is beneficial to the Husbandman, or conducive to the Ornament and Improvement of the Country Gentleman's Estate. By John Mills, Esq; Editor of Du Hamel's Husbandry. ...","Mills, John",118,21,0,0,5,0,7,4,0,2,9,0,1,0,0,1,3,0,0,0,1,1,0,0,0,0,6,2,0,0,0,0,0,2,0,0,0,0,1,4,0,5,3,0,3,0,1,0,18,0,9,0,0,0,2,0,5,0,1,1,1762,5,5,"London : printed for R. Baldwin, W. Johnston, S. Crowder, T. Longman, J. Coote, J. Hinxman, W. Nicoll, and S. Davis, MDCCLXII. [1762].",London,476,male,,,FALSE,"sown equally thick and at equal distances. The only objetion to this way is, .that it is not very expeditious; there being in: effect but two feet of land sowed by every track'of the drill . ""This is the manner in which I generally sow sainfoin with corn, and I"
0958500102_000038,"A six months tour through the North of England: containing, an account of the present state of agriculture, manufactures and population, in several Counties of this Kingdom. Particularly, I. The Nature, Value, and Rental of the Soil. II. The Size of Farms, with Accounts of their Stock, Products, Population, and various Methods of Culture. III. The Use, Expence, and Profit of several Sorts of Manure. IV. The Breed of Cattle, and the respective Profits attending them. V. The State of the Waste Lands which might and ought to be cultivated. VI. The Condition and Number of the Poor, with their Rates, Earnings, &c. Vii. The Prices of Labour and Provisions, and the Proportion between them. Viii. The Register of many curious and useful Experiments in Agriculture, and general Practices in rural Oeconomics communicated by several of the Nobility, Gentry, &c. &c. Interspersed With Descriptions of the Seats of the Nobility and Gentry; and other remarkable Objects; Illustrated with Copper Plates of such Implements of Husbandry, as deserve to be generally known; and Views of some picturesque Scenes, which occurred in the Course of the Journey. La seule vol de se procurer un corps complet Agriculture, seroit, sans doute, de rassembler les diverses observations quaeroient fourni dans chaque province. Encyclopedie. In Four Volumes. ...",Arthur Young,70,13,0,5,2,0,1,2,0,1,0,0,0,1,2,0,1,1,0,0,7,4,0,0,0,0,5,1,0,0,2,0,0,3,0,0,0,0,0,0,2,2,0,2,0,3,0,1,0,0,1,0,0,1,2,0,2,2,1,0,1770,2,4,"London : printed for W. Strahan; W. Nicoll, No 51. in St. Paul's Church-Yard; B. Collins, at Salisbury; and J. Balfour, at Edinburgh, M.DCC.LXX. [1770]-71.",London,475,male,1741,1820,TRUE,"which brings you to the point of view, on the fide of the hill, from which you look down on the river, and opposite on the bank of hanging wood . Other walks from hence lead to the banquet ing room, which is well fituatecl for commanding a pleasing view"
0085100302_000292,"England displayed. Being a new, complete, and accurate survey and description of the Kingdom of England, and principality of Wales. Containing, I. A full and ample Account of whatever is remarkable in every County, City, Town, Village, Hamlet, and Parish in England and Wales. II. Description of the various Manufactures and other useful Arts established in different Parts of this Kingdom. III. Accounts of the Nature and Produce of the various Kinds of Land, with a complete History of the modern Improvements in Agriculture, Gardening, &c. IV. An historical Account of all the Forts, Castles, Roman Military Ways, Docks, Harbours, Creeks, Bays, &c. with the Particulars of their ancient and present State. V. A full Description of all the natural and artificial Curiosities of this Kingdom; such as Rocks, Mines, Caverns, Lakes, Grottos, Fossils, Minerals, Abbeys, Cathedrals, Churches, Palaces, and the Seats of the Nobility and Gentry. VI. A faithful Narrative of all Improvements made in the Roads, Rivers, and Canals of this Kingdom, for the Convenience of Travelling, and the Benefit of Inland Navigation. The whole forming such an accurate and comprehensive Account of this Country, as has never yet been published, and will be equally entertaining and instructive. By a society of gentlemen: Each of whom has undertaken that Part for which his Study and Inclination has more immediately qualified him. The particulars respecting England, revised, corrected, and improved, by P. Russell, Esq; and those relating to Wales, by Mr. Owen Price.",Society of Gentlemen,85,9,0,1,7,0,7,3,0,2,0,0,0,2,0,2,0,0,0,0,3,2,0,0,1,0,6,0,1,0,1,1,0,6,0,0,0,0,0,0,4,9,1,2,1,1,2,0,0,0,5,0,0,0,2,1,3,0,0,0,1769,2,2,"London : printed for the authors, by Adlard and Browne, Fleet-Street: and sold by S. Bladon, No. 28, T. Evans, No. 54, and J. Coote, No. 16, in Pater-Noster Row; W. Domville, and F. Blythe, at the Royal Exchange, MDCCLXIX. [1769].",London,381,unknown,,,FALSE,"p>unds of butter a week. They have no notion of keeping hogs in consequence of cows; a dairy of twenty not maintaining above one or two. The winter food of their cows is traw or hay, a tonne and half of which is the quantity they commonly suppose a cow"
1107400102_000013,"The farmer's tour through the East of England. Being the register of a journey through various counties of this Kingdom, to enquire into the state of agriculture, &c. Containing, I. The particular Methods of cultivating the Soil. II. The Conduct of live Stock, and the modern System of Breeding. III. The State of Population, the Poor, Labour, Provisions, &c. IV. The Rental and Value of the Soil, and its Division into Farms, with various Circumstances attending their Size and State. V. The Minutes of above five hundred original Experiments, communicated by several of the Nobility, Gentry, &c. With Other Subjects that tend to explain the present State of English Husbandry. By the author of the Farmer's letters, and the Tours through the North and South of England. In Four Volumes. ...",Arthur Young,69,2,0,0,8,0,3,4,0,2,0,0,0,1,1,1,0,1,0,0,1,0,0,0,2,1,2,1,0,0,0,1,0,1,0,0,1,0,2,0,2,0,1,0,5,0,1,0,1,0,4,1,0,0,8,0,4,6,0,1,1771,2,4,"London : printed for W. Strahan; W. Nicoll, No. 51. St, Paul's Church-Yard; B. Collins, at Salisbury; and J. Balfour, Edinburgh, MDCCLXXI. [1771].",London,579,male,1741,1820,TRUE,"in the pastures and meadows , but are wretched managers (like the generality of the Nlrfolk farmers ) of their grass lands ; they art all overrun with rushes and other rubbish; very wet, but no drains made. From Holt towards t ay/fham, the country is in general rich and"
1107400101_000059,"The farmer's tour through the East of England. Being the register of a journey through various counties of this Kingdom, to enquire into the state of agriculture, &c. Containing, I. The particular Methods of cultivating the Soil. II. The Conduct of live Stock, and the modern System of Breeding. III. The State of Population, the Poor, Labour, Provisions, &c. IV. The Rental and Value of the Soil, and its Division into Farms, with various Circumstances attending their Size and State. V. The Minutes of above five hundred original Experiments, communicated by several of the Nobility, Gentry, &c. With Other Subjects that tend to explain the present State of English Husbandry. By the author of the Farmer's letters, and the Tours through the North and South of England. In Four Volumes. ...",Arthur Young,85,15,0,0,3,0,1,1,0,7,0,1,2,0,0,0,1,2,0,0,3,2,0,0,0,0,6,0,0,0,4,0,0,1,0,0,0,0,0,1,4,1,2,0,2,5,0,0,3,0,3,0,0,0,6,5,2,0,2,0,1771,1,4,"London : printed for W. Strahan; W. Nicoll, No. 51. St, Paul's Church-Yard; B. Collins, at Salisbury; and J. Balfour, Edinburgh, MDCCLXXI. [1771].",London,545,male,1741,1820,TRUE,"manure is best of all, 8 loads an acre , all at the expense of about 30 s. an acre . The manuring muf be repeated once in four years; and always preceded by harrowing. There is no other objection to mowing it twice in a season, except the after"
