PassageID,Title,Author,Total termFreq,termFreq(1757),termFreq(1758),termFreq(america),termFreq(armi),termFreq(attack),termFreq(austrian),termFreq(bohemia),termFreq(britain),termFreq(british),termFreq(brunswick),termFreq(camp),termFreq(campaign),termFreq(cannon),termFreq(command),termFreq(countri),termFreq(cumberland),termFreq(daun),termFreq(dominion),termFreq(duke),termFreq(elector),termFreq(empir),termFreq(england),termFreq(english),termFreq(europ),termFreq(ferdinand),termFreq(forc),termFreq(franc),termFreq(frederick),termFreq(french),termFreq(gener),termFreq(germani),termFreq(hanov),termFreq(hungari),termFreq(imperi),termFreq(invad),termFreq(kill),termFreq(king),termFreq(lost),termFreq(majesti),termFreq(marshal),termFreq(militari),termFreq(order),termFreq(peac),termFreq(poland),termFreq(pragu),termFreq(princ),termFreq(prison),termFreq(prussia),termFreq(prussian),termFreq(queen),termFreq(repuls),termFreq(russia),termFreq(russian),termFreq(saxoni),termFreq(sieg),termFreq(silesia),termFreq(territori),termFreq(thousand),termFreq(treati),termFreq(troop),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_passages
1763300202_000483,"A modern, authentic and complete system of universal geography. Including all the late important discoveries made by the English, and other celebrated navigators of various nations, in the different hemispheres; ... To which is added a complete guide to geography, astronomy, ... Also, a particular description of ... the new colony formed at Port Jackson and Norfolk Island ... By the Rev. Thomas Bankes, ...","Bankes, Thomas  				 1744",58,1,0,0,2,1,3,6,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,1,0,2,1,2,0,0,2,1,0,0,3,1,1,1,0,0,0,0,5,3,1,1,2,2,2,0,0,1,1,0,3,1,0,0,3,1797,2,2,"London : printed for C. Cooke; and sold by the booksellers of Bath, Bristol, Birmingham, Canterbury, Cambridge, Coventry, Chester, Derby, Exeter, Gloucester, Hereford, Hull, Ipswich, Leeds, Liverpool, Leicester, Manchester, Newcastle, Norwich, Nottingham, Northampton, Oxford, Reading, Salisbury, Sherborn, Sheffield, Shrewsbury, Worcester, Winchester, York: and by all other booksellers in England, Scotland, and Ireland, [1797?]",London,586,unknown,,,FALSE,"of the Persians, Medes, c. and of the whole world from east to west, and from north to south, son of. great Jupiter, by, c. so called, to you, the noble flock of Sclavonians, and to your lineage, because you have been unto us a help, TRUE in faith, valiant"
0651901700_000014,"The martial review; or, a general history of the late wars; together with the definitive treaty, and some reflections on the probable consequences of the peace.",Oliver Goldsmith,73,0,0,0,3,0,2,4,3,2,0,1,0,0,3,1,0,2,3,3,0,0,0,0,1,2,3,4,0,4,0,3,0,0,0,1,0,0,0,3,0,2,2,0,0,0,2,0,0,4,0,0,0,2,0,4,2,0,0,0,6,1,1763,1,1,"London : printed for J. Newbery, in St. Paul's Church-Yard, MDCCLXIII. [1763].",London,247,male,1728,1774,TRUE,"and but few of the Van reached the Prussian camp . This disappointment of the convoy before mentioned, was fatal to his Prussian Majesty's aafpiring views: July was now drawing on, and he had thrown away a most precious part of the simmer in unfuccelsful operations, without having it in"
0515500105_000115,"The history of modern Europe. With an account of the decline and fall of the Roman Empire, and a view of the progress of society. From the rise of the modern kingdoms to the Peace of Paris, in 1763. In a series of letters from a nobleman to his son. A new edition, carefully corrected. ...",William Russell,80,0,0,0,9,2,7,1,0,0,1,2,0,0,6,0,0,3,1,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,1,4,0,2,0,1,0,4,0,4,7,0,1,0,3,2,0,0,0,1,0,1,2,1789,5,5,"London : printed for G. G. J. and J. Robinson, Paternoster-Row; and A. Hamilton, jun. Falcon-Court, Fleet-Street, 1789.",London,560,male,1741,1793,FALSE,"to recollect themselves. Returning to the charge, inflamed with rage and resentment at their disgrace, the Prussian infant)y decided the doubtful contest. The Russians were everywhere t'rown into confusion. They no longer distinguished friends from foes: they fired upon each other in their ungovernable fury, and even plundered their own"
1173000200_000018,"Memoirs of Charles Frederick, King of Prussia. By Samuel Johnson, LL.D. With notes, and a continuation, by Mr. Harrison, Editor Of The British Classicks, DR. Johnson's Folio Dictionary, &c. &c. To which are added, translations of select poems written by the King of Prussia.",William Fordyce Mavor,74,0,0,0,2,0,3,3,0,0,0,1,0,0,0,2,0,0,4,1,2,0,0,0,1,0,2,0,0,2,1,0,0,3,0,1,1,8,2,0,0,1,0,4,1,0,4,1,6,3,3,0,0,0,2,0,1,1,2,1,2,3,1786,1,1,"London : printed for Harrison and Co. No. 18, Paternoster Row, MDCCLXXXVI. [1786].",London,487,male,1758,1837,FALSE,"of the Prussian donlil: ons. lm IN IN the beginning of the year 1745 died the Emperor Charles of Bavaria, the treaty of Frankfurt was consequently at an end, and the King of Prussia being no longer able to maintain the charater of auxiliary to the Emperor, and having avowed"
0008400300_000567,"The ladies history of England; from the descent of Julius Cæsar, to the summer of 1780. Calculated for the use of the ladies of Great-Britain and Ireland; and likewise adapted to general use, entertainment, and instruction. By Charlotte Cowley.","Cowley, Charlotte",88,0,0,0,4,1,1,2,3,0,0,1,1,0,2,1,0,0,1,0,2,2,1,0,1,0,6,1,0,3,5,1,2,2,0,0,0,8,0,6,1,1,2,2,4,0,2,0,0,0,2,0,1,0,2,0,0,0,5,2,1,6,1780,1,1,"London : printed for the proprietors; and sold by S. Bladon, No. 13, in Pater-Noster-Row, MDCCLXXX. [1780][-81].",London,774,female,,,FALSE,"of Great britain and her allies, he trured that the designs of his enemies would be rendered abortive; that with the concurrence of his parliament, and the assistance of his allies, he was determined to prosecute the war in such a manner, as would be most. effetual for procuring a"
1286600500_000027,"A review of Mr. Pitt's administration. By the author of the Review of Lord Bute's. The fifth edition, with an appendix, containing a further review of Mr. Pitt's conduct, from his resignation to his acceptance of a peerage and the Post of Lord Privy-Seal, and a Vindication of that Conduct.",John Almon,69,0,2,0,3,1,2,1,0,0,1,1,0,1,2,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,4,0,1,0,2,0,1,0,4,1,4,4,0,0,0,3,3,1,2,0,0,0,2,0,1766,1,1,"London : printed for W. Nicoll, in St. Paul's Church-Yard, and S. Bladon, in Paternoster-Row, MDCCLXVI. [1766].",London,188,male,1737,1805,FALSE,"victory over such troops must be to destroy them: the slaughter of course was very great; but their army was numerous, and fresh bodies continually presenting themselves, and making the most vigorous efforts, the Prussian infantry, fatigued with the work of carnage, at length gave way; had the Russian officers"
0400900102_000084,Memoirs of the kings of Great Britain of the House of Brunswic-Lunenburg. By W. Belsham. ...,William Belsham,97,0,1,0,9,4,0,0,0,0,0,0,4,0,5,0,0,2,0,0,0,2,1,0,0,2,3,0,0,9,7,0,2,0,2,0,0,3,1,2,4,0,4,0,0,0,9,2,0,6,0,1,0,1,1,3,1,1,0,0,2,3,1800,2,2,"London : printed for G. G. and J. Robinson, Paternoster-Row; by S. Hamilton, Falcon-Court, Fleet-Street, 1800.",London,416,male,1752,1827,FALSE,"his an fwver to the Saxon memorial presented to the Diet on : is fuijcet, affected to feel the utmost distress and compassion at the situation of the inhabitants; and and lamented, in the most pathetic terms, that the necessities of war rendered unavoidable a neafure so repugnant to those"
0004500404_000004,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,78,0,0,0,2,1,1,1,0,0,1,0,1,0,1,1,0,0,5,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1,0,7,0,9,0,1,3,0,3,0,3,0,1,3,3,0,0,0,6,0,1,2,2,4,5,2,1796,4,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXCVI. [1796].",London,516,male,1721,1771,TRUE,"to receive, as well as to prafdife, the decorums which Sovereigns owe to each other, file could not hear without acto nifihment and sensibility the contents of the memorial now presented by M. de Klingraafe; so extraordinary, both in the matter and exprefilons, that she would find herself under a"
0157700401_000041,"The life of Frederick the Second, King of Prussia. To which are added, observations, authentic documents, and a variety of anecdotes. Translated from the French. In two volumes. ...","Laveaux, J.-Charles (Jean-Charles)",80,0,0,0,10,1,3,0,0,0,3,0,0,0,5,1,1,1,0,1,0,1,0,1,0,0,3,0,4,7,5,0,2,0,0,0,0,2,0,0,2,0,2,1,0,0,4,1,2,1,1,0,0,1,1,0,1,2,1,0,9,0,1789,1,2,"London : printed for J. Debrett,Opposite Burlington house in piccadilly, M,DCC,LXXXIX. [1789].",London,544,male,1749,1827,FALSE,"Prussia , except Memel. In November, Leuwald withdrew with his troops into Pomerania, leaving only two garrison battalions, omen provincial regiments, and 6o hussars in Prussia . It was nearly at this period, that 17, ooo Swedes had passed the Baltic, and in September, after crossing the Piene, entered Prufilan"
0550600105_000125,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,81,0,0,0,9,1,3,0,0,2,0,2,0,0,3,0,0,3,0,3,0,2,0,1,0,0,1,1,1,4,7,0,0,0,1,0,1,8,0,1,0,0,0,0,1,0,2,0,3,8,1,0,0,2,1,3,1,0,0,2,2,1,1800,5,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin [by H. Baldwin and son], No. 47, in Pater-Noster-Row. MDCCC. (H. Baldwin and Son, Printers, New Bridge-Street.), [1800].",London,516,male,1721,1771,TRUE,"Her answer to the British and Prussian memorials, 306, n. Her troops enter Pomerania, 335 Which they evacuate, 338 Their motions towards Silesia , 339, 341, 344, 346;. They make an irruption into Brandenburgh, 35t. And take Berlin, 352 Her forces invest Colberg by tea and land, 354 D. DA"
0015300104_000122,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,88,0,0,0,9,1,5,4,0,1,0,1,2,0,8,4,0,3,0,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,6,1,1,3,0,3,1,0,0,4,1,2,5,0,0,0,0,0,2,2,0,3,0,7,3,1790,4,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXC. [1790].",London,520,male,1721,1771,TRUE,"of Munster, Paderborn, and Hildesheim. The British troops had joined them so late in the feafonj that they had no opportunity to signalise themselves in the field i yet the fatigues of the campaigns which they had severely felt, proved fatal to their commander , the Duke of Marlborough, who"
0004100104_000111,"The general history of the late war: containing it's rise, progress, and event, in Europe, Asia, Africa, and America. And exhibiting the state of the belligerent powers at the commencement of the war; their interests and objects in it's continuation; and remarks on the measures, which led Great Britain to victory and conquest. Interspersed with the characters of the able and disinterested statesmen, to whose wisdom and integrity, and of the heroes, to whose courage and conduct, we are indebted for that naval and military success, which is not to be equalled in the annals of this, or of any other nation. And with accurate descriptions of the seat of war, the nature and importance of our conquests, and of the most remarkable battles by sea and land. Illustrated with a variety of heads, plans, maps, and charts, designed and engraved by the best artists. ... By the Rev. John Entick, M.A. and other gentlemen.",John Entick,80,1,0,0,3,2,1,0,0,0,0,3,1,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,4,0,1,4,1,14,0,0,4,3,1,0,1,1,4,5,1,0,1,3,0,0,1,1,1,0,2,2,1763,4,5,"London : printed for Edward Dilly, in the Poultry; and John Millan, at Charing-Cross, M.DCC.LXIII. [1763].",London,492,male,1703,1773,FALSE,"ufficiently to show that. she was re 1760 solved t proceed, to the utmot of her power, in the execution of such: measures, as might tend to distress and ruin the King of Prussia . For, Mr. Keith having some time before, by order of his court, endeavoured to found"
0004000402_000018,"The general history of the late war: containing it's rise, progress, and event, in Europe, Asia, Africa, and America. And exhibiting the state of the belligerent powers at the commencement of the war; their interests and objects in it's continuation; and remarks on the measures, which led Great Britain to victory and conquest. Interspersed with the characters of the able and disinterested statesmen, to whose wisdom and integrity, and of the heroes, to whose courage and conduct, we are indebted for that naval and military success, which is not to be equalled in the annals of this, or of any other nation. And with accurate descriptions of the seat of war, the nature and importance of our conquests, and of the most remarkable battles by sea and land. Illustrated with a variety of heads, plans, maps, and charts, designed and engraved by the best artists. ... By the Rev. John Entick, M.A. and other gentlemen.",John Entick,87,0,0,0,5,2,2,2,2,0,0,1,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,1,0,8,0,6,0,0,3,4,1,0,1,0,9,4,2,0,2,2,5,0,0,1,0,3,4,5,1763,2,5,"London : printed for Edward Dilly, in the Poultry; and John Millan, at Charing-Cross, M.DCC.LXIII. [1763].",London,474,male,1703,1773,FALSE,"to declare, That all the circumstances and stipulations of the alliance with Russia , pretended to be de, ftrustive to Prussia , were absolutely FALSE and invented. vented. To be sure this is a clear or direct accusa. D. ing the King of Prussia of asserting a falsehood, i756' and"
0869100300_000137,"A compleat history of the late war; or annual register of it's rise, progress, and events in Europe, Asia, Africa, and America. And Exhibiting The State of the Belligerent Powers at the Commencement of the War; their Interests and Objects in its Continuance: interspersed with The Characters of the able and disinterested Statesmen, to whose Wisdom and Integrity, and of the Heroes, to whose Courage and Conduct, we are indebted for that Naval and Military Success, which is not to be equalled in the Annals of this or any other Nation. Illustrated with a variety of heads, plans, maps, and charts.","Wright, J. (John)",67,1,0,0,6,0,2,1,0,0,0,0,2,0,1,1,0,1,1,3,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,8,0,2,0,0,0,0,1,0,1,1,5,5,0,0,0,2,4,2,1,1,2,2,3,2,1763,1,1,"Dublin : printed by John Exshaw, M.DCC.LXIII. [1763].",Dublin,610,male,1761,1765,FALSE,"Saxony except Dreflen; it had been the extremity of rafhlncfs to have commenced the siege of that place in the depth ol winter, and in the sight of an army firongly posted, and which though it had been beaten continued after its dc sent, more numerous than his own. His"
1092000300_000028,"The annual register, or a view of the history, politicks, and literature, for the year 1758.",,91,0,0,0,6,2,1,2,0,0,0,2,3,0,1,1,0,7,1,0,1,4,0,0,0,1,4,0,0,2,4,0,0,0,0,0,0,10,0,0,0,1,2,0,0,0,9,0,6,3,0,0,0,4,5,0,3,0,0,0,2,4,1768,1,1,"London : printed for J. Dodsley, in Pall-Mall, 1768.",London,516,unknown,,,FALSE,"was obliged to pals the Rhine, and' to aa more upon the defensive for the future; yet his vigorous conduct in the beginning was very glorious to him, and very advantageous to the common cause. The French sus sered greatly in their military reputation; the Hanoverians had gained a superiority"
0186200800_000060,"Memoirs of Charles Frederick, King of Prussia. By Samuel Johnson, LL.D. With notes, and a continuation, by Mr. Harrison, Editor of the British Classicks, Dr. Johnson's Folio Dictionary, &c. &c. To which are added, translations of select poems written by the King of Prussia.",William Fordyce Mavor,74,0,0,0,4,3,6,1,0,0,0,3,0,2,1,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,9,1,0,0,1,0,2,4,1,2,2,0,0,0,0,0,5,4,1,6,0,1,0,1,1,0,1,0,0,0,3,2,1786,1,1,"London : printed for Harrison and Co. No 18, Paternoster Row, MDCCLXXXVI. [1786].",London,489,male,1758,1837,FALSE,"detached parties of either army had several brisk', fkir milhes.. Wunck retook Leipfick, joined Ge neal Finck at Eulenburg; and, in the route towards towards Dresden, they deterred General Had dick from seizing an advantageous post near Roth scemberg, and repulsed him, though supported by the whole Imperial army ,"
1139100138_000014,"A new history of England, from the descent of the Romans, to the demise of his late Majesty, George II Inscribed To his present Majesty, George III. By William Rider, A. B. Late of Jesus College, Oxford. ...",William Rider,67,0,0,0,4,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,3,2,0,2,0,4,2,0,2,3,0,0,1,2,0,0,5,0,3,1,1,0,1,1,1,3,1,0,1,1,0,1,0,3,1,1,1,3,1,0,4,1761,38,50,"London : printed for S. Crowder and Co. in Pater-Noster Row; and J. Wilkie, in St. Paul's Church-Yard, [1761-64].",London,216,male,1723,1785,FALSE,"the declaration of his Prussian majesty , as an insolent affront offer. ed to the crown; and the indignation they I conceived against it was so great, that a mofr violent paper war , which had lately broke out againit the ministers, for rejecting the terms proposed at Hanau, was"
1173000200_000074,"Memoirs of Charles Frederick, King of Prussia. By Samuel Johnson, LL.D. With notes, and a continuation, by Mr. Harrison, Editor Of The British Classicks, DR. Johnson's Folio Dictionary, &c. &c. To which are added, translations of select poems written by the King of Prussia.",William Fordyce Mavor,76,0,0,0,5,0,4,1,0,0,0,0,0,0,1,4,0,0,2,0,0,5,0,0,0,0,0,0,1,0,3,0,0,2,2,0,0,5,0,3,0,0,2,3,3,1,2,0,3,5,2,0,2,1,2,0,0,1,0,1,4,6,1786,1,1,"London : printed for Harrison and Co. No. 18, Paternoster Row, MDCCLXXXVI. [1786].",London,487,male,1758,1837,FALSE,"and an honourable peace . SOON after the glorious victory gained by Prince Henry over the Austrians and Imperial ; ts in Saxony , a firong detachmentof Pruf sians, under the command of General Kleist, made an irruption into Bohletmia, where they raised raised contributions, almost to the very gates"
0663300100_000557,"A new, universal, and impartial history of England, from the earliest authentic records, and most genuine historical evidence, to the end of the present year. ... Embellished with upwards of 120 beautiful copper-plate engravings, ... By George Frederick Raymond, Esq. Assisted by Alexander Gordon and Hugh Owen, Esqrs. and others, ...","Owen, Hugh",94,0,0,0,3,4,1,2,2,1,0,2,1,0,0,0,3,0,2,7,0,1,1,0,1,0,3,1,0,6,7,1,0,2,2,0,0,10,1,4,0,0,2,1,2,0,1,0,0,0,3,0,1,0,2,1,0,1,5,2,2,3,1790,1,1,"London : printed for C. Cooke; and sold by the booksellers of Bath, Bristol, Birmingham, Canterbury, Cambridge, Coventry, Chester, Derby, Exeter, Gloucester, Hereford, Hull, Ipswich, Leeds, Liverpool, Leicester, Manchester, Newcastle, Norwich, Nottingham, Northampton, Oxford, Reading, Salisbury, Sherborn, Sheffield, Shrewsbury, Worcester, Winchester, York; and by all other booksellers in England, Scotland, and Ireland, [1790?].",London,735,male,1761,1827,FALSE,"the 3oth of April, about ten in the morn for the Hague in the month of January, in the ing, the duke of Cumberland began the attack , a character of ambassador extraordinary, to per brisk cannonade ensued, and about nine both ar fiade, if possible, the states general to"
0301100100_000149,"A complete history of the present war, from its commencement in 1756, to the end of the campaign, 1760. In which, all the battles, sieges, and sea-engagements; with every other transaction worthy of public attention, are faithfully recorded; with political and military observations.",,94,0,0,0,5,2,4,0,0,0,0,7,2,1,3,2,0,4,1,2,0,0,0,1,0,0,1,0,0,0,16,0,0,0,0,0,0,2,1,2,4,0,4,0,2,0,12,2,0,4,0,0,0,3,2,0,2,0,0,0,1,2,1761,1,1,"London : printed for W. Owen , at Temple-Bar ; L. Davis and C. Reymers , in Holborn ; and J. Scott, in Pater-Noster Row, MDCCLXI. [1761].",London,550,unknown,,,FALSE,"the i ft of october, the prince received advice that marshal Daun had thrown 3 bridges over the Elbe at Dresden, he therefore detached gederal Ozttritz to cross that river, with five battalions, and two regiments of dragoons, at Torgau, and approach general Finck's corps, in cafe of a probability"
0344500900_000048,"The life and actions of Frederic III. King of Prussia, &c. Containing the origin of the House of Brandenburg, with an epitome of the lives of all the Electors of that family. Embellished With a Frontispiece of his present Majesty; a Map of Germany, and the Seat of War in the Empire; Plans of the Siege of Prague, and the Battles of Rosbach and Crevelt.",,76,0,0,0,6,1,3,1,0,0,0,0,0,0,1,0,0,0,1,2,3,1,1,0,0,0,1,1,0,1,6,2,1,0,1,0,3,12,1,3,5,0,1,0,1,0,4,2,1,2,1,0,0,0,1,0,2,0,0,1,1,2,1759,1,1,"London : printed for J. Wilkie, behind the Chapter-House, St. Paul's Church-Yard; and G. Burnet, without Temple-Bar, MDCCLIX. [1759].",London,492,unknown,,,FALSE,"was inclined to join his Forces with those of France and prujia; that the King of England , was to be compelled to a Neutrality by an Army of 40, 0 French , which should be ready to enter Hanover ; the Army under Marshal Belleifle was to support the"
0109800200_000044,"Memoirs of Charles Frederick, King of Prussia, by Samuel Johnson, LL.D. With notes, and a continuation to the time of his death. Also a geographical description of his dominions. To which are added, translations of select poems written by the King of Prussia.",Samuel Johnson,95,0,0,0,8,3,2,1,0,2,0,1,1,0,4,1,0,1,0,2,0,2,1,1,0,7,4,0,0,9,2,0,0,0,0,0,0,3,1,0,0,0,9,0,2,0,14,0,3,1,0,1,0,1,2,0,1,0,1,0,4,0,1790,1,1,"Liverpool : printed by T. Johnson and Co., NO. 10, In Castle Street, [1790?].",Liverpool,445,male,1709,1784,TRUE,"baffle all the efforts of his numerous enemies, and obliged them to sit down at the end of the campaign with the loss of many thousand men, and without having gained one inch of ground. IT will amaze posterity, to think, that this Prince , with only the assistance of"
0014700106_000018,"The history of England, from the Revolution to the death of George the Second. Designed as a continuation of Mr. Hume's History. In six volumes. By T. Smollett, M.D. ...",Tobias Smollett,59,0,0,0,4,3,2,1,0,0,0,1,3,1,2,0,0,2,1,1,1,1,0,0,0,0,1,0,0,0,6,1,1,0,1,0,0,3,1,0,0,0,1,0,1,0,1,1,2,3,0,0,1,1,1,0,0,0,2,0,5,3,1794,6,6,"London : printed for J. Parsons, No. 21, Paternoster-Row, 1794.",London,346,male,1721,1771,TRUE,"at daybreak, general t'inck found himself entirely encloscd, without the least poifibility of escaping, and lent a trumpet to count Daunt to demand a capitulation. This was granted in one single article; importing, that he and eight other Prussian generals , with the whole body of troops they commanded ,"
0362100700_000012,"A compleat history of the late war, or annual register of its rise, progress, and events, in Europe, Asia, Africa, and America. And Exhibiting The State of the Belligerent Powers at the Commencement of the War; their Interests and Objects in its Continuance: Interspersed with The Characters of the able and disinterested Statesmen, to whose Wisdom and Integrity, and of the Heroes, to whose Courage and Conduct we are indebted for that Naval and Military Success, which is not to be equalled in the Annals of this or any other Nation.","Wright, J. (John)",75,0,0,1,8,0,2,2,1,0,0,0,1,0,5,0,0,1,1,0,0,5,0,0,1,0,1,2,0,1,1,0,1,1,1,2,0,8,1,1,0,1,4,0,0,2,4,1,8,1,2,0,0,0,1,1,0,0,0,0,2,0,1766,1,1,"Dublin : printed by John Exshaw, at the Bible in Dame-Street, M.DCC.LXVI. [1766].",Dublin,584,male,1761,1765,FALSE,"siege to that place. The Governor, terrified by the numbers of the enemy, abandoned the fort with several of the principal persons in the settlement, who saved themselves with their most valuable effecas oh board the ships. Thus deserted. Mr. Hollwel, the second in command , bravely held the place"
0004500404_000045,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,80,0,0,0,2,1,5,4,0,0,0,0,0,2,1,3,0,0,0,1,1,0,0,2,0,0,1,0,0,7,1,0,0,0,1,1,3,2,0,3,0,0,6,0,1,0,3,2,2,7,3,1,0,0,3,0,0,2,4,0,3,2,1796,4,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXCVI. [1796].",London,516,male,1721,1771,TRUE,"the household to the Prince Royal of Poland , was arrested, and conducted to Cuftrin, by the express command of his Majesty . The King of Prussia , having thrown two bridges over the Elbe early in the spring, ordered the several distrits of the electorate of Saxony to supply"
0018300500_000039,"Continuation of the Complete history of England. By T. Smollett, M.D. Volume the second.",Tobias Smollett,89,2,0,0,5,2,4,0,0,0,0,0,0,1,3,5,0,0,2,0,0,2,0,0,1,0,1,1,0,7,0,0,0,0,2,0,1,5,0,4,0,0,2,0,0,0,2,0,10,2,2,2,2,4,0,0,1,1,6,0,3,4,1767,1,1,"London : printed for R. Baldwin, in Pater-Noster-Row, MDCCLXVII. [1767].",London,491,male,1721,1771,TRUE,"received each of them a French garrison; Ostend the former on the nineteenth of July, and the lat a.d. Nieu ter the next day, under the command of M. de la rt ga' Motte, upon whose arrival the Austrian troops eva by the cuated those places; though the emprefs queen"
0294801302_000024,"Memoirs of the life and reign of Frederick the Third, King of Prussia. By Joseph Towers, L. L. D. In Two Volumes. ...",Joseph Towers,80,0,0,0,8,1,6,1,0,0,0,1,0,2,5,1,0,5,0,0,0,0,0,0,1,0,2,0,1,1,4,2,0,1,0,0,1,5,0,0,1,1,2,0,0,6,4,0,4,1,2,0,0,0,0,1,0,0,2,0,5,3,1788,2,2,"London : printed for Charles Dilly, in the Poultry, MDCCLXXXVIII. [1788].",London,519,male,1737,1799,FALSE,"in their quarters, they always afrembled in the places appointed, Withou: Vol. II G ever char. C ever having suffered any considerable loss: which NX. A. D. is the more extraordinary, as he had very few 757-  light troops , especially in the beginning s.' BUT though Frederick had"
0550600105_000091,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,78,0,0,0,4,4,1,2,0,0,2,0,1,1,1,1,0,0,0,3,0,0,2,0,0,1,1,1,0,4,0,0,0,2,0,0,2,8,0,8,0,0,2,3,1,0,4,3,2,3,2,0,1,1,1,0,0,0,0,1,1,4,1800,5,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin [by H. Baldwin and son], No. 47, in Pater-Noster-Row. MDCCC. (H. Baldwin and Son, Printers, New Bridge-Street.), [1800].",London,516,male,1721,1771,TRUE,"been altogether declined, the court of Vienna was prevailed upon to concur with her allies in a declaration professing their desire of peace ; which declaration was delivered, on the third day of April, by the Austrian minister residing at the Hague, to his Serene Highness Prince Louis of Brunswick"
0004600103_000468,"A new history of England, from the earliest accounts of Britain, to the ratification of the Peace of Versailles, 1763. Humbly Inscribed to the Queen. By Mr. Mortimer.",Thomas Mortimer,75,0,0,0,4,0,3,0,0,1,0,0,0,2,2,0,0,0,3,1,0,0,2,0,4,0,2,0,0,0,4,1,0,4,2,1,0,7,1,1,0,2,1,0,0,0,1,2,6,2,3,1,0,0,0,1,3,0,2,1,3,2,1764,3,3,"London : printed for J. Wilson and J. Fell, in Paternoster-Row; and sold by Mr. Fletcher at Oxford, Messrs. Fletcher and Hodson at Cambridge, Mr. Smith at Dublin, and by all the booksellers in Great-Britain and Ireland, MDCCLXIV. [1764]-66.",London,836,male,1730,1810,FALSE,"to the opinion of a council of war of the landofficers, who, notwithstanding theadmiral gave them positive assurances of a speedy reinforce mentof hips and trobps from England , declared for an immediate reimbarkation for Jamaica, which was effected on the twentieth of November: and thus was this second expedition"
1261701201_000244,"A compleat history of the late war, or annual register of its rise, progress, and events, in Europe, Asia, Africa, and America. And Exhibiting The State of the Belligerent Powers at the Commencement of the War; their Interests and Objects in its Continuance: Interspersed with The Characters of the able and disinterested Statesmen, to whose Wisdom and Integrity, and of the Heroes, to whose Courage and Conduct we are indebted for that Naval and Military Success, which is not to be equalled in the Annals of this or any other Nation. Illustrated with a variety of heads, plans, maps, and charts. By J. Wright, Gent. In two volumes. ...",Edmund Burke,71,0,0,0,7,2,4,1,3,1,0,0,0,2,0,1,0,0,2,0,0,4,0,0,0,0,0,1,0,1,3,1,0,0,1,0,0,3,0,0,0,0,1,2,0,1,3,3,4,5,0,0,0,0,4,1,3,1,3,2,0,1,1765,1,2,"London : printed for David Steel, bookseller, at the Bible and Crown, King-Street, Little Tower-Hill, MDCCLXV. [1765].",London,635,male,1729,1797,TRUE,"They obtained cdnfiderable advantages, in several encounters, over the army of prince Henry; and even pushed them back to Freyberg; the possession of which place they prepared to dispute with., the ruffians. ut here.fortune, which has seldom proved long conifant to their arms, entirely forfdok them. The united o0 29"
1471300102_000085,"Continuation of the complete history of England. By T. Smollett, M.D.",Tobias Smollett,73,0,0,0,8,3,6,2,0,0,0,3,3,2,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1,7,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,2,0,3,7,0,0,0,2,1,1,2,0,2,0,6,0,1766,2,2,"London : printed for Richard Baldwin, at the Rose in Pater-noster-Row, MDCCLXVI. [1766].",London,519,male,1721,1771,TRUE,"a vigorous defence as baffled all the endeavours of the allies, who were moreover impeded by the rainy weather,, which, added to. other considerations,, prevented them from undertaking.the siege in form. Nevertheless, they kept the place blocked up from the twenty fecond day of November to the twelfth of the"
