PassageID,Title,Author,Total termFreq,termFreq(blood),termFreq(bodi),termFreq(boil),termFreq(bread),termFreq(cafe),termFreq(cold),termFreq(colour),termFreq(common),termFreq(countri),termFreq(differ),termFreq(drink),termFreq(dry),termFreq(duti),termFreq(eat),termFreq(end),termFreq(fine),termFreq(follow),termFreq(fruit),termFreq(gallon),termFreq(gener),termFreq(glass),termFreq(god),termFreq(half),termFreq(hall),termFreq(hand),termFreq(head),termFreq(heat),termFreq(import),termFreq(inch),termFreq(juic),termFreq(kind),termFreq(leav),termFreq(liquor),termFreq(littl),termFreq(manner),termFreq(mean),termFreq(mix),termFreq(month),termFreq(nation),termFreq(natur),termFreq(offic),termFreq(oil),termFreq(order),termFreq(ounc),termFreq(person),termFreq(pound),termFreq(produc),termFreq(proper),termFreq(quantiti),termFreq(receiv),termFreq(spirit),termFreq(sugar),termFreq(taken),termFreq(togeth),termFreq(water),termFreq(white),termFreq(wine),termFreq(word),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0992900400_000074,"The family magazine: in two parts. Part I. Containing useful directions in all the branches of house-keeping and cookery Particularly Shewing How to Buy-in the Best of all Sorts of Provisions; As Poultry-Ware, Butchers-Meat, Fish, Fruit, &c. With several Hundred Receipts in Cookery, Pastry, Pickling, Confectionary, Distilling, Brewing, Cosmeticks, &c. Together with the Art of Making English Wines, &c. Part II. Containing a compendious body of physick; explaining the virtues and properties of all sorts of meats, drinks, Herbs, Plants, Roots, Seeds, &c. used either as Food or Physick. And succinctly Treating of All the Diseases and Accidents Incident to Men, Women, and Children: with Practical Rules and Directions for the Preserving and Restoring of Health, and Prolonging of Life. As also how to make all Kinds of Balsams, Salves, Ointments, Elixirs, Cordials, Diet-Drinks, Syrups, Electuaries, Powders, &c. In a Method intirely New and Intelligible; in which every Disease is rationally and practically considered, in its several Stages and Changes; and approved Recipe's inserted under every Distemper, in Alphabetical Order. Being principally the Common-Place Book of a late able Physician, by which he successfully, for many Years, regulated his Practice. To which is Added, An Explanation of such Terms of Art used in the Work, as could not be so easily reduced to the Understanding of common Readers.",,80,0,0,9,3,0,0,0,0,0,0,1,1,0,0,1,4,0,1,1,0,0,0,1,0,0,0,3,0,1,2,1,1,6,13,0,0,1,1,0,0,0,3,0,0,0,1,0,1,2,0,2,3,0,4,10,2,0,0,1,1743,1,1,"London : printed for J. Osborn, at the Golden-Ball in Pater-Noster Row, MDCCXLIII. [1743].",London,466,unknown,,,FALSE,"fine cloth, or sieve, and with this make your Bread , well kneading the dough; and it will not only increase the quantity of it, but make it keep moist and weet a month longer than Bread wetted with fair water only. To make good Flummery. TAKE half a peck"
0239601000_000085,"The modern art of cookery improved; or, elegant, cheap, and easy methods, of preparing most of the dishes now in vogue; ... by, Mrs. Ann Shackleford, ... To which is added, an appendix; containing a dissertation on the different kinds of food, their nature, quality, and various uses. By a phycisian [sic]. And a marketing manual, ... By the editor.","Shackleford, Ann",102,1,0,9,0,0,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,5,0,4,0,2,0,0,1,0,2,8,1,0,0,0,2,0,0,0,2,0,8,1,10,0,0,0,0,4,10,0,1,16,1,4,0,1,1767,1,1,"London : printed for J. Newbery; and F. Newbery, 1767.",London,330,female,,,FALSE,"boil these till the liquor is firong of the apricots flavour; then strain the liquor through' a sieve, and to every quart put four or five ounces of fine sugar ; boil it again, and scum it as it rites : when no more scum rites, pour it into a"
0490400400_000026,"Pharmacopoia Edinburgensis: or, the dispensatory of the Royal College of Physicians in Edinburgh. Translated from the Latin, and illustrated with notes, by Peter Shaw, M.D.",Royal College of Physicians of Edinburgh,101,0,1,14,0,0,0,2,0,0,1,0,0,0,0,0,2,1,0,2,1,0,0,5,0,0,1,1,0,0,6,0,2,5,3,1,1,1,0,0,2,0,1,2,9,0,7,0,0,1,1,0,10,0,3,5,10,0,0,0,1730,1,1,"London : printed for William Innys, at the West-End of St. Paul's, M.DCC.XXX. [1730].",London,299,unknown,,,FALSE,"be a much better way of making the Syrpui Balyamicus than by boiling the Balsam in water ; which can' never possibly keep it dissolve, and only retains some of the finer flowers, or light particles thereofi whereas the virtue of the Syrup seems, in good measure, to depend upon"
0510901400_000009,"Rational physic; or, the art of healing: founded and explained on principles of reason and experience. To which is added, a family dispensatory, Containing Plain and familiar Directions in English for preparing the most approved Remedies to be found in learned Authors; with other used in private Practice. Accompanied With Remarks on the Virtues, Qualities, &c. of each Medicine. By W. Samson, Surgeon, At Sherborne, Dorsetshire.","Samson, William, surgeon",64,2,1,2,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,6,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,1,1,12,2,3,0,1,0,0,3,2,3,2,1,1,3,0,1,1765,1,1,"London : printed for J. Fletcher, and Co. in St. Paul's Church-Yard; R. Davies, the Corner of Sackville-Street, Piccadilly; and W. Cruttwell, Sherborne, MDCCLXV. [1765].",London,122,unknown,,,FALSE,"Cough and night fweats, the last stage of a Consumption. When it assets children, it proceeds from bad Milk, Breeding of Teeth and Worms. As to their colour , when they are black and finking, they denote the ihyfteric Passion; when bloody, the Bloody Flux; when mixed with matter, an"
0650600102_000051,"Tournefort's history of plants growing about Paris, with their uses in physick; ... Translated into English, with many additions. And accommodated to the plants growing in Great-Britain. By John Martyn, F.R.S. In two volumes. ...","Tournefort, Joseph Pitton de",104,1,0,9,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,5,0,0,0,1,0,0,5,1,7,0,6,0,1,2,0,0,0,0,10,0,9,1,6,0,0,1,1,8,2,0,2,3,3,12,0,1,1732,2,2,"London : printed for C. Rivington, 1732.",London,442,male,1656,1708,FALSE,"earth. 7 Bauhin and Mr Ray took it's flower to be pentapetalous; but it is monopetalous. HIPPOCRATES says it purges both by urine and fool. Diofcorides also says that an infusion of the roots and leaves in wine evacuates ferofties, and affords relief in * Extrat of the Regifiers, c."
0643301000_000019,"Primitive physick: or, an easy and natural method of curing most diseases. By John Wesley.",John Wesley,84,0,2,9,2,0,8,1,1,0,0,9,2,0,1,0,0,1,0,0,0,1,0,5,0,3,1,0,0,0,2,1,2,1,2,0,2,0,3,0,0,0,0,0,2,0,5,0,0,1,0,1,1,1,2,8,3,1,0,0,1761,1,1,"London : printed by W. Strahan: and sold by the bookseller of London and Westminster, MDCCLXI. [1761].",London,123,male,1703,1791,TRUE,"up a teaspoonful of Spirit of Harts bsrn, i70. A Rupture. 574 Take Agrimoy, spleen wort, Sokmon's Seal, strawberry roots, a Handful each; pick and wash them well; stamp and boil them two Hours, in two Quarts of white . Wine in a Vessel close topped. Strain and drink a"
0734400700_000064,"English housewifery, exemplified in above four hundred and fifty receipts, giving directions in most parts of cookery; And how to prepare various Sorts of Soups, Made Dishes, Pastes, Pickles, Cakes, Creams, Jellies, Made Wines, &c. &c. &c. With cuts, for the orderly placing the dishes and courses; also Bills of Fare for every Month in the Year; and an Alphabetical Index to the Whole. A Book necessary for Mistresses of Families, higher and lower Women Servants, and confined to Things Useful, Substantial, and Splendid, and calculated for the Preservation of Health, and upon the Measures of Frugality, being the Result of Thirty Years Practice and Experience. By Elizabeth Moxon. With an appendix, containing upwards of eighty receipts, of the most valuable Kind, (many never before printed) communicated to the Publisher by several Gentlewomen in the Neighbourhood, distinguished by their extraordinary Skill in Housewifery. - To this Edition is now added, An Introduction, giving an Account of the Times when River Fish are in Season; and a Table, shewing at one View the proper Seasons for Sea Fish.",Elizabeth Moxon,90,1,0,5,3,0,4,0,0,0,0,1,0,0,0,1,6,0,0,3,0,0,0,8,0,1,0,0,0,1,4,0,0,1,9,0,0,2,2,0,0,0,0,0,10,0,3,0,0,0,0,0,5,0,2,5,4,5,0,4,1800,1,1,"London : published for the booksellers; and printed and sold by H. and G. Mozley, Market-Place, Gainsbrough, 1800.",London,224,female,,,TRUE,"of two eggs; when new milk warm put in three lemons, a quart of brandy, and a white bread toaf covered on both fides with year; put all these to( ( 21) gether into a Rand, and work it one day, then tun it: It will be ready to bottle"
1037502400_000042,"The gentleman's companion, and Tradesman's Delight. Containing, the mystery of dying in all its branches. The manner of preparing colours. The Method of cleaning and taking out Stains from Silks, Woollen, or Linnen. To clean Gold or Silver Lace, and Plate. To prepare a Cement for China, or Glass. The art of drawing, Limning, Painting, Etching, Engraving, Carving, Gilding, Enamelling, and Refreshing Pictures. Likewise the quality of natural and artificial metals. How to harden or soften them. The Art of soldering, burnishing, and gilding Metals. To make all Sorts of Ink To prepare Gold and Silver for Writing. To make Sealing-Wax, or Wafers. To know the Purity of Gold or Silver, and detect counterfeit Coins. The great Mr. Boyle's method of writing in such a manner as cannot be discovered without the help of fire, water, &c. To take Blots out of Paper. The Art of dressing, cleaning, and perfuming Gloves and Ribbons; and washing all Sorts of Lace. Also the method of curing and preserving English wines in the best Manner. And some excellent Receipts in Cookery, Physick, and Surgery. With many other useful Things never before printed.",,100,0,0,11,0,0,2,2,0,0,0,0,4,0,0,0,3,0,6,2,0,0,0,3,0,0,0,1,0,0,4,0,0,1,4,0,0,1,0,0,0,0,0,0,2,0,16,0,0,3,0,2,16,0,5,6,2,1,0,3,1735,1,1,"London : printed for J. Stone, at Bedford-Row, near Gray's-Inn; and sold by G. Strahan, at the Royal-Exchange; W. Mears, on Ludgate-Hill; J. Jackson, in Pall-Mall, C. Corbet, at Temple-Bar; and T. Boreman, near Child's Coffee-House, in St. Paul's Church-Yard, 1735.",London,288,unknown,,,FALSE,"off, and put it into Glaffcs, and keep. it for Use. To Candy Orange, or Lemon Peel. Take the Peels of a quarter of a Hundred of Oranges, shift them in four or five Waters , boil them till they. are tender.. Then take six pounds of Sugar , a"
0972600500_000076,"The country housewife, and lady's director, for every month of the year. Both in the Frugal Management of the House, and in the Delights and Profits of the farm. Containing the whole art of cookery, laid down in a great Variety of the Best and Cheapest Receipts for Dressing all Sorts of Flesh, Fish, Fowl, Fruits, and Herbs, which are the Productions of a Farm, or any foreign Parts. Likewise The best Methods to be observed in Brewing Malt Liquors, and Making the several Sorts of English Wines. The Arts of Pickling, Preserving, Confectionary, Pastry, &c. &c. Together with a few of the Most approved and efficacious Medicines, proper to be kept in every private Family. Published for the Good of the Public. By R. Bradley, Professor of Botany in the University of Cambridge, and Fellow of the Royal Society.",Richard Bradley,107,0,0,9,3,0,5,0,0,0,0,0,0,0,0,0,8,0,1,7,1,1,0,5,0,0,0,0,0,0,4,0,0,1,2,0,0,1,2,0,0,0,0,0,1,0,12,0,0,2,0,0,10,0,6,9,5,7,0,5,1762,1,1,"London : printed for W. Bristow, the West-End of St. Paul's Cathedral, and C. Ethrington, at York, 1762.",London,358,male,1688,1732,FALSE,"one Day longer; then pour it off clear into the Vessel, and itop it close: Let it be very fine before you draw it off into Bottles. o make ELDER flower WINE : T twelve Gallons of Water put thirty Pounds of single loaf fugar, boil it till two Gallons"
1410400700_000068,"The house-keeper's pocket-book, and compleat family cook: Containing above twelve hundred curious and uncommon receipts in cookery, pastry, preserving, pickling, candying, collaring, &c. with plain and easy instructions for preparing and dressing every thing suitable for an elegant entertainment, from two dishes to five or ten, &c. also a copious and useful bill of fare, of all manner of provisions in season, for every month in the year. Together with directions for making all sorts of wine, mead, cyder, shrub, distilling strong-waters, &c. for brewing ale and small-beer in a cleanly, frugal manner: and for managing and breeding poultry to advantage. Likewise several useful family receipts for taking out stains, preserving furniture, cleaning plate, taking iron-moulds out of linen, &c. as also easy tables, of sums ready cast up, from one farthing to one pound, for the use of those not conversant in arithmetic: and tables shewing the interest of money from 3, 3 1/2, 4 and 5 per cent. from one day to a year. The whole is so contrived as to contain more than any book of double the price; and the excellency of the receipts renders it the most useful book of the kind. By Mrs. Sarah Harrison. The ninth edition, revised and corrected. To which are now added several modern receipts, by very good judges. Also, every one their own pysician: a collection of the most approved receipts for the cure of the disorders incident to human bodies.","Harrison, Sarah",100,0,0,10,0,0,3,0,0,0,0,1,1,0,0,0,4,0,0,6,0,0,0,5,0,0,0,0,0,0,6,0,1,3,3,1,0,1,4,0,0,0,0,0,7,0,9,0,0,1,0,0,6,0,6,7,2,8,0,5,1777,1,1,"London : Printed for J. Rivington and Sons, B. Law, T. Lowndes, S. Crowder S. Bladon, R. Ware, Richardson and Urquhart, R. Horsefield, and W. Hayes, M.DCC.LXXVII. [1777].",London,245,female,1733,1777,FALSE,"then put it into a Pot for Use. Omake artcii; al Afel Milk. Takie an Ounce of french Barley and a Pint of Water , and let it have one Boil up, then throw away the Water , and boil it a ifecond time in a fresh Pint of Water"
0264200300_000117,"The london art of cookery, and housekeeper's complete assistant. On a new plan. Made plain and easy to the understanding of every housekeeper, cook, and servant in the kingdom. Containing, Proper Directions for the Choice of all Kind of Provisions. Roasting and Boiling all Sorts of Butchers Meat, Poultry, Game and Fish. Sauces for every Occasion. Soups, Broths, Stews, & Hashes. Made Dishes, Ragoos, and Fricassees. All Sorts of Pies and Puddings. Proper Instructions for dressing Fruits and Vegetables. Pickling, Potting, and Preserving The Preparation of Hams, Tongues, and Bacon. The whole Art of Confectionary. Tarts, Puffs, and Pasties Cakes, Custards, Jams, and Jellies. Drying, Candying and Preserving Fruits, &c. Made Wines, Cordial Waters, and Malt Liquors. To which is added, an appendix, Containing Considerations on Culinary Poisons; Directions for making Broths, &c. for the Sick; a List of Things in Season in the different months of the Year; Marketing Tables, &c. &c. Also, A Bill of Fare for every Month in the Year. By John Farley. Principal Cook at the London Tavern.","Farley, John",113,0,0,12,1,0,4,1,0,0,0,0,0,0,0,3,3,0,0,11,0,0,0,9,0,2,0,0,0,0,1,0,0,7,1,1,0,2,4,0,0,0,0,0,3,0,12,0,0,1,0,0,8,0,2,13,5,4,0,3,1783,1,1,"Dublin : printed for Messrs. Price, Sleater, Lynch, Whitestone, Burnet, Walker, White, Moncrieffe, Beatty, Burton Byrne, Perrin, and Cash, MDCCLXXXIII. [1783].",Dublin,368,unknown,,,FALSE,"white elder berries, which has been pressed gently from the berries with the hand , and paifed through a sieve without bruising the kernels of the berries. Add to every gallon of liquor three pounds of Iifsbon sugar , and to the whole quantity put an ounce and a half"
1168000100_000121,"The art of farriery both in theory and practice; containing the causes, symptoms, and cure of all diseases incident to horses. With anatomical descriptions, illustrated with cuts, For the better Explaining The Structure, and accounting for the Various Disorders of these useful Animals. As Also Many Rules relating to the Choice and Management of Horses of all Kinds, and useful Directions how to avoid being imposed upon by Jockies. Wherein some egregious Errors of Former Writers are occasionally pointed out. By Mr. John Reeves, Farrier at Ringwood, Hants. The whole revised, corrected, and enlarged by a physician. To which is added, a new method of curing a strain in the back sinews, and the Anatomy of a Horse's Leg. With some Observations on Shoeing. by an eminent surgeon.",Dale Ingram,122,0,0,7,0,0,4,0,2,0,0,4,1,0,0,0,4,1,0,0,0,0,0,13,0,8,1,2,0,2,1,0,1,2,1,0,0,3,0,0,0,0,11,0,24,0,4,0,0,6,0,0,0,1,6,4,6,3,0,0,1759,1,1,"Dublin : printed for Hulton Bradley, at the King's Arms and Two Bibles in Dame-Street, MDCCLIX. [1759].",Dublin,378,male,1710,1793,FALSE,"turpentine, two ounces ; of hogs lard one ounce ; o'ffpiit of turpentine, half an ounce ; C ntharides and luphoriiuni, of each half an ounce ; both in fine powderl: et them over the lire and stir them all together till they are cold . A Poultice A Poultice"
0166400300_000062,"An experimental history of the materia medica, or of the natural and artificial substances made use of in medicine: containing A Compendious View of their Natural History, An Account of their Pharmaceutic Properties, And an Estimate of their Medicinal Powers, so far as they can be ascertained by Experience, or by rational Induction from their sensible Qualities. By William Lewis, M. B. F. R. S.",William Lewis,75,0,0,3,2,0,0,2,0,0,1,1,4,0,0,0,2,3,4,0,1,1,0,1,0,0,0,2,0,0,7,0,9,3,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,3,4,1,1,5,5,1,0,0,1761,1,1,"London : printed by H. Baldwin, for the author; and sold by R. Willock, at Sir Isaac Newton's Head in Cornhill, MDCCLXI. [1761].",London,646,male,1708,1781,FALSE,"as similar and superior to p.s.. the flowers, but appears to be little other than the pure benzoine in substance: it is not the ialine but the resinous matter of the benzoine, that is most disposed to be precipitated from spirit by water . The sowers, fauffed up the nole,"
0035200400_000024,"The accomplish'd female instructor: or, a very useful companion for ladies, gentlewomen, and others. In two parts. Part I. Treating of Generous Breeding and Behaviour; Choice of Company, Friendship; the Art of Speaking well, Directions in Love, Carriage in Company, Conversation, Affability, Courtesy and Humility; the Mystery of Eloquence. Of suitable Recreations, Modesty, Chastity, Religion, Charity, Compassion, Contentment of Mind, Devotion and Prayer. Part II. Treating of making curious Confectionaries, or Sweet-Meats, Jellies, Syrups, Cordial-Waters, Brandies, Wines of English Fruit, and other useful Liquors; to imitate Foreign Wines; to make Junkets, Spoon-Meats, and curious Pastery; to know good Provisions, Dye curious Colours, Whiten Ivory, Cement Glass, China or Metal; make Artificial Pearls or Precious Stones; to take out Spots or Stains, &c. to Paint, Japan, make Wax-Works, Rock-Work, or Works in Gold, Silk, Silver, &c. the Art of Perfuming and Preserving Cloaths from Vermin or Insects; Physical and Chyrurgical Receipts; with Directions for the Preservation of Health; to make curious Sawces, keep Flowers all the Year, Pickle all kind of useful things; cleanse Gold or Silver Lace; rare Experiments for Diversion, and a great Number of other useful and profitable things.",R. G.,75,0,1,6,0,0,1,0,0,0,0,0,2,0,0,1,3,0,0,2,0,2,0,5,0,3,0,2,0,0,3,0,0,5,3,1,0,0,1,0,2,0,0,0,3,0,4,0,0,2,0,4,4,3,0,3,5,4,0,0,1704,1,1,"London : printed for James Knapton, at the Crown in St. Paul's Church-Yard, [1704].",London,193,unknown,,,FALSE,"gilleflower:, c. Pull them out of the Hulks, and clip of' thd Whites , dry them a little in the Su: L then put two two Pound of Flowers into two Quarts of Water , and a Pint of white Wi!: e, and boil them over a gentle Fire till"
0657301100_000082,"The family-Dictionary: or, houshold companion. Containing, in an alphabetical method, I. Directions for cookery, in Dressing Flesh, Fowl, Fish, Herbs, Roots, &c. Seasoning, making Sauces, Bills of Fare, Art of Carving, &c. II. Making all sorts of Pastry, and Things made of Meal, Flower, whether bak'd, boil'd, or fried, &c. III. Making of Conserves, Candies, Preserves, Confects, Lozenges, Jellies, Creams, Pickles, &c. IV. The Making all kinds of Potable Liquors, as Ales, Meads, Metheglin, English Wines of Cherries, Currans, Goosberries, Rasberries, &c. Cyder, Cyder-Royal, Usquebaugh. V. The Making of all sorts of Perfumes, Sweet Balls, Ponders, admirable Washes, Beautifying Waters, Essences, Pomatums. VI. The Virtues and Uses of the most usual Herbs and Plants, their Roots, Barks, Leaves, Flowers, Fruits, Seeds, used in Physick. Vii. The preparations of several choice medicines, Physical, and Chirurgical, as Cordial Waters, Spirits, Tinctures, Elixirs, Syrups, Pouders, Electuaries, Pills, Oils, Ointments; Cerecloths, and Emplasters. Fitted for a Family Use, in Curing most Diseases incident to Men, Women, and Children. By William Salmon, Professor of Physick.","Salmon, William",72,1,2,3,0,0,2,1,0,0,0,6,0,0,1,0,7,0,1,1,0,0,1,3,0,3,1,0,0,0,2,0,1,1,3,0,0,3,0,0,0,0,2,0,4,0,7,0,0,0,0,0,2,1,3,2,3,4,0,1,1705,1,1,"London : printed for H. Rhodes, at the Star, the Corner of Bride-Lane, in Fleet-Street, 1705.",London,425,male,1644,1713,FALSE,"to free the Reins and It may be given by itself; but Ureters from Gravel, and vicious if it prove unpleasant to the Pa Matter, that flops the Paffaes, late, you may mix a little Su and hinders the Urine fromha gar with it. ving its course. They are also"
0521200600_000138,"The art of cookery, made plain and easy; Which far exceeds any Thing of the Kind yet published. Containing, I. How to Roast and Boil to Perfection every Thing necessary to be sent up to Table. II. Of Made-Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and little Corner-Dishes for a great Table. V. To dress Fish. VI. Of Soops and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a Number of good Dishes, which you may make use of at any other time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Things for a Voyage; and setting out a Table on board a Ship. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams, &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheese-Cakes, Creams, Jellies, Whip-Syllabubs, &c. XVII. Of made Wines, Brewing, French Bread, Mussins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. To make Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to market; the Season of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain Cure for the Bite of a Mad Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. To which are added, one hundred and fifty new and useful receipts, and a copious index. By a lady.",Hannah Glasse,100,0,1,6,1,0,2,1,0,0,0,0,5,0,0,0,7,0,1,13,0,0,0,6,0,1,0,0,0,0,4,0,2,8,2,0,1,0,7,0,0,0,0,0,0,0,5,0,0,1,0,0,7,1,4,1,2,8,0,3,1774,1,1,"London : printed for W. Strahan, J. and F. Rivington, J. Hinton, Hawes and Co. W. Johnston, T. Longman, W. Owen, S. Crowder, B. White, T. Caslon, J. Wilkie, G. Robinson, T. Davies, J. Robson, T. Cadell, T. Becket and Co. W. Davis, Y. Knox, W. Nicoll, W. Cornish, T. Lowndes, R. Dymott, H. Gardner, B. Donville, J. Richardson, T. Durham, R. Baldwin, and J. Bell, [1774].",London,439,female,1708,1770,TRUE,"of raisins of the fun chopped. Boil these together one hour, then take the flowers of elder, when they are falling, and rub them off to the quantity of half a peck. When the liquor is cold , put them in, the next day put in thejuice of three lemons,"
0440700200_000081,"The gentleman and farmer's guide for the increase and improvement of cattle, Viz. Lambs, Sheep, Hogs, Calves, Cows, Oxen. Also the best manner of breeding, and breaking horses, Both For Sport and Burden: With An Account of their respective Distempers, and the most approved Medicines for the Cure of them. Also Some Observations on the many Benefits of the Woollen Manufactures of Great - Britain, and the great Advantages arising from Hides, Tallow, &c. Illustrated with copper plates. The second edition. By R. Bradley, Professor of Botany in the University of Cambridge, and F. R. S.",Richard Bradley,70,1,1,4,0,2,1,0,1,0,0,0,2,0,2,0,4,0,0,1,0,0,0,5,0,1,1,0,0,0,2,1,0,0,3,0,0,3,0,0,1,1,4,0,8,0,2,0,0,2,1,1,2,0,2,4,4,1,0,2,1732,1,1,"London : printed for G.S. and sold by W. Mears, at the Lamb in the Old-Baily, [1732].",London,372,male,1688,1732,FALSE,"amongst them. BUT this must be done so carefully, that your hqrif may not distaste his Mbeat on that Account. tais Preparation will purge his Head , Stomach, and every Part of the Body . It will de firoy Worms, Botts, and other inse&s that torment hire, epecially if he"
0521400100_000090,"The compleat housewife: or accomplish'd gentlewoman's companion: being a collection of upwards of six hundred of the most approved receipts in Cookery, Pastry, Confectionary, Preserving, Pickles, Cakes, Creams, Jellies, Made Wines, Cordials. With copper plates curiously engraven for the regular Disposition or Placing the various Dishes and Courses. And Also Bills of Fare for every Month in the Year. To which is added, a collection of above three hundred family receipts of medicines; viz. Drinks, Syrups, Salves, Ointments, and various other Things of sovereign and approved Efficacy in most Distempers, Pains, Aches, Wounds, Sores, &c. particularly Mrs. Stevens's Medicines for the Cure of the Stone and Gravel, and Dr. Mead's famous Receipt for the Cure of a Bite of a mad Dog; with several other excellent Receipts for the same, which have cured when the Person was disorder'd, and the salt Water failed; never before made publick; fit either for private Families, or such publick-spirited Gentlewomen as would be beneficent to their poor Neighbours. By E. Smith.",Eliza Smith,94,1,1,4,0,0,1,0,1,0,0,6,2,0,1,0,2,0,0,3,0,1,0,2,0,9,1,0,0,0,2,0,4,0,1,0,0,1,1,0,0,0,0,0,19,0,4,0,0,2,0,1,1,0,3,14,4,1,0,1,1742,1,1,"London : printed for J. and H. Pemberton, at the Golden Buck, against St. Dunstan's Church in Fleetstreet, [1742].",London,407,female,,,FALSE,"a jelly i then put in three grated nutmegs, and double refined sugar to your taste, finely powdered, and a little cinamon water , no more than will leave it in a jelly: take the quantity of a nutmeg in the morning fasting, and last at night; but first prepare"
0643201300_000066,"The house-Keeper's pocket-book; and compleat family cook. Containing above seven hundred curious and uncommon receipts, in Cookery, Pastry, Preserving, Pickling, Candying, Collaring, &c. With plain and easy Instructions for preparing, and dressing every Thing suitable for an Elegant Entertainment, from Two Dishes to Five or Ten, &c. And Directions for ranging them in their proper Order. To which is prefix'd, Such a copious and useful Bill of Fare of all manner of Provisions in Season for every Month of the Year, that no Person need be at a Loss to provide an agreeable Variety of Dishes, at a moderate Expence. With Directions for making all Sorts of Wines, Mead, Cyder, Shrub, &c. and distilling Strong-Waters, &c. after the most approved Method. And Directions for managing and breeding Poultry to Advantage. Concluding with many excellent Prescriptions, of singular Efficacy in most Distempers incident to the Human Body; extracted from the Writings of the most eminent Physicians. By Mrs. Sarah Harrison, of Devonshire.","Harrison, Sarah",106,0,0,9,2,0,9,0,0,0,0,1,1,0,0,0,4,0,0,11,0,0,0,3,0,0,0,1,0,0,3,0,0,4,3,0,0,0,2,0,0,0,1,1,1,0,9,0,0,0,0,0,10,0,2,13,4,8,0,4,1751,1,1,"London : printed for R. Ware, at the Bible and Sun on Ludgate-Hill, [1751].",London,315,female,1733,1777,FALSE,"are scalding hot; keep them close covered, and, when they will skin, kin' them,. and put them in again, with a little Vinegar, and let them lie till they are green. To pickle Samphire. PICK it, and lay it in a frong Brine of Water and Salt cold ; let"
0254501500_000023,Rules for the preservation of health. Being the result of many years practice. By J. Forthergell.,John Fothergill,98,0,0,2,1,0,4,0,2,0,0,4,1,0,0,0,1,0,0,0,0,7,0,9,0,1,2,2,0,0,0,0,1,0,4,0,0,8,1,0,0,0,5,0,9,0,7,0,0,2,0,1,3,1,3,11,1,5,0,0,1770,1,1,"London : printed for J. Pridden, at the Feathers, No 100. in Fleet-Street, [1770?].",London,146,male,1712,1780,FALSE,"little ear wax on the speck. This has cured mapy. ear ach; the smoke of tobacco blown into the ear is excellent. FAINTING; apply to the nostrils and temples some spirits of fal armoniac, and give a few drops in a wine glass of water inwardly. I. FALLING SICKNESS; take"
0926800300_000013,"Bradshaw's valuable family jewel: or, the complete house-wife. Being a store-house of such Curious Matters, as all ought to be acquainted with, who intend to spend their Lives either Pleasant or Profitable. containing all that relates to cookery, pastry, pickling, preserving, wine making, brewing, bread making, marketing, &c. With a great Number of other Necessary Articles, not to be met with in any other Book: Particularly, an Excellent Method for the Management of a Beer-Celler: How to keep Ale, or Beer, always exceeding Fine; and how to restore sour Beer to its first Perfection; which Article has been of the utmost Service to the Purchasers of this book. Likewise, an Excellent Method to preserve a constant Stock of yeast, even in the most scarce Seasons. - In this book is likewise inserted, Mons. Millien's Method of preserving Metels from Rust, such as Guns, Grates, Candle-Sticks, &c. for the Discovery of which, the Parliament of Paris gave Him Ten Thousand Pounds. By Mrs. Penelope Bradshaw, and the late ingenious Mr. Lambart confectioner. To which is added, an appendix. Containing, a very Choice and valuable Collection of well-experienced Practical Family-Receipts in Physick and Surgery. Particularly, Dr. Mead's for the Cure of the Bite of a Mad Dog. Also, Cautions, Rules, and Directions, to be taken and observed in fishing. Likewise, Directions for painting, &c.","Lambart, Confectioner",77,1,0,6,0,0,1,1,1,0,0,7,0,0,0,0,2,1,0,0,1,2,0,3,0,3,1,0,0,0,1,0,4,1,4,0,0,4,1,0,1,0,3,0,6,0,1,0,1,3,0,2,1,2,3,5,1,0,1,2,1749,1,1,"[London] : Printed for P. Bradshaw, [1749].",London,43,unknown,,,FALSE,"with a few Drops of Spirit of Hartshorn; pbffet drink , water gruel, or any other warm small Liquors ; a Scruple of gafroign's Powder Morning and Night, living low upon spoon meats, Pudding and Chicken, and drinking everything warm: In a Word , treating it at first as a"
