PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(answer),termFreq(articl),termFreq(author),termFreq(bread),termFreq(cafe),termFreq(common),termFreq(corn),termFreq(countri),termFreq(differ),termFreq(edit),termFreq(england),termFreq(export),termFreq(fell),termFreq(fold),termFreq(foot),termFreq(gener),termFreq(grain),termFreq(greater),termFreq(half),termFreq(import),termFreq(increas),termFreq(kind),termFreq(king),termFreq(labour),termFreq(land),termFreq(larg),termFreq(late),termFreq(law),termFreq(london),termFreq(market),termFreq(monei),termFreq(natur),termFreq(order),termFreq(penc),termFreq(peopl),termFreq(person),termFreq(pound),termFreq(present),termFreq(price),termFreq(print),termFreq(produc),termFreq(profit),termFreq(proport),termFreq(public),termFreq(purchas),termFreq(quantiti),termFreq(quarter),termFreq(rate),termFreq(sale),termFreq(set),termFreq(sever),termFreq(shill),termFreq(tax),termFreq(trade),termFreq(valu),termFreq(weight),termFreq(wheat),termFreq(work),termFreq(yard),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0372901700_000028,"Remarks on the present times, exhibiting the causes of the high price of provisions, and propositions for their reduction, being an introduction to hints and observations on agriculture. By James Mcphail.",James Macphail,71,2,0,1,0,6,1,0,5,2,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,6,3,3,0,0,2,2,2,0,1,0,0,0,1,1,7,0,2,0,1,1,1,2,2,0,0,0,1,0,0,2,0,0,9,0,0,1795,1,1,"London : printed for T. Cadell, Junior, and W. Davies, (successors to Mr. Cadell,) in the Strand; and Bell and Bradfute, at Edinburgh, 1795.",London,139,male,,1805,FALSE,"provisions. Many gentlemen and farmers, therefore, very laudably raised the wages of their day labourers ; and many parifies entered into subscriptions for the purpose of lowering the price of bread and flour to poor families. The the.lower class, and some of the middle too, as far as my knowledge"
1086400400_000004,"Considerations on the present dearness of provisions and corn, in Great-Britain; with Thoughts on a suitable Remedy, So as not to oppress the Landed or Trading Interest, or, diminish the revenue, As One cannot be well supported without the Assistance of the Other. As presented to his Majesty By Thomas Elbridge Rooke, Esq;","Rooke, Thomas Elbridge",77,0,0,8,1,1,0,0,6,0,0,0,0,2,0,0,0,1,1,1,0,4,2,0,1,1,7,0,0,1,0,3,2,1,2,0,7,0,0,0,5,0,2,1,0,0,0,3,0,0,0,0,0,3,2,4,0,0,5,0,0,1772,1,1,"[Devizes] : printed and sold for the author, by T. Burrough, Devizes; Also Sold by most of the principal Booksellers in Town and Country, M,DCC,LXXII. [1772].",Devizes,23,unknown,,,FALSE,"arc now, as the Farmers would not then await ( i6) walnt them to plough their Lands , and the Gentlemen would have thlem quite as cheap to draw their Carriages; poor eatable Cattle wtould thereby be increased in Number, would then be more rcafonablsvwhen sat, the People would then"
1524101400_000002,"An address to the public, on the subject of the starch and hair-powder manufacuturies; Obviating some late erroneous statements, and conceptions that these manufactures, considerably operate to the consumption of bread-corn; and demonstrating their extensive importance to corn-growers, and factors, and utility to the public in general; with cursory strictures on a late publication by the Reverend Septimus Hodson, and animadversions on another late pamphlet, entitled, ""Hints respecting the distress of the poor."" By John Hart, Fenchurch-street.","Hart, John, manufacturer",68,1,0,1,0,3,3,0,2,0,2,0,0,1,0,0,0,2,4,1,0,1,0,3,0,0,0,1,3,0,2,1,0,0,2,0,3,0,2,7,6,0,1,0,0,3,1,1,0,0,1,1,0,0,0,2,1,0,3,3,0,1795,1,1,"London : Printed for, and sold by B. Corcoran, near the corn-market, Mary-Lane.-Also by J. Owen, Piccadilly; T. Bellamy, King-street, Covent-Garden; W. Flexney, opposite Gray's-Inn, Holborn; and at No. 20. Paternoster-Row, [1795].",London,117,unknown,,,FALSE,"the afe or discontinuance of hair powder, can materially affect the consumption of our great ftaffof life. Few people , I believe, are aware, that it is from inferior and damaged grain , unfit for the use of Bakers (particularly for there six months past) thatflarch is made. I am"
0179500300_000117,"General view of the agriculture in the county of Perth: with observations on the means of its improvement. By James Robertson, D. D. Minister at Callander in the county of perth. Drawn up for the consideration of the Board of Agriculture and internal improvement.","Robertson, James           1812",73,0,0,2,0,5,0,1,2,4,0,0,0,1,1,0,0,2,8,0,0,3,2,0,0,0,0,1,1,3,0,3,1,0,1,0,2,1,1,2,11,0,3,2,1,0,0,4,0,1,0,0,1,2,0,0,0,1,0,0,0,1799,1,1,"Perth : printed by order of the Board of Agriculture, for James Morison, and sold by Will. Morison, Bookseller, M,DCC,XCIX. [1799].",Perth,602,unknown,,,FALSE,"that article . It is not in the line of my study, nor do I preteid to un. derfand matters of excise, but to a plain man it would appear, that if there was one still of a specified size in every pari(h (allowing the towns a number of stills"
0190900401_000077,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, L L. D. and F. R. S. of London and Edinburgh: One of the Commissioners of his Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow.",Adam Smith,109,0,0,0,0,5,1,0,3,0,6,1,0,0,0,0,0,0,2,1,2,0,1,2,0,1,0,0,0,1,0,3,6,1,0,2,0,0,0,4,39,1,0,0,3,1,0,1,5,0,0,0,1,9,0,0,0,0,7,0,0,1784,1,3,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXXIV. [1784].",London,510,male,1723,1790,TRUE,"at liberty to demand of the tenant, either the annual payment in kind , or a certaiq sum of money instead of it. The price at which the payment in kind was in this manner exchanged for a certain sum of money , is in Scotland called the conversion price"
0640001900_000005,"A plan for the commutation of tythes, the extension of agriculture, the relief of the farmers, the peasantry, and the poor, without disturbing the existing government.",,80,0,0,0,0,2,0,0,1,0,1,0,0,2,0,0,0,1,0,1,1,4,7,0,0,12,6,0,0,0,0,0,0,0,0,0,0,1,4,2,12,0,2,1,4,0,0,1,1,2,0,1,0,3,2,2,2,0,2,0,0,1794,1,1,"London : printed for J. Ridgway, No. 1, York Street, St. James's Square, 1794.",London,73,unknown,,,FALSE,"balance on importation of two or three hundred thousand quarters in wheat , or wheat flour, annually against us. Our exportation in meat is trifling, and is fully made up by an importation of cured provisions, or by the quantities taken from Ireland for the use of Government, as well"
1213600700_000011,"Considerations on the political and commercial circumstances of Great Britain and Ireland, as they are connected with each other; and on the most probable means of effecting a settlement between them; tending to promote the interests of both, and the advantages of the British empire.",,70,1,0,2,1,0,0,2,0,5,0,0,0,2,0,0,0,2,0,1,0,2,7,2,0,1,0,0,0,0,0,4,1,1,1,0,3,0,0,1,8,0,2,2,3,0,5,2,0,2,2,0,1,0,2,1,0,0,0,1,0,1787,1,1,"London : printed for J. Debrett, Opposite Burlington, House, Piccadilly, M,DCC,LXXXVII. [1787].",London,108,unknown,,,FALSE,"operate as an encouragement to the same manufaaures only in proportion as they are thereby limited, and confequenly as the sale of them is more or less monopolised. The consequences of high duties, thus operating, are nor however confined to the home market : if ever, in spite of them,"
0464100300_000012,"Essays commercial and political, on the real and relative interests of imperial and dependent states, particularly those of Great Britain and her dependencies Displaying the Probable Causes of, and a Mode of compromising the present Disputes Between this Country and her American Colonies. To which is added, An appendix, on the means of emancipating slaves, without loss to their proprietors.",,82,0,0,0,0,2,1,0,2,1,1,0,1,10,0,0,0,2,6,0,0,10,1,0,1,6,0,1,1,1,0,1,2,0,1,0,0,0,0,0,10,0,2,0,1,0,1,1,8,2,0,0,0,0,0,2,0,0,4,0,0,1779,1,1,"Newcastle : printed by T. Saint for the author; and sold by J. Johnson, No. 72, St. Paul's Church-Yard, London; W. Creech, Edinburgh; Wilson and Son, York; and Whitfield and Co. Newcastle, MDCCLXXIX. [1779].",Newcastle upon Tyne,158,unknown,,,FALSE,"depends solely on the price of provisions, at least with those who possess the Negroes they employ. Provisions and hire of money * are the raw materials of, and principal charges on sugar, rum, coffee, cotton, c. therefore the nation at whole settlements the price of provisions and interest of"
1499700400_000033,"A treatise on the police of London; containing a detail of the various crimes and misdemeanors by which public and private property and security are, at present, injured and endangered: and suggesting remedies for their prevention. By a magistrate acting for the counties of Middlesex, Surry, Kent, and Essex. --For the City and Liberty of Westminster --and for the Liberty of the Tower of London. [Five lines of Latin quotation].","Sweitzer, Henry",80,0,0,0,0,0,0,0,0,3,5,0,0,0,1,0,0,7,0,1,3,3,0,3,0,0,0,1,3,1,5,1,6,0,1,2,1,5,1,0,1,0,0,4,0,1,2,3,0,2,0,0,1,4,0,3,4,2,0,0,0,1798,1,1,"Philadelphia : Printed for Benjamin Davies, no. 68, High-Street. By Henry Sweitzer, no. 85, Race-Street, MDCCXCVIII. [1798].",Philadelphia,388,unknown,,,FALSE,"of the value of one farthing in half a crowni; althou there are certainty some exceptiois, : ascoitrfeiit six penoes have been lately difco~reredi rose itvii rix ture, and some wholly fitver: but evefin'hefe i ""d na yield the makers less than from 50 oto t's per cfnt.^g while the"
0681000400_000018,"A description of South Carolina; containing, Many curious and interesting Particulars relating to the Civil, Natural and Commercial history of that colony, viz. The Succession of European Settlers there; Grants of English Charters; Boundaries; Constitution of the Government; Taxes; Number of Inhabitants, and of the neighbouring Indian Nations, &c. The Nature of the Climate; Tabular Accounts of the Altitudes of the Barometer Monthly for Four Years, of the Depths of Rain Monthly for Eleven Years, and of the Winds Direction Daily for One Year, &c. The Culture and Produce of Rice, Indian Corn, and Indigo; the Process of extracting Tar and Turpentine; the State of their Maritime Trade in the Years 1710, 1723, 1740 and 1748, with the Number or Tonnage of Shipping employed, and the Species, Quantities and Values of their Produce exported in One Year, &c. To which is added, A very particular Account of their Rice-Trade for Twenty Years, with their Exports of Raw Silk and Imports of British Silk Manufactures for Twenty - five Years.",James Glen,82,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,1,0,4,8,0,0,0,2,0,0,1,1,0,0,4,0,0,1,5,1,6,1,2,0,2,0,3,1,0,1,0,4,0,0,4,11,1,3,6,3,0,0,0,1761,1,1,"London : printed for R. and J. Dodsley in Pall-Mall, MDCCLXI. [1761].",London,116,male,1701,1777,FALSE,"of their Integrity, as well as of the Ability of the Colony, that those Bills never have yet circulated for less Value than they were ifiued. CURRENT COINS. Besides those Bills of Credit, or Paper currency, there are various Sorts of Gold and Silver Coins circulating in Sozth Carolina: the"
1010800105_000027,"Communications to the Board of Agriculture; on subjects relative to the husbandry, and internal improvement of the country. ... . Parts I. and II.",,64,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,2,4,0,0,0,0,3,0,1,0,1,0,1,4,3,8,0,4,3,1,2,0,3,1,2,0,0,0,1,0,0,2,1,5,1,1,1797,5,7,"London : printed by W. Bulmer and Co. for George Nicol, Bookseller to his Majesty, and to the Board of Agriculture; and sold by Messrs. Robinson, Paternoster-Row; J. Sewell, Cornhill; Cadell and Davies, Strand; W. Creech, Edinburgh; and J. Archer, Dublin, 1797.",London,573,unknown,,,FALSE,"- O 0 Seed (3 Winchester bushels) - 4 0 Sowing, harrowing, and rolling o 1 i 6 .£5s6 8 6 about £9. the statute acre. Where a command of dung admits the practice, there can be no doubt but that preceding the crop of wheat by potatoes would be"
0551601800_000044,"An enquiry into the prices of wheat, malt, and occasionally of other provisions; of Land and Cattle, &c. as sold in England, from the year 1000 to the year 1765; Computed according to the Winchester Measure, and to the present Standard of English Coin, Divided into Periods of Ten Years each, and also into Periods of Circumstances.",Michael Combrune,94,3,1,2,0,0,0,2,5,0,1,0,2,9,0,0,0,2,2,1,0,0,6,1,2,2,10,0,0,0,0,0,2,0,0,0,3,1,0,0,7,0,2,1,2,0,0,4,15,0,0,0,0,0,1,0,1,0,4,0,0,1768,1,1,"London : printed for and sold by T. Longman, (at No. 39,) in Pater-Noster-Row, M,DCC,LXVIII. [1768].",London,126,male,,,FALSE,"paid on corn debentures not immediately discharged from the year 1753 By the removal or desertion of i48, 694) families from the year 1688 to 1758; estimating each family to be four persons at J. expense each per annum; part of? this um might be charged as a loss to"
1238802100_000052,"The farmer's kalendar; or, a monthly directory for all sorts of country business: containing, plain instructions for performing the work of various kinds of farms, in every season of the year, Respecting Particularly The buying, feeding, and selling Live Stock. The whole Culture of Arable Crops. The Management of Grasses. The oeconomical Conduct of the Farm, &c. By an experienced farmer, second edition, greatly enlarged and improved.",Arthur Young,55,1,0,0,0,0,1,2,4,1,1,0,0,0,0,0,0,0,1,1,3,0,2,0,0,1,0,1,1,0,1,1,0,0,0,2,0,1,0,0,3,0,1,2,2,0,0,2,2,0,0,0,1,3,0,0,0,1,10,2,1,1778,1,1,"London : printed for G. Robinson, No. 125, in Pater-Noster-Row; and W. Nicoll, No 51, in St. Paul's Church-Yard, MDCCLXXVIII. [1778].",London,547,male,1741,1820,TRUE,"of the grain . If you are desirous of carrying to market a sample of wheat , that shall exceed all others, it must be thus harvested; and I have more than once heard several very attentive farmers assert, that they lose nothing in measure by this management. It is"
0398000400_000029,"An inquiry into the connection between the present price of provisions, and the size of farms. With remarks on population as affected thereby. To which are added, proposals for preventing future scarcity. By a Farmer.","Arbuthnot, John, of Mitcham",82,2,0,0,1,2,0,1,12,2,2,0,0,2,0,0,0,0,0,1,1,0,1,0,0,2,2,1,0,2,0,1,3,2,0,0,3,0,1,2,12,0,2,0,9,1,1,1,2,0,0,0,0,0,0,0,6,0,2,0,0,1773,1,1,"London : printed for T. Cadell, in the Strand, MDCCLXXIII. [1773].",London,150,unknown,,,FALSE,"will be that of honest industry to provide for a family, which by that means is less liable to become a burden to the parish, than that of the little farmer, whose labours , being attended with constant anxiety and distress, seldom prosper. I agree with Dr. Price that more"
0606900500_000039,"Observations on the manufactures, trade, and present state of Ireland. By John Lord Sheffield.","John Baker Holroyd, 1st Earl of Sheffield",70,0,0,3,0,0,0,1,0,2,5,0,3,2,1,0,0,1,0,2,1,3,1,0,0,3,0,0,2,0,0,0,0,0,0,0,3,0,5,3,7,1,3,2,2,0,0,0,0,0,0,1,1,1,4,1,2,0,0,2,2,1785,1,1,"London : printed for J. Debrett, opposite Burlington House, Piccadilly, M.DCC.LXXXV. [1785].",London,411,male,1735,1821,FALSE,"cotton in Ireland was lately about 8d. English, which is about an halfpenny dearer than it was in France; but at present cotton is dearer in France than in Britain; the value of the labour , however, is so much greater than that of the raw mate. rial, * A"
0091200401_000083,"New travels in the United States of America, performed in M.DCC.LXXXVIII. Containing the latest and most accurate observations ... By J. P. Brissot de Warville.",Jacques Pierre Brissot,68,1,0,1,1,0,0,0,0,6,1,0,6,2,0,0,0,3,0,0,1,2,1,2,0,1,4,0,1,0,0,1,4,0,2,1,2,2,3,1,2,0,2,5,1,1,0,3,1,0,0,0,0,1,0,0,2,1,0,0,0,1794,1,2,"London : printed for J. S. Jordan, 1794.",London,433,male,1754,1793,FALSE,"the transplanting, weeding, defending from inse&s, cutting, curing, rolling, and packing. Nothing but a great crop, and the total abnegation of every comfort, to which the negroes are condemned, can compensate the expenses attending this producion before it arrives at the market . Thus in proportion as the good lands"
1214401700_000009,The proposed system of trade with Ireland explained.,"Rose, George",72,1,4,1,0,0,0,0,0,4,1,0,9,0,2,0,0,1,0,0,1,4,0,0,0,1,1,0,0,0,0,3,1,0,0,2,0,0,7,3,4,0,3,0,0,0,0,2,1,0,1,0,1,4,0,3,1,1,0,1,4,1785,1,1,"Dublin : printed for Messrs. Byrne, White, and Marchbank, 1785.",Dublin,56,male,1744,1818,FALSE,"1781 678 1782 12 1783 6 Great Britain has very considerable advantages over Ireland in this branch of the woollen manufature; for, besides the circumstance of Spanish wool being much cheaper here than in Ireland , there is a considerable quantity of English wool, the growth of Herefordshire and Suffes,"
0019400201_000083,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, LL. D. and F. R. S. of London and Edinburgh: One of the Commissioners of his Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow. In three volumes ...",Adam Smith,97,2,0,0,0,0,0,1,8,3,0,0,0,3,0,0,0,2,0,3,0,0,1,2,4,0,1,0,1,0,0,5,1,1,0,0,1,0,0,7,22,0,3,0,3,1,0,2,6,0,0,0,0,5,1,0,2,1,5,0,0,1796,1,3,"London : printed for A. Strahan; and T. Cadell jun. and W. Davies (successors to Mr. Cadell) in the Strand, MDCCXCVI. [1796].",London,510,male,1723,1790,TRUE,"standard weight than it is at present , In the course of the present century too there has been no great public calamity, such as the civil war, which could either discourage tillage, or interrupt the interior commerce of the country . And though the bounty which has taken place"
1614800800_000011,"Observations upon the important object of preserving wheat and other grain from vermin, with a safe and efficacious method to prevent the great depredations that are made on those valuable articles. Containing also, some cursory remarks on the national advantage arising from our export corn laws, and proving that the same happy consequences must be derived from the inclosure of our forests, common fields, and waste lands; with a calculation annexed, demonstrating the great savings which may accrue from the use of the patent artificial slate-frames, on hay stacks. By Sir James Wright, bart. dedicated by permission to His Majesty.","Wright, James, Sir           1803",62,0,0,0,3,2,0,0,7,3,0,0,1,3,0,0,0,4,2,1,0,3,2,0,0,3,1,2,0,1,0,2,0,0,1,0,1,1,0,0,4,1,0,1,2,2,1,1,1,0,0,0,0,0,0,4,1,0,1,0,0,1796,1,1,"[London] : Printed by Cooper and Graham, Bow Street, Covent Garden. Sold at the Artificial Slate Manufactory, Woodford Bridge, Essex; at Teingmouth House, Devon; at Hawkestone Inn, Salop. And in London, at Mr. Moore's, Jeweller, New Street, Covent Garden; at Mr. Vardon's, No. 295, Holborn; and at Mr. Richmond's, bookseller, No. 123, Jermyn Street, St. James's, where specimens of the artificial slate, the pipes, models of the safe-guards for corn-stacks, and pendant frames, may be seen, 1796.",London,74,unknown,,,FALSE,"out of i00, 000o men and, u~pward s wshich, it is supposed, have, in one capacity osranother, been employecd abroad from this country , a ver +r inconsiderable part only have been nourithed by the proviiions sent from this if land to Germany 3 therefore had w e not engaged"
0736600401_000022,"The political and commercial works of that celebrated writer Charles D'Avenant, LL.D. Relating to the Trade and Revenue of England, The Plantation Trade, The East-India Trade, And African Trade. Collected and revised by Sir Charles Whitworth, Member of Parliament. To which is annexed a copious Index. In five volumes. Volume I.",Charles Davenant,82,0,1,0,0,2,0,7,7,0,0,0,5,0,0,0,0,0,0,0,0,0,5,1,3,1,2,1,0,6,1,4,3,0,0,0,7,0,1,1,5,0,2,2,1,1,0,0,0,2,0,0,2,0,4,2,1,1,1,0,0,1771,1,5,"London : printed for R. Horsfield in Ludgate Street, T. Becket and P. A. Dehondt, and T. Cadell in the Strand, and T. Evans in King Street, Covent Garden, MDCCLXXI. [1771].",London,468,male,1656,1714,FALSE,"proportionabll ¶ to the great wants of the public . It appears from the books of hearth mone1i that the families in England are about, 30, oo000 so that, allowing 6 to a family, the people of.i England may be computed at above 7 millions. i. Sir William Petty reckons"
1212600601_000067,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, L. L. D. and F. R. S. of London and Edinburgh: One of the Commissioners of His Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow.",Adam Smith,100,2,0,0,0,4,0,3,2,4,2,0,2,0,0,0,0,3,1,7,1,0,1,0,0,4,12,1,1,0,1,1,0,1,0,0,11,0,0,3,2,0,10,0,3,0,0,3,0,1,0,0,0,0,0,0,2,5,6,1,0,1793,1,2,"Dublin : printed by William Porter, for G. Burnet, L. White, W. Wilson, P. Byrne, W. McKenzie, J. Moore, and W. Jones, M.DCC.XCIII. [1793].",Dublin,512,male,1723,1790,TRUE,"is very useful to men: And the lands which are fit for thoe purposes, are not fit'forrice. Even in the rice countries , therefore, the rent of rice lands can. not'regulate the rent of the other cultivated land which can. : never be turned to that produce . THE food"
0026400500_000004,"Considerations on the case of the bakers in Dublin. First published in the year 1751, and now reprinted, with amendments and large additions; and a proposal for a new table of assize.",Citizen,66,0,0,0,0,6,4,1,7,0,0,0,0,0,0,0,0,0,3,1,1,4,0,2,0,0,0,0,2,3,0,0,0,0,2,0,0,0,1,2,1,2,3,1,1,0,0,2,4,1,0,2,1,3,0,1,0,2,3,0,0,1757,1,1,"Dublin : printed for George and Alexander Ewing, at the Angel and Bible in Dame-Street, M.DCC.LVII. [1757].",Dublin,68,unknown,,,FALSE,"Concern, it would be proper for the Government C and [ Io ] and Privy Council to recommend the Baker's Cafe to him. Hcrcupon the Lord Mayor caused Trials to be made, and granted the Bakcrs an Additional Allowance of 4 Shillings : but this Addition was continued but for"
0689200107_000371,"Encyclopædia Britannica; or, a dictionary of arts, sciences, &c. On a plan entirely new: By Which, the different sciences and arts Are digested into the Form of Distinct treatises or systems, comprehending The History, Theory, and Practice, of each, according to the Latest Discoveries and Improvements; and full explanations given of the various detached parts of knowledge, whether Relating to Natural and Artificial Objects, or to Matters Ecclesiastical, Civil, Military, Commercial, &c. Together with a description of all the Countries, Cities, Principal Mountains, Seas, Rivers, &c. throughout the World; a General History, Ancient and Modern, of the different Empires, Kingdoms, and States; and An Account of the lives of the most Eminent Persons in every Nation, from the earliest ages down to the present times. The whole compiled from the writings of the best authors, in several languages; the most approved dictionaries, as well of General Science as of particular branches; the transactions, journals, and memoirs, of learned societies, both at home and abroad; the Ms. Lectures of eminent professors on different sciences; and a variety of original materials, furnished by an extensive correspondence. The second edition; greatly improved and enlarged. Illustrated with above two hundred copperplates. Vol. I. Indocti discant, et ament meminisse periti.",,91,0,0,0,1,0,2,0,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,9,4,2,1,6,1,0,9,0,16,0,0,1,5,0,0,1,0,2,0,0,1,3,0,2,14,2,0,0,0,1778,7,10,"Edinburgh : printed for J. Balfour and Co. W. Gordon, J. Bell, J. Dickson, C. Elliot, W. Creech, J. Mccliesh, A. Bell, J. Hutton, and C. Macfarquhar, MDCCLXXVIII. [1778].",Edinburgh,867,unknown,,,FALSE,"the market , you are paid in worn out silver, in gold, in banknotes, in Short, in every species of lawful current money . Now all these payments have some defect: the silver you are paid with is worn and light; the gold you are paid with is over rated"
0386400300_000012,"Essays commercial and political, on the real and relative interests of imperial and dependent states, particularly those of Great Britain and her dependencies: Displaying the Probable Causes of, and a Mode of compromising the present Disputes Between this Country and her American Colonies. To which is added, An appendix, on the means of emancipating slaves, without loss to their proprietors.",,86,1,0,0,0,2,1,0,2,1,1,0,1,10,0,0,0,2,6,0,0,10,1,0,1,7,0,1,1,1,0,1,2,0,1,0,0,0,0,0,11,0,2,0,1,0,0,2,8,3,0,0,0,0,0,2,0,0,4,0,0,1777,1,1,"Newcastle : printed by T. Saint for the author; and sold by J. Johnson, No. 72, St. Paul's Church-Yard, London, MDCCLXXVII. [1777].",Newcastle upon Tyne,158,unknown,,,FALSE,"tliking, because tie labour of the Negroes depends solely on the price of provisions,  at leatl with those who possess the Negroes they employ. Provisions and hire of money * are the raw materials of, and principal charges on sugar, rum, coffee, cotton, c. therefore the nation at whose"
0803500701_000105,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, LL. D. and F. R. S. Formerly Professor of Moral Philosophy in the University of Glasgow. In two volumes. ...",Adam Smith,83,0,0,0,0,0,0,1,0,3,2,0,4,0,0,0,0,0,0,6,0,2,3,1,1,6,2,0,0,0,0,2,1,0,2,2,3,1,0,7,8,0,6,1,5,0,1,4,0,1,0,0,1,1,0,0,1,0,1,4,0,1776,1,2,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXVI. [1776].",London,521,male,1723,1790,TRUE,"pair, equal to about eight and twenty pence of our present money . But fourteen pence was in those times the price .of a bushel and near two pecks of wheat ; which in the present times, at three and sixpence the bushel, would cost five shillings and threepence. We"
1552900213_000102,"Annals of agriculture, and other useful arts. Collected and published by Arthur Young, Esq. F.R.S. honorary member of the societies of Dublin, Bath, York, Salford, and Odiham; the Philosophical and Literary Society of Manchester; the Oconomical Society of Berne; the Physical Society of Zurich; the Palatine Academy of Agriculture at Manheim; the Imperial Oconomical Society established at Petersburgh. And corresponding member of the Royal Society of Agriculture of Paris; the Royal Academy of Agriculture at Florence; and of the Patriotic Society at Milan. Vol. XIII.",Arthur Young,73,0,4,3,0,0,0,0,4,1,3,0,0,2,0,0,0,3,2,1,0,1,0,1,0,1,0,2,1,0,0,3,1,2,1,0,1,0,3,0,10,0,7,0,1,0,0,4,2,3,0,0,0,0,0,0,2,0,2,2,0,1790,13,33,"Bury St. Edmund's : Printed for the editor, by J. Rackham, and sold by W. Richardson, Royal-Exchange, London, MDCCXC. [1790].",,577,male,1741,1820,TRUE,"at that time the highest; * A very important and judicious remark, A,. y. and and however the careful man miglit have suffered in winter by the want of that money he would otherwise have saved in summer, had proviioans been low, yet the fineness of the winter has saved"
0606900500_000049,"Observations on the manufactures, trade, and present state of Ireland. By John Lord Sheffield.","John Baker Holroyd, 1st Earl of Sheffield",77,6,1,1,0,0,0,0,3,3,0,0,3,8,0,0,0,1,0,1,5,12,3,0,0,1,1,2,1,0,0,2,0,0,0,1,0,0,0,0,2,4,3,1,0,2,0,4,0,1,0,0,1,0,2,1,1,0,0,0,0,1785,1,1,"London : printed for J. Debrett, opposite Burlington House, Piccadilly, M.DCC.LXXXV. [1785].",London,411,male,1735,1821,FALSE,"Ireland; ill a con considerable quantity must be imported , and more than would be supposed from the following account - Indeed the mode of rating unbound books, viz. at ol. per cwt. is not very satisfactory. A great number of books are carried into Ireland without being entered. It"
0499300400_000002,"The landlord's companion: or, ways and means to raise the value of land. Containing, I. Considerations on the Reasonableness and Necessity of advancing the Tarming Interest; particularly the Corn Trade. II. Considerations on the Cattle Trade, and the Methods of raising the British Rents. III. Considerations on other Methods of relieving our Landholders. With political discourses on the land-tax, war, and other subjects, occasionally intermixed. By William Allen, Of Fbston in Pembrokeshire, Esq;","Allen, William, of Fobston, Pembrokeshire",62,0,0,1,1,0,2,0,3,2,0,0,1,1,0,0,0,4,5,1,1,1,0,0,0,0,2,0,1,0,0,0,3,1,0,4,1,0,0,0,9,0,1,1,1,0,0,0,0,0,0,1,3,3,1,2,1,1,2,1,0,1742,1,1,"London : printed for T. Astley, at the Rose in St. Paul's Church-Yard MDCCXLII. [1742].",London,72,unknown,,,FALSE,"ing, you ought to have some of the like Skill before you condemn what is herein advanced; if not, infome of your Censures, you will judge no better than a blind Man can of Colours. I frankly own several of my first and second Thoughts have been wrongly grounded, till"
0157001100_000003,Considerations upon the East-India trade.,"Martin, Henry           1721",92,1,0,0,0,0,0,0,2,1,0,0,3,2,0,0,0,0,0,1,0,2,2,1,3,15,0,0,1,0,0,1,2,0,0,0,6,0,4,0,14,0,9,0,4,0,0,1,1,1,0,0,0,2,0,8,1,0,1,2,1,1701,1,1,"London : printed for A. and J. Churchill, at the Black Swan in Pater-Noster-Row, MDCCI. [1701].",London,137,unknown,,,FALSE,"six Pounds , perhaps two thirds of this Price go either to the King for Customs, or to the Merchants and Retailers Gains; if this be so, then not above one third of this Price goes to pay the labour of sitting and providing a Ship and Cargo of Bullion"
1254600100_000029,A brief examination of Lord Sheffield's Observations on the commerce of the United States of America.,"Stewart, James Hood",74,0,0,6,0,2,0,0,2,7,0,0,1,3,1,0,0,0,13,1,1,3,6,1,0,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,1,2,1,0,0,0,0,5,3,0,4,0,0,1791,1,1,"Philadelphia : Printed by Carey, Stewart, and Co, M,DCC,XCI. [1791].",Philadelphia,50,unknown,,,FALSE,"from England . Under the famie head, and on the following page, he further says, ""; the american Rates were more than comipetitors with us for the what trade ; they had for some ye: rsen grolfed nearly the whole of what we had; and it is computed, upon an"
