PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(appear),termFreq(appoint),termFreq(arm),termFreq(armi),termFreq(articl),termFreq(britain),termFreq(brother),termFreq(cafe),termFreq(caus),termFreq(church),termFreq(common),termFreq(council),termFreq(countri),termFreq(court),termFreq(crown),termFreq(duke),termFreq(duti),termFreq(earl),termFreq(england),termFreq(english),termFreq(forc),termFreq(franc),termFreq(gener),termFreq(govern),termFreq(grant),termFreq(hous),termFreq(ireland),termFreq(king),termFreq(kingdom),termFreq(land),termFreq(law),termFreq(letter),termFreq(london),termFreq(manner),termFreq(nation),termFreq(offic),termFreq(order),termFreq(parliament),termFreq(parti),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(princ),termFreq(queen),termFreq(reason),termFreq(receiv),termFreq(reign),termFreq(salt),termFreq(scot),termFreq(scotland),termFreq(sever),termFreq(state),termFreq(taken),termFreq(trade),termFreq(treati),termFreq(union),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0950300201_000083,"An history of England, in a series of letters from a nobleman to his son. Vol. I.",Oliver Goldsmith,73,0,0,0,0,1,0,0,0,0,1,0,1,0,2,1,1,1,1,1,3,2,2,6,1,2,0,0,2,2,2,1,1,1,0,2,1,0,3,1,2,0,7,1,4,0,0,4,0,1,1,0,2,4,1,1,0,0,1,1,1,1764,1,1,"London : printed for J. Newbery, at the Bible and Sun, St. Paul's Church-Yard, MDCCLXIV. [1764].",London,318,male,1728,1774,TRUE,"the same people , who this day publicly burnt heretics, should the next not only think them guiltless, but conform to their opinions. Elizabeth was now fixed upon a Protetlant throne, while all the neighbouring nations were open or secret enemies: France , Scotland , Spain, the Pope, were all"
1290702000_000024,"The substance of Mr. William Smith's speech on the subject of a legislative union between this country and Great Britain; delivered in the House of Commons, on Thursday, January 24th, 1799, and now reduced to the form of an address to the people of Ireland.","Sir William Cusack-Smith, 2nd Baronet",83,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,2,1,3,2,0,0,0,1,0,0,2,1,6,0,0,1,0,0,4,0,1,5,1,1,2,0,2,3,0,3,0,0,4,0,6,4,0,0,0,1,3,15,2,1799,1,1,"Dublin : printed and sold by Marchbank, 18, Chancery-Lane, 1799.",Dublin,106,male,1766,1836,FALSE,"went no farther."" ""This great work therefore, was reserved for the "" reign of Anne; for though the negotiation which W as set on foot soon after her acceflon to the  throne, Ninbappily mircarried; yet, it being resolved *' to endeavour again the Union of the two kingdoms ,"
1694800100_000493,"A new system of modern geography: or, A geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. Containing, I. The figures, motions, and distances of the planets, according to the Newtonian system and the latest observations. II. A general view of the earth considered as planet; with several useful geographical definitions and problems. III. The grand divisions of the globe into land and water, continents and Islands. IV. The situation and extent of empires, kingdoms, states, provinces, and colonies. V. Their climates, air, soil, vegetable productions, metals, minerals, natural curiosities, seas, rivers, bays, capes, promontories, and lakes. VI. The birds and beasts peculiar to each country. VII. Observations on the change, that have been any where observed up on the peace of nature since the most early periods of history. VIII. The history and origin of nations, their form of government, religion, laws, revenues, taxes, naval and military strength. IX. The genius, manners, customs, and habits of the people. X. Their language, learning, arts, sciences, manufactures, and commerce. XI. The chief cities, structures, ruins, and artificial curiosities. XII. The longitude, latitude, bearings, and distances of principal places from London. To which are added, I. A geographical index, with the names of places alphabetically arranged. II. A table of the coins of all nations, and their value in English money. III. A chronological table of remarkable events from the creation to the present time. By William Guthrie, Esq; the astronomical part by James Ferguson, F.R.S.",William Guthrie,83,0,0,0,0,2,0,4,1,0,0,1,1,0,0,1,0,4,2,1,6,2,0,5,3,0,0,0,2,8,2,1,0,1,3,0,0,0,0,3,0,2,0,0,0,0,2,6,0,0,2,0,1,3,2,1,3,0,2,1,5,1780,1,1,"London : Printed for C. Dilly, in the Poultry; and G. Robinson, Pater Noster Row, MDCCLXXX. [1780].",London,854,male,1708,1770,FALSE,"King James abdicates, and retires to France , December 3 King Williarn and queen mvary, daughter and fon inelaw to james, are proclaimed february 16 Vircount Dundee stands out for James in Scotland , but is killed by general Mackey, at the battle of Killycrankie, upon which the Hliighlandersiy we~ated"
1320900302_000100,"Original papers; containing the secret history of Great Britain, from the restoration, to the accession of the House of Hannover. To which are prefixed extracts from the life of James II. As written by Himself. The whole arranged and published by James Macpherson, Esq; in two volumes.",James Macpherson,78,0,0,2,0,1,1,1,0,0,0,1,1,0,0,3,1,3,0,5,7,2,1,3,3,1,2,0,0,2,0,0,1,1,2,3,1,1,0,4,1,3,0,1,0,2,2,9,0,1,0,0,1,0,0,1,0,0,4,0,0,1776,2,2,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXVI. [1776].",London,699,male,1736,1796,TRUE,"alone had the whole administration."" Nairne's A Memorial concerning the dowry of the Queen of England , and the indem valeii. D.N. nity of the King of England's fibjefts, given to the Marquis de Torcy, No. 34 in December, 1711 SH I S memorial recites, that the late King had"
0953900700_000557,"Memorials of the English affairs: or, an historical account of what passed from the beginning of the reign of King Charles the First, to King Charles the Second his happy restauration. Containing the publick transactions, Civil and Military: together with the private consultations and secrets of the cabinet. By Mr. Whitelock. With a Compleat index.","Whitlocke, Bulstrode",93,2,0,1,2,1,4,0,0,1,0,0,0,1,0,3,0,0,0,0,1,0,2,0,13,0,2,3,4,5,0,1,1,11,1,0,1,1,3,5,2,0,2,1,1,0,3,0,0,0,0,0,3,3,2,1,1,1,2,0,2,1732,1,1,"London : printed for J. Tonson: and sold by J. and J. Knapton, R. Knaplock, A. Bettesworth and C. Hitch, G. Strahan, J. Pemberton, F. Fayram and T. Hatchet, C. Rivington, J. Batley, J. Brotherton, F. Giles, R. Williamson, J. Stagg, T. Osborne, L. Gilliver, and F. Coggan, MDCCXXXII. [1732].",London,732,male,1605,1675,FALSE,"and some Execution done by them, those in the Castle hung out another Flag for a C Treaty , C And lent a Meflcnger to the General that they might have time to tend to their Friends at Stirling, to know by what time they might expet& Relief from them,"
0189900503_000004,"A new history of England, from the time that the Phoenicians first landed in this island, to the end of the reign of King George I. Taken from the best authors and manuscripts. By William Blennerhassett, Esq;","Blennerhassett, William",81,0,1,1,1,3,1,0,2,1,0,4,2,6,0,1,0,0,1,2,3,0,2,3,2,2,2,1,0,5,0,0,0,0,1,0,0,2,2,3,1,0,2,1,0,1,1,3,3,2,0,0,3,3,4,1,2,0,0,0,0,1751,3,6,"Newcastle upon Tyne : printed by John Gooding, on the Side, for the author, MDCCLI. [1751].",Newcastle upon Tyne,483,unknown,,,FALSE,"the carrying of Candles on Candlemas day, the Ashes on j4h wednefday, of Palms on Palm sun day, with the Rites used on Good friday and eajfer day, were forbidden; and it was left to the Peoples Choice, whether they would go to Confession, or neglect that Practice, which had"
0604500500_000004,"Heads of a course of lectures on civil history. With a chronological table from the earliest account to the present time. By William Wight, D. D. Professor of History in the University of Glasgow.","Wight, William           1782",90,0,0,0,0,1,0,3,0,1,1,2,1,1,6,3,2,0,0,0,4,1,0,2,0,6,0,1,0,3,1,1,3,0,0,1,7,1,0,3,0,0,2,1,5,0,0,0,0,0,3,0,0,5,0,3,1,6,4,3,2,1772,1,1,"Glasgow : printed by Robert & Andrew Foulis, M.DCC.LXXII. [1772].",Glasgow,61,unknown,,,FALSE,"the Englifh alteration of the government under Lewis xi. power of the king since that period expeditions of the French into Italy of the government of Francis 1 of the character of this monarch contrafied with his rival Charles V 7 3d. Civil wars in France , and their effets"
0004600101_000648,"A new history of England, from the earliest accounts of Britain, to the ratification of the Peace of Versailles, 1763. Humbly Inscribed to the Queen. By Mr. Mortimer.",Thomas Mortimer,75,0,0,0,3,0,1,0,2,1,0,0,0,1,0,0,7,1,0,4,1,0,2,8,0,1,1,1,1,4,4,0,2,1,0,0,2,0,1,3,1,2,0,0,1,0,1,4,2,1,2,0,1,2,1,1,1,0,2,0,1,1764,1,3,"London : printed for J. Wilson and J. Fell, in Paternoster-Row; and sold by Mr. Fletcher at Oxford, Messrs. Fletcher and Hodson at Cambridge, Mr. Smith at Dublin, and by all the booksellers in Great-Britain and Ireland, MDCCLXIV. [1764]-66.",London,780,male,1730,1810,FALSE,"those who had managed thisihameful treaty . They scrupled not to say openly, that this peace was neither honourable nor necessary; that.thofe who had made it, had barely sacrificed the immense sums spent, and the torrents of blood which: had been fpilc, in the conqueft.of Scotland , to mean and"
0582500108_000212,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes. By David Hume, Esq. ...",David Hume,100,1,0,3,0,3,0,4,0,0,0,0,1,2,3,3,8,2,0,2,11,2,2,2,0,2,0,0,0,8,2,0,3,0,2,1,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,10,5,1,3,3,0,2,0,3,1770,8,8,"London : printed for T. Cadell, (successor to A. Millar) in the Strand, MDCCLXX. [1770].",London,539,male,1711,1776,TRUE,"executed for aflaflinatiol, VI 70 Santa Croce, marquis of, is appointed to command the Spanifil armnada, V 351 Dies, 358 Santa cr zl, a Spanifil fleet burnt in the harbour of, by admiral Blake, VII 275 Savillc, Sir John, a zealous Commoner against the court , is promoted and ennobled"
0015300102_000027,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,111,0,0,1,0,0,2,7,0,0,0,0,1,1,0,3,2,0,1,0,7,5,0,0,0,1,1,1,0,2,12,1,7,0,0,2,0,2,3,8,0,0,0,1,0,3,0,2,0,0,1,0,3,15,0,0,0,1,4,11,0,1790,2,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXC. [1790].",London,588,male,1721,1771,TRUE,"succession to the Crown of Scotland should be established upon the same persons mentioned in the a of King William's reign : That the fubjets of Scotland hold for ever enjoy all the rights and privileges of the natives in England , and the dominions. thereunto belonging; and, That the"
1761700104_001066,"The history of England, by Mr. Rapin de Thoyras. Continued from the revolution to the accession of King George II. By N. Tindal, ... Illustrated ...","Rapin de Thoyras, M. (Paul)",106,0,0,2,1,3,0,0,0,0,2,0,0,1,1,1,1,6,0,6,4,0,0,3,0,2,0,0,1,3,2,1,0,1,1,0,2,1,5,1,7,1,1,0,0,0,3,30,0,0,0,0,5,3,1,1,2,0,1,0,0,1744,4,4,"London : printed for John and Paul Knapton, 1744-47.",London,1188,male,1661,1725,FALSE,"Ispo. of Northumberland, and imprisons him in loch levin* fanua, fames Struart Earl of Afurray, and Regent of potland, 23 7 is altaffinated. ivalter Scot and Thoinas carf ravagethe borders of Eng 24 lands in order to <secation a wai between the two Kingdoms . Leonakd Dacross having raised ah"
0792700200_000426,"A new, universal and impartial history of England.","Raymond, George Frederick",75,0,0,2,2,2,1,0,0,0,0,1,1,0,1,2,2,1,0,4,3,1,0,0,2,1,0,1,4,4,3,1,1,0,0,0,3,1,3,8,0,1,1,0,1,0,1,0,0,3,1,0,2,6,0,1,0,0,2,1,0,1787,1,1,"[London, s.n., 1787?].",London,732,unknown,,,FALSE,"Iefs, and decreed that the nation fiould be governed tindle the form of a republic, by the people's rnrprelentativcs, the house of coiimion. To enforce this usurped authority, a new great feal was provideld, containing the arms of England andl Ireland , round wlhich were these words,  ihe """
0933300108_000215,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes, illustrated with plates. By David Hume, Esq. A new edition, with the author's last corrections and improvements. To which is prefixed, a short account of his life, written by himself. ...",David Hume,90,0,1,2,0,2,0,1,0,1,1,0,6,2,0,0,0,3,0,12,5,1,1,2,3,1,1,6,2,9,1,1,0,1,0,0,0,0,2,4,0,0,0,0,0,0,2,3,0,1,1,0,3,1,0,1,4,1,1,0,1,1791,8,8,"London : printed for T. Cadell: and sold by T. Longman, 1791.",London,564,male,1711,1776,TRUE,"of Edward VI ib. Stirling, a confederacy of malcontent Scots nobles formed there, against queen Mary, V 90 The rebels forced to retire into England , 9i. Stoke, battle of, between Henry VII and the earl of Lincoln, Lambert Simnel's general , ill. 329 Sloowe, his acknowledgment of the advance"
1123100403_000048,"The beauties of nature and art displayed, in a tour through the world; containing I. A General Account of all the Countries in the World, remarkable for either Natural or Artificial Curiosities; their Situation, Boundaries, Extent and Divisions; their Rivers, Air, Soil, Chief Cities, &c. II. A particular Account of the most curious natural Productions of each Country, in the Animal, Vegetable, and Fossil Kingdoms; of remarkable Mountains, Caverns, and Volcano's; of Medicinal and other singular Springs; of Cataracts, Whirlpools, &c. III. An Historical Account of the most remarkable Earthquakes, Inundations, Fires, Epidemic Diseases, and other public Calamities, which have, at different times, visited the Inhabitants. IV. Extraordinary Instances of Longevity, Fertility, &c. among the Inhabitants; together with an Account of their most celebrated Inventions, Discoveries, &c. V. Particular Descriptions of the most remarkable Public Buildings, and other singular Productions of Art. VI. Curious Remains of Antiquity; remarkable Laws, Customs, and Traditions of the Inhabitants; together with a Summary View of the most extraordinary Revolutions among them. Illustrated and embellished with copper plates. Vol. I.",,102,0,0,2,0,8,0,2,0,0,1,0,4,2,0,2,1,1,0,2,7,0,1,1,3,5,0,5,2,8,3,1,0,0,1,0,0,0,1,7,1,1,1,3,3,1,1,0,0,0,0,0,1,9,3,3,4,0,0,0,1,1763,3,14,"London : printed for J. Payne, at the Feathers, in Pater-Noster-Row, M.DCC.LXIII. [1763]-64.",London,219,unknown,,,FALSE,"totally [ i95 ] totally eclipsed, and the government of the kingdom underwent various forms. The firr was a democracy or commonwealth: for the King was no sooner dead, but the remnant of the house of commons , called afterwards the Rump, scarce amounting to above eighty in number, published"
0011900105_000185,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In five volumes. By David Hume, Esq ; ...",David Hume,78,2,0,2,0,1,0,1,0,0,0,1,2,3,0,1,2,2,0,5,2,3,1,2,2,0,1,1,1,6,1,0,0,2,1,0,0,0,2,4,0,0,0,0,1,0,1,8,0,2,1,0,4,4,0,0,4,0,0,1,1,1796,5,5,"Montrose : printed by D. Buchanan; and sold by him, Messrs. Darton & Harvey Grace-Church Street London, W. Creech, Bell & Bradfute, Geo. Mudie & Son Edinburgh; W. Coke Leith; Ja. Duncan & Son, J a. Gillies, Glasgow; and Morison & Son Perth, M,DCC,XCVI. [1796].",Montrose,506,male,1711,1776,TRUE,"great reluctance, 58 Tne bishops neglect to fummonit, 208 One. summoned under the influence of the covenanters, 215 Meets at Glasgow, and ab.ihfhes episcopacy, ai. Conceslions obtained of the king , 22z. Meets by their own authority together with a convention of fiates, 349 Concurs in delivering up the king"
1208900100_000071,"The history of England, from the Revolution to the present time, in a series of letters to the Reverend Doctor Wilson, Rector of St. Stephen's, Walbrook, and Prebendary of Westminster. By Catharine Macaulay. Vol.I.",Catharine Macaulay,87,1,0,0,1,1,2,2,0,2,1,0,1,0,1,1,6,0,0,0,6,2,1,1,1,2,1,0,1,12,2,0,0,0,0,0,5,0,0,3,2,6,1,2,0,0,3,1,0,0,1,0,0,1,2,0,2,1,3,0,6,1779,1,1,"Dublin : printed for John Exshaw, No. 86, and William Hallhead, No. 63, Dame-Street, M.DCC.LXXIX. [1779].",Dublin,463,female,1731,1791,TRUE,"the constitution to the very worst species of government , namely, to that of a monarchy supported by aristocracy, you will not be surprised, my friend, that on the same shallow pretence of fears and apprehensions from the Pretender and his adherents, that dangerous machine, a standing army , to"
0011900105_000277,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In five volumes. By David Hume, Esq ; ...",David Hume,92,1,0,1,0,2,0,4,0,0,1,0,1,2,2,3,6,2,0,4,9,2,2,2,0,2,0,0,0,10,0,0,3,0,2,1,2,0,1,2,0,0,0,1,0,0,2,1,0,1,0,0,8,4,2,1,3,0,1,0,1,1796,5,5,"Montrose : printed by D. Buchanan; and sold by him, Messrs. Darton & Harvey Grace-Church Street London, W. Creech, Bell & Bradfute, Geo. Mudie & Son Edinburgh; W. Coke Leith; Ja. Duncan & Son, J a. Gillies, Glasgow; and Morison & Son Perth, M,DCC,XCVI. [1796].",Montrose,506,male,1711,1776,TRUE,"Cecil created earl of, by James I. IV 3 Causes which procured his promotion, ib. Procures the dismission ot his former associates, 4 Communicates to the king the hints he received of the gun powder plot, 22 Is. made treasurer, 30 Expostulates with the parliament on the king's ncceffities, ib."
0820900100_000018,"The history of the life and reign of her late Majesty Queen Anne: Wherein all the Transactions of that Memorable Reign Are faithfully Compiled from the Best Authorities, and Impartially Related. Illustrated with a regular series of all the medals that were struck to commemorate the great events of this reign; with a Variety of other Useful and Ornamental Plates.",Thomas Salmon,82,0,0,0,0,1,1,0,1,0,2,0,2,1,2,1,1,1,0,1,3,1,2,9,3,1,0,0,1,6,3,2,1,0,0,1,1,1,1,1,1,1,0,1,2,0,2,2,0,0,2,0,0,1,1,2,1,0,4,0,11,1740,1,1,"London : printed and sold by the booksellers in town and country, MDCCXL. [1740].",London,544,male,1679,1767,FALSE,"of i//lce. It was debated in the Council of England , whether it was more expedient for the English to ad in this juneture as Auxiliaries to the Emperor, or as Principals in the War . It was remembered by some, that in the late War the Emperor and obme"
0145800201_000086,"The present state of Europe: exhibiting a view of the natural and civil history of the Several countries and kingdoms: Their Present Constitution and Form of Government; their Customs, Manners, Laws, and Religion; their Arts, Sciences, Manufactures, and Commerce; their Military Establishments, Public Treaties, and Political Interests and Connexions. To which is prefixed, An Introductory Discourse on the Principles of Polity and Government. By M.E. Totze, Late Secretary to the University of Gottingen, and now Professor of History in the University of Butzow, and Duchy of Mecklenburg. Translated from the German by Thomas Nugent, LL.D. And Fellow of the Society of Antiquaries. ...",Eobald Toze,106,6,1,1,2,0,0,0,0,1,0,1,1,4,1,7,2,1,0,0,3,1,0,13,7,0,0,1,2,9,4,3,2,0,0,0,0,4,2,4,0,0,0,0,3,1,2,1,0,1,1,0,1,3,2,0,0,3,0,1,4,1770,1,3,"London : printed for J. Nourse, Bookseller to His Majesty, MDCCLXX. [1770].",London,428,male,1715,1789,FALSE,"of Spain's jealoufv, on account of its being in possession of Gibraltar and Port mahon, i. 250 The first European power in the preftnt century, 91 Great council of war of Spain, divided into two chambers, one takes cognizance of military affairs, the other of law cafes . Counsellors of"
0340400200_000010,"A museum for young gentlemen and ladies: or, a private tutor for little masters and misses. Containing a variety of useful subjects, and in particular, I. Directions for Reading with Elegance and Propriety. II. The ancient and present State of Great-Britain; with a compendious History of England. III. An Account of the Solar System. IV. Historical and Geographical Description of the several Countries in the World; with the Manners, Customs, and Habits of the People. V. Tables of Weights and Measures. VI. The seven Wonders of the World. Vii. Prospect and Description of the burning Mountain. Viii. Dying Words and Behaviour of Great Men, when just quitting the Stage of Life; with many other useful Particulars, all in a plain familiar Way for Youth of both Sexes. With Letters, Tales, and Fables, for Amusement and Instruction; illustrated with Cuts.",,74,0,2,0,1,3,1,2,0,0,0,0,0,0,0,0,2,4,0,5,2,1,3,4,1,1,0,1,0,5,0,2,0,0,2,0,1,0,0,2,0,2,1,2,1,1,1,4,0,0,4,0,0,3,2,1,2,1,1,1,2,1776,1,1,"London : printed for Messrs. Newbury and Carnan, at the Bible and Sun, No. 65, in St. Paul's Church-Yard; and B. Collins, in Salisbury, [1776].",London,191,unknown,,,FALSE,"Defeat of the French Army at Blarenies; the reducing of Mons, cc. are Such Events as will render her Majesty's Reign famous to all Posterity. If we look towards Spain, how bold a id fccefsful was our Attempt upon Vigo, where we took and destroyed bteir whole Plate fleet, both"
0004600102_000804,"A new history of England, from the earliest accounts of Britain, to the ratification of the Peace of Versailles, 1763. Humbly Inscribed to the Queen. By Mr. Mortimer.",Thomas Mortimer,90,1,0,1,0,1,0,0,0,0,1,0,0,3,1,2,1,7,0,13,2,1,1,5,0,1,0,0,4,4,1,0,0,2,0,0,1,0,2,4,1,1,0,0,0,0,2,8,0,1,1,0,5,6,2,0,0,1,3,0,0,1764,2,3,"London : printed for J. Wilson and J. Fell, in Paternoster-Row; and sold by Mr. Fletcher at Oxford, Messrs. Fletcher and Hodson at Cambridge, Mr. Smith at Dublin, and by all the booksellers in Great-Britain and Ireland, MDCCLXIV. [1764]-66.",London,737,male,1730,1810,FALSE,"the French court , 355 Her great regard for the earl of Leicester, whom She prepofes as an husband to Mary queen of Scots , 356 Her exquisite dissimulation 358 Her marriage debated in council , ib. Stands godmother to the son of Mary queen of Scots , afterwards James"
0497300102_000456,"The history and antiquities of Scotland, from the earliest account of time To the Death of James the First, Anno 1437. By William Maitland, F. R. S. And from that Period To the Accession of James the Sixth to the Crown of England, Anno 1603, by Another Hand. The Whole Compiled from the most authentic Vouchers. In two volumes. ...","Maitland, William",115,3,1,2,0,4,1,1,1,0,1,0,0,0,0,0,2,1,0,5,9,0,2,9,1,1,0,2,1,17,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,2,5,1,0,0,0,9,15,6,0,2,0,3,0,0,1757,2,2,"London : printed for A. Millar, in the Strand, MDCCLVII. [1757].",London,768,male,1693,1757,FALSE,"appointed lord chief jufiice for heresy, 821 His fitness for that office and diligence in it, 825 Is betrayed and brought to justice by a kinsman, ibid. Crimes laid to his charge, ibid. 826 Consequences of his fall, 826 Mr. Patrick, abbot 6f Fern, in Ross the first martyr in"
0070100104_000192,"A complete history of England, deduced from the descent of Julius Cæsar, to the Treaty of Aix la Chapelle, 1748. Containing the Transactions of One Thousand Eight Hundred and Three Years. By T. Smollett, M.D. ...",Tobias Smollett,77,0,0,3,0,0,2,2,0,1,0,1,1,1,0,0,2,1,0,5,5,1,0,0,2,0,0,1,0,2,5,0,1,2,0,2,1,0,1,4,0,0,0,1,1,1,0,6,1,1,2,0,2,6,0,0,0,1,5,4,0,1757,4,4,"London : printed for James Rivington and James Fletcher, at the Oxford-Theatre, in Pater-Noster Row, MDCCLVII. [1757]-58.",London,703,male,1721,1771,TRUE,"thanks to the queen , for her affeioate care of the church , the lower houfe refused to concur; nor would they give any reason for their dcient. They prepared another in a different baor. f tii, which was rejered by the archbiihop. Then they agreed to diverse reil zo"
0565200101_000020,"The peerage of England, Scotland, and Ireland; or, the ancient and present state of the nobility. Containing a genealogical account of the respective peers; whether by tenure, summons, or creation; their descents and collateral branches; births, marriages, issue; chief seats, coats of arms, crests, supporters. And literal translations of the mottos. To which are annexed the extinct and forfeited peerages, and an alphabetical index of all family names of the peers, and titles of their eldest sons. In three volumes. ...",,81,0,1,1,1,4,0,3,0,0,1,0,2,1,1,1,1,4,0,2,3,0,1,5,4,0,0,5,1,7,1,1,1,0,0,0,0,2,0,1,1,4,1,0,2,0,6,4,0,0,2,0,1,2,1,0,1,0,1,0,0,1790,1,3,"London : printed for W. Owen, in Fleet Street; L. Davis, in Holborn; and J. Debrett in Piccadilly, M.DCC.XC. [1790].",London,597,unknown,,,FALSE,"remiflnefs of the Princes of the Empire in furnishing their promised quotas of troops, he therefore figni sied to the Imperial Court his determination to quit the army . Ille Emperor was greatly alarmed at this resolution, and endea your*n vowred to difuade him from it, promising that he &iouldla"
1352700208_000015,"The history of England, as well ecclesiastical as civil. By Mr. De Rapin Thoyras. Vol. VIII. Containing I. The reigns of Edward VI, and Mary I. II. Part of the reign of Queen Elizabeth from 1558 to 1587 inclusive, being one and twenty years. Done into English from the French, with large and useful notes mark'd with an *, by N. Tindal, A.M. vicar of Great-Waltham in Essex. Illustrated with the Heads of the King and the two Queens, curiously engraved on copper-plates, by Mr. Vertue.",Paul de Rapin,86,1,1,2,2,1,1,0,0,0,1,2,0,6,0,1,0,2,1,2,2,0,1,6,3,0,2,0,0,8,1,1,0,1,1,0,0,0,7,1,2,1,2,3,3,0,0,2,0,1,0,0,1,4,3,0,1,0,2,0,4,1732,8,8,"London : Printed for James and John Knapton, at the Crown in St. Paul's Church-Yard, 1732.",London,561,male,1661,1725,TRUE,"the two .ajanrs of Treaties concluded at London in March, the Englif France . however continued the Fortifications of Bullenberg, pursuant to an Article of the Treaty of Peace , as it has been said. But after several Complaints from France upon that Account , Henry had sent so rough"
1444400108_000128,"The history of England, from the invation of Julius Cæsar to the Revolution in 1688. In eight volumes, illustrated with plates. By David Hume, Esq. A new edition, with the author's last corrections and improvements. To which is prefixed, a short account of his life, written by Himself.",David Hume,102,1,0,2,1,7,0,0,0,0,0,0,9,3,1,3,1,0,0,3,0,2,0,1,2,0,1,1,0,1,1,1,1,2,4,0,0,1,2,18,1,0,0,0,1,1,3,1,2,4,0,0,8,4,0,1,2,0,4,0,1,1796,8,8,"London : printed for T. Cadell: and sold by T. Cadell jun. and W. Daveis, (successors to Mr. Cadell,) in the Strand; and T.N. Longman, Paternoster-row, MDCCXCVI. [1796].",London,578,male,1711,1776,TRUE,"cathedral, 299 Revives monopolies, 296 Enlarges the powers of the council of York, and court of ftar cham'oer, 297 Renews his father's edit for recreations on Sunday, 299 Takes a journey to Scotland , ib. levies thip money over the whole kingdom , 301 arbitrary sentences of the ftar chamber,"
1131700108_000221,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes. By David Hume, Esq; ... A new edition, with the author's last corrections and improvements. To which is prefixed, a short account of his life, written by himself.",David Hume,76,2,0,1,0,0,1,0,3,1,0,0,3,2,0,0,0,5,0,4,2,2,0,4,0,2,2,1,2,4,1,0,3,1,3,0,0,0,1,3,0,0,0,0,0,0,3,3,0,0,4,0,1,1,1,1,4,2,3,0,0,1786,8,8,"London : printed for T. Cadell, 1786.",London,565,male,1711,1776,TRUE,"grant of, made by the commons , 394 Are granted to Charles II for life, VII 3s4. Tronal, bflhop of London , is sent by Henry v11. to Madrid, ambassador to the emperor Charles V IV 60 Buys up all Tlndal's fir[t incorrec translation of the scriptures, and burns them,"
0566600700_000022,A description of a set of prints of English history; contained in a set of easy lessons; by Mrs. Trimmer. In two parts. - Part II.,Sarah Trimmer,85,0,0,0,0,1,1,1,0,0,0,0,2,0,0,1,0,6,0,4,7,3,2,4,1,1,0,4,0,0,4,4,2,0,0,0,3,1,0,2,0,0,2,0,0,1,2,9,0,1,3,0,1,3,0,1,0,0,2,4,2,1795,1,1,"London : printed and sold by John Marshall, No. 140, Fleet-Street, from Aldermary Church-Yard, [1795?].",London,261,female,1741,1810,TRUE,"to the house of lords, where, in a speech to both houses , - she expressed her satisfaction at their unanimous opinion, that too much could not be done for the encouragement: of their allies in huiibling thepowerof France : and desired they would consider of proper methods towards obtain,"
0450200101_000134,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,96,0,0,0,2,0,0,1,1,1,0,1,4,2,1,2,6,0,0,5,7,0,0,1,4,2,0,3,0,4,5,1,1,6,2,0,3,0,4,0,0,2,1,3,2,1,1,0,0,1,1,0,0,1,0,4,2,0,4,0,4,1793,1,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXCIII. [1793].",London,524,male,1721,1771,TRUE,"Holland be suddenly invaded by the troops which Louis had ordered to advance towards their frontiers, they relied on the assistance of England , and hoped his majery would prepare the succours Stipulated by treaty , to be used, should occasion require. The memorial was likewise communicated to the House"
0162900202_000124,"The history of Great Britain, from the restoration, to the accession of the House of Hannover. By James Macpherson, Esq; in Two Volumes. ...",James Macpherson,80,0,0,1,0,1,2,2,0,0,3,0,1,0,1,3,0,1,0,0,3,0,2,3,2,0,1,1,0,6,7,0,1,0,0,1,2,0,0,5,1,2,2,1,4,2,1,1,1,0,0,0,1,6,0,1,0,1,3,2,2,1775,2,2,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXV. [1775].",London,695,male,1736,1796,TRUE,"his general , having, by a feint, inveigled the enemy from their strong' polls in the woods, defeated the combined t Hill. da.nord, tom. i. 34s annies; swith great slaughter, on the thirteenth of February. In C H A P. VI this decisive battle, in which no quarter was granted"
