PassageID,Title,Author,Total termFreq,termFreq(aaron),termFreq(accord),termFreq(behold),termFreq(bring),termFreq(brought),termFreq(children),termFreq(citi),termFreq(command),termFreq(countri),termFreq(deliv),termFreq(earth),termFreq(eat),termFreq(egypt),termFreq(evil),termFreq(face),termFreq(faith),termFreq(father),termFreq(fear),termFreq(forth),termFreq(gave),termFreq(god),termFreq(hall),termFreq(hand),termFreq(hear),termFreq(heard),termFreq(heart),termFreq(heaven),termFreq(holi),termFreq(hous),termFreq(israel),termFreq(jacob),termFreq(judah),termFreq(king),termFreq(know),termFreq(laid),termFreq(land),termFreq(law),termFreq(left),termFreq(mose),termFreq(nation),termFreq(offer),termFreq(pass),termFreq(peac),termFreq(peopl),termFreq(pharaoh),termFreq(power),termFreq(priest),termFreq(prophet),termFreq(return),termFreq(river),termFreq(sea),termFreq(servant),termFreq(set),termFreq(took),termFreq(tribe),termFreq(turn),termFreq(voic),termFreq(water),termFreq(word),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0060500100_000567,"The holy Bible, containing the Old and New Testaments, Translated out of the Original Tongues, and with the Former Translations Diligently Compared and Revised. With select notes. Appointed to be Read in Churches.",,105,0,2,1,2,0,1,4,1,0,0,8,0,1,5,1,0,0,0,1,0,2,5,4,0,2,0,0,1,3,2,0,3,17,0,0,5,1,0,0,9,0,0,0,4,1,0,1,2,0,0,1,2,1,1,0,1,2,0,7,1,1796,1,1,"London : printed by M. Ritchie, Middle-Street, Cloth Fair, for J. Wright, 169, Piccadilly, MDCCXCVI. [1796].",London,1736,unknown,,,FALSE,"that I will punish the king of Babylon, and that nation , saith the Lord, for their iniquity, and the land of the Chaldeans; and will make it perpetual desolations. 13 And I will bring upon that land all my words which I have pronounced against it, even all that"
1687900101_000057,"The Holy Bible, Containing the Old testament and the New: newly translated out of the original tongues, and with the former translations diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,127,5,1,1,0,2,3,0,2,0,5,0,3,3,0,0,0,8,0,1,0,7,0,11,0,1,0,1,0,0,11,0,0,0,1,2,4,7,0,21,0,1,2,0,11,3,0,1,0,0,1,0,0,0,3,0,0,0,5,0,0,1767,1,2,"Cambridge : Printed by John Archdeacon printer to the University; and sold by John Beecroft, John Rivington, Benjamin White, and Edward Dilly, in London; and T. & J. Merrill, in Cambridge, 1767.",Cambridge,561,unknown,,,FALSE,"commandeth, Fill an omer of it to be kept for your generations; that they may see the bread wherewith I have fed you in the wilderness, when I brought you forth from the land of Egypt . 33 And Motes said unto Aaron , Take a pot, and put an"
1526200100_000498,"The Holy Bible, translated from the Latin vulgat: Diligently compared with the Hebrew, Greek, and other editions in Divers languages. The Old Testament, first published by the English College at Doway, A.D. 1609. And the New Testament. First published by the English College at Rhemes, A.D. 1582. With annotations, references, and an histroical and chronological index.",,92,2,0,0,0,3,1,0,1,0,0,1,0,2,1,1,0,0,1,3,3,3,1,0,0,0,3,0,2,1,3,3,0,4,0,0,10,2,0,1,3,0,1,0,8,0,2,0,1,0,1,0,4,2,1,1,3,0,2,9,2,1791,1,1,"Dublin : Printed by Hugh Fitzpatrick, for Richard cross, No. 28, Bridge-street, M.DCC.XCI. [1791].",Dublin,1299,unknown,,,FALSE,".6. ( IV E glory to the Lord, and call upon his name: declare his deeds among the gentiles. 2 Sing to him, yea sing praises to him: relate all his wondrous works . 3 Glory ye in his holy name: let the heart of them rejoice that seek the"
1682500200_000050,"The Holy Bible, Containing the Old testament and the New: newly translated out of the original tongues, and with the former translations diligently compared and revised. By His Majesty's special command. Appointed to be read in churches.",,119,0,0,4,3,1,8,0,0,0,2,0,1,5,0,2,0,6,1,3,1,24,0,2,0,3,0,0,1,0,8,3,0,1,1,2,6,1,1,14,0,0,0,0,3,4,0,2,0,0,0,0,0,0,0,0,2,0,4,0,0,1712,1,1,"Edinburgh : Printed by the heirs and successors of Andrew Anderson, printers to the Queen's Most Excellent Majesty, MDCCXII. [1712].",Edinburgh,916,unknown,,,FALSE,"water . 11 ¶. And it came to pals in those days, when Moses was grown, that he went out unto his bre thren.and looked on their burdens: and he spied an Egyptian smiting an Hebrew, one of his brethren. 12 And he looked this way, and that way, and"
1229100102_000148,The holy Bible ornamented with engravings by James Fittler from celebrated pictures by old masters. The letter press by Thomas Bensley.,,102,0,1,2,1,1,1,2,0,1,2,0,0,11,3,0,0,1,0,4,0,17,0,3,0,0,1,0,0,3,4,0,9,2,2,0,8,0,1,0,1,0,1,1,2,1,0,0,2,1,0,0,2,1,1,0,1,3,0,4,1,1795,2,2,"London : published by R. Bowyer, Historic Gallery, Pall Mall, & J. Fittler, No. 62, Upper Charlotte Street, 1795.",London,859,unknown,,,FALSE,"there; they shall die by the sword, by the famine, and by the pestilence: and none of them shall remain or escape firom the evil that I will bring upon them. 18 For thus saith the LORD of hosts, the God of Israel ; As mine anger and my fury"
0094400100_000053,The Holy Bible containing the Old Testament and the New ...,,119,15,4,3,3,0,5,0,2,0,0,0,0,11,0,0,0,2,0,2,0,1,2,5,1,0,4,0,0,0,4,0,0,2,2,0,5,0,0,8,0,0,1,0,3,15,0,0,1,0,6,0,1,0,3,0,4,0,4,0,0,1729,1,1,"Oxford : printed by ye University Printer, 1729.",Oxford,801,unknown,,,FALSE,"qwere an hundred thirty and 1619 seven years. 17 P The sons of Gerfhon; Libni, Dch' and Shimi, according to their families. 17'. 18 And q the sons of Kohath 7 Am unst ram, and Izhar, and Hebron, and Uz Ic; 6' ziel: And the years of the life of"
0065100100_000044,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations Diligently compared and revised, By His Majesty's special Command. Appointed to be read in Churches.",,117,0,0,3,4,1,8,0,0,0,1,0,1,9,0,1,0,7,0,3,1,22,2,2,0,2,0,0,1,0,7,4,0,3,1,1,7,2,1,9,0,0,1,0,3,2,0,2,0,0,0,0,0,0,0,0,1,1,4,0,0,1771,1,1,"Oxford : printed by T. Wright and W. Gill, Printers to the University: and sold by S. Crowder, in Pater-Noster Row, London; and by W. Jackson, in Oxford, [1771].",Oxford,1003,unknown,,,FALSE,"dwelled in the land of Midian: and he sat down by a well. 16 Now the priest of Midian had seven daughters: and they came and drew cater, and filled the troughs to water their father's flock. 17 And the ihepherds came and drove them away: but Moses flood up"
0981400200_000013,Voice of the everlasting Gospel. By John William Gerar De Brahm.,John William Gerard de Brahm,78,0,0,2,2,1,2,0,3,0,1,0,0,3,2,0,0,2,0,1,3,7,0,0,0,0,1,0,1,1,4,1,1,4,1,1,3,3,0,5,2,0,0,0,1,11,0,2,3,2,0,0,2,0,0,0,0,0,0,0,0,1792,1,1,"Philadelphia : Printed by Zachariah Poulson, Junior, no. 30, North Fourth-Street, near the university, MDCCXCII. [1792].",Philadelphia,221,male,1717,1799,FALSE,"Corruption: A famqus School or t Gen. XLV 25 -- 28 36 ( 3°) 17 This illustrious Patriarch ijfrae, was brought to . Egypt , not for want of Bread nor without the Seed's Approbation, though to see him (thought Dead, but behold he was alive) was an apparent Cause,"
0070900101_000334,The holy Bible containing the Old and New Testaments Newly translated out of the Original Tongues and with the former translations diligently compared & revised. By His Majesties special Command Appointed to be read in Churches.,,102,0,1,1,0,3,8,6,2,0,2,0,0,2,2,0,0,1,6,0,0,11,4,3,0,0,0,1,0,2,12,0,3,7,2,0,5,2,1,0,3,0,1,0,0,1,1,2,3,0,1,0,1,1,0,1,0,0,0,0,0,1772,1,2,"London : printed by C. Eyre & W. Strahan, His Majesty's Printers, MDCCLXXII. [1772].",London,1754,unknown,,,FALSE,"and besieged made them melted images, cetsz s. :. it three years. two calves, and made a grove, and ns o. 6 1 In the ninth yearof Hoflea, worshipped all the host of heaven , t. : the kingofaffyriatooksamaria, and Uand served Baal. a' oif' carried Israel away into Afyria,"
1515900100_000655,"The Holy Bible, containing the Old and New Testaments; Newly translated out of the original tongues, and with the former translations diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,86,0,0,3,0,0,0,1,0,1,2,1,0,9,0,0,3,0,3,2,0,4,5,4,0,1,0,0,0,0,1,3,2,5,1,0,7,0,0,0,2,0,1,0,2,4,0,0,2,2,4,0,3,0,0,0,2,1,2,3,0,1762,1,1,"Cambridge : Printed by Joseph Bentham printer to the University; sold by Benjamin Dod, bookseller, at the Bible and Key in Ave-Mary Lane, near St. Paul's, London, 1762.",Cambridge,1283,unknown,,,FALSE,"and flield, and mine, until there be an end of them. draw near to battle. , 0r. _' 0-28 Yet a small number that escape the 4 Harness the horses; and get up, yd sword, shall return out of the land of E horsemen, and stand forth with your hel"
0179200102_000098,"Sacred history: or the historical part of the holy scriptures of the Old and New Testaments; digested into due method, with respect to order of time and place. With observations, Tending To Illustrate Some Passages Therein. By Thomas Ellwood.",Thomas Ellwood,125,0,0,2,1,0,2,4,1,3,8,3,0,0,0,0,0,1,0,2,1,18,1,7,5,5,0,1,1,2,3,0,3,19,1,0,4,0,1,0,3,0,0,1,2,0,0,1,3,4,0,0,1,0,0,1,0,1,0,8,1,1794,2,3,"London : printed and sold by James Phillips, George Yard, Lombard Street, MDCCXCIV. [1794].",London,366,male,1639,1713,FALSE,"the gods of the nations delivered at all his land out of the hand of the king of Assyria? Then recounting the places he had won, * he went on, a'sing, Where are the gods of Hamath, and of Arphad? Where are the gods ofsepharvaim, Henah, and Ivah? Have they"
1152700200_000012,"An abridgement of the holy scriptures. By the Reverend Mr. Sellon, Late Minister Of ST. James, Clerkenwell.","Sellon, William",73,0,0,0,2,1,1,1,1,1,1,0,0,5,0,0,0,2,3,0,0,7,0,0,0,3,4,0,0,0,1,6,2,2,0,2,3,1,0,4,0,1,0,2,4,3,1,1,0,1,2,0,0,1,0,0,1,1,1,0,1,1792,1,1,"London : printed for F. and C. Rivington, NO 62. ST. Paul's Church-Yard, MDCCXCII. [1792].",London,225,male,1730,1790,FALSE,"me before you to preserve life. So now it was not you thatfent me hither,, but God . ~ Thus he endeavoured to comfort them; .to make them forget forget their past faults, and to speak peace to their minds. he then direied them to hasten to Jacob , to"
1526200100_000957,"The Holy Bible, translated from the Latin vulgat: Diligently compared with the Hebrew, Greek, and other editions in Divers languages. The Old Testament, first published by the English College at Doway, A.D. 1609. And the New Testament. First published by the English College at Rhemes, A.D. 1582. With annotations, references, and an histroical and chronological index.",,103,1,1,1,0,4,3,0,0,0,1,0,0,10,0,1,0,12,0,0,1,15,0,3,1,2,2,1,1,3,3,4,0,1,1,1,3,0,0,9,0,2,0,1,2,0,1,0,2,1,0,1,0,0,2,0,1,1,0,3,1,1791,1,1,"Dublin : Printed by Hugh Fitzpatrick, for Richard cross, No. 28, Bridge-street, M.DCC.XCI. [1791].",Dublin,1299,unknown,,,FALSE,"over all his house . IL Now there came a famine over alt Egypt , and Chanaan, and great: tribulation : and our fathers found no food. i2 )j But when Jacob had heard that there was corn in Egypt : he lhnt ourn fathers G en: 4o the first"
1092600100_000047,"An abstract of the historical part of the Old Testament, With References to other Parts of the Scripture, especially to the New Testament, which are placed at length, in an opposite Column.",Edward Harley,130,10,0,3,5,0,9,0,3,0,0,0,0,8,0,0,0,0,0,2,1,7,0,6,2,1,4,0,0,0,7,2,0,2,3,0,9,0,0,11,0,0,0,0,4,19,0,0,1,0,5,0,1,0,0,0,4,0,1,0,0,1730,1,1,"London : printed by W. Bowyer, MDCCXXX. [1730].",London,712,male,1664,1735,FALSE,"reneweth his Promise by the Name of E HO FA H. 14 The Genealogy of Reuben, 15 of Simeon, 16 and of Levi. er. T' HEN the LORD said unto Mdses, Now shalt 1 thou see what I will do to Pharaoh : for with a Plrong Hand shall he"
0060500100_000180,"The holy Bible, containing the Old and New Testaments, Translated out of the Original Tongues, and with the Former Translations Diligently Compared and Revised. With select notes. Appointed to be Read in Churches.",,84,1,0,1,1,0,5,0,2,0,2,0,1,0,0,0,0,1,1,1,0,4,1,8,1,0,1,1,1,0,7,1,2,1,0,1,6,2,2,5,1,1,0,0,8,0,1,0,0,0,0,0,2,1,0,2,0,1,2,5,0,1796,1,1,"London : printed by M. Ritchie, Middle-Street, Cloth Fair, for J. Wright, 169, Piccadilly, MDCCXCVI. [1796].",London,1736,unknown,,,FALSE,"34 Is not this laid up in store with 23 I will heap mischiefs upon them; me, and sealed up among my trea I will spend mine arrows upon them. sures? 24 They shall be burnt with hun 35 To me belongeth vengeance, and ger, and devoured with burning heat,"
0071000300_000107,"The new Testament of our Lord and Saviour Jesus Christ, Newly Translated-Out of the Original Greek: And with the Former Translations Diligently Compared and Revised, By his Majesty's Special Command.",,86,1,1,2,0,3,3,0,0,0,2,0,0,7,1,1,1,9,0,0,1,14,0,5,1,1,2,1,1,0,3,3,0,1,0,1,2,0,0,5,0,2,0,0,1,1,0,0,2,0,0,1,0,0,2,0,2,1,0,1,1,1763,1,1,"London : printed by Mark Baskett, Printer to the King's most Excellent Majesty; and by the assigns of Robert Baskett, M.DCC.LXIII. [1763].",London,214,unknown,,,FALSE,"was made a kn wn hi? brelthren; a d Jo: epii', kindred vas inde klr. n unto Pharaohi. 1 I'th. fen' Jo: eph, and called his father Jacob to !i: , and ali hii kindred, thrcefcore and nrieen fual,. * G.. S So Tzcob went down into Egypt , 1"
0060400200_000643,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues: And with the former Translations Diligently Compared and Revised, By His Majesty's Special Command. Appointed to be Read in Churches.",,96,0,0,2,0,1,1,2,0,1,2,1,0,11,3,1,0,3,1,2,0,13,0,2,0,0,0,0,0,2,4,0,10,2,0,0,9,1,1,0,2,0,1,1,2,1,0,0,2,1,0,0,1,1,1,0,1,2,0,4,1,1754,1,1,"Oxford : printed by Thomas Baskett, Printer to the University, MDCCLIV. [1754].",Oxford,1316,unknown,,,FALSE,"AP P C H 1 A P. XLIII i Johanan di edi/in; g j'eremiabs prophecy, carrietb Jeremiah and others into Egypt . S yeremiah prophefieth by a tyfe the con'  of eg)pt by the Babylonians. N D it came to pass , that when Jeremiah Chill had made an"
0075400100_000530,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations diligently compared and revised, By His Majesty's special Command. Appointed to be read in Churches.",,85,0,0,3,0,2,3,3,1,1,1,0,1,2,2,2,0,1,0,2,0,6,1,2,1,0,0,1,1,2,2,1,5,4,0,0,9,1,0,0,2,0,1,0,3,0,0,1,2,0,1,0,1,2,0,0,0,0,4,7,1,1768,1,1,"Cambridge : printed by John Archdeacon Printer to the University; and sold by John Beecroft, John Rivington, Benjamin White, and Edward Dilly, in London; and T. & J. Merrill, in Cambridge, [1768].",Cambridge,1035,unknown,,,FALSE,"the LORD of the kingdoms of the north, saith the came in the days of Jofiall the son of LORD: and they nllall come, and thty Amon king of Judah , in the thirteenth shall set every one his throne at the en. year of his reign. tering of the"
0070300500_000062,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues, And with the former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be read in Churches.",,91,5,0,2,2,5,6,0,1,0,0,1,2,3,0,0,0,0,2,3,0,2,4,6,2,1,1,2,2,0,8,0,0,0,1,1,4,1,0,2,0,0,3,0,4,1,1,0,0,0,0,5,0,0,2,0,0,1,5,0,0,1752,1,1,"Dublin : printed by and for George Grierson, Printer to the King's Most Excellent Majesty, at the King's Arms and Two Bibles in Essex-Street, MDCCLII. [1752].",Dublin,1036,unknown,,,FALSE,"O LORD, is become glorious 26 And said, If thou will diligently hearken to the i in power : thy right hand , O LORD, hath dafned in voice of the Load thy God , and wilt do that which pieces the enemy. is right in his sight, and wilt"
0074100700_000005,"Exodus. A corrected translation: with notes, critical and explanatory. By William Hopkins, B. A. Vicar of Bolney, and Master of the Grammar-School of Cuckfield, Sussex.","Hopkins, William",130,0,0,4,4,2,9,0,0,0,2,0,1,7,0,2,0,7,1,4,1,25,0,2,0,3,0,0,1,0,9,4,0,1,1,2,6,0,1,14,0,0,1,0,3,5,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,1784,1,1,"London : printed for J. Johnson, No 72, St. Paul's Church-Yard, M.DCC.LXXXIV. [1784].",London,181,male,1706,1786,FALSE,"he slew the Egyptian, and hid him in the sand. 13 And he went out the second day, and behold , two Hebrew men strove together, and he said to the injurious man, Why fmiteft thou thy fellow? 14 And he said, Who made thee a prince and a judge"
0065500401_000216,"The grand imperial Bible. By the Revd. Wm. Luke Phillips, late of Lembroke College Oxford. ...","Phillips, William Luke",82,10,0,1,3,1,5,2,1,2,0,0,0,3,0,0,0,3,0,1,0,2,1,3,0,1,0,1,0,0,7,2,0,3,0,1,5,2,1,2,0,1,1,0,6,1,1,0,0,0,0,0,0,0,0,1,2,1,3,1,1,1764,1,2,"London : [s.n.], Printed in the Year 1764-66.",London,1172,unknown,,,FALSE,"the sign given. re shall not bring the congregation into the lacd ] As Motes, the minister of the law , conduted the people through the wilderness to the borders of the promised land , but could not bring them int.) it; but Jolhua put them into poffelion; so neither"
0059900100_000639,"The protestant's family Bible. Containing the Old and New Testament, with the Apocrypha, illustrated by explanatory notes. With a compleat concordance, and general index. By a Society of Protestant Divines.",,96,0,1,2,0,1,1,2,0,1,2,1,0,8,2,0,0,2,1,2,0,15,2,3,0,0,1,0,0,3,3,0,9,3,1,0,9,0,1,0,2,0,0,1,2,1,0,0,2,1,0,0,1,0,1,0,1,3,0,4,1,1780,1,1,"London : printed for Harrison and Co. No. 18, Paternoster-Row, [1780].",London,1264,unknown,,,FALSE,"that I have.adtmonifihed you this day. 20 For ye difenmbled in your hearts whesn ye ent me unto the LORD. your God , saying, Pray for us unto the LORD our God ; and according unto all that the LORD our God hall say, lo declare.unto us, and we filldoit."
0065700102_000273,"The holy Bible, containing the Old and New Testaments, Translated Out Of The Original Tongues, And With The Former Translations Diligently Compared And Revised. With select notes. Vol. I. Appointed to be Read in Churches.",,94,0,0,3,2,1,2,1,2,0,1,3,1,3,1,1,0,0,0,3,0,7,6,1,3,0,0,2,0,2,10,1,1,3,0,0,11,0,0,0,0,0,2,0,2,0,0,1,2,0,0,4,0,2,1,0,1,0,2,5,1,1795,2,2,"London : printed by M. Ritchie, for John Parsons, Paternoster Row, MDCCXCV. [1795].",London,996,unknown,,,FALSE,"sword. o10 Then Amaziah, the priest of beth el, sent to Jeroboam king of Israel , saying, Amos hath conspired against thee in the midst of the house of Israel : the land is not able to bear all his words . 11 For thus Amos saith, Jeroboam shall die"
0065700102_000177,"The holy Bible, containing the Old and New Testaments, Translated Out Of The Original Tongues, And With The Former Translations Diligently Compared And Revised. With select notes. Vol. I. Appointed to be Read in Churches.",,100,0,0,1,1,0,1,5,2,0,0,8,0,1,5,1,0,0,0,1,0,2,4,4,0,2,0,0,1,4,2,0,2,15,0,0,3,1,0,0,6,0,1,0,6,1,0,1,3,0,0,1,2,1,2,0,1,2,0,6,1,1795,2,2,"London : printed by M. Ritchie, for John Parsons, Paternoster Row, MDCCXCV. [1795].",London,996,unknown,,,FALSE,"works of their own hands . 15 For thus saith the Lord God of Israel unto me, Take the wine cup of this fury at my hand , and cause all the nations to whom I send thee to drink it. 16 And they shall drink, and be moved, and"
0065900101_000381,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues; and with the Former Translations Diligently Compared and Revised, By His Majesty's Special Command. Appointed to be read in Churches.",,97,0,2,0,0,3,3,3,5,0,1,0,0,3,2,0,0,2,1,0,0,6,0,2,1,0,0,1,0,5,8,0,4,15,0,1,3,1,2,0,0,9,0,1,1,1,0,2,2,0,1,0,1,0,2,1,2,0,0,0,0,1773,1,2,"London : printed by Charles Eyre and William Strahan, Printers to the King's most Excellent Majesty, MDCCLXXIII. [1773].",London,830,unknown,,,FALSE,"had sent tneffengers 11 rt'""""f 1: ti"" offering , and sprinkled the blood of his to So king of Egypt , and brought no pre peace offerings , upon the altar. sent to the king of Assyria, as he had done 1fa°o'. i4 And he brought also i the brasen"
1642900200_000783,"The Holy Bible, containing the Old and New Testaments: Newly translated out of the original tongues; and with the former translations diligently compared and revised. By His Majesty's special command. Appointed to be read in churches.",,82,1,0,2,1,2,2,0,0,0,3,0,0,8,2,0,0,5,0,1,3,12,0,1,1,2,2,0,1,1,1,2,0,2,0,1,7,0,0,5,1,1,0,0,2,3,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1765,1,1,"Edinburgh : Printed by Alexander Kincaid His Majesty's printer, MDCCLXV. [1765].",Edinburgh,841,unknown,,,FALSE,"land which I fhll show then. s4 I hen came lxt out of the land at the ch ldlans, and dwelled in Charras and fi omi thence, when his father was dead, he removed him mnto this land wherein ye now dwell. 5 And he gave him nwie inheritan: e"
0051701600_000060,"The book of prophecy opened; or, a plain discovery of the hidden treasure of wisdom and knowledge, contained in the Book with Seven Seals: Where the Fulness of Christ, and the Glory of his Kingdom, are, by Degrees, made manifest in the opening of the Seals, and gradually carried on from the Resurrection of Christ, until the Restoration of the Jews, when the Vail shall be taken off their Hearts, in the finishing of the Mystery of God.","Clark, Alexander, gardener",96,0,5,3,0,1,1,1,1,0,1,2,0,2,0,1,2,1,1,1,0,22,0,1,0,1,3,4,8,3,2,0,0,0,1,1,2,4,0,1,2,0,2,1,4,0,0,0,1,0,0,1,1,0,1,0,0,2,1,3,1,1779,1,1,"London : printed for the author, and sold by G. Keith, in Grace-Church-Street ; Alex. Hogg, No. 16, Pater-Noster-Row ; and J. Mathews, No. 18, in the Strand, 1779.",London,275,unknown,,,FALSE,"of God upon two tables of ilone; and this to represent the irony hearts of the Jews, according to the way and manner that covenant was first made with them, when he brought them out of the land of Egypt , which were delivered to Moses on Mount Sinai, by"
1680602000_000147,"The book of common prayer, and administration of the sacraments, and other rites and ceremonies of the church, according to the use of the Church of England: Together with the Psalter or Psalms of David, pointed as they are to be sung or said in churches; and the form or manner of making, ordaining, and consecrating of bishops, priests, and deacons.",Church of England,83,1,1,0,0,4,0,0,0,0,2,1,1,3,0,0,0,2,0,4,3,2,0,2,0,0,1,1,1,1,2,3,0,3,0,0,10,2,1,3,1,0,0,0,7,0,1,0,1,0,1,3,1,0,1,1,2,0,4,5,1,1767,1,1,"Cambridge : Printed by John Archdeacon printer to the University; and sold by John Beecroft, John Rivington, Benjamin White, and Edward Dilly, in London; and T. & J. Merrill, in Cambridge, M.DCC.LXVII. [1767].",Cambridge,402,unknown,,,FALSE,of Abraham his ftervant : ye childfren of: Jacob his chosen. 7 he is the Lord our God : his judgements are in all the wtorld. 8 He hath been always mmnd fualosfhis covenant: and Ipromile: that ]he made to a thousand generations;; Evenl 23 Israel also came into EGYPT
0277201100_000030,"An easy introduction to the knowledge of nature, and reading the holy scriptures. Adapted to the capacities of children. By Mrs. Trimmer.",Sarah Trimmer,93,6,0,0,1,0,2,0,7,0,1,0,0,1,1,0,0,3,1,0,0,9,0,4,1,2,1,1,1,0,6,1,0,0,3,1,3,0,0,10,0,0,0,0,7,5,3,0,1,0,1,0,0,0,0,0,1,2,1,3,3,1793,1,1,"London : printed for T. Longman, and G. G. J. and J. Robinson, Paternoster-Row; and J. Johnson, St. Paul's Church-Yard, MDCCXCIII. [1793].",London,178,female,1741,1810,TRUE,"uncommnon appearance of a bpuh burning with fire, without being conqnued,, and the awful voice which he heard , firuc; him with reverence, so that he dared not continue to look towards the place, fearing he ihoul.d not be able to, bear the sight of so much glory, as seemed"
0065600102_000536,"The grand imperial Bible. By the Revd. Wm. Luke Phillips, late of Lembroke College Oxford. ...","Phillips, William Luke",99,1,1,3,0,3,1,0,0,0,2,1,0,5,0,1,0,8,0,0,1,17,2,6,1,2,3,4,3,3,2,3,0,0,0,0,3,1,0,7,0,2,0,0,1,0,0,0,4,0,0,1,0,1,1,0,2,1,0,1,1,1764,2,2,"London : [s.n.], Printed in the Year 1764-66.",London,1008,unknown,,,FALSE,"Jacob , which was really the cafe; and that some bury transcriber, who thought a nominative cafe was wanting, wrote Abrabam in the margin, which at length crept into the text. 18 whitlb tw not m o ftoh.] Nor regarded his memory. 2z Mifg in wori andd ted.] In the"
0060900600_000860,"The holy Bible, containing the Old and New Testaments: Translated out of the Original Tongues: and With the former Translations Diligently Compared and Revised, By His Majesty's Special Command. Appointed to be read in Churches.",,87,0,3,2,1,3,0,0,1,0,1,1,0,2,2,1,0,2,0,0,1,9,1,0,5,0,1,2,0,2,2,0,1,8,0,0,5,1,0,1,0,3,0,0,5,0,1,3,2,1,1,0,1,0,1,0,1,4,0,4,2,1784,1,1,"Oxford : printed by W. Jackson, and A. Hamilton, Printers to the University: and sold by W. Dawson, at the Oxford Bible Warehouse, in Paternoster Row, London, 1784.",Oxford,842,unknown,,,FALSE,"27 b Behold with your eyes, how that I have b Ch'. had but little labour, and have gotten unto me much rest. 28 Get learning with a great sum of money, and get much gold by her. 29 Iet your soul rejoice in his mercy, and be not ashamed"
0094400100_000056,The Holy Bible containing the Old Testament and the New ...,,101,3,0,1,1,3,2,2,0,0,0,5,3,10,1,1,0,3,1,3,0,4,0,4,0,0,5,2,0,2,2,0,0,0,3,2,12,0,1,8,1,0,0,0,3,9,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1729,1,1,"Oxford : printed by ye University Printer, 1729.",Oxford,801,unknown,,,FALSE,""" And the LORD said unto Moses , Stretch forth thine hand toward a,. z16. heaven , that there may be h hai! in all the land of Egypt ; upon man, and upon beast, and upon every herb of the field, throughout the land of Egypt . 23 And"
0071500400_000310,"A common-place-book to the Holy Bible: ... The fifth edition; carefully revised and improved. ... By William Dodd, ...",William Dodd,113,0,0,5,6,2,4,2,0,7,1,2,1,1,1,0,1,5,0,1,2,7,10,3,1,0,0,1,0,3,12,4,2,0,3,2,8,0,1,0,3,0,0,0,4,0,0,0,0,3,0,0,1,1,0,0,1,1,0,1,0,1766,1,1,"London : printed for T. Osborne; W. Johnston; Hawes, Clarke and Collings, and T. Longman; T. Caslon; B. Law; E. and C. Dilly; and C. and R. Ware, 1766.",London,384,male,1729,1777,FALSE,"the Lord; joy and glad ness shall be found therein, thanksgiving, and the voice of melody. Ifa. 51 2, 3 chap. 52 1-4. chap. 6o. chap. 6r. 4, c. chap. 62 chap. 65 x8 -23 chap. 8-13, 15.' Mitcah4. Zephan. 3 14, &. at.that tiny they lall call Jerusalem the"
0924400700_000007,"A revealed knowledge of the prophecies & times. Book the first. Containing, with other great and remarkable things ... the restoration of the Hebrews to Jerusalem. By the year 1798, under their revealed prince and prophet. Wrote by himself.",Richard Brothers,85,0,0,3,4,2,2,0,1,4,0,6,1,1,0,0,0,1,1,2,0,4,0,1,1,0,0,5,1,2,10,2,1,1,0,0,2,2,1,0,5,2,1,1,6,0,1,1,1,1,1,0,0,1,0,0,0,0,2,1,0,1794,1,1,"London : printed in the year, 1794.",London,56,male,1757,1824,FALSE,"Lord will be many. 20 And they shall bring all your Brethren for an offering to the Lord out of all nations , upon Horses, and in Chariots; upon Mules, and upon Swift beasts, to my holy mountain Jerusalem, says the Lord, as the children of Israel bring an offering"
0065100100_000125,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations Diligently compared and revised, By His Majesty's special Command. Appointed to be read in Churches.",,118,13,0,1,4,2,5,3,2,2,1,0,0,4,1,1,0,2,0,3,0,1,5,4,1,2,0,0,0,1,13,0,0,3,0,0,3,0,1,12,0,0,3,0,8,0,0,0,0,0,0,0,0,0,2,0,2,2,10,1,0,1771,1,1,"Oxford : printed by T. Wright and W. Gill, Printers to the University: and sold by S. Crowder, in Pater-Noster Row, London; and by W. Jackson, in Oxford, [1771].",Oxford,1003,unknown,,,FALSE,"in the firtt month: and of any man, ( hall be unclean seven days. the people abode in Kadefli; and !!-. slri riam died there, and was buried there. 2 And there was no water for the congregation: and they gathered themselves together againit Moses and against Aaron . 3"
