PassageID,Title,Author,Total termFreq,termFreq(africa),termFreq(african),termFreq(america),termFreq(annual),termFreq(black),termFreq(british),termFreq(brought),termFreq(carri),termFreq(charter),termFreq(coast),termFreq(coloni),termFreq(commerc),termFreq(compani),termFreq(countri),termFreq(cruel),termFreq(dutch),termFreq(european),termFreq(export),termFreq(foreign),termFreq(fort),termFreq(franc),termFreq(french),termFreq(gambia),termFreq(gold),termFreq(hand),termFreq(human),termFreq(import),termFreq(indi),termFreq(inhabit),termFreq(king),termFreq(labour),termFreq(majesti),termFreq(manner),termFreq(merchant),termFreq(nation),termFreq(nativ),termFreq(negro),termFreq(number),termFreq(object),termFreq(peopl),termFreq(plantat),termFreq(poor),termFreq(portugues),termFreq(price),termFreq(properti),termFreq(public),termFreq(river),termFreq(sea),termFreq(settlement),termFreq(ship),termFreq(slave),termFreq(slaveri),termFreq(sold),termFreq(sugar),termFreq(taken),termFreq(thousand),termFreq(tobacco),termFreq(trade),termFreq(trader),termFreq(treat),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0114800500_000284,"A new geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. Containing I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. To which are added, I. A geographical index, with the Names of Places alphabetically arranged. II. A table of the coins of all nations, and their Value in English Money. III. A chronological table of remarkable events from the creation to the present time. By William Guthrie, Esq. Illustrated with a New and Correct Set of Maps, Engraved by Mr. Kitchin, Geographer. The fourth edition, improved and enlarged; the astronomical part by James Ferguson, F. R. S.",William Guthrie,69,2,0,0,2,0,2,1,2,0,0,1,2,2,0,0,0,2,1,3,1,0,0,0,4,0,0,2,1,3,4,0,1,0,1,3,1,0,1,0,0,1,1,4,0,0,1,1,0,3,1,1,0,1,2,2,0,2,5,0,0,2,1774,1,1,"London : printed for J. Knox, No. 148, near Somerset-House, in the Strand, MDCCLXXIV. [1774].",London,755,male,1708,1770,FALSE,"the' chief of there. The remains of some cafles in the Moorilh tate are still standing. The Roman bridge and aquedut at Co imbria are almost entire, and deservedly admired. The walls of Santareea are laid to be of Roman work likewise. The church and monallery near Lib'on, where the"
0750300102_000051,"Britain's commercial interest explained and improved; in a series of dissertations on several important branches of her trade and police: Containing A Candid Enquiry into the secret Causes of the present Misfortunes of the Nation. With Proposals for their Remedy. Also The great Advantages which would accrue to this Kingdom from an Union with Ireland. By Malachy Postlethwayt, Esq; Author of the Universal Dictionary of Trade and Commerce, &c. ...",Malachy Postlethwayt,97,6,9,3,0,0,2,1,1,0,4,1,4,8,0,0,0,0,0,0,1,5,8,0,0,2,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,1,0,0,4,0,0,0,1,1,0,0,0,0,2,2,0,0,10,12,0,0,1757,2,2,"London : printed for D. Browne, without Temple-Bar; A. Millar, in the Strand; J. Whiston and B. White, and W. Sandby, in Fleet-Street, MDCCLVII. [1757].",London,563,male,1707,1767,FALSE,"it would be no great difficulty, perhaps, to show how, and by what means the interest of such a regulated company might have cooperated with our separate traders to have kept the French in due fubjecion in Africa , to the mutual benefit of them both, for the common interest"
0456700100_000430,"A new geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. Containing I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. XIII. A General Index. With a table of the coins of all nations, and their value in English money. By William Guthrie, Esq. Illustrated with a New and Correct Set of Maps, Engraved by Mr. Kitchin, Geographer. The third edition, improved and enlarged; the astronomical part by James Ferguson, F.R.S.","Paraire, John",65,1,0,4,2,0,0,0,6,0,0,3,0,0,0,1,0,4,2,0,0,3,1,0,1,1,0,2,0,3,0,0,0,3,1,2,0,2,0,0,1,1,0,1,0,0,0,0,2,1,2,2,0,0,3,0,0,2,8,0,0,0,1771,1,1,"London : printed for J. Knox, at No. 148, near Somerset-House, in the Strand, MDCCLXXI. [1771].",London,751,unknown,,,FALSE,"co kcc, hard and dry, and is chiefly used in dying, but not the red of the b: t kind; it has likewise feme place in medicine, as a Romachic and r.l'!nger.:, Yy 3 The The animals here are the same as in Peru and Mexico. The pro. duce of"
0474800109_000200,"The Parliamentary register; or, history of the proceedings and debates of the House of Commons; ...",Great Britain. Parliament. House of Lords,66,4,1,3,0,0,1,0,3,0,3,1,1,0,3,0,0,1,0,4,0,2,2,0,0,2,1,1,2,0,0,1,5,0,2,1,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,11,0,0,0,1797,9,12,"London : printed for J. Debrett, 1797-1802.",London,603,unknown,,,FALSE,"that no opportunity, no circumstance, which may enable the Assembly of Jamaica to make farther provisions to secure to every person in this island the certain, immediate, and alive protefion of the law, in proportion to their improvement in morality and religion, shall be neglected i but we must at"
0464201000_000002,"Remarks on the slave trade, and the Slavery of the Negroes. In a series of letters.",Africanus,71,4,1,0,0,0,0,0,1,0,6,0,1,0,5,1,0,3,0,1,0,0,0,2,0,0,1,0,0,3,0,0,0,0,1,2,1,7,1,0,5,0,0,0,0,0,1,3,0,0,0,6,2,0,0,0,2,0,6,0,0,5,1788,1,1,"London : printed and sold by J. Phillips, George-Yard, Lombard-Street; and sold also by T. Payne and Sons, Meuse-Gate, Charing-Cross; and Chase and Co. Norwich, MDCCLXXXVIII. [1788].",London,89,unknown,,,FALSE,"addressing to you, will in a great measure be historical, they will I trust on this account be not altogether unentertaining; more especially as you maybe assured that will ""nothing extenuate, nor set down aught in malice; "" and that as I entertain too high a refpeet for the good"
0483400200_000198,"History of Great Britain, from the death of Henry Viii. to the accession of James VI. of Scotland to the Crown of England. Being a continuation of Dr. Henry's History of Great Britain, and written on the same plan. By James Pettit Andrews, F. S. A. Vol.I.",James Pettit Andrews,70,2,1,0,2,0,0,2,4,3,2,0,2,5,0,0,1,0,4,0,0,0,1,1,1,1,0,3,3,0,0,0,0,0,5,1,0,2,0,0,0,0,0,1,0,0,0,1,0,1,6,1,0,0,2,0,0,0,11,0,0,1,1796,1,1,"London : printed for T. Cadell jun. and W. Davies (successors to Mr Cadell) in the Strand, 1796.",London,572,male,1737,1797,FALSE,"on the f northeast : erms, as to customs, with the French and Venetians;. * Ha'tryt, til edi:. F. : 6 t Camden's Annals, A. D. 1565 t Hakluy:, vol. II It 470 Book VIII It was not, however, until r575, that a regular commercial treaty was Cent. XVI established"
0446500200_000003,"An inquiry into the effects of putting a stop to the African slave trade, And of Granting Liberty to the Slaves in the British Sugar Colonies. By the Author of The Essay on the Treatment and Conversion of African Slaves in the British Sugar Colonies.",James Ramsay,84,8,6,2,1,0,1,0,2,0,5,7,3,0,2,0,0,0,1,1,0,0,0,0,1,0,1,1,2,1,0,2,0,2,0,0,2,0,0,1,2,0,0,0,1,0,0,0,0,0,5,4,0,0,7,1,0,1,8,3,0,0,1784,1,1,"London : printed and sold by James Phillips, in George-Yard, Lombard-Street, 1784.",London,43,male,1733,1789,FALSE,"might be Iupplied with that commodity. The avarice with which we crowded the slave ships , and the caution that felf prefervation made necessary to guard against their rising during the voyage, have destroyed in almost every infftance a considerable proportion. The Icaibning of them in our islands has in"
0151104500_000068,"Abridgment of the minutes of the evidence, taken before a committee of the whole House, to whom it was referred to consider of the slave-trade, 1790.",Great Britain. Parliament. House of Commons,73,4,3,0,2,0,5,2,0,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,2,0,0,1,0,0,2,2,0,6,5,0,0,1,0,0,0,0,0,0,0,0,0,9,1,2,0,2,0,0,10,0,0,2,1790,1,1,"[London, 1790].",London,247,unknown,,,FALSE,"to the slave trade , in consequence of the information received from the agent of this iand of the proceedings had in the Hoafe of Commons in he last session of parliament in refpeat of the said trade , 1790 in the Wjand for 49 years, viz. from 1739, to"
0984900200_000036,"Geography and history. Selected by a lady, for the use of her own children.",Lady,63,5,1,0,0,0,0,0,1,0,2,0,1,1,2,0,6,2,0,0,1,0,0,1,2,0,1,0,1,2,3,0,0,3,0,2,4,1,0,0,2,0,0,1,0,1,0,2,3,3,2,0,0,0,1,0,0,1,4,0,1,0,1790,1,1,"London : printed for B. Law, No. 13, Ave-Maria Lane, Ludgate Street, MDCCXC. [1790].",London,377,female,,,FALSE,"by Mahometan princes: The chief port is Benjar mafleen, which carries on a commerce with all trading nations . Sumatra Is about rooo miles long, and o0o broad. This island produces so much gold , that by some it is thought to be the Ophir men K tioncd tioned in"
1150201600_000042,"Select dissertations on colonies and plantations. By those celebrated authors, Sir Josiah Child, Charles D'Avenant, LL. D. and Mr. William Wood. Wherein the nature of plantations, and their Consequences to Great Britain, are seriously considered. And a plan proposed, which may settle the unhappy differences between Great Britain and America.","Wood, William",84,7,2,0,1,0,0,0,1,0,4,2,0,6,0,0,0,0,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,1,1,3,0,8,0,0,1,8,0,1,3,0,0,0,0,0,3,0,0,1,2,2,0,1,19,0,1,0,1775,1,1,"London : printed and sold by W. Hay, at the Artists Academy, near Exeter Exchange, Strand, MDCCLXXV. [1775].",London,115,male,1679,1765,FALSE,"being the  Intent of this Ad; that every Member of the said  Company shall be left free in those Matters, that a Monopoly may be avoided, and the Exportation of the  Woollen, and other Manufacures of this Kingdom  nay be increased.' These are the Steps that"
0215200300_000018,"Historical sketches of the slave trade, and of its effects in Africa. Addressed to the people of Great-Britain. By the Right Hon. Lord Muncaster.","John Pennington, 1st Baron Muncaster",75,5,3,0,1,0,2,1,1,0,0,2,0,4,2,0,0,1,1,0,0,0,0,0,0,1,1,8,1,1,0,0,0,1,0,2,0,1,5,1,2,1,0,0,0,0,1,0,0,1,2,7,0,0,0,2,0,0,9,2,0,3,1792,1,1,"London : printed for John Stockdale, opposite Burlington House, Piccadilly, M.DCC.XCII. [1792].",London,101,male,1737,1813,FALSE,"from the oldest writers who have handed down to us any account of Africa , will be thought to convey and give as complete a history of the Criminal Jurilprudence, or, to use Bofman's expression, -"" of the Ancient Municipal Customs of Africa ,"" as is sufficient to throw every"
1097200402_000054,"History of Great Britain, from the death of Henry Viii. to the accession of James VI. of Scotland to the crown of England. Being a continuation of Dr. Henry's History of Great Britain, and written on the same plan. By James Pettit Andrews, F. S. A. ...",James Pettit Andrews,63,3,1,0,1,0,0,3,2,2,5,0,1,3,2,0,1,0,3,0,0,1,0,1,1,1,0,2,6,0,0,0,0,0,3,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0,3,1,0,1,2,0,0,0,8,0,0,0,1796,2,2,"London : printed for T. Cadell jun. and W. Davies (successors to Mr. Cadell) in the Strand, 1796.",London,374,male,1737,1797,FALSE,"returns were sugar , dates, almonds, and melaffes. Trade to Some attempts had been made, during the reign Africa . of Mary, to open a trade with Guinea, but the first adventurers only brought home one slip out of three. And although ome cargoes, both of gold dust and of"
1286200800_000027,"A reply to the personal invectives and objections contained in two answers, published by certain anonymous persons, to an essay on the treatment and conversion of African slaves, in the British colonies, by James Ramsay, M. A. Vicar of Teston.",James Ramsay,63,2,2,0,3,0,0,0,0,0,1,1,0,0,3,2,0,1,1,0,0,0,1,1,0,0,3,0,0,0,0,2,1,1,2,1,2,5,0,0,1,0,0,0,0,1,1,0,0,0,1,16,4,2,0,1,0,0,0,0,1,0,1785,1,1,"London : printed and sold by James Phillips, in George-Yard, Lombard-Street, M CD Clxxxv [1785].",London,143,male,1733,1789,FALSE,"policy,  are equal in all spiritual concerns. They are in CC eluded in the prophecies concerning the day of ""t judgement, so that slavery may possibly remain till C then."" west Indian slaves , to be equal in spiritual concerns, must be considerably raised above their present condition. There"
1562800101_001618,"The universal dictionary of trade and commerce, translated from the French of the celebrated Mosieur Savary, Inspector-General of the manufactures for the King, at the Custom-House of Paris: with large additions and improvements, incorporated throughout the whole work; which more particularly accomodate the same to the trade and navigation of these kingdoms, and the laws, customs, and usages, to which all traders are subject. By Malachy Postlethwayt, Esq;",Malachy Postlethwayt,58,0,1,1,0,1,0,1,4,0,3,0,2,1,4,0,1,3,1,0,1,0,1,0,3,0,0,0,0,2,0,1,0,1,0,2,0,4,0,0,1,0,0,4,1,0,0,1,3,0,0,4,0,0,0,0,0,0,4,2,0,0,1757,1,2,"London : printed for John Knapton, in Ludgate-Street, M DCC LVII. [1757].",London,1069,male,1707,1767,FALSE,"inhabitants about them, they are not suffered to be wrought. None but the iron mines are worked, because they want iron to make arms and instruments for agriculture. To the north of the Zaire there are mines of fine copper, which are worked; and here the people of Loango resort"
0680300102_000523,"The history and survey of the cities of London and Westminster, Borough of Southwark, and parts adjacent. Containing, I. The Original Foundation, and the Antient and Modern State thereof. II. An exact Description of all the Wards, Parishes, Parish-Churches, Palaces, Halls, Hospitals, Publick Offices, Edifices, and Monuments, of any Account, throughout the said Cities, Borough, &c. III. A particular Account of the Government of the said Cities, &c. Ecclesiastical, Civil and Military; of all the Charters, Liberties, Privileges, and Customs; and of all the Livery and other Companies, with their Coats of Arms. IV. Lists of all Offices and Officers of His Majesty's Revenues and Household, and those of the rest of the Royal Family; together with the Salaries thereunto belonging. V. The Antiquities of Westminster-Abbey, with a Description of the Monuments, Tombs, &c. VI. A View and Description of the Mansion-House, and Westminster-Bridge. In which is introduced Sir William Dugdale's History of St. Paul's Cathedral from its Foundation: Beautified with various Prospects of the Old Fabrick, which was destroyed by the Fire of London, 1666. As also the Figures of the Tombs and Monuments therein, as they stood in September, 1641, with their Epitaphs neatly imitated, which were defaced in the Grand Rebellion; with an Account of the Foundation and Structure of the New Church till finished. To which is prefixed the Effigies of Sir William Dugdale. The whole being an improvement of Mr. Stow's, and other historical writers and surveys. Dedicated to Sir Crisp Gascoyne, Knt. By a gentleman of the Inner-Temple.",John Stow,80,2,1,1,1,0,1,1,0,3,2,0,0,14,0,0,2,0,1,0,2,0,1,0,5,0,0,2,1,0,3,1,1,0,0,3,2,4,4,0,0,2,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,10,5,0,0,1753,2,2,"London : printed for M. Cooper, at the Globe in Pater-Noster-Row; W. Reeve, Fleet-Street; and C. Sympson, at the Bible in Chancery-Lane, MDCCLIII. [1753].",London,937,male,1525,1605,FALSE,"many more important Places. FROM the Gold brought from Gnincy by the Company , our Gold Coin, called Guinceas, took their Name; and as an Encouragement to the Company to bring over Gold , and to coin it, they are permitted by their Charter to have their Stamp, which is"
0432500700_000623,"Report of the Lords of the Committee of Council appointed for the consideration of all matters relating to trade and foreign plantations; submitting to His Majesty's consideration the evidence and information they have collected in consequence of His Majesty's order in council dated the 11th of February 1788, concerning the present state of the trade to Africa, and particularly the trade in slaves; ...",Great Britain. Board of Trade,73,0,1,1,2,0,3,0,0,0,0,1,1,0,1,0,0,6,0,1,0,1,14,0,0,0,0,3,1,0,0,1,0,0,0,0,0,5,2,0,0,4,0,1,7,0,0,0,0,0,0,4,0,0,9,0,0,0,3,1,0,0,1789,1,1,"[London], 1789.",London,890,unknown,,,FALSE,"Sugar was to be estimated only by what is paid for the annual Supply of African Slaves , the Planters of Barbados and Antigua would appear to have the most profitable Estates, as those Islands import for their own Use the fewest Slaves : there are many Expenses in the"
0628200800_000002,"No abolition; or, an attempt to prove to the conviction of every rational British subject, that the abolition of the British trade with Africa for Negroes, would be a measure as unjust as impolitic, fatal to the interests of this nation, ruinous to its Sugar Colonies, and more or less pernicious in its consequences to every description of the people. In the course of which are inserted important extracts from the report of the right Honourable Committee of Privy Council.",,75,4,2,0,1,0,0,0,2,2,2,0,1,13,0,0,2,0,3,1,6,0,1,1,1,0,0,1,0,0,0,1,1,0,0,2,0,1,2,0,0,6,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,12,1,0,0,1789,1,1,"London : printed for J. Debrett, opposite Burlington-House, Piccadilly, MDCCLXXXIX. [1789].",London,54,unknown,,,FALSE,"river Gambia , attacked and took Fort Naflium, moutnting twenty pieces of. cannoi, .., .and . Fort Orange, - of eight pieces, both situated on the island of Goree. He also attacked and took Cape Cfo Castle. The injuries dolie the English were by the Dutch West india Company ;"
0975300600_000011,"The gentleman, tradesman, and traveller's pocket library: Containing 1. A Short System of Geography. 2. The Political History of Europe. 3. A View of the Constitution of Great-Britains 4. A List of the House of Peers. 5. Of Superscriptions and Forms of Address. 6. A List of the Places at Court, with their respective Salaries. 7. A Description of England. 8. The most remarkable Curiosities in Great-Britain and Ireland. 9. A Description of London, with a List of the Companies. 10. The Postage of Letters to and from the General and Penny-Post-Office. 11. Rates of Hackney-Coachmen, Chairmen, Casmen, and Watermen. 12. The History and Rationale of the Stocks or public Funds. 13. Forms of Receipts, Notes, Inland and Foreign Bills of Exchange. &c. 14. Law Forms of general Use. 15. The Weight and Value of Foreign Gold and Silver Coins. 16. Of the Knowledge of Mankind. 17. The Prices of the different Works of Bricklayers, Masons, Carpenters, Joiners, Carvers, Plumbers, Slaters, Painters, Plaisterers, Paviors, and Smiths. 18. Of the Management of Horses, particularly when on a Journey, and Receipts for curing the Diseases to which they are subject. 19. A Est of the Stage-Coaches and Carriers in Great-Britain. 20. Directions for those who travel into Foreign Countries, with Dialogues in several European Languages for their Use. 21. Some Account of the Principal Curiosities in Europe, Asia, Africa and America. By a gentleman of the Bank of England. To which are added, correct tables for the use of all who are concerned in trade and business. By J. Barrow, Author of Navigation Britannica. Illustrated with six maps, by E. Bowen, Geographer to His Majesty.",John Barrow,73,2,1,0,0,1,0,0,1,0,4,0,0,0,16,0,3,3,0,0,1,0,1,0,4,0,0,0,0,2,2,1,0,0,1,1,2,3,1,0,2,0,0,4,0,0,0,0,1,2,0,8,0,0,0,0,1,0,3,0,0,2,1753,1,1,"London : printed for the author, and sold by J. Newbery, at the Bible and Sun, in St. Paul's-Churchyard, 1753.",London,380,male,,,FALSE,"~..~.,.,. ~. ~, = Zwx< ~ -- ~~~~ ~: ... ~., ~., ^ j^sl.li.ry~ ., ~, ..«., - ..z.,.,  IDO .. _- · X) ~ !- i C ..  ~ ~,, ~ ~.. AP~~~~J ~,,,,. ~..,,,,,,,. ..~., ..~, ~.~ : ~ z ~, ~ .... .~,, i 1"
0018300600_000007,"Continuation of the Complete history of England. By T. Smollett, M.D. Volume the first.",Tobias Smollett,93,6,2,1,0,0,3,0,2,2,7,0,3,11,1,0,0,0,0,0,7,0,0,0,0,2,0,3,0,0,0,0,4,2,5,3,0,1,0,1,0,2,0,0,0,0,1,0,0,4,1,1,0,0,0,3,0,0,12,2,0,1,1771,1,1,"London : printed for R. Baldwin, at the Rose in Paternoster-Row, MDCCLXXI. [1771].",London,495,male,1721,1771,TRUE,"A projet of this nature could not, for obvious reasons, be agreeable to the administration, and therefore the bill was rendered abortive; for, after having been twice read, it was postponed from time to time until the parliament was prorogued, and never appeared in the sequel. Such were the chief"
0012200300_000113,"A new and accurate history of South-America: Containing A particular Account of some Accidents leading to the Discovery of the New World; of the Discovery made by Columbus, and other Adventurers; of the several Attempts made to find out a North-East and North-West Passage; and what Parts of America are subject to the different European Powers. With a full description of the Spanish Provinces of Chili, Paraguay, Peru, and Terra Firma. Of Guiana; particularly of Surinam belonging to the Dutch, and of Cayenne belonging to the French; of Brazil, subject to the Crown of Portugal; of that Part of Paraguay possessed by the Jesuits, where they have established a New Monarchy; and of the various Nations of Indians throughout this extensive Territory: As also of all the most remarkable Islands adjacent to its Coasts. Including the Geographical, Natural, Political, and Commercial History of every Province: With the Religion, Manners, and Customs of the Inhabitants. With Dissertations on the British, Spanish, Portuguese, French, Dutch, and Indian Settlements. By Mr. Rolt.",Richard Rolt,57,0,2,1,1,0,0,0,5,0,0,1,2,0,1,0,0,4,1,1,0,0,0,0,1,1,0,1,1,2,1,0,0,0,0,2,4,8,2,0,4,0,1,0,0,1,0,0,1,0,1,2,1,0,0,0,0,0,2,0,2,0,1756,1,1,"London : printed for T. Gardner, at Cowley's Head, facing St. Clement's Church in the Strand; and sold by all the booksellers in Great-Britain and Ireland, M.DCC.LVI. [1756].",London,590,male,1724,1770,FALSE,"up the duty of continence, when the want of it is a general vice among them? However, Frezier says, that though the clergy, in general, have manyvices; there are, nevertheless, some worthy and learned men in Peru; but, he adds, that virtue seems to be more common among the laity,"
0082701700_000035,"West India customs and manners: Containing strictures on the soil, cultivation, produce, trade, officers, and inhabitants: with the method of establishing, and conducting a sugar plantation. To which is added, the practice of training new slaves. By J. B. Moreton, Esq. A new edition.","Moreton, J. B.",65,4,1,0,0,4,0,0,1,0,2,3,3,0,2,1,1,0,1,1,0,0,1,0,0,0,5,1,3,0,1,0,0,2,0,1,0,2,2,0,1,0,2,0,0,0,0,0,0,0,1,4,3,1,1,0,4,0,3,0,1,2,1793,1,1,"London : printed for J. Parsons, Paternoster Row; W. Richardson, Royal Exchange; H. Gardner, Strand; and J. Walter, Piccadilly, 1793.",London,202,unknown,,,FALSE,"are in a manner slaves in their despotic governments to tyrants; but that Britons, throughout whose liws the very spirit of liberty is infused, hold: iingle in the horrid commerce , is a matter of no small amazement. Is it because the unhappy lot of a negroe is to be"
0684000104_000041,"A philosophical and political history of the settlements and trade of the Europeans in the East and West Indies. Revised, augmented, and published, in ten volumes, by the abbé Raynal. Newly translated from the French, by J. O. Justamond, F.R.S. With a new set of maps ... In six volumes. ...",Guillaume Thomas François Raynal,55,2,1,1,0,3,0,2,2,0,1,2,0,0,1,1,0,2,1,1,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,1,6,3,0,0,1,0,0,2,1,0,0,0,1,0,7,2,1,0,1,0,0,1,0,1,0,1798,4,6,"London : printed for A. Strahan; and T. Cadell, Jun. and W. Davies, (successors to Mr. Cadell); and for J. Mundell & Co. Edinburgh, 1798.",London,502,male,1713,1796,TRUE,tedious uniformity which these repetitions might naturally occasion. This particular attachment is owing to the warmth and expression which they introduce into their songs. Their airs are generally double time. None of them tend to inspire them with pride. Those intended to excite tenderness promote rather a kind of languor.
0652201900_000011,"The trade and navigation of Great-Britain considered. Shewing that the surest way for a nation to increase in riches, is to prevent the importation of such foreign commodities as may be raised at home: That this kingdom is capable of raising within itself, and its colonies, materials for employing all our poor in those manufactures, which we now import from such of our neighbours who refuse the admission of ours. An account of the commodities each country we trade with takes from us, and what we take from them; with observations on the balance. By Joshua Gee.","Gee, Joshua, merchant",82,2,1,0,0,0,0,3,4,0,2,2,0,7,1,0,0,0,1,0,0,0,0,0,2,1,0,0,2,1,0,3,0,0,1,2,0,3,3,0,1,8,0,0,1,0,0,1,0,0,2,1,0,1,3,0,2,1,19,1,0,0,1767,1,1,"London : printed for J. Almon, opposite Burlington House in Piccadilly; and S. Bladon, in Pater-Noster Row, M.DCC.LXVII. [1767].",London,287,male,,,FALSE,"now this could not have happened, if thai gentrnan who bought in that clause hlad undeiftood the nature and circulation o; trade , he would then have known, that i is much more the interest of ihe English merchant to sell his rice in Po- -- and have the money"
0452802600_000006,"Observations on the project for abolishing the slave trade, and on the reasonableness of attempting some practicable mode of relieving the negroes. By John Lord Sheffield.","John Baker Holroyd, 1st Earl of Sheffield",68,4,3,0,0,0,2,2,0,0,2,0,0,0,2,0,0,0,1,1,0,0,1,0,0,1,2,4,4,0,0,1,0,0,0,1,0,8,4,2,0,2,0,0,7,0,0,0,0,0,2,4,0,0,0,0,0,0,4,3,0,1,1791,1,1,"London : printed by J. Cooper, Bow Street, Covent Garden, for J. Debrett, opposite Burlington House, Piccadilly, M.DCC.XCI. [1791].",London,75,male,1735,1821,FALSE,"a specified number of children, to the age of seven or eight years. 6 The legislature of Jamaica has offered a reward to the Overseer, instead of to the mother: it might be given with great propriety to both. 7 The mother has favourable privileges in well regulated plantations ,"
1575200102_000822,"A Complete system of geography. Being a description of all the countries, islands, cities, chief towns, harbours, lakes, and rivers, mountains, mines, &c. of the known world. Shewing the situation, extent, and boundaries, of the several empires, kingdoms, ..., their climate, soil, and produce; their principal buildings, manufactures, and trade; their government, policy, religion, manners, and customs; and the ... including the most material revolutions and changes that have happen'd in every state, either by conquest or treaties; and comprehending ... To which is prefixed, An introduction to geography, as a science: An explanation of maps: The doctrine of the sphere: The system of the world: And a philosophical treaties of the earth, sea, air, and meteors. In two volumes. ... By Emanuel Bowen, geographer to His Majesty, being all new-drawn and ingraved according to the latest discoveries and surveys; ... for the use of all gentleman, merchants, mariners, and others, who delight in history and geography. This work, extracted from several hundred books of travels and history, is brought down to the present time; preserving all that is useful in the fourth and last edition of the complete geographer, publish'd under the name of Herman Moll, &c.",,89,2,4,1,1,0,1,0,2,0,0,0,0,12,1,0,0,0,0,1,11,0,1,2,0,1,0,0,0,0,3,0,1,0,3,1,0,0,1,0,0,1,0,2,2,0,2,9,2,2,3,3,1,0,0,1,1,0,10,1,0,0,1747,2,2,"London : Printed for William Innys, Richard Ware, Aaron Ward, J. and P. Knapton, John Clarke, T. Longman and T. Shewell, Thomas Osborne, Henry Whitridge, Richard Hett, Charles Hitch, Stephen Austen, Edmund Comyns, Andrew Millar, James Hodges, Charles Corbett, and Jo. and Ja. Rivington, M.DCC.XLVII. [1747].",London,922,unknown,,,FALSE,"Faaories, one at Gillyfree over against ames Fortthe other at Colalr, upon a River of the same ame, which empties itself through one Mouth into the aoia,, above eight Leagues above James Island.. In this .ingd omabout six Leagues from the Sea , is Charles Island, ng abothere a Musket"
0600600500_000003,"The African trade, the great pillar and support of the British plantation trade in America: ...",Malachy Postlethwayt,105,6,6,0,0,0,1,1,2,2,5,2,1,12,0,0,0,0,0,1,2,4,13,0,0,1,0,1,0,0,0,0,1,0,0,4,0,9,1,0,0,2,0,0,5,0,0,0,0,2,0,0,0,0,0,2,0,0,17,2,0,0,1745,1,1,"London : printed for J. Robinson, 1745.",London,47,male,1707,1767,FALSE,"tioh Interest to decline in Africa , as that of the French has advanced; and when they could produce the Commodities cheaper, is it at all to be admired that they have undersold us at all the foreign Markets in Europe, and thereby got that most beneficial Part of our"
