PassageID,Title,Author,Total termFreq,termFreq(advanc),termFreq(arm),termFreq(armi),termFreq(arriv),termFreq(attack),termFreq(battl),termFreq(bodi),termFreq(camp),termFreq(carri),termFreq(citi),termFreq(colonel),termFreq(command),termFreq(continu),termFreq(count),termFreq(countri),termFreq(duke),termFreq(enemi),termFreq(engag),termFreq(field),termFreq(follow),termFreq(foot),termFreq(forc),termFreq(form),termFreq(french),termFreq(gener),termFreq(ground),termFreq(guard),termFreq(head),termFreq(hors),termFreq(join),termFreq(kill),termFreq(king),termFreq(left),termFreq(line),termFreq(mean),termFreq(near),termFreq(night),termFreq(number),termFreq(oblig),termFreq(offic),termFreq(order),termFreq(parti),termFreq(pass),termFreq(piec),termFreq(princ),termFreq(quarter),termFreq(receiv),termFreq(regiment),termFreq(retir),termFreq(retreat),termFreq(return),termFreq(river),termFreq(sever),termFreq(soldier),termFreq(taken),termFreq(took),termFreq(town),termFreq(troop),termFreq(war),termFreq(wound),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0805800103_000092,"The general history of the late war; containing it's rise, progress, and event, in Europe, Asia, Africa, and America. And exhibiting the state of the belligerent powers, at the commencement of the war; ... And with accurate descriptions of the seat of war, ... By the Rev John Entick, M.A. and other gentlemen.",John Entick,94,2,0,3,1,2,4,0,2,0,0,1,3,0,1,2,4,3,1,1,0,2,3,1,7,0,1,1,0,5,0,2,0,3,1,1,1,0,3,4,1,3,0,0,2,8,0,0,2,0,1,1,2,2,0,0,1,0,2,2,2,1765,3,5,"London : printed for Edward and Charles Dilly, 1765-66.",London,510,male,1703,1773,FALSE,"their favour; and where any success must certainly oblige Prince Ser dinand to give up his scheme, of transferring the seat of war into France, and to employ his forces to cover the countries of the British allies. In Hesse. Prince Soubize executed his orders with the utmost expedition: and"
0004500405_000029,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,104,5,1,3,1,0,2,0,2,0,0,6,4,1,0,2,0,3,3,1,1,1,3,2,5,5,0,0,2,4,0,2,0,5,4,1,1,0,1,1,1,6,0,0,6,0,2,2,1,1,1,1,1,0,0,3,1,0,2,2,2,1796,5,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXCVI. [1796].",London,516,male,1721,1771,TRUE,"for Batavia. After all, perhaps, the Dutch Company meant nothing more than to put their fadory of Chinchura on a more refpetable footing ; and, by acquiring greater weight and consequence among the people of the country than they formerly poieffied, the more easily extend their commerce in that part"
0154900200_000046,"The history of the rebellion in 1745 and 1746, extracted from the Scots magazine: with an appendix, containing an account of the trials of the rebels; the Pretender and his son's declarations, &c.","Douglas, Francis",135,4,1,10,0,2,3,6,2,0,0,3,1,2,0,0,0,0,5,4,1,3,0,4,0,4,3,0,0,2,0,3,8,11,11,1,1,2,2,1,2,2,3,0,0,0,0,2,8,3,1,5,0,1,0,0,0,1,3,0,4,1755,1,1,"Aberdeen : printed by and for F. Douglass and W. Murray: sold by C. Hitch and L. Hawes, London; by the booksellers of Edinburgh, Glasgow, Dundee, Perth and Montrose, and by the said F. Douglass and W. Murray at Aberdeen, 1755.",Aberdeen,375,unknown,1710,,FALSE,"their taking possession of the ground , and to form the right of his first line ; which they very quickly did; the main body of the rebel army being still a mile and a half behind. It being now after three o'clock, and General Hawley not having got his"
1365800101_000200,"The history of England, from the Revolution to the end of the American war, and Peace of Versailles in 1783. In six volumes. Designed as a continuation of Mr. Hume's History. By T. Smollett, M.D. and others. ...",David Hume,112,1,2,5,1,2,3,2,1,1,0,1,1,0,0,1,6,8,0,1,1,2,1,1,4,5,0,1,1,8,3,3,2,5,1,2,3,0,3,0,1,7,0,1,3,4,0,1,0,0,1,0,0,0,1,3,2,0,4,1,1,1796,1,6,"Philadelphia : Printed for Robert Campbell & Co. by Henry Sweitzer, M.DCC.XCVI-M.DCC.XCVIII. [1796-1798].",Philadelphia,580,male,1711,1776,TRUE,"still remain as they were, within that part of the united kingdom called Scotland : That all laws and statutes in either kingdom, so far as they might be inconfilent with the terms of these articles thould cease and be declared void by the refpe~tive parliaments of the two kingdoms."
1405600100_000115,"A compleat history of the late war, in the Netherlands, Germany, Italy and Spain. Together with an abstract of the treaty at Utrecht. Illustrated with well engraved plans of all the besieged towns, and of each remarkable battle.",Thomas Brodrick,111,2,3,4,2,7,1,1,5,0,0,2,2,2,0,0,2,6,1,0,0,1,0,1,2,6,2,1,1,0,2,2,0,3,0,0,3,5,2,2,2,8,0,0,1,7,0,1,1,1,2,3,0,1,0,1,0,1,8,0,1,1732,1,1,"London : Printed for T. Ward and E. Wicksteed, in the Inner-Temple-Lane, M.DCC.XXXII. [1732].",London,527,unknown,,1769,FALSE,"the Frenzch with abundance of Bravery : But, the Duke of v~endo/inle caused all his grenadiers, and. the Piqluet of 6 Brigades, (which were enlcajap'd in the Front of his Army , near pont a margtle) to support his rea southeast troops in the Caf fle aforesaid: : the 2"
0547600203_000169,"The history of France, from the time the French monarchy was establish'd in Gaul, to the death of Lewis the fourteenth. Written originally in French by Father Daniel, ... and now translated into English. In five volumes. ...",Gabriel Daniel,107,3,1,8,0,4,4,2,4,1,0,0,0,1,10,0,7,6,0,2,1,1,2,1,2,0,0,1,1,1,1,3,1,2,0,0,2,1,4,1,1,4,0,2,1,3,2,1,0,0,3,0,0,1,1,3,0,2,4,0,1,1726,3,5,"London : printed [by Sam. Aris] for G. Strahan, W. Mears, and D. Browne, and J. Woodman and D. Lyon, 1726.",London,479,male,1649,1728,FALSE,"island, which succeeded. He mae another, which was unhappy by the loss of Clark: II Teclgni, one of the belt officers in the _rench trorpls: But having but few infantry, and especially tew arqucbufliers and arquebuffes, and not being able for that reason to fire very briskly, the - enemy's"
0250302500_000049,"The life and adventures of Mrs. Christian Davies, commonly called Mother Ross; who, in several campaigns under King William and the late Duke of Marlborough, in the quality of a foot-soldier and dragoon, gave many signal proofs of an unparallelled courage and personal bravery. Taken from her own mouth when a pensioner of Chelsea-Hospital, And known to be true by Many who were engaged in those great Scenes of Action.",Christian Davies,105,1,0,7,4,2,2,1,0,0,0,0,0,1,2,1,3,0,0,1,6,1,1,1,1,6,2,2,1,3,0,1,6,2,1,0,1,4,2,2,3,3,0,0,1,2,2,0,1,0,1,4,1,2,0,2,2,5,4,3,1,1740,1,1,"London : printed for C. Welch in Chelsea, and sold at the Printing-Office in Baldwin's-Gardens, 1740.",London,266,female,1667,1739,FALSE,"feur hundred Officers . General Mahoni, who with some of the Runaways, had thrown himself into the Castle of Alfaxerea near saragcjoa, was summoned. and having no hopes of succour, obliged to surrender Prisoners of War with this who had followed him. After this Defeat, Philip, with an Escorte of"
0181700104_000317,"The history of France, from the earliest times, to the accession of Louis the Sixteenth; with notes, critical and explanatory; by John Gifford, Esq. ...",John Gifford,96,3,1,8,2,1,2,1,1,0,0,2,1,2,2,1,3,1,0,1,1,1,0,0,10,4,1,0,1,3,1,2,1,4,2,1,0,1,0,0,1,5,0,1,0,4,0,0,3,1,1,1,0,2,0,4,1,2,3,1,1,1793,4,4,"London : printed for and by C. Lowndes, Drury-Lane, and sold by J. Parsons, Paternoster Row, 1793.",London,767,male,1758,1818,FALSE,"by such representations, compelled their magistrates to declare the prince of Orange fradtholder. The prince himself, in a letter to the itates of Zealand, offered his services for the defence of the provinces; and, on the twenty-eighth day of April, he was nominated cap tain general am admral of Z"
0004500405_000104,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,110,6,2,4,0,7,5,3,1,1,0,0,0,1,2,1,0,6,1,3,0,0,0,0,0,8,2,0,0,1,0,2,7,4,5,0,1,1,1,3,3,2,0,2,4,1,1,0,1,3,3,1,2,0,1,1,3,0,1,1,2,1796,5,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXCVI. [1796].",London,516,male,1721,1771,TRUE,"by which they could be supplied with provision, ammunition, necessaries, and reinforcements, without the trouble and inconvenience of a long and laborious march from the banks of the Vistula. On the western fide of Pomerania, the war , which had hitherto languished, was renewed by the Swedes with uncommon vivacity."
0002200501_000177,"An historical review of the transactions of Europe, from the commencement of the war with Spain in 1739, to the insurrection in Scotland in 1745. With the proceedings in Parliament, and the most remarkable Domestick Occurrences during that Period. To which is added, an impartial history of the late rebellion. Interspersed with Characters and Memoirs, Illustrated with Notes, And Adorned with Maps, Plans, and Heads. In two volumes. ... . By Samuel Boyse, M.A.",Samuel Boyse,99,1,0,8,3,1,2,0,2,1,2,0,4,1,13,1,1,0,0,1,0,0,0,1,0,4,1,1,0,1,2,1,0,1,0,1,1,1,1,0,5,3,1,1,1,3,1,2,1,2,4,1,2,3,1,1,2,2,0,1,5,1747,1,2,"Reading : printed by and for D. Henry in Friar-Street; and sold by J. Robinson at the Golden Lion in Ludgate-Street, London; and by all the booksellers in Great Britain and Ireland, M.DCC.XLVII. [1747]-48.",Reading,441,male,1708,1749,FALSE,"taken at Corpo anto. fip'e, % 374 Foreign Affairs in 1743 Battle of corposan. to II __ __ __ fides. The Loss on that of the Spaniards was reckoned to be about 4000, including 36 Officers , killed ; * and near Ioco, with 20 Field Officers , Prisoners. That"
0007800400_000083,"An impartial history of the late glorious war, from it's commencement to it's conclusion; containing an exact account of the battles and sea engagements; Together with Other Remarkable Transactions, in Europe, Asia, Africa, and America: with the Characters of those wise and upright Statesmen, who plann'd, and the illustrious Heroes, by whose Courage and Conduct, together with the unparallell'd Bravery of our Land and Sea Forces, Great-Britain obtained a Series of Victories, scarcely equalled in the Annals of this, or any other Nation. With remarks on the peace, the State of Parties when it was Concluded, and An Account of the Inhabitants, Extent, Product, Trade and Importance, of the Places ceded to Great-Britain.",,112,3,0,8,2,5,2,7,0,1,1,0,3,2,1,2,0,12,0,1,1,1,1,1,5,6,2,1,1,0,2,3,0,3,0,0,2,1,1,1,1,1,0,0,1,6,1,1,1,1,2,0,1,2,0,0,3,2,5,0,2,1764,1,1,"Manchester : printed by R. Whitworth, M,DCC,LXIV. [1764].",Manchester,360,unknown,,,FALSE,"retire , with his troops , into his old quarters . whilic these matters were carrying on, m. Sporken, who comnmnded. the detachment of the allied army to the left , advanced , with an intrepidity equal to the rest, on the fide of Saxony. He was soon joined by"
0003901200_000029,"Memoirs of the most remarkable military transactions from the year 1683 to 1718. Containing a very particular account of the several battles, sieges, &c. in Ireland and Flanders, During the Reigns of K. William and Q. Anne. By Captain Robert Parker, Late of the Royal Regiment of Foot in Ireland, who was an Eye-Witness to most of them. Published by his son.","Parker, Robert",107,2,0,7,2,3,0,0,2,1,1,0,4,0,4,3,9,3,0,0,2,3,0,1,0,7,3,1,1,3,3,2,1,2,1,2,1,1,1,0,0,4,0,3,0,8,1,0,1,0,1,0,2,1,1,2,1,1,3,1,1,1746,1,1,"Dublin : printed, and sold by Geo. and Alex. Ewing, Booksellers in Dame-Street, MDCCXLVI. [1746].",Dublin,222,unknown,,,FALSE,"casjel, where we were joined by the hereditary Prince (now King of Sweden) with the Troops of that country ; which made our Army 40, 0 fighting men complete. When we had passed the Rhine, the Duke for the convenience of forage, advanced a day's march, and took his rout"
0204500201_000081,"The life of John, Duke of Marlborough, Prince of the Roman Empire; Illustrated with Maps, Plans of Battles, Sieges, and Medals, And a great Number of Original Letters and Papers Never before Published. The second edition. With considerable additional improvements. By Thomas Lediard, Esq; F. R. S. ...",Thomas Lediard,103,3,0,5,0,5,2,0,1,0,0,2,5,4,1,0,2,2,1,0,3,3,5,0,7,4,0,1,0,1,0,5,0,0,0,1,1,2,3,0,3,3,0,0,0,3,1,0,2,2,1,0,1,3,2,1,1,3,2,0,6,1743,1,2,"London : printed for J. Wilcox, against the New Church in the Strand, MDCCXLIII. [1743].",London,554,male,1685,1743,FALSE,"the French , with the Loss ol tua: d. about too Men killed , and as many wounded , besides a Mavjo an. and three Captains taken Prisoners; whereas the Loss, on the 1703 Side of the Allies, did not amount to half the Number . French lyv Accounts pretend"
0551200600_000050,"The history of the rebellion in the year 1715. With original papers, and the characters of the principal noblemen and gentlemen concern'd in it. By the Reverend Mr. Robert Patten, Formerly Chaplain to Mr. Forster.","Patten, Robert",90,2,0,2,1,1,2,0,1,0,0,5,2,0,0,1,5,2,2,1,2,2,0,1,0,2,3,3,2,2,4,1,1,3,1,0,3,3,2,2,0,3,3,1,1,0,1,2,0,0,1,2,1,3,0,0,1,3,2,0,2,1745,1,1,"London : printed for James Roberts, in Warwick-Lane, MDCCXLV. [1745].",London,252,unknown,,,FALSE,"if they designed to attack the Town : But finding that the Earl of llay, who commanded the  Town was ready to receive them, they thought fit once more to retreat to their Quarters , and on the 24th left the Place, and marched through' Glenarehy in their way"
0550600104_000052,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,106,0,0,9,1,3,0,3,1,1,0,1,5,1,4,2,3,3,2,1,1,0,1,1,5,7,0,1,0,4,3,1,2,5,0,1,2,2,2,1,0,2,1,0,0,3,0,3,3,1,2,0,0,4,0,1,0,1,4,1,1,1800,4,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin [by H. Baldwin and son], No. 47, in Pater-Noster-Row. MDCCC. (H. Baldwin and Son, Printers, New Bridge-Street.), [1800].",London,513,male,1721,1771,TRUE,"from tn advantageois pol. Anlother tine we will do better. What fly you of this league, which has oi: y the Mailquis of Brandenulrgh for its objea? The great eleaor W)', ld bie firpriledt to see his granrlion at war willt the l(uiian<, the Aulliains, almoeft all Germany, and an"
1029800200_000414,"A genealogical history of the kings and queens of England, and monarchs of Great Britain, &c. From the conquest, anno 1066. to the year 1707. In seven parts or books. Containing a discourse of their several lives, marriages, and issues; with the times of their births, deaths, places of burial, and monumental inscriptions. Also, their effigies, seals, tombs, cenotaphs, devises, arms, quarterings, crests, and supporters; all curiously engraven in copper-plates. First publish'd to the beginning of King Charles the Second's reign, by Francis Sandford, Esq; Lancaster Herald of Arms: and continued to this time, with many new sculptures, additions, and annotations; as likewise the descents of divers illustrious families, now flourishing, maternally descended from the said monarchs, or from collateral branches of the royal blood of England; by Samuel Stebbing, Esq; Somerset Herald.","Stebbing, Samuel",122,2,1,8,3,0,1,1,4,2,1,0,4,2,1,2,8,8,0,0,0,1,2,1,1,7,1,1,0,3,2,1,1,2,0,1,3,0,5,3,4,3,0,2,3,10,0,0,0,1,1,2,0,2,2,2,0,0,4,0,3,1707,1,1,"London : printed by M. Jenour, for John Nicholson at the King's-Arms in Little Britain, and Robert Knaplock at the Bishop's Head in St. Paul's Church-Yard, M.DCC.VII. [1707].",London,952,unknown,,,FALSE,"Commanded the Whole. The Dispute was very Sharp and Bloody, and continued till near Five a Clock, at which time the Troops on the Right under Prince Eugene, being hard pressed by the Bavarians began to give Way; which His Grace perceiving, went in Person thither, and Ordered the Body"
0845700700_000099,"A system of camp-discipline, military honours garrison-duty, adjutants-duty, and other regulations for the land forces. Collected by a gentleman of the army. In which are included Kane's Discipline for a battalion in action. With a Map of the Seat of War, Lines and Plans of Battles, and above Sixty Military Schemes, finely engraved from the Originals of the most eminent Generals, &c. To which is added General Kane's Campaigns of King William and the Duke of Marlborough, Improved from the late Earl of Crauford's and Colonel Dunbar's Copies, taken from Gen. Kane's own Writing. With His Remarks on the several Stratagems by which every Battle was won or lost, from 1689 to 1712. The second edition. Continued from the Restoration, where our Standing Army commences, in a Series of Historical and Cronological Facts of the Military and Naval Transactions of Great Britain; being a concise History (to supply the Scenes of Action in which the General was not engaged) to 1760. By an impartial hand.",Richard Kane,111,0,0,7,7,1,0,2,1,0,2,3,2,1,1,0,6,1,1,0,2,4,1,3,2,8,0,3,2,5,4,2,3,0,1,0,2,1,1,0,2,3,3,1,0,0,0,1,3,1,2,4,0,1,0,3,0,3,4,0,1,1760,1,1,"London : printed for J. Millan, opposite the Admiralty Office, [1760].",London,268,male,1666,1736,FALSE,"with lrigadier Fo'wk,, the l'earls of Loioutt; !lild lineii, retired wiil the Remains of their scattercd Forces to )srwc: ck: Colonel laffiall'i, taken by the Enemy , got olf in till .I urryj [ 9'] Hurry, and joined them; Major Cailfeld got to Edin; urrgh catlue: We lost 5o0 killed"
1761700104_000095,"The history of England, by Mr. Rapin de Thoyras. Continued from the revolution to the accession of King George II. By N. Tindal, ... Illustrated ...","Rapin de Thoyras, M. (Paul)",116,0,1,9,2,3,3,1,3,0,0,0,0,0,1,0,4,15,3,1,1,2,1,2,0,4,0,0,5,2,0,2,0,1,2,1,3,4,1,1,5,2,0,7,0,3,0,1,2,2,1,0,2,2,2,1,1,2,4,0,1,1744,4,4,"London : printed for John and Paul Knapton, 1744-47.",London,1188,male,1661,1725,FALSE,"killed and wounded ; their 10fs to have been above ten thousand two thousand four hundred deserted 3 in all men. -- The wards the road of Courtray; and, according to computation, Iix or leven thousand surrendered themselves - prisoners, with three or four hundred Officers at their head ;"
0547600205_000100,"The history of France, from the time the French monarchy was establish'd in Gaul, to the death of Lewis the fourteenth. Written originally in French by Father Daniel, ... and now translated into English. In five volumes. ...",Gabriel Daniel,117,1,0,4,1,3,2,1,2,3,0,0,8,0,3,1,5,9,1,1,1,2,3,1,0,8,2,2,0,6,0,0,5,4,1,1,4,2,2,1,1,2,0,0,2,0,0,0,1,3,0,0,0,1,0,3,4,2,4,2,2,1726,5,5,"London : printed [by Sam. Aris] for G. Strahan, W. Mears, and D. Browne, and J. Woodman and D. Lyon, 1726.",London,345,male,1649,1728,FALSE,"to his army to purs; C the imperialis, who had been forced to retire . Dom yfekh talleio carries off three tportuguez squadrons in Oceana, within three leagues of Aran giez, without suffering either man or horse to escape, Pi The conquell of rthega. The King of Spain, fiill purfuir.g"
0004500401_000155,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,110,2,1,7,3,3,4,2,3,0,2,0,1,0,2,2,4,6,3,1,0,0,1,0,11,3,2,1,0,2,1,0,4,1,1,0,1,1,2,4,0,4,1,1,0,10,0,0,1,1,1,0,0,2,1,1,0,2,1,3,0,1796,1,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXCVI. [1796].",London,520,male,1721,1771,TRUE,"that the Earl was surprised by a party , and conveyed to Gueldres, immediately marched out with his whole garrison to invest that place. The same imperfec account beingtranf mitted to Holland, filled the whole province with consternation. The States forthwith assembling, resolved that all their forces Should march immediately"
0250002900_000003,"Four more private letters of a later date, from persons of distinction in the army at Hanau, to their friends in London: giving many farther particulars of the late battle at Dettingen, Not yet known to the Publick.",,121,0,2,4,1,3,3,2,0,0,0,2,4,1,0,0,6,1,1,3,1,3,2,0,9,4,1,3,2,7,0,4,2,4,4,0,1,2,4,1,0,3,0,1,2,0,0,2,1,2,0,2,1,0,0,3,1,0,6,0,10,1743,1,1,"London : printed for M. Cooper, in Pater-Noster-Row, [1743].",London,7,unknown,,,FALSE,"River . At ten Minutes after eleven, the Battle began: The first Line , all of englijh Foot , being led by General Clayton and the Duke , which LI lfined the whole Fire of the French Lines : It was a most excessive hot Reception; and a Battery which"
1237002300_000379,"The life and military history of His Grace the Duke of Marlborough, prince of the Roman Empire, and generalissimo of the British forces, in the late reign of Her Majesty Queen Anne. Containing, A particular Description of all the principal Transactions of the War, and of all the Battles, Sieges, &c. in which that glorious and ever-successful General commanded. Letters of Correspondence between his Grace and the Court of Hanover; also Letters that passed between his Grace and other Great Men, which the Duke left among other Papers, designed to be published by Mr. Glover and Mr. Mallet, who were appointed by the late Dutchess of Marlborough, in her Will, to write his Life. Likewise Letters from Emperor, the States General, King Charles III. of Spain, &c. to the Duke, with his Grace's Answers. To which will be added, the last will and testament of the Duke of Marlborough, never before published. The whole embellished and illustrated with a large variety of whole sheet copper plates, taken from the original Designs, and engraved by the best Hands; representing all the Battles, and Sieges, in which that general was concerned.",Jean Rousset de Missy,108,5,0,8,0,1,1,0,4,0,0,1,6,0,2,0,4,13,1,1,1,2,0,0,4,5,1,5,0,3,1,3,0,2,1,0,0,1,4,2,1,6,1,2,1,1,0,2,1,1,1,0,1,1,0,3,1,0,1,0,2,1754,1,1,"London : printed for M. Cooper, Pater-Noster-Row; W. Reeve, Fleet-Street; and C. Sympson, at the Bible-Warehouse, Chancery-Lane, MDCCLIV. [1754].",London,657,male,1686,1762,FALSE,"was farther laid, that his Eleltoral Highness wai to go in Person to imarli, in order to have an Interview there with his mcof chrif/ian Majesty. NOTWITHSTANDING there Reports were grounded chiefly on Supportions, Prince Eugene thought himself obliged , as General of the Empire, to consult the Security thereof."
1051100102_000897,"Modern history: or, the present state of all nations. Describing their respective situations, persons, habits, Buildings, Manners, Laws and Customs, Religion and Policy, Arts and Sciences, Trades, Manufactures and Husbandry, Plants, animals and minerals. Being The most complete and correct System of Geography and Modern History extant in any Language. By Mr. Salmon. Illustrated with cuts and maps accurately drawn according to the Geographical Part of this Work, by Herman Moll. ...",Thomas Salmon,124,3,0,0,0,2,4,1,0,0,1,6,3,1,0,1,6,10,3,2,1,8,3,0,2,5,0,0,1,6,2,5,1,9,9,0,0,0,1,3,2,1,0,0,0,0,1,2,3,0,2,0,0,2,0,2,2,2,2,1,3,1739,2,3,"London : printed for Messrs. Bettesworth and Hitch in Pater-Noster-Row ; J. Clarke under the Royal Exchange in Cornhill ; S. Birt in Ave Mary Lane ; Tho. Wotton over against St. Dunstan's Church, and J. Shuckburgh next the Inner Temple Gate, both in Fleetstreet ; and T. Osborne in Gray's-Inn, M.DCC.XXXIX. [1739].",London,999,male,1679,1767,FALSE,"dragoons on the left , and, marched to attack the enemy's right wing of horse , the Portuguese being ordered to take the charge as it thould come to them gradually from. the left . As oon as the left wing was advanced within an hundred paces of the enemy's"
1531402100_000071,"The Life and military actions of His Royal Highness Prince Eugene, of Savoy. With an account of his death and funeral.",,94,1,1,5,2,3,1,1,3,1,0,0,2,1,2,0,0,0,0,2,2,4,2,1,0,2,3,0,2,8,1,2,0,1,2,0,2,4,1,1,2,4,0,1,0,5,1,1,1,3,0,0,1,2,2,2,1,1,3,0,1,1739,1,1,"London : Printed and sold by the booksellers in town and country, MDCCXXXIX. [1739].",London,351,unknown,,,FALSE,"contraecour~t, and 400 Hufars, Twent to view the Infidels; but falling in with them upon their March, he was attacked by the greatest Part of their horse ; h owever hre marde ifhift to retire to petlenrwaradin after is sight of four Hours. In this aion the G'er (qqq1· had"
1365800101_000221,"The history of England, from the Revolution to the end of the American war, and Peace of Versailles in 1783. In six volumes. Designed as a continuation of Mr. Hume's History. By T. Smollett, M.D. and others. ...",David Hume,108,1,0,6,1,3,3,0,0,0,2,2,1,1,2,1,5,6,4,2,0,1,3,2,8,7,1,0,2,4,0,1,1,3,4,1,0,1,2,3,4,3,0,0,2,4,0,0,2,2,1,0,1,0,0,1,1,1,2,0,0,1796,1,6,"Philadelphia : Printed for Robert Campbell & Co. by Henry Sweitzer, M.DCC.XCVI-M.DCC.XCVIII. [1796-1798].",Philadelphia,580,male,1711,1776,TRUE,"army uinformed. Maj!, r g~eniral Grimnaldi was ordered to attackr Ranizawv with the her le of the king's houiholad,, who, finidinig the rivulet marthyr, refur·~d to charge and retired to the Iiright. Mean wrhile, Cad:, gan attaicked the viillae of hej[ynow~, which he t3ok, with three of thle seven batta~ions"
0015400105_000029,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,104,5,1,3,1,0,2,0,2,0,0,7,4,1,0,2,0,3,3,1,1,1,2,2,4,5,0,0,2,4,0,2,0,5,4,0,1,0,1,1,2,6,0,0,6,0,2,2,1,1,1,2,1,0,0,3,1,0,2,2,2,1790,5,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXC. [1790].",London,513,male,1721,1771,TRUE,"of the prisoners entered into the service of Great britain the rest embarked on board their ships, which were restored as soon as the peace was ratified, and set out on their return for Batavia. After all, perhaps, the Dutch company meant nothing more than to put their faetory of"
0002200101_000412,"The field of Mars: being an alphabetical digestion of the principal naval and military engagements, in Europe, Asia, Africa, and America, particularly of Great Britain and her allies, from the ninth century to the present period. Consisting of Attacks, Attempts, Actions, Battles, Blockades, Bombardments, Descents, Defeats, Engagements, Expeditions, Invasions, Reductions, Sea Fights, Storms, Sieges, Surprises, Repulses, and Skirmishes: Selected from the Best Historians and Journalists, and Adjusted from the Greatest Authority. Interspersed with concise Descriptions of the Towns and Places, the Subject of each Article. To which is prefixed An essay on the art of war, and A Comprehensive System of Military and Naval Discipline. ... . Embellished with Maps, Charts, Plans, and Views of Battles.",,93,1,1,2,0,3,4,0,2,1,1,0,4,1,2,1,4,2,1,1,0,1,6,1,4,2,2,0,1,2,3,3,4,0,0,0,1,0,1,0,2,1,3,2,0,2,0,2,2,1,0,1,0,1,1,3,0,5,2,1,2,1781,1,2,"London : printed for J. Macgowan, No. 27, Paternoster-Row, M,DCC,LXXXI. [1781].",London,737,unknown,,,FALSE,"taking fort Donat, he first laid the country under waater, and forced the. Spaniards to retire towards Ghent. On the aoth of April, the besiegers did great execution with their bombs, but the enemy made a vigorous rally with a design to ruin the works of the besiegers; the Dutch"
0004600103_000769,"A new history of England, from the earliest accounts of Britain, to the ratification of the Peace of Versailles, 1763. Humbly Inscribed to the Queen. By Mr. Mortimer.",Thomas Mortimer,113,6,1,3,1,1,2,1,2,1,0,9,5,2,0,0,0,3,3,1,0,0,3,1,6,5,0,0,2,4,0,1,0,5,4,1,2,0,1,0,2,6,0,1,6,0,3,2,1,1,1,1,1,0,0,2,1,0,3,4,2,1764,3,3,"London : printed for J. Wilson and J. Fell, in Paternoster-Row; and sold by Mr. Fletcher at Oxford, Messrs. Fletcher and Hodson at Cambridge, Mr. Smith at Dublin, and by all the booksellers in Great-Britain and Ireland, MDCCLXIV. [1764]-66.",London,836,male,1730,1810,FALSE,"Batavia. The English company were still more successful on the coast of Coromandel. The governor and council of Madrass having received intelligence that the French general , Lally, had detached a strong body of troops to the southward, advanced to Syringham, and menaced Tiruchenapally with a siege, it was determined"
1057900105_000693,"Rapin's impartial history of England: written originally in French; first translated into English by John Kelly ... This edition is an improvement on Kelly's, Morgan's, Lediard's, and Tindal's: with the continuation to the year 1786. To which are added, explanatory notes; and a general index ... In two volumes. ...","Tindal, Nicolas",114,3,0,14,2,2,3,2,5,0,0,1,1,0,1,0,0,6,3,0,2,1,0,0,5,6,2,0,0,0,1,2,3,3,2,0,3,2,3,2,1,0,0,0,2,4,0,1,2,5,2,2,2,1,1,0,5,2,4,0,0,1784,5,5,"London : printed by and for John Harrison, 1784-89.",London,549,male,1687,1774,FALSE,"itrmies con iilbitlints fi-om. te outra: ges ommittecd on them t by the tinted undel nrnlis all night . Next morning, at break of' (ufsliu Cofitck, land other' barba'ians belonging to them, tdlty, the kingp found the Aititrians encantiped with their jdgtlged il; lfoluitely neceflilry I. ttatc rlitir main ari'my,"
