PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(appear),termFreq(believ),termFreq(child),termFreq(court),termFreq(daughter),termFreq(earl),termFreq(end),termFreq(enter),termFreq(famili),termFreq(father),termFreq(fortun),termFreq(friend),termFreq(gener),termFreq(gentleman),termFreq(hand),termFreq(happi),termFreq(hear),termFreq(heard),termFreq(heart),termFreq(herself),termFreq(honour),termFreq(hope),termFreq(hous),termFreq(king),termFreq(knight),termFreq(know),termFreq(ladi),termFreq(late),termFreq(leav),termFreq(left),termFreq(letter),termFreq(life),termFreq(littl),termFreq(live),termFreq(love),termFreq(madam),termFreq(marri),termFreq(mean),termFreq(mind),termFreq(miss),termFreq(night),termFreq(old),termFreq(person),termFreq(poor),termFreq(prai),termFreq(present),termFreq(return),termFreq(room),termFreq(servant),termFreq(sure),termFreq(think),termFreq(thought),termFreq(told),termFreq(wife),termFreq(woman),termFreq(word),termFreq(world),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0335900903_000022,Honoria Somerville: a novel. In four volumes. ...,"Purbeck, Jane",68,1,2,0,0,0,0,0,1,0,1,1,1,2,0,4,1,1,3,1,1,2,0,0,2,0,0,3,6,1,0,1,2,1,0,1,0,2,0,0,1,6,1,1,1,0,0,0,3,1,1,4,3,3,1,0,0,0,0,1,1789,3,4,"London : printed for G. G. J. and J. Robinson, Pater-Noster-Row, M,DCC,LXXXIX. [1789].",London,258,female,,,FALSE,"Honoria was sorry that it was not in her power to do more for them, but determined to write by them to Miss Melmoth, whose liberal heart and large fortune enabled her to afift them. Full of her purpose, The returned home, and directly began her ltter, giving her friend"
0302300405_000043,"The history of Tom Jones, a foundling. In six volumes. By Henry Fielding, Esq;",Henry Fielding,67,1,4,0,2,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,1,1,2,1,1,0,0,1,12,1,2,1,0,1,3,0,2,1,1,2,1,1,1,0,1,1,0,2,1,2,4,0,0,1,0,0,2,0,1,3,1749,5,6,"London : printed for A. Millar, over-against Catharine-Street in the Strand, MDCCXLIX. [1749].",London,296,male,1707,1754,TRUE,"to Life , and was soon after, at her earnest Desire, led to her own Apartment; where, at my Lord's Request, Lady Bella fjoa acquainted her with the Truth, attempted to carry it off as a Jest of her own, and comforted her with repeated Assurances, that neither his Lordship,"
1377400203_000031,"Miss Melmoth; or, The new Clarissa. In three volumes.",Sophia Briscoe,65,0,2,0,3,0,3,0,1,1,0,0,1,2,0,0,3,2,0,0,3,3,1,3,2,0,0,1,5,0,0,0,0,1,0,0,4,2,0,0,0,2,0,0,2,1,1,2,1,1,2,3,1,2,0,0,2,1,0,1,1771,3,3,"London : printed for T. Lowndes, No. 77, in Fleet-Street, M D CC LXXI. [1771].",London,289,female,1740,1820,FALSE,"6 noble nobl'man in power, in behalf of a very unfortunate person , He went on horseback, and was, as the firvant thinks , very deep in thought , .and regardless of his way; the reins laying loose, the horse fell with. him, throwing him over his head; he was"
1007300301_000018,A tale of the times. By the author of A gossip's story. Dedicated by Permission to Mrs. Carter. In three volumes. ...,Jane West,65,1,0,0,1,0,2,0,1,0,4,2,3,3,0,1,0,1,1,0,0,1,3,3,0,1,0,1,2,0,2,0,3,0,0,0,2,0,2,0,0,3,0,0,1,0,0,2,0,1,1,1,4,1,3,1,0,0,1,6,1799,1,3,"London : printed for T. N. Longman and O Rees, Paternoster-Row, 1799.",London,317,female,1758,1852,FALSE,"his friend lord W. in Caernarvonshire, to consult on the properest method of making proposals to the lady who had caused such cruel devafiation. It was agreed that a very gallant address to Miss Powerfcourt Should be enclosed in a refpe&eful letter to sir William; and, to give the proceedings"
1521500602_000019,"Castle of Wolfenbach; a German story. In two volumes. By Mrs. Parsons, author of Errors of education, Miss Meredith. Woman as she should be, Ellen and Julia, etc.",Eliza Parsons,71,0,1,0,1,0,0,0,0,4,2,0,2,5,0,0,1,1,1,0,2,1,0,3,1,0,0,2,4,0,0,2,0,2,2,2,2,5,4,1,2,0,2,3,1,2,0,1,0,1,0,1,1,1,1,1,0,0,0,3,1794,2,2,"London : printed for William Lane, at the Minerva-Press, Leadenhall-Street; and sold by E. Harlow, bookseller to Her Majesty, Pall-Mall, M.DCC.XCIV. [1794].",London,264,female,1738,1811,TRUE,"die together with difticul ty they separated me from her : the dear saint F 4 was was sensible, thlough incapable of speaking s her eyes told me all the felt -- O! the expression in them can never be forgotten, -- what a night was that! In the monrning"
0370201800_000008,"The lyar. A comedy. As it is acted at the Theatres-Royal in Drury-Lane and Covent-Garden. Written by Samuel Foote, Esq.",Samuel Foote,72,1,0,0,1,0,1,0,0,1,0,4,1,2,0,1,1,0,0,1,0,0,2,4,0,0,0,5,2,0,0,1,2,0,1,2,3,6,1,2,0,6,0,5,2,1,1,1,1,1,1,1,2,0,0,0,1,1,1,2,1780,1,1,"London : printed for Harrison and Co. No 18, Paternoster-Row; and sold, likewise, by J. Wenman, Fleet-Street; and all other booksellers, MDCCLXXX. [1780].",London,19,male,1720,1777,TRUE,"but, Papillion, I mull need not go, my dear we have noparticular bufi scribble a billet to my new flame. I think her nefs. name ism. God. I wonder now what he calls particular Pap. Godfrey.; her father , an India governor, business. Thut up in the frong room at"
0018900201_000030,"Amelia. By Henry Fielding, Esq; In four volumes. ...",Henry Fielding,66,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,0,0,0,1,2,2,1,1,0,2,3,0,0,0,0,0,1,0,1,3,1,1,1,4,2,5,0,2,2,1,1,3,0,2,1,3,1,0,7,0,1,4,1752,1,4,"London : printed for A. Millar, in the Strand, M.DCC.LII. [1752] [1751].",London,296,male,1707,1754,TRUE,"under no Apprehen  ion of catching Cold, (fne hath indeed  the best Confritcution in the World ) at laot consented, and I retired witho.t  Doors, under a Shed, to give my Angel an Opoortunitv of dref.ing herfeif in tle  only Room which the Cottage afforded "
0537101000_000016,"The maid of the mill. A comic opera. As it is performed at the Theatre Royal in Covent Garden. The music compiled, and the words written by the author of Love in a village.",Isaac Bickerstaffe,65,1,0,2,1,0,3,0,0,0,0,3,0,1,1,1,1,1,1,0,0,1,1,3,1,0,1,3,3,1,0,1,0,1,3,2,0,2,2,2,2,2,1,1,0,3,0,2,0,0,0,2,1,0,0,0,1,2,0,5,1765,1,1,"London : printed for J. Newbery; R. Baldwin; T. Caslon; W. Griffin; W. Nicoll; T. Lownds; and T. Becket, MDCCLXV. [1765].",London,85,male,1733,1812,TRUE,"support myself. L Aim. This gentleman it seems is at a little inn at tie bottom of the hill. Sir. Har. I wish it was possible to have a file of muf queteers my lord; I could head them myself, being in the militia, and we would go and seize"
0048500302_000048,The posthumous daughter: a novel. In two volumes. ...,,62,1,1,1,2,0,1,2,0,1,0,2,1,4,0,0,2,2,0,1,0,0,1,1,1,0,0,0,5,2,0,2,2,0,1,1,1,0,1,1,1,0,0,1,3,2,0,0,2,1,1,2,1,1,0,2,3,0,1,1,1797,2,2,"London : printed and published by G. Cawthorn, British Library, 132, Strand, 1797.",London,333,unknown,,,FALSE,"of our errors would. satisfy Sir James. Saville, n6 ho Sas appointed by Sir Frederick and Belgrave Judge ad vocate. We' eiic: dc d our rights as long as we could, but my Guardian made Lh rule absolutie, and on Thursday soplial and I set forward in the contest of"
0048203300_000010,"A journey to London. Being part of a comedy. Written by the late Sir John Vanbrugh, Knt. and printed after his own copy: which (since his decease) has been made an intire play, by Mr. Cibber. And call'd, The provok'd husband, &c.",John Vanbrugh,75,0,0,1,2,0,1,0,1,3,1,1,0,0,0,1,0,1,2,0,1,0,1,2,2,0,0,1,6,0,2,0,0,0,1,0,1,8,2,0,1,12,3,0,0,2,2,0,0,0,3,1,4,0,0,1,3,0,1,1,1735,1,1,"London : printed for John Watts, MDCCXXXV. [1735].",London,57,male,1664,1726,TRUE,"is at the very Tip Top of it -- tis pity, poor Lady , the fliou'd meet with any Discouragements. La. Head. Difcduragements! from whence pray ? Mrs. Moth. From Home sometimes- -- -- Lord a La. Head. What does he do? Mrs. Moth. But one should not talk of"
1216900301_000036,"The stage-Coach: containing the character of Mr. Manly, and the history of his fellow-travellers. ...","Smythies, Miss",61,2,2,1,0,0,2,0,0,2,0,1,1,1,0,2,1,0,0,0,1,2,0,5,1,0,0,0,2,0,0,1,2,0,0,1,0,2,0,1,0,8,1,1,1,0,0,1,3,2,1,0,2,1,2,2,2,0,0,1,1754,1,2,"Dublin : printed for J. Esdall, on Cork-Hill; and S. Price, in Dame-Street, 1754.",Dublin,142,female,1753,1759,FALSE,"me this detail; and he as"" "" me, notwithstanding the cruel vicissitudes · of fortune they had experienced, they were so  for from repining at the dispensations of provi  dence, that they were full of acknowledgments  for the blessings of health, and a competency  upon which"
0099500100_000011,"A compleat collection of genteel and ingenious conversation, according to the most polite mode and method, now used at court, and in the best companies of England. In several dialogues.",Jonathan Swift,115,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2,0,0,2,3,0,0,8,17,0,2,0,0,0,1,2,0,6,5,0,1,17,0,8,0,1,2,0,0,0,2,0,3,3,1,8,3,0,3,5,1738,1,1,"Dublin : printed by and for George Faulkner, M,DCC,XXXVIII. [1738].",Dublin,96,male,1667,1745,TRUE,"Miss . Well, who was it? Nev. Why, one that lives within a Mile of an Oak. Miss . Well; go hang yourself in your own Garter; for I'm fare the Gallows groans for you. Nev. Bite! Miss , I was but in Jest. Mis. Well, but don't let that"
0160600102_000007,"Belinda, or, the fair fugitive. A novel. By Mrs. C- Dedicated To Her Grace The Duchess Of Marlborough. In two volumes. ...","C., Mrs.",64,1,1,1,1,0,1,0,1,0,1,4,0,3,0,1,0,1,1,1,1,4,1,1,2,0,0,1,5,2,2,0,1,0,0,1,3,0,0,2,1,4,2,0,0,0,0,1,1,0,0,1,3,1,0,2,1,1,0,2,1789,2,2,"London : printed for G. Allen, at his Circulating Library, Duke's Court, ST. Martin's Lane, M.DCC.LXXXIX. [1789].",London,219,female,,,FALSE,"saw and spoke to my lovely young friend there raft night , I confess I amn rather surprised you were so late this morning in making farther inquiry, though' as it unluckily happens you could not very well have called before the hour they fct out; indeed if Miss Mennill"
0531800500_000023,"Sophronia: or, letters to the ladies.",,64,0,0,0,0,0,1,0,0,0,1,2,4,1,0,4,1,1,2,1,1,2,1,2,1,0,0,1,5,1,0,1,0,0,1,1,0,1,4,0,1,0,0,1,1,0,0,1,1,1,0,1,1,5,4,1,2,1,0,3,1775,1,1,"London : printed for J. Bew, No. 28, Pater-Noster-Row, 1775.",London,256,unknown,,,FALSE,"we were sate down again, Aspasia said, ihe left part of her sifter's. story to be told by herself ; but mhe had ~.~~ ~~~..""~ dif~ dispatched a great deal of business in a very little time, for she was just come from being married to Sir Harry Bellair. We"
0555400502_000011,Barham Downs: or memoirs of the Whitaker family. With anecdotes of Lord Winterbottom. A novel. In two volumes. ...,Robert Bage,66,1,0,1,0,1,0,2,1,0,1,4,0,0,0,2,2,2,3,1,0,1,3,3,0,0,0,2,1,1,2,1,3,1,1,0,2,0,0,0,0,4,1,1,2,1,1,0,2,0,1,2,3,0,0,0,4,1,1,0,1786,2,2,"Dublin : printed by S. Colbert, No. 136, Capel-Street, 1786.",Dublin,236,male,1728,1801,FALSE,"have my siser of the party. She asked my father's leave . My father refused it. At length came a letter from Lord Winterbottom lamenting his hard fate that at las when he began to have hopes of happiness , he mufl lose it by my filer's want ot health,"
1216900301_000028,"The stage-Coach: containing the character of Mr. Manly, and the history of his fellow-travellers. ...","Smythies, Miss",55,0,1,0,1,0,1,0,0,1,1,0,0,2,1,2,1,0,1,2,0,2,0,0,2,0,0,1,4,1,0,2,0,1,2,1,0,1,1,0,3,2,0,0,3,2,1,0,1,1,0,1,1,1,0,2,2,2,1,0,1754,1,2,"Dublin : printed for J. Esdall, on Cork-Hill; and S. Price, in Dame-Street, 1754.",Dublin,142,female,1753,1759,FALSE,"and I should think ""it a more rational procedure, putting duty out "" of the question, to solicit that of heaven in our "" afflitions, than to make our complaints to weak mortals, who are as impotent as ourselves. In my Tour through England a few years ago, I """
0110201101_000025,"The feelings of the heart; or, the history of a country girl. Written by herself, and addressed to a lady of quality. In two volumes.",Country girl,63,0,2,2,0,1,2,0,0,2,2,2,1,1,0,1,4,0,1,1,1,2,2,2,0,0,1,1,2,0,1,2,6,1,0,1,0,0,0,0,0,2,0,2,1,1,0,1,1,3,1,1,2,3,0,1,0,0,0,0,1772,1,2,"London : printed for F. and J. Noble, 1772.",London,241,female,,,FALSE,"confe "" quence demands my presence in town: "" I must set off immediately."" K 6 ""What ""What affair?"" alked the Duke eagerly. ""I am not at liberty to reveal it."" No, thought I, that would not be quite so prudent. ""It concerns a friend of mine, in whose affairs"
1466000300_000013,The King and the Miller of Mansfield. A dramatic tale. As it was acted at the Theatre-Royal in Drury-Lane. By R. Dodsley.,Robert Dodsley,77,0,1,1,0,1,0,0,1,2,0,2,1,0,0,1,2,1,3,1,0,0,3,2,3,7,2,4,1,0,2,1,0,1,1,3,2,2,1,0,0,5,0,0,1,0,1,1,0,1,4,0,7,1,0,0,0,3,1,0,1751,1,1,"London : Printed for the author at Tully's-Head, Pall Mall, MDCCI. [1701].",London,59,male,1703,1764,TRUE,"much below me  ow. If ever I vted, Fll hold up my Head, And be a fne Lady , 1 vow, And so, Sir, your very humble Servant , segreeaf Ly Vod, Greenewood. Nay, Madam , you shall not leave me yet, I have something more to say before"
0376200702_000003,The history of Miss Betsy Thoughtless. In four volumes. ...,Eliza Haywood,76,1,3,0,0,1,1,0,1,0,1,0,3,1,0,1,3,0,1,2,1,3,2,0,1,0,0,0,6,2,1,0,1,0,3,1,0,0,1,1,1,10,0,0,2,0,0,0,2,1,0,0,4,2,3,1,0,1,0,7,1768,2,4,"London : printed for L. Gardner, opposite St. Clement's Church in the Strand, M.DCC.LXVIII. [1768].",London,293,female,1693,1756,TRUE,"on the other hand , to take from them all remains of doubt concerning the sincerity of his intentions, sealed the letter he had wrote to Mr Trueworth, and sent it to that gentleman , while they were in the room . Mr. Goodman was extremely pleased in his mind"
0022400600_000010,"The adventures of a cork-screw; in which, under the pleasing method of a romance, the vices, follies and manners of the present age are exhibited and satirically delineated. Interspersed with Striking Anecdotes, characters and actions of persons in real life; All drawn to promote Virtue, expose Vice, and laugh Folly out of Countenance.",,64,0,2,1,0,0,2,0,1,1,0,5,1,0,1,1,1,2,1,1,2,1,0,1,3,0,0,1,1,2,1,0,2,1,2,1,3,0,2,2,3,1,0,1,2,0,0,3,3,0,0,0,0,1,1,0,1,1,1,1,1775,1,1,"London : printed for and sold by T. Bell, No 26, Bell yard, Temple Barr, MDCCLXXV. [1775].",London,195,unknown,,,FALSE,"of the day, he was somewhat elevated with the liquor, which joined to his his natural warmth of temper made him propose to the lady to retire to rejf, which was immediately accepted: but as we would not wi!h to diiturb their repose, we shall for very obvious reasons, here"
1473200500_000042,"The dramatic works of Sir Richard Steele, Knt. Containing, the funeral. The tender husband. The lying lover. The conscious lovers. To which is prefixed, an account of his life and writings.",Richard Steele,72,0,0,1,0,0,0,0,1,1,1,0,1,1,1,2,1,2,1,1,2,1,0,0,0,0,1,1,6,1,1,0,0,0,6,1,2,7,3,3,0,0,0,0,1,2,2,1,0,1,1,0,3,1,1,0,0,1,1,8,1761,1,1,"London : Printed for J. and R. Tonson, S. Crowder, T. Caslon, T. Lownds, H. Woodgate, and S. Brookes, MDCCLXI. [1761].",London,321,male,1672,1729,TRUE,"must be very little , or we thane have Rooni for him. ah~ece. A Dwarf cannot be too little . C'ler. I'll make him a Blackamoor, to diftinguiifn hinx from the other too powerful darf- -- three ~cpid I'll place that beautcoas. Boy near you, twill look very natural --"
0380400202_000023,"Female stability: or, the history of Miss Belville. In a series of letters by the late Miss Palmer. ...","Palmer, Miss",79,0,0,2,1,0,0,0,0,1,0,2,0,1,0,1,0,0,4,3,1,1,1,2,2,0,0,3,7,0,1,5,1,0,2,0,0,0,0,1,0,4,0,4,1,2,1,1,2,3,1,0,1,2,1,0,7,1,1,5,1780,2,5,"London : printed for F. Newbery, the Corner of St. Paul's Church-Yard, M.DCC.LXXX. [1780].",London,277,female,,,FALSE,"if ihe behaved well. She overwhelmed me with the effusions of her gratitude, and promised never again to swerve from what was right. I left her, and returned to the Grove with that heartfelt serenity that must ever atterid doing a good ation. William was surprised at my long. stay,"
0027400304_000036,"Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life. In seven volumes. To each of which is added, a table of Contents. The fourth edition. In which many passages and some letters are restored from the original manuscripts. And to which is added, an ample collection of such of the Moral and Instructive sentiments interspersed throughout the Work, as may be presumed to be of general Use and Service. ...",Samuel Richardson,71,3,0,0,0,0,2,0,0,1,3,1,0,2,1,3,0,0,1,0,1,2,1,1,0,0,0,4,5,2,1,0,1,0,0,0,2,0,3,0,1,1,0,0,3,0,6,1,2,0,0,2,2,3,4,1,2,0,1,2,1751,4,7,"London : printed for S. Richardson: and sold by John Osborn, in Pater-Noster Row; by Andrew Millar, over-against Catharine-Street in the Strand; by J. and J. Rivington, in St. Paul's Church-yar[d] and by J. Leake, at Bath, M.DCC.LI. [1751].",London,413,male,1689,1761,TRUE,"appealed to me by all the gentlemen; and which  might have been attended with bad consequences) no two Brothers have a more cordial esteem for each  other. You know , Mr. Lovelace, that there is a consent, as I may call it, in some minds , which will"
1205801500_000006,Sir John Cockle at court. Being the sequel of The king and the miller of Mansfield. A dramatick tale. By R. Dodsley.,Robert Dodsley,79,0,1,1,0,1,0,0,1,2,0,2,1,0,0,1,2,2,3,1,0,0,3,1,2,7,2,4,2,0,2,0,0,1,2,4,2,2,2,0,0,5,0,0,1,0,1,0,0,1,4,0,7,1,0,0,0,3,2,0,1738,1,1,"London : printed for R. Dodsley, at Tully's Head in Pall-Mall; and sold by T. Cooper, at the Globe in Pater-Noster-Row, 1738.",London,42,male,1703,1764,TRUE,"and Grandeur, to live in a Cottage on a little Farm. Tis true, I shall be independent of all the World ; my Farm, however small, will be my own, unmortgaged. M( () mis. Pfha! can you buy me fine Clothes? Can you keep me a Coach? Can you make"
0056400100_000032,"A master-Key to popery. By the Reverend Mr. Anthony Gavin, born and educated in Spain, some Years Secular Priest in the Church of Rome, now Minister of the Church of England. This Master-Key will help us to reveal What Pranks are plaid in the Confessional: How haunted Virgins have been dispossest, And Devils were cast out to let in Priest.","Gavin, Antonio",79,0,0,2,1,0,2,0,0,0,2,6,0,0,2,2,2,0,1,0,0,1,1,2,1,0,0,2,12,1,2,4,7,1,0,1,1,1,2,3,1,0,0,0,2,2,2,0,0,0,2,0,0,1,3,0,1,0,2,1,1725,1,1,"[London] : Printed at Dublin: reprinted at London for J. Walthoe, jun. over-against the Royal-Exchange in Cornhill, M.DCC.XXV. [1725].",London,186,male,,,FALSE,"do anything to disquiet a gentlewoman. The credulous confeftor, believing every syllable, went over to the eicglijh officer, and told him the message, asking his pardon for the liberty he took, which he could not avoid as being the lady's confeflor. T I E officer, who was of a fiery"
0013600301_000065,The history of Betty Barnes. In two volumes. ...,,67,1,3,0,2,0,1,0,1,0,1,1,1,1,0,0,2,0,2,1,2,7,0,1,2,0,0,1,6,0,1,2,0,3,3,1,1,1,0,0,0,0,0,1,0,3,2,1,0,2,2,0,0,0,1,0,3,1,0,3,1753,1,2,"London : printed for D. Wilson and T. Durham, at Plato's Head, in the Strand, MDCCLIII. [1753].",London,297,unknown,,,FALSE,"full of stains, so spotted with grease, and besmeared with grime, that it was difficult to discover its original colour. It was rent in above a hundred places: the bottom was surrounded. with rags, some of which trailed on the floor, and under each arm might be seen a kind"
1140100202_000073,"The adventures of Mr. Loveill, interspers'd with many real amours of the modern polite world. ...",,68,0,2,1,0,1,3,0,0,1,3,0,5,1,0,0,0,1,1,1,3,3,0,1,2,0,0,0,10,0,1,0,0,1,1,0,1,2,4,2,0,3,2,1,0,0,0,0,1,3,0,0,0,0,4,1,0,0,0,2,1750,2,2,"London : printed for M. Cooper, at the Globe in Pater-Noster Row, M.DCC.L. [1750].",London,333,unknown,,,FALSE,"confessed it to him. He told her, that though' he could not marry her after what she had told him of, he should reverence and compassionate her memory for ever; and that though' to his unspeakable misery he was compelled to cease to be the lover, he would for ever"
0050300101_000042,"Jones's British theatre. Vol. II. Containing, I. The fair Penitent. II. The Mourning Bride. III. Zara. IV. Venice Preserved.",,70,0,1,2,0,1,1,0,1,1,2,3,1,1,1,3,0,1,2,1,3,2,0,2,1,0,0,6,6,1,1,0,0,0,4,0,1,5,4,0,0,1,0,2,0,0,0,0,0,0,0,2,1,0,2,0,2,0,1,1,1795,1,10,"Dublin : printed by John Chambers, for William Jones, No. 86, Dame-Street, 1795.",Dublin,360,unknown,,,FALSE,"out in this way, when you know how it shocks my tender nerves? Co! Sblood, Madam , it's enough to make a man mad. .Lay, M. Hartshorn!!! Mr. Jes. Colonel! Col. Do you hear the puppy? Mlr. Jes. Will you give me leave to ask you one question?? I don't"
0017100104_000087,"The history of Sir Charles Grandison. In a series of letters. By Mr Samuel Richardson, Author of Pamela and Clarissa. In eight volumes. ...",Samuel Richardson,70,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,5,0,0,3,1,0,0,1,2,0,3,2,3,1,1,1,3,2,0,2,0,1,2,0,1,3,2,0,2,2,0,1,5,1,6,0,1,2,1,1,1776,4,8,"London : printed for John Donaldson, corner of Arundel-Street, No. 195. in the Strand. Sold by T. Wilson, at York: A. Smith, Halifax; D. Akenhead, Newcastle: W. Darling, Edinburgh: W. Boyd, Dumfries: W. Anderson, Stirling: Angus and Son, Aberdeen: and L. Flin, Dublin, M,DCC,LXXVI. [1776].",London,310,male,1689,1761,TRUE,"to you, and direa the observances of my advice. Some rhing like this he said; but in a better manner than I can say it. He calls me oftener cid, madam , than anything tife, nhen we are alone together; and is not quite o free, I think , at"
0601001402_000074,The select works of Mr. John Dennis. In two volumes.,John Dennis,77,0,0,1,3,0,5,0,0,1,0,2,2,0,0,6,2,0,0,1,0,0,3,0,3,0,0,3,4,1,1,2,0,1,2,0,4,7,1,2,2,0,0,1,3,1,2,1,0,0,2,1,1,0,2,0,2,0,0,2,1718,2,2,"London : printed by John Darby in Bartholomew-Close., M.DCC.XVIII. [1718].",London,538,male,1658,1734,TRUE,"Mr. Bull, on the other fide of the Water this Liquor is grow n mightily in use among Women of my Quality. Do they use it here? Bull f. Gadsbud, Madam , they drink nothing elfe; formerly, saving your Ladyship's Presence, only Bawds drank Brandy, but now the poor Jades"
0509400802_000029,"The vicar of Wakefield. A tale. By Dr. Goldsmith. Two volumes in one. Embellished with woodcuts, by T. Bewick.",Oliver Goldsmith,63,1,4,1,2,0,2,0,2,2,1,3,0,0,2,3,0,2,0,1,2,1,0,0,1,0,0,2,3,0,1,1,0,0,2,1,2,3,3,0,0,3,0,2,1,1,0,0,0,0,0,1,1,0,2,1,0,0,0,3,1798,2,2,"Hereford : printed and sold by D. Walker; sold also by G. Sael, London, 1798.",Hereford,111,male,1728,1774,TRUE,"I, that question flings me to the  heart ; I was once indeed happy in a daughter , but  her miseries' Another interruption here prevented me; for who fiould make her appearance but Miss Arabella Wilmot, who was tile next day to have been married to Mr. Thornhill."
0244100107_000098,"The works of Henry Fielding, Esq; with the life of the author. Vol. I.",Henry Fielding,82,1,0,1,0,0,1,0,0,0,0,6,9,1,0,7,1,4,1,0,0,1,1,0,1,0,0,1,8,1,1,0,0,0,5,0,0,0,4,2,1,2,0,4,1,0,2,0,0,1,0,2,1,1,1,0,3,1,0,5,1784,7,10,"London : printed for W. Strahan, J. Rivington and Sons, T. Payne, S. Crowder, T. Longman, J. Robson, C. Dilly, G. Kearsly, G. Robinson, J. Johnson, T. Cadell, T. Lowndes, R. Baldwin, W. Cater, G. Nicol, S. Bladon, J. Murray, W. Otridge, J. Sewell, W. Lane, J. Bowen, and W. Fox, MDCCLXXXIV. [1784].",London,551,male,1707,1754,TRUE,"at first raised our fears. Thus it happened to Nightingale, who no sooner found that Jones had no demand on him, as he uipe&ted4 suspected, than he began to be pleased with his presence.  Pray , good Sir,  said he,  be pleased to sit C down. I"
0728000101_000022,"Anna, or, memoirs of a Welch heiress. By Mrs. Bennett, Author of Ellen Countess of Castle Howell, &c. &c. Fourth edition. In four volumes. ...",Anna Maria Bennett,64,0,0,1,1,1,4,0,0,2,4,2,3,3,1,0,0,1,2,0,0,1,3,0,1,0,0,2,5,0,0,2,0,0,1,0,0,1,0,0,0,4,0,2,3,1,0,0,1,1,3,1,0,2,1,0,1,0,0,3,1796,1,4,"London : printed for William Lane, at the Minerva-Press, Leadenhall-Street, M.DCC.XCVI. [1796].",London,242,female,1760,1808,FALSE,"the motive called for thanks and acknow iedgmnents; yet, though they did not refuse, neither did they court , the good offi -- ces of their officious friend on an occasion about which they were perfectly indifferent.. However,. tle following morning Colo -- nel Gorget's servant was sent with the"
0291800203_000106,"Memoirs for the history of Madame de Maintenon ... Translated from the French, by the author of The female Quixote. In three volumes. ...","La Beaumelle, M. de (Laurent Angliviel)",71,0,1,1,4,1,5,0,0,2,1,2,1,1,1,2,1,0,1,2,0,1,0,1,1,5,0,1,6,0,1,0,1,0,1,0,1,13,1,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,2,0,1,0,0,4,1758,3,3,"Dublin : printed for A. and H. Bradley, P. Wilson, J. Exshaw, and S. Cotter, 1758.",Dublin,322,male,1726,1773,FALSE,"immediately to tlhe princess, who was at play, and, being a little discomposed, made no answer to what : he said; but, being importuned by madame de Mouchi, he at last said twice, Let them have her, but would not give an order under her hand . Some Some time"
0670600102_000046,"The dramatic works of Samuel Foote, Esq; To which is prefixed a life of the author. In four volumes. ... . Containing Taste. The Englishman at Paris. The Author. The Englishman returned from Paris. The Knights. and The Mayor of Garrat.",Samuel Foote,82,0,1,0,0,0,0,0,0,5,0,3,1,1,1,2,2,2,2,1,0,0,1,3,1,0,0,4,12,0,1,1,0,1,2,0,1,9,2,1,1,5,0,2,0,0,2,0,0,2,1,2,2,0,0,0,1,1,0,3,1788,2,4,"London : printed for J. F. and C. Rivington, R. Baldwin, T. Cadell, W. Lowndes and S. Bladon, 1788 [1789?].",London,300,male,1720,1777,TRUE,"meet them. 2 Wild. Oh, there we fiall.foon rid our hands of the troop. now, Papillion, 1 have news for you. My father has got to the bottom of the mhole Abington bufinels. Pap. The deuce! T. Wild. We parted this moment. Such a scene! Pap. And what was the"
0555600202_000063,The history of Betty Barnes. In two volumes. |...,,75,2,0,2,0,0,0,0,0,1,0,3,5,1,0,5,0,5,1,1,2,2,1,3,0,0,0,2,5,0,1,1,0,1,0,0,0,0,4,1,0,6,0,0,1,2,0,1,2,0,0,1,3,0,2,1,4,0,2,1,1770,2,2,"London : printed for James Fleming, in Pater-Noster-Row, M,DCC,LXX. [1770].",London,230,unknown,,,FALSE,"Possession of seven hundred Pounds; but he wisely considering, that so much Money saved was equal to Co much got, infleadof Bank Bills, itndered herhis Person in holy Wedlock. It would have been ridciulous in her to have refulied him on Account of any former Indignities; for a Woman ,"
0306400400_000012,"The fugitive: a comedy. As it is performed at the King's Theatre, Haymarket. By Joseph Richardson, Esq. Barrister at Law.",Joseph Richardson,81,1,0,1,3,0,1,0,0,2,0,4,0,0,0,0,0,1,2,3,0,2,0,2,1,0,0,2,0,0,1,2,0,1,1,0,0,7,0,2,1,13,1,10,0,0,2,1,0,1,1,3,1,1,2,0,2,0,1,2,1792,1,1,"London : printed for J. Debrett, opposite Burlington-House, Piccadilly, MDCCXCII. [1792].",London,95,male,1755,1803,FALSE,"of this at last. Who'd have thought she'd been such a proud man's daughter , so as Ihe be humbled herself to me -- I hope she hant given me the slip, though. -- If the is fairly out of the house , I dares not follow her. But I"
