PassageID,Title,Author,Total termFreq,termFreq(barbauld),termFreq(beauti),termFreq(breast),termFreq(burn),termFreq(charm),termFreq(coleridg),termFreq(collin),termFreq(crabb),termFreq(creat),termFreq(deep),termFreq(eastern),termFreq(emot),termFreq(even),termFreq(fair),termFreq(fanci),termFreq(feel),termFreq(fire),termFreq(friend),termFreq(gaze),termFreq(geniu),termFreq(gloom),termFreq(glow),termFreq(heart),termFreq(heaven),termFreq(imagin),termFreq(joi),termFreq(jone),termFreq(love),termFreq(man),termFreq(melancholi),termFreq(mind),termFreq(mountain),termFreq(muse),termFreq(music),termFreq(natur),termFreq(night),termFreq(orient),termFreq(pain),termFreq(power),termFreq(repos),termFreq(schiller),termFreq(smith),termFreq(soft),termFreq(solemn),termFreq(song),termFreq(soul),termFreq(sound),termFreq(still),termFreq(sublim),termFreq(sweet),termFreq(thee),termFreq(thou),termFreq(thy),termFreq(view),termFreq(wild),termFreq(written),termFreq(youth),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0419600300_000048,"The seasons. Containing, Spring, Summer, Autumn, Winter. Also, Poems on several occasions. By James Thomson, Esq; With his last Corrections and Additions. To which is prefixed, an Account of the Life and Writings of the author. Adorn'd with Copper-Plates.",James Thomson,72,0,0,1,1,2,0,0,0,0,3,0,0,1,2,1,0,2,4,0,1,1,1,5,1,0,3,0,1,0,0,4,0,4,1,2,2,0,0,1,0,0,0,1,2,1,7,1,0,0,0,2,5,6,0,0,1,2,1767,1,1,"Dublin : printed for R. Bell, in Stephen-Street, M,DCC,LXVII. [1767].",Dublin,233,male,1700,1748,TRUE,"reserve, And mount my roaring soul to thoughts like yours. Silence, thou lonely power ! the door be thine; See on the hallowed hour that none intrude, 54s Save a few chosen friends , who sometimes deign To bless my humble roof, with sense refined, Learning digefred well, exalted faith,"
0246801400_000010,The poetical works of Mr. William Collins. With memoirs of the author; and observations on his genius and writings. By J. Langhorne.,William Collins,72,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1,3,0,1,0,1,1,2,1,0,0,0,4,1,1,1,0,3,2,2,0,0,0,1,0,0,0,2,1,2,1,4,2,0,3,4,5,9,2,4,0,2,1765,1,1,"London : printed for T. Becket and P. A. Dehondt, at Tully's Head, near Surry Street in the Strand, MDCCLXV. [1765].",London,182,male,1721,1759,TRUE,"Farewell the porch, whose roo' is seen, Arched with th' enlivening olive's green: Where Science, pranked in tissued vest, By Reason, Pride, and Fancy dressed, Comes like a bride, so trim arrayed, To wed with Doubt in Plato's hade! Youth [ 77 i Youth of the quick uncheated sight, Thy"
0175500100_000032,"A tour through part of France, containing a description of Paris, Cherbourg, and Ermenonville; with a rhapsody, composed at the tomb of Rousseau. In a series of letters.","Monckton, G.",99,0,0,2,1,2,0,0,0,0,0,0,0,0,4,1,4,3,1,1,2,0,2,1,0,0,2,0,13,0,0,3,1,1,0,5,0,0,0,3,0,0,0,2,0,0,5,0,1,1,3,3,5,23,0,1,0,3,1789,1,1,"London : printed for T. Cadell, Strand, MDCCLXXXIX. [1789].",London,328,unknown,,,FALSE,"the gloomy covert of the glade My supplicating firings I tune; And rapt in fixed attent out watch the waning moon. Say, where thy favoured seat, thy temple lies? Where in thy radiance dost thou deign In splendid majesty to reign, And dazzle, with thy lufire, human eyes! I've sought"
1143400100_000006,Poems by Mr. Gray.,Thomas Gray,61,0,0,0,1,0,0,0,0,0,4,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,4,2,0,1,2,3,1,1,2,1,1,1,0,0,0,2,2,1,1,1,0,2,2,2,1,13,0,0,0,1,1793,1,1,"Parma : printed by Bodoni, MDCCXCIII. [1793].",Parma,122,male,1716,1771,TRUE,"With Justice to herself severe, And Pity dropping soft the sadly pleasing tear. Oh, gently on thy suppliant's head, Dread Goddess, lay thy chast'ning hand! Not in thy Gorgon terrors clad, Nor circled with the vengeful band (As by the impious thou art seen) With thundering voice, and threatening mien,"
0934100101_000025,"The miscellaneous works, in prose and verse, of Mrs. Elizabeth Rowe: Published by her Order, By Mr. Theophilus Rowe. To which are added, Poems on Several Occasions, By Mr. Thomas Rowe. And to the Whole is prefixed, An Account of the Lives and Writings of the Authors. In two volumes.",Elizabeth Rowe,61,0,3,1,0,4,0,0,0,1,0,0,0,2,2,2,0,3,0,1,1,1,0,2,2,0,3,0,3,0,0,2,0,3,1,0,1,0,1,1,0,0,0,1,0,3,2,1,3,2,1,0,1,4,3,0,0,0,1749,1,2,"London : printed for Henry Lintot, MDCCXLIX. [1749].",London,367,female,1674,1737,TRUE,"raise, But slow to censure what you cannot proife. The spleen over you never flieds his baleful ray,. You fill enjoy, aand give unsullied day.! No hideous pedantry with learned noire Confounds the music of the female voice But while the wifeif maxims you infuse, With rapture we attend, ad"
1409701400_000005,"A poem, addressed to a young lady. In three parts. Part 1. Descriptive and moral. 2. On love and friendship. 3. The caution. [Three lines in Latin from Ovid] Written at Antiqua.","Russell, Joseph",96,0,3,0,0,2,0,0,0,0,1,0,0,0,6,0,4,3,1,1,1,0,3,12,0,0,2,0,10,2,1,5,0,0,1,3,0,0,0,1,0,0,0,2,0,2,2,1,5,0,2,7,1,7,2,1,0,2,1773,1,1,"Boston : Printed by Green and Russell, 1773.",Boston,33,male,1734,1795,FALSE,"blind; Which a -22 Which oft prevent the sympathetic ties, Or the soft union utterly deitroys; We nor attempt, nor in ungentle strain, Of the inconstant heart would now complain; i15. Sufficient tis to guard from future harms, And point to bliss that's worthy of those charms , To curb"
1042701100_000028,"The seasons, by James Thomson. A new edition. Adorned with a set of engravings from original designs. To which is prefixed An essay on the plan and character of the poem, by J. Aikin.",James Thomson,82,0,1,1,2,1,0,0,0,0,4,0,0,2,1,1,0,1,2,0,2,1,1,3,4,0,1,0,2,1,0,2,1,3,0,2,0,1,0,1,0,0,0,0,0,1,3,0,3,1,0,3,1,27,0,1,0,1,1779,1,1,"London : printed for J. Murray, No. 32, Fleet Street, MDCCLXXIX. [1779].",London,306,male,1700,1748,TRUE,"sickness. HEAVENS ! HEAVENS ! what a goodly profpet spreads around, Of hills, and dales, and woods, and lawns, and spires, And glittering towns, and gilded fireams, till all The stretching landscape into smoke decays! i440 Happy BRITANNIA! where the QUEEN OF ARTS, Inspiring vigour, LIBERTY abroad Walks, unconfined, even"
0373600200_000012,"The poetical miscellany; consisting of select pieces from the works of the following poets, viz. Milton, Dryden, Pope, Addison, Gay, Parnel, Young, Thomson, Akenside, Philips, Gray, Watts, &c. For the use of schools.",,84,0,2,1,0,1,0,0,0,0,4,0,0,1,2,2,1,0,3,0,2,1,0,4,3,0,1,0,4,1,0,3,0,3,0,5,0,1,1,3,0,0,0,2,0,3,3,0,6,2,0,2,1,13,0,3,0,0,1762,1,1,"London : printed for T. Becket and P. A. de Hondt, at Tully's Head, in the Strand, MDCCLXII. [1762].",London,348,unknown,,,FALSE,"rise again, In all thy native pomp of freedom bold. Bright, at his call, thy age of Men effulg'd, Of Men on whom late time a kindling eye Shall turn, and tyrants tremble while they read. Bring every sweetest flower, and let me strew The grave where RUSSEL lies; whole"
0857200300_000088,"The speaker; or, miscellaneous pieces, selected from the best English writers, and disposed under proper heads, with a view to facilitate the improvement of youth, in reading and speaking. To which is prefixed an essay on elocution. By W. Enfield, LL.D. Lecturer of the belles lettres in the Academy at Warrington.",William Enfield,67,0,4,2,1,1,0,0,0,1,3,0,1,1,1,0,3,0,1,0,2,0,0,2,2,1,4,0,4,4,0,3,3,2,0,3,3,0,1,2,0,0,0,0,1,3,2,0,2,0,0,0,0,0,1,2,0,1,1798,1,1,"London : printed for William Osborne, M.DCC.XCVIII. [1798].",London,472,male,1741,1797,FALSE,"beds Oft of gay care, he tosses out the night . Or melts the thoughtless hours in idle slate? What though' he knows not those fantastic joys , That fill amuse the wanton, still deceive; A face of pleafture, but a heart of pain ; Their hollow moments undelighted all?"
1241300200_000011,"The seasons, by James Thomson, with his life and notes. Embellished with fourteen plates.",James Thomson,74,0,0,0,0,1,0,0,0,0,0,0,0,2,3,1,2,0,2,1,1,2,0,7,1,0,3,0,9,1,1,1,1,2,1,4,0,0,0,1,0,0,0,3,0,1,3,0,4,1,2,0,1,8,1,1,0,2,1794,1,1,"London : printed for Iohn Stockdale, Piccadilly, 1794.",London,319,male,1700,1748,TRUE,"Pure serenity apace Induces thought, and contemplation dtill. By swift degrees the love of Nature works, Alnd warms the bosom; till at last sublime To rapture, and enthusiastic heat, We feel the present DEITY, and taste The joy of GOD to see a happy world! These are the sacred feelings"
0475800101_000013,"The poetical works of the Rev. Samuel Bishop, A. M. Late Head-Master Of Merchant-Taylors' School, Rector Of ST. Martin Outwich, London, And Of Ditton In The County Of Kent, And Chaplain To The Bishop Of Bangor. To which are prefixed, Memoirs of the life of the author, by the Rev. Thomas Clare, A. M. ...",Samuel Bishop,60,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,3,0,1,1,2,4,1,0,5,0,2,0,0,0,0,3,1,1,0,0,1,1,3,0,0,2,2,1,0,2,6,0,2,0,0,2,3,0,1,3,1796,1,2,"London : printed by A. Strahan; and sold by Messrs. Cadell and Davies, in the Strand; Mr. Robson, New Bond Street; Mr. Walter, Charing Cross; Mr. Dilly, Poultry; Messrs. White, Fleet Street; Messrs. Rivington, St. Paul's Church Yard; Mr. Payne, Mews Gate; Messrs. Fletcher and Hanwell, and Mr. Cooke, at Oxford; Mr. Deighton, and Mr. Lunn, at Cambridge; and Mr. Bulgin, at Bristol, 1796.",London,396,male,1731,1795,FALSE,"scope; Soon Isis on her verdant fide, Beheld with honourable pride, VOL. I. p An An added group, rich culture share, And in long series flourish fair ; Transplanted to her sweet repose , From this scholastic spot, this MANOR OF THE ROSE. III I. Tis Fate's peculiar charge, tis"
0360500100_000077,"The speaker: or, miscellaneous pieces, selected from the best English writers, and disposed under proper heads, with a view to facilitate the improvement of youth in reading and speaking. To which is prefixed An essay on elocution. By William Enfield, LL. D. Lecturer on the Belles Lettres in the Academy at Warrington.",William Enfield,61,0,0,0,1,1,0,1,0,0,1,0,1,3,0,1,3,1,0,0,0,0,2,1,3,0,2,0,2,1,1,2,1,1,1,2,1,0,0,1,0,0,0,1,1,3,2,1,0,0,1,2,0,11,0,1,0,4,1785,1,1,"London : printed for J. Johnson, St. Paul's Church-Yard, MDCCLXXXV. [1785].",London,441,male,1741,1797,FALSE,"broke, In thy divine emotions spoke! Hither again thy fury deal, Teach me but once like him to feel : His cypress wreath my meed decree, And I, 0 Fear! will dwell with thee . COLLINS . C H A P. XIV ODE TO TRUTH. S AY, will no white"
1690800107_000195,"The European magazine, and London review; containing the literature, history, politics, arts, manners and amusements of the age. By the Philological Society of London.",Philological Society (Great Britain),99,0,0,3,1,3,0,0,0,0,0,0,0,3,2,1,3,1,3,0,1,1,1,1,1,0,3,0,4,2,0,0,0,1,0,4,1,0,2,3,0,0,0,3,1,0,6,1,3,0,3,8,5,20,3,0,0,1,1785,7,86,"London [England] : printed for John Fielding No. 23, Pater Noster Row; John Debrett, opposite Burlington House, Piccadilly; and John Sewell, No. 32, Cornhill, [1782]-1826.",London,512,unknown,,,FALSE,"L Be mine witlh thee , lorent.o, now to finay, * When Momoing blushes, or when Evening's * shade £ Steals her dark mantle over the lessening  day.  What though' Obscurity her modeti veil. * Impervious to the great, Ihull round us  throw; scontent fh., l teothe"
0111500600_000012,"Poems on various subjects, by Charles Lloyd.",Charles Lloyd,67,0,1,2,0,3,0,0,0,0,1,1,0,4,1,3,2,0,0,0,0,1,3,1,1,0,1,0,1,2,0,1,0,0,0,2,1,3,0,0,1,0,0,1,0,1,3,1,0,0,1,6,7,7,2,0,2,0,1795,1,1,"Carlisle : printed by F. Jollie, for J. Richardson, Penrith; and sold by C. Law, London; Messrs. Pearson and Rallison, Birmingham, M,DCC,XCV. [1795].",,105,male,1775,1839,FALSE,"what, alas! avails the jocund day To uniform distress, tis never may! [ 89 SONNET, Written early in the Morning. COME morning gleam and linger on my breast ! Come early gale and pour thy odorous wealth! And oh! bring Peace! a long forgotten guest, Ye subtle ministers of mental"
0866300300_000023,"The pleasures of imagination. By Mark Akenside, M.D. To which is prefixed a critical essay on the poem, by Mrs. Barbauld.",Mark Akenside,70,0,3,2,0,2,0,0,0,0,1,0,0,0,4,1,2,1,0,0,0,1,0,2,4,1,2,0,6,3,0,3,0,0,2,5,0,0,0,3,1,0,0,1,0,3,5,2,1,2,2,1,1,1,0,2,0,0,1794,1,1,"London : printed for T. Cadell, junior, and W. Davies, in the Strand, by R. Noble, in the Old Bailey, [1794?].",London,201,male,1721,1770,TRUE,"of the mind , The deep felt joys and harmony of sound Result from airy motion; and from shape 460 The lovely phantoms of sublime and fair . By what fine ties hath God conneced things When pretent in the mind , which in themselves Have no connexion? Sure the"
0703000502_000008,Poems by Mrs. M. Robinson.,Mary Robinson,84,0,2,2,1,3,0,0,0,0,1,1,0,2,2,1,1,0,0,0,0,0,4,0,3,0,2,0,1,0,1,1,1,2,0,3,0,0,1,4,0,0,0,4,0,4,4,1,0,0,7,3,1,20,0,1,0,0,1791,2,2,"London : printed by J. Bell, British-Library, Strand, Bookseller to His Royal Highness the Prince of Wales, MDCCXCI. [1791].",London,234,female,1758,1800,TRUE,"MUSE thy graces speak, Thy thrilling chords, thy silver tone, That, as the western breezes sweep, Soft murmuring over the troubled deep , Could calm Afflilion's tempest rude, Till every thought was bliss, and every pang subdued. Now let the MUSE a wreath prepare, A mournful wreath, alas! to bind"
0579101700_000026,"The poetical works of William Shenstone, Esq. Containing Elegies, Odes, Songs, Ballads, &c. Leveties, or Pieces of Humour, and Moral Pieces.",William Shenstone,74,0,1,3,1,2,0,0,0,0,0,0,2,1,5,1,0,0,2,0,0,1,1,2,1,0,1,0,12,0,0,4,0,1,0,0,1,0,2,0,0,0,0,3,0,3,1,0,2,2,1,1,5,6,1,0,1,4,1788,1,1,"London : printed for G. Dilly, near the Mansion-House, MDCCLXXXVIII. [1788].",London,289,male,1714,1763,TRUE,"thy peaceful gloom ; Or thou shalt prove her Danwon's tomb. SONG S N G. XVIL Written in .a Collection of BACCHANAT LIAN SONGS . A' Dieu, ye jovial youths , who join.. To plunge old care in floods of wine; And, as your dazzled eyeballs roll, Discern him struggling"
0239200700_000006,"Original poems and translations. By James Beattie, A.M.",James Beattie,63,0,2,1,0,3,0,0,0,0,3,0,0,0,3,2,0,0,2,2,0,3,4,2,1,0,2,0,3,0,0,1,1,0,1,0,1,0,1,1,0,0,0,2,1,0,5,0,3,0,1,1,0,5,3,1,0,2,1760,1,1,"London [i.e. Aberdeen?] : printed [by F. Douglas, Aberdeen?]; and sold by A. Millar in The Strand, MDCCLX. [1760].",London|Aberdeen.,198,male,1735,1803,FALSE,"clouds, where Fancy's beam amusive plays, Shall heedless Hope his towering fabric raise! Till at Death's touch the fairy visions fly, And real scenes rulh dismal on the eye, And from elysium's soothing flumbcrs torn The lartled soul awakes, to think and mourn. - [ 41 ];; 0 Ye, whose"
1199300106_000029,Roach's beauties of the modern poets of Great Britain carefully selected and arranged in six volumes ...,,58,0,0,0,0,1,0,0,0,0,3,0,0,1,2,1,0,1,1,0,0,1,1,4,2,0,3,0,5,1,1,1,2,2,5,3,2,0,1,0,1,0,0,3,1,0,1,2,1,0,1,0,0,0,0,3,0,1,1793,6,6,"London : printed by and for J Roach, 1793.",London,249,unknown,,,FALSE,"maiden's gall, Nor saintly Spleen, durst murmur at our joy , And wilh envenomed tongue our pleasures pall. For why? there was but one great rule for all To wit, that each should work his own desire, And eat, drink, study, sleep, as it may fall. Or melt the time"
0628500402_000011,The works of James Thomson. With his last corrections and improvements. In four volumes. ...,James Thomson,67,0,3,0,1,1,0,0,0,0,1,0,0,3,1,2,0,2,1,0,1,1,1,3,0,2,0,0,3,2,0,1,1,2,1,2,0,1,0,1,1,0,0,2,0,1,6,0,2,0,1,2,2,11,1,0,0,1,1762,2,4,"London : printed for A. Millar, in the Strand, MDCCLXII. [1762].",London,299,male,1700,1748,TRUE,"fire , and fvord, and rage, and horrid names. 0 O GREECE'! thou sapient nurse of FINER arts! Which to bright science blooming fancy bore, Be this thy praise, that Thou , and.thou. alone, In these hassled the. way, in.thefe excelled, 25z Crowned with the laurel of assenting Time. IN"
0366500501_000021,"Roach's beauties of the poets of Great Britain carefully selected and arranged from the works of the most admired authors Particularly Milton, Pope, Dryder, Thomson, Addison, Goldsmith, Johnson, Young, Blair, Gray, Prior, Theristone, Mallet, Corper, Collins, Parnell, Beattie, Moore, Chatterton, Buckingham, Duncombe, Armstrong, Peroy, Cotton, &c. &c. In six volumes ...",,62,0,2,1,0,1,0,0,0,0,1,0,0,3,2,4,0,0,0,1,0,2,1,0,2,0,2,0,2,0,0,3,1,7,0,3,0,0,0,2,1,0,0,2,3,1,0,2,1,1,3,0,0,5,0,3,0,0,1794,1,6,"London : printed by J. Roach, at the Britannia Printing Office: Weburn Street New Drury Theatre Royal, 1794-[95].",London,237,unknown,,,FALSE,"Io! in the brooks the shepherds plunge the flocks, Whose ceaseless bleating wake the echoing rocks. Their snowy fleece they lose with patient fears, And bow submissive to the sounding shears. At length, clean shorn, they are released again, And once more taste the verdure of the plain, While summer's"
0350900600_000049,"Letters of Abelard and Eloisa. With a particular Account of their Lives, Amours, and Misfortunes. By John Hughes, Esq. To which are added, several poems, By Mr. Pope, and other Authors.",Héloïse,91,0,2,2,0,4,0,0,0,0,1,0,0,0,1,1,1,2,0,1,2,3,2,5,5,0,2,0,8,0,1,0,0,1,0,1,1,0,0,0,0,0,0,4,0,0,9,0,3,0,1,4,3,18,0,3,0,0,1788,1,1,"London : printed for W. Lowndes, B. Law, T. Longman, R. Baldwin and J. Bew, M.DCC.LXXXVIII. [1788].",London,233,female,1101,1164,FALSE,"to flow? Tis he, tis Eloifa's form restore, Once a pure saint, and more than saints adored: She comes in all her killing charms confessed, Glares through' the gloom , and.pours upon my breast ; Bids Heaven's bright guard from Paraclete remove, And drags me back to misery and love"
0739900400_000076,"Lessons in elocution; or, miscellaneous pieces in prose and verse, Selected from the Best Authors, for the perusal of persons of taste, and the improvement of youth in reading and speaking: by William Scott, Teacher in Edinburgh.","Scott, William",65,0,2,0,0,3,0,0,0,0,1,0,0,0,2,2,0,0,1,2,0,2,3,2,3,0,3,0,3,1,0,1,2,0,1,2,1,0,0,1,0,0,0,1,0,1,4,0,5,0,3,1,1,4,3,2,0,2,1779,1,1,"Edinburgh : printed for, and sold by the compiler: also by C. Elliot, Edinburgh; and T. Longman, London [printed by Churnside and Wilson], MDCCLXXIX. [1779].",Edinburgh,454,male,1750,1804,FALSE,"life. This be the female dignity and praise.. 9 : : -.: n.o<a > ..: axe :; .: * X : : i;; :! : - >. 0 N H A PP I N E S S.. O H happiness! our being's end and aim': Good, pleafilre, ease, content! whate'erthyname"
1023100500_000014,"Poems by D. Dakeyne, Jun. of the Middle Temple.","Deacon, Daniel",74,0,4,1,0,6,0,0,0,0,1,0,0,0,6,3,2,2,0,2,0,2,0,0,0,2,5,0,1,0,0,2,1,1,1,2,1,0,0,7,0,0,0,1,0,0,5,0,0,2,5,0,2,1,3,3,0,0,1790,1,1,"Chesterfield : printed for the author by J. Bradley, and sold by Messrs. Rivingtons, St. Paul's Church-Yard, and Mr. Gardner, in the Strand, London, M.DCC,XC. [1790].",Chesterfield,136,unknown,,,FALSE,"scheme his playful thought did form. q2 Oft Oft on a mountain he would sit sublime , And view the vales with Various beauty fair , Inhalethe sweetness of the vernal prime, And taite the freshness of the morning air; Observe Aurora mount her golden car, And gild the fleecy"
0703000501_000012,Poems by Mrs. M. Robinson.,Mary Robinson,70,0,0,2,1,2,0,0,0,0,3,0,0,0,0,0,0,2,2,1,0,0,2,2,4,0,2,0,0,0,0,4,1,1,1,1,1,0,2,3,0,0,0,2,0,2,1,2,0,3,1,2,3,13,2,2,0,0,1791,1,2,"London : printed by J. Bell, British-Library, Strand, Bookseller to His Royal Highness the Prince of Wales, MDCCXCI. [1791].",London,248,female,1758,1800,TRUE,"white sail flutters loud, The gaudy streamers lengthen in the gale, Far from my native shore I bend my way; Yet, as my aching eye Shall view the lessening cliff, Till its stupendous head shall scarce appear Above the surface of the swelling deep ; I'll snatch a ray of"
0499500612_000012,Bell's classical arrangement of fugitive poetry. Vol. XII.,,78,0,1,3,0,1,0,0,0,0,2,0,0,3,4,6,3,1,0,0,0,0,1,6,0,0,2,0,7,0,1,1,2,2,2,2,3,0,0,4,0,0,0,1,0,2,2,1,1,0,2,1,0,9,0,1,0,1,1790,12,12,"London : printed by John Bell, 1790.",London,180,unknown,,,FALSE,"me, fantastic, wing your flight, T' adorn the dream of FALSE delight But now, seen in MONIMIA's air, Can you assume a form less fair , Some idle Beauty's wish supply, The mimic triumphs of her eye? Grant all to me this livelong night , Let charms detain the rising"
0339300700_000008,Poems on several occasions. Written by a young lady.,Charlotte Lennox,117,0,1,5,2,5,0,0,0,0,1,0,0,0,0,1,3,2,1,1,0,0,0,5,0,0,1,0,17,1,1,2,0,1,1,0,1,0,3,1,0,0,0,6,0,1,9,2,7,0,3,5,3,23,1,0,0,1,1747,1,1,"London : printed for, and sold by S. Paterson, at Shakespear's Head, opposite Durham-Yard, in the Strand, MDCCXLVII. [1747].",London,93,female,1729,1804,TRUE,"Mira, come and hlare My Joys , and breath a purer Air, Together let us range the Plains, Amongi the ruflick Nmyphs and Swains In rural Dress, devoid of core, Give to the Winds our flowing Hair, And round the Meadows gaily roam, For Youth does sober Mirth become. Now"
0971500800_000008,"Poems, by Mrs. Mary Robinson.",Mary Robinson,88,0,2,3,1,4,0,0,0,0,1,1,0,1,2,1,1,0,1,0,1,0,4,0,3,0,3,0,1,0,0,1,1,2,0,3,0,0,1,5,0,0,0,4,0,3,4,0,0,0,8,3,1,21,0,1,0,0,1795,1,1,"London : printed by T. Spilsbury and Son; and sold by J. Evans, Paternoster Row, and T. Becket, Pall Mall, [1795?].",London,233,female,1758,1800,TRUE,"where FAMINE droops her head, REASON's balmy banquet spread; Where the bloodstained LAUREL DIES, Oh! let the OLIVE bloom, THE FAVOURITE OF THE SKIES! ODE TO THE HARP OF LOUISA. IF aught could soothe to peace the wounded breast , Or round its throbbing pulses twine; If aught could charm"
0345801100_000011,The muse's pocket companion. A collection of poems. By Lord Carlisle. Lord Lyttleton. Hon. C. Fox. Dean Percy. Dr. Beattie. Goldsmith. Cumberland. Bernard. Langhorne. Arbuthnot. Miss Carter. Moore. Mr. Mallet. Mason. Garrick. Collins. Fitzpatrick. Edwards. Whitehead. Tickell.,,72,0,2,0,0,4,0,0,0,0,2,0,0,0,3,3,0,0,0,2,0,1,1,3,1,0,3,0,4,1,1,2,0,0,0,0,1,0,0,1,1,0,0,1,0,2,4,1,4,0,2,3,1,10,2,2,0,4,1782,1,1,"London : printed for J. Milliken, bookseller, Carlisle, M.DCC.LXXXII. [1782].",London,283,unknown,,,FALSE,"vale, unfcen, Betide a lulling ftreaim, A pensive Youth of placid mein, Indulged this tender theme. Ye cliffs, in Loary grandeur piled tizch o er thl glimmering day; Ye woods, along whose windings wild mi.urmurms thc lolcm: gale; Where Melancholy ilrays forlorn, And Woe retires to weep, What time the"
0744200900_000004,"Odes, &c. on various occasions. By Mary Heron, Authoress Of The Conflict, &c.","Heron, Mary",63,0,0,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,3,3,1,3,0,1,0,0,1,0,0,3,2,1,0,1,2,1,0,0,0,3,2,5,3,5,1,1,1,1,6,1,1,0,1,1792,1,1,"Newcastle : printed by Hall and Elliot, 1792.",Newcastle upon Tyne,54,female,,,FALSE,"II.. Hark! what mean yon thouts of joy , reechoed through' thy wide domain? While festive songs each voice employ, Tis gratitude inspires the firain! The REVOLUTION of this day, Thankful remembrance labours to display; And finds anew the coriqueror's pdtert, Engraved on every Britilf heart ! For r 29"
0906400100_000223,"The annual register, or a view of the history, politicks, and literature, of the year 1758.",,73,0,5,0,1,3,0,0,0,0,1,0,0,0,2,3,0,2,0,1,0,0,1,2,3,0,4,0,6,1,0,6,1,2,2,2,0,0,1,2,0,0,0,1,0,2,2,1,4,0,1,5,2,1,2,1,0,0,1761,1,1,"London : printed for R. and J. Dodsley in Pall-Mall, 1761.",London,509,unknown,,,FALSE,"reach Last, Winter comes to rulethe year, In sweet vicissitude severe; See him on Zembla's mountains stand, He stretches out his palsied hand, And all his magazines unfold Their copious hoards of ice and cold: The hail in volleys rattles round, The snow descending, shrouds the ground : Deep bellowing"
0163601900_000002,"Monody to the memory of Sir Joshua Reynolds, late President of the Royal Academy. &c. &c. &c. By Mrs. Mary Robinson.",Mary Robinson,72,0,2,5,3,2,0,0,0,0,0,1,0,1,0,2,1,1,0,1,1,0,5,5,1,0,0,0,1,0,0,1,1,1,0,6,1,0,0,1,0,0,0,2,0,3,2,1,2,1,1,0,4,12,0,1,0,0,1792,1,1,"London : printed by J. Bell, Bookseller to his Royal Highness the Prince of Wales, at the British Library, Strand, [1792].",London,14,female,1758,1800,TRUE,"combined, Each f', lcatur marked the tenoutr of the mindr Twas his, with  arvinll excellence, to show Stern manhood's dignity, and beauty's glow ! To paint the perfect forim, the witchinig face, \vith! gl ido softness , and with TITI an's grace The dimpled cherub at the mother's breast"
1109300900_000028,"The poems of Mark Akenside, M.D.",Mark Akenside,75,0,2,1,1,1,0,0,0,1,3,0,0,1,3,4,2,1,0,0,1,0,0,1,5,0,3,0,6,2,0,7,2,0,1,4,1,0,1,4,1,0,0,0,0,0,2,1,1,2,0,1,1,5,2,1,0,0,1772,1,1,"Dublin : printed for James Williams, At No. 5, In Skinner-Row, MDCCLXXII. [1772].",Dublin,290,male,1721,1770,TRUE,"chosen, ever found the same, And trusted and beloved; once more the verse Long deftin'd, always obvious to thine ear, o9 Attend, indulgent. Soin latest years, When time thy head with honours Shall have clothed Sacred to even virtue, may thy mind , Amid the calm review of seasons pall,"
0496300200_000002,The British album. A collection of poems. [Three lines of anonymous verse].,Robert Merry,86,0,2,2,0,1,0,0,0,0,2,0,0,5,1,1,3,2,0,2,0,0,3,1,0,0,5,0,3,2,0,3,0,2,0,1,2,0,0,1,0,0,0,2,0,1,2,0,3,0,1,6,6,16,0,1,1,3,1793,1,1,"[Boston] : Printed at the Apollo Press, in Boston, by Belknap and Hall. Sold at their office State Street, and at the several bookstores, MDCCXCIII. [1793].",Boston,336,male,1755,1798,FALSE,"a myrtle crown, And blend it with tie fiining hair Of her the Fdireft of the Fair . For this, may every wandering gale The essence of the rose exhale. And pour the fragrance on thy breast , And gently ftin thy charms to rest. Soon as the purpic slumbers"
0296001200_000050,"The seasons, by James Thomson. To which is prefixed, The life of the author, by Patrick Murdoch, D.D. F.R.S. And An essay on the plan and manner of the poem: by J. Aikin, M.D.",James Thomson,70,0,0,2,1,2,0,0,0,0,3,0,0,1,1,1,1,1,5,0,1,1,1,6,1,0,2,0,1,0,0,3,0,4,1,2,3,0,0,2,0,0,0,1,2,2,7,1,1,0,0,0,5,3,0,0,0,2,1799,1,1,"London : printed by A. Strahan; for G. G. & J. Robinson, R. Baldwin, F. & C. Rivington, W. J. & J. Richardson, T. Payne, W. Lowndes, G. Wilkie, Ogilvy & Son, J. Scatchard, Vernor & Hood, J. Nunn, T. N. Longman, Cadell jun. & Davies, Carpenter & Co.; and T. Hurst, 1799.",London,304,male,1700,1748,TRUE,"dire command. SCIPIO, the gentle clief, humanely brave, Who soon the race of spotless glory ran, And, warm in youth , to the Poetic Jhade With friendjiip and Philosophy retired. TULLY, whose powerful eloquence a while Reftrain'd the rapid fate of ruffling ROME. Unconquered CATO, virtuous in extreme. And thou"
