PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(appoint),termFreq(armi),termFreq(articl),termFreq(author),termFreq(borough),termFreq(cafe),termFreq(citi),termFreq(committe),termFreq(common),termFreq(concern),termFreq(continu),termFreq(council),termFreq(counti),termFreq(court),termFreq(crown),termFreq(declar),termFreq(earl),termFreq(england),termFreq(forc),termFreq(gener),termFreq(govern),termFreq(grant),termFreq(hall),termFreq(hous),termFreq(ireland),termFreq(judg),termFreq(king),termFreq(kingdom),termFreq(land),termFreq(law),termFreq(letter),termFreq(liberti),termFreq(majesti),termFreq(matter),termFreq(meet),termFreq(member),termFreq(nation),termFreq(offic),termFreq(order),termFreq(parliament),termFreq(parti),termFreq(peac),termFreq(peer),termFreq(peopl),termFreq(person),termFreq(petit),termFreq(power),termFreq(present),termFreq(privileg),termFreq(proce),termFreq(reason),termFreq(return),termFreq(scotland),termFreq(sever),termFreq(statut),termFreq(taken),termFreq(vote),termFreq(war),termFreq(write),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0144100203_000111,The history of England from the accession of Iames I to the elevation of the House of Hanover. By Catharine Macaulay. Edit. III. ...,Catharine Macaulay,119,0,2,0,0,2,0,0,0,1,3,1,2,1,0,1,2,2,0,0,0,1,2,4,1,13,0,1,16,1,1,2,1,2,1,0,0,10,0,1,0,22,0,0,6,2,3,0,2,3,3,0,1,0,0,1,1,0,1,0,0,1769,3,5,"London : printed for Edward and Charles Dilly in the Poultry, MDCCLXIX. [1769]-72.",London,452,female,1731,1791,TRUE,"of Right, and other statutes made this parliament : That the officers of state and judges should hold their places quamdiu fe bene geferint : That the justice of the parliament should pass upon all delinquents : That the general pardon offered by the King imould be granted , with"
0974300103_000125,"The continuation of Mr. Rapin's History of England; from the revolution to the present times. By N. Tindal, M. A. Rector of Alverstoke, in Hampshire, and Chaplain of the Royal Hospital at Greenwich. Illustrated with Maps, Genealogical Tables, and the Heads and Monuments of the Kings.",Paul de Rapin,77,1,1,0,0,1,0,2,1,0,1,0,0,1,1,1,1,1,3,3,0,1,0,3,0,5,2,0,8,3,2,1,2,0,4,2,0,0,3,0,0,1,2,0,1,0,1,5,1,2,0,1,1,0,2,1,0,1,4,0,0,1758,3,7,"London : printed, by assignment from Mr. Knapton, for T. Osborne, J. Hodges, J. Robinson, H. Woodfall, W. Strahan, J. Rivington, J. Ward, R. Baldwin, W. Owen, W. Johnston, J. Richardson, P. Davey and B. Law, G. Keith, T. Longman, T. Field, T. Caslon, S. Crowder, H. Woodgate, M. Cooper, and C. Ward, MDCCLVIII. [1758].",London,626,male,1661,1725,TRUE,"the heart of the Empire, - -.... had raised troops with French money, and sent for a general of that nation to command them. The king of the Romans and prince Lewis of Baden were to besiege Landau; ahd the emperor had engaged to send a powerful supply to prince"
0144900111_000203,"The history of England, as well ecclesiastical as civil. By Mr De Rapin Thoyras. Vol. XI. Containing Part of the Reign of King Charles I. Done into English from the French, with large and useful notes mark'd with an *, by N. Tindal, A. M. Vicar of Great-Waltham in Essex.",Paul de Rapin,109,0,4,2,1,0,0,0,0,4,3,2,1,0,0,3,1,8,3,0,2,0,0,0,1,2,4,0,20,0,0,0,1,0,0,1,0,2,0,0,6,7,0,1,1,3,0,8,0,2,1,0,1,1,2,3,0,0,7,1,0,1730,11,15,"London : printed for James and John Knapton, at the Crown in St. Paul's Church-Yard, MDCCXXX. [1730].",London,593,male,1661,1725,TRUE,"gain the People , 453 Summons all the Gentry of York hire, who were Tenants in Chief, 454 his Proposal to them, 455 tries to remove the Courts of Justice to York, 456 fendsfor Skippon, ib. his Answer to the Parliament's Remonfirance, 489 had an extreme hatred for the Presbyterians,"
1684600203_000102,"A new history of the life and reign of William-Henry Prince of Orange and Nassau; King of England, Scotland, France and Ireland, &c. &c. &c. In which, the actions of that great Prince are distinctly and faithfully related; and the transactions in Ireland, relative to the revolution of that kingdom, (which have hitherto been slightly handled in all other histories) are amply set forth; and introduced with a summary review of affairs from the restauration to the revolution, to evince the necessity of the grand event, for the preservation of the established Protestant religion, and to vindicate the professors thereof for joining His Majesty in opposition to King James II. To which are prefixed, Two dissertations. I. On the government of Holland. II. A brief account of the illustrious House of Orange. Embellished with medals, struck upon the most memorable occurrences of his life. In four volumes.","Harris, Walter",81,0,2,0,1,1,0,0,0,2,1,1,1,5,0,0,0,2,1,1,2,1,4,0,0,3,2,0,8,3,1,0,4,0,4,5,0,0,3,2,3,1,3,0,0,0,0,3,0,0,0,0,0,2,4,2,0,1,1,0,1,1747,3,4,"Dublin : printed for E. and J. Exshaw, on Cork-Hill, MDCCXLVII. [1747].",Dublin,318,male,1686,1761,FALSE,"against them. The Lord Coningsby and Sir Council , chares Porter, upon hearing of this Petition , likewise requested her Majesty to flop the Pardons, till their Accusers might be heard, in the mowt public Manner, before her Majesty in Council . It was thereupon ordered in Council , (27th"
0481100111_000108,"The Parliamentary or constitutional history of England; from the earliest times, to the restoration of King Charles II. ... By several hands.",Great Britain. Parliament,123,0,4,8,0,4,1,0,1,0,2,1,1,0,2,0,0,1,9,1,8,6,5,2,3,1,0,0,0,11,1,3,0,4,5,0,2,0,1,8,1,5,0,5,0,0,6,0,6,2,0,0,0,0,1,0,0,0,0,2,0,1761,11,24,"London : printed for J. and R. Tonson, and A. Millar; and W. Sandby, 1761-63.",London,492,unknown,,,FALSE,"Terror of Arms, to compel his Subjects to submit to a Commission of Array, contrary to Law ; whereby God's TRUE Religion and the Liberty of the Kingdom are like to be fufpreffed, and the whole Frame of the ancient and well tempered  Government of this Realm to be"
1509200105_000199,"A complete history of England, from the descent of Julius Cæsar, to the Treaty of Aix La Chapelle, 1748. Containing the transactions of one thousand eight hundred and three years. By T. Smollett, M.D. The third edition.",Tobias Smollett,86,0,2,3,0,1,0,3,0,2,7,1,1,1,1,0,3,2,3,2,0,0,0,0,0,6,0,1,10,1,0,0,0,2,1,0,1,2,1,2,4,5,0,1,1,0,3,0,3,4,0,2,0,0,0,0,0,0,3,0,1,1758,5,7,"London : printed for James Rivington and James Fletcher, at the Oxford-Theatre; and R. Baldwin, at the Rose, in Paternoster-row, MDCCLVIII. [1753].",London,654,male,1721,1771,TRUE,"arms, and expected to be joined by an army of sixty thousand men from France. The commons immediately addressed the king for the execution of Pickering and the other condemned jesuits. They even assembled on Sunday, to concert measures for the preservation of the king's pcrfbn, and the protestant religion,"
0249500700_000149,"The history of the union between England and Scotland, with a collection of original papers relating thereto. By Daniel De Foe. With an introduction, in which the consequences and probability of a like union between this country and Ireland are considered. To which is prefixed, a life of Daniel De Foe, by George Chalmers, F.R.S. S.A.",George Chalmers,148,0,3,0,0,1,1,2,0,0,5,1,2,4,0,16,0,2,0,11,0,0,0,0,3,8,0,1,0,3,0,1,0,0,6,0,3,7,0,2,1,24,0,1,5,0,1,0,3,3,1,0,0,3,23,0,0,0,1,0,0,1786,1,1,"London : printed for John Stockdale, Piccadilly, 1786 [1787].",London,912,male,1742,1825,FALSE,"the jurifdicion of that Court , remain in the same manner after the Union, as now in Scotland , until the Parliament of Great Britain fiall make such regulations and alterations as ihail be judged expedie; t for the whole united kingdom , so as there be alwas : continued"
0070100104_000184,"A complete history of England, deduced from the descent of Julius Cæsar, to the Treaty of Aix la Chapelle, 1748. Containing the Transactions of One Thousand Eight Hundred and Three Years. By T. Smollett, M.D. ...",Tobias Smollett,76,0,2,0,0,0,0,0,0,0,3,0,1,1,0,1,1,3,3,3,0,0,3,1,0,7,1,0,1,1,0,2,0,1,3,1,2,0,3,1,4,8,1,0,1,0,1,0,0,2,3,1,0,0,3,1,0,2,3,0,1,1757,4,4,"London : printed for James Rivington and James Fletcher, at the Oxford-Theatre, in Pater-Noster Row, MDCCLVII. [1757]-58.",London,703,male,1721,1771,TRUE,"for that purpose, presented by the earl of Mar, was compared with the English at, importing, That the queen should name and appoint not only the commissioners for England , but likewise those for Scotland , Fletcher did not fail to inveigh against the imperious conduct of the English parliament"
1202700104_000110,"The statutes at large, from Magna Charta, to the twenty-fifth year of the reign of King George the Third, inclusive. With a copious index, and appendix, consisting of obsolete and curious acts, some of which were never before printed. By Owen Ruffhead, Esq. A new edition, in ten volumes, revised, corrected, and continued, by Charles Runnington, Esq. Barrister at Law.",Owen Ruffhead,106,0,0,0,0,2,0,1,0,0,7,0,0,3,0,10,6,0,0,5,1,0,2,1,0,4,1,1,5,3,2,8,0,1,2,0,2,2,1,3,1,12,0,0,1,2,7,0,0,0,4,1,0,0,1,0,2,1,0,1,0,1786,4,14,"London : printed by Charles Eyre and Andrew Strahan, printers to the king's most excellent majesty; and by William Woodfall and Andrew Strahan, law printers to the king's most excellent majesty, MDCCLXXXVI. [1786].",London,669,male,1723,1769,FALSE,"hereafter come to the Possession of this Crown , shall join in Communion with 1' the Church of England , as by Law established.  That in cafe the Crown and Imperial Dignity of this Realm shall hereafter come to any Person , not  being a Native of this"
1510200102_000382,"A new and universal history of England, from the earliest authentic accounts, to the present time. Containing a comprehensive and accurate description of all the battles, sieges, sea-fights, and other memorable events, in which the English have been concerned, from the remotest period of intelligence. With a circumstantial account of the origin of this kingdom, its government, and its laws; the many revolutions it has undergone, the amazing progress made by its inhabitants in every branch of science, and their various discoveries, conquests, and acquisitions in different parts of the world. Together with faithful delineations of the characters of all the princes who have swayed the British scepter, and other illustrious personages, who have rendered themselves conspicuous by their valour, their patriotism, their virtue, or their learning. The whole tending to display the patriotic virtues of our illustrious ancestors, and inspire the British youth with an emulation of imitating their glorious examples. By William Henry Mountague, Esq; embellished and illustrated with upwards of one hundred and twenty copper-plates, from original drawings made on purpose for this work, by the celebrated wale, and engraved by those eminent artists, Grignion and Walker.","Mountague, William Henry",74,1,2,0,0,1,1,0,2,2,3,1,2,1,0,2,2,3,3,1,0,5,2,1,0,1,0,0,1,3,1,2,1,0,5,0,0,0,1,2,2,2,0,4,1,3,1,0,1,0,0,0,0,2,1,1,0,3,1,0,0,1771,2,2,"London : Printed for J. Cooke, at Shakespear's-Head, No. 17, in Pater-noster-Row, MDCCLXXI. [1771].",London,610,unknown,,,FALSE,"my people : in parliament since her pleased l~imented on his accession: by' a Tolemne· deputation iimthe slates, and all the (foreign mimiters. Off the 16th he: embarked for Engfland,; : under : : contioy of a fketof .English: and Dutcli ien of.; iwa, commanded by. ihe earl of Berkley,"
0213400200_000014,"The history of the grand rebellion: containing, the most remarkable transactions from the beginning of the reign of King Charles I. to the happy restoration. ... Digested into verse. Illustrated with about a hundred heads, ... In three volumes. ... By Edward Wrd. gent.",Ned Ward,95,1,4,0,0,1,1,0,1,0,5,0,0,1,1,0,0,0,9,4,0,2,3,0,1,1,3,2,7,6,2,4,0,1,6,1,2,1,0,0,1,11,1,0,2,1,1,0,0,2,0,2,0,0,1,1,0,0,0,2,0,1715,1,1,"London : printed for John Nicholson; and sold by J. Morphew, 1715.",London,311,male,1667,1731,FALSE,"for both Homfes, at such time, and in suck manner, as is expressed and enjoined bt an Lt of Parliament , e tit; fd,, An aet for preventing oflnconveniencies, C And if the Lord Chancellor, Keeper, or Commissioners fail to issue out Writs, then they shall forfeit their Places, and"
0010800103_000164,"The history of religion: particularly of the principal denominations of Christians, viz. Of the Church of Rome, --- England, --- Scotland, - Nonjurors, - Lutherans, - Presbyterians, Of the Independents, - Baptists in general, - Quakers, -- Antinomians, - Moravians, - Methodists in general. Containing a succinct and genuine account of their original and present constitution, discipline, doctrines, worship, and ceremonies: With a general Account of the various Sectaries of less Note, since the first Establishment of Christianity. Including a general History of the Reformation, and so much of Civil and Ecclesiastical History as is connected with, or necessary to explain and illustrate the Work. To which is added, A Dictionary of the principal Religious Orders, Offices, Days, Rites, Customs, Habits, and Characters; the most important Transactions of Ecclesiastical Councils, Synods, &c. explaining all such ambiguous Words and Phrases as have a proper Connexion with the Subjects of this History. By an impartial hand.",James Murray,84,1,0,1,3,1,0,1,0,1,5,0,2,2,0,0,1,1,6,0,1,0,1,2,0,8,0,1,7,1,2,4,1,2,2,5,1,0,0,0,1,6,0,1,1,1,0,1,1,2,0,0,0,0,0,4,2,0,1,0,0,1764,3,4,"London : printed for C. Henderson, at the Royal Exchange; W. Nicoll, in St. Paul's Church Yard; and J. Johnson, opposite the Monument, MDCCLXIV. [1764].",London,515,male,1732,1782,FALSE,"in 1640, do not bind the clergy or laity of this land , or either of them."" The next day, the same subject being refurned, it was resolved, nil/o conltradiccte, "" I. That these canons, abovementioned, do contain in them many matters contrary ro the King's prerogative, to the fundamental"
0953900700_000800,"Memorials of the English affairs: or, an historical account of what passed from the beginning of the reign of King Charles the First, to King Charles the Second his happy restauration. Containing the publick transactions, Civil and Military: together with the private consultations and secrets of the cabinet. By Mr. Whitelock. With a Compleat index.","Whitlocke, Bulstrode",112,0,2,2,0,0,0,1,6,2,0,0,2,8,2,1,0,3,1,1,4,2,0,1,0,6,3,1,1,0,1,1,2,0,0,1,0,3,0,6,10,12,1,1,0,0,4,0,1,1,0,0,0,0,1,6,0,0,12,0,0,1732,1,1,"London : printed for J. Tonson: and sold by J. and J. Knapton, R. Knaplock, A. Bettesworth and C. Hitch, G. Strahan, J. Pemberton, F. Fayram and T. Hatchet, C. Rivington, J. Batley, J. Brotherton, F. Giles, R. Williamson, J. Stagg, T. Osborne, L. Gilliver, and F. Coggan, MDCCXXXII. [1732].",London,732,male,1605,1675,FALSE,"former House , were released and ordered that no private Business be admitted during the sitting of this Parliament . All Powers granted for the several Militias repealed, and an At to be for new fettling of them. The Vote repealed that Scot be Secretary of State. i The City"
0515400103_000023,"The history of Ireland from the invasion of Henry II. With a preliminary discourse on the antient state of that Kingdom. By Thomas Leland, D. D. Senior Fellow of Trinity College, and Prebendary of St. Patrick's, Dublin. ...",Thomas Leland,89,0,0,0,2,2,0,0,0,7,4,2,0,3,0,0,0,5,6,2,1,1,0,1,0,9,3,0,6,1,1,3,2,0,3,1,0,0,2,1,3,2,3,0,1,0,0,2,3,4,1,0,0,0,0,1,0,0,1,0,0,1773,3,3,"Dublin : printed by R. Marchbank, for R. Moncrieffe In Capel-Street, MDCCLXXIII. [1773].",Dublin,669,male,1722,1785,TRUE,"demands: and harles having already stooped to such extraordinary condescensions, felt lets relutance in granting 64 B. V ing their additional requests. He conented to send orders to Ireland , that they hold not be prosecuted for departing without licence; that the leaf which had been torn from the Journals"
0007500104_000137,"The history of England, from the earliest accounts of time, to the death of the late Queen Anne. In four volumes. Adorn'd with the Effigies of all the Kings and Queens, since the Conquest. ... . Beginning with the Origin of the Britons, and ending with the Reign of King Richard III.",,82,1,2,0,0,0,1,1,1,0,1,1,0,3,0,4,0,1,9,3,0,2,1,2,1,0,0,0,6,2,2,1,2,0,5,0,0,0,1,0,0,5,1,0,3,0,2,3,0,4,1,0,2,1,1,2,1,1,0,2,0,1722,4,4,"London : printed for E. Bell, J. Darby, A. Bettesworth, F. Fayram, J. Pemberton, J. Hooke, C. Rivington, F. Clay, J. Batley, E. Symon, M.DCC.XXII. [1722].",London,609,unknown,,,FALSE,"and Gentlemen, At the opening this Parliament ""' I told you my Opinion was, that you were come to"" "" Hearts fully dispose to do what was "" neceifary for the Safety, Honour and Happiness of the Kingdom ; and having nothing else to recom "" mend to you, I"
0084204000_000004,"An attempt to explain the principles of the British constitution; to trace the causes which combined to bring about the Triennial and Septennial acts; to enumerate some of the pernicious effects produced by the latter; and to shew the indispensible necessity of a repeal of that act, and an equal representation of the people in Parliament, in order to preserve the balance of the three branches of the legislature, so essential to the constitution. By James Green, Lieutenant in his Majesty's Marine Forces.","Green, James, Lieutenant, R.N.",104,0,0,0,0,2,1,1,1,0,9,0,0,0,1,1,2,3,0,0,0,0,3,2,1,13,0,1,2,2,1,5,0,3,0,0,0,5,2,1,2,8,0,0,9,3,2,0,8,0,3,0,0,0,1,0,1,2,3,0,0,1790,1,1,"Newcastle : printed for the author, 1790.",Newcastle upon Tyne,205,unknown,,,FALSE,"- - there( () there can be no beginning of a Parliament ; and he also has alone the power of diflolviiig them. The Lords Spiritual consist of two Archbishops and twenty-four Bishops. The Lords Temporal consist of all the Peers of the realm, (the Bithops not being in strictness"
0190100106_000257,Mr. Rushworth's Historical collections abridg'd and improv'd. ...,John Rushworth,128,0,2,14,1,2,0,0,0,3,1,3,0,1,2,0,0,7,0,1,9,5,1,1,0,0,1,3,19,1,1,0,6,1,0,0,0,4,0,0,9,7,0,2,1,1,2,4,2,1,0,0,0,0,0,1,0,1,7,1,0,1703,6,6,"London : [s.n.], Printed in the Year M.DCC.VIII. [1708].",London,633,male,1612,1690,FALSE,"Letter to it about ditbandin the Ar: my, 17; ecals Monjy jent to the Army , ib. Appoints a Salt on its Difference with the Army , 145 Ordinance fir its Security, x49. Its Proceedings on the Army's Advance, ib. Sends more Cpmmifioners to the Army , 1i56. Declaration in"
1093701600_000026,"The birthright of Britons: or the British constitution, with a sketch of its history, and incidental remarks: in which are traced the origin of our liberties, their successive Growth, and Improvements from Magna Charta, the Bill of Rights, &c. &c. and the various innovations that have been adopted to subvert the constitution, and which account for its present abuses and defects.",,119,0,0,0,0,1,0,1,0,0,6,0,0,3,0,0,9,3,0,7,1,0,5,1,9,3,1,2,6,6,2,10,0,3,2,1,0,2,1,4,0,4,0,0,0,5,7,0,2,0,0,2,0,0,1,2,3,3,0,1,0,1792,1,1,"London : printed for L. Wayland, No. 2, Middle-Row, Holborn, 1792.",London,142,unknown,,,FALSE,"that it may be declared and enated, that all andjingular the RIGHTS AND LIBERTIES ASSERTED AND CLAIMED in the said declaration , are the TRUE, Q ANCIENT, ANCIENT, and INDUBITABLE RIGHTS and Liberties of the people of this kingdom , and so ilall be esteemed, allowed, adjudged, deemed, and taken"
1037100203_000459,"The history of England, by M. Rapin de Thoyras, continued, from the abdication of King James II, to the accession of His late Majesty K. George I. By Thomas Lediard, Gent. Late Secretary to His Majesty's Envoy Extraordinary in Lower Germany. Vol.III.",Paul de Rapin,63,1,1,0,2,1,0,0,2,0,1,1,1,1,0,3,0,1,1,2,0,2,2,0,0,0,0,0,0,3,1,1,2,0,1,0,2,1,1,0,1,6,2,2,1,2,0,1,1,1,2,1,3,1,1,2,0,0,2,0,0,1736,3,3,"London : printed by and for, the sole proprietor, J. Mechell, at the King's-Arms, next the Leg Tavern, in Fleet-Street, MDCCXXXVI. [1736].",London,448,male,1661,1725,TRUE,"ready money: all these, I fly, concut'dl to cast Particularly London, as on all other, so on' this occasion, was the court of France into the utmost confterna from the city moult forward to express their zeal and affe&tion to tion and perplexity, and obliged them to make of London."
0251700502_000270,"The ecclesiastical history of England, to the eighteenth century. In two volumes. By Ferdo. Warner. ...",Ferdinando Warner,85,0,2,0,1,6,1,0,0,0,2,1,2,4,2,0,0,1,0,1,0,3,10,1,0,1,1,1,1,1,0,2,0,3,0,0,0,3,1,3,1,10,1,1,0,0,6,0,2,3,1,0,0,1,1,1,1,1,0,1,0,1756,2,2,"London : printed in the year, 1756-57.",London,709,male,1703,1768,FALSE,"general might have taken the administration of the government upon himself, by the same authority that he had dismissed missed the parliament . But it was not yet a time to put his scheme into executioi. The council of officers frill continued sitting; and CROMWELL brought them to a resolution,"
0477400203_000024,"The history of Ireland from the invasion of Henry II. With a preliminary discourse on the antient state of that Kingdom. By Thomas Leland, ... In three volumes. ...",Thomas Leland,90,1,0,0,3,1,0,1,0,3,1,0,1,8,0,5,3,3,0,1,0,0,2,1,0,7,3,1,5,2,0,9,2,1,0,0,0,1,0,0,2,8,1,0,1,1,0,2,3,3,1,0,0,1,0,1,0,0,1,0,0,1774,3,3,"Dublin : printed by R. Marchbank, for R. Moncrieffe, 1774.",Dublin,675,male,1722,1785,TRUE,"of the covenant, was recommended by a puritanic government to the bishopric of waterford. The lords justices cautioufy declined to hear any fiits, or to decide any causes in council ; terrified by the remonftrancesagainft paper petitions , as they were called. The high commifion, and the presidential courts of"
0603501400_000087,"The history of the general rebellion in Ireland. Raised upon the three and twentieth day of October, 1641. Together with the Barbarous Cruelties and Bloody Massacres which ensued thereupon. Published in the year 1646, by Sir John Temple, Knight, Master of the Rolls, and one of His Majesty's most Honourable Privy Council within the Kingdom of Ireland. The seventh edition. To which is added, Sir Henry Tichborne's history of the siege of Drogheda, in the Year 1641. As also, th whole tryal of Connor Lord Macguire, with the perfect Copies of the Indictment, and all the Evidences against him. Together with the Pope's Bull to the Confederate Catholicks in Ireland.","Temple, John, Sir",106,1,1,0,0,0,0,0,1,1,6,4,0,0,0,0,0,1,2,5,5,2,0,1,0,13,11,0,3,6,2,0,0,0,4,0,1,0,1,0,2,5,0,0,3,1,0,1,2,3,4,0,0,1,7,3,0,1,1,1,0,1766,1,1,"Cork : printed by Phineas and George Bagnell, in Castle-Street, MDCCLXVI. [1766].",Cork,445,male,1600,1677,FALSE,"t. of parliament , might be presently named to treat with them, and from time to time, give an account of their proceedings to his majefy and both houses . This motion was with very great readiness yielded unto, and it was ordered , that the earl of Bedford, the"
0834400200_000213,"The history of the life and reign of William-Henry, Prince of Nassau and Orange, Stadtholder of the United Provinces, King of England, Scotland, France and Ireland, &c. In which the affairs of Ireland are more particularly handled, than in any other History. With an appendix, containing Copies of some Original Papers not hitherto published. Illustrated With Plans of Sieges and Battles in Ireland, and Medals struck upon the most Memorable Occurrences of his Life. As also, two dissertations. I. On the government of Holland. II. A brief history of the illustrious House of Orange. By Walter Harris Esq;","Harris, Walter",98,0,1,2,0,0,0,1,0,3,0,0,0,2,0,1,6,3,1,2,1,0,5,1,0,1,0,3,7,4,1,13,2,4,0,0,0,0,2,2,2,5,1,1,0,2,3,0,6,0,0,1,3,0,3,1,1,0,1,0,0,1749,1,1,"Dublin : printed by Edward Bate in George's-Lane, for the author, MDCCXLIX. [1749].",Dublin,631,male,1686,1761,FALSE,"the English Convention in declaring the Throne vacant. They could not infilt as a reason for h Tr/, rone the vacancy, that the King had abdicated, as was done in England because the King had never declared va. been in Person there since his accession to the Crown but to"
0190100106_000017,Mr. Rushworth's Historical collections abridg'd and improv'd. ...,John Rushworth,87,0,3,0,0,0,0,0,2,2,5,1,1,5,0,1,1,0,1,4,1,0,2,2,2,3,6,1,5,1,1,1,1,2,2,0,0,0,0,1,1,13,0,2,0,0,2,0,1,2,0,1,0,1,3,1,0,1,0,2,0,1703,6,6,"London : [s.n.], Printed in the Year M.DCC.VIII. [1708].",London,633,male,1612,1690,FALSE,"within the former Qualification. That an At ann.1646. Ad be passed, whereby the public Debts, and the L J Persons of Delinquents, with the Value of their Efiates, may be known; which shall appoint how the Confiscations and Proportions fore me tn'd may be levied and applied. The like for"
0515400103_000061,"The history of Ireland from the invasion of Henry II. With a preliminary discourse on the antient state of that Kingdom. By Thomas Leland, D. D. Senior Fellow of Trinity College, and Prebendary of St. Patrick's, Dublin. ...",Thomas Leland,78,0,2,0,0,3,0,0,2,0,2,0,0,5,5,0,1,3,0,2,0,3,2,1,0,1,5,1,5,0,0,3,1,2,1,1,2,1,2,1,0,3,1,1,1,1,3,0,0,2,0,2,0,0,0,3,1,0,0,3,0,1773,3,3,"Dublin : printed by R. Marchbank, for R. Moncrieffe In Capel-Street, MDCCLXXIII. [1773].",Dublin,669,male,1722,1785,TRUE,"cardinal Richelieu, and ent into Ireland , thus amply provided, and afflied of farther fuc cjrs. THE English were justly alarmed. While they laboured under various wants and di!treffes, the enemy was abundantly sup piled with every necessary for war . They were mailers of the sea; and by intercepting"
0953900700_000484,"Memorials of the English affairs: or, an historical account of what passed from the beginning of the reign of King Charles the First, to King Charles the Second his happy restauration. Containing the publick transactions, Civil and Military: together with the private consultations and secrets of the cabinet. By Mr. Whitelock. With a Compleat index.","Whitlocke, Bulstrode",85,0,1,1,0,0,0,0,1,5,3,1,0,3,0,0,0,1,3,1,1,6,0,1,1,9,5,1,0,0,2,2,4,1,0,0,0,2,1,3,5,1,0,1,0,2,0,8,0,1,1,0,2,1,0,0,2,1,1,0,0,1732,1,1,"London : printed for J. Tonson: and sold by J. and J. Knapton, R. Knaplock, A. Bettesworth and C. Hitch, G. Strahan, J. Pemberton, F. Fayram and T. Hatchet, C. Rivington, J. Batley, J. Brotherton, F. Giles, R. Williamson, J. Stagg, T. Osborne, L. Gilliver, and F. Coggan, MDCCXXXII. [1732].",London,732,male,1605,1675,FALSE,"Colonel Cook's Regiment was in a great Mutinyat Minehead, and many of them went away, but the Captain appeased the Mutiny, and forced his Men on Ship Board. r. A Petition of the Earl and Counters of 5ihommond, touching a Debt from the Earl of Pterborough, referred to a Committee"
1509300106_000130,"A complete history of England, from the descent of Julius Cæsar, to the Treaty of Aix La Chapelle, 1748. Containing the transactions of one thousand eight hundred and three years. By T. Smollett, M.D. The third edition.",Tobias Smollett,90,0,0,0,0,0,0,1,0,0,4,0,0,3,0,2,8,1,5,6,0,1,2,1,0,2,2,0,5,3,1,1,6,1,2,1,0,2,2,2,3,3,0,1,0,1,6,0,1,1,0,1,0,0,2,0,0,2,1,4,0,1758,6,7,"London : printed for James Rivington and James Fletcher, at the Oxford-Theatre; and R. Baldwin, at the Rose, in Paternoster-row, MDCCLVIII. [1753].",London,574,male,1721,1771,TRUE,"opposition from those who were averse to alienation's involving itrelf in another war upon the continent. The king professed himself extremely well pleased with: this address and'told them he would immediately order his miniffers abroad to aci in concert with the flates general and other powvers, for the attainment of"
0145000112_000091,"The history of England, as well ecclesiastical as civil. By Mr. De Rapin Thoyras. Vol. XII. Containing The latter Part of the Reign of Charles I; from the setting up of his Standard at Nottingham in August 1642, to his Death in January 1648-9. Done into English from the French, with large and useful notes mark'd with an *, by N. Tindal, A. M. Vicar of Great-Waltham in Essex.",Paul de Rapin,108,2,1,1,2,0,0,1,6,1,6,1,1,1,0,0,0,2,2,1,1,2,0,0,0,11,1,1,14,1,0,1,0,0,0,3,0,7,0,0,2,14,2,3,1,0,1,3,0,1,0,0,2,3,0,1,0,1,1,3,0,1730,12,15,"London : printed for James and John Knapton at the Crown in St. Paul's Church-Yard, MDCCXXX. [1730].",London,629,male,1661,1725,TRUE,"things, that the Committee of both Kingdoms might be continued as * The reason was, becauef diverse of tat Commitles, #fpciail yt^t Commons . were apprektended not to bei uc)jh the ( entral's fritn4s, s otilers who wore desired to be brought in. and tis cirufd some Piques among them."
0571900103_000063,"A detection of the court and state of England, during the reigns of K. James I. Charles I. Charles II. and James II. As also the inter-regnum. Consisting of private memoirs, &c. ... By Roger Coke, Esq;","Jones, David",84,0,1,0,0,0,1,2,0,1,7,1,0,1,1,4,0,0,3,3,1,2,0,0,1,12,0,0,4,0,0,3,0,0,3,2,1,1,0,1,8,3,0,0,2,0,3,2,1,1,2,0,0,2,1,1,0,0,1,1,0,1719,3,3,"London : printed for J. Brotherton and W. Meadows, 1719.",London,497,male,1670,1722,FALSE,"take the Poll, and make a Return thereupon, to Multiplicity of Ations, Vexations, Suits, and insupportable Expenses, and will subjee them to different and independent jurifdifiols, and inconsistent Determination in the same Cafe without Relief. 4thly, That Matthew aijhby having in Contempt of the jurifjittion of this House commenced and"
