PassageID,Title,Author,Total termFreq,termFreq(ag),termFreq(author),termFreq(believ),termFreq(bitter),termFreq(bodi),termFreq(charact),termFreq(common),termFreq(curl),termFreq(envi),termFreq(fame),termFreq(gener),termFreq(hand),termFreq(hate),termFreq(heart),termFreq(idea),termFreq(judgement),termFreq(ladi),termFreq(libel),termFreq(liberti),termFreq(low),termFreq(malic),termFreq(manner),termFreq(merit),termFreq(opinion),termFreq(piqu),termFreq(poem),termFreq(point),termFreq(power),termFreq(print),termFreq(privat),termFreq(public),termFreq(publish),termFreq(read),termFreq(satir),termFreq(satyr),termFreq(scandal),termFreq(scribbler),termFreq(spirit),termFreq(vain),termFreq(vers),termFreq(vice),termFreq(wit),termFreq(work),termFreq(write),termFreq(wrong),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0384000505_000041,"The works of Alexander Pope, Esq. In ten volumes complete. With his last corrections, additions, and improvements. Together with all his notes, as they were delivered to the Editor a little before his Death: printed verbatim from the octavo edition of Mr. Warburton.",Alexander Pope,30,0,4,0,0,1,0,0,3,0,1,0,0,0,0,0,0,2,2,0,0,1,3,0,0,0,0,0,0,2,1,1,0,0,1,0,2,1,0,0,2,0,0,3,0,0,1764,5,10,"Dublin : printed by J. Potts, at Swift's-Head, in Dame-Street; and J. Williams, in Skinner-Row, MDCCLXIV. [1764].",Dublin,240,male,1688,1744,TRUE,"thy page "" Its own celestial fire; a While Critics, and.while Bards in rage. .' Admiring, won't admire: "" While wayward pens thy worth affsil, "" And envious tongues decrv; ós These times though' many a Friend beewail, "" These times bewail not I"" "" when the World's'loud praise is"
0226900201_000002,"The works of Alexander Pope Esq. In nine volumes, complete. With his last corrections, additions, and improvements; As they were delivered to the Editor, a little before his Death. Together with the commentary and notes of Mr. Warburton.",Alexander Pope,40,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,5,2,0,3,0,3,3,0,3,0,0,0,0,0,3,1,1,4,4,0,1757,1,9,"London : printed for A. Millar, J. and R. Tonson, H. Lintot, and C. Bathurst, MDCCLVII. [1757].",London,258,male,1688,1744,TRUE,"Variations, or additional verses from the Author's Manuscripts. The epilgr!ze to the Satires is likewise enriched with many and large notes, now first printed from the Author's own Manuscript. The FIFTH Volume contains a corre&er and completer Edition of the Dunciad than hath been hitherto published ; of which, at"
0069500202_000257,"The law-dictionary: explaining the rise, progress, and present state, of the English law, in theory and practice; ... Originally compiled by Giles Jacob; and continued by him, and other editors, through ten editions: now greatly enlarged and improved, ... by T. E. Tomlins, ... In two volumes. ...",Giles Jacob,55,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,23,0,0,0,1,0,1,0,0,1,0,2,4,2,2,1,0,0,2,0,0,0,0,0,0,0,8,0,1797,2,2,"London : printed by Andrew Strahan; for T. Longman, B. Law, C. Dilly, G. G. & J. Robinson, [and 22 others in London], 1797.",London,877,male,1686,1744,FALSE,"nwhatever renders a man ridiculous, or lowers him in the ciceem and opiniloi of the world, amounts to a Libel ; though the f.me ex B b z prciiions, LIBEL I. LIBEL I. preions, if spoken, would not have been defamation: tends to a breach of the peace. Hob. ar:"
0992100500_000003,The works of Mr. Alexander Pope.,Alexander Pope,38,4,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,1,0,2,0,0,1,1,4,0,1,0,1,0,1,0,1,5,0,3,2,2,0,1717,1,1,"London : printed by W. Bowyer, for Bernard Lintot between the Temple-Gates, 1717.",London,422,male,1688,1744,TRUE,"never made his talents subservient to the mean and unworthy ends of Party or felf intereft; the gratification of public prejudices, or private passions; the flattery of the undeserving, or the insult of the unfortunate. If I have written well, let it be considered that tis what no man can"
0458100202_000027,The works of Mr. Alexander Pope. Volume II.,Alexander Pope,29,0,1,1,0,0,0,0,0,1,2,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,1,1,0,1,3,0,5,0,3,0,1735,2,2,"London : printed by J. Wright, for Lawton Gilliver at Homer's Head in Fleetstreet, MDCCXXXV. [1735].",London,481,male,1688,1744,TRUE,"wonder?) came not nigh, Dryden alone escape this judging eye: But frill the Great have kindness in'referve, He helped to bury him he helped to itarve. May some choice Patron bless each grey goose quill May every Bavius have his Bufo still! So, when a Statesman wants a Day's defence,"
0534800106_000060,"The works of Alexander Pope, Esq. In six volumes complete. With his last corrections, additions, and improvements; together with All his notes, as they were delivered to the Editor a little before his Death: printed verbatim from the octavo edition of Mr. Warburton.",Alexander Pope,27,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,4,1,0,0,0,0,3,0,0,2,0,0,1,0,0,0,1,0,0,1,1,0,0,2,0,2,0,2,1,1776,6,6,"London : printed for C. Bathurst, W. Strahan, J. & F. Rivington, R. Baldwin, T. Caslon, T. Longman, B. Law, J. Johnson, T. Davies, T. Cadell, W. & J. Richardson, and E. Johnston, MDCCLXXVI. [1776].",London,374,male,1688,1744,TRUE,"her, and abuse her every day, if she is so. I wonder I hear of no Lampoons upon her, either made by yourself, or by others because you ereem her. I think it a vail pleasure that whenever tvo people of merit re. guard one another, so many fcoundrcls envy"
1130000203_000011,"The works of Alexander Pope Esq; Vol. III. Part II. Containing the Dunciad, and notes of Scriblerus.",Alexander Pope,42,0,11,1,0,2,0,0,1,0,1,0,2,0,0,0,0,0,3,0,0,0,1,0,1,0,1,0,1,4,1,3,2,0,0,0,1,0,0,0,1,0,3,2,0,0,1741,3,3,"London : printed for Henry Lintot, 1741.",London,255,male,1688,1744,TRUE,"British freeholder, I am in a particular manner pleased with the la. "" hours of those who have improved our language,,  with the translation of old Greek and Latin authors : We have already most of their Historians in our own tongue, and what is more for the ho"""
0869800801_000002,"The works of Alexander Pope, Esq. complete. With his last corrections, additions, and improvements: together with the commentary and notes of his editor. A new edition, in five volumes. To which is annexed the life of the author, compiled from Original Manuscripts, with a Critical Essay on his Writings and Genius. By Owen Ruffhead, Esq.",Alexander Pope,48,0,8,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,7,3,1,4,0,2,4,0,4,0,0,0,0,0,4,0,0,3,2,0,1769,1,5,"London : printed for C. Bathurst, H. Woodfall, W. Strahan, J. and F. Rivington, W. Johnston, B. White, T. Caslon, T. Longman, B. Law, Johnson and Payne, S. Bladon, T. Cadell, and the Executors of A. Millar, MDCCLXIX. [1769].",London,579,male,1688,1744,TRUE,"FUTUR: E ALTERATIONS."" His la 1 Jill and 7etlament. VOL. I. B which which the beit Artists in Paper, Printing , and Sculpture could bestow upon it. If the Public hath waited longer than the deference due to it's; generous impatience for the Author's writings should have suffered, it was"
0534800200_000007,An historical rhapsody on Mr. Pope. By the editor of The political conferences.,Thomas Tyers,36,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,2,1,1,0,2,2,1,5,0,0,0,1,0,1,5,0,1,3,0,1782,1,1,"London : printed for T. Cadell, in the Strand, MDCCLXXXII. [1782].",London,101,male,1726,1787,FALSE,"his enemies, it was grateful to his friends. It was having his story from his own mouth. He does not value himself so much upon his faults and his failings, as the Gascon, and perhaps had not so many of which he would have boasted. But fjt he publishes ,"
1144200101_000005,"Hudibras redivivus: or a burlesque poem on the times. In two volumes. The third edition. To which is added an apology, and some other improvements throughout the whole, by the author, Edward Ward, gent.",Ned Ward,29,0,3,1,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,5,2,1,1,0,0,1,0,2,0,0,0,0,0,0,2,2,1,0,0,0,0,2,0,1,0,1715,1,2,"London : printed for George Sawbridge, at the Three Flower-de-Luces in Little Britain. MDCCXV. The two Volumes are twelve Parts each Volume, 12 s. compleat, or single Parts at 6 d each Part. Likewise the London Spy, 4 Volumes compleat, by the same Author, and his other Works, may be had as above, [1715] [1714].",London,340,male,1667,1731,FALSE,"very selves elect; We muss be Blockheads first to choose em, Or very Rascals to abuse em: For he that thinks with Scandal's Dart, To wound a Magiisrate a part From his Authority , declares By th' gross Affront, he little cares Per tlh Power or Dignity lie bears nto"
0381200200_000060,"The pursuits of literature, a satirical poem in four dialogues. With notes.",Thomas James Mathias,36,1,2,1,0,0,0,2,2,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,0,4,0,7,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1799,1,1,"Dublin : printed for J. Milliken, 32, Grafton-Street, 1799.",Dublin,447,male,1754,1835,FALSE,"Commentators of Shakespeare, (See Dial. the First of the P. of L and the translators (not quite The Setpua. gint) of Grey's Elegy into Greek, See Dial. 3 of the P. of L V I. to V 60 [ 234 1 None shall HER column's stately pride deface: The snake"
0237600500_000009,"The dunciad. With notes variorum, and the prolegomena of Scriblerus.",Alexander Pope,25,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,2,1,0,1,3,0,1,1,0,0,1,0,0,0,0,2,0,0,1,1,0,1729,1,1,"London : printed for Lawton Gilliver at Homer's Head, against St. Dunstan's Church, Fleetstreet, 1729.",London,240,male,1688,1744,TRUE,"WALTER HART, in this Apoitrophe. e. O! ever worthy, ever crowned with praise Blessed in thy life, and blessed in all thy lays. Add, that the Silfers every thought refine And even the lisse befaultlefs as thy line. Vet envy Atin with fiercer rage pursues, Obscures the virtue, and defames"
0103800505_000021,"The works of Alexander Pope Esq. In Nine Volumes Complete. With his last corrections, additions, and improvements. Published by Mr. Warburton. With occasional notes.",Alexander Pope,24,0,2,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,2,0,2,1,0,1,3,0,1,1,0,0,1751,5,9,"London : printed for J. and P. Knapton, H. Lintot, J. and R. Tonson, and S. Draper, MDCCLI. [1751].",London,330,male,1688,1744,TRUE,"Poverty and Poetry. Keen, hollow winds howl through' the bleak recess, 35 Emblem of Music caused by Emptiness. Hence Bards, like Proteus long in vain tied down, Escape in Monsters, and amaze the town. Hence Miscellanies spring, the weekly boast Of Curl's chate press, and Lintot's rubric pofl: 40 Hence"
0104500108_000157,"The works of Dr Jonathan Swift, Dean of St Patrick's, Dublin. Accurately corrected by the best editions. With the author's Life and character; Notes historical, critical, and explanatory; Tables of contents, and indexes. More complete than any preceding edition. In eight volumes.",Jonathan Swift,25,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,2,2,0,1,2,1,0,0,2,0,2,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1761,8,8,"Edinburgh : printed for A. Donaldson, at Pope's Head, MDCCLXI. [1761].",Edinburgh,413,male,1667,1745,TRUE,"a symbol of 42 Lady's drefling room, a defence of that poem VIII 318 Lagado town, and the country adjoinuig, a description of IV 163, 4 ofa country houfe there 165 Of the academy 167 The arts wherein the professors employ themselves 168 ca further account of the academy 175"
1672600300_000127,"The Annual register, or A view of the history, politicks, and literature, for the year 1764.",,47,1,6,0,0,1,1,0,0,1,2,2,0,0,1,0,1,1,0,0,0,0,0,5,0,0,4,1,0,0,2,6,1,3,1,0,0,0,0,0,1,0,1,3,2,0,1765,1,1,"London : Printed for J. Dodsley, in Pall-Mall, 1765.",London,487,unknown,,,FALSE,"The adsor, a poetical epistle, written by this gen tfeman, and addressed to Mir. Bon nel Th: ronton,. was read ~and relish ed by all the judges ofpoetical'r rit, and gave the author a diffi guilhed place among the writersol his age . Mr, Churchill soon under took to write"
1013600800_000012,"A concise abscedary, or select number of poems on general subjects, alphabetically arrang'd. To which are annex'd, other miscellaneous originals; by the Rev: Geo: Weale. A:b. curate of Hatton.","Weale, George           1751 or 2",38,0,0,1,0,0,0,1,0,0,2,2,0,1,3,1,1,0,0,1,0,0,2,1,0,1,1,1,4,0,1,1,0,0,0,2,0,0,1,2,0,2,2,0,2,2,1778,1,1,"[Warwick?], [s.n.], MDCCLXXVIII. [1778].",Warwick,141,unknown,,,FALSE,"base Reverse his honest Heart ever fcorn'd^ A liberal Sentiment his Soul inspired, Virtue he loved, Integrity admired; wvhat ever he was, the same he firove t' appearl Faithful to his wvord, to his Friend sincere; Deceit never found a Refuge in his Breai, His Actions all with Honour flood"
0508900105_000007,"The works of Alexander Pope Esq. In nine volumes, complete. With his last corrections, additions, and improvements; As they were delivered to the Editor, a little before his Death. Together with the commentary and notes of Mr. Warburton.",Alexander Pope,47,0,10,1,0,2,0,0,1,0,1,0,2,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,1,4,1,4,1,2,0,0,1,0,0,0,3,0,4,3,0,0,1753,5,9,"London : printed for J. and P. Knapton, H. Lintot, J. and R. Tonson and S. Draper, and C. Bathurst, MDCCLIII. [1753].",London,347,male,1688,1744,TRUE,"Mr. t4; CL traflation of the first book of the r; ad, 4to, the same Journalist of June 8, "" The bookseller propos"" "" the book by subscription, and raised some thousands of pounds for the fame : I believe the gentleman ""did not Share in the profits of this"
0869900102_000211,"The works of Alexander Pope, Esq. complete. With his last corrections, additions, and improvements: together with the commentary and notes of his editor. A new edition, in five volumes. To which is annexed the life of the author, compiled from Original Manuscripts, with a Critical Essay on his Writings and Genius. By Owen Ruffhead, Esq.",Alexander Pope,31,0,5,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,2,0,0,6,0,0,3,1,1,0,1,0,0,0,3,0,0,1,0,0,1769,2,5,"London : printed for C. Bathurst, H. Woodfall, W. Strahan, J. and F. Rivington, W. Johnston, B. White, T. Caslon, T. Longman, B. Law, Johnson and Payne, S. Bladon, T. Cadell, and the Executors of A. Millar, MDCCLXIX. [1769].",London,616,male,1688,1744,TRUE,"writ by a gentleman of C C C Oxon, printed for J. Roberts, octavo. The Arts of Logic and Rhetoric, partly taken from Bouhours, with new Reflecions, etc. By J Oldmixon, oatavo. Remarks on the Dunciad. By Mr. Dennis, dedicated to Theobald, oetavo. A Supplement to the Profund. Anon. By"
1263300100_000051,"The dunciad, variorum. With the prolegomena of Scriblerus.",Alexander Pope,36,0,7,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,4,0,1,3,0,2,4,0,0,0,1,1,0,0,0,0,1,1,3,1,1729,1,1,"[Dublin] : London: printed and re-printed, for the booksellers in Dublin, MDCCXXIX. [1729].",Dublin,210,male,1688,1744,TRUE,"149 Mr. Edm. Curl , b. i. V 4, 2 i0. i. 46, 66, 116, 149, 370, III 26 .r. Charles Gildon, II 58, 13.1. III 322 alr. Lewis Thcobald, b. i. V 48, 104, o06, 129, 162, 221 II 177 II S;; Jnhn Dennis, b. i. V 61, 89,"
0912900401_000014,"Winter evenings: or, lucubrations on life and letters. By Vicesimus Knox, M. A. Master of Tunbridge School, and Late Fellow of St. John's College, Oxford. The third edition, corrected and enlarged. In two volumes. ...",Vicesimus Knox,38,1,1,0,1,0,3,2,0,3,1,0,1,0,0,1,0,0,0,0,0,2,0,2,0,0,3,0,3,0,0,5,0,1,2,0,0,0,1,0,0,0,1,3,0,1,1795,1,2,"London : printed for Charles Dilly, M.DCC.XCV. [1795].",London,358,male,1752,1821,TRUE,"and would certainly escape censure; but the candid, the moderate, and impartial part of mankind have lamented that they have stolen the graces of Pope's vcrfiication, to decorate and recommend a kind of fitire, abounding in virulent and personal invective,; f which the Dunciad afforded but too ftri.; ilir arn"
0088800404_000074,"The works of Alexander Pope, Esq; ... . Containing his Juvenile poems, translations, and imitations; with notes and illustrations.",Alexander Pope,36,1,3,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,8,1,5,1,0,0,0,0,1,0,0,0,0,1,1,2,0,1789,4,6,"Edinburgh : printed by James Donaldson, M,DCC,LXXXIX. [1789].",Edinburgh,278,male,1688,1744,TRUE,"sold by the booksellers of London and West niliter, 8vo, 1735.. -- The same in Izmo, with a narrative. vili. Letters of Mr. Pope and several eminent persons, from 1705 to 1735 Printed and sold by the book. sellers of London and w.etlminfter, izmo, 1735 [This edition is said in"
1220200200_000001,"The minstrel, in two books: with some other poems. By James Beattie, LL.D.",James Beattie,33,1,3,0,0,0,1,0,0,1,2,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,5,0,1,2,1,1,1,0,0,0,0,0,1,1,3,0,0,0,2,0,1784,1,1,"London : printed for Charles Dilly, in the Poultry; and W. Creech, in Edinburgh, MDCCLXXXIV. [1784].",London,119,male,1735,1803,FALSE,", 7 / "" f s. r - / ,   - * »  /,;, THE H L -  I N S T R E L I N T W B 0 0 K S: /, j : ...... W I T H WITH SOME OTHER POEMS"
0341300201_000056,The iliad of Homer. Translated by Mr. Pope. ...,Alexander Pope,31,0,2,0,0,1,1,0,0,1,0,4,0,2,2,0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,0,0,0,2,3,0,2,1,0,0,2,0,0,1,1732,1,6,"London : printed for Bernard Lintot, between the Temple-Gates, in Fleet-Street, MDCCXXXI. [1731]-32.",London,365,male,1688,1744,TRUE,"scandal busy, in reproaches bold; -.z55. Thersites only.] The ancients have ascribe to Homer the firll sketch of Satyric or Comic poetry, of which fort was his poem called M'argites, as ari/otle reports. Though' that piece be lost, this charater of Thersites may give us a tafic of his vein"
0416500103_000094,"The works of Alexander Pope, Esq. In Six Volumes Complete. With his last corrections, additions, and improvements; together with All his notes, as they were delivered to the Editor a little before his Death: Printed verbatim from the Octavo Edition of Mr. Warburton.",Alexander Pope,31,0,5,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,2,0,0,6,0,0,3,1,1,0,1,0,0,0,3,0,0,1,0,0,1764,3,6,"London : printed for A. Millar, J. and R. Tonson, C. Bathurst, H. Woodfall, R. Baldwin, W. Johnston, T. Caslon, T. Longman, B. Law, T. Field, R. Withy, and M. Richardson, MDCCLXIV. [1764].",London,298,male,1688,1744,TRUE,"present Times. Said to be writ by a Gentleman of C C C Oxon, printed for J. Roberts, oaavo. The Arts of Logic and Rhetoric, partly taken from Bouhours, with new Refletions, etc. By. John Old: mixon, octavo. Remarks on the Dunciad. By Mr. Dennis, dedicated to Theobald, octavo. A"
0115501100_000044,"An apology for the life of Mr. The' Cibber, comedian. Being a proper sequel to The apology for the life of Mr. Colley Cibber, comedian, with an historical view of the stage to the present year. Supposed to be written by himself. In the Style and Manner of the Poet Laureat.",Theophilus Cibber,33,0,2,1,0,1,1,0,0,0,0,0,0,0,1,2,0,0,2,3,0,0,0,2,0,0,0,0,0,3,3,1,0,4,1,0,2,0,1,0,0,0,2,0,1,0,1741,1,1,"Dublin : re-printed by and for George Faulkner, MDCCXLI. [1741].",Dublin,191,male,1703,1758,FALSE,"knows there Tenets are justifiable: therefore whatever Falhood, Scandal , 7lfanmy, and' i'.gratit: he my Countwy Corrrfpondcnt might have cntain'd ngainll Mr. fl t d, yet it being con silent with my private Views, no one who knows N 3 mlcer r 138 3 Men and Thinrs can blame me;"
0419900300_000009,"The dunciad, variorum. With the prolegomena of Scriblerus.",Alexander Pope,31,0,4,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,3,2,3,0,1,2,0,0,0,0,0,2,0,0,0,0,2,0,0,1,2,0,1729,1,1,"London : printed [by John Wright] for A. Dod, 1729.",London,168,male,1688,1744,TRUE,"a. ur.ivcrfel Passion Satyr I. r. In his poems , and at the end of lhe Odylcy., lile ca little ""A little affected hypocrite, who has nothing in his mouth but "" candour, truth, friendship, good nature, humanity, and magnani ""r.ity. He is so great a lover of falsehood, that"
0103800505_000085,"The works of Alexander Pope Esq. In Nine Volumes Complete. With his last corrections, additions, and improvements. Published by Mr. Warburton. With occasional notes.",Alexander Pope,33,0,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,4,0,0,3,0,2,2,0,1,0,2,0,0,0,2,0,0,1,1,1,1751,5,9,"London : printed for J. and P. Knapton, H. Lintot, J. and R. Tonson, and S. Draper, MDCCLI. [1751].",London,330,male,1688,1744,TRUE,"e no man living, who had not before printed , or published , some scandal against this gentleman. How I came possessed of it, is no concern to the reader; but it would have been a wrong to him had I detained the publication ; since those names which are"
0229500906_000028,"The works of Alexander Pope, Esq. In ten volumes complete. With his last corrections, additions, and improvements; together with All his notes, as they were delivered to the Editor a little before his Death: printed verbatim from the octavo edition of Mr. Warburton.",Alexander Pope,35,0,3,0,0,0,0,0,6,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,8,0,0,4,0,1,0,1,0,0,0,4,0,0,0,1,0,1754,6,10,"London : printed for J. and P. Knapton, H. Lintot, J. and R. Tonson and S. Draper, and C. Bathurst, MDCCLIV. [1754].",London,229,male,1688,1744,TRUE,"c. By Sir <' Richard Blackmore. (N. B. It was for a passage  of this book that Sir Richard was put into the  Dunciad.)"" And so of others. After tle Dunciad, 1728 An Essay on the Dunciad. Olavo, printed for J. Roberts. [In this book, p. 9 it"
1220801500_000001,"The temple of folly! A poem, in heroic verse.",,33,2,2,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2,1,3,0,2,1,0,0,0,0,0,1,5,1,1,2,0,1795,1,1,"London : printed and sold by T.Wilkins, No. 23, Aldermanbury, 1795.",London,25,unknown,,,FALSE,"TI is~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ T' oi E bow/art. itslsr/, adtei De vs O Stop a IT HEIN H E R O I C V E R S E. Prolific Moorficlds! Folly's ancient Strand, Time out of rmlind, the Tom Fool of the Land; Its highest Altar is erected here, And Fools and"
0458100202_000094,The works of Mr. Alexander Pope. Volume II.,Alexander Pope,32,0,2,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,6,0,1,2,0,1,0,1,0,0,0,5,0,0,0,1,0,1735,2,2,"London : printed by J. Wright, for Lawton Gilliver at Homer's Head in Fleetstreet, MDCCXXXV. [1735].",London,481,male,1688,1744,TRUE,"Daily Journal, April 8 Advertisement, by James Moore Smyth. Flying Post, April 13, Verses against Dr. Swift, and against Mr. p Homer, by J. Oldmixon. Daily journal, April 23, Letter about a Translation of the character of Thersites in Homer, by Though. Cook, c. Mist's Weekly Journal, April 27 A"
0226300103_000038,"The poetical works of Alexander Pope, with his last corrections, additions, and improvements. From the text of Dr. Warburton. With the life of the author. Cooke's pocket edition. ... . Embellished with superb engravings.",Alexander Pope,35,0,4,0,0,0,0,0,5,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,9,0,1,1,0,1,0,1,0,0,0,5,0,0,0,1,0,1800,3,3,"London : printed for C. Cooke, No. 17, Paternoster-Row; And sold by all the Booksellers in Great-Britain and Ireland, [1800].",London,219,male,1688,1744,TRUE,"Oldmixon. Daily Journal, April 23 Letter about the Translation of the Charatter of Therlites in Homer. By Thomas Cooke, c. Mist's Weekly Journal, April 27 A Letter of Lewis Theobald. Daily Journal, May i. A Letter against Mr. P. at large. Anon. John Dennis. All these were afterwards reprinted in"
0644300500_000002,An essay on man. By Alexander Pope Esq. Enlarged and improved by the author. With notes by Mr. Warburton.,Alexander Pope,43,1,2,0,0,1,0,0,0,3,2,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,3,0,2,0,1,0,2,2,2,2,5,5,1,1746,1,1,"London : printed for John and Paul Knapton in Ludgate-Street, MDCCXLVI. [1746].",London,93,male,1688,1744,TRUE,"is known; nor needs thy Work a Name, The Poem loudly must the Pen proclaim. I see my Friend! O sacred Poet, hail! The brightness of thy Face defeats the Veil. Write thou, and let the World thewriting view, The World will know and will pronounce it You. Dark in"
0567401400_000001,"A congratulatory letter to Selim, on the Three letters to the Whigs.",David Mallet,31,2,4,0,0,1,0,0,0,1,1,0,1,1,0,2,0,0,1,0,0,0,0,2,2,1,0,1,1,1,1,3,0,0,0,0,2,0,0,1,0,0,1,0,1,0,1748,1,1,"London : printed for M. Cooper, at the Globe in Pater-Noster-Row, 1748.",London,65,male,1705,1765,FALSE,"A CONGATULATORY L ET T E R TO SOUTHEAST L I M, ON THE Three LETTERS TO THE WHIGS.. -- --. Hic mturus aheneus Efa Nil cons ire sibi, nulla pallefccre culpa. tior. LONDON: Printed for M. cooper, at the Glbe II pater noj/cr row. 1748 A congrarulatory LETTER TO"
0083000400_000065,"Gleanings in England; descriptive of the countenance, mind and character of the country. By. Mr. Pratt. Vol.IV.",Samuel Jackson Pratt,41,0,5,0,1,2,1,1,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,2,1,1,4,1,2,0,0,0,0,2,0,0,0,4,3,1,0,1799,1,1,"London : printed by H. Baldwin and Son; for T.N. Longman, and O. Rees, Paternoster-Row, M,DCC,XCIX. [1799].",London,617,male,1749,1814,TRUE,"must even then often be a clash of sentiment, a dissonance of opinion . Yet, I am persuaded, the critics above de scribed, are the very persons who most reprobate the virulences, and regret the errors for which they are made responsible. The literary body slight mediums of information, amusement"
1263300100_000009,"The dunciad, variorum. With the prolegomena of Scriblerus.",Alexander Pope,27,0,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,2,3,0,0,2,0,0,1,0,0,1,0,0,0,1,2,0,0,1,2,0,1729,1,1,"[Dublin] : London: printed and re-printed, for the booksellers in Dublin, MDCCXXIX. [1729].",Dublin,210,male,1688,1744,TRUE,"Muse?; Though' each great ancient court thee to his shrine, : Though' every laurel through' the dome be thine,. Go to the good and just, an awful train L Thy foul's delight Recorded in like manner for his virtuous disposition, and gentle bearing, by the ingenious. Mr. WALTER LIAR T,"
0487200402_000028,"A view of society and manners in France, Switzerland, and Germany: with anecdotes relating to some eminent characters. By John Moore, M.D. In Two Volumes. ...",John Moore,31,1,1,1,1,0,4,2,0,0,0,1,0,0,0,0,0,1,1,0,0,1,3,0,1,0,1,0,0,0,1,2,0,1,1,0,0,2,0,0,1,0,2,0,2,0,1779,2,2,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXIX. [1779].",London,454,male,1729,1802,FALSE,"with equal contempt all anonymous letters, and every kind of injurious information, when the informer declines appearing openly in support of his assertions. This great Prince is so perfetly devoid of suspicion and personal fear, that he resides at Sans-souci without any guard whatever. An orderly sergeant, or corporal only,"
0384000501_000002,"The works of Alexander Pope, Esq. In ten volumes complete. With his last corrections, additions, and improvements. Together with all his notes, as they were delivered to the Editor a little before his Death: printed verbatim from the octavo edition of Mr. Warburton.",Alexander Pope,41,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,2,0,3,0,2,2,0,4,0,0,0,0,0,4,1,1,4,4,0,1764,1,10,"Dublin : printed by J. Potts, at Swift's-Head, in Dame-Street; and J. Williams, in Skinner-Row, MDCCLXIV. [1764].",Dublin,230,male,1688,1744,TRUE,"rest together with others of the like sort from his manufcript copy of the other Epic epijiles, are here inserted at the bottom of the page, under the title of Variations. The FOURTH Volume contains the Satires ; with their Prologue, the epi/ile to Dr. Arbuthnot; and Epilogue, the two"
0108200600_000002,"The dunciad. An heroic poem. To Dr. Jonathan Swift. With the prolegomena of Scriblerus, and notes variorum.",Alexander Pope,37,0,7,1,0,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,1,1,2,2,2,1,0,0,1,1,1,0,0,0,2,3,0,1735,1,1,"London : printed for Lawton Gilliver, in Fleetstreet, 1736 [1735].",London,264,male,1688,1744,TRUE,"the Du N C I AD, which the many surreptitious ones have rendered so necessary; and it is yet with more, that I am informed it will be attended with a COMMENTARY: a Work so requisite, that I cannot think the Author himself would have omitted it, had he ap."
