PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(action),termFreq(administr),termFreq(agre),termFreq(assign),termFreq(bond),termFreq(brought),termFreq(cafe),termFreq(cau),termFreq(charg),termFreq(cite),termFreq(condit),termFreq(court),termFreq(coven),termFreq(creditor),termFreq(death),termFreq(debt),termFreq(deceas),termFreq(decre),termFreq(defend),termFreq(devis),termFreq(dure),termFreq(estat),termFreq(evid),termFreq(execut),termFreq(executor),termFreq(gener),termFreq(grant),termFreq(hall),termFreq(hand),termFreq(heir),termFreq(indentur),termFreq(judgment),termFreq(laid),termFreq(land),termFreq(law),termFreq(legaci),termFreq(life),termFreq(mention),termFreq(monei),termFreq(paid),termFreq(parti),termFreq(payment),termFreq(person),termFreq(plaintiff),termFreq(plea),termFreq(plead),termFreq(present),termFreq(prove),termFreq(receiv),termFreq(recit),termFreq(releas),termFreq(rent),termFreq(sever),termFreq(statut),termFreq(suit),termFreq(term),termFreq(wife),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpt
0234200102_000038,"Two treatises on the proceedings in equity: and the jurisdiction of that court. In two volumes. The first entitled, Forum romanum: or, the Roman tribunal. ... The second entitled, Lex prætoria: or, the Prætorian law; ... By a late learned judge. ...",Jeffrey Gilbert,93,1,0,0,0,0,0,0,2,0,0,0,3,2,2,0,1,4,0,5,1,6,4,1,0,11,5,0,0,3,0,3,0,0,1,1,4,2,1,0,3,2,3,0,5,2,1,1,0,0,2,0,0,2,0,3,1,3,2,1756,2,2,"Dublin : printed for Richard Watts, 1756-58.",Dublin,267,male,1674,1726,FALSE,"be entitled to a moiety only. Where there is a devise of B. acre in mortgage, or the value, this is a devise of the inheritance, and the executor shall pay the mortgage money . Where Where there is a devise to A. of a personal estate , and if"
0120100202_000337,An abridgment of the modern determinations in the courts of law and equity: being a supplement to Viner's Abridgment. By several gentlemen in the respective branches of the law. ...,"Watson, James Edmund",98,2,1,3,0,0,3,1,6,0,2,1,0,7,0,8,2,2,0,3,2,0,2,6,0,1,8,1,0,0,2,2,0,1,1,1,6,0,0,0,3,4,1,2,2,4,0,0,0,1,2,0,0,4,1,0,0,0,0,1799,2,6,"London : printed by A. Strahan, for G. G. & J. Robinson, T. Payne, E. & R. Brooke & J. Rider, J. Butterworth, and L. White, Dublin, 1799-1806.",London,596,unknown,,,FALSE,"the heir after the death of the ancestor. If this is the cafe at law , what is there in equity to better it? why nothing more than to accelerate the payment by directing a sale of the moiety, and not let the judgement creditor wait till he has been"
0409100502_000077,"The compleat chancery-practiser: or, the whole proceedings and practice of the high court of Chancery, in a perfect new manner. Containing, the original, extent and authority of that ... Court, with the rules and methods of practice therein, ... And also precedents of bills, ... Together with bills of review ... Likewise extraordinary adjudg'd cases, ...",Giles Jacob,104,1,0,2,0,4,0,0,0,0,1,0,0,1,3,0,0,0,0,1,23,0,2,5,2,1,3,0,2,0,1,0,10,0,2,1,2,0,0,7,1,5,0,1,1,3,6,2,0,0,0,4,3,1,0,0,0,3,0,1730,2,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling (assigns of Edw. Sayer, Esq;) for J. Hooke, J. Shuckburgh, L. Gilliver, and J. Osborne, 1730.",London,397,male,1686,1744,FALSE,"the Complainant and the laid G. I]. of the one Part, and J. K. of, 0c. of the other Part, reciting , c. and that the Tenements in Question were by good Ways and Means in the Law come to, and vested in the Complainant, c. in Consideration of the"
0470000500_000029,"The law's disposal of a person's estate who dies without will or testament: shewing, in a clear, plain, easy, and familiar manner, how a man's family or relations will be entitled to his real and personal estate, by the Laws of England, and the Customs of the City of London and Province of York. To Which IS Added The Disposal of a Person's Estate By Will and Testament; Containing An Explanation of the Mortmain Act, with Instructions and necessary Forms for every Person to make, alter, and republish his own Will: Likewise Directions for Executors how to act after the Testator's Death, with respect to proving his Will, taking upon them the Executorship, getting in the Effects, and paying Debts and Legacies. By Peter Lovelass, of the Inner Temple, Gent.","Lovelass, Peter",109,11,3,8,0,0,1,1,4,0,0,3,0,1,0,4,0,17,3,1,1,0,0,4,0,0,7,1,1,0,3,0,0,4,0,0,1,0,0,1,0,2,3,1,7,5,1,5,1,0,1,0,0,0,0,2,1,0,0,1788,1,1,"London : printed for the author; and sold by P. Uriel, Inner Temple Lane; T. Whieldon, Fleet Street; J. Buckland, and J. Bew, Paternoster Row; and R. Spence, Ousgate, York, MDCCLXXXVIII. [1788].",London,285,male,1786,1812,FALSE,"may he susser the plaintiff to recover in his aaion; for if he doth, and he hath not assets besides to fatisfv the debts due upon bondsand specialties, he muss satisfy so much out of his own estate , as he hath so paid , or suffered to be recovered"
0503900102_000348,"A general abridgment of cases in equity, argued and adjudged in the High Court of Chancery, &c. With several cases never before published, alphabetically digested under proper titles; with notes and references ... And three tables, ... By a gentleman of the Middle Temple.",Great Britain. Court of Chancery,104,1,0,0,1,0,9,2,3,0,2,0,0,2,1,8,2,15,0,1,4,2,0,5,0,2,7,0,0,0,1,3,0,1,0,5,3,1,0,0,2,6,0,3,1,5,0,0,0,1,0,0,0,0,0,1,1,1,2,1756,2,2,"[London] : In the Savoy: printed by and for Henry Lintot, 1756.",London,802,unknown,,,FALSE,"Mortgagor, whereby these Lands were given to his Son in Tail, and fio Fine or Recovery appearing to lave been levied or suffered of those Lands , C the Plaintiff's'eld'cf Son by her first Husband, who was Heir in Tail, brought an Ejctmnent, and recovered Poffeffeon of the mortgaged Lands"
0995700300_000086,"The second part of cases argued and decreed in the High Court of Chancery, continued from the 30th year of King Charles II. to the 4th year of King James II.",England and Wales. Court of Chancery,110,1,0,3,0,0,1,1,0,0,0,0,1,6,3,1,0,7,0,4,0,4,0,9,0,1,10,4,0,1,1,4,0,0,0,10,5,3,0,0,3,3,0,6,5,2,2,1,0,1,1,0,0,0,1,1,4,0,0,1701,1,1,"London : printed by the assigns of Rich. and Edw. Atkyns Esquires, for John Walthoe, and are to be sold at his shop in the Middle-Temple-Cloysters, 1701.",London,279,unknown,,,FALSE,"several , .each alone may sue for his own Legacy , i24, i78 Lands devised for payment of debts includes Lands afterwards purchased by the Devisor, ix 500 1 devised to a Daughter to be paid her with Interest, when the shall attain the age of 2,, or be married,"
0172800500_000169,"The law of executors and administrators. Being a common law treatise; shewing, directions for the management of their office and duty, ... Of probate of wills, and of codicils. ... Together with the learning of administrators durante minori ætate; ...",,133,0,3,1,0,0,3,0,1,0,0,0,0,2,1,0,2,6,0,0,1,4,0,1,12,15,33,0,6,4,0,0,0,4,0,2,3,2,0,0,0,5,0,3,0,1,0,3,1,1,0,0,1,2,0,5,1,4,0,1702,1,1,"London : printed by the assigns of R. and Edw. Atkins Esquires. For J. Walthoe, and M. Wotton, 1702.",London,563,unknown,,,FALSE,"2 c.48 Executor de son Tort sued after Adminifration committed to another 49 Joynt Executors , vid.joynt Executor of an Executor what Actions he miy have 59 Devaflavit against the Executor of an Executor 59 Executor of the fifi Testator dies before probat 59 Of a Feme Covert being Executrix,"
0996400103_000461,"A compleat body of conveyancing, in theory and practice. In three volumes. ... . Contains the theory; wherein the various Ways and Methods of Acquiring, Forfeiting, Conveying, Limiting and Settling all Kinds of Estates, as well Real as Personal; and also the Nature, different Forms, Parts, Operations and Effects of all Kinds of Deeds and Common Assurances, Fines and Recoveries, are fully treated of. Volumes II. III. Contain the practice: Or Precedents of Feoffments, Grants, Bargains and Sale, Leases, Releases, Declarations and Limitations of Uses and Trusts, Marriage Settlements, and Private Acts of Parliament, (made for Settling the most considerable Estates in Great Britain and Ireland;) Mortgages, Leases, Assignments, Deeds of Charter-Party and Copartnership, Bills, Bonds, Releases, Letters of Attorney, &c. Deeds for securing Annuities, &c. and of Bank, East India, South-Sea Stocks, and other publick Funds; and in general all Deeds and Instruments any Ways requisite in Mercantile, Maritime and Plantation Affairs. With Observations and Opinions of the most Eminent Conveyancers. Selected from many Thousand Manuscript Precedents. The Whole digested in a Method intirely new, avoiding all Repetitions, and containing a greater Variety of Useful Precedents than all other Books upon the same Subject now extant. By Edward Wood, Gent deceased. The third edition, greatly improved in the Theory by the Addition of References to the latest Books of Authority; and in the Practical Part, by the Favour of a large Number of Original Manuscript Precedents. By able hands. ...","Wood, Edward, conveyancer",102,1,0,7,3,10,0,0,0,0,3,0,0,0,6,0,0,1,0,1,0,2,1,1,0,1,8,0,1,2,2,8,1,0,4,0,5,0,0,4,4,3,1,2,2,0,0,0,1,0,1,2,1,1,6,0,0,1,5,1770,3,3,"London : printed by his Majesty's law-printers. For J. Worrall and Co. L. Hawes and Co. J. Beecroft, W. Strahan, J. Rivington, R. Baldwin, P. Uriel, W. Johnston, T. Caslon, S. Crowder, T. Longman, Z. Stuart, W. Flexney, Robinson and Roberts, T. Lowndes, J. Knox, R. Withy, G. Pearch, MDCCLXX. [1770].",London,881,male,,,FALSE,"Debts , Executions , Extents, Troubles, Forfeitures, Seizures, Decrees , Charges and Encumbrances whatsoever (Tenants Leases only excepted). lllb fultljet And afier De alib, that if Default shall be made of or in the Payment of the said Moneys , or any Part there fault in Pay of herein before"
0172000104_000085,"Original precedents in conveyancing, settled and approved by the most eminent conveyancers; interspersed with the observations and opinions of counsel upon various intricate cases. The whole selected from the draughts of actual practice, and now first published under the direction and immediate Inspection of Thomas Walter Williams, Of the Inner Temple, Barrister at Law. In four volumes. ...",,86,1,0,3,0,6,2,0,0,0,3,0,0,3,1,0,1,5,0,2,1,0,0,2,0,0,8,1,1,1,1,3,3,0,2,1,0,4,0,5,2,6,0,3,2,1,0,0,0,0,0,2,0,1,1,0,0,5,3,1792,4,4,"London : printed by his Majesty's Law Printers, for C. and G. Kearsley, No. 46, Fleet Street, 1792.",London,467,unknown,,,FALSE,"said term of five hundred years, and subject thereto, the same shall in and by the said intended at be directed to go and remain to the use of such person and persons , and upon such trusts, and for such intents and purposes, and charged and chargeable in such"
1064500102_000585,"A compleat body of conveyancing, in theory and practice. In two parts. Part I. Contains the Theory; wherein the various Ways and Methods of Acquiring, Forfeiting, Conveying, Limiting and Settling all Kinds of Estates, as well Real as Personal; and also the Nature, different Forms, Parts, Operations and Effects of all Kinds of Deeds and Common Assurances, Fines and Recoveries, are fully treated of. Part II. (in Two Volumes) Contains the Practice: Or, Precedents of Feoffments, Grants, Bargains and Sale, Leases, Releases, Declarations and Limitations of Uses and Trusts, Marriage Settlements, and Private Acts of Parliament, (made for Settling the most considerable Estates in Great Britain and Ireland;) Mortgages, Leases, Assignments, Deeds of Charter-Party and Copartnership, Bills, Bonds, Releases, Letters of Attorney, &c. Deeds for securing Annuities, &c. and of Bank, East-India, South-Sea Stocks, and other Public Funds; and in General all Deeds and Instruments any Ways requisite in Mercantile, Maritime and Plantation Affairs. With Observations and Opinions of the most Eminent Conveyancers. Selected from many Thousand Manuscript Precedents. The Whole digested in a Method intirely new, avoiding all Repetitions, and containing a greater Variety of Useful Precedents than all other Books upon the same Subject now extant. By Edward Wood, gent. deceased. The second edition, greatly improved in the Theory by the Addition of References to the latest Books of Authority; and in the Practical Part, by the Favour of a large Number of Original Manuscript Precedents. By able hands. In three volumes.","Wood, Edward, conveyancer",115,0,1,7,0,10,0,0,0,0,2,1,1,0,6,0,0,1,0,0,1,1,3,1,0,3,11,0,10,1,0,1,5,1,2,1,4,0,0,6,0,3,0,0,7,0,0,0,1,0,0,4,0,7,7,1,2,3,0,1762,2,3,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's Most Excellent Majesty; for J. Worrall, T. Osborne, C. Hitch and L. Hawes, J. Beecroft, W. Strahan, J. Rivington, R. Baldwin, W. Johnston, T. Caslon, T. Longman, S. Crowder and Co. R. Withy, C. Ware and Co. W. Flexney, W. Bristow, T. Lownds, A. Shuckburgh, and P. Uriel, MDCCLXII. [1762].",London,901,male,,,FALSE,"mfi.rgns, niall or lawfully may from Time to Time, and at all Times hereafter, during theconi. nuance of the several Terms of Years in and by the said several recited Indentures of Lease or any of them granted , or meant, mentioned or intended to be granted , peaceably andquiely"
0172000101_000055,"Original precedents in conveyancing, settled and approved by the most eminent conveyancers; interspersed with the observations and opinions of counsel upon various intricate cases. The whole selected from the draughts of actual practice, and now first published under the direction and immediate Inspection of Thomas Walter Williams, Of the Inner Temple, Barrister at Law. In four volumes. ...",,108,3,3,10,2,11,1,0,0,0,1,0,0,0,2,3,0,4,0,0,1,0,1,5,0,0,11,0,3,0,2,2,5,0,0,2,2,0,0,1,5,3,1,0,0,0,0,0,6,0,1,2,4,0,5,0,3,3,0,1792,1,4,"London : printed by his Majesty's Law Printers, for C. and G. Kearsley, No. 46, Fleet Street, 1792.",London,508,unknown,,,FALSE,"fatista&ion unto themselves, and all and every other the creditors of the said Ralpb Atkins, who paid their contribution money , A recital that and came in and sought relief under the the assignees have paid the said commission; and they the said assignees, creditors their whole dbts, parties to"
0975300900_000057,"Reports of special cases argued and decreed in the Court of Chancery, in the reigns of King Charles I. King Charles II. and King William III. None of them ever before printed. Published by W. Nelson, ...",Great Britain. Court of Chancery,92,3,0,3,1,0,1,0,1,0,0,0,1,1,0,0,1,5,0,10,1,5,0,2,1,4,3,0,0,0,0,3,0,0,0,0,2,3,2,0,8,7,2,3,2,1,0,2,0,2,1,0,5,0,1,1,1,1,2,1717,1,1,"[London] : In the Savoy: printed by Eliz. Nutt, and R. Gosling, (assignees of Edward Sayer Esq;) for B. Lintott, R. Gosling, J. Pemberton; and T. Ward, 1717.",London,271,unknown,,,FALSE,"plead want of Assets after a Debt decreed , Pa g. 88 Expojition of Words, Vide Devises , Lea ies and Wills. F. A Fraud or Accident in making a Bond relieved, the Writer having left out one of the Obligor's Names, and the other being Bankrupt, 99 G. Ratuities"
0470000500_000028,"The law's disposal of a person's estate who dies without will or testament: shewing, in a clear, plain, easy, and familiar manner, how a man's family or relations will be entitled to his real and personal estate, by the Laws of England, and the Customs of the City of London and Province of York. To Which IS Added The Disposal of a Person's Estate By Will and Testament; Containing An Explanation of the Mortmain Act, with Instructions and necessary Forms for every Person to make, alter, and republish his own Will: Likewise Directions for Executors how to act after the Testator's Death, with respect to proving his Will, taking upon them the Executorship, getting in the Effects, and paying Debts and Legacies. By Peter Lovelass, of the Inner Temple, Gent.","Lovelass, Peter",100,0,3,3,0,1,2,3,6,0,3,0,0,5,5,4,1,12,1,1,0,1,3,2,0,0,14,1,1,1,0,1,0,0,0,4,4,1,1,1,0,2,1,2,5,2,0,0,0,0,1,0,0,0,0,0,1,1,0,1788,1,1,"London : printed for the author; and sold by P. Uriel, Inner Temple Lane; T. Whieldon, Fleet Street; J. Buckland, and J. Bew, Paternoster Row; and R. Spence, Ousgate, York, MDCCLXXXVIII. [1788].",London,285,male,1786,1812,FALSE,"he has nothing left i New Abr. 434 Swinb., 47, 458 on deb; s in a subsequent chapter, page m 14 Vill. Abr. tit. Intcteft. 203 1 I. Will. 541 P Black. Com. z V 466 SI. D Barnard. z2'. See more of interest q z New Ahr. 434 for"
0231200101_000340,"The complete conveyancer; or, the theory and practice of conveyancing in all its branches. The Practical Part. Consisting Of AtPrecedents of every Kind that the Practisers of the Law of every Denomination can possibly have Occasion to consult in the Course of Business. Particularly Under The Following Heads, Viz. Acknowledgments Acquittances Acts of Parliament relating to Conveyancing Affidavits Agreements of all Kinds Anonities Appointments Articles Assignments of all Kinds Awards Bargain and Sale Bills Bonds of all Kinds Certificates Charter-Parties Collateral Securities Compositions of Creditors Conditions Confirmations Consent Consideration Copartnership Copyhold Precedents Covenants Declarations Defeasances Demise Deputations Disclaimer Distribution Distress Enfranchisement Exceptions Exchange Feoffments Fines Gift (deeds of) Grants Indemnity Indorsements Inrollment of Deeds Jointures Leases of all Kinds Lease and Release Letters of Attorney Letters of Licence Limitations of Uses Licence Livery of Seisin Memorials Mortgages Orders Partition Petitions Presentation Provisoes Receipts Recitals Reconveyances Recoveries Releases Resignations Revocations Separation (deeds of) Settlements Surrenders Uses Warrants of Attorney Warrants Wills, &c. The Theoretical Part Consists Of At The Law of Conveyancing: OR, The Various Methods of Acquiring and Conveying Estates, both Real and Personal. By William Newnam of the Inner Temple, Esq; and others. ... . Part I.",William Newnam,106,1,0,7,5,4,1,0,0,0,0,1,0,0,3,3,0,2,0,0,0,0,1,0,0,0,13,0,6,0,0,1,4,0,12,3,1,0,0,6,3,4,3,1,1,0,0,1,5,0,2,5,2,1,1,0,0,2,1,1786,1,3,"Dublin : printed by Elizabeth Lynch, No. 6, Skinner-Rows And In The Four-Courts, M,DCC,LXXXVI. [1786].",Dublin,1420,male,,,FALSE,"hcr of thenm, covenant , promise and agree to and with the laid J. A. lis executors and administrators , and every of them by there presents , that reither thiey the laid creditors parties to these presents , nor their exectiors administrators , partners or assigns , or any"
0836800102_000298,"A new and complete law-dictionary, or general abridgment of the law, on a more extensive plan than any law-dictionary hitherto published: ... By T. Cunningham, Esq; The second edition, corrected. In two volumes. ...",Timothy Cunningham,119,0,3,3,0,2,3,2,2,0,1,0,0,0,0,4,2,7,0,0,5,3,0,2,1,0,5,1,0,9,1,13,0,0,0,10,4,0,0,1,1,1,0,1,4,6,4,4,0,0,1,0,0,0,0,13,0,0,0,1771,2,2,"London : printed by his Majesty's law printers, for W. Flexney; G. Kearsly; J. and F. Rivington; T. Longman and Robinson and Roberts, 1771.",London,871,male,,1789,FALSE,"may be enabled to recover their said debts , it is further enaced, "" That in the cafes before mentioned every such creditor hall and may have and maintain his, her, and their action and actions of debt upon his, her, and their raid bonds and specialties, against the heir"
0755400300_000088,"Reports of cases argued and determined in the High Court of Chancery, during the time of the late Lord Chancellor King. Collected by William Mosely, Esq; Late Barrister at Law. Published with notes, and many thousand references, and two tables; one, of the Names of the Cases; the other, of the Principal Matters.",Great Britain. Court of Chancery,97,0,0,2,2,0,0,2,5,0,0,0,0,6,1,2,1,4,1,1,4,5,2,10,0,4,1,2,0,0,0,1,0,0,0,5,0,2,1,0,2,3,0,3,2,7,0,0,0,1,3,1,0,1,0,0,0,4,6,1744,1,1,"Dublin : printed by Oli Nelson, at Milton's Head in Skinner-Row, for the administratrix of the author, MDCCXLIV. [1744].",Dublin,456,unknown,,,FALSE,"his being in the Service, and i .""ugivsy, under the Protection of the Genoese Envoy, and produced? cuityto py Precedent, 8 Ann. made by Lord Cowper. And the Lord Chancellor made an Order accordingly. X X By 176 De fterm..pafch. 1729 y the Rules of By the constant Rules of"
0995001300_000022,"A treatise of feme coverts: or, the lady's law. Containing all the laws and statutes relating to women, ...",,87,2,2,2,1,2,3,1,3,0,0,0,1,3,0,0,1,2,1,2,2,0,1,3,0,0,8,0,0,3,0,1,0,0,0,2,3,0,2,0,1,1,0,1,2,1,1,0,1,0,2,0,3,3,0,0,3,2,15,1732,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for B. Lintot, and sold by H. Lintot, 1732.",London,290,unknown,,,FALSE,"grew only after the Death of the Husband, it being thit his Heirs , Executors or Administrators should p; y the Wife oo5001. if fle survived her Husband, which she did, and the Bond remains good to the Wife . Cro. Jac. .72. In Consideration that the Plaintiff would marry"
0409200102_000170,"Precedents in conveyancing, settled and approved by Gilbert Horseman, Late of Lincoln's Inn, Esq; and other eminent counsel. In two volumes, with proper tables. ...","Horseman, Gilbert",94,0,0,4,5,2,0,0,0,0,0,2,0,0,1,0,1,0,3,0,0,5,1,0,0,1,4,0,3,0,0,7,3,0,0,8,5,0,4,3,4,2,4,5,2,0,0,0,3,0,1,3,2,2,1,0,1,1,1,1768,2,2,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's Most Excellent Majesty; for J. Worrall; A. Millar; H. Woodfall; W. Strahan; J. Rivington; R. Baldwin; W. Owen; Hawes, Clarks, and Collins; W. Johnston; S. Crowder; J. Dodsley; B. Law; P. Uriel; T. Lowndes; W. Richardson; and A. Shuckburgh. M.DCC.LXVIII. [1768].",London,599,male,,,FALSE,"as by the said Darby Deal, his Executors , Administrators or Assigns , or his or their Counsel learned in the Law stall be reasonably advised, or devised and required. And it is hereby declared and agreed by Until Default and between the said Parties to these Presents , that"
0503400102_000032,"The practical conveyancer: in two parts. Part I. Containing rules and instructions for drawing all sorts of conveyances of estates and interests, whether Real or Personal, in Possession or Expectancy. Also Particular Rules for the Exposition of Deeds, Wills, &c. and of Words used in Conveyances. Together With The Resolutions of the several Courts at Westminster, in Cases wherein Difficulties have arisen touching the Words and Clauses in Deeds, Devises, &c. The Whole extracted by Way of Abridgment from the Reports at large of the said Cases, and alphabetically digested under proper Heads. Part II. Being the first part reduced into practice, in a select collection of precedents, viz. Marriage-Settlements, Bargains and Sales, Leases, Leases and Releases, Deeds of Copartnership, of Exchange, of Release and Confirmation; Mortgages, Surrenders, Wills, Letters of Attorney, Assignments of Stocks and Exchequer Annuities, Ecclesiastical Instruments, &c. By John Lilly, Gent. the second edition, corrected and very much enlarged. To which are now added, cases in Chancery, under all the titles of conveyancing: Digested by Way of Common Place under alphabetical Heads.","Lilly, John",112,1,0,6,2,9,0,0,0,0,1,0,3,0,4,8,0,2,0,0,0,0,1,1,0,2,12,0,3,2,0,6,1,0,2,0,6,0,0,2,6,4,1,2,4,0,0,0,3,0,1,2,1,1,9,0,1,3,0,1732,2,2,"[London] : In the Savoy: printed by E. and R. Nutt and R. Gosling, (assigns of E. Sayer, Esq;) for Tho. Ward and E. Wicksteed, in the Inner-Temple Lane, MDCCXXXII. [1732].",London,375,male,,,FALSE,"and Residue, which hall be then refpecively to come and unexpired, of the said Term of one thoufan4 Years, by the laid recited Indenture of Demise granted , and of the Term granted by the Lease, under which the said last three mentioned Meffluages or Tenements are held, without any"
0638900107_000235,"Reports of cases, upon appeals and writs of error, in the High Court of Parliament; from the year 1701, to the year 1779. With tables, notes and references. By Josiah Brown, Esq. barrister at law. ...",Great Britain. Parliament. House of Lords,95,0,0,4,2,4,0,0,0,0,3,0,0,0,2,0,2,3,2,0,0,2,1,10,0,2,4,0,5,0,1,1,1,0,0,3,0,4,1,3,7,2,0,3,1,0,0,0,1,2,0,1,0,6,6,0,0,2,4,1783,7,7,"London : printed, by His Majesty's Law-Printers, for the author; and sold by P. Uriel, in the Inner-Temple Lane, MDCCLXXIX. [1779].",London,627,unknown,,,FALSE,"the rent of i5 7 quarter 1778 ly: And also making several other annual payments , in the said lease particularly mentioned . This lease was made to white, in trust for the said Matthew Pilkington; and accordingly, Mr. White signed the following declaration of trust to him. "" i8th"
0068900201_000247,"Precedents in conveyancing, settled and approved by Gilbert Horsman, ... and other eminent counsel. In three volumes, with proper tables. ...","Horseman, Gilbert",112,3,1,10,1,2,2,0,0,0,1,0,0,0,2,0,2,3,6,0,0,0,0,1,0,1,15,0,1,1,0,1,7,0,7,1,1,0,2,3,3,1,18,2,3,0,0,0,0,1,0,3,1,0,2,0,2,2,0,1744,1,3,"[London] : In the Savoy: printed by Henry Lintot, (assignee of Edward Sayer, Esq;) for John and Paul Knapton, 1744.",London,616,male,,,FALSE,"discussed c~afc and determined by such one indifferent Person as the laid two filft Bes i2 Refer Referrees, ( hall for that Purpose from Time: to Time nominate and appoint Umpire in the Prenmiffes, who shall determine the same within twenty Days next after he shall be appointed Umpire: And"
0173200300_000172,"A new law-dictionary: containing the interpretation and definition of words and terms used in the law; as also the law and practice, Under The Proper Heads and Titles: together with such learning as explains the history and antiquity of the law; our Manners, Customs, and Original Government. Collected and Abstracted from All Dictionaries, Abridgments, Institutes, Commentaries, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. Adapted to the Use of Barristers, Students and Practisers of the Law, Members of Parliament, Justices of Peace, Clergymen, and other Gentlemen, &c. The tenth edition. With great additions and improvements, from the latest Reports and Statutes to this Time. Also many New Titles, not in any other Work of the Kind. Originally compiled by Giles Jacob. Now corrected and greatly enlarged by Owen Ruffhead and J. Morgan, Esquires.",Giles Jacob,113,0,6,1,0,0,1,4,3,0,4,0,1,2,2,0,5,5,0,1,1,0,6,2,0,0,5,1,0,3,0,2,1,0,1,5,1,2,3,0,0,2,1,0,1,2,0,0,1,0,1,0,4,8,0,2,0,0,23,1773,1,1,"Dublin : printed for James Williams, at No. 5. in Skinner-Row, M,DCC,LXXIII. [1773].",Dublin,975,male,1686,1744,FALSE,"ihe dies, he Shall not have it, but the executors of the wife , March 44 See 2 era. 270 A legacy is given to afemnefle to be paid presently , or at a day to come, if fle marry and die, before any release or disposal thereof by her"
0638200102_000889,"A compleat body of conveyancing, in theory and practice. In two parts. ... Collected by Edward Wood, gent. deceased. The whole digested in a method intirely new, ... by John Salthouse, ...","Wood, Edward, conveyancer",127,0,0,3,1,29,4,0,0,0,0,0,0,0,4,9,0,14,0,1,0,0,0,9,0,1,2,0,2,0,0,1,0,2,0,0,0,1,0,3,8,6,1,3,5,0,0,0,0,1,2,1,3,1,8,0,1,0,1,1749,2,3,"[London] : In the Savoy: printed by Henry Lintot, for J. Worrall, 1749.",London,968,male,,,FALSE,"it falls short) except her Paraphernalia, by the Direction of several of his simple Contra Creditors , to Trustees, (particularly named by the other Parties ) in Trust for the Intestate's Creditors , with several special Covenants and Provisoes. Page 493 8 An Assignment of Debts as a Security in"
0408500103_000290,"A new abridgment of the law. By Matthew Bacon, of the Middle Temple, Esq. The fifth edition, corrected; with considerable additions, Including the Latest Authorities; By Henry Gwillim, of the Middle Temple Esq. Barrister at Law. In seven volumes. ...",Matthew Bacon,105,0,0,1,0,0,1,2,3,0,4,1,0,1,2,1,1,6,0,6,5,1,0,1,0,2,4,1,0,1,1,16,0,0,0,9,4,0,0,1,0,1,2,1,6,5,4,1,0,0,1,1,0,0,0,8,0,0,0,1798,3,7,"London : printed by A. Strahan, Law Printer to the King's Most Excellent Majesty, for T. Cadell, C. Dilly, G. G. and J. Robinson, J. Johnson, R. Baldwin, A. Strahan, W. Otridge, E. and R. Brooke, F. and C. Rivington, J. Butterworth, E. Newbery, W. Clarke and Son, J. Stockdale, T. Payne, J. Walker, R. Banister, R. Pheney, T. N. Longman, R. Bickerstaff, and J. White, 1798.",London,805,male,,,FALSE,"inquire of the value; so that it is matter of inquest only excjfiil and not to be the point of the issue; and by this statute the plaintiff is only to recover pro tanto against the defendant with refpea to the value of such aliened assets, and is not to"
0500700102_000245,"Reports of cases argued and determined in the High Court of Chancery, and of some special cases adjudged in the Court of King's Bench: collected by William Peere Williams, ... In two volumes. ...",William Peere Williams,99,2,0,4,0,4,11,0,4,0,0,0,1,4,0,10,2,7,0,1,1,2,0,5,1,1,4,0,0,0,1,2,0,0,0,2,1,0,0,0,4,2,1,2,0,2,1,1,0,0,0,0,0,0,1,1,0,3,11,1740,2,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for T. Osborne, 1740.",London,836,male,1664,1736,FALSE,"equitable Bankrupt, but it must be a legal one. 429 There _.. There may be Reason for a Bankrupt to prefer one Creditor to another. Page 429 thetime when the Affignmnent was made is not material, so as it be before the Bankruptcy, but the Jufrnefs of the Debt is"
