PassageID,Title,Author,Total termFreq,termFreq(afterward),termFreq(area),termFreq(armi),termFreq(bilhop),termFreq(bishop),termFreq(black),termFreq(check),termFreq(colleg),termFreq(colour),termFreq(crown),termFreq(differ),termFreq(equal),termFreq(fourth),termFreq(game),termFreq(guard),termFreq(held),termFreq(judg),termFreq(king),termFreq(knave),termFreq(knight),termFreq(length),termFreq(mean),termFreq(merci),termFreq(order),termFreq(pawn),termFreq(piec),termFreq(plai),termFreq(present),termFreq(queen),termFreq(rook),termFreq(root),termFreq(rule),termFreq(squar),termFreq(street),termFreq(trade),termFreq(white),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0090701200_000004,"The theory of chess; a treatise, in which the principles and maxims of this game, or rather science, are clearly and concisely explained; As concisely at least, As it might be advisable to attempt: Including Directions for Playing, Modelled and Arranged in an Original Manner: Accompanied with Necessary Illustrations. For the Use of those, Whom the Celebrity of Chess, Has inspired with a wish to become acquainted with it; But who, Not having access to any Professor, Have no better way of acquiring the Rudiments, Than a Recourse to Publications on the subject.","Pratt, Peter",60,0,0,0,0,6,0,8,0,1,0,0,0,0,6,0,0,1,10,0,5,0,0,0,0,0,10,2,1,0,0,0,6,4,0,0,0,1799,1,1,"London : printed for the author, and sold by Samuel Bagster, No. 81, Strand, [1799].",London,118,male,,,FALSE,"moves of the bishop and peer; and, like them, when the road is open, takes at any distance. VI The king except when he avails himself of the privilege of closeting, can only move one squarie at a time; of course he can take at no greater distance: he may,"
0403600800_000032,"The accurate gamester's companion: containing infallible rules for playing the game of whist To Perfection In all its Branches. Treated in an easy Manner, and illustrated with Variety of Cases. Also the laws of the game, Calculations relative to it, &c. The ninth edition improv'd. To which are added, the games of quadrille, piquet, chess and back-gammon, fully explain'd. Likewise a dictionary for whist, and an artificial memory. The whole founded on the experience of Edmond Hoyle, Gent.",Edmond Hoyle,58,0,0,0,0,0,0,0,0,0,0,1,1,0,12,0,0,0,1,0,0,0,0,0,1,9,14,5,0,10,2,0,1,1,0,0,0,1748,1,1,"London : printed for Tho. Osborne: and sold by W. Reeve, at Shakespear's-Head, near Serjeant's-Inn-Gate, in Fleet-Street, [1748] [1750].",London,225,male,1672,1769,FALSE,"begin my Attack; and it stands to Reason, you can't do it in a better Place than where you are strongest, and your Enemy weakest. By this Method tis very probable, that you will be able to break through your Adversary's Game , in which Fray some Pieces muss of"
0301300100_000034,"Mr. Hoyle's games of whist, quadrille, piquet, chess, and back-gammon. Complete. In which are contained, the method of playing and betting, at those games, upon equal or advantageous Terms. Including the laws of the several games. To which is now first added, Two New Cases at Whist, never before printed: Also, The New Laws of the Game at Whist, As played at White's and Saunders's Chocolate Houses.",Edmond Hoyle,56,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,1,0,0,0,1,0,2,9,11,8,0,5,2,0,1,1,0,0,0,1760,1,1,"London : printed for Thomas Osborne, in Gray's Inn, Stanley Crowder, at the Looking-Glass; and Richard Baldwin, at the Rose, in Pater-Noster-Row, [1760?].",London,222,male,1672,1769,FALSE,"deviate from it; and I may venture to pronounce, that no person can ever play well at this Game , that does not put this Rule iridly in Pracice; and don't let anybody imagine, that these preparatory Moves are useless, because he does not receive an.im mediate Advantage from them;"
1185300400_000033,"Miscellanies, in verse and prose. By George Jeffreys, Esq;","Jeffreys, George",33,0,0,1,0,1,5,1,0,2,0,1,0,0,0,3,0,0,2,0,2,0,0,0,0,1,0,0,0,3,1,0,2,0,0,0,8,1754,1,1,"London : printed for the author, MDCCLIV. [1754].",London,461,male,1678,1755,FALSE,"by the Kings , the Queens assume their place; Left of her Lord the white ; the black , to grace Her Hero's better fide; and, ere she moves, A station each of her own hue approves. In either line the next partitions claim Two' Archers, Areiphili their name, Beloved"
0680500700_000035,"Mr. Hoyle's games of whist, quadrille, piquet, chess, and back-gammon, complete, in which are contained, the method of playing and betting at those games, upon equal, or advantageous Terms. Including the laws of the several games.",Edmond Hoyle,60,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,1,0,0,0,1,0,2,8,12,10,0,5,2,0,2,1,0,0,0,1770,1,1,"London : printed by assignment from T. Osborne; for J. Rivington and J. Wilki St. Paul's Church-Yard; S. Crowder and R. Baldwin, Pater-Noster-Row; T. Caslon, and B. Law, Stationers-Court; T. Lowndes, Fleet-Street; F. Newbery, Ludgate-Street; W. Domville, Royal-Exchange; T. Becket, in the Strand; T. Davies, Covent-Garden; W. Davis, Piccadilly; and J. Ridley, St. James's-Street, [1770?].",London,223,male,1672,1769,FALSE,"up with your Pieces left you inadvertently give one. Explanations and 4apl; cations of fime of te fort. going RULES and OBSERVATIONS. I. WTHETHER you play the open Game , V or the close Game , be sure you bring .ut all your Pieces into Play before you bcgir .o"
0258100100_000201,"Dictionarium Britannicum: or a more compleat universal etymological English dictionary than any extant. Containing Not only the Words, and their Explication; but their Etymologies from the Antient British, Teutonick, Low and High Dutch, Saxon, Danish, Norman and Modern French, Italian, Spanish, Latin, Greek, Hebrew, Chaldee, &c. each in its proper Character. Also Explaining hard and technical Words, or Terms of Art, in all the Arts, Sciences, and Mysteries following. Together with Accents directing to their proper Pronuntiation, shewing both the Orthography and Orthoepia of the English Tongue, Viz. in Agriculture, Algebra, Anatomy, Architecture, Arithmetick, Astrology, Astronomy, Botanicks, Catoptricks, Chymistry, Chyromangy, Chirurgery, Confectionary, Cookery, Cosmography, Dialling, Dioptricks, Ethicks, Fishing, Fortification, Gardening, Gauging, Geography, Geometry, Grammar, Gunnery, Handicrafts, Hawking, Heraldry, Horsemanship, Husbandry, Hydraulicks, Hydrography, Hydrostaticks, Law, Logick, Maritime and Military Affairs, Mathematicks, Mechanicks, Merchandize, Metaphysicks, Meteorology, Navigation, Opticks, Otacousticks, Painting, Perspective, Pharmacy, Philosophy, Physick, Physiognomy, Pyrotechny, Rhetorick, Sculpture, Staticks, Statuary, Surveying, Theology, and Trigonometry. Illustrated with near Five Hundred Cuts, for Giving a clearer Idea of those Figures, not so well apprehended by verbal Description. Likewise A Collection and Explanation of Words and Phrases us'd in our antient Charters, Statutes, Writs, Old Records and Processes at Law. Also The Theogony, Theology, and Mythology of the Egyptians, Greeks, Romans, &c. being an Account of their Deities, Solemnities, either Religious or Civil, their Divinations, Auguries, Oracles, Hieroglyphicks, and many other curious Matters, necessary to be understood, especially by the Readers of English Poetry. To which is added, A Collection of Proper Names of Persons and Places in Great-Britain, with their Etymologies and Explications. The Whole digested into an Alphabetical Order, not only for the Information of the Ignorant, but the Entertainment of the Curious; and also the Benefit of Artificers, Tradesmen, Young Students and Foreigners. A Work useful for such as would Understand what they Read and Hear, Speak what they Mean, and Write true English. Collected by several hands, the mathematical part by G. Gordon, the botanical by P. Miller. The whole revis'd and improv'd, with many thousand additions, by N. Bailey,","Gordon, George",26,0,0,1,0,0,1,3,0,2,0,0,0,0,3,1,0,0,3,0,0,0,1,0,1,2,3,1,0,1,0,0,1,1,0,0,1,1730,1,1,"London : printed for T. Cox at the Lamb under the Royal-Exchange, M,DCC,XXX. [1730].",London,822,male,1719,1726,FALSE,"come within view of the hawk, and Ihe forsakes her natural flight to follow them. Clerk of the chi ECK, an officer of the court, so filed because he has the check and controlment of the yeomcn of the guard and all ufliers belonging to the King , Queen ,"
0399700302_000157,"A full inquiry into the subject of suicide. To which are added (as Being Closely Connected with the Subject) two treatises on duelling and gaming. In two volumes. By Charles Moore, M. A. Rector of Cuxton and Vicar of Boughton-Blean, Kent; and Formerly Fellow of Trinity-College, Cambridge. ...","Moore, Charles",31,0,0,0,0,1,0,1,0,1,1,0,1,0,6,2,0,0,2,0,1,0,0,0,1,0,2,5,2,3,2,0,0,0,0,0,0,1790,2,2,"London : printed for J. F. and C. Rivington, No 62, St. Paul's Church-Yard; J. Robson and W. Clarke, New-Bond-Street; G. Nicol, Pall-Mall; and J. and T. Egerton, Charing-Cross; Fletcher, Prince and Cooke, Oxford; Merrills, Lunn, Cambridge; Simmons and Kirby, Canterbury; and Gillman, Rochester. M.DCC.XC. Entered at Stationers-Hall, [1790].",London,440,male,1743,1811,FALSE,"colours as the tables. she kin.; s and queens were (lrecihd in royal robes and seated on thrones with crowns on their heads. The biflops had tihir niitres and habits richly adorned, and the knights were mounted on horses with fine trappings. The rooks were repprlcllted by elephants with towers"
0311500504_000075,"The works of Francis Rabelais, M.D. In five books. ... . Now carefully revised, and compared throughout with the late new edition of M. Le du Chat, by Mr. Ozell. Who has likewise added at the Bottom of the Pages, a translation of the notes, Historical, Critical, and Explanatory, of the said M. du Chat, and others : In which Notes, never before printed in English, the Text is not only explained, but, in Multitudes of Places, amended, and made conformable to the first and best Editions of the learned and facetious Author.",François Rabelais,57,0,0,0,0,0,0,0,0,4,2,3,0,1,1,1,0,0,10,0,2,0,0,0,0,0,2,2,1,10,0,0,0,11,0,0,7,1738,4,4,"Dublin : printed for Philip Crampton, at Addison's Head opposite to the Horse-Guard in Dame-Street, Bookseller, MDCCXXXVIII. [1738].",Dublin,345,male,1490,1553,FALSE,"Pots? At the Bottom I perceived store of Dice, Cards, (z) Tarots, -3 Lucttes, Chessmen and Chcquers, btfidec full Bowls of Gold Crowns , for those who have a Mind to have a Game (i) ol0a Pcdrida.] Some call it an Oio. Rabelais Potpourry,. -2 Great Cards on which il"
1006000102_000008,Chess.,Richard Twiss,29,0,0,1,0,0,0,1,0,0,0,3,0,0,4,1,0,0,6,1,1,0,1,0,1,1,1,2,0,1,4,0,0,0,0,0,0,1787,2,2,"London : printed for G. G. J & J. Robinson, and T. & J. Egerton, MDCCLXXXVII. [1787]-89.",London,290,male,1747,1821,FALSE,"in the grave. A brave comparison said Sancho, though not so new but. that I have heard it many and different times: ""Como aquella del juego del Axedrez, quo mientras.d usa el juego, cada pieza tiene fu particular qficio, y ep gcabandofe el juego, todas as ] todas re mefclen,"
1233301100_000042,"The polite gamester: containing, short treatises on the games of whist, quadrille, back-gammon, piquet and chess. Together with An artificial memory, or, an easy method of assisting the memory of those that play at the Game of whist. By Edmund Hoyle, Gent.",Edmond Hoyle,43,0,0,0,0,1,0,1,0,0,0,2,0,0,5,0,0,0,6,0,0,0,1,0,0,3,11,6,0,6,1,0,0,0,0,0,0,1752,1,1,"Dublin : printed for G. and A. Ewing, at the Angel and Bible in Dame-Street, M,DCC,LII. [1752].",Dublin,209,male,1672,1769,FALSE,"CHE SS. 41 either get a Pawn or two, or such a Situation as ends in his Deftrufion. VII Supporing your Queen and another piece are at tacked at the same time, and that by removing your Queen you smuf lose your Piece ; in this Cafe, if you can"
0613400700_000024,"Pigott's new Hoyle; or, the general repository of games: containing rules and instructions for playing whist, ... From the manuscript of the late Charles Pigott, Esq.",Charles Pigott,54,0,0,0,0,0,0,0,0,0,0,1,1,0,12,0,0,0,1,0,0,0,0,0,1,6,13,6,0,8,3,0,1,1,0,0,0,1797,1,1,"London : printed for James Ridgway, [1797?].",London,238,male,,1794,FALSE,"and you will receive this advntacge from it, that your game will not b crowded: I mran by this, that all your pieces will be at liberty to play and affitl each other, and L cooperate towards obtaining your end: and thi fir.her is to be observed, that, either in"
0733901101_000159,The works of Sir William Jones. In six volumes. ...,William Jones,47,0,0,2,0,2,0,0,0,0,0,0,1,0,5,0,2,0,17,0,1,0,0,0,1,4,3,0,0,1,0,0,4,4,0,0,0,1799,1,6,"London : printed for G. G. and J. Robinson, Pater-Noster-Row; and R. H. Evans (successor to Mr. Edwards), No. 26, Pall-Mall, MDCCXCIX. [1799].",London,603,male,1746,1794,FALSE,"face to f; ce, or six on a fide. I cannot agree with my friend RA'DHA'CA'NT, that a bip is properly introduced in this imaginary warfare instead of a chariot, in which the old Tndian warriors confiantly sought; for, though the king might be supposed to sit in a car,"
1006000101_000029,Chess.,Richard Twiss,41,1,0,1,0,0,0,0,0,0,1,0,0,1,7,0,0,0,6,0,6,0,0,0,0,3,4,7,1,2,0,0,0,1,0,0,0,1787,1,2,"London : printed for G. G. J & J. Robinson, and T. & J. Egerton, MDCCLXXXVII. [1787]-89.",London,202,male,1747,1821,FALSE,"Abraham Janffen introduced him to all the celebrated players of the time. Sir Abra. ham was not only the best chess player in England, but likewise the best player he ever met with, after his Master Mr. de Legalle, as the Baronet was able to win one game in four"
1006000102_000034,Chess.,Richard Twiss,39,0,0,0,0,1,0,1,0,0,0,1,0,0,10,0,0,0,9,0,1,0,1,0,0,1,2,5,2,2,2,0,1,0,0,0,0,1787,2,2,"London : printed for G. G. J & J. Robinson, and T. & J. Egerton, MDCCLXXXVII. [1787]-89.",London,290,male,1747,1821,FALSE,"rest is nearly as follows: ""Chess has from a very early period been a favourite game among the inhabitants of Iceland, many of whom, particularly those who inhabit the western part of that Island, are at this day very skilful players, peasants as well as gentlemen. The same rules which"
1006000101_000007,Chess.,Richard Twiss,41,0,0,0,0,0,2,1,0,2,0,1,0,0,10,0,0,0,0,0,1,0,3,0,1,1,3,12,0,1,0,0,0,1,0,0,2,1787,1,2,"London : printed for G. G. J & J. Robinson, and T. & J. Egerton, MDCCLXXXVII. [1787]-89.",London,202,male,1747,1821,FALSE,"Chess; as at Cards, many silly women. and children are frequently winners whereas, to play at Chess, requires a mathematical genius, and the victory is to be ascribed solely to one's own skill, and by no means to blind chance. I even doubt, whether playing well at Chess is not"
0064201402_000065,"Fugitive pieces, on Various subjects. By several authors. ... . Containing I. Crito: or a dialogue on beauty. II. An account of the Emperor of China's gardens, near Pekin. III. Deformity. By William Hay, Esq. IV. Lucina sine concubitu. Addressed to the Royal Society. V. A Modest Defence of Gaming. VI. The Pretty Gentleman. Vii. The Polite Philosopher. Viii. Plan of an Essay on Delicacy.",,36,2,2,0,0,0,2,0,1,5,2,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,2,0,2,8,0,0,0,1,1,0,1,1771,2,2,"London : printed for J. Dodsley, in Pall-Mall, MDCCLXXI. [1771].",London,348,unknown,,,FALSE,"Queen Eliza keth's Bed, with curious Coverings of Embroidery, but not quite so long or large as the others; a Piece of Tapestry, in which is represented Clovis, King of France, with an Angel presenting to him the Fleurs de lis, to be born in his Arms; for before this"
0673701200_000032,"A short treatise on the game of whist. Containing the laws of the game: and also some rules, whereby a Beginner may, with due Attention to them, attain to the Playing it well. Calculations for those who will bet the Odds on any Points of the Score of the Game then playing and depending. Cases stated, to shew what may be effected by a very good Player in critical Parts of the Game. References to cases, viz. at the End of the Rule, you are directed how to find them. Calculations, directing with moral Certainty, how to play well any Hand or Game, by shewing the Chances of your Partner's having 1, 2, or 3 certain Cards. With variety of cases added in the appendix. By Edmond Hoyle, gent.",Edmond Hoyle,59,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,1,0,0,0,0,0,1,10,14,6,0,10,2,0,1,1,0,0,0,1750,1,1,"London : printed for T. Osborne, at Gray's-Inn, 1750.",London,227,male,1672,1769,FALSE,"very probable, that you will be able to break through your Adversary's Game , in which Fray some Pieces must of course be exchanged. But now pause again, and survey both Games attentively, and don't let your Impetuosity hurry you on too far with this first Success; and my Advice"
0673701100_000041,Hoyle's games improved consisting of practical treatises on whist quadrille piquet chess back-gammon draughts cricket Tennis Quinze Vingt-Un Hazard Lansquenet Billiards Faro or Pharo Rouge & Noir Cribbage Matrimony Cassino Goff on Golf Connexions Reversis Put All-Fours and Speculation With an essay on game cocks; wherein are comprised calculations for betting upon equal or advantageous Terms. Revised and corrected by Charles Jones Esq.,Edmond Hoyle,57,0,0,0,0,0,0,0,0,0,0,1,1,0,12,0,0,0,1,0,0,0,0,0,2,8,15,5,0,8,2,0,1,1,0,0,0,1800,1,1,"London : printed by M. Ritchi Middle Street, Cloth Fair, for R. Baldwin, T. Payne, W. Lowndes, G. Wilkie, J. Scatcherd, Longman and Rees, E. Newbery, W. Stewart, J. Lee, T. Hurst, and J. Mawman, [1800].",London,340,male,1672,1769,FALSE,"begin : iiv. In order to bring out your pieces prp, )erly, I'raui advise to pull on your pawns firif, and support nim ith your Fieces, and you -: ll receive this advance from it, tilht your game will not be crowded: I a by this, thata!! ayour pieces will"
1135200102_000048,"Asiatic researches; or, transactions of the society, instituted in Bengal, for inquiring into the history and antiquities, the arts, sciences, and literature, of Asia. ... . Printed verbatim from the Calcutta edition.",Asiatic Society of Bengal,47,0,0,2,0,0,0,0,0,0,0,0,1,2,4,0,1,0,16,0,1,0,0,0,1,5,2,0,0,1,0,0,5,6,0,0,0,1799,2,20,"London : printed for J. Sewell; Vernor and Hood; J. Cuthell; J. Walker; R. Lea Lackington, Allen, and Co.; Otridge and Son; R. Faulder; and J. Scatcherd, 1799-1839.",London,495,unknown,,,FALSE,"advances straight forward and kills his enemy through an ""angle; the elephant marches in all direetions as far as his driver "" pleases; the horse runs obliquely, traversing three squares ; and the "" ship goes over two squares diagonally."" The elephant, we find, has the powers of our queen"
0680500700_000033,"Mr. Hoyle's games of whist, quadrille, piquet, chess, and back-gammon, complete, in which are contained, the method of playing and betting at those games, upon equal, or advantageous Terms. Including the laws of the several games.",Edmond Hoyle,53,1,0,0,0,1,0,1,0,0,0,0,1,0,8,3,0,0,4,0,0,0,0,0,1,6,12,11,1,2,0,0,1,0,0,0,0,1770,1,1,"London : printed by assignment from T. Osborne; for J. Rivington and J. Wilki St. Paul's Church-Yard; S. Crowder and R. Baldwin, Pater-Noster-Row; T. Caslon, and B. Law, Stationers-Court; T. Lowndes, Fleet-Street; F. Newbery, Ludgate-Street; W. Domville, Royal-Exchange; T. Becket, in the Strand; T. Davies, Covent-Garden; W. Davis, Piccadilly; and J. Ridley, St. James's-Street, [1770?].",London,223,male,1672,1769,FALSE,"in dealing, belonging to the Elder. hand, it is in the Option of the elder hand to have a new Deal, X If the younger hand takes in five Cards, it is the Loss of the Game , unless the elder hand has left two Cards. XI If the elder"
1006000102_000012,Chess.,Richard Twiss,35,0,0,1,0,0,0,3,0,0,0,1,0,1,6,0,0,0,3,0,1,0,1,0,0,2,2,10,0,1,0,0,0,3,0,0,0,1787,2,2,"London : printed for G. G. J & J. Robinson, and T. & J. Egerton, MDCCLXXXVII. [1787]-89.",London,290,male,1747,1821,FALSE,"efchez, imitans en cela la coutumeó qui leur a ete delaffiee par leur ayeuls d'anci ennete, cobien qu'ils ayent plusieurs autres fortes dejeus mais mecaniques & ufitezfeule ment du populaire."" In Brown's Religio Medici, 1669, is the following passage. ""Thus the Devil played at Chess with me, and yielding a"
0403600800_000041,"The accurate gamester's companion: containing infallible rules for playing the game of whist To Perfection In all its Branches. Treated in an easy Manner, and illustrated with Variety of Cases. Also the laws of the game, Calculations relative to it, &c. The ninth edition improv'd. To which are added, the games of quadrille, piquet, chess and back-gammon, fully explain'd. Likewise a dictionary for whist, and an artificial memory. The whole founded on the experience of Edmond Hoyle, Gent.",Edmond Hoyle,70,0,0,0,0,1,2,1,0,0,0,0,0,0,21,0,0,0,9,1,0,0,0,0,3,3,1,19,0,3,0,0,6,0,0,0,0,1748,1,1,"London : printed for Tho. Osborne: and sold by W. Reeve, at Shakespear's-Head, near Serjeant's-Inn-Gate, in Fleet-Street, [1748] [1750].",London,225,male,1672,1769,FALSE,"agree to it. Ei; il of ith GA E of BACK ga M MON.. THE THE CONTENTS. WHIST. (Alculations, diresing with moral Cer C tainty, how to play well, any Hand or Game , by flewiing the Chances of your Partners having i, 2, or 3 certain Cards. Page 2"
1705600100_000030,"The accurate gamester's companion: Containing infallible rules for playing the game of whist to perfection in all its branches. Treated in an easy manner, and illustrated with variety of cases. Also the laws of the game, calculations relative to it, &c. The ninth edition improv'd. To which are added, The games of quadrille, piquet, chess and back-gammon, fully explain'd. Likewise a dictionary for whist, and an artificial memory. The whole founded on the experience of Edmond Hoyle, gent.",Edmond Hoyle,52,1,0,0,0,1,0,1,0,0,0,0,1,0,8,3,0,0,4,0,0,0,0,0,1,6,10,12,1,2,0,0,1,0,0,0,0,1748,1,1,"London : Printed for Tho. Osborne: and sold by W. Reeve, at Shakespear's-Head, near Serjeant's-Inn-Gate, in Fleet-Street, 1748.",London,233,male,1672,1769,FALSE,"st6ck after Iie has discarded, hecannot alter his Discard. VIII vill. If a Card is facid, and it happens to be difooveied eithe' ina dealing, or in the Stock, there nmuft he a new Deal, unless it be the. bottom Card. IX If the Dealer turns up a Card in"
0301802600_000001,State necessity not considered as a question of law. A poetical sketch.,,30,0,0,0,0,2,0,0,0,0,1,0,1,0,3,0,0,0,5,0,3,0,0,0,0,2,0,1,0,4,3,0,4,0,1,0,0,1767,1,1,"London : printed for G. Kearsly, at No. 1. in Ludgate-Street, MDCCLXVII. [1767].",London,14,unknown,,,FALSE,"STATE NECESSITY Not considered as a QUESTION OF LAW. A POETICAL SKETCH. -- (Qo Fata trahunt, retrahuntque fequamur. VIRG. i. En. 1 709.. LONDON: Printed for G. KEARSLY, at NQ. i. in Ludgatc street . MDCC LXVII harvard Go it _ Library May -, la12. Gift of Charles Jackson or"
1006000102_000029,Chess.,Richard Twiss,33,1,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,3,0,1,0,1,0,2,1,4,5,2,1,1,0,0,2,0,0,0,1787,2,2,"London : printed for G. G. J & J. Robinson, and T. & J. Egerton, MDCCLXXXVII. [1787]-89.",London,290,male,1747,1821,FALSE,"Virgin or Queen . ""In old times the Bishop or Fol moved only two squares at a time. ""The Rook alone was unbounded in his course, which may suit with the lightness of the Camel, or Rok in the Indian tongue, but not in the least with the immobility of"
0090501300_000037,"The polite gamester: containing short treatises on the games of whist, quadrille, back-gammon, piquet and chess. Together with an artificial memory, or an easy method of assisting the memory of those that play at the Game of whist. By Edmund Hoyle, Gent.",Edmond Hoyle,67,0,0,0,0,1,0,0,0,0,0,2,1,0,9,0,0,0,5,0,0,0,1,0,0,9,18,9,0,9,3,0,0,0,0,0,0,1745,1,1,"Dublin : printed for G. and A. Ewing at the Angel and Bible in Dame-Street, 1745.",Dublin,236,male,1672,1769,FALSE,"with your King to prevent him; I speak now, as supposing all the Noblemen are gone; if if not, they are to attend your Pawns , and likewise to prevent your Adversary's from going to Queen . Some general R U L E S, by way of Corroboration and Supplement"
0038200501_000519,"A new universal history of arts and sciences, shewing their origin, progress, theory, use and practice, and exhibiting The Invention, Structure, Improvement, and Uses, Of the most considerable Instruments, Engines, and Machines, with Their Nature, Power, and Operation, decyphered in fifty two copper-plates. In two volumes.",,25,0,0,3,0,0,1,0,0,1,0,0,0,0,4,0,0,0,3,0,2,0,0,0,2,2,1,2,0,1,2,0,0,0,0,0,1,1759,1,2,"London : printed for J. Coote, at the King's Arms, in Pater-Noster-Row, MDCCLIX. [1759].",London,678,unknown,,,FALSE,"which a a does not occur, are the two lafl, viz. The probability of taking the ace out of the firit heap is T,, the probability of taking the ace out of n a bn and b. the second heap is T'; therefore the probability of The games infafhion are"
1240500200_000023,"Poems consisting chiefly of translations from the Asiatick languages. To which are added two essays; I. On the Poetry of the Eastern Nations. II. On the Arts, commonly called Imitative.",William Jones,30,0,0,1,0,0,3,0,0,3,0,2,2,0,2,1,0,0,3,0,2,0,0,0,1,1,0,1,0,2,0,0,0,3,0,0,3,1777,1,1,"London : printed by W. Bowyer and J. Nichols; for N. Conant (successor to Mr. Whiston), in Fleet Street, MDCCLXXVII. [1777].",London,216,male,1746,1794,FALSE,"and the tuneful Nine. He rose, and on the cedar table placed A polifih'd board, .with differing colours graced; Squares eight times eight in equal order lie; Tlele bright as snow, those dark with sable dye; Like the broad target by the tortoise born, Or like the hide by spotted"
0734100104_000128,The works of Sir William Jones. In six volumes. ...,William Jones,30,0,0,1,0,0,3,0,0,3,0,2,2,0,2,1,0,0,3,0,2,0,0,0,1,1,0,1,0,2,0,0,0,3,0,0,3,1799,4,6,"London : printed for G. G. and J. Robinson, Pater-Noster-Row; and R. H. Evans (successor to Mr. Edwards), No. 26, Pall-Mall, MDCCXCIX. [1799].",London,629,male,1746,1794,FALSE,"guide ·' Explain its laws, and over the field preside: No prize we need, our ardour to inflame; ( We fight with pleasure, if we fight for fame."" The nymph consents: the maids and youths prepare To view the combat, and the sport to share; But Daphnis most approved the"
1754900100_000032,"The polite gamester: containing, short treatises on the games of whist, quadrille, back-gammon, piquet and chess. Together with An artificial memory, or, an easy method of assisting the memory of those that play ... whist. By Edmund Hoyle, ...",Edmond Hoyle,59,0,0,0,0,0,0,1,0,0,1,0,0,1,18,0,0,0,4,0,0,0,0,0,0,3,1,18,0,2,0,0,7,0,2,0,1,1752,1,1,"Dublin : printed for Peter Wilson, 1752.",Dublin,209,male,1672,1769,FALSE,"two Dice 3 Crowding, a Game to be avoided - 25 Direations, for playing the fir/i Throw sir a Gammon, or for? Hit - - - - for playing the frji hrow when playing jor a fngle Hit only -, a Entering, of Men, upon I or more Points, and"
0158500200_000115,"The complete French master, for ladies and gentlemen. Containing I. A new methodical French grammar. II. A well-digested and copious Vocabulary. III. Familiar Phrases and Dialogues, on all manner of subjects. IV. Dialogues of Wit and Humour. V. A taste of the French Poetry. VI. A collection of French Songs. Vii. A collection of choice Proverbs. Viii. A catalogue of French books, fit for a Lady's or Gentleman's Library. For the use of the late Duke of Glocester. By Mr. A. Boyer. Author of the Royal Dictionary, French and English.",Abel Boyer,44,0,0,0,0,1,0,1,0,0,2,0,1,0,7,0,0,0,5,2,1,0,0,0,0,1,0,17,0,4,2,0,0,0,0,0,0,1762,1,1,"Edinburgh : printed for John Wood Bookseller in the New-Exchange : and sold by him, and the other booksellers in Great Britain and Ireland, MDCCLXII. [1762].",Edinburgh,414,male,1667,1729,FALSE,"Cut Have jou your cards' I believe I ave Have you discarded, or put out How many do you take in 1 take all I leave one I have bad cards I have the wqorjf cards in the pack Tou mu.n needs have good cards, Jince I have nothing My"
0568400200_000003,"The norfolk gamester: or, the art of managing the whole pack, even king, queen and jack.",,25,0,0,0,0,1,0,1,0,0,1,0,1,0,2,1,0,0,4,0,7,0,0,0,0,3,0,0,0,0,3,0,0,1,0,0,0,1734,1,1,"London : printed and sold by J. Dormer, at the Printing-Office, the Green Door, in Black and White Court in the Old Baily, M.DCC.XXXIV. [1734].",London,14,unknown,,,FALSE,"these Tools : iare'ourtraied like so many Fools, Diftinguifl'd Diftinguith'd by idre monfirous Ears, And Bells, as plainly it appears. The Knight (dire objela to Mens Eyes!) Does Execution by Surprise; Such dreadful Havoc does he make, The Pa'zvns, or Common People, quake, Over Heads of Nobles oft he jumps,"
1233301100_000039,"The polite gamester: containing, short treatises on the games of whist, quadrille, back-gammon, piquet and chess. Together with An artificial memory, or, an easy method of assisting the memory of those that play at the Game of whist. By Edmund Hoyle, Gent.",Edmond Hoyle,49,2,0,0,0,1,0,2,0,0,0,0,1,0,7,3,0,0,3,0,0,0,0,0,1,3,11,12,1,1,0,0,1,0,0,0,0,1752,1,1,"Dublin : printed for G. and A. Ewing, at the Angel and Bible in Dame-Street, M,DCC,LII. [1752].",Dublin,209,male,1672,1769,FALSE,"for it, and plays away, in this Cafe he is not entitled to count more. XII If the elder Hand (hews a Point, or .uart, or Terce, and asks if they are good, and afterwards forgets to reckon any of them, it bars the younger Hand from reckoning any of"
