PassageID,Title,Author,Total termFreq,termFreq(add),termFreq(answer),termFreq(articl),termFreq(better),termFreq(book),termFreq(clock),termFreq(commit),termFreq(copi),termFreq(deliv),termFreq(follow),termFreq(form),termFreq(hand),termFreq(hear),termFreq(heard),termFreq(know),termFreq(land),termFreq(late),termFreq(learn),termFreq(leav),termFreq(letter),termFreq(line),termFreq(littl),termFreq(love),termFreq(mean),termFreq(morn),termFreq(morrow),termFreq(note),termFreq(oath),termFreq(observ),termFreq(page),termFreq(peopl),termFreq(person),termFreq(read),termFreq(refer),termFreq(scriptur),termFreq(sens),termFreq(servic),termFreq(text),termFreq(think),termFreq(true),termFreq(vers),termFreq(word),termFreq(write),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0452400400_000016,"A free enquiry into the authenticity of the first and second chapters of St. Matthew's gospel: with a new preface, containing an account of some Mss. in the British Museum; and, a Dissertation on the Original Language of that Gospel. By John Williams, L.L.D.","Williams, John",39,1,1,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,1,0,1,1,0,1,0,1,2,0,0,2,1,1,10,1,0,1789,1,1,"London : printed for B. White and Son, in Fleet-Street ; and J. Johnson, St. Paul's Church-Yard, MDCCLXXXIX. [1789].",London,239,male,1727,1798,FALSE,"had they consulted the Vatican Septuagint, so called from its being preserved in the Vatican Library at Rome, they would have seen these difficulties entirely removed, [ 10 moved, and the whole history related, in a plain, easy, natural, and consistent manner. To strengthen the authority of the Vatican version"
0945700500_000026,"The christian oratory: or, the devotion of the closet displayed. By the Reverend and learned Mr. Benjamin Bennet.",Benjamin Bennet,46,1,0,0,1,1,0,0,2,0,1,2,3,2,0,1,1,0,4,0,0,0,0,1,1,0,0,0,0,3,0,1,1,6,1,3,1,0,0,1,0,0,5,3,1760,1,1,"London : printed for a Society of Gentlemen: and sold by J. Waugh, at the Turk's-Head in Lombard-Street, at Two Shillings and Ninepence in Sheets, for the more easy Distribution amongst the Poor, M.DCC.LX. [1760].",London,754,male,1674,1726,FALSE,"him, and that he Should read therein all the Days of his Life, Deut. XVII 18, 19 And the Reason upon which he was to do this, extends extends the Duty further, and lays the Obligation upon all, viz. That he mlight learn to fear the Lord his God. All"
0794000200_000028,"Lectures on the art of reading. In two parts. Containing Part I. The art of reading prose. Part II. The art of reading verse. By Thomas Sheridan, A.M.",Thomas Sheridan,45,0,0,1,1,1,0,0,0,1,3,0,0,2,1,1,0,0,1,0,0,2,1,0,2,0,0,1,0,0,0,0,1,13,0,0,3,2,1,0,1,2,4,0,1794,1,1,"London : printed for C. Dilly, In The Poultry, MDCCXCIV. [1794].",London,410,male,1719,1788,TRUE,"impossible would it be, even supposing they were made conscious of it, to change such habits, without the assistance of skilful persons , to point out the particulars in which they are faulty, and slew how they are to be amended! And where are such to be found? As to"
0384200602_000141,"Notes and various readings to Shakespeare, Part the first; containing, All's well that ends well, Antony and Cleopatra, As you like it, Comedy of Errors, Coriolanus, Cymbeline, Hamlet, 1. Henry IV, 2. Henry IV. ...","Collins, John",57,0,0,0,0,0,0,0,5,0,2,2,0,1,2,0,0,0,0,0,1,11,0,0,1,0,0,1,0,1,7,0,2,3,0,0,3,0,1,1,1,1,11,0,1779,2,3,"London : printed by Henry Hughs, for the author, [1779-80].",London,561,male,1741,1797,FALSE,"of the alt er'd play's run; the altered play and Heywood's play too being both of one year, and that year a606. 64, 27 Marry, quick proceeders !] Words happily applied to those the speaker has just been hearing : for this ""proceeders"" is an academical term; persons who go"
1679800101_000020,"The History of the works of the learned. Giving a general view of the state of learning throughout Europe, and containing an impartial account and accurate abstracts of the most valuable books publish'd in Great Britain and foreign parts. Interspers'd with dissertations on several curious and entertaining subjects, critical reflections, and memoirs of the most eminent writers in all branches of polite literature.",Ephraim Chambers,44,1,0,1,1,0,0,0,2,1,2,0,1,0,0,2,0,1,1,1,0,4,0,0,0,0,0,0,0,1,9,0,0,8,0,0,1,0,0,1,2,1,1,2,1740,1,84,"London [England] : printed for T[homas]. Cooper, at the Globe in Pater-Noster-Row, and sold by J. and J. Fox in Westminster-Hall, and J. Jackson near St. James's-Gate, [1737-1743].",London,477,male,1680,1740,FALSE,"more, and then (after causing the Em e press to be recognised for his Successor) expired, ,"" on the 28th ot February, 1724-5. giving all "", the Tokens of perse Resignation to the Will of,, Heaven, and all along behaving with the same, e Courage and Piety that accompanied all"
0043500106_000047,"The works of the late reverend James Hervey, A. M. Rector of Weston-Favell, in Northamptonshire. In six volumes. ... . Containing, Meditations among the Tombs; Reflections on a Flower-Garden; A Descant upon Creation; Contemplations on the Night; Contemplations on the Starry Heavens; and A Winter-Piece. To which is Prefixed, A particular Account of the Life, Character, and Writings of the Author.",James Hervey,39,0,1,2,2,2,0,0,0,0,0,2,3,1,1,0,1,1,1,2,3,0,0,2,1,0,0,0,0,1,4,1,0,1,0,1,0,0,0,1,0,0,2,3,1769,6,6,"Edinburgh : printed by John Reid, in Bailie Fyse's Close. For W. Darling, Head of Skinners Close, MDCCLXIX. [1769].",Edinburgh,484,male,1714,1758,TRUE,"shall delight to have my notions sifted; nor am I to attached to any favourite scheme, but. can readily relinquish it, when scripture and reason convince me it is wrong. when I see wife and learned men forming opinions different from mine, I hope, it will make me diffident of"
0188700700_000015,"The nicene and Athanasian creeds, so far as they are expressive of a co-equal and co-eternal trinity in unity, And of Perfect Godhead and Manhood In One Only Christ, Explain'd and Confirm'd by the Holy Scriptures; in a manner adapted to common Apprehensions. In eight sermons preached in part at the Lady Moyer's Lecture in the Cathedral of St. Paul, London, in the Years 1733 and 1734. And since compleated; with large Additions, Notes, and References, for the Use of the Religious and Studious Youth, in our two Universities. By Charles Wheatly, M. A. Vicar of Furneux Pelham, in Hartfordshire.",Charles Wheatly,45,4,0,0,1,0,0,4,0,0,2,1,0,1,2,3,0,0,2,0,0,2,0,1,0,0,0,8,0,1,2,0,3,1,2,0,0,0,3,0,0,0,2,0,1738,1,1,"London : printed for John Nourse at the Lamb without Temple-Bar, M.DCC.XXXVIII. [1738].",London,545,male,1686,1742,FALSE,"Father's as the Son's: And consequently that they are all pejifns difinis from one another. And *; Tso, ci 36 8 Add , For though in Christ, (who is God man) the d.vine Ilord is conscious to his whole Person ;; e. not only to the Divine Nature, but also"
1393000400_000032,"An introduction to spelling and reading English. Being the most plain and easy method of teaching young children to read, containing, I. Tables of monosyllables, adapted to the capacity of the youngest children; leading them on gradually, from the easiest to the more difficult, and so to the hardest words. II. Tables of dissyllables, after the same manner: and, III. Tables of Trissyllables, with their proper division and accent. To which are added, one hundred and sixty lessons in words of one, two, and three syllables; ranged in proper order, by way of praxis on the several tables. And a short catechetical discourse, explaining the rules for spelling, pointing, &c. Recommended by several school-masters, as the most practical performance of this kind. The fifth edition. To which is added, a treatise on the art of writing, with a specimen of the hands now in use; engrav'd by Mr. Bickham, Sen. Also, six familiar fables, adorn'd with proper sculptures, to delight and instruct youth. Design'd for the use of the charity-schools. By William Markham. author of the general introduction to trade and business.",William Markham,58,1,0,0,2,4,0,0,0,0,1,0,3,0,1,1,0,0,2,0,4,1,1,0,2,0,0,2,0,1,0,0,3,7,1,0,1,0,0,1,0,2,12,5,1738,1,1,"London : Printed for W. Meadows at the Angel in Cornhill, and J. Hodges at the Looking-Glass on London-Bridge, M.DCC.XXXVIII. [1738].",London,165,unknown,1719,1807,FALSE,"if I remove it, it will be Batcbilor, or Bachelor: By which Means I shall not be understood. Q wvhat is meant by the Emphasis? A. As the Accent belongs to every Word , so does the Emphasis to every Sentence; and is the laying a greater Stress on one"
1679700102_000011,"The History of the works of the learned. Giving a general view of the state of learning throughout Europe, and containing an impartial account and accurate abstracts of the most valuable books publish'd in Great Britain and foreign parts. Interspers'd with dissertations on several curious and entertaining subjects, critical reflections, and memoirs of the most eminent writers in all branches of polite literature.",Ephraim Chambers,35,1,0,2,1,2,0,0,2,1,1,1,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,3,0,1,0,0,0,4,0,4,0,0,3,1,0,2,0,0,1739,2,84,"London [England] : printed for T[homas]. Cooper, at the Globe in Pater-Noster-Row, and sold by J. and J. Fox in Westminster-Hall, and J. Jackson near St. James's-Gate, [1737-1743].",London,478,male,1680,1740,FALSE,"Chapters, as for every Book and Epistle; alfb Diversities of Readings , and most profitable Annotations of all hard Places: Wihereunto is added a copious able. Printed by Conrad Badius. M. D. LVII This xth of June. A Copy of this Geneva Edition is in the Possession of Dr. Thomas"
1579100100_000120,"A correct [and familiar] exposition on the common-prayer-book of the Church of England. Collected from the works of Bishop Sparrow, Bishop Andrews, Bishop Beveridge, Bishop Pearson, Doctor Comber, Doctor Nichols, Doctor Biss, and other divines. Together with paraphrases on all the epistles and Gospels: collected from the best commentators. The whole compiled by divines of the Church of England. To which is prefix'd a preface, containing some reflections on the deistical, arian, and socinian notions concerning the object of worship; displaying the nature of prayer, and expediency of forms; and vindicating the service of our church from the popular objections made against it. By John Fludger, M.A. lecturer of St. John's Clerkenwell, and Fellow of Pembroke-College, Oxon.","Fludger, John",42,0,1,3,1,4,0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,3,1,6,1,1,1,2,0,1,0,0,3,3,1739,1,1,"London : Printed for the compilers by Thomas Gardner in Bartholomew Close, M.DCC.XXXIX. [1739].",London,1152,unknown,,,FALSE,"the 67th plitim. There Oicred hymns are all taken out of Godt's own word a and therefore cannot but be vecry pleasing and acceptable to him, from whole divine inipirati on they were delivered to us. tihere are two of them wisely providecd by our church after each lesson, for"
0928700103_000020,"The works of Thomas Secker, LL.D. late Lord Archbishop of Canterbury. ...",Thomas Secker,44,1,1,3,1,0,0,0,1,6,1,0,3,0,0,3,1,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,5,1,0,3,1,0,1,2,1,0,3,1,1792,3,4,"Edinburgh : printed for James Dickson; and sold by J. Lackington, Chiswell Street, London, 1792.",Edinburgh,607,male,1693,1768,FALSE,"should alter them, in anything considerable, without discovery from some quarter, even were no particular providence to watch' over writings so worthy of its care., And accordingly, in, amidst all the various readings which such a number of copies must produce, there is not one that asses the least article"
0694000402_000017,"A second volume of notes and discourses: Containing I. A New List of Errors noted in the present Hebrew Copies of the Old Testament. II. Notes on several Texts of Scripture. III. Discourses on the Reality, Kinds, and Number of our Saviour's Miracles; occasion'd by Mr. Woolston's Six Discourses. The Meaning of the Word, God; and the Doctrine of Providence. The Nature of Sacrifices; particularly of the Sacrifice of Christ. The Original of Evil. The Nature of Ordination. A Review of the former Volume, particularly relating to the Passage in Bishop Pearson on the Creed, concerning the Meaning of the Word, Almighty, in the Sixth Article; and to the Nature of Anger. By Joseph Hallett jun.","Hallet, Joseph",58,1,1,0,0,2,0,1,6,1,1,0,3,3,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,1,0,6,2,4,0,9,1,1732,2,2,"London : printed for J. Noon, at the White Hart in Cheap-Side, near Mercers-Chapel, M.DCC.XXXII. [1732].",London,375,male,1692,1744,FALSE,"the copy of the Kings, and read (not as now, His own plague, and his own grief, but) the plague of his own heart. Le Clerk merely notes this difference. In the two copies of this prayer of Solomon there are plainly several errors, committed by transcribers, of no great"
1116400117_000179,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,39,1,0,0,0,1,0,0,2,0,2,1,2,0,0,0,0,0,2,1,4,2,0,0,1,0,0,3,0,0,1,0,1,5,5,2,0,0,1,0,0,0,2,0,1798,17,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,869,unknown,,,FALSE,"ieferred it to the fourth, which is the very utmost pe ind that can he allowed, because it contains the epistles of Atlanafius. Wetffein, with more probability, has cliofen a mean between these two extremes, and referred it to the fifth century: but we are not justified in drawing this"
0557000200_000052,"A defence of The history of infant-baptism against the reflections of Mr. Gale and others. With an appendix containing the Additions and Alterations in the Third Edition of the History of Infant-Baptism, that are most Material. By William Wall, Author of the said History.","Wall, William",47,1,3,0,0,6,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,1,0,0,0,0,0,4,0,1,2,0,1,2,2,7,0,0,4,2,0,0,5,1,1720,1,1,"London : printed for R. Bonwicke, T. Goodwin, J. Walthoe, S. Wotton, S. Manship, R. Wilkin, B. Tooke, R. Smith, and T. Ward, 1720.",London,484,male,1647,1728,FALSE,"and in Three or Four Lines . A vulgar Reader presently thinks ; surely this is a great'scholar. Yes, or else a very proud and afiuming Boaster, such as is described, Prov. XXI 24 He says, These Two Arguments have been ostia baffled. Was there ever any Antipsedobaptift that pre."
0712300300_000121,"The general history of printing, from its first invention in the city of Mentz, to its first progress and propagation thro' the most celebrated cities in Europe. Particularly, Its Introduction, Rise and Progress here in England. The Character of the most celebrated Printers, from the first Inventors of the Art to the Years 1520 and 1550; with an Account of their Works, and of the most considerable Improvements which they made to it during that Interval. By S. Palmer, printer.",George Psalmanazar,41,1,1,1,1,4,0,2,1,0,1,0,0,0,0,0,0,0,4,0,5,0,0,2,0,0,0,0,1,0,2,0,1,0,0,0,2,0,4,1,0,0,6,1,1732,1,1,"London : printed by the author, and sold by his widow at his late Printing-House in Bartholomew-Close: also by J. Roberts in Warwick-Lane, and by most booksellers in town and country, MDCCXXXII. [1732].",London,414,male,1679,1763,TRUE,"corre&tors had put their names, were always pre serr'd tothofe where no mention was made of any. There were afterwards better regulations obtained from the higher powers in every kingdom, in order to abolish these pernicious abuses; but as they do not come within our epoch, we hall forbear mentioning"
0742800104_000137,"Lectures in divinity, delivered in the University of Cambridge, by John Hey, D. D. as Norrisian Professor.",John Hey,50,0,3,7,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,4,2,2,0,3,0,5,0,0,2,1,0,4,3,3,1796,4,4,"Cambridge : printed by John Burges Printer to the University; and sold by W.H. Lunn, and J. Deighton, Cambridge; Leigh and Sotheby, York-Street, Covent-Garden, Rivingtons, St. Paul's Church-Yard, Payne, Mews-Gate, and Shepperson and Reynolds, No. 137, Oxford-Street, London, and Cooke, Oxford, MDCCXCVI. [1796]-98.",Cambridge,580,male,1734,1815,FALSE,"II r6, &c. i Tim. IV i. Might not i Cor. VIII 8 be added? xxlv. That an individual ought to conform, is proved from the reason of the thing, and from Scripture ; but to avoid mistakes, it flould be again observed , that no set of Christians is"
0308100300_000022,"A defence of the Hebrew bible, in answer to the charge of corruption brought against it by Mr. Whiston, in his Essay towards restoring the true text of the Old Testament, &c. Wherein Mr. Whiston's Pretences are particularly Examined and Confuted, by the Reverend Dr. Carpzov. of Leipsick. Translated from the Latin, with additional notes, by Moses Marcus, A Converted Jew, and Teacher of the Oriental Languages.",Johann Gottlob Carpzov,47,1,2,0,1,0,0,0,6,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,4,1,1,3,0,7,1,0,3,9,0,1729,1,1,"London : printed for Bernard Lintot at the Cross-Keys between the Temple-Gates in Fleet-Street, MDCCXXIX. [1729].",London,376,male,1679,1767,FALSE,"Fault with on this Head. Onj. XII Page 61 "" He appeals to the Law "" of Circumcision, the latter Part of which, Gei. "" XVII 4 is read in the Samaritan and Greek Copies : Every Male Child, whose Fle/7 of his ""foreft/in is not circumncifd upon the eighth"
1581002700_000024,"A defence of the short view of the profaneness and immorality of the English stage, &c. Being a reply to Mr. Congreve's amendments, &c. and to the vindication of the author of the relapse. By Jeremy Collier, M.A.",Jeremy Collier,35,1,1,0,1,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,3,0,0,5,1,2,1,3,1,1,1,2,1705,1,1,"London : Printed for S. Keble at the Turks-Head in Fleet-street, and R. Sare at Grays-Inn-gate, 1705.",London,144,male,1650,1726,FALSE,"not then think necessary. For' what can be more evidently impious than to throw the most Solemn and the moult Trifling things into the same Compo fititn; to make Religion part of our Sport, and the Bible furnish out the Stage? I thought no Person professing.. could have wanted Information"
0923500400_000001,"Sententiae pueriles or the fundamental rules of syntax illustrated by Latin examples and English exercises, in a natural gradation of sentences from the more simple and easy to the more complex and difficult, to which is added a collection of Familiar Phrases for the ordinary occasions of conversation; and Moral Reflexions, in a select number of English Proverbs and Scripture Apophthegms, express'd by Sentences from the Roman classics with an Appendix to Syntaxis in a treatise of English Particles.","Lowe, Solomon",37,0,1,0,1,0,0,0,0,0,2,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,7,0,1,3,0,0,3,1,1,0,0,1,1,2,2,4,1,1722,1,1,"London : MDCCXXII, printed for the author, and sold by him, and by the following booksellers: J. Wyat in St. Paul's Church-Yard, W. Taylor in Pater-Noster-Row, J. Downing in Bartholomew-Close, J. Osborn in Lombard-Street, S. Ballard in Little Britain, and J. Noon in Cheapside, [1722].",London,89,male,,,FALSE,"-' *' Y I ?ir, e dv V lln I J d C yscl7rvri.l rct pl. h - < -. ; -, tmtnttae a 1t erilm OR TH E FP 2 A AME nra L RULES of SYNTAX illustrated by LATIN EXAMPLES anid ENGLISH EXERCISES., in a natural gradation of"
0384200601_000185,"Notes and various readings to Shakespeare, Part the first; containing, All's well that ends well, Antony and Cleopatra, As you like it, Comedy of Errors, Coriolanus, Cymbeline, Hamlet, 1. Henry IV, 2. Henry IV. ...","Collins, John",49,1,0,2,0,0,0,0,1,1,7,1,1,0,0,0,0,0,0,0,0,7,1,1,2,0,0,0,0,1,4,0,1,4,3,0,0,0,1,1,0,1,8,0,1779,1,3,"London : printed by Henry Hughs, for the author, [1779-80].",London,606,male,1741,1797,FALSE,"the King's displeasure breaks out upon occasion of a visit to the Cardinal's cellar made by the two Fools; where, instead of the liquor they sought for, they find barrels of treasure; a handful of which, Summers (a bitter foe of the Cardinal's) brings up and produces: this incident, joined"
0502000108_000602,"A complete collection of state-trials, and proceedings for high-treason, and Other Crimes and Misdemeanours; the fourth edition; commencing with the eleventh year of the reign of King Richard II. and ending with the sixteenth year of the reign of King George III. with Two Alphabetical Tables to the Whole. To which is prefixed, a new preface By Francis Hargrave, Esquire. Volume the First.",,35,0,6,5,0,1,1,0,2,4,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,2,2,1,0,0,0,1,2,0,0,0,0,1,0,0,0,1,1778,8,11,"London : printed by T. Wright, Essex-Street, Strand; for C. Bathurst, J. and F. Rivington, L. Davis, T. Longman, W. Owen, T. Cadell, M. Folingsby, T. Lowndes, B. Law, J. Wilkie, R. Horsefield, M. Hingeston, S. Bladon, T. Carnan, H. Gardner, W. Otridge, and the rest of the proprietors: and sold by G. Kearsly, No. 46, near Serjeant's-Inn, Fleet-Street, MDCCLXXVI. [1776]-81.",London,294,unknown,,,FALSE,"of their own. And the Messengers were called in again, and Mr. Speaker aquainted' them therewith. - (5-9) -530 Refilved, That an Annwer be rcturn'd to the Lords, That the Com motns arc extrcm: ely desirous to preserve a good Corrclponldence between the Two Houses, and toexpedite the Trials of"
0653100300_000021,The intelligencer.,Thomas Sheridan,49,0,0,1,0,7,0,0,0,0,1,1,0,0,0,2,0,0,5,1,2,1,0,1,1,0,0,0,0,0,3,0,1,6,0,2,2,0,3,4,0,0,3,2,1729,1,1,"[London] : Printed at Dublin. London reprinted, and sold by A. Moor in St. Paul's Church-Yard, and the booksellers of London and Westminster, MDCCXXIX. [1729].",London,222,male,1687,1738,TRUE,"6 the London Journal; And by a Letter there you'll see How much the Text will owe to me. Five thousand Years and more - tis odd None could explain the Word of G o D Of all the Learned , in all Ages, Through' all their long, laborious Pages"
0472600100_000189,"Custumale Roffense, from the original manuscript in the archives of the Dean and Chapter of Rochester: to which are added, memorials of that Cathedral Church; and some account of the remains of churches, chapels, chantries, etc. whose Instruments of Foundation, and Endowment, are for the most part contained in the Registrum Roffense; with Divers Curious Pieces of Ecclesiastical Antiquity, Hitherto unnoticed, in the said Diocese. The whole intended as a supplement to that work. Illustrated with copper plates, from accurate drawings; Taken principally under the Editor's Inspection. By John Thorpe, Esq. M. A. F. S. A.","Joannes,",52,2,0,0,0,1,0,0,3,0,2,2,0,0,0,1,0,0,5,0,6,0,1,0,1,0,0,11,0,1,0,0,0,3,1,3,0,0,2,1,2,0,4,0,1788,1,1,"London : printed by and for John Nichols, Red Lion Passage, Fleet-Street, MDCCLXXXVIII [1788].",London,333,unknown,,,FALSE,"with painted gla's. Fragments appear in ten of them, viz. in the northern window in the cast wall, in eight of the windows in the fide wallsof the chancel, and in the window marked y, which is beautifully divided. T. . 169 col. I. 1 14 for choir r. chancel."
0581600201_000002,"A new literal version of the book of Psalms: with a preface and notes. By the Rev. Stephen Street, M. A. Of Queen's College, Oxford, Rector Of Treyford In Sussex. ...","Street, Stephen",49,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,8,0,0,0,1,0,0,2,0,0,3,0,0,6,0,2,4,0,8,0,4,1,3,1,1790,1,2,"London : printed by J. Davis, for B. White and Son, Fleet-Street, M.DCC.XC. [1790].",London,366,unknown,,,FALSE,"for 3 Conjeaures for the solution of difficulties by substituting one of these letters for the other or by leaving out letters that are use less or by restoring to their proper places letters , words , or sentences, that plainly appear from the connexion of the sense to *"
0675601100_000028,"The original institution, power and jurisdiction of parliaments. In two parts. Part I. Comprehending the Nature and Method of all Parliamentary Transactions: Collected out of the Tower Records, Journals of both Houses of Parliament, &c. Part II. Consisting of Observations, Rules and Orders, collected out of divers Journals of the House of Commons, enter'd in the Reigns of King Edward VI, Queen Mary, Queen Elizabeth, and King James I. With a declaration of the House of Commons, concerning their privileges, drawn up by a select committee. Being a manuscript of the late Judge Hales.",Matthew Hale,53,0,6,4,0,0,2,1,11,5,2,0,0,0,7,0,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,1,1,0,0,0,0,0,0,0,2,3,1707,1,1,"London : printed for Jacob Tonson, at Grays-Inn Gate; Benjamin Barker at the White-Hart, and Charles King at the Judge's-Head in Westminster-Hall, 1707.",London,249,male,1609,1676,FALSE,"the Ad of Relief for making of Clothes, and that they stall receive Answer of it at the Return of the Knights of Devon. Ordered, Upon the Request of the o.8 Burgesses of New cafile, That the Proviso exhibited by them against the Bill of the Bithop of Durham) (hall"
0042100102_000039,"The posthumous works of Jeremiah Seed, M.A. ... In two volumes. Published from the author's original manuscripts. By Joseph Hall, ...",Jeremiah Seed,38,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,1,0,0,2,0,0,1,0,0,1,0,1,1,2,2,2,1,1,4,0,0,4,3,1750,2,2,"Dublin : printed by S. Powell, for George and Alexander Ewing, 1750.",Dublin,168,male,1700,1747,FALSE,"having had so many Proofs of your Candour, I am under no Apprehension upon that Account. I Should be dead to all Sentiments of Friendship, if unaffected with your last very affectionate Paragraph. I cannot equal it and therefore will not attempt it; That you may long continue happy in"
1268100400_000026,"Letters to Edward Gibbon, Esq. Author of the history of the decline, and fall, of the Roman Empire; In defence of the authenticity of the seventh verse, of the fifth chapter, of the first epistle of St. John: By George Travis, A. M. (formerly of St. John's College, Cambridge) Prebendary of the Cathedral Church of Chester, Vicar of Eastham, in the County of Chester, and Chaplain to the Right Honorable the Lady Viscountess Dowager Townshend.",George Travis,35,0,1,2,0,1,0,1,1,0,1,0,6,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,1,2,0,0,1,1,0,0,0,2,0,0,4,5,1,1784,1,1,"Chester : printed by J. Fletcher; and sold by J. Rivington, in St. Paul's Church-Yard, London; J. Poole and P. Broster, Chester; J. Harrop, Manchester; and J. Gore, Liverpool, MDCCLXXXIV. [1784].",Chester,158,male,1741,1797,FALSE,"O he did not attempt to produce a ingle instance of such correction, in proof of the charge: a duplicity of condut, which will forever disgrace the memory of erafim.l XXXII "" A MS. has been referred to, which is now lodged in /, "" Library, belonging to the University"
0769400503_000050,"The works of the most celebrated minor poets. Namely, Wentworth Earl of Roscommon, Charles Earl of Dorset, Charles Earl of Hallifax, Sydney Earl of Godolphin, John Lord Somers, Dr. Sprat Bp. of Rochester, Sir Samuel Garth, George Stepney, Esq; William Walsh, Esq; Thomas Tickle [sic], Esq; and Ambrose Phillips, Esq; To which are added, pieces omitted in the works of Sir John Suckling, Mr. Otway. Matthew Prior, Esq; Dr. King, and Dean Swift. In three volumes.","Wentworth Dillon, 4th Earl of Roscommon",46,0,0,0,0,3,0,1,0,0,0,1,2,0,0,4,1,0,5,0,5,3,0,0,1,0,0,2,0,1,2,0,0,5,0,0,1,0,2,1,0,2,2,2,1751,3,3,"London : printed for F. Cogan, at the Middle-Temple-Gate, MDCCLI. [1751].",London,450,male,1633,1685,FALSE,"enclosing thee around; The The faithful horn before,. from age to age, Preserving thy invaluable page ; Behind, thy patron saint in armour hines, With sword and lance, to guard thy sacred lines : Beneath his courser's feet the dragon lies Transfixed; his blood thy fcarret coverdies; Th' initruaive handle's"
0096700104_000278,"Francisci Baconi Baronis de Verulamio, Vicecomitis Sancti Albani, Magni Angliae Cancellarii, opera omnia, quatuor voluminibus Comprehensa: Hactenus Edita, ad Autographorum maxime fidem, emendantur; Nonnulla etiam, ex Mss Codicibus deprompta, nunc primum prodeunt. ... . In quo continentur I. Dr Rawley's Life of the Author. II. Collections relating to our Author's Life. III. An Account of this Present Edition. IV. Instauratio Magna: Pars I. sive de Augmentis Scientiarum. V. Pars II. sive Novum Organum.",Francis Bacon,38,0,0,1,0,4,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,1,0,3,1,3,1,1,2,2,0,2,1,1,6,0,1730,4,4,"Londini : impensis R. Gosling ad Insigne Mitrae & Coronae in Vico vulgo vocato Fleet-Street, MDCCXXX. [1730].",London,746,male,1561,1626,TRUE,"in the original; and the one used for a sacrificer, the other for a minister; the word priest being made common to both (whatsoever the derivation be) yet in use it confoundcth the minister with the sacrificer. And for an example of this kind, I did ever allow the discretion"
0539601000_000108,"A new version of the Gospel according to Saint Matthew; with a literal commentary ON All The Difficult Passages: To which is prefixed an introduction To The Reading of the Holy Scriptures, Intended Chiefly For Young Students in Divinity. Written originally in French by Messieurs De Beausobre and Lenfant. By the order of the King of Prussia.",Jacques L'enfant,48,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,2,1,1,2,0,0,4,0,0,1,0,1,0,0,2,4,0,1,1,0,3,1,1,5,7,5,1790,1,1,"Cambridge : printed by J. Archdeacon, Printer to the University; for J. Nicholson, Bookseller, Cambridge; and sold by J.F. & C. Rivington, and S. Crowder, London; J. Fletcher, Oxford; and W. Nicholson, Wisbeach, MDCCXC. [1790].",Cambridge,460,male,1661,1728,FALSE,"greater advantages than they had at that time, we may therefore take more care to prevent our being mistaken. The knowledge of the eastern languages being grown more common, the ancient versions may be of great use to us, because they were made from very old manufcriptst. It is also"
