PassageID,Title,Author,Total termFreq,termFreq(author),termFreq(axiom),termFreq(book),termFreq(breviti),termFreq(celebr),termFreq(comprehens),termFreq(contain),termFreq(contract),termFreq(curios),termFreq(digest),termFreq(discern),termFreq(discov),termFreq(discoveri),termFreq(doctrin),termFreq(establish),termFreq(fact),termFreq(fame),termFreq(few),termFreq(foundat),termFreq(gener),termFreq(geniu),termFreq(grandeur),termFreq(human),termFreq(idea),termFreq(infinit),termFreq(intellig),termFreq(judgment),termFreq(know),termFreq(knowledg),termFreq(law),termFreq(learn),termFreq(littl),termFreq(magnific),termFreq(mankind),termFreq(maxim),termFreq(multitud),termFreq(natur),termFreq(notion),termFreq(number),termFreq(opinion),termFreq(order),termFreq(perceiv),termFreq(philosophi),termFreq(precept),termFreq(principl),termFreq(read),termFreq(reason),termFreq(receiv),termFreq(reduc),termFreq(refin),termFreq(sentenc),termFreq(set),termFreq(short),termFreq(simpl),termFreq(small),termFreq(specul),termFreq(studi),termFreq(subject),termFreq(sublim),termFreq(suprem),termFreq(system),termFreq(tenet),termFreq(theorem),termFreq(truth),termFreq(univers),termFreq(varieti),termFreq(variou),termFreq(view),termFreq(volum),termFreq(wonder),termFreq(word),termFreq(work),termFreq(world),termFreq(writer),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0382500301_000075,"Principles of moral and political science; being chiefly a retrospect of lectures delivered in the college of Edinburgh. By Adam Ferguson, L. L. D. & F. R. S. E. Late Professor of Moral Philosophy. In two volumes. ...",Adam Ferguson,80,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,3,1,2,5,0,1,3,1,1,0,1,0,0,6,4,2,3,0,5,3,0,0,1,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,1,1,2,5,0,1792,1,2,"Edinburgh : printed for A. Strahan and T. Cadell, London; and W. Creech, Edinburgh, MDCCXCII. [1792].",Edinburgh,349,male,1723,1816,TRUE,"in all its parts and movements, the mind itself in all its operations and passions, are the fields of perception and consciousness. In each, fads are successively admitted, in ad X dition PART I. dition to those which had been already observed; and, until old caap.iii. ECT. XI Qage begin"
0701100100_000008,"The law of nature and nations: or, a general system of the most important principles of morality, jurisprudence, and politics. In eight books. Written in Latin by the Baron Pufendorf, Counsellor of State to his late Swedish Majesty, and the late King of Prussia. Done into English by Basil Kennet, D. D. sometime President of Corpus Christi College in Oxford. To which is prefix'd, M. Barbeyrac's prefatory discourse, containing An Historical and Critical Account of the Science of Morality, and the Progress it has made in the World, from the earliest Times down to the Publication of this Work. Done into English by Mr. Carew, of Lincoln's-Inn. To which are now added, all the large notes of M. Barbeyrac, translated from his fourth and last edition: together with large tables to the Whole.",Samuel von Pufendorf,50,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,2,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,3,1,1,3,1,0,0,1,6,0,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,2,2,1,0,0,1749,1,1,"London : printed for J. and J. Bonwicke, R. Ware, J. and P. Knapton, S. Birt, T. Longman, R. Hett, C. Hitch, T. Osborne, J. Hodges, S. Austen, E. Wicksteed, E. Comyns, T. Waller, J. and J. Rivington, J. Ward, and M. Cooper, M.DCC.XLIX. [1749].",London,1088,male,1632,1694,TRUE,"translated. 2 ture that we shall find what I have just now said to be true, we shall, allb, in my Opinion , be forced to acknowledge, that it is incomparably more easy to comprehend the Principles and Reasonings of the last mentioned Book , than the Theorems , Problems,"
1036900500_000010,"An essay on church consecration. Containing a history of its origen [sic], progress and effects. In answer to a letter, from a friend in the North, giving an account of a late consecration sermon.",James Crombie,48,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,3,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2,10,1,2,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,2,1,0,2,1,1,0,0,0,1,1,0,3,0,1777,1,1,"Dublin : printed by Daniel Graiseberry, and to be sold, by his appointment, by the booksellers in town and country, 1777.",Dublin,72,male,1730,1790,FALSE,"ancient Fathers of the church; it should indeed be remarked with great allowance, it is no easy matter to Shake off early acquired prepossessions. From the violence of their enemies, they were obliged to take the field in defence of their faith. The gospel furnished them with arguments unanswerable, and"
0371600101_000065,"The works of George Berkeley, D.D. late Bishop of Cloyne in Ireland. To which is added, an account of his life, and several of his letters to Thomas Prior, Esq. Dean Gervais, and Mr. Pope, &c. &c. in two volumes. ...",George Berkeley,61,0,1,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,1,12,6,0,0,1,0,0,1,0,0,1,0,0,0,1,6,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,1,1,0,0,1,0,0,3,0,0,0,1784,1,2,"Dublin : printed by John Exshaw, 1784.",Dublin,739,male,1685,1753,TRUE,"rightly to sum up, divide, and proportion the things themselves that we intend to number . CXXII In Arithmetic therefore we regard not the things but the/igns, which nevertheless are not regarded for their own sake, but because they direct us how to aa with relation to things, and dispose"
0850500402_000154,"A view of the principal deistical writers that have appeared in England in the last and present century; with observations upon them, and some account of the answers that have been published against them. In several letters to a friend. ... . The fifth edition. By John Leland, D.D.",John Leland,52,3,0,1,0,1,0,0,0,0,0,0,3,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,2,0,0,2,0,0,2,0,0,1,0,0,1,1,2,1,1,1,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,5,0,0,1,2,0,0,0,1,2,5,1766,2,2,"London : printed by W. Richardson and S. Clark, for R. and J. Dodsley in Pall-Mall, and T. Longman in Pater-Noster-Row, MDCCLXVI. [1766].",London,463,male,1691,1766,FALSE,"easy to show, if it were not a thing so well known as to render it needless, that those who have done most for the revival and spreading of learning and knowledge in all its branches, and who were most celebrated for their genius , judgement, various reading , and"
0399500200_000061,"Sermons preached before the University of Oxford, in the year 1784, At The Lecture Founded by the Rev. John Bampton, M. A. Late Canon Of Salisbury. The fourth edition. To which is added, a sermon preached before the University of Oxford, July 4, 1784, On the Duty of attempting the Propagation of the Gospel among our Mahometan and Gentoo Subjects in India. By Joseph White, B. D. Fellow Of Wadham College, Archbishop Laud's Professor Of Arabic, And One Of His Majesty's Preachers At Whitehall.",Joseph White,57,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,2,1,0,0,4,1,0,0,0,0,4,1,2,0,0,3,0,0,0,0,0,1,0,0,3,0,5,0,1,0,0,1,0,0,0,1,0,2,1,1,1,0,1,0,0,2,1,0,6,2,0,1,0,1,3,0,1792,1,1,"London : printed for G. G. J. and J. Robinson, Paternoster-Row, MDCCXCII. [1792].",London,614,male,1745,1814,FALSE,"over the various nations who have either assented to the faith, or submitted to the arms, of the Impostor, some universal but baleful influence seems to have operated, so as to counteract every diversity of national character, and reitrain every principle of national exertion, In the West, under the happy"
0035201000_000030,"A treatise concerning the principles of human knowledge. Wherein the chief causes of error and difficulty in the sciences, with the grounds of scepticism, atheism, and irreligion, are inquired into. First printed in the year 1710. To which are added three dialogues between Hylas and Philonous, in opposition to scepticks and atheists. First printed in the year 1713. Both written by George Berkeley, M. A. Fellow of Trinity-College, Dublin.",George Berkeley,51,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,4,2,0,0,2,0,0,1,0,0,2,0,1,1,1,10,0,0,2,0,0,1,1,2,0,0,0,0,0,0,2,0,1,3,1,0,0,0,0,2,1,0,0,0,1,0,0,3,0,0,0,1734,1,1,"London : printed for Jacob Tonson, 1734.",London,354,male,1685,1753,TRUE,"ftrat, there are no Ideas .of Number in Abftraa denoted by the numeral Names and Figures. The Theories therefore in Arithmetic, if they are abitrated from the Names Names and Figures, as likewise from all Use and Practice, as well as from the particular things numbered , can be supposed"
0644201600_000037,"Sermons on several subjects. By the Right Reverend Beilby Porteus, D. D. Bishop of London.",Beilby Porteus,48,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,1,1,0,1,1,0,0,0,7,0,0,1,0,2,1,0,3,0,2,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,3,1,1794,1,1,"London : printed for T. Cadell, in the Strand, and T. Payne, at the Mews Gate, M.DCC.XCIV. [1794].",London,433,male,1731,1809,FALSE,"scenes, and discover a vein of TRUE and noble thinking, which never entered into any imagination before; every itroke of whose pen is worth all the paper blotted by hundreds of others in the whole course of their lives *."" The cultivation of LOGIC, at the same time, and the"
0051101100_000035,"The letters of Sir Thomas Fitzosborne, on several subjects.",William Melmoth,56,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,2,0,1,6,0,0,1,1,0,0,2,0,0,1,1,0,5,0,0,1,1,0,1,0,3,0,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5,1,1,2,0,0,0,0,2,1,0,1750,1,1,"London : Printed for R. Dodsley in Pallmall, MDCCL. [1750].",London,464,male,1666,1743,FALSE,"well, my friend, that the age ds transformation is no more: otherwise I should tremble for your revere attack. upon the Muses, and expecto see the flory of your metamorphosis embellish the poetical miracles of some modern Ovid. But it is: long since the fate of the Pierides has gained"
0588000101_000060,"Athenian letters: or, the epistolary correspondence of an agent of the King of Persia, residing at Athens during the Peloponnesian war. A new edition; to which is prefixed a geographical index. In two volumes. Illustrated with engravings, and a map of antient Greece. ...","Hardicke, Philip Yorke, Earl of",48,2,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,2,0,0,0,0,1,2,0,0,0,0,3,0,0,5,0,2,0,0,0,2,0,2,0,2,1,0,1,0,1,0,0,0,1,0,0,0,0,3,1,0,1,1,2,0,0,0,1,0,0,3,1,1798,1,2,"London : printed for T. Cadell Jun. and W. Davies in the Strand., 1798.",London,522,male,1720,1790,FALSE,"experience. In his system of the world , the third doctrine which distinguishes his set , was a supposition, that the fun was at rest in the centre, and that the earth, the moon, and the other planets moved round it in different orbits. He L EXT T 1 R"
1092700103_000113,"The philosophical works of the late Right Honorable Henry St. John, Lord Viscount Bolingbroke. In five volumes. Published by David Mallet, Esq; ...","Henry St John, 1st Viscount Bolingbroke",79,8,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,0,0,1,0,0,2,14,3,4,0,1,0,0,11,1,0,0,0,0,0,0,2,4,5,0,0,0,0,1,0,0,1,1,0,1,1,2,0,0,0,1,1,0,0,1,1,0,0,0,1,3,1754,3,5,"London : [s.n.], Printed in the Year MDCCLIV. [1754].",London,428,male,1678,1751,TRUE,"can have the little , inadequate, general , but sufficient, knowledge of his nature and attributes that has been mentioned? Do they hope to carry theism, and the obligations of natural religion further, by nice metaphysical speculations , hard to underhand; and inconclusive when they are understood, than by those"
0282500300_000207,"Essays on the intellectual powers of man. By Thomas Reid, D. D. F. R. S. E. Professor of Moral Philosophy in the University of Glasgow.",Thomas Reid,61,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,2,1,0,0,0,3,2,0,0,0,0,3,4,0,1,0,0,1,1,0,2,0,8,0,6,0,0,0,0,2,0,0,1,1,0,0,0,0,2,0,0,0,7,1,0,0,0,0,0,0,1,0,1785,1,1,"Edinburgh : printed for John Bell, Parliament Square, and G. G. J. & J. Robinson, London, M,DCC,LXXXV. [1785].",Edinburgh,777,male,1710,1796,TRUE,"Causation is not an object of sense. The only experience we can have of it, is in the consciousness we have of exerting some power in ordering our thoughts and actions. But this experience is surely too narrow a foundation for a general conclusion, that all things that have had"
0654800101_000236,"An ecclesiastical history, antient and modern, from the birth of Christ, to the beginning of the present century: ... By the late learned John Lawrence Mosheim, ... Translated from the original, ... by Archibald Maclaine, ... In two volumes. ...",Johann Lorenz von Mosheim,46,1,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,3,0,1,0,0,3,0,4,0,0,0,0,0,2,1,0,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,2,2,1,1,0,0,0,0,1,1,3,1765,1,2,"London : printed for A. Millar, 1765.",London,843,male,1693,1755,FALSE,"Irish, men of acute parts, and extensive knowledge , who were perfectly well entitled to the appellation of philosophers, The chief of there was JOHANNES SCOTUS ERIGENA [a], a native of Ireland, the friend and companion of CHARLES the BALD, who delighted so much in his conversation as to honour"
0806800200_000001,The memorable things of Socrates. In four books. Translated from the Greek of Xenophon.,Xenophon,48,1,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,3,1,1,2,3,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,1,0,7,0,4,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,3,1757,1,1,"Glasgow : printed for Robert Urie, MDCCLVII. [1757].",Glasgow,362,male,,,FALSE,"T H E MEMORABLE THINGS O F SO C R A T E S. T H E THE MEMORABLE THINGS o F SO CRT E S. IN FOUR BOOKS . TRANSLATED From the GREEK of XENOPZON. aniwedition, coiarctid and simpovdo. To which Ji prefixed, obaervatio4s on the LIFE, CHARACTER,. and"
0193700402_000047,"Sermons on practical subjects, by the late W. Enfield, LL.D. prepared for the press by himself. To which are prefixed memoirs of the author, by J. Aikin, M.D. In three volumes. ...",William Enfield,66,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,2,0,0,3,1,1,0,0,1,7,1,2,0,0,0,1,2,9,0,0,1,2,1,0,0,6,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,6,0,0,1,1,0,0,1,0,1,0,1798,2,3,"London : printed for J. Johnson, in St. Paul's Church-Yard, 1798.",London,450,male,1741,1797,FALSE,"yet who can doubt that this kind of knowledge is highly important? The fubjeas on which it is employed are certainly sublime in their nature , and infinitely finitely interesting to man; and the necessity of rational principles , as the foundation of right conduct, must be evident to every"
0965800400_000001,"Contributions to physical and medical knowledge, principally from the West of England, collected by Thomas Beddoes, M.D.",Thomas Beddoes,53,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,4,3,1,0,0,0,6,1,0,0,0,1,1,1,6,0,1,1,1,0,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,1,1,0,1799,1,1,"Bristol : printed by Biggs & Cottle, for T. N. Longman and O. Rees, Paternoster-Row, London, 1799.",Bristol,559,male,1760,1808,FALSE,"CONTRIBUTIONS TO PHYSICAL AND MEDICAL KNOWLEDGE , Principally from tie WEST of enkg(4nd, COLLECTED BY, THOMAS, BEDDOES, M. D. BRISTOL: PRINTED BY BIGGS & COTTLE, FOR T. N. LONGMAN AND 0 REES, PATBRNOSTER row, LONDON. 1799 INTRODUCTION. In reflecting at various times on the necessity and the means of acquiring"
0899500102_000066,"The aberdeen magazine, literary chronicle, and review; for The Year MDCCLXXXVIII. ...",,59,4,0,4,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,3,2,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,3,3,1,4,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,1,1,1,2,3,1,1,0,2,1,1,1788,2,3,"Aberdeen : printed by J. Chalmers and Co., 1788-1790.",Aberdeen,830,unknown,,,FALSE,"severity, by the late Dr Johnson, in  The Literary Magazine.' We shall only observe, that the solutions of this important and difficult question have been not more various than unfatisfaaory. This, however, is not to be wonder ed at: the line of human undertand. ing is certainly too short"
1196300101_000008,"The elements of universal erudition. Containing an analytical abridgment of the sciences, polite arts, and belles lettres. By Baron Bielfeld, Secretary of Lecation to the King of Prussia. Preceptor to Prince Ferdinand, and Chancellor of all the Universities in the Dominions of his Prussian Majesty, Author of the Political Institutes, &c. Translated from the last edition printed at Berlin. By W. Hooper, M.D. In three volumes. ...","Bielfeld, Jacob Friedrich, Freiherr von",50,0,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,2,0,3,0,1,0,1,1,5,1,0,0,0,0,0,1,1,1,2,0,0,0,3,1,0,4,0,0,0,0,0,0,3,2,1,0,1771,1,3,"Dublin : printed for H. Saunders, J. Potts, D. Chamberlaine, W. Sleater, J. Hoey, jun. J. Williams, R. Moncrieffe, J. Porter, and T. Walker, MDCCLXXI. [1771].",Dublin,326,male,1717,1770,FALSE,"lie ought not to profess it publicly, and to lead other members of society into error; but he should inform himself, either by reading , or by consulting the able miniiters of that'religion, concerning the mo -- tives that induced the church to establish that doctrine of which he entertains"
1508100900_000003,"The arithmetician's guide: Being a new, improved, and compendious system of practical arithmetic. Designed either for the use of schools, or the benefit of private persons; and adapted to the capacities of beginners. In three parts. Part I. Containing definitions, axioms, and all the rules in arithmetic of whole numbers. Part II. Containing vulgar and decimal arithmetic, variously applied. Part III. Consists of geometrical definitions and mensuration. By John Eadon, writing master and teacher of the mathematics, in Sheffield.","Eadon, John",53,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,6,0,3,1,0,0,6,0,3,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,3,7,0,0,0,0,0,0,3,0,0,0,1766,1,1,"Sheffield : Printed for W. Ward; and sold by S. Crowder, and J. Wilkie, in London; and C Etherington, in York, MDCCLXVI. [1766].",Sheffield,347,male,,,FALSE,"ATHEMATICS originally figniied ainy discipline or learning , (Mathefis :) But now.v it is that science which contemplates and treats of .1l \: i..',;, cian tities that are capable of being num.l.""'; i; :..,. :. That part which relates to number o;  ""; : metic; and that which relates"
1010500100_000003,"An essay on the nature and immutability of truth, in opposition to sophistry and scepticism. By James Beattie L L. D. Professor of Moral Philosophy and Logic in the Marischal College and University of Aberdeen.",James Beattie,62,9,0,2,0,1,0,0,0,0,0,0,1,1,1,1,0,0,2,0,1,1,0,4,0,0,1,0,2,0,0,0,0,0,3,0,0,4,1,0,0,0,0,4,0,5,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,6,0,0,0,0,1,0,0,2,1,2,1774,1,1,"London : printed for Edward and Charles Dilly in the Poultry; and William Creech, Edinburgh, MDCCLXXIV. [1774].",London,515,male,1735,1803,FALSE,"to which truth obliges me to object, are but few , and, compared with the extent and importance of his other writings, extremely inconsiderable. I objea to them, because I think them erroneous and dangerous; and I am convinced, that that their author , if he had lived to see"
0856800201_000061,The lives of the English poets; and a criticism on their works. By Samuel Johnson. Vol. I.,Samuel Johnson,50,1,1,6,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,4,0,0,2,0,0,2,0,1,3,0,1,0,0,0,0,0,3,1,1,2,0,0,1,1,0,2,1,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,1,0,3,0,1,1781,1,1,"Dublin : printed for Messrs. Whitestone, Williams, Colles, Wilson, Lynch Jenkin, Walker, Burnet, Hallhead, Flin, Exshaw, Beatty, and White, M,DCC,LXXXI. [1781].",Dublin,529,male,1709,1784,TRUE,"not perfet. Some power of engaging the attention might have been added to it, by quicker reciprocation, by seasonable interruptions, by sudden questions, and by a nearer approach to dramatic fpritelinefs; without which, fititi ous speeches will always tyre, however sparkling with sentences , and however variegated with allusions. The"
0184800900_000037,"Sermons on several subjects. By the Right Reverend Beilby Porteus, D. D. Bishop of Chester.",Beilby Porteus,53,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,2,1,1,2,1,0,0,0,6,1,0,2,1,3,2,0,2,0,2,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,1,2,1,0,2,4,1783,1,1,"London : printed for T. Payne and Son at the Mews Gate, and T. Cadell, in the Strand, MDCCLXXXIII. [1783].",London,433,male,1731,1809,FALSE,"which owes its birth to the concurrence of much vanity and little judgement with a warm and ungoverned imagination, and is studious to recommend itself by the united charms of noveltyand eloquence. These are indeed to young minds attractions almost irrefiitible; but yet a right culture of the understanding will"
0445400102_000184,"The history of philosophy, from the earliest times to the beginning of the present century; drawn up from Brucker's Historia critica philosophiæ. By William Enfield, LL. D. In two volumes. ...",Johann Jakob Brucker,99,7,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,2,8,1,0,5,0,0,0,0,0,9,0,2,0,0,1,0,0,19,0,1,0,2,1,10,1,1,0,4,0,0,0,0,0,0,1,0,2,1,1,0,0,1,0,0,1,1,0,2,1,0,0,0,7,2,0,1791,2,2,"London : printed for J. Johnson, St. Paul's Church Yard, M,DCC,XCI. [1791].",London,629,male,1696,1770,FALSE,"Bacon was capable of taking an accurate and comprehensive survey of the regions of knowledge , and of thoroughly examining the foundations of those fiructures which had hitherto been honoured with the title of systems of philosophy . His first great attempt in philosophy was his incomparable treatise "" On"
0270300200_000088,"A guide to the Church, in seueral discourses; to which are added, two postscripts; the first, to those members of the Church who occasionally frequent other places of public worship; the second, to the clergy. Addressed to William Wilberforce, Esq. M.P. By the Rev. Charles Daubeny, LL.B. a Presbyter of the Church of England.",Charles Daubeny,57,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,2,0,0,7,1,0,0,0,1,3,0,2,0,0,0,0,0,4,0,0,3,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,3,1,3,0,0,0,0,0,3,0,1,0,3,0,0,1,2,3,0,1798,1,1,"London : printed for T. Cadell, Jun. and W. Davies, in the Strand, 1798.",London,504,male,1745,1827,FALSE,"cease to be surprised at an cffct necessarily refilting fromn that variety of causes, to which the opinions and practises of men are at diflercnt times to be traced up. Pride, felf opinion , interest, and passion, are the most prevailing principles of the human mind. A linglcncfs of heart,"
1487600100_000009,"Discourses on the evidence of revealed religion. By Joseph Priestley, LL.D. F.R.S. &c. [Two lines from Acts].","Spotswood, William",55,1,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,1,0,2,2,0,0,0,3,2,0,0,2,2,0,0,0,0,2,2,0,10,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,4,1,3,0,0,2,0,1,1,0,1795,1,1,"Boston : Printed and sold by William Spotswood, no. 55 Marlborough-Street, 1795.",Boston,288,male,1753,1805,FALSE,"very day. I myself was intimately acquainted with a person of considerable property, who, imagining his (heep to have suffered by witch craft, drove a slake through one of them while it was alive, and left it to perish in that condition; really thinking that the person who had betwitched"
0050800104_000057,"Essays and treatises on several subjects. By David Hume, Esq; In four volumes. ... . Containing Essays, Moral, Political, and Literary. Part I.",David Hume,63,2,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,1,0,0,2,0,1,1,0,0,2,0,1,1,1,2,0,0,3,0,0,9,3,0,0,0,4,0,4,0,0,0,0,2,1,0,1,1,0,1,0,1,2,0,0,2,2,1,2,0,0,0,0,2,1,0,1760,4,4,"London : printed for A. Millar, in the Strand; and A. Kincaid and A. Donaldson, at Edinburgh, MDCCLX. [1760].",London,347,male,1711,1776,TRUE,"of society) pressed by such numerous wants and passions, has no leisure to admire the regular face of nature , or make inquiries concerning the cause of objets, to which, from his infancy, he has beengraduallyaccuftomed. On the contrary, the more regular and uniform, that is, the more perfet, na."
0445300301_000084,"The history of philosophy, from the earliest times to the beginning of the present century; drawn up from Brucker's Historia critica philosophiæ. By William Enfield, LL. D. In two volumes. ...",Johann Jakob Brucker,47,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,2,1,0,2,1,1,6,0,2,0,1,1,0,1,0,1,0,0,0,3,0,0,1,1,4,2,0,3,0,0,1,0,0,0,1,1,0,1,1791,1,2,"London : printed for J. Johnson, St. Paul's Church Yard, M,DCC,XCI. [1791].",London,588,male,1696,1770,FALSE,"i s success in the application of this expedient appears in almost every dialogue which he has written. The main question of the dialogue is so long kept in suspense by the minute detail of induction, and the business of the piece meets with such frequent colloquial interruptions, that it"
0689500110_000649,"Encyclopædia Britannica; or, a dictionary of arts, sciences, &c. On a plan entirely new: By Which, the different sciences and arts Are digested into the Form of Distinct treatises or systems, comprehending The History, Theory, and Practice, of each, according to the Latest Discoveries and Improvements; and full explanations given of the various detached parts of knowledge, whether Relating to Natural and Artificial Objects, or to Matters Ecclesiastical, Civil, Military, Commercial, &c. Together with a description of all the Countries, Cities, Principal Mountains, Seas, Rivers, &c. throughout the World; a General History, Ancient and Modern, of the different Empires, Kingdoms, and States; and An Account of the lives of the most Eminent Persons in every Nation, from the earliest ages down to the present times. The whole compiled from the writings of the best authors, in several languages; the most approved dictionaries, as well of General Science as of particular branches; the transactions, journals, and memoirs, of learned societies, both at home and abroad; the Ms. Lectures of eminent professors on different sciences; and a variety of original materials, furnished by an extensive correspondence. The second edition; greatly improved and enlarged. Illustrated with above two hundred copperplates. Vol. I. Indocti discant, et ament meminisse periti.",,72,0,0,0,0,0,1,0,0,0,0,0,1,0,7,0,0,0,0,0,3,0,0,2,1,1,0,0,1,0,1,3,0,0,6,2,0,2,0,0,0,0,0,1,3,14,1,1,1,0,0,0,0,0,6,0,0,1,0,0,0,3,0,0,1,3,0,0,0,0,0,3,0,3,0,1778,10,10,"Edinburgh : printed for J. Balfour and Co. W. Gordon, J. Bell, J. Dickson, C. Elliot, W. Creech, J. Mccliesh, A. Bell, J. Hutton, and C. Macfarquhar, MDCCLXXVIII. [1778].",Edinburgh,1237,unknown,,,FALSE,"system in the dogmatic: the laity learn it by meamn of catechisms; and after they have marl conferfion of their faith, solemnly adopt it when they are received into the bosom of the church. It is not the same with regard to the morality of Jcfts chrilr, which every one"
0858100600_000005,"The importance of truth, and the duty of making an open profession of it: represented in a discourse, delivered on Wednesday the 28th of April, 1790, at the Meeting-House in the Old-Jewry, London; to the supporters of the New College at Hackney. By Thomas Belsham.",Thomas Belsham,62,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,4,0,0,1,0,0,1,0,0,0,0,0,4,0,4,3,1,1,0,0,1,0,0,0,0,8,2,0,0,1,0,0,0,0,3,1,5,0,0,1,0,0,0,0,7,1,1,0,3,0,0,0,0,3,1,1790,1,1,"London : printed by H. Goldney, for J. Johnson, T. Cadell, and C. Dilly, 1790.",London,55,male,1750,1829,FALSE,"and causes the fawning crowd of sycophants to stand aghaff; but which fills the breast of every TRUE friend to the liberties and rights of mankind with generous exultation, and opens a glorious profpec' to the benevolent and reflecting mind. The utility of philosophical and political truth , it is"
0112200300_000012,Essays and fragments in prose and verse. By James Hay Beattie. To which is prefixed an account of the author's life and character.,James Beattie,54,2,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,3,0,1,1,0,0,2,0,5,2,5,3,0,0,0,1,1,1,0,0,1,3,0,0,0,0,0,1,0,0,2,0,0,0,2,2,0,1,1794,1,1,"Edinburgh : printed by J. Moir, Paterson's Court, M,DCC,XCIV. [1794].",Edinburgh,332,male,1735,1803,FALSE,that he had exercised himself a little in Greek composition; which I believe is not often done in Scotland. Latin he spoke correcly and readily. In that language he and I sometimes converted when we were by ourselves; and he soon became my superior in this as in every other
