PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(appear),termFreq(arm),termFreq(armi),termFreq(cafe),termFreq(carri),termFreq(caus),termFreq(common),termFreq(confid),termFreq(continu),termFreq(countri),termFreq(debt),termFreq(declar),termFreq(end),termFreq(enemi),termFreq(engag),termFreq(england),termFreq(fleet),termFreq(forc),termFreq(franc),termFreq(french),termFreq(gener),termFreq(god),termFreq(govern),termFreq(hand),termFreq(hous),termFreq(king),termFreq(kingdom),termFreq(land),termFreq(late),termFreq(law),termFreq(littl),termFreq(manner),termFreq(mean),termFreq(monei),termFreq(nation),termFreq(natur),termFreq(noth),termFreq(number),termFreq(order),termFreq(parliament),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(princ),termFreq(public),termFreq(reason),termFreq(reign),termFreq(roman),termFreq(ship),termFreq(spain),termFreq(state),termFreq(taken),termFreq(tax),termFreq(think),termFreq(trade),termFreq(treati),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1254400102_000012,"A new geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. Containing, I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System, and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature, since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength, Orders of Knighthood, &c. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. To Which Are Added, I. A Geographical Index, with the Names of Places alphabetically arranged. II. A Table of the Coins of all Nations, and their Value in English Money. III. A Chronological Table of remarkable Events from the Creation to the present Time. By William Guthrie, Esq. The astronomical part by James Ferguson, F.R.S. Illustrated with a correct set of maps, engraved by Mr. Kitchin, Geographer. ...",William Guthrie,81,2,1,0,1,1,1,2,0,1,1,1,0,0,0,0,0,1,1,0,6,3,5,0,2,0,0,4,2,1,1,2,1,1,0,4,6,2,0,2,0,6,2,2,2,5,1,0,2,0,0,0,0,0,0,0,1,1,1,1,2,1790,2,2,"London : printed for Charles Dilly , in the Poultry ; and G. G. J. and J. Robinson, in Pater-Noster Row, MDCCXC. [1790].",London,502,male,1708,1770,FALSE,the kings and their parlhaments; but the latter were seldom or never attended with any fnguinarv eftets. The present parliament of France has no analogy with that of Great Britain. It was originally inft.tuted to serve as a kind of law affillant to the assembly of the fiates. which was
0550600101_000100,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,76,0,1,1,1,1,1,0,4,0,1,0,0,2,2,1,0,4,3,2,3,1,0,0,0,2,2,4,4,2,1,0,0,0,1,1,4,0,0,2,5,5,1,0,1,0,1,0,2,0,1,0,2,0,2,1,0,0,1,0,3,1800,1,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin [by H. Baldwin and son], No. 47, in Pater-Noster-Row. MDCCC. (H. Baldwin and Son, Printers, New Bridge-Street.), [1800].",London,526,male,1721,1771,TRUE,"had been lately achieved by the naval force of England . When the conspiracy was first discovered, Sir George Rook had received orders to return from Cadiz; and he arrived in the latter end of April. While he took his place at the board of Admiralty, Lord Berkeley Succeeded to"
0003301000_000066,"A compleat history of the affairs of Spain, from the first Treaty of Partition, to this present time. Containing A Particular Account of the different Measures taken since the Peace of Reswrck, to Secure Spain to the House of Austria, by King William of Glorious Memory, and the Great Actions perform'd by Queen Anne, and her Allies, in Spain, the Netherlands, Italy, &c. With all the Authentick Memorials, Letters, Declarations, Manifesto's, Treaties, Alliances, &c. To which is Prefix'd An Introduction, Giving a short View of the first Rde and Various Revolutions of that Empire, its Grandlur and Designs of attaining to the Universal Monarchy; and the true Cause of its most Surprising Declension since the Reign of Philip II. The Second Edition, To which is added a Table of the Chief Matters contained in the Historical Part of the Book, much wanted in the former Impression. By J. C. M.D.R.","Crull, Jodocus",112,1,0,2,1,0,1,2,0,0,0,4,0,3,3,2,0,1,0,1,10,1,3,3,1,1,1,21,2,1,1,2,0,0,3,0,1,2,1,0,0,2,0,0,0,2,2,1,1,0,0,0,0,13,7,2,0,0,0,3,4,1708,1,1,"London : printed for Jos. Barns, in Pall-Mall ; Will. Taylor in St. Paul's Church-Yard ; Rob. Gosling in Fleetstreet ; J. Phillips in Cornhill, and Will. Humphreys at the Bible and Peacock in Creed-Lane, Ludgate-Street, 1708.",London,580,male,,,FALSE,"we came to no ref(oiltion about tlhe Thiings contained in that Memorial Anl, 1 as there is nothilng, more evidently known, than .iai: t L Dcgi: ls (: If t e King of Spaih6, against tlhi Liberty Liberty of our State and Concern, are the same as tilole of the"
1563800205_000005,"Volume V. of the author's works. Containing, the conduct of the allies, and the examiners, &c.",Jonathan Swift,76,0,1,1,2,1,1,0,3,1,0,1,2,3,1,5,4,1,0,2,1,2,0,0,2,1,1,4,1,0,0,0,0,0,1,0,1,1,3,0,0,0,2,1,0,0,0,3,1,2,0,0,0,3,1,1,1,0,1,1,12,1763,5,5,"Dublin : Printed by George Faulkner, MDCCLXIII. [1763].",Dublin,489,male,1667,1745,TRUE,"new Sub Jeats, who have nothing in to great an Abo mmiation, as those whom they hold for i~le re~ticks: That the French would by this Means become Mailers of the tred~ures in the Spami7 p te lindies: That, in the last War , when Spain , Cologne, and Bazvariat"
0144100201_000095,The history of England from the accession of Iames I to the elevation of the House of Hanover. By Catharine Macaulay. Edit. III. ...,Catharine Macaulay,73,2,2,1,1,0,1,2,6,0,1,2,2,0,0,0,2,1,0,0,1,2,1,0,1,1,2,5,1,0,3,1,2,0,1,2,2,0,0,0,0,6,0,0,0,0,2,1,1,3,1,0,2,3,0,0,0,0,0,2,4,1769,1,5,"London : printed for Edward and Charles Dilly in the Poultry, MDCCLXIX. [1769]-72.",London,446,female,1731,1791,TRUE,"therefore there was no doubt but he would be a keeper and maintainer of the TRUE religion."" A -- o 16zS. of the Palatinate imposed on his majesty by the late King his father, and by themselves, who broke off the treaties with Spain ; to let them understand that"
0432700400_000004,"An essay on the rights of the East India Company to the perpetuity of their trade, possessions, and revenues in India; and To the Appointment of their Officers and Servants, without the Interference of Government. In which The Dangers to be apprehended from the Dissensions in their Council at Bengal are considered; and A Short Plan proposed, For a Division of the Profits that may arise from their Trade and Revenues. By the author of an Essay on the East India trade, and its importance to this kingdom.",Author of an Essay on the East India trade,83,3,2,0,0,0,3,1,0,0,0,2,0,0,0,3,3,0,1,4,3,1,9,0,6,0,0,3,2,0,1,0,0,0,0,1,2,0,0,1,0,3,1,0,0,4,0,2,2,0,0,0,0,2,4,2,1,0,5,1,5,1778,1,1,"London : printed for P. Elmsly, opposite Southampton-Street, in the Strand, 1778.",London,66,unknown,,,FALSE,"it will be found to have contributed more largely to the general expenses of government , and to the increase of the general mass of the wealth of this kingdom , than any corporate, or other body of equal property, belonging to it. The duties, customs, and excise received by"
0390000104_000050,"The history of England, from the earliest times to the death of George II. By Dr. Goldsmith. In four volumes. ...",Oliver Goldsmith,73,0,0,2,0,0,1,1,1,0,0,1,0,1,2,0,0,6,4,1,1,1,0,0,2,1,6,4,2,1,0,1,0,0,1,2,2,0,0,1,4,4,2,5,1,2,1,0,0,1,0,0,1,1,0,2,0,0,1,1,2,1771,4,4,"Dublin : printed for A. Leathley, J. Exshaw, W. Wilson, H. Saunders, W. Sleater [and 10 others in Dublin], 1771.",Dublin,303,male,1728,1774,TRUE,"Faro, he perceived two fimall Spanish veftels, and pursuing them closely, they led him to their main fleet , which before noon he discovered in line of battle, amounting, in all, to twenty feven fail. However, the Spanish fleet , upon perceiving the force of the English, attempted to sail"
0248700106_000048,"The history of the rebellion and civil wars in England, begun in the year 1641. With the precedent passages, and actions, that contri-buted thereunto, and the happy end, and conclusion thereof by the kings blessed restoration, and return, upon the 28th of may, in the year 1660. Written by the Right Honourable Edward Earl of Clarendon, late high chancellor of England, privy counsellor in the reigns of king charles the first and the second.","Edward Hyde, 1st Earl of Clarendon",68,0,0,0,1,0,0,1,1,1,0,3,1,1,2,2,0,2,0,0,2,2,1,0,1,0,0,4,2,1,0,1,1,1,0,0,2,0,0,0,0,3,1,0,1,5,2,3,0,1,1,0,3,1,4,0,2,0,3,3,2,1712,6,6,"Oxford : printed at the Theater, An. Dom., 1712.",Oxford,483,male,1609,1674,FALSE,"a word, his Majelty discover cough to let them see that he flood well enough inclined t; t; : e vci rure it self; !which gave them trouble, as a thinid whi.;, iin many respect, was hii<c o prove vciy inconv; L nmen. i B u T they we: c"
0184300202_000039,"The works of Dr. Jonathan Swift, Dean of St. Patrick's Dublin. With the author's life and character; notes historical, critical, and explanatory; and tables of contents, and indexes. More complete than any preceding edition. In eight volumes. Accurately corrected by the best editions.",Jonathan Swift,81,0,1,0,1,0,0,0,2,0,0,1,2,3,1,2,3,2,0,4,3,5,3,0,3,1,1,4,0,0,0,0,0,1,0,0,3,1,2,0,0,0,3,0,0,1,0,2,1,2,0,0,0,3,2,1,1,0,1,3,12,1766,2,8,"Edinburgh : printed for A. Donaldson, and sold at his shops in London and Edinburgh, MDCCLXVI. [1766].",Edinburgh,405,male,1667,1745,TRUE,"much insolence, injustice, and ingratitude. by its foreign friends, This will be inanifeft by proving the three following points. Fr: L That, against all manner of prudence or common reason , we engaged in this war as principals, when we ought to have aited only as auxiliaries. Secondly, That we"
0426701000_000005,"The conduct of the allies, and of the late ministry, in beginning and carrying on the present war.",Jonathan Swift,80,0,2,1,1,1,0,0,2,0,0,1,2,3,1,3,4,1,0,3,1,5,2,0,3,0,1,5,0,0,0,0,0,0,0,0,2,2,2,0,0,0,3,1,0,1,0,1,1,1,0,0,0,3,2,1,1,0,1,3,13,1713,1,1,"London : printed for John Morphew, near Stationers-Hall, 1713.",London,47,male,1667,1745,TRUE,"any hopes of preserving the Balance of Europe, because the Grandfather would, in effecd, be King , while his Crandfon had but the Title, and thereby have a better Opportunity than ever of pursuing his Design for Universal Mo. narcby, These and the like Arguments prevailed and so, with ~"
0698700300_000005,"The conduct of the allies, and of the late ministry, in beginning and carrying on the present war.",Jonathan Swift,83,0,2,1,0,1,0,0,2,1,0,1,2,3,1,4,4,1,0,3,2,6,2,0,3,1,1,3,1,0,0,0,0,1,0,0,2,2,2,0,0,0,3,0,0,1,0,2,0,1,0,0,0,3,2,1,0,0,2,3,13,1712,1,1,"London : printed for John Morphew, near Stationers-Hall, 1712.",London,49,male,1667,1745,TRUE,"have no Security for our Trade , while that Kingdom was subject ro a Prince of the Bourbon Family; nor any hopes of preserving the Balance of Europe, because the Grandfather would, in effied, be King , while his Grandson had but the Title, and thereby have a better Opportunity"
1229700100_000816,"Journals of the House of Commons. From November the 26th, 1778, In the Nineteenth Year of the Reign of King George the Third, to August the 24th, 1780, In the Twentieth Year of the Reign of King George the Third.",Great Britain. Parliament. House of Commons,78,0,0,0,1,0,2,0,2,2,1,3,5,1,1,0,1,0,0,0,1,0,0,0,3,0,7,1,1,1,0,1,0,2,3,3,6,0,0,0,2,3,0,4,1,1,1,0,6,1,1,0,0,1,2,2,1,0,2,0,2,1781,1,1,"[London] : Printed [by Henry Hughs] by order of the House of Commons, [1781?].",London,983,unknown,,,FALSE,"do thus publicly profess their entire and zealous Approbation of the Legiiature of this Country , as placed in the free and independent Concurrence of King , Lords, and Commons , in Preference to every other Mode of Civil Government ; that they anxiously with the Blessing of this Form"
0442600602_000041,"An history of England, in a series of letters from a nobleman to his son. ...",Oliver Goldsmith,82,0,0,1,1,2,0,0,1,0,3,2,0,2,1,0,1,8,3,0,3,0,0,0,2,2,2,6,1,1,1,2,0,0,2,1,1,1,1,1,2,2,1,2,0,5,1,0,0,1,0,0,0,8,0,1,0,0,0,4,3,1788,2,2,"Paris : printed for Theophilus Barrois, Bookseller, quai des Augustins, MDCCLXXXVIII. [1788].",Paris,328,male,1728,1774,TRUE,"poftefs a greater share of power than they had done for Come ages preceding; the house of commons became each day a fironger body, at once more independent on the crown and the people . It was now seen that the rich could at any time buy their elestion; and"
0918300109_000020,"The works of Dr. Jonathan Swift, Dean of St. Patrick's, Dublin. Accurately revised, in twelve volumes. Adorned with copper-plates; with some account of the author's life, and notes historical and explanatory. By John Hawkesworth.",Jonathan Swift,93,0,1,1,0,1,0,1,0,0,2,2,1,4,0,0,1,5,0,3,4,9,0,0,1,0,1,12,2,1,2,0,1,0,3,0,2,1,1,1,1,0,1,1,1,2,0,3,0,1,0,0,0,6,2,1,0,1,0,2,8,1766,9,12,"London : printed for C. Bathurst, J. Rivington, W. Strahan, B. Collins, J. Hinton, J. Dodsley, L. Davis and C. Reymers, R. Baldwin, and W. Bowyer, M.DCC.LXVI. [1766].",London,351,male,1667,1745,TRUE,"of Spain's will, and threatening the slates if they would not comply; the seizing the Spanish Netherlands by the French troops, and turning out the Dutch, who, by permziffon of the late king of Spain , were in garrison there, by which means that republic was deprived of her barrier,"
0736600401_000005,"The political and commercial works of that celebrated writer Charles D'Avenant, LL.D. Relating to the Trade and Revenue of England, The Plantation Trade, The East-India Trade, And African Trade. Collected and revised by Sir Charles Whitworth, Member of Parliament. To which is annexed a copious Index. In five volumes. Volume I.",Charles Davenant,73,0,1,2,1,0,0,0,0,1,0,2,0,0,1,0,0,1,1,1,2,3,2,0,1,0,1,3,3,1,3,1,1,0,0,0,1,1,0,1,1,0,8,2,1,1,3,2,2,1,0,1,0,3,0,0,0,2,4,2,5,1771,1,5,"London : printed for R. Horsfield in Ludgate Street, T. Becket and P. A. Dehondt, and T. Cadell in the Strand, and T. Evans in King Street, Covent Garden, MDCCLXXI. [1771].",London,468,male,1656,1714,FALSE,"that Iecrefy and fteadi ness ness which is in their councils, and that entire obedience which all subordinate degrees pay to their superiors; and by exacting it severely, he first accustomed the French to that zeal, diligence, and honesty to their matser, which they show in all public business. Cardinal"
1529002300_000128,"Britannia fortior: or The new state of Great Britain & Ireland, under our Sovereign Queen Anne. In five parts. Containing, I. An exact and particular description both of England and Wales, through their several counties; with all things remarkable therein, and the best account hitherto of London and Westminster. II. Of the original, temper, genius, language, trade, laws, and religion of the English. Of our several orders of men, the nobility, gentry, clergy and commonaity. III. Of the English monarchy in general, its greatness and power, the sovereign's prerogative, dignity, title and arms; with a compendious history of the Kings and Queens of England to this time. Of the present Queen in particular, her court, forces and revenues, with the management thereof. Of the present princes and princesses of the royal blood, and the succession to the Crown as it stands settled in the Protestant line. Of the High-Court of Parliament, privy-council, and all courts of judicature. IV. An accurate description of North-Britain, the Northern and Western Isles, with all the remarkables of nature and art contained in those parts; nature and language of the people; the ecclesiastical and civil government of the country at the time of the union, and an ample account of Edinburgh. V. Ireland described, according to its division into provinces, and their respective counties; to gether with the islands, capes, havens, &c. belonging to it; also a compendious history of the kingdom, city of Dublin, the various revolutions, and other remarkable transactions there, to the present state of the Irish nation. With the newest and exactest lists of the nobility, Parliaments, convocations, and all the officers, ecclesiastical, civil, and military in Great-Britain and Ireland.",,80,0,2,1,2,0,1,1,0,0,1,1,0,0,0,1,1,4,1,2,5,6,2,1,1,0,0,5,1,3,0,0,0,1,0,1,4,0,1,1,0,0,4,0,0,4,0,6,3,0,2,0,0,0,1,0,1,1,1,1,6,1709,1,1,"London : Pritned for H. Mortlock, and J. Robinson, in S. Pauls Church-yard, 1709.",London,762,unknown,,,FALSE,"Way, some another, - and the Ring himself went his Way Incognito for France , Dec. II having the Day before sent awa~ his Queen, with the Pd ecended Prince of Wales. In his Way thi aier he was ftopc near Feverflam by feme sturdy Fellows, then jefuit hunting; and"
0604600501_000245,"The works of Sir William Temple, Bart. in two volumes. ... To which is prefix'd Some account of the life and writings of the author.","Sir William Temple, 1st Baronet",92,0,2,1,0,0,2,0,2,0,0,0,0,1,1,1,3,4,1,0,6,0,3,0,1,0,4,2,0,1,0,0,0,0,1,2,1,0,0,0,2,7,11,2,1,1,1,3,0,0,1,0,0,2,4,1,0,2,1,4,10,1731,1,2,"London : printed for J. Round, J. Tonson, J. Clarke, B. Motte, T. Wotton, S. Birt, and T. Osborne, MDCCXXXI. [1731].",London,480,male,1628,1699,FALSE,"shall begin this with the Approaches of the Peace in the Year i673. About this Time, after two Summers spent in a War between England and Hobland, with several Encounters at Sea, but no decisive Aation; both Parties began to enter upon Thoughts, and indeed Necessities of a Peace ."
0288300404_000132,"Biographia nautica: or, memoirs of those illustrious seamen, to whose Intrepidity and conduct the English are indebted, for The Victories of their Fleets, the Increase of their Dominions, the Extension of their Commerce, and their Pre-Eminence on the Ocean. Interspersed with The most material Circumstances of Naval History, from the Norman Invasion to the Year 1779. Embellished with copper-plates. By Dr. J. Campbell, and John Kent, Esq. In five volumes. ...",John Campbell,75,0,0,1,0,1,0,0,0,1,1,0,0,0,1,2,3,1,2,3,2,7,1,0,0,1,0,3,1,0,1,0,0,0,1,0,2,0,0,1,2,0,6,0,1,2,2,1,0,1,2,0,3,2,1,5,0,1,1,3,6,1785,4,5,"Dublin : printed for J. Williams, (no. 20.) Dame-Street, M.DCC.LXXXV. [1785].",Dublin,589,male,1708,1775,FALSE,"troops, failed to Martinico, where he joined monsieur de la Bar, who commanded all the forces of the French king in those parts. Their fleet , after this junction, conlifled of two and twenty sail of stout filips, with which they went to seek the English squadron upon tie coast"
1698700102_000045,"The history of modern Europe. Part II. From the peace of Westphalia, in 1648, to the peace of Paris, in 1763. With a view of the progress of society during the present century. In a series of letters from a nobleman to his son.",William Russell,75,0,2,1,1,0,0,0,3,0,1,0,0,1,1,2,1,1,1,2,4,1,1,0,1,1,2,0,4,0,2,0,2,0,1,0,0,0,0,1,2,1,4,0,2,3,1,5,1,0,0,0,0,4,3,0,0,0,1,8,3,1784,2,2,"Dublin : Printed by John Exshaw, Grafton-Street, MDCCLXXXIV. [1784].",Dublin,688,male,1741,1793,FALSE,"of the war , they had a right to be the arbiters of peace . In order to preserve the equilibrium of power , and effe6ually to prevent the union of the kingdoms of France and Spain in the person of the same prince in any future time, Spain might"
1170501300_000010,"A caveat against the Whiggs, in a short historical view of their transactions : wherein are discover'd, their many attempts and contrivances against the establish'd government, both in Church and State, since the restoration of K. Charles II.","Hornby, Charles",74,0,0,0,1,0,0,0,3,2,2,1,2,0,1,0,1,2,0,1,1,1,0,1,3,0,1,8,2,0,1,1,1,0,3,1,2,1,1,1,3,3,4,1,0,0,0,3,4,1,1,0,0,0,1,1,0,0,0,1,6,1712,1,1,"London : printed, and sold by J. Morphew near Stationers-Hall, [1712].",London,110,male,,,FALSE,"Employments; the Lord Treasurer Clifford also laid down his Staff; and Shaftsbury being some Time after laid aside, the breaking of the Cabal, made Way for the Rise of a very great and able Minister, the prefeit Duke of L --, then Lord Dunblane, whose Merit promoted him to the"
0334500101_000174,"History of Great Britain, from the revolution to the session of parliament ending A.D. 1793. By W. Belsham. In four volumes. ...",William Belsham,86,2,2,0,2,1,0,1,1,2,0,0,1,5,0,0,3,8,0,1,7,1,4,0,1,1,3,6,3,1,0,1,0,1,1,3,2,0,0,1,0,1,1,1,0,2,1,0,1,2,0,0,0,0,2,3,0,0,0,2,5,1798,1,4,"London : printed for G. G. and J. Robinson, Paternoster-Row, MDCCXCVIII. [1798].",London,526,male,1752,1827,FALSE,"England and France related to America only, it was not a casus foderis, and thatfhanover might be secured by a treaty of neutrality. When the war became general , and the application was renewed, she profefied that troops could not be spared with safety to her own dominions, which were"
1138800114_000005,"A new history of England, from the descent of the Romans, to the demise of his late Majesty, George II Inscribed To his present Majesty, George III. By William Rider, A. B. Late of Jesus College, Oxford. ...",William Rider,72,1,2,1,2,0,0,1,2,1,2,2,0,1,0,0,0,3,2,1,3,2,3,0,0,2,2,4,3,2,3,0,0,0,2,2,1,0,1,2,2,1,6,2,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,3,0,1761,14,50,"London : printed for S. Crowder and Co. in Pater-Noster Row; and J. Wilkie, in St. Paul's Church-Yard, [1761-64].",London,224,male,1723,1785,FALSE,"to maintain, at least, the appearance of a fiegc. retired towards Vannes, which was hard prffled by by the Engliflh, when the duke of Nor. mandy appeared at the head of forty thousand men, and advanced to the relief of Nantes. Edward recalled his troops from that quarter, in order"
0011000500_000117,"A general collection of treatys, declarations of war, manifestos, and other publick papers, relating to peace and war, Among the Potentates of Europe, from 1648 to the present Time. Particularly The Treaty of Munster 1648. The Pyrenean Treaty, with the French King's and the Infanta's Renunciation of the Spanish Dominions, 1659. The Sale of Dunkirk 1662. The Peace betwixt England and France, and England and Holland in 1667. The Treaty of Aix-la-Chapelle. The Triple League 1668. Treatys of Commerce between England, France, Spain and Holland. Treaty of Nimeguen 1678. Defensive Alliance betwixt England and Holland 1678. Declarations of War by the Allys against France 1688, 1689 and 1702. The first Grand Alliance 1689. The separate Peace betwixt France and Savoy 1696. Treaty of Reswick 1697. Treatys of Partition 1698, &c. The second Grand Alliance. Treaty for securing the Hanover Succession. Usurpations of France since the Treaty of Munster. The Right of the Crown of England to Hudson's-Bay. With many others, to be seen in the Contents. To which is prefix'd, An Historical Account of the French King's Breach of the most solemn Treatys.",,105,1,0,1,1,1,1,2,1,1,0,2,0,2,4,0,0,0,0,2,16,1,2,3,1,2,0,13,2,1,0,5,1,1,0,0,1,1,0,0,2,1,4,3,1,1,2,0,1,1,0,1,2,0,10,0,0,0,0,4,3,1710,1,1,"London : printed by J. Darby for Andrew Bell in Cornhill, and E. Sanger at the post-house in Fleetstreet, 1710.",London,494,unknown,,,FALSE,"France had, upon several Occasions, fiew'd the little e1ieem he had for them; and that therefore it was to be seared, if the King of Great Britain should once carry his point, and attain to an absolute power.over his People , that the two Kings being united in Interefis of"
1283800200_000036,"The Oriental magazine; or, Calcutta amusement: being a universal repository of knowledge, instruction, and entertainment. By a society of Gentlemen.",,60,0,2,2,1,0,0,2,1,1,2,2,0,1,0,0,0,1,2,1,3,2,1,0,4,0,1,2,0,2,0,0,0,0,0,1,2,0,1,1,0,1,2,2,0,4,0,0,1,1,0,1,0,2,2,0,1,0,0,2,3,1785,1,1,"Calcutta [India] : printed by John Hay, M,DCC,LXXX,V. [1785]-",Calcutta,313,unknown,,,FALSE,"period of her history, and of what (he now is. In February, 1763, a definitive treaty of peace was concluded between his Brittannick miajefty, the King of France , and the Iing of Spain , by which the whole Continent of North America, on this fide the Mississippi, together with"
0170300101_000039,"History of Great Britain, from the revolution to the accession of the House of Hanover. By W. Belsham. In two volumes. ...",William Belsham,82,0,2,0,2,1,0,1,3,1,0,1,0,4,0,1,2,2,0,0,9,4,1,0,0,1,3,4,2,1,1,1,1,0,0,0,0,1,1,0,3,1,2,0,1,3,1,4,0,0,0,1,0,2,5,0,0,0,0,2,7,1798,1,2,"London : printed for G.G. and J. Robinson, Paternoster-Row, M.DCC.XCVIII. [1798].",London,496,male,1752,1827,FALSE,"i689: so that: the whole island of Great Britain now acknowledged.the sovereignty, of the new monarch; but ireland was far from following this example... In order to form a jrit estimate of the plitical ifate state of this kingdom as connected with Great Britain, it will be necessary to fix"
1267100300_000018,"A sixth letter to the people of England, on the progress of national ruin; in which it is shewn, that the present grandeur of France, and calamities of this nation, are owing to the iflnuence [sic] of Hanover on the Councils of England.",John Shebbeare,74,2,0,0,0,0,0,1,2,0,0,0,2,3,1,0,3,1,4,1,1,1,0,0,1,0,3,1,1,1,1,0,0,1,0,4,3,1,0,1,1,0,7,0,0,4,0,1,0,0,0,0,1,9,1,1,0,0,2,5,2,1757,1,1,"London : printed for J. Morgan, 1757.",London,66,male,1709,1788,FALSE,"Defence of Sicily; an Action which brought infinite Mischief and Diffonour on this Nation , in the Opinion of Men who are not Spaniards; particularly, as War had not been declared between us and Spain , and as no Treaty obliged us to defend the Territories of Savour, to which"
0240500400_000007,"The political works of Andrew Fletcher, Esq;",Andrew Fletcher,93,0,0,1,13,2,0,0,0,1,4,2,0,0,0,0,3,0,1,4,2,1,1,0,5,0,0,5,1,0,2,0,1,0,2,0,7,0,0,0,2,1,4,2,0,1,2,1,1,1,2,2,0,0,1,0,1,4,2,0,8,1732,1,1,"London : re-printed: and sold by A. Bettesworth and C. Hitch, in Pater-Noster-Row; and J. Clarke, under the Royal-Exchange, MDCCXXXII. [1732].",London,470,male,1655,1716,FALSE,"join with, do what he thinks fit in Europe; I say, if a mercenary sanding army be kept up, (the first of that kind, except those of the usurper Cromwell, and the late King James, that Britain has seen for thirteen hundred years) I desire to know where the security"
1338500100_000733,"A new and complete history of England, from the earliest period of authentic intelligence to the present time. Wherein every interesting transaction, relating to war or peace, laws or government, policy or religion, is impartially recited; the noble superstructure of the British constitution fully described, and traced from its original foundation: the characters of the most eminent persons are impartially drawn, and their genius and learning, their virtues and their vices, properly displayed. Together with a circumstantial history of literature, and the progress of the arts in this kingdom, from their first introduction to the present period of elegant improvement by Temple Sydney, Esq; embellished and illustrated with upwards of one hundred beautiful copper plates, engraved in the most masterly manner, from the drawings of the ingenious Mr. Wale, by those capital English artists, Grignion, Walker, Rennoldson, and Taylor.","Sydney, Temple",81,1,1,2,0,0,1,0,2,0,1,0,0,3,0,1,0,4,3,2,3,1,0,0,1,1,2,6,0,3,0,1,1,1,1,0,0,2,1,2,3,4,1,0,0,1,0,1,0,2,0,0,1,6,0,4,0,1,0,3,7,1773,1,1,"London : Printed for J. Cooke, at Saakespear's-Head, in Pater-Noster Row, MDCCLXXIII. [1773].",London,813,unknown,,,FALSE,"the articles of high treason agoainft the. earlj before they attempted to prove those relating only to: high crimes and mildemeanors. The commons re fuiled to proceed only as they flood in the impeachment. The breach became wider between the two houifes, arid th'elords refused a conference which had been"
0722200600_000004,"An essay upon universal monarchy. Written in the year 1701, soon after Lewis the Fourteenth had settled his grandson Philip de Bourbon upon the throne of Spain. By Charles D'Avenant, LL.D. To which is prefixed, an abstract of his Essay upon the ballance of power, published at the same Time.",Charles Davenant,73,1,0,1,0,0,1,0,3,0,0,1,0,0,0,1,0,2,2,0,5,3,0,0,0,1,2,5,0,1,0,0,0,1,1,0,2,1,1,1,1,2,2,3,0,6,0,5,3,0,1,1,0,2,1,0,1,0,1,3,5,1756,1,1,"London : printed for R. Baldwin, in Pater-Noster-Row, 1756.",London,79,male,1656,1714,FALSE,"ever averse to that unfortunate Contclt with our Neighbours of the same Pcligion, which afterwards produced very bad Efficts. And it was so far fct afoot by the Roman Catholic Party, that twas called my Lord Cliford's War . At last the Eyes of the Ministry came to be opened;"
0313600104_000003,"A third collection of scarce and valuable tracts, on the most interesting and entertaining subjects: but chiefly such as relate to the history and constitution of these kingdoms. Selected from an Infinite Number in Print and Manuscript, in the Royal, Cotton, Sion, and other Public, as well as Private Libraries; Particularly that of the late Lord Somers. Revised by eminent hands. ...",,83,0,0,0,1,0,0,0,1,1,2,3,2,0,1,2,1,3,0,2,6,4,1,0,0,1,3,8,1,1,0,0,0,0,0,1,2,0,1,0,0,0,4,2,0,1,1,2,0,3,0,0,0,6,0,1,1,0,1,6,7,1751,4,4,"London : printed for F. Cogan, at the Middle-Temple-Gate, in Fleet-Street, MDCCLI. [1751].",London,500,unknown,,,FALSE,"and as such agreed to by France , the King of enlland, and the Dutch. I'hc Adlv; lant: lgs X ich redounded to the French by the Treaty , which annexed to their Crown the Kingdom of Naples andl Sici,, with the l'rovinces of Jor,!, r airtl (; ui/pu'lca, bicldes"
