PassageID,Title,Author,Total termFreq,termFreq(ag),termFreq(alembert),termFreq(author),termFreq(book),termFreq(celebr),termFreq(composit),termFreq(diderot),termFreq(eleg),termFreq(encyclopaedia),termFreq(franc),termFreq(french),termFreq(friend),termFreq(gener),termFreq(geniu),termFreq(god),termFreq(govern),termFreq(helvetiu),termFreq(human),termFreq(king),termFreq(knowledg),termFreq(law),termFreq(letter),termFreq(literari),termFreq(literatur),termFreq(majesti),termFreq(merit),termFreq(mind),termFreq(modern),termFreq(moral),termFreq(opinion),termFreq(pari),termFreq(persecut),termFreq(philosoph),termFreq(philosophi),termFreq(polit),termFreq(principl),termFreq(progress),termFreq(public),termFreq(reason),termFreq(reign),termFreq(religi),termFreq(religion),termFreq(rousseau),termFreq(societi),termFreq(superior),termFreq(talent),termFreq(thought),termFreq(truth),termFreq(univers),termFreq(virtu),termFreq(voltair),termFreq(wit),termFreq(work),termFreq(world),termFreq(writer),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0278301000_000010,"Strictures on female education; chiefly as it relates to the culture of the heart, in four essays. By a clergyman of the Church of England.","Bennett, John, Curate of St. Mary's, Manchester",47,2,0,0,1,1,0,0,1,0,3,2,0,4,1,0,1,1,0,0,5,0,0,2,1,0,0,0,0,3,0,0,0,0,0,2,4,0,0,0,0,2,3,1,0,0,1,0,0,0,1,1,0,0,2,2,1787,1,1,"London : printed for the author, and sold by T. Cadell, in the Strand; J. J. G. and J. Robinsons, Pater-Noster-Row; Rivington, St. Paul's Church-Yard; J. Murray, Fleet-Street; and Dodsley, Pall-Mall, [1787].",London,166,unknown,,,FALSE,"by the sensible and religious observations of a Chapone, and the more elegant and judicious sketches of a Gregory. The present writings of Madame la Comteffe de Genlis are a treasure to young Ladies. And I review, not without a singular pleasure, the great and ever pious Fenelon, esteeming it"
1279001100_000004,"The commerce of America with Europe; particularly with France and Great Britain; comparatively stated, and explained. Shewing the importance of the American revolution to the interests of France, and pointing out the actual situation of the United States of North America, in regard to trade, manufactures, and population. By J. P. Brissot de Warville, and Etienne Claviere. Translated from the last French edition, revised by Brissot, and called the second volume of his View of America. With the life of Brissot, and an appendix, by the translator.",Étienne Clavière,52,0,0,2,1,0,0,1,0,0,5,3,1,0,0,0,1,0,1,0,3,2,4,0,0,0,0,1,0,0,1,2,0,1,0,0,5,0,2,0,0,1,2,1,0,0,1,0,1,0,1,1,0,7,0,1,1794,1,1,"London : printed for J. S. Jordan, No 166, Fleet-Street, MDCCXCIV. [1794].",London,429,male,1735,1793,FALSE,"we have nothing to add: the whole of the French edition is now before the reader. Of Briffot's other works it is proper to mention the following. The Theory of Criminal Lawss in two vo ltmes. although M. la Cretelle, at the coi elusion of his Essay on the Prejudices"
1244100101_000050,"Essays moral and literary. By Vicesimus Knox, M. A. Late Fellow Of ST. John's College, Oxford.",Vicesimus Knox,54,2,0,0,2,0,0,0,3,0,0,0,0,4,3,0,0,0,1,0,0,0,0,1,1,0,3,2,2,1,2,0,0,3,5,1,1,0,1,1,0,0,0,0,2,0,1,0,2,0,0,0,0,9,1,0,1787,1,2,"London : printed for Charles Dilly, In The Poultry, MDCCLXXXVII. [1787].",London,389,male,1752,1821,TRUE,"humility, and our idea that subjects which concern our worldly interest and pleasure are the only fubjeas worthy the care of a man of fenfc,. render all which the wifelf G 4 men men have collected for our guidance utterly abortive. What are the books which men in the exercise"
0651600200_000094,"Historical and critical memoirs of the life and writings of M. de Voltaire: interspersed with numerous anecdotes, poetical pieces, Epigrams and Bon Mots, little known, and never before published in English, relative to the literati of France. Particularly the life of the celebrated J.B. Rousseau, as written by Voltaire; and the history of the famous libellous couplets. From the French of Dom Chaudon.",Louis-Mayeul Chaudon,41,0,0,2,0,0,1,1,5,0,0,2,1,0,4,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,1,1,0,3,1,1,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,6,0,1,0,1,1786,1,1,"Dublin : printed for L. White, P. Wogan, P. Byrne, J. Cash, W. M'Kenzie, J. Moore and J. Jones, M.DCC.LXXXVI. [1786].",Dublin,437,male,1737,1817,FALSE,"literature . XXVI LE DROIT DU szslocnet, a comedy, acted in 176z, had not such brilliant success as 1'eoofiffe, though in several particulars this is the best piece, The language is indeed very negligent. [ 417 ] negligent. It contains verses in which both the pause and the rhime are"
1625200101_000329,"A New geographical, commercial, and historical grammar, and present state of the several empires and kingdoms of the World. Containing I. The distances, figures, and revolutions fo the celestial bodies, as demonstrated by Sir Isaac Newton, and observed by the latest astronomers II. A description of the earth. considered as one of the revolving bodies in the general system; with several definitions and problems necessary for understanding the science of geography. III. An account of the great divisions of the surface of the globe into Continents, Island, Oceans, Seas, &c. IV. An accurate and particular description of all the empires, kingdoms, and states in the world, as situated with regard to one another V. The climate and soil, with its productions, whether vegetable or mineral; the natural curiousities; a particular description of the sea coasts, including all the bays, capes, promontories, and adjacent rocks; with an account of the most remarkable lakes and rivers. VI. An account of the animals, whether birds, beasts, fishes, or insects, found in each country. VII. Observations on the various parts of the globe in which history makes mention of any remarkable change having naturally taken place. VIII. An history of all nations from their origion; laws, government, religion, manners, and customs; distinctions of rank, revenues, taxes, strength by sea and land. IX. The genius and external appearance of the people. X. An account of their learning, arts, language, manufactures, and commerce. XI. The chief cities, artifical curiosities, antiquites, &c. To which is added, I. A geographical index, with the names of places, alphabetically arranged. II. A table of the coins of all the different nations, with their value in sterling money. III. A chronological table of remarkable events, from the earliest accounts to the present time. The whole executed on a plan similar to that of W. Guthrie, Esq; by a society in Edinburygh. The astronomical part collected from the works of James Ferguson, F.R.S. Enriched with the late discoveries of Dr. Herschel; and other eminent astronomers. Embellished with an elegant set of maps, engraved on purpose, more numerous, accurate, and exhibiting more fully the new geographical discoveries than those to be met with in any former publication.",,45,1,0,1,0,1,0,0,1,1,5,9,0,2,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,2,3,2,0,0,0,0,0,0,2,0,1,0,0,1,2,1792,1,2,"Edinburgh : Printed for Alexander Kincaid, and sold by all the booksellers, MDCCXCII [1792].",Edinburgh,620,unknown,,,FALSE,"ar i'ival at Paris , finds it abfilutely neceitary to change every part of his dress, and comply with the prevailing fashion in every the least punci lio. A considerable variety of dress is also requisite; but the French have an advantage in this refpea, that all their clothes, whether"
0386901700_000020,"Letters addressed to His Highness the Prince of *****, containing, comments on the writings of the most eminent authors, who have been accused of attacking the Christian religion. By M. Voltaire.",Voltaire,41,0,0,1,1,0,0,1,0,2,2,0,0,3,0,0,1,0,1,1,2,1,0,0,2,0,1,1,0,1,0,2,0,2,1,0,0,0,0,0,0,0,4,0,0,2,0,1,0,1,3,0,0,4,0,0,1768,1,1,"London : printed for T. Becket and P.A. de Hondt, in the Strand, MDCCLXVIII. [1768].",London,119,male,1694,1778,TRUE,"annihilate all religion , even that of Nature. If his book had been well written, the profession with which the author was dignified, might have had too great an influence on his readers. There have been several little abridgments made of it, of which some have been printed: they are"
0180200300_000008,"Miscellanies: literary, philosophical and moral. Vol.I. Containing, I. Observations on the Literature of the Primitive Christian Writers. II. Reflections suggested by the Character of Pamphilus of Caesarea. III. Hints respecting the State and Education of the People. IV. Thoughts on the Origin of Human Knowledge, and on the Antiquity of the World.",Thomas Christie,47,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,7,0,0,1,1,1,1,0,0,1,0,1,1,0,0,3,3,0,1,1,0,1,0,0,2,3,0,0,1,1,1,0,1,0,0,1,1,8,1788,1,1,"London : printed for the author, by J. Nichols: and sold by G. Nicol, Bookseller To His Majesty, In Pall-Mall; and J. Johnson, ST. Paul's Church-Yard, MDCCLXXXVIII. [1788].",London,355,male,1761,1796,FALSE,"Rousseau and Mr. Gibbon, will give pain to those who are at once friends to litera Chap. XV p. 321 (8vo.) Vol. IL Lond. 1783 A 3 ture ( 6) ture and to revelation. For, if it should be found, that the early Christian Writers generally agreedin condemning philosophy and"
0341801100_000038,Correspondence. Letters between Frederic II. and M. D'Alembert. Translated from the French by Thomas Holcroft.,Jean le Rond D'Alembert,55,2,0,4,0,1,1,0,0,0,2,2,1,1,2,1,3,0,3,1,0,0,2,0,0,0,1,1,0,0,5,0,0,2,0,0,0,0,2,1,0,0,1,0,1,1,1,1,0,0,1,5,0,3,2,1,1789,1,1,"London : printed for G. G. J. and J. Robinson, Paternoster - Row, M.DCC.LXXXIX. [1789].",London,465,male,1717,1783,FALSE,"refute the most palpable contradicions, and the FALSE reasonings , which appear to me most striking. Many things remain to be said on the subjet; and there are various details into which VOL. XI N I have I have not time to enter. I have chiefly confined myself to the"
1299901100_000022,A philosophical examination of the principles of the French revolution.,Jean-Baptiste Duvoisin,58,2,0,2,0,0,0,0,0,0,1,1,2,0,0,1,4,0,4,0,0,4,1,0,1,0,0,1,0,0,1,0,3,2,3,1,2,0,3,0,0,0,12,1,1,0,0,0,1,0,2,1,0,1,0,0,1800,1,1,"London : Printed and published by G. Cawthorn, British Library, No. 132, Strand, bookseller to Her Royal Highness the Princess of Wales; sold also by Messrs. Richardson, Royal-Exchange; H.D. Symonds, J. Wallis, West and Hughes, Paternoster-Row; J. Wright, Piccadily; and P. Will, Edinburgh, 1800.",London,107,male,1744,1813,FALSE,"to the human race; that decides with authority every positiori that philosophy brings into question; that rests upjon proofs ad accommodated to every mind as to convince the sage, aind perstr~ade the ignorant : a religion that enforces every motive to virtue ; that rivets every band of so clety,"
0249000302_000141,"The geographical magazine; or, a new, copious, compleat, and universal system of geography. ... By William Frederick Martyn, Esq. ...",William Fordyce Mavor,50,0,0,0,0,1,1,0,0,0,6,3,0,2,2,0,4,0,3,1,0,0,1,1,0,0,0,2,1,0,0,4,0,1,1,1,1,0,1,0,0,0,1,0,0,2,1,0,0,2,1,0,1,3,0,2,1785,2,2,"London : printed for Harrison and Co., M DCCXCIII, [1785-93].",London,660,male,1758,1837,FALSE,"ilrie adherence to dramatic rules, next to the Greek tragedians, are the most perfect models on earth. The comic poet Moliere, from the multiplicity of his works , might have been supposed to have exhausted the fubjeal of comedy, did not human nature, by continually varying it's pleasures and pursuits,"
0613500102_000027,"Biographical memoirs of the French Revolution. By John Adolphus, F.S.A. In two volumes. ...",John Adolphus,47,0,0,5,1,0,0,0,0,1,0,1,0,4,2,1,0,0,2,3,0,0,0,0,2,0,0,2,0,1,2,0,0,2,1,0,0,0,1,2,0,1,4,0,0,0,1,0,0,1,0,2,3,1,0,1,1799,2,2,"London : printed for T. Cadell, jun. and W. Davies, in the Strand, 1799.",London,521,male,1768,1845,FALSE,"to laugh than to reason , and who can cry down an author against whom their talents would, in any other way, be employed in vain. Nor were the doctrines set up by these new philosophers devoid of external claims to popular approbation. They affected universal tolerance, and declaimed against"
0386000501_000080,"Essays moral and literary. By Vicesimus Knox, M.A.",Vicesimus Knox,56,3,0,1,2,0,3,0,2,0,0,0,0,4,2,0,0,0,2,0,0,0,2,2,3,0,2,3,3,3,0,0,0,1,0,2,0,0,0,2,0,0,0,0,2,0,0,3,2,0,0,0,0,4,0,3,1784,1,2,"London : printed for Charles Dilly, 1784.",London,372,male,1752,1821,TRUE,"is true, that those old ballads, which are in the mouths of peasants on both fides the Tweed, have something in them irrefiflibly captivating. Vulgar, coarse, inelegant, they yet touch the heart. Many of them, when read, as the writers intended, are musical. th y have pleased the ear and"
0137200111_000037,Posthumous works of Frederic II. King of Prussia. ...,Frederick II of Prussia,55,0,0,4,2,2,0,0,0,0,0,2,0,1,0,0,5,0,2,3,0,2,5,0,1,5,1,0,0,0,2,1,0,4,1,0,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,2,1,2,0,1,1789,11,13,"[London : printed for G.G.J. and J. Robinson, 1789].",London,465,male,1712,1786,TRUE,"your majesty has observed, it should endeavour to render religion useful, by making it conducive to the happiness of the people; and it should teach sovereigns their TRUE interests, and subjects their duty, that it might render authority more mild, and obedience more exact. It is great folly to accuse"
0748900800_000001,"The construction and use of a thermometer, for shewing the extremes of temperature in the atmosphere, during the observer's absence. Together with experiments on the variations of local heat; and other meteorological observations. By James Six, Esq. F.R.S.",James Six,41,1,0,2,0,0,1,0,2,0,0,1,1,1,0,0,0,0,1,0,2,0,0,0,0,0,2,1,1,1,0,0,0,2,1,0,1,1,4,1,0,1,1,0,2,1,2,0,1,0,1,0,1,1,1,2,1794,1,1,"Maidstone : printed and sold by J. Blake; and Messrs. G. & T. Wilkie, London, 1794.",Maidstone,102,male,1731,1793,FALSE,"THE CONSTRUCTION AND TSE OF A ^r^ THERMOMETER. WITH EXPERIMENTS, c. . * * / 7 CONSTRUCTION AND USE OF A THE RMOMETER,. FOR. SHEWIN THE EXTREMES OF TEMPERATURE IN THE ATMOSPHERE, During the Observer's Absence. TOGETHER WITH EXPERIMENTS ON THE VARIATIONS OF LOCAL HEAT; AND OTHER METEOROLOGICAL OBSERVATIONS. BY"
0262101001_000025,"Of the foundations of religion, and the fountains of impiety. Three books, by the Rev. F.A. Valsecchi, Formerly First Public Professor Of Theology, In The University Of Padua. Translated from the original Italian. By the Rev. Thomas Carbry. ...","Valsecchi, Antonino",64,3,0,3,1,2,0,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,3,0,0,0,0,1,1,0,0,2,0,3,1,0,2,0,0,4,0,0,3,3,0,0,0,2,2,2,0,0,0,6,9,1,1800,1,3,"Dublin : printed by E. & J. Hanvey, II, Fishers-Lane, 1800.",Dublin,409,male,1708,1791,FALSE,"in his works ."" Yet as we followed the steps of St. Thomas, in exhibiting this short specimen of the divine attributes, so we refer the reader to the aforementioned work , I. cont. gent. cap. woo. ro. o02. t Lib. 3 cont. gent. cap 63 work , to see"
0036100800_000005,"A father's legacy to his daughters. By John Gregory, M.D. F.R.S. Late Professor of Medicine in the University of Edinburgh, and First Physician to his Majesty in Scotland. To which is Prefixed An Account of the Life of the Author.",John Gregory,55,2,0,3,0,0,2,0,1,0,0,0,1,1,0,0,0,0,1,2,1,0,0,5,0,0,0,1,0,2,1,0,0,3,1,1,5,1,1,0,0,0,1,0,7,0,1,0,1,0,4,0,0,4,2,0,1788,1,1,"Edinburgh : printed for A. Strahan, and T. Cadell, London; and W. Creech, Edinburgh, MDCCLXXXVIII. [1788].",Edinburgh,194,male,1724,1773,FALSE,"to be doubted, that, had he continued his residence in that metropolis, his professional talents would have found their reward in a very extensive practice. But the death of his brother, Dr James Gregory, Gregory, in November 1755, occasioning a vacancy in the Profefforflip of Physic in King's College Aberdeen,"
0048605600_000005,"Hugh Gaine's catalogue of books, lately imported from England, Ireland, and Scotland, and to be sold at his book-store and printing-office, at the Bible in Hanover-Square.",Hugh Gaine,51,0,0,1,0,0,0,0,1,0,2,1,1,1,0,2,4,0,0,1,0,0,5,0,2,1,0,0,3,4,0,0,0,2,0,1,3,0,0,0,0,4,0,0,2,0,0,2,1,0,1,1,1,1,1,2,1792,1,1,"New-York : Printed by Hugh Gaine, --1792--",New York,23,male,1726,1807,FALSE,"Philosophical , Historical, and Moral Essay, on Old Maids, by, a Friend to the Sisterhood; 3 Vols. letters on Education, with'obfervations on Religious and Meta: : subjeas', by Catharine Macaulay.graham.  .....-'   Bennet's ( t) Bennet's Letters to a Young lady a Variety of useful and i. teresting"
0390500302_000093,Memoirs of the Kings of Great Britain of the House of Brunswic-Lunenburg. By W. Belsham. ...,William Belsham,45,2,0,0,0,2,1,0,3,0,0,0,1,5,2,0,1,0,1,0,0,1,0,1,2,0,0,0,0,1,1,0,1,3,0,1,2,0,0,0,5,2,0,0,0,2,0,1,0,0,0,0,0,1,1,2,1796,2,2,"Dublin : printed for J. Milliken, 1796.",Dublin,301,male,1752,1827,FALSE,"no violation of the eftablilhed laws or liberties of the kingdom can be imputed to the monarch. The general principles of his adminifiration, both civil and religious , were liberal and just. Those penal statutes which form the disgrace of our judicial code, were, in his reign , meliorated, and"
1352600102_000092,"The American universal geography, or, A view of the present state of all the empires, kingdoms, states, and republics in the known world, and of the United States of America in particular. In two parts. ... The whole comprehending a complete and improved system of modern geography. Calculated for Americans. Illustrated with maps of the countries described. By Jedidiah Morse, A.M. Published according to act of Congress. Part I[-II]. ...",Jedidiah Morse,45,1,0,1,3,2,1,0,1,0,1,0,0,0,3,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,4,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,1,3,1,6,1793,2,2,"Printed at Boston : by Isaiah Thomas and Ebenezer T. Andrews. Sold at their bookstore, Faust's Statue, no. 45, Newbury Street; by said Thomas, in Worcester; by Berry, Rogers and Berry, in Newyork; by H. and P. Rice, in Philadelphia; and by W.P. Young, in Charleston, MDCCXCIII. [1793]",Boston|New York.|Worcester.,572,male,1761,1826,FALSE,"herclrings were exported froum Irelandn. The same year 379 vessels, whole tc anagre amnounted to 5, 336, were employed Ex cilus LEANING AND learned MEN.I The coftob31ratin9 teimonits of natives and foreigners represent the rn cient ri asd peopl equi learned an d piouls, anid who were resorted; to by"
0066000300_000011,"Letters for literary ladies. To which is added, an essay on the noble science of self-justification.",Maria Edgeworth,49,2,0,2,1,1,1,0,2,0,0,0,0,3,2,0,1,0,1,0,3,0,2,4,5,0,2,3,0,1,0,0,0,1,2,0,0,0,2,2,0,0,0,0,0,0,1,1,0,2,0,0,0,1,1,0,1799,1,1,"London : printed for J. Johnson, in St. Paul's Church-Yard, M.DCC.XCIX. [1799].",London,243,female,1767,1849,TRUE,"admit, ( 7s) I admit, that with refpec: to tlhe opportunities of acquiring knowledge , institution and manners, are, as you have stated, much in favour of our sex,; ut your argument concerning time appears to me to be unfounded. a women who do not love dissipation muff have more"
1262000101_000051,Memoirs illustrating the history of Jacobinism. A translation from the French of the Abbe Barruel. ...,"Middlebury College, MWA",43,0,0,0,0,0,0,4,0,2,0,0,1,1,1,4,0,0,0,1,0,0,3,0,0,0,0,1,0,2,1,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,1,6,0,4,0,0,1799,1,4,"Hartford : Printed by Hudson & Goodwin for Cornelius Davis, no. 94, Water-Street, New York, 1799.",Hartford|New York.|Elizabeth.,1275,unknown,,,FALSE,"ever reviled in these writings, and that was all the So phifters aimed at. Hence was the part which Diderot acded, so effiential to the conspiracy. Who can combine this antichristian zeal, ever boiling ever emphatic when his imagination is heated, with that real admiration which he often expressed for"
1555500125_000097,"The modern part of an universal history, from the earliest account of time. Complied from original writers. By the authors of the antient part.",,52,0,0,2,0,1,0,0,0,0,3,4,0,0,1,0,1,0,3,5,1,4,0,0,0,1,1,4,0,0,0,1,0,3,1,2,0,2,0,1,4,0,0,0,2,0,1,0,0,1,1,1,0,1,0,0,1759,25,44,"London : printed for S. Richardson, T. Osborne, C. Hitch, A. Millar, John Rivington, S. Crowder, P. Davey and B. Law, T. Longman, and C. Ware, M.DCC.LIX. [1759].",London,535,unknown,,,FALSE,"a val1r, t. i.. 6 a. dan!st, t. V Ha r oute, t. II ningpen, Hamlberg, Selinlgen, and la Pile, thould be demtiolith ed; but that sort Lewzis thould remain the property of Frrance: that the king thould execute the treaty of ry/suick, and restore his conquests in the empire,"
1254400102_000007,"A new geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. Containing, I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System, and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature, since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength, Orders of Knighthood, &c. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. To Which Are Added, I. A Geographical Index, with the Names of Places alphabetically arranged. II. A Table of the Coins of all Nations, and their Value in English Money. III. A Chronological Table of remarkable Events from the Creation to the present Time. By William Guthrie, Esq. The astronomical part by James Ferguson, F.R.S. Illustrated with a correct set of maps, engraved by Mr. Kitchin, Geographer. ...",William Guthrie,53,0,0,0,0,0,0,0,1,0,7,6,0,0,1,0,2,0,3,0,0,0,3,2,1,0,2,1,1,1,0,0,0,1,0,2,1,0,0,0,2,1,4,0,0,1,0,0,0,3,0,1,0,2,0,4,1790,2,2,"London : printed for Charles Dilly , in the Poultry ; and G. G. J. and J. Robinson, in Pater-Noster Row, MDCCXC. [1790].",London,502,male,1708,1770,FALSE,"a language classical and permanent. As to the properties of the language, they are undoubtedly greatly inferior to the english; but they are well adapted to fubjeas void of elevation or palfion. It is well accommodated to dalliance, compliments, and common convtrrarion. The lord's Prayer in French is as follows"
0623200600_000012,"Historical memoirs of religious dissension; addressed to the seventeenth Parliament of Great Britain. By Jeremiah Trist, M. A. Vicar of Veryan, Cornwall.","Trist, Jeremiah",47,1,0,0,1,0,0,0,2,0,0,0,1,2,2,0,1,0,0,0,1,0,1,1,0,0,1,0,0,2,1,0,1,2,4,3,3,1,1,2,0,0,4,0,2,0,0,0,3,0,2,0,1,1,0,0,1791,1,1,"London : printed for J. Murray, No 32, Fleet Street, M.DCC.XCI. [1791].",London,113,unknown,,,FALSE,"needy sceptics gleaned a comfortable fubfiltence from the corruptions of the age , and their booksellers, notwithstanding some expensive lawsuits, which these productions had involved them in, acquired considerable sums by the sale of their multiplied absurdities. * Preface to the Confessional, p. 60 D inquiries inquiries of real genius"
0434302700_000012,Historical memoirs of religious dissension; addressed to the seventeenth parliament of Great Britain.,"Trist, Jeremiah",47,1,0,0,1,0,0,0,2,0,0,0,1,2,2,0,1,0,0,0,1,0,1,1,0,0,1,0,0,2,1,0,1,2,4,3,3,1,1,2,0,0,4,0,2,0,0,0,3,0,2,0,1,1,0,0,1790,1,1,"London : printed for J. Murray, No 32, Fleet Street, M.DCC.XC. [1790].",London,116,unknown,,,FALSE,"gleaned a comfortable subsistence from the corruptions of the age , and their booksellers, notwithstanding some expensive lawsuits, which these productions had involved them in, acquired considerable sums by the sale of their multiplied absurdities. * Preface to the Confessional, p. 60 D inquiries inquiries of real genius ; but,"
1237700800_000138,"Public characters of 1798-9. A new edition. Enlarged and corrected to the 25th of March, 1799. To be continued annually.",,46,0,0,1,2,0,2,0,1,0,0,0,0,2,1,1,0,0,5,0,2,0,0,2,2,0,0,1,6,1,1,0,0,1,4,0,0,2,1,0,0,0,0,1,0,1,0,3,0,0,0,0,1,2,0,0,1799,1,1,"London : printed for R. Phillips, No. 71, St. Paul's Church-Yard; and sold by T. Hurst and J. Wallis, paternoster-row; carpenter and co. old bond-street; R. H. Westley, strand; and by all booksellers, 1799.",London,616,unknown,,,FALSE,"Triplets, alliteration, hort periods incessantly breaking the continuity of the sense, a flippancy of wit and a visible affectation of ornament little known to the ancients, maxims of business and of philosophy absolutely at war with those of antiquity, were the dulcia vitia which Monboddo beheld his literary contemporaries of"
0126700105_000072,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In six volumes. By David Hume, Esq.",David Hume,50,7,0,3,2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,2,1,0,1,5,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,2,0,1,0,0,2,1,0,1,0,0,0,1,1,0,7,1767,5,6,"London : printed for A. Millar; and sold by T. Cadell, 1767.",London,471,male,1711,1776,TRUE,"Englishman was ignorant of geometry: The Florentine revived that science, excelled in it,. and was the firfr, who applied it, together with experiment, to natural philosophy . The former rcjected, with the mois positive disdain, the system of Copernicus: The latter fortified it with new proofs, derived both from reason"
0032100800_000048,Outlines of an historical view of the progress of the human mind: being a posthumous work of the late M. de Condorcet. Translated from the French.,Jean-Antoine-Nicolas de Caritat de Condorcet,51,0,0,0,1,0,0,0,0,0,1,3,1,2,2,0,2,0,3,0,2,1,0,0,0,0,0,2,0,0,4,0,0,3,2,3,3,1,1,2,1,1,1,0,1,0,0,0,4,1,0,0,0,2,0,1,1795,1,1,"London : printed for J. Johnson, in St. Paul's Church-Yard, 1795.",London,380,male,1743,1794,FALSE,"of their principles were discouraging to the minds of many; if they injured their cause by affecing an obscure and dogmatical style, by too much postponing the interests of political freedom to the freedom of commerce, and by insisting too magisterially upon certain branches of their system, which they had"
1020400200_000067,"Miscellanies; or, literary recreations. By I. D'Israeli.",Isaac D'Israeli,59,0,0,6,0,0,0,0,0,0,0,2,0,2,6,0,0,0,1,0,1,1,2,10,1,0,1,1,1,1,3,0,0,1,0,2,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,4,0,7,1796,1,1,"London : printed for T. Cadell and W. Davies. 1796. Entered at Stationers' Hall, [1796].",London,445,male,1766,1848,FALSE,"like Aulus Gellius, exae from their translators, the adventitious art of scattering an attracive amusement in copious notes. It is thus that a translation may be rendered more valuable than the original. Since I am on the fubjest of classical translations, I mut observe, that a judicious feleaion from Athenaeus"
0636800200_000310,"The new annual register, or general repository of history, politics, and literature, for the year 1788. To which is prefixed, the history of knowledge, learning, and taste, in Great Britain, during the reigns of King Edward the Sixth and Queen Mary. From the year 1547 to 1558.",,57,1,0,9,0,1,0,0,0,0,2,0,0,2,2,0,2,0,2,1,0,2,1,0,0,0,1,2,1,2,0,1,0,3,2,2,0,0,2,1,0,1,4,0,1,0,0,1,1,0,0,0,0,5,1,1,1789,1,1,"London : printed for G.G.J. and J. Robinson, Pater-Noster-Row, MDCCLXXXIX. [1789].",London,581,unknown,,,FALSE,"swor ilip; and another party who wvould sound religion solely on the light of reason . On the whole vc cannot but applaud the excellence of his design, and the abilities with which lie h as executed it. the "" efit. oni the Unionl of Chriftianitv wsith l'lilo lophv, by"
1692500159_000218,"The European magazine, and London review; containing the literature, history, politics, arts, manners and amusements of the age. By the Philological Society of London.",Philological Society (Great Britain),40,1,0,0,1,0,1,0,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,4,0,0,0,1,0,1,0,0,0,0,1,0,1,4,1,1,0,2,2,1,0,1,2,2,2,1,1782,59,86,"London [England] : printed for John Fielding No. 23, Pater Noster Row; John Debrett, opposite Burlington House, Piccadilly; and John Sewell, No. 32, Cornhill, [1782]-1826.",London,515,unknown,,,FALSE,"tir, The French improved upon their bdter. There is not, perhaps, a more smusing book than Gil Blas; at abounds Itnail of exquisite humour, and les ns of life which, though not always pu are, e many of them useful. In titork of Le Sage, like some of ballelt, the"
0137200111_000076,Posthumous works of Frederic II. King of Prussia. ...,Frederick II of Prussia,57,1,0,4,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,0,3,0,3,1,1,15,0,2,1,2,0,1,0,2,5,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,2,1789,11,13,"[London : printed for G.G.J. and J. Robinson, 1789].",London,465,male,1712,1786,TRUE,"tricks which these Druids have played the human race, they have found the secret of absenting themselves from the field of battle. They certainly are so dear to mankind that they cannot be too carefullypre served. However, fire, it is at leat some consolation for philosophy , to know that"
