PassageID,Title,Author,Total termFreq,termFreq(attent),termFreq(author),termFreq(book),termFreq(brandi),termFreq(chocol),termFreq(coffe),termFreq(coffeehous),termFreq(compani),termFreq(convers),termFreq(dai),termFreq(drink),termFreq(even),termFreq(frequent),termFreq(gentlemen),termFreq(grand),termFreq(half),termFreq(home),termFreq(hous),termFreq(humour),termFreq(knowledg),termFreq(laid),termFreq(laughter),termFreq(liberti),termFreq(london),termFreq(music),termFreq(new),termFreq(paper),termFreq(peopl),termFreq(person),termFreq(place),termFreq(politician),termFreq(proprietor),termFreq(public),termFreq(publish),termFreq(punch),termFreq(read),termFreq(room),termFreq(sage),termFreq(societi),termFreq(tabl),termFreq(tatler),termFreq(tea),termFreq(thought),termFreq(town),termFreq(wit),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0692300401_000059,"The spiritual quixote: or, the summer's ramble of Mr. Geoffry Wildgoose. A comic romance. In two volumes. ...",Richard Graves,44,0,0,0,0,0,0,1,3,1,0,0,3,2,1,2,1,0,0,1,0,0,0,0,0,3,5,0,3,2,3,0,0,2,0,0,3,4,0,1,0,0,0,0,0,0,3,1774,1,2,"Dublin : printed for W. Sleater, D. Chamberlaine, J. Potts, J. Williams, T. Walker, and C. Jenkin, MDCCLXXIV. [1774].",Dublin,265,male,1715,1804,FALSE,"was neither beter nor worse than a Journeyman stay maker, began to display his eloquence Mr. Wildgoofe, who had something of an academical education, could hardly digest the homeliness of his language, or the meanness of his comparisons; and was a little mortified with the apprehension that he himself probably"
0557200103_000010,"Essays moral and literary. By Vicesimus Knox, ... In three volumes. ...",Vicesimus Knox,30,1,0,1,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,2,0,0,2,0,1,2,2,2,2,1,1,0,2,1,0,1,0,0,2,0,0,0,1,0,0,0,1793,3,3,"London : printed for Charles Dilly, 1793.",London,507,male,1752,1821,TRUE,"to be applied with diligence. The theatre opens a fine school for the accomplishment of this end; and it would certainly contribute greatly to accelerate the general improvement, if there were less tinging, dancing, and bus foonery, and more tragedy. But tome great man, by which epithet I mean, in"
1241100106_000083,The spectator. ...,,42,0,0,0,0,0,0,2,0,0,3,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,10,4,1,1,4,1,0,2,1,0,2,0,0,0,0,0,0,2,2,0,1,1788,6,8,"London : printed for Messrs. Payne, Rivington, Davis, Longman, Dodsley, White, Law, Robson, Crowder, Johnson, Nichols, Dilly, Robinson, Cadell, Stuart, Bowles, Sewell, Murray, Flexney, Baldwin, Goldsmith, Lowndes, Knox, Otridge, Hayes, Piquinet, Macqueen, & Newbury, [1788].",London,356,unknown,,,FALSE,"pleasure and improvement than in these papers of the week? An honest tradesman who languilhes a whole summer in expectation of a battle, and perhaps is baulked at lar, may here meet with half a dozen in a day . He may read the news of a whole campaign, in"
0740100202_000024,"The spectator. A new edition in eight volumes; with Illustrative Notes. To which are prefixed the lives of the authors, by Robert Bisset, A. M. ...",,34,1,1,0,0,0,0,1,0,0,2,0,0,2,1,1,3,1,3,1,0,0,1,0,2,0,0,5,2,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,1,1793,2,8,"London : printed for G. Robertson No 221, Piccadilly, J. Cuthell. No 24, Middle Row, Holborn, J. Lackington No 47 and 48 Chiswell Street Moorfields, and Messrs. Bell & Bradfute, Edinburgh, [1793-94].",London,435,unknown,,,FALSE,"he he !ouldgtev n an isiwer, rfelli a talking of the ghost; if bagnquo.""'she had'by this tin meformed a little'autdiience to herself, and fixed the attention of all: about her.' But as I had a; niind to hear the pla; I got out of the sphere of her irhpertinence, and"
0594200101_000015,The spectator. Volume the First.,,35,1,1,1,0,0,0,1,0,0,6,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,5,0,0,2,0,0,1,1,0,0,0,0,1,1,0,3,1,0,2,2,1778,1,8,"Dublin : printed for W. Wilson, No. 6, Dame-Street, M.DCC.LXXVIII. [1778].",Dublin,342,unknown,,,FALSE,something very useful in these little inrfitutions and etlablifhments. I cannot forbear concluding this paper with a scheme of laws that I met with upon a wall in a little alehonfe: how I came thither I may inform my reader at a more convenient time. These laws were enaced by
1088400101_000009,The spectator Volume the First.,,26,2,1,2,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,2,1,1,2,1,0,2,0,0,1,2,0,0,1,0,0,0,0,0,1,1755,1,8,"Dublin : printed for Peter Wilson, MDCCLV. [1755].",Dublin,362,unknown,,,FALSE,"On lk'fnce rs miind, .ith the Charraier of Menalcas 77 Hiftoiy of the Ugly Club at Cambridge 78 Letters /j ont a oung Lady, au fi/omn hecatifla 79 the,, f'brunetta and Phillis. b'he Rtm f ranc. of santee T H AT 80 T H E THE SPECTATOR. VOL. I. No."
0838600901_000187,"The justice of the peace, and parish officer. By Richard Burn, ... In two volumes. ...",Richard Burn,48,0,0,2,1,7,8,1,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,2,0,0,0,2,0,0,0,0,8,0,0,0,0,1755,1,2,"[London] : In the Savoy: printed by Henry Lintot; for A. Millar, 1755.",London,580,male,1709,1785,FALSE,"out of the warehouse, wat quantity less than one hundred weight of each fort at one time; except iall bae taken where the importation and delivering in Shall be in less quantities, or where the same shall be sold in lots or parcels less than a hundred weight. i G."
0217302002_000023,"A picture of England: containing a description of the laws, customs, and manners of England. Interspersed with curious and interesting Anecdotes of Present King of Denmark Prince of Wales Late Empless Maria Theresa Louis XV Duke de Choiseul Late Duke of Bedford Duchess Dowager of Bedford Duke of Northumberland Duchess of Devonshire Lord Bute Lord North Lord Mansfield Mr. Fox Mr. Pitt Lord Sandwich Admiral Keppel General Smith Lord Camden Lord Thurlow Lord Kenyon Duke of Bridgewater Lord Chatham Lord Sackville General Burgoyne Mr. Luttrell Mr. Wilkes, and several other Aldermen Mr. Burke Mr. Horne Tooke Late Lord Clive Mr. Gibbon Mrs. Abington Mr. Wedgewood Chevalier D'Eon Lord Stormont Mr. Villette General Mr. Late Mr. Garrick Mr. Foote Mrs. Cornellys Mrs. Siddons Barry Woodward Weston Henderson Palmer Mr. Kelly, &c. &c. &c. By M. D'Archenholz, Formerly a Captain in the Service of the King of Prussia. Translated from the French. Vol. I.",Johann Wilhelm von Archenholz,35,0,0,1,0,0,1,1,1,0,0,3,4,2,1,0,0,0,2,0,0,0,0,0,4,0,1,1,2,2,1,0,0,1,1,0,1,0,0,0,4,0,0,0,0,0,1,1789,2,2,"London : printed for Edward Jeffery, Pall-Mall, MDCCLXXXIX. [1789].",London,229,male,1741,1812,FALSE,"their agents; and which, icrhafs, they would nerer otherwise hear of. The C 107 ] The spirit of order and exactness, introduced introduced into their interesting regulations, is so perfet, that the moult extraordinary news receives a certain degree of authenticity by coming from that place . As these gentlemen"
0590200201_000002,The spectator. ...,,29,2,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,5,1,0,2,1,0,4,0,0,2,1,0,0,1,0,0,1,0,0,1,1767,1,8,"London : printed for J. and R. Tonson, MDCCLXVII. [1767].",London,337,unknown,,,FALSE,"as she has often told me, I threw away my rattle before I was two months old, and would not make use of my coral until they had taken away the bells from it. As for the rest of my infancy, .there being nothing in it remarkable, I shall pass"
1133400501_000080,The invisible spy. By Exploralibus. ...,Eliza Haywood,33,2,1,0,0,0,0,2,3,1,3,0,1,1,1,0,1,2,1,1,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,1755,1,2,"Dublin : printed for Robert Main, Bookseller, at Homer's-Head in Dame-Street, MDCCLV. [1755].",Dublin,383,female,1693,1756,TRUE,"the power to have made her otherwise: - let all husbands therefore beware how they provoke, by ill usage and diffruff, the fate they would avoid; and observe this maxim of the poets: Hle that would keep the fair one TRUE and  kind, By love mufi clap a padlock"
1045600204_000105,"The tatler; or, lucubrations of Isaac Bickerstaff, Esq; ...",Joseph Addison,39,0,4,1,0,0,0,2,5,2,2,0,1,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,1,0,0,1,1,0,0,1,0,0,1,1,2,3,1774,4,4,"London : printed for C. Bathurst, J. Buckland, W. Strahan, J. and F. Rivington, C. Say, J. Hinton, B. White, L. Hawes, W. Clarke and R. Collins, R. Horsfield, T. Caslon, S. Crowder, T. Longman, B. Law, T. Davies, E. and C. Dilly, H. Baldwin, J. Fuller, jun. G. Keith, J. Wilkie, T. Cadell, F. Newbery, W. Goldsmith, E. Johnston, W. Nicoll, J. Johnson, W. Flexney, G. Robinson, G. Burnett, and R. Baldwin, 1774.",London,341,male,1672,1719,TRUE,"My glory, my perfection, glad I see Thy face, and morn returned N 264 Saturday, December i6, 17io. .Favete liguis -- - H R. Od. i. lib. 3 ver. 2, Favour your tongues. From my own Apartment, dcremizer I. B C C C AL INI, in his Parnalus, indias a"
0023000303_000001,The adventures of a bank-note. In two volumes. ...,"Bridges, Thomas",38,0,0,4,0,0,0,1,1,0,1,0,4,0,0,0,3,0,0,0,0,0,0,0,1,0,1,5,2,2,0,0,0,2,0,4,4,1,0,0,0,0,0,0,0,1,1,1770,3,4,"London : printed for T. Davies, in Russel-Street, Covent-Garden, 1770-71.",London,206,male,1759,1775,FALSE,"/2 Z THE ADVENTURES OF A BANKNOTE. VOL. LII i THE ADVENTURES OF A BAN K note. IN FOUR VOLUMES. VOL. III : - Explebo numerum, reddarque tever.s. VIRG. AEN. When I've held up a proper number Of fools and knaves, and suchlike lumber, To public view, and public scorn,"
1136600101_000040,The expedition of Humphry Clinker. By the author of Roderick Random. ...,Tobias Smollett,34,0,1,0,0,0,0,2,2,0,0,1,4,1,0,0,4,1,1,0,0,0,0,0,1,1,0,0,3,0,2,0,1,4,0,1,0,0,0,0,1,0,1,0,1,1,0,1771,1,3,"London : printed for W. Johnston, in Ludgate-Street; and B. Collins, in Salisbury, MDCCLXXI. [1771].",London,267,male,1721,1771,TRUE,"couple of footmen, a coachman, and postilion. He has his townhouse, and his country houfe, his coach, and his poftchaife. His wife and daughters appear in the richest fluffs, Ltefpangled with diamonds. They frequent the court, the opera, the theatre, and the masquerade. They hold affern blies at their own"
0888200101_000070,The spectator. ...,,32,0,1,0,0,0,0,4,1,2,3,0,0,0,1,0,0,2,0,0,1,0,1,0,1,0,3,3,0,1,2,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,1753,1,9,"London : printed for J. and R. Tonson and S. Draper, MDCCLIII. [1753].",London,339,unknown,,,FALSE,"in any of my Walks, Objets which move both my Spleen and Laughter so effecually, as these young Fellows at the Grecian, Squire's, Searle's, and all other coffeehouses adjacent to the Law, who rise early for no other purpose but to publish theirlazinefs. One would think these young j'irtuo/o's take"
0552900106_000011,The spectator. ...,,28,1,0,0,0,0,1,4,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1,3,0,1,0,0,0,3,0,0,0,0,0,1,1,0,1,1775,6,8,"London : printed for C. Bathurst; W. Strahan; J. Rivington; T. Davies; J. Hinton: L. Davis; T. Lowndes; Hawes, Clarke, and Collins; J. Dodsley; B. White; T. Longman; B. Law; S. Crowder; E. & C. Dilly; T. Caslon; J. Robson; W. Flexney; T. Becket; J. Johnson; W. Grissin; H. Baldwin; W. Nicoll; J. and T. Bowles; J. Knox; J. Ridley; R. Horsfield; G. Robinson; F. Newbery; T. Cadell; W. Otridge, and E. Johnston, MDCCLXXV. [1775].",London,448,unknown,,,FALSE,"will win  all my affection, unless you shall think this  worthy of your cognisance, and will be pleased  to prescribe some rules for our future reciprocal behaviour. It will be worthy the par'  of your genius to lay down rules for his conduct, who was as"
0485400101_000022,"The spectator. ... The ninth edition: to which is added, a large preface to the Spectators and Guardians, never before published in any of the small editions.",,39,1,1,1,0,0,0,1,0,2,9,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,5,0,1,1,0,0,1,0,0,1,0,0,2,1,0,3,1,0,1,3,1728,1,8,"Dublin : printed by and for George Grierson, at the Two Bibles in Essex-Street, MDCCXXVIII. [1728].",Dublin,430,unknown,,,FALSE,"an old Roman Club cited by Lipfius, or the Rules oi; a Sympofitim in an ancient Greek Author . CI N Io. Monday, Mlarchb L Non aliter qam quin L adverf VI fluniieie rb;, is Remigiis lijigit: si brachiafjr te remit, Atufe ilium in pr, .ceps proao rapit alvex. ara;,"
0085000403_000099,"The memoirs of Charles-Lewis, Baron de Pollnitz. Being the observations he made in his late travels from Prussia through Germany, Italy, France, Flanders, Holland, England, &c. In Letters to his Friend. Discovering not only the Present State of the Chief Cities and Towns; but The Characters of the Principal Persons at the Several Courts. ...",Karl Ludwig von Pöllnitz,34,0,0,0,0,2,1,1,2,0,2,3,0,1,2,0,0,2,3,0,0,1,0,1,0,0,1,1,1,0,6,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1745,3,5,"London : printed for Daniel Browne, at the Black Swan, without Temple-Bar, M.DCC.XLV. [1745].",London,333,male,1692,1775,FALSE,"Ribbon in their Cornets, and a thousand Trinkets with which the latter set thenl selves off, are very becoming to the Sex. On the other Hand, I Should be glad, if the young Gene tlemen did not imitate the Frentb Air and dres so. much as they do, but kept"
1322100101_000002,The spectator.,,31,2,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,4,1,0,3,1,0,3,1,0,2,2,0,0,1,0,0,1,0,1,1,1735,1,8,"Dublin : printed by S. Powell, for P. Crampton, bookseller, at Addison's-Head, opposite to the Horse-Guard, in Dame-Street, M DCC XXXV. [1735].",Dublin,328,unknown,,,FALSE,"my Coral till they had taken away the beul from it. AS for the rest of my Infancy, there being nothing in it remarkable, I fltall pass it over in Silence. Ifind, that, during my Nonage, I had the Reputation of a very ullen Youth, but was always a Favourite"
0587100101_000074,The spectator. ...,,29,0,1,1,0,0,0,4,1,1,2,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,2,2,0,1,3,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1797,1,8,"London : printed by H. Baldwin; for Messrs. Longman, Dodsley, Law, Robson, Johnson, Nichols, Dilly, Robinson, Sewell, Baldwin, Faulder, Rivington, Otridge and Son, T. Payne, B. and J. White, Macqueen, Hookham and Carpenter, W. Lowndes, Wynn, Kay, Newbery, J. Edwards, Vernor and Hood, Anderson, Pote, Cadell and Davies, Murray and Highley, and Lee and Hurst, 1797.",London,488,unknown,,,FALSE,"fahiion. The gentleman in the firaw berry fash, who presides so much over the rest, has, it seems, subscribed to every opera this last winter, and is supposed to receive favours from one of the aareffes. When the day grows too busy for these gentlemen to enjoy any longer the"
0187400305_000118,"Harrison's British classicks. Vol. V. Containing the fifth, sixth; seventh & eighth, volumes of The spectator.",,32,1,0,0,0,0,5,1,1,1,2,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,2,0,1,1,1,2,0,1,0,0,0,4,0,0,0,0,0,1,1,1,1,1793,5,5,"London : printed for Harrison and Co. No18. Paternoster-Row, [1793].",London,628,unknown,,,FALSE,"-- -- hor. ARS POET. V 141 WHO MANY TOWNS , ASD changt or MANNERS, SAW. r0ocommon. W HE N 1 confider this great city - in it's fevral quarters and di ivfions, I look upon it as an aggregate of various nations diftinguilhcd fiomn each other by their respective"
0587700301_000145,"The critical and miscellaneous prose works of John Dryden, now first collected: with notes and illustrations; an account of the Life and writings of the author, grounded on original and authentick documents; and a collection of his letters, the greater part of which has never before been published. By Edmond Malone, Esq. ... . Part I.",Edmond Malone,44,0,1,3,0,0,0,4,2,0,3,0,3,2,0,0,1,1,6,0,0,0,0,0,1,0,1,0,0,2,5,0,0,0,0,0,0,1,0,0,3,1,0,0,1,3,0,1800,1,4,"London : printed by H. Baldwin and Son, New Bridge-Street, for T. Cadell, Jun. and W. Davies, in the Strand, M,DCCC. [1800].",London,605,male,1741,1812,FALSE,"made against the conduct of the play; but found them all so trivial, that if I should name them, a TRUE critic would imagine that I played booty, and only raised up phantoms for myself to conquer.' Presto don SEBASTIAN. Again, in the Preface to ALL FOR LOVE: "" I"
0473900302_000019,The guardian. ...,,26,0,0,1,0,0,2,3,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,2,1,2,0,0,2,0,0,0,1,1,0,0,0,1,1,1,0,0,1751,2,2,"London : printed for J. and R. Tonson, and S. Draper, MDCCLI. [1751].",London,388,unknown,,,FALSE,"a ftnall Lion, who was shipping by me as I flood at the coyner of an C 5 Alley · Alley i feit the Creature presently, and catched at . him, but he got off with the Loss of a Lock of Hair onaly which proved of a dark Colour."
1417400201_000066,The Spectator. In eight volumes. Carefully corrected.,,33,0,1,0,0,0,2,1,0,0,2,0,0,1,1,1,3,1,0,1,0,0,1,0,2,0,0,6,3,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,1,1785,1,8,"Edinburgh : printed by D. Paterson, for W. Coke bookseller, Leith, M DCC LXXXV. [1785].",Edinburgh,326,unknown,,,FALSE,"hear the play,, L got out.of the. fghery of her imperti njence3 sense, and platnted myfelfin one of the remotest corners of the pit. thitprlsetty· childifhnetwof behaviouzr is one of, the most refined parts ofooquetry, and is niot to be attained in per feaion, by ladies that 4o not travel"
0078702000_000002,"A trip through London: containing observations on men and things. Viz. An account of the vast number of foreigners yearly imported. How Wales sends more Footmen than Gentlemen to London. Why the Streets and Highways in the City and Liberty of Westminster, are kept in no better Repair. Of a Foreign Minister's protecting more broken Shop-Keepers in the Bills of Mortality, than his Master has Subjects in his Dominions. Character of a well bred Lady; or, a Wife of Mode. Votes Schemes and Designs of the Irish Society of Affidavit-Makers and Fortune-Hunters, for the Year 1728. Dr. F----d villify'd by the Upholders Company: His Practice the ruin of their Business. A Reason why most Beaus are Blockheads, and Poetry and Poverty inseperable Companions. Of a Christmas Entertainment at the House of a High Church Citizen in Farringdon Ward. An Essay towards proving Little Britain to be a part of his Majesty's Dominions, in Opposition to the Principles and Practices of many of the Nonjuring and Popish Inhabitants. Of an honest Protestant Ald-n's proposing to Insure the Church, State and Trade, of the three Kingdoms, against the utmost Efforts of Sp--n R-me, H-ll, and the D-v-l, and the D. of Wh--t--n, for half a Crown: With many other Entertaining Matters, to which the Reader is referr'd.","Jones, Erasmus",37,0,4,0,0,0,0,1,3,0,2,0,1,0,2,0,0,0,2,0,0,0,0,0,1,0,2,7,1,1,1,1,0,2,2,0,1,1,0,0,1,0,0,0,0,0,1,1728,1,1,"London : printed, and sold by J. Roberts at the Oxford-Arms in Warwick-Lane; J. Shuckburgh between the Temple Gates, Fleetstreet; J. Pote at the Golden Door near Charing-Cross; and J. Jackson near St. James's House; and by the other booksellers of London and Westminster, [1728].",London,63,male,,,FALSE,"Importance, and raised a Curiosity in me to inquire their chara&ers and Businesses: The Lady at the Bar, to whom I addressed myself for Information, gave me an account that some of them were Gentlemen of the Anmy, without Commifilons, whose Eyes had never seen a Campaign, nor Hands drawn"
0965500106_000012,The spectator. ...,,27,1,0,0,0,0,2,3,1,1,1,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,2,0,1,0,0,0,3,0,0,0,0,0,1,1,0,1,1766,6,8,"London : printed for A. and B. Tonson and T. Draper, MDCCLXVI. [1766].",London,355,unknown,,,FALSE,"oblige, S I R, 2i'or' mojf obedientfervanr, T CORNELIUS NEPOS. No. 403 Thursday, June 2.. [By Mnr ADDISON.]' i 271or5s .lvil niit11uj lultteoru'i vidiit hor. Ars poet. V 142 : nfit, /7; g. ithe nant, tv: o, ase.r Troy fitbdu't, jl: ncr: rsc and towns of various nations vieqw d."
1102500106_000011,The spectator. ...,,32,0,0,0,0,0,2,4,1,1,2,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,3,0,1,2,1,3,0,1,0,0,0,4,0,0,0,0,0,1,0,0,1,1776,6,8,"Edinburgh : [s.n.], Printed in the Year 1776.",Edinburgh,362,unknown,,,FALSE,"interests. Zhe courts of two countries do not fto so much differ from one another, as the court and city in their peculiar ways of life and conversation . In fhorr, the inhabitants of St. James's, notwithstanding they live under the same laws, and speak the same language, are a"
0587000502_000068,"The lucubrations of Isaac Bickerstaff, Esq; Revised and corrected by the author. ...",Joseph Addison,31,0,1,1,0,0,0,1,1,0,0,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,2,0,0,1,1,0,3,0,0,0,4,1,2,2,0,1,1,1728,2,4,"London : printed for E. and R. Nutt, J. Knapton, J. and B. Sprint, D. Midwinter, J. Tonson, R. Gosling, W. and J. Innys, J. Osborn and T. Longman, R. Robinson, and B. Motte, MDCCXXVIII. [1728].",London,390,male,1672,1719,TRUE,"Power to avenge their Sufferings. It is an unnecessary Pain which the Fair Ones ive themselves on there Occasions. I have known a young Woman flriek out at tome Parts of the Evidence; and have frequently observed, That when the Proof grew particular and frong, there flas been such an"
0877100101_000001,The Tatler. By Isaac Bickerstaff Esq. .,Richard Steele,39,0,2,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,6,1,5,2,0,0,1,3,0,2,0,0,0,0,0,0,0,3,2,3,1709,1,2,"London : printed for the author, 1709-[1711]",London,601,male,1672,1729,TRUE,"fr THE UC UBRATIONS O F Isaac Bickerffaff Esq; VOL. I. CO) k 1 wa ov vu·v Fxioyv v4""pct. Homer. L O ppozn, Printed: And sold by John Morphew, near stationers hau° M D C C X I gn Note, Tlit Bookbinder is deired to place the 1 N D"
0049600301_000041,The expedition of Humphry Clinker. By the author of Roderick Random. In two volumes. ...,Tobias Smollett,35,0,0,0,0,0,0,2,2,0,0,1,5,1,0,1,4,1,1,0,0,0,0,0,1,1,0,0,3,0,3,0,1,3,0,1,0,0,0,0,2,0,1,0,0,1,0,1781,1,2,"Dublin : printed for J. Exshaw, M. Hay, W. Sleater, D. Chamberlain, J. Potts, J. Holy, and J. Williams, M,DCC,LXXXI. [1781].",Dublin,263,male,1721,1771,TRUE,"in their expe&tation, become thieves and sharpers.; and London being an immense wilderne ss, in whiech F 4 there there is neither watch nor ward of any signification, nor any order or police, affords them lurking places as well as prey. There are many causes that contribute to the daily"
1755500300_000002,"A trip through London: containing observations on men and things, Viz. An account of the vast number of foreigners yearly imported. ...","Jones, Erasmus  				 1740",36,0,4,0,0,0,0,1,3,0,2,0,1,0,2,0,1,0,2,0,0,0,0,0,1,0,2,7,1,0,1,1,0,2,1,0,1,1,0,0,1,0,0,0,0,0,1,1728,1,1,"London : printed, and sold by J. Roberts, J. Shuckburgh; J. Pote; and J. Jackson; and by the other booksellers of London and Westminster, 1728.",London,63,unknown,,,FALSE,"raised a Curiosity in me to inquire their Characers and Businesses : The Lady at the Bar, to whom I addressed myself for Information, gave me an Account that some of them were Gentlemen of the Army, without Commifions, whole Eyes had never seen a Campaign, nor Hands drawn a"
1755500300_000001,"A trip through London: containing observations on men and things, Viz. An account of the vast number of foreigners yearly imported. ...","Jones, Erasmus  				 1740",41,0,1,0,0,0,1,2,2,0,3,0,0,0,3,1,0,0,5,0,0,0,0,2,5,0,2,1,3,1,2,0,0,2,1,0,0,0,0,2,0,0,0,0,1,0,1,1728,1,1,"London : printed, and sold by J. Roberts, J. Shuckburgh; J. Pote; and J. Jackson; and by the other booksellers of London and Westminster, 1728.",London,63,unknown,,,FALSE,"A TRIP THROUGH LONDON : CONTAINING Obiervations on Men and Things. VI Z. An Account of the vast Num Chamber. New Votes, Schemes ber of Foreigners Yearly Imn and Designs of the Irish Society ported. How Wales sends more ot fortune hunters, An Account Footmen than Gentlemen to Lon of"
0377300103_000196,"The works of the Right Honourable Joseph Addison, Esq; In four volumes. ...",Joseph Addison,29,1,0,0,0,0,2,3,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,2,0,1,1,1,3,0,1,0,0,0,3,0,0,0,0,0,2,0,0,1,1721,3,4,"London : printed for Jacob Tonson, at Shakespear's-Head, over-against Katharine-Street in the Strand, MDCCXXI. [1721].",London,623,male,1672,1719,TRUE,"deceives himself, is intimated in the two last verses, where the Pfalmiit addresses himself to the great Searcher of hearts in that emphati cal petition; Try me, 0 God, and Seek the ground of my heart: prove me, and examine ny thoughts . Look well if there be any way"
0892500101_000070,The spectator. |...,,33,0,1,0,0,0,0,4,1,1,3,0,0,0,1,0,0,2,1,0,1,0,0,0,1,0,3,3,0,1,2,0,0,3,1,0,0,0,0,1,1,0,0,0,1,1,0,1737,1,8,"Dublin : printed for Phil. Crampton, Bookseller, at Addison's-Head, opposite to the Horse-Guard, in Dame-Street, MDCCXXXVII. [1737].",Dublin,333,unknown,,,FALSE,"all othercoffee houfes adjacent to the Law, who rise rly for no other Purpose but to publish their Laziness. One would think these young Jiirtuoio's take a gay Cap d Slippers, with a Scarf and party coloured Gown, to be nfigns of Dignity; for the vain Things approach each there"
0496700302_000095,The spectator. ...,,37,0,0,1,0,0,1,2,2,2,2,1,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,2,0,0,0,0,1,1,4,0,2,1726,2,8,"London : printed for J. Tonson, at Shakespear's-Head, over-against Katharine-Street in the Strand, MDCCXXVI. [1726].",London,333,unknown,,,FALSE,"""; Exeompra avlt tmls cl'rn/io inaa. lotr. Y Correspondents ariure northeast that the Enormities I which they latcly comphai', ed of, and I publifled an Account of, are lb tar iron beinr amended, that ts Evii' arisl every Day to iiierrupt their Conversation , in in Contempt of my Reproofs."
0242000504_000163,The tatler. ...,Joseph Addison,42,1,4,0,0,0,0,1,1,1,0,0,2,1,1,0,2,0,0,0,0,2,0,0,0,0,0,8,0,1,3,0,0,9,1,0,2,1,0,0,0,1,0,0,0,0,0,1789,4,4,"London : printed by Rivington, Marshall, and Bye; for Messrs. Rivington, Davis, Buckland, Longman, Dodsley, White, C. Rivington, Law, H. Baldwin, Johnson, Nichols, Dilly, Robinson, Cadell, Sewell, Flexney, Richardson, R. Baldwin, Otridge, Hayes, Piguinet, Bent, Newbery, and Wilkie, 1789.",London,625,male,1672,1719,TRUE,"men, all unknown to his lordship or his company , came into the room , and, in a public outrageous manner, abused Captain STEELE as the author of the TATLER . One of them, with great au. dacity and vehemence, swore that he would cut STEELE's throat, or teach him"
0889000101_000064,The spectator. ...,,30,1,1,0,0,0,1,1,0,0,2,0,0,2,1,1,1,1,1,0,0,0,1,0,2,0,0,4,3,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,1723,1,8,"London : printed for J. Tonson, at Shakespear's-Head, over-against Katharine-Street in the Strand, MDCCXXIII. [1723].",London,337,unknown,,,FALSE,"At the same time, a Blufi is unfaifionable, and Silence more ill-bred than anything that can be spoken. In uhort, Discretion and Modesty, which in all other Ages and Countries have been regarded as the greatest Ornaments of the Fair Sex, are considered as the Ingredients of narrow Conver. ation,"
0187400406_000069,"Harrison's British classicks. Vol. VI. Containing The connoisseur, The citizen of the world, and The Babler.",,30,0,1,1,0,0,1,1,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,2,0,0,1,3,2,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,5,1,0,1794,6,6,"London : printed for John Walker, No 16, Rosomans Street, [1794].",London,748,unknown,,,FALSE,"the original manuscript) without preruming to alter or fupprels the least syllable. TO MR. BALDWIN AND MR. TOWN . 1754 july z6. TFHE Liberty of the Press, as you praaiie it, and your author , Mr, Town , (i. e. Mr. Nobody, for he dares not publish his Name and"
