PassageID,Title,Author,Total termFreq,termFreq(amurath),termFreq(arm),termFreq(armi),termFreq(asia),termFreq(bajazet),termFreq(centuri),termFreq(citi),termFreq(conquer),termFreq(constantinopl),termFreq(countri),termFreq(court),termFreq(dominion),termFreq(eastern),termFreq(emperor),termFreq(empir),termFreq(europ),termFreq(famili),termFreq(govern),termFreq(grand),termFreq(holi),termFreq(imperi),termFreq(long),termFreq(mahomet),termFreq(majesti),termFreq(militari),termFreq(ottoman),termFreq(peac),termFreq(persia),termFreq(power),termFreq(princ),termFreq(provinc),termFreq(reign),termFreq(religion),termFreq(saracen),termFreq(second),termFreq(son),termFreq(sultan),termFreq(taken),termFreq(tartar),termFreq(tartari),termFreq(throne),termFreq(treati),termFreq(turk),termFreq(turkish),termFreq(valour),termFreq(vizier),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1000800104_000073,"The farmer's magazine, and useful family companion. Consisting of practical essays, ... on the different branches of husbandry, ... A miscellaneous collection of valuable family receipts, ... Useful hints and curious observations ... By Agricola Sylvan, gentleman.",,59,0,2,2,1,0,0,0,0,1,0,1,0,0,3,5,1,0,4,6,0,0,0,4,0,3,0,1,2,3,4,2,0,1,0,0,1,1,0,0,0,2,0,3,2,0,0,4,1779,4,5,"[London, England] : Printed for R. Snagg, no. 129, Fleet-Street, London; and R. Cruttwell, in Bath; and sold by every bookseller, stationer, and news-carrier, in the kingdom, MDCCLXXVI. [1776-1780].",London|Bath.,498,unknown,,,FALSE,"of Persia . Enraged at these repeated misfortunes, and alarmed at the progress of the Persians, the populace demanded the heads of the vizir, chief admiral, and the secretary. There were accordl ingly struck off; but even this sacrifice was not sufficient to appease the clamours of the people, Achmet"
1621500101_000058,"The history of the reign of the Emperor Charles V. With a view of the progress of society in Europe, from the subversion of the Roman Empire, to the beginning of the sixteenth century. In four volumes. By William Robertson, D.D. principal of the University of Edinburgh, and historiographer to His Majesty for Scotland.",William Robertson,59,0,0,0,1,0,2,3,1,1,2,1,1,0,1,6,2,0,7,0,0,1,0,0,0,1,1,0,0,9,5,1,3,0,0,1,1,2,0,0,1,1,0,1,2,0,0,1,1787,1,4,"Vienna : Printed for F.A. Schræmbl, corner in the Karnthner-Street, Nro. 1053, 1787.",Vienna,564,male,1721,1793,TRUE,"to differen~tily constituted,, be the same. Nor could their common delibera tions be carried on with the same spirit, while the love of liberty, - and attention to commerce, were the reigning principles in the cities ; while the desire of power , and ardour for military glory, were the"
1375100103_000032,"The works of M. de Voltaire. Translated from the French. With notes, historical and critical. By T. Smollett, M.D. T. Francklin, M.A. and others. Volume the third.",Voltaire,54,0,1,0,1,0,0,1,2,1,2,1,0,0,3,3,2,5,4,0,0,0,2,0,0,1,2,0,0,1,2,1,0,0,0,0,2,8,0,0,0,1,0,3,4,0,1,0,1772,3,3,"London : Printed for W. Johnston, S. Crowder, T. Longman, Carnan and Newbery, G. Robinson, and R. Baldwin, 1772.",London,316,male,1694,1778,TRUE,"that of being obliged to furnish the sultans with a number of children to serve in their seraglios, or in their janissary mi. litia. Every father of a family is obliged to give one of his sons , or purchase his freedom with a fine. There are still certain chrif4ian"
0613400800_000007,"A sketch of universal history, from the earliest times, to the year 1763; distinctly divided into ages and periods, For The Assistance Of The Memory. By a lady.",Lady,51,0,1,1,1,0,2,1,2,2,0,0,0,0,8,2,2,1,1,1,2,1,0,0,0,1,0,0,1,5,4,3,0,1,2,0,0,1,1,0,1,0,0,2,0,0,0,1,1786,1,1,"London : printed for the author; and sold by T. Payne and Son, At The Mews-Gats, M.DCC.LXXXVI. [1786].",London,97,female,,,FALSE,"termed a Crusade, from the sign of the Cross, which all who engaged in it assumed, required that the crusaders should be upon good terms with the Comnenes, then Christian emperors of Constantinople , which never was sincerely effected. But a still more formidable obstacle presented itself in the C"
0136200110_000211,"The lives of the primitive fathers, martyrs, and other principal saints: compiled from original monuments, and other authentic records: illustrated with the remarks of judicious modern critics and historians. By the Rev. Alban Butler. The third edition. In twelve volumes Vol. I.",Alban Butler,48,4,0,4,1,1,0,1,1,2,0,1,2,0,1,1,2,0,0,0,0,0,0,6,0,0,1,1,0,1,2,0,2,0,0,0,2,0,0,0,0,0,2,8,0,1,0,1,1799,10,12,"Edinburgh : printed by J. Moir, Paterson's Court, for J. P. Coghlane, No. 37. Duke-Street, Grosvenor-Square, London; and F. Coates, Newcastle, [1798]-1800.",Edinburgh,601,male,1710,1773,FALSE,"that Christ's body or blood is alone under either kind. This Rockysana boggled at; nor would the pope ever grant him his bulls. His partisans, however, styled him archbishop, and he appeared at their head till his death, which happened a little before that of George Pogebrac, in 1471, who"
1153300103_000150,"An historical account of the British trade over the Caspian Sea: with a journal of travels from London through Russia into Persia; and back again through Russia, Germany and Holland. To which are added, the revolutions of Persia during the present century, with the particular history of the great usurper Nadir Kouli. In Four Volumes. ... . By Jonas Hanway, Merchant.",Jonas Hanway,70,0,5,4,0,0,1,0,3,0,3,5,2,0,0,1,0,0,1,4,1,4,0,0,4,0,2,1,4,2,2,4,0,0,0,0,1,0,0,1,0,1,2,5,0,1,0,6,1753,3,4,"London : sold by Mr. Dodsley, in Pall-Mall; Mr. Nourse, Mr. Millar, Mr. Vaillant, and Mr. Patterson, in the Strand; Mr. Waugh, in Lombard-Street; and Mr. Willock, in Cornhill, MDCCLIII. [1753].",London,612,male,1712,1786,FALSE,"desirous of peace with PERSIA : but TJHMAS KOULI KHAN, ambitious of new triumphs, proudly despised any accommodation, but what was judged to be very injurious to the honour of the grand signior. The inclination of the port. was to commence a war with the christian powers ; and great"
1237100600_000042,"A supplement to Mr. Samuel Puffendorf's Introduction to the history of Europe: containing A Succinct, but most Exact Historical Account of several European States and Countries, not Inserted in the said Introduction. Viz. The Lives of the Popes. The Turkish Empire. An Historical Account of the European Tartars, and the Cossacks. With some Historical Observations of Lap land and Greenland. By J. C. M. D. S. Reg. S. who oblig'd the Publick with Puffendorf's Introduction and Continuation.",Samuel von Pufendorf,52,0,1,1,2,0,0,1,0,0,3,2,2,1,1,1,3,0,0,0,1,2,1,2,0,0,0,0,2,3,2,1,1,3,2,0,2,4,0,0,0,0,1,6,0,0,0,1,1710,1,1,"London : printed, and are to be sold by W. Taylor, at the Ship in St. Paul's Church-Yard, 1710.",London,708,male,1632,1694,TRUE,"altogether unacquainted with the Protestant Principles: But to return to the more modern and present slate of the romnij/h Court , it must be confessed, that, as since the glorious Reign of that Great Emperor , his Successors have in a nmanner quite neglected the Affairs of Italy; so it"
1650200201_000074,"The history of modern Europe. With an account of the decline and fall of the Roman Empire: and a view of the progress of society, from the rise of the modern kingdoms to the peace of Paris, in 1763. In a series of letters from a nobleman to his son. A new edition, carefully corrected.",William Russell,47,0,0,2,2,0,2,1,1,3,1,0,1,1,3,8,1,0,3,0,0,1,0,2,0,0,0,0,0,1,1,1,2,2,2,0,1,1,0,1,0,0,0,1,0,1,0,1,1794,1,5,"London : Printed for G.G. and J. Robinson, Paternoster-Row, 1794.",London,535,male,1741,1793,FALSE,"sole autjhority, exclude any of the king's minfiffers from the management of affairs, and call them to answer for thieir condnua while in office Hke. himf~ielf was answerable to the Cortes alone. The jufitza had also the singular privilege of receiving the eoron~tion path, in the name of the people"
0072200301_000197,"The works of M. de Voltaire. Translated from the French. With notes, historical and critical. By Dr. Smollet, and others. ...",Voltaire,50,0,0,0,2,0,2,1,4,0,1,0,0,0,4,1,3,1,2,0,1,0,2,3,0,2,3,0,0,1,1,2,0,2,0,0,0,5,0,1,0,0,0,4,2,0,0,0,1761,1,25,"London : printed for J. Newbery, R. Baldwin, W. Johnston, S. Crowder, T. Davies, J. Coote, G. Kearsley, and B. Collins, at Salisbury, MDCCLXI. [1761].",London,2692,male,1694,1778,TRUE,"modern monuments which were before his eyes, nor the academy in which he himself was Lrought up. The Christians are still indulged with a church and one street in the city to themselves, in consideration of a Greek architec named Chriftobulus, whom Mahomet II employed to build a new mosque"
0186100104_000071,"The history of the Turkish, or Ottoman Empire, from its foundation in 1300, to the Peace of Belgrade in 1740. To Which IS Prefixed AN Historical Discourse ON Mahomet And His Successors. Translated from the French of Mignot, by A. Hawkins, ...",Vincent Mignot,54,0,1,2,1,0,0,0,1,0,1,2,1,0,3,2,0,0,1,7,0,0,0,1,0,0,4,1,4,2,2,2,0,0,0,0,0,1,0,5,0,0,0,2,0,0,5,3,1787,4,4,"Exeter : printed and sold by R. Thorn. Sold also by J. Stockdale, Piccadilly, and Messrs. Scatcherd and Whitaker, Ave-Maria-Lane, London, MDCCLXXXVII. [1787].",Exeter,449,male,1730,1791,FALSE,"Leghis, burn their tents and crops, and beat parties of freebooters, who did not expect to meet an army . In fine, the czar overran the Dagheftan and Shirvan, two takestw northern provinces of the Tartars which border ptraariae on the Caspian sea, without meeting any resistance worth mentioning. He"
0478200100_000932,"The general history of Europe; and entertaining traveller. Comprising an historical and geographical account of all the empires, kingdoms, &c. in Europe, viz. Great-Britain, Ireland, Germany, Turkey, Russia, Sweden, France, Spain, Portugal, Poland, Bohemia, Prussia, Italy, Denmark, Hungary, Sardinia, Tuscany, Norway, Venice, United Provinces, Switzerland, Austria, Genoa, Geneva, Piedmont, Montserrat, Milan, Parma, Modena, and Tartary in Europe, From their first Establishment to the End of the present Year; Including a Circumstantial Relation of the Origin, Progress, and Present State of Every Kingdom; Together with their Religion, Laws, Manners, Arts, and Sciences: also the Particulars of the War Between Russia, Sweden, Germany, and the Porte; Displaying Likewise the Contest Between the French King and his Subjects; and the Late Disturbances in Holland. The Geographical Department is Illustrated with A Complete Set of Whole Sheet Maps of all the Kingdoms, on so Large a Scale as to Entitle them to the Appellation of the European Atlas. The Topography of every Country in Europe is ample and complete, giving not only an Account of Cities and Capital Towns, but also every Thing remarkable in Villages and inferior Places, their Ruins, Rivers, Lakes, Mountains, Curiosities, &c. By Percival Barlow, Esq. assisted by several gentlemen who have made the tour of Europe, and Furnished him with the Most Valuable and Authentic Informations to Enrich his Work.","Barlow, Percival",55,5,1,3,0,0,0,2,0,0,3,2,1,0,2,2,2,1,1,0,0,0,1,4,0,0,1,0,1,3,3,0,0,0,0,1,3,3,1,0,0,1,1,5,0,1,0,1,1791,1,1,"London : printed by and for W. and J. Stratford, No. 112, Holborn-Hill, [1791?].",London,910,unknown,,,FALSE,"The Turks , enraged and astonished at such a breach of faith, breathed nothing but revenge. Amurath was prevailed on to quithis retreat, his son being then young and inexperienced, and, in 1 444, marched in quest of the Christian army , which he found encamped near the city of"
0688800103_000813,"Encyclopædia Britannica; or, a dictionary of arts, sciences, &c. On a plan entirely new: By Which, the different sciences and arts Are digested into the Form of Distinct treatises or systems, comprehending The History, Theory, and Practice, of each, according to the Latest Discoveries and Improvements; and full explanations given of the various detached parts of knowledge, whether Relating to Natural and Artificial Objects, or to Matters Ecclesiastical, Civil, Military, Commercial, &c. Together with a description of all the Countries, Cities, Principal Mountains, Seas, Rivers, &c. throughout the World; a General History, Ancient and Modern, of the different Empires, Kingdoms, and States; and An Account of the lives of the most Eminent Persons in every Nation, from the earliest ages down to the present times. The whole compiled from the writings of the best authors, in several languages; the most approved dictionaries, as well of General Science as of particular branches; the transactions, journals, and memoirs, of learned societies, both at home and abroad; the Ms. Lectures of eminent professors on different sciences; and a variety of original materials, furnished by an extensive correspondence. The second edition; greatly improved and enlarged. Illustrated with above two hundred copperplates. Vol. I. Indocti discant, et ament meminisse periti.",,61,6,1,4,0,2,0,9,0,0,2,0,2,0,5,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,1,0,0,0,1,4,2,2,0,1,1,6,2,0,0,1,1778,3,10,"Edinburgh : printed for J. Balfour and Co. W. Gordon, J. Bell, J. Dickson, C. Elliot, W. Creech, J. Mccliesh, A. Bell, J. Hutton, and C. Macfarquhar, MDCCLXXVIII. [1778].",Edinburgh,858,unknown,,,FALSE,"all Europe . He was everywhere received with the greatest demonstrations of esteem, and promised large supplies; all Christendom being now alarmed at the progress of the infidels. In the mean time Bajazet did not fail to put John in mind of his promise; but the citizens refuting to comply"
1271700100_000741,"The scripture-Dictionary; or, guide to the holy scriptures: containing an historical account of the persons; a geographical and Historical account of the places; a Literal, Critical, and Systematical Description of other Objects, whether Natural or Artificial, Civil, Religious, or Military; Mentioned in the writings of the Old and New Testament, Or in those called apocrypha. Wherein also are explained The various Significations of all the Appellative Terms in Scripture; whereby the Meaning of many obscure Passages of the Sacred Text is cleared up; wrong Interpretations corrected; and seeming Inconsistencies reconciled. The Whole comprising Whatever important is known of the Antiquities of the Hebrews; forming a sacred Commentary; a Body of Scripture-History, Chronology, and Divinity; and serving, in a great Measure, as a Concordance to the Bible. In two volumes. ...",,57,0,1,2,2,0,0,0,2,1,0,0,0,3,6,8,1,0,0,0,1,0,1,2,0,0,3,0,3,1,1,0,0,0,4,0,2,0,1,2,0,0,0,6,0,0,0,4,1771,1,1,"Aberdeen : printed by James Chalmers and Company, MDCCLXXI. [1771].",Aberdeen,1134,unknown,,,FALSE,"the Goths is reduced by Narfes, the famed general of Justinian, the emperor of the eastern parts of the Roman empire . After the Roman bishops had long , and chiefly for the lalf 3o0 years, by force or fraud, firuggled for the supremacy over the whole Chriffian church, Boniface"
0034800106_000176,"The history of the decline and fall of the Roman Empire. By Edward Gibbon, Esq; Volume the Seventh. A New Edition.",Edward Gibbon,44,1,0,1,0,0,0,2,2,0,0,1,0,1,7,3,1,1,1,0,0,1,0,2,0,3,0,0,3,0,1,1,2,1,4,0,0,2,0,1,0,0,0,0,0,0,0,2,1790,6,6,"London : printed for A. Strahan; and T. Cadell, in the Strand, MDCCXC. [1790].",London,540,male,1737,1794,TRUE,"people to a crusade, at the council of Clermont, 1o. Urban V pope, removes the papal court from Avignon to Rome, XII 365 Urban VI pope, his disputed eleetion, XII 368 Urfncigs, master of the offices under the emperor Valentinian, occasions a revolt of the Alemanni by his parsimony, IV"
0151601601_000134,"A view of universal history, from the creation to the present time. Including an account of the celebrated revolutions in France, Poland, Sweden, Geneva, &c. &c. Together with An Accurate and Impartial Narrative of the Late Military Operations; and Other Important Events. By the Rev. J. Adams, A.M. In three volumes. ...",John Adams,50,0,3,0,1,0,1,1,0,0,2,0,2,1,3,3,0,0,5,0,0,1,1,3,0,0,2,1,0,3,2,3,0,2,0,0,0,2,0,0,0,0,0,4,2,1,0,1,1795,1,3,"London : printed for G. Kearsley, No. 46, Fleet - Street, MDCCXCV. [1795].",London,462,male,1750,1814,FALSE,"to your valour the captives "" and the spoil, the treasures of gold and beauty: be rich and "" b2 happy. Many are the provinces of my empire ; the in"" "" soldier who firpt afccnds the walls of confrantinople,  fiall be rewarded with the government of the fairest"
0822401100_000033,"A compendious geographical and historical grammar: exhibiting a brief survey of the terraqueous globe; And Shewing, The Situation, Extent, Boundaries, and Divisions of the various Countries; their Chief Towns, Mountains, Rivers, Climates, and Productions; their Governments, Revenues, Commerce, and their Sea and Land Forces; Likewise, The Religion, Language, Literature, Customs, and Manners of the respective Inhabitants of the different Nations: And Also, A Concise View Of At The Political History Of The Several Empires, Kingdoms, And States. Embellished with maps.","Mair, John",59,2,2,2,0,1,0,0,1,0,0,0,1,0,3,1,0,0,3,2,0,1,1,0,0,0,1,1,2,1,1,0,8,0,0,0,4,0,0,0,0,5,1,4,3,0,0,8,1795,1,1,"London : printed for W. Peacock NO. 18, Salisbury Square, 1795.",London,447,male,1702,1769,FALSE,"he also did some time after, Bajazet , his youngest son , for being concerted in a conspiracy against the government . He died in t566, in the 77th year of his age, and the 47th year of his reign . He was succeeded by his only surviving son Selim"
0144200300_000018,"The compleat history of Thamas Kouli Kan, (afterwards Schah Nadir) late sovereign of Persia. In two parts. Part I. Containing a Description of the Persian Empire; an Account of the Religion and Manners of the Persians; a Chronological Abridgment of their History, including the Lives and Reigns of Cyrus and his Descendents, the Arsacidae, the Caliphs, the Tartar Princes, and the Siphis, down to the late Revolutions; a particular Account of the Aghwans, and their Leaders Mir-Wets, Magmund, and Eschref, to their total Reduction by Kouli Kan; the Origin and Rise of this Commander, his Wars with the Rebels and the Turks, and his artful Assumption of the Crown. Part II. Containing a Description of the Empire of Indestan, and a Character of the Indians; some Account of the Great Moguls from Tumerlane down to Mahmet-Cha now reigning; Grounds of Kouli Kan's Quarrel with this latter; his Invasion of the Kingdom of Cabul, and the whole Progress of his Arms till he entirely defeats, deroses, and then restores his Enemy, after having taken from him an immense Booty, obtained the Cession of Part of his Dominions, and obliged him to pay an Annul Tribate. With Copies of Letters, Edicts, Manifesto's, &c. translated from the Originals under the Hands of both Monarchs. Written in French, and rendered into English, with improvements. To which are added, an appendix by the translator, containing the History of Sehah Nadir down to his Death, with the most authentick Accounts we have received of that Occurence. Also, An Alphabetical Index; a new Map of Persia and the bordering Countries, and a fine Head of Kouli Kan, engraved at Paris from an Original, in the Possession of Prince Cantemir the Russian Embassador.",,49,0,2,2,1,5,0,0,1,0,1,0,0,0,1,2,2,5,1,1,0,0,1,1,0,0,0,0,2,1,1,1,3,0,0,0,1,1,0,5,0,2,0,4,0,1,0,1,1750,1,1,"London : printed for J. Brindley, at the Prince's Arms in New-Bond-Street, Bookseller and Stationer to his Royal Highness the Prince of Wales; James Hodges, facing St. Magnus Church, London-Bridge; and sold also by M. Cooper in Pater-Noster-Row; J. Robinson in Ludgate-Street; C. Corbett in Fleet-Street; and J. Wood at the Royal Exchange, [1750].",London,330,unknown,,,FALSE,"till Scheich /aidar began to teach it, as I thall observe hereafter. The Turks , ever attached to the literal Sense of of the Koran, abominate the Doarine of Ali. The Persians, on the contrary, regard him as the greatest of all the Servants of God after Mahomet , and"
0143900400_000234,"A summary of geography and history, both ancient and modern; containing, an account of the political state, and principal revolutions of the most illustrious nations in ancient and modern times; their Manners and Customs; the Local Situation of Cities, especially of such as have been distinguished by Memorable Events: With An Abridgement of the Fabulous History or Mythology of the Greeks. To which is Prefixed, An Historical Account of the Progress and Improvements of Astronomy and Geography, from the Earliest Periods to the time of Sir Isaac Newton: Also, a brief Account of the Principles of the Newtonian Philosophy, occasionally compared with the Opinions of the Ancients, concerning the General and Particular Properties of Matter; the Air, Heat and Cold, Light, and its effects; the Laws of Motion; the Planetary System, &c. - With a Short Description of the Component Parts of the Terraqueous Globe, according to the Notions of the Ancients, and the more accurate discoveries of Modern Chemists. Designed chiefly to connect the study of classical learning with that of general knowledge. By Alexander Adam, LL. D. Rector of the High School of Edinburgh.",Alexander Adam,51,0,2,1,3,3,0,3,0,2,2,1,0,0,2,1,3,0,1,0,0,0,1,1,0,0,0,3,1,1,4,1,1,0,0,1,3,1,1,0,1,0,1,2,0,2,0,2,1794,1,1,"Edinburgh : printed for A. Strahan and T. Cadell, London; and Bell & Bradfute and W. Creech, Edinburgh, 1794.",Edinburgh,750,male,1741,1809,FALSE,"conquests in Asia Minor about the year X 298 ORCAN his son , took Prufa, and made it the capital of hi government , 1327 He first invaded Europe , and took g.11 - poll. A: L RATH, his son , having reduced the Thracian Cherfin efus, Servia, Bulgaria, and"
0929800500_000008,"A new introduction to the politcal history of all nations. Treating of the four monarchies in their proper order; as also, Of the Governments and Revolutions of States, and the several Successions, Marriages, Claims, Alliances, Wars, and Treaties of Peace; Together with All such other Occurences as have been any ways remarkable in all the Courts of Europe; from the earliest Ages to this present Time. Written originally in High Dutch, by Mr. John Hubner. And now faithfully translated into English.",Johann Hübner,72,0,0,1,4,0,2,1,0,0,1,0,1,1,10,7,1,0,0,0,6,0,0,2,0,0,5,1,0,1,1,0,1,4,5,0,0,0,1,0,0,0,0,10,2,0,0,4,1756,1,1,"London : printed for R. Withy and J. Ryall, Book and Print-Sellers at Hogarth's Head and Dial, opposite Salisbury-Court, Fleet-Street, 1756.",London,315,male,1668,1731,FALSE,"in the Reign of Heraclius, the Saracens made their first Appearance. 6 That at the time of Leo III great Differences arose about the Worship ofimages, on which account the Greek and Latin Church entirely divided. In the. Third Class tis observable: r. That in the Year 800 Charles the"
0604300500_000335,"A new geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. Containing, I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. To which are added, I. A geographical index, with the Names of Places alphabetically arranged. II. A table of the coins of all nations, and their Value in English Money. III. A Chronological table of remarkable events from the Creation to the Present Time. By Willia Guthrie, Esq. Illustrated with a Correct Set of Maps, Engraved by Mr. Kitchin, Geographer. The sixth edition, improved and enlarged; the astronomical part by James Ferguson, F.R.S.",William Guthrie,55,1,1,1,0,2,1,1,0,1,0,0,2,0,4,2,1,2,1,1,0,0,1,2,0,0,0,0,0,6,6,1,2,0,0,1,1,0,1,0,0,1,0,7,1,1,0,3,1779,1,1,"London : printed for Edward and Charles Dilly, in the Poultry ; and George Robinson, Pater-Noster-Row, MDCCLXXIX. [1779].",London,802,male,1708,1770,FALSE,"Chriltians than the Turks ; and after oceans of blcod were spilled, a Chrillian kingdom was erede Terufalen under Godfrey of Bouillon, neither he nor his successors potfefed of ar real power for maintaining it. The Turks , al'or vear : -, had extended their dominions on every fide, and"
1431400100_000044,"A system of chronology: Containing, I. An explanation of the principles of this science; together with an account of the most remarkable epocus, ©ras, and periods, the dates and extent of which are ascertained. II. A chronological history, which exhibits a connected view of the time, mode, and circumstances of the origin, progress, decline, and fall of every considerable kingdom, from the earliest period to the present. III. A list of several eclipses before the Christian ©ra, observed by astronomers, or recorded by historians, and of all eclipses from A.D. 1, to A.D. 1900, with an explanatory preface. IV. A chronological list of councils, in which the date, place, and subject of every council are specified. V. Chronological tables and charts from B.C. 2300, to A.D. 1784, adapted to a scale, and ascertaining the duration of the lives and reigns of the most eminent personages in all ages. VI. A list of remarkable events and occurrences relating to every kingdom and nation, from the earliest ages to the present time; with the dates of many celestial phenomena. VII. Supplemental tables illustrating the several parts of the system. VIII. A copious biographical index, in which the dates of the reigns of Kings, and of the lives of remarkable men in all ages, are inserted, and concise characters of both are occasionally given. By James Playfair, D.D member of the Antiquarian Society of Scotland.",James Playfair,70,0,1,0,3,0,2,0,2,0,1,0,3,1,0,9,1,2,1,0,0,0,1,0,0,0,1,1,8,2,5,6,9,0,0,0,4,2,0,0,1,1,0,2,1,0,0,0,1784,1,1,"Edinburgh : Printed for William ... and sold by L... C. Dilly, J. Walter, and ..., M,DCC,LXXXIV. [1784].",Edinburgh,456,male,1738,1819,FALSE,"provinces , to their dominions . Achmcd. Achmed, son of Thoulon, raised Egyrpt, of whlich he was governor, to a slate of independence, A. D. 879); but it was reduced, A. d3. 905, by Motaaf caliph of Baghdad, in the reign of Sultan ]Haroun. no Sama The family of Samanides,"
1229400100_000016,"Travels through Egypt, Turkey, Syria, and the Holy-Land. Containing, among many other curious Particulars, I. A Description of Egypt, the River Nile, Pyramids, &c. II. A Description of Turkey, and of its Provinces and Islands. III. A Description of Syria, the Ruins of Palmyra, the Desarts of Arabia, &c. IV. A Description of the Holy-Land: Particularly, of Jerusalem, and the Holy Places; of Jericho, Jordan, Bethlehem, the Dead Sea, &c. V. The Manners, Customs, Government and Trade of the Egyptians, Turks, Tartars, and Arabs. VI. Their Religions, Genius, Tempers, Persons, Habits, Diversions, Exercises, Buildings, Curiosities, &c. Interspers'd with many judicious observations. By an English merchant. With Explanatory, Theological, Historical, Geographical and Miscellaneous notes, by a gentleman of Oxford.",John Campbell,48,0,0,1,3,5,0,2,0,0,0,1,0,0,2,5,0,3,0,1,1,0,0,1,0,0,1,0,3,2,2,0,1,0,0,0,2,0,0,3,1,0,0,4,3,0,0,1,1758,1,1,"London : printed and sold by W. Reeve, in Fleet - Street, M.DCC.LVIII. [1758].",London,285,male,1708,1775,FALSE,"Namur, with the title of emperor . Alexis Conmenus, grandson to the great tyrant Andronicus Comnenus, fled to Trebiiond in Pontus, where he set up a new empire over Cappadocia, Galatia, and other part, of Pontus; and his pofrity supporte themselves in that dility i the tinm of David, who"
0888400103_000049,The Britannic magazine; or Entertaining repository of heroic adventures. For the year ...,Champante and Whitrow,68,0,2,3,0,0,0,1,1,1,1,1,1,0,6,7,3,0,1,4,0,1,0,0,0,0,4,7,0,2,1,0,1,0,0,1,0,0,0,0,0,1,3,4,4,1,0,6,1793,3,12,"London [England] : printed for the author, and sold by Champante & Whitrow, Jewry-Street, Aldgate, & at the British Directory Office, Ave Maria Lane, St. Pauls, [1793-1807].",London,464,unknown,,,FALSE,"have been expected that the Russian admiral would have shaken the Ottoman empire to its very foundations; that he would have put it to the proof how far the Dardanelles were effectual for the defence of the Hellespont. Had he proved successful against those celebrated barriers, Constantinople itself, the seat"
0003400102_000069,"An essay on universal history, the manners, and spirit of nations, from the reign of Charlemaign to the age of Lewis XIV. Written in French by M. de Voltaire. Translated into English, with additional notes and chronological tables, by Mr. Nugent.",Voltaire,55,0,4,2,1,0,0,0,1,3,3,1,0,0,2,3,3,0,0,0,0,0,0,7,0,0,2,1,1,3,3,2,1,1,0,0,0,0,2,2,0,0,0,4,3,0,0,0,1759,2,4,"Dublin : printed for S. Cotter, Bookseller in Skinner-Row, MDCCLIX. [1759].",Dublin,359,male,1694,1778,TRUE,"who are judges of the, provinces , and of the armies ; and who, under the Mufti, have the direction of religion and laws. The Mufti and the Cadi.lefkers have been ever subject to the divan. thedervifes §, who are the sane as mendicant friars with us, have multiplied, and"
0831200101_000750,"Modern history: or, the present state of all nations. Describing their respective situations, persons, habits, and buildings; manners, laws and customs, religion, and policy; Arts and Sciences, Trades, Manufactures and Husbandry; plants, animals, and minerals. By Mr Salmon. Illustrated with cuts and maps, accurately drawn according to the Geographical Part of this Work, by Herman Moll. The third edition. With considerable additions and improvements, interspersed in the body of the work: Also the History and Revolutions of each Country, brought down to the present Time. In three volumes. ...",Thomas Salmon,51,0,0,1,2,0,1,0,0,1,2,1,0,1,0,4,3,0,1,7,0,0,0,0,0,1,0,0,1,1,2,3,0,2,1,0,1,2,2,1,0,0,0,5,0,0,3,2,1744,1,3,"London : printed for T. Longman, in Pater-Noster-Row. T. Osborne, in Grays-Inn. J. Shuckburgh, in Fleet-Street. C. Hitch, in Pater-Noster-Row. S. Austen, in Newgate-Street. And J. Rivington, in St Paul's Church-Yard, MDCCXLIV. [1744]-46.",London,844,male,1679,1767,FALSE,"is fresh in the readers memory, I (hall therefore in the Grand Seignior's palace at present, is the but jut touch upon some general heads. order and profound silence with which everything The Turks were originally a barbarous people, is tranfated, which may be ascribed to the mutes of Scythian"
