PassageID,Title,Author,Total termFreq,termFreq(appli),termFreq(art),termFreq(children),termFreq(cloth),termFreq(consumpt),termFreq(contriv),termFreq(cotton),termFreq(engin),termFreq(fabric),termFreq(hand),termFreq(improv),termFreq(invent),termFreq(iron),termFreq(labour),termFreq(machin),termFreq(machineri),termFreq(manner),termFreq(manufactur),termFreq(mechan),termFreq(method),termFreq(mill),termFreq(number),termFreq(oper),termFreq(patent),termFreq(peopl),termFreq(power),termFreq(present),termFreq(price),termFreq(proport),termFreq(quantiti),termFreq(raw),termFreq(silk),termFreq(skill),termFreq(steam),termFreq(us),termFreq(valu),termFreq(water),termFreq(wheel),termFreq(women),termFreq(wool),termFreq(woollen),termFreq(work),termFreq(workmen),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0474800111_000216,"The Parliamentary register; or, history of the proceedings and debates of the House of Commons; ...",Great Britain. Parliament. House of Lords,64,0,0,0,2,1,0,0,0,4,0,1,0,0,0,0,0,0,8,0,0,0,2,1,0,0,0,1,2,1,3,1,1,0,0,1,1,0,0,0,25,9,0,0,1797,11,12,"London : printed for J. Debrett, 1797-1802.",London,731,unknown,,,FALSE,"English wool will find its way ia this country, as the same protccing duties are during twenty yem to take place on Irih woollens imported here, as on Bririlh .oller imported into Ireland: and as to the fuggeffion that Englifl marni fa&urers who have correspondencics abroad will remove to Ireland,"
0472000104_001073,"The statutes at large, from Magna Charta, to the thirtieth year of King George the Second, inclusive. In six volumes. By the late John Cay, Esq;",John Cay,54,1,4,0,0,0,0,0,8,0,0,2,8,0,0,1,0,0,2,0,0,0,2,0,4,1,1,0,0,0,0,3,6,0,0,6,0,0,0,0,0,0,5,0,1758,4,6,"London : printed by Thomas Baskett, Printer to the Kings most Excellent Majesty; and by the assigns of Robert Baskett; and by Henry Lintot, Law-Printer to the King's most Excellent Majesty, MDCCLVIII. [1758].",London,864,male,1700,1757,FALSE,"juss Debtt, ft""'s'y Dt"". Dutiteo ant idecmain of tullat .jature oz int f att oeer otuing byp ani fcuch person to bls 90a; jeiff, oa any of iso nbjct, an sali ai nal an map Lbe aaet fog thie iatflfaaion thereof, in like auanner ni l3real Cffateo ace bp the"
0239100100_000132,"The complete English scholar. In three parts. Containing A new, short, and familiar Method of Instructing Children, and Perfecting Grown Persons in the English Tongue, and of Learning Grammar in general, without the Help of Latin. In Which The Various Lessons are adapted to convey the ruling Principles of Life, and mend the Heart at the same time that they enlighten the Understanding. By James Buchanan.","Buchanan, James",44,0,1,0,4,0,0,2,0,0,1,0,0,3,0,0,0,1,4,1,0,0,0,0,0,2,0,0,0,0,5,3,6,0,0,0,1,1,1,0,1,5,1,1,1753,1,1,"London : printed for A. Millar, in the Strand, MDCCLIII. [1753].",London,578,male,1753,1773,FALSE,"several other Streams near its Mouth, is called the Humber, discharging itself into the German Ocean. 4 The Severn, rising in North Wales, and running.for the f -9 f most Part South, falls into the Irish Sea; on which stand the Cities of Worcester and Gloucester. The Heads of those"
1123400100_000136,"Memoirs of agriculture, and other oeconomical arts. By Robert Dossie.","Society for the Encouragement of Arts, Manufactures, and Commerce (London, England)",46,0,0,0,1,0,0,5,0,0,0,11,2,2,0,6,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,3,0,1,0,3,0,1769,1,1,"[Dublin] : London: printed for J. Nourse, Bookseller to His Majesty. Dublin: reprinted for Boulter Grierson, in Parliament-Street, and James Williams, at No. 5. in Skinner-Row, MDCCLXIX. [1769].",Dublin,356,unknown,,,FALSE,"ibid POINT LACE, making in England, encouraged, i22 P otr ash, producion of in America, encouraged, 20o POTA OES, a good preparative of land for wheat, -- 66 Produce of an acre of land planted with, 267 prnemiums given relating to agriculture, - 25 To manufactures , - 33 To"
1483100104_000005,"Prize essays and transactions of the Highland Society of Scotland. To which is prefixed, an account of the institution and principal proceedings of the society, By Henry Mackenzie, Esq.",Highland Society of Scotland,28,1,0,0,1,0,0,0,0,0,0,3,2,0,0,2,2,1,4,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,1,3,0,0,1799,4,6,"Edinburgh : Printed by C. Stewart, printer to the Society; for T. Cadell Jun. and W. Davies, London, and William Creech, Edinburgh, 1799.",Edinburgh,696,unknown,,,FALSE,"transactions applies , is a machine for raising stones, constructed by Mr Ilarriemtan, Smanager of the Lorne Furnace Company; and another intended to be attached to thrashingr mills , for humbing (as the Scottish phrase is, or taking off the heads) of barley, and bear or bigg, invented by 1kirr"
0115100102_000068,"The American universal geography, or, A view of the present state of all the empires, kingdoms, states, and republics in the known world, and of the United States in particular. In two parts. ... The whole comprehending a complete and improved system of modern geography. Calculated for Americans. Illustrated with twenty-eight maps and charts. By Jedidiah Morse, D.D. Minister of the congregation in Charlestown. Published according to act of Congress. Part I[-II].",Jedidiah Morse,46,0,1,1,0,0,1,1,0,0,0,3,2,6,2,0,0,0,4,2,0,0,6,0,0,2,1,0,0,0,2,0,0,0,0,2,3,0,0,1,0,3,2,1,1796,2,2,"Printed at Boston : by Isaiah Thomas and Ebenezer T. Andrews. Sold at their bookstore, Faust's Statue, no. 45, Newbury Street; by said Thomas, in Worcester; by S. Campbell, in New York; by M. Carey, in Philadelphia; by Thomas, Andrews and Butler, in Baltimore; and by other booksellers in different parts of the United States, June, 1796.",Boston|New York.|Worcester.,706,male,1761,1826,FALSE,"and to improve the breed: There are instances that a tingle ram, of extraordinary beauty and strength, has been purchased with ico guineas. The counties of Herefordihire, Gloucefterihire, Somerfetfliire, Hamplhire, Dorset - Derbyhhire, Leicefterthire, Lincolnihire, Durham, and the East riding of Yorkshire, are most famous for their large and excellent"
0488103000_000036,"Observations on the manufactures, trade, and present state of Ireland. By John Lord Sheffield.","John Baker Holroyd, 1st Earl of Sheffield",39,1,0,0,3,2,0,1,0,0,0,0,0,0,1,1,0,0,3,0,0,0,3,0,0,1,0,1,2,1,2,1,1,0,0,2,0,0,0,1,9,3,0,0,1785,1,1,"London : printed for J. Debrett, opposite Burlington House, Piccadilly, M.DCC.LXXXV. [1785].",London,405,male,1735,1821,FALSE,"yet they are ent abroad; and even if they did not go out of the ifand, the manufa&ture is discredited. Nothing can point out more clearly the advantage of regular stated places of sale than the Kilkenny fair for the frize trade, which, though distant from both buyer and seller,"
0497700101_000289,"Travels during the years 1787, 1788, & 1789; undertaken more particularly with a view of ascertaining the cultivation, wealth, resources, and national prosperity of the kingdom of France. The second edition. ... . By Arthur Young, Esq. F.R.S. Secretary to the Board of Agriculture; Honorary Member of the Societies of Dublin, Bath, York, Salford, Odiham, and Kent; the Philosophical and Literary Society of Manchester; the Veterinary College of London; the Oeconomical Society of Berne; the Physical Society of Zurich; the Palatine Academy of Agriculture at Manheim; the Imperial Oeconomical society Established at Petersburgh; the Royal and Electoral Oeconomical Society of Celle; Associate of the Royal society of Agriculture at Paris; and Corresponding Member of the Royal Academy of Agriculture at Florence; and or the Patriotic Society at Milan.",Arthur Young,64,0,0,0,8,2,0,0,1,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,2,0,0,1,3,0,0,6,0,0,0,1,15,4,5,0,1794,1,2,"London : printed for W. Richardson, Royal-Exchange, 1794.",London|Bury St. Edmunds.,639,male,1741,1820,TRUE,"chiefly in the town; workup both French and Spanish wool , but the latter not of the sirs quality). They showed us however some cloth , made as they say entirely of Spanish wvool, at 3 LIV Iof the lb. which is not so good as their ratteens, made with"
1125400700_000010,"A concise account of the rise, Progress, and Present State of the Society For the Encouragement of Arts, Manufactures, and Commerce, instituted at London, anno MDCCLIV. Compiled from the original papers of the first promoters of the plan, and from other authentic records. By a member of the said Society.","Society for the Encouragement of Arts, Manufactures, and Commerce (London, England)",59,0,7,0,1,0,0,1,0,0,1,17,2,2,0,3,0,0,2,0,0,3,1,0,0,0,0,2,0,0,1,0,2,0,0,9,0,2,2,0,0,0,1,0,1763,1,1,"London : printed for the author, and sold by S. Hooper, at Caesur's Head, the corner of the New Church in the Strand, MDCCLXIII. [1763].",London,76,unknown,,,FALSE,"is become a branch of education; and as a great many of our Manufacures which depends on cor recnefs and elegance of design, are annually exported to foreign countries, the improvement of there, which will be the result of encouraging our youth to learn this Art , mull in time"
0793200100_000461,"Lex mercatoria rediviva: or, the merchant's directory. Being a complete guide to all men in business, Whether AS Traders, Remitters, Owners, Freighters, Captains, Insurers, Brokers, Factors, Supercargoes, Agents. Containing an account of our trading companies and colonies, with their Establishments, and an Abstract of their Charters; the duty of consuls, and the Laws subsisting about Aliens, Naturalization and Denization. To Which IS Added a state of the present general traffick of the whole world; describing the Manufactures and Products of each particular Nation: And Tables of the Correspondence and Agreement of the European Coins, Weights, and Measures, with the Addition of all others that are known. Extracted fro the works of the best writers both at Home and Abroad; more especially from those justly celebrated ones of Messieurs Savary; improved and corrected by the author's own observations, during his long Continuance in Trade. The whole calculated for the Use and Service of the Merchant, Lawyer, Senator, and Gentleman. The second edition, with large additions. By Wyndham Beawes, Esq; His Britannick Majesty's Consul at Seville and St. Lucar.",Wyndham Beawes,79,0,0,0,11,7,0,0,0,0,0,1,0,1,5,0,0,0,6,0,0,0,0,0,0,6,0,0,1,0,0,7,19,0,0,1,7,0,0,0,4,3,0,0,1761,1,1,"London : printed for R. Baldwin at the Rose, and S. Crowder and Co. at the Looking-Glass, in Pater-Noster-Row, M.DCC.LXI. [1761].",London,943,male,,,FALSE,"he probably receives for the said Joo Clothes , 2200 Pounds wt., of the Said raw Silk . Now if the half Part of this Silk is wrought up in plain. coloured Tabbies, the Manufacturers will receive 13 s. 7 d. per lib..,.. 747 I 8 And if the other"
0553800400_000132,"The american geography; or, a view of the present situation of the United States of America. Containing astronomical geography; geographical definitions, discovery, and general description Of their Boundaries; Mountains; Lakes; Bays, and Rivers; Natural History; Production; Population; Government; Agriculture; Commerce; Manufactures; and History. - A concise account of the War, and of the important Events which have succeeded: A Particular Description of Kentucky, the Western Territory, the Territory South of Ohio, and Vermong: Of their Extent; Civil Divisions; Chief Towns; Climates; Soils; Trade; Character; Constitutions; Courts of Justice; Colleges; Academies; Religion; Islands; Indians; Literary and Humane Societies; Springs; Curiosities; Histories; Mines; Minerals; Military Strength, &c. With a view of the British, Spanish, French, Portuguese, and Dutch Dominions, on the Continent, and in the West Indies. By Jedidiah Morse, A.M.",Jedidiah Morse,42,0,0,2,0,0,0,3,0,1,1,0,2,0,4,3,0,1,5,0,0,2,2,2,0,0,0,0,0,1,1,0,0,1,0,4,1,1,0,2,0,0,3,0,1794,1,1,"London : printed for John Stockdale, Piccadilly, 1794.",London,656,male,1761,1826,FALSE,"his ma jefiy ordained,  That the citizens of the United States enjoy in France, the same rights, privileges, and exemptions, with the subjects of his majeify;. saving what is provided ill the ninth article hereof' latemajefiy granted to the citizens andinfiabitants of the United States all the advantages which"
1742700117_000916,"Encyclopædia Britannica; or, a dictionary of arts, sciences, and miscellaneous literature; ... The third edition, in eighteen volumes, greatly improved. Illustrated with five hundred and forty-two copperplates. ...",,65,1,0,0,0,0,0,0,20,0,1,6,0,1,0,2,1,0,0,2,0,0,0,0,2,0,3,1,0,2,3,0,0,0,5,4,0,1,3,0,0,0,7,0,1797,17,20,"Edinburgh : printed for A. Bell and C. Macfarquhar, 1797.",Edinburgh,830,unknown,,,FALSE,"them susceptible of'hree great many intermediate forms, in which any one or more ofn iiro the diftinguiihing improvements may be employed. The first great improvement was the condensation in a separate vessel. This increased the original powers of the engine , giving to the atmospheric preflfre and to .the counter"
0720003100_000025,"A treatise upon coal-mines: or, an attempt to explain their general marks of indication, acknowledg'd and probable. Together with particular instances of their public utility; Objections to the Mode of their Discovery, and to their Manufacture, obviated, &c.","Sharp, William, Vicar of Long Burton",45,2,1,0,0,0,2,0,1,0,0,2,2,0,0,6,1,0,0,2,1,0,0,1,0,0,10,0,0,0,2,0,0,0,0,4,0,3,1,0,0,0,2,2,1769,1,1,"London : printed for the author; and sold by F. Newbery in St. Paul's Church-Yard, MDCCLXIX. [1769].",London,102,unknown,,,FALSE,"the esteem and gratitude of their country; and has prompted the intention of the inventor in a multitude of curious and useful improvements . A remarkable instance of hydraulic execution, whether prompted by the abovementioned patronage or not, is the discovery of the late curious chain pump, celebrated for the"
1489100102_000061,"The Commercial and agricultural magazine, for ...",,48,1,0,0,2,0,0,1,2,0,0,5,3,1,0,10,1,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,1,0,1,0,1799,2,6,"London [England] : printed and published by Vaughan Griffiths, Paternoster-Row, [1799-1802].",London,462,unknown,,,FALSE,"of manufaauiring White Pins of Iron , c- -- -- -- -- .-· J. Slater, of Sharples, Lancafbire, for 40 improve mnent in a Machine for fini~ihingl Mullins. -- -- Mra. G., Eckhardt, of Charing crols, for Draw or Bene Looms for Carpets. .mr. J. haiv~kfley, for a method of"
0497700101_000291,"Travels during the years 1787, 1788, & 1789; undertaken more particularly with a view of ascertaining the cultivation, wealth, resources, and national prosperity of the kingdom of France. The second edition. ... . By Arthur Young, Esq. F.R.S. Secretary to the Board of Agriculture; Honorary Member of the Societies of Dublin, Bath, York, Salford, Odiham, and Kent; the Philosophical and Literary Society of Manchester; the Veterinary College of London; the Oeconomical Society of Berne; the Physical Society of Zurich; the Palatine Academy of Agriculture at Manheim; the Imperial Oeconomical society Established at Petersburgh; the Royal and Electoral Oeconomical Society of Celle; Associate of the Royal society of Agriculture at Paris; and Corresponding Member of the Royal Academy of Agriculture at Florence; and or the Patriotic Society at Milan.",Arthur Young,46,0,0,1,4,0,0,2,0,8,1,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,3,5,0,0,0,2,0,0,2,0,1,1,0,1,2,2,3,1794,1,2,"London : printed for W. Richardson, Royal-Exchange, 1794.",London|Bury St. Edmunds.,639,male,1741,1820,TRUE,"here observe, that thefe.londrins, of which at all these towns I took patterns, are a very light. leautifil, well dyed, bright cloth , that have had, and die: rvedly, from quality and price , the greatetll iuccccs in the Levant. I saw 4 \ te 545 the wool they are"
1173700101_000148,Transactions of the Dublin Society. Vol. I. Part. I. For the Year MDCCXCIX. Published by Order of the Rt. Hon. the Dublin Society.,Royal Dublin Society,42,0,4,0,1,1,0,2,0,0,1,0,0,6,0,0,1,0,7,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,5,1,2,0,0,1,1,3,1,1800,1,6,"Dublin : printed by Graisberry & Campbell, Back-Lane, and sold by Wm. Sleater, 38, Dame-Street, and D. Graisberry, 33 Capel-Street, 1800.",Dublin,1133,unknown,,,FALSE,"not guarantee to him the execution of the engagements, that he enters into with his workmen . A security of this nature is requisite for the interest of trade, for morality, and for the pub. lic safety; it is therefore highly important to protec the conditions of the contracs, that"
1701801800_000012,The Anti-Union.,,52,0,1,0,7,2,0,5,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,2,2,2,1,0,1,3,1,0,4,0,1,0,0,3,11,0,0,1798,1,1,"Dublin [Ireland : printed by J[ames]. Moore, no. 45, College-green, [1798-1799].",Dublin,128,unknown,,,FALSE,"to send them,"" "" How?"" said I, "" and what are they? Surely the moderation of our taxes, the conveniences of fuel and water , but, above all, the cheapness of provisions, and, consequently of labour , may enable us , in time, to rival England in many articles, that"
1379000700_000001,"An essay on the culture of silk, and raising white mulberry trees, the leaves of which are the only proper food of the silk-worm. By a citizen of Philadelphia.","Crukshank, Joseph",47,0,1,1,1,0,0,1,0,6,0,5,0,0,2,0,1,0,4,2,0,0,1,1,0,4,0,0,0,0,2,4,5,0,0,4,0,0,0,0,0,0,2,0,1790,1,1,"Philadelphia : Printed and sold by Joseph Crukshank, in Market-Street, between Second and Third-Streets, MDCCXC. [1790].",Philadelphia,8,male,1746,1836,FALSE,"; .. ^ ^^^^. : * ."" /,. .y; "" A N ON THEJ CULTURE or SILK , Raising WHITE MULBERRY TREES THE L E AV S OF WHICH ARE THE ONL' PR OPER FOOD of TH MDCC X C BY / 9ITIZ.N F PHSLADELPHIA., RINTED AND SOLD ML BEOREPH"
1554000235_000108,"Annals of agriculture, and other useful arts. Collected and published by Arthur Young, Esq. F.R.S. secretary to the Board of Agriculture, honorary member of the societies of Dublin, Bath, York, Salford, Oditam, South ... Kent, and Essex; the Philosophical and Literary society of Manchester; the Veternary College of London; the Economical Society of Berne; the Physical Society of Zurich; the American Society of Massachusetts; the Palatine Academy of Agriculture at Manheim; the Imperial Economical Society established at Peterburgh; the Royal and Electoral Economical Society of Celle; associate of the Society of Agriculture at Paris; and corresponding member of the Royal Academy of Agriculture at Florence; and of the Patriotic Society at Milan. Vol. XXXV.",Arthur Young,79,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,3,4,2,0,0,0,2,0,3,2,2,0,0,0,1,13,0,0,0,11,5,1,0,1800,35,35,"Bury St. Edmund's : Printed, for the editior, by J. Rackham, Angel Hill; and sold by Richardson, Royal Exchange, London, 1800.",,671,male,1741,1820,TRUE,"manufacture of coarse clothes has increased. Has thle demand for fine clothis increased more than for thle coarse? I could have sold more coarse clothes than I was able to supply. I generally found a suffi. clency of fine to answer my demand. Withdrew. mr. Bertnjaint Got, L eeds, merchant"
1489100103_000103,"The Commercial and agricultural magazine, for ...",,44,2,1,0,2,0,0,1,0,0,0,5,0,0,0,4,1,0,0,1,9,0,0,1,1,0,3,0,0,0,1,0,1,0,0,2,0,0,1,1,2,3,0,2,1799,3,6,"London [England] : printed and published by Vaughan Griffiths, Paternoster-Row, [1799-1802].",London,482,unknown,,,FALSE,"Septs. 9, x80o. THOUGH. cooker. Ektract of a Letter from the Rev. H. f. Cloft, dated Hardle (which zs near lymington, Hants), At'ay 2d, : 1799 (Addressed to the secretary of the Bath and West of England Society, &rc.) L UT, Sir, the purport of this letter is to slate"
0175401000_000032,"A statistical view of Germany, in respect to the imperial and territorial constitutions, forms of government, legislation, Administration Of Justice, And Ecclesiastical State; With a sketch of the character and genius of the Germans, and a short inquiry into the state of their trade and commerce; And Also A distinct View of the Dominions, Extent, Number of Inhabitants to a Square Mile, Chief Towns, with their Size and Population, Revenues, Expences, Debts, and Military Strength of each State. By Thomas B. Clarke.",Thomas Brooke Clarke,53,0,0,0,3,0,0,2,0,6,1,0,0,1,1,0,0,0,2,0,0,1,6,1,0,2,2,1,3,0,0,0,7,0,0,0,1,1,0,0,0,5,1,6,1790,1,1,"London : printed for C. Dilly, In The Poultry, 1790.",London,274,male,1757,1833,FALSE,"government can supply, without difficulty, the wants of its subjects, in opening its great military magazines, and in giving the necessary grain either as a present , or at a moderate price . Agriculture is pursued with such industry and zeal in the Prussian states, as well on the part"
0791600100_000221,"The american geography; or, a view of the present situation of the United States of America: containing astronomical geography; geographical definitions, discovery, and general description Of their Boundaries; Mountains; Lakes; Bays, and Rivers; Natural History; Production; Population; Government; Agriculture; Commerce; Manufactures, and History. - A concise Account of the War, and of the important Events which have succeeded: A Particular Discription Of Kentucky, The Western Territory, The Territory South Of Ohio, And Vermont: Of their Extent; Civil Divisions; Chief Towns; Climates; Soils; Trade; Character; Constitutions; Courts of Justice; Colleges; Academies; Religion; Islands; Indians; Literary and Humane Societies; Springs; Curiosities; Histories; Mines; Minerals; Military Strength, &c. With A View Of The British, Spanish, French, Portuguese, And Dutch Dominions, ON The Continent, And In The West Indies, And Of Europe, Asia, And Africa. By Jedidiah Morse, A.M.",Jedidiah Morse,35,0,0,0,1,0,0,3,1,0,0,1,0,3,0,2,0,1,4,1,1,0,0,1,0,0,0,1,0,0,2,1,0,0,0,2,0,6,0,0,1,0,3,0,1794,1,1,"London : printed for John Stockdale, Piccadilly, 1794.",London,759,male,1761,1826,FALSE,"goods. The imports confifs of leuropean and \rcl India goods, and logwrood iroin the Bay of h londuras. Upwards of 600 viefls enter and clear annually; at the (lillcrcnt ports in this State. The amount of exports fi-om this Slate to oreign coluntries, for one yea, ending tlh 3oth of"
0026600101_000163,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, LL. D. and F. R. S. of London and Edinburgh: One of the Commissioners of his Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow. ...",Adam Smith,62,0,1,0,3,0,0,0,0,0,0,5,0,0,0,0,0,4,20,0,0,0,1,1,0,1,0,1,4,0,1,0,5,0,0,1,1,2,0,0,4,1,4,2,1785,1,2,"Dublin : printed for W. Colles, R. Moncrieffe, G. Burnet, W. Wilson, C. Jenkin, L. White, H. Whitestone, P. Byrne, J. Cash, W. M`Kenzie, M DCC LXXXV. [1785].",Dublin,515,male,1723,1790,TRUE,"fit for distant sale, seem to have been introduced into different countries in two different ways. SOMETIMES they have been introduced, in the manner abovementioned, by the violent operation , if one may say so, of the stocks of particular merchants and undertakers, who eftabliflled them in imitation of some"
0812300200_000036,The temporal government of the Pope's state.,"Denham, Thomas           1780",32,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,4,0,0,0,0,1,0,1,0,1,1,0,4,2,1,0,0,2,0,0,0,0,5,0,0,2,1788,1,1,"London : printed for J. Johnson, St. Paul's Church-Yard, M.DCC.LXXXVIII. [1788].",London,284,unknown,,,FALSE,"in Rome, and several other parts of the State, State, by private undertakers. This is, perhaps, the mort flo.ri.fing manufacture , though their leather is of a poor Afimfey quality, and the price dear. In currying, they make use of olive, instead of fish oil, which' being of a burning"
1123400100_000053,"Memoirs of agriculture, and other oeconomical arts. By Robert Dossie.","Society for the Encouragement of Arts, Manufactures, and Commerce (London, England)",56,1,2,0,0,0,0,0,0,0,0,12,6,6,0,6,1,0,0,3,3,1,0,1,0,2,1,0,1,0,0,0,0,0,0,5,0,1,1,0,2,1,0,0,1769,1,1,"[Dublin] : London: printed for J. Nourse, Bookseller to His Majesty. Dublin: reprinted for Boulter Grierson, in Parliament-Street, and James Williams, at No. 5. in Skinner-Row, MDCCLXIX. [1769].",Dublin,356,unknown,,,FALSE,"model for the use of any, who may have occasion to provide such an apparatus. The Society, alfb, gave encouragement to an improved conltruction of pr'n's digsstor. This machine is r; ot only of confcqucnice in experimental philosophy; but applicable to various commercial purposes. The improvements of it, in a"
0141504300_000004,The arrangements with Ireland considered.,,47,2,0,0,0,0,0,2,0,0,0,5,0,0,10,1,0,1,7,0,0,0,0,0,0,3,0,1,3,1,1,0,1,3,0,0,1,0,0,0,0,1,1,3,1785,1,1,"London : printed for John Stockdale, opposite Burlington House, Piccadilly, M,DC,LXXXV. [1785].",London,85,unknown,,,FALSE,"she had gained, not by war, or by mines of gold and silver, but by ages of attention and industry; of established credit and extensive correspondences; of the skill and experience, that resulted from all these; and of the division of labour , which naturally takes place in the progress"
0537701401_000062,"Miscellaneous selections: or the rudiments of useful knowledge, from the first authorities. Designed for Senior Scholars in Schools, and for Young Persons in General. Containing useful information on a variety of subjects not to be found in any book of general use, in schools: and yet by all persons, necessary to be known. Compiled by J. Guy, Master of the Literary and Commercial Seminary, Bristol: Author of an English Grammar-Epitome of Geography and Astronomy-Universal Chart of History, &c. ...","Guy, J. (John)",70,1,3,0,11,0,1,0,0,0,2,0,2,0,0,3,0,0,1,0,1,3,1,1,0,3,0,0,0,0,1,0,0,1,0,5,0,0,0,0,17,11,2,0,1796,1,2,"Bristol : printed for the author, by R. Edwards, and sold by all the booksellers in town and country, 1796.",Bristol,309,male,,,FALSE,"the lame footing: but so reigners, skilled in thole matters, find they come far short of it in fineness; though, in tome markets, the Irish is evenr said to be preferred to the English. Anciently, the principal commerce of the nation conlifted in wool unmanufactured; which foreigners, especially the French,"
1267500101_000004,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, L L. D. And F. R. S. Of London And Edinburgh: One Of The Commissioners Of His Majesty's Customs In Scotland; And Formerly Professor Of Moral Philosophy In The University Of Glasgow. ...",Adam Smith,50,2,0,0,0,0,0,0,0,0,3,3,1,1,5,1,0,0,6,0,0,0,2,5,0,1,0,0,1,1,3,1,3,0,0,1,0,0,0,0,0,1,9,0,1791,1,4,"Basil : printed [by J. J. Tourneisen] for J. J. Tourneisen; and J. L. Legrand, MDCCXCI. [1791].",Basel,419,male,1723,1790,TRUE,"natural ser tility of the ground. But this superiority of produce is seldom much more than in proportion to the superiority of labour and expense. In agriculture, the labour of the rich country is not always much more producive than that of the poor; or, at least, it is never"
0800000115_000012,"The statistical account of Scotland. Drawn up from the communications of the ministers of the different parishes. By Sir John Sinclair, Bart. ...","Sir John Sinclair, 1st Baronet",54,0,0,2,2,0,0,7,0,0,0,0,1,0,2,0,1,0,2,1,1,13,3,0,2,1,1,4,0,0,1,0,0,0,0,0,0,2,0,2,2,0,4,0,1791,15,21,"Edinburgh : printed and sold by William Creech; and also sold by J. Donaldson, and A. Guthrie, Edinburgh; T. Cadell, J. Stockdale, J. Debrett, and J. Sewel, London; Dunlop and Wilson, Glasgow; Angus and Son; Aberdeen, M,DCC,XCI. [1791].",Edinburgh,647,male,1754,1835,FALSE,"were ad a peck, eggs xt the dozen, and butter 3: the pound. The rate of labozr is as follows. Masons wages are from zod. to as. carpenters is. 6d.day labourers from 1s. to Is. ad. Tailors d. and their diet, when in the employers house, a custom now almost"
0551403300_000003,"Prospectus of the Royal Institution of Great Britain, incorporated by charter MDCCC. Patron, the King. With a copy of the charter, and a list of the subscribers.",Royal Institution of Great Britain,43,0,4,0,0,0,2,0,0,0,0,7,2,0,2,1,1,0,4,3,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,2,2,1800,1,1,"London : printed for the Royal Institution, by W. Bulmer and Co. Cleveland-Row, St. James's. And sold by Cadell and Davies, Strand; Beckett, Pall-Mall; Payne, Mew's-Gate; Debrett, Stock-Dale, Wright, and Hatchard, Piccadilly; Robson, Faulder, and Hookham, Bond-Street; White, Fleetstreet; Rivingtons, St. Paul's Church-Yard; and Vernor and Hood, Poultry, 1800].",London,69,unknown,,,FALSE,"of a most respectable Society: * the second is already provided for by the law of the land; and the third is now offered to the consideration of the public. The two chief purposes of theroyal INSTITUTION, being the speedy and general diffusion of the knowledge of all new and"
1272900100_000100,"Essays on the spirit of legislation, in the encouragement of agriculture, population, manufacture, and commerce. Translated from the original French, which gained the premiums offered by the Oeconomical Society of Berne, in Switzerland, for the best compositions on this subject.","Reid, William",58,0,1,0,0,8,0,1,0,6,2,1,0,0,2,0,0,0,8,0,0,0,1,0,0,2,0,2,3,0,0,0,5,0,0,5,1,0,0,0,6,2,2,0,1800,1,1,"Newark [N.J.] : Printed for William Reid, by Pennington & Gould, --M,DCCC.-- [1800].",Newark,507,unknown,,,FALSE,"of the necessaries of life becomes always the rule and the measure of the price of labour ; we mull not, therefore, fear augmenting the products of grains, provided the consumption occasioned by the arts comes in succour. The spirit and the great end of commercial laws, hold aim at"
1123400100_000052,"Memoirs of agriculture, and other oeconomical arts. By Robert Dossie.","Society for the Encouragement of Arts, Manufactures, and Commerce (London, England)",42,1,1,0,0,0,1,0,0,0,1,4,2,1,1,4,1,0,0,2,2,0,1,3,0,0,0,0,0,0,0,0,5,0,0,2,0,0,7,0,1,0,1,1,1769,1,1,"[Dublin] : London: printed for J. Nourse, Bookseller to His Majesty. Dublin: reprinted for Boulter Grierson, in Parliament-Street, and James Williams, at No. 5. in Skinner-Row, MDCCLXIX. [1769].",Dublin,356,unknown,,,FALSE,"C ip, n: riuf!ic * u t r i in :, Iil L 1.ke i'h. i nmatiifac ured at Orleans, ""the I;, np: !- r. which are not to e Is ls than six dzen,; i. t\w ni C ni.; two of egovi: a wool , and two of ""E.,"
