PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(baron),termFreq(bodi),termFreq(bond),termFreq(children),termFreq(common),termFreq(court),termFreq(daughter),termFreq(death),termFreq(debt),termFreq(declar),termFreq(deed),termFreq(defend),termFreq(dower),termFreq(estat),termFreq(executor),termFreq(father),termFreq(feme),termFreq(fine),termFreq(god),termFreq(grant),termFreq(hall),termFreq(heir),termFreq(hous),termFreq(husband),termFreq(know),termFreq(land),termFreq(law),termFreq(leas),termFreq(life),termFreq(live),termFreq(love),termFreq(marri),termFreq(marriag),termFreq(monei),termFreq(parti),termFreq(person),termFreq(power),termFreq(reason),termFreq(receiv),termFreq(rent),termFreq(tenant),termFreq(term),termFreq(widow),termFreq(wife),termFreq(wive),termFreq(woman),termFreq(women),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0408400400_000014,"A law grammar; or rudiments of the law: compiled from the grounds, principles, Maxims, Terms, Words of Art, Rules, and Moot-Points of our law, in a new, easy and very concise method. For the particular Instruction Of all young Gentlemen, either at Schools, Colleges, or the Universities, or privately educated, Attornies Clerks, and other Persons; Whereby they will acquire a great deal more useful Learning in the Law, than by any of the Books yet published. By Giles Jacob, Gent. Author of the New Law-Dictionary.",Giles Jacob,79,0,0,2,0,0,3,1,0,0,4,1,2,1,0,0,2,2,0,0,0,3,1,2,0,1,1,6,8,1,1,0,0,2,4,1,2,6,1,0,0,6,3,1,0,3,0,3,0,5,1749,1,1,"[London] : In the Savoy: printed by Henry Lintot, Law-Printer to the King's Most Excellent Majesty; for John Ward, at the King's Arms in Little-Britain, MDCCXLIX. [1749].",London,146,male,1686,1744,FALSE,"mn cottra venditorem ibnte pretandcuns eft: An ambiguous Deed or Contrac is to be expounded against the Seller or Grantor. So that if a Man having a Warren in his Lands , grants the same Land for Life , without mentioning the Warren, yet the Grantee shall have it with"
0347501000_000073,"The students companion: or, reason of the law. Containing readings on the common and statute laws of this realm, alphabetically digested under proper Heads. Clearing and illustrating in the said Readings, the most difficult Points not only in the Statutes, but likewise in several hundred Cases in Law and Equity. Designed to convey to all Students and others, the Fundamental Grounds, Reasons and Maxims of our Laws in General, in a plain and easy Method, collected from Authors of the best Authority. By Giles Jacob, Gent. Author of The Law-Dictionary.",Giles Jacob,97,0,0,3,0,0,1,0,0,0,2,0,8,0,0,10,1,0,1,0,0,0,1,6,0,1,1,13,6,7,2,0,0,1,0,0,6,6,1,2,1,6,2,1,0,5,1,0,1,1,1743,1,1,"[London] : In the Savoy: printed by H. Lintot (assignee of Edw. Sayer, Esq;) for C. Corbett in Fleetstreet, and J. Hodges on London-Bridge, MDCCXLIII. [1743].",London,307,male,1686,1744,FALSE,"a Judgement doth not belong. 4 R.. 123 3 Rep. A Man maketh a Feoffment by Deed Indented, and by the same Deed it is agreed that the Feoffee flail pay to A. B. and to his Heirs , a certain Rent yearly, on certain Days; and if the Rent"
0638200102_000883,"A compleat body of conveyancing, in theory and practice. In two parts. ... Collected by Edward Wood, gent. deceased. The whole digested in a method intirely new, ... by John Salthouse, ...","Wood, Edward, conveyancer",118,0,0,0,0,2,1,0,3,8,0,0,5,0,0,9,2,1,1,3,0,1,0,5,0,18,0,6,0,1,5,0,0,1,3,2,0,1,10,0,2,1,1,3,1,22,0,0,0,0,1749,2,3,"[London] : In the Savoy: printed by Henry Lintot, for J. Worrall, 1749.",London,968,male,,,FALSE,"Widow to a Purchaser, (subjef to the Payment of ioo.) and the Confirmation of her Trustees. 331 II appointllleft of sofntlres, con ; arcagme :. 1 Of a Jointure made before Marriage , pur fualit to a Power in a former Deed . 333 2 An Appointment of a Jointure"
1391600100_000073,"Styles's practical register, begun in the reign of King Charles I. Consisting of rules, orders, and the principal observations concerning the practice of the common law in the Courts at Westminster. Particularly the Kings Bench, as well in matters criminal as civil. Carefully continued down to this time from modern reports. Alaphabetically digested under several titles. With a table for the ready finding out of those titles.",William Style,103,0,1,0,0,0,1,5,1,1,36,4,1,2,0,0,3,2,1,1,0,2,0,0,1,7,0,2,4,1,1,0,0,1,0,0,5,1,0,1,0,9,0,0,1,5,1,1,0,1,1707,1,1,"London : Printed for C. Harper, D. Brown, J. Walthoe and D. Midwinter, 1707.",London,701,male,1603,1679,FALSE,"muss be upon the Trial,) that they were reasonably ably worth what he promised to pay for them, and therefore it is but Justice that he Thould be compelled to pay for them; but where the Infant and the Party do account, the Infant may be over reached in she"
0409100502_000083,"The compleat chancery-practiser: or, the whole proceedings and practice of the high court of Chancery, in a perfect new manner. Containing, the original, extent and authority of that ... Court, with the rules and methods of practice therein, ... And also precedents of bills, ... Together with bills of review ... Likewise extraordinary adjudg'd cases, ...",Giles Jacob,84,2,1,0,3,0,1,6,0,0,7,0,3,0,3,7,17,0,2,2,0,0,2,1,0,5,1,2,5,0,0,0,0,2,0,5,1,2,0,0,1,0,0,0,1,0,0,1,0,1,1730,2,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling (assigns of Edw. Sayer, Esq;) for J. Hooke, J. Shuckburgh, L. Gilliver, and J. Osborne, 1730.",London,397,male,1686,1744,FALSE,"with her. Husband tc za bar bar Dower , notwithstanding the Fine she shall have her Dower . i Tern. Rep. 294, 295 But a collateral Satisfaction may be a good Bar to Dower in Equity; though' not pleadable at Law . 2 Verm. 366 Of Executors . executors in"
0995001300_000038,"A treatise of feme coverts: or, the lady's law. Containing all the laws and statutes relating to women, ...",,171,1,21,6,0,1,2,0,0,3,0,0,0,0,0,8,0,0,16,1,1,0,0,14,0,16,0,15,4,1,8,2,0,4,2,0,1,6,1,0,0,2,0,6,0,26,0,2,0,1,1732,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for B. Lintot, and sold by H. Lintot, 1732.",London,290,unknown,,,FALSE,"the Covenant, (which was made appear on the Verdi) The had not Power then to convey the Estate according to the Covenant, and there was no Request to make the Affilrance. And the Death of the Wife in the Infancy of her Son, was the A of God ; and"
0640100800_000194,"Cursus cancellari?; or, the course of proceedings in the High Court of Chancery. Wherein The Authority, Jurisdiction and Modern Practice of that Court are methodically and distinctly treated of, from the Bill Filed, and Process thereupon, to the Final Sentence and Decree. As also Of Reversing Decrees, by Bills of Review and Appeals to the House of Lords: And the Method of Proceedings in the Petty-Bag-Office, &c. With variety of useful precedents throughout. And a compleat table to the whole. The second edition corrected, with additions. Published by William Bohun of the Middle-Temple Esq;","Bohun, William",87,1,3,0,2,1,0,1,1,1,1,1,0,2,0,1,3,1,5,0,0,0,2,0,0,17,0,2,0,2,2,1,0,11,4,4,0,2,0,0,0,1,0,0,0,13,0,1,0,1,1723,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer Esq;) for J. Walthoe in the Middle-Temple-Cloysters, MDCCXXIII. [1723].",London,550,male,,,FALSE,"Baron with Feme before Marriage , is determined by the Marriage . Benefit of a That the Benefit of a Decree by Baron and Feme Decree to the for Money in the Right of the Wife , after the Baron's Feme , and Death belongs to the Feme , and"
0839400300_000039,"Maxims of equity, collected from, and proved by, cases, out of the books of the best authority in the High Court of Chancery. To which is added, the case of the Earl of Coventry, concerning the defective execution of powers. ... By Richard Francis ...","Francis, Richard",67,0,3,0,9,0,1,4,0,0,5,1,2,2,1,1,4,0,4,1,0,0,1,1,0,3,0,3,4,0,0,0,0,1,0,4,0,2,1,1,0,3,1,1,0,3,0,0,0,0,1746,1,1,"[London] : In the Savoy: printed by Henry Lintot; and sold by Daniel Browne; and John Shuckburgh, 1746.",London,115,male,1719,1728,FALSE,"Legatee, the Defendants became beconl.e bound as Sureties in the Spiritual Court , in the usual bolna i, On"" Bond : The Bill was againi the Adtniniftrator for an to A. If Account of the Tellator's prfonal Rlate; and as to on'!, or lhe the Defendants the Sureties, it was"
0994100200_000013,"A treatise on the revocation and republication of wills and testaments: together with tracts upon the law concerning Baron and Feme. ... By R. S. Donnison Roper, ...","Roper, R. S. Donnison (Roper State Donnison)",113,0,0,5,0,2,4,1,0,2,0,0,0,0,0,10,0,1,2,1,0,0,0,7,0,19,0,7,4,1,4,3,0,4,2,0,0,0,0,1,1,2,10,3,1,12,0,2,2,0,1800,1,1,"London : printed for J. Butterworth; by G. Wgodfall [sic], 1800.",London,249,male,1771,1823,FALSE,"wise as fle is seized of in fee fimple or fee tail, upon having issue by her born alive, that may by possibility inherit tha estate (g). Before the statute of Westminster the second (A), if lands had been given to husband and wife , and the heirs of their"
0638100101_000168,"A compleat body of conveyancing, in theory and practice. In two parts. ... Collected by Edward Wood, gent. deceased. The whole digested in a method intirely new, ... by John Salthouse, ...","Wood, Edward, conveyancer",110,0,0,1,0,0,0,0,0,0,0,0,15,0,1,2,1,0,9,2,0,6,0,2,0,23,1,11,2,10,1,3,0,2,1,0,0,1,0,0,0,2,2,2,0,9,0,1,0,0,1749,1,3,"[London] : In the Savoy: printed by Henry Lintot, for J. Worrall, 1749.",London,946,male,,,FALSE,"Years, or three Lives ; the Wife being Covert makes a Lease for twenty-one Yeais, the Lease will be good against the Husband . Godb. Cafe 419 : If a Man feifled of Land in Fee enfeoffs diverse Persons , upon Condition that they shall give back the Land to"
0996400103_000832,"A compleat body of conveyancing, in theory and practice. In three volumes. ... . Contains the theory; wherein the various Ways and Methods of Acquiring, Forfeiting, Conveying, Limiting and Settling all Kinds of Estates, as well Real as Personal; and also the Nature, different Forms, Parts, Operations and Effects of all Kinds of Deeds and Common Assurances, Fines and Recoveries, are fully treated of. Volumes II. III. Contain the practice: Or Precedents of Feoffments, Grants, Bargains and Sale, Leases, Releases, Declarations and Limitations of Uses and Trusts, Marriage Settlements, and Private Acts of Parliament, (made for Settling the most considerable Estates in Great Britain and Ireland;) Mortgages, Leases, Assignments, Deeds of Charter-Party and Copartnership, Bills, Bonds, Releases, Letters of Attorney, &c. Deeds for securing Annuities, &c. and of Bank, East India, South-Sea Stocks, and other publick Funds; and in general all Deeds and Instruments any Ways requisite in Mercantile, Maritime and Plantation Affairs. With Observations and Opinions of the most Eminent Conveyancers. Selected from many Thousand Manuscript Precedents. The Whole digested in a Method intirely new, avoiding all Repetitions, and containing a greater Variety of Useful Precedents than all other Books upon the same Subject now extant. By Edward Wood, Gent deceased. The third edition, greatly improved in the Theory by the Addition of References to the latest Books of Authority; and in the Practical Part, by the Favour of a large Number of Original Manuscript Precedents. By able hands. ...","Wood, Edward, conveyancer",121,0,0,0,0,1,1,0,2,1,5,1,5,0,0,5,1,1,0,0,0,1,5,4,0,11,0,4,0,1,9,3,0,0,6,6,0,7,2,0,13,8,1,1,1,15,0,0,0,0,1770,3,3,"London : printed by his Majesty's law-printers. For J. Worrall and Co. L. Hawes and Co. J. Beecroft, W. Strahan, J. Rivington, R. Baldwin, P. Uriel, W. Johnston, T. Caslon, S. Crowder, T. Longman, Z. Stuart, W. Flexney, Robinson and Roberts, T. Lowndes, J. Knox, R. Withy, G. Pearch, MDCCLXX. [1770].",London,881,male,,,FALSE,"to receive Dividends of Soult sea Stock. From Mortgagor to Mortgagee's Agent, to re 436 ceive the Rents of the Mortgaged Premises, To acknowledge a Deed before a Master in Chan and thereout to pay mortgagee his Interest, eery, or a Judge of the King's Bench, in order and the"
0409400103_000010,"Reports of cases argued and determined in the High Court of Chancery, and of some special cases adjudged in the Court of King's Bench: collected by William Peere Williams, Late of Gray's Inn, Esq; In three volumes. Published with notes and references, and Two Tables to each Volume; one of the Names of the Cases, the other of the Principal Matters: By his son William Peere Williams, of the Inner Temple, Esq; The fourth edition, with additional references to the Proceedings in the Court, and to later Cases, by Samuel Compton Cox, of Lincoln's Inn, Esq; ...",William Peere Williams,85,0,0,1,2,0,0,7,8,0,0,2,0,2,0,6,8,1,0,0,0,1,0,7,0,4,0,2,1,6,1,1,0,3,3,6,0,3,0,0,0,1,1,1,0,4,3,0,0,0,1787,3,3,"London : printed by his Majesty's law printers, for E. Brooke, (successor to Messrs. Worrall and Tovey) in Bell-Yard, Temple-Bar, MDCCLXXXVII. [1787].",London,508,male,1664,1736,FALSE,"the Bihop of Bath and Wells, in trust "", y' for his foun Robert Blake the younger, 5 5e """"and the heirs may of his body , and in b'x'r' y' cafe he should die without issue, for the plaintiff (his other son) in like manner, Robert Blake the forh"
0997000101_000122,"A digest of the law of actions and trials at nisi prius. By Isaac 'espinasse, of Gray's Inn, Esq. Barrister at Law. The third edition, corrected, with considerable additions from printed and manuscript cases. In two volumes. ...",Isaac Espinasse,80,0,1,0,11,0,1,9,0,2,13,0,0,1,0,0,8,0,2,0,0,1,0,3,0,5,0,2,1,1,0,0,0,1,5,1,1,2,0,1,0,1,0,2,1,2,0,2,0,0,1798,1,2,"London : printed by A. Strahan , Law-Printer to the King's most Excellent Majesty : for J. Butterworth , Fleet-Street ; and T. Cadell Jun. and W. Davies, Strand, 1798.",London,469,male,1758,1834,FALSE,"this account is not examinable unless a party interested comes in and controverts it. And the condition of the bond being that he stall administer well and truly, that fiall be construed in bringing in his account, and not in paying the debts of his intestate: and therefore a creditor"
0598000103_000014,"A complete body of conveyancing, in theory and practice, by Edward Wood. A new edition, being the fifth, revised and corrected, with the Addition of Original Precedents, Notes, References, &c. By John Joseph Powell, of the Middle Temple, Esq. Barrister at Law. In three volumes. ...","Wood, Edward, conveyancer",114,0,0,0,1,4,0,0,6,1,6,1,3,0,0,7,1,14,0,1,0,1,0,2,0,14,0,8,0,1,1,1,0,0,5,5,0,0,3,0,2,0,3,5,1,17,0,0,0,0,1793,3,3,"London : printed by A. Strahan and W. Woodfall, Law Printers to the King's Most Excellent Majesty; for J. Johnson, in St. Paul's Church-Yard; J.F. and C. Rivington, P. Uriel, B. Law, G. G. J. and J. Robinson, R. Baldwin, W. Otridge, W. Brown, E. and R. Brooke, S. Hayes, W. Stuart, T. Whieldon, Ogilvy and Co. W. Lowndes, W. Clarke, and J. Evans, MDCCXC. [1790]-93.",London,959,male,,,FALSE,"husband covenants to sell copyhold lands , and the money to be inveited in the purchase of freehold lands , fuibjec, t&c. - 73 Settlement reciting an indenture of bargain and sale enrolled, to make a tenant to the prcipe, in order to luffer a recovery, and leading the ules"
0217300700_000048,"A general abridgement of cases in equity, argued and adjudged in the High Court of Chancery, &c. With several cases never before published, ... And three tables, ... By a gentleman of the Middle Temple.",Great Britain. Court of Chancery,83,1,2,0,2,1,0,0,0,0,1,1,0,1,1,2,7,0,5,2,0,1,0,2,0,17,0,3,1,0,2,0,0,2,1,5,1,1,0,2,0,0,0,1,1,15,0,2,0,0,1739,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for Henry Lintot, 1739.",London,471,unknown,,,FALSE,"Reporter adds a m2'mora, ditl, that the Husband had given a Note to his Wife , that if he should again use her ill, fle should have her Share of her Mother's Estate to her own Use. Vide 2 scrn. 752 a separate Maintenance decreed a Wife . 8 A"
0231600100_000133,"Precedents in Chancery: being cases argued and adjudged in the High Court of Chancery, In the Reigns of King William the Third, Queen Anne, and the first Eight Years of King George the First, viz. from 1689 to 1722. By a late careful and judicious hand.",Great Britain. Court of Chancery,89,0,0,3,0,0,1,1,1,1,7,0,2,11,1,14,3,3,0,7,0,0,0,6,0,0,0,2,3,0,4,1,0,1,3,1,0,3,0,2,0,1,1,1,2,3,0,0,0,0,1750,1,1,"[London] : In the Savoy: printed by Henry Lintot, Law-Printer to the King's most Excellent Majesty; and sold by J. Worrall, at the Dove in Bell-Yard, near Lincoln's Inn, MDCCL. [1750].",London,635,unknown,,,FALSE,"no Reason to lay the Load of this Debt , upon that, which was given to other Persons ; and though' Alaud, who was Joint executrix with the Defendant , was also Heir at Law to the Mortgagor, yet he did not think her Moiety of the Personal Estate ought"
0596000101_000247,Sir Orl. Bridgman's conveyances: being select precedents of deeds and instruments concerning the most considerable estates in England. ...,"Sir Orlando Bridgeman, 1st Baronet, of Great Lever",90,0,0,0,3,1,0,0,2,2,1,0,3,0,0,3,1,2,0,0,0,6,0,1,1,7,0,7,2,7,4,2,0,0,5,8,1,6,2,1,0,1,1,2,0,8,0,0,0,0,1725,1,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer Esq;) for R. Gosling; and Winstanley Battersby, 1725.",London,409,male,1606,1674,FALSE,"reasonably devised, advised or required. Agreed, that ant it is hereby agreed by and between the Parties to these Presents, until such That until Default stall be made of or in Payment of the said Sum sdfasilt t.m. Of 20001 and Interest, asaforefaid, or ome Part thereof, at the Time"
0503600101_000122,"The practical register: or, a general abridgment of the law, as it is now practised in the several courts of Chancery, King's Bench, Common Pleas and Exchequer, ... Together with all the modern rules of court brought down to ... 1719. In two volumes. ... By John Lilly, ...","Lilly, John",116,0,7,0,0,1,0,0,0,2,2,0,2,0,1,2,0,0,15,1,0,3,9,0,2,21,0,2,0,3,0,3,0,5,6,0,0,0,0,0,0,1,0,8,1,17,0,2,0,0,1719,1,2,"[London] : In the Savoy: printed by Eliz. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq; ) for Tho. Ward; W. Mears, and F. Clay; and J. Hooke, 1719.",London,676,male,,,FALSE,"bind her Husband . Chanc. Rep. 98.. The Husband charged a veme0ole buys Goods, and marries and dies, with his Wife's Debts , after her Death . the Goods came to the Husband's Hands after her Death , but the Debt remained unpaid: Equity will make him pay for them."
0173700800_000060,"The law of devises, last wills, and revocations. By the late Lord Chief Baron Gilbert. To which is added, a select number of wills, drawn by men eminent in the profession.",Jeffrey Gilbert,84,0,0,1,0,0,0,0,0,0,1,1,4,0,1,5,3,0,0,2,0,2,2,2,0,0,0,2,2,10,6,6,0,5,3,0,0,8,0,0,1,5,6,4,0,1,1,0,0,0,1792,1,1,"Dublin : printed for James Moore, (no. 45,) College-Green, 1792.",Dublin,277,male,1674,1726,FALSE,"title of dower of, into or out of my estate , then and from thenceforth the said annuity shall cease, determine and be utterly void. And whereas I am possessed of certain hereditaments at in the county of - held by one or more lease or leases for years, I"
0894100300_000267,"Reports of cases argued and determined in the High Court of Chancery, with some few in other courts. By Charles Ambler, Esq. One of his Majesty's Counsel at Law, and Attorney General to the Queen.","Ambler, Charles",92,0,0,0,0,1,0,2,0,2,1,2,9,2,5,12,1,1,0,3,0,0,0,3,0,17,0,0,1,0,4,0,0,1,3,2,3,0,0,0,0,4,0,2,2,7,0,0,0,2,1790,1,1,"London : printed by A. Strahan and W. Woodfall, Law-Printers to the King's Most Excellent Majesty; for T. Whieldon in Fleet-Street, 1790.",London,828,unknown,,,FALSE,"and assigns. That upon the whole, sohn rckfon the husband had a devisable estate in him; and the will being properly'executed and attested, is a good and valid will. To the ad Question. That the deed of 1762 makes no alteration in the estate of the husband , but only"
0675700200_000088,"Baron and Feme. A treatise of law and equity, concerning husbands and wives. ...",,92,0,2,0,0,0,0,2,0,1,1,1,0,1,0,2,2,0,5,1,0,1,0,2,0,20,0,4,4,5,1,3,0,1,1,0,0,0,1,0,0,2,2,8,0,16,0,2,0,1,1738,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for T. Waller, 1738.",London,551,unknown,,,FALSE,"his Lady; and Sir Edward and his Lady were Lessees in Trnfi. The Feme sole married without their Consent, Sir Edward died without any Ap _'oinment, and so did his Lady. The court wias of Opinion, that it was not in the Power (, f Sir Eduard and his Lady"
0409400101_000304,"Reports of cases argued and determined in the High Court of Chancery, and of some special cases adjudged in the Court of King's Bench: collected by William Peere Williams, Late of Gray's Inn, Esq; In three volumes. Published with notes and references, and Two Tables to each Volume; one of the Names of the Cases, the other of the Principal Matters: By his son William Peere Williams, of the Inner Temple, Esq; The fourth edition, with additional references to the Proceedings in the Court, and to later Cases, by Samuel Compton Cox, of Lincoln's Inn, Esq; ...",William Peere Williams,97,0,2,2,2,1,0,2,8,1,15,0,0,0,0,1,6,3,1,0,0,0,0,6,0,3,0,9,2,0,7,2,0,1,6,5,0,1,0,0,2,1,1,4,0,3,0,0,0,0,1787,1,3,"London : printed by his Majesty's law printers, for E. Brooke, (successor to Messrs. Worrall and Tovey) in Bell-Yard, Temple-Bar, MDCCLXXXVII. [1787].",London,719,male,1664,1736,FALSE,"dies living the wife ; the daughter are no relations) to sell for the belt shall have the icool. during the life price, and to pay his debts , legacies of the mother, and in default of pay and funerals, so far as the same will ment, equity will decree"
0283800100_000070,Baron and feme. A treatise of the common law concerning husbands and wives. ...,,145,0,19,0,0,0,0,1,0,6,1,0,1,0,2,1,9,0,16,1,0,0,3,2,0,24,0,20,3,7,8,0,0,0,0,0,0,0,0,0,0,8,3,0,0,10,0,0,0,0,1719,1,1,"[London] : In the Savoy: printed by Eliz. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for John Walthoe, 1719.",London,492,unknown,,,FALSE,"in Conscience of Grass or Fruits, and the Diversity in Law maketh the Diversity in contcience. The Tenant in Dower may devise the Corn sowed upon the Land , she is endowed of: If the Husband sow the Land , the Property of the Corn is in the Executor ,"
0171700200_000101,"Every man his own lawyer: or, a summary of the laws of England in a new and instructive method, under the following Heads, Viz. I. Of Actions and Remedies, Writs, Process, Arrests, and Bail. II. Of Courts, Attornies and Solicitors therein, Juries, Witnesses, Trials, Executions, &c. III. Of Estates and Property in Lands and Goods, and how acquired; Ancestors, Heirs, Executors and Administrators. IV. Of the Laws relating to Marriage, Bastardy, Infants, Ideots, Lunaticks. V. Of the Liberty of the Subject, Magna Charta, the Habeas Corpus Act, and other Statutes. VI. Of the King and his Prerogative, the Queen and Prince, Peers, Judges, Sheriffs, Coroners, Justices of Peace, Constables, &c. Vii. Of Publick Offences, Treason, Murder, Felony, Burglary, Robbery, Rape, Sodomy, Forgery, Perjury, &c. And their Punishment. All of them so plainly treated of, that all Manner of Persons may be particularly acquainted with our Laws and Statutes, concerning Civil and Criminal Affairs, and know how to defend Themselves and their Estates and Fortunes; In all Cases whatsoever.",Giles Jacob,93,0,1,0,1,1,0,1,1,0,3,2,0,0,4,5,2,0,1,0,0,4,2,0,0,16,1,0,2,0,2,3,0,3,10,1,0,5,0,2,2,0,0,0,0,13,0,4,1,0,1740,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for R. Ware, A. Ward, S. Birt, T. Longman, R. Hett, J. Hodges, C. Hitch, C. Corbett, and J. Hazard and J. Wright, 1740.",London,477,male,1686,1744,FALSE,"M oiety or.half part of all the personal Estate  of her the said intended Husband , his Debts and Funeral Expenses being first difiharged.  Lastly, the laid F. D. for the Considerations aforefid, doth hereby declare , That the said Sum of 60o I. to be by him"
0995700400_000144,"Cases in law and equity, Chiefly during the Time the late Earl of Macclesfield presided in the Courts of King's Bench and Chancery. By Robert Lucas, of the Inner Temple, Esq;","Lucas, Robert           1776",75,1,0,0,8,0,0,2,6,2,3,0,1,1,1,5,2,4,0,0,0,0,0,0,0,1,0,2,2,2,1,0,0,2,5,2,6,3,0,2,0,0,0,1,5,5,0,0,0,0,1741,1,1,"[London] : In the Savoy: printed by Henry Lintot, (assigee of Edw. Sayer, Esq;) for E. Wicksteed at the Black Swan in Newgate-Street, MDCCXLI. [1741].",London,644,unknown,,,FALSE,"ture odious, and have as constantly been set aside by this Court , as they have been brought before it, even in Favour of those very Persons that were Parties to the Aa greement. In this Cafe there are plainly two Agreements; the one open and above board, the other"
0501100400_000636,"A new law-dictionary: containing the interpretation and definition of words and terms used in the law; as also the law and practice, under the proper heads and titles. Together With Such Learning as explains The History and Antiquity of the Law; our Manners, Customs, and Original Government. Collected and Abstracted from All Dictionaries, Abridgments, Institutes, Commentaries, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. Adapted to the Use of Barristers, Students, and Practisers of the Law, Members of Parliament, Justices of Peace, Clergymen, and other Gentlemen, &c. Originally compiled by Giles Jacob. And now corrected and greatly enlarged by J. Morgan, Esquire.",Giles Jacob,92,0,0,0,2,2,1,0,4,1,2,0,5,0,0,0,1,5,1,1,0,4,4,1,0,3,0,15,2,2,2,1,0,4,12,5,1,4,0,0,0,1,0,1,0,5,0,0,0,0,1782,1,1,"London : printed by W. Strahan and W. Woodfall, Law-Printers to the King's Most Excellent Majesty: for W. Strahan, J. Rivington and Sons, T. Payne, P. Uriel, W. Owen, T. Longman, S. Crowder, T. Caslon, B. Law, J. Robson, C. Dilly, G. Robinson, W. Domville, T. Cadell, T. Lowndes, W. Cater, J. Johnson, W. Flexney, W. Otridge, Richardson and Urquhart, J. Sewell, R. Baldwin, W. Nicoll, F. Newberry, E. Brooke, J. Murray, T. Evans, J. Fielding, J. Wade, W. Fox and T. Whieldon, MDCCLXXXII. [1782].",London,1000,male,1686,1744,FALSE,"2 Rep. 83 The statute of frauds, 29 Car. z. C 3 requires that contrats and agreements, leases and devises of lands , etc. hall be put in writing. And devises of lands , rents . etc. are deemed fraudulent and void, against creditors upon bonds , or other specialties."
1064500103_000854,"A compleat body of conveyancing, in theory and practice. In two parts. Part I. Contains the Theory; wherein the various Ways and Methods of Acquiring, Forfeiting, Conveying, Limiting and Settling all Kinds of Estates, as well Real as Personal; and also the Nature, different Forms, Parts, Operations and Effects of all Kinds of Deeds and Common Assurances, Fines and Recoveries, are fully treated of. Part II. (in Two Volumes) Contains the Practice: Or, Precedents of Feoffments, Grants, Bargains and Sale, Leases, Releases, Declarations and Limitations of Uses and Trusts, Marriage Settlements, and Private Acts of Parliament, (made for Settling the most considerable Estates in Great Britain and Ireland;) Mortgages, Leases, Assignments, Deeds of Charter-Party and Copartnership, Bills, Bonds, Releases, Letters of Attorney, &c. Deeds for securing Annuities, &c. and of Bank, East-India, South-Sea Stocks, and other Public Funds; and in General all Deeds and Instruments any Ways requisite in Mercantile, Maritime and Plantation Affairs. With Observations and Opinions of the most Eminent Conveyancers. Selected from many Thousand Manuscript Precedents. The Whole digested in a Method intirely new, avoiding all Repetitions, and containing a greater Variety of Useful Precedents than all other Books upon the same Subject now extant. By Edward Wood, gent. deceased. The second edition, greatly improved in the Theory by the Addition of References to the latest Books of Authority; and in the Practical Part, by the Favour of a large Number of Original Manuscript Precedents. By able hands. In three volumes.","Wood, Edward, conveyancer",65,2,0,0,1,1,0,0,0,0,3,0,2,0,2,7,12,3,1,0,0,1,1,2,0,0,0,4,0,2,1,2,0,0,1,2,3,3,2,0,1,1,1,1,1,2,0,0,0,0,1762,3,3,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's Most Excellent Majesty; for J. Worrall, T. Osborne, C. Hitch and L. Hawes, J. Beecroft, W. Strahan, J. Rivington, R. Baldwin, W. Johnston, T. Caslon, T. Longman, S. Crowder and Co. R. Withy, C. Ware and Co. W. Flexney, W. Bristow, T. Lownds, A. Shuckburgh, and P. Uriel, MDCCLXII. [1762].",London,895,male,,,FALSE,"of the Vouchee only. 598 Precipe and Warrant of Attorney. 599 Entry with double Voucher. 599 Writ of Summons. 600 Entry of Recovery with double Voucher. 600, 6o0, 603 elecfro. Covenant in a Release of a Legacy, and of all Title to the Land , c. 97 Covenant that the"
