PassageID,Title,Author,Total termFreq,termFreq(adventur),termFreq(ag),termFreq(apper),termFreq(author),termFreq(book),termFreq(charact),termFreq(design),termFreq(educ),termFreq(entertain),termFreq(event),termFreq(fabl),termFreq(fiction),termFreq(geniu),termFreq(happen),termFreq(heart),termFreq(hero),termFreq(histori),termFreq(human),termFreq(ill),termFreq(imagin),termFreq(interest),termFreq(judgement),termFreq(knowledg),termFreq(ladi),termFreq(languag),termFreq(life),termFreq(long),termFreq(love),termFreq(mankind),termFreq(manner),termFreq(mind),termFreq(modern),termFreq(moral),termFreq(natur),termFreq(novel),termFreq(origin),termFreq(passag),termFreq(piec),termFreq(pleasur),termFreq(poetri),termFreq(probabl),termFreq(prose),termFreq(public),termFreq(read),termFreq(reason),termFreq(romanc),termFreq(romant),termFreq(scene),termFreq(sentiment),termFreq(speci),termFreq(stori),termFreq(tast),termFreq(think),termFreq(thought),termFreq(verac),termFreq(virtu),termFreq(work),termFreq(write),termFreq(writer),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1269100500_000002,"The castle of Otranto, a gothic story. Translated by William Marshal, Gent. from the original Italian of Onuphrio Muralto, Canon of the Church of St. Nicholas at Otranto.",Horace Walpole,54,0,0,0,7,0,0,1,0,0,2,0,0,0,0,0,2,0,2,0,2,3,1,1,2,1,1,0,0,0,2,0,1,0,4,0,0,1,1,1,0,1,0,3,0,1,2,1,1,1,1,1,0,1,1,0,0,3,1,1,0,1793,1,1,"London : [s.n.], printed in the year MDCCXCIII. [1793].",London,223,male,1717,1797,TRUE,too high; a fault obviously occasioned by the little care taken to speak pure language in common conversation. Every Italian or Frenchlman of any rank piques himself on fpealing his own tongue correctly and with choice. I cannot flatter myself with having done justice to my author in this respect:
0049600501_000001,The adventures of Roderick Random. In two volumes. ...,Tobias Smollett,48,3,1,0,3,0,1,0,1,2,1,1,0,2,0,1,1,0,1,0,1,0,1,0,0,0,4,0,0,2,0,1,0,0,1,0,1,0,1,0,1,2,1,1,0,0,5,0,2,1,0,0,0,0,1,0,4,0,0,0,0,1766,1,2,"London : printed for A. Millar, W. Strahan, J. Rivington, R. Baldwin, W. Johnston, T. Caslon, B. Law, T. Becket and P. A. DeHondt, T. Lowndes, J. Knox, W. Nicoll, T. Durham, and M. Richardson, MDCCLXVI. [1766].",London,299,male,1721,1771,TRUE,"T -- in/ivnttzne Yol1.j1 I! ____^^ ^ i \ *' ^ -: I ""'V ee~hl uonio £kys~w&r I, w detct - a.csrtsiiwn su it. ll~r i/tl*.ac r/tiys~l~sp'j~i!'jsar'l THE ADVENTURES 0 F Roderick Randovm. Et genus & virtus , si curn re, vilior alga eft. hor. In TWO VOLUMES. VOL. I."
1346900100_000005,"The boarding school; or, Lessons of a preceptress to her pupils: consisting of information, instruction, and advice, calculated to improve the manners, and form the character of young ladies. To which is added, a collection of letters, written by the pupils, to their instructor, their friends, and each other. By a lady of Massachusetts; author of The coquette.; Published according to act of Congress.","Butler, Samuel",58,0,2,0,1,2,0,0,0,1,1,0,1,1,1,1,0,1,1,1,3,0,1,2,1,0,2,0,1,0,1,5,0,2,2,3,1,0,0,1,3,0,0,0,9,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,1,1798,1,1,"Printed at Boston : by I. Thomas and E.T. Andrews. Sold by them, by C. Bingham, and the other booksellers in Boston; By I. Thomas, Worcester; by Thomas, Andrews & Penniman, Albany; and by Thomas, Andrews & Butler, Baltimore, June, 1798.",Boston|Worcester.|Albany.|Baltimore.,252,male,1765,1827,FALSE,"who ex Iibited a picture of real woe, engaget not her attention. Her friend inquired how she could be thus interefited and distressed by mere fiction , while everything about her was calculated to aroute the keenest feelings of her soul! She coolly replied, I have fortitude sufficient to sup"
0908800301_000001,"Persian tales, or the thousand and one days. In two volumes. A new edition, embellished with elegant engravings. ...",,75,0,1,0,0,2,1,2,0,2,3,0,0,2,0,4,1,2,0,0,1,1,2,0,0,0,2,0,1,0,4,6,0,4,3,0,3,0,0,4,0,2,0,0,1,3,0,2,0,0,0,5,0,0,0,0,4,4,0,0,3,1800,1,2,"London : printed at the Minerva=press, for William Lane, Leadenhall-Street, 1800.",London,316,unknown,,,FALSE,"PERSIAN TALES,, OR THE thousand and onc Days. CANH1 MZNZ3VA 1mz1ó lina glslall·erntat. c; j ? C os1n NCA~ ~lc~ltod'ca on.. apiersian TALES, OR THE THOUSAND AND OATNE DAIS. IN TWO VOLUMES. a Pacto ecition, imbefltli9shed WITH elkgant ENG1AVINGS. VOL. r. L 0 ND ons PRINTED AT THE ilanertat3brerf, -."
0225900603_000054,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,67,1,0,0,0,0,4,1,0,1,0,2,1,0,0,1,0,1,2,1,2,2,0,0,0,0,0,1,0,3,0,4,0,5,4,0,0,0,0,0,6,0,0,1,0,2,0,0,0,3,4,1,1,0,0,0,6,3,4,0,0,1788,3,3,"Basil : printed by J. J. Tourneisen, 1788.",Basel,408,male,1718,1800,TRUE,"can arrange them with precision, under the different classes to which they belong, because Nature affords a visible unvarying standard, to which we refer them. But with regard to works of taste and imagination , where Nature has fixed no standard, but leaves scope for beauties of many different kinds,"
0475700700_000030,"Miscellaneous pieces, in prose, by John Aikin, M.D. and Anna Lætitia Barbauld.",Anna Laetitia Barbauld,63,0,0,0,2,0,3,0,0,0,0,0,0,0,1,2,0,0,2,0,2,1,0,0,0,2,3,2,1,0,4,6,1,2,1,1,0,1,1,2,0,0,0,0,1,3,1,0,6,1,0,2,0,2,1,0,1,2,1,1,1,1792,1,1,"London : printed for J. Johnson, 1792.",London,272,female,1743,1825,TRUE,"away from at the same time. To make pity pleasing, the object of it must not in any view be disagreeable to the imagination , tion. How admirably has the author of Clarissa managed this point? Amidst scenes of suffering which rend the heart , in poverty, in a prison,"
0369800700_000031,"An essay on the history of civil society. By Adam Ferguson, LL. D. Professor of Moral Philosophy in the University of Edinburgh.",Adam Ferguson,63,0,7,0,1,0,2,0,0,0,1,3,0,4,0,3,2,4,4,1,3,2,0,1,0,0,1,0,1,3,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,2,0,2,0,0,0,0,1,0,1,1,0,1768,1,1,"London : printed for A. Millar and T. Cadell, in the Strand; and A. Kincaid and J. Bell, Edinburgh, MDCCLXVIII. [1768].",London,440,male,1723,1816,TRUE,"to offer that is entitled to credit. The Greek fable accordingly conveying a character of its authors , throws light on some ages of which no other record remains. The superiority of this people is indeed in no circumstance more evident than in the strain of their fi&tions, and in"
0680001301_000064,"Dissertations moral and critical. In two volumes. On memory and imagination. ... Illustrations on sublimity. By James Beattie, ...",James Beattie,52,0,1,0,1,1,1,0,0,1,0,0,1,1,0,2,0,1,2,0,1,0,2,2,0,1,2,0,2,1,1,5,1,1,4,0,1,1,0,3,0,1,1,0,1,0,0,0,1,0,0,0,5,1,0,0,2,0,0,0,0,1783,1,2,"Dublin : printed for Mess. Exshaw, Walker, Beatty, White, Byrne, Cash, and MáKenzie, 1783.",Dublin,414,male,1735,1803,FALSE,"days or years But in sac:, there is not, in dramaticai representation, that strict probability which the critics talk of. We never mistake the aour for the person whose character he bears; we never imagine ourselves in a foreign country, or carried back into the ages of antiquity: our pleasure"
0482500103_000052,"The method of teaching and studying the belles lettres, or an introduction to languages, poetry, rhetoric, history, moral philosophy, physicks, &c. with reflections on taste; and instructions with regard to the eloquence of the pulpit, the bar, and the stage. The whole illustrated with passages from the most famous poets and orators, antient and modern, with critical remarks on them. Designed more particularly for students in the universities. By Mr. Rollin, late principal of the university of Paris, now professor of Eloquence in the Royal College, and member of the Royal Academy of inscriptions and Belles Lettres. Translated from the French. ...",Charles Rollin,52,0,2,0,1,0,0,0,0,0,1,2,1,0,1,0,0,5,1,0,3,0,0,0,0,1,0,0,3,2,1,2,1,0,2,0,1,0,0,1,0,0,0,1,2,3,1,0,0,0,1,1,3,0,0,1,0,2,2,4,0,1737,3,4,"London : printed [by James Bettenham] for A. Bettesworth and C. Hitch, at the Red-Lion in Pater-noster Row. MDCCXXXVII. [1737].",London,413,male,1661,1741,TRUE,"shocks and offends him, if it wants art or elegance; whereas an history , however written, is always sure to give pleasure , if it is true, as it satisfies a desire natural to mankind , who are fond of knowing, and always curious to learn Something new, but can't"
0862000103_000016,"The works of the English poets. With prefaces, biographical and critical, by Samuel Johnson. ...",Samuel Johnson,48,1,1,0,3,0,0,0,0,0,1,2,1,0,0,1,2,1,0,0,2,1,0,0,1,1,2,1,1,0,1,0,0,1,3,0,1,1,1,2,1,1,0,2,1,1,0,0,2,1,0,3,0,0,1,0,0,3,0,0,0,1790,3,75,"London : printed by John Nichols; for J. Buckland, J. Rivington and Sons, T. Payne and Sons, L. Davis, B. White and Son [and 37 others in London], 1790.",London,327,male,1709,1784,TRUE,"of the most pleating tragedies on the stage, where it still keeps its turns of appearing, and probably will long keep them, for there is scarcely any work of any poet at once so interesting by the fable , and so delightful by the language . The story is domestic,"
0383601000_000002,"The death of Abel, in five books. Attempted from the German of Mr. Gessner.",Salomon Gessner,58,1,1,0,2,1,2,0,0,0,2,1,0,1,0,2,2,6,0,0,1,0,0,0,0,1,0,0,1,0,7,0,0,0,0,0,2,0,1,1,5,1,1,2,2,0,0,0,0,1,1,0,0,1,1,0,2,4,1,0,1,1795,1,1,"Bath : printed by S. Hazard; for Vernor and Hood, London, 1795.",Bath,250,male,1730,1788,FALSE,"myself. I would wish these to observe, that the works which made the poets be considered in a contemptible light, were wrote in an age when poetry was in its wretched declension, and far from its original and genuine dignity. It has always been in the retinue of religion, and"
0444300102_000028,"The works of Samuel Johnson, LL.D. A new edition, in twelve volumes. With an essay on his life and genius, by Arthur Murphy, Esq. ...",Samuel Johnson,60,0,0,0,7,1,1,0,2,0,3,1,0,1,1,1,0,1,2,0,2,0,1,2,0,3,1,0,0,0,1,2,0,1,1,1,1,1,0,1,0,0,0,0,4,1,0,0,0,3,0,2,0,1,1,0,0,2,1,6,0,1796,2,12,"London : printed for T. Longman, B. Law, J. Dodsley, H. Baldwin, J. Johnson, C. Dilly, G. G. and J. Robinson, P. Elmsly, J. Nichols, R. Baldwin, H. L. Gardner, F. and C. Rivington, W. Otridge and Son, W. Richardson, B. and J. White, A. Strahan, Leigh and Sotheby, R. Faulder, G. Nicol, T. Payne, W. Lowndes, T. Evans, S. Hayes, G. and T. Wilkie, C. Davis, J. Matthews, T. Egerton, W. Fox, J. Edwards, P. McQueen, Ogilvie and Speare, J. Scatcherd, I. Taylor, Hookham and Co. C. and G. Kearsley, J. Walker, B.C. Collins, E. Newbery, Vernor and Hood, J. Deighton, Darton and Harvey, J. Nunn, Lackington, Allen, and Co. J. Stockdale, J. Cuthell, D. Walker, J. Anderson, Clarke and Son, T. Cadell, jun. and W. Davies, J. Barker, W. Millar, and Murray and Highley, MDCCXCVI. [1796].",London,440,male,1709,1784,TRUE,"truth. A play, which imitated only the common occurrences of the world, would, upon the admirers of Palmnerin and Guy of Warwick, have made little impression; he that wrote for such an audience was under the necessity of looking round for firange events and fabulous tranfaltionsj and that incredibility, by"
0633500100_000149,"Odes of Pindar, with several other pieces in prose and verse, translated from the Greek. To which is prefixed A dissertation on the Olympick games. By Gilbert West, Esq. LL. D.",Pindar,54,2,1,0,4,2,0,2,1,1,0,0,0,1,0,0,0,3,1,0,1,0,1,0,1,1,3,0,1,0,2,0,1,1,2,3,3,0,0,1,3,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2,3,0,3,1749,1,1,"London : printed for R. Dodsley, at Tully's Head in Pallmall, MDCCXLIX. [1749].",London,546,male,516,437,FALSE,"therefore but one genuine Oration of any of these Orators, upon this Subjet, with which we can compare this Oration of Plato; to whom I shall not scruple to give the Advantage upon the Comparison. For the rest, we have the Decision of the Athenians, who were acquainted with all"
1742300113_000156,"Encyclopædia Britannica; or, a dictionary of arts, sciences, and miscellaneous literature; ... The third edition, in eighteen volumes, greatly improved. Illustrated with five hundred and forty-two copperplates. ...",,46,0,0,0,2,0,2,0,0,0,1,0,0,1,0,1,1,0,2,0,1,1,0,0,0,1,1,0,1,1,0,2,1,1,2,4,0,0,0,4,3,1,3,0,1,0,1,0,0,1,1,0,0,1,0,0,1,3,0,0,0,1797,13,20,"Edinburgh : printed for A. Bell and C. Macfarquhar, 1797.",Edinburgh,802,unknown,,,FALSE,"to throw herself upon the honour of another Love pr, lace. Yet in the composition of this splendid charac tie ter there is not one principle upon which confidence tul can securely rest; and Lovelace, whilst he is admired nu by the youth of both sexes, and escapes the contempt"
0054400101_000008,"The plays of William Shakespeare, in eight volumes, with the corrections and illustrations of various commentators; to which are added notes by Sam. Johnson.",William Shakespeare,52,0,1,0,5,1,0,1,0,0,3,1,1,1,0,0,0,1,4,0,0,0,1,2,0,3,1,0,0,0,1,1,0,0,1,1,2,0,0,1,0,0,1,1,4,1,0,0,0,2,0,2,1,0,0,0,0,2,2,3,0,1765,1,8,"London : printed for J. and R. Tonson, C. Corbet, H. Woodfall, J. Rivington, R. Baldwin, L. Hawes, Clark and Collins, W. Johnston, T. Caslon, T. Lownds, and the Executors of B. Dodd, M,DCC,LXV. [1765].",London,675,male,1564,1616,TRUE,"will easily, if they confider the condition, f. his life , make some allowance for his ignorance.,.. Every man's performances, to be rightly efima i ted, must be compared with the slate of the age in i' which he lived, and with his own particular oppor. tunities; and though to"
0341200600_000002,The death of Abel. In five books. Attempted from the German of Mr. Gessner.,Salomon Gessner,54,1,0,0,2,0,1,0,0,0,2,1,0,1,0,2,2,5,0,0,1,1,0,0,0,1,0,0,1,0,6,0,0,0,0,0,1,0,1,1,5,1,1,2,2,1,0,0,0,1,1,0,1,0,1,0,2,4,1,0,1,1763,1,1,"London : printed for R. and J. Dodsley, in Pall-Mall; T. Durham, at the Golden Ball in the Strand; T. Field, in Pater-Noster Row; and J. Collyer, at No. 27, in Plough-Court, Fetter-Lane, M.DCC.LXIII. [1763].",London,297,male,1730,1788,FALSE,"youth, was esteemed, even by sensible Germans, only as a droll fellow, a kind of buffoon. But to those swho have perused the Bible with so little fenie of its beauties, as to make a sin of this undertaking, I have nothing to say, they mufr be void of tate,"
1061401200_000001,Letters of an Italian nun and an English gentleman. Translated from the French of J. J. Rousseau.,Jean-Jacques Rousseau,53,0,2,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,2,0,0,0,1,1,1,2,0,1,1,0,2,2,1,2,0,1,0,1,0,0,1,1,0,1,2,0,2,2,3,0,2,1,0,2,8,0,1,0,1800,1,1,"London : printed for H. D. Symonds, by Bye and Law, 1800.",London,152,male,1712,1778,TRUE,LET ERS or AN ITALIAN NUN AND AN ENGLISH GENTLEMAN' I · 0.1 ( I c LETTERS or X I TILL IJV NUN AND AN \ NG LISTI gentlemlan. Pr t\~l..rto FROM THE FRENCH J. JP ijol: U. EAU. - II cor f'r~.t.l aouur Il 11 I ION. 1 NDC')N:
1282300102_000140,"Lectures on rhetoric and belles lettres. By Hugh Blair, D.D. & F.R.S. Ed. one of the Ministers of the High Church, and professor of rhetoric and belles lettres in the University of Edinburgh. In two volumes. ...",Mathew Carey,56,0,1,0,1,1,0,0,0,1,2,0,0,3,0,0,0,0,3,0,1,2,0,0,0,3,0,0,1,0,2,1,1,3,6,0,0,0,2,1,4,0,0,2,2,0,0,1,2,3,1,0,0,0,0,0,1,1,1,2,1,1793,2,2,"Philadelphia : From the press of Mathew Carey, March 19 --M.DCC.XCIII. [1793].",Philadelphia,464,male,1760,1839,FALSE,"passion. Theft are his two chief virtues ; on these his merit rests. Notwithstanding his many absurdities, all the while we are reading his plays, we find ourselves in the midst of our fellows; we "" the largest and mnol comprehensive soul. All the images of "" nature were still"
0518100501_000081,"Essays moral and literary. By Vicesimus Knox, ... In two volumes. ...",Vicesimus Knox,59,0,3,0,1,2,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,2,1,0,2,0,2,3,2,4,3,0,2,1,1,2,2,0,0,2,4,2,0,0,0,1,0,0,2,0,1,0,2,2,1,3,0,1795,1,2,"London : printed for Charles Dilly, 1795.",London,366,male,1752,1821,TRUE,"doubted, whether any one of them would be tolerated as the production of a modern poet. As a good imitation of the ancient manner , it would find its admirers; but, considered independently as an original , it would be thought a careless, vulgar, inartificial composition, There are few who"
0447500301_000119,"The history of English poetry, from the close of the eleventh to the commencement of the eighteenth century. To which are prefixed two dissertations. I. On the Origin of Romantic Fiction in Europe. II. On the Introduction of Learning into England. The second edition. Vol.I. By Thomas Warton, B. D. Fellow of Trinity College Oxford, and of the Society of Antiquaries, and late Professor of Poetry in the University of Oxford.",Thomas Warton,44,1,1,0,0,0,1,0,0,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,1,2,0,2,1,0,3,0,0,1,3,0,2,0,2,0,4,2,0,0,0,0,5,1,0,1,2,1,1,0,0,0,0,0,0,1,0,1775,1,1,"London : printed for, and sold by, J. Dodsley, Pall Mall; J. Walter, Charing-Cross; T. Becket, Strand; J. Robson, New Bond-Street; G. Robinson, and J. Bew, Pater-Noster-Row; and Messrs. Fletcher, at Oxford, M.DCC.LXXV. [1775].",London,633,male,1728,1790,FALSE,"we shall find that the poetry of the first troubadours consisted in satires, moral fables , allegories, and sentimental sonnets.. So early as the year 80, a tribunal called the Court of Love , was instituted both in Provence and Picardy, at which questions in gallantry were decided. This institution"
0655600600_000027,"Sketches of a history of literature: containing lives and characters of the most eminent writers in Different Languages, Ancient and Modern, and critical remarks on their works. Together with several literary essays. The whole designed as a directory, t Guide the Judgment and form the Taste in Reading the Best Authors. By the late Robert Alves, A.M. To which is prefixed, a short biographical account of the author.",Robert Alves,50,0,0,0,2,1,0,0,0,1,0,1,0,4,0,0,2,2,0,0,0,0,0,0,0,4,0,0,2,0,3,0,1,1,3,1,1,0,0,0,5,0,2,0,1,1,5,2,0,1,0,0,0,0,0,0,0,1,3,0,0,1794,1,1,"Edinburgh : printed by Alex. Chapman and Co. Fish-Market, M,DCC,XCIV. [1794].",Edinburgh,311,male,1745,1794,FALSE,"matter of ridicule to the fruitful genius of the great Cevantes. Indeed, for more than a century following, poetry was so universally cultivated in Portugal, as made the hiroriar Faria say, ""that in his country every fountain was a Hip. "" pocrene, and every hill a Parnaffs."" Indeed their latter"
0827800202_000062,"The travels of Cyrus. In two volumes. To which is annex'd, A discourse upon the theology and mythology of the pagans. By the Chevalier Ramsay. ...",Andrew Michael Ramsay,59,0,2,0,3,3,2,1,0,1,2,2,0,0,0,2,2,2,2,1,1,0,0,0,0,0,1,1,0,0,1,1,1,2,4,0,2,0,0,0,0,0,0,0,2,3,1,0,0,1,0,1,0,1,4,0,2,3,1,1,0,1730,2,2,"London : printed: and sold by T. Woodward, at the Half-Moon over-against St. Dunstan's Church, Fleet-Street; and J. Peele, at Locke's-Head in Pater-Noster Row, MDCCXXX. [1730].",London,433,male,1686,1743,TRUE,"reduces what we are to believe on this sub je, to these four principal truths. I. God being infinitely good, can. not produce wicked and miserable beings; and therefore the moral and physical evil which we see in the universe, mufl come from the abuse that men make of their"
0660200600_000001,"The lady's preceptor; or, a series of instructive and pleasing exercises in reading; for the particular use of females; consisting of a selection of moral essays, narratives, letters, Dialogues, and Poetical Compositions, Materially Interesting To The Sex: Intended for the Cultivation of their Minds, and to assist them in varying their Mode of Reading; By Mr. Cresswick, Teacher Of Elocution.","Cresswick, Mr           1792",57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,6,1,0,0,2,0,0,2,1,1,0,2,1,0,1,1,4,1,0,2,10,1,1,0,0,0,1,2,0,0,1,0,3,1,0,0,4,1792,1,1,"London : printed for G.G.J. and J. Robinson, in Paternoster-Row, and Hookham and Carpenter, Old and New Bond-Street, MDCCXCII. [1792].",London,437,unknown,,,FALSE,"THE /' T H E LADY's PRECEPTOR; 0 R, A Series of Inftrutive and Pleasing EXERCISES IN READING ;; POR THE PARTICULAR USE OF FEMALES; : CONSISTING OF A. seleaion of, Mral Essays, Narratives, Letters,. Dialogues,. and: Poetical. Compositions, .MATERIALLY, ientres ting TO THE SEX: Intended for the Cultivation of"
0844200602_000078,"The poems of Ossian. In two volumes. A new edition. Translated by James Macpherson, Esq. ...",James Macpherson,55,2,5,0,1,1,1,0,0,0,1,0,0,0,0,2,4,1,0,0,1,2,1,0,0,0,0,1,2,0,4,3,0,0,2,0,0,1,2,0,2,0,0,0,1,0,3,1,1,2,0,3,0,0,1,0,0,2,0,0,2,1792,2,2,"Edinburgh : printed for G. Mudie, J. Elder, T. Brown, A. Guthrie, J. Hunter [and 5 others in Edinburgh, 1 in Leith, 1 in Stirling], 1792.",Edinburgh,336,male,1736,1796,TRUE,"and art discovered in conducing works of such length as Fingal and Temora, dilinguifl them from the other poems in this collection. The smaller pieces , however, contain particular beauties no less eminent. They arc historical poems, generally of the clegiac kind; and plainly discover themselves to be the work"
0521900500_000037,"An enquiry into the duties of the female sex. By Thomas Gisborne, M.A.",Thomas Gisborne,50,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,2,1,0,0,2,0,2,0,2,0,0,0,0,0,1,0,2,2,4,0,1,0,2,1,0,0,0,5,0,2,0,1,1,1,1,0,0,1,0,2,3,2,1,2,1797,1,1,"London : printed for T. Cadell jun. and W. Davies (successors to Mr. Cadell) in the Strand, MDCCXCVII. [1797].",London,437,male,1758,1846,FALSE,"desire to curtail them in the exercise of this branch of their established prerogative is, by no means, equivocal; how are well-bred women to support themselves in the single state through the dismal vacuity that seems to await them? This querion it may be sufficient to answer by another. If"
0468100101_000001,The thousand and one days: Persian tales. ... . Translated from the French by Mr. Philips.,,53,1,1,0,1,1,2,1,0,3,1,0,0,1,0,1,0,2,1,0,1,0,1,0,4,0,3,0,0,0,3,0,0,1,1,0,0,0,0,3,0,1,0,1,1,1,0,1,1,1,0,3,0,1,0,0,3,3,1,1,1,1750,1,3,"London : printed for J. and R. Tonson and S. Draper in the Strand, MDCCL. [1750].",London,382,unknown,,,FALSE,"5-1~ C r L- -- "" -- - -- -- -- /rz THE Thousand and One Days: aperia TAL LE So /, 5 V L I. -- -- -·~~~~ -- -- -- -- -- ~ Translated from the French By Mr. PHILIPS. T[ 5 ta'av a\aao omnli/v t7aclt, i1 h"
0137000200_000009,"An essay on the writings and genius of Shakespear, compared with the Greek and French dramatic poets. With some remarks upon the misrepresentations of Mons. de Voltaire.",Elizabeth Montagu,52,0,0,0,2,0,5,0,0,2,1,1,1,0,1,3,1,4,2,0,1,2,0,0,0,2,0,0,1,0,4,0,0,3,2,0,2,1,0,0,1,0,0,1,0,0,0,0,1,2,1,2,0,0,0,0,2,0,0,1,0,1772,1,1,"London : printed by H. Hughs, near Lincoln's-Inn-Fields; for Edward and Charles Dilly, in the Poultry, M.DCC.LXXII. [1772].",London,277,female,1720,1800,FALSE,"M A. Nec minimnm meruere decus, vefligia Grzca Aussi deferere, et celebrare domestica faka. d3 L [55] ON THE HISTO R ICAL D R A M A. T HOSE Dramas of Shakespeare, which he distinguishes by the name of his Histories , being of an original kind and peculiar construction,"
0439900303_000015,The lives of the most eminent English poets; with critical observations on their works; by Samuel Johnson. In four volumes. Embellished with elegant engravings. ...,Samuel Johnson,62,0,0,0,4,0,3,2,0,3,0,0,0,2,0,0,1,0,1,0,2,1,4,1,0,1,0,1,0,0,1,1,2,0,7,0,0,0,0,2,1,0,4,3,0,2,0,0,0,1,0,0,1,2,1,0,1,1,3,2,1,1800,3,4,"Montrose : printed by D. Buchanan, sold by him, & by W. Creech, P. Hill, W. Mudie, & A. Constable, Edinburgh, 1800.",Montrose,315,male,1709,1784,TRUE,"pleasure , and as he was not deterred by censure, he was not satiated with praise. He deviated, however, sometimes into other tracks of literature, and condescended to entertain his readers with plain prose . When the Spectator aopped, he considered the polite world as destitute E 3 of of"
0949701402_000085,"The history of the heavens, considered according to the notions of the poets and philosophers, compared with the doctrines of Moses. Translated from the French of the Abbé Pluche, ... By J.B. de Freval, Esq; in two volumes.",Noël-Antoine Pluche,49,2,1,0,1,0,1,0,0,1,0,1,0,0,1,3,1,1,1,0,0,0,2,1,0,3,0,1,0,2,2,0,1,1,0,0,1,0,0,1,0,0,0,1,5,2,1,0,0,1,0,0,2,3,1,0,1,2,1,0,0,1741,2,2,"London : prinied [sic] for J. Osborn; and sold by C. Rivington, C. Davis, T. Longman, T. Astley, S. Austen [and 7 others in London, 1 in Bath], 1741.",London,419,male,1688,1761,FALSE,"one of our proper blessings, than it is with having in the reading of Horace perceived all the delicacy of some happy epi S 4 thet. The result thet. Studying nothing but the modern physics, of the HAND overlooking delicate learning, and the reading te riaf of the ancien ts,"
1021600200_000030,A comparative view of the state and faculties of man with those of the animal world.,John Gregory,64,1,0,0,2,0,5,0,0,0,1,0,0,3,0,1,2,6,1,1,5,4,0,0,0,1,0,1,1,1,3,5,2,0,3,1,0,0,0,4,0,1,0,1,1,1,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1772,1,1,"London : printed for J. Dodsley, in Pall-Mall, MDCCLXXII. [1772].",London,259,male,1724,1773,FALSE,"place in such a re gulat nmalner as may be naturally ex peftedt from the interposition of lilperior intelligence and power. It is not a ingle violation of truth and probability that ..offends, but such a violation as perpetually recurs. We ha ve a f long evidence of the ea!e"
0059001100_000001,"Edgar and Emmeline. A comedy, in two acts. Written by Dr. Hawkesworth. As performed at the Theatre Royal Drury-Lane. The Lines distinguished by inverted Commas, are omitted in the Representation.",John Hawkesworth,58,3,1,0,3,0,0,0,2,0,0,1,0,1,0,1,0,0,1,1,1,5,0,0,3,1,1,3,1,0,0,6,0,2,2,1,1,1,0,0,0,0,0,2,1,1,0,1,0,1,0,0,1,0,0,0,1,5,0,2,1,1794,1,1,"London : printed by J. Jarvis, for J. Parsons, No 21, Paternoster-Row, 1794.",London,56,male,1715,1773,FALSE,"EDGAR AND EMMELINE' A COMEDY, IN TWO ACTS, WRITTEN BY DR. HAWKESWORTH. AS PERFORMED AT THE THEATRE ROYAL DRURY-LANE. The Linei distinguished y inrrlted Cmunlm, ire omitted in the Rcpteemcnlion. ilonbon: PRINTED BY J. JARVIS, FOR. PARSONS, No 31, PATERNOSTER-ROW. 1794, J. HAWKESWORTH, L L D. HAD this gentleman left"
0475400100_000198,"The adventures of Telemachus, the son of Ulysses, ... Complete in twenty-four books. ... by Francis Salignac de la Mothe Fenelon, ... Now newly translated from the best Paris and other editions, by William Henry Melmoth, ... To which are added, the life of the original author; ...",François Fénelon,67,0,0,0,9,0,1,2,0,0,0,3,0,2,1,2,3,3,0,0,4,2,0,0,0,0,1,0,7,1,1,1,1,0,2,0,0,0,1,2,2,1,0,0,0,1,1,0,0,1,0,0,0,3,1,0,3,2,1,0,2,1770,1,1,"London : printed only for Alex. Hogg; and sold by all booksellers in Great-Britain, Ireland, France, America, East and West Indies, &c. &c., [1770?].",London,366,male,1651,1715,TRUE,"is floietimes a beauty to break through tile order of nature ?' It would not indeed be fuhllrable to contradict a point of' hillory that happened but a few years ago: but in the remote antiquity, whole annals arc lb uncertain, and wrapped in so much darkness, we are to"
