PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(ag),termFreq(alexandria),termFreq(ancient),termFreq(build),termFreq(built),termFreq(charact),termFreq(column),termFreq(countri),termFreq(cut),termFreq(egypt),termFreq(egyptian),termFreq(empir),termFreq(emploi),termFreq(figur),termFreq(granit),termFreq(height),termFreq(hieroglyph),termFreq(inhabit),termFreq(king),termFreq(knowledg),termFreq(languag),termFreq(long),termFreq(marbl),termFreq(monument),termFreq(nile),termFreq(peopl),termFreq(pharoah),termFreq(poster),termFreq(pyramid),termFreq(red),termFreq(rock),termFreq(roof),termFreq(ruin),termFreq(sepulchr),termFreq(sphinx),termFreq(stone),termFreq(strabo),termFreq(templ),termFreq(time),termFreq(travel),termFreq(upper),termFreq(variou),termFreq(wall),termFreq(work),termFreq(year),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0125800600_000279,"A new geographical and historical grammar; containing the true astronomical and geographical knowledge of the terraqueous globe: and also the modern state of the several kingdoms of the world; under these four heads: I. The Astronomy of the Solar System, and particularly of the Earth. I. [sic] Universal geography, shewing the divers circumstances relating to the earth, water, and atmosphere. III. Geographical elements, exemplified in definitions, problems, theorems, and paradoxes. IV. Particular geography, concerning the natural and political parts of Europe, Asia, Africa, and America; wherein the climate, productions, and people; the customs, policy, manufactures, and traffic; the religion, strength, history, and other particulars, of all nations, are treated of, in a manner tending to render the study of geography entertaining and instructive. Illustrated with twenty-five maps and plates elegantly executed. By Mr. Salmon. The twelfth edition, with great amendments and improvements by Mr. Robertson.",Thomas Salmon,53,1,0,0,4,0,1,0,0,3,0,8,2,0,0,0,0,2,0,1,1,0,0,3,4,0,3,0,0,0,5,0,3,0,1,0,2,0,0,0,0,1,4,0,0,2,2,1772,1,1,"London : printed for C. Bathurst; W. Strahan; J. and F. Rivington; W. Johnston; J. Hinton; K, Hawes, W. Clarke, and R. Collins; T. Davies; S. Crowder; T. Longman; T. Caslon; B. Law; T. Lowndes; J. and T. Pote; L. Stuart; W. Nicoll; G. Robinson; T. Cadell; and R. Baldwin, MDCCLXXII. [1772].",London,733,male,1679,1767,FALSE,"ox, the hinder part much like one, and its head like a horse; having thick large feet with claws, and a tail like an elephant. It is an amphibious animal, comes out of the river, and feeds on grass in the meadows: there are but few among them, and are"
0086700109_000049,"Beauties of nature and art displayed, in a tour through the world; ... Illustrated and embellished with copper plates.",,37,0,0,0,1,1,0,1,0,0,2,0,3,0,0,3,0,1,3,0,1,0,0,1,0,0,0,1,0,0,4,0,2,0,0,2,4,2,0,0,0,2,1,1,0,0,1,1774,9,13,"London : printed for G. Robinson, in Pater-Noster-row,  1774-75.",London,229,unknown,,,FALSE,"Egyptians used in their hieroglyphichs to represent a harlot, intimating the danger of being captivated with the beauty of a faith!efs woman, whom the fond over in the end finds as cruel and rapacious as a lion. Of this Sphinx , however, there ?1 [ 189] there is little more"
0245200802_000116,"Letters on Egypt. With a parallel between the manners of its ancient and modern inhabitants, the present state, the commerce, the agriculture, and government of that country; and an account of the descent of St. Lewis at Damietta: extracted from Joinville, and Arabian authors. Illustrated with maps. By Mr. Savary, author of the life of mahomet, and translator of the coran. In two volumes. ...","Savary, M. (Claude Étienne)",64,1,1,2,3,0,0,3,0,1,0,2,7,2,0,0,0,0,11,1,1,5,6,0,1,4,0,2,0,0,0,0,0,0,1,0,0,1,0,4,1,0,0,0,2,2,0,1787,2,2,"Dublin : printed for Luke White, Dame-Street, and P. Byrne, Grafton-Street, MDCCLXXXVII. [1787].",Dublin,454,male,1657,1716,FALSE,"his life, and died in exile. It is doubtless very noble to be a martyr at this price, but few minds are equal to so sublime an effort. These fads, with many others I could cite, prove that if the Egyptian priefis were culpable for having concealed the light from,"
0002400101_000012,"A summary of universal history; in nine volumes. Exhibiting the rise, decline, and revolutions of the different nations of the world, from the creation to the present time. Translated from the French of M. Anquetil, Member of the National Institute of France, and Correspondent of the Academy of Sciences and Belles Lettres.","Anquetil, Louis-Pierre",52,0,0,0,0,1,3,0,4,2,2,4,3,0,1,1,0,1,0,0,5,0,0,0,2,0,1,1,0,0,0,0,1,0,3,0,1,3,0,1,3,2,2,0,1,1,3,1800,1,9,"London : printed for G. G. and J. Robinson, Paternoster-Row, by T. Davison, Lombard-Street, White-Friars, 1800.",London,587,male,1723,1806,FALSE,"It may be acended, though with considerable difficulty, by layers of stone which form steps, by retiring three feet each layer. On entering it by a passage in the miiddle, we find galleries and staircases, the. walls of which are of a brilliant stone , beautifully polished, and in thd"
1352000101_000045,"Travels through Arabia, and other countries in the East, performed by M. Niebuhr, now a Captain of engineers in the service of the King of Denmark. Translated into English by Robert Heron. With notes by the translator; and illustrated with engravings and maps. In two volumes.",Carsten Niebuhr,45,0,0,0,1,3,0,1,0,0,1,2,5,0,0,1,1,0,4,0,0,0,0,0,0,1,0,1,0,1,0,0,2,1,2,3,0,6,0,0,1,3,1,1,2,1,0,1792,1,2,"Dublin : printed for Gilbert, Moore, Archer, and Jones, 1792.",Dublin,444,male,1733,1815,FALSE,"Oriental literature, conjectured that they might be Phoenician : an opinion which is the more probable, as the Phoenicians had, at a very remote period, settlements upon the eastern coast of the Arabic Gulf. As little were the learned agreed concerning the purport of those inscriptions, and the information which"
1667500116_000129,"The Modern part of the universal history. Compiled from original writers. By the authors of the antient. Which will perfect the work, and render it a complete body of history, from the earliest account of time, to the present. Vol. XIV.",,39,1,1,0,5,1,1,0,1,3,0,6,1,0,0,1,0,0,1,2,1,0,0,1,3,0,1,0,0,0,2,1,0,1,0,0,0,0,1,0,0,1,1,0,2,0,0,1763,16,16,"London : Printed for T. Osborne, C. Hitch and L. Hawes, A. Millar, J. Rivington, S. Crowder, B. Law and Co. T. Longman, C. Ware, and S. Bladon, M.DCC.LXIII. [1763].",London,680,unknown,,,FALSE,"It is a question whether there was ever any more of the figure , though Piny, ~ and some of the ancients , give it a belly, and much larger dimen b fions, making it to be lo feet in comnpals; and fame of our modern writers pretend, that there"
0769100200_000064,"Nekrokedeia: or, the art of embalming; wherein is shewn the right of burial, and funeral ceremonies, especially that of preserving bodies after the Egyptian method. Together With An Account of the Egyptian Mummies, Pyramids, Subterranean Vaults and Lamps, and their Opinion of the Metempsychosis, the Cause of their Embalming. AS Also A Geographical Description of Egypt, the Rise and Course of the Nile, the Temper, Constitution and Physic of the Inhabitants, their Inventions, Arts, Sciences, Stupendous Works and Sepulchres, and other curious Observations any ways relating to the Physiology and Knowledge of this Art. In three letters. Illustrated with a map and fourteen sculptures. By Thomas Greenhill, Surgeon.",Thomas Greenhill,40,1,0,2,1,1,2,0,1,2,0,0,4,0,0,0,0,1,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,2,1,2,1,2,1,1,0,1,1,4,3,1705,1,1,"London : [s.n.], Printed in the Year, MDCCV. [1705].",London,424,male,1680,1740,FALSE,"in that it will be somewhat diverting to the Lovers ot Art, and also help to give a TRUE Notion of the several Ceremonies and great Expenses used about their Emn t,, t, .s balm'd Bodlcs. We will first therefore begin with their iicira'ntriq. Antiquity, for from thence we may"
1146600500_000004,"The new book of constitutions of the most ancient and honourable fraternity of free and accepted masons. Containing their history, charges, regulations, &c. Also Some rules necessary to be observed by the Committee of Charity, not Published before, Together with a Choice Collection of Mason's Songs, Poems, Prologues, and Epilogues. Published by the order, and with the sanction of the Grand-Lodge. Collected from the book of constitutions published in England, in the year 1738, by our worthy brother James Anderson, D.D. For the use of the lodges in Ireland. By Edward Spratt, sec.",Freemasons,45,1,1,0,2,2,2,0,1,0,0,2,1,1,2,0,0,0,0,0,3,0,0,4,1,0,0,1,0,1,1,0,0,0,0,1,1,2,0,2,1,2,1,2,0,1,6,1751,1,1,"Dublin : printed by J. Butler, on Cork-Hill, for the editor, and sold at his house in Nicholas-Street, M,DCC,LI. [1751].",Dublin,216,unknown,,,FALSE,"they Journied from the East (the plains of Mount Ararat Gen. XI i, 2 where the Ark refled) towards the West, they found a Plain in the Land of Shinar, and dwelled there together, as Noachide., t or Sons of Noah: And when Peleg was born there to Heber, after"
0086700109_000051,"Beauties of nature and art displayed, in a tour through the world; ... Illustrated and embellished with copper plates.",,42,0,1,4,1,2,2,0,2,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,5,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,2,2,0,0,5,1,0,1774,9,13,"London : printed for G. Robinson, in Pater-Noster-row,  1774-75.",London,229,unknown,,,FALSE,"a row, which fabulous monster was once a famncus deity among the Egyptians . They are twenty feet in length, and their distance from each other about two paces. On one fide of an avenue he reckoned sixty of them, and as many on the other fide, and fifty-one in"
0368900102_000099,"Travels through Turkey in Asia, the Holy Land, Arabia, Egypt, and other parts of the world: Giving a particular and faithful Account of what is most remarkable in the Manners, Religion, Polity, Antiquities, and Natural History of those Countries: with a Curious Description of Jerusalem, as it now appears, And other Places mentioned in the Holy Scriptures. By Charles Thompson, Esq; Interspersed with the Remarks of several other modern Travellers; illustrated with Notes, Historical, Geographical, and Miscellaneous, by the Editor; and adorned with Maps and Prints. ...","Thompson, Charles",47,1,0,6,3,0,4,0,1,2,0,2,1,1,1,0,2,1,0,0,1,0,0,0,2,0,4,0,0,1,0,1,0,0,2,0,0,3,1,0,1,2,0,0,3,0,1,1767,2,2,"London : printed for J. Newbery, at the Bible and Sun, in St. Paul's Church-Yard, MDCCLXVII. [1767].",London,271,male,,,FALSE,"or Slaves, for that is the Meaning of the Word; but others give a different Account of their Original. Be that as it will, these Mamalukes about the Middle of the thirteenth Century dispossessed the Posterity of Saladin, and usurped the Government. THE first King or Sultan of the Mamaluke"
0171101102_000026,"Travels in Egypt and Nubia. By Frederick Lewis Norden. F.R.S. Captain of the Danish navy. Translated from the original Published by command of his Majesty the King of Denmark: and enlarged with observations from ancient and modern authors, that have written on the antiquities of Egypt, By Dr. Peter Templeman.",Frederic Louis Norden,32,1,0,0,1,0,0,0,1,0,0,0,1,0,1,3,2,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,2,0,3,1,1,1,0,2,0,2,1,0,1757,2,2,"London : printed for Lockyer Davis and Charles Reymers in Holborn; Printers to the Royal Society, MDCCLVII. [1757].",London,239,male,1708,1742,FALSE,"THERE muff have been twenty one columns on each fide; but there are no more than thirty-two standing; and it is on the north fide they are wanting. THOSE of the middle, being the highest, make the roof more elevated than the galleries. The reader sees, on the design, no"
0116800301_000612,"A new and complete system of geography. Containing a full, accurate, authentic and interesting account and description of Europe, Asia, Africa, and America ; as Consisting Of Continents Islands Oceans Seas Rivers Lakes Promontories Capes Bays Peninsulas Isthmusses Gulphs, &c. And Divided Into Empires, Kingdoms, States, and Republics. Together With Their Limits, Boundaries, Climate, Soil, Natural and Artificial Curiosities and Productions, Religion, Laws, Government, Revenues, Forces, Antiquities, &c. Also the Provinces, Cities, Towns, Villages, Forts, Castles, Harbours, Sea-Ports, Aqueducts, Mountains, Mines, Minerals, Fossils, Roads, Public and Private Edifices, Universities, &c. contained in each: And all that is interesting relative to the Customs, Manners, Genius, Tempers, Habits, Amusements, Ceremonies, Commerce, Arts, Sciences, Manufactures, and Language of the Inhabitants. With an accurate and lively Description of the various Kinds of Birds, Beasts, Reptiles, Fishes, amphibious Creatures, Insects, &c. Including The Essence of the most remarkable Voyages and Travels that have been performed by the Navigators and Travellers of different Countries, particularly the late Discoveries in the South Seas, and the Voyages towards the North Pole, with every Curiosity that hath hitherto appeared in any Language respecting the different Parts of the Universe. Likewise Many curious and interesting Circumstances concerning various Places, communicated by several Gentlemen to the Authors of this Work. Also A Concise History of every Empire, Kingdom, State, &c. with the various Revolutions they have undergone. To which will be added, A New and Easy Guide to Geography, the Use of the Globes, &c. with an Account of the Rise and Progress of Navigation, its Improvements and Utility to Mankind. The whole embellished and enriched with upwards of One Hundred most elegant and superb Copper Plates, engraved in such a Manner as to do infinite Honour to the respective Artists by whom they are executed. These Embellishments consist of Views, Maps, Land and Water Perspectives; Birds, Beasts, Fishes, &c. as also the various Dresses of the Inhabitants of different Countries, with their strange Ceremonies, Customs, Amusements, &c. &c. By Charles Theodore Middleton, Esq. assisted by several gentlemen eminent for their Knowledge in the Science of Geography.","Middleton, Charles Theodore",41,3,0,0,2,1,1,0,1,3,1,5,3,0,0,0,1,1,0,2,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,2,2,3,0,1,0,0,0,2,1777,1,2,"London : printed for J. Cooke, at Shakespear's-Head, No. 17, in Pater-Noster-Row, MDCCLXXVII. [1777].",London,603,unknown,,,FALSE,"other heroes five feet broad. On one fide of it is a Greek inscription, ve been violated with as little ceremony but the greatesf part of it is so defaced as to be entirely, ate men. They were not so much as unintelligible. Near this pedestal is another, on which,"
1384300101_000226,"An universal history, from the earliest account of time to the present. Compiled from original authors; and illustrated with maps, cuts, notes, chronological, and other tables. In twenty volumes. Vol. I.",,51,0,2,0,2,4,2,0,0,2,1,1,1,0,0,1,0,0,2,1,3,0,0,1,4,0,0,1,0,1,0,0,0,3,4,2,0,5,2,1,1,0,0,0,1,2,1,1745,1,20,"Dublin : printed for R. Owen, S. Hyde, G. Risk, J. Leathley, G. and A. Ewing, W. Smith, J. Smith, P. Crampton, G. Faulkner, A. Bradley, T. Moore, E. Exshaw, C. Wynne, C. Connor, O. Nelson, P. Wilson, W. Powell, J. Kelly, T. Butler, and W. Brien, booksellers, M DCC XLV. [1745].",Dublin,658,unknown,,,FALSE,"erod. ubi supr. See before, P. 508 ~ * Strabo , ubi by. it were the temples of their several deities, and galleries, to which one ascended by 90 fieps, adorned with many co lumnss of porphyry, images of their gods, and statues of their kings , of monfirous size;"
0792200200_000038,Some enquiries concerning the first inhabitants language religion learning and letters of Europe. By a member of the Society of Antiquaries in London.,Francis Wise,52,0,2,0,1,2,1,1,0,0,1,8,8,0,0,0,0,0,4,0,0,2,0,0,0,2,0,2,0,0,6,0,0,0,2,0,0,2,0,1,2,2,1,0,1,0,1,1758,1,1,"Oxford : printed at the Theatre for J. Fletcher, S. Parker, D. Prince, Booksellers in Oxford, and Messrs Rivington and Fletcher in Pater-Noster Row Lond., MDCCLVIII. [1758].",Oxford,149,male,1695,1767,FALSE,"of the quarries in Egypt . Statues of Giants, magnificent ruins of buildings , Portals, Pedestals, c. monuments seemingly of the first ages , are found in Peru. See Garcilaffo de la Vega, Book I. C i. Two Pyramids of the same form with the Egyptian , have been found"
0116900200_000136,"The new universal traveller. Containing a full and distinct account of all the empires, Kingdoms, and states, in the known world. Delineating, not only their situation, climate, soil, and Produce, whether Animal, Vegetable, or Mineral, but comprising also an interesting detail of the manners, Customs, Constitutions, Religions, Learning, Arts, Manufactures, Commerce, and military force, Of All The Countries that have been visited by Travellers or Navigators, From the Beginning of the World to the Present Time. Accompanied With A Description of all the celebrated Antiquities, and an accurate History of Every Nation, from the Earliest Periods. The Whole being intended to convey a clear Idea of the Present State of Europe, Asia, Africa, and America, in every Particular that can either add to useful Knowledge, or prove interesting to Curiosity. B J. Carver, Esq. Author of Travels through Interior Parts of North America.",Jonathan Carver,45,0,0,0,1,1,1,0,2,0,1,3,4,0,1,5,1,4,4,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,3,0,0,2,0,3,1,0,1,0,3,0,0,1779,1,1,"London : printed for G. Robinson, in Paternoster-Row, MDCCLXXIX. [1779].",London,731,male,1710,1780,FALSE,"Augustus. A third, of yet more extraordinary magnitude, which was made in the reign of Ramirfes, and is said to have employed twenty thousand men in the cutting of it, was likewise removed to Rome in the time of the emperor Conflantius. Two of those obc lifks remain, as well"
0141300402_000023,"Curious observations upon the manners, customs, usages, different languages, government, Mythology, Chronology, Antient and Modern Geography, Ceremonies, Religion, Mechanics, Astronomy, Medicine, Physics, Natural History, Commerce, Arts, and Sciences, of the several nations of Asia, Africa, and America. Translated from the French of M. L'Abbé Lambert. Vol. I.",Claude François Lambert,48,0,1,0,3,0,0,0,0,0,1,3,1,0,0,2,0,1,1,1,1,0,0,4,0,1,11,0,0,0,1,0,6,0,1,1,2,0,2,0,2,1,0,0,0,1,0,1753,2,2,"London : printed for G. Woodfall, at the King's-Arms, Charing-Cross; W. Russel, at Horace's-Head, without Temple-Bar; and W. Meyer, in May's-Buildings, St. Martin's-Lane, [1753].",London,423,male,1705,1765,FALSE,"a hundred and eighty leagues in circumference. He has acd hered to the opinion of Piiny and Mutianus, who are in an error. Pomponius Mela gives it only a hundred and six, and tis incontestably evident that this lake is no more than twenty-five leagues long , and sixty or"
0688900104_000047,"Encyclopædia Britannica; or, a dictionary of arts, sciences, &c. On a plan entirely new: By Which, the different sciences and arts Are digested into the Form of Distinct treatises or systems, comprehending The History, Theory, and Practice, of each, according to the Latest Discoveries and Improvements; and full explanations given of the various detached parts of knowledge, whether Relating to Natural and Artificial Objects, or to Matters Ecclesiastical, Civil, Military, Commercial, &c. Together with a description of all the Countries, Cities, Principal Mountains, Seas, Rivers, &c. throughout the World; a General History, Ancient and Modern, of the different Empires, Kingdoms, and States; and An Account of the lives of the most Eminent Persons in every Nation, from the earliest ages down to the present times. The whole compiled from the writings of the best authors, in several languages; the most approved dictionaries, as well of General Science as of particular branches; the transactions, journals, and memoirs, of learned societies, both at home and abroad; the Ms. Lectures of eminent professors on different sciences; and a variety of original materials, furnished by an extensive correspondence. The second edition; greatly improved and enlarged. Illustrated with above two hundred copperplates. Vol. I. Indocti discant, et ament meminisse periti.",,50,0,0,0,3,3,2,1,1,1,2,1,1,0,0,0,0,1,0,3,5,0,0,1,1,1,1,1,0,0,0,0,1,0,2,0,0,0,4,6,2,2,0,2,2,0,0,1778,4,10,"Edinburgh : printed for J. Balfour and Co. W. Gordon, J. Bell, J. Dickson, C. Elliot, W. Creech, J. Mccliesh, A. Bell, J. Hutton, and C. Macfarquhar, MDCCLXXVIII. [1778].",Edinburgh,852,unknown,,,FALSE,"lands being covered with ruins and rpbbifi, in such a manner as to be quite incapable of cultivation. The inhabitants of Mycone hold it now, and pay but ten crowns land-tax to the Grand.signior for an island which was once one of the richest in the world. strabo and Callimachus"
0831500302_000051,"The universal Library: or, compleat summary of science. Containing above sixty select treatises. I. Of Theology, Philosophy, Metaphysicks, Ethicks, Oeconomy, Religion, Games used at Ancient Festivals, Cosmography, Elements, Geography, Hydrography, Travel, Government, Chronology, History, Laws, Coins, Medals, Weights and Measures, Meteors, Rarities, Mankind in the Different Sexes of Men and Women, Physick, Chyrurgery, Chymistry, Cookery and Dyet. II. Of Animals, Vegetables and Agriculture, Gems, Metals, Grammar and Languages, Hieroglyphicks, Poetry, Logick, Rhetorick, Musick, Arithmetick, Geometry, Architecture, Surveying, Gauging, Dyalling, Navigation; The Military Art, Fortification, Gunnery, Astronomy, Astrology, Augury, Magick, Mathematical Magick, Dreams and Apparitions, Heraldry, Painting, Colours and Dying, Opticks, Angling, Fowling, Inventions, Ignorance in the Ancients, and Errors among the People. With Divers Secrets, Experiments and Curiosities therein. In two volumes.","Curzon, H. (Henry)",55,0,0,0,0,4,7,0,2,0,1,1,2,0,1,0,0,2,0,0,3,0,0,4,1,0,1,3,0,0,1,0,0,2,0,1,0,5,0,2,1,1,0,0,3,4,3,1722,2,2,"London : printed for T. Warner, at the Black-Boy, and J. Batley, at the Dove, both in Pater-Noster-Row, 1722.",London,589,unknown,,,FALSE,"the Ground. rhe Pjramid:. The Pyramids of Egypt are many in Number, but three of them are of chief Note; the Principal whereof stands South of the City of Alemphis, and West of Nile . It is square at the bottom, and takes up 8 Acres of Ground, each square"
1124400101_000627,"A new and complete system of geography. Containing a full, accurate, authentic and interesting account and description of Europe, Asia, Africa, and America; ... The whole embellished ... with copper plates. By Charles Theodore Middleton, Esq. assisted by several gentleme ...","Middleton, Charles Theodore",67,0,0,0,0,2,0,0,2,0,5,2,0,0,0,4,3,0,5,0,2,0,0,3,0,0,3,0,0,0,0,3,6,0,2,2,0,1,1,15,3,0,0,0,2,1,0,1778,1,2,"London : printed for J. Cooke, 1778-1779.",London,637,unknown,,,FALSE,"gates is a large pond, which was probably a reservoir of the Nile water tbr the uli of the temple . All the entrances have the appearance of extranrdliary magnificence; but the most luperb and principal one is that to the west, which may be called either a gatcway or"
0086600112_000025,"The world displayed; or, a curious collection of voyages and travels, selected from the writers of all nations. In which the conjectures and interpolations of several vain editors and translators are expunged, Every Relation is made concise and plain, and The Divisions of Countries and Kingdoms are clearly and distinctly noted. Illustrated and embellished with variety of maps and prints By the best Hands. ...",,57,1,0,0,4,1,2,0,1,1,0,6,1,1,2,0,0,2,0,0,0,0,0,1,0,2,1,4,0,0,11,0,1,1,1,0,0,1,0,0,6,2,0,0,0,3,1,1759,12,20,"London : printed for J. Newbery, at the Bible and Sun, in St. Paul's Church-Yard, MDCCLIX. [1759]-61.",London,221,unknown,,,FALSE,"for windows, of brass, iron, and turned wood, are made here in great perfetion; In the province of Delta and about Mentujfe, fine matting is made of dyed rushes, and from thence sent not only all over the Tri Empire , but to mot parts of Europe. Amidfi the curiosities"
0092500303_000093,"The travels of the late Charles Thompson, Esq; containing his observations on France, Italy, Turkey in Europe, the Holy Land, Arabia, Egypt, and many other parts of the world: ... publish'd from the author's original manuscript, interspers'd with the remarks of several other modern travellers, ...","Thompson, Charles",41,0,0,1,2,2,2,0,2,2,5,0,1,0,1,0,1,0,0,2,0,0,1,1,0,1,1,1,0,0,1,1,3,0,0,0,0,2,0,1,0,1,0,0,2,2,2,1744,3,3,"Reading : printed by J. Newbery and C. Micklewright, 1744.",Reading,438,male,,,FALSE,"When it begins to be dry, it is no good Neighbour; a Stench arising from it that is very offensive to there who live near it, and mufl needs be unwholesome. THERE are likewif, several Squares about the City, sone half a Mile, tome three Quarters round, lb contrived as"
0137700104_000073,"Atlas geographus: or, a compleat system of geography, ancient and modern. Containing what is of most use in Bleau, Verenius, Cellarius, Cluverius, Baudrand, Brietius, Sanson, &c. With the discoveries and improvements of the best modern authors to this time. Illustrated with about 100 New Maps, done from the latest Observations, by Herman Moll, Geographer; and many other Cuts, by the best Artists. Europe is Two Volumes, with Sixty eight Maps, Sanson's Tables, &c. Vol. I.",,45,0,0,0,1,1,0,0,1,1,1,1,0,0,0,2,0,3,0,1,2,0,0,4,1,0,0,2,0,0,6,0,2,2,0,3,2,6,0,2,0,0,1,0,0,0,0,1711,4,5,"[London] : In the Savoy: printed by John Nutt; and sold by Benjamin Barker and Charles King in Westminster-Hall; Benjamin Tooke at the Middle-Temple Gate; William Taylor at the Ship in Pater-Noster-Row; Henry Clements at the Half-Moon in St. Paul's Church-Yard; Richard Parker and Ralph Smith under the Piazza of the Royal-Exchange; and John Morphew near Stationers-Hall, MDCCXI. [1711].",London,825,unknown,,,FALSE,"Btlrlniw reports, but on the contrary more ruinous than the others. Gemrd frays, tis a 4th Part less than the two former Pyramids , and that the Breadth is equal to the Height . The next remarkable Pyramid is that near the Mummy Pits of sa(rsa, and therefore called the"
0368900102_000049,"Travels through Turkey in Asia, the Holy Land, Arabia, Egypt, and other parts of the world: Giving a particular and faithful Account of what is most remarkable in the Manners, Religion, Polity, Antiquities, and Natural History of those Countries: with a Curious Description of Jerusalem, as it now appears, And other Places mentioned in the Holy Scriptures. By Charles Thompson, Esq; Interspersed with the Remarks of several other modern Travellers; illustrated with Notes, Historical, Geographical, and Miscellaneous, by the Editor; and adorned with Maps and Prints. ...","Thompson, Charles",37,0,0,1,3,2,1,0,2,3,2,0,1,0,1,0,1,1,0,2,0,0,1,1,0,1,1,2,0,0,1,1,1,0,0,0,0,2,0,1,0,0,0,0,1,1,3,1767,2,2,"London : printed for J. Newbery, at the Bible and Sun, in St. Paul's Church-Yard, MDCCLXVII. [1767].",London,271,male,,,FALSE,"Vacancies miraculoufi filled up the Day after it was finiiled. This Manuscript they esteem so sacred, thawt that no body is permitted to touch it; and it is preserved, as we were told, in a Niche about ten Feet from the Ground, before which a Curtain is drawn, and Lamps"
0086600112_000046,"The world displayed; or, a curious collection of voyages and travels, selected from the writers of all nations. In which the conjectures and interpolations of several vain editors and translators are expunged, Every Relation is made concise and plain, and The Divisions of Countries and Kingdoms are clearly and distinctly noted. Illustrated and embellished with variety of maps and prints By the best Hands. ...",,41,1,0,0,1,1,1,0,2,0,5,1,0,0,0,1,4,0,2,0,3,0,0,1,0,0,1,2,0,0,3,1,0,0,1,0,0,2,0,3,0,1,0,0,3,1,0,1759,12,20,"London : printed for J. Newbery, at the Bible and Sun, in St. Paul's Church-Yard, MDCCLIX. [1759]-61.",London,221,unknown,,,FALSE,"report that this circle was taken away by ca~ibdfs when he subdued egypt . Such. it is said, was the fepulchm bs King Of s mads : ""} let us blow view its remains. We firt come to two obelisks that are pro ably the finet in the world; they"
0550500101_000540,"A new system of geography: or a general description of the world. ... Embellished with a new and accurate set of maps, ... and great variety of copper-plates, ... By D. Fenning, ... and J. Collyer, ...",Joseph Collyer,53,0,0,0,1,1,1,0,3,0,10,2,0,0,0,4,3,1,4,0,3,0,0,4,0,0,1,0,0,0,1,1,3,0,1,1,0,5,0,1,1,0,0,0,1,0,0,1771,1,2,"London : printed for J. Payne, and sold by J. Johnson, 1771.",London,596,male,1748,1827,FALSE,"llundl r it. he g: L ll lights hive LII!, L yplto, i. 1 i crat; {iel, slsll illn kill o(t "" i; .p. 1 x: i, ti cil iiip, ii1lla 1i t; aiitan i ohl; h. i1 , It, .i. talvs(i d igui t's rt'|aic{lti, III,  111 11"
0056000402_000021,"The winter evening's companion: or, compendious library. Being a collection of instructive and entertaining relations. Taken from the best and most authentic Histories, both Ancient and Modern, and from the most accurate and inquisitive Travellers to all Parts of the World. Treating Of the most remarkable Conquests, Insurrections, and Revolutions, that have happened in various Kingdoms, their Present State, Laws, Customs and Manners; with the natural and artificial Curiosities most worthy of Note in each. Illustrated with copper-plates. In three volumes. ...",,55,4,2,0,1,3,3,0,0,0,2,0,3,0,0,0,0,0,0,0,1,0,0,5,1,0,1,0,0,0,6,0,2,0,1,3,0,4,0,1,1,5,0,1,1,0,4,1753,2,3,"London : printed for C. Hitch and L. Hawes, in Pater-Noster-Row ; J. and J. Rivington, and W. Johnston, in St. Paul's Church-Yard, and W. Reeve, in Fleet-Street, M.DCC.LIII. [1753].",London,362,unknown,,,FALSE,"building of the third Pyramid , inentioned before) but were cut out of that. Plain, Plain, or else out of the neighbouring Rocks . Of the outside Stones of the largest Pyramid , there is hardly one that is entire or whole, but by Age and Weather, they are broke,"
1691900142_000270,"The European magazine, and London review; containing the literature, history, politics, arts, manners and amusements of the age. By the Philological Society of London.",Philological Society (Great Britain),37,1,0,4,0,0,1,0,0,0,0,4,4,1,0,3,1,0,1,1,1,0,0,0,0,1,3,0,0,0,4,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,1782,42,86,"London [England] : printed for John Fielding No. 23, Pater Noster Row; John Debrett, opposite Burlington House, Piccadilly; and John Sewell, No. 32, Cornhill, [1782]-1826.",London,527,unknown,,,FALSE,"and last Volume, in which will be found the author's arrival at Cairo, we refer the lovers of antiquity and natural history, ad thole readers who are either intereat in, or may be amused with, themilitary operations of armies; and thall take our leave of this work of uncommon merit,"
