PassageID,Title,Author,Total termFreq,termFreq(advantag),termFreq(africa),termFreq(america),termFreq(american),termFreq(britain),termFreq(british),termFreq(carri),termFreq(claim),termFreq(coast),termFreq(coloni),termFreq(commerc),termFreq(commod),termFreq(compani),termFreq(consider),termFreq(control),termFreq(countri),termFreq(cultiv),termFreq(cultur),termFreq(dutch),termFreq(east),termFreq(empir),termFreq(europ),termFreq(exclus),termFreq(foreign),termFreq(govern),termFreq(grant),termFreq(hold),termFreq(holland),termFreq(increas),termFreq(indi),termFreq(india),termFreq(inhabit),termFreq(island),termFreq(land),termFreq(law),termFreq(manner),termFreq(nation),termFreq(nativ),termFreq(navig),termFreq(negro),termFreq(parliament),termFreq(peopl),termFreq(place),termFreq(plantat),termFreq(planter),termFreq(price),termFreq(produc),termFreq(regul),termFreq(servant),termFreq(settlement),termFreq(ship),termFreq(slave),termFreq(sold),termFreq(subject),termFreq(territori),termFreq(time),termFreq(tobacco),termFreq(trade),termFreq(traffic),termFreq(west),termFreq(work),termFreq(year),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1556000141_000014,"The modern part of an universal history, from the earliest account of time. Complied from original writers. By the authors of the antient part.",,63,0,0,3,0,2,2,2,0,0,5,1,2,0,1,0,1,2,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,5,1,1,0,0,1,0,0,1,1,3,0,0,0,1,1,0,0,1,0,0,0,2,1,2,6,1,0,0,3,1764,41,44,"London : printed for S. Richardson, T. Osborne, C. Hitch, A. Millar, John Rivington, S. Crowder, P. Davey and B. Law, T. Longman, and C. Ware, M.DCC.LIX. [1759].",London,559,unknown,,,FALSE,"wealth, for, by a fire which broke out in the year 1730, the liss of houses, goods, and furniture in Philadelphia, was greater than feve e Britih empire in America , Vol., I, page 316 fal other cities in the briti/h America could, have suffered without being ruined. In the"
1556200500_000014,"A true state of the present difference between the Royal African Company, and the separate traders: Shewing the irregularities and impositions of the joint-stock managers; the uselesness of their forts; the expence they are at in the maintenance of the same; the charge of supporting them in a condition of defence; the vast sums they have receiv'd by the ten per cent. Duty in order thereunto, and what had been misapply'd to their own private uses; the advantages and reasonableness of an open trade to Aftica; and, lastly, the danger of an exclusive trade, not only to the traders of South and North Britain, but, to our American plantations. Written by a true lover of his country, and humbly submitted to the wise consideration of both Houses of Parliament.",True lover of his country,80,1,0,0,3,0,1,2,0,0,8,1,1,6,1,0,4,0,0,1,0,0,1,4,3,0,2,0,0,0,1,1,0,2,0,0,2,1,1,0,8,0,0,0,8,0,0,0,0,1,0,1,2,0,0,0,0,1,12,0,0,0,0,1710,1,1,"London : [s.n.], Printed in the year 1710.",London,42,unknown,,,FALSE,"any Englift Ship not belonging to themselves, Shall find more Civility, better Usage, and safer Protealion from the Dutch , or any other ~ europeant Nation that; we arenotat War writh, than from their own Country , especially those employed in the Service of the Royal Companyj as I could"
1562800101_000024,"The universal dictionary of trade and commerce, translated from the French of the celebrated Mosieur Savary, Inspector-General of the manufactures for the King, at the Custom-House of Paris: with large additions and improvements, incorporated throughout the whole work; which more particularly accomodate the same to the trade and navigation of these kingdoms, and the laws, customs, and usages, to which all traders are subject. By Malachy Postlethwayt, Esq;",Malachy Postlethwayt,128,0,1,8,0,2,5,1,0,0,6,3,0,16,1,0,1,0,0,5,11,2,3,0,1,0,0,0,0,0,1,16,0,8,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,1,21,1,3,0,1,1757,1,2,"London : printed for John Knapton, in Ludgate-Street, M DCC LVII. [1757].",London,1069,male,1707,1767,FALSE,"OF THE FOREIGN EAST INDIA companies , AND OF OUR OWN EAST - INDIA COMPANY IN' PARTICULAR. This being a subject of very great consequence to the nation , I have amply represented the nature thereof in a great variety of lights; and have, with all candour and impartiality, very"
0253700105_000007,"A philosophical and political history of the settlements and trade of the Europeans in the East and West Indies. Revised, augmented, and published, in ten volumes, by the Abbé Raynal. Newly translated from the French, by J. O. Justamond, ... with ... engravings ... In six volumes. ...",Guillaume Thomas François Raynal,67,2,0,2,0,0,1,2,0,1,3,0,3,0,0,0,3,0,3,1,0,1,2,1,3,1,0,0,0,2,0,0,0,4,0,2,0,6,0,3,0,0,1,1,2,1,4,1,1,0,1,1,0,2,0,0,1,1,3,0,0,0,1,1784,5,6,"Dublin : printed for John Exshaw, and Luke White, 1784.",Dublin,479,male,1713,1796,TRUE,"eagle, who never lores sight of the nc(t where she folters her young, London seems B O O Kifeems to look down upon her colonies , and to see ._, LV them grow up and prosper under her tender care. Her numberless vessels, covering an extent of two thousand leagues"
1478900602_000028,"The history of America: containing the geographical, political, and commercial state of that continent; in which is given a succinct account of the trade, customs and policy of the French nation, and the foundation they have laid for obtaining the sole dominion in those colonies. Translated from the French of Mons. Du Bosque, late historographer to the French King. In two volumes.",Malachy Postlethwayt,85,2,1,4,2,0,0,4,0,11,1,2,0,6,1,0,0,1,0,3,3,0,0,1,2,0,6,0,0,0,0,5,0,3,1,0,0,0,1,0,5,0,0,0,0,0,3,0,1,0,0,5,1,0,0,0,0,1,6,1,0,0,2,1770,2,2,"London : printed by George Cave and William Jordon, in St. Paul's Church Yard, MDCCLXX. [1770]",London,386,male,1707,1767,FALSE,"the river Loire, bound to Guinea, they shall be under the Ga famre [ 84 ] same reffriaions as those bound to the French american islands , according to the arret of council 23 September, I71o. And, with respect to the wines of Bordeaux, we will and ordain, that they"
1478900602_000047,"The history of America: containing the geographical, political, and commercial state of that continent; in which is given a succinct account of the trade, customs and policy of the French nation, and the foundation they have laid for obtaining the sole dominion in those colonies. Translated from the French of Mons. Du Bosque, late historographer to the French King. In two volumes.",Malachy Postlethwayt,104,0,5,1,3,0,2,4,2,6,1,7,2,9,0,0,1,0,0,2,2,0,0,0,1,0,0,0,1,0,1,3,0,2,0,0,2,6,1,0,4,0,0,2,0,1,3,0,0,0,1,1,0,0,0,0,3,0,20,0,0,0,5,1770,2,2,"London : printed by George Cave and William Jordon, in St. Paul's Church Yard, MDCCLXX. [1770]",London,386,male,1707,1767,FALSE,"mnanagemedt and. that of, France, refpetting the Jfame: and by what means our eafj india company may be rendered infirumental to the security and advancement of this commerce . PRO am our last discourses, the meafitres taken by France to eftablilh their African trade , which has proved the great"
1321800101_001288,"The universal dictionary of trade and commerce: With large additions and imporvements adapting the same to the present state of British affairs in America, since the last Treaty of Peace made in the year 1763. With great variety of new remarks and illustrations incorporated throughout the whole: together with every thing essential that is contained in Savary's dictionary: also, all the materials laws of trade and navigation relating to these kingdoms, and the customs and usages to which all traders are subject. By Malachy Postlethwayt, Esq;.",Jacques Savary des Brûlons,89,1,0,1,0,0,0,5,0,1,1,7,0,7,1,0,1,0,0,5,2,0,4,0,1,2,0,0,1,3,1,6,0,1,2,1,1,2,1,0,0,0,3,4,1,0,0,1,0,0,1,0,0,0,0,1,1,0,14,2,0,0,3,1766,1,2,"London : printed for H. Woodfall, A. Millar, J. and R. Tonson, J. Rivington, J. Hinton, R. Baldwin, L. Hawes and W. Clarke and R. Collins, R. Horsfield, W. Johnston, T. Longman, J. Brotherton, J. Dodsley, T. Payne, J. Robson, T. Lowndes, W. Nicoll, and J. Knox, M DCC LXVI. [1766].",London,1115,male,1657,1716,FALSE,"under his dominion, including the several diffriats, upwards of 200, 0 people of all sorts, entirely independent of any Indian government , as the like is under the Dutch governor at Batavia, and the Portuguere at Goa. But this trade is not confined to the faaories; for they trade from"
1566405500_000001,"I. Resolved, that it is the opinion of this committee, that it is highly important to the general interests of the British Empire, that the intercourse and commerce between Great Britain and Ireland, should be finally regulated ...",Great Britain. Parliament. House of Commons,95,1,1,1,0,15,5,2,0,1,6,2,1,0,0,0,5,0,0,0,0,3,0,0,4,0,1,2,0,0,1,1,0,1,0,5,2,0,0,1,0,3,0,1,3,0,0,4,6,0,3,2,0,0,1,0,6,0,3,0,2,0,0,1785,1,1,"[London : s.n., 1785]",London,12,unknown,,,FALSE,"I ) * K i. RESOLVED, T HAT it is the Opinion of this Committee, That it is highly important to the general Interests of the British Empire , that the Intercourse and Commerce between Great Britain and Ireland, Should be finally regulated on permanent and equitable Principles, for the"
0062200502_000102,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, LL. D. and F. R. S. of London and Edinburgh: One of the Commissioners of his Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow. In three volumes. ...",Adam Smith,103,1,1,12,1,8,1,3,0,1,4,0,10,1,0,0,14,0,0,0,0,0,1,0,5,0,0,0,0,2,1,0,0,1,3,1,0,0,0,0,1,0,1,0,2,0,4,10,3,0,0,2,1,0,0,0,1,0,5,0,1,0,1,1799,2,3,"London : printed for A. Strahan; and T. Cadell jun. and W. Davies in the Strand, MDCCXCIX. [1799].",London,531,male,1723,1790,TRUE,"of Jamaica, as well as of the Ceded Islands , the importation of sugar has increased very greatly within these twenty years , the exportation to foreign countries is said to be not much greater than before. rumi is a very important article in the trade which the Americans carry"
0249100800_000006,"The history of the late war; from the commencement of hostilities after the peace of Aix-la-Chapelle, 1748, Comprehending An authentic Account of the Military Operations And Naval Engagements In Different Parts Of The World; Together with the Ministerial Negotiations Of The Several Courts Of Europe, During That Period: compiled chiefly from original papers of the best authority. By Richard Rolt, Author of The History of the General War which Began in 1739, and Ended in 1748. Vol. I.",Richard Rolt,63,0,1,1,2,0,5,2,0,2,4,1,0,4,0,0,1,0,0,1,2,1,0,0,0,2,3,0,1,0,3,3,2,3,1,0,0,2,0,0,0,2,0,1,1,0,0,0,0,0,2,1,0,0,0,2,1,0,2,0,1,1,2,1766,1,1,"London : printed for T. Waller, in Fleet-Street, MDCCLXVI. [1766].",London,440,male,1724,1770,FALSE,"thepatronage of tbeearlof HALIFAX, in 1749: with the fortifying and abandoning of Tobago by the French. tbe rise of the war in the East INDIES ; with an account of the nature of government in the Mogul empire . the battles fought there between the contending Nabobs, and their auxiliaries"
1484700100_000003,"An essay on colonization, particularly applied to the Western Coast of Africa, with some free thoughts on cultivation and commerce; Also brief descriptions of the colonies already formed, or attempted, in Africa, including those of Sierra Leona and Bulama. By C.B. Wadstrom. In two parts. Illustrated with a nautical map (from lat. 5' 30' to lat. 14' N) and other places.",Carl Bernhard Wadström,78,0,11,5,1,0,2,1,0,1,1,2,1,1,0,0,0,1,0,0,4,0,1,0,0,0,1,0,0,1,7,0,1,6,0,0,0,1,3,1,2,0,0,0,0,3,0,0,0,0,0,1,4,0,0,0,2,0,4,1,7,0,1,1794,1,1,"London : Printed for the author, by Darton and Harvey, Gracechurch-Street. And sold by G. Nicol, No. 58, Pall-Mall; W. Faden, corner of St. Martin's Lane, Strand; J. Stockdale, No. 191, Piccadilly; J. Edwards, No. 78, Pall-Mall; E. & J. Egerton, No. 32, Charing-Cross; J. Debrett, No. 179, Piccadilly; J. Johnson, No. 72, St. Palul's Church-yard and C. Dilly, No. 22, Poultry, MDCCXCIV. [1794].",London,613,male,1746,1799,FALSE,"then monopolised by the Venetians. In 1492, Columbus, in quest of a westerly passage to the East Indies , was unexpectedly interrupted in his course by the islands of America . In 1497, Vasquez de Gama pursued and accomplished the same object, by doubling the Cape of Good Hope. 4"
1236701302_000038,"The history of America containing the geographical, political, and commerical [sic] state of that continent: in which is given a succinct account of the trade, customs and policy of the French nation, and the foundation they have laid for obtaining the sole dominion in those colonies. Translated from the French of Mons. du Bosque late Historographer to the French King. In two volumes. ...",Malachy Postlethwayt,93,1,7,2,0,0,3,2,0,8,6,4,1,2,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,3,2,2,0,3,0,0,0,4,0,0,2,1,0,4,1,0,0,1,3,0,0,2,0,0,0,0,1,0,14,1,3,0,5,1771,2,2,"London : printed by James Lowndes in Paternoster-Row, MDCCLXXI. [1771].",London,391,male,1707,1767,FALSE,"possibility of regulating our African commerce upon a footing more nationally interesting, and upon a footing that will the better enable us to compete therein, with the French, let it be thought of, and let it be accomplished. And the reader having now before him, the methods whereby the French"
0575600200_000159,Political essays concerning the present state of the British Empire; particularly respecting I. Natural advantages and disadvantages. ... VI. Commerce.,Arthur Young,103,0,0,7,0,9,3,4,0,0,13,2,1,0,1,1,2,0,0,1,0,0,2,0,8,0,0,0,1,2,0,0,0,1,0,2,0,5,0,2,0,1,0,2,1,1,0,3,0,0,2,3,1,0,2,0,2,0,14,0,0,0,4,1772,1,1,"London : printed for W. Strahan; and T. Cadell, 1772.",London,555,male,1741,1820,TRUE,"II to preserve to Great Britain alone. ""This being made appear to parliament , a further provision was made for putting a stop to this manifest subversion of the fundamental maxims of the British policy for preserving her commercial interests, by an ad in the 6th year of the reign"
1153600600_000014,"Opinions on interesting subjects of public law and commercial policy; arising from American Independence. - 1. The question answered- Whether the Citizens of the United States are considered by the Law of England as Aliens; what Privileges are they entitled to within the Kingdom; what Rights can they claim in the remaining Colonies of Britain. - 2. The Regulations for opening the American Trade considered; Faults found; and Amendments proposed. How the late Proclamations affect the United States discussed: Objections pointed out; and Alterations suggested. - 3. How far the British West Indies were injured by the late Proclamation fully investigated; the Amount of their Wants discovered; Modes of Supply shewn; And the Policy of admitting the American Vessels into their Ports amply argued. - 4. An Enquiry how far a Commercial Treaty with the American States is necessary, or would be advantageous: What the Laws of England have already provided on this Subject; and the fundamental Laws of the United States compared with them. By George Chalmers, author of Political annals of the revolted colonies, and of An estimate of the comparative strength of Britain.",George Chalmers,84,3,0,0,10,2,2,3,0,0,5,2,1,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,2,5,0,1,1,4,1,0,0,0,0,2,0,0,2,7,1,4,1,0,1,5,0,0,0,0,2,0,1,2,7,0,1,1785,1,1,"London : printed for J. Debrett, opposite Burlington-House, Piccadilly, 1785.",London,205,male,1742,1825,FALSE,"and many buyers of what they may wish to sell; that to exclude the traders of any one country , or description, world amount to a permission to the favoured traders to H raibf [ 5 o 1 raise their prices against every buyer and.to fink them against every seller."
0040204000_000101,"An impartial sketch of the debate in the House of Commons of Ireland, on a motion made on Friday, August 12, 1785, by the Right Honourable Thomas Orde, secretary to the Rt. Hon. Charles Manners, Duke of Rutland, Lord Lieutenant, for leave to bring in a Bill for effectuating the intercourse and commerce between Great Britain and Ireland, on permanent and equitable Principles, for the mutual Benefit of both Countries. Together with an impartial Sketch of the principal Speeches on the Subject of the Bill that were delivered in the House on Monday, August 15, 1785. With a Copy of the Bill presented to the House of Commons of Ireland, the Eleven Irish propositions, of the Twenty resolutions of the British Parliament, the Address to the King, and his Majesty's answer. By William Woodfall.",William Woodfall,111,0,2,2,0,17,4,2,0,2,6,3,0,3,0,0,13,0,0,0,0,1,0,2,3,0,1,0,0,0,2,1,0,1,0,6,2,0,0,0,0,4,0,1,3,0,0,8,4,0,4,4,0,0,0,0,7,0,1,0,2,0,0,1785,1,1,"London : printed for Luke White, No. 68, Dame-Street, 1785.",London,230,male,1746,1803,FALSE,"present Settlement , that all Laws which have been made, or (hall be male, in Great Britain , for securing exclusive Priv; le e; to the Ships and Mariners of Great Britain , Ireland, and the Pritifh Colonies and Plantations , and for regulating and restraining the Trade f the"
0168300200_000034,"Observations on the commerce of the American States. By John Lord Sheffield. With an appendix, Containing Tables of the Imports and Exports of Great Britain to and from all Parts. Also, the Exports of America, &c. With Remarks on those Tables, and on the late Proclamations, &c.","John Baker Holroyd, 1st Earl of Sheffield",90,3,3,7,8,2,3,1,0,0,1,1,0,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,0,2,2,2,0,2,0,0,0,2,0,5,2,8,0,0,0,0,1,0,1,0,0,1,3,0,1,0,4,0,8,0,4,0,7,1784,1,1,"London : printed for J. Debrett, opposite Burlington House, Piccadilly, MDCCLXXXIV. [1784].",London,345,male,1735,1821,FALSE,"such of the slave trade to the islands . The Northern States may attempt to supply the continent of America with slaves , for the sale of disposing of their rum, a large quantity of Which they used to send to Africa , but this trade will now be difficult"
0432500700_000061,"Report of the Lords of the Committee of Council appointed for the consideration of all matters relating to trade and foreign plantations; submitting to His Majesty's consideration the evidence and information they have collected in consequence of His Majesty's order in council dated the 11th of February 1788, concerning the present state of the trade to Africa, and particularly the trade in slaves; ...",Great Britain. Board of Trade,81,0,1,0,0,0,0,1,0,5,4,3,0,1,2,0,8,6,0,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6,0,0,0,8,0,3,0,0,0,1,1,1,6,0,0,2,0,2,2,0,0,0,3,2,0,1,3,2,1789,1,1,"[London], 1789.",London,890,unknown,,,FALSE,"not think that the Natives have any Idea of cultivating or preparing there Articles for Exportation. Example has been fetthem by the Dutch at Axim in the Article of Cotton, but they have not been able to induce the Natives to work or to follow the Example. The Dutch cultivate"
1267500103_000035,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, L L. D. And F. R. S. Of London And Edinburgh: One Of The Commissioners Of His Majesty's Customs In Scotland; And Formerly Professor Of Moral Philosophy In The University Of Glasgow. ...",Adam Smith,104,1,1,5,3,12,1,5,0,1,5,0,11,1,0,0,12,0,0,0,0,0,1,0,5,0,1,0,0,5,0,0,0,1,1,1,0,0,0,0,1,0,2,0,3,1,3,12,0,0,0,2,1,0,0,0,0,1,4,0,0,0,1,1791,3,4,"Basil : printed [by J. J. Tourneisen] for J. J. Tourneisen; and J. L. Legrand, MDCCXCI. [1791].",Basel,368,male,1723,1790,TRUE,"The good effects of this liberty, however, however, must be somewhat diminished by the 4th of George III C 15 which puts hides and skins among the enumerated commodities , and thereby tends to reduce the value of American cattle. To increase the shipping and naval power of Great Britain"
1544300100_000376,"A new geographical, historical, and commercial grammer; and present state of the several kingdoms of the world. Containing I. The figures, motions, and distances of the planets, according to the Newtonian system, and the latest observations. II. A general view of the Earth, considered as a planet; with several useful geographical definitions and problems. III. The grand divisions of the globe into land and water, continents and islands. IV. The situation and extent of empires, kingdoms, states, provinces, and colonies. V. Their climate, air, soil, vegetable productions, metals, minerals, natural curiosities, seas, rivers, bays, capes, promontories, and lakes. VI. The birds and beasts peculiar to each country. VII. Observations on the changes that have been any where observed upon the face of nature, since the most early periods of history. VIII. The history and origin of nations: their forms of government, religion; laws, revenues, taxes, naval and military strength; orders of knighthood; &c. IX. The genius, manners, customs, and habits of the people. X. Their language, learning; arts, sciences, manufactures, and commerce. XI. The chief cities, structures, ruins, and artificial curiosities. XII. The longitude, latitude, bearings, and distances of principal places from London. To which are added, I. A geographical index, with the names of places alphabetically arranged. II. A table of the coins of all nations, and their value in English money. III. A chronological table of remarkable events from the creation to the present time. By William Guthrie, Esq. the astronomical part by James Ferguson, F.R.S. To which have been added; the late discoveries of Dr. Herschell, and other eminent astronomers. Illustrated with a correct set of maps, engraved from the most recent observations and draughts of geographical travellers.",William Guthrie,61,0,2,0,2,0,1,2,0,1,2,3,2,1,0,0,0,0,0,0,1,0,2,0,2,2,0,0,0,0,1,1,3,0,0,4,0,3,2,0,0,1,1,0,1,0,0,1,2,0,3,1,1,0,1,0,2,2,4,0,0,3,1,1796,1,1,"London : Printed for Charles Dilly, in the Poultry; and G.G. and J. Robinson, in Pater-Noster Row, M.DCC.XCVI. [1796].",London,1037,male,1708,1770,FALSE,"e: ducated in the icience of engineering, and when qualified get comnmiiions in that corps. curoroxtis s.] The. lakes and fountains which have been already mentioned, Iorin the chief of these. The remains of some castles in the Moorilh tafl e, are Itil itandinj. The Roman bridge and aquedua at"
1544400101_000278,"A new and complete system of universal geography: Containing a full survey of the natural and civil state of the terraqueous globe: exhibiting all the latest and most authentic information concerning Europe, Asia, Africa, and America; the seas by which they are divided, and the isles scattered amid these seas; with an ample apparatus of tables, maps, &c. as also an accurate explanation of those principles of geography which depend upon the discoveries of astronomy: and a philosophical view of universal history; The last article written by Robert Heron. In two volumes.",Robert Heron,73,0,0,2,2,1,1,5,0,3,1,3,1,0,4,0,3,0,0,0,0,0,0,1,2,1,1,0,0,3,2,0,1,1,2,0,0,5,0,0,0,1,1,1,2,1,0,1,1,0,1,3,0,0,0,0,1,1,7,0,1,2,4,1796,1,2,"Edinburgh : Printed for R. Morison and Son, Booksellers, Perth, 1796.",Edinburgh,1113,male,1764,1807,FALSE,"settlements in America and the West Indies ; and with all the nations to which the English themselves trade ; so that the increase of their shipping within these 30 years past has been very considerable . The exports of those ships are composed chiefly of Scottish manufatures, fabricated from"
0474800109_000195,"The Parliamentary register; or, history of the proceedings and debates of the House of Commons; ...",Great Britain. Parliament. House of Lords,74,1,5,1,1,0,7,4,0,0,2,0,0,8,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,2,0,0,0,3,3,0,1,0,0,7,0,0,0,2,0,0,0,1,0,0,6,0,1,1,1,0,5,3,2,0,1,1797,9,12,"London : printed for J. Debrett, 1797-1802.",London,603,unknown,,,FALSE,"down to the east , must be in great numbers, in order to carry back the different Britfih manufacures bartered for a tonne of ivory. It is a xray fpedios, .though a very fallacious argument, in support of the ida intended to be imprefied upon your lord(hips' minds by the"
0698500600_000031,"The rights of the British colonies asserted and proved. By James Otis, Esq;",James Otis,75,3,0,3,2,6,4,0,0,0,5,4,0,0,0,0,1,0,0,0,0,0,4,0,1,2,0,1,0,3,1,2,1,8,0,1,1,2,0,0,1,0,4,0,1,0,1,2,0,0,1,0,1,0,1,1,2,0,3,0,2,0,0,1764,1,1,"[London] : Boston, New-England, printed: London reprinted, for J. Almon, opposite Burlington-House, Piccadilly, [1764].",London,123,male,1725,1783,FALSE,"of nature permits no injury to be done to asi enemy, unless in taking measures neceffarv for a just defence, and a reasonable security. Some princes have only imposed a tribute on it; others have been satisfied of ftiping it of Some privileges, difmembeiing a province, or keeping it in"
0708400200_000049,"An historical disquisition concerning the knowledge which the ancients had of India; and the progress of trade with that country prior to the discovery of the passage to it by the Cape of Good Hope. With an appendix, containing, observations on the Civil Policy-The Laws and Judicial Proceedings-The Arts-The Sciences-And Religious Institutions, of the Indians. By Willia Robertson, D. D. F. R. S. Ed. Principal of the University, and Historiographer to his Majesty for Scotland.",William Robertson,73,0,2,4,0,1,0,2,0,1,0,1,3,0,2,0,4,1,0,1,5,0,6,1,1,0,0,0,1,1,1,4,0,0,0,0,3,3,2,0,3,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,5,0,4,2,2,1,0,1799,1,1,"London : printed for A. Strahan, T. Cadell Jun. and W. Davies, Strand; and E. Balfour, Edinburgh, 1799.",London,484,male,1721,1793,TRUE,"which I have mentioned, to remain inactive spectators of what passed in the East , the Seven United Provinces of the Low, Countries , ret cently formed into a fmrall state, still struggling for political existence, and yet in the infancy of its power, ventured to appear in the Indian"
0800400700_000047,"The administration of the colonies. By Thomas Pownall, Late Governor and Commander in Chief of his Majesty's Provinces, Messachusets-Bay and South-Carolina, and Lieutenant-Governor of New-Jersey.",Thomas Pownall,112,4,1,2,2,0,9,0,0,0,14,3,0,7,1,0,0,0,2,1,2,0,0,0,2,5,1,0,0,0,2,9,0,4,1,6,1,0,0,0,0,0,0,2,1,0,0,1,1,0,1,1,0,0,0,0,1,0,19,0,5,0,1,1765,1,1,"London : printed for J. Dodsley, in Pall-Mall, and J. Walter, at Charing-Cross, MDCCLXV. [1765].",London,292,male,1722,1805,FALSE,"goods is purposely omitted. I think a special measure might be contrived of supplying the colonies with Eats( () Eaft india goods, in a way that would effie tually put a flop to that contraband trade , by which it is complained they are at present supplied, in a way"
0249100800_000023,"The history of the late war; from the commencement of hostilities after the peace of Aix-la-Chapelle, 1748, Comprehending An authentic Account of the Military Operations And Naval Engagements In Different Parts Of The World; Together with the Ministerial Negotiations Of The Several Courts Of Europe, During That Period: compiled chiefly from original papers of the best authority. By Richard Rolt, Author of The History of the General War which Began in 1739, and Ended in 1748. Vol. I.",Richard Rolt,81,0,3,7,0,8,4,0,2,3,7,0,0,1,0,0,8,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,3,0,1,1,2,2,1,1,0,3,2,2,0,0,0,0,1,4,0,0,0,0,1,1,0,3,0,0,1,3,1766,1,1,"London : printed for T. Waller, in Fleet-Street, MDCCLXVI. [1766].",London,440,male,1724,1770,FALSE,"ever before, or possibly could do under a joint stock company . This occasioned the house of commons (a) to provide for the security of the British settlements on the coast of Africa ; and the French were afterwards dispossessed of all their settlements in that part of the world,"
1408602500_000006,"The Legal claim of the British sugar-colonies to enjoy an exclusive right of supplying this kingdom with sugars, in return for sundry restrictions laid upon these colonies in favour of the products, manufactures, commerce, revenue, and and navigation, of Great Britain; demonstrated by proofs extracted from the statute-book.",,72,0,1,1,3,4,7,0,0,0,10,0,1,6,0,0,1,0,0,0,3,1,0,1,1,1,0,0,0,1,2,6,1,0,1,1,0,0,0,0,0,1,2,0,2,0,0,0,1,0,2,0,0,0,0,1,2,0,4,1,1,0,2,1792,1,1,"[London : s.n., 1792].",London,17,unknown,,,FALSE,"jufiice and of right. But to proceed. The great exception in the mnonopolydy~ftem, obl~erved8 refpe~ing the colonies , has been one to which the colonies have with much cheerfulness acceded; namely, the cafe of raw mnaterials for inanufadtures; as for example cotton, which is called a free commodity , and"
0529400101_000025,"An historical and chronological deduction of the origin of commerce, from the earliest accounts. Containing an history of the great commercial interests of the British Empire. To which is prefixed, an introduction, exhibiting a view of the ancient and modern state of Europe; of the importance of our colonies; and of the commerce, shipping, manufactures, fisheries, &c. of Great-Britain and Ireland; and their influence on the landed interest. With an appendix, containing the modern politico-commercial geography of the several countries of Europe. Carefully revised, corrected, and continued to the present time. In four volumes. ...",Adam Anderson,69,1,0,2,0,3,1,3,0,0,4,1,1,1,2,0,4,2,0,0,1,0,3,0,3,0,0,0,0,1,0,1,0,0,0,1,0,4,1,1,0,0,1,0,3,4,1,2,0,0,0,3,0,0,1,0,3,2,3,0,0,0,5,1787,1,4,"London : printed at the Logographic Press, by J. Walter, Printing-House Square, Blackfriars, and sold by J. Robson, T. Payne and sons, B. White and Son, L. Davis, B. Law, R. Baldwin, T. Becket, P. Elmsly, W. Otridge, J. Johnson, C. Dilly, W. Richardson, W. Flexney, W. Goldsmith, J. Bew, T. Evans, G. and T. Wilkie, T. Whieldon, W. Lowndes, J. Debrett, Scatchard and Whitaker: also by L. White, Dublin, Elliot and Gordon, Edinburgh; and Dunlop and Wilson, Glasgow, MDCCLXXXVII. [1787-1789].",London,648,male,1692,1765,FALSE,"in future. It seems, the captain of a ship from Madagascar, touching at Carolina, in the reign of the late Queen Anne, left, with a planter there, a small bag, not exceeding a peck of seed rice, by way of experiment: and, soon after, Mr. Du Bois, then Treasurer of"
