PassageID,Title,Author,Total termFreq,termFreq(afternoon),termFreq(air),termFreq(anchor),termFreq(bear),termFreq(blow),termFreq(breez),termFreq(calm),termFreq(caus),termFreq(clear),termFreq(clock),termFreq(cloud),termFreq(cloudi),termFreq(cold),termFreq(continu),termFreq(cours),termFreq(dark),termFreq(dry),termFreq(east),termFreq(fail),termFreq(fall),termFreq(fine),termFreq(fleet),termFreq(fun),termFreq(gale),termFreq(gener),termFreq(heat),termFreq(hot),termFreq(inch),termFreq(land),termFreq(latitud),termFreq(leagu),termFreq(light),termFreq(littl),termFreq(mean),termFreq(moder),termFreq(month),termFreq(morn),termFreq(mountain),termFreq(night),termFreq(noon),termFreq(north),termFreq(observ),termFreq(rain),termFreq(reason),termFreq(rock),termFreq(run),termFreq(sail),termFreq(sea),termFreq(season),termFreq(set),termFreq(small),termFreq(snow),termFreq(south),termFreq(trade),termFreq(warm),termFreq(water),termFreq(weather),termFreq(weft),termFreq(wind),termFreq(winter),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0082100101_000022,"A voyage towards the South Pole, and round the world. Performed in His Majesty's ships the Resolution and Adventure, in the years 1772, 1773, 1774, and 1775. Written by James Cook, commander of the Resolution. ...",James Cook,87,3,0,0,1,0,0,0,0,4,0,0,0,2,5,2,0,0,3,1,0,1,3,2,4,2,0,0,0,4,6,3,0,0,0,1,0,1,1,0,4,2,1,0,0,0,0,3,2,0,1,0,4,9,0,0,0,8,0,4,0,1777,1,2,"London : printed for W. Strahan; and T. Cadell, 1777.",London,454,male,1728,1779,FALSE,"from N. E. by E. to S. W. by W. farther than the eye could reach. As we were not above two or three miles from. this, and surrounded by loose ice, there was no time to deliberate. We presently wore; got our tacks on board; hauled to the South"
0660900200_000057,"An historical account of the climates and diseases of the United States of America; and of the remedies and methods of treatment, which have been found most useful and efficacious, particularly in those diseases which depend upon climate and situation. Collected principally from personal observation, and the communications of physicians of talents and experience, residing in the several states. By William Currie, Fellow of the College of Physicians of Philadelphia. [One line from Horace].","Currie, William",76,0,1,0,1,1,2,0,2,0,0,1,0,0,1,1,0,0,2,0,1,0,0,0,0,0,4,0,2,1,2,1,0,0,1,1,1,1,1,3,0,1,0,3,0,0,2,0,6,4,1,1,1,3,0,2,9,1,0,7,4,1792,1,1,"Philadelphia : Printed by T. Dobson, at the Stone-House, no. 41, South Second-Street, M,DCC,XCII. [1792].",Philadelphia,420,male,1754,1828,FALSE,fultain a Heat of 120°. Dr. BLAGDEN resisted the Heat when raised to 480 above that of Boiling Water for the space of 8 minutes. DUHAMEL and TILLET give an account of some French Girls who supported a Heat of 1750 in a Oven without any injurious iftas for more
0214800101_000007,"The general history of the vast continent and islands of America, commonly call'd, the West-Indies, from the first discovery thereof: With the best Accounts the People could give of their Antiquities. Collected from the original relations sent to the kings of Spain. By Antonio de Herrera, Historiographer to His Catholick Majesty. Translated into English by Capt. John Stevens. ... . Illustrated with cuts and maps.","Herrera y Tordesillas, Antonio",94,0,4,0,0,1,5,4,3,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,0,9,1,1,0,0,0,0,1,0,4,4,2,1,0,3,6,0,2,1,10,0,1,0,2,3,0,0,1,1,0,13,0,1740,1,6,"London : printed for Wood and Woodward in Paternoster-Row, MDCCXL. [1740].",London,407,unknown,,,FALSE,"than hot , as at p4fo, coio, and Potolf, where the Mountains are always covered with Snow ; and the Cause of this Untemperatenefs is the Length of the Nights near the Line, where they arealways equal to the Days; and the farther we remove from it, the more the"
0667900400_000035,A collection of voyages chiefly in the Southern Atlantick Ocean. Published from original M.S.S. by Alexander Dalrymple.,Alexander Dalrymple,119,2,0,8,4,1,1,3,0,1,3,0,0,0,2,5,0,0,1,0,0,1,0,0,9,0,0,0,0,2,8,3,0,1,0,0,0,14,0,5,8,3,4,0,0,0,0,1,0,0,0,1,0,2,0,0,6,3,0,17,0,1775,1,1,"London : printed for the author, 1775. Sold by J. Nourse, Bookseller in Ordinary to His Majesty; P. Elmsly, Strand; Brotherton and Sewell, Cornhill; Jefferys and Faden, St. Martin's-Lane; and A. Dury, Duke's-Court, [1775].",London,183,male,1737,1808,FALSE,"N aifrefl gale , Course E S o13 miles: Difference; of Longi tdde. .38't anid longitude from .Londorn i7°.j17' th.2z. Latitude by, a good obfervatiqn 49°.: 8.. winds.va tiable from, the NORTHEAST: b E to s.g.b eye pl to the Eaf -- wards, Corre, : .Coure:. pr!otra&ed 3.is.e 28, S"
0082900103_000008,"An account of the voyages undertaken by the order of His present Majesty, for making discoveries in the Southern Hemisphere, And successively performed by Commodore Byron, Captain Wallis, Captain Carteret, And Captain Cook, In the Dolphin, the Swallow, and the Endeavour: Drawn up from the Journals which were kept by the several Commanders, and from the Papers of Joseph Banks, Esq; By John Hawkesworth, LL.D. In three volumes. ...",John Hawkesworth,87,1,2,1,3,0,2,1,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,8,8,8,3,2,0,0,0,2,8,1,7,0,2,0,1,4,1,2,3,0,1,0,1,1,0,0,2,2,0,3,0,1773,3,3,"Dublin : printed for A. Leathley, J. Exshaw, W. Sleater, M. Hay, D. Chamberlaine, J. Potts, E. Lynch, J. Williams, W. Wilson, J.A. Husband, J. Porter, J. Milliken, T. Walker, J. Vallance, W. Colles, C. Ingham, R. Moncrifffe, L. Flyn, C. Jenkin, and T. Todd, MDCCLXXIII. [1773].",Dublin,440,male,1715,1773,FALSE,"light breeze at S. S. W. W. which at eight veered to the westward, and, 770 . ~.. ~. March. soon after died away: at ths time we were within three or four miles of the land , and had fifty-four fathom, with a large swell from the W. S."
0716900102_000050,"The philosophical transactions and collections, to the end of the year 1720. Abridged and disposed under general heads. In five volumes. By John Lowthorp, ... and Henry Jones, ...",Royal Society (Great Britain),232,7,1,0,0,2,4,13,0,13,0,0,14,12,4,0,0,0,0,0,16,10,0,1,26,0,0,0,0,0,0,0,0,4,0,5,0,24,0,27,13,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,6,0,1732,2,5,"London : printed for J. and J. Knapton, D. Midwinter and A. Ward, A. Bettesworth and C. Hitch, F. Fayram and T. Hatchett, J. Pemberton, [and 9 others in London], 1732.",London,946,unknown,,,FALSE,"29.o, and at Night rising to 29L-o, being fine , clear Weather . 2 Fair and temperate Wcac her,. Weather , omrewhat cloudy , and overcait, with fmiiall'gales at N., E. te Mercury at 29, and at Night riing to 29-2. 3 A clear and cold Morning , with a"
0785700101_000099,"A voyage towards the South Pole, and round the world. Performed in His Majesty's ships the Resolution and Adventure, in the years 1772, 1773, 1774, and 1775. Written by James Cook, commander of the Resolution. In which is included, Captain Furneaux's Narrative of his Proceedings in the Adventure during the Separation of the Ships. In two volumes. Illustrated with Maps and Charts, and a Variety of Portraits of Persons and Views of Places, drawn during the Voyage by Mr. Hodges, and engraved by the most eminent Masters. ...",James Cook,70,2,2,0,0,0,3,1,1,3,0,1,1,2,3,1,0,0,2,0,1,0,2,0,1,0,0,0,2,3,3,0,1,0,0,0,0,0,3,0,1,6,0,0,1,0,0,0,3,0,1,0,3,9,0,0,0,3,0,4,1,1784,1,2,"London : printed for W. Strahan; and T. Cadell in the Strand, MDCCLXXXIV. [1784].",London,437,male,1728,1779,FALSE,"head; and at eight o'clock, we were close to its edge. It extended East and West, far beyond the reach of our sight. In the situation we were in, just the Southern half of our horizon was illuminated, by the rays of light reflected from the ice, to a considerable"
0667900400_000026,A collection of voyages chiefly in the Southern Atlantick Ocean. Published from original M.S.S. by Alexander Dalrymple.,Alexander Dalrymple,102,1,0,0,1,2,0,0,0,1,0,0,2,0,3,6,0,0,2,0,0,3,0,0,7,0,0,1,0,0,13,3,0,0,0,3,0,2,1,2,3,0,9,1,0,0,1,0,5,0,2,0,0,3,1,0,6,3,1,13,1,1775,1,1,"London : printed for the author, 1775. Sold by J. Nourse, Bookseller in Ordinary to His Majesty; P. Elmsly, Strand; Brotherton and Sewell, Cornhill; Jefferys and Faden, St. Martin's-Lane; and A. Dury, Duke's-Court, [1775].",London,183,male,1737,1808,FALSE,"difference of Longitude is i'. Longitude from London 2°.9/'. W. m.26. Latitude by account 33°.2o'. We have had the Winds from the S E to the S SOUTHWEST a moderate gale till 5 in the afternoon , when the Wind came to S b W sirs' with much rain ,"
0785700101_000096,"A voyage towards the South Pole, and round the world. Performed in His Majesty's ships the Resolution and Adventure, in the years 1772, 1773, 1774, and 1775. Written by James Cook, commander of the Resolution. In which is included, Captain Furneaux's Narrative of his Proceedings in the Adventure during the Separation of the Ships. In two volumes. Illustrated with Maps and Charts, and a Variety of Portraits of Persons and Views of Places, drawn during the Voyage by Mr. Hodges, and engraved by the most eminent Masters. ...",James Cook,93,1,2,0,0,0,5,4,0,6,0,0,0,0,2,5,1,0,2,0,1,0,0,0,2,0,0,0,0,3,9,0,1,3,0,0,0,4,0,1,5,3,2,0,3,0,0,2,2,0,0,2,1,5,0,0,0,5,2,9,0,1784,1,2,"London : printed for W. Strahan; and T. Cadell in the Strand, MDCCLXXXIV. [1784].",London,437,male,1728,1779,FALSE,"the thermometer had been from. 33 to 3i at noonday. Friday 24 On the 24th, the wind abated, veering to the N. W., and the sky cleared up, in the latitude of 67° o', longitude 138° 15'. As we advanced to the N. E. with a gentle gale at N."
0897000600_000094,"An authentic and genuine journal of Commodore Anson's expedition, Containing An exact Account of the several Transactions that happen'd; particularly of the Expeditions to Madeira, St. Julian's, St. Catharine's, and St. Juan Ferdinandez; the great Necessity the Seamen were under for Want of Provisions and of their being forced to live on Sea-Lions, Sea-Dogs, and other Creatures, and of their being obliged to drink their own Urine for Want of Water; of the terrible Storm they were in for forty Days together, in going round Cape Horn; of their bombarding, taking, plundering, and burning of Payta; together with several other Particulars. Published from the journals of several of the principal officers who attended him throughout the whole Expedition. The whole embellished with copper-plates of all the remarkable Things that happen'd during the Voyage.",,85,1,1,3,1,1,3,2,0,1,0,0,1,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,1,11,1,6,0,0,0,0,0,4,0,1,1,0,2,1,0,4,3,3,5,0,2,4,0,0,0,0,5,4,0,6,0,1744,1,1,"London : printed for C. Whitefield, in White Friars, M.DCC.XLIV. [1744].",London,322,unknown,,,FALSE,"because of the vast Quantities of this Sort of shell.filh which are found there. The z6th, it being very calm , and fair Weather , the Gunner went ashore to bring off the People; weighed the Longboat, and took her in tow over a Bar, where was ten Feet Water"
1545500100_000126,"A voyage round the world; but more particularly to the north-west coast of America: performed in 1785, 1786, 1787, and 1788, in the King George and Queen Charlotte, Captains Portlock and Dixon. ... By Captain George Dixon.","Dixon, George",97,0,0,1,1,0,14,0,0,6,0,0,10,1,3,1,0,1,2,1,0,2,0,0,10,0,1,0,0,0,3,0,2,0,2,5,0,0,0,0,4,1,2,1,0,0,1,1,4,0,0,2,0,5,0,0,1,4,0,5,0,1789,1,1,"London : printed for John Stockdale, and Geo. Goulding, 1789.",London,475,unknown,,,FALSE,"E. Variable. A heavy gale . Found both pumps choked with sand; got them S up and cleared them; broke up the sfore hold to examine if there was any water lodged found all dry ; flowed the teas again, and secured the hold. W. to S. W. A heavy"
0606200100_000039,"Observations on the passage to India, through Egypt, and across the great desert; with Occasional Remarks on the adjacent Countries, and also sketches of the different routes: by James Capper, Esq; Colonel in the Service of the Hon. East India Company. Tentanda Via est.",James Capper,82,1,0,3,2,0,2,1,0,1,0,1,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,2,1,0,8,1,4,2,3,3,2,1,0,0,3,7,0,1,1,0,0,0,0,2,3,0,13,0,1784,1,1,"London : printed for W. Faden, Geographer to the King, Charing Cross; J. Robson, in New Bond Street; and R. Sewell, in Cornhill, MDCCLXXXIV. [1784].",London,143,male,1743,1825,FALSE,"bad fleerage. In the morning came on a fresh breeze to the N. W. which continued till ten in the morning , it then grew calm , and afterwards sprung up from the same quarter: latitude observed 26 29 North , distant from the shore about five leagues , high"
0084700202_000007,"An authentic account of an embassy from the King of Great Britain to the Emperor of China; including cursory observations made, and Information Obtained, in travelling through that ancient empire, and a Small Part of Chinese Tartary. Together with a Relation of the Voyage Undertaken on the Occasion by his Majesty's Ship the Lion, and the Ship Hindostan, in the East India Company's Service, to the Yellow Sea, and Gulf of Pekin; as Well as of their Return to Europe; with Notices of The several places where they stopped in their way out and home; being the Islands of Madeira, Teneriffe, and St. Jago; the Port of Rio de Janeiro in South America; the Islands of St. Helena, Tristan D'acunha, and Amsterdam; the Coast of Java, and Sumatra, the Nanka Isles, Pulo-Condore, and Cochin-China. Taken chiefly from the papers of His Excellency the Earl of Macartney, Knight of the Bath, His Majesty's Embassador Extraordinary and Plenipotentiary to the Emperor of China; Sir Erasmus Gower, Commander of the Expedition, and of other Gentlemen in the several departments of the Embassy. By Sir George Staunton, Baronet, Honorary Doctor of Laws of the University of Oxford, Fellow of the Royal Society of London, his Majesty's Secretary of Embassy to the Emperor of China, and Minister Plenipotentiary in the absence of the Embassador. In three volumes. Volume the First.","Sir George Staunton, 1st Baronet",63,0,1,1,1,2,0,1,0,1,0,0,1,0,1,1,0,0,4,0,0,0,0,0,2,1,0,0,2,1,1,1,1,1,1,1,0,1,1,0,4,3,2,3,0,3,1,0,4,1,3,1,0,2,0,0,0,5,0,3,0,1797,2,3,"London : printed for G. Nicol, Bookseller to his Majesty, Pall-Mall, MDCCXCVII. [1797].",London,397,male,1737,1801,FALSE,"some degree, mistrusted by the jealous and cautious government of China. The preference; therefore, on the present oc VOL. II C j7 casion of communicating with foreigners, was naturally given by the Chinese to their own subjects. The Portuguese, indeed, of the dependent settlement of Macao, were, in some degree,"
1183700100_000087,"The history of the discovery and conquest of the Canary Islands: translated from a Spanish manuscript, lately found in the island of Palma. With an enquiry into the origin of the ancient inhabitants. To which is added, a description of the Canary Islands, including the modern history of the inhabitants, And an Account of their Manners, Customs, Trade, &c. By George Glas.",George Glas,100,0,0,0,0,8,5,2,1,1,1,2,0,1,3,0,0,0,5,0,1,2,0,1,1,1,0,1,0,6,0,0,0,0,0,1,0,3,2,0,1,11,4,0,0,1,0,0,9,0,1,0,0,1,3,2,1,6,0,12,0,1764,1,1,"London : printed for R. and J. Dodsley, in Pall-Mall; and T. Durham, in the Strand, MDCCLXIV. [1764].",London,385,male,1725,1765,FALSE,"of the bowels of the earth: and the great square tones, before defcribed, seem to have been thrown out of the cauldron or hollow of the Pike, when it was a volcano. The top of the Pike is inaccessible in every way but that by which we went up, viz."
0088000100_000066,"A voyage round the world; but more particularly to the north-west coast of America: performed in 1785, 1786, 1787, and 1788, in the King George and Queen Charlotte, Captains Portlock and Dixon. Dedicated, by permission, to Sir Joseph Banks, Bart. By Captain George Dixon.","Dixon, George",87,2,0,1,0,0,5,2,0,1,0,0,1,0,2,0,0,0,8,0,1,1,0,0,0,1,0,0,0,7,2,2,1,1,0,1,0,6,0,4,2,12,1,1,1,1,0,1,1,0,1,1,0,5,3,0,0,4,0,4,0,1789,1,1,"London : published by Geo. Goulding, Haydn's Head, No. 6, James Street, Covent Garden, 1789.",London,460,unknown,,,FALSE,"the 1797 Indians. July. A scene now commenced, which absolutely beggars all dercrip tion, and with which we were so overjoyed, that we could scarcely believe the evidence of our senses. There were ten canoes about the ship, which contained, as nearly as I could estimate, 120 people; many of"
0397000101_000114,"The preceptor: containing a general course of education. Wherein the first principles of polite learning are laid down in a way most suitable for trying the genius, and advancing the instruction of youth. In twelve parts. Illustrated with Maps and useful Cuts. Viz. I. On Reading, Speaking and Writing Letters. II. On Geometry. III. On Geography and Astronomy. IV. On Chronology and History. V. On Rhetoric and Poetry. VI. On Drawing. Vii. On Logic. Viii. On Natural History. IX. On Ethics, or Morality. X. On Trade and Commerce. XI. On Laws and Government. XII. On Human Life and Manners. In Two Volumes.",,75,0,1,0,1,4,2,1,0,0,0,0,0,3,1,0,0,0,1,1,1,3,0,0,0,1,3,2,0,6,2,1,1,3,0,0,3,1,3,0,2,4,0,2,0,0,2,0,3,2,0,0,1,1,0,0,3,4,0,5,1,1754,1,2,"London : printed for R. Dodsley, at Tully's-Head in Pall-Mall, MDCCLIV. [1754].",London,542,unknown,,,FALSE,"C fornia. 4 r, Fi;;,. Peru. 6 C/li. 7 Parat 8 Land cfjr. n; n.. a .n., lh'/  ica or paan o : ia. ic. Ir del Frg.. II C /pniioia. (i. Frech, and Sparnik.) 3.' Pr'i..,. 14 floria r. CLINMATF.] i AIO ir ry much intiumbered wi Mount"
0834200200_000068,"A voyage to the South Seas, and to many other parts of the world, performed from September 1740, to June 1744, by Commodore Anson, In his Majesty's Ship the Centurion, having under his Command the Gloucester, Pearl, Severn, Wager, Trial, and two Store Ships. To which is added, An appendix, 1. Containing a summary Account of the Discovery of the East India, China, and the principal Islands, by the Europeans: Of the Progress in Trade and Navigation in those Parts: Their respective Factories, Forts and Settlements. 2. The particular Grants, Patents and Privileges granted to the East India Company: The Methods us'd by the Dutch to supplant us in our Trade, and their massacring the English Factory at Amboyna. 3. A Description of the present Trade of India and China in general; of the Diamond Mines of ... and Visiapour, &c. Illustrated with several copper plates.",Officer of the Squadron,123,9,2,0,3,0,0,0,0,2,0,0,9,0,0,0,0,0,5,0,0,0,0,0,3,2,0,0,0,6,1,9,1,2,0,14,2,1,0,1,0,5,0,12,0,1,2,3,4,0,0,3,0,4,0,0,3,10,0,4,0,1745,1,1,"London : printed and sold by R. Walker, in Fleet lane, 1745.",London,467,unknown,,,FALSE,"down after, has catched in the Air , before it has reached the Water . Sunday, 22 Moderate and cloudy Weather . At 7 in the Morning , the Land being in Sight about seven Leagues distant, we sent twenty Spanish Prisoners afhure in a Spani# Launch, with a Hogshead"
1390600702_000061,"A voyage towards the South Pole, and round the world. Performed in His Majesty's ships the resolution and adventure, in the years 1772, 1773, 1774, and 1775. Written by James Cook, commander of the resolution. In which is included, Captain Furneaux's narrative of his proceedings in the adventure during the separation of the ships. In two volumes. Illustrated with maps and charts, and a variety of portraits of persons and views of places, drawn during the voyage by Mr. Hodges, and engraved by the most eminent masters.",James Cook,81,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,2,1,1,0,0,3,1,0,0,0,5,8,9,0,1,0,0,1,4,1,1,3,3,6,1,1,3,1,5,2,0,0,1,1,2,0,0,1,1,1,3,0,1777,2,2,"London : Printed for W. Strahan; and T. Cadell in the Strand, MDCCLXXVII. [1777].",London,447,male,1728,1779,FALSE,"weed; and the next morning , a feal and some diving pe Friday 16 terels.. For the three last days, the wind had been at West, a steady fresh gale , attended, now and then, with showers of rain .or hail. At six in the morning of the i7th, being"
1664400900_000815,"The gardeners dictionary: Containing the methods of cultivating and improving the kitchen, fruit and flower garden. As also, the physick, garden, wilderness, conservatory, and vineyard, according to the practice of the most experienc'd gardeners of the present age. Intersperss'd with the history of the plants, the characters of each genus, and the names of all the particular species, in Latin, and English; and an explanation of all the terms used in botany and gardening. Together with accounts of the nature and use of barometers, thermometers, and hygrometers proper for gardeners; and of the origin, causes, and nature of metegrs, and the particular influences of air, earth, fire and water upon vegetation, according to the best natural philosphers. Adom'd with copper plates. By Philip Miller, gardener to the botanick garden at Chelsea, and F.R.S.",Philip Miller,85,0,6,0,0,2,1,0,1,1,0,7,1,7,0,0,1,0,0,0,3,0,0,0,0,2,4,0,0,3,3,0,1,1,1,0,0,1,1,1,1,7,2,2,1,0,0,0,8,0,0,0,4,3,1,3,1,1,0,2,1,1732,1,1,"Dublin : Printed by S. Powell, for Richard Gunne in Caple-street, George Risk, George Ewing, and William Smith, in Dame's-street, and John Smith and William Bruce on the Blind-Key, booksellers, MDCCXXXII. [1732].",Dublin,667,male,1691,1771,FALSE,"same in gemz ous menthe daily Progress of the Sun round that Part of thle Globe, and by his Hear rarefying one Part of three Air , while the cooler and heavier. Air behrin~d presses after. And to the land and Sea Breezes , and to in our Climate the"
0606400600_000006,"The history of New-Hampshire. Volume III. Containing a geographical description of the state; with sketches of its natural history, productions, improvements, and present state of society and manners, laws and government. By Jeremy Belknap, A.M. Member of the Philosophical Society in Philadelphia, and of the Academy of Arts and Sciences in Massachusetts.",Jeremy Belknap,76,1,2,0,0,1,0,0,2,0,0,3,1,4,2,1,1,4,1,0,0,0,0,2,0,0,7,0,0,1,0,0,0,0,0,0,1,3,1,1,0,0,3,7,0,0,0,0,3,3,2,2,3,1,0,1,1,3,0,6,2,1792,1,1,"Printed at Boston : for the author, by Belknap and Young, State Street, MDCCXCII. [1792].",Boston,490,male,1744,1798,FALSE,"wind does not blow in iummer, but after. a thunder shower, when its elasticity and coolness are as refreshing as the preceding heat is tedious. Sometimes the extreme heat of several days, produces, in the maritime parts, a sea turn, and in the inland parts, a whirlwind. A remarkable instance"
0718900700_000105,"A voyage round the world; but more particularly to the north-west coast of America: performed in 1785, 1786, 1787, and 1788, in the King George and Queen Charlotte, Captains Portlock and Dixon. Dedicated, by Permission, to Sir Joseph Banks, Bart. By Captain George Dixon.","Beresford, William, Supercargo of the ""Queen Charlotte""",92,2,0,5,3,0,3,2,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,4,1,0,0,0,1,0,4,1,0,2,0,4,0,2,4,8,1,3,1,0,0,3,0,0,2,2,0,8,2,0,9,4,0,6,0,1789,1,1,"London : published by Geo. Goulding, Haydn's Head, No. 6, James Street, Covent Garden, 1789.",London,464,unknown,,,FALSE,"wanted. At six o'clock the people returned on board, having procured a sufficient quanity of fuel. North Island is very small , being perhaps not more than two miles in circumference. It is totally covered with trees of various sorts, many of which I believe are found in our West"
1125500700_000178,"Voyages made in the years 1788 and 1789, from China to the North West Coast of America. To which are prefixed, an introductory narrative of a voyage performed in 1786, from Bengal, in the Ship Nootka; observations on the probable existence of a North West Passage; and Some Account of the Trade Between the North West Coast of America and China; and the Latter Country and Great Britain. By John Meares, Esq,",John Meares,107,0,6,5,1,0,7,5,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,3,5,5,10,0,0,6,0,0,0,1,5,1,0,5,0,2,0,2,0,0,3,0,0,0,3,0,0,8,0,12,0,1790,1,1,"London : printed at the Logographic Press; and sold by J. Walter, No 169, Piccadilly, Opposite Old Bond Street, M.DCCXC. [1790].",London,641,male,1756,1809,FALSE,"e laid till the 24l. F We'nfv; lwrd a frcfh breeze . At fun ret got under way, in conm pany with the shooner. At daylight the S. W. end of Ranai 25 20 51 - - bure. by S.; body of Morotoi N. E.; Woabloo N. W. distant or"
1763800104_000009,"A voyage to the Pacific Ocean; undertaken by command of his Majesty, for making discoveries in the northern hemisphere; performed under the direction of Captains Cook, Clerke, and Gore, in the years 1776, 1777, 1778, 1779, and 1780. Being a copious, ... abridgement of th Voyage written by Captain James Cook, F.R.S. and Captain James King, ... Illustrated with cuts. In four volumes. ...","King, James",89,2,0,0,1,1,3,1,0,3,0,0,0,0,2,3,0,0,4,0,0,0,0,0,2,0,0,0,0,0,6,4,2,0,0,2,0,5,0,1,2,12,3,0,0,0,0,0,4,0,1,0,2,2,0,0,4,8,1,8,0,1788,4,4,"London : printed for C. Stalker, and Scatcherd & Whitaker, 1788.",London,381,male,1750,1784,FALSE,"the I Ith, and flood to that quarter. The latitude , at noon , was 67° 49', and the longitude 188° 47'. On Monday the 12th, we had. light winds and hazy weather . On examining the current, we found it set towards the northwest, at the rate of half"
1710800102_000047,"The philosophical transactions and collections, to the end of the year 1700. Abridg'd and dispos'd under general heads. In three volumes. By John Lowthorp, M.A. and F.R.S.",Royal Society (Great Britain),220,6,1,0,0,3,5,5,0,17,0,0,9,15,3,0,0,0,0,0,13,8,0,0,28,0,0,0,0,0,0,0,0,2,0,5,0,16,0,19,12,0,0,5,0,0,0,0,0,0,0,9,0,0,0,1,0,29,0,9,0,1716,2,3,"London : Printed by Mary Matthews: for Robert Knaplock, at the Bishop's Head; Richard Wilkin, at the King's Head; and Henry Clements, at the Half-Moon, in St. Paul's Church-Yard, M.D.CC.XVI. [1716].",London,950,unknown,,,FALSE,"Full Moon, than it did on the Full Moon at the fquinox r. Fair and Clear Weather , with fminall Gales at N. E. From the ito the 24 fine moderate fair Weather , with small Gales at N. E. to and the 3 Ifl Winds and Weather variable. Nov."
1766100102_000159,"A voyage to the Pacific Ocean. Undertaken, by the command of his Majesty, for making discoveries in the northern hemisphere. ... Performed under the direction of Captains Cook, Clerke, and Gore, ... In the years 1776, 1777, 1778, 1779, and 1780. In three volumes. Vol. I. and II. written by Captain James Cook, F.R.S. Vol. III. by Captain James King, ... Illustrated with maps and charts, from the original drawings made by Lieut. Henry Roberts, under the direction of Captain Cook. ...","King, James",89,0,0,2,1,1,0,0,0,2,0,0,1,0,1,2,1,0,5,0,0,0,1,0,2,1,0,0,0,8,6,6,0,0,0,0,0,3,1,2,2,6,0,0,0,2,1,0,3,0,0,2,3,8,0,0,8,2,0,6,0,1784,2,3,"Dublin : printed for H. Chamberlaine, W. Watson, Potts, Williams, Cross, [and 22 others in Dublin], 1784.",Dublin,571,male,1750,1784,FALSE,"the signal for the Resolution's boat to keep between the ships and the shore. This island, which obtained the name of Stuart's ijjand, lies in the latitude of 630 35'? and seventeen leagued from Cape Denbigh, in the direction of Sduth 270 West. It is six or seven leagues in"
1072100102_000153,"A voyage to The Pacific Ocean. Undertaken, by the command of His Majesty, for making discoveries in the northern hemisphere. ... Performed under the direction of Captains Cook, Clerke, and Gore, ... Vol. I. and II. written by Captain James Cook, F.R.S. Vol. III. by Captain James King, ...","King, James",67,1,1,0,0,0,2,1,0,2,0,0,0,1,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,2,2,3,4,0,0,0,3,0,0,1,7,1,1,0,2,0,0,2,0,1,1,3,3,0,0,5,1,1,7,2,1784,2,3,"London : printed by W. and A. Strahan: for G. Nicol; and T. Cadell, 1784.",London,572,male,1750,1784,FALSE,"nearer view of it, and to look for a harbour; but feeing nothing like one, I flood again to the North , with a light breeze Westerly. At this time, the coast extended from South West to East ; the nearest part four or five leagues distant. The Southern extreme"
0824100101_000094,"Natural history, general and particular, by the Count de Buffon. Translated into English, illustrated with above three hundred copper-plates, and occasional notes and observations, by William Smellie, member of the Antiquarian and Royal Societies of Edinburgh.","Georges-Louis Leclerc, Comte de Buffon",124,0,2,0,0,10,0,1,3,0,0,1,0,0,1,1,0,0,8,0,1,1,0,3,1,1,1,0,0,3,4,3,0,0,0,0,6,1,0,1,0,10,1,3,0,0,0,0,4,2,3,1,1,5,1,0,0,1,0,36,3,1791,1,9,"London : printed for A. Strahan, and T. Cadell in the Strand, M D CC XCI. [1791].",London,538,male,1707,1788,TRUE,"And it is a well known fadh, that vessels which depart from Europe in March, frequently arrive not sooner at Brasil than those which set out in the following olober. The north wind reigns almost perpetually, during the winter , off Nova Zembla, and Other northern coasts. At Cape de"
0139501100_000031,"An account of the navigation between India and the Gulph of Persia, at all seasons, with nautical instructions for that Gulph, by Lieutenant John Mccluer. Published at the charge of the East India Company, by A. Dalrymple.","McCluer, John           ca. 1794",108,0,6,0,1,0,5,4,0,3,0,0,7,0,0,2,1,0,0,0,0,0,0,0,8,0,0,0,0,0,1,6,8,1,0,6,1,0,0,1,3,1,0,18,0,1,0,1,0,0,1,1,1,4,1,0,1,6,0,8,0,1786,1,1,"London : printed by George Bigg, 1786.",London,167,unknown,,,FALSE,"either of the Islands above 3 leagues from the Deck. This Account may be depended on. The Island of May, bears from Cape Nebon 8s2°e, Distance 33 leagues . extrabs ( 44 7 £xtraib of a Letter from Lieutenant Yohn M'cluer, dated Bufforah, 25th Ocober, i785. The smallest of the"
