PassageID,Title,Author,Total termFreq,termFreq(air),termFreq(appear),termFreq(appli),termFreq(attend),termFreq(begin),termFreq(bleed),termFreq(blood),termFreq(bodi),termFreq(cafe),termFreq(caus),termFreq(cold),termFreq(continu),termFreq(cure),termFreq(danger),termFreq(degre),termFreq(differ),termFreq(diseas),termFreq(disord),termFreq(drink),termFreq(fever),termFreq(follow),termFreq(frequent),termFreq(gener),termFreq(happen),termFreq(head),termFreq(heat),termFreq(increas),termFreq(inflamm),termFreq(kind),termFreq(littl),termFreq(matter),termFreq(mean),termFreq(medicin),termFreq(method),termFreq(natur),termFreq(observ),termFreq(occas),termFreq(open),termFreq(oper),termFreq(pain),termFreq(patient),termFreq(person),termFreq(physician),termFreq(prevent),termFreq(produc),termFreq(proper),termFreq(purg),termFreq(quantiti),termFreq(remedi),termFreq(remov),termFreq(sever),termFreq(small),termFreq(sometim),termFreq(symptom),termFreq(taken),termFreq(ulcer),termFreq(urin),termFreq(violent),termFreq(warm),termFreq(water),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0350101100_000036,"The london practice of physic. Wherein the definition and symptoms of diseases, with the present methods of cure, are clearly laid down: to which are added proper tables, exhibiting the doses of medicines, and the Quantity of Purgatives, Opiates, and Mercurials, in the Compositions of the London Dispensatory; and complete indexes of the diseases and medicines. The whole calculated for the General Use of Young Practitioners.",,98,0,1,0,3,1,4,0,0,3,2,0,2,3,1,2,0,3,4,2,2,3,5,3,1,0,1,1,4,1,4,0,1,2,3,0,0,0,2,0,5,4,0,0,1,0,1,1,3,0,0,1,5,1,3,4,0,2,0,3,0,1792,1,1,"London : printed for G.G.J. and J. Robinson, R. Baldwin, and W. Goldsmith, in Paternoster-Row, MDCCXCII. [1792].",London,555,unknown,,,FALSE,"even liquids the mnorf mld4; a tension at the pit of the stomach, extreme anxiety, and internal burning heat : there is a retching and. frequent hiccough, with a small , quick, and intermitting pulse. The treatment depends in a great measure on the cause ; if it arises from"
0491800100_000105,"A guide to health through the various stages of life. Wherein are Explained, I. The different Degrees and Changes of Age, the principal and inevitable Causes of Old Age, and finally of our Dissolution; with a Chronological and Historical brief Account of Long Lives from before the Flood to this present Time. II. The Nature, Properties, Qualities, and Influence of Air. Of Aliments; the Choice of them; their Power upon Human Bodies, with their good and bad Effects. Of Sleeping and Waking; of Motion and Rest; of Retention and Excretion; and of the Passions of the Mind. III. Of the Definitions, Diagnosticks, Prognosticks, and Curative Indications, both Medicinal and Dietetical; of Acute and Chronical Diseases incident to Human Bodies; with the Nature and Use of Bathing and Frictions. The whole illustrated with useful annotations, methodically and succinctly digested, and confirmed by the Authority of the most celebrated Authors, both Ancient and Modern. By Bernard Lynch, M.D.","Lynch, Bernard           1745",101,0,0,1,2,0,1,0,2,6,5,2,3,2,1,0,0,2,2,2,5,1,0,2,3,0,2,1,4,0,1,4,0,4,1,0,0,0,2,0,9,3,2,0,0,1,3,2,0,3,0,0,2,2,2,3,0,1,0,4,3,1754,1,1,"London : printed for M. Cooper in Pater-Noster-Row, 1754.",London,515,unknown,,,FALSE,"Persons asseted with these Disorders sick. complain of Pain about their Back and Loins, sometimes in the Belly about the Navel, with Gripings, yet these Pains are commonly periodical and chronical; and everynow and then comes on a small wandering Fever , and the the Pains come and go, having"
0209100100_000004,"A compendious treatise on the venereal disease, gleets, &c. Divested of the technical terms; with the best methods of cure, so explained as to render medical advice, in the cure of most venereal cases, unnecessary. In which is given, a lotion for the prevention of that disagreeable complaint. By H. Deacon.",H. Deacon,97,0,2,0,1,1,0,0,1,2,3,1,1,9,1,0,1,0,0,0,1,1,2,5,1,0,1,1,3,7,0,1,1,3,1,2,4,0,1,0,2,5,3,0,1,2,1,2,3,1,3,0,2,2,2,0,3,3,2,0,2,1790,1,1,"London : printed for the author; and sold by J. Walker, No 44, Pater-Noster Row. Entered at Stationers Hall, [1790?].",London,137,unknown,,,FALSE,"with the mofi excruciating pain , and in this cafe a tjttal floppage of urine is often the con t(icucncc. Thlcre is another species of a clap thl: t lomctimes appears after impure li^wci) ?!, e felninal viefels and the penis, and r', co: : pal.cs t: h beginning of"
0510100400_000061,"Domestic medicine: or, a treatise on the prevention and cure of diseases by regimen and simple medicines. With an appendix, containing a Dispensatory for the Use of Private Practitioners. By William Buchan, M. D. Fellow of the Royal College of Physicians, Edinburgh. The ninth edition; corrected and enlarged. To which is added, a Complete and copious index.",William Buchan,126,1,0,3,1,2,7,7,5,1,1,4,2,0,0,0,0,8,0,5,3,1,1,3,0,1,2,0,0,0,2,0,1,1,0,2,0,3,0,3,7,9,3,0,0,0,3,0,5,0,0,0,1,4,4,2,1,2,4,5,6,1796,1,1,"Dublin : printed for J. Moore, W. Sleater, and W. Mckenzie, 1796.",Dublin,654,male,1729,1805,FALSE,"ease, ease, which is called the spurious or bajlard pleurif, int which the pain is more external, and chiefly affeas the muscles between the ribs. The pleurisy prevails among labouring people, especially such as work without doors, and are of a sanguine constitution. It is moult frequent in the spring"
0269000301_000044,"A system of the practice of medicine; from the Latin of Dr. Hoffman. In two volumes. By the late William Lewis, M. B. F. R. S. Author of the New Dispensatory, &c. Revised and completed By Andrew Duncan, M. D. Fellow of the Royal College of Physicians, Edinburgh, and member of the Royal Societies of Medicine, of Paris, Copenhagen, Edinburgh, &c.",Friedrich Hoffmann,103,1,1,0,2,2,1,6,4,0,0,6,0,2,2,0,0,1,1,0,16,1,1,1,3,2,8,0,5,4,1,1,0,2,1,4,0,1,0,1,1,4,1,1,0,0,2,0,0,1,0,0,1,2,4,0,0,1,2,1,1,1783,1,2,"London : printed for J. Murray, No. 32. Fleet-Street; and J. Johnson, St. Paul's Church Yard, M,DCC,LXXXIII. [1783].",London,596,male,1660,1742,FALSE,"TRUE ardent fever is attended with an intense burning heat of the whole body , and an unquenchable thirst: the tongue is dry, rough, chapt, and black: the pulse quick, finall and weak: the eyes clear, bright, of a reddish cast: the nails livid: the face and spittle yellow: the"
0216301100_000026,"Elements of the practice of physic. By John Gregory, M.D. Professor of the Practice of Physic in the University of Edinburgh. For the Use of Students.",John Gregory,125,1,0,1,5,5,3,3,4,0,8,4,2,3,1,1,1,4,0,1,13,0,1,6,1,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,15,2,0,0,0,3,1,0,0,0,2,2,1,12,2,0,1,2,2,4,0,1772,1,1,"Edinburgh : printed by Balfour and Smellie, for J. Balfour, M,DCC,LXXII. [1772].",Edinburgh,201,male,1724,1773,FALSE,"the decline of life. The occasional causes , betides the general causes of inflammatory fever , arc, a. External injuries. b. Calculi. C Acrid diurerics. are not some causes assigned for nephritis, from a fuppolition that they might produce it, but without any Z dire( () direct experience that ever"
0010501700_000003,"A treatise on the venereal disease: by James Dunbar Innes, A.M. Surgeon in London, and member of the Royal Medical Society of Edinburgh.","Innes, James Dunbar",107,0,2,1,0,2,0,0,0,5,0,0,4,8,0,0,2,6,2,2,0,0,1,5,0,0,1,3,7,0,1,2,0,2,4,0,1,1,1,0,2,4,1,0,2,3,3,0,3,1,2,1,0,3,6,1,5,1,1,1,4,1783,1,1,"London : printed for S. A. Cumberlege, Pater-Noster-Row, M.DCC.LXXXIII. [1783].",London,110,unknown,,,FALSE,"differs in duration; in some cafes the heat of urine and chordce quickly disappear; in others, they continue for some considerable time; in this varying greatly, according to the state of the patient's health and temperament. The'heat and pain in making water , generally go off before the chordee' "
0734700200_000172,"A new medical dictionary; or, general repository of physic. Containing an explanation of the terms, and a description of the various particulars relating to anatomy, physiology, physic, surgery, materia medica, chemistry, &c. &c. &c. Each Article, according to its Importance, being considered in every Relation to which its Usefulness extends in the Healing Art. By G. Motherby, M.D. C. M. S. By George Wallis, M. D. S. M. S. Lecturer on the Theory and Practice of Physic, London.","Motherby, G. (George)",100,1,2,3,4,2,6,1,0,3,2,1,1,1,2,2,0,0,5,0,3,3,1,1,0,0,0,3,2,1,0,3,2,2,0,1,1,0,0,0,3,5,3,0,1,1,2,6,3,2,0,0,1,5,4,1,0,0,2,2,0,1791,1,1,"London : printed for J. Johnson, St. Paul's Church-Yard; G. G. J. and J. Robinson, Paternoster-Row; A. Hamilton, jun. and J. Murray, Fleet-Street, MDCCXCI. [1791].",London,787,male,1732,1793,FALSE,"lln: il a1 frfli quantity is accunulated. The gouty matter is omietinces so difeiharged this way, that gouty persons art kept clear from all other indisposition;, whilst free fron rcturls of the regular gout by it. Sometimes the golw appears originally in tie form of an ailhma, and ralnolt be"
0490700100_000015,"Elements of the practice of physic. Part the II. Containing the history and methods of treating fevers and internal inflammations. By George Fordyce, M.D. Of the Royal College of Physicians, and Reader on the Practice of Physic in London. The Second Edition, Corrected.",George Fordyce,112,1,1,1,1,2,2,0,2,2,1,5,3,4,0,1,2,4,0,0,3,0,5,2,0,0,0,3,13,1,2,1,3,0,0,0,0,0,0,0,7,5,0,0,0,3,0,2,4,1,0,0,4,10,6,1,1,1,1,1,0,1768,1,1,"London : printed for Joseph Johnson and J. Payne (at No. 8.) in Pater-Noster Row, MDCCLXVIII. [1768].",London,141,male,1736,1802,FALSE,sometimes all these parts are inflamed together; but more commonly only one at a time in the same patient . 4 This ( 61) The Inflammation of the INTESTINES. T HE inflammation of the exterior coats of the The disease . INTESTINES (of which the symptoms and manner of treatment
0542500400_000078,"Observations on the prevailing diseases in Great Britain: together with a review of the history of those of former periods, and in other countries. By John Millar, M.D.",John Millar,119,3,1,2,5,2,0,2,9,0,1,0,4,2,0,2,0,10,1,0,6,0,3,0,1,1,7,0,2,1,0,1,0,16,0,3,0,2,0,0,5,1,1,0,2,1,1,2,0,1,3,0,3,1,1,0,2,1,4,1,2,1770,1,1,"London : printed for T. Cadell, successor to Mr. Millar, and T. Noteman, in the Strand, M.DCC.LXX. [1770].",London,388,male,1733,1805,FALSE,"acids. Amulets, remedies commonly hung about the neck for preventing or curing diseases . Ancdyne, medicines that ease pain .. .danomalous, irregular. Antacids, substances of an opposite nature to acids, ifch as alkalies andc. absorbent earths. Anthelmiintic, medicines against worms. Antihyflerics, medicines against the hysteric disease . Antimonial, of or"
0165400600_000024,"Artis medicinæ vera explanatio: or, a true explanation of the art of physic. Containing a plain and accurate account of all the diseases incident to the human body; ... To which are added, many ... remarks and observations, on anatomy, animal-magnetism, chymistry, the non-naturals, physiognomy, &c. The whole illustrated with elegant engravings, and notes critical and explanatory. By A. G. Sinclair, M.D. ...","Sinclair, A. G.",93,0,2,2,1,0,4,0,1,2,2,1,1,1,1,0,0,1,7,1,2,1,2,2,0,1,4,0,5,1,2,2,0,3,0,0,5,0,2,1,7,2,0,0,0,0,3,1,3,2,1,1,3,2,0,1,0,4,1,1,1,1791,1,1,"London : printed for the author, by J. Johnson. and sold by W. Miller, 1791.",London,467,unknown,,,FALSE,"nervous antispasmodic. GALREDA, is a thick viscous juice, extrated by boiling from the grifley parts of animals, usually called jelly. GANGLION, is a humour in the tendinus and nervous parts, and which may proceed from a fall, firoke, cor an exudation of nervor juices from a bruise or the like"
1116000111_000197,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,98,1,0,1,4,0,1,1,2,1,7,1,2,4,1,0,3,5,1,0,1,0,8,1,2,1,1,1,11,1,1,3,0,1,0,0,0,0,0,1,9,1,1,0,0,1,1,1,1,0,1,0,1,3,3,1,1,2,2,0,1,1798,11,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,834,unknown,,,FALSE,"in the left hypochondrium, and the paroxysms for the most part aifume a quartan form. When the patients expose themselves for a little to the free air , their extremities immediately grow very cold . If an hamorrhagy happens , the blood flows out of the left nofiril. The other"
0563500100_000292,"The compleat family physician; or, universal medical repository. Containing the Causes, Symptoms, Preventions, and Cures, of all the various Maladies to which human Nature is Liable. With an Account of Every Celebrated Spa, British and Foreign, and Strictures on Quackery. To which are added, The Family Surgery; the Compleat British Herbal; Observations on Tea, Coffee, Tobacco, and Snuff; and A Great Variety of Most Extraordinary cases in Physic and Surgery. The whole forming a Compleat Body of Domestic Medicine, Calculated as well to Assist Gentlemen of the Faculty, as for the use of Private Families. By Hugh Smythson , M. D.","Smythson, Hugh",106,3,2,0,2,1,1,7,0,2,3,1,3,1,1,1,0,1,2,0,16,2,3,2,0,1,3,2,6,2,0,1,0,0,0,0,1,4,0,1,5,5,0,0,0,3,1,0,1,0,1,0,1,1,5,1,0,1,2,1,3,1785,1,1,"London : printed for Harrison and Co. No 18, Paternoster Row, M.DCCLXXXV. [1785].",London,1041,unknown,,,FALSE,"Of milk fevers we have already treated under inflammations of the breasts, and milliary fevers have been described, and proper directions for treatment and cure given, among the other classes of fevers . The puerpuralfever is the nmoft fatal which attends women in this situation, and deserves the most particular"
0029400300_000002,"The complete English physician; or, an universal library of family medicines. Containing a new and approved selection of efficacious prescriptions and remedies, (made Use of by the Faculty) For the Cure of all Disorders to which the Human Body is liable. Together with plain and easy Directions for the Use or Application of those Remedies, with Safety, in Private Families. The Whole calculated to administer the most valuable Assistance in the Prevention and Cure of every Disease and Malady incident to Both Sexes. Including Important Observations, from the most eminent Authorities, on proper Regimen and simple Medicines. Also, other Medical Remarks worthy the Attention of Mankind in general; Tending to restore Health and prevent Illness through every Stage of Life. By George Alexander Gordon, M.D.","Gordon, Geo. Alex. (George Alexander)",109,0,0,4,1,0,1,1,1,2,2,0,0,26,2,0,0,4,1,2,6,1,1,2,0,6,1,0,2,0,1,0,1,5,2,0,0,2,1,0,2,2,1,1,1,0,2,3,1,0,2,1,1,3,1,2,0,4,2,0,2,1785,1,1,"London : printed for Alex. Hogg, No. 16, Pater-Noster-Row, [1785?].",London,119,unknown,,,FALSE,"methd of cure , 26 Looseness, feldm of bad tendancy, ib. Buchan thereon, - - 27 How a Diarrbea Should be treated, - ib. oemiting, nethod of cure , - lb. heart burm, the cause and cure thereof, 28 Diabetes, or exceffie Diftharge of Urine , - ib. Medicines to"
0216600800_000062,"A treatise on tropical diseases; on military operations; and on the climate of the West-Indies. By Benjamin Moseley, M. D. Physician to Chelsea Hospital, member of the College of Physicians of London, of the University of Leyden, of the American Philosophical Society at Philadelphia, &c. &c.",Benjamin Moseley,104,0,1,3,0,2,4,10,0,1,7,2,2,5,1,0,1,6,0,2,3,0,0,2,0,1,2,1,3,0,2,0,0,2,1,1,0,0,0,0,2,7,1,1,0,1,1,1,3,3,0,0,1,0,0,4,5,1,0,2,6,1795,1,1,"London : printed for G. G. and J. Robinson, Pater-Noster-Row, 1795.",London,576,male,1742,1819,FALSE,"a proof of his excellent wit, as well as of that profound judgement for which he is so justly famed. He makes proper refleetions on this sort of pratice, and U 4 also also points out the danger of the improper use of anodynes. Method . Medend. Lib. XII Cap."
0580300600_000166,"Domestic medicine: or, a treatise on the prevention and cure of diseases by regimen and simple medicines. With an appendix, containing a dispensatory for the use of private practitioners. By William Buchan, M. D. Fellow of the Royal College of Physicians, Edinburgh.",William Buchan,106,0,3,0,1,4,0,0,0,0,0,1,1,4,0,4,2,2,2,2,0,0,3,4,0,0,7,3,2,1,2,3,0,1,1,3,1,1,1,0,10,6,1,1,0,0,3,1,1,0,0,0,1,4,4,0,1,4,2,2,6,1794,1,1,"London : printed for A. Strahan and T. Cadell, London; and J. Balfour, and W. Creech, Edinburgh. Sold also by T. Cadell Junr, and W. Davies, (successors to Mr. Cadell,) in the Strand, MDCCXCIV. [1794].",London,788,male,1729,1805,FALSE,"certainly plead our excuse, if any excuse be neceitary, for endeavour. ing to point out the symptoms and cure of this too common difea!e. To enumerate all its different symptoms , however, and to trace the difdale minutely through its various itages, would require a much larger Ipace than fails"
0269000301_000014,"A system of the practice of medicine; from the Latin of Dr. Hoffman. In two volumes. By the late William Lewis, M. B. F. R. S. Author of the New Dispensatory, &c. Revised and completed By Andrew Duncan, M. D. Fellow of the Royal College of Physicians, Edinburgh, and member of the Royal Societies of Medicine, of Paris, Copenhagen, Edinburgh, &c.",Friedrich Hoffmann,107,1,0,1,0,3,0,3,2,3,0,5,4,2,1,1,0,0,0,3,12,5,2,0,0,3,10,2,3,1,2,0,0,1,1,0,2,2,1,1,5,2,0,0,1,0,0,3,2,0,2,1,2,0,1,3,0,2,2,3,1,1783,1,2,"London : printed for J. Murray, No. 32. Fleet-Street; and J. Johnson, St. Paul's Church Yard, M,DCC,LXXXIII. [1783].",London,596,male,1660,1742,FALSE,"of acrid bile. In the decline of the fever , give the laxatives above prescribed. 3 Emetics are to be used with caution, lest they bring on a hiccup, or dispose the stomach to inflammation . If the patient inclines to vomiting, warm water with salt, or a slight antimonial"
0580400600_000210,"The lady's complete guide; or cookery and confectionary in all their branches. Containing the most approved receipts, ... To which is added, ... the complete brewer; ... also the family physician; ... By Mrs. Mary Cole, ...","Cole, Mary, cook",100,0,2,1,0,0,5,6,4,3,1,3,1,0,6,1,0,5,2,4,2,0,1,4,0,1,1,1,3,1,1,0,1,2,0,0,0,1,1,0,5,10,0,0,1,0,3,1,2,0,1,1,1,1,3,3,0,0,1,2,1,1789,1,1,"London : printed for G. Kearsley, 1789.",London,609,female,,,FALSE,"the disorder muss be pursued, and such medicines taken as have a tendency to restrain the flux, and countera& the morbid as fctions of the fyitem from whence it proceeds. Arbuthnot. The Bleeding and Blind Piles. A discharge of blood from the hemorrhoidal vefiels, is called the bkeding piles. When"
0165200100_000075,"Domestic medicine: or, a treatise on the prevention and cure of diseases by regimen and simple medicines. With an appendix, containing a dispensatory for the use of private practitioners. By William Buchan, M. D. Fellow of the Royal College of Physicians, Edinburgh. The fifteenth edition; to which are prefixed, Observations concerning the diet of the common people; recommending a Method of living less expensive, and more conducive to Health, than the present. Not in any former edition.",William Buchan,117,1,0,1,1,3,5,8,5,0,1,4,2,0,0,0,0,7,0,5,3,1,1,3,0,1,2,0,1,0,3,0,1,1,0,2,0,3,0,3,7,8,2,0,0,0,3,0,5,0,0,0,1,3,2,1,1,2,5,4,5,1797,1,1,"Dublin : printed by P. Wogan, No. 23, Old Bridge, 1797.",Dublin,820,male,1729,1805,FALSE,"XVI OF THE PLEURISY. H E TRUE pleurifv is an inflammation of that membrane called the pleura, which lines the inside of the breast. It is diftinguilhed into the moist and dry. In the former the patient spits freely; in the latter, little or none at all. There is likewise"
0165100400_000102,"Domestic medicine: or, a treatise on the prevention and cure of diseases by regimen and simple medicines. With an appendix, containing a dispensatory for the use of private practitioners. By William Buchan, M. D. Fellow of the Royal College of Physicians, Edinburgh. The twelfth edition, enlarged and improved. To which is added, a chapter on cold bathing, and drinking the mineral waters, with additions.",William Buchan,120,0,2,2,3,2,1,0,1,3,1,3,2,4,1,0,0,4,0,6,0,1,2,9,0,1,0,1,3,3,0,0,3,2,3,1,0,4,0,1,6,9,0,0,1,0,2,2,2,0,1,2,2,1,5,2,0,0,1,9,6,1792,1,1,"Dublin : printed for W. Sleater, J. Moore, R. White, and J. Rice, M.DCC.XCII. [1792].",Dublin,705,male,1729,1805,FALSE,"as it is the fittest body we know for making its way through the inteflinal canal. If the disease proceed from a rupture, the patient must be laid with his head very low, and the intestines returned by gentle prelfure with the hand. If this, with fo nentations and clysters,"
0521200100_000123,"Domestic medicine: or, a treatise on the prevention and cure of diseases by regimen and simple medicines. With an appendix, containing a dispensatory for the use of private practitioners. By William Buchan, M. D. Fellow of the Royal College of Physicians, Edinburgh. The fifteenth edition; to which is added, Observations concerning the diet of the common people, recommending a Method of living less expensive, and more conducive to Health, than the present.",William Buchan,108,0,0,0,3,1,2,5,3,1,3,4,2,3,3,1,2,5,0,1,2,0,3,6,0,9,1,0,0,1,1,1,0,1,1,0,2,5,0,0,6,5,1,0,3,1,0,2,1,0,0,0,0,6,2,0,1,2,2,2,2,1797,1,1,"London : printed for A. Strahan, and T. Cadell jun. and W. Davies, (successors to Mr. Cadell,) in the Strand; and J. Balfour, and W. Creech, Edinburgh, MDCCXCVII. [1797].",London,823,male,1729,1805,FALSE,"weak warm liquor, to promote a sweat. This, with a dose or two of rhubarb at the beginning , would often carry off the disease . In countries where dysenteries prevail, we would advise such as are liable to them, to take either a vomit or a purge every spring"
0206200900_000065,"Domestic medicine: or, a treatise on the prevention and cure of diseases by regimen and simple medicines. With an appendix, containing a dispensatory for the use of private practitioners. To which are added, observations on the diet of the common people; Recommending a Method of Living Less Expensive, and More Conducive to Health, than the Present. By William Buchan, M. D. Fellow of the Royal College of Physicians, Edinburgh.",William Buchan,108,0,0,0,5,1,2,2,0,2,2,2,1,1,1,0,1,14,1,5,4,0,1,4,2,0,0,1,5,2,0,2,1,4,1,1,2,0,0,0,3,9,1,0,2,0,3,1,0,0,0,0,2,4,4,2,0,0,1,3,3,1800,1,1,"London : printed by A. Strahan, Printers Street; for A. Strahan; T. Cadell Jun. and W. Davies, Strand; and J. Balfour, and W. Creech, Edinburgh, 1800.",London,825,male,1729,1805,FALSE,"different periods of a disorder ; and where one fails of success, or disagrees with the patient , it will be proper to try another. What is called the crisis or height of the fever , is sometimes attended with very alarming symptoms , as difficulty of breathing, an irregular"
0992900400_000172,"The family magazine: in two parts. Part I. Containing useful directions in all the branches of house-keeping and cookery Particularly Shewing How to Buy-in the Best of all Sorts of Provisions; As Poultry-Ware, Butchers-Meat, Fish, Fruit, &c. With several Hundred Receipts in Cookery, Pastry, Pickling, Confectionary, Distilling, Brewing, Cosmeticks, &c. Together with the Art of Making English Wines, &c. Part II. Containing a compendious body of physick; explaining the virtues and properties of all sorts of meats, drinks, Herbs, Plants, Roots, Seeds, &c. used either as Food or Physick. And succinctly Treating of All the Diseases and Accidents Incident to Men, Women, and Children: with Practical Rules and Directions for the Preserving and Restoring of Health, and Prolonging of Life. As also how to make all Kinds of Balsams, Salves, Ointments, Elixirs, Cordials, Diet-Drinks, Syrups, Electuaries, Powders, &c. In a Method intirely New and Intelligible; in which every Disease is rationally and practically considered, in its several Stages and Changes; and approved Recipe's inserted under every Distemper, in Alphabetical Order. Being principally the Common-Place Book of a late able Physician, by which he successfully, for many Years, regulated his Practice. To which is Added, An Explanation of such Terms of Art used in the Work, as could not be so easily reduced to the Understanding of common Readers.",,87,1,0,0,2,1,0,3,1,1,3,3,2,4,1,1,0,3,0,1,2,2,3,1,1,1,3,0,7,0,1,4,0,1,0,0,0,1,1,0,1,0,0,1,0,1,2,1,1,3,1,1,0,0,2,2,1,4,1,4,6,1743,1,1,"London : printed for J. Osborn, at the Golden-Ball in Pater-Noster Row, MDCCXLIII. [1743].",London,466,unknown,,,FALSE,"if it should prove otherwise, use the fqllowing apozem : Take red dyers root, and tur merick, each one ounce; greater celandine with the whole, and tops of lesser cenraury, each half an ounce; boil them in spring water , and Rhenish wine, each an equal quantity , to a"
0490700200_000133,"A new and general system of physic, in theory and practice. Containing the pharmacopoeias of the Royal Colleges of London and Edinburgh, and many other Simples and Compositions, disposed according to their Nature and Virtues, under different Classes: To each of which is added, A great Variety of useful and elegant Formulae: The Natural, Chymical, and Pharmaceutic History of each Simple and Composition is given; with their Medicinal Virtues, Manner of Operation, and Dose. To the whole is subjoined, an index of diseases and their Remedies, with an Alphabetical Catalogue of all the Simples and Compositions, shewing the Page, Class, Denomination, Part used, and Dose. The whole is collected from and compared with the best medical writers. By William Smith, M.D.","Smith, William, M.D.",92,2,0,2,1,4,3,7,0,2,2,3,1,3,2,1,2,3,1,0,8,0,1,0,0,2,2,1,3,2,1,1,1,0,1,0,0,0,1,0,4,3,1,1,2,1,0,0,4,2,0,0,1,0,1,2,0,3,1,0,3,1769,1,1,"London : printed for the author, and sold by W. Owen in Fleet-Street, M.DCC.LXIX. [1769].",London,629,unknown,,,FALSE,"other part of the blood ,. it oon evaporates, for the putrid particles are always the moult volatile. The primary symptoms of this disorder are a scorching unequal heat , most ardent about the vital parts, but less in the extreme parts; which are, for the most part, cold ;"
0264600200_000015,"The modern family physician, or the art of healing made easy; being a plain description of diseases to which Persons of every Age are most liable, with the methods of cure. Extracted from the Writings of Sydenham, Mead, Sloane, Boerhaave, Buchan, Tissot, and other eminent physical writers, and Adapted to the Use of private Families.",,104,1,3,0,5,3,2,1,2,2,1,2,0,1,2,0,0,2,2,5,8,1,4,5,1,2,1,0,2,0,4,0,0,0,0,0,0,3,1,1,0,14,3,0,1,1,2,1,1,1,0,0,1,2,4,0,0,1,3,1,1,1775,1,1,"London : printed for F. Newbery, the Corner of St. Paul's Church-Yard, 1775.",London,287,unknown,,,FALSE,"with respect to women during their pregnancy, they should use moderate exercise, abstain from, green fruits, and eat cooling victuals to prevent costiveness. There is another fever with which people are often afflited, called the remitting fever , because most of the symptoms are very uncertain in their first appearance"
1496601700_000004,"History of the yellow fever, as it appeared in the city of New York, in 1795. By Alexander Hosack, Jun. M.D. of New York.",Thomas Dobson,120,2,2,0,3,1,1,4,9,2,5,2,0,3,0,0,2,14,0,3,4,3,1,4,0,2,1,3,0,1,0,4,1,3,0,0,3,0,0,5,1,1,2,1,3,7,0,3,2,0,4,1,0,0,1,0,0,0,3,1,2,1797,1,1,"Philadelphia : Printed by Thomas Dobson, at the stone-house, no. 41, South Second-Street, 1797.",Philadelphia,36,male,1751,1823,FALSE,"fan and fire. 3d. Fatigue, whether induced upon the mind or body , and from whatever fouree. 4th. Grief. Persons who attended friends or relatives in this disease were not unfrequently seized aduring their attendance . 5th.. Excess in venery, and other evacuations, such as bleeding and purging , aided"
0264400100_000099,"The compleat family physician: being a perfect compendium of domestic medicine. ... To which is added, a system of family surgery, ... The whole compiled from the works of the most eminent medical authors.",,100,3,1,1,5,2,1,1,4,6,2,3,0,1,2,1,2,4,2,0,6,1,2,1,0,0,2,0,4,4,0,3,2,1,1,2,2,2,0,1,0,5,1,0,0,0,1,4,0,0,0,2,0,3,3,1,0,3,2,0,0,1800,1,1,"Newcastle upon Tyne : printed by Matthew Brown, 1800-01.",Newcastle upon Tyne,833,unknown,,,FALSE,"kind renders the disease rfe. The fcariet spots, after a few days, dry off, and the skin feales away, d after this the patient is usually soon well. At this time, two or ree doses of some gentle purge are to be given; and if the weather be d, the"
0920400300_000049,"Advice to the people in general, with regard to their health: but particularly calculated for those, who are the most unlikely to be provided in time with the best assistance, in acute Diseases, or upon any sudden inward or outward Accident. With A Table of the most cheap, yet effectual Remedies, and the plainest Directions for preparing them readily. Translated from the French Edition of Dr. Tissot's Avis au peuple, &c. Printed at Lyons; with all the Notes in the first English Edition, and a very few additional ones. By J. Kirkpatrick, M.D.",Samuel-Auguste Tissot,107,0,2,1,1,0,2,1,0,3,8,1,1,5,1,1,1,4,6,3,1,0,0,2,4,0,4,3,0,0,2,1,0,3,2,0,0,2,1,0,9,2,3,0,0,3,2,3,0,3,2,2,1,2,1,0,0,0,4,1,3,1766,1,1,"London : printed for T. Becket and P.A. de Hondt, at Tully's Head, near Surry-Street, in the Strand, MDCCLXVI [1766].",London,660,male,1728,1797,FALSE,"toothache, from this Cause . This Pain , or rather Torment, if in an acute Degree , commonly happens very suddenly, and often after forne heating Cause . The Pulse is strong and full; the Countenance considerably red; the Mouth extremely hot: there is often a pretty high Fever ,"
