PassageID,Title,Author,Total termFreq,termFreq(art),termFreq(believ),termFreq(better),termFreq(bring),termFreq(brother),termFreq(care),termFreq(death),termFreq(enter),termFreq(exit),termFreq(faith),termFreq(father),termFreq(fear),termFreq(fellow),termFreq(friend),termFreq(gentleman),termFreq(god),termFreq(hand),termFreq(head),termFreq(heart),termFreq(hold),termFreq(honour),termFreq(hope),termFreq(hous),termFreq(king),termFreq(know),termFreq(ladi),termFreq(leav),termFreq(letter),termFreq(life),termFreq(littl),termFreq(live),termFreq(love),termFreq(madam),termFreq(marri),termFreq(matter),termFreq(mean),termFreq(mind),termFreq(natur),termFreq(night),termFreq(noth),termFreq(old),termFreq(plai),termFreq(pleas),termFreq(poor),termFreq(prai),termFreq(run),termFreq(self),termFreq(servant),termFreq(speak),termFreq(sure),termFreq(think),termFreq(thought),termFreq(true),termFreq(wife),termFreq(woman),termFreq(word),termFreq(world),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpt
1780600900_000018,"Love's last shift; or, the fool in fashion. A comedy, as written by Colley Cibber, Esq. and performed at the Theatre-Royal in Drury-Lane. ... regulated from the prompt-book, ... by Mr. Hopkins, prompter.",Colley Cibber,74,0,1,1,0,0,1,2,3,1,2,0,0,1,0,1,0,0,0,1,2,0,1,1,0,3,6,4,1,3,1,1,9,4,0,0,1,0,1,0,2,0,0,1,1,5,1,0,2,1,3,1,1,0,0,2,1,0,1,1777,1,1,"London : printed for John Bell, 1777.",London,82,male,1671,1757,TRUE,"T. Wor. She knows what the does, I'llwarrant you. sel. Woar. Ay, ay, the fox is a better politician than * the lion.' Fla. [ With tears in her eyes.] Now, woman . [Afide.j Sir Novelty, pray , Sir, let me speak with you. Sir Nov. Ay, Madam . Fla."
1780600400_000005,"The history of King Lear: a tragedy, as it is now acted at the King's Theatre. Reviv'd with alterations. By N. Tate.",Nahum Tate,77,2,0,0,3,2,2,2,6,3,0,3,0,2,1,1,0,0,1,0,1,2,0,2,3,7,1,0,1,1,0,3,2,1,0,2,3,0,4,2,3,1,1,0,0,0,0,0,1,2,0,2,1,0,0,0,1,0,2,1729,1,1,"London : printed in the year, 1729.",London,70,male,1652,1715,FALSE,"in, And thy dear Judgement out; Go, go, my Peoplt Goigg off meets Albany entering . Ingrateful Duke, was this your Will? Alb. What, Sir? Lear. Death I fifty of my Followers at a Clap! Alb. The Matter , Madam ? Gone. Never afftid yourself to know the Cause, But"
0292200124_000031,"Bell's British Theatre. Consisting of the most esteemed English plays. .. . Containing Comus,..,[sic]....... By Milton. Alchymist, ....... - Ben Jonson. Love for Love, ..... - Congreve. Rival Queens, ..... - Lee.",,82,2,0,1,1,0,1,2,5,4,0,0,2,2,0,1,0,1,0,0,3,9,4,0,0,1,3,2,0,0,0,1,2,8,0,1,2,0,0,1,1,0,2,0,0,1,1,0,4,0,3,4,2,0,0,0,3,2,0,1797,24,34,"London : printed for, and under the direction of, George Cawthorn, British Library, Strand, 1797.",London,352,unknown,,,FALSE,"two thousand pounds. Lord G. What mean you, madam ? L Gent. To be as you would have me, just, and pay my debts of honour : for those that you demand against my honour , by the known laws of play are void: where honour cannot win, honour can"
0018800103_000039,"Family secrets, literary and domestic. By Mr. Pratt. In five volumes. ...",Samuel Jackson Pratt,72,0,0,0,1,1,0,0,2,0,0,2,0,1,1,1,2,2,0,3,0,6,0,2,0,2,7,1,1,1,6,2,0,1,0,2,1,0,1,1,1,1,0,0,3,3,0,0,2,2,2,0,0,2,0,2,1,1,2,1797,3,5,"London : printed for T.N. Longman, Paternoster-Row, 1797.",London,421,male,1749,1814,TRUE,"would; serve their worthy honours and the good Mr. Dennifon by night and by day,. far and near, all the world over."" Nay as to that,"" said another "" you know , William, we had rather a thousand times pass our whole lives with some good gentry in hard labour,"
0277800900_000014,"A trip to Scarborough, a comedy. As performed at the Theatre Royal in Drury Lane. Altered from Vanbrugh's Relapse; or, virtue in danger. By Richard Brinsley Sheridan, Esq.",Richard Brinsley Sheridan,73,0,0,2,1,1,3,0,3,3,2,0,0,0,0,0,0,1,0,2,0,4,1,0,0,2,4,1,1,0,0,2,3,3,8,4,0,1,0,0,1,2,0,1,1,3,1,0,1,0,2,3,0,0,0,2,1,0,3,1781,1,1,"Dublin : printed by R. Marchbank, for the company of booksellers, M.DCC.LXXXI. [1781].",Dublin,70,male,1751,1816,TRUE,"we are married you shall obey me. r. fab. With all my heart . But I doubt we must get Nurse on our fide, or we shall hardly prevail with the Chaplain. mi/f. No more we shan't indeed, for he loves her better than he loves his pulpit, and would"
0568600400_000012,The scornful lady. A comedy.,John William Fletcher,99,0,0,1,1,0,1,0,3,2,1,0,1,1,1,5,1,0,0,0,0,0,1,1,0,3,32,6,0,0,0,1,9,2,1,0,1,2,0,0,1,1,1,3,0,5,0,1,0,0,1,1,0,0,1,1,0,2,4,1733,1,1,"London : printed for J. Tonson: and sold by W. Feales at Rowe's Head, the Corner of Essex-Street, in the Strand, 1733.",London,82,male,1579,1625,FALSE,"Fault, upon my most unworthy self for this? El. Lo. Leave to love others, twas some Jealousy That turned him desperate. Lady . I'll be with you straight: Are you wrung there? El. Lo. This works'amain upon her. Lady . I do confess there is a Gentleman Has born me"
0835500400_000006,"The wonder: a woman keeps a secret. A comedy. As it is acted now at the Theatre-Royal in Drury-Lane, by His Majesty's servants. Written by Mrs. Cent Livre.",Susanna Centlivre,80,2,0,1,2,1,4,0,3,3,0,5,2,1,1,4,0,2,0,1,1,0,3,5,0,5,5,0,1,0,0,0,2,9,0,1,0,0,0,0,1,0,0,0,0,4,2,0,2,2,0,1,2,0,0,1,0,1,0,1757,1,1,"London : printed for C. Hitch and L. Hawes, in Paternoster-Row, MDCCLVII. [1757].",London,84,female,1667,1723,TRUE,"Sun to me, because it brings my Love . Flor. (Shrieks Mithin) Ah Thieves, Thieves! Murder, Murder! Vio. (Shrieks) Ah! defend me Heaven! What do I hear Fell is certainly pursue, and will be taken. Enter Flora running . Vo. How now! Why dost iare so? Aniwer me quickly! What's"
0516801600_000032,"The lady's last stake, or, the wife's resentment. A comedy. As it is acted at the Queen's Theatre in the Hay-Market, by Her Majesty's servants. Written by Mr. Cibber.",Colley Cibber,62,2,2,1,1,1,1,2,5,3,1,0,1,2,1,2,0,1,0,1,2,1,2,0,0,1,1,1,1,1,1,2,2,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,2,5,2,0,0,0,1,0,0,1707,1,1,"London : printed for Bernard Lintott, at the Cross-Keys next Nando's Coffee-House in Fleet-Street, [1707].",London,83,male,1671,1757,TRUE,"lost its.terror to me, O' Refietton s w I shudder at thee! the shameful Memcry, of what I have done tl: is Night willr live with me for ever, reenter Servant . se&v. Madam , the Garden Dovr was wide open. La. Gen. Did you hear no Noise, or buftle"
1143300600_000038,"The dramatic works of Sir Richard Steele, Knt. Containing, The funeral. The tender husband. The lying lover. The conscious lovers.",Richard Steele,68,0,1,1,1,1,1,1,5,3,0,2,0,0,0,3,0,2,1,0,0,2,0,1,0,3,2,1,0,0,1,0,3,6,3,1,0,1,0,1,0,1,0,1,0,4,0,0,4,1,1,4,2,1,0,1,0,0,1,1760,1,1,"London : printed for J. and R. Tonson, S. Crowder, T. Caslon, T. Lownds, H. Woodgate, and S. Brookes, MDCCLX. [1760] [1768?].",London,303,male,1672,1729,TRUE,"My Father prizes it mightily. airs. Cler. Twould make a very pretty dancing Suit in a Mask. Oh! Captain Clerimont, I have a Quarrel with you. Enter Servant . Ser. Madam , your Ladyship's Husband desires to know whether you see Company today or not? Mrs. Cler. Who, you Clown"
0047502600_000011,"Three plays, viz. The she-gallants, a comedy. Heroick-Love, a tragedy. And The jew of Venice, a comedy. Written by the Right Honble George Granville, Lord Lansdowne.",George Granville,84,0,1,1,0,0,2,1,2,2,0,0,1,1,1,2,0,1,0,1,3,3,0,0,0,1,20,0,0,0,3,1,5,5,0,0,1,1,1,0,2,0,0,1,3,1,0,0,1,4,0,1,0,2,1,3,0,0,5,1713,1,1,"London : printed for Benj. Tooke at the Middle-Temple-Gate, and Bern. Lintott, between the Two Temple-Gates, MDCCXIII. [1713].",London,236,male,1667,1735,FALSE,"will be here initantly, Madam , according to your dire&ion: He is already so charmed with your Ladyship, that if you are not merciful in time, his Heart will, break, quite break; poor thing, he is just at the point of Death . Lady Dor. Tis much for a Lady's"
0094300102_000068,The dramatick works of Mr. George Farquhar. In Two Volumes. ...,George Farquhar,72,1,1,1,0,0,0,0,3,1,1,0,0,1,2,2,0,0,0,4,0,0,1,1,0,2,1,0,0,1,3,1,0,10,1,0,2,0,1,5,1,2,1,5,0,2,1,0,3,0,3,2,0,0,0,3,1,1,1,1736,2,2,"London : printed for B. Lintot, J.J. and P. Knapton, G. Strahan and J. Clarke; and sold by W. Feales, at Rowe's-Head, the Corner of Essex-Street, in the Strand, M.DCC.XXXVI. [1736].",London,351,male,1677,1707,TRUE,"Here you little Picard, go follow your Master, and he'll lead you Ori. Whither, Sir? Dur. To the Academy, Child: tis the Fashion with Men of Quality to teach their Pages their Exercises go. Ori. Won't you go with him too, Sir? that Woman may do him some harm, I"
0478901402_000030,"The works of the late ingenious Mr. George Farquhar: containing all his poems, letters, essays and comedies, publish'd in his life-time. In two volumes.",George Farquhar,71,1,0,1,0,2,2,0,1,2,1,1,1,3,0,0,0,0,0,0,0,2,3,1,0,5,0,1,2,0,3,2,3,4,0,3,0,1,3,3,3,1,0,1,2,0,1,0,1,0,2,3,0,0,0,2,1,0,3,1742,2,2,"London : printed for J. and P. Knapton, G. Strahan, J. Clark, and H. Lintot, 1742.",London,368,male,1677,1707,TRUE,"mull have a care ; the Fellow wants neither Sense nor Courage. Mid. Phu, phu, never fear her Part, he lha'n't want Inftrucions; and then for her lying in a little abruptly, tis my Business to reconcile Matters there, a Fright or a Fall excuses that: Lard, Sir, I do"
1010200500_000007,"Rosina, a comic opera, in two acts, performed at the Theatre-Royal in Covent-Garden. By Mrs. Brooke, ...",Frances Brooke,77,0,1,1,0,6,1,0,4,1,0,3,0,1,2,2,0,0,0,5,0,6,1,1,0,1,1,2,0,0,3,0,6,3,4,0,2,1,0,0,0,1,0,1,1,1,2,0,0,4,3,1,1,1,0,0,0,0,3,1790,1,1,"London : printed for T. Cadell, 1790.",London,46,female,1724,1789,TRUE,"tances concur to convince me you were not born a villager. Rof. To you, Sir, I can have no reserve. A pride, I hope an honest one, made me wish to sigh in secret over my misfortunes. Bel. leagerlyl They are at an end. Rof. )orcas approaches, Sir; the can"
0351100600_000007,A bold stroke for a wife: a comedy. As it is acted at the Theatre-Royal in Lincoln's-Inn-Fields.,Susanna Centlivre,61,2,0,1,0,1,1,1,5,2,1,2,0,1,2,1,0,3,0,1,1,0,1,0,0,0,0,2,2,1,3,0,3,2,3,0,1,1,0,1,0,0,1,0,0,1,0,0,2,1,3,2,0,0,2,2,1,1,0,1736,1,1,"London : printed for W. Feales, at Rowe's-Head, over-against St. Clement's Church in the Strand, M.DCC.XXXVI. [1736].",London,82,female,1667,1723,TRUE,"did buffet my Son Tobia;, and my Servant Tabi. tha; the evil Spirit was at that time too strong, and they both became subject to its Workings not from any outward Provocation but from an inward Call - he was not tainted with the Rottenness of the Fashions,; or did"
1304101400_000006,Tis well if it takes. A comedy. As it is acted at the Theatre in Lincolns-Inn-Fields. Written by Mr. Taverner.,William Taverner,90,0,1,0,1,1,0,0,3,3,0,4,1,0,1,2,0,0,0,1,1,0,0,4,0,5,4,4,3,0,0,3,3,4,0,1,2,0,0,0,0,18,1,1,0,2,0,0,3,2,0,4,1,1,0,4,0,0,1,1719,1,1,"London : Printed for John Pemberton, at the Buck, over-against St. Dunstan's Church in Fleetstreet; and John Watts, at the Printing-Office in Wild-Court near Lincolns-Inn-Fields, MDCCXIX. [1719].",London,88,male,1676,1731,FALSE,"shall be sufficiently satisfied. Luc. I am ashamed to find you are still To void of Resolution. Ifab. I did not think you would have denied me anything; but since it is a Trouble, I'll get somebody else to carry this Letter for me. Luc. I'll carry it for you,"
0154201901_000046,"The dramatic works of Colley Cibber, Esq; In Four Volumes. ... . Containing Love's last Shift, a Comedy. Woman's Wit, a Comedy. Love makes a Man, a Comedy. She would and she would not, a Comedy.",Colley Cibber,72,1,2,0,1,1,2,0,3,1,1,1,3,1,2,2,0,1,0,1,0,3,3,1,0,4,9,0,0,1,1,2,0,3,2,0,1,1,0,0,1,2,0,0,1,0,1,0,3,3,0,2,2,1,0,0,2,0,0,1760,1,4,"London : printed for J. Clarke, C. Hitch and L. Hawes, D. Browne, J. and R. Tonson, J. Rivington, R. Baldwin, T. Caslon, C. Bathurst, S. Crowder and Co. T. Longman, H. Woodgate, and S. Brooks, C. Corbet, G. Kearsly, J. and T. King, and T. Lownds, MDCCLX. [1760].",London,399,male,1671,1757,TRUE,"Ra. Any Hands , but yours, dear Daddy. Ha! he llirs. Maj. Ah! dear Charles, the Five Hundred Pounds! What hal thou done with it? Speak ! speak ! my dear Boy, where ist?? Ra. Sdeath, Sir, is that a Question to ask a dying Man? Maj. It is too"
0885700700_000002,"The amorous widow: or, the wanton wife. A comedy. As it is perform'd by Her Majesty's servants. Written by the late famous Mr. Thomas Betterton. Now first printed from the original copy.",Thomas Betterton,100,1,3,1,0,1,0,0,1,1,0,0,1,3,1,0,0,0,1,0,1,2,0,0,0,5,19,1,2,0,3,4,4,16,4,1,0,0,0,0,0,5,1,1,1,0,0,0,1,3,1,2,0,0,0,1,0,1,7,1710,1,1,"London : [s.n.], Printed in the Year 1710.",London,87,male,1635,1710,FALSE,"a coming. Jeff. Some cross unlucky Business hinders him. Prz. She has lately received some Letters , that have given a full Account of him. Jeff. So much the worse. What is it? Pru. They say his Fortune is not very much, but he is greatly born, and very pleasant;"
0562200500_000021,"The country lasses; or, the custom of the manor. As it is acted at the Theatre-Royal in Drury-Lane, by His Majesty's servants. Written by Mr. Johnson.",Charles Johnson,81,1,2,0,0,0,0,1,1,2,2,0,1,1,3,1,0,0,1,19,0,1,3,1,0,3,1,0,0,1,5,0,6,2,2,0,1,1,1,2,2,2,0,1,0,2,1,1,2,0,1,3,0,0,1,0,0,0,0,1715,1,1,"London : printed for J. Tonson, at Shakespear's Head, over-against Catherine street in the Strand, MDCCXV. [1715].",London,83,male,1679,1748,FALSE,"[ Exit Doub. I mufi wait here to introduce this firange Gentleman , whom my Matier is so fond ot -- Enter Heartwell and Freehold. Heart . How could you use a Lover so roughly P Free. A rough Lover should be used so: Why he was jfll going to"
0341401400_000027,The provok'd wife. A comedy. Written by Sir John Vanbrugh.,John Vanbrugh,78,0,1,0,1,1,0,0,1,3,0,0,0,2,3,1,0,0,0,9,0,1,1,0,0,3,8,1,0,1,0,0,0,6,3,0,7,0,1,0,2,2,0,2,1,1,1,0,0,1,2,3,1,1,2,4,0,0,1,1765,1,1,"Dublin : printed for J. Exshaw, in Dame-Street, and and H. Saunders, in Castle-Street, Booksellers, MDCCLXV. [1765].",Dublin,79,male,1664,1726,TRUE,"of my Advice, but keep my Secret till ajfgyofor't again, Adieu. [ Exit Lady Fanciful, Con. to Bed.] Come, Madam , hall we lend for the Parson? I doubt here's no Bufinels for the Lawyer: Younger Brothers have nothing to settle but their Hearts , and that I believe my"
0207700201_000067,"Plays written by Sir John Vanbrugh. In Two Volumes. ... Containing, The Relapse, or Virtue in Danger. The Provok'd Wife. Esop, in Two Parts. ... Containing The Confederacy. The False Friend. The Mistake.",John Vanbrugh,70,0,0,1,0,0,1,0,1,1,1,1,2,0,0,0,1,0,0,0,0,1,0,1,0,5,11,1,0,2,0,0,0,1,2,2,1,3,1,1,1,1,0,2,1,5,2,0,1,3,1,0,2,1,1,2,3,1,2,1719,1,2,"London : printed by J. D. for J. Tonson over against Katherine-Street in the Strand, and M. Wellington, M.DCC.XIX. [1719].",London,301,male,1664,1726,TRUE,"see him, you'd be yourself my Rival. Efop. Then you are resolve against the Monster. Dor. Fy, Sir, fy, I wonder you'll put her in mind of that soul frightful thing : We Shall have her dream of nothing all night but Bats and Owls, and Toads and Hcdghogs, and"
1779300200_000062,"Bell's British theatre, consisting of the most esteemed English plays. Volume the second. Being the first volume of comedies. Containing The provok'd wife, by Sir J. Vanburgh. Every man in his humour, by Ben Jonson. The beaux stratagem, by G. Farquahr, ... The old batchelor, by W. Congreve, ... The committee, by Sir R. Howard.",,67,1,0,3,2,4,1,0,4,2,0,0,2,3,3,4,0,0,1,1,0,1,0,1,0,2,5,2,0,2,1,1,2,6,2,1,0,0,0,1,0,1,0,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1776,1,1,"London : printed for John Bell, and C. Etherington, 1776.",London,414,unknown,,,FALSE,"you still serve a lady ? Arch. no, madam , I take care nlever to come into a married family, the commnands of the master and mistress are always so contrary, that tis impossible to please both. Dor. There's a main point gain'd. mi/y lord is not married , I"
0834900700_000006,"The recruiting officer. A comedy, as written by G. Farquhar, Esq. Distinguishing also the variations of the theatre, as performed at the Theatre-Royal in Drury-Lane. Regulated from the prompt-book, By permission of the managers, by Mr. Hopkins, prompter.",George Farquhar,73,0,2,2,1,0,0,0,3,1,1,0,0,3,2,3,0,1,0,0,1,2,5,1,0,3,0,0,4,2,1,0,1,11,0,2,0,1,0,0,3,1,1,4,0,2,0,0,1,0,1,1,2,0,0,1,1,0,2,1776,1,1,"London : printed for John Bell, near Exeter-Exchange, in the Strand, and C. Etherington, at York, MDCCLXXVI. [1776].",London,84,male,1677,1707,TRUE,"to the full. Mel. Were L sure of that, I would be glad to take up with a rakehelly officer, as you do. Syl. Again! look, Madam , you are in your owvn house . Mel. And if you had kept in yours, I fiould have excuefd you. B 3"
0110503400_000018,"Pamela. A comedy. As it is perform'd, gratis, at the late theatre in Goodman's-Fields.",Samuel Richardson,71,0,2,1,0,1,0,0,6,3,0,3,1,0,0,2,0,1,0,3,1,4,3,0,0,4,3,2,1,0,1,0,1,3,1,0,3,2,0,0,0,2,0,2,0,1,1,0,3,0,1,2,2,0,2,1,2,0,0,1742,1,1,"London : printed for J. Robinson at the Golden-Lion in Ludgate-Street, near the West-End of St. Paul's, 1742.",London,76,male,1689,1761,TRUE,"confess, I have the fairest Profpet for a continued Series of social Happiness, the chief Blessing of the married State. L Dav. I have, as well as you, a very high Opinion of Pamela's Merit Yet -- Belie. Beware of a Relapse; let me entreat you, follow her into the"
0154501806_000086,A collection of the most esteemed farces and entertainments performed on the British stage. Volume the Fifth.,,74,0,0,1,0,0,0,0,2,2,0,0,1,1,1,2,0,0,0,2,1,0,4,0,0,8,7,2,0,0,1,0,2,2,3,1,1,1,0,0,0,1,0,2,1,1,0,0,1,2,2,3,1,1,0,1,2,1,10,1788,6,6,"Edinburgh : printed for C. Elliot, Parliament-Square, M,DCC,LXXXVIII. [1788].",Edinburgh,363,unknown,,,FALSE,"worse, fs if you don't immediately how me to Sir Harnry Grove. by -- (Shaking his Hwip. Hur. Sir Harry's going to be married -- What would the man have? Grow. I would have a sight of him before he goes to be married And I Shall mar his marriage,"
0050300107_000013,"Jones's British theatre. Vol. II. Containing, I. The fair Penitent. II. The Mourning Bride. III. Zara. IV. Venice Preserved.",,76,0,0,2,2,4,3,0,5,2,0,0,2,3,2,5,0,6,2,1,1,1,0,1,0,2,6,1,0,2,1,1,2,6,0,1,0,0,0,1,0,1,0,0,2,2,3,0,0,0,0,1,0,0,1,0,0,0,1,1795,7,10,"Dublin : printed by John Chambers, for William Jones, No. 86, Dame-Street, 1795.",Dublin,466,unknown,,,FALSE,"honour , and disobeying his commands. [ Exit . Scrub. Brother Martin, brother Martin. Arch. What do you say, brother Scrub? Scrub. Take the money, and give it to me. [Exeunt Archer and Scrub. Dcr. This is surprising. Did you ever see so pretty a well-bred fellow ? Mrs. Sul."
1013100101_000021,"Plays written by Sir John Vanbrugh. In Two Volumes. ... Containing The Relapse; or Virtue in Danger. The Provok'd Wife. Esop, in Two Parts. ... Containing The Confederacy. The False Friend. The Mistake. A Journey to London. The Provok'd Husband.",John Vanbrugh,80,1,0,2,2,0,3,0,3,2,2,0,0,0,0,0,1,1,0,1,0,5,1,0,0,3,5,1,0,0,0,3,6,3,7,3,1,1,0,1,1,1,2,0,2,4,1,0,0,0,0,3,0,0,0,1,1,1,5,1734,1,2,"London : printed for J. Tonson, and J. Watts; W. Feales; R. and J. Wellington; A. Bettesworth, and F. Clay, both in trust for B. Wellington, M.DCC.XXXIV. [1734].",London,300,male,1664,1726,TRUE,"her Half a Crown. r. F. Nay, if that will do, the (hall have half a score of em. Mifi. 0 Gemini, for half that, (he'd marry you herself: I'll run and call her. [ Exit Miss. Toung fafjiion solus. So, Matters go Swimmingly; this is a rare Girl, I"
0207700201_000062,"Plays written by Sir John Vanbrugh. In Two Volumes. ... Containing, The Relapse, or Virtue in Danger. The Provok'd Wife. Esop, in Two Parts. ... Containing The Confederacy. The False Friend. The Mistake.",John Vanbrugh,79,0,2,4,2,1,1,1,2,1,1,0,0,0,4,0,0,2,1,9,0,0,3,0,0,4,3,0,1,2,2,3,1,2,3,0,0,0,1,0,1,2,0,0,1,1,0,0,2,0,3,3,0,1,4,0,1,1,3,1719,1,2,"London : printed by J. D. for J. Tonson over against Katherine-Street in the Strand, and M. Wellington, M.DCC.XIX. [1719].",London,301,male,1664,1726,TRUE,"Dove. Bel. If not, I hope my Consent to marry Mr. Heart free will convince you. For as little asiv know of AMOURS, Sir, I can assure you, one Intrigue is enough to bring four People together, without further mischief. Sir J. And I know too, that Intrigues tend to"
0834801500_000024,"The suspicious husband. A comedy. By Dr. Hoadly. Adapted for theatrical representation, as performed at the Theatres-Royal, Drury-Lane and Covent-Garden. Regulated from the prompt-books, By Permission of the Managers.","Hoadly, Benjamin",57,1,1,1,0,1,2,0,0,1,1,0,2,2,2,1,0,2,0,3,0,0,0,4,0,2,3,1,1,1,0,0,1,2,1,0,1,1,0,3,0,1,1,1,0,0,1,0,0,2,3,1,1,0,2,0,0,1,2,1791,1,1,"London : printed for the proprietors, under the direction of John Bell, British Library, Strand, Bookseller to His Royal Highness the Prince of Wales, MDCCXCI. [1791].",London,91,male,1706,1757,FALSE,"this is more than I bargained for. [Aside"" JACINTHA leads in ml s. STRICTLAND. Stric. [Embracing Mrs. Striftland.] Madam , reproach me not with my folly, and you shall never hear of it again. amrs. Sir. Reproach you! no! if ever you hear the least reflection pass my lips, forsake"
0675100500_000006,tis well if it takes. A comedy. As it is acted at the theatre in Lincolns-Inn-Fields. Written by Mr. Taverner.,William Taverner,87,0,1,1,1,1,0,0,3,2,0,3,1,0,1,2,0,0,0,1,1,0,0,2,0,6,4,3,3,0,0,3,3,4,0,1,2,0,0,0,0,18,1,1,0,2,0,0,3,2,0,4,1,1,0,4,0,0,1,1719,1,1,"London : printed for John Pemberton at the Buck, over-against St. Dunstan's Church in Fleetstreet; and John Watts, at the Printing-Office in Wild-Court near Lincolns-Inn-Fields, MDCCXIX. [1719].",London,88,male,1676,1731,FALSE,"foolish Inclination; but I will see him once more, that I may know the Cause from himself, and then I shall be sufficiently satisfied. Luc. I am ashamed to find you are still so void of Resolution. Ifab. I did not think you would have denied me anything; but since"
1567801900_000012,"The beautiful armenia: or, The energy and force of love. A comedy. By Edmund Ball, of Chesham.","Ball, Edmund, of Chesham",73,0,3,1,0,2,2,0,2,0,1,2,1,3,1,1,0,0,0,1,1,3,2,0,0,2,1,1,0,0,0,0,3,14,1,2,0,0,1,0,2,0,0,2,1,2,3,0,3,1,1,4,0,1,0,1,0,0,1,1778,1,1,"Chesham : Sold by John Cattlin, bookseller, Chesham, Bucks, MDCCLXXVIII. [1778].",Chesham,49,unknown,,,FALSE,"miagnanimous and brave a commander. sbel. Sound a retreat, Melford, and dismiss the army. : i Mel. (to Kerrifler) Well, captain, you and your's are dif charged, now like a noble general, take your army into quarters of refreshment. 7 Bel. Follow your leader. (Here they carry of the damsel"
0747100400_000009,"Every man in his humour. A comedy. Altered from Ben Jonson. By D. Garrick, Esq. With the variations in the manager's book, at the Theatre-Royal in Drury Lane.",Ben Jonson,72,1,1,2,1,3,1,0,1,2,5,1,1,1,1,3,1,1,0,1,2,4,1,1,1,10,0,0,0,2,0,2,1,0,0,2,1,2,0,1,1,0,0,1,3,0,0,0,0,1,1,2,0,1,0,0,3,1,1,1789,1,1,"London : printed for W. Lowndes; W. Nicoll; and S. Bladon, M.DCC.LXXXIX. [1789].",London,71,male,1573,1637,TRUE,"the coat, Or flirt, or kin: it ifains unto the liver, And heart , in some: and rather than it flhoull not, Note what we fatlhers do! look how we live ! Wlmat milfreffes we keep! at what expense; And teach elr all bad ways to buy affliction. These are"
1073700100_000002,"The fatal marriage; or, the innocent adultery. A tragedy. By Mr. T. Southern.",Thomas Southerne,78,0,0,2,2,1,0,0,1,1,0,3,0,3,4,5,0,1,0,0,2,0,1,1,0,3,3,0,6,0,0,0,2,0,4,0,0,2,0,1,4,4,0,1,0,1,2,0,4,1,3,3,1,0,5,0,0,0,1,1722,1,1,"Dublin : printed by and for George Grierson, at the Two Bibles in Essex-Street, 1722.",Dublin,86,male,1660,1746,TRUE,"grimace, They telryou, twelve's the time andfor the place, The chocolate houfe at the looking glass. To pleafefuch judges, some have tired their brains, And almost had their labourfor theirpains : After a twelvemonth vainlyfpent inplotting, These metled critics cry tis good for nothing ; But wiser authors turn theirplots"
1114800104_000085,"The works of Henry Fielding, Esq; in twelve volumes. With the life of the author.",Henry Fielding,68,0,1,1,2,0,1,0,2,0,0,2,0,1,0,5,0,0,1,0,0,2,0,4,0,3,3,0,0,1,1,1,1,1,2,2,1,1,0,0,1,2,0,2,1,1,2,0,1,0,2,2,0,1,5,3,1,3,2,1771,4,12,"Edinburgh : printed for A. Donaldson. (according to Act of Parliament), MDCCLXXI. [1771].",Edinburgh,352,male,1707,1754,TRUE,"I will give you variety of fine things. (Till I am tired of you, and then I'll take them away again.) But, my dear, these lodgings are not fine enough; I will take some finer for you. I'ife. Ola! what, are there finer houses than this in town? Why, my"
0562002400_000007,"Love in the city; a comic opera. As it is performed at the Theatre Royal in Covent-Garden. The words written, and the music compiled by the author of Love in a village.",Isaac Bickerstaffe,76,0,3,0,2,1,1,1,1,0,1,1,1,0,4,2,0,1,0,2,2,0,0,4,0,3,5,1,4,1,2,0,1,0,4,0,1,1,0,0,2,1,1,1,0,5,0,0,1,3,2,1,0,0,2,0,4,0,3,1767,1,1,"London : printed for W. Griffin, in Catharine-Street, in the Strand. MDCCLXVII. (P. 1s. 6d.), [1767].",London,79,male,1733,1812,TRUE,"ha! ha! a letter from the young lady herself to you I suppose, Sir; desiring you to come and ask my content to marry her So then you are a fortune hunter what servant maid in the neighbourhood now have you been geting intelligence from, about this girl and her"
0292000111_000043,"Bell's British Theatre. Consisting of the most esteemed English plays. .. . Containing Comus,..,[sic]....... By Milton. Alchymist, ....... - Ben Jonson. Love for Love, ..... - Congreve. Rival Queens, ..... - Lee.",,70,1,2,1,0,0,1,0,1,1,0,1,1,1,1,5,0,2,0,1,1,1,2,2,0,5,7,1,1,3,3,1,1,2,0,1,0,0,0,0,0,1,2,0,1,1,0,1,0,1,1,5,0,0,0,0,2,1,4,1797,11,34,"London : printed for, and under the direction of, George Cawthorn, British Library, Strand, 1797.",London,356,unknown,,,FALSE,"do you stay with her? iflieed. La, child! where can one better one's self ? All the ladies of our acquaintance are just the same. Besides, there are some little things that make amends: my lady has a whole train of admirers. Ram. That, madam , is the only circumstance"
