PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(author),termFreq(bishop),termFreq(brother),termFreq(canon),termFreq(cardin),termFreq(caus),termFreq(church),termFreq(citi),termFreq(clergi),termFreq(council),termFreq(court),termFreq(crown),termFreq(death),termFreq(declar),termFreq(duke),termFreq(emperor),termFreq(empir),termFreq(england),termFreq(faith),termFreq(father),termFreq(follow),termFreq(forc),termFreq(franc),termFreq(gave),termFreq(gener),termFreq(god),termFreq(grant),termFreq(hand),termFreq(head),termFreq(held),termFreq(holi),termFreq(itali),termFreq(king),termFreq(kingdom),termFreq(latin),termFreq(law),termFreq(legat),termFreq(letter),termFreq(life),termFreq(matter),termFreq(mean),termFreq(oblig),termFreq(order),termFreq(peopl),termFreq(person),termFreq(pope),termFreq(power),termFreq(present),termFreq(princ),termFreq(reason),termFreq(receiv),termFreq(return),termFreq(roman),termFreq(rome),termFreq(sever),termFreq(taken),termFreq(took),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1667200110_000098,"The Modern part of the universal history. Compiled from original writers. By the authors of the antient. Which will perfect the work, and render it a complete body of history, from the earliest account of time, to the present. Vol. XIV.",,74,2,1,2,2,0,7,1,3,1,3,3,2,1,2,0,3,1,0,0,1,0,1,0,2,0,4,0,0,1,1,2,1,0,3,4,0,1,1,0,0,0,1,1,1,1,0,4,1,0,0,0,1,0,2,0,5,1,0,0,1763,10,16,"London : Printed for T. Osborne, C. Hitch and L. Hawes, A. Millar, J. Rivington, S. Crowder, B. Law and Co. T. Longman, C. Ware, and S. Bladon, M.DCC.LXIII. [1763].",London,733,unknown,,,FALSE,"liberty to the prisoners, set fire to the new building of the inquisition, and were with great difficrulty prevented from doing the same to the convent of the dominicans at 1wnervta. He was no sooner dead chan they ran to mhe Capitol, broke olff the head and right hand of"
1181400101_000092,"The works of M. de Voltaire. Translated from the French. With notes, historical and critical. By T. Smollett, M.D. T. Francklin, M.A. and others. In twenty-four volumes. ...",Voltaire,92,1,1,1,0,0,2,0,1,3,0,0,1,3,0,1,0,4,5,1,1,0,0,0,0,1,0,0,2,5,1,1,0,3,7,3,0,1,1,1,0,0,0,0,1,2,1,14,0,1,5,0,2,0,3,7,3,0,0,2,1772,1,24,"Dublin : printed by R. Marchbank, for R. Moncrieffe, 1772-73.",Dublin,284,male,1694,1778,TRUE,"no longer what ille was; nor is it TRUE that it is you who have called me to be your prince . Charlemagne and Otho conquered you by their valour, and I am your master by right of poffeiion."" With there words he sent them back, and was inaugurated without"
1555500125_000164,"The modern part of an universal history, from the earliest account of time. Complied from original writers. By the authors of the antient part.",,84,1,1,1,1,0,1,0,4,1,3,4,0,0,2,2,2,1,0,0,3,0,2,0,1,0,1,0,0,0,0,2,4,0,8,2,0,0,5,2,1,0,2,2,2,0,0,7,0,0,5,0,3,2,0,3,1,1,1,0,1759,25,44,"London : printed for S. Richardson, T. Osborne, C. Hitch, A. Millar, John Rivington, S. Crowder, P. Davey and B. Law, T. Longman, and C. Ware, M.DCC.LIX. [1759].",London,535,unknown,,,FALSE,"one fide, that, from his immediate faucceffor, and this time following , the princes makes no mention of the title of Sicily have had the title of of king , which they say was king , anld have been hereditary afterwards conferred by an anti legates of the popes within"
0189900502_000088,"A new history of England, from the time that the Phoenicians first landed in this island, to the end of the reign of King George I. Taken from the best authors and manuscripts. By William Blennerhassett, Esq;","Blennerhassett, William",80,1,2,1,0,0,5,0,1,2,3,0,0,1,0,1,2,11,0,4,1,0,2,1,7,0,2,0,1,1,0,0,0,1,4,2,0,0,1,2,0,1,2,1,2,1,0,4,1,0,1,1,1,3,0,0,1,0,2,0,1751,2,6,"Newcastle upon Tyne : printed by John Gooding, on the Side, for the author, MDCCLI. [1751].",Newcastle upon Tyne,498,unknown,,,FALSE,"his own Interert. France finding herself deserted by Henry, sent the Duke of Albany to Scotland, after four Years Detainer, who promised to slick to the Interests of France . His first Care, at his Return , was to constrain the Earl of Angus, the Queen's Spouse, to quit the"
1762200101_000036,"The general history and state of Europe, from the time of Charlemain to Charles V. With a preliminary view of the oriental empires. Written originally in French by M. de Voltaire.",Voltaire,89,0,0,5,0,0,0,0,0,2,1,0,0,4,3,0,4,7,5,0,1,1,1,1,4,1,1,0,1,1,2,1,1,1,4,2,0,1,0,0,0,0,0,2,1,0,1,5,3,0,6,0,0,0,7,4,2,1,1,1,1754,1,5,"London : printed for J. Nourse, 1754-57.",London,421,male,1694,1778,TRUE,"who was usurping it. One Bozon, king of Aries, still disputed the empire . Formofus, bishop of the unfortunate city of Rome , had so little weight at that time, that he was always obliged to give the sacred unation to the firongeft. In 892 he crowned this Guy of"
0746000100_000094,"Tracts on the liberty, spiritual and temporal, of Protestants in England. Addressed to J.N. Esq; at Aix-la-Chapelle. In two parts. By Anthony Ellys, D. D. Late Lord Bishop Of ST. David's.",Anthony Ellys,96,0,6,6,0,1,0,0,11,0,1,5,0,2,1,0,0,4,1,0,1,0,0,5,1,0,1,0,1,0,1,0,0,1,3,1,0,4,1,1,0,1,0,2,1,0,1,14,0,1,1,1,1,0,1,9,2,1,1,0,1767,1,1,"London : printed for J. Whiston at Boyle's Head in Fleet-Street; B. White at Horace's Head in Fleet-Street; and S. Hooper at the East Corner of the New Church in the Strand, MDCCLXVII. [1767].",London,585,male,1690,1761,FALSE,"do this, by degrees claimed a right to do it, to give their arbitrations and decisions in points of difference between biflops, and required a submission to them. They took it ill that any churches should differ from theirs in any circumstance of the worship. Pope Vidcor proceeded so far"
0430800203_000065,"Miscellaneous tracts: in three volumes. ... . I. The History of the Expulsion of the Moriscoes, or Mahometans of the Moorish Race, out of Spain, in the Reign of Philip III. II. The History of the Wars of the Commons of Castile, in the Beginning of the Reign of the Emperor Charles V. III. A View of the Spanish Cortes, or Parliament. IV. An Account of the Manuscripts and Reliques found in the Mountains of Granada, 1588. V. A View of the Inquisition of Portugal; with a List of the Prisoners which came out of the Inquisition of Lisbon, in an Act of the Faith, celebrated Anno 1682. And another in 1707. VI. A Narrative of the Proceedings of the Inquisition in Lisbon, with a Person now living in London, during his Imprisonment there. Vii. A Spanish Protestant Martyrology. The second edition corrected, with additions. By Michael Geddes, Doctor of Laws, and Chancellor of the Church of Sarum.",Michael Geddes,92,1,1,4,0,2,3,0,2,2,2,9,1,0,0,0,0,12,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,2,7,1,0,0,2,1,0,1,1,0,0,2,0,7,2,5,4,0,2,0,5,3,0,1,0,0,1714,3,3,"London : printed for J. Churchill, at the Black Swan in Pater-Noster-Row, M.DCC.XIV. [1714].",London,554,male,1650,1713,FALSE,"for if that had been true, they would not have been chased out of it as they were by Vitor immediately after they had made their Ekleion. The ( 73 9 The Emperor not knowing which Report to believe, did, after the Example of his Predecessors, call a Council to"
0547400206_000015,"A summary of universal history from the creation to the present time. In letters from a father to his son. By Francis Dobbs, Esq. Member for the Borough of Charlemont, in Ireland. ...",Francis Dobbs,77,1,1,1,0,0,0,0,2,1,1,3,0,1,2,1,0,3,5,0,0,1,1,2,0,0,4,1,0,0,2,5,1,1,3,2,0,2,1,1,2,0,1,0,0,1,0,6,0,0,3,0,1,3,4,5,0,1,1,0,1800,6,9,"London : printed for the author [by S. Gosnell], and sold by S. Sael and Co. No. 192, Strand, 1800.",London,254,male,1750,1811,FALSE,"being the strongest. Leo having found means to escape, fled to Charlemagne. That prince taking his part, had him restored, thecrcumftances of which I will give you elsewhere. Soon after this, Charlemagne repaired to Rome , and on chriftmas day, in the year Co, he was declared Emperor of the"
0444700105_000139,"The history of the popes, from the foundation of the See of Rome, to the present time. ... . By Archibald Bower, Esq; Heretofore Public Professor of Rhetoric, History, and Philosophy, in the Universities of Rome, Fermo, and Macerata, And, in the latter Place, Counsellor of the Inquisition.",Archibald Bower,88,2,1,3,0,0,0,0,2,0,1,3,0,0,0,0,3,1,0,1,1,1,0,0,4,0,0,0,0,0,0,1,2,2,7,6,0,0,7,4,0,1,0,3,3,0,1,9,5,1,2,0,3,2,1,3,1,1,0,0,1748,5,7,"London : printed for the author: and sold by A. Millar, over-against Catharine-Street in the Strand: and by W. Sandby, opposite to St. Dunstan's Church, Fleet-Street, M.DCC.XLVIII. [1748].",London,594,male,1686,1766,FALSE,"own him for their Sovereign. Baronius tells us, that from many ancient Monuments it appears that Sardinia was under the Dominion of the Apostolic See b. But not one Monument has he been able to produce prior to Gregory's Time, nor can he name one Pope that claimed either of"
0118200102_000517,"A new history of ecclesiastical writers: containing an account of the authors of the several books of the Old and New Testament; Of the Lives and Writings of the primitive fathers; An Abridgment and Catalogue of their Works: Their Various Editions, and Censures Determining the Genuine and Spurious. Together with a Judgment upon their Stile and Doctrine. also, a compendious history of the councils; with chronological tables of the whole. Written in French by Lewis Ellies du Pin, Doctor of the Sorbon, and Regins Professor of Divinity at Paris. ...; Containing the Authors that flourished in the Seventh, Eighth, Ninth, Tenth, Eleventh, Twelfth, Thirteenth, and Fourteenth Ages of the Church.",Louis Ellies Dupin,76,1,0,3,0,0,4,1,2,4,1,4,0,0,1,0,3,2,0,0,0,0,2,1,1,2,0,0,1,3,0,2,0,2,1,0,0,0,1,4,0,0,0,3,1,3,1,5,0,0,0,0,4,2,2,6,1,1,0,1,1724,2,3,"Dublin : printed by and for George Grierson, at the Two Bibles in Essex-Street, MDCCXXIV. 1723-[24].",Dublin,818,male,1657,1719,FALSE,"of Lyonr was the greatest opposer of Viior's Ordination, and wrote against him two Letters to the Princess Matilda, to hinder her from acknowledging and as sifting him: Accusing him of holding correspondence with the Emperor Henry. But these Letters made no impression on themind of that princets; on the"
0444700105_000099,"The history of the popes, from the foundation of the See of Rome, to the present time. ... . By Archibald Bower, Esq; Heretofore Public Professor of Rhetoric, History, and Philosophy, in the Universities of Rome, Fermo, and Macerata, And, in the latter Place, Counsellor of the Inquisition.",Archibald Bower,92,1,1,7,0,1,4,0,3,1,2,6,0,0,2,0,0,1,0,1,0,0,1,0,3,0,0,0,4,1,0,0,0,1,2,0,0,1,1,2,1,0,0,1,3,1,0,17,1,2,0,0,1,4,1,10,2,1,1,0,1748,5,7,"London : printed for the author: and sold by A. Millar, over-against Catharine-Street in the Strand: and by W. Sandby, opposite to St. Dunstan's Church, Fleet-Street, M.DCC.XLVIII. [1748].",London,594,male,1686,1766,FALSE,"Order laid waste the Territories oftr e at Prinezje, Trfculetm, and Nomentum, obliged the Inhabitants totended by the submit to the Pope , from whom they had revolted, and crossing Nrmans. the Tiber, destroyed all the strongholds of Gerard Count of Ga lera, who lived chiefly upon Plunder. Thus was"
0659000102_000039,"Chronological tables of universal history, sacred and profane, ecclesiastical and civil; from the creation of the world, to the year one thousand seven hundred and forty-three. With a preliminary discourse on the short method of studying history; And A Catalogue of Books necessary for that Purposes With some Remarks on them. By Abbé Lenglet Dufresnoy. In two parts. Translated from the last French edition, and continued down to the death of King George II. Part The First.",Nicolas Lenglet du Fresnoy,96,0,0,5,2,0,0,0,5,6,0,0,0,2,3,2,0,13,1,1,0,1,0,1,1,1,2,2,0,1,1,0,1,2,9,2,0,0,2,0,1,0,0,0,1,1,1,7,1,0,1,0,0,1,6,3,1,1,5,0,1762,2,2,"London : printed for A. Millar, J. Newbery, R. Baldwin, W. Johnston, D. Wilson, S. Crowder and Co. T. Jefferys, A. Hamilton, J. Coote, H. Payne and Co. T. Becket and Co. and J. Walter, MDCCLXII. [1762].",London,512,male,1674,1755,FALSE,"of Mauritius the emperor , built a church in ho. nour of St. Paul. 595 The Sclavonians penetrated into Ifiria, Bohemia, apd Poland. Agiluf, king of helombards, befiegedrome. 596 John, bishop of onlanitinbple, aliumed the tide of universal bishop . The pope'complained against him to the emperor . The Lombards"
1569800102_000009,"The works of M. de Voltaire. Translated from the French. With notes, historical and critical. By T. Smollett, M.D. T. Francklin, M.A. and others.",Voltaire,94,1,1,1,0,0,2,0,1,3,0,0,1,2,0,1,0,4,5,1,1,0,0,0,0,1,0,0,2,5,1,1,0,3,6,3,0,1,1,1,0,0,0,0,1,2,1,16,0,1,5,0,2,0,3,8,3,0,0,3,1762,2,34,"London : printed for J. Newbery, R. Baldwin, W. Johnston, S. Crowder, T. Davies, J. Coote, G. Kearsley, and B. Collins, at Salisbury, MDCCLXII. [1762].",London,313,male,1694,1778,TRUE,"no longer what the was; nor is it TRUE that it is yrou who have called me to be your prince . Charlemagne and Otho conquered you by their valour, and I am your master by right of possession."" with there words he sent them back, and was inaugurat Junie"
1505700100_000014,"Elements of modern history; Containing, a succinct view of the state of Europe, from the commencement of the reign of Charlemagne, to that of George the Third; to which is subjoined, an introduction to the knowledge of the English language, for the use of the English Grammar School, Grafton-Street, 75.","O'Dogherty, William, Sir",84,1,1,1,1,0,0,1,1,0,0,0,0,3,2,0,0,10,2,0,0,6,2,1,1,1,0,2,1,1,1,1,2,2,2,0,0,0,1,1,0,0,2,3,3,0,2,8,2,0,2,1,0,0,1,2,3,2,4,1,1787,1,1,"Dublin printed : [s.n.], M.DCC.LXXXVII. [1787]",Dublin,283,unknown,,,FALSE,"Gregory was to great, that the made over all her estates to the apostolic see; and this donation is the TRUE cause of all the wars which, since that period, have raged between the emperors and popes . The emperor was at length permitted to throw himself at the pontiff's"
0514900106_000154,"A complete history of England, from the descent of Julius Cæsar, to the Treaty of Aix la Chapelle, 1748. Containing the Transactions of One Thousand Eight Hundred and Three Years. By T. Smollett, M.D.Volume the first.",Tobias Smollett,77,0,2,4,0,1,1,0,4,0,4,13,1,0,1,0,1,3,1,1,0,2,0,0,3,0,1,0,3,0,0,0,0,0,3,0,1,2,4,1,0,2,0,1,4,1,4,2,1,1,1,0,1,0,2,0,0,0,0,0,1758,6,11,"London : printed for James Rivington and James Fletcher, at the Oxford-Theatre; and R. Baldwin, at the Rose, in Paternoster-Row, MDCCLVIII. [1758]-60.",London,504,male,1721,1771,TRUE,"from flesh was enjoined. Other laws were enaaed againi usury and simony, and in favour of the marriage of the clergy . After the dissolution of this parliament, the chiefs Rcfonrmai of the reformed religion were employed in devifin%,, L proper rules and regulations for the ecclefiafiical j. s. courts"
0659000102_000053,"Chronological tables of universal history, sacred and profane, ecclesiastical and civil; from the creation of the world, to the year one thousand seven hundred and forty-three. With a preliminary discourse on the short method of studying history; And A Catalogue of Books necessary for that Purposes With some Remarks on them. By Abbé Lenglet Dufresnoy. In two parts. Translated from the last French edition, and continued down to the death of King George II. Part The First.",Nicolas Lenglet du Fresnoy,93,0,0,1,2,0,0,5,3,2,0,4,0,2,1,0,2,6,3,3,0,0,0,0,2,3,0,0,1,0,0,6,0,3,9,0,0,0,2,1,2,1,0,4,0,0,0,10,0,0,5,0,2,1,0,1,3,0,3,0,1762,2,2,"London : printed for A. Millar, J. Newbery, R. Baldwin, W. Johnston, D. Wilson, S. Crowder and Co. T. Jefferys, A. Hamilton, J. Coote, H. Payne and Co. T. Becket and Co. and J. Walter, MDCCLXII. [1762].",London,512,male,1674,1755,FALSE,"great many places there. Judith, daughter of king Charles, was married to Ethelwulph king of England . 858 Michael Bardas, brother of the empress Theodora, caused a council to be held at Constantinople, in which Ignatius, patriarch of that city , was deposed and condemned to close imprisonment, after having"
1667200109_000611,"The Modern part of the universal history. Compiled from original writers. By the authors of the antient. Which will perfect the work, and render it a complete body of history, from the earliest account of time, to the present. Vol. XIV.",,72,0,1,6,1,0,1,1,3,2,0,2,0,1,0,1,2,6,2,0,1,0,2,0,5,2,1,1,2,0,0,1,0,1,1,1,0,0,6,0,0,0,1,0,0,3,0,8,0,1,1,0,0,2,1,2,0,0,0,0,1763,9,16,"London : Printed for T. Osborne, C. Hitch and L. Hawes, A. Millar, J. Rivington, S. Crowder, B. Law and Co. T. Longman, C. Ware, and S. Bladon, M.DCC.LXIII. [1763].",London,721,unknown,,,FALSE,"epilt p.s.., barno·v Annals. = O rn fri~tng. abi sup. sussar Abbas in Vit. Lord. orno Friling. abi [ng. Frane, a fj~rance, Eugenitis felt the bishop of oiflia as his legate to the province of vbbaloufe, agairift one Henry, who a~ferced, that it was needless to build churches ; that"
0818200115_000053,"The works of M. de Voltaire. Translated from the French. With notes, historical, critical, and explanatory. By T. Francklin, D.D. Chaplain to his majesty, and late Greek Professor in the University of Cambridge. T. Smollett, M.D. and others.",Voltaire,97,0,0,0,1,0,1,2,0,1,0,0,1,3,1,0,3,17,6,0,1,0,0,0,0,0,0,0,1,4,0,0,3,1,5,1,0,1,3,1,3,1,0,0,1,6,1,7,3,0,2,0,3,1,6,3,1,0,1,1,1779,15,35,"London : printed for S. Crowder, T. Longman, J. Wilkie, Carnan and Newbery, G. Robinson, R. Baldwin, J. Johnson, F. Newbery, W. Goldsmith, T. Evans, and W. Fox, MDCCLXXVIII. [1761-1781].",London,266,male,1694,1778,TRUE,"more elevation of spirit, as he had raised himself from the most abjea condition. He was inclined to crown a vassal, but afraid of giving himself a mafler. The preceding troubles had introduced a custom, that when the emperor came to be consecrated, the pope and people fortified themselves, and"
0007200103_000126,"The history of Great Britain, from the first invasion of it by the Romans Under Julius Caesar. Written on a New Plan. By Robert Henry, D. D. One of the Ministers of Edinburgh. ...","Henry, Robert",92,1,2,5,1,6,1,2,4,0,5,11,3,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,2,1,0,8,3,0,0,3,0,0,0,0,0,0,1,0,4,2,2,3,2,3,0,0,6,2,0,2,0,1771,3,6,"London : printed for the author, and sold by T. Cadell in the Strand, MDCCLXXI. [1771]-93.",London,682,male,1718,1790,FALSE,"agent for the Legate , hlaving painted King John in the most amiable colours, as a most pious, just, and humble prince , and represented the Primate and his clergy as excessively rigid and covetous in their demands of restitution, and enemies to the just prerogatives of the King ,"
1016500102_000028,"The history of England, as it relates to religion and the church, from the earliest accounts to the present century. ... By Ferdo. Warner, ...",Ferdinando Warner,86,1,2,0,0,1,2,3,1,0,0,2,2,0,0,0,0,3,0,6,1,1,0,1,1,1,2,1,3,2,0,0,2,2,12,1,0,3,4,4,0,0,1,4,0,0,0,7,3,0,0,0,0,0,1,3,0,0,1,2,1759,2,2,"London : printed for L. Davis and C. Reymers, 1759.",London,722,male,1703,1768,FALSE,"the issue of the war might determine him which fide to chute. But the ambassadors pressing for a more substantial answer. to their mater's business, and the French and confederate armies being then vicorious in Italy , CLEMENT' granted a full commission to WOLSEY and CAMPEJIUS, as it had been"
0102100600_000092,The life and reign of King Henry Viii. Together with a general history of those times. Written by the Right Honourable Edward Lord Herbert of Cherbury.,"Edward Herbert, 1st Baron Herbert of Cherbury",84,0,2,2,0,0,6,2,2,0,4,1,2,1,0,2,1,3,0,4,1,0,0,0,3,1,2,0,0,1,0,0,0,0,14,1,0,0,3,1,0,0,0,2,3,0,0,7,2,2,1,1,1,1,0,2,0,1,2,0,1741,1,1,"London : printed and sold by the booksellers in town and country, MDCCXLI. [1741].",London,482,male,1583,1648,FALSE,"be nominated and agreed on hereafter. By the third Treaty it was concluded betwixt the said Kings , that no Council General , fummon'd by the Pope during his Captivity, or by the Emperor's Authority , should take Effect; and, that for this purpose they should cause their Clergy Clergy"
0765300101_000126,"The lives and characters of the most eminent vvriters of the Scots nation; with an abstract and catalogue of their works; their various editions; and The Judgment of the Learn'd concerning Them. By George Mackenzie, M. D. Fellow of the Royal College of Physicians in Edinburgh. ...","Mackenzie, George",98,2,0,6,0,0,1,3,4,1,1,7,3,0,1,1,0,13,0,1,4,0,0,0,1,0,1,0,3,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,2,16,0,0,4,0,1,1,0,4,5,0,1,0,1708,1,3,"Edinburgh : printed by James Watson in Craig's-Closs, on the North-Side of the Cross, M.DCC.VIII. [1708]-22.",Edinburgh,534,male,1669,1725,FALSE,"and the Faithful ; The Second, the Insolence of the Saracens; The Third, the Schifin of the Greeks; The Fourth, the Cruelty of the Tartars; And, Lastly, the Persecution of the emperorfrederic. He infified upon there Five Heads ; and First began with the Irregular Lives of the Prelates and"
0360700103_000067,"A compendious history of the Church, from the beginning of the world to this present time. Written in French by Lewis Ellis Dupin, Doctor of Sorbonne, and Regius-Professor of Divinity at Paris. ...",Louis Ellies Dupin,84,1,0,0,3,0,5,1,0,2,0,2,0,4,3,1,0,4,4,2,0,0,0,0,1,2,2,0,0,1,0,1,2,3,5,4,0,1,1,0,0,0,1,1,2,0,0,8,1,0,4,1,2,2,0,1,0,3,3,0,1715,3,4,"London : printed for Bernard Lintott, at the Cross-Keys, between the Two Temple-Gates, M.DCC.XVI. 1715- [1716.].",London,353,male,1657,1719,FALSE,"24th of June, 1243, and took the Name ofinnocent IV  Frederick proposed an Accommodation; but the Pope difirufting him, went into France ; and having beeni well received there by Order of the King St. Lewis, he went to Lyons, where he called a General Council in 1245, and"
1517100105_000083,"The history of Great Britain, From the first invasion of it by the Romans under Julius Cæsar. Written on a new plan. by Robert Henry, D.D. one of the ministers of Edinburgh, member of the Society of Antiquarians of Scotland, and of the Royal Society of Edinburgh. The second edition.","Henry, Robert",96,0,5,5,1,3,0,3,4,0,4,9,3,2,2,1,0,0,0,6,0,0,1,1,1,1,1,0,1,1,0,3,0,0,6,0,0,0,7,0,1,0,0,0,1,0,1,6,1,1,2,0,3,1,0,5,2,1,0,0,1788,5,12,"London : Printed for A. Strahan; and T. Cadell, in the Strand, MDCCLXXXVIII. [1788].",London,454,male,1718,1790,FALSE,"the emprers. In consequence of this change he called a national council , which met; tst we~tminfter in the beginning of December. The king being introduced into the council , made bitter complaints of the rebellion of his fubjeas, and of the injuries that he and his friends had feltained."
1194800102_000042,"The history of the life of King Henry the Second, and of the age in which he lived, in five books: to which is prefixed, a History of the revolutions of England from the death of Edward the Confessor to the birth of Henry the Second: by George Lord Lyttelton.","George Lyttelton, 1st Baron Lyttelton",77,2,0,1,1,0,2,2,2,0,4,9,0,3,1,2,0,4,1,3,0,0,2,0,4,0,2,0,0,0,1,2,0,1,8,1,0,0,4,2,0,1,1,0,1,0,0,2,2,1,2,1,0,0,0,0,0,1,0,1,1767,2,4,"London : printed for W. Sandby and J. Dodsley, 1767-71.",London,620,male,1709,1773,FALSE,"neither. As soon as Henry had concluded the peace with Louis, he founded his inclinations with regard to this question, and helped to fix them in behalf of Alexander. I hall hereafter give some reasons why he ought rather to have assisted the earl of Champagne in serving vi&or. But"
0880700501_000122,"The history of England from the earliest times to the peace of 1783. By John Gifford, Esq. In two volumes.",John Gifford,81,1,2,5,0,5,0,0,3,5,5,3,1,0,3,1,0,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,1,6,3,0,1,1,1,2,0,0,1,0,2,1,0,4,2,3,0,0,1,0,0,7,2,1,1,1,1790,1,2,"London : printed for Harrison and Co. No 18, Paternoster Row, MDCCXC. [1790].",London,535,male,1758,1818,FALSE,"the body, became frequent and fashionable; and it began to be received as a truth, that a passport to Heaven could scarcely be procured without a journey to Rome . The internal tranquillity of the church , for many years after the death of Wilfred, affords nothing worthy of remark,"
1558800103_000096,Elements of general history. Translated from the French of the Abbé Millot. ...,Isaiah Thomas,71,1,1,2,1,0,1,1,4,1,0,2,2,1,1,2,0,5,1,2,2,1,1,0,3,0,1,0,0,0,0,1,0,1,3,1,0,1,1,0,0,1,0,1,1,1,2,9,1,0,3,2,1,0,1,3,0,1,0,0,1789,3,5,"Printed at Worcester, Massachusetts : by Isaiah Thomas. Sold at his bookstore in Worcester, and by him and Company in Boston, MDCCLXXXIX. [1789].",Worcester|Boston.,451,male,1749,1831,FALSE,"and more every day. Notwithstanding the piety of that great prince , nhe Elergy in a superstitious arre, he law that the ecclefiafti ~remainke. cal power was absurd, and had steadiness to op. pore it, without losing the respect due to the church . The temporalities of some bishops were"
0104100200_000074,"Annals of the empire; from the reign of Charlemagne. Translated from the French of Monsieur de Voltaire; constituting a part of a complete edition in English, of the works of that writer, by the Rev. David Williams. Hugh Downman, M. D. R. Griffith, Esq; Mrs. Griffith. J. Parry, M. A. William Campbell, LL. D. Member of the Royal Academy of Sciences and Belles Lettres at Lyons. J. Johnson, M. A. and Others.",Voltaire,96,1,0,2,1,0,0,1,2,2,1,2,0,5,0,1,2,10,5,0,0,1,1,1,3,0,1,0,0,1,3,1,1,2,7,0,0,1,0,0,1,0,0,1,1,2,0,17,0,1,3,0,0,1,3,7,0,1,0,0,1781,1,1,"London : printed for J. Walker, No. 20. Pater-Noster-Row, M.DCC.LXXXL [1781].",London,558,male,1694,1778,TRUE,"a second bull dated July, I, declares the Emperor contumacious and deprives him of all right to the empire , if he does not appear before his holiness before the first of October. Louis of Bavaria publishes a rescript, inviting the church to depose the Pope , and appeals to"
0659000102_000071,"Chronological tables of universal history, sacred and profane, ecclesiastical and civil; from the creation of the world, to the year one thousand seven hundred and forty-three. With a preliminary discourse on the short method of studying history; And A Catalogue of Books necessary for that Purposes With some Remarks on them. By Abbé Lenglet Dufresnoy. In two parts. Translated from the last French edition, and continued down to the death of King George II. Part The First.",Nicolas Lenglet du Fresnoy,94,0,1,1,1,0,0,2,1,2,0,3,0,3,0,0,0,7,2,4,0,3,0,0,3,2,3,0,0,1,1,3,0,3,14,1,1,1,1,0,0,0,0,3,5,0,0,8,0,0,3,0,1,0,0,4,2,1,3,0,1762,2,2,"London : printed for A. Millar, J. Newbery, R. Baldwin, W. Johnston, D. Wilson, S. Crowder and Co. T. Jefferys, A. Hamilton, J. Coote, H. Payne and Co. T. Becket and Co. and J. Walter, MDCCLXII. [1762].",London,512,male,1674,1755,FALSE,"an army of 60, ooo men, to invade England . Ferdinand, count of Flanders, having neglected to join the French army, the king marched against him, and took several places from him. The English came to the count's affilance with a fleet of 5oo fllips, which attacked that of France"
1509500101_000062,Elements of general history. Translated from the French of the Abbé Millot. Part second. Modern History. In three volumes.,Claude-François-Xavier Millot,73,2,4,0,1,1,1,0,2,0,2,0,3,1,2,1,4,3,0,4,0,0,0,0,3,1,0,0,1,0,1,0,0,0,4,3,0,0,2,3,2,1,1,1,1,2,1,6,3,1,1,0,1,0,0,1,1,1,0,0,1779,1,3,"Dublin : printed for Messrs. Price, Potts, R. Cross, Jenkin, Walker, Flinn, Exshaw, E. Cross, & White, MDCCLXXIX. [1779].",Dublin,465,male,1726,1785,FALSE,"practice ofro luntary fcourgings, which very speedily degenerated into fanaticism. This pious cardinal , whodfe own life was exceedinrgly auffere, adopted some maxims very convenient for sinners. he supposed it possible to do penance in the place of others. weare affonifhed to read what he says to a prelate in"
0021100304_000122,"The history of the Church, from the beginning of the world to the year of Christ 1718. In four volumes. Compendiously written in French by Lewis Ellis Du-Pin, Doctor in Divinity of the Faculty of Paris. And now translated into English according to the third Paris edition, Revis'd, Enlarg'd, and put into a new Method by the Author. with a compleat index to the Whole. ...",Louis Ellies Dupin,108,0,0,0,1,0,2,3,1,3,0,12,0,4,4,1,1,8,1,1,0,1,1,0,4,0,0,0,1,0,0,2,4,2,8,0,1,1,1,0,0,0,0,5,0,0,0,19,0,0,0,0,0,1,2,8,3,2,0,0,1724,4,4,"London : printed for Bernard Lintot at the Cross-Keys between the Temple Gates, 1724.",London,421,male,1657,1719,FALSE,Name of SILVESTER 1i. The Eleveznth Centjly. ioo; ~OHN XVI succeeds Silvester II He is but J five Months in the See. JOHN XVII succeeds him. 1oo9 sergius IV succeeds Yohn XVII o101 He dies on the 13 tl ot May. After his Death there is a Schifiu between BENEDICTVIII.
