PassageID,Title,Author,Total termFreq,termFreq(accent),termFreq(ancient),termFreq(art),termFreq(author),termFreq(beauti),termFreq(church),termFreq(composit),termFreq(forc),termFreq(form),termFreq(geniu),termFreq(god),termFreq(greek),termFreq(harmoni),termFreq(heart),termFreq(hymn),termFreq(iambic),termFreq(imag),termFreq(imagin),termFreq(imit),termFreq(italian),termFreq(kind),termFreq(languag),termFreq(littl),termFreq(lord),termFreq(lyre),termFreq(lyric),termFreq(manner),termFreq(measur),termFreq(melodi),termFreq(modern),termFreq(music),termFreq(natur),termFreq(number),termFreq(od),termFreq(open),termFreq(opera),termFreq(part),termFreq(peopl),termFreq(pleasur),termFreq(poem),termFreq(poetri),termFreq(public),termFreq(rule),termFreq(sacr),termFreq(sentiment),termFreq(short),termFreq(sing),termFreq(song),termFreq(sound),termFreq(speak),termFreq(spiritu),termFreq(stroph),termFreq(style),termFreq(sublim),termFreq(sung),termFreq(syllabl),termFreq(thought),termFreq(time),termFreq(varieti),termFreq(vers),termFreq(vocal),termFreq(voic),termFreq(word),termFreq(wrote),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0489100300_000162,"A treatise of musick, speculative, practical and historical. Containing an explication of the philosophical and rational grounds and principles thereof; The Nature and Office of the Scale of Musick; The whole Art of Writing Notes; And the General Rules of Composition. With A Particular Account of the Antient Musick, and a Comparison thereof with the Modern. By Alexander Malcolm, A. M.",Alexander Malcolm,74,0,4,4,2,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,1,5,4,9,1,3,0,0,0,5,0,0,0,2,0,2,0,0,1,2,2,2,1,0,0,0,0,0,0,0,1,2,1,3,5,3,0,1730,1,1,"London : printed for J. Osborn and T. Longman, in Pater-Noster-Row; F. Fayram, and E. Symon, at the Royal-Exchange, M.DCC.XXX. [1730].",London,656,male,1685,1763,FALSE,"the other Cafe this is well enough, for hemeans, That Melody may confiit either in a prqgrefs from acute to grave, or contrarily: And then the Word Moduiasmen was near applied any other way than to fuc cellive Sounds . There is another Pafaige which If vo/ius cites from .liai"
0957700301_000075,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,79,2,3,1,0,1,0,4,0,0,2,0,4,3,0,0,0,0,0,0,0,3,3,1,0,0,0,2,1,3,2,11,0,1,0,0,0,1,1,0,0,1,6,1,0,0,0,0,0,6,2,0,0,0,0,0,2,1,2,5,0,0,1,3,0,1790,1,3,"London : printed for A. Strahan; T. Cadell; and W. Creech in Edinburgh, 1790.",London,468,male,1718,1800,TRUE,"itis always the music of them that makes the principal objet. Cicero and Quinftilian are, full of this. The other qualities of Precision, Unity, and Strength, which we confider as of chief importance, they handle slightly; but when they come to the "" junbtura et nunerius,"" the modulation and harmony"
1711401400_000064,"Historical memoirs of the Irish bards. Interspersed with anecdotes of, and occasional observations on, the music of Ireland. Also, an historical and descriptive account of the musical instruments of the ancient Irish. And an appendix, containing several biographical and other papers, with select Irish melodies. By Joseph C. Walker, ...","Walker, Joseph Cooper",62,4,3,2,0,0,0,2,0,0,0,0,3,1,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,8,1,1,0,0,0,4,1,0,0,0,0,0,0,0,1,2,2,2,0,1,0,0,0,1,5,0,1,0,0,0,8,2,0,1786,1,1,"Dublin : printed for the author, by Luke White, 1786.",Dublin,310,unknown,,,FALSE,"affair, that he sent John, his precentor, hither for that purpose. These efforts of the Papal See, seconded by the favour of the British princes, boon extinguished every spark of our ancient music , and confirmed the slow, spacious and unifonouis melody of plain song (t). The perpetual use of"
0569700103_000075,"The complete dictionary of arts and sciences. In which the whole circle of human learning is explained, And the Difficulties attending the Acquisition of Every Art, Whether Liberal or Mechanical, are Removed, in the most easy and familiar manner. Among the various Branches of Literature explained in this Work are the following, viz. Agriculture Algebra Anatomy Architecture Arithmetic Astronomy Botany Catoptrics Chemistry Chronology Commerce Conics Cosmography Dialling Dioptrics Ethics Fluxions Fortification Gardening Gauging Geography Geometry Grammar Gunnery Handicrafts Heraldry History Horsemanship Husbandry Hydraulics Hydrography Hydrostatics Law Levelling Logic Maritime And Military Affairs Mathematics Mechanics Merchandize Metaphysics Meteorology Music Navigation Optics Painting Perspective Pharmacy Philology Philosophy Physic Pneumatics Rhetoric Sculpture Series Statics Statuary Surgery Surveying Theology, &c. The theological, philological, and critical branches, by the Rev. Temple Henry Croker, A. M. Chaplain to the Right Honourable the Earl of Hillsborough. The medicinal, anatomical, and chemical, by Thomas Williams, M. D. The mathematical by Samuel Clark, Author of an Easy Introduction to the Theory and Practice of Mechanics. and the other parts by several gentlemen particularly conversant in the Arts or Sciences they have undertaken to explain.","Williams, Thomas, M.D.",85,1,6,1,1,0,0,0,1,1,1,0,3,0,0,0,1,0,0,0,0,4,1,1,0,0,0,1,2,0,8,6,0,1,0,0,0,2,0,0,0,4,0,0,0,0,3,0,0,4,0,0,0,0,0,2,8,0,0,1,11,1,1,8,0,1764,3,3,"London : printed for the authors, and sold by J. Wilson & J. Fell, Pater-Noster Row; J. Fletcher & Co. St. Paul's Church-Yard; J. Coote, Pater-Noster Row; Mess. Fletcher & Hodson, Cambridge; and W. Smith & Co. Dublin, MDCCLXIV. [1764].",London,597,unknown,,,FALSE,"winds. See COMPASS. RHUMB LINE, in navigation, the line which a (hip describes, keeping in the same collateral point or thumb. See COURSE. RHYME, in poetry , a similitude of sound between the last syllable or syllables of two verses . Rhymes may be distinguished into whole or perfec, and"
0799000501_000018,"Biographia classica: the lives and characters of all the classic authors, the Grecian and Roman poets, historians, orators, and biographers. With An Historical and Critical Account of Them and their Writings: Illustrating their several Excellencies, and shewing their Defects, from the Judgment and Remarks of the most Celebrated Critics, both Ancient and Modern. In Two Volumes.",,54,0,3,3,0,2,0,1,0,0,1,2,1,0,0,1,1,1,0,1,0,1,0,2,0,2,1,2,0,0,0,1,5,0,4,0,0,0,0,0,2,3,1,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,3,0,3,0,0,0,1,1740,1,2,"London : printed for D. Browne, at the Black Swan without Temple-Bar, MDCCXL. [1740].",London,341,unknown,,,FALSE,"tells us, he was obliged once more to fly to Abdera, where he died. As his own Verses confess his great Age (though' not the Eftfts of it) so Lcian reckons him among the long Livers, allowing him fourscore and five Years. B u T a small Portion of his"
1737700101_000013,"A general history of the science and practice of music, by Sir John Hawkins. In five volumes.",John Hawkins,72,0,5,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,2,2,1,1,0,1,0,1,0,22,1,0,3,0,1,0,1,0,0,6,0,0,0,3,0,1,2,4,0,0,0,0,1,1,0,2,0,0,0,0,0,3,1,1776,1,5,"London : printed for T. Payne and Son, at the Mews-Gate, MDCCLXXVI. [1776].",London,564,male,1719,1789,FALSE,"cap. III scruples not to attribute the misfortunes of the Cynetheanis, a people of Arcadia, and that general corruption of the: ir manners , by him' dcfciribed, to the neglect of. the discipline and exercise of music ; which he ays the ancient Arc. .dians were so industrious to cultivate,"
0417500103_000034,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,95,0,3,2,1,5,0,5,1,3,3,1,0,1,0,0,0,0,2,3,0,3,3,1,0,0,6,2,0,0,3,0,1,1,12,0,0,0,0,2,3,11,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,3,3,0,0,0,0,1,1,1796,3,3,"London : printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh: and sold by T. Cadell jun. and W. Davies, (successors to Mr. Cadell), 1796.",London,390,male,1718,1800,TRUE,"and fills up his Poems with Fables of the Gods and Heroes, that have little connecion either with his subject, or with one another. The Ancients admired him greatly; but as many of the hiffories of particular families and cities to which he alludes, are now unknown to us, he"
1621800104_000134,"The Scottish register; or, General view of history, politics & literature, for ... with philosophical, critical, and miscellaneous papers, chiefly relative to Scotland. ...",,65,0,1,1,2,0,0,2,0,1,1,0,1,2,0,0,0,0,0,0,7,2,6,0,0,0,1,0,0,1,2,5,0,2,0,0,1,3,0,0,0,2,0,4,1,0,0,0,3,0,0,0,0,1,1,0,0,0,4,1,2,0,1,4,0,1794,4,6,"Edinburgh [Scotland] : printed for Bel & Bradfute, and A. Lawrie, and G.G. & J. Robinson, London, 1794-M,DCC,XCV. [1795].",Edinburgh,419,unknown,,,FALSE,"has not been much cultivated by the Italians . Triffiao, Rucellai, Torquato Tasso, Sperone Speroni, .Cintio Giraldi, Prospero Bonarelli, among the ancients , have some excellent tragedies, an edition of which has been published by Marchese Maffei; and among the moderns , the Merope of the same Maffei, the Cesare"
0300401003_000032,"Lectures on rhetoric and belles lettres. By Hugh Blair, D.D. & F.R.S. Ed. one of the Ministers of the high church, and Professor of Rhetoric and Belles Lettres in the University, of Edinburgh. In three volumes. ...",Hugh Blair,65,0,1,0,3,2,0,3,0,4,0,1,1,0,1,1,0,0,0,0,1,4,1,0,0,1,2,3,0,0,0,5,3,0,6,0,0,0,0,0,2,8,0,0,0,2,1,0,2,0,1,0,0,0,0,2,0,0,1,1,2,0,0,0,0,1798,3,3,"London : printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh; and sold by T. Cadell jun. and W. Davies, (successors to Mr. Cadell) in the Strand, 1798.",London,389,male,1718,1800,TRUE,"not so fimnple, or insensible to her own charms, as ri: e aflricd to hb, gives hiin this instance; that fhc had caught her onc day ad ufting her dress by a fountain, and applying now one flower, and now another to her neck; and aftercomparing their culaoms with her"
0213900100_000008,"The tragedies of Sophocles, translated from the Greek; with a dissertation on antient tragedy: by Thomas Francklin, D. D. Late Greek Professor In The University Of Cambridge.",Sophocles,67,0,7,3,1,1,0,0,1,1,1,0,1,0,0,0,1,0,2,0,0,2,2,0,0,0,0,1,0,1,1,4,2,0,0,0,0,9,3,0,1,2,0,1,0,0,1,0,1,1,0,0,0,0,0,2,2,1,2,0,5,0,1,3,0,1788,1,1,"London : printed for W. Lowndes, No. 77, Fleet-Street, MDCCLXXXVIII. [1788].",London,518,male,495,406,FALSE,"that means give him an opportunity of killing himself in the very spot which they had quitted, and which could not have been done with any propriety whilst they were present, and able to prevent it: on these occasions, the chorus frequently divided itself into two part , or femichorufles,"
1016800104_000002,"A general history of music, from the earliest ages to the present period. To which is prefixed, A dissertation on the music of the ancients. By Charles Burney, Mus.D. F.R.S. ...",Charles Burney,72,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4,1,14,0,0,0,2,0,1,2,0,11,0,1,0,1,1,0,2,0,1,1,0,0,0,1,3,1,0,3,0,0,0,0,0,0,3,0,2,1,0,4,1,7,0,1776,4,4,"London : printed for the author: and sold by T. Becket, Strand; J. Robson, New Bond-Street; and G. Robinson, Paternoster-Row, MDCCLXXVI. [1776]-89.",London,711,male,1726,1814,TRUE,"learned Dr. Wallis,, a profound musician, in his treatise DC Loguela, prefixed to his Grammar of the English Tongue,, has considered with great exadtnei6 the accurate formation of all sounds in jpeaking,. to which few have attended before; but with refpec to Jinging, the work is still to be done."
0737500102_000120,"The art of poetry on a new plan: illustrated with a great variety of examples from the best English poets; and of translations from the ancients: Together with such Reflections and critical Remarks as may tend to form in our Youth an elegant Taste, and render the Study of this Part of the Belles Lettres more rational and pleasing. ...",,76,1,1,3,2,4,0,0,0,1,2,1,1,1,0,0,0,1,1,1,0,2,3,1,0,0,0,2,0,0,0,0,4,1,0,0,0,2,0,1,7,5,0,0,1,0,1,0,1,1,0,0,0,2,1,0,2,4,0,1,11,0,0,3,0,1762,2,2,"London : printed for J. Newbery, at the Bible and Sun in St. Paul's Church-Yard, MDCCLXII. [1762].",London,385,unknown,,,FALSE,"like him, decked his phantoms in such beautiful colours and rich ornaments, that they meet with refpea and applause in every company: but, however excellent in themselves, as members of an Epic poem they are intolerable; for though' the Epic deals in the wonderful, yet everything is to be probable,"
0386000502_000141,"Essays moral and literary. By Vicesimus Knox, M.A.",Vicesimus Knox,56,0,1,0,5,2,0,3,0,1,0,0,1,0,1,2,1,0,0,0,0,1,0,3,0,0,0,0,2,0,1,1,0,0,1,0,1,0,2,0,3,3,0,0,0,1,0,0,2,1,0,0,0,2,1,0,0,0,5,0,5,0,0,2,2,1784,2,2,"London : printed for Charles Dilly, 1784.",London,408,male,1752,1821,TRUE,"and style . The few remains, preferred by Stobaus, whether the beauty of the sentiments , or the purity of the diction, be regarded, must be pronounced uncommonly excellent. They are, however, too generally known to require illultration. Simonides is characerifed by Longinus, as a poet remarkable for the pathetic."
0451900604_000034,"Logic, ontology, and the art of poetry; being the fourth and fifth volumes of the Circle of the sciences. Considerably enlarged, and greatly improved.",John Newbery,61,0,1,2,0,1,0,0,1,0,0,4,1,2,1,0,0,1,2,0,0,0,3,0,1,0,0,0,2,1,0,6,6,1,0,0,0,0,0,1,0,6,0,0,0,2,1,0,1,2,0,0,0,0,2,1,1,2,1,0,1,1,1,2,0,1776,4,5,"London : printed for T. Carnan, and F. Newbery, Junior, at Number 65, in St. Paul's Church Yard, MDCCLXXVI. [1776].",London,488,male,1713,1767,TRUE,"to his will; when heard the morning's dawn uflered in with eorifons of Birds. and the evenings warbled rn with notes of thanks and gratitude; when all ture exulted in praise of the omnipotent Creator; en the morring stars sang together and all the sons cf dlhotedforj6y t, could man,"
0437400102_000059,"The lives of the Roman poets. Containing a critical and historical account of them and their writings, with large Quotations of their most celebrated Passages, as far as was necessary to compare and illustrate their several Excellencies, as well as to discover wherein they were deficient. To which is added, a chronological table, fitted to the Years before and after Christ, shewing the Times when they flourished and published their Works, and exhibiting the more remarkable Events coincident with them. Together with An Introduction concerning the Origin and Progress of Poetry in general; and an Essay on Dramatick Poetry in particular. By L. Crusius, late of St. John's College, Cambridge. In two volumes.",Lewis Crusius,91,0,1,2,0,0,0,2,0,2,0,0,2,4,0,0,7,0,0,8,0,2,2,0,0,0,1,7,8,2,0,2,0,3,0,0,0,5,1,0,1,8,0,0,0,4,0,0,0,1,4,0,0,0,0,0,0,2,0,0,9,0,0,1,0,1733,2,2,"London : printed for W. Innys and R. Manby at the West-End of St. Paul's, J. Clarke under the Royal Exchange, and B. Motte at the Middle-Temple Gate, Fleetstreet, 1733.",London,345,male,1701,1775,FALSE,"the real adventures of those persons to their sic tion, and extraet such ingenious episodes from them, as very much heighten the probability of the whole, and make it forrietimes pass with the audience for a TRUE history. SECT. VI Of TRAGEDY, according to ARISTOTLE. TIS Art of Poetry is"
1740200602_000140,"Essays moral and literary. By Vicesimus Knox, ...",Vicesimus Knox,52,0,2,0,5,1,0,4,0,1,1,0,1,0,1,2,1,0,0,0,0,0,0,2,0,0,0,1,1,0,1,2,0,0,2,0,1,0,2,1,2,3,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,5,0,0,2,2,1791,2,2,"London : printed for Charles Dilly, 1791.",London,402,male,1752,1821,FALSE,"of antiquity. Of this author , once celebrated throughout Greece, quoted by the learned, and repeated by the fair, fearcely the name is known in the present age. Athenius, Hephailion, the feholiaft on Pindar, Euitathius, and Plutarch, have vindicated him from absolute oblivion, by preferving'a few of his fragments. Love"
0504100102_000120,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In two volumes. ...",Hugh Blair,61,0,0,1,0,1,0,4,0,2,0,2,0,0,0,1,0,2,0,0,0,4,0,1,2,0,3,2,0,1,1,1,1,1,2,1,0,1,1,0,0,9,0,0,3,0,1,0,4,0,1,1,0,3,2,0,0,0,0,1,0,0,1,0,0,1783,2,2,"London : printed for W. Strahan; T. Cadell; and W. Creech, in Edinburgh, 1783.",London,553,male,1718,1800,TRUE,"or open ""A ration of the Almighty is concerned. "" Before him went the l1[ t I peftilence the wates saw thee, 0 God , and were afraid wz .^3 XI "" the mountains saw thee, and they trembled. the overflowing of, the water pared by; the deep uttered his"
1196300102_000078,"The elements of universal erudition. Containing an analytical abridgment of the sciences, polite arts, and belles lettres. By Baron Bielfeld, Secretary of Lecation to the King of Prussia. Preceptor to Prince Ferdinand, and Chancellor of all the Universities in the Dominions of his Prussian Majesty, Author of the Political Institutes, &c. Translated from the last edition printed at Berlin. By W. Hooper, M.D. In three volumes. ...","Bielfeld, Jacob Friedrich, Freiherr von",83,1,0,5,1,1,2,1,1,2,0,0,0,3,0,0,0,0,0,4,4,2,0,1,0,0,0,0,2,2,1,10,4,1,0,0,5,4,0,0,0,0,0,2,0,2,0,0,0,0,1,2,0,1,1,1,0,0,4,0,0,0,4,7,1,1771,2,3,"Dublin : printed for H. Saunders, J. Potts, D. Chamberlaine, W. Sleater, J. Hoey, jun. J. Williams, R. Moncrieffe, J. Porter, and T. Walker, MDCCLXXI. [1771].",Dublin,298,male,1717,1770,FALSE,"time , is marked by regulal  lifting up or putting'down the hand or foot, in order to give an equal movement to the voice or instruments, by. one..token common to thenm all. This mea. sure is marked at the beginniig of.'each piece, as i expressed infigo. The rmcv/eiiienrs of;"
1172300300_000034,A complete dictionary of music. Consisting of a copious explanation of all words necessary to a true knowledge and understanding of music. Translated from the original French of J. J. Rousseau. By William Waring.,Jean-Jacques Rousseau,87,0,1,4,1,1,3,9,0,3,1,0,0,5,0,1,0,0,1,3,0,2,0,0,0,0,0,0,1,0,0,12,0,1,0,0,2,6,0,0,1,0,1,7,0,0,0,0,1,3,0,1,0,0,0,0,0,1,1,0,0,1,6,7,0,1779,1,1,"London : printed for J. Murray , No. 32, Fleet-Street ; and Luke White, Dublin, MDCCLXXIX. [1779].",London,471,male,1712,1778,TRUE,"and forcible, which adorns the air without obscurity. Tis this divine guide which led Correlli, Vinci, Perez, Rinoldo, Jomelli, Durante, more ingenious than all the rest, into the fantuary of harmony ; Leo, Pergolefe, Hase, Tcrradeglias, and Galuppi, into that of taste and expression. COMPOSITION , Is the art of"
0159300300_000040,"An introduction to the English language and learning. In three parts. Part I. A Spelling-Book of Arts and Sciences; Containing Alphabets of all the Words in the following Sciences, viz. Theology, Ethics, Grammar, Rhetoric, Logic, Poetry, Mythology, Physiology, Geography, Astronomy, Arithmetic, Algebra, Geometry, Mathematics, Mechanics, Anatomy, Physic, Chemistry, Pharmacy, Botany, Jurisprudence, Heraldry. Disposed in a Method entirely New; With the Rules of True Pronunciation and Spelling. Part II. The Rudiments of English Grammar. With the Rules of Orthography, Construction, Emphasis, and a Just Elocution. Part III. Lessons on all the above-mentioned Sciences; Containing a particular Description of each, by Way of Exercise, or Praxis, to enable the Scholar to read justly and judiciously on any Subject whatsoever. With a Preface, shewing, that nothing short of the Method here taken can be sufficient for a Plan of Genuine English Education. By Benjamin Martin.",Benjamin Martin,56,0,0,2,0,2,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,2,0,0,0,0,1,3,1,0,0,1,0,1,3,0,0,3,0,0,9,5,1,1,0,1,1,0,5,0,0,0,0,0,1,2,0,0,0,0,4,0,1,0,0,1766,1,1,"London : printed for W. Owen, at Homer's Head, in Fleet-Street, MDCCLXVI. [1766].",London,251,male,1705,1782,TRUE,"our mention, as we have scarce anything more than the Iambic Scot in Engifi Vcrfe. If a Verse conbft of si Feet, it is called Hcxameter erse, as was all the Latin and Greek Poetry of the Heroic Kind . But if the Verse confifed only of jie Feet, it"
1282500100_000158,"Essays on the nature and immutability of truth in opposition to Sophistry and Scepticism; on poetry and music, as they affect the mind; on laughter, and ludicrous composition; on the utility of classical learning. By James Beattie, L L. D. Professor of Moral Philosophy and Logic in the Marischal College and University of Aberdeen.",James Beattie,67,3,0,3,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,14,0,0,0,0,0,0,0,0,0,2,0,12,1,2,0,0,0,0,0,0,1,1,0,2,0,1,0,0,2,2,2,0,0,2,0,1,0,0,1,0,2,1,7,0,0,1777,1,1,"Edinburgh : printed for the author: and sold by Edward and Charles Dilly, in London; and William Creech, Edinburgh, M.DCC.LXXVII. [1777].",Edinburgh,776,male,1735,1803,FALSE,"on Musical Exprefflon, page 56 violates I violates the essential rules of his art . If we compare Imitation with Expression, the superiority of the latter will be evident. Imitation without Exprefilon is nothing: Imitation detrimental to Expression is faulty : Imitation is never tolerable, at least in * Harmony"
0674800300_000002,An historical and critical account of the most eminent classic authors in poetry and history. In three parts. By the Reverend Edward Manwaring.,Edward Mainwaring,77,0,1,3,0,0,0,0,0,0,1,1,3,3,0,1,2,0,0,4,0,7,0,0,0,0,5,0,2,0,0,1,4,5,0,0,0,2,0,1,2,17,0,2,0,0,1,0,2,0,2,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1737,1,1,"London : printed for W. Innys and R. Manby, at the West-End of St. Paul's, MDCCXXXVII. [1737].",London,384,male,1635,1703,FALSE,"who are learned and eminent in their Professions, but very few who have a universal and solid Judgement. This want of Judgement makes us fall so (hort of the Ancients ; and the Reason why we want this Judgement, is, because we are ignorant of those particular Precepts of Arts"
0937200403_000046,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,62,0,0,1,1,1,0,3,0,3,0,1,0,0,0,1,0,2,0,0,0,4,0,1,2,0,3,2,0,1,1,1,1,1,2,0,0,1,1,0,0,9,0,0,4,0,1,0,4,0,1,1,0,4,2,0,0,0,0,1,0,0,1,0,0,1793,3,3,"London : printed for A. Strahan; T. Cadell; and W. Creech in Edinburgh, 1793.",London,416,male,1718,1800,TRUE,"saw thee, and L E C T. "" they trembled. the overflowing of the v CC water passed by; the deep uttered his C voice , and lifted up his hands on high."" When inquiry is made about the place of wisdom, Job introduces the "" Deep, saying..  is"
0891200500_000007,"A general history of music, from the earliest ages to the present period. By Charles Burney, Mus.D. F.R.S. Volume the first.",Charles Burney,71,0,7,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,2,1,0,4,1,0,0,1,0,1,1,2,3,11,1,2,0,0,0,1,1,0,1,1,0,2,0,0,0,1,0,7,0,0,0,1,0,0,0,1,1,1,2,2,1,1,0,1789,1,1,"London : printed for the author: and sold by Payne and Son, at the Mews-Gate; Robson and Clark, Bond-Street; and G. G. J. and J. Robinson, Paternoster-Row, MDCCLXXXIX. [1789].",London,546,male,1726,1814,TRUE,"as the mind can easily measure , and the voice express. Tihe/ sounds are regulated by a scale, confii4ng of tones andfemitones; but admit a variety cf arrangement as unzounded as imagination . CONSONANCE is derived froml a coincidence of two or more Jounds, wlich being heard together, by their"
0557200103_000088,"Essays moral and literary. By Vicesimus Knox, ... In three volumes. ...",Vicesimus Knox,55,0,1,0,5,2,0,4,0,1,0,0,1,0,1,2,1,0,0,0,0,1,0,3,0,0,0,0,2,0,1,2,0,0,1,0,1,0,2,0,3,3,0,0,0,1,1,0,2,1,0,0,0,0,1,0,0,0,5,0,4,0,0,2,1,1793,3,3,"London : printed for Charles Dilly, 1793.",London,507,male,1752,1821,TRUE,"few remains, preserved by stobtus, whether the beauty of the sentiments , or the purity of the diction, be regarded, must be pronounced uncommonly excellent. They are, however, too generally known to require illustration. Simonides is charaderifed by Longinus, as a poet remarkable for the pathetic. Of his writings very"
1282300102_000092,"Lectures on rhetoric and belles lettres. By Hugh Blair, D.D. & F.R.S. Ed. one of the Ministers of the High Church, and professor of rhetoric and belles lettres in the University of Edinburgh. In two volumes. ...",Mathew Carey,82,0,1,0,0,0,0,2,0,4,1,2,1,0,0,1,0,0,0,0,0,7,0,0,0,1,7,1,0,0,2,4,3,1,20,0,0,0,0,2,2,9,0,0,1,2,0,0,3,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1793,2,2,"Philadelphia : From the press of Mathew Carey, March 19 --M.DCC.XCIII. [1793].",Philadelphia,464,male,1760,1839,FALSE,"of being enlivened. I proceed next, to treat of lyric poetry , or the ode ; a species of poetical composition which possesses much dignity, and in which many writers have distinguished themselves, in every age. Its peculiar characier is, A le parole, a gli atti. Hier vidi un segno"
1737700102_000007,"A general history of the science and practice of music, by Sir John Hawkins. In five volumes.",John Hawkins,73,3,6,1,3,0,0,1,2,0,0,0,2,2,0,0,0,0,0,0,0,3,0,2,0,0,0,0,3,1,2,9,0,3,0,0,0,0,1,0,0,3,1,1,0,0,3,0,1,5,2,0,0,0,0,0,0,0,4,0,3,3,0,3,0,1776,2,5,"London : printed for T. Payne and Son, at the Mews-Gate, MDCCLXXVI. [1776].",London,546,male,1719,1789,FALSE,"foot"" "" of his malter, increased the number of accents ; and Diony Sflus the Thracian, a hearer of Aristarchus, prosecuted the same * study, as did also those who succeeded him in the fchoolof Alex'  The ancient ratio of speaking remained till the times of  the emperors"
0357500300_000051,"Lectures on rhetoric and belles lettres. By Hugh Blair, D.D. one of the Ministers of the High Church, and professor of rhetoric and belles lettres in the University, of Edinburgh.",Hugh Blair,83,4,2,0,0,3,0,0,1,6,0,0,2,3,0,0,0,0,1,0,3,0,11,1,1,0,0,1,0,3,3,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,2,0,0,8,0,0,0,2,0,0,4,0,2,2,2,0,0,8,0,1784,1,1,"Philadelphia : Printed and sold by Robert Aitken, at Pope's Head in Market Street, MDCCLXXXIV. [1784].",Philadelphia,479,male,1718,1800,TRUE,"could wifll, from the moult simple and most familiar, up to the moult majestic. The Latin, though a very beautiful Language , is inferior, in this refpeet, to the Greek . It has more of a fixed characer of stateliness and gravity. It is always firm and masculine in the"
0374200400_000006,"The odes, epodes, and carmen seculare of Horace, translated into English prose, as near the original as the different idioms of the Latin and English languages will allow: with the Latin text and order of construction in the opposite page, and Critical, Historical, Geographical, and Classical notes, in English; from the best commentators, both antient and modern. And A Preface to each Ode, illustrating its Difficulties, and shewing its several Ornaments and Design. Also The Method of Scanning the several Sorts of Verse made use of by Horace; and a Table, shewing at one View of what Sort of Verse each Ode consists. For the Use of Schools as well as of Private Gentlemen.",Horace,67,0,1,2,5,2,0,1,1,0,2,0,1,4,0,0,0,0,0,2,0,1,2,1,0,0,8,1,0,0,1,2,1,1,4,0,0,0,0,1,2,6,1,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,1,0,0,0,0,7,1,1760,1,1,"London : printed for C. Hitch & L. Hawes, R. Baldwin, W. Johnston, J. Ward, G. Keith, J. Wren, P. Stevens, S. Crowder and Co. P. Davey and B. Law, J. Marshall, and T. Field, M.DCC.LX. [1760].",London,548,male,,,FALSE,"the Exordium of the Epic Poem . Not but that the Ode makes fo.netimes ure of this kind of Exordium. Thefecond is, That the Poet ought to speak of Thinigs remarkable, entirely new, and that have not been flnrg by an; y other. This is Horace's own Direcdon: Dicam insigne,"
0941000301_000011,An essay on the genius and writings of Pope. In two volumes. ...,Joseph Warton,60,1,0,0,0,2,0,1,2,0,1,2,0,1,0,0,0,2,3,0,0,2,0,1,0,1,1,0,1,0,1,6,3,4,7,0,1,0,0,0,0,1,0,0,0,1,0,0,6,1,0,0,0,0,1,0,0,2,2,0,0,0,1,1,1,1782,1,2,"London : printed for J. Dodsley, in Pall-Mall, M.DCC.LXXXII. [1782].",London,427,male,1722,1800,TRUE,"and harmony of its numbers , and the beauty and force of its images , have conspired to place at the head of modern lyric compositions . This of Mr. POPE is, however, the second of the kind t. In * He wrote this Ode at the request of Steele."
0376700301_000009,"The tragedies of Sophocles, translated from the Greek; (with a dissertation on antient tragedy.) By the Rev. Thomas Francklin, M. A. Late Greek Professor in the University of Cambridge. A new edition, carefully revised and corrected. ...",Sophocles,62,1,5,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,3,1,0,0,0,2,4,1,3,4,2,0,0,1,1,4,0,0,0,2,0,0,0,1,3,0,1,1,0,0,0,0,0,0,3,0,2,1,3,0,2,3,0,1766,1,2,"London : printed for T. Davies, in Russel-Street, Covent-Garden, 1766.",London,297,male,495,406,FALSE,"chorus, but in other places, and that generally in the most interesting and impallioned parts of the drama, where, it may here be observed, it is most probable that the music and instruments accompanying the verse were changed also; a happy circumstance for the poet, as it must have afforded"
