PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(amen),termFreq(angel),termFreq(apostl),termFreq(baptiz),termFreq(believ),termFreq(bless),termFreq(blood),termFreq(bodi),termFreq(christ),termFreq(christian),termFreq(church),termFreq(command),termFreq(death),termFreq(divin),termFreq(earth),termFreq(end),termFreq(etern),termFreq(faith),termFreq(father),termFreq(ghost),termFreq(glori),termFreq(gospel),termFreq(grace),termFreq(grant),termFreq(hall),termFreq(hand),termFreq(heart),termFreq(heaven),termFreq(holi),termFreq(jesu),termFreq(king),termFreq(know),termFreq(law),termFreq(life),termFreq(live),termFreq(love),termFreq(manner),termFreq(mean),termFreq(merci),termFreq(mind),termFreq(natur),termFreq(offer),termFreq(order),termFreq(peopl),termFreq(person),termFreq(power),termFreq(prayer),termFreq(reason),termFreq(receiv),termFreq(saviour),termFreq(scriptur),termFreq(sin),termFreq(spirit),termFreq(true),termFreq(truth),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0574700100_000039,"An essay for a review of The book of common prayer. To which is added, a specimen Thereof. Submitted to the Consideration of those in Authority. Attempted by an impartial hand.",Impartial hand,129,0,8,0,0,0,1,4,0,0,5,1,0,4,1,2,1,0,3,4,1,0,3,4,8,6,0,0,2,2,16,4,1,2,0,6,4,7,2,0,5,1,0,0,0,2,0,2,0,0,0,4,1,0,5,1,2,1,0,3,1734,1,1,"London : printed for J. Downing in Bartholomew-Close, 1734.",London,135,unknown,,,FALSE,"at the last day, to a life immortal, through' his mediation and intercession. Amen . Second Sunday after Easter. Lmighty God, give us grace , we beseech thee, to follow the example of thy Son our blessed Saviour , in all holiness and humility, meekness and charity, patience and resignation"
1166801700_000036,"The new week's preparation for a worthy receiving of the Lord's Supper, as recommended and appointed by the Church of England; Consisting of Meditations and Prayers for the Morning and Evening of every Day in the Week: With Forms of Examination and Confession of Sins, and A Companion at the Altar Directing the Communicant in his Behaviour and Devotions at the Lord's Table: Also Meditations to enable us to live well after receiving the Holy Sacrament. To which are added A Morning & Evening Prayer for the Closet or Family, &c.",,123,3,5,0,0,0,0,3,2,3,8,0,1,0,2,0,1,5,0,2,10,5,7,0,2,1,1,1,2,2,11,7,1,0,0,0,2,1,0,0,4,3,0,2,0,2,0,1,3,1,3,2,0,5,0,0,0,2,1,6,1775,1,1,"London : printed by assignment from the executors of the late Edwd. Wicksteed, for Jno. Hinton, in Paternoster Row near Warwick Lane, [1775?].",London,174,unknown,,,FALSE,"end . Wt'hn all bavt communicated, the minifier hall return to the Load' Lord's table, and reverently place uoln it unhat remaineth of the. con. fecratedelen.: nts, Ccoer'i7, g thj ae a q.ith a fair linen cloth. L Then Aall the priettfay the lord's.pr)ayer, the people repeating. after him e"
0374802100_000026,An abridgement of the sacred history: being an easy introduction to the reading of the Holy Bible.,"Mayne, Lady",85,2,0,0,4,0,5,4,0,0,1,1,1,1,1,3,1,2,1,2,1,4,0,3,2,0,1,1,1,4,5,1,0,0,0,4,1,1,1,1,1,2,0,1,0,0,1,3,1,3,0,1,0,3,2,1,2,0,3,1,1770,1,1,"London : printed for R. Main, in Hambleton-Street, near Hyde-Park Corner. Also sold by G. Pearch (no. 12.) Cheap-Side, and the Booksellers in Town and Country, MDCCLXX. [1770].",London,142,female,,,FALSE,"d ys supon carlh, Tad convinced them by many infi.llible proofs, by firqucnily converftig, and eating and driking wi.h them, and Ibewing them the wounds in his flefi, that he was actually re -- restored to life . And when he had fully farisfied the apoiles of this wonderful event,"
1022200300_000005,"A disquisition on creeds, or, Articles of Religious Faith. And an examination of the Three Creeds, call'd the Apostle's Creed, and the Nicene Creed, and the Athanasian Creed.",,122,2,2,4,0,0,9,1,0,6,1,1,2,1,4,2,3,2,7,0,5,3,5,0,0,1,0,0,0,9,4,2,0,0,0,7,3,2,1,0,2,1,8,0,0,0,2,0,0,0,5,1,0,3,3,4,0,0,3,1,1750,1,1,"London : printed for and sold by J. Robinson at the Golden-Lyon in Ludgate Street, M,DCC,L. [1750].",London,37,unknown,,,FALSE,"refined to Spirit , and reunited with their Souls, in one spiritual Body , and the LIV ing be instantly changed to Bodies pure, spiritual and intelleetual. And I believe that God will then hold his final Tribunal over Angels and Men, in the Perfdn of his Eternal Son our"
1166200100_000177,"The book of common prayer, and administration of the sacraments, And other Rites and Ceremonies of the Church, according to the use of the Church of Ireland: together with the Psalter or Psalms Of David, Pointed as they are to be sung or said in Churches; And the Form or Manner of Making, Ordaining, and Consecrating Of Bishops, Priests, and Deacons.",Church of Ireland,100,2,2,0,1,0,0,2,0,0,3,1,2,0,1,0,0,2,2,4,8,3,0,1,7,5,1,2,4,1,6,2,0,2,1,2,2,5,0,0,2,2,0,0,0,1,1,2,2,0,0,0,1,1,5,1,1,2,2,3,1765,1,1,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, 1765.",Dublin,428,unknown,,,FALSE,"holy Scriptures , and call upon God by prayer , for the TRUE understanding of the same; so as you may be able by them to teach and exhort with I wholesome Doctrine, and to withitand and convince the gainsayers?? I will so do, by the help of God. the"
0261800300_000009,"An approved manual of devout prayers, and other Christian devotions, fitted for all persons and occasions. Containing, Morning and Evening Prayers for every Day in the Week; the Prayers of St. Bridget, corrected from an authentic Copy; the Rosaries of the blessed Virgin, and of the blessed Name of Jesus; Holy Mass in English, and how to serve at Mass. With a new version of Dies ir?, Dies Illa. To which is added. The Thirty-Days Prayer; and other devout Prayers.",,113,2,5,4,2,0,2,7,0,2,2,0,3,1,2,0,0,2,3,3,6,3,2,0,2,4,0,1,2,0,10,5,0,0,0,1,0,2,0,0,9,0,0,1,1,1,0,0,12,0,2,1,0,3,1,1,0,0,2,1,1769,1,1,"London : [s.n.], Printed in the Year, M,DCC,LXIX. [1769].",London,288,unknown,,,FALSE,"Verf, Have Mercy on us, O Lord. Resp. Have Mercy on us. Feds. Thy Mercy be upon us olord. Resp. As we put our Trust in thee. Verf. 0 Lord hear my Prayer . Resp. And let my Supplication come unto thee. Th Prayer . rifit, we befeeah thee, 0"
0767500902_000009,"Village sermons on the following important subjects, viz. The Cries of the Son of God. The Gift and Office of the Holy Ghost. The Danger of Infidelity; or, the Necessity of a living Faith in Christ. Naaman cleansed. The bloody Issue healed. St. Paul's Conversion. The best Foundation. The good Samaritan. Simon and Mary. The Marriage of Isaac. The two Covenants. The Benefits of the New Testament. The Divinity of Christ. The Sower. The lost Sheep, Piece of Silver, and Prodigal Son. The Syrophoenician. The Shadows of Christ. The Fall and Redemption. By John Cennick. ...",John Cennick,111,1,0,1,0,0,8,0,3,1,5,1,1,0,2,3,1,0,1,7,3,2,0,1,0,0,0,0,6,2,4,7,0,2,1,4,3,3,0,3,1,0,1,0,0,2,0,1,0,1,0,5,2,6,4,3,2,1,3,3,1795,2,2,"London : printed and sold by V. Griffiths, No. I, Paternoster-Row, [1795?].",London,371,male,1718,1755,TRUE,"in the mire; "" and this lalf fate is worse than thefirft. Orperhapstheyfatisfythemfelvesin abitaining from outward sins , without coming to Christ crucified and obtaining pardon and a new heart from him, and To nothing farther is the fruit but a moral life ; and lill, though they have a"
1074900100_000007,"A spelling and pronouncing catechism. ... By Alexander Barrie, ...","Barrie, Alexander, teacher of English in Edinburgh",116,0,3,2,0,0,4,1,0,1,10,0,1,2,5,0,2,1,1,1,6,2,3,0,1,0,1,1,9,9,8,2,0,2,0,3,1,3,0,0,1,1,1,1,0,0,0,5,6,0,1,1,1,9,2,0,0,2,0,0,1796,1,1,"[Edinburgh?], 1796.",Edinburgh,36,unknown,,,FALSE,"being tempted to sin , or support and deliver us when we are tempted. 107 Q What doth the conclufjon of the Lord's praye teach us? A. The conclusion of the Lord's prayer , which is, For thine is the kingdom, and the povwer, and the glory , for ever,"
1149200200_000084,"The book of common prayer, and administration of the sacraments And Other Rites and Ceremonies Of The Church, According to the Use of the Church of England: together with the Psalter OR Psalms Of David, Pointed as they are to be sung or said in Churches.",Church of England,116,1,3,0,0,0,0,3,5,7,10,0,1,0,2,0,2,2,0,3,8,3,5,0,1,1,2,2,2,2,8,7,1,0,0,2,1,1,1,0,3,1,0,2,1,3,0,1,2,1,3,2,0,5,0,0,0,0,1,5,1745,1,1,"Oxford : printed by Thomas Baskett, Printer to the University, 1745.",Oxford,493,unknown,,,FALSE,"disciples, saying, Take eat, C this is my ijs t d u t llt r Body which is' given for you, do this in (d) Mere hi is to remembrance of me. Likewise after sup tale the Cup into hit,, t p i: t per (d) he took the cup,"
1302800200_000023,"A Second part to the week's preparation for the Sacrament: Consisting of soliloquies, prayers, hymns, ejaculations, Thanksgiving and examination for Sunday evening after the celebration of the Holy Communion; as also for morning and evening on every day of the week following. Together with directions to lead an holy life. Imprimatur H. Maurice Jan. 2: 1686.",,98,1,2,0,0,0,0,7,1,2,2,2,2,0,0,1,1,3,2,0,4,0,2,2,3,3,0,5,4,4,5,2,1,1,1,1,2,5,0,0,2,1,0,0,1,0,2,3,4,1,1,2,0,1,2,2,0,1,1,3,1759,1,1,"London : Printed for J. Knapton C. Hitch, D. Brown. J. Ward, W. Johnston, J. Richardson. S. Crowder, P. Davey & B. Law, T. Longman, and W. Fenner, 1759.",London,159,unknown,,,FALSE,"we our Life abuse; The World presents afurn~jh'd Shop, And we the Tools mijife. So have Ifeen a peevipj Child, If Nurje but turn her Eye; Instead ofhaft, take hold of Blade, And cut itfelfand cry. This little Child, alas, am I, Self wild, felf wounded too; But, Lord, turn"
0921000400_000057,"A method for prayer, with scripture-expressions proper to be used under each head. By the late Reverend Matthew Henry, Minister of the Gospel.",Matthew Henry,110,1,1,1,0,0,1,4,0,1,5,1,0,1,1,0,2,1,3,5,1,2,6,0,6,3,0,0,4,4,7,5,1,1,0,5,4,2,0,0,1,0,3,0,0,1,0,3,3,0,3,3,0,7,1,1,0,2,0,3,1781,1,1,"Berwick : printed by and for W. Phorson; and B. Law, Ave-Mary Lane, London, M,DCC,LXXXI. [1781].",Berwick-upon-Tweed,206,male,1662,1714,FALSE,"fanrtified; enable us and others to glorify thee in all that whereby thou hast made thyself known, and defpofe of all things to thine own glory . Let thy kingdom come; let Satan's kingdom be destroyed, and let the kingdom of thy grace be advanced; let us and others be"
1113100100_000093,"The book of common prayer, and administration of the sacraments, ... together with the Psalter ...",Church of England,118,2,5,0,0,0,5,2,1,1,9,0,2,1,1,0,2,3,1,4,7,4,1,1,2,6,4,1,0,5,10,7,2,0,0,6,2,0,0,0,3,0,0,0,0,0,0,1,1,0,3,0,0,3,2,0,0,1,3,4,1758,1,1,"Oxford : printed by Thomas Baskett, 1758.",Oxford,480,unknown,,,FALSE,"ye not therefore, to be baptised, ye have pray but earnestly believe that he ed that our Lord Jesus Christ will likewise favourably receive would vouchsafe to receive this present Infant, that he him, to release him of his sins , will embrace him with the to fantify him with"
1075100100_000044,The sunday service of the Methodists; with other occasional services.,Church of England,120,1,5,0,0,0,0,2,1,2,12,0,5,1,2,0,1,3,0,2,4,5,1,1,1,7,3,2,0,2,10,7,0,0,0,3,5,1,0,0,5,0,1,0,0,2,1,1,3,0,5,1,0,5,1,0,0,1,0,5,1788,1,1,"London : [s.n.], Printed In The Year 1788.",London,439,unknown,,,FALSE,"land of everlasting life ; there to reign with thee, world without end , through Jesus Christ our Lord, Amen . Then .all the People Jand up; and the Minslter hall jay, Hear the words of the Gospel written by Saint Mark, in the Tenth Chapter, at the Thirteenth Verse."
0235401800_000002,Prayers proper for the time of an indulgence.,Catholic Church,113,2,1,0,0,0,0,4,5,1,2,1,7,0,2,0,8,1,2,2,4,0,1,0,5,1,0,3,3,4,5,4,3,1,1,4,1,2,0,0,7,0,0,1,1,3,0,2,5,0,1,1,0,3,1,2,1,0,1,4,1755,1,1,"[London?, s.n., 1755?].",London,11,unknown,,,FALSE,"at thy right hand , where he is still the advocate of sinners. Hear also the prayers of thy holy church , spread throughout the whole earth , which she now offers in his name, and through his merits, imploring thy mercy at this time, for all her children, of"
0374900400_000003,"A companion to the Book of common prayer of the Church of England: containing a comment on the service for Sundays; including the collects, epistles, and gospels. By Mrs. Trimmer.",Sarah Trimmer,112,0,2,0,0,0,2,1,0,4,10,2,0,3,3,0,0,2,1,0,6,1,2,1,1,1,0,0,4,2,9,5,0,0,1,4,4,2,0,0,2,0,0,1,0,6,2,0,7,0,1,1,3,5,4,0,2,3,0,2,1791,1,1,"London : printed for T. Longman, and G.G.J. and J. Robinson, in Pater-Noster-Row; and J. Johnson, in St. Paul's Church-Yard, MDCCXCI. [1791].",London,524,female,1741,1810,TRUE,"together in these places, namely, ift. To render thanks for the great benefits they have received from God, such as life , health, friends, the use of their limbs, their eyes, c. 2dly. To set forth his most worthy praise; that is, r 7 3 is, to declare with their"
0338400600_000062,"The primer; or, office of the B. Virgin Mary, with a new and approv'd version of the church-hymns. To which are added the remaining hymns of the Roman breviary.",Catholic Church,117,3,11,3,0,0,1,5,1,2,5,0,2,1,1,0,1,3,1,3,4,2,1,0,2,3,0,1,3,0,7,2,1,0,1,2,0,0,0,0,14,1,0,1,0,0,0,1,12,0,2,1,0,3,0,1,0,4,2,3,1767,1,1,"Dublin : sold by Richd. Fitzsimons, Dublin, 1767.",Dublin,618,unknown,,,FALSE,"without Sin . Have Mercy on us, 0 Lord, have mercy on us; Let thy Mercy , 0 Lord, be on us, as we have put our Trust in thee. F. Lord, hear my Prayer . R. And let my Cry come to thee. A Prayer . O Lord God"
1565001000_000009,"A companion to the altar; shewing the nature and necessity of a sacramental preparation, in order to our worthy receiving the Holy Communion: To which are added prayers and meditations.","Vickers, William",92,3,2,1,0,0,0,2,1,2,5,2,3,1,1,2,1,0,1,3,2,0,1,0,2,1,0,1,2,2,8,4,0,1,0,2,0,3,0,0,7,2,2,1,0,2,0,0,5,1,2,3,0,4,2,1,0,1,0,0,1792,1,1,"London : Printed by John Jarvis, 1792.",London,70,male,1707,1711,FALSE,"and good men. It is certain that the Turks, whom we call infidels, go to their public devotions five times every day; and shall not they rise in judgement against us Christians , who cannot afford to go once or twice a day to God's house, when we have both"
0522000400_000007,The book of common prayer reformed according to the plan of the late Dr. Samuel Clarke. Together with the Psalter or Psalms of David.,Samuel Clarke,131,1,6,0,1,0,0,5,2,0,7,1,4,0,0,1,3,0,0,1,4,0,1,1,8,4,0,0,5,2,13,6,2,0,0,6,2,4,0,1,8,0,0,2,0,3,0,0,5,0,2,1,0,0,6,3,3,4,0,3,1774,1,1,"London : printed for J. Johnson, No. 72, St. Paul's Church-Yard, 1774.",London,223,male,1675,1729,TRUE,"he attain everlafring joy and felicity through Jesus Christ our Lord. Amen . A Prayer for the Royal Family. ALMIGHTY God, the foun A tain of all goodness, we humbly beseech thee to bless .our gracious Queen Charlotte, his royal highness George Prince of Wales, and all the royal family;"
0581700700_000011,"The posie of godly prayers, fit for every Christian to use. Containing only Prayers of Repentance, Remission of Sins, and Thanksgiving. With an excellent exhortation to forsake the World; and a Perswasion not to fear Death. Made and collected by Nicholas Themylthorp, Esq; One of the Queen's Majesty's Gentlemen-Sewers. Newly Amended and Enlarged by the same Author. Vigilate & Orate.","Themylthorpe, Nicholas",131,1,2,1,0,0,1,1,0,2,7,0,0,0,2,0,0,2,0,10,5,2,6,1,3,4,1,0,7,1,9,4,0,1,2,3,2,3,0,1,11,5,0,0,0,0,0,2,4,0,0,1,0,9,3,3,3,1,2,3,1711,1,1,"London : printed for D. Midwinter, at the Three Crowns in St. Paul's Church-Yard, MDCCXI. [1711].",London,181,unknown,,,FALSE,"By Faith , I m born a new, and made the Temple of he Holy Ghost . By Faith , I prevail a ainif the Gates of Hell, and am made the eir of thee, O God, and fellow heir vith my Lord and Saviour Jesus Christ , of hy"
1351600100_000092,"The book of common prayer, and administration of the sacraments, and other rites and ceremonies of the church, according to the use of the Church of Ireland; Together with the Psalter or Psalms of David, pointed as they are to be sung or said in churches: and the form or manner of making, ordaining, and consecrating of bishops, priests, and deacons.",Church of Ireland,114,0,7,0,0,0,0,2,2,5,10,0,1,1,2,0,1,3,0,2,6,4,5,0,3,2,1,1,3,0,8,6,1,1,1,2,3,1,0,0,4,1,0,1,0,1,0,1,4,1,2,2,0,5,0,0,0,1,3,4,1742,1,1,"Dublin : Printed, by and for George Grierson, printer to the King's Most Excellent Majesty, at the King's-Arms, and Two-Bibles in Essex-Street, MDCCXLII. [1742].",Dublin,473,unknown,,,FALSE,"that trespass a. vereth thebreadto any one, he/ hall say, gainfi us. And lead us not into T He Body of our Lord Jesus temptation; But deliver us froim| Christ which was given for evil: For thine is the kingdom, Stihe the power and the glory , for ever for"
0193700100_000067,"Fifteen sermons preach'd on several occasions. By Richard Duke, M. A. late Prebendary of Gloucester, Rector of Witney in Oxfordshire, and Chaplain in Ordinary to her Majesty. Publish'd from the Author's Original Copies, and never before printed.","Duke, Richard",77,0,0,2,3,1,0,1,1,1,1,1,3,1,0,2,5,2,0,1,2,3,1,3,2,0,0,0,0,5,6,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,4,2,1,0,1,2,4,3,0,1,1,1,3,1714,1,1,"Oxford : printed at the Theatre, for Anth. Peisley Bookseller: and are to be sold by J. Churchill, J. Knapton, W. Taylor, H. Clements, W. Meadows, and J. Morphew Booksellers in London, 1714.",Oxford,400,male,1658,1711,FALSE,"therefore, as Theirs was, is also from the Holy Ghost . Which St Paul Himself shows, speaking to the Elders of Ephesus, to whom, though' they were certainly ordain d by Tome of the Apostles , probably by Himself, yet his charge is, Takeye heed therefore unto yourselves and to"
0402900701_000013,Considerations upon Christian truths and Christian duties digested into meditations for every day in the year. Part I. For the first six months.,Richard Challoner,90,1,0,1,1,0,0,1,0,0,2,3,1,0,3,3,3,1,1,1,2,2,2,2,3,0,0,0,2,5,4,11,1,0,0,2,1,3,1,0,3,0,0,0,2,4,0,1,2,0,0,3,0,2,2,1,1,1,1,4,1754,1,2,"[London?] : Anno, 1754.",London,407,male,1691,1781,FALSE,"for us; and the Holy Ghost by detcending in the shape of a dove. See how the mifflon, and the: whole Gospel ofjefus Christ , I is here solemnly authorised, with a formal declaration of the dignity of his perlbn, and of his unction and consecration by the Spirit of"
0773900100_000938,"A correct and familiar exposition on the Common-Prayer-Book of the Church of England, extracted from the most celebrated authors, who have Expounded, Commented, or Wrote on it: viz. Andrews, Sparrow, Comber, Nichols, Biss, Pearson on the Creed, Beveridge, Stanhope on the Epistles and Gospels, and Dr. Waterland on the Athanasian Creed. By a clergyman of the Church of England.","Fludger, John",115,0,4,2,0,0,0,6,0,4,4,1,0,2,0,1,1,1,3,0,11,1,6,0,1,1,1,2,3,0,9,5,2,1,3,1,2,1,0,0,4,2,1,0,2,0,1,3,6,0,1,3,0,4,1,0,0,0,1,7,1735,1,1,"London : printed by Thomas Gardner, in Little Bartholomew-Close, 1735.",London,1182,unknown,,,FALSE,"lives with virtue and piety and with an CX atl couformity to those holy laws which thou hall prescribed us to walk by. All this we beg throughl the merits of Jcfus Chrill our saviour , to whom with thee, 0 father , and the holy gholt, be ascribed all"
1207900100_000065,A companion for the festivals and fasts of the Church of England: with collects and prayers for each solemnity.,Robert Nelson,98,0,3,0,4,0,2,5,0,12,5,2,3,0,4,2,2,2,1,4,0,1,2,3,2,0,0,0,0,1,1,4,0,1,0,5,0,3,1,2,0,1,1,0,0,0,0,2,1,0,2,3,2,1,0,1,1,2,2,2,1737,1,1,"Dublin : printed by R. Reilly, for R. Gunne, and R. Owen, Booksellers, M,DCC,XXXVII. [1737].",Dublin,623,male,1656,1715,FALSE,"and Man, that we may not forfeit that blessed Immortality of our whole Man, Body and Soul, which our blessed Saviour hath promised to all those that persevere in his Service to the end of their Days. The PRAYERS . I. For the A Lmighty GOD, who through thy only"
1187500200_000006,"Devotions, for the use of the Liverpool congregation.",Catholic Church (England),110,1,3,1,0,0,1,3,4,3,6,0,4,1,6,1,2,0,5,2,5,0,1,0,2,2,0,1,0,4,10,4,1,0,0,3,4,4,0,0,6,0,0,5,1,0,1,1,2,0,2,3,0,2,0,1,1,0,0,1,1783,1,1,"Liverpool : printed by G. Woods, MDCCLXXXIII. [1783].",Liverpool,248,unknown,,,FALSE,"life , and ascend with him to thee. Let those saints, whose memory we celebrate on earth , remember us before thy throne in heaven , and obtain mercy for us, through the same Jesus Christ our Lord. Amen . At the S E C R E T A. M"
0051900600_000002,"The harmony of the old and New Testaments; or, the truths of the Gospel irrefutably proved, and fully established, from the Scriptures of the Old Testament, by the infallible comments of the Holy Spirit: Wherein It evidently appears that whatever concerned the Person, Life, Ministry, Miracles, Death, Resurrection, Ascension, and Session, of Jesus Christ, was plainly revealed to Moses and the Prophets; and also The Doctrines, Promises, Privileges, and Precepts, revealed and taught in the Gospel, have their Foundation in, and Establishment from, the Scriptures of the Old Testament. By T. English, Wooburn, Bucks.","English, T. (Thomas)",91,1,1,0,1,0,2,1,2,0,11,1,0,0,1,3,0,0,1,6,1,1,2,1,4,0,0,1,0,0,1,5,2,1,3,0,1,2,0,0,0,2,1,5,1,1,3,0,1,0,1,3,4,1,2,3,1,3,2,1,1790,1,1,"London : printed for the author; and sold by J. Mathews, No. 18, Strand, M,DCC,XC. [1790].",London,97,male,1751,1809,FALSE,"his obedience honoured its precepts, and his sufferings its penal. ties and justice. Believers . acknowledge its just claims, both preceptive and vindictive, when they plead the work of their Surety for their acceptance, and seek grace and ability to live in conformity to its precepts. Thus the law is"
0983700600_000031,"The new weeks preparation for a worthy receciving [sic] of the Lord's supper, as recommended and appointed by the Church of England ; consisting of meditations and prayers for the Morning and Evening of every Day in the Week: With Forms of Examination and Confession of Sins and a companion at the altar.",,111,2,3,7,2,0,3,0,2,2,7,0,0,0,3,0,2,1,0,2,4,3,6,1,0,1,0,1,1,6,10,9,0,0,0,3,0,1,0,0,4,0,0,2,1,1,2,0,2,0,2,1,0,6,0,3,1,1,0,3,1800,1,1,"London : printed from the edition of the late Edwd. Wickstead, for T. Wilson and R. Spence, York, [1800?].",London,158,unknown,,,FALSE,"Thhen Shall the Pries say; Hear what comfortable words our Saviour Christ saith unto all that truly turn to him. Come unto me all ye that travel and are heavy liden, and I will refresh you. Maat. XI 28 So God loved the world , that lie gave his only"
1456200701_000011,"The penintent's daily assistant, selected from approved books and records of the Roman Catholic Church: By the Rev. F.J.M.C.S.O.P. and R.F.S. De Penitentia St. Dom.",R. F. S.,154,2,3,2,1,0,0,3,0,4,7,0,0,0,2,0,2,1,5,2,9,5,9,0,0,4,0,4,2,3,7,34,2,0,0,1,8,2,0,0,8,0,0,0,0,0,0,5,1,0,0,4,0,4,2,1,0,0,1,4,1795,1,1,"Belfast : printed for R. F. Sheridan, 1795.",Belfast,282,unknown,,,FALSE,"distress and prayer , and bloody sweat: in thy being secured and brought before courts as a cr minal : in thy bearing the load of the ciofs; and in the separation of thy soul from the body , and its descent to the regions below, grant to us to"
0808900200_000070,"The knowlege [sic] and practice of Christianity made easy to the meanest capacities: or, an essay towards an instruction for the indians; ... Together with directions and prayers ... The eighth edition. By the Right Reverend Father in God, Thomas, Lord Bishop of Sodor an Man.",Thomas Wilson,102,2,3,0,0,0,0,5,0,4,5,1,2,0,2,0,1,3,1,3,4,1,2,1,8,2,0,0,4,3,3,4,0,1,0,6,3,3,0,2,3,0,1,1,0,0,0,2,3,1,2,0,1,1,2,1,1,0,0,4,1754,1,1,"London : printed; and sold by B. Dod, 1754.",London,329,male,1663,1755,FALSE,"of Noah, and of Lot. may this be a Warning to us And keep us, by thy Grace ,., from setting our Hearts too eagerly upon the Business, .the Cares, or Pleasures, of this Life , without considering how soon and suddenly we may be called out of it; Andl"
1085500100_000203,"The new whole duty of man: containing the faith as well as practice of a Christian; made easy for the practice of the present age, As the Old Whole Duty of Man was designed for those unhappy Times in which it was written; and Supplying the Articles of The Christian Faith, Which are wanting in that Book, Tho' Essentially necessary to Salvation. Necessary for All Families, and Authorised by the King's most Excellent Majesty. With Devotions proper for several Occasions: and A Help to the Reading of the Holy Scriptures.",,91,3,3,0,0,0,0,3,0,1,1,2,2,1,0,1,1,2,2,3,1,1,3,2,2,6,0,0,5,1,8,2,0,0,1,2,3,4,0,1,0,0,0,2,1,2,1,1,4,0,2,1,0,0,1,2,1,4,2,0,1777,1,1,"London : by assignment for the executors of the late Mr. Wicksteed, printed only for John Hinton, in Pater-Noster-Row, MDCCLXXVII. [1777].",London,413,unknown,,,FALSE,"all vice and ungeodl linels, and defend and encourage whatever is holy , just, and righteous. Endue them with wisdom to understand, and hearts to confider, and with abilities to repair the breaches, and to redress the grievances of all such as come before them. And grant that all rulers"
0308100800_000011,"The devout Christian instructed how to pray and give thanks to God: or, a book of devotions for families, and for particular persons, in most of the concerns of humane life. By Symon Patrick, D. D. Late Lord Bishop of Ely.",Simon Patrick,106,1,1,3,0,0,0,4,2,1,4,1,0,0,1,2,4,2,2,1,4,0,2,1,2,0,0,2,4,6,7,2,2,1,0,5,3,7,0,0,3,2,1,1,0,1,0,3,1,0,4,3,0,0,3,0,0,2,2,3,1717,1,1,"London : printed for Eliz. Meredith; and sold by Rich. Wilkin at the King's Head, and Benj. Cowse at the Rose and Crown, in St. Paul's Church-Yard, MDCCXVII. [1717].",London,504,male,1626,1707,FALSE,"I. World , adored be thy incon ceiveable Love !.). that wlhofever belizveti in him rmwight; not perisj, but have Eve; - lifting Life . And he lath laid down his life for that End , and redeemed us by his Blood fi ol thl Hands of our Ene mties;"
1236100700_000075,"The book of common prayer, and administration of the sacraments, and other rites and ceremonies of the Church, according to the use of the Church of England: together with the Psalter or Psalms of David, ...",Church of England,124,1,4,7,2,0,3,0,1,2,10,0,0,0,2,0,2,1,0,3,5,3,7,1,0,2,2,0,1,6,10,10,0,0,0,5,0,1,0,0,8,0,0,1,0,1,2,0,1,0,2,1,0,8,0,4,1,1,0,3,1764,1,1,"Cambridge : printed by Joseph Bentham, by whom they are sold in Cambridge, and by Benj. Dod, London, 1764.",Cambridge,316,unknown,,,FALSE,"our misdoings, T'the remembrance of them s grievous unto us; she burden of them is intolerales Have mercy upon us, Have' mercy upon us, most merciful Father ; For thy Son our Lord Jesus Christ's sake, forgive us all that is past; And grant that we may ever hereafter serve"
1285301000_000086,"The book of common prayer, and administration of the sacraments, and other Rites and Ceremonies of the Church, According to the Use of The Church of England: together with the Psalter or Psalms of David, Pointed as they are to be sung or said in Churches.",Church of England,111,2,3,6,2,0,1,1,4,4,7,0,0,1,5,0,2,0,0,0,5,3,6,2,0,2,1,1,0,6,13,7,0,0,0,2,0,0,0,0,4,0,0,2,1,1,2,0,2,0,1,1,0,5,0,2,1,1,0,2,1763,1,1,"Cambridge : printed by Joseph Bentham, Printer to the University, by whom they are sold in Cambridge, and by Benj. Dod Bookseller in Ave-Mary Lane, London, [1763].",Cambridge,465,unknown,,,FALSE,"and in all places, give thanks unto thee, O Lord, Holy Father , Almighty, Everlasting God. * These words ( Holy Father ] mujf be omittcd on tri.iy Sunday. ¶ Here stall follow the proper Preface according to the time, if there be any specially ap pointkd: or else immediately"
0230200100_000030,"The key of paradise, opening the gate to eternal salvation. To this edition is added, a new calendar. The whole revised and corrected by the Reverend B. Mc.M.",,111,1,3,9,1,0,0,6,0,2,5,0,1,0,3,1,2,1,3,0,2,1,4,0,1,2,0,3,1,3,6,13,1,0,0,1,2,1,1,0,6,1,2,0,0,0,1,3,5,0,0,3,0,3,3,0,0,0,0,4,1796,1,1,"Dublin : printed by Pat Wogan, Old Bridge, 1796.",Dublin,612,unknown,,,FALSE,"of your own happiness; and by your perseet charity, solicitous of ours, pray, c. That the honour given to your memories,. may affect our minds with a devotion to your virtues; and the imitation of your holy lives bring us to the fellowship of your everlasting glory , through Christ"
