PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(answer),termFreq(appear),termFreq(argument),termFreq(author),termFreq(believ),termFreq(bodi),termFreq(cafe),termFreq(caus),termFreq(certain),termFreq(christ),termFreq(christian),termFreq(church),termFreq(concern),termFreq(confid),termFreq(differ),termFreq(divin),termFreq(end),termFreq(evid),termFreq(faith),termFreq(gener),termFreq(god),termFreq(ground),termFreq(holi),termFreq(human),termFreq(idea),termFreq(judg),termFreq(know),termFreq(knowledg),termFreq(law),termFreq(learn),termFreq(life),termFreq(light),termFreq(love),termFreq(matter),termFreq(mean),termFreq(mind),termFreq(moral),termFreq(natur),termFreq(noth),termFreq(opinion),termFreq(person),termFreq(power),termFreq(principl),termFreq(proof),termFreq(prove),termFreq(reason),termFreq(receiv),termFreq(religion),termFreq(rule),termFreq(scriptur),termFreq(sens),termFreq(spirit),termFreq(suppos),termFreq(think),termFreq(true),termFreq(truth),termFreq(word),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0368600800_000081,"A preservative against Quakerism, or, a complication of deism, enthusiasm, and divers other ancient and modern dangerous errors and heresies. By way of conference between a minister and his parishioner. Wherein The Principles of the Quakers, or Deists, Enthusiasts, and several other Ancient and Modern Hereticks and Schismaticks, are fairly consider'd; and plainly and fully confuted; and the true Principles of the Christian Religion, in Opposition thereto, Asserted and Vindicated. All being accommodated to the Understanding of the meanest Capacity. By Patrick Smith, M. A. Vicar of Great Paxton, Huntingtonshire.","Smith, Patrick, Vicar of Great Paxton",135,1,0,0,0,1,2,2,1,0,1,2,12,2,0,0,4,0,0,0,5,1,6,0,3,0,0,0,1,3,3,2,2,22,0,0,4,0,0,5,0,0,1,0,3,1,0,1,1,3,7,16,2,6,0,1,5,1,2,0,1732,1,1,"London : printed for C. Rivington, at the Bible and Crown in St. Paul's Church-Yard, MDCCXXXII. [1732].",London,296,unknown,,,FALSE,"of Faith , as well as of Practice, ibid. Principles of a TRUE Christian Life , 6 Christians bound to perform the Duties of the Law of Nature , as well as to observe the Precepts of the Gospel, ibid. Law of Nature an essential Part of Chritfianity, 7 The"
0855000102_000067,"Sermons on different subjects, by John Hewlett; Of Magd. Coll. Cambridge; And Lectures Of ST. Vedast's, Foster-Lane. ...",John Hewlett,75,0,0,0,1,2,2,1,0,1,0,1,7,2,0,2,2,0,0,2,1,3,0,1,1,0,0,0,1,6,3,2,5,0,1,1,2,1,0,2,0,1,0,2,1,2,0,0,1,5,1,2,2,1,1,0,0,2,1,0,1791,2,2,"London : printed for J. F. and C. Rivington, and J. Johnson, In ST. Paul's Church-Yard; and C. Dilly, In The Poultry, MDCCXCI. [1791].",London,505,male,1762,1844,FALSE,"becomes the fub jct of contemplation. How, for instance, can the ambitious slave of power liilen to the meek, the humble and benevolent Saviour, when he says to him, "" Take up thy cross "" and follow me ?"" Or how can the proud man, who feeds on the flatteries"
0822401001_000036,"Essays on important subjects, in two volumes. By Daniel Turner, ...","Turner, Daniel",93,0,1,4,0,0,1,0,1,0,0,7,3,0,0,1,0,6,0,1,1,1,12,3,2,2,2,0,1,1,0,0,1,3,2,2,3,2,1,5,2,0,0,1,2,0,0,4,0,1,0,2,0,5,0,1,3,2,1,0,1787,1,2,"Oxford : printed for the author; and sold by J. Buckland, J. Johnson; C. Dilly; and J. Marsom, London; D. Prince in Oxford; and A. Shank, in Abingdon, Berks, 1787.",Oxford,258,male,1710,1798,FALSE,"Things of GOD , his Justice and Mercy, Things which Eye hath notjfen, nor Heart of Tlan conceived, and consequently are out of our merely natural Way of Thinking ; and yet, when proposed to us, if duly attended to, they will appear perfectly rational and consistent with every right"
1442600200_000092,A companion for the festivals and fasts of the Church of England: With collects and prayers for each solemnity.,Robert Nelson,120,1,0,0,2,4,9,0,1,0,0,0,5,0,1,0,1,5,1,3,5,2,16,2,7,0,0,0,0,0,0,1,0,2,1,1,0,2,0,5,1,0,5,1,2,1,0,11,0,7,1,1,1,3,0,0,3,2,1,3,1736,1,1,"London : Printed for J. Walthoe, R. Wilkin, J. and J. Bonwicke, S. Birt, and T. Ward and E. Wicksteed, MDCCXXXVI. [1736].",London,682,male,1656,1715,FALSE,"Tefiimonies of Holy Writ, and the Universal Belief of Christians , without pretending to make them clearer by a nice Explication. Q. Are there any Footsteps of the Doatrine of the Trinity among the Jews and Gentiles? A. There hath been a very ancient Tradition concerning three Persons in the"
0271300700_000001,"Christianity how far it is, and is not, founded on arguement. Being the controversy between the author of Christianity not founded an argument, and his opposers, adjusted, and set in a clear light. By Robert Seagrave, A.M.",Robert Seagrave,78,2,0,2,3,4,1,0,4,0,1,0,6,0,4,1,3,0,0,7,0,2,0,1,1,1,1,0,0,2,0,1,1,2,0,1,1,2,2,1,1,0,3,1,0,1,0,2,2,1,0,3,0,1,1,1,0,2,0,2,1743,1,1,"London : printed for R. Hett, and J. Oswald, in the Poultry, 1743.",London,34,male,1693,1760,FALSE,"RI S vs / N A!: 1t 1 j w "" * *,. I T IS,. and' IS NOT, 0- N vo'u'~., o AR G UME NT. ( Price sij'iece.) CHRISTIANITY HOW FAR A r IT IS, and IS NOT, founded ON ARG UME NT BEING .The controversy. between the"
0721601001_000119,"Annotations on the New Testament of Jesus Christ. In which I. The literal sense is explained according to the Expositions of the ancient Fathers. II. The false interpretations, both of the ancient and modern Writers, which are contrary to the received Doctrine of the Catholick-Church, are briefly examined and disproved. III. With an account of the chief differences betwixt the text of the ancient Latin-Version, and the Gree in the printed editions, and Mss. ... . By R. W. D.D.",Robert Witham,96,1,0,1,0,1,1,1,0,0,0,5,3,9,0,3,3,3,3,1,1,1,6,1,2,0,0,3,1,2,1,6,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,3,1,2,2,8,4,5,0,0,1,2,1,3,1733,1,2,"[Douai?] : With permission and approbations. Anno, 1733.",Douai,550,unknown,1667,1738,FALSE,"least, the Bible in their Mother tongue. The number of Translations into vulgar Languages, with many contiderable Differences , is frangely multiplied. Every one rashly claims a right to expound them according to his private Judgement, or his private Spirit . And what is the Consequence of this, but that"
1450101600_000022,"Observations on the conversion and apostleship of St. Paul. In a letter to Gilbert West, Esq; By George Lord Lyttleton.","George Lyttelton, 1st Baron Lyttelton",89,1,0,0,2,0,1,0,2,1,1,1,2,0,1,2,1,4,0,3,3,0,9,4,0,4,0,3,1,2,2,0,0,2,0,2,1,2,2,5,0,2,0,3,0,0,1,8,0,3,1,0,0,0,1,2,0,3,0,1,1788,1,1,"Dublin : Printed by B. Dugdale, No. 150, Capel-street, MDCCLXXXVIII. [1788].",Dublin,96,male,1709,1773,FALSE,"the way of it, - couldnodt~ have effa bl~ifhed itrelf withoiit ·uch an Alliflance, is no way repugm ant to humanrkafon : But that without any Mirajcle fath Things Thould have happened as no adequate natural Causes can be assigned fbr, is what human Reason cannot be hsevie.· *' i"
1298700900_000004,"The truth of the Christian religion. In six books, By Hugo Grotius. Corrected and illustrated with notes, by Mr. Le Clerc. To which is added, a seventh book, concerning this question, what Christian Church we ought to join ourselves to? By the said Mr. Le Clerc. The sixth edition, with additions: particularly one whole book of Mr. Le Clerc's, against indifference of what religion a man is of. Done into English by John Clarke, D.D. dean of Sarum.",Hugo Grotius,94,1,5,0,2,1,0,1,0,3,0,3,8,1,4,0,1,1,2,1,3,0,10,0,0,2,0,1,2,2,2,0,1,0,1,2,2,1,0,1,0,2,1,3,3,1,6,1,0,6,0,1,0,1,0,0,3,1,0,1,1761,1,1,"London : Printed for C. Hitch and L. Hawes, John Beecroft, John Rivington, W. Johnston, J. Richardson, and A. Ward, M.DCC.LXI. [1761].",London,395,male,1583,1645,TRUE,"They may be very helpful and assisting to each other in the Means of coming to this Divine Knowledge , but no one can finally determine for another every Man muss judge for himself 5 and for the Sincerity of his Judgement he is accountable to God only, who knows"
0039500201_000069,"The works of the Most Reverend Dr. Edward Synge, Lord Archbishop of Tuam in Ireland. In three volumes. ... . Containing. I. A Gentleman's Religion in three Parts. II. An Essay towards making the Knowledge of Religion easy to the meanest Capacity. III. A plain and easy Method whereby a Man of moderate Capacity may arrive at full Satisfaction in all things that concern his everlasting Salvation. IV. The Rule of Self-Examination, or the only Way of banishing Doubts and Scruples, and directing the Conscience in the satisfactory Practice of all Christian Duties. V. The true Nature of an Oath, in a Letter to a sober Quaker.",Edward Synge,96,0,0,1,1,3,2,1,0,1,1,2,0,0,1,0,0,1,0,2,4,1,13,0,7,1,0,1,0,1,1,0,1,2,0,3,2,0,0,3,0,0,0,3,2,1,2,9,0,3,2,5,1,0,1,1,2,1,4,3,1740,1,3,"London : printed for Thomas Trye, near Gray's-Inn-Gate in Holbourn, MDCCXL. [1740] [1742].",London,429,male,1659,1741,FALSE,"a more particular one, with special reference to Matters of Religion . For a second Rule therefore on this Oc cafi6n, I lay it down that where it is beyond the Power of Man to determine a Que Jlior, ficb a zqej2ion ought all Times to be Iook'd uponasfoolijh, but"
0983700500_000114,"The truth of the Christian religion. In six books by Hugo Grotius. Corrected and illustrated with notes, by Mr. Le Clerc. To which is added a seventh book concerning this question, what Christian church we ought to join our selves to; by the said Mr. Le Clerc. The third edition, with additions. Done into English by John Clarke, D. D. Dean of Sarum.",Hugo Grotius,86,2,0,0,2,1,3,0,0,1,0,3,12,4,2,0,1,2,1,0,4,0,5,0,4,0,0,3,0,1,0,1,3,0,0,2,1,3,0,0,1,1,0,1,0,0,2,2,0,2,1,2,1,4,0,1,1,3,1,2,1729,1,1,"London : printed for James and John Knapton, at the Crown in St. Paul's Church-Yard, MDCCXXIX. [1729].",London,362,male,1583,1645,TRUE,"that all Men (Jesus only excepted) violate them, and cannot arrive at Salvation, but through the Mercy of God . III That there is a Holy Ghost who inspired the Apostles of jesus Christ , worked Miracles to recommend them, and inclines the Minds of pious Men constantly to obey"
0241900904_000068,"The looker-on, a periodical paper, by the Rev. Simon Olive-Branch, A.M. ...","Roberts, William",79,1,1,4,3,1,0,0,1,0,1,0,3,1,1,2,0,0,0,8,0,2,1,2,0,1,0,2,0,1,0,1,0,0,0,1,1,1,2,4,0,0,5,0,0,4,2,1,1,3,1,3,2,0,4,0,0,3,0,4,1795,4,4,"London : printed for G G. and J. Robinson, Paternoster-Row, 1795.",London,410,male,1767,1849,FALSE,"thoughts to fufpet that, if we understood the whole, perhaps we might find that those facts were not in reality known by the writer.; d. For the same reason , though a man should be incapable, for want of learning , or opportunity of inquiry, even so much as to"
0368200300_000015,"A treatise on the application of certain terms and epithets to Jesus Christ; shewing, That they have no foundation either in the written Revelation, or in any Principles of found Reason and true Philosophy.",Paul Cardale,91,2,1,0,0,0,2,0,1,0,1,1,1,1,1,0,0,2,0,1,3,0,10,0,1,2,0,1,1,1,0,0,1,1,0,3,3,4,2,4,3,0,2,0,2,0,0,8,1,1,2,4,0,0,3,0,4,4,6,0,1774,1,1,"London : printed for J. Johnson, No. 72, St. Paul's Church-Yard, MDCCLXXIV. [1774].",London,79,male,1705,1775,FALSE,"its TRUE light . We see, that the natural and obvious deductions of reason do perfecly accord with what, (I apprehend at least) to be the TRUE and genuine doctrine of the New Testament. But the commonly received notion of our Saviour's coequality, cis repugnant to reason and scripture both."
0941700200_000004,"An appeal to the common sense of all Christian people, more particularly the members of the Church of England, with regard to an important point of faith and practice, imposed upon their Consciences by Church Authority: Or, A Preservative against the main Principles, on which Popery and Infidelity are founded; with a distinct reply to A letter to the common people, &c. By the Rev. Mr. Jones. By a country clergyman.","Hopkins, William",84,0,1,0,1,5,1,0,0,0,0,3,7,8,1,1,0,1,0,4,2,0,5,1,0,1,0,3,0,0,0,2,0,1,0,4,0,1,0,0,1,1,3,2,2,1,2,1,1,2,1,3,5,0,1,0,2,0,2,1,1775,1,1,"London : printed for J. Johnson, No. 72, St. Paul's Church-Yard, 1775.",London,310,male,1706,1786,FALSE,"be Ib easy, that <' nothing but bare common- sense is wanted for ""the understanding it, why do these authors "" write so many Arian books to help you to un; - derfiand it in the Arian sense ? if you are able, "" as they flatter you, to inflru&"
0787800300_000033,"Theological and practical divinity: with extracts of several treatises written by Jacob Behmen. The parable of a pilgrim, taken from an ancient author. And divers other tracts taken from different authors. Published by a gentleman retired from business.",Jakob Böhme,109,1,0,0,1,1,2,0,0,1,0,1,0,0,1,1,3,7,0,0,2,0,12,1,5,1,2,0,1,1,0,5,4,4,8,0,2,0,1,1,2,1,1,0,0,1,0,12,3,1,0,2,2,6,0,0,7,0,1,1,1769,1,1,"London : printed in the year, MDCCLXIX. [1769].",London,404,male,1575,1624,FALSE,"necessity of forsaking all, if one would be his disciple, he uses no arguments to persuade,, and, and when he speaks of the necessity of eating his flesh and drinking his blood if we would have eternal life , he does not explain himself to satisfy human reason . He"
0826800100_000637,"Domestic divinity: or, a copious collection of sermons, selected from the polite writers and sound divines, of the present century; for the use of schools and families.",,111,0,0,2,0,1,0,0,2,0,0,0,0,0,0,2,0,5,0,3,0,1,2,0,0,4,1,5,0,5,2,0,0,2,1,1,1,0,4,10,0,1,1,8,3,14,1,9,3,7,1,1,3,0,2,0,0,2,0,1,1791,1,1,"London : printed for C. Dilly. Published as the Act directs, Jan.18, 1791.",London,903,unknown,,,FALSE,"to the knowledge of the Supreme Being, so, through its means , we acquire afenfe of our relation to, and connecion with him; for this results from the consideration of his infinite power , wisdom, and goodness, and of our weakr efs, ignorance, and dependency; and from these abftra& ideas"
0585501000_000004,"A sermon preach'd at Shepton-Mallet, in the County of Somerset, On the Fifth of November, 1709. being the day of the anniversary thanksgiving for our deliverance from the powder-treason. By Joseph Standen, Minister at Coleford, near Froome in Somersetshire.","Standen, Joseph",81,0,0,0,1,1,0,0,2,0,1,2,2,1,0,1,0,1,1,2,4,0,6,0,3,0,0,1,1,1,2,1,1,2,1,1,0,1,0,2,0,1,2,1,0,3,3,7,1,1,2,3,0,1,1,4,0,7,0,2,1710,1,1,"London : printed for John Churchill, at the Black Swan in Pater-Noster-Row, 1710.",London,56,unknown,,,FALSE,"on Hi m; but because of the Pharisees they did not confers Him, lei they should be put out of the Synagogue. They were afraid of being disowned by those who had ufurp'd a great Reputation for knowledge , Wisdom.. Holiness : But yet this was no Proof , That"
0701100100_000016,"The law of nature and nations: or, a general system of the most important principles of morality, jurisprudence, and politics. In eight books. Written in Latin by the Baron Pufendorf, Counsellor of State to his late Swedish Majesty, and the late King of Prussia. Done into English by Basil Kennet, D. D. sometime President of Corpus Christi College in Oxford. To which is prefix'd, M. Barbeyrac's prefatory discourse, containing An Historical and Critical Account of the Science of Morality, and the Progress it has made in the World, from the earliest Times down to the Publication of this Work. Done into English by Mr. Carew, of Lincoln's-Inn. To which are now added, all the large notes of M. Barbeyrac, translated from his fourth and last edition: together with large tables to the Whole.",Samuel von Pufendorf,74,1,0,1,1,0,1,0,1,1,2,0,0,0,1,1,2,1,3,2,0,1,0,1,0,3,4,1,2,1,4,1,0,2,0,2,0,2,4,2,0,0,0,2,2,2,0,6,1,2,2,0,2,0,0,1,2,1,0,3,1749,1,1,"London : printed for J. and J. Bonwicke, R. Ware, J. and P. Knapton, S. Birt, T. Longman, R. Hett, C. Hitch, T. Osborne, J. Hodges, S. Austen, E. Wicksteed, E. Comyns, T. Waller, J. and J. Rivington, J. Ward, and M. Cooper, M.DCC.XLIX. [1749].",London,1088,male,1632,1694,TRUE,"subvert TRUE Religion , by setting forth all the Evils, Crimes, and Extravagancies, that FALSE Zeal, Bigotry, and Hypocrisy, under the specious Pretence of Piety, have occafion'd in the World . 3 lantum Relligio po tttit ieadere Malrunm! But let us only confider this Matter in a different Light ,"
0287800402_000009,"The moral philosopher. Vol. II. Being a farther vindication of moral truth and reason; occasioned by two books lately published: one intitled, The divine authority of the Old and New Testaments asserted. With a particular Vindication of Moses and the Prophets, Our Saviour Jesus Christ, and his Apostles, against the Unjust Assertions, and False Reasonings of a Book intitled, the Moral Philosopher. By the Reverend Mr Leland. The other intitled, Eusebius: Or, The True Christian's Defence, &c. By the Rev. Mr Chapman. By Philalethes.",Thomas Morgan,129,1,0,1,0,0,0,0,1,0,4,0,0,0,1,1,2,9,0,1,4,0,7,1,0,3,1,3,0,2,1,1,0,2,0,4,0,1,11,12,0,0,1,1,2,3,0,12,0,1,0,0,8,1,0,3,4,18,0,1,1739,2,2,"London : printed: and sold by the booksellers of London and Westminster, MDCCXXXIX. [1739].",London,393,male,,1743,FALSE,"this has been very little considered or understood, especially by the scholastic systematical Divines , who, under a Pretence of more Learning or clearer Illumination than others, have never failed to perplex and confound Mankind about Religion , as if it was a Thing contrived on Purpose to be always"
1381000100_000072,"A view of the principal deistical writers that have appered in England in the last and present century. With observations upon them, and some account of the answers that have been published against them. In several letters to a friend. The fifth edition. By John Leland, D.D. To which is added, an appendix, containing a view of the present times, with regard to religion and morals, and other important subjects, by W.L. Brown, D.D. Principal of Marischal College, Professor of Divinity, and Minister of Greyfriars Church, Aberdeen. In two volumes.",John Leland,95,0,1,1,3,5,3,0,0,2,0,0,8,0,1,1,0,2,1,3,9,0,2,1,6,1,0,0,0,0,3,0,0,1,0,1,0,2,0,3,4,0,2,1,1,1,2,5,1,6,0,4,1,2,0,1,1,2,0,1,1798,1,1,"London : printed for T. Cadell jun. & W. Davies-W. Creech, and Bell & Bradfute, Edinburgh-and A. Brown, Aberdeen, MDCCXCVIII. [1798].",London,1028,male,1691,1766,FALSE,"of zeal for religion , and under the cover of devout expreifions, he hath endeavoured to thew, that the Christian faith hath no foundation in reason , nor hath anything to support it but a wild and fenfelels enthu salam, destitute of all proof and evidence . And if this"
0907100300_000008,"The doctrines of a trinity and the incarnation of God examined upon the principles of reason and common sense. With a prefatory address to the King, ... By a member of the Church of England from birth and education, ...",Edward Evanson,84,0,0,1,0,2,4,2,0,1,0,3,3,4,0,1,2,3,0,0,5,0,6,1,1,1,1,0,0,1,2,0,1,1,2,0,1,2,4,3,0,1,1,3,1,0,0,3,0,2,0,0,2,1,1,0,3,4,1,3,1772,1,1,"[London] : Printed for the author; and sold by S. Bladon, in Pater-Noster Row, 1772.",London,186,male,1731,1805,FALSE,"world , they D have [ 50o 3 have no more claim to Divinity than yourselves; and as members of a kingdom which is of this world , they have not near so much; and with respect to either, they can have no other means of information, light , and"
0192900105_000003,"The works of the Most Reverend Dr. John Tillotson, Lord archbishop of Canterbury. In twelve volumes. Containing two hundred and fifty four sermons and discourses on several occasions: together with the Rule of Faith; Prayers composed by him for his own use; a discourse to his servants before the sacraments; and a form of prayer, composed by him, for the use of King William.",John Tillotson,97,1,0,0,5,1,2,0,0,1,1,2,3,10,0,9,1,5,0,3,0,2,3,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1,1,0,5,2,9,0,3,1,5,1,4,0,0,1,0,2,2,1743,5,12,"London : printed for R. Ware, A. Ward, J. and P. Knapton, T. Longman, R. Hett; C. Hitch, J. Hodges, S. Austen, J. and R. Tonson, J. and H. Pemberton, and J. Rivington, MDCCXLIII. [1742-1744].",London,463,male,1630,1694,TRUE,"of mankind: the rule of instituted religion is divine revelation, or the word of GOD ; which all Christians before the council of Trent did agree to be contained in the holy scriptures . So that nothing can pretend to be religion , but what can be proved to be"
0850500401_000067,"A view of the principal deistical writers that have appeared in England in the last and present century; with observations upon them, and some account of the answers that have been published against them. In several letters to a friend. ... . The fifth edition. By John Leland, D.D.",John Leland,102,0,5,0,2,3,0,0,1,0,1,2,5,0,6,3,1,11,0,4,3,2,4,0,1,1,0,0,1,0,4,0,0,0,0,0,0,0,7,3,0,0,2,0,3,4,4,2,3,1,0,2,2,0,0,0,3,5,0,1,1766,1,2,"London : printed by W. Richardson and S. Clark, for R. and J. Dodsley in Pall-Mall, and T. Longman in Pater-Noster-Row, MDCCLXVI. [1766].",London,443,male,1691,1766,FALSE,"and Christian revelarion, but applies himself to confider the main principles of his fclheme, and on which the whole ftruture depends. He begins with his fundamental principle , viz. that moral truth , realbn, and the fitness of things is the sole certain mark or criterion of any doctrine as"
0980300400_000002,"A faithful and wise servant, had in honour, throughout the churches. A discourse occasioned by the much lamented death of the Rev. Edward Wigglesworth, D.D. Hollis Professor of Divinity in Harvard College, Cambridge; who departed this life, January 16. 1765. In the 73d year of his age. Having faithfully and laudably discharged the office of professor, for more than 42 years. By Nathaniel Appleton, A.M. Pastor of the First Church in Cambridge. [Five lines from Daniel].","Willard, Joseph",110,1,0,2,1,1,0,0,0,0,0,5,4,7,1,2,0,4,0,2,3,0,9,1,9,0,0,1,1,11,0,3,0,1,0,0,3,1,0,0,0,0,2,0,3,0,1,0,0,2,1,10,2,0,0,0,3,8,3,2,1765,1,1,"Boston, New-England : Printed by Richard and Samuel Draper, and Thomas and John Fleet, 1765.",Boston,37,male,1738,1804,FALSE,"the further illustration of the subject to confider , ft, z ft, Some of those gospel qualifcations which deservedly entitle a man to universal praise; to the praie of all the churches . ndly, To set forth what a difinguifhing favour and blessbd attainment it is, to be jujtly entitled"
0220001900_000023,"A plea for the divinity of our Lord Jesus Christ. In a pastoral letter addressed to a congregation of protestant dissenters, at Cambridge.",Robert Robinson,92,2,2,1,0,1,5,3,1,1,1,6,1,1,0,2,2,3,1,0,1,0,9,0,0,1,3,0,1,2,1,2,0,0,1,0,4,2,0,2,2,2,1,0,0,0,0,4,1,1,0,2,5,1,0,1,0,1,8,1,1776,1,1,"Cambridge : printed by and for Fletcher and Hodson: sold by G. Keith, in Gracechurch-Street; E. and C. Dilly, in the Poultry; J. Buckland, and S. Crowder, Paternoster-Row, London, M.DCC.LXXVI. [1776].",Cambridge,110,male,1735,1790,FALSE,"It sets out with a great Show of reli "" gion: it begins with the gospel according to S. "" Matthew., and it often ends in the gopcel accord "" "" to Mr. Hobbes."" Here I was going to put a period to this letter: but three questions, which will"
1079100500_000053,"Logick: or, the right use of reason in the enquiry after truth. With a variety of rules to guard against error, in the affairs of religion and human life, as well as in the sciences. By Isaac Watts, D.D.",Isaac Watts,101,1,0,2,3,1,5,4,0,0,2,0,0,0,1,0,0,1,0,13,5,1,2,0,0,3,1,0,3,8,1,3,1,2,0,1,1,4,1,4,3,0,2,0,3,1,3,4,0,0,0,0,4,0,2,1,0,3,1,0,1745,1,1,"London : printed for T. Longman, and T. Shewell, in Pater-Noster-Row; and J. Brackstone, in Cornbill, M,DCC,XLV. [1745].",London,376,male,1674,1748,TRUE,"outward Senses of Hearing, Seeing, Feeling, acting and Smelling, but that also which is derived from the inward Sensations and Appetites of Hunger, Tbirft, Ease, Pleasure, Pain, Weari .cf, Reftd c. and all those Things which belong to the Body ; as, Hunger is a painful Appetite i Light is"
0297001400_000004,"God the only law-giver, able to save and to destroy. A sermon Preach'd at the Cathedral-Church of Exeter, On Tuesday, August 20, 1717; At the Assizes held for the County of Devon, before Mr. Justice Eyre. By Daniel Newcomb, M. A. Rector of Whimple in Devon, and Chaplain to his Grace the Duke of Bedford. Publish'd at the Request of the High-Sheriff, some Gentlemen of the Grand-Jury, and many other Gentlemen of the County of Devon, and of the City of Exeter.","Newcomb, Daniel",105,0,1,0,1,2,3,0,1,1,0,1,5,11,2,2,0,1,1,1,8,0,8,0,0,2,0,2,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,3,4,1,1,5,2,6,0,0,3,1,5,3,4,5,1,2,1717,1,1,"Exon : printed by and for George Bishop, and sold by Philip Yeo, John March, and Nath. Thorn, Booksellers in Exeter: and J. Wyat, Bookseller, in St. Paul's Church-Yard, London, 1717.",Exeter,22,male,1675,1758,FALSE,"But' with what Justice could we suppose that Infidelity was punifliible either here or hereafter, if we had no Liberty, if it was forbidden us to apply our Minds to discern Truth from mortal Err! God cannot be that Hard Mafler to require us to acknowledge and obey the Truth"
0609500200_000003,"The solemn charge given to ministers, to commit the truths and doctrines of the Gospel, to faithful and able men; consider'd in a sermon preach'd at the ordination of the Reverend Mr. Cotton Brown, to the pastoral care of the Church of Christ in Brooklin [i.e., Brookline]. October 26. 1748. By Samuel Cooke, A.M. Pastor of the Second Church in Cambridge. [Seven lines from Timothy].","First Parish (Brookline, Mass.)",85,1,0,1,0,0,0,0,2,0,1,4,3,1,1,1,1,2,0,0,2,1,6,0,2,1,0,2,4,2,0,0,0,1,0,0,1,3,0,0,0,2,0,2,2,0,0,0,4,2,3,1,3,3,1,2,3,7,6,1,1748,1,1,"Boston, N.E. : Printed by Rogers and Fowle in Queen-Street, 1748.",Boston,30,unknown,,,FALSE,"evade the Force, even of Scripture Exprefflons, and while they give their Assent to the Words , not receive the Doctrines they contain in their TRUE Sense : But I think it must be granted, that tis as likely, if not more so, that they may do the same, with"
0288200200_000002,"Reasons for Methodism briefly stated, in three letters to a friend.","Alexander, Disney",78,1,1,1,0,2,0,0,0,1,1,1,3,1,0,0,1,2,0,4,2,2,6,1,3,1,2,0,1,1,1,0,1,1,0,2,2,3,1,3,0,3,0,0,0,0,0,8,1,3,0,2,1,2,0,1,1,2,1,1,1795,1,1,"Halifax : printed by J. Nicholson and Co., 1795.",,85,unknown,,,FALSE,"a state of indifference, and lived as without God in the world . The last March reading as was my custom the Analytical Review, my attention was directed to the character of a book of which the most honourable mention was made; and the extracts there quoted, and which I"
0634301800_000083,"An essay on inspiration, in two parts.",Benjamin Bayly,90,0,1,1,0,2,1,0,0,0,1,0,2,2,0,1,3,3,0,1,0,1,10,2,0,1,0,2,2,1,0,2,0,8,1,4,1,0,0,1,1,2,1,0,0,0,1,1,1,0,2,4,3,10,3,2,1,1,3,0,1707,1,1,"London : printed for John Wyat, at the Rose in St. Paul's Church-Yard, 1707.",London,373,male,1671,1720,FALSE,"Testimony is to be judged of, cr tried by so ordinary and mean a thing [as they esteem it] as common- sense and Reason ? Supposing they say, as they usually say, Such a Doctrine is contrary to the Scriptures , tlh tejlihion!y of Truth , do they not see"
1043900200_000091,A companion for the festivals and fasts of the Church of England: with collects and prayers for each solemnity.,Robert Nelson,112,1,0,0,2,4,7,0,1,0,0,1,6,0,1,0,0,6,0,3,4,2,17,1,5,0,0,0,0,0,0,2,0,2,1,2,0,1,0,4,1,0,2,0,2,1,1,10,0,8,1,2,1,3,0,1,3,2,0,1,1726,1,1,"London : printed for R. and J. Bonwicke, and R. Wilkin, in St. Pauls-Church-Yard; John Walthoe, and Tho. Ward in the Temple, MDCCXXVI. [1726].",London,683,male,1656,1715,FALSE,"Jay, the Father is God , the Son is God , and the Holy Ghost is God , and yet that there are not three Gods but one God ? H. No: Because we do not affirm they are one and three in the same respect. The Divine Ejjlece is"
0630102700_000009,"The scripture doctrine of the appropriation which is in the nature of saving faith, stated and illustrated: in several discourses. By John Anderson, Minister of the Gospel, in the Associate Congregations of Mill-Creek, Kings-Creek, and Racoon, near Pittsburgh. With a recommendatory preface, by James Robertson, Minister of the Gospel, Kilmarnock.","Anderson, John",126,0,0,0,0,2,3,1,1,2,0,1,1,1,2,0,4,2,0,0,5,0,13,0,3,2,0,0,2,6,1,0,0,4,1,1,1,4,0,11,2,0,1,1,4,0,0,17,0,1,0,2,2,6,2,0,0,9,5,0,1797,1,1,"[Edinburgh] : Philadelphia, printed. Edinburgh, reprinted by Adam Neill and Company: and sold by J. Ogle and J. Guthrie, Edinburgh; - J. Meuros, Kilmarnock; P. Wilson, Ayr; D. Niven, Glasgow; J. Neilson, Paisley; P. Mair, Falkirk; - G. Brown, Perth; W. Knight, Aberdeen; A. Phorson, Berwick; G. Elliott, Kelso; Mrs Wilson, Dumfries; - and by C. Dilly, Poultry, and T. Chapman, No. 151. Fleet-Street, London, 1797.",Edinburgh,171,male,1748,1830,FALSE,"and concerning the relation we stand in to him, which our reason , corrupted as it is, does not fail to fug. gels. These truths , not as matters of faith , but as dietates of reason , are supposed and implied in all the doctrines of revelation; and whoever"
