PassageID,Title,Author,Total termFreq,termFreq(bacon),termFreq(bake),termFreq(beat),termFreq(beef),termFreq(boil),termFreq(bone),termFreq(bread),termFreq(brown),termFreq(butter),termFreq(clean),termFreq(close),termFreq(cold),termFreq(cover),termFreq(cream),termFreq(cut),termFreq(dish),termFreq(egg),termFreq(fat),termFreq(fine),termFreq(flour),termFreq(fry),termFreq(gravi),termFreq(half),termFreq(herb),termFreq(hot),termFreq(hour),termFreq(lai),termFreq(larg),termFreq(lemon),termFreq(littl),termFreq(mace),termFreq(meat),termFreq(mix),termFreq(nutmeg),termFreq(onion),termFreq(pan),termFreq(pepper),termFreq(pickl),termFreq(piec),termFreq(pint),termFreq(pot),termFreq(pound),termFreq(quarter),termFreq(roll),termFreq(round),termFreq(salt),termFreq(sauc),termFreq(season),termFreq(serv),termFreq(slice),termFreq(small),termFreq(spoon),termFreq(sugar),termFreq(sweet),termFreq(togeth),termFreq(veal),termFreq(water),termFreq(white),termFreq(wine),termFreq(yolk),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0538800100_000064,"The art of cookery, made plain and easy: which far exceeds any thing of the kind yet published. Containing, I. How to Roast and Boil to Perfection every Thing necessary to be sent up to Table II. Of Made Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and little Corner-Dishes for a great Table. V. To dress Fish. VI. Of Soups and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a Number of good Dishes, which may be made use of at any other Time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Dishes for a Voyage; and setting out a Table on Board. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheesecakes, Creams, Jellies, Whipt Syllabubs, &c. XVII. Of Made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. To make Anchovies, Vermicelli, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to market; the Season of the Year for Butcher's Meat, Poultry, Fish, Herbs, Roots, & Fruit. XXII. A certain Cure for the Bite of a Mad Dog. XXIII. A Receipt to keep clear from Bugs. To which are added, one hundred and fifty new and useful receipts: also, the order of a bill of fare for each Month, in the Manner the Dishes are to be placed upon the Table, in the present Taste. And also, fifty receipts for different articles of perfumery. With a copious index. By Mrs. Glasse.",Hannah Glasse,199,1,1,1,6,8,3,2,0,5,2,0,4,3,0,7,5,10,3,13,3,5,2,1,4,2,0,4,1,4,10,1,4,2,2,3,3,3,5,3,1,0,1,1,4,2,5,3,6,1,0,13,2,2,1,1,5,3,4,1,7,1796,1,1,"Dublin : printed for W. Gilbert, 26, South Great-George's-Street, M,DCC,XCVI. [1796].",Dublin,559,female,1708,1770,TRUE,"like keni/iol. CUT it very thin as above, boil the bones as above, firain theliquor, where there isjuft enough for the hash, to a quarter of a pint of gravy put a large spoonful of red wine , an onion peeled and chopped fine , a very little lemon peel"
1147700300_000059,"The london art of cookery, and housekeeper's complete assistant. On a New Plan. Made Plain and Easy to the Understanding of every Housekeeper, Cook and Servant in the Kingdom. Containing, Proper Directions for the Choice of all Kinds of Provisions. Instructions for trussing Poultry. Roasting and Boiling all Sorts of Butchers Meat, Poultry, Game, and Fish. Baking, Broiling, and Frying. Sauces for every Occasion. Soups, Broths, Stews, and Hashes. Ragoos and Fricassees. Made Dishes, both plain and elegant. All Sorts of Pies and Puddings. Pancakes and Fritters. Proper Instructions for dressing Fruits and Vegetables. Pickling, Potting, and Preserving. The Preparation of Hams, Tongues and Racon. To keep Garden Stuffs and Fruits in Perfection. The whole Art of Consectionary. The preparation of Sugars. Tarts, Puffs, and Pastres. Cakes, Custards, Jams, and Jellies. Drying, Candying, and Presurving Fruits, &c. Elegant Ornaments for Entertainments. Instructions for Carving Necessary Articles for Sea-Saring Persons. Made Wines, Cordial Waters, and Malt Liquors. To which is added, an appendix, Containing Considerations on Culinary Poisons; Directions for making Broths, &c. for the Sick; a List of Things in Season in the different Months of the Year; Marketing Tables, &c. &c. Embellished with A Head of the Author, and a Bill of Fare for every Month in the Year, elegantly engraved on Thirteen Copper-Plates. By John Farley, Principal Cook at the London Tavern. The Seventh Edition. With the Addition of many new and elegant Receipts in the various Branches of Cookery.","Farley, John",165,1,0,3,1,9,3,0,3,7,1,2,0,4,3,5,3,5,2,2,6,2,3,4,1,1,3,3,3,4,10,0,4,2,2,2,2,3,2,3,2,0,3,4,5,1,3,4,1,1,3,2,2,0,2,2,4,4,2,3,3,1792,1,1,"London : printed for J. Scatcherd and J. Whitaker, B. Law No. 12, B. Law, No. 13, Ave-Maria-Lane; and G. and T. Wilkie, St. Paul's Church-Yard, [1792].",London,517,unknown,,,FALSE,"three birds with their breasts down, and cover them with the jelly. When it be for, put in the other live, with their heads in the middle, and proceed in the same manner as before directed for chickens. Florendine Iares. LET your hare be a fullgrown one, and let it"
0377800700_000035,"The housekeeper's instructor; or, universal family cook. Being an ample and clear display of the art of cookery in all its various branches. Containing proper directions for dressing all Kinds of Butcher's Meat, Poultry, Game, Fish, &c. Also, the Method of preparing Soups, Hashes, and Made Dishes; with The Whole Art of Confectionary, Pickling, Preserving, &c. Likewise The making and keeping in Perfection British Wines; and proper rules for brewing malt liquor, As well for Family Consumption as the Regale of private Visitants. To which is added, the complete art of carving, illustrated with engravings, Explaining, by proper References, the Manner in which the Young Practitioner may acquit himself at Table with Elegance and Ease. Also, bills of fare for every month in the year; With copper-plates displaying The Best Manner of decorating a Table; Whereby every Person will be enabled to add to the Art of Cookery the proper Disposition of each Article in its respective Season. Together with directions for marketing, and the management of the kitchen and fruit-garden. The Whole formed on so new a plan, that the Inexperienced will be instructed, and the professed Cook receive that Information which has never been made known by any preceding Publication. The fifth edition. By William Augustus Henderson, Who has made the Culinary Art his Study for upwards of Forty Years.","Henderson, William Augustus",199,0,0,2,0,7,1,2,5,6,0,1,1,2,2,11,5,3,0,5,6,3,8,6,3,6,4,5,2,6,8,3,2,1,3,10,7,4,1,5,2,3,1,1,3,2,4,2,2,2,4,3,7,0,0,4,1,5,0,5,2,1795,1,1,"London : printed and sold by W. and J. Stratford, No. 112 Holborn-Hill, [1795?].",London,482,unknown,,,FALSE,"dish over tippers made with toasted bread cut thin. -- Garnish with liced lemon . Fowls. CUT up your fowl as for eating, then put it into a stew pan with half a pint of gravy , a teaspoonful of lemon pickle , a little catchup, and a nice of"
0643300700_000017,"The new book of cookery; or, every woman a perfect cook: containing the greatest variety of approved receipts in all the branches of cookery and confectionary, viz. Boiling, Roasting, Broiling, Frying, Stewing, Hashing, Baking, Fricassees, Ragouts, Made-Dishes, Soups and Sauces, Puddings, Pies and Tarts, Cakes, Custards, Cheesecakes, Creams, Syllabubs, Jellies, Pickling, Preserving, Candying, Drying, Potting, Collaring, English Wines, &c. &c. &c. To Which are Added, The best Instructions for Marketing, and sundry Modern Bills of Fare; also Directions for Clear Starching, and the Ladies' Toilet, or, Art of preserving and improving Beauty: Likewise a Collection of Physical Receipts for Families, &c. The Whole calculated to assist the prudent Housewife and her Servants, in furnishing the cheapest and most elegant Set of Dishes in the various Departments of Cookery, and to instruct Ladies in many other Particulars of great Importance too numerous to mention in this Title Page. By Mrs. Eliz. Price, of Berkeley-Square, Assisted by others who have made the Art of Cookery their constant Study. A New Edition for the Present Year, with great Additions.","Price, Elizabeth, Mrs",212,1,0,1,2,10,1,3,4,8,2,1,0,2,0,9,5,4,0,2,6,5,7,8,6,0,3,0,1,6,8,5,3,2,1,5,2,7,0,4,4,0,6,1,4,1,7,2,1,5,5,6,1,0,6,5,4,6,5,5,4,1780,1,1,"London : printed for the authoress, and sold by Alex Hogg, No. 16, Pater-Noster-Row, [1780?].",London,109,female,,,FALSE,"firong gravy , a pilt of Ma. deira wine , a tea fpoonfol of Cayenne pepper , .a little salt , half the peel of a large lemon fhled very fine , a few chopped oysters, the juice of ithree or four lemons , and some sweet herbs cut small"
0094600400_000028,"The art of cookery, made plain and easy; Which far excels any Thing of the Kind yet published. Containing, I. A List of the various Kinds of Meat, Poultry, Fish, Vegetables, and Fruit, in Season, in every Month of the Year. II. Directions for Marketing. III. How to Roast and Boil to Perfection. IV. Sauces for all plain Dishes. V. Made Dishes. VI. To dress Poultry, Game, &c. Vii. How expensive a French Cook's Sauce is. Viii. To make a Number of pretty little Dishes for Suppers, or Side or Corner Dishes. IX. To dress Turtle, Mock-Turtle, &c. X. To dress Fish. XI. Sauces for Fish. XII. Of Soups and Broths. XIII. Of Puddings and Pies. XIV. For a Lent Dinner; a Number of good Dishes, which may be made use of at any other Time. XV. Directions for the Sick. XVI. For Captains of Ships; how to make all useful Dishes for a Voyage; and setting out a Table on board. XVII. Of Hog's Puddings, Sausages, &c. XVIII. To pot, make Hams, &c. XIX. Of Pickling. XX. Of making Cakes, &c. XXI. Of Cheesecakes, Creams, Jellies, Whipt Sullabubs. XXII. Of Made Wines, Brewing, Baking, French Bread, Muffins, Cheese, &c. XXIII. Jarring Cherries, Preserves, &c. XXIV. To make Anchovies, Vermicelli, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XXV. Of Distilling. XXVI. Directions for Carving. XXVII. Useful and valuable Family Receipts. XXVIII. Receipts for Perfumery, &c. In which are included, one hundred and fifty new and useful receipts, not inserted in any former edition. With a copious index. By Mrs. Glasse.",Hannah Glasse,216,6,0,3,2,4,0,2,4,11,0,0,0,0,2,10,6,5,0,2,9,6,3,5,6,0,2,6,2,8,13,4,8,0,4,1,6,6,3,8,4,0,1,2,5,3,3,2,3,0,2,2,2,0,6,4,12,2,1,1,4,1796,1,1,"London : printed for T. Longman, B. Law, J. Johnson, G. G. and J. Robinson, H. Gardner, T. Payne, F. and C. Rivington, J. Sewell, W. Richardson, W. Lane, W. Lowndes, G. and T. Wilkie, W. Nicoll, W. Fox, Ogilvy and Speare, J. Debrett, J. Scatcherd, Vernor and Hood, Clarke and Son, J. Nunn, J. Barker, B. Crosby, Cadell and Davies, and E. Newbery, 1796.",London,461,female,1708,1770,TRUE,"the scum and bottle the liquor. To dress Scotch Collops. TAKE a piece of fillet of veal , cut it in thin pieces , about as big as a crown piece , but very thin; (hake a little flour over it, then put a little butter in a frying pan"
0580400600_000067,"The lady's complete guide; or cookery and confectionary in all their branches. Containing the most approved receipts, ... To which is added, ... the complete brewer; ... also the family physician; ... By Mrs. Mary Cole, ...","Cole, Mary, cook",214,1,1,3,1,8,3,4,6,12,0,1,0,2,1,15,5,6,1,6,3,8,7,8,3,1,4,9,3,5,9,3,6,2,3,2,2,5,1,2,6,0,1,7,3,6,4,4,0,1,0,2,3,0,3,4,0,0,2,2,4,1789,1,1,"London : printed for G. Kearsley, 1789.",London,609,female,,,FALSE,"suet, and then mix it with four spoonfuls of grated bread , eight or ten cloves, five or six large blades of mace dried and beaten fine , half a large nutmeg grated, a little pepper and salt , a little lemon peel cut fine , a very little thyme,"
0094600200_000051,"The art of cookery, made plain and easy; Which far exceeds any Thing of the Kind yet published. Containing, I. How to Roast and Boil to Perfection every Thing necessary to be sent up to Table. II. Of Made-Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and little Corner-Dishes for a great Table. V. To dress Fish. VI. Of Soups and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a Number of good Dishes which may be made use of at any other Time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Dishes for a Voyage; and setting out a Table on board. XII. Of Hog's-Puddings, Sausages, &c. XIII. To pot and make Hams &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheesecakes, Creams, Jellies, Whip-Syllabubs, &c. XVII. Of made Wines, Brewing, French Bread, Mussins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. To make Anchovies, Vermicelli, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to market; the Season of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain Cure for the Bite of a Mad Dog, by Dr. Mead. XXII. A Receipt to keep clear from Bugs. To which are added, one hundred and fifty new and useful receipts; and also fifty receipts for different articles of perfumery. With a Copious Index. By a lady.",Hannah Glasse,173,3,3,2,2,3,0,5,1,6,0,3,3,2,4,1,5,7,1,2,3,1,4,4,4,1,2,6,0,2,10,4,0,3,2,3,4,6,1,5,4,0,3,0,5,1,6,1,6,2,2,6,2,0,1,5,3,3,3,1,1,1778,1,1,"London : printed for W. Strahan, J. Rivington and Sons, S. Crowder, J. Hinton, J. Johnson, T. Longman, W. Owen, B. White, T. Caslon, J. Wilkie, J. Robson, G. Robinson, T. Cadell, T. Becket, W. Davies, J. Knox, W. Nicoll, T. Lowndes, R. Dymott, H. Gardner, B. Domville, J. Richardson, T. Durham, R. Baldwin, J. Bew, F. Newberry, W. Goldsmith, Fielding and Walker, J. Wallis, and W. Fox, MDCCLXXVIII. [1778].",London,451,female,1708,1770,TRUE,"shake flour and crumbs of bread thick allover, have ready some beef dripping or hog's lard boiling ; fry them brown , and lav them in your dish . Garnish with fried parsley. Pigeons in a Hole. TAKE your pigeons, season them with beaten mace , pep. per, and salt"
0094700400_000078,"Domestic economy; or, a complete system of English housekeeping: containing the most approved receipts, confirmed by Observation and Practice, in every reputable English book of cookery now extant; besides a great Variety of others which have never before been offered to the Public. Also a valuable Collection, translated from the Productions of Cooks of Eminence who have published in France, with their respective Names to each Receipt; which, together with the Original Articles, form the most complete System of Housekeeping ever yet exhibited, under the following Heads, viz. Roasting, Boiling, Made-Dishes, Frying, Broiling, Potting, Fricasses, Ragouts, Soups, Sauces, Gravies, Hashes, Stews, Puddings, Custards, Cakes, Tarts, Pies, Pasties, Cheesecakes, Jellies, Pickling, Preserving, and Confectionary. To which is prefixed, in order to render it as complete and perfect as possible, An Elegant Collection of Light Dishes for Supper, Adapted for Every Month in the Year. Also the complete brewer; Containing Familiar Instructions for brewing all Sorts of Beer and Ale; including the proper Management of the Vault or Cellar. Likewise the family physician; being a collection of the most valuable and approved prescriptions by Mead, Sydenham, Tissot, Fothergill, Elliot, Buchan, and Others. By Maximilian Hazlemore.",,179,8,1,2,2,3,4,1,0,3,0,2,2,5,4,4,1,4,0,5,4,0,2,6,3,1,3,3,1,6,11,0,7,6,5,4,1,3,2,3,2,0,6,2,4,3,6,2,2,5,3,2,1,1,1,3,5,1,3,3,2,1794,1,1,"London : printed for J. Creswick, and Co, 1794.",London,423,unknown,,,FALSE,"Shake all these together over a slow fire till your hare is thoroughly hot , for it is a bad custom to let any kind of hath boil longer, as it hardens the meat . Send your hare to table in a deep diff, but before you send it up,"
0649101200_000110,"The london art of cookery, and housekeeper's complete assistant. On a new plan. Made Plain and Easy to the Understanding of every Housekeeper, Cook, and Servant in the Kingdom. Containing, Proper Directions for the Choice of all Kinds of Provisions. Instructions for trussing Poultry. Roasting and Boiling all Sorts of Butchers Meat, Poultry, Game, and Fish. Baking, Broiling and Frying. Sauces for every Occasion. Soups, Broths, Stews, and Hashes. Ragoos and Fricassees. Made Dishes, both plain and elegant. All Sorts of Pies and Puddings. Pancakes and Fritters. Proper Instructions for dressing Fruits and Vegetables. Pickling, Potting, and Preserving. The Preparation of Hams, Tongues, and Bacon. To keep Garden Stuffs and Fruits in Perfection. The whole Art of Confectionary. The Preparation of Sugars. Tarts, Puffs, and Pasties. Cakes, Custards, Jams, and Jellies. Drying, Candying, and Preserving Fruits, &c. Elegant Ornaments for Entertainments. Instructions for Carving. Necessary Articles for Sea-Faring Persons. Made Wines, Cordial Waters, and Malt Liquors. To which is added, an appendix, containing considerations on culinary poisons; Directions for making Broths, &c. for the Sick; a List of Things in Season in the different Months of the Year; Marketing Tables, &c. &c. Embellished with a Head of the Author, and a Bill of Fare for every Month in the Year, elegantly engraved on thirteen copper-plates. By John Farley, principal cook at the London Tavern.","Farley, John",173,1,1,1,3,7,9,3,2,3,3,2,2,3,0,7,2,2,3,5,2,1,3,4,4,0,5,4,2,2,7,5,3,1,4,1,1,7,3,0,3,3,1,1,6,2,8,2,4,0,1,3,2,0,3,3,4,5,3,0,1,1789,1,1,"London : printed for J. Scatcherd and J. Whitaker, No 12, B. Law; No 13, Ave-Maria-Lane; and G. and T. Wilkie, St. Paul's Church-Yard, [1789].",London,512,unknown,,,FALSE,"i1 v.j Breast of Veal . TAKE a breast of veal , bone it, and beat it a little . Rub it over with the yolk of an egg , and strew over it a little beaten mace , nutmeg , pepper , and salt ; a large handful of"
0094600200_000019,"The art of cookery, made plain and easy; Which far exceeds any Thing of the Kind yet published. Containing, I. How to Roast and Boil to Perfection every Thing necessary to be sent up to Table. II. Of Made-Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and little Corner-Dishes for a great Table. V. To dress Fish. VI. Of Soups and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a Number of good Dishes which may be made use of at any other Time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Dishes for a Voyage; and setting out a Table on board. XII. Of Hog's-Puddings, Sausages, &c. XIII. To pot and make Hams &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheesecakes, Creams, Jellies, Whip-Syllabubs, &c. XVII. Of made Wines, Brewing, French Bread, Mussins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. To make Anchovies, Vermicelli, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to market; the Season of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain Cure for the Bite of a Mad Dog, by Dr. Mead. XXII. A Receipt to keep clear from Bugs. To which are added, one hundred and fifty new and useful receipts; and also fifty receipts for different articles of perfumery. With a Copious Index. By a lady.",Hannah Glasse,197,2,2,1,4,8,0,1,5,5,0,2,1,4,1,7,4,1,0,0,5,2,8,6,2,2,5,6,4,4,10,2,9,0,1,2,9,2,3,11,4,0,1,1,2,1,2,7,3,0,3,4,2,0,3,1,10,7,2,2,1,1778,1,1,"London : printed for W. Strahan, J. Rivington and Sons, S. Crowder, J. Hinton, J. Johnson, T. Longman, W. Owen, B. White, T. Caslon, J. Wilkie, J. Robson, G. Robinson, T. Cadell, T. Becket, W. Davies, J. Knox, W. Nicoll, T. Lowndes, R. Dymott, H. Gardner, B. Domville, J. Richardson, T. Durham, R. Baldwin, J. Bew, F. Newberry, W. Goldsmith, Fielding and Walker, J. Wallis, and W. Fox, MDCCLXXVIII. [1778].",London,451,female,1708,1770,TRUE,"it is as good as you would have it. This will make a pint of rich gravy . t To make Veal , Mtlton, or Beef Gravy . TAKE a rather or two of bacori or ham, lay it at the bottom of your flew pan ; put your meat"
0395400100_000027,"The art of cookery, made plain and easy; which far exceeds anything of the kind yet published, Containing I. How to Roast and Boil to Perfection every Thing necessary to be sent up to Table. II. Of Made Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and little Corner dishes for a great Table. V. To dress Fish. VI. Of Soups and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a number of good Dishes, which you may make Use of at any other Time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Things for a Voyage; and setting out a Table on board a Ship. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams, &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheesecakes, Creams, Jellies, Whip-Syllabubs, &c. XVII. Of made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. To make Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to Market; the Season of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain cure for the Bite of a Mad Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. To which are added, one hundred and fifty new and useful receipts, and a copious index. By a lady.",Hannah Glasse,193,0,2,2,3,6,2,4,2,3,2,1,1,8,1,16,3,3,4,5,3,3,5,5,2,0,8,7,3,3,12,2,5,2,2,3,5,6,2,6,6,2,2,1,2,0,4,1,1,0,0,4,4,0,0,3,2,4,0,3,2,1775,1,1,"London : printed for a company of booksellers, and sold by L. Wangford, in Fleet-Street, and all other booksellers in Great Britain and Ireland. Be careful to observe (mrs. Glass being dead) that the Genuine Edition of her Art of Cookery is thus signed, by W. Wangford, [1775?].",London,345,female,1708,1770,TRUE,"take a pound of veal beat fine in a mortar, the flesh of a large fowl thus cut small , half a pound of cold ham chopped small , the kidney fat of a loin of veal chopped small , a sweetbread cut in little pieces , an ounce of"
0395400100_000048,"The art of cookery, made plain and easy; which far exceeds anything of the kind yet published, Containing I. How to Roast and Boil to Perfection every Thing necessary to be sent up to Table. II. Of Made Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and little Corner dishes for a great Table. V. To dress Fish. VI. Of Soups and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a number of good Dishes, which you may make Use of at any other Time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Things for a Voyage; and setting out a Table on board a Ship. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams, &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheesecakes, Creams, Jellies, Whip-Syllabubs, &c. XVII. Of made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. To make Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to Market; the Season of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain cure for the Bite of a Mad Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. To which are added, one hundred and fifty new and useful receipts, and a copious index. By a lady.",Hannah Glasse,181,3,2,3,3,2,0,4,3,6,1,5,0,6,1,9,2,6,1,5,2,1,5,4,4,0,3,9,0,5,10,4,3,2,3,3,3,5,1,5,4,0,3,4,4,4,4,5,1,0,3,0,0,0,2,2,2,1,1,1,6,1775,1,1,"London : printed for a company of booksellers, and sold by L. Wangford, in Fleet-Street, and all other booksellers in Great Britain and Ireland. Be careful to observe (mrs. Glass being dead) that the Genuine Edition of her Art of Cookery is thus signed, by W. Wangford, [1775?].",London,345,female,1708,1770,TRUE,"then a layer of ral, a layer of course beef and another little layer of veal , about a pound of real and a pound of beef cut very btin, a piece of carrot, a bundle of iweet herbs , an onion , some black and white pepper , a"
0094700600_000036,"The experienced English housekeeper, for the use and ease of ladies, housekeepers, cooks, &c. Written purely from practice, And dedicated to the Hon. Lady Elizabeth Warburton, Whom the Author lately served as Housekeeper: Consisting of near nine hundred original receipts, most of which never appeared in print. Part I. Lemon Pickle, Browning for all Sorts of Made Dishes, Soups, Fish, Plain Meat, Game, Made Dishes both hot and cold, Pyes, Puddings, &c. Part II. All Kinds of Confectionary, particularly the Gold and Silver Web for covering of Sweetmeats, and a Desert of Spun Sugar, with Directions to set out a Table in the most elegant Manner and in the modern Taste, Floating Islands, Fish-Ponds, Transparent Puddings, Trifles, Whips, &c. Part III. Pickling, Potting, and Collaring, Wines, Vinegars, Catchups, Distilling, with two most valuable Receipts, one for refining Malt Liquors, the other for curing Acid Wines, and a correct List of every Thing in Season for every Month in the Year. The seventh edition. With Three Copper Plates of a curious new-invented Fire Stove, wherein any common Fuel may be burnt instead of Charcoal, and Two Plans of a Grand Table of Two Covers. By Elizabeth Raffald.",Elizabeth Raffald,185,7,1,2,1,7,2,3,3,7,2,1,2,2,5,5,1,3,4,1,2,0,8,6,2,2,3,7,4,4,12,2,3,3,1,1,2,4,2,4,3,0,0,0,1,2,7,5,2,4,1,1,0,0,3,3,5,5,5,4,3,1780,1,1,"London : printed for the author, and sold by R. Baldwin, No. 47, in Pater-Noster-Row, 1780.",London,410,female,1733,1781,FALSE,"the fire five minutes, then put in as much clear broth as will cover it, let it boil two hours , when it is more than half done, put in one ounce of isinglass and a bundle of herbs . When it is done enough take out the turkey, and"
0521200600_000048,"The art of cookery, made plain and easy; Which far exceeds any Thing of the Kind yet published. Containing, I. How to Roast and Boil to Perfection every Thing necessary to be sent up to Table. II. Of Made-Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and little Corner-Dishes for a great Table. V. To dress Fish. VI. Of Soops and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a Number of good Dishes, which you may make use of at any other time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Things for a Voyage; and setting out a Table on board a Ship. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams, &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheese-Cakes, Creams, Jellies, Whip-Syllabubs, &c. XVII. Of made Wines, Brewing, French Bread, Mussins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. To make Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to market; the Season of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain Cure for the Bite of a Mad Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. To which are added, one hundred and fifty new and useful receipts, and a copious index. By a lady.",Hannah Glasse,200,3,2,3,0,6,0,1,1,10,0,5,0,5,2,7,5,7,1,3,3,1,9,6,5,0,4,13,1,5,10,4,3,2,3,4,2,5,1,8,2,0,1,5,5,5,7,4,3,0,2,1,1,0,1,2,3,1,1,1,5,1774,1,1,"London : printed for W. Strahan, J. and F. Rivington, J. Hinton, Hawes and Co. W. Johnston, T. Longman, W. Owen, S. Crowder, B. White, T. Caslon, J. Wilkie, G. Robinson, T. Davies, J. Robson, T. Cadell, T. Becket and Co. W. Davis, Y. Knox, W. Nicoll, W. Cornish, T. Lowndes, R. Dymott, H. Gardner, B. Donville, J. Richardson, T. Durham, R. Baldwin, and J. Bell, [1774].",London,439,female,1708,1770,TRUE,"slick the leg at the top, and butter a dish to lay them in; then send them to an oven to bake , but do not let them touch each other. When they are enough, lay them in a difl, and pour in good gravy thickened with the yolk of"
