PassageID,Title,Author,Total termFreq,termFreq(ag),termFreq(appear),termFreq(art),termFreq(band),termFreq(beauti),termFreq(bosom),termFreq(bright),termFreq(brocad),termFreq(buckl),termFreq(charm),termFreq(coat),termFreq(corset),termFreq(curl),termFreq(dress),termFreq(embroid),termFreq(face),termFreq(fashion),termFreq(femal),termFreq(fine),termFreq(flow),termFreq(form),termFreq(gentlemen),termFreq(glass),termFreq(glitter),termFreq(gold),termFreq(hair),termFreq(handsom),termFreq(hat),termFreq(head),termFreq(hoop),termFreq(human),termFreq(lace),termFreq(ladi),termFreq(linen),termFreq(lip),termFreq(long),termFreq(loos),termFreq(manner),termFreq(paint),termFreq(powder),termFreq(preciou),termFreq(ribbon),termFreq(ruffl),termFreq(show),termFreq(silk),termFreq(silver),termFreq(size),termFreq(sleev),termFreq(ti),termFreq(vain),termFreq(velvet),termFreq(waist),termFreq(wig),termFreq(wore),termFreq(wrought),termFreq(young),termFreq(youth),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1585500158_000144,"The Weekly entertainer; or Agreeable and instructive repository. Containing a collection of select pieces, both in prose and verse; curious anecdotes, instructive tales, and ingenious essays on different subjects.",,65,0,0,0,0,4,0,0,1,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,12,0,1,0,7,0,0,11,6,0,0,0,0,0,2,0,0,0,0,0,1,2,0,2,0,0,0,0,0,2,0,0,1,1783,58,59,"Sherborne [Dorset, England] : printed by R. Goadby and Co., M.DCC.LXXXIII. [1783]-1819.",Sherborne,1053,unknown,,,FALSE,"sned with Ibugles to correspond; headdress) diamo~nds.aag] feath~erse. afat~chioness of clantic~ard. p ett ioat of ~whue satna, \isd draperies of gause trnumted with blood lace , aud fasrtened up with rbenchles ofutu e roses; body and is~rainof lilac figured satin Itriosmerd with Brussels .point; head dtness, teeth~em aad vdiasonnds. miarch~ioness"
0332002300_000025,"Poems and fugitive pieces, by Eliza.","Day, Eliza",47,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,1,0,1,1,2,0,1,1,0,4,0,0,1,1,0,5,0,1,0,2,0,0,0,2,0,1,0,0,1,0,0,0,7,1,1,4,0,0,0,0,0,1796,1,1,"London : printed by W. Bulmer, and Co. and sold by Cadell and Davies, In The Strand; and Bell and Bradfute, Edinburgh, 1796.",London,183,female,,,FALSE,"And only TRUE to dear variety. Despotic power, in spite of all resistance, Thou still wilt hold while time shall have existence: Vain the harangues, thy laws to reprobate, By turncoat orators just out of date. The ins will laugh at outs in every age , Whatever the bluster, storm,"
1585500159_000093,"The Weekly entertainer; or Agreeable and instructive repository. Containing a collection of select pieces, both in prose and verse; curious anecdotes, instructive tales, and ingenious essays on different subjects.",,50,0,0,0,1,2,1,0,0,0,0,0,0,0,10,1,1,1,0,3,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,5,3,0,5,2,0,0,0,0,0,1783,59,59,"Sherborne [Dorset, England] : printed by R. Goadby and Co., M.DCC.LXXXIII. [1783]-1819.",Sherborne,959,unknown,,,FALSE,"inlirmmasutratbl sva, accusters the sailor to all itsb.orrors, and he considers riulhappa: rent serenity all th9.d4bnial prospects.it cxhictits. To.. be continu~d FASHIONS FOR mifarcih. wakingo duess. A Round dress , composed of dove coloured tabbinet theskirt is gored, and very full at thee bottom. The trimmiing consists of a bias"
1226200700_000107,"A new geographical and historical grammar: wherein the geographical part is truly modern; and the present state of the several kingdoms of the world is so interspersed, as to render the study of geography both entertaining and instructive. Containing, I. A Description of the Figure and Motion of the Earth. II. Geographical Definitions and Problems, being a necessary Introduction to this Study. III. A general Division of the Globe into Land and Water. IV. The Situation and Extent of the several Countries contained in each Quarter of the World; their Cities, Chief Towns, History, Present State, respective Forms of Government, Forces, Revenues, Taxes, Revolutions, and memorable Events. Together With An Account of the Air, Soil, Produce, Traffic, Curiosities, Arms, Religion, Language, Universities, Bishopricks, Manners, Customs, Habits, and Coins, in Use in the several Kingdoms and States described. By Mr. Salmon. Illustrated with a set of twenty-three new maps of the several Countries, drawn by the Direction of Mr. Salmon, and ingraved by Mr. Jefferys, Geographer to His Royal Highness the Prince of Wales.",Thomas Salmon,35,0,2,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,2,0,0,1,4,0,1,0,1,1,1,4,1,0,2,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,1,0,1756,1,1,"London : printed for William Johnston, at the Golden-Ball in St. Paul's Church-Yard, MDCCLVI. [1756].",London,662,male,1679,1767,FALSE,"am informed is altered of late, they affeet a little Red in their Cheeks, and if they have none naturally, they know how to improve it, 0 z The The Hair of most People is a dark Brown, and we have our fair td ou black Beauties ; but nothing"
0088000300_000052,"Letters from Minorca; describing the constitution, government, produce, antiquities, and natural history, of that island; With AN Accurate Description Of The Town, Harbour, and Fortifications, Of Mahon: And The Trade, Customs, And Manners, Of The Minorquins. Illustrated with a Correct Map.","Armstrong, John           1758",34,1,2,0,0,0,0,0,0,0,0,1,0,1,4,0,1,2,1,0,0,0,0,0,0,0,3,0,2,3,0,0,0,1,2,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,2,1,0,0,0,0,1782,1,1,"Dublin : printed for W. and H. Whitestone, and R. Burton, 1782.",Dublin,263,unknown,,,FALSE,"rigorous Discipline of the Caffador that teaches them, which is savagely cruel and brutal These Dogs are observed to want Speed, when they are sent into England, and therefore the Strain is usually crossed with our Spaniels; and this Mixture produces a Race of as good Pointers as any in"
0083200901_000097,"A voyage to South-America: describing at large the Spanish cities, towns, provinces, &c. on that extensive Continent. Interspersed throught with reflections on the genius, customs, manners, and trade of the inhabitants; together with the natural history of the country. And An Account of their Gold and Silver Mines. Undertaken by command of his Majesty the King of Spain, by Don George Juan, and Don Antonio de Ulloa, Both Captains of the Spanish Navy, Members of the Royal Societies of London and Berlin, And corresponding Members of the Royal Academy at Paris. Translated from the original Spanish. Illustrated with Copper plates. In two volumes.",Antonio de Ulloa,48,0,2,0,1,0,0,0,0,1,0,0,0,0,9,0,0,1,0,3,0,3,0,0,0,3,1,0,1,4,0,0,4,2,1,0,0,2,2,0,0,0,2,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,1758,1,2,"London : printed for L. Davis and C. Reymers, against Gray's-Inn-Gate, Holborn, MDCCLVIII. [1758].",London,524,male,1716,1795,FALSE,"a close sleeve , open at the fide, without folds; and along the seams of the body, as well as those of the feeves, are button holes, and two rows of buttons for ornament. In every other particular people of fortune affect great magnificence in their drcfs, wearing the finest"
0786800400_000011,The new Bath guide: or memoirs of the B-n-r-d family. In a series of poetical epistles.,Christopher Anstey,35,0,0,0,0,5,0,3,0,1,1,3,0,1,1,1,1,0,0,0,0,0,1,0,0,0,2,0,1,3,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1779,1,1,"London : printed for J. Dodsley, in Pall-Mall, M.DCC.LXXIX. [1779].",London,178,male,1724,1805,FALSE,"her complexion is brown: If -96 If some people think that her mouth be too ivide, Miss towzxr has numberless beauties beside; A countenance noble, with sweet pouting lips , And a delicate (hape from her waist to her hips; Betides a prodigious rough black head of hair All is"
0641000303_000051,"Þorða Anzel-cynnan: or, a compleat view of the manners, customs, arms, habits, &c. of the inhabitants of England, from the arrival of the Saxons, till the reign of Henry the Eighth; with a short account of the Britons, during the government of the Romans. In two volumes. B Joseph Strutt, ...",Joseph Strutt,42,2,0,1,1,0,0,0,0,0,0,0,0,1,3,1,0,3,0,2,0,1,0,0,0,2,2,0,0,2,0,0,1,8,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,4,0,2,0,1774,3,3,"London : printed for the author, by T. Jones; and sold by John Thane, 1774-76.",London,235,male,1749,1802,FALSE,"City Madam, Luke says to his filter, who is wise to a wealthy The City merchant, Madam, by -- -- --, -- -- You wore Maffenger. Satin on solemn days, a chain of gold , A velvet hood, .rich borders, and sometimes A dainty'minever cap, a silver pin Headed with"
0085900501_000069,"The lady's travels into Spain; or, a genuine relation of the religion, laws, commerce, customs, and manners of that country. Written by the Countess of Danois, in a series of letters to a friend at Paris. ... . A new edition, improved. To which is added, a description of the present King of Spain, his Manner of living; the Characters of his Ministers, and other Officers of the Court of Spain, &c. With Instructions how to travel in Spain, and an accurate Account of the Roads of that Country.",Madame d'Aulnoy,41,0,3,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,5,1,2,0,1,0,2,0,0,0,0,1,0,2,3,0,4,0,0,2,0,0,0,0,0,0,1774,1,2,"London : printed for T. Davies, in Russel-Street, Covent-Garden, MDCCLXXIV. [1774].",London,373,female,1651,1705,FALSE,"Their upper garments are so long before, and on the fides, that they drag a great deal upon the ground; but behind, they do not drag at all. Though they wear them down so low, yet they will tread upon them, that their feet may not be seen, which which"
0115000101_000741,"Universal geography formed into a new and entire system; describing Asia, Africa, Europe, and America; with their Subdivisions of Empires, Kingdoms, States, and Republics: The Extent, Boundaries, and remarkable Appearances of each Country; Cities, Towns, and Curiosities of Nature and Art. also giving a general account of the Fossil and Vegetable Productions of the Earth, and of every Species of Animal: the history of man, in all Climates, Regions, and Conditions; Customs, Manners, Laws, Governments, and Religions: the state of arts, sciences, commerce, Manufactures, and Knowledge. Sketches of the Ancient and Modern History of each Nation and People, To which is added, a short view of astronomy, as Connected with Geography, of the Planetary System to which the Earth belongs; and of the Universe in General. by John Payne. With a Set of Maps, drawn from the best Materials, every one of which is very Neatly Coloured; And a great Variety of Copper-Plates. ...","Payne, John",56,0,2,0,0,0,0,0,0,0,0,5,0,0,5,0,3,2,0,2,0,1,2,0,0,2,3,0,5,5,0,0,3,4,2,0,5,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1791,1,2,"London : printed for the author, and sold by J. Johnson, No 72, St. Paul's Church Yard, and C. Stalker, Stationer's Court, Ludgate Street, MDCCXCI. [1791].",London,703,unknown,,,FALSE,"they wear a linen nightcap, i bordered or ruffled with lace or cambrick, and above it a C broad brimmed slouched hat ; and, instead of a coat , a f long wide camblet cloak, of a raisin colour, or black. f They generally walk with their hat under their"
0618200300_000011,"The new Bath guide: or, memoirs of the Brd family. In a series of poetical epistles.",Christopher Anstey,38,0,0,0,0,5,0,3,0,1,1,3,0,1,0,1,1,0,0,0,0,0,1,0,0,1,2,0,1,3,0,0,1,1,0,1,2,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1768,1,1,"Dublin : printed by John Exshaw, at the Bible, in Dame-Street, M.DCC.LXVIII. [1768].",Dublin,86,male,1724,1805,FALSE,"alone.  Tis flhe that has long been the Toast of the Town, Though' all the World knows her'complexion is brown: If some People think that her Mouth be too wide, Miss TOWZER has numberless Beauties beside; A Countenance noble, with sweet pouting Lips , And a delicate Shape, from"
1233801100_000027,"Letters of the Right Honourable Lady M--y W--y M--e: written during her travels in Europe, Asia and Africa, to Persons of Distinction, Men of Letters, etc. in different Parts of Europe. Which contain, Among other curious Relations, Accounts of the policy and manners of the Turks, Drawn from Sources that have been inaccessible to other Travellers.",Lady Mary Wortley Montagu,38,0,0,0,0,1,1,0,1,0,0,0,0,0,1,3,0,1,0,2,0,0,0,0,0,5,1,0,1,3,0,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,2,0,4,4,0,1,0,0,0,0,0,0,1790,1,1,"Paris : sold by Theophilus Barrois junior, Bookseller, Quai des Augustins, M.DCC.XC. [1790].",Paris,321,female,1689,1762,TRUE,"of our mobs upon any strange sight, our Janizarics had made no, scrrple of falling on them with their scymitars, without danger for so doing; being above lawv. These people however(i moan the Janizaries) have some good qualities; they are very zealous and faitllilil where they serve, and look upon"
1293901100_000009,"A classical vocabulary, French and English; to which is added, a collection of letters, familiar and commercial, bills of exchange, promissory notes, &c. in both languages. By N. Wanostrocht, ...","Wanostrocht, Nicolas",34,0,0,0,1,0,0,0,0,1,0,6,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,2,2,0,4,3,0,0,0,0,0,1,2,0,1,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1783,1,1,"London : printed for the author, and sold by J. Boosey, 1783.",London,245,male,1745,1812,FALSE,"manchettes, f. pl. the ruffles . Les coutures, f. pl. thefeams. L'ourlet, m. the hem. Une camifolle, f. Untier, mi,. } an under waiflcoat. Unerobedechambre, f a nightor morninggewn. Unbonnet, m. a cap. de nuit, a nigh cap. Des calesons, m. pl. drawe s. La culotte, f. breeches. Des chauffons,"
1585300154_000016,"The Weekly entertainer; or Agreeable and instructive repository. Containing a collection of select pieces, both in prose and verse; curious anecdotes, instructive tales, and ingenious essays on different subjects.",,45,0,1,0,0,0,1,0,0,0,0,2,0,1,8,0,0,4,0,1,0,2,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,1,1,1,2,4,0,6,2,0,0,0,0,0,1783,54,59,"Sherborne [Dorset, England] : printed by R. Goadby and Co., M.DCC.LXXXIII. [1783]-1819.",Sherborne,1047,unknown,,,FALSE,"eighit inches English, may not be again found among many hundreds of thiem. Burtthe Finns, though they remainl for centuries in the same country, do not appear to become in rthe least smallerl inl size , either at Karutokejno or Muonionisko, than thle Swedes or nol·rwegians. The cause of this"
0064001502_000003,"The economy of beauty; in a series of fables: addressed to the ladies. By Dr. Cosens, Minister of Teddington, Middlesex; and Chaplain to the Right Honourable the Earl of Denbigh.","Cosens, Dr. (John)",46,0,0,1,0,1,0,1,0,0,2,0,0,2,4,0,5,3,0,0,1,3,0,1,0,4,3,1,0,2,1,1,0,2,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1777,2,2,"London : printed for J. Walter, At Homer's Head, Charing-Cross, MDCCLXXVII. [1777].",London,134,unknown,,,FALSE,"F A B L E I. SU P P O S E a Painter should design If human Art might reach divine A Molineux mien, Air and Face , And copy every killing Grace, And all those Venuses of Form , 5 The bright Original that warm; Should he profane"
0653200400_000011,The new Bath guide: or memoirs of the B-n-r-d family. In a series of poetical epistles.,Christopher Anstey,37,0,0,0,0,5,0,3,0,1,1,3,0,1,1,1,1,0,0,0,0,0,1,0,0,1,2,0,1,3,0,0,1,1,0,1,2,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1791,1,1,"London : printed for J. Dodsley, in Pall-Mall, M.DCC.XCI. [1791].",London,178,male,1724,1805,FALSE,"none, A goddess herself among goddesses shone, Excepting the lovely Miss Towz ER alone.  Tis (he that has long been the toast of the town, Though' all the world knows her complexion is brown: If ( 96) If rome people think that her mouth be too wide, Miss TOWZER"
0258600700_000013,"The curiosity: or, gentleman and lady's library. Containing, 1. A dissertation on poetry, music, ... XVI. The lady's tutor; ...","Dorman, Joseph",33,0,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,3,2,0,2,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,2,2,0,1,2,0,1,2,0,1,0,0,0,0,1739,1,1,"London : printed for James Hodges, 1739.",London,214,unknown,,,FALSE,"Pity would rise, and Envy would subside: He inward bears more than a Mother's Throw; His Air of Ease is all an outside Show . View him at home, how anxious he's to Ihun, Or by Invention, to amuse a Dun. Th' insulting Tradesmen fill his spacious Hilrl And he,"
0484000303_000058,"Þorða Anzel-cynnan: or a compleat view of the manners, customs, arms, habits, &c. of the inhabitants of England, from the arrival of the Saxons, till the reign of Henry the Eighth. With a short account of the Britons, during the government of the Romans. In two volumes. By Joseph Strutt, ...",Joseph Strutt,50,2,0,0,0,1,0,0,0,1,0,3,0,2,1,0,1,2,0,5,0,0,1,0,0,0,11,0,0,1,1,0,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,3,0,2,0,1775,3,3,"London : sold by Benjamin White, 1775-76.",London,234,male,1749,1802,FALSE,"seen N. 20, of the same plate. But to return to the reign of Charles the Second. In i667. the men wore fucli a habit as is reprefentedi N. 18, of plate 22 The tunic was long , reaching down below the knees, bound round the waist with a zone"
1755000101_000139,"Sepulchral monuments in Great Britain applied to illustrate the history of families, manners, habits, and arts, ...",Richard Gough,43,0,2,0,0,1,0,0,0,1,0,1,0,0,6,0,3,2,0,2,1,0,1,0,0,3,1,0,1,2,0,0,0,4,0,0,3,0,3,0,0,0,0,1,0,1,1,0,2,0,0,0,1,0,0,0,0,0,1786,1,2,"London : printed by J. Nichols, for the author; and sold by T. Payne and Son, 1786-96.",London,580,male,1735,1809,FALSE,"and Braine, who died 123 is represented on his tomb of what the French call pierre plate, in the abbey church .of St. Ived de Braine, has a mantle lined with ermine; so has the wife of Robert de Dreux lord of Beu, about the same time, in the same"
0301100400_000046,"The private life of the Romans. Translated from the French of M. D'Arnay, Professor of the Belles Lettres, &c. at Lausanne, in Switzerland.",Jean Rodolphe d'Arnay,56,0,5,1,0,0,1,0,0,0,0,0,0,0,4,1,1,1,0,0,1,4,0,0,0,8,0,0,0,0,0,0,0,3,2,0,3,1,1,0,0,2,0,0,0,10,0,0,1,0,0,0,1,0,4,0,1,0,1764,1,1,"London : printed for T. Durham, in the Strand, MDCCLXIV. [1764].",London,310,male,,,FALSE,"an effec upon the eyes, in opening and making them appear larger. I HAVE already said, that the tunic, as well as the toga, was, amongst the Romans, a dress common both to men and women, with this difference, that the tunic of the women had sleeves , and was"
0684700301_000006,"The lounger. A periodical paper, published at Edinburgh in the years 1785 and 1786. In three volumes. ...",,33,1,1,0,0,0,0,0,0,2,0,1,0,0,3,1,1,2,0,0,0,1,2,0,0,2,0,1,1,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,3,0,1787,1,3,"Dublin : printed for Messrs. Colles, Burnet, Moncrieffe, Gilbert, Exshaw, Burton, White, Byrne, H. Whitestone, W. Porter, Heery, M`Kenzie, Moore, And Dornin, MDCCLXXXVII. [1787].",Dublin,335,unknown,,,FALSE,"they think think of themselves and of others. On one hand, the childifl vanity of new acquirements leads us to overlook those talents which in rea ality we possess, and to value ourselves on those to which we have little or no pretension; yet when we come to form a"
0613500203_000045,"A biographical history of England, from Egbert the Great to the Revolution: consisting of characters disposed in different classes, and adapted to a methodical catalogue of Engraved British Heads: Intended as An Essay towards reducing our Biography to System, and a Help to the Knowledge of Portraits: Interspersed with Variety of Anecdotes, and Memoirs of a great Number of Persons, not to be found in any other Biographical Work: With a Preface, shewing the Utility of a Collection of Engraved Portraits to supply the Defect, and answer the various Purposes, of Medals: By the Rev. J. Granger, Vicar of Shiplake, in Oxfordshire. The Third Edition, With large Additions and Improvements. ...",James Granger,47,0,4,0,3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,7,0,2,3,0,0,2,1,1,0,7,0,2,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1779,3,4,"London : printed for J. Rivington and Sons, B. Law, J. Robson, G. Robinson, T. Cadell, T. Evans, R. Baldwin, J. Nicholl, W. Oteridge, and Fielding and Walker, 1779.",London,422,male,1723,1776,FALSE,"an organ. Vanbeck married this frightful creature, on purpose to carry her about for a Ihow. The fellowing anonymous portraits belong to the Interregnum, or the reign of Charles II A half length of a man; hair , black cap, faff, and phoulder knot; four verses: ""The pencil can no"
0236200600_000092,"A new voyage to the Levant: containing an account of the most remarkable curiosities in Germany, France, Italy, Malta, and Turkey; with historical observations relating to the Present and Ancient State of those Countries. By the Sieur du Mont. Done into English ; and adorn'd with figures.","Dumont, Jean, baron de Carlscroon",53,0,1,0,0,3,0,0,0,0,1,2,0,2,2,1,2,0,0,0,0,1,0,0,0,6,4,1,0,3,0,0,0,3,0,0,4,1,0,2,0,2,0,0,0,2,3,0,0,5,0,2,0,0,0,0,0,0,1705,1,1,"London : printed for T. Goodwin, M. Wotton, and B. Tooke, in Fleetstreet; J. Walthoe in the Middle-Temple; and R. Parker under the Royal-Exchange, 1705.",London,446,male,1667,1727,FALSE,"was a base Woman, and unworthy of her former Dignity. Then the secret.iy endeavoured to persuade him, that ehe had no ill Design in what she did, and that twas only an innocent Curiosity that made her willing to be informed of the French Customs, of the Beauty of the"
1666900103_000635,"The Modern part of the universal history. Compiled from original writers. By the authors of the antient. Which will perfect the work, and render it a complete body of history, from the earliest account of time, to the present. Vol. XIV.",,45,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,0,0,0,3,0,1,0,0,0,0,1,0,0,7,0,0,1,2,1,0,3,3,0,1,0,0,1,1,0,6,0,0,3,3,0,0,0,0,0,0,0,0,1763,3,16,"London : Printed for T. Osborne, C. Hitch and L. Hawes, A. Millar, J. Rivington, S. Crowder, B. Law and Co. T. Longman, C. Ware, and S. Bladon, M.DCC.LXIII. [1763].",London,758,unknown,,,FALSE,"vest they wear a short loose coat or gown of blue, green, or some other colour, with sleeves that come down no farther than the bending of the arm. When they receive visits, they throw a third loose Shi,  ti ead raiment over the other two, and each of"
0245400102_000024,"Travels into Poland, Russia, Sweden, and Denmark, interspersed with historical relations and political inquiries. By William Coxe, A. M. F. R. S. Fellow of King's College, Cambridge; and Chaplain to his Grace the Duke of Marlborough. In three volumes. ...",William Coxe,35,0,4,0,0,0,0,0,0,1,0,1,0,0,2,1,1,2,0,0,0,2,1,1,0,1,0,0,1,1,1,0,1,6,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1784,2,3,"Dublin : printed for S. Price, R. Moncrieffe, W. Colles, T. Walker, C. Jenkin, W. Wilson, L. White, R. Burton, J. Cash and P. Byrne, MDCCLXXXIV. [1784].",Dublin,508,male,1747,1828,FALSE,"etiquette of this court, we kissed her imperial highnesses hand. There is a drawing-room at court every Sunday morning, about twelve o'clock, and on other particular festivals, at which the ambassadors are usually present, and which all foreign gentlemen , who have been once presented, are permitted to attend: the"
0863400173_000027,"The works of the English poets. With prefaces, biographical and critical, by Samuel Johnson. ...",Samuel Johnson,45,1,1,4,1,6,1,3,0,1,3,0,0,1,2,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,2,1,0,1,0,1,0,4,1790,73,75,"London : printed by John Nichols; for J. Buckland, J. Rivington and Sons, T. Payne and Sons, L. Davis, B. White and Son [and 37 others in London], 1790.",London,352,male,1709,1784,TRUE,"claim, wvho pleads hereditary right to f; me. Of love and arm; : hie si; ngs, the mighty two, \llhoic powers uniting muil the world subdue; Of io e a: nd ar: r:! i: : t: hat hercic age , X hch kne,; o no poet's, no; hi!.oian's p Cge:"
1173300102_000089,The guardian. ...,,47,0,3,0,0,2,1,0,1,0,0,1,0,0,13,0,1,2,0,1,0,0,0,0,1,0,0,0,1,2,1,0,1,8,0,0,1,1,1,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,1747,2,2,"London : printed for J. and R. Tonson and S. Draper, MDCCXLVII. [1747].",London,532,unknown,,,FALSE,"Embroidery, and is frighted at the Indecency of the Housemaid's blue Apron: As she grows up, the Dress of her Baby begins to be her Care, and you will see a genteel Fancy open itself in the Ornaments of the little Machine. WE have a kind of Sketch of Dress"
0988000603_000038,"Memoirs of his own life, by Tate Wilkinson, Patenter of the Theatres-Royal, York and Hull. In three volumes. ...",Tate Wilkinson,40,3,1,0,0,0,0,0,0,1,0,1,0,0,2,0,1,2,1,1,0,0,0,0,0,1,0,1,1,1,0,0,2,8,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,2,1,1791,3,3,"Dublin : printed for P. Byrne, P. Wogan, J. Parker, J. Moore, A. Grueber, W. Jones, J. Rice, R. White, and G. Draper M,DCC,XCI. [1791].",Dublin,302,male,1739,1803,FALSE,"ut out of his particular walk he was ever bordering on the ridiculous : His Richard was very heavy, laborious, and unnatural, and it was then thought so; as I recollect reading a list of plays in a magazine for the year i750, where, in the catalogue of tragedies and"
0013100501_000032,"Ermina Montrose; or, the cottage of the vale. In three volumes. With characters from life. By Emily Clark, Grand-Daughter of the Late Colonel Frederick, and author of ``tanthe; or, the Flower of Caernarvon.'' ...",Emily Clark,41,1,3,0,0,3,2,0,0,1,1,0,0,0,2,0,0,5,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,7,0,1,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,1,0,1,0,1800,1,3,"London : printed for the author, [by T. Davison] and sold by James Wallis, Paternoster-Row, 1800.",London,252,female,,,FALSE,"day, when ihe observed her more melancholy than usual, insisted that she should accompany her in the evening to Ranelagh. From this proposal fly would willingly have escaped, as from many others of a similar nature, which were continually made to her, but Lady Julia was all fveetnefs and fascination,"
1251900101_000049,The guardian. ...,,39,2,1,2,0,3,1,1,0,0,1,1,0,0,1,1,0,0,1,3,1,0,2,0,0,1,0,0,0,1,0,1,1,3,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,1,1,0,2,0,1723,1,2,"London : printed for J. Tonson, at Shakespear's-Head, over-against Katharine-Street in the Strand, MDCCXXIII. [1723].",London,372,unknown,,,FALSE,"Mr. POPE. Spoken by Mr. Wilks. T wake the Sosl by tender Strokes of Art , To raise the Genius, anj to mend the Heart; To make Mankind in con/cious Virtue bold, Live over each Scene, and Be what they behold: For this the Tragic Mzufe sirs trod the Stage,"
1166900100_000064,"Original anecdotes of Peter the Great, collected from the conversation of several persons of distinction at Petersburgh and Moscow. By Mr. Stæhlin, ...",Jacob von Stählin,41,0,2,0,0,0,0,0,0,0,0,4,0,0,3,3,2,0,0,1,0,0,0,1,0,0,1,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,2,5,1,0,0,0,0,0,2,3,0,0,3,1789,1,1,"Dublin : printed by J. Rea, for Messrs. P. Byrne, and J. Jones, 1789.",Dublin,299,male,1709,1785,FALSE,"sitting on a throne, and placed under a canopy. He is dressed in a blue silk coat , embroidered with silver : his stockings are of a dark red colour, with silver clocks: his shoes are. old, old, and newly soled, such as he used to wear. The face is"
1584500135_000032,"The Weekly entertainer; or Agreeable and instructive repository. Containing a collection of select pieces, both in prose and verse; curious anecdotes, instructive tales, and ingenious essays on different subjects.",,41,5,5,0,0,0,1,0,0,0,0,0,0,1,1,2,0,2,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,1,0,0,2,2,1,1,0,0,0,0,0,3,0,0,0,2,0,1,1,1,1,0,1,1,1783,35,59,"Sherborne [Dorset, England] : printed by R. Goadby and Co., M.DCC.LXXXIII. [1783]-1819.",Sherborne,528,unknown,,,FALSE,"hold in view, The concrarieties the age then knew : Twas by our anceffors as satire held; Folly was ridiculed, but not expelled; refle~kan idlant! No one can denyr But will to ninety-nine as well apply: For of this year take an impartial survey, Yow'll find the wor Id the"
0277300401_000007,"The lounger. A periodical paper, published at Edinburgh in the years 1785 and 1786. By the authors of the Mirror. In two volumes. ...",,34,1,1,0,0,0,0,0,0,2,0,1,0,0,3,1,2,1,0,0,0,0,3,0,0,2,0,1,2,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,3,0,1794,1,2,"London : printed for A. Strahan, and T. Cadell in the Strand,; and W. Creech, at Edinburgh, MDCCXCIV. [1794].",London,458,unknown,,,FALSE,"if this be allowed, it muff follow, that it is no less unjust than ungenerous, to despise others for the want of a particular quality or accomplishment which we may happen to possess; because it is extremely probable that we may be equally deficient in some article, perhaps more important"
