PassageID,Title,Author,Total termFreq,termFreq(answer),termFreq(believ),termFreq(better),termFreq(brother),termFreq(captain),termFreq(colonel),termFreq(cry),termFreq(daughter),termFreq(differ),termFreq(end),termFreq(famili),termFreq(father),termFreq(form),termFreq(friend),termFreq(girl),termFreq(god),termFreq(govern),termFreq(hand),termFreq(happi),termFreq(heart),termFreq(herself),termFreq(honour),termFreq(hope),termFreq(hous),termFreq(kind),termFreq(know),termFreq(ladi),termFreq(letter),termFreq(life),termFreq(light),termFreq(littl),termFreq(love),termFreq(madam),termFreq(marri),termFreq(matter),termFreq(mean),termFreq(mind),termFreq(miss),termFreq(morn),termFreq(mother),termFreq(near),termFreq(oblig),termFreq(old),termFreq(opinion),termFreq(person),termFreq(poor),termFreq(prai),termFreq(receiv),termFreq(return),termFreq(set),termFreq(suppos),termFreq(sure),termFreq(taken),termFreq(think),termFreq(thought),termFreq(turn),termFreq(woman),termFreq(word),termFreq(world),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0192500302_000026,"Raynsford Park, a novel. In four volumes. ...","Purbeck, Elizabeth",74,1,1,0,3,0,1,0,0,1,0,2,1,4,1,0,0,1,2,4,3,0,1,1,0,0,3,0,5,1,0,1,3,0,2,0,0,5,3,1,0,0,1,3,1,3,0,0,1,0,2,0,1,0,3,2,0,2,1,1,2,1790,2,4,"London : printed for G. Kearsley, No. 46, Fleet-Street, [1790].",London,245,female,,,FALSE,"be preserved from every future distress, and that the memory of every pafi evil may be effaced from your mind , is, believe .me, my dear Julia, the confant wilh and prayer of Your affectionate HARRIET EVELYW. 1 3 LETTER LETTER XXXIV TO MR. HAMILTON. Edinburgh, Sept. iz. DEAR HAMILTON,"
0817700402_000020,The history of Fanny Meadows. In a series of letters. By the author of The exemplary mother. ...,Maria Susanna Cooper,68,1,1,1,0,0,0,0,1,1,1,1,4,2,3,0,1,0,0,3,3,2,0,1,1,1,1,4,5,2,0,0,0,4,1,0,0,1,0,1,1,0,2,0,0,2,4,0,1,1,0,0,1,0,2,1,0,4,0,1,1,1775,2,2,"London : printed for T. Becket, 1775.",London,179,female,1737,1807,FALSE,"Person to look after his Children and House . She gave me a Trifle toaffift me, but an Illness with which I was seized, from Fatigue and low Living, left me in great Distress and Weakness. As soon as I was able to crawl, I begged Relief in my Way,"
0126800302_000016,"The history of Lady Emma Melcombe, and her family. By a female. In three volumes. ...",Female,72,0,4,1,1,0,2,0,1,1,1,3,1,1,4,2,0,0,1,2,1,0,3,2,0,0,3,16,0,1,0,1,2,2,0,0,1,0,1,0,3,1,0,2,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1787,2,3,"London : printed for G. G. J. and J. Robinson, 1787.",London,187,female,,,FALSE,"With well-bred eloquence he returned her lively salutation; and the conversation became general. Lady Mary, Lady Raymond, Lady Rof coe, and our whole party, were now added to the group lady Ann Pelham, Colonel Ormiby, end many others, whom I did not know . Among the rest, a venerable old"
0351701300_000007,"Rosina, a comic opera, in two acts. Performed at the Theatre-Royal, in Covent-Garden.",Frances Brooke,74,1,1,1,7,1,1,0,2,0,1,1,3,0,2,0,0,0,0,2,5,1,6,1,1,1,1,1,0,0,0,3,7,2,4,0,2,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,3,1,1,1,0,0,0,0,3,1784,1,1,"Belfast : printed by James Nagee, at the Bible and Crown, in Bridge-Street, M,DCC,LXXXIV. [1784].",Belfast,36,female,1724,1789,TRUE,"native dignity of your mind which breaks through the lovely simplicity of your deportment, a thousand circuulitances concur to convince me you were not born a villager. Rof To you, Sir, I can have no reserve. A pride, I hope an honest one, made me with to sigh in teciti"
0398100108_000145,"The works of Henry Fielding, Esq; with the life of the author. In twelve volumes.",Henry Fielding,83,1,2,0,0,0,0,0,2,0,0,4,2,0,4,1,0,0,0,3,2,0,12,0,0,1,4,1,1,1,0,2,3,0,3,0,2,2,0,1,3,0,0,0,2,0,6,0,0,1,1,1,1,0,4,1,0,3,0,3,3,1783,8,12,"London : printed for W. Strahan, J. Rivington and Sons, S. Crowder, T. Longman, J. Robson, C. Dilly, G. Kearsley, G. Robinson, T. Cadell, T. Lowndes, R. Baldwin, W. Cater, G. Nicoll, S. Bladon, J. Murray, W. Flexney, T. Evans. W. Ofridge, J. Sewell, W. Lane, J. Bowen, & W. Fox, MDCCLXXXIII. [1783].",London,409,male,1707,1754,TRUE,"have never intended, by your conduct, to per.  fuade the mother , as well as the daughter , into an  opinion , that you designed honourably : and if so, C though there may have been no direct promise of · marriage in the cafe, I will leave"
0454900403_000047,"Memoirs of Miss Sidney Bidulph. Extracted from her own journal, and now first published. In three volumes. ...",Frances Sheridan,73,1,3,2,4,0,0,0,2,0,1,1,2,0,3,2,0,0,1,3,2,3,0,2,1,0,2,3,2,1,0,2,0,0,0,0,0,1,4,0,0,0,1,3,0,0,1,0,1,0,1,0,3,2,0,4,0,0,3,1,5,1761,3,3,"London : printed for R. and J. Dodsley, in Pall-Mall, M.DCC.LXI. [1761].",London,342,female,1724,1766,TRUE,"she believed believed he was down right in.love withb her. I told her if Miss Price liked her brother , and her father did not disapprove the match I saw no.reafon why they might .not make each other happy , as I should give Miss Price a fortune worth the"
0653601100_000028,"The west Indian. A comedy, as it is performed at the Theatre Royal. By Richard Cumberland, Esq;",Richard Cumberland,82,0,1,0,1,1,0,0,3,0,1,0,9,0,3,2,0,0,1,6,3,1,0,0,1,0,1,13,0,0,2,1,1,4,2,0,0,1,1,0,0,0,0,1,0,1,0,1,2,1,1,3,0,1,4,0,0,1,3,1,3,1785,1,1,"Dublin : printed for the Company of booksellers, [1785?].",Dublin,90,male,1732,1811,TRUE,"you are amongst friends . Charlks. Charlotte! Char. The fame: that fond officious girl , that haunts you everywhere; that persecuting spirit -- - Charles. Say rather, that protecing angel; such you have been to me. Char. 0 Charles, you have an honest, but proud heart . Charles. Nay, chide"
0796900115_000330,The novelist's magazine. ...,,73,1,0,1,0,0,1,0,0,0,0,2,3,1,3,1,0,0,2,3,1,1,2,3,1,1,3,3,7,1,1,2,3,0,0,1,0,0,1,2,0,1,1,0,0,0,5,1,5,2,3,2,0,1,0,1,0,0,0,0,0,1784,15,23,"London : printed for Harrison and Co., 1780-88.",London,718,unknown,,,FALSE,"to ye,  cries the fellow, with a kick, I flp pose, which he betterdeferves himself; tor there varlets, where they can, are Mowbrays and Lovelaces to man or beafr; and not daring to answer bim, is flaying.the poor horse. I hear the fellow is just escaped, te horse ("
0849600302_000023,Ellen and Julia. A novel in two volumes. By Mrs. Parsons. ...,Eliza Parsons,76,1,0,0,1,0,0,0,2,0,0,1,2,0,2,3,0,0,0,1,1,1,1,0,2,2,3,11,0,2,0,4,0,6,0,0,0,0,10,1,0,1,2,1,0,1,2,1,0,2,0,0,1,1,0,1,2,0,1,0,3,1793,2,2,"London : printed for William Lane, at the Minerva-Press; and sold by E. Harlow, 1793.",London,302,female,1738,1811,TRUE,"know her, brother , these ladies do not; Lady Darewell, added she, turning to Mrs. Woodville, is the widow of a very worthy Baronet, an officer of rank in the army; it happened when he was abroad, that, in an engagement, a subaltern officer in his company was mortally wounded,"
0796800111_000026,The novelist's magazine. ...,,79,0,0,1,3,0,0,0,0,1,0,2,1,0,4,1,0,0,0,1,3,2,1,4,1,1,2,5,0,0,1,2,13,0,0,1,1,1,0,1,2,0,1,2,0,1,0,2,1,1,0,2,1,0,4,4,1,3,0,1,0,1783,11,23,"London : printed for Harrison and Co., 1780-88.",London,518,unknown,,,FALSE,"prays for the restoration of Lady Clementina, and recovery of Signor Jetronynmo. She loves to talk of the whole Italian family ; and yet lecms fully alfured that Clementina will be the happy woman . But, surely , Harriet mult be our sister. She values herself upon my brother's so"
0710200102_000110,"Pamela: or, virtue rewarded. In a series of familiar letters from a beautiful young damsel, to her parents. ... In four volumes. ...",Samuel Richardson,94,2,1,0,1,0,0,0,2,0,1,6,2,0,4,0,0,0,0,3,0,6,0,1,1,1,5,11,1,1,0,7,0,0,2,4,4,0,3,0,6,0,1,0,0,0,8,0,0,2,0,0,2,0,1,1,0,0,1,0,3,1741,2,4,"Dublin : printed for George Ewing, and George Faulkner, 1741.",Dublin,319,male,1689,1761,TRUE,"this, defignng to break off all correr pondence with the whole Family , and mils.too, the found means to engage him to give her a Meeting at Weooadpu, w$ooaefock, in order to clear herself . That, poor Lady ! the there was obliged , naughty Creature as he was! to"
0440300104_000002,"Woman as she should be; or, memoirs of Mrs. Menville. A novel. In four volumes. By Mrs. Parsons, ...",Eliza Parsons,67,1,2,0,0,0,0,0,1,1,0,2,0,1,3,3,1,0,0,2,2,1,1,2,0,0,4,3,3,0,0,4,3,4,0,1,0,0,5,1,2,1,0,0,0,2,0,0,2,1,0,0,0,0,2,2,0,1,1,1,1,1793,4,4,"London : printed for William Lane, at the Minerva, and sold by E. Harlow, 1793.",London,226,female,1738,1811,TRUE,"I can judge candidly of the Catholic Catholic faith, as well as yourself; I see and. know many very amiable persons of that persuasion, and have no doubt but local situations form our principles of religion; for born in France or Spain, we had assuredly been Catholics. The Count's family"
0699400401_000023,"The history of Miss Clarinda Cathcart, and Miss Fanny Renton. In two volumes. ...","Marshall, Jane",65,0,2,0,0,1,0,0,1,2,1,2,1,0,3,2,0,0,1,1,2,0,1,3,1,0,5,3,1,1,2,0,4,1,0,1,0,0,6,1,0,0,1,0,1,0,0,1,0,1,0,0,2,1,4,1,1,0,0,1,2,1767,1,2,"London : printed for Francis Noble, at his Circulating Library, opposite Gray's-Inn Gate, Holborn; and John Noble, at his Circulating Library, in St. Martin's Court, near Leicester-Square, MDCCLXVII. [1767].",London,259,female,,,FALSE,"good evening. He "" only said, with a sigh, Madam , I ""obey; and left me. You have ""now, Clarinda, heard what occasion "" I have to be thoughtful , and sure "" you will think I have sufficient rea"" "" Here the dear girl concluded; and, you may believe"
0699400401_000004,"The history of Miss Clarinda Cathcart, and Miss Fanny Renton. In two volumes. ...","Marshall, Jane",71,0,3,2,0,0,0,0,1,0,0,1,5,0,1,2,1,0,2,4,1,0,1,3,0,0,6,5,1,2,0,2,1,0,1,0,1,1,4,2,2,0,3,2,1,0,0,1,0,0,0,0,1,0,2,1,0,3,0,1,1,1767,1,2,"London : printed for Francis Noble, at his Circulating Library, opposite Gray's-Inn Gate, Holborn; and John Noble, at his Circulating Library, in St. Martin's Court, near Leicester-Square, MDCCLXVII. [1767].",London,259,female,,,FALSE,"the morning . I was with my father and my aunt, till eleven; but I hope the won't oblige me always to be at her elbow. I have got a neat dreffing room: it commands a very extensive profpet, and and has many fine seats in view. If the old"
0048203300_000010,"A journey to London. Being part of a comedy. Written by the late Sir John Vanbrugh, Knt. and printed after his own copy: which (since his decease) has been made an intire play, by Mr. Cibber. And call'd, The provok'd husband, &c.",John Vanbrugh,76,0,1,1,1,0,6,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,2,2,0,1,6,0,0,0,1,1,8,2,1,0,1,12,0,6,0,1,0,0,0,2,2,0,0,0,0,1,0,4,0,1,3,0,1,1,1735,1,1,"London : printed for John Watts, MDCCXXXV. [1735].",London,57,male,1664,1726,TRUE,"is at the very Tip Top of it -- tis pity, poor Lady , the fliou'd meet with any Discouragements. La. Head. Difcduragements! from whence pray ? Mrs. Moth. From Home sometimes- -- -- Lord a La. Head. What does he do? Mrs. Moth. But one should not talk of"
0464900201_000010,The history of Lucy Wellers. Written by a lady. In two volumes. ...,"Smythies, Miss",67,2,1,1,0,0,0,0,1,1,0,3,1,0,1,0,0,0,0,1,1,0,0,0,2,1,3,8,0,3,1,1,1,6,0,0,1,2,1,1,2,0,1,1,1,3,0,1,2,1,0,0,1,0,3,1,0,2,1,0,3,1755,1,2,"London : printed for R. Baldwin, at the Rose in Pater-Noster-Row, MDCCLV. [1755].",London,257,female,1753,1759,FALSE,"her boarding fchool,. and the account the had received from her. late governess. And that day was employed in acquainting her with her way of, life : She said,  I am neither by age or; inclination suited to a very gay one. I  keep some company of the"
0376800202_000059,"Masquerades; or, what you will. By the author of Eliza Warwick, &c. In two volumes. ...",Author of Eliza Warwick,59,2,1,0,0,0,1,0,1,0,0,0,1,1,2,1,2,0,0,3,4,1,0,2,0,1,3,4,3,2,0,0,1,0,3,0,1,0,2,0,1,0,1,1,0,1,1,1,0,2,0,1,1,0,2,0,1,2,1,0,1,1781,2,2,"Dublin : printed for Messrs. Price, Sleater, W. Watson, W. Wilson, Ennis [and 9 others in Dublin], 1781.",Dublin,309,unknown,,,FALSE,"will exert a proper spirit, and despise so FALSE a creature. We' know not how we shall behave' under particular af.iedicons till we are immerged in them. She says, in one of her letters ,  Life without Sir Charles would be a torment, and could not long. be endured.'"
0314600102_000067,"Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life. And particularly shewing, The Distresses that may attend the Misconduct Both of Parents and Children, In Relation to Marriage. ...",Samuel Richardson,71,0,3,1,3,0,0,0,0,0,1,1,2,0,4,2,3,0,5,0,4,3,2,0,1,0,2,0,0,1,0,1,3,2,0,2,0,3,3,0,3,1,0,0,0,1,0,1,0,1,1,1,1,1,2,3,0,2,1,0,0,1774,2,8,"London : printed for J. and F. Rivington, W. Johnston, S. Crowder, T. Lowndes, W. Griffin, T. Becket, F. Newbery, T. Cadell, G. Robinson, R. Baldwin, W. Goldsmith, T. Evans, and J. Knox, M.DCC.LXXIV. [1774].",London,352,male,1689,1761,TRUE,"England, and he would be content to be but littlebeloved', if he could; t, after Marriage, engage your Heart , f; r the sake of having the honour to call you his but fjr one twelvemonth 1 fuppofe'he would break your heart the next for he is a cruel hearted"
0021800701_000027,"Memoirs of a Magdalen: or, the history of Louisa Mildmay. Now first published from a series of original letters. In two volumes. ...",Hugh Kelly,66,0,2,1,1,1,2,0,0,0,0,4,4,0,1,1,0,0,0,1,0,0,1,0,2,0,2,5,2,2,0,4,2,0,0,3,2,2,4,0,1,0,1,1,2,0,0,0,1,0,2,2,1,0,2,0,0,1,0,1,2,1767,1,2,"London : printed for W. Griffen, in Catharine-Street, in the Strand, MDCCLXVII. [1767].",London,194,male,1739,1777,TRUE,"immediately off towards Bristol, giving previous directions, however, to the people of the house , who had not yet been alarmed, to take the most speedy and effeclal care of the colonel . My first care on my arrival at Bristol, was to send Edwards in quest or some vessel"
0656500602_000008,"Harcourt. A novel. In four volumes. By the author of the mysterious wife, &c. ...",Elizabeth Meeke,72,2,2,1,1,0,0,0,2,2,0,0,1,1,4,0,0,0,1,0,2,2,0,1,0,1,1,5,0,0,3,1,2,2,0,0,4,1,0,0,7,1,1,0,3,1,0,0,1,2,1,0,2,0,2,1,1,1,1,1,4,1799,2,4,"London : printed at the Minerva-Press, for William Lane, 1799.",London,319,female,1750,1816,FALSE,"and she seldom appeared to more advantage than while exp: effing her unfeigned joy at ifeing her guairian; butler ill timed exclamations of rapture, free behaviour, and high spirits, considering her recent irreparable loss, which before they met he was afraid his appearance would forcibly forcibly recall to her recollecion,"
0036400403_000029,Anecdotes of the Delborough family. A novel. In five volumes. ... . By Mrs. Gunning.,Susannah Gunning,70,0,2,4,2,0,4,0,0,0,1,2,1,1,1,1,2,0,0,0,1,0,8,2,0,1,2,7,0,0,0,2,1,1,1,2,0,2,4,2,0,0,0,1,0,0,0,1,1,2,1,0,3,0,1,0,0,0,0,2,1,1792,3,5,"London : printed for William Lane, at the Minerva Press, Leadenhall-Street, MDCCXCII. [1792].",London,235,female,1740,1800,TRUE,"if she inthended to captivate his. heart , by. pointing the brilliancy of her wit. against the church, the Bishops, and the parsons. The remaining part of this morning conversation, chiefly confited of modern anecdotes, in which the recent elopement of two married ladies , one with a young military"
0299700600_000002,"The christmas frolick; or, Mirth for the Holidays. Consisting of A great Number of admirable Stories never before printed; with a select Collection of others, from rare, old, and scarce Books. With a Variety of New Songs, written on purpose for this Work, and adapted to well known Tunes. Likewise a select Store of New Jests, Anecdotes, Whims, Oddities. &c. copied as spoken by our First-Rate Wits; and never yet offered to public Inspection. The whole calculated to warm the Imagination, raise the Spirits in the gloom of Winter, and procure, what every one wishes, A Merry Christmas, and a Happy New Year.",,68,0,0,0,1,0,2,1,2,0,0,1,2,0,0,0,0,0,0,0,1,1,3,0,2,0,0,8,0,1,0,1,2,1,3,0,1,1,4,0,1,4,2,0,0,2,0,0,2,3,2,0,1,1,0,1,0,2,2,1,6,1775,1,1,"London : printed for G. Allen, in Paternoster-Row, and sold by all Booksellers, Stationers, and News-Carriers, [1775].",London,72,unknown,,,FALSE,"her in my Arms, and crying , "" Tis all a miitake, madam "" repeated the whole Sentence of the Play in which the Word fire occurred. by this time two of the Players had come forward, and as sured us that we' were fife.. w'ith difficulty I prevented my'harriet"
0699700101_000007,"The exemplary mother: or, letters between Mrs. Villars and her family. New edition. In two volumes. ...",Maria Susanna Cooper,83,0,1,0,0,0,0,0,6,0,0,2,0,0,4,1,0,0,1,3,1,0,2,3,1,1,2,7,7,0,0,2,1,10,1,0,0,1,1,0,8,0,1,0,1,2,0,0,3,0,1,0,1,1,0,2,1,2,0,1,1,1784,1,2,"London : printed for T. Becket, in Pall-Mall, Bookseller to His Royal Highness the Prince of Wales, and Their Royal Highnesses the Princes, M,DCC,LXXXIV. [1784].",London,251,female,1737,1807,FALSE,"Mrs. Villars. She sent a letter with a bank note for tool. to my daughter , who acknowledged she could not have undertaken the journey without it. Excellent woman ! I enclose hers and my daughter's letter . I have repaid the money, and entreated that she would add to"
0761700600_000161,"Poems by the late George-Monck Berkeley, Esq. LL. B. F. S.S. A. With a preface by the editor, consisting of some anecdotes of Mr. Monck Berkeley and several of his friends.",George Monck Berkeley,75,0,0,1,0,0,1,0,3,0,0,1,3,0,5,1,1,0,1,3,0,3,0,0,0,0,1,7,2,2,0,5,2,1,0,1,0,1,7,0,5,1,1,4,0,0,3,0,1,1,0,0,0,0,1,0,0,0,0,2,4,1797,1,1,"London : printed by J. Nichols; and sold by Messrs. Leigh and Sotheby, York Street, Covent Garden; Mr. Edwards, Pall Mall; Mr. Cooke, Oxford; Mr. Todd, York; Messrs. Simmons and Co.; Messrs. Flackton, Marrable, and Claris; and Mr. Bristow, Canterbury, 1797.",London,854,male,1763,1793,FALSE,"and Mamma were to be laid aside for my "" Father and Mother when speaking of their parents sir, and "" Madam , as usual, when speaking to them; "") and exclaimed, "" You monkey, do you think , because your Mamma "" worries herself every day of her life"
0277600202_000053,"The history of Sir Charles Grandison. In a series of letters. By Mr. Samuel Richardson, Author of Pamela and Clarissa. In seven volumes. ...",Samuel Richardson,81,0,1,0,1,0,0,0,4,1,0,0,10,0,2,2,2,0,2,1,3,1,0,4,1,0,5,2,0,1,0,0,6,2,0,0,1,2,3,0,0,1,0,0,0,0,2,2,1,0,1,1,0,1,7,0,1,1,0,2,4,1762,2,7,"London : printed (by assignment from Mr. Richardson's executors) for J. Rivington, in St. Paul's Church-Yard; C. Hitch and L. Hawes, R. Baldwin, J. Richardson, S. Crowder and Co. and J. Coote, in Pater-Noster-Row, MDCCLXII. [1762].",London,360,male,1689,1761,TRUE,"talk, my Lord, like young man. You ought not to think (You once said it yourself) of involving ayoumg woman you love , as well as yourself, in difficulties. I know the world , and what is best to be done, jif you will think no more of my Daughter"
0360500601_000020,"Louisa; or, the cottage on the moor. In two volumes. ...",Elizabeth Helme,65,2,1,2,1,0,0,2,1,2,1,0,0,1,1,1,1,0,0,2,0,0,1,1,0,0,3,6,2,0,1,1,1,7,0,0,0,0,2,2,0,1,0,1,1,2,0,0,2,5,0,1,1,0,2,0,0,3,0,0,1,1787,1,2,"Dublin : printed by Brett Smith, for Messrs. Moncrieffe, Colles, Burnet, Gilbert, Wogan, [and 10 others in Dublin], 1787.",Dublin,119,female,,1812,FALSE,"told Julia so, had it been an indifferent person , but the loved her brother too well to keep anything from him ihe imagined concerned his peace. ""The next morning separated me from Lady Melville and my lfriend Julia; painful to this hour is our parting; our voices, interrupted with"
0889700104_000068,"The history of Sir Charles Grandison. In a series of letters. By Mr. Samuel Richardson, ... In eight volumes. ...",Samuel Richardson,82,1,1,1,0,0,0,0,0,1,0,0,2,0,2,0,0,1,4,1,2,2,1,2,1,1,4,7,1,0,0,1,1,14,4,0,0,0,1,0,0,0,2,0,1,0,0,1,0,3,0,2,1,0,7,2,0,3,1,1,2,1776,4,8,"Edinburgh : printed by William Darling, 1776.",Edinburgh,314,male,1689,1761,TRUE,"grace of the action will be yours. I will be answerable for Mr Beauchamp's gratitude. -- Dear madam , hesitate not. The young gentleman must come over one day: Let the favour of its being an early one be owing entirely to you. You are a itrange man, Sir: I"
1448900102_000027,"Clarissa. Or, The history of a young lady: Comprehending the most important concerns of private life. In eight volumes.",Samuel Richardson,73,1,3,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,1,0,1,3,0,1,0,2,5,3,4,0,0,1,3,2,0,0,0,1,4,1,5,0,1,0,0,4,1,1,1,1,1,1,0,0,3,4,0,3,0,2,3,1759,2,8,"London : Printed for S. Richardson: and sold by C. Hitch and L. Hawes, in Pater-noster Row; A. Millar, over-against Catharine-street in the Strand; John Rivington, in St. Paul's Church yard; J. Rivington and J. Fletcher, in Pater-noster Row; and by J. Leake, at Bath, M.DCC.LIX. [1759].",London,354,male,1689,1761,TRUE,"Hickman : Upon whom, never thelefs, the generally brings a degree of contempt which he would escape, did the not lessen the little  merit he has, by giving him, on all occasions, more than I think he canl deserve, and entering him into comparisons in which it is impo~iblme"
0440300102_000006,"Woman as she should be; or, memoirs of Mrs. Menville. A novel. In four volumes. By Mrs. Parsons, ...",Eliza Parsons,75,2,0,0,2,0,0,0,0,0,0,0,5,0,6,1,0,0,1,2,1,1,0,4,1,0,1,1,4,2,0,5,1,1,2,1,0,2,8,1,0,0,0,1,1,0,0,4,3,0,1,2,1,0,2,1,1,1,1,0,1,1793,2,4,"London : printed for William Lane, at the Minerva, and sold by E. Harlow, 1793.",London,268,female,1738,1811,TRUE,"her condut in a marriage life with an elderly man, and her subsequent behaviour, has stamped her a re fpeatable chara&cer."" ""I like her well enough,"" laid Miss Shepherd, in a careless way, "" but her sister is a mere piece of still life , without animation."" ""Yet Mrs. Bloomfield"
0744900700_000005,"Lionel and Clarissa: or, the school for fathers. A comic opera. Written by Mr. Bickerstaff. Marked with the variations in the manager's book, at the Theatre-Royal in Drury-Lane.",Isaac Bickerstaffe,72,0,1,1,0,0,1,0,3,0,0,2,1,1,2,0,0,0,1,3,0,0,2,0,0,1,1,3,1,1,0,3,0,7,0,2,0,2,1,0,0,0,4,1,0,1,1,1,0,2,1,0,3,0,5,3,2,1,4,1,2,1786,1,1,"London : printed for W. Lowndes, No. 77, Fleet-Street, M.DCC.LXXXVI. [1786].",London,73,male,1733,1812,TRUE,"nicest put up in a queue' and your - great pudding fleeves! Lord! they'll quite spoil hisfhape, and the fall of his Shoulders. Well! madam , if I was a lady of large fortune, I'll be hanged if Mr. Lionel · should be a parson, if I could help it.'"
1535900203_000064,"Ethelinde: or, The recluse of the lake. By Charlotte Smith. In three volumes.",Charlotte Turner Smith,66,0,1,1,1,0,0,0,4,0,0,1,1,0,0,2,0,0,0,0,1,3,3,1,1,0,2,7,0,1,1,2,0,4,4,0,0,1,0,1,1,0,1,3,0,1,2,1,0,1,0,1,1,1,6,2,0,0,0,1,1,1790,3,3,"Dublin : printed for H Chamberlaine, W. Watson, J. Sheppard, P. Wogan, L. White, P. Byrne, J. Parker, H. Colbert, W. Porter, W. M'Kenzie, J. Moore, J. Jones, B. Dornin, Grueber and M'Allister, G. Draper, and W. Jones, M,DCC,XC. [1790].",Dublin,338,female,1749,1806,TRUE,"he was an old man; why he is yet in the middle of life ."" "" About three and forty, I believe ; though ill health and a residence in a hot climate, make him, I think , look older than he is."" "" And pray , my Lord, what"
0874300602_000076,"The history of Sir Charles Grandison. In a series of letters published from the originals, by the editor of Pamela and Clarissa. In seven volumes. Vol. II.",Samuel Richardson,68,0,1,0,3,0,0,0,0,0,0,1,6,0,0,1,1,0,3,0,2,2,0,1,2,1,1,5,2,2,0,1,1,0,1,0,0,0,3,0,4,0,0,1,1,0,1,3,0,1,0,0,1,1,3,3,1,1,0,2,5,1754,2,7,"London : printed for S. Richardson and sold by C. Hitch and L. Hawes, in Pater noster Row; by J. and J. Rivington, in St. Paul's Church-Yard; by Andrew Millar, in the Stand; by R and J. Dodsley, in Pall Mall; by James Leake, at Bath. And by R. Main, in Dublin, M,DCC,LIV. [1754].",London,365,male,1689,1761,TRUE,"confidence in me will not be misplaced. And pray , and pray , asked I of the Ladies , what said Mrs. Oldham? How did she behave upon this ?- Our Harriet is strangely taken with Mrs. Oldham's story, said Miss Grandifon why, she wept plentifully, you may be furie."
0050300101_000042,"Jones's British theatre. Vol. II. Containing, I. The fair Penitent. II. The Mourning Bride. III. Zara. IV. Venice Preserved.",,67,0,2,1,1,0,2,0,1,0,1,2,3,0,1,1,0,0,0,1,3,2,0,2,1,0,6,6,0,0,0,4,1,5,4,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,2,1,2,1,1,0,0,2,0,1,1,1795,1,10,"Dublin : printed by John Chambers, for William Jones, No. 86, Dame-Street, 1795.",Dublin,360,unknown,,,FALSE,"out in this way, when you know how it shocks my tender nerves? Co! Sblood, Madam , it's enough to make a man mad. .Lay, M. Hartshorn!!! Mr. Jes. Colonel ! Col. Do you hear the puppy? Mlr. Jes. Will you give me leave to ask you one question?? I"
1108900800_000004,"Lionel and Clarissa; or, the school for fathers. A comic opera. Written by Isaac Bickerstaff. Taken from the manager's book, at the Theatre Royal, Drury-Lane.",Isaac Bickerstaffe,77,0,2,2,0,0,0,0,2,0,0,1,2,0,1,1,0,0,1,3,2,0,1,2,1,1,1,4,0,0,0,3,0,9,2,1,1,1,1,0,0,0,5,0,0,1,2,1,0,2,1,1,7,0,3,2,0,0,2,2,3,1790,1,1,"London : printed for R. Butters, No. 79, Fleet-Street; and sold by all Booksellers in Town and Country, [1790?].",London,53,male,1733,1812,TRUE,"Jenmny. Clarp' Immortal powers, protect me, Alift, support, di es me; Relieve a heart opprcft Ah! who this palpitation! Cease, busy purturbation, And let me, let me rest. ?a. My dear lady , what ails you? Clar. Nothing, Jenny? nothing. en. Pardon me, madam , there is romething ails you,"
0029000101_000014,"Henry and Isabella; or, a traite through life. By the author of Caroline, or the diversities of fortune. In four volumes. ...","Hughes, Anne",74,5,3,1,1,0,0,1,1,0,0,3,0,0,1,0,0,0,2,1,1,4,1,1,0,1,2,6,0,3,0,1,0,1,1,1,5,0,4,2,0,0,1,1,0,2,1,0,1,6,0,0,1,1,1,0,0,6,0,0,0,1788,1,4,"London : printed for William Lane, Leadenhall-Street, 1788.",London,197,female,,,FALSE,"( answered Mrs. Maitland;) believe me, I fancy it was time the should (replied the waiting woman .) I think it was very good of Sir George to bring her home at all. How so (replied Mrs. Maitland,) would you have had him return and leave his wife behind him?"
0699700102_000012,"The exemplary mother: or, letters between Mrs. Villars and her family. New edition. In two volumes. ...",Maria Susanna Cooper,76,1,3,0,0,2,0,0,5,0,0,1,4,1,5,1,0,0,1,6,3,1,1,3,0,0,3,3,1,1,0,1,5,1,0,0,0,0,5,2,3,0,0,1,1,4,0,0,2,0,0,0,0,0,1,1,0,0,0,1,2,1784,2,2,"London : printed for T. Becket, in Pall-Mall, Bookseller to His Royal Highness the Prince of Wales, and Their Royal Highnesses the Princes, M,DCC,LXXXIV. [1784].",London,247,female,1737,1807,FALSE,"of their tempera muff daily increase. Mr. Villars's behaviour to Miss Leicefier is rational and tender; her's delicate and unaffected. His appearance and conversation are improved by this attachment, though' he was before so agreeable, I did not believe he could appear more to advantage. Mr. Leicester is a comely"
