PassageID,Title,Author,Total termFreq,termFreq(art),termFreq(belong),termFreq(bishop),termFreq(borough),termFreq(cafe),termFreq(church),termFreq(citi),termFreq(countri),termFreq(court),termFreq(crown),termFreq(declar),termFreq(dioces),termFreq(elect),termFreq(famili),termFreq(follow),termFreq(gener),termFreq(god),termFreq(ground),termFreq(half),termFreq(hall),termFreq(held),termFreq(hill),termFreq(hous),termFreq(inhabit),termFreq(judg),termFreq(king),termFreq(kingdom),termFreq(knight),termFreq(land),termFreq(larg),termFreq(law),termFreq(littl),termFreq(london),termFreq(manor),termFreq(mayor),termFreq(mean),termFreq(member),termFreq(near),termFreq(offic),termFreq(old),termFreq(order),termFreq(parliament),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(prison),termFreq(receiv),termFreq(reign),termFreq(return),termFreq(river),termFreq(sever),termFreq(small),termFreq(town),termFreq(true),termFreq(villag),termFreq(vote),termFreq(war),termFreq(wind),termFreq(yard),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0424300201_000110,"The ancient and present state of the county and city of Cork. Containing a natural, civil, ecclesiastical, historical and topographical description thereof. By Charles Smith, M.D. In two volumes. ...","Smith, Charles",77,0,2,0,0,0,8,3,3,4,0,0,0,0,2,0,2,0,1,0,0,1,0,2,0,0,6,3,1,2,4,0,1,1,2,0,0,2,1,0,1,2,7,0,0,1,0,0,0,0,1,0,3,2,5,0,2,0,2,0,0,1774,1,2,"Dublin : printed for W. Wilson, No. 6, Dame-Street, M,DCC,LXXIV. [1774].",Dublin,454,male,1715,1762,FALSE,"in the midst of a bog, was deemed impregnable; but it was, at last taken, anno 1645, by treachery; and the whole garrison put to the sword, in cold blood, by order of the lord Caffleconnel, who then commanded the Irish army, consisting of 5000 horse and foot; and who"
1561800100_000127,"A Complete system of geography. Being a description of all the countries, islands, cities, chief towns, harbours, lakes, and rivers, mountains, mines, &c. of the known world. Shewing the situation, extent, and boundaries of the several empires, kingdoms, republics, principalities, provinces, &c. their climate, soil, and produce; their principal buildings, manufactures, and trade; their government, policy, religion, manners, and customs; and the distance and bearing of all the principal towns from one another. Comprehending the history of the universe, both antient and modern; and the most material revolutions and changes that have happen'd in it, either by conquest or treaties; with whatever is curious and remarkable in the works of nature ... art. To which is prefixed, An introduction to geography, as a science: An explanation of maps: The doctrine of the sphere: The system of the world: And a philosophical treaties of the earth, sea, air, and meteors. The whole illustrated with seventy maps, all new-drawn and engraved by Emanuel Bowen, according to the latest discoveries and surveys; and printed on distinct half-sheets, the full size of the book; making of themselves a complete atlas, for the use of all gentlemen, merchants, mariners, and others, who delight in history and geography. This work, extracted from several hundred books of travels and history, is brought down to the present time; preserving all that is useful in the fourth and last edition of the complete geographer, publish'd under the name of Herman Moll, &c.",,60,0,1,0,2,0,5,0,1,1,0,0,0,0,3,0,1,0,1,0,0,0,5,2,1,0,6,0,0,3,1,0,1,1,3,1,1,3,1,0,0,0,3,2,1,0,0,0,0,0,2,1,0,0,5,0,1,0,0,0,1,1744,1,1,"London : Printed for William Innys, Richard Ware, Aaron Ward, John and Paul Knapton, John Clarke, Thomas Longman, Thomas Osborne, Henry Whitridge, Richard Hett, Charles Hitch, Stephen Austen, Edmund Comyns, James Hodges, Andrew Millar, John and Henry Pemderton, and John Rivington, MDCCXLIV. [1744].",London,330,unknown,,,FALSE,"hardly to be quiinod, that they were cat up to prevent the Incurhon of ah Britons into Kenft and there is great it was found to firetch four or fiye Yards in a Piece. However there is f till same Remainder of it, extending even to Godalmrin, Hojlsmers, and the"
0435800102_000705,"A new system of geography: or, a general description of the world. Containing A Particular and Circumstantial Account of all the Countries, Kingdoms, and States of Europe, Asia, Africa, and America. Their Situation, Climate, Mountains, Seas, Rivers, Lakes, &c. The Religion, Manners, Customs, Manufactures, Trade, and Buildings of the Inhabitants. With The Birds, Beasts, Reptiles, Insects, the various Vegetables, and Minerals, found in different Regions. Embellished with a new and accurate set of maps, by the best Geographers; and great variety of copper-plates, containing Perspective Views of the Principal Cities, Structures, Ruins, &c. By D. Fenning, (author of the Royal English Dictionary, the Use of the Globes, the Young Algebraist's Companion, &c.) J. Collyer, (author of the Letters from Felicia to Charlotte; and Translator of the Messiah, from the German of Mr. Klopstock.) and others.",Joseph Collyer,67,0,1,2,0,0,4,6,6,6,1,0,2,0,1,1,4,0,1,0,0,0,1,1,2,0,2,1,0,1,1,0,2,0,0,0,1,0,0,1,0,1,2,1,0,0,1,0,2,1,0,4,0,1,4,0,1,0,1,0,0,1765,2,2,"London : printed for S. Crowder, at the Looking-Glass, in Pater-Noster-Row; and sold by Mr. Jackson, at Oxford; Mr. Merril, at Cambridge; Mess. Smith, in Dublin; and all other Booksellers in Great Britain and Ireland, MDCCLXVI. [1765].",London,840,male,1748,1827,FALSE,"ofberri, on the Iouth by Angoumois and Aiulis, and on the welt by the Bay of Biscay. It extends from north to south twenty-two French leagues, alnd fromn cast to west forty-eight. It received its name firom the ancient Piaavi, or Piaoni. The country is dverfified with champaign lands ,"
1003100101_000214,"Magna Britannia antiqua & nova: or, a new, exact, and comprehensive survey of the ancient and present state of Great-Britain. Consisting of I. A Compleat and Accurate Description of the Cities, Boroughs, Towns and Parishes in the Kingdom. II. Their Antiquities. Their Ecclesiastical, Civil, Natural, and Literary History; with a View of the Manners, Policy and Customs of the Inhabitants. III. A Copious Account of the Foundations, Endowments, Original State, and present Condition of the Cathedrals, Monasteries, Churches, Palaces, and other publick Structures. IV. Compleat Lists of most of the Church Livings in England, and in what Hundred or Deanary they lye: Their Value in the King's Books, and real Income; also an Account of many of their Present Patrons and Incumbents. V. A full History and Description of all the Noblemen and Gentlemen's Seats and their Present Possessors, with Pedigrees of their Families, Ancient and Modern, according to the best Accounts. Likewise Memoirs of the Lives and Actions of such eminent Persons as have particularly signalized themselves by their Conduct or Writings. The whole being more Comprehensive and Instructive than Camden, or any Other Author on this Subject. And Illustrated not only with General Mapps, but also particular ones of each County, and other Plates curiously Engraved, representing the Roman, Saxon and Danish Antiquities found in this Island: As likewise Tables shewing at Sight the Distances of Market Towns and other remarkable Places not only from one another but also from London. With many other Particulars that are curious and worthy Notice. Collected and compiled from the antiquities and histories at large of each county. With many Accounts accurately taken on the Spot, and communicated by several judicious hands. ...","Cox, Thomas",74,0,4,0,8,0,3,0,0,2,2,0,0,1,2,0,0,0,0,1,0,1,0,2,4,0,4,0,0,0,0,1,2,0,5,1,0,5,0,3,0,2,6,0,1,0,2,0,0,0,5,0,0,0,6,0,0,1,0,0,0,1738,1,6,"London : printed for and sold by Cæsar Ward and Richard Chandler, booksellers, at the Ship without Temple Bar, and at their shops in Coney Street, York, and at Scarborough Spaw, MDCCXXXVIII. [1738].",London,792,male,,,FALSE,"Earls and Dukes of Cornwall, as ap. pears by domefdajy book, which tells us, that Canonici, ci. e. The Canons of St. Ste. Shin hold lan/faveton; and then adds, Co ret, c. The Earl of Morton holds dunhhert, where lie hath a Cafile; which different Tenures, as they divided this"
0116500103_000001,"The present state of all nations. Containing a geographical, natural, commercial, and political history of all the countries in the known world. ... . By T. Smollett, M.D.",Tobias Smollett,54,0,0,1,0,0,2,5,1,0,0,0,2,1,1,0,0,0,1,0,0,1,0,0,1,0,3,4,1,0,1,0,1,1,1,1,0,1,0,2,0,0,2,0,0,0,1,1,0,1,1,6,1,0,8,0,0,0,1,0,0,1768,3,8,"London : printed for R. Baldwin, No. 47, Paternoster-Row; W. Johnston, No. 16, Ludgate-Street; S. Crowder, No. 12; and Robinson and Roberts, No. 25, Paternoster-Row, MDCCLXVIII. [1768]-69.",London,489,male,1721,1771,TRUE,"T H E THE PRESE NT STATE o F ALL N A TI O NS. CONTAINING A GEOGRAPHICAL, NATURAL, COMMERCIAL, AND POLITICAL HI STO R Y OF ALL THE COUNTRIES in the KNOWN WORLD. VOLUME THE THIRD. By T. SMOLLETT, M. D. LONDON : Printed for R. BALDWIN, N. 47,"
0418500700_000103,"A new display of the beauties of England: or, a description of the most elegant or magnificent public edifices, royal palaces, noblemen's and gentlemen's seats, and other curiosities, natural or artificial, in different parts of the kingdom. Adorned with a variety of copper-plate cuts, neatly engraved.",,63,1,1,0,1,0,1,1,2,2,0,0,0,0,0,2,0,0,2,0,2,1,1,2,2,0,5,0,0,2,1,0,3,2,1,0,0,1,1,0,0,0,1,0,1,0,0,0,3,2,1,3,1,1,11,0,2,0,0,0,0,1773,1,1,"London : printed for R. Goadby; and sold by J. Towers, at No 111, in Fore street, near Cripplegate; and by R. Baldwin No. 47, in Pater-Noster-Row, MDCCLXXIII. [1773].",London,395,unknown,,,FALSE,"and populous than many cities . It is partly encompassed by the Thames, which jurf by it receives the river Kennet, that palres under seven bridges in the town and neighbourhood, and abounds with pike, eel, dace, and fine trout. It had anciently a castle, of which the Danes are"
0084500100_000039,"The new British traveller; or, a complete modern universal display of Great-Britain and Ireland: Being a New, Complete, Accurate, and Extensive Tour Through England, Wales, Scotland, Ireland, the Isles of Man, Wight, Scilly, Hebrides, Jersey, Sark, Guernsey, Alderney, And other Islands adjoining to and dependent on the Crown of Great-Britain. Comprising all that is worthy of Observation in every County, Shire, &c. And containing a full, ample, and circumstantial Account of every Thing remarkable in the several Cities, Market-Towns, Boroughs, Hundreds, Villages, Hamlets, Parishes, &c. throughout these Kingdoms. Being calculated equally to please the Polite - entertain the Curious - instruct the Uninformed - and direct the Traveller. The Whole Clearly and Accurately Displayed under the Following General Heads: Situation, Etymology, Extent, Roads, Capes, Battles, Sieges, Skirmishes, Civil Commotions, Trading and other Companies, Civil, Ecclesiastical, and Military Offices, Earthquakes, Storms, Inundations, and other singular Occurrences, Rocks, Rivers, Mines, Grottos, Abbey-Lands, Fossils, Caves, Hills, Moors, Springs, Woods, Antiquities-Roman, Danish, and Saxon; Minerals, Plants, Agriculture, Beasts, Birds, Fishes, Insects, Reptiles, Amphibious Creatures, Castles, Manors, Military Ways, Camps, Docks, Harbours, Bays, Havens, Markets, Fairs, Canals, Buildings, Fortifications, Palaces, Seats, Parks, Bridges, Forests, Cathedrals, Collegiate and Parish Churches, Monuments, Ecclesiastical and Civil Jurisdictions, Corporations, Charters, Charitable Foundations, Institutions, &c. Customs, Manners, &c. Handicrafts, Commodities, Military and Naval Exploits, Lives of all such Persons as have done Honor to the Counties, Towns, or Villages in which they were born, whether Kings, Princes, Peers, Generals, Admirals, Divines, Lawyers, Physicians, Poets, Philosophers, Historians, Legislators, &c. Government, Manufactures, Trades, Commerce, Revenues, Forces, Naval and Military, Polity, Power and Prerogative of the King, Laws, Prerogative, and Customs of the House of Lords, Privileges, Prerogative, & Usages of the House of Commons. Nature of the Legislature, and Modes of Proceeding in the various Courts of Justice, ancient and modern, &c. &c. &c. Being Really the Result of An actual and late General Survey, accurately made by a Society of Gentlemen, Each of whom has undertaken that Part for which his Study and Inclination has more immediately qualified him. And Including a Valuable Collection of Landscapes, Views, County-Maps, &c. Which Make an Admirable and Inimitable Groupe of Elegant Copper-Plate Prints. Also, A Complete Book of the Roads, a List of all the Fairs, and a Variety of other useful and entertaining Particulars, Not to be found in any other Work of the Kind, but which are worthy the Notice of Noblemen, Gentlemen, Merchants, Travellers, Traders, and all Ranks of People whatever. The whole published under the immediate inspection of George Augustus Walpoole, Esq. Assisted in the Digest and Arrangement of the Articles respecting Wales, by David Wynne Evans, F. R. S. In those descriptive of Scotland, by Alexander Burnet, L. L. D. And in such as relate to Ireland, &c. by Robert Conway, A. M. And Others, to whom many valuable and curious Circumstances have been communicated (for this Work) by Gentlemen of Rank and Abilities. Embellished with upwards of one hundred and fifty large, grand, and superb views of the principal Cities and Towns in Great-Britain and Ireland; perspective Views of Villages, Gentlemen's Seats, Castles, Ruins, Abbies, Cataracts, Sea Pieces, Landscapes, natural and artificial Curiosities, correct County and other Maps, Charts, Historical Pieces, &c. drawn with critical Exactness by the most capital Painters and Designers of England, Scotland, and Ireland, namely Hamilton, Carter, Griffith, O'Neal, Dodd, Metz, &c. and engraved in the most masterly Manner by the following ingenious Artists, viz. Thornton, Pollard, Lodge, Page, Roberts, Royce, Taylor, Carey, Rennoldson, Wooding, Kitchen, Conder, Hawkins, Walker, Flyn, Simpson, Grainger, Hogg, Myers, Smyth, Clowes, and others, who have distinguished themselves by their great Abilities in the Polite Arts.",,73,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0,2,0,3,1,0,3,2,1,1,4,1,1,1,0,2,0,1,1,1,3,1,2,1,0,1,11,1,1,2,0,11,0,4,0,0,0,1,1784,1,1,"London : printed for Alex. Hogg, at the King's-Arms, No 16, Paternoster-Row, 1784.",London,635,unknown,,,FALSE,"Appledl, e, liar thlie Weald. Here is a grammir G hicc. Iclluul, 25 = I free fchool, founded by Mr. Hayman, the ancefter of sir Peter. It has a very good church , a venerable Gothic frucliirc, and the steeple one.of the loftielt in this part of. the county; but"
1237400200_000265,"A new and universal history, description and survey of the Cities of London and Westminster, the Borough of Southwark, And their adjacent parts. Including not only all the Parishes within the Bills of Mortality, but the Towns, Villages, Palaces, Seats, and Country, to the extent of Twenty Miles round, comprizing a circle of near one hundred and fifty miles. Containing An accurate and circumstantial Account of the Origin of London; with a View of its progressive improvement, from its first foundation to its present flourishing state, and amazing extent. A Description of the Antiquities, from the most remote periods of authentic intelligence. A particular Account of its constitution and government, ecclesiastical, civil and military; its charters, laws, customs, privileges, immunities, commerce, trade, manufactures, its astonishing power and influence, foreign and domestic. A Survey and Description of the several wards, parishes, precincts, liberties, squares, streets, avenues, churches, chapels, palaces, parliament-house, courts of law, inns of court, noblemen's houses, halls, hospitals, colleges, alms-houses, schools, museums, gates, and other remarkable buildings, public and private. History of the several incorporated companies of merchants and traders; their origin, institution, constitution, peculiar laws, rights, privileges, and coats of arms. An Account of the several charitable foundations, and benevolent institutions in the Metropolis and its environs; which, to the immortal credit of the humane inhabitants, are much greater in number, more liberally supported, and decently conducted, than in any other place in the universe. A variety of instructive and entertaining anecdotes relative to the transactions of such persons who have more particularly distinguished themselves in a political, magisterial, military, marine, commercial, ecclesiastical, or literary capacity. A comprehensive view of the progress of the learned and ingenious, the gradual improvement of literature, the ancient and present state of the arts, sciences, and belles letters, the encouragement given to painting, music, history, oratory, and the fine arts in general; survey of the public amusements, and most remarkable places of entertainment, with critical remarks on their beauties, blemishes and tendencies. The ancient and present state and curiosities of St. Paul's Cathedral, the Tower of London, Westminster Abbey, the Monument, British Museum, Royal Exchange, Account of the Bank, Adelphi Buildings, Bridges, &c. Curious calculations respecting the number of inhabitants; comparisons between this metropolis and the principal cities in the universe; inferences concerning births and burials. An account of the mineral waters, springs, vegetables, fossils, &c. found in London and its vicinity. A description of the most remarkable towns, villages, palaces, noblemen and gentlemen's seats, and other buildings public and private, and the country in general, &c. which surround and ornament this opulent and superb metropolis for the space of twenty miles. Comprizing, in the most accurate and comprehensive Manner, A full and impartial account of all that relates to this important Metropolis, and the surrounding country, which can improve the understanding, excite the attention, gratify the curiosity, or captivate the imagination. By Walter Harrison, Esq. Enriched with upwards of one hundred elegant copper-plate engravings, exhibiting architectral, perspective antique, and rural views of churches, chapels, palaces, gates, antiquities, ruins, hospitals, bridges, and other buildings, public and private; delightful landscapes, beautiful prospects, and captivating situations; besides plans, maps, surveys, &c.","Harrison, Walter, Esq",86,0,0,0,0,1,2,7,0,1,0,2,0,2,0,1,3,0,1,0,3,1,0,13,1,0,1,1,0,0,1,0,1,4,0,6,0,1,0,2,0,8,7,1,0,0,4,1,0,0,2,0,3,0,0,0,0,5,0,0,0,1776,1,1,"London : printed for J. Cooke, at Shakespeare's Head, in Pater-Noster-Row, MDCCLXXVI [1776].",London,817,unknown,,,FALSE,"enraged at this insult put upon them by the common;, published a protestation in the name of all the peers and barons of the realm, in which they protested against all ats, votes , and orders of parliament , that should be made during their exclusion. This made little impression"
1372700102_000807,"A new system of geography: or, A general description of the world. Containing a particular and circumstantial account of all the countries, kingdoms, and states of Europe, Asia, Africa, and America. Their situation, climate, mountains, seas, rivers, lakes, &c. The religion, manners, customs, manufactures, trade, and buildings of the inhabitants. With the birds, beasts, reptiles, insects, the various vegetables, and minerals, found in different regions. Embellished with a new and accurate set of maps, by the best geographers; and great variety of copper-plates, containing perspective views of the principal cities, structures, ruins, &c. By D. Fenning, (Author of the Royal English dictionary, the use of the globes, the young algebraist's companion, &c.) J. Collier, (Author of the Letters from Pelicia to Charlotte; and translator of the Messiah, from the German of Mr. Klopstock.) and others.",Joseph Collyer,66,0,2,1,0,0,2,3,0,0,0,0,1,0,1,1,1,0,0,0,1,1,2,2,1,1,3,0,1,1,0,0,0,8,0,1,0,1,4,0,0,1,1,1,0,1,1,0,0,0,0,9,3,1,8,0,1,0,0,0,0,1764,2,2,"London : Printed for S. Crowder, at the Looking-Glass, in Pater-noster-Row; and sold by Mr. Jackson, at Oxford; Mr. Merril, at Cambridge; Mess. Smith, in Dublin; and all other booksellers in Great Britain and Ireland, MDCCLXIV. [1764].",London,833,male,1748,1827,FALSE,"fine marble statue of his majcliy in the fcnate hall ot king's college. The same princ'. alio appointed t\r."" pcrlluns, both in the university of Oxford and cami; ide, well fkillcd in modern hiffory, and in the knowledge of modern languages, to be nominated king's profelfhrs of modern history, one"
1594901301_000058,"A new present state of England. ... Published under the sanction of His Majesty's Sign manual, granted to the proprietors, their heirs, &c. as a consideration for their great trouble and expence in the compiling of this work.",,53,1,2,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,3,0,1,2,0,1,1,1,0,5,0,1,4,0,0,0,1,1,1,1,0,2,0,0,0,2,0,0,0,0,3,1,1,7,0,1,0,0,0,0,1750,1,2,"London : printed for R. Baldwin, at the Rose in Pater-noster-Row, MDCCL. [1750].",London,411,unknown,,,FALSE,"famous Bishop of w'ilchefper, wi'illiam of lwainfeet, who was not only the Founder of a Sine Grammar school here, but of St. Magdaleu's College in Oxfird. Its weekly Markets are kept on Sa tue days. castitr, alias 8pi/y, distant from lo0do 1 la o coin pited, and i sz mcafur'd"
0634500102_000008,"A new and accurate history and survey of London, Westminster, Southwark, and places adjacent; containing whatever is most worthy of notice in their ancient and present state: In which are Described. Their Civil, Ecclesiastical, and Military Government, Original Constitution, Antiquities, Manufactories, Trade, Commerce, and Navigation; And The several Wards, Liberties, Precincts, Districts, Parishes, Churches, Religious and Charitable Foundations, and other Public Edifices: Particularly The Curiosities of the Tower of London, St. Paul's Cathedral, Westminster Abbey, the Royal Exchange, Sir Hans Sloan's Museum, &c. and whatever is remarkable for Elegance, Grandeur, Use, Entertainment or Curiosity. With The Charters, Laws, Customs, Rights, Liberties and Privileges, Of This Great Metropolis. Illustrated With A Variety of Heads, Views, Plans, and Maps, neatly Engraved. ... . By the Rev. John Entick, M.A.",John Entick,65,0,1,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0,4,0,0,1,0,1,8,0,1,0,2,6,7,3,0,1,2,1,0,1,0,1,0,4,2,0,0,0,0,0,0,4,1,0,0,1,0,1,1766,2,4,"London : printed for Edward and Charles Dilly, in the Poultry, near the Mansion-House, MDCCLXVI. [1766].",London,519,male,1703,1773,FALSE,"justices A; D. D. jufiices of our peace, and of our heirs, il the L "", i  town , borough , parishes, and limits' aforesaid, so long as the same aldermen. shall be and' re ... -"" main aldermen of the. said city ; and every: of ""them.fhall there"
0084500200_000647,"The modern universal British traveller; or, a new, complete, and accurate tour through England, Wales, Scotland, and the neighbouring islands. Comprising all that is worthy of observation in Great Britain. ... The articles respecting England, by Charles Burlington, ... t Wales, by David Llewellyn Rees, ... of Scotland, by Alexander Murray, ...","Murray, Alexander, M.A.",63,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,3,3,0,1,1,0,0,4,0,2,1,1,1,1,1,0,0,1,0,1,1,2,0,0,0,1,5,0,2,3,1,9,0,2,0,3,0,0,1779,1,1,"London : printed for J. Cooke, 1779.",London,965,unknown,,,FALSE,"fide of it are letters, but they are so defaced, that nothing can be made of them. It is u: pored to have been a fepulclral monument erected to the memory of some great person among the Welfl axcns, probably one of their generals killed in an expedition, against the"
0971100301_000098,"A new description of Berkshire, Buckinghamshire, Cambridgshire, Cheshire, Cornwal, Cumberland, The Isle of Man, Derbyshire, Devonshire, Dorsetshire, Durham, Essex. Containing, I. A particular survey, both geographical and historical of each county. II. An ample and accurate Account of all the Boroughs, Market-Towns, Villages, Rivers, Royal-Palaces, Noblemen's and Gentlemen's Seats. III. The Fairs, Trade, Commerce, and Product of each County. IV. Of the Rarieties both Natural and Artificial. V. Of the eminent Persons Born, or who have resided in them, and of the extraordinary Events that have happen'd in the same.",,70,1,1,4,8,0,5,0,0,2,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0,0,6,0,0,3,2,3,0,0,3,0,0,1,1,3,0,0,3,0,1,0,0,0,0,3,3,1,2,1,6,0,0,0,0,0,1,1749,1,3,"London : printed for James Coreett, near West-Smith-Field, [i.e. Corbett], and sold by the booksellers in town and country, 1749.",London,564,unknown,,,FALSE,"then perhaps as inconsiderable, the they have in Time arrived at a more nourishing Condition. T 3, iuliam, D E PO NS HI R E. William, the Conqueror, beftow'd this Town , then called Bire, upon a Branch of the Royal Family of a/n fm in France, from whom it"
0971100301_000108,"A new description of Berkshire, Buckinghamshire, Cambridgshire, Cheshire, Cornwal, Cumberland, The Isle of Man, Derbyshire, Devonshire, Dorsetshire, Durham, Essex. Containing, I. A particular survey, both geographical and historical of each county. II. An ample and accurate Account of all the Boroughs, Market-Towns, Villages, Rivers, Royal-Palaces, Noblemen's and Gentlemen's Seats. III. The Fairs, Trade, Commerce, and Product of each County. IV. Of the Rarieties both Natural and Artificial. V. Of the eminent Persons Born, or who have resided in them, and of the extraordinary Events that have happen'd in the same.",,71,0,2,3,0,0,7,3,0,0,2,0,1,0,7,0,0,0,1,0,0,2,0,3,1,1,6,0,1,4,1,0,4,0,1,0,0,0,2,0,0,1,0,1,0,0,1,0,0,2,0,6,2,1,3,0,1,0,1,0,0,1749,1,3,"London : printed for James Coreett, near West-Smith-Field, [i.e. Corbett], and sold by the booksellers in town and country, 1749.",London,564,unknown,,,FALSE,"from it, where the Family of the Carys, different from the Carews, have long flourished in great Repute. From them the Barons of Hunfdon are descended, as also the Families of the late Earls of Dover and Monmouth. Robert Fitz martin, Lord of Camois, had this Manor and Church in"
0288800401_000023,"An entire and complete history, political and personal, of the boroughs of Great Britain; together with the Cinque Ports. The second edition, corrected and improved. In two volumes. ...","Oldfield, T. H. B. (Thomas Hinton Burley)",67,0,3,1,10,0,0,0,0,1,0,2,0,4,0,1,1,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,2,9,1,3,0,2,0,2,3,0,1,0,0,0,1,1,5,0,0,0,5,0,1,1,0,0,0,1794,1,2,"London : printed for B. Crosby, No. 4, Stationers Court, Ludgate Street, M.DCC.XCIV. [1794].",London,485,male,1755,1822,FALSE,"a man Jaid ihen he was not upon oath. To break this rule, would be attended with the worst consequences; for for many men, who would not take a FALSE oath, spite be drawn to say things that are FALSE in conversation, in the presence of a person placed on"
1492100800_000025,"A new topographical, historical, and commercial survey of the cities, towns, and villages, of the county of kent. Arranged in alphabetical order. This work includes a minute and interesting account of the antient and present state of Kent, civil, ecclesiastical, and military, from the earliest times to this century, with all the improvements of the arts, of civilization, and luxury. It comprehends all the chief harbours, bays, rivers, docks, forests, hills, valleys, medicinal springs, and other curiosities both of nature and art; and not only takes notice of all the manors and seats in the county, but also points out the old military ways, camps, castles, and other remarkable ruins of Roman, Saxon, Danish, and Anglo Norman antiquity. It shews particularly the estates that were formerly abbey lands, and mentions the manufacture and trade, the privileges and customs, the principal buildings and charitable foundations of the two cities, corporations, and the most noted villages, with their distances from London, in measured miles. The ancient and obscure terms of the feudal law, and the obsolete tenures and cutoms relative to it, are also explained.","Seymour, Charles",54,0,1,1,2,0,4,3,1,4,1,0,1,0,5,0,0,0,0,1,0,3,2,0,0,0,1,0,3,1,0,0,3,1,6,1,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1782,1,1,"Canterbury : Sold by T. Smith, and all other booksellers in Kent, M,DCC,LXXXII. [1782]",Canterbury,864,unknown,,,FALSE,"who, in virtue of this dignity, hadl the title and precedency of Primus Baro aingi~c. It continued in the poiffeiron of there noble and valiant Knights till they were suppressed, when it came to the Crown , which granted this Manor to Sir Thomas Moil, who sold it to Sir"
0387000202_000185,The complete gazetteer of England and Wales; ... In two volumes. ...,,59,0,0,2,0,0,2,8,0,1,3,0,1,0,1,0,1,0,0,0,1,2,2,0,1,0,5,1,1,1,1,0,1,2,0,2,0,1,4,0,2,0,1,0,0,0,0,0,0,1,1,1,0,1,7,0,0,0,1,0,0,1775,2,2,"London : printed for G. Robinson, and R. Baldwin, 1775.",London,378,unknown,,,FALSE,"little decayed, and i ow generaly poor. °win.crhtl A, stj. one O the cluepons, a miles S. W fr Rye, 7 N. K. from Hafiing ad 67 from London , lands at th angles of dbis couaty and Kent It wa bilt in ite reign of Ed ard I. when"
0922200400_000462,"A new and compleat history and survey of the cities of London and Westminster, the borough of Southwark, and parts adjacent; from the earliest accounts, to the beginning of the year 1770. ...",,84,0,3,0,1,0,0,8,0,6,1,0,0,2,0,0,1,0,0,0,2,0,0,1,0,4,2,1,0,0,1,3,0,2,0,11,0,1,0,11,0,2,2,1,3,3,2,2,0,0,3,3,2,0,0,0,0,0,0,0,0,1769,1,1,"[London], 1769.",London,790,unknown,,,FALSE,"and chariots, and in this manner proceed to Guildhall, where an elegant entertainment is provided, as there is likewise for the several companies at their respective halls . On all public occasions the lord mayor is clothed, according to the season, either in Icarlet or purple robes richly furred, with"
0079200400_000054,"Rural beauties; or, the natural history of the four following western counties, viz. Cornwall, Devonshire, Dorsetshire, and Somersetshire. With additional remarks. By Theophilus Botanista, M.D.","Botanista, Theophilus",62,0,1,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,2,1,2,1,6,0,0,0,2,0,0,3,2,4,1,3,0,1,0,0,3,2,0,0,3,0,1,5,1,0,1,0,9,0,0,0,0,0,0,1757,1,1,"London : printed for, and sold by William Fenner, at the Angel and Bible in Pater-Noster-Row; and C. Henderson, under the Royal Exchange, Cornhill, MDCCLVII. [1757].",London,363,unknown,,,FALSE,"free of this town but by the election of the mayor , four aldermen, and twenty-four burgesses. That queen made it also a county of itself, and to have a sheriss, c. with the privilege of trying malefactors, c. within its own jurisdiction. This, however, the corporation does, by procuring"
0294601200_000078,"The kentish traveller's companion, in a descriptive view of the towns, villages, remarkable buildings, and antiquities, situated in or near the road from London to Margate, Dover, and Canterbury. Illustrated with a correct map of the road, On a Scale of One Inch to a Mile.","Fisher, Thomas",64,0,0,0,1,0,4,0,1,1,0,0,0,1,1,1,1,0,0,2,0,0,0,1,2,0,2,0,0,0,3,0,1,1,0,5,1,4,3,1,1,1,3,0,0,0,2,0,2,0,0,0,2,2,10,0,3,1,0,0,0,1787,1,1,"Rochester and Chatham : printed and sold by Webster Gillman, Rochester and Chatham, and Simmons and Kirkby, Canterbury, 1787.",Chatham|Rochester.,266,unknown,,,FALSE,"contributions were raised for carrying on the work. John Clevland and Claudius Amyand, efqrs; who were at that time members in parliament for this ancient Cinque Port, subscribed two hundred and fifty pounds each. In 1757 lord viscount CI yngham, who served in parliament for the town [ 222 ]"
