PassageID,Title,Author,Total termFreq,termFreq(acid),termFreq(air),termFreq(alkali),termFreq(appear),termFreq(arsen),termFreq(becom),termFreq(bodi),termFreq(calx),termFreq(colour),termFreq(combin),termFreq(contain),termFreq(copper),termFreq(crystal),termFreq(differ),termFreq(dissolv),termFreq(distil),termFreq(earth),termFreq(experi),termFreq(form),termFreq(grain),termFreq(heat),termFreq(iron),termFreq(lead),termFreq(lime),termFreq(liquor),termFreq(marin),termFreq(mercuri),termFreq(metal),termFreq(miner),termFreq(mix),termFreq(mixtur),termFreq(muriat),termFreq(nitr),termFreq(nitrou),termFreq(obtain),termFreq(oil),termFreq(oxygen),termFreq(precipit),termFreq(principl),termFreq(process),termFreq(produc),termFreq(properti),termFreq(proport),termFreq(pure),termFreq(quantiti),termFreq(red),termFreq(salt),termFreq(separ),termFreq(silver),termFreq(solut),termFreq(spirit),termFreq(substanc),termFreq(sulphur),termFreq(tartar),termFreq(tin),termFreq(unit),termFreq(veget),termFreq(vitriol),termFreq(volatil),termFreq(water),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0179600200_000057,"Elements of mineralogy. By Richard Kirwan, Esq; F.R.S.",Richard Kirwan,174,15,0,5,0,0,0,0,7,5,0,10,5,2,2,3,0,1,0,4,2,2,12,19,0,2,3,0,4,6,1,5,0,1,6,0,0,0,7,0,0,0,0,4,0,1,2,1,3,11,6,1,0,7,0,0,1,0,2,3,3,1784,1,1,"London : printed for P. Elmsly, in the Strand, M.DCC.LXXXIV. [1784].",London,433,male,1733,1812,FALSE,"hape less; ometimes it is found in a silky form . Both contain a little iron , and ometimes calcareous calcareous earth and argill. Jacquin's Mficei 157 3 Roz. 348 both grow red or yellowilt when sufficiently heated . They effervesce with acids , and afford from 60 to 80"
0002100100_000017,"An essay on waters. In three parts. Treating, I. Of simple waters. II. Of cold, medicated waters. III. Of natural baths. By C. Lucas, M.D.",Charles Lucas,170,31,0,0,1,0,2,2,1,5,1,0,1,0,2,9,6,3,2,0,0,1,1,1,0,0,0,1,6,3,0,1,0,5,2,2,5,0,4,2,0,1,1,0,1,1,3,16,1,0,4,5,0,3,2,1,4,5,12,3,7,1756,1,1,"London : printed for A. Millar, in the Strand, MDCCLVI. [1756].",London,936,male,1713,1771,FALSE,"united to a fixed vegetable alcaline base; this, by solution , evaporation, and cryftalliftion, yields regenerated nitre , perseet saltpetre. § 83.. If to this salt , in another retort, a sufficient quantity of the vitriolic acid be added, this will seise the alcaline salt , that alternately served for"
1389000100_000150,"A System of chemistry: comprehending the history, theory, and practice of the science, according to the latest discoveries and improvements. Illustrated with copper plates.",Thomas Dobson,152,19,0,1,1,7,0,0,1,3,0,3,2,0,0,8,5,2,1,3,0,3,2,0,2,4,3,0,0,1,0,2,1,0,4,0,3,0,4,0,2,1,0,1,2,3,3,18,1,4,13,2,0,0,0,0,1,1,6,3,6,1791,1,1,"[Philadelphia] : Extracted from the American edition of the Encyclopedia now publishing, by T. Dobson, at the stone-house, in Second-Street, Philadelphia, MDCCXCI. [1791].",Philadelphia,274,male,1751,1823,FALSE,"rai eng the fire, yielded only some oily drops; the acid being deilroyved by this salt , as by ixed alkalics and 91i quicklime. Purified by "" Spirit of sea falt, poured upon one fourth its the marine weight of salt of amber, made fearce any solution in acid ."
0688800103_000378,"Encyclopædia Britannica; or, a dictionary of arts, sciences, &c. On a plan entirely new: By Which, the different sciences and arts Are digested into the Form of Distinct treatises or systems, comprehending The History, Theory, and Practice, of each, according to the Latest Discoveries and Improvements; and full explanations given of the various detached parts of knowledge, whether Relating to Natural and Artificial Objects, or to Matters Ecclesiastical, Civil, Military, Commercial, &c. Together with a description of all the Countries, Cities, Principal Mountains, Seas, Rivers, &c. throughout the World; a General History, Ancient and Modern, of the different Empires, Kingdoms, and States; and An Account of the lives of the most Eminent Persons in every Nation, from the earliest ages down to the present times. The whole compiled from the writings of the best authors, in several languages; the most approved dictionaries, as well of General Science as of particular branches; the transactions, journals, and memoirs, of learned societies, both at home and abroad; the Ms. Lectures of eminent professors on different sciences; and a variety of original materials, furnished by an extensive correspondence. The second edition; greatly improved and enlarged. Illustrated with above two hundred copperplates. Vol. I. Indocti discant, et ament meminisse periti.",,153,25,4,4,1,0,0,0,2,0,0,1,5,7,0,5,8,0,0,2,0,2,3,5,0,6,2,4,1,0,2,0,0,0,2,3,2,0,7,0,0,4,1,1,0,2,2,3,0,8,8,5,1,0,1,2,2,2,1,2,5,1778,3,10,"Edinburgh : printed for J. Balfour and Co. W. Gordon, J. Bell, J. Dickson, C. Elliot, W. Creech, J. Mccliesh, A. Bell, J. Hutton, and C. Macfarquhar, MDCCLXXVIII. [1778].",Edinburgh,858,unknown,,,FALSE,"strong fire, it froths prodigiously, and at lait melts into a thick scoria. "" Solutions of this salt precipitate alio findry me tallid solutions ; as butter of antimony, solutions of silver , copper , lead , iron , mercury , and bismuth, in the nitrous acid ; and of"
1252800500_000009,"The new dispensatory: containing I. The theory and practice of pharmacy. II. A distribution of medicinal simples, according to their Virtues and sensible Qualities; the Description, Use, and Dose of each Article. III. A full translation of the London and Edinburgh pharmacopoeias; with the Use, Dose, &c. of the several Medicines. IV. Directions for extemporaneous prescription; with a select Number of elegant Forms. V. A collection of cheap remedies for the use of the poor. The Whole interspersed With Practical Cautions and Observations. Intended as a correction, and improvement of Quincy.",William Lewis,161,15,1,3,0,0,1,5,0,0,2,1,3,0,4,11,1,2,1,2,0,8,4,2,0,3,2,1,11,1,0,1,0,4,3,1,9,0,0,0,0,0,0,1,1,6,0,15,0,0,6,2,4,2,1,1,1,7,5,2,5,1753,1,1,"London : printed for J. Nourse, opposite Catharine Street in the Strand. MDCCLIII, [1753].",London,707,male,1708,1781,FALSE,"all salts , of vegetable gums, and of animal gellies. Of the first, it dissolves only a determinate quantity , though of one kind of salt more than of another; and being thus SATURATED, leaves any additional quantity of the same salts untouched. It is never saturated with the two"
0219200200_000040,"An essay on the Bath waters, in four parts: containing a prefatory introduction on the study of mineral waters in general. Part I. An Account of their possible Impregnations. Part II. The most approved Means to be used for the Discovery of their Contents. Part III. Experiments on the Bath Waters, with an Application of the foregoing Rules to a Discovery of their Contents. Part IV. On the Effects of the Bath Waters on the human Body, and the Propriety of their Use in Medicine, with an Application of the Experiments to Medicine and Pharmacy. By William Falconer, M.D. of Bath.","Falconer, William",229,43,6,24,0,3,0,3,0,0,1,0,10,0,2,0,0,10,1,3,0,5,12,7,1,0,0,8,6,1,0,0,8,0,9,0,3,0,1,0,0,0,0,0,1,0,0,4,2,6,1,0,4,7,1,7,3,8,11,6,1,1772,1,1,"London : printed for T. Lowndes, in Fleet-Street; and sold by J. Tennent, Bookseller, in Milsom-Street, and at Crutwell's Printing-Office, Bath, MDCCLXXII. [1772].",London,459,male,1744,1824,FALSE,"will destroy, or supersede, the first theory; for we have accounts of thermea without any degree of impregnation. But even supposing the heat to be communicated to a neighbouring fiream that is unimpreg nated, we cannot imagine that such a cause should at with such uninterrupted uniformity, for such a"
0168100402_000071,"Elements of mineralogy. By Richard Kirwan, Esq. F.R.S.L. & E.M.R.I.A. of the Academies of Stockholm, Upsal, Berlin, Manchester, Philadelphia, &c. Second edition, with considerable improvements and additions. Vol.II. Salts, Inflammables, and Metallic Substances.",Richard Kirwan,151,25,0,10,0,1,6,0,8,8,0,2,0,1,3,0,0,2,4,1,2,8,2,0,0,1,3,0,4,0,2,1,1,1,6,2,0,1,6,0,0,0,4,2,0,0,5,2,1,0,6,0,3,3,0,0,3,0,7,1,3,1796,2,2,"Dublin : printed by R. E. Mercier and Co. for P. Elmsly, in the Strand, London, M,DCCXCVI. [1796].",Dublin,559,male,1733,1812,FALSE,"Sulphurated Antimony. I It s soluble in a very small degree in concen trateaitriolic Acid in cold, ora low digesting heat and the solution is crimson red , but by the affusion of water , or by a itronger heat it is precipitated . It is also soluble though in"
0197800800_000023,"Heads of lectures on a course of experimental philosophy, particularly including chemistry, delivered at the New College in Hackney. By Joseph Priestley, LL.D. F. R. S.",Joseph Priestley,126,12,8,3,4,5,1,1,10,7,1,2,2,1,0,3,1,0,2,3,1,7,0,1,0,1,2,1,13,2,1,1,0,2,5,0,0,0,2,0,0,0,0,1,2,0,2,1,0,0,0,0,1,1,4,0,2,1,1,1,4,1794,1,1,"London : printed for J. Johnson, No. 72, St. Paul's Church-Yard, 1794.",London,211,male,1733,1804,TRUE,"of the metals unite with the regulus of arsenic . Dephlogifticated marine acid converts the I 3 calx calx of arsenic into arsenical acid by giving it pure air . The acid of arsenic acs more or less upon all metals , but the phenomena do not appear to be"
0090302001_000011,"A dictionary of chemistry, Exhibiting the present State of the Theory and Practice of that Science, its Application to Natural Philosophy, the Processes of Manufactures, Metallurgy, and numerous other Arts dependant on the Properties and Habitudes of Bodies, in the Mineral, Vegetable, and Animal Kingdoms. With a considerable number of tables, Expressing the Elective Attractions, Specific Gravities, Comparative Heats, Component Parts, Combinations, and other Affections of the Objects of Chemical Research. Illustrated with engravings. By William Nicholson. In two volumes. ...",William Nicholson,182,31,10,9,3,24,2,0,2,0,6,1,0,2,0,2,3,5,2,6,0,8,0,0,4,1,5,0,1,0,3,0,0,2,1,0,0,0,4,0,0,1,0,0,2,2,2,8,0,0,5,0,1,1,1,0,2,1,6,8,5,1795,1,2,"London : printed for G. G. and J. Robinson, Paternoster-Row, M.DCC.XCV. [1795].",London,583,male,1753,1815,FALSE,"volatile alkali ; but that the last portion of the volatile alkali adheres so itrongly to the acid of arsenic , as to remain until the heat has become sufficient to decompose it into its component parts, which, from other experiments , are known to be inflammable air and phlogifticated"
0461400102_000210,"Elements of chemistry and natural history. To which is prefixed, the philosophy of chemistry. By A. F. Fourcroy.","Antoine François, comte de Fourcroy",143,4,1,3,1,4,3,0,0,8,3,1,1,0,3,2,2,0,6,5,1,6,4,0,0,0,1,1,15,0,3,3,4,4,0,0,0,0,8,0,1,5,1,1,0,6,5,4,5,1,6,0,5,0,0,1,1,0,0,1,3,1800,2,3,"Edinburgh : printed by Mundell & Son; for Longman & Rees, and J. Johnson, London; and for Mundell & Son, Edinburgh, 1800.",Edinburgh,545,male,1755,1809,FALSE,"on account of its extreme division; and that its not being as du&ile as the button of platina fused by the solar heat , may perhaps depend on its still retaining a part of the matter it carried down with it in its precipitation , of which it may be"
0590700800_000153,"The first part of a dictionary of chemistry, &c. By J.K. F. R. S. and S. A. Sc.",James Keir,164,35,0,22,1,1,0,0,0,0,4,0,1,0,1,0,1,19,0,0,0,3,3,1,1,3,1,2,1,2,2,4,0,1,3,2,5,0,6,0,1,1,1,2,1,1,0,5,1,2,4,4,0,0,1,1,1,2,5,3,3,1789,1,1,"Birmingham : printed by Pearson and Rollason. For Elliot and Kay, Opposite Somerset Buildings, Strand, London; and Charles Elliot, Edinburgh, MDCCLXXXIX. [1789].",Birmingham,231,male,1735,1820,FALSE,"vitriolic or nitrous acids . If then the lbritli compounds of phosphoric acid and iron , in which the acid abounds, be mixed with charcoal anld di illed, the fupcrabundant acid will furnilli plhofplorus. But when the prccipnnltes are treated in the same manner, the fnliller proportion of acid aidheres"
1560600102_000037,"Elementary lectures on chemistry and natural history. Containing a methodical abridgement of all the chemical knowledge acquired to the present time; with a comparative view of the doctrine of Stahl, and of that of several modern chemists: the whole forming a complete course of those two sciences. Translated from the French of M. Fourcroy, Doctor of the Faculty of Medicine of Paris, and of the Royal Society of Medicine. By Thomas Elliot. With many additions, notes, and illustrations, by the translator. In two volumes.","Antoine François, comte de Fourcroy",167,17,2,3,1,2,0,0,1,6,2,2,1,1,2,3,2,1,0,10,0,3,0,0,1,0,6,1,6,0,0,1,0,0,16,3,0,0,9,0,2,1,0,0,3,1,1,7,5,22,8,0,2,0,0,0,1,1,6,1,4,1785,2,2,"Edinburgh : printed for C. Elliot; G. Robinson, London; and W. Gilbert, Dublin, M,DCC,LXXXV. [1785].",Edinburgh,497,male,1755,1809,FALSE,"stains vegetable matters, and many kinds of stone. It is now used to mark linen for the bleachfield, where the process of bleaching, in. stead of effacing the colour , increases the deepness of the shade. This additional strength of colour proceeds from the influence of the fun's light upon"
0165400700_000052,The chemical essays of Charles-William Scheele. Translated from the transactions of the Academy of Sciences at Stockholm. With additions.,Carl Wilhelm Scheele,142,16,0,9,3,4,0,0,0,2,1,6,0,2,3,2,2,16,7,1,0,1,1,1,0,1,0,0,2,3,3,1,1,2,2,3,0,0,2,0,0,2,2,1,1,3,1,6,0,0,4,1,0,7,3,0,0,0,7,2,5,1786,1,1,"London : printed for J. Murray, No 32. Fleet-Street; W. Gordon and C. Elliot, Edinburgh, M,DCC,LXXXVI. [1786].",London,413,male,1742,1786,FALSE,"digestion, and deprives it of its phlogilton, upon which it grows white, and regains its former pro perry. Vitriolic and muriatic acids have no effect upon it. XI. The earth of molybdana, which is procured by nitre (§ V is in several circumstances different from that just mentioned. i, It"
0202100100_000005,"A plan of a course of chemical lectures, by Francis John Hyde Wollaston, M. A. F. R. S. Jacksonian In The University Of Cambridge.","Wollaston, Francis John Hyde",146,11,1,3,0,2,0,0,0,0,6,0,12,0,0,2,1,0,0,0,0,3,15,15,2,0,0,12,6,1,2,1,4,2,1,1,1,2,8,0,0,0,5,0,1,0,4,0,1,2,4,0,0,7,0,2,0,1,1,1,3,1794,1,1,"Cambridge : printed by J. Archdeacon and J. Burges, Printers To The University, MDCCXCIV. [1794].",Cambridge,135,male,1762,1823,FALSE,"a ~zt~~~ LA s, , j vsi.~, cjyc ~~~~a~rr~~~ict C ~ ~ ~ ~ ~ ~ ur~ c - - .- s rl: G pu~~c5 ~~tjl~a 7~4s~iu~~?/14 ( 25) 121 Precipitation of silver ty metals , 222 Silve; unlited with sulphur . 223 Alloys of silver . ""  """
1750300102_000051,"The economy of nature explained and illustrated on the principles of modern philosophy. By G. Gregory, D.D. author of Essays Historical and Moral, &c. In three volumes. With fifty-six plates.",George Gregory,138,19,2,8,1,0,1,0,3,9,2,1,0,0,1,1,0,1,1,3,0,4,13,1,0,2,0,1,2,0,1,2,2,0,3,3,0,1,5,2,2,3,0,0,1,4,2,1,1,0,7,0,2,2,0,0,1,4,7,0,6,1798,2,3,"London : printed for J. Johnson, No 72, St. Paul's Church Yard, 1798.",London,552,male,1754,1808,FALSE,"no sufficient preventative has yet been discovered.. M. Lavroifici, having exposed ir on with water in a glass vessel over mercury , observed that their on bei came rusty, and that the water was diminished in quantity . Their on was increased in weight, and there was a pr'oduaion of"
0461400102_000171,"Elements of chemistry and natural history. To which is prefixed, the philosophy of chemistry. By A. F. Fourcroy.","Antoine François, comte de Fourcroy",168,32,1,2,2,0,1,0,0,4,2,1,0,1,1,1,4,0,2,4,0,1,17,0,1,4,0,0,1,0,3,2,2,7,7,7,1,5,2,0,0,3,1,1,1,7,9,2,1,0,3,3,0,9,0,0,3,2,0,0,5,1800,2,3,"Edinburgh : printed by Mundell & Son; for Longman & Rees, and J. Johnson, London; and for Mundell & Son, Edinburgh, 1800.",Edinburgh,545,male,1755,1809,FALSE,"lime . An acid poured into this last mixture no longer reltores the odour peculiar to the pruflic acid . Berthollet concludes that it is destroyed. Though he employed perfectly pure potash, yet an acid poured on after its action, produces an effervescence, and disengages the carbonic acid which has"
1115600104_000184,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,121,15,1,5,1,1,2,0,6,5,3,0,0,2,0,2,0,0,2,8,4,7,0,0,2,0,1,0,3,2,2,1,2,2,2,3,0,0,3,0,0,3,0,1,1,2,4,3,0,0,6,0,1,2,0,0,3,0,5,1,2,1798,4,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,401,unknown,,,FALSE,"quantity by exposing it in powder in a thallow  -- vcvtcl, under the nuffle ot a cupelling firnace, and Itirring it now atd then to expose frefn firfaces to the air . After being kept red hot for tonme time, this powder loses its fpletdor, increases in weigit, and"
1526000200_000050,"Elements of chemistry. By Joseph Francis Jacquin, professor of chemistry and botany at Vienna; fellow of the Linnean Sociely at London; and member of several academies of science, agriculture, &c. Translated from the German.","Jacquin, Joseph Franz, Freiherr von",163,15,4,4,0,0,2,3,1,1,4,4,0,2,2,4,0,0,0,11,0,4,5,6,1,0,0,1,3,0,3,1,3,3,1,5,0,3,3,0,1,4,0,1,4,2,0,1,4,0,8,0,1,6,0,25,1,0,0,0,6,1799,1,1,"London : Printed by J.W. Myers, No. 2, Paternoster-Row, for W. Treppass, St. Martin's-le-Grand; W. West, Paternoster-Row; Murray and Highley, Fleet-Street; and Manners and Millar, and Mudie, Edinburgh, 1799.",London,431,male,1766,1839,FALSE,"oxide of iron . It is decompoundled by treating it in the dr y way wgith~ the caustic fixed alkalis , which remain ini a mild slate. During this process , the carbon is burnt in consequence of the decomposition of the water contained in the salts ; for hydrogen"
0580400700_000360,"The chemical works of Caspar Neumann, M. D. Professor of Chemistry at Berlin, F. R. S. &c. Abridged and methodized. With large additions, containing the later discoveries and improvements made in chemistry and the Arts depending thereon, by William Lewis, M. B. and Fellow of the Royal Society.",Caspar Neumann,137,9,1,0,2,0,0,1,0,3,0,1,3,4,3,5,5,0,1,3,0,1,2,1,0,5,2,2,1,0,1,2,0,3,2,3,1,0,9,0,0,1,0,3,0,2,1,15,0,4,11,2,1,2,2,1,0,3,3,3,7,1759,1,1,"London : printed for W. Johnston in Ludgate-Street, G. Keith in Grace-Church-Street, A. Linde in Catherine-Street, P. Davey and B. Law in Ave-Maria-Lane, T. Field in Cheapside, T. Caslon near Stationers-Hall, and E. Dilly in the Poultry, MDCCLIX. [1759].",London,639,male,1683,1737,FALSE,"drams of the mixture : This, after being washed and dried, melted before a blowpipe; as did likewise the crystals . This Salt seems to extricate in part the acids of vitriolated Tartar , Nitre , and Sea salt . (I.) On diffilling a mixture of it with an equal"
1740900102_000088,"Elements of mineralogy. By Richard Kirwan, ...",Richard Kirwan,158,19,2,4,3,0,0,0,7,1,0,2,0,2,0,4,2,0,2,1,8,2,5,10,0,1,9,1,2,0,2,0,1,1,5,5,0,0,16,0,0,0,1,1,2,3,3,1,2,4,9,0,0,2,0,3,0,0,3,0,7,1794,2,2,"London : printed by J. Nichols, for P. Elmsly, 1794-96.",London,547,male,1733,1812,FALSE,"to its quantity . They were soluble in warm water , and precipitable : herefrom, with a BROWNISH RED colour , by Prussian Alkali , TIN inriferted into this solution with a few drops of Marine Acid , was tinged BLUE, the Crystals also dropped into a solution of Tin"
0045300200_000033,"Description of a portable chest of chemistry; or complete collection of chemical tests, for the use of Chemists, Physicians, Mineralogists, Metallurgists, Scientific Artists, Manufacturers, Farmers, and the Cultivators of Natural Philosophy. Invented by J. F. A. Gottling, Professor of Chemistry at Jena in Saxony. Translated from the original German.","Goettling, Johann Friedrich August",153,17,1,3,0,2,2,0,8,12,2,3,4,0,2,3,1,0,2,12,0,1,6,0,0,0,5,3,1,1,0,0,0,0,4,0,1,0,5,0,0,5,1,0,0,0,4,5,6,0,9,0,1,5,0,1,0,3,7,2,3,1791,1,1,"London : printed for C. and G. Kearsley, No. 46, Fleet-Street, M.DCC.XCI. [1791].",London,194,male,1753,1809,FALSE,"acid ; and from this solution it may be precipitated by the marine and vitriolic acids , or by the neutral salts composed of them, pursuant to Exp. Iio and i L By the liver of sulphur G. G. or the hepatic water H. H. it is precipitated of a"
0342702400_000117,The first principles of chemistry. By William Nicholson.,William Nicholson,140,12,5,3,1,0,1,0,7,2,10,2,1,1,0,2,1,1,0,9,1,2,2,4,0,0,2,0,9,2,1,0,0,1,2,2,0,0,5,0,1,1,1,1,0,4,2,6,0,0,4,0,3,13,1,0,1,0,7,1,3,1796,1,1,"London : printed for G. G. and J. Robinson, Paternoster-Row, M.DCC.XCVI. [1796].",London,602,male,1753,1815,FALSE,"The white White vitriol . vitriol , or copperas, usually sold, is crystallised hastily, in the same manner as loaf sugar, which, on that account, it resembles in appearance : it is slightly es florescent. The white calx of zinc is soluble in the vitriolic acid , and forms the"
0216400101_000089,"The chemical works of Caspar Neumann, M. D. Professor of Chemistry at Berlin, F. R. S. &c. abridged and methodized; with large additions, containing the later discoveries and improvements made in chemistry, And the Arts depending thereon. By William Lewis, M. B. F. R. S.",Caspar Neumann,133,10,1,0,0,0,1,0,2,0,2,2,0,0,1,4,8,0,0,1,2,1,2,1,0,2,4,4,1,6,8,2,0,6,3,5,2,0,6,0,0,0,1,2,0,0,2,4,1,2,5,11,2,5,0,1,2,0,4,0,4,1773,1,2,"London : printed for J. and F. Rivington; T. Davies; W. Johnston; G. Keith; S. Crowder; T. Caslon; T. Longman; T. Becket; B. Law; E. and C. Dilly; G. Robinson; T. Cadell; and W. Goldsmith, MDCCLXXIII. [1773].",London,459,male,1683,1737,FALSE,"diaphoretics, purifiers of the blood, antispasmodics; of remarkable efficacy in ob itnriions of the viscera, quartan agues, cutaneous and venereal disorders, suffocative catarrhs, leuco phlegmatic and cahecic habits. The dose of those of the last precipitation is about six grains : two grains may be given to a child of"
0090302001_000257,"A dictionary of chemistry, Exhibiting the present State of the Theory and Practice of that Science, its Application to Natural Philosophy, the Processes of Manufactures, Metallurgy, and numerous other Arts dependant on the Properties and Habitudes of Bodies, in the Mineral, Vegetable, and Animal Kingdoms. With a considerable number of tables, Expressing the Elective Attractions, Specific Gravities, Comparative Heats, Component Parts, Combinations, and other Affections of the Objects of Chemical Research. Illustrated with engravings. By William Nicholson. In two volumes. ...",William Nicholson,184,15,14,11,5,0,5,0,4,7,5,1,0,2,0,2,3,1,1,1,0,1,25,0,1,0,4,0,5,0,0,4,0,0,9,0,0,0,4,2,0,1,0,1,3,6,3,1,3,0,9,0,1,6,0,0,1,3,3,3,8,1795,1,2,"London : printed for G. G. and J. Robinson, Paternoster-Row, M.DCC.XCV. [1795].",London,583,male,1753,1815,FALSE,"is well known bv teo name of ink. See isk. The beauriful pigment, well known in the arts by the name of Prussian blue, is likeniie a precipitate afforded by martial vitriol . See BLUE prussians; also acid OF PRUSSI.N BLUE. Concentrated nitrous acid ats very firongly upon iron filings,"
0797801100_000016,"The naturalist's, and traveller's companion, containing instructions for collecting & preserving objects of natural history, and for promoting inquiries after human knowledge in general. By John Coakley Lettsom M.D.F.R.S. & S.A.",John C. Lettsome,179,9,1,1,0,7,0,1,0,12,2,8,17,1,0,3,0,6,0,2,2,0,17,3,0,0,0,0,7,7,0,1,2,0,1,0,2,0,2,4,0,0,1,4,5,3,4,0,0,6,3,0,2,7,0,7,3,3,4,1,8,1774,1,1,"London : printed for E. & C. Dilly, 1774.",London,114,male,1744,1815,TRUE,"bituminous fluid, found float, ing on the surface of fonle waters , particularly in Persia, from whence it is chiefly procured. b, PETROLEUM, rock or fossil oil , is thicker than the former, ouzes out of the crevices of rocks, whence it receives its name, C Pix judaica, or asphaltum,"
0342702400_000118,The first principles of chemistry. By William Nicholson.,William Nicholson,116,16,4,1,1,1,3,0,9,3,2,1,0,2,1,3,2,1,1,5,0,5,2,0,0,0,4,3,3,1,1,4,0,2,3,1,1,0,2,0,0,0,0,0,1,2,1,3,1,0,2,0,2,4,1,0,0,0,4,1,6,1796,1,1,"London : printed for G. G. and J. Robinson, Paternoster-Row, M.DCC.XCVI. [1796].",London,602,male,1753,1815,FALSE,"formed in a furnace, in the form of a circular overi; zinc. in which are placed six pots, each about four feet in Dtlonof height, and of a conical hape, resembling an oil jar. zinc. Into the bottom of each pot an iron tube is infertedi which passes through the"
0570000101_000043,"A dictionary of chemistry. Containing the theory and practice of that science; Its Application To Natural Philosophy, Natural History, Medicine, And Animal Economy: With Full Explanations of the Qualities and Modes of Acting of Chemical Remedies: And The Fundamental Principles of the Arts, Trades, and Manufactures, dependent on Chemistry. Translated from the French. With plates, notes, and additions, by the translator.",Pierre Macquer,182,10,3,30,0,0,0,2,0,3,3,3,2,0,1,4,1,1,1,5,1,1,4,2,0,0,2,4,6,0,0,1,0,2,4,2,6,0,11,0,0,0,5,0,1,2,0,5,3,2,2,8,1,0,0,1,2,1,3,27,4,1771,1,2,"London : printed for T. Cadell, and P. Elmsly, in the Strand; J. Robson, in Bond-Street; and S. Bladon, in Pater-Noster-Row, M,DCC,LXXI. [1771].",London,463,male,1718,1784,FALSE,"singular metallic precipitate made by volatile alkali is that of gold previously dissolved in aqua regia. This precipitate is of a yellow colour , and is one fourth part heavier than the gold employed. (r) When heated to a certain degree, it detonates and fulminates with a mofi terrible explosion."
0342702400_000079,The first principles of chemistry. By William Nicholson.,William Nicholson,155,7,2,2,0,8,1,0,0,1,3,4,9,0,0,2,0,0,1,9,3,3,4,5,0,0,3,4,3,2,1,2,0,1,4,0,0,0,6,0,0,1,0,2,2,2,3,2,2,32,2,0,0,8,0,1,2,0,1,2,3,1796,1,1,"London : printed for G. G. and J. Robinson, Paternoster-Row, M.DCC.XCVI. [1796].",London,602,male,1753,1815,FALSE,"of crude platina, from which the ferruginous particles had been separated by a strong magnet, could not be rendered clea clear of scabrous parts, though it was repeatedly fused, SILVER . poured out, and laminated between rollers. It was then fused, and suffered to cool in the crucible, but with"
1091400605_000029,"Chemical essays. By R. Watson, D.D. F.R.S. and regius professor of divinity in the University of Cambridge. Vol. V.","Watson, Richard",188,22,2,9,1,10,0,0,0,1,7,2,1,0,3,4,7,10,1,0,0,2,0,0,8,0,2,0,0,4,5,2,1,11,0,1,3,0,1,0,2,3,0,0,0,5,1,17,3,0,5,9,1,2,1,0,0,0,5,5,9,1789,5,5,"London : printed for T. Evans, and sold by J. Evans, Paternoster-Row, MDCCLXXXIX. [1789].",London,377,male,1737,1816,TRUE,the luminousness of Lea water . Account of other opinions concerning the same subjec. Sea salt dissolved and crystallised. Decrepitation and fusion of lea salt . Sea salt analysed by diflilling it with acid of vitriol after Glauber's manner fuming spirit of salt Residuum. The residuum of the preceding process
0223400102_000042,"The economy of nature explained and illustrated on the principles of modern philosophy. By G. Gregory, D. D. Joint Evening Preacher at the Foundling Hospital, Author of Essays Historical and Moral, &c. In three volumes. With forty-six plates. ...",George Gregory,113,5,7,2,0,0,1,3,10,9,1,0,0,2,0,2,0,2,2,1,1,3,1,3,0,0,0,0,8,0,1,2,1,2,3,1,1,1,1,0,2,2,1,1,0,3,2,1,3,0,6,0,2,3,0,2,2,0,1,2,4,1796,2,3,"London : printed for J. Johnson, No 72, St. Paul's Church Yard, 1796.",London,620,male,1754,1808,FALSE,but not by iron . A' mixture of nickel with the calx of cobalt very much injures the colour which the latter communicates to glass. The following process is one of the best for separating them when the cobalt is in considerable quantity : Saturate a solution of the roasted
0865600103_000654,"Cyclopædia: or, an universal dictionary of arts and sciences. ... By E. Chambers, F.R.S. With the supplement and modern improvements, incorporated in one alphabet. By Abraham Rees, ... In four volumes. ...",Abraham Rees,129,17,0,0,0,0,2,7,3,0,1,0,2,1,0,2,3,1,2,0,3,6,4,2,0,0,2,11,3,1,1,2,0,2,2,0,3,0,1,0,0,0,3,0,1,1,0,1,0,5,7,7,1,1,1,1,3,3,4,1,5,1786,3,1,"London : printed for J. F. and C. Rivington, A. Hamilton, T. Payne and Son, W. Owen, B. White and Son [and 24 others in London], 1786-88.",London,611,male,1743,1825,FALSE,"becomes a viscid grey mucilage, in a short time half an ounce of syrup, and eight ountces of a timple water are then gradually added, and two ipoonfuls of the mixture given every morning and evenilng: but the experience of other eminent physicians has not sufficiently confirmed the superior excellence"
