PassageID,Title,Author,Total termFreq,termFreq(church),termFreq(civil),termFreq(conscienc),termFreq(equiti),termFreq(exercis),termFreq(fear),termFreq(god),termFreq(govern),termFreq(law),termFreq(mind),termFreq(opinion),termFreq(ought),termFreq(passion),termFreq(peac),termFreq(persecut),termFreq(pretenc),termFreq(pretend),termFreq(privat),termFreq(public),termFreq(reason),termFreq(religion),termFreq(soul),termFreq(state),termFreq(toler),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1165800105_000056,"The works of the Right Reverend William Warburton, Lord Bishop of Gloucester. In seven volumes. ...",William Warburton,35,11,2,1,1,0,0,1,1,0,1,0,0,0,1,3,0,1,3,0,3,3,0,1,2,1788,5,7,"London : printed by John Nichols: and sold by T. Cadell, 1788.",London,608,male,1698,1779,TRUE,"did, in firuggling to get free, advance such crude and hasty conclusions, as greatly discredited that gofpel liberty, they were then labouring to promote. Of this we have many unhappy examples in the first efforts towards Reformation. But the issue would be very different in different circumstances; in such especially"
0266800100_000068,"A vindication of the rights and privileges of the Christian church. In which are Defended The Divine Charter of its Incorporation. The Divine Institution of its Ministry. Its Authority in Ordination, Discipline and Censures. And the Consistency of all these with the Supremacy of the Civil Magistrate. In answer to a late book intitul'd The rights of the Christian Church asserted, &c. By John Turner, D. D. Vicar of Greenwich, and Chaplain to the Right Honourable the Earl of Scarbrough.","Turner, John",58,1,2,1,0,3,0,5,5,0,0,3,0,0,0,0,0,0,2,8,6,16,2,1,3,1707,1,1,"London : printed for John Wyat, at the Rose in St. Paul's Church-Yard, 1707.",London,317,male,1660,1720,FALSE,"false, or to Renounce nounce a Religion which they believe true, and Granting a Liberty of the Public Exercise of any Religion whether TRUE or false, on the other: so there is not the iame Reason for, nor the same Obligation to the one, that there is for, and to"
1387401601_000114,"The Independent reflector: or, Weekly essays on sundry important subjects.",James Parker,45,1,4,3,0,2,0,3,0,3,1,9,0,0,1,2,1,0,0,1,2,8,0,4,0,1754,1,1,"New York [New York] : printed (until tyrannically suppressed), in MDCCLII [i.e. 1754].",New York,246,male,1714,1770,FALSE,"of Religion relate to another World, and have nothing to do with the Interest of the State . The first resides in the Minds and. Consciences of Men; the latter in the outward Peace and Prosperity of the Public . It is the Business of the civil Power, to see"
0434400102_000071,"The principles of moral and political philosophy. By William Paley, D.D. ...",William Paley,37,3,4,1,0,0,1,0,3,3,0,1,4,1,3,0,0,1,1,2,0,6,0,2,1,1799,2,2,"London : printed for R. Faulder, New Bond-Street, M.DCC.XCIX. [1799].",London,442,male,1743,1805,TRUE,"situations of trust and power. But even in this example, it is not to popery that the laws objet, but to popery as the mark ofjacobitifm; an equivocal indeed and fallacious mark, but the befi, and perhaps the only one, that can be devised. But then it should be remembered,"
1081700100_000010,"A supplement to the quarto edition of Dr Mosheim's Ecclesiastical history; containing the additions and improvements inserted in the octavo edition of that work; And, among others, A Defence of the First Reformers against Mr. Hume, Some Thoughts on the Present State of the Reformed Religion, and the Influence of Improvements in Science on its Propagation, &c. And An Historical Account of the Correspondence between Archbishop Ware and the Doctors of the Sorbonne, concerning a Projected Union between the English and Gallican Churches. By Archibald Maclaine, D. D.",Johann Lorenz von Mosheim,32,4,2,1,0,1,2,0,1,2,2,1,1,1,0,0,0,1,0,4,3,4,0,1,1,1768,1,1,"London : printed for A. Millar; and sold by T. Cadell, in The Strand, MDCCLXVIII. [1768].",London,112,male,1693,1755,FALSE,"of all imputations of this nature, that it is utterly unnecessary to vindicate them on this head. If anything of this kind is to be apprehended from any quarter within the pale of the Reformation, it is from the quarter of Fanaticif n, which, by discrediting free inquiry, crying down"
0410200900_000073,"The blessings of Christian philosophy; being a treatise on the beatitudes. In a familiar dialogue between doctor and parishioner. By Arthur St. George, D.D.","St. George, Arthur           1772",57,3,7,3,0,1,0,1,8,5,0,0,3,0,0,5,0,1,0,1,1,7,0,11,0,1738,1,1,"London : printed for W. Innys and R. Manby, at the West-End of St. Paul's, MDCCXXXVIII. [1738].",London,374,unknown,,,FALSE,"no right to force the Conscience . There is such a Mixture always of civil and religious Concerns in Government , that you cannot leparare the Authorityover the one from the other, or or place it (in one and the same State ) in different supreme Governors. Therefore the King"
0568100200_000021,"Political, Miscellaneous, and Philosophical Pieces; arranged under the following heads, and distinguished by initial letters in each leaf: G.P. General politics; A.B.T. American politics before the troubles; (A.D.T.) American Politics during the Troubles; (P.P.) Provincial or Colony Politics; and (M.P.) Miscellaneous and Philosophical Pieces; Written by Benj. Franklin, LL.D. and F.R.S. Member of the Royal Academy of Sciences at Paris, of the Royal Society at Gottingen, and of the Batavian Society in Holland; President of the Philosophical Society at Philadelphia;-Late Agent in England for several of the American Colonies; and at present chosen in America as Deputy to the General Congress for the State of Pensylvania; President of the Convention of the said State, and Minister Plenipotentiary at the Court of Paris for the United States of America: Now first collected, with explanatory plates, notes and an index to the whole.",Benjamin Franklin,33,7,1,0,0,1,1,2,4,2,1,1,1,0,1,3,1,0,0,2,1,2,0,0,2,1779,1,1,"London : printed for J. Johnson, No 72, St. Paul's Church-Yard, MDCCLXXIX. [1779].",London,585,male,1706,1790,TRUE,"duel only *. Now * [' Toleration in religion , though obvious to common under * was not however the production of reason , but of com'  The advantage of toleration for promoting commerce, Lz  wa Now to determine on the juffice of this charge againil the present"
0553302100_000022,"A defence of the vindication of Mr. Meldrum's sermon against a second assault of the Examinator, in a treatise intituled, The reasonableness of a toleration, &c. set forth in the form of 4 letters: by the author of the sermon.",George Meldrum,56,11,4,2,0,0,0,0,0,3,1,10,2,0,0,3,0,1,0,0,2,4,0,3,10,1704,1,1,"Edinburgh : printed by the heirs and successors of Andrew Anderson, anno Dom., 1704.",Edinburgh,87,male,1635,1709,FALSE,"Hanged? I judge no sober man M will ( 4) will think this insolent Scoffdefereth .any Answer, but Pity and Pray.. ers. He addeth page 77 some way or other the Nation mufl be ridof that Opinion , but if the men be eonlcienticus, how could this be without being"
0640801900_000020,"An essay on the natural equality of men; on the rights that result from it, and on the duties which it imposes: to which a silver medal was adjudged by the Teylerian Society at Haarlem, April, 1792. Corrected and enlarged. By William Lawrence Brown, D.D. professor of moral philosophy, and the law of nature, and of ecclesiastical history; and Minister of the English church at Utrecht. [One line in Latin from Cicero].",William Laurence Brown,35,0,4,3,0,1,0,2,0,0,0,9,2,1,1,1,0,0,2,2,1,3,0,1,2,1793,1,1,"Philadelphia : Printed for John Ormrod, by William W. Woodward, at Franklin's Head, no. 41, Chesnut-Street, 1793.",Philadelphia,194,male,1755,1830,FALSE,"of prescribing to others in religious matters, others may, with as good a title, do the same whenever they obtain the power. TRUE religion may thus e suppressed and destroyed, without its professors having any plea for its defence which is not equally competent to the most abfilrd fuperitition. While"
0405800201_000123,"The works of Monsieur de St. Evremond, made English from the French original. With the author's life, by Mr. des Maizeaux. To which are added, the memoirs of the Dutchess of Mazarin, written in her Name by the Abbot St. Real, &c. In three volumes. ...",Charles de Saint-Évremond,37,3,1,0,0,0,2,5,1,1,2,4,2,1,0,1,1,0,1,1,0,8,2,0,1,1714,1,3,"London : printed for J. Churchill in Pater-Noster-Row, J. Darby in Bartholomew-Close, J. Round in Exchange-Alley, E. Curll and R. Gosling against St. Dunstan's Church in Fleetstreet, and T. Baker in Ludgate street, M.DCC.XIV. [1714].",London,437,male,1613,1703,TRUE,"Pleasure the Purest, and most perfct Morality in the World. Amidfr the Diverficy of Beliefs that divide Christianity, the TRUE Catholic engages me as well by my own free ele&ion, were I yet to choose, as by the habitual Impression it has long since made upon me. But this Adherence"
0432300104_000138,"The works of the late Right Honorable Henry St. John, Lord Viscount Bolingbroke. In five volumes, complete. Published by David Mallet, ...","Henry St John, 1st Viscount Bolingbroke",38,3,8,0,0,1,0,1,4,1,2,0,1,0,0,1,2,0,2,2,2,2,2,4,0,1777,4,5,"London : printed in the year, 1777.",London,630,male,1678,1751,TRUE,"same nature with that of the Ethiopian church over kings of one country. A RELIGIOUS society, by which is meaned, on this occasion, a clergy, is, or is not the creature of the slate. If the first, it follows, that this order, no more than others, which the state has"
0371200102_000051,"The history of the Church of Christ. ... . Containing the Three First Centuries. By Joseph Milner, M. A. Master of the Grammar School in Kingston upon Hull.",Joseph Milner,40,7,1,2,0,2,0,4,1,1,0,0,1,0,0,6,0,0,2,3,0,6,0,1,3,1794,2,4,"York : printed by G. Peacock, and sold by C. Dilly in the Poultry, and J. Mathews in the Strand, London; J. and J. Merrill, Cambridge; W. Tesseyman and J. Todd, York; T. Browne and R. Millson, Hull; and J. Binns, Leeds, MDCCXCIV. [1794]-1809.",York,611,male,1744,1797,FALSE,"disappointed. Her. hopes in aa.irftaat vanifhedas a dream) and the churchtriumphed in praising her God who is ever faithful to his promiis.. Real Saints would doubtless fihe thde thankfulness in a becoming manner, and .Gregory Nazianzen was partticilarlv carefdil in an oration'which he publili ed'on the occafin to exhort Christians"
0498700400_000003,Remarks on the Pretender's Declaration and Commission.,Philip Carteret Webb,44,6,0,2,1,1,0,1,0,6,0,1,0,0,0,4,0,6,1,3,2,9,0,0,1,1745,1,1,"London : printed by E. Say, in Warwick-Lane; and sold at the pamphlet-shops at the Royal-Exchange, Temple-Bar, Charing-Cross, and in the Court of Request, MDCCXLV. [1745].",London,38,male,1700,1770,FALSE,"the Church of England, as by Law elfa "" blihed. I took the Liberty to ask him, how "" such a Profession did agree with his Sincerity? "" He answered, He looked on the Laws of Queen ""Mary, as yet in full Force; for he thought "" Queen Elizabeth, who"
0396100800_000053,"An historical essay upon the government of the Church of England, from the earliest to the present times. Exhibiting the true causes of the separation from Rome, in the Reign of Henry Viii. And the Review - intended at the Revolution. With a vindication of the measures of Henry Viii. Edward VI. and Queen Elizabeth, from the calumnies of a popish writer, published in the First and Second Volumes of an History, entitled, The Church History of England, from the Year 1500, to the Year 1688, chiefly with Regard to Catholicks. Being A Compleat Account of the Divorce, Supremacy, Dissolution of Monasteries, and first Attempts for a Reformation under King Henry Viii. the unsettled State of the Resormation under Edward VI. the Interruption it met with from Queen Mary, with the last Hand put to it by Queen Elizabeth. And a preface, Containing a Summary of the false Facts and Principles advanced by the Catholic-Historian. By George Reynolds, L. L. D. Archdeacon of Lincoln.","Reynolds, George",34,3,3,1,0,2,1,1,2,4,0,1,1,0,0,0,0,0,1,2,3,4,0,2,3,1743,1,1,"London : printed for Thomas Osborne, in Gray's-Inn, MDCCXLIII. [1743].",London,279,male,1699,1769,FALSE,"their Appointment to five several Cautions; amongst which are the two following. "" i. Northeast id Munus afirmetur divini eje Prxcepti.  2 Northeast quid illis tribuatur, quod ad Claves "" Evangelicas pertineat, c."" Thirdly, These Principles were fufpeced to be repugnant to the legal Supremacy of. the Crown: And"
0462600500_000072,"Four discourses on the following subjects: viz. I. Of obedience to the supreme powers, and the Duty of Subjects in all Revolutions. II. Of the laws of nations, and the Rights of Sovereigns. III. Of the power of the magistrate, and the Rights of Mankind, in Matters of Religion. IV. Of the liberty of the press.",Matthew Tindal,37,1,3,4,0,0,0,3,5,2,0,1,0,0,2,4,3,0,0,3,0,1,0,0,5,1709,1,1,"London : [s.n.], Printed in the Year M.DCC.IX. [1709].",London,333,male,1653,1733,TRUE,"an Article of Faith, the "" natural and moult just Principle of self prefer ""vation obliges them to combine together for  their necelfary Defence. And from hence have R 2 "" risen risen all those Convulsions that have so vio .*' lently ihaken Churches and Kiingdoms. ijnji4ice of :"
0191000300_000045,"An essay on the origin, progress and establishment of national society; in which the principles of government, the Definitions of physical, moral, civil, and religious Liberty, contained in Dr. Price's Observations, &c. are fairly examined and fully refuted: together with a justification of the legislature, in reducing America to obedience by force. To which is added an appendix on the Excellent and admirable in Mr. Burke's second printed speech of the 22d of March, 1775. By J. Shebbeare, M.D.",John Shebbeare,31,2,3,1,1,2,0,0,2,4,0,0,1,0,0,5,0,0,0,1,1,5,2,0,1,1776,1,1,"London : printed for J. Bew, at No. 28, Pater-Noster-Row, MDCCLXXVI. [1776].",London,223,male,1709,1788,FALSE,"no murder,"" and to prohibit the exercise of any provincial ads, which were iontrary to the laws of this realm, the sole laws that could, constitutionally, be observed in New England. Dr. Price, according to his principles and definitions of his liberties, must, nevertheless allow, that this merciful order, being"
0119800500_000198,"Reports of cases in the County Courts of the Fifth Circuit, and in the High Court of Errors & Appeals, of the state of Pennsylvania. And charges to grand juries of those County Courts. By Alexander Addison, president of the Courts of Common Pleas of the Fifth Circuit of th state of Pennsylvania.",Pennsylvania. High Court of Errors and Appeals,62,0,1,1,0,3,1,9,4,15,0,5,0,0,1,1,1,0,2,11,1,1,0,5,0,1800,1,1,"Washington [Pa.] : Printed by John Colerick, and may be had of the booksellers in Philadelphia, 1800.",Philadelphia|Washington.,754,unknown,,,FALSE,"on men, if there qualities were not balanced by their duration and degree: if they are future and invisible, they arc eternal and immense. Many of the laws of God have been adopted as laws of the itate; and have received, in addition to the unfien fanitions of another world,"
0839000300_000008,"Thomas Crowley's dissertations on liberty of conscience, respecting The payment of tythes, and other pecuniary legal assessments. In Four Parts. Together with The Proceedings of the Society of Quakers against him thereon, And his Subsequent letters On that occasion.","Crowley, Thomas",43,4,1,4,0,3,1,10,1,4,2,0,1,0,0,1,0,0,1,0,0,6,2,1,1,1775,1,1,"London : printed for the author; also to be sold by Mess. Dilly, in the Poultry; Mess. Richardson and Urquhart, under the 'change; and Eliz. Brooke, Printer, No, 11, Little Eastcheap, near the Monument, [1775?].",London,208,unknown,1700,,FALSE,"vil< >mn, or by Force; but "" the Property of the TRUE Church Govern inent is to leave the Conscience to its full "" Liberty in tlhe Lord, to preserve it single  and entire for the Lord to exercise , and to f"" eek Unity in the Light, and"
0197200502_000023,"The principles of natural and revealed religion occasionally opened and explained; in a course of sermons preached before the Honourable Society of Lincoln's Inn. In two volumes. ... By the Rev. Mr. Warburton, ...",William Warburton,38,5,5,7,0,2,0,1,0,3,0,0,0,1,3,0,2,0,1,1,2,3,0,1,1,1753,2,2,"London : printed for J. and P. Knapton, 1753-54.",London,344,male,1698,1779,TRUE,"SERM VI of old, commonly united in the same per XI son. And the particular reasons of this l/'vj conjunction not being considered, he imagined that what was only an accidental coalition, was a perpetual union. Again, he supposed civil Society, whose sole end is the security of one certain"
0301600702_000046,State tracts: containing many necessary observations and reflections on the state of our affairs at home and abroad; with some secret memoirs. By the author of The examiner. Vol. I.,William Oldisworth,41,3,0,2,0,0,1,1,3,9,1,1,1,1,2,1,3,1,0,1,6,3,0,1,0,1715,2,2,"London : printed, and sold for the benefit of author by George Sawbridge in Little-Britain; Robert Knaplock and Henry Clements in St. Paul's Church-Yard; A. Bettesworth and John Baker, Paternoster-Row; William Mears and Jonas Browne without Temple-Bar; John Richardson at the Royal-Exchange; Will. Lewis in Russel-Street Covent-Garden; Sam. Chapman in Pall-Mall; J. Graves in St. James's-Street, 1715.",London,382,male,1680,1734,FALSE,"of Slavery. Monarchs that kept wild Libertines in awe, Yet gave the People cv'ry wholesome Law . No Base Republican durst then aspire To fct the Land with Liberty on fire; U z But ( 9i) But honest Laws then made the People free, And Law was understood juit Liberty:"
0746000100_000001,"Tracts on the liberty, spiritual and temporal, of Protestants in England. Addressed to J.N. Esq; at Aix-la-Chapelle. In two parts. By Anthony Ellys, D. D. Late Lord Bishop Of ST. David's.",Anthony Ellys,31,7,3,3,1,1,0,2,0,2,0,1,1,0,0,1,0,0,1,1,2,2,0,2,1,1767,1,1,"London : printed for J. Whiston at Boyle's Head in Fleet-Street; B. White at Horace's Head in Fleet-Street; and S. Hooper at the East Corner of the New Church in the Strand, MDCCLXVII. [1767].",London,585,male,1690,1761,FALSE,"T RAC T S ON THE L IB E R T Y, SPIRITUAL and TEMPORAL, O F PROTESTANTS IN ENGLAND. ADDRESSED TO j. N. Esq; at AIX la cha PELLE. IN TWO PART S. 3 Y A Ni T H ANY E L L Y S, D. D. LATE LORD"
0771100400_000021,"Political, Miscellaneous, and Philosophical Pieces; Arranged under the following heads, and distinguished by initial letters in each leaf: G.P. General politics; A.B.T. American politics before the troubles; (A. D. T.) American Politics during the Troubles; (P. P.) Provincial or Colony Politics; and (M. P.) Miscellaneous and Philosophical Pieces; Written by Benj. Franklin, LL.D. and F.R.S. Member of the Royal Academy of Sciences at Paris, of the Royal Society at Gottingen, and of the Batavian Society in Holland; President of the Philosophical Society at Philadelphia;-Late Agent in England for several of the American Colonies; and at present chosen in America as Deputy to the General Congress for the State of Pensylvania; President of the Convention of the said State, and Minister Plenipotentiary at the Court of Paris for the United States of America: Now first collected, with explanatory plates, notes and an index to the whole.",Benjamin Franklin,42,6,1,0,0,2,0,1,2,2,0,3,2,0,0,12,1,0,0,1,1,4,0,0,4,1779,1,1,"London : printed for J. Johnson, No 72, St. Paul's Church-Yard, MDCCLXXIX. [1779].",London,590,male,1706,1790,TRUE,"are of a persecuting intolerant spirit, for that when they had the superiority, they persecuted the church ; and frill persecute it in. ine rica, where they compel its members to pay taxes for maintaining the Preibyterian or Independent worship, and at the same time refute them a toleration in"
0399802900_000044,"Reformation principles. &c. re-exhibited. A collection; containing, I. The national covenant and solemn league and covenant, with the Acknowledgment of Sins, and Engagement to Duties, as they were renewed at Douglass, July 24, 1712, with Accommodations to the present Times-Together with a Preface, containing a Narrative of the Manner of the Action, &c. II. Plain reasons for Presbyterians dissenting from the revolution-church in Scotland. As also, Their Principles concerning Civil Government, and the Difference betwixt the Reformation and Revolution Principles. Now corrected and enlarged.",,41,2,1,0,2,3,0,8,2,4,0,0,1,0,1,1,1,0,0,0,1,12,0,1,1,1787,1,1,"Glasgow : printed by David Niven, for Robert Farie, Bookseller, Saltmarket, 1787.",Glasgow,459,unknown,,,FALSE,"power? do that which is good and thoa shalt have praise of the same. For he is the minister of God to thee for good: for if thou do that which isevil, be afraid; for he bearethl not the sword in C vain: for he is the minister of God"
0247600900_000005,"The advantages of government, and the duty of preserving it. A sermon preach'd at the assizes held at Kingston upon Thames, March 22. 1715. Before the Right Honourable Thomas Ld Parker, Lord Chief-Justice of the King's-Bench; And Mr. Justice Tracy. By J. Leng, D. D. Rector of Bedington.",John Leng,43,3,1,2,0,0,1,3,3,7,2,0,3,0,2,0,1,1,3,6,2,2,0,1,0,1716,1,1,"London : printed for R. Knaplock, at the Bishop's-Head in St. Paul's Church-Yard, MDCCXVI. [1716].",London,26,male,1665,1727,FALSE,"do well. Many Disputes have been raised about the limits of Submission, or whether it ought to be without all Limits. And because all positive Laws (which in Reason and Decency suppose a fettled Adminifiration of Law ) forbid Resistance 5 some have run the Cafe to that Extremity, as"
0555700100_000020,Miscellanies in prose and verse.,Jonathan Swift,33,3,1,4,0,0,1,0,3,0,0,0,0,1,3,2,0,1,0,2,3,3,0,3,3,1711,1,1,"London : printed for John Morphew, near Stationers Hall, MDCCXI. [1711].",London,421,male,1667,1745,TRUE,"which is the same thing, if they will only grant, it were better for the Peace of the State , that there (hold be none. But while the Clergy confiders the natural Temper of Mankind in general, or of our own Country in particular, what Assurances can they have, that"
0969100800_000081,"The independent Whig: or, a defence of primitive Christianity, and of our ecclesiastical establishment, against the extravagant claims and encroachments of fanatical and disaffected clergymen.",,48,3,2,1,0,0,3,3,1,0,1,0,1,0,1,3,0,3,1,1,0,22,0,1,1,1728,1,1,"London : printed by W. Wilkins, for J. Peele, at Locke's Head in Pater-Noster-Row, MDCCXXVIII. [1728].",London,505,unknown,,,FALSE,"them to be Spiritual Guides of the People. It was ever sufficient . t, toto to pretend to reach Religion , to make anything to be received as Religion . The Egyptians worjhip'd Dogs, and for That Faith made internecine War. Others adored a Rat, and some For that Church"
0805600104_000277,"The history of the Reformation and other ecclesiastical transactions in and about the Low-Countries, from the beginning of the eighth century, down to the famous synod of Dort, inclusive. In which all the Revolutions that happen'd in Church and State, on Account of the Divisions between The Protestants and Papists, The Arminians and Calvinists, Are fairly and fully represented By the Reverend and Learned Mr. Gerard Brandt, late Professor of Divinity, and Minister to the Protestant Remonstrants at Amsterdam. Faithfully translated from the original Low-Dutch. ...",Gerard Brandt,33,2,0,2,0,5,0,2,4,2,1,0,1,0,2,1,0,0,1,1,0,5,1,2,1,1723,4,4,"London : printed by T. Wood, for Timothy Childe, at the White Hart at the West End of St. Paul's Church-Yard, MDCCXX. [1720].",London,592,male,1626,1685,FALSE,"and carry his complaints to the newly instituted, Superintendants or Bifhlops, who, according to the direcions given them, may · either redress those matters, or report them where it is proper. The authority and censures exercised upon transgressors of the Ecclcfi; iftical Laws , which have hitherto been usurped by"
0032001100_000013,"A letter concerning toleration. By John Locke, Esq.",John Locke,54,4,5,0,1,0,0,5,4,16,0,0,3,0,2,0,1,1,0,1,3,6,1,0,1,1788,1,1,"York : printed by Wilson, Spence, and Mawman; for T. Wilson and R. Spence, High-Ousegate, Anno 1788.",York,199,male,1632,1704,TRUE,"are granted; and they all join together, and grow up into one body of people. The Christian religion , by this means, takes root in that country, and spreads itself, but does not* suddenly grow the firongeft. While things are in this condition, peace , friendship, faith, and equal justice,"
0644400802_000063,A series of discourses by Samuel Bourn. In four volumes. ...,Samuel Bourn,31,1,0,5,2,0,0,2,0,0,3,3,1,1,3,2,0,1,1,0,1,4,0,1,0,1768,2,4,"London : printed for T. Becket and P. A. De Hondt, 1768.",London,415,male,1714,1796,FALSE,"parties and and compqofingdifferences, he will make ife of the very same arguments which : the Apofile useth: viz. "" That every man hath "" an equal, right to: think and judge for  himself: that all christians are upon a <' level in matters of faith. and religion !;"
0262100800_000073,"The blessings of Christian philosophy; being a treatise on the beatitudes. In a familiar dialogue between doctor and parishioner. By Arthur St. George, D.D.","St. George, Arthur           1772",56,4,6,2,0,1,0,1,7,6,0,0,3,0,0,7,0,1,0,1,1,7,0,9,0,1737,1,1,"Dublin : printed by S. Powell, and sold by George Risk, at Shakespear's Head in Dame's-Street, MDCCXXXVII. [1737].",Dublin,374,unknown,,,FALSE,"you cannot separate the Authority over the one from the other, or or place it (in one and the same State ) in different supreme Governors. Therefore the King by our Laws is called Persona mixta, one that is bi: h in a religious and civil Capacity, qua!ificd to execute"
0448400300_000002,"The dissenters sayings. Two parts in one, Published in their own words. I. Of Toleration, II. The fruits of it. III. The Dissenters harmony among themselves. IV. Their behaviour to the Clergy. V. Their behaviour to the Civil Government. VI. Their rigour to the Episcopal Party. Vii. The Authority of the Kirk. Viii. Their Ecclesiastical Discipline. IX. Tumults encourag'd by these Peaceable Ministers. X. The Rebellion justify'd. XI. Reformation by Blood. XII. The Murther of the King encourag'd. XIII. The King's Murder justify'd. Written by Sir Roger L'Estrange, Deceas'd. To which is added, The Geneva ballad, to the tune of 48.","L'Estrange, Roger, Sir",43,8,4,4,0,0,0,1,0,0,1,0,0,0,3,2,1,0,1,0,1,5,1,1,10,1705,1,1,"London : printed for Charles Brome at the Gun at the West-End of St. Paul's Church, [1685] [i.e.1705].",London,66,male,1616,1704,FALSE,"his own Conscience ; and to be oi what Religion his own Conscience shall Ditate: Do so, and see (Fathers and Brethren) how long your Civil Peace will secure you, when Religion is deflroy'd; how long it will be ever your Civil Peace be turned intoa civil -war! Forno doubt,"
0821500102_000201,An account of the life and writings of John Locke Esq;,Jean Leclerc,46,6,5,2,0,0,0,2,3,2,0,1,1,0,1,0,2,0,0,1,1,7,0,2,10,1714,2,2,"London : printed for J. Clarke, and E. Curll, 1714.",London,678,male,1657,1736,FALSE,"the Eye and Hand of the Magifirate, and. awaken all the care of the Commonwealth: to a.watchfulnefs against the spreading of so dangerous an Evil. But nevertheless, we find, thpfe thlat say thefaie things, in other words. What elfc do they tneat!, who teach that; Faith is not to be"
1564900500_000020,Analysis of Paley's principles of moral and political philosophy. By C. V. Le Grice.,"Le Grice, C. V. (Charles Valentine)",52,3,6,3,0,1,0,5,1,6,0,2,1,0,1,1,0,0,0,2,2,16,0,0,2,1796,1,1,"Cambridge : Printed by Benjamin Flower, for W.H. Lunn, and J. Deighton: and sold by J. March, Norwich; J. Abel, Northampton; C.G. and J. Robinsons, and T. Conder, London, MDCCXCVI. [1796].",Cambridge,95,male,1773,1858,FALSE,"to prevent discordancy of opinions betwneen the teacher and congregation. If the appointment be in the hands of the separate pa riibes, there would be endleis disputes among the different f~e~s about the choice of the minis eris it be in the slate, a national religion commences im snediately. KC"
1162101300_000004,"A sermon preached before the House of Lords, in the Abbey-Church of Westminster, on Wednesday, January 30th, 1744. Being the Day appointed to be observed as the Day of the Martyrdom of King Charles I. By John Lord Bishop of Lincoln.",John Thomas,38,0,0,1,1,1,2,2,5,3,1,0,0,4,0,1,0,0,2,3,3,6,0,3,0,1745,1,1,"London : printed by J. Oliver, in Bartholomew-Close; and sold by E. Nutt, and E. Cook, at the Royal Exchange; M. Cooper, in Pater Noster-Row; A. Dodd, near Temple Bar; C. King, J. Stagg, and J. Fox, in Westminster Hall; R. Amey, in the Court of Requests; R. Dodesly, in Pall-Mall; and H. Chapelle, in Grosvenor street, 1745.",London,23,male,1691,1766,FALSE,"last Result of them. And here we cannot but adore the Goodness of GOD , for making that, which constitutes our present Liberty and Happiness, the Foundation of our future Happiness; He has promised us the Enjoyment of himself in Heaven, for only a few Years serving of Him; and"
0256900500_000014,"The holy Scriptures the only rule of faith, and religious liberty asserted and maintained in sundry letters to the kirk-session of Montrose, with Extracts in Defence thereof from the Writings of Eminent and Rational Christians, Laymen as well as Divines. As also Selected Passages from the Holy Scriptures, Both with Regard to Doctrine and Practice.","Christie, Alexander           1794",36,6,1,3,0,3,0,4,1,5,1,0,0,0,1,2,0,0,1,2,0,2,0,2,2,1790,1,1,"Montrose : printed by David Buchanan, MDCCXC. [1790].",Montrose,553,unknown,,,FALSE,"the truth of it. But the worst of it is, that CC theyarenot all of oue mind , if you be Orthodox to some, "" you are Hctercdox to others.. He that fides with a C party is adjudged to Hell by the rest; and if he declares C for"
0358600600_000039,"Sermons on various subjects. By John Dupré, M. A. Fellow of Exeter College, Oxford.","Dupré, John",32,2,3,2,0,0,0,5,2,2,0,2,0,0,1,1,0,1,1,1,2,4,1,1,1,1783,1,1,"London : printed for T. Cadell, in the Strand, M.DCC.LXXXIII. [1783].",London,256,male,1752,1834,FALSE,"wonton insolence of the rich. The noble, however splendid his birth, or large his possessions, is not allowed to violate with impunity the rights of the lowest individual. The laws undazzled by the glare of pomp, will vindicate the injured cause, and punish the proud oppressor. Hence every man may"
0113203700_000022,Bishop Hoadly's refutation of Bishop Sherlock's arguments against a repeal of the Test and Corporation Acts: wherein the justice and reasonableness of such a repeal are clearly evinced.,Benjamin Hoadly,29,1,1,1,0,1,0,0,2,0,0,2,1,0,0,1,0,0,1,2,1,8,0,4,3,1787,1,1,"London : printed for Charles Dilly, in the Poultry, MDCCLXXXVII. [1787].",London,82,male,1676,1761,FALSE,"the state itself, it is a hardship put upon the  government , and no one single good can pof  sibly be obtained to the irate by it. The con'  therefore, of such a test has much  evil, and no good. It is a real damage to"
1041500301_000021,Miscellanies. The First Volume.,Jonathan Swift,32,1,1,2,0,0,0,2,2,2,0,1,1,0,2,0,1,2,1,1,1,7,0,3,2,1736,1,1,"London : printed for Benjamin Motte, and Charles Bathurst, at the Middle-Temple Gate, Fleetstreet, MDCCXXXVI. [1736].",London,290,male,1667,1745,TRUE,"in poi; icks and Religion , under: rmine rhr' F'!: lndarions of ail Picy and Virtue. A s he d cs nor reckon every Srchi/ of that tlamnrl.! 1.: i N ure which fcime would represent, i, he is vciv t: lr fi-om closing with the new Opinion ul thoif"
