PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(acr),termFreq(appear),termFreq(belong),termFreq(brought),termFreq(cafe),termFreq(charg),termFreq(church),termFreq(common),termFreq(counti),termFreq(court),termFreq(daughter),termFreq(debt),termFreq(deed),termFreq(devis),termFreq(enter),termFreq(estat),termFreq(execut),termFreq(executor),termFreq(father),termFreq(field),termFreq(gave),termFreq(gener),termFreq(god),termFreq(grant),termFreq(ground),termFreq(hall),termFreq(hand),termFreq(heir),termFreq(held),termFreq(hold),termFreq(hous),termFreq(king),termFreq(laid),termFreq(land),termFreq(law),termFreq(life),termFreq(manor),termFreq(monei),termFreq(paid),termFreq(pass),termFreq(peopl),termFreq(person),termFreq(purchas),termFreq(rent),termFreq(sea),termFreq(sever),termFreq(statut),termFreq(taken),termFreq(tax),termFreq(tenant),termFreq(tenement),termFreq(term),termFreq(town),termFreq(valu),termFreq(water),termFreq(wife),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0409200102_000412,"Precedents in conveyancing, settled and approved by Gilbert Horseman, Late of Lincoln's Inn, Esq; and other eminent counsel. In two volumes, with proper tables. ...","Horseman, Gilbert",93,2,2,0,1,0,2,3,0,4,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,6,2,1,0,0,0,9,1,0,13,0,0,0,0,0,0,4,0,8,1,1,0,3,8,2,0,0,0,5,0,1768,2,2,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's Most Excellent Majesty; for J. Worrall; A. Millar; H. Woodfall; W. Strahan; J. Rivington; R. Baldwin; W. Owen; Hawes, Clarks, and Collins; W. Johnston; S. Crowder; J. Dodsley; B. Law; P. Uriel; T. Lowndes; W. Richardson; and A. Shuckburgh. M.DCC.LXVIII. [1768].",London,599,male,,,FALSE,"to or out of the said Manors , Messuages, Farms, Lands , Tenements , Rents , Hereditaments and Premises, and every Habcidum to or any Part or Parcel thereof; To have and to hold the said Manors , Messuages, thel antee Farms, Lands , Tenements , Rents , Hereditaments, and"
0231400700_000090,"The new compleat conveyancer: or, attorney's director. Containing the best precedents of assignments, bargains and sales, ... By the late Giles Jacob, Gent. Author of The new law dictionary.",Giles Jacob,74,1,3,1,1,0,1,0,0,3,0,1,0,0,3,1,1,3,1,2,0,0,0,0,0,10,0,0,1,8,1,0,1,0,1,10,3,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,5,1,0,0,0,4,0,1744,1,1,"[London] : In the Savoy: printed by Henry Lintot, (Assignee of Edw. Sayer, Esq;) and sold by Jacob Robinson, 1744.",London,561,male,1686,1744,FALSE,"bars his Heir "" in Tail, it does not bar those in Remainder or Reversion, like to a rec. v'er, which cuts off all. 2 Lev. 209 Yet a common Recovery bars only where there is Privity in Law ; for Strangers are not barred by it and non claim,"
0173200300_000505,"A new law-dictionary: containing the interpretation and definition of words and terms used in the law; as also the law and practice, Under The Proper Heads and Titles: together with such learning as explains the history and antiquity of the law; our Manners, Customs, and Original Government. Collected and Abstracted from All Dictionaries, Abridgments, Institutes, Commentaries, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. Adapted to the Use of Barristers, Students and Practisers of the Law, Members of Parliament, Justices of Peace, Clergymen, and other Gentlemen, &c. The tenth edition. With great additions and improvements, from the latest Reports and Statutes to this Time. Also many New Titles, not in any other Work of the Kind. Originally compiled by Giles Jacob. Now corrected and greatly enlarged by Owen Ruffhead and J. Morgan, Esquires.",Giles Jacob,88,1,0,0,1,1,2,0,0,0,0,0,1,0,4,3,1,10,0,1,3,0,1,1,0,3,0,1,0,11,2,1,0,0,0,8,5,4,0,1,1,1,0,7,0,0,0,0,1,1,0,2,1,1,0,1,0,3,3,1773,1,1,"Dublin : printed for James Williams, at No. 5. in Skinner-Row, M,DCC,LXXIII. [1773].",Dublin,975,male,1686,1744,FALSE,"to prove whether the ejoin is TRUE or not. ESSOINS AND PROFFERS. Words used in the statute 38 H. 8 C 21: See Proser. ESTABLISHMENT OF DOWER, Is the affurancc or settlement of dower, made to the wife by the husband, on marriage: And affigt;; cnt of dower, signifies the"
0120200106_000065,An abridgment of the modern determinations in the courts of law and equity: being a supplement to Viner's Abridgment. By several gentlemen in the respective branches of the law. ...,"Watson, James Edmund",72,1,1,2,0,0,1,0,0,0,0,2,3,1,2,2,1,6,2,0,4,0,0,0,0,1,1,0,0,0,0,0,1,0,1,3,1,1,0,1,3,0,0,4,9,0,0,1,1,1,1,0,4,2,0,2,0,6,0,1806,6,6,"London : printed by A. Strahan, for G. G. & J. Robinson, T. Payne, E. & R. Brooke & J. Rider, J. Butterworth, and L. White, Dublin, 1799-1806.",London,481,unknown,,,FALSE,"Rex V Ingleton, Burr. Southeast. Caf 560 29 The pauper contrasts for the purchase of a copyhold estate for 39/., which was mortgaged to another person for 32/. He paid 71., and was admitted to the estate subject to the mortgage; he never paid it off, but, after continuing four"
0503500100_000909,"A new law-dictionary: containing the interpretation and definition of words and terms used in the law; and also the whole law and the practice thereof, Under all the Heads and Titles of the same. Together with Such Informations relating thereto, as Explain the History and Antiquity of the Law, and our Manners, Customs, and Original Government. Collected and Abstracted from All Dictionaries, Abridgments, Institutes, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. And fitted for the Use of Barristers, Students, and Practisers of the Law, Members of Parliament, and other Gentlemen, Justices of Peace, Clergymen, &c. The seventh edition. The Law-Proceedings being done into English, with Great Additions and Improvements, to this Time. To which is annexed, A Table of References to all the Arguments and Resolutions of the Lord Chief Justice Holt; In the several Volumes of the Reports. By Giles Jacob, gent.",Giles Jacob,126,1,0,0,0,0,1,2,0,3,0,0,2,0,2,3,1,9,1,0,1,0,0,1,0,0,2,1,0,16,3,3,1,0,1,20,9,1,0,4,0,0,0,7,21,2,0,1,1,1,0,0,1,1,0,1,0,0,2,1756,1,1,"[London] : In the Savoy: printed by Henry Lintot, Law-Printer to the King's most Excellent Majesty; for R. Ware, T. Osborn, H. Lintot, C. Hitch and L. Hawes, J. Hodges, A. Millar, John Rivington, H. S. Cox, James Rivington and J. Fletcher, J. Ward, R. Baldwin, W. Johnston, M. and T. Longman, C. Corbett, P. Davey and B. Law, T. Casson, and M. Cooper, MDCCLVI. [1756].",London,844,male,1686,1744,FALSE,"Imprisonment, Fine, Amercement, c. Pur auter bie, Is where Lands , care held for another's Life . See Occupant. lurtcbale, (/couifitum, Perfuiftum, Purchbafium) Signifies the Buying or Acquisition of Lands , or Tenements with Money , or by Deed or Agreement; and not obtaining it by Descent, or hereditary Right:"
0598200103_000180,"A new abridgment of the law. By Matthew Bacon, of the Middle Temple, Esq; The fourth edition, corrected; with many additional notes and References of and to Modern Determinations. ...",Matthew Bacon,99,0,0,0,0,1,2,0,1,3,0,2,3,1,1,1,1,4,2,1,2,0,0,0,0,1,0,4,0,7,2,2,1,1,1,7,2,4,0,0,0,0,0,4,5,0,0,2,1,0,0,10,0,0,0,0,0,20,0,1778,3,5,"London : printed by W. Strahan and M. Woodfall, Law-Printers to his Majesty: for C. Bathurst W. Strahan, J. F. and C. Rivington, P. Uriel, W. Owen, B. Law, B. White, T. Caslon, T. Longman, W. Stuart, W. Flexney, T. Payne, T. Cadell, G. Robinson, W. Cater, W. Fox, J. White, J. Johnson, E. Brooke, and T. Whieldon and Co. MDCCLXXVIII. [1778].",London,932,male,,,FALSE,"Parsons, and their Successors, they are Tenants in common at Sand. 3 9 first, and have no joint eilate for Life ; for they take in their politic Capacities in Right of their Churches or Houses ; so if Land be given to the King and a Subject, and their"
0836700102_000163,"A new and complete law-dictionary, or, general abridgment of the law: on a more extensive plan than any law-dictionary hitherto published. ... By T. Cunningham, ... In two volumes.",Timothy Cunningham,76,0,0,1,0,0,1,2,0,3,0,3,4,5,6,2,0,5,5,1,2,0,0,0,0,3,0,2,0,4,0,0,0,0,0,7,3,0,0,1,0,1,0,2,1,2,0,0,1,1,0,1,4,0,0,0,0,3,0,1783,2,2,"London : printed for J. F. and C. Rivington, T. Longman, S. Crowder, G. Robinson, W. Flexney, R. Baldwin, and W. Fox, 1783.",London,913,male,,1789,FALSE,"proposed were an absolute deed from the mortgagor, and a deed of defeasance fi-om the mortgagee; and aliter the mortgagee had got the deed of conveyance, he rofuifed to execute the defeasance; mand it was decreed against him on the point of fraud. l.r. Eq. 2o. If a son and"
0068600118_000421,"A general abridgment of law and equity, alphabetically digested under proper titles; with notes and references to the whole. By Charles Viner, Esq. Founder of the Vinerian Lecture in the University of Oxford. ...",Charles Viner,96,2,1,0,0,0,2,8,0,2,0,5,0,2,1,3,1,2,0,5,0,0,0,1,0,6,0,0,1,2,2,4,0,0,0,5,5,7,0,0,0,0,0,1,1,17,0,0,4,0,0,2,0,1,0,0,0,2,1,1793,18,24,"London : printed for G. G. J. and J. Robinson, T. Payne, E. and R. Brooke, T. Whieldon and J. Butterworth; and L. White, Dublin, M.DCC.XCI. [1791]-95.",London,733,male,1678,1756,FALSE,"in fee on an estate for life devifd la rent of 41 per annum to . s.for ife. J. S. made his executors and died the executors dif/rained, and avowed for that rent : he ought to aver that the land remains in the seisin of the tenant that ought"
0571300200_000088,"Every man his own lawyer: or, a summary of the laws of England in a new and instructive method, under the following heads, viz. I. Of Actions and Remedies, Writs, Process, Arrests, and Bail. II. Of Courts, Attornies and Solicitors therein, Juries, Witnesses, Trials, Executions, &c. III. Of Estates and Property in Lands and Goods, and how acquired, Ancestors, Heirs, Executors and Administrators. IV. Of the Laws relating to Marriage, Bastardy, Infants, Ideots, Lunaticks. V. Of the Liberty of the Subject, Magna Charta, the Habeas Corpus Act, and other Statutes. VI. Of the King and his Prerogative, the Queen, Peers, Judges, Sheriffs, Coroners, Justices of Peace, Constables, &c. Vii. Of Publick Offences, Treason, Murder, Felony, Burglary, Robbery, Rape, Sodomy, Forgery, Perjury, &c. And their Punishment. All of them so plainly treated of, that all Manner of Persons may be particularly acquainted with our Laws and Statutes, concerning Civil and Criminal Affairs, and know how to defend Themselves and their Estates and Fortunes; In all Cases whatsoever.",Giles Jacob,83,4,2,0,0,0,0,0,0,0,0,9,1,0,0,0,0,10,0,1,0,0,0,0,1,2,0,1,1,1,1,3,0,1,0,5,2,4,9,0,2,0,0,1,2,4,0,1,1,0,0,2,4,3,0,0,0,5,0,1736,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for J. Hazard against Stationers-Hall, S. Birt in Ave-Mary Lane, and C. Corbett against St. Dunstan's Church in Fleet-Street, MDCCXXXVI. [1736].",London,496,male,1686,1744,FALSE,"annexed to it, and in others only those Lives that are Purchasers . As this Tenure during Widowhood atifes out of the Husband's Estate ; therefore his Admittance is the Admittance of her : And fle who hath a Widow's Estate by the Custom of the Manor , on the"
0173400200_000089,"New precedents in conveyancing: containing great variety of curious draughts, many of them on Special Occasions, drawn or settled by Mr Piggot [sic], Northey, Webb, and other fminent [sic] hands; and now publish'd from original manuscripts. With a compleat table to the whole.",Nathaniel Pigott,80,0,0,0,8,0,0,0,1,0,1,0,0,1,1,0,0,4,0,1,0,0,0,1,0,4,1,1,2,4,1,0,3,0,3,11,2,0,5,3,2,0,0,2,1,3,0,3,1,1,0,0,6,0,1,0,1,0,1,1742,1,1,"[London] : In the Savoy: printed by Henry Lintot, (assignee of Edward Sayer, Esq;) for John Worrall, at the Dove in Bell Yard, near Lincoln's-Inn, M.DCC.XLII. [1742].",London,607,male,1661,1737,FALSE,"sixth Part, Witnesseth, that for and in Consideration of the Sum of i IO 1 of lawful Money of England, to the laid J. A. and of the Sum of L o i. of like Money , to the said S. M. (by the Direcion, and for the proper Debt"
0836800102_000666,"A new and complete law-dictionary, or general abridgment of the law, on a more extensive plan than any law-dictionary hitherto published: ... By T. Cunningham, Esq; The second edition, corrected. In two volumes. ...",Timothy Cunningham,104,0,0,0,0,0,1,2,0,0,0,1,1,1,1,1,0,5,1,8,0,0,0,0,0,2,0,7,4,14,2,2,0,0,2,7,3,1,0,4,1,0,0,14,3,0,0,0,5,0,0,0,7,3,0,0,0,1,0,1771,2,2,"London : printed by his Majesty's law printers, for W. Flexney; G. Kearsly; J. and F. Rivington; T. Longman and Robinson and Roberts, 1771.",London,871,male,,1789,FALSE,"Chan. not give notice to the said mortgagee or mortgagees, of the Ca. 84 i Vern. 36 I Chan. Ca. 271 said judgement or judgments, statute or statutes , recog So if the mortgagor conveys away the equity of re nizance or recognizances, in writing under his, her, or demption,"
1357500102_000034,"Reports of cases argued and adjudged in the Courts of King's Bench, Common Pleas, and Exchequer. To which are added, some special cases in the Court of Chancery; and before the delegates. By the Right Hon. Sir John Comyns, Knt. late Lord Chief Baron of His Majesty's Court of Exchequer. With tables of the cases, and of the principal matters. The second edition, corrected; with marginal notes and references to former and later reports, and other books of authority; by Samuel Rose, of Lincoln's-Inn, Esq. In two volumes.","Comyns, John, Sir",68,1,0,0,2,0,1,2,0,0,1,2,1,3,0,7,1,5,0,3,0,0,0,0,0,4,0,0,2,1,0,0,1,0,0,4,0,2,6,0,2,0,0,3,1,4,0,1,0,0,1,1,1,0,0,0,0,5,0,1792,2,2,"London : printed by A. Strahan and W. Woodfall, law-printers to the King's Most Excellent Majesty, for Whieldon and Butterworth, in Fleet-Street, 1792.",London,403,male,,,FALSE,"of the priory to the d~eani and Chapter; so that these poff'efirons not being surrendered to the Crown, nor vefied in the Crown by any aq of parliament, there could not be any exemption from tithes; for unity of possession cannot he an exemption longer than the unity continues, and"
0231600100_000197,"Precedents in Chancery: being cases argued and adjudged in the High Court of Chancery, In the Reigns of King William the Third, Queen Anne, and the first Eight Years of King George the First, viz. from 1689 to 1722. By a late careful and judicious hand.",Great Britain. Court of Chancery,109,3,0,0,3,0,0,1,0,0,0,1,3,2,0,20,0,4,0,3,0,0,1,2,0,0,1,0,0,11,2,0,7,0,0,4,4,6,0,1,2,2,0,6,1,2,0,0,3,1,0,0,0,4,0,0,0,7,2,1750,1,1,"[London] : In the Savoy: printed by Henry Lintot, Law-Printer to the King's most Excellent Majesty; and sold by J. Worrall, at the Dove in Bell-Yard, near Lincoln's Inn, MDCCL. [1750].",London,635,unknown,,,FALSE,"to his four Daughters equally, yet held , that the Eldest should have Iocol. more than any of the rest Page 5 f. devised a Term for Years to his Wife for Life , and after her Death, to the Child ihe was then enfient with; but if such Child"
0996400103_000806,"A compleat body of conveyancing, in theory and practice. In three volumes. ... . Contains the theory; wherein the various Ways and Methods of Acquiring, Forfeiting, Conveying, Limiting and Settling all Kinds of Estates, as well Real as Personal; and also the Nature, different Forms, Parts, Operations and Effects of all Kinds of Deeds and Common Assurances, Fines and Recoveries, are fully treated of. Volumes II. III. Contain the practice: Or Precedents of Feoffments, Grants, Bargains and Sale, Leases, Releases, Declarations and Limitations of Uses and Trusts, Marriage Settlements, and Private Acts of Parliament, (made for Settling the most considerable Estates in Great Britain and Ireland;) Mortgages, Leases, Assignments, Deeds of Charter-Party and Copartnership, Bills, Bonds, Releases, Letters of Attorney, &c. Deeds for securing Annuities, &c. and of Bank, East India, South-Sea Stocks, and other publick Funds; and in general all Deeds and Instruments any Ways requisite in Mercantile, Maritime and Plantation Affairs. With Observations and Opinions of the most Eminent Conveyancers. Selected from many Thousand Manuscript Precedents. The Whole digested in a Method intirely new, avoiding all Repetitions, and containing a greater Variety of Useful Precedents than all other Books upon the same Subject now extant. By Edward Wood, Gent deceased. The third edition, greatly improved in the Theory by the Addition of References to the latest Books of Authority; and in the Practical Part, by the Favour of a large Number of Original Manuscript Precedents. By able hands. ...","Wood, Edward, conveyancer",100,0,0,0,3,0,0,3,0,3,0,0,0,1,0,6,1,6,0,6,0,0,0,0,0,0,0,5,0,4,0,0,1,0,5,7,0,3,4,1,2,0,0,9,0,2,0,8,0,0,0,4,5,5,0,0,0,6,0,1770,3,3,"London : printed by his Majesty's law-printers. For J. Worrall and Co. L. Hawes and Co. J. Beecroft, W. Strahan, J. Rivington, R. Baldwin, P. Uriel, W. Johnston, T. Caslon, S. Crowder, T. Longman, Z. Stuart, W. Flexney, Robinson and Roberts, T. Lowndes, J. Knox, R. Withy, G. Pearch, MDCCLXX. [1770].",London,881,male,,,FALSE,"Bar of Doweer, Remainder to his Children as Tenants in Common , Remainder to his sfterjor Life , and Ler Children as Tenants in Commsnon, 4' ] e, i I will, order and direct, that all such Debts as I fiall jully owe at my Decease, together with my Funeral"
0679000102_000127,"A treatise on the law of mortgages. The fourth edition, revised, corrected, and greatly enlarged; together with an appendix of precedents. By John Joseph Powell, ... In two volumes. ...",John Powell,79,0,0,0,1,0,0,3,0,5,1,4,0,1,0,0,0,1,0,5,0,0,0,0,0,7,4,1,1,7,1,1,0,0,0,3,4,0,9,2,1,0,0,0,0,4,0,0,1,1,3,0,3,2,0,0,2,1,0,1799,2,2,"London : printed for J. Butterworth, 1799.",London,682,male,1755,1801,FALSE,"sum certain, determined that it did survive to the wife ; whereupon it was ordered, that proceedings flould stay in the cross cause, until the defendant in the original cause should pay the 51 costs for overruling his plea. APPENDIX. ""i53 APPENDIX of P R E C E D E"
0638300103_000042,"A compleat body of conveyancing, in theory and practice. In two parts. ... Collected by Edward Wood, gent. deceased. The whole digested in a method intirely new, ... by John Salthouse, ...","Wood, Edward, conveyancer",79,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,2,7,0,0,0,1,0,5,0,0,2,7,0,1,0,0,2,2,2,0,4,3,2,0,0,4,2,6,0,9,0,0,0,2,4,3,0,2,0,0,0,1749,3,3,"[London] : In the Savoy: printed by Henry Lintot, for J. Worrall, 1749.",London,660,male,,,FALSE,"by the said recited Indenture of Release granted and released, or mentioned or intended to be thereby granted and released, and every Part and Parcel thereof, with their and every of their Appurtenances, and all his and their Interest therein, unto the said E. 0 his Heirs and Assigns for"
0638100101_000100,"A compleat body of conveyancing, in theory and practice. In two parts. ... Collected by Edward Wood, gent. deceased. The whole digested in a method intirely new, ... by John Salthouse, ...","Wood, Edward, conveyancer",90,2,0,1,1,0,0,0,0,0,0,4,0,10,2,0,1,2,0,0,0,0,0,1,0,2,0,1,0,2,3,0,0,1,0,12,1,1,5,2,1,0,0,12,2,2,1,0,5,0,0,1,7,0,0,2,0,3,0,1749,1,3,"[London] : In the Savoy: printed by Henry Lintot, for J. Worrall, 1749.",London,946,male,,,FALSE,"Stat. 9 Ann. C 2 f3 3 G. I. C 9 Members of the soo!tb sea Company shall not be liable to the Statutes of Bankrupts. By Stat. 5 Geo. 2 C 30 No Farmer, Grafter, or Drover of Cattle, or Reccijver General of. axes granted by Parliament, shall be"
0598400101_000075,"Reports of cases argued and determined in the High Court of Chancery, and of some special cases adjudged in the Court of King's Bench: collected by William Peere Williams, ... In two volumes. ...",William Peere Williams,87,0,0,0,0,1,4,4,0,1,0,3,0,1,3,8,1,5,0,2,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,10,1,3,3,1,1,1,0,0,1,6,0,0,16,1,0,3,0,1,0,0,0,1,1,1746,1,3,"[London] : In the Savoy: printed for Henry Lintot (assignee of Edw. Sayer, Esq;) for T. Osborne, 1746.",London,883,male,1664,1736,FALSE,"Part of the Bill, which Lands are settled on prayed to charge the Remainder only, with this 2oo 1 I. for Life , Portion, the Court held , that the Power, and the Remainder tofuchwo Charge made pursuant thereto, did assec the Wife's alld aser Estate for Life , as"
0173900103_000051,"Reports of cases argued and adjudged in the courts of King's Bench and Common Pleas, in the reigns of The late King William, Queen Anne, King George the First, King George the Second. Taken and collected by the Right Honourable Robert Lord Raymond, late Lord Chief Justice of the Court of King's Bench. In three volumes. ... The second edition, corrected; with many additional references to former and later Reports. To which is now first added one volume of entries or Pleadings in many of the Cases in the same Reports, and referring thereunto for the Illustration and better Understanding thereof, Collected and Translated into English, by George Wilson, Esq; Serjeant at Law.","Robert Raymond, 1st Baron Raymond",78,1,4,0,1,0,0,0,0,1,2,0,2,1,0,5,3,1,0,5,1,3,0,0,2,1,0,0,0,1,0,1,2,1,1,8,4,2,0,2,3,0,0,0,0,1,0,3,0,2,0,0,12,1,0,0,0,0,1,1765,3,3,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's most Excellent Majesty; for T. Osborne in Gray's-Inn, MDCCLXV. [1765].",London,566,male,1673,1733,FALSE,"to settle Things in order for the leaving the World, I having lived in the Enjjoyment'thereof till a very considerable Age, do make this my last Will and Tcltament in Manner following, revolking by theef Presents all and every other Tcfiamcnt or Teflaments, Will and Wills heretofore by me made,"
0231300103_000329,"The complete conveyancer; or, the theory and practice of conveyancing in all its branches. The Practical Part. Consisting Of AtPrecedents of every Kind that the Practisers of the Law of every Denomination can possibly have Occasion to consult in the Course of Business. Particularly Under The Following Heads, Viz. Acknowledgments Acquittances Acts of Parliament relating to Conveyancing Affidavits Agreements of all Kinds Anonities Appointments Articles Assignments of all Kinds Awards Bargain and Sale Bills Bonds of all Kinds Certificates Charter-Parties Collateral Securities Compositions of Creditors Conditions Confirmations Consent Consideration Copartnership Copyhold Precedents Covenants Declarations Defeasances Demise Deputations Disclaimer Distribution Distress Enfranchisement Exceptions Exchange Feoffments Fines Gift (deeds of) Grants Indemnity Indorsements Inrollment of Deeds Jointures Leases of all Kinds Lease and Release Letters of Attorney Letters of Licence Limitations of Uses Licence Livery of Seisin Memorials Mortgages Orders Partition Petitions Presentation Provisoes Receipts Recitals Reconveyances Recoveries Releases Resignations Revocations Separation (deeds of) Settlements Surrenders Uses Warrants of Attorney Warrants Wills, &c. The Theoretical Part Consists Of At The Law of Conveyancing: OR, The Various Methods of Acquiring and Conveying Estates, both Real and Personal. By William Newnam of the Inner Temple, Esq; and others. ... . Part I.",William Newnam,89,0,0,1,0,0,3,3,0,0,0,3,2,2,5,3,1,3,0,0,3,0,1,0,0,11,1,0,0,2,0,1,2,0,0,9,3,12,3,1,1,1,0,0,2,4,0,0,0,0,0,3,0,1,0,0,0,1,1,1786,3,3,"Dublin : printed by Elizabeth Lynch, No. 6, Skinner-Rows And In The Four-Courts, M,DCC,LXXXVI. [1786].",Dublin,1332,male,,,FALSE,"dies without ifuie, D. may enter . Bro. Snrr. 46 If there be lessee for life , the reversion to two coparceners, and one of them takes a husband, and the lellee grants his ellate to her and husband; this shall not inure as a surrender, but as a grant"
1248302000_000009,"An act for making a partition and division of certain lands and hereditaments in the county of Surry, agreed to be purchased by Thomas late Lord Onslow; and for Settling and Limiting the same, for the Benefit of the several Persons claiming under his Marriage Settlement and Will respectively; and also for Selling and Disposing of Timber, growing on the Estate devised by his Will, for the Purposes therein mentioned.",Great Britain. Parliament,87,0,0,2,3,0,1,1,0,0,1,0,0,0,0,3,1,2,2,5,0,0,0,0,0,0,3,5,0,0,0,1,0,0,2,8,0,1,3,7,5,0,0,5,7,2,0,1,0,1,0,1,2,12,0,0,0,0,0,1759,1,1,"[London : s.n., 1759].",London,21,unknown,,,FALSE,"the said intended Settlement, ( hall be thereby declared to be so limited, upon the Trusts, and to and for the Ends, Intents, and Purposes herein after mentioned, expressed, and declared; that is to say, If it shall hereafter appear to the Sa tisfacion of the Executors of the said"
0286200300_000237,"A general abridgment of cases in equity, argued and adjudged in the High Court of Chancery, &c. ... By a gentleman of the Middle Temple.",Great Britain. Court of Chancery,91,3,0,0,0,2,6,3,0,1,0,5,2,5,2,1,1,5,2,0,1,0,0,0,0,0,0,0,1,4,1,0,1,0,3,6,3,2,0,5,4,0,0,1,3,0,0,2,0,1,0,5,0,0,0,0,0,5,5,1734,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for H. Lintot, and sold by J. Shuckburgh, 1734.",London,543,unknown,,,FALSE,"according to the Direction of the Wili3 after the Account was taken , Sa. petitioned the Court , fuggefling, that if the Money flould be laid out in a Purchase , he was to be made Tenant in Tail of the Land by the said Will, and might immediately bar"
0407000900_000217,"Precedents in Chancery: being a collection of cases argued and adjudged in the High Court of Chancery, from the year 1689 to 1722. The second edition, revised and corrected, with notes and references to the former and latter reports, by Thomas Finch, Esq. Of the Inner-Temple, Barrister at Law.",Thomas Finch,120,1,0,0,3,0,0,2,0,0,0,0,5,9,0,19,0,3,0,3,1,0,0,2,0,0,1,1,0,10,2,0,8,0,0,7,1,7,0,1,7,2,0,6,1,4,0,0,1,0,0,0,0,3,0,0,0,6,4,1786,1,1,"London : printed for T. Payne and Son, at the Mews-Gate and E. Brooke, Bell-Yard, Temple-Bar, M.DCC.LXXXVI. [1786].",London,621,male,1756,1810,FALSE,"niece in this manner, I make My niece G. fxecitrixv of all my goods, lamds and chattels, and dies, not having any leasehold interest, yet her lands of inheritance pass not by these words 471 sdis2e for iapmnent of Detri. Devise of the rents and profits of lands , till"
0409400103_000227,"Reports of cases argued and determined in the High Court of Chancery, and of some special cases adjudged in the Court of King's Bench: collected by William Peere Williams, Late of Gray's Inn, Esq; In three volumes. Published with notes and references, and Two Tables to each Volume; one of the Names of the Cases, the other of the Principal Matters: By his son William Peere Williams, of the Inner Temple, Esq; The fourth edition, with additional references to the Proceedings in the Court, and to later Cases, by Samuel Compton Cox, of Lincoln's Inn, Esq; ...",William Peere Williams,76,0,0,1,0,2,2,1,0,0,0,2,1,8,2,2,1,1,2,6,0,0,0,2,0,1,0,0,4,2,0,0,0,0,1,8,0,0,0,6,2,0,0,2,1,3,1,0,3,1,0,1,0,3,0,0,0,3,1,1787,3,3,"London : printed by his Majesty's law printers, for E. Brooke, (successor to Messrs. Worrall and Tovey) in Bell-Yard, Temple-Bar, MDCCLXXXVII. [1787].",London,508,male,1664,1736,FALSE,"becane bankrupt; - i rupt; determined that this lock was of kin and heir ) 5 The wife has not liable to the bankruptcy. Page the residue to her own use, and not as 187(n) a trullee. Pagclg9 If ajudgment be given in trunl for a tranlfpostatiolt. See jclolsi. feme"
1113700102_001050,"A new and complete law-dictionary. Or, general abridgment of the law; on a more extensive plan than any law-dictionary hitherto published: ... By T. Cunningham, Esq. In two volumes. ...",Timothy Cunningham,110,1,0,0,1,6,4,0,0,4,0,10,0,2,0,0,1,3,2,1,0,0,0,1,0,2,0,2,0,2,0,5,0,3,0,3,4,3,2,12,2,0,0,4,0,3,0,0,1,0,0,21,1,3,0,0,0,0,1,1764,2,2,"Dublin : printed for Sar. Cotter, Hen. Saunders, and Jam. Williams, 1764.",Dublin,839,male,,1789,FALSE,"fimple. Kitchen, fol. 50o. Tenant in fee tail. Id. fol. 153 enant at the willof the lord, according to the cunlcm of the manor , Id. fol. 132, & 165 Tenant at will by the Common - law , Ibid. Tenant rporn j/ufrance, Ibid. Tenant of estate of inheritance, Staundt."
