PassageID,Title,Author,Total termFreq,termFreq(air),termFreq(appear),termFreq(bed),termFreq(begin),termFreq(border),termFreq(branch),termFreq(care),termFreq(common),termFreq(cover),termFreq(crop),termFreq(cut),termFreq(dry),termFreq(dung),termFreq(earth),termFreq(end),termFreq(feed),termFreq(feet),termFreq(flower),termFreq(fruit),termFreq(garden),termFreq(green),termFreq(ground),termFreq(grow),termFreq(growth),termFreq(heat),termFreq(hot),termFreq(inch),termFreq(kind),termFreq(larg),termFreq(leav),termFreq(light),termFreq(littl),termFreq(month),termFreq(observ),termFreq(open),termFreq(plant),termFreq(pot),termFreq(produc),termFreq(propag),termFreq(proper),termFreq(rais),termFreq(remain),termFreq(requir),termFreq(root),termFreq(row),termFreq(season),termFreq(seed),termFreq(set),termFreq(sow),termFreq(sown),termFreq(speci),termFreq(spring),termFreq(stalk),termFreq(taken),termFreq(tree),termFreq(water),termFreq(weather),termFreq(weed),termFreq(winter),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_passages
0179401800_000119,"The universal gardener's kalendar, and System of practical gardening; displaying The Completest General Directions for performing all the various practical Works and Operations necessary in every Month of the Year, agreeably to the present most improved successful Methods; with a comprehensive Display of the General System of Gardening in all its different Branches. Comprehending the Kitchen-Garden, Fruit-Garden, Pleasure-Ground, Flower-Garden, Shrubbery, Plantations and Nursery, Green-House, Hot-House, and Forcing-Houses, &c. By John Abercrombie, Upwards of Forty Years Practical Gardener, and Author of ""every Man his own Gardener.""","Abercrombie, John",176,2,1,7,7,7,0,0,0,3,0,3,2,0,9,1,1,0,15,0,1,0,4,1,4,0,1,4,2,0,3,3,1,9,0,1,20,11,0,1,1,2,4,3,7,1,1,8,4,6,0,0,0,2,2,0,4,3,3,1,0,1789,1,1,"London : printed for John Stockdale, Piccadilly, [1789].",London,537,male,1726,1806,FALSE,"Defend ripe cherries, currants, c. from birds, with nets; or some belt currants shade with mats from the fun, to preserve them longer in good per. section. PLEASURE ground , SHRUBBERY, ASD PLANTATION. U G U S T. C ARNATIONS, finish making layers at the beginning of the month ,"
0257500101_000232,"The gardeners dictionary: containing the best and newest methods of cultivating and improving the kitchen, fruit, flower garden, and nursery; As also for Performing the Practical Parts of agriculture: including The Management of Vineyards, with the Methods of making and preserving the wine, According to the present Practice of The most skilful Vignerons in the several Wine Countries in Europe. Together with directions for Propagating and Improving From real Practice and Experience, all sorts of timber trees. The seventh edition, revised and altered according to the latest system of botany, and embellished with Several copper-plates, which were not in the former Editions. By Philip Miller, F.R.S. Gardener to the Worshipful Company of Apothecaries, at their Botanick Garden in Chelsea, and Member of the Botanick Academy at Florence. ...",Philip Miller,126,3,1,2,1,2,2,2,2,2,0,1,1,1,4,2,0,1,10,0,1,1,1,3,0,3,2,1,0,0,4,3,1,0,0,1,15,4,1,2,0,0,3,4,7,0,3,7,0,0,2,0,3,6,5,1,1,2,1,1,0,1764,1,2,"Dublin : printed for George and Alexander Ewing, at the Angel and Bible in Dame-Street, M.DCC.LXIV. [1764].",Dublin,771,male,1691,1771,FALSE,"deeply in odeted; the Stalks grow about the same Length; the Flower is a little smaller, and the Outside of the Rays of a santer purple Colour. The Seeds of this are lit and heart lhaped, but the former long and narrow. The 6th Sort a: : s brought from"
1199400500_000029,"The gentleman gardener instructed in sowing, planting, pruning, and grafting seeds, plants, flowers, and trees; also in the manner of making wines from the fruits of the garden; and in the management of bees. To which is added The gardener's kalendar, Shewing The particular Work to be done every Month In The Kitchen-Garden, Fruit-Garden, and Pleasure-Garden. By the Reverend Mr. Stevenson, of East-Redford, Nottinghamshire.","Stevenson, Henry",125,1,2,0,3,0,0,0,2,2,3,2,4,3,4,1,2,1,8,0,3,0,5,1,0,0,0,4,0,0,0,2,1,0,0,1,7,1,3,1,0,3,0,3,8,5,1,12,3,4,7,0,1,1,1,1,0,1,2,4,1,1769,1,1,"London : printed for J. Hinton, at the King's-Arms, in Pater-Noster-Row, 1769.",London,300,unknown,,,FALSE,"The Comman sweet is increased by Slips in March, as is the Pot marjoram; and.by the Roots ; or sow the Seed when you do the Swvet marjoram Seed . Marem Syriacum; its Culture is the same with that of Celaftrus, or cardinal flower , and: requires to be set"
0179700600_000006,"The complete kitchen gardener, and hot bed forcer; with the thorough practical management of Hot-Houses, Fire-Walls, and Forcing-Houses, and the improved modern culture of the Pinery-Stoves, and Pine-Apples, being A thorough practical Display of these most capital Branches of Gardening in their General Culture, and agreeable to the present greatly improved modern Process; whereby that most importantly-useful District the Kitchen Garden, and all its Appurtenances of Hot-Beds, Hot-Houses, Hot-Walls, Forcing-Houses, Pinery-Stoves, &c. and the Culture of their several various Productions in superior Perfection and greatest Abundance, are fully explained in a Manner never before done for general Instruction, as requiring a particular distinct Explanation; and now first completely accomplished, from the Result of above Forty Years daily practical Experience and Observation. Author of Every Man his own Gardener, commonly called Mawe's Gardener's Kalendar; but the work of J. A. only.","Abercrombie, John",164,2,0,5,4,4,0,2,0,1,7,3,5,1,5,2,0,1,2,0,1,0,7,3,7,0,1,6,0,2,2,1,2,0,2,4,33,1,2,0,4,4,3,0,1,1,5,1,0,2,0,0,5,0,3,0,1,10,1,5,0,1789,1,1,"London : printed for John Stockdale, Piccadilly, MDCCLXXXIX. [1789].",London,523,male,1726,1806,FALSE,"the band glasses propped up on the south fide one, two, or three inches , or occasionally taken off in mild dry days, if the plants are very forward in growth ; but always put on of nights, and hut down close in frost, and other cutting weather : and"
0179401800_000122,"The universal gardener's kalendar, and System of practical gardening; displaying The Completest General Directions for performing all the various practical Works and Operations necessary in every Month of the Year, agreeably to the present most improved successful Methods; with a comprehensive Display of the General System of Gardening in all its different Branches. Comprehending the Kitchen-Garden, Fruit-Garden, Pleasure-Ground, Flower-Garden, Shrubbery, Plantations and Nursery, Green-House, Hot-House, and Forcing-Houses, &c. By John Abercrombie, Upwards of Forty Years Practical Gardener, and Author of ""every Man his own Gardener.""","Abercrombie, John",182,0,0,11,5,2,1,0,0,0,6,4,3,1,8,7,1,3,0,5,2,0,1,1,3,1,1,14,1,0,2,0,2,19,0,1,26,0,2,3,3,0,4,0,4,8,1,1,0,9,0,0,7,0,1,0,1,1,1,5,0,1789,1,1,"London : printed for John Stockdale, Piccadilly, [1789].",London,537,male,1726,1806,FALSE,"the peculiar rich flavour: their full ripeness is discover. able general y by imparting a high fragrance, but should be gathered before they are over ripe; cutting them principa: ly in a morning before greatly heated by the fun, and laid in a cool room till they are to hk"
1409200100_000102,"Every young man's companion: Containing directions for spelling, reading, and writing English. Instructions in the art of penmanship. Epistolary writing, containing letters of compliment and business. Forms of address to persons of all ranks. Arithmetic, vulgar, fractional, decimal, logarithmetical, and algebraical. Practical geometry. Astronomy, or an account of the globe, fixed stars, planets and comets. Geography, or a general account of the world, and a particular description of Great-Britain and Ireland. Plain trigonometry. The resolution of astronomical questions. The making and fixing all kinds of dials. The measuring superficies, solids, timber, carpenters, bricklayers, plaisterers, painters, glasiers, and joiners work, &c. Surveying of land. Gauging of casks, with a description of everard's gauging-rule. The gardener's calendar, shewing what work is to be done every month in the kitchen, flower, and fruit garden. Farriery, or the art of knowing and curing the diseases of horses. Useful receipts of various kinds. The art of making rockets, and artificial fireworks. The method of painting dials, rooms, timber work, and mezzotinto prints on glass, and of the making and mixing colours. The art of colouring maps, plots, and prints. Forms for business in the mercantile way. Forms in law of general use. Together with a great variety of cuts and tables, accurately drawn and made for the more ready performance of the different operations taught in this treatise. By W. Gordon, teacher of the mathematics.","Gordon, W.",169,0,0,7,2,4,0,1,0,3,2,2,7,0,7,2,0,0,8,0,2,2,4,0,1,1,1,1,2,3,6,0,0,6,1,1,17,3,0,0,3,2,1,0,7,1,3,4,0,12,4,0,2,0,3,9,10,6,4,0,2,1757,1,1,"London : Printed for J. Hodges near London-Bridge; J. Rivington and J. Newbery in St. Paul's Church-Yard; J. Rivington and J. Fletcher, R. Baldwin, S. Crowder and H. Woodgate in Pater-noster Row; and B. Collins in Salisbury, MDCCLVII. [1757].",London,448,male,,,FALSE,"Roots , Dig and clear .the Groulnd between your Goofberries and Currants 3o firengthen their Blossoms. Work to be done in the F LOWVER geomse. Tranfplarnt Carnations, Pinks, sweet williams, Roefe campions, Thriftsr, Afters, golden Rods, perennial Sunflowers, Canterbary Bells, peach leaved bellflowers, French Honey litckles, Daiiies, Buphthalmums, Columbines, Leucanthemnums,"
1303300100_000109,"The instructor; or, Young man's best companion. Containing spelling, reading, writing, and arithmetic, in an easier way than any yet published. Instructions to write variety of hands, with copies. How to write letters on business of friendship; forms of indentures, bonds, bills of sale, receipts, wills, leases, releases, &c. Merchants accounts, and a short and easy method of shop and book-keeping; with a description of the product, counties, and market-towns in England and Wales; and a list of English and Scots fairs according to the new style. The method of measuring carpenters, joiners, sawyers, bricklayers, plaisterers, plumbers, malons, glasiers, and painters work how to undertake each work, and at what price: the rates of each commodity, and the common wages of journey-men, with the description of gunter's line, and coggeshall's sliding rule. The practical gauger made easy; the art of dialing, and how to erect and six dials, with instructions for dyeing, colouring, and making colours; some general observations for gardening every month in the year. To which are added, the family's best companion; and a compendium of geography and astronomy. Also some useful interest-tables. By George Fisher, accountant.","Fisher, George",174,0,0,2,0,6,3,3,0,2,4,6,2,1,5,0,0,1,7,9,6,0,10,3,1,0,0,1,6,6,6,0,1,3,1,5,26,3,0,0,2,0,0,0,6,2,1,1,1,10,1,0,0,2,1,5,7,0,4,0,2,1786,1,1,"Edinburgh : Printed for W. Coke bookseller, Leith, 1786.",Edinburgh,398,male,,,FALSE,"were planted last Oflober muftlbe headed; and they should be cut down to almost four eyes Some leave only three; but four is much better, the sap rises more freely. APRIL. pleafure garden . Tie up the flalka of tall flowers to slicks; cut thefetwo feet long, thrust them eight"
1199400500_000051,"The gentleman gardener instructed in sowing, planting, pruning, and grafting seeds, plants, flowers, and trees; also in the manner of making wines from the fruits of the garden; and in the management of bees. To which is added The gardener's kalendar, Shewing The particular Work to be done every Month In The Kitchen-Garden, Fruit-Garden, and Pleasure-Garden. By the Reverend Mr. Stevenson, of East-Redford, Nottinghamshire.","Stevenson, Henry",155,0,0,3,2,4,1,0,1,0,4,2,4,1,8,5,0,1,13,1,3,0,6,1,0,1,0,1,0,1,6,0,0,9,2,2,19,2,1,1,0,0,0,1,8,2,0,4,0,7,6,0,2,0,3,3,5,4,1,2,2,1769,1,1,"London : printed for J. Hinton, at the King's-Arms, in Pater-Noster-Row, 1769.",London,300,unknown,,,FALSE,"the Water over all .t!ejr.. branches ; also water other Trees .; iabout the Middle of this Month you must takeoff all dangling Shoots from your Vineyard Grapes, and Aop those which have Fruit upon them., : - Break os', towards. the latter End of this Month , the Clay"
0317600200_000082,"The garden vade mecum, or compendium of general gardening; And Descriptive Display Of The Plants, Flowers, Shrubs, Trees and Fruits, And General Culture: comprising a systematic display and description of the several districts of gardening and plantations, under separate heads; giving Intimations of the Utility, general or particular Plans, Dimensions, Soil and Situation, &c. and of the various respective Plants, Flowers, Shrubs, Trees and Fruits, proper for, and arranged in each District; with general Descriptions of their Nature of Growth, Temperature, principal and particular Uses, Methods of Propagation and general Culture, in their respective Garden Departments: Consisting Of The Flower Garden, Pleasure Ground, Shrubbery And Plantations, Fruit-Garden And Kitghen-Garden, Green-House And Hot-House. By John Abercrombie, Upwards of Forty Years Practical Gardener, and Author of ""every Man his own Gardener.""","Abercrombie, John",154,0,0,4,1,3,0,1,2,1,4,2,3,0,5,0,0,3,0,0,0,5,2,2,6,0,0,4,1,5,8,1,0,2,1,0,18,1,3,0,3,4,3,2,6,2,1,11,1,8,0,1,7,2,1,0,1,1,1,2,9,1790,1,1,"Dublin : printed by J. Jones, NO. 111. Grafton-Street, M,DCC,XC. [1790].",Dublin,448,male,1726,1806,FALSE,"ways over the roots , and close about the plants , to defend them more effectually from the rigours of severe frost. Likewise, in very severe weather , cover with long litter round each plant . And in the Spring , March or Aprii, when the young hoots are advanced"
0328300104_000010,"A new and complete system of practical husbandry; containing all that experience has proved to be most useful in farming, Either in the Old or New Method; With a Comparative View of Both; And whatever is beneficial to the Husbandman, or conducive to the Ornament and Improvement of the Country Gentleman's Estate. By John Mills, Esq; Editor of Du Hamel's Husbandry. ...","Mills, John",118,0,1,0,4,1,0,2,1,1,4,2,2,3,1,3,2,0,0,0,4,1,7,3,1,0,1,4,0,1,3,2,1,2,0,1,9,0,2,1,1,1,0,0,9,3,1,3,0,7,4,0,3,0,0,0,0,3,4,4,5,1762,4,5,"London : printed for R. Baldwin, W. Johnston, S. Crowder, T. Longman, J. Coote, J. Hinxman, W. Nicoll, and S. Davis, MDCCLXII. [1762].",London,476,male,,,FALSE,"in the next article. The latter is esteemed for it's root , which, when boiled, cold, and cut into thin slices, makes a grateful mixture with winter sallets. The reddest and largest roots are the tenderest and most esteemed: consequently the principles of the new, husbandry are extremely applicable to"
0377800300_000034,"Kalendarium universale: or, the gardiner's universal Kalendar. Containing an account of the several monthly operations in the kitchen-garden, flower-garden ... The fourth edition, with improvements. And a catalogue of ... fruits, trees, and flowers ... By Benj. Whitmil [sic], Sen. and Jun. ...","Whitmill, Benjamin, jun.",131,1,0,1,1,4,2,1,0,1,0,3,2,0,2,2,0,0,9,2,1,2,2,1,1,0,2,1,1,0,4,1,0,14,2,2,12,2,0,0,0,1,1,1,7,0,2,4,2,3,1,0,5,2,2,10,3,1,1,5,1,1748,1,1,"London : printed for J. Clarke, 1748.",London,281,unknown,,,FALSE,"three or four Inches of the Ground . Sow Turnzips in the open Field till the lo or 12th of this Month : And there Roots not only yield a profitable Increase, but very much enrich all light Soils. The first Part of this Month the Weather is commonly hot"
1592000100_000025,"Every man his own gardener. Being a new, and much more complete, gardener's kalendar than any one hitherto published. Containing, not only an account of what work is necessary to be done in the hot-house, green-house, shrubbery, kitchen, flower, and fruit gardens, for every month in the year, but also ample directions for performing the said work, according to the newest and most approved methods now in practice among the best gardeners. By Mr. Mawe, gardener to his grace the Duke of Leeds, and other gardeners.","Mawe, Thomas",175,0,0,7,6,3,0,0,0,7,2,2,4,1,12,3,1,1,1,0,1,0,5,1,1,0,1,13,7,2,0,4,0,10,1,2,19,1,0,0,2,0,0,3,2,5,3,13,1,7,9,0,0,0,1,0,4,3,1,0,3,1768,1,1,"Dublin : Printed by J. Potts, at Swift's-Head, in Dame-Street, MDCCLXVIII. [1768].",Dublin,387,male,,,FALSE,"increased by plantin: : the young thoots, and by no other method; and this is the season to do it. Therefore, where a plantation of artichokes are wanted, let them be planted as soon in the month as you can procure good plants . sthey thould be planted in an"
0968300400_000053,"The gardener's pocket journal; or, daily assistant: in the modern practice of English gardening; in a concise monthly display of all the practical works of general gardening, ... By John Abercrombie, ...","Abercrombie, John",158,5,0,14,0,2,0,0,0,2,10,3,1,7,8,1,0,0,0,4,2,0,5,0,1,7,6,2,1,1,2,1,0,4,0,1,22,2,2,0,3,0,1,5,3,1,1,1,0,2,0,0,3,3,0,0,2,1,3,9,4,1794,1,1,"London : printed for B. Crosby, [1794].",London,234,male,1726,1806,FALSE,"the bark bed heat is not only nccffary, but mult have a thorough renewal for the winter ; and if cold weather (m. I.) fire heat must be again commenced, continuing to give proper admilfions of frefl air in warm days, and occasional waterings . pineapple plants requiring to be"
0542000100_000105,"The gardener's dictionary: containing the methods of cultivating and improving the kitchen, fruit, and flower garden, as also, the physick garden, wilderness, conservatory, and vineyard; According to the Practice of the Most Experienced Gardeners of the Present Age. Interspersed with The History of the Plants, the Characters of each Genus, and the Names of all the particular Species, in Latin and English; and an Explanation of all the Terms used in Botany and Gardening. Together with Accounts of the Nature and Use of Barometers, Thermometers, and Hygrometers, proper for Gardeners; And of the Origin, Causes, and Nature of Meteors, and the particular Influences of Air, Earth, Fire, and Water, upon Vegetation, according to the best Natural Philosophers. Adorn'd with Copper Plates. By Philip Miller, Gardener to the Worshipful Company of Apothecaries, at their Botanick Garden at Chelsea, and F. R. S.",Philip Miller,150,0,0,3,2,1,0,0,2,1,2,2,5,1,2,1,0,1,2,4,2,0,3,6,0,1,1,0,1,5,2,0,0,7,4,0,19,0,1,0,0,0,5,0,6,2,5,5,0,4,4,0,6,1,3,0,6,5,8,9,0,1741,1,1,"Dublin : printed by S. Powell, for R. Gunne, in Capel-Street; G. Risk, G. Ewing, and W. Smith, in Dame-Street; and J. Smith, on the Blind-Key; Booksellers, MDCCXLI. [1741].",Dublin,815,male,1691,1771,FALSE,"plant under Frames to, abide the Winter ; for it often happens, in a mild Winter , that many of those Plants which were first (own, do run in the Spring ; therefore if you have not a second Supply, you will be at a great Los; besides, there will"
0366800503_000138,"The gardeners dictionary. Containing the methods of cultivating and improving all sorts of trees, plants, and flowers, for the kitchen, fruit, and pleasure gardens; as also those which are used in medicine. With Directions for the Culture of Vineyards, and Making of Wine in England. In which likewise are included The Practical Parts of Husbandry. Abridged from the last folio edition, by the author, Philip Miller, F. R. S. Member of the Botanic Academy at Florence, and Gardener to the Worshipful Company of Apothecaries, at their Botanic Garden, at Chelsea. In three volumes. ...",Philip Miller,121,2,4,7,1,2,1,2,2,0,0,3,3,0,3,0,0,1,4,0,2,0,2,5,1,0,0,2,0,1,3,2,0,0,2,2,17,1,2,4,1,1,2,1,2,0,2,8,1,2,2,1,4,2,1,0,2,1,3,4,0,1754,3,3,"London : printed for the author; and sold by John and James Rivington, at the Bible and Crown, in St. Paul's Church-Yard, M.DCC.LIV. [1754].",London,584,male,1691,1771,FALSE,"Years the broad leaved Sort was become so plenty, as to be brought to the Markets instead of the first Sort: but being much ranker, and of a more offensive Smell, it was negleted. The greater wild Rue is less common in England than either of the former. This I"
0246200300_000079,"Every man his own gardener. Being a new, and much more complete gardener's kalendar than any one hitherto published. Containing, Not only an Account of what Work is necessary to be done in the Hot-House, Green-House, Shrubbery, Kitchen, Flower, and Fruit-Gardens, for every Month in the Year, but also ample Directions for performing the said Work, according to the newest and most approved Methods now in Practice among the best Gardeners. In this Edition particular Directions are given with respect to Soil and Situation; and to the Whole is added, complete and useful Lists of Forest Trees, Flowering Shrubs, Fruit Trees, Evergreens, Annual, Biennial, and Perennial, Flowers. Hot-House, Green-House, and Kitchen Garden, Plants. With the Varieties of each Sort, cultivated in the English Gardens. By Thomas Mawe, (gardener to his Grace the Duke of Leeds) and other gardeners.","Mawe, Thomas",150,0,3,3,3,0,0,1,0,0,5,0,2,2,3,3,1,4,6,0,2,0,5,1,2,0,1,4,1,1,8,0,1,6,3,1,31,0,1,0,1,2,0,0,2,6,1,8,2,4,6,0,1,0,0,0,4,3,1,2,3,1769,1,1,"London : printed for W. Griffin, at Garrick's Head, Catharine Street, in the Strand, [1769].",London,505,male,,,FALSE,"all the autumn season . Onxonr. The crops of onions should, towards the middle or lat. ter end of this month , be perfeetly well cleared from weeds ; and the plants , when three or four inches high, should be thinned, leaving them three or four inches asunder, or"
1307001000_000045,"The gardeners new kalendar: Divided according to the twelve months of the year. And under each month into the separate weeks. Containing the practice of gardening, under the following heads; 1. The flower garden. 2. The seminary. 3. The fruit garden. 4. The kitchen garden. And directing what is to be done every week; and the manner of doing it: with the general culture of hardy, greenhouse, and stove plants; and the raising and management of tender annuals; adapted to the climate of Ireland. To which are added, directions for managing auriculas. By and Eminent gardener.",John Hill,108,1,2,2,1,1,3,2,1,5,2,3,2,1,4,1,0,0,6,1,5,1,6,0,1,0,0,1,5,0,0,1,2,0,0,2,12,2,1,0,1,2,1,2,2,1,2,1,1,1,1,0,1,1,4,3,1,1,1,3,1,1763,1,1,"Dublin : Printed for J. Exshaw, in Dame-street, and H. Saunders, in Castle-street, booksellers, MDCCLXIII. [1763].",Dublin,192,male,1714,1775,FALSE,"at the bess, tis very much inferior to what rises naturaelly in the spring . THT.RDS yee10. flowver ARDEN.] EVER AL kind's of campanlais,. which make a very handleme appearance in their season , may be transplanted at this time; · as asso the several kindjs of hollyoke, pionies, borned"
0891400500_000019,"Kalendarium universale: or the gardiner's universal Kalendar. Containing an account of the several monthly operations in the kitchen-garden, flower-garden, and parterre throughout the Year. Also Experimental Directions for performing all manner of Works in Gardening, whether Sowing, Planting, Pruning of Herbs, Flowers, Trees, Evergreens, &c. with the Product of each Month. Comprising the whole Business in a Method new and regular. The third edition, with large alterations and improvements. And a Catalogue of those Fruits, Trees, and Flowers which are in the greatest Esteem; likewise, the best Method of planting Wildernesses and Orchards. By Benj. Whitmill, Sen. and Jun. Gardiners at Hoxton.","Whitmill, Benjamin, jun.",145,0,0,2,0,0,1,3,0,1,0,2,1,1,4,2,0,0,3,5,1,2,3,1,0,1,1,2,1,2,2,7,1,14,0,1,12,1,0,4,2,4,1,0,6,0,1,10,3,1,10,0,1,2,4,7,5,0,1,3,3,1747,1,1,"London : printed for J. Clarke, under the Royal Exchange, Cornhill, M.DCC.XLVII. [1747].",London,275,unknown,,,FALSE,"touched, and the Pods, when they are gross but not fully ripe,. being taken between your Fingers, will give a sudden Snap, and fly in Pieces: All these are to be preserved with great Care , and be constantly kept under' lasses all the Summer, when the Seeds hich are"
0759100102_000008,"Silva: or, a discourse of forest-trees, and the propagation of timber in his Majesty's dominions: as it was delivered in the Royal Society on the 15th day of October, 1662, upon occasion of certain quæries propounded to that illustrious assembly, by the honourable the principal officers and commissioners of the Navy. Together with an historical account of the sacredness and use of standing groves. By John Evelyn, Esq; Fellow of the Royal Society. With notes by A. Hunter, M.D. F.R.S.",John Evelyn,133,0,3,11,2,0,3,2,0,0,0,2,3,1,4,1,0,1,1,1,0,0,6,4,2,1,2,3,0,0,0,2,1,0,3,0,13,0,0,2,1,2,2,1,8,3,2,6,0,1,5,1,4,0,3,6,3,4,5,1,1,1786,2,2,"York : printed by A. Ward for J. Dodsley, Pall-Mall; T. Cadell, in the Strand; J. Robson, New Bond-Street; and R. Baldwin, Pater-Noster-Row, London: J. Todd, York, M.DCC.LXXXVI. [1786].",York,458,male,1620,1706,FALSE,"fine cream colour; nay, all the smaller branches appear often of that colour, and at a distance have the appearance of flowers growing on the tree . To those who are fond of variegated plants , this shrub has both beauty and scarcity to recommend. it. The Juniper is of"
0867000800_000047,"The family pocket-book: or, fountain of true and useful knowledge. Containing The farrier's guide; or, the Horse Dissected: Being the most accurate, and satisfactory Account of the Diseases incident to that noble Beast, ever yet publish'd; with their Signs, Symptoms, Prognosticks and Cures in all Cases; a certain Cure for the Glanders, without trepanning; a never-failing Cure for the Grease; and another for broken-winded Horses: wrote by way of Dialogue between a Horse-Doctor and a Groom, by a late eminent Surgeon. The best Manner of breaking a Colt, of ordering a Horse of Pleasure, and ample Directions for the Management of a Race-Horse. Certain Method of preventing Chimneys from smoaking, let their Form or Situation be what they will; with a Print, the better to enable those concerned in building to prevent those great Inconveniencies for the future. The valuable Fire-Ball; by the Use of which, Families may make four or five Bushels of Coals go as far as forty. An excellent Way to bring Singing Birds to a very great Perfection, by that famous German, Lewis de Burgh. Extraordinary Method of Breeding Game-Cocks; the Manner of dieting and ordering them for Battle; sure Way of matching them: with a choice and valuable Secret for feeding a Cock four Days before fighting, communicated by a noble Lord, by which very extraordinary way of feeding, upwards of ninety Battles have been won out of a Hundred. Indian Way of marking on Silk, Linen, Woollen, &c. Curious Method of casting Urinc, and how Disorders are known by it. The Art of curling, dressing, or colouring Hair. Sir Hans Sloane's valuable Cure for Disorders of the Eyes. Certain Method of preventing the Teeth from being uneven, or bad, by Sig. Curzoni, Operator of the Teeth and Gums. Mons. Rouille's Lip-Salve. The Tea-Tree, and Manner of growing it in England. Instructions for mounting Fans. The Gardener's Legacy; containing all the Instructions necessary for the Cultivation of the Fruit, Flower, and Kitchen-Garden. The good housewife's daily companion; being a choice Collection of the most famous Physical Receipts, for the Cure of almost all Disorders of the human Body, taken chiefly from the late Sir Hans Sloane's, and the ingenious Dr. Lower's Works. Compiled after Thirty Years Experience, by Peregrine Montague, Gent.","Montague, Peregrine",133,0,0,7,5,3,0,2,3,1,3,5,4,1,4,2,0,0,0,0,1,1,3,5,0,0,1,6,3,4,3,3,0,5,0,0,7,0,1,1,1,2,0,1,5,1,5,3,0,3,7,0,4,0,0,0,3,5,4,5,0,1762,1,1,"London : printed for George Paul, Bookseller in Holborn, [1762?].",London,164,unknown,,,FALSE,"so on, at about three week's distance from each other, till Michaelmas, in order to have a succession for the winter . As Coon as it has four or five leaves , plant it out at the distance of about six inches square, from whence, in a month's time, plant"
0317900700_000091,"The gardener's daily assistant, in the modern practice of English gardening, for every month in the year, ON AN Entire New Plan. By John Abercrombie, Author of Mawe's Gardeners Kalendar, Botanical Arrangements, &c.","Abercrombie, John",164,1,0,14,2,4,0,1,0,0,8,5,4,5,7,0,0,3,0,1,2,0,2,1,0,0,1,3,0,0,1,1,1,5,1,2,22,2,1,2,4,0,4,2,7,3,3,2,1,2,0,0,6,1,1,0,0,0,8,16,2,1794,1,1,"[London] : Printed for T. Chapman, No.151. Fleet Street; and C. Stalker, No. 3, Great Surry Street, near Black Friars Bridge, [1794].",London,548,male,1726,1806,FALSE,"particularly from inse&s. OCTOBER. THE KITCHEN GARDEN . N the kitchen garden this is the last proper season for finiffing all material sowing and pl. nting be. fore winter : a few articles only are to be lowed, but several planted and pricked, both forne for winter supply, and others"
1333500400_000009,"The compleat English gardener, Or Gardening made perfectly easy: containing full and plain directions for the proper management of the flower, fruit and kitchen gardens, for every month in the year. The whole laid down in so plain and easy a manner, that all who are desirous of managing a garden, may do it effectually, without any other instructions whatever. To which is added, the complete bee-master; or, Best method of managing bees, both for profit and pleasure. Together with the whole art of breeding and rearing, fowls, ducks, geese, turkies, pigeons and rabbits. Likewise plain instructions for destroying vermin, particularly such as infest houses, gardens, dairies, barns, bees, poultry, rules to judge of the weather and several other articles equally useful, &c. &c. By Samuel Cooke, gardener, at Overton in Wiltshire; who has practised gardening, thro' all its branches, in many counties, upwards of forty years.","Cooke, Samuel",142,0,1,8,5,1,0,0,0,2,1,7,2,4,5,2,1,5,5,0,3,0,4,3,0,0,1,7,1,1,2,1,0,6,0,2,19,1,0,2,4,3,0,0,4,1,1,4,2,3,8,0,1,0,2,0,3,1,0,2,1,1769,1,1,"London : Printed for John Cooke, at Shakespears-Head, in Pater-noster Row, 1769.",London,180,unknown,,,FALSE,"from march to Auguff. The seeds of Artichoak are sown the beginning of this month , and planted out in April. The middle of this month is the most proper season to slip the roots for new plantations; they are generally raised by thckers. When the ships are cut ,"
1074300100_000004,"The gardeners kalendar, directing what works are necessary to be done every month in the kitchen, fruit and pleasure-gardens, and in the conservatory and nursery. With an account of the particular seasons for the Propagation and Use of all Sorts of Esculent Plants and Fruits proper for the Table, and of all Sorts of Flowers, Plants, and Trees, that flower in every Month. The eighth edition. To which is now first added, a list of the medicinal plants, which may be gather'd in each Month for Use. By Philip Miller, F. R. S. Gardener to the Worshipful Company of Apothecaries, at their Botanic Garden in Chelsea.",Philip Miller,120,4,1,4,4,3,3,2,0,3,2,2,1,2,3,2,1,0,0,4,2,0,2,0,0,2,1,3,1,0,2,0,0,6,3,5,9,0,1,0,0,1,1,0,3,0,5,3,1,3,5,0,3,1,2,6,1,5,0,1,1,1748,1,1,"London : printed for John and James Rivington, at the Bible and Crown in St. Paul's Church-Yard, M.DCC.XLVIII. [1748].",London,371,male,1691,1771,FALSE,"like manner you should also raise some cabbage plants , when your first crop has been deflroy'd. For want of this timely supply, many times people have lost all the forward season . THE afparagus beds , which were made the last month , will now begin to have some"
