PassageID,Title,Author,Total termFreq,termFreq(ancient),termFreq(appear),termFreq(arm),termFreq(armi),termFreq(author),termFreq(battl),termFreq(bodi),termFreq(caus),termFreq(citi),termFreq(command),termFreq(consul),termFreq(continu),termFreq(countri),termFreq(death),termFreq(defeat),termFreq(emperor),termFreq(empir),termFreq(end),termFreq(enemi),termFreq(father),termFreq(follow),termFreq(forc),termFreq(gave),termFreq(gener),termFreq(god),termFreq(govern),termFreq(greek),termFreq(hand),termFreq(head),termFreq(honour),termFreq(itali),termFreq(king),termFreq(land),termFreq(law),termFreq(left),termFreq(manner),termFreq(mean),termFreq(near),termFreq(number),termFreq(offic),termFreq(order),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(power),termFreq(receiv),termFreq(return),termFreq(roman),termFreq(rome),termFreq(senat),termFreq(sever),termFreq(soldier),termFreq(state),termFreq(taken),termFreq(templ),termFreq(thought),termFreq(took),termFreq(tribun),termFreq(troop),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0227400104_000032,"The Roman history from the foundation of Rome to the Battle of Actium : ... By Mr Rollin, ... Translated from the French. In sixteen volumes. ...",Jean-Baptiste Louis Crévier,78,0,1,1,4,0,3,0,1,3,2,5,4,2,0,1,0,0,0,2,0,0,1,2,4,0,0,0,0,0,0,1,1,2,0,0,0,1,2,1,1,2,0,1,0,0,0,1,8,1,4,2,1,2,2,0,0,0,1,5,3,1754,4,16,"London : printed for J. and P. Knapton, 1754.",London,393,male,1693,1765,FALSE,"new fleets, gave them hopes, that, if they made ever so little effort, it would be easy for them to recover all Sicily. They were in want of money, the public emat of the Car treasury being exhausted by the enormous ex ti.ans pences, with which a war , that"
1012100112_000036,"An universal history, from the earliest account of time to the present: compiled from original authors; and illustrated with maps, cuts, notes, chronological and other tables. ...",,82,0,0,1,4,0,2,0,0,4,3,5,1,2,1,1,0,0,0,5,0,0,0,1,2,0,1,0,2,0,1,2,2,0,0,1,0,0,2,0,1,7,1,2,0,0,1,2,8,5,5,0,1,0,2,0,0,1,1,2,0,1744,12,20,"Dublin : printed by Edward Bate, for the editors, M,DCC,XLIV. [1744]-47.",Dublin,665,unknown,,,FALSE,"as to prevent them frqwm mnkiag use of their fwprds. In the fecovd place, the tribunes . commanded their men to throw down the jave Jins, p.s. soon as the first fire of the enemy was spent, and Clofimg with them fwaorl in hand , slab them in the throat"
1183700300_000037,"The history of the decline and fall of the Roman Empire. By Edward Gibbon, Esq; volume the second.",Edward Gibbon,84,3,1,0,1,2,0,2,0,0,7,2,1,0,0,0,5,1,0,1,0,0,2,1,3,0,2,0,1,0,1,1,1,0,3,0,1,0,0,1,3,1,3,4,3,4,1,1,2,4,9,0,1,1,1,0,0,0,3,0,0,1781,1,1,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXVII. [1781].",London,723,male,1737,1794,TRUE,"hand of Augustus. But as it was impossible that he could personally command the legions of so many distant frontiers, he was indulged by the senate , as Pompey had already been, in the permission of devolving the execution of his great office on a sufficient number of lieutenants. In"
1384500107_000026,"An universal history, from the earliest account of time to the present. Compiled from original authors; and illustrated with maps, cuts, notes, chronological, and other tables. In twenty volumes. Vol. I.",,79,1,2,0,2,0,1,0,0,4,0,3,3,5,1,1,2,2,0,2,1,2,0,0,2,0,1,1,2,1,1,0,0,1,2,2,0,0,0,1,1,1,4,2,0,1,1,1,6,9,3,1,0,1,1,0,0,0,0,0,1,1745,7,20,"Dublin : printed for R. Owen, S. Hyde, G. Risk, J. Leathley, G. and A. Ewing, W. Smith, J. Smith, P. Crampton, G. Faulkner, A. Bradley, T. Moore, E. Exshaw, C. Wynne, C. Connor, O. Nelson, P. Wilson, W. Powell, J. Kelly, T. Butler, and W. Brien, booksellers, M DCC XLV. [1745].",Dublin,676,unknown,,,FALSE,"Athenian deputies were received very favourably, and the speech which Damis, who was at the head of them, made in favour of that unhappy nation, greatly abated the anger of the conscript fathers . The good offices of Valerius likewise, who accompanied the aetolian ambassadors, did not a little contribute"
0456900201_000182,"The roman history, from the building of Rome to the ruin of the Commonwealth. Illustrated with maps and other plates. Vol.I. By N. Hooke, Esq;",Nathaniel Hooke,71,0,1,1,3,1,1,3,0,0,1,6,1,2,0,1,0,0,1,2,0,0,2,2,0,0,0,0,0,0,1,0,0,1,1,2,1,1,0,1,1,2,4,1,1,2,1,1,1,3,6,1,1,1,0,0,0,1,1,2,5,1738,1,4,"London : printed by James Bettenham, and sold by A. Bettesworth and C. Hitch in Pater-Noster-Row, and G. Hawkins at Milton's Head between the two Temple-Gates in Fleetstreet, M.DCC.XXXVIII. [1738].",London,738,male,1690,1763,FALSE,"all to the banks of the Cremera, a little river which runs into the Tiwer. There they built a sort in a steep place, surrounded it with a double ditch, and ereced towers at certain distances. Their manner of making war was this. They divided their forces into four small"
0859900300_000092,"The roman history, from the foundation of the city of Rome, to the destruction of the western empire. Abridged for the use of schools. By Dr. Goldsmith,[sic].",Oliver Goldsmith,86,0,1,1,2,0,0,0,0,4,2,1,1,1,2,0,6,10,0,2,1,2,1,1,0,1,3,0,0,0,1,0,1,1,1,1,2,1,0,1,0,0,0,1,3,2,1,3,0,5,4,2,8,1,0,0,1,2,1,0,1,1781,1,1,"Dublin : printed by J. Williams, No. 21, Skinner-Row, M,DCC,LXXXI. [1781].",Dublin,324,male,1728,1774,TRUE,"death of their tyrant. They then pronounced Commodus a parricide; an enemy to the gods , his country , and all mankind, and commanded , that his corpse should rot upon a dunghill. In the mean time, they saluted saluted Pertinax as emperor and Cxefar, with numerous acclamations, and cheerfully"
1760000101_000028,"The Roman history, from the foundation of the city of Rome, to the destruction of the western empire. By Dr. Goldsmith.",Oliver Goldsmith,92,0,1,2,1,0,1,0,4,3,0,7,4,1,2,1,0,0,1,4,0,1,0,1,2,1,0,0,0,1,0,1,0,0,3,0,2,0,1,4,1,4,1,12,0,1,1,1,3,5,4,1,0,2,0,0,0,0,4,0,3,1775,1,2,"London : printed for S. Baker and G. Leigh; T. Davies; L. Davis; W. Owen; G. Robinson; T. Cadell, and T. Evans, 1775.",London,510,male,1728,1774,FALSE,"were united with his. But he found himself deserted by all. The senate had the justest reason to pursue him; the tribunes envied him his share of popularity, and neglected to espouse his cause ; and the multitude, pleased with the patricians for their late compliance, gave him up to"
0656801000_000011,"Publii Virgilii Maronis Bucolicorum eclogae decem. The Bucolicks of Virgil, with an English translation and notes. By John Martyn, F. R. S. Professor of Botany in the University of Cambridge.",Virgil,94,0,0,2,6,0,0,0,3,2,1,3,2,2,0,1,0,0,0,6,1,2,1,3,2,0,3,0,2,1,0,2,0,0,2,0,1,1,1,0,0,6,1,3,1,0,0,1,2,7,9,2,5,0,1,0,1,2,0,0,3,1749,1,1,"London : printed by R. Reily, for T. Osborne, in Gray's-Inn, MDCCXLIX. [1749].",London,515,male,170,119,FALSE,"take Cicero for his colleague. When this proposal had not the desired effec, he pretended to prepare for the war , and in the mean time caused his soldiers to oblige themselves by an oath, that they would not fight against any army that had been Caesar's. This was done"
0138600403_000121,"The roman history, from the building of Rome to the ruin of the Commonwealth. Illustrated with maps and other plates. Vol. I. By N. Hooke, Esq;",Nathaniel Hooke,79,0,0,1,3,0,2,2,1,0,6,1,0,1,1,3,0,0,1,7,2,2,3,1,3,0,0,0,0,2,1,1,0,0,0,4,1,2,1,1,1,3,0,1,0,0,0,0,4,3,0,0,2,0,1,1,0,2,1,5,2,1766,3,6,"London : printed for J. and R. Tonson; G. Hawkins; and T. Longman, MDCCLXVI. [1766].",London,524,male,1690,1763,FALSE,"armed Chariots used in the wars of Italy . The Gauls surprised the Romans , soon after the action began, with this new way of fighting. Not only the Roman Cavalry, but the Infantry too of the left wing, which Decius commanded , was diforder'd, and entirely broken by them;"
0456900201_000254,"The roman history, from the building of Rome to the ruin of the Commonwealth. Illustrated with maps and other plates. Vol.I. By N. Hooke, Esq;",Nathaniel Hooke,79,0,0,0,2,2,1,0,0,2,0,6,0,0,1,2,0,0,0,2,2,1,0,1,3,0,0,0,2,0,1,1,0,1,3,1,1,1,2,0,0,3,2,6,1,2,0,0,4,4,5,1,0,0,0,1,1,2,2,1,6,1738,1,4,"London : printed by James Bettenham, and sold by A. Bettesworth and C. Hitch in Pater-Noster-Row, and G. Hawkins at Milton's Head between the two Temple-Gates in Fleetstreet, M.DCC.XXXVIII. [1738].",London,738,male,1690,1763,FALSE,"two Magistrates submitted, upbraiding the Senators Y. of R. 322 however, that It was by them the Consular authority was betrayed and sub Bef.j.c43°. jted to the yoke of the Tribunitian power . The Conscript Fathers in 75 onfuuhip. deed seem to have been so much exasperated against the two"
0561201000_000041,A compendious and curious miscellaneous history from the creation to William the Conqueror. Consisting of history both sacred and prophane; ... with a compleat index ... Adorned with cuts ... N.B. This volume may properly be prefixt to Mr. Salmon's Chronology.,,91,0,1,0,5,0,0,0,3,1,4,4,0,0,0,3,0,0,0,2,1,3,2,3,1,0,2,0,0,0,0,1,4,0,0,2,0,2,1,1,0,2,4,2,1,0,0,4,4,6,2,2,1,0,1,1,0,5,2,0,8,1754,1,1,"London : printed for the author, and sold by S. Birt; and B. Creake, 1754.",London,316,unknown,,,FALSE,"gave Tlgranes peace , and reduced Syria to a oman province. Lucius Cornelius Sylla, consul and dictator of Rome , was kcendant in the fixtil line of Cornelius Rufus, a commander ains Pyrrhuis; but being reduced to great poverty, he be n to rise, it is (aid, by means of"
0477800201_000431,"The roman history: with notes historical, geographical, and critical; and illustrated with copper plates, maps, and a great number of authentick medals. Done into English, from the original French of the Revd Fathers Catrou and Rouillé. ... . From the Year of Rome I. to the Year of Rome Ccclxii. To which is prefix'd, A New and Connected Summary of the Work.","Rouillé, Pierre Julien",83,0,0,0,3,0,1,1,0,0,1,2,2,0,0,1,0,0,1,1,1,2,2,3,1,0,1,0,0,0,0,0,0,3,2,1,0,1,0,1,4,2,3,8,0,0,1,1,4,7,8,2,2,0,1,0,1,2,1,2,3,1728,1,6,"London : printed by J. Bettenham, for T. Woodward at the Half-Moon over-against St. Dunstan's Church in Fleetstreet, and J. Peele at Locke's Head in Pater-Noster Row, M.DCC.XXVIII. [1728].",London,763,male,1682,1740,FALSE,"the Left Wing, and put both int Disorder: And after the Wings were routed, the main Body gave way. All the He LIV b.2..49. trurian Army fled towards their Camp; and the confu/purfued them thither, and be fieged them in it all the rest of the Day, and the Night"
0138700105_000031,"The roman history, from the building of Rome to the ruin of the Commonwealth. Illustrated with maps and other plates. Vol. I. By N. Hooke, Esq;",Nathaniel Hooke,76,0,0,0,2,1,1,1,0,3,1,4,1,0,0,0,0,0,0,2,1,1,0,0,1,2,1,0,2,1,1,1,2,1,0,4,0,0,3,0,0,3,0,0,2,1,3,1,4,7,3,1,2,0,1,1,0,1,7,2,0,1766,5,6,"London : printed for J. and R. Tonson; G. Hawkins; and T. Longman, MDCCLXVI. [1766].",London,493,male,1690,1763,FALSE,"intending, if Mago approached Rome , to march, in conjuncion with Lucretius, and give him battle ; but to post himself near arimiizim, in cafe the carthaginian mhould continue ini li guria; which it is probable he did, since we hear of no action in that part of Italy'this campaign."
0623600101_000223,"The roman history, from the building of Rome to the ruin of the Commonwealth. Illustrated with maps and other plates. Vol.I. By N. Hooke, Esq;",Nathaniel Hooke,73,0,1,1,3,1,1,3,0,0,1,5,1,2,0,1,0,0,0,2,1,1,2,2,0,0,0,0,0,0,1,0,0,2,1,2,1,1,0,1,1,2,4,2,0,2,1,2,2,4,6,1,0,1,0,0,0,1,1,2,4,1751,1,1,"London : printed by James Bettenham, and sold by C. Hitch and L. Hawes in Pater-Noster-Row, G. Hawkins in Fleetstreet, and J. and J. Rivington in St. Paul's Church-Yard, M.DCC.LI. [1751].",London,800,male,1690,1763,FALSE,"of the band, which was followed by about 4000 clients and vasals of the family; and he led them all to the banks of the Cremera, a little river which runs into the Tiber. There they built a sort in a steep place, surrounded it with a double ditch, and"
0601600100_000573,"A supplement to Dr. Harris's Dictionary of arts and sciences; explaining not only the Terms in Physics, Metaphysics, Ethics, Theology, History, Geography, Antiquity, Chronology, Grammar, Rhetoric, Logic, Poetry, Pharmacy, Medicine, Chymistry, Surgery, Phytology, War, Polity, Navigation, Architecture, Painting, Sculpture, Music, Commerce, Trade, Husbandry, Manage, Horticulture, &c. &c. &c. but also the arts and sciences themselves: Together with a just Account of the Origin, Progress, and State of Things, Offices, Officers, and Orders, Ecclesiastical, Civil, Military, and Commercial; the several Sects, Systems, Doctrines, and Opinions of Divines, Heresiarchs, Schismatics, Philosophers, Mathematicians, Physicians, Critics, Antiquaries, &c. Also an account of all sacred books and writings; History of General and Particular Councils; all Solemnities, Rites, Ceremonies, Fasts, Feasts, Statutes, Laws, Plays, Sports, Games, Habits, and Utensils: in all which, (as likewise in Metaphysics, Theology, Antiquity, Grammar, Rhetoric, Poetry, Polity, and other miscellaneous Subjects,) this Book is of itself entirely compleat, and more copious and extensive than any Work of this Kind, not excepting Mr. Chamber's Cyclopaedia, of which it is a very great Improvement, containing upwards of Eleven Hundred Articles which that Author has omitted; besides great Additions and Improvements in almost every Article; and will, with Dr. Harris's two Volumes, make the most useful Set of Books, and compleat Body of Arts and Sciences yet extant: Being carefully compiled from the best and most approved Authors in several Languages; enriched with many curious Manuscripts, and illustrated with Copper-Plates. N. B. Those Subjects in which Dr. Harris is any way deficient are here perfected; no trifling and Insignificent Words inserted, but only such as may convey some useful and entertaining Knowledge to the Reader; for whose further Benefit and Satisfaction, all the Authors made use of in this Work are quoted. By a Society of Gentlemen.",John Harris,72,4,0,0,2,2,0,0,1,1,0,2,0,1,2,1,4,2,2,1,0,2,1,2,1,2,2,1,1,1,0,0,1,1,0,1,1,1,0,1,2,0,0,5,1,3,0,1,7,1,1,1,4,0,1,0,0,0,1,0,0,1744,1,1,"London : printed for the authors; and sold by M. Cooper, in Pater-Noster-Row; J. Clarke and T. Comyns under the Royal-Exchange; C. Bathurst, in Fleet-Street; T. Gardner, opposite St. $$word$$ Church in the Strand; and most other Booksellers in Town and Country, M,DCC,XLIV. [1744].",London,993,male,1667,1719,FALSE,"the feafr of Foams, called Faunalia. The i tit of the Month, they kept the Feast egonalia. The 13th, they cle. brated The Feast Septimonilum. The 17thdayof the Month, was the Feast Saturnalia. The 22d, they solemnised the Seat Laria. The 23d, they made a Feast called Laurentinalia. At the"
0418800201_000093,"The roman history from the foundation of the city of Rome, to the destruction of the Western Empire. By Dr. Goldsmith. ...",Oliver Goldsmith,91,1,1,0,2,4,1,0,1,0,2,0,1,4,0,0,0,3,0,2,0,2,1,4,0,0,1,0,2,1,1,1,0,5,5,1,0,2,1,4,0,0,0,3,0,9,2,1,0,2,5,2,1,0,0,0,2,2,5,1,3,1789,1,2,"London : printed for L. Davis, J. Rivington and Sons, G.G.J. and J. Robinson, T. Cadell, Leigh and Sotheby, S. Hayes, and G. and T. Wilkie, MDCCLXXXIX. [1789].",London,512,male,1728,1774,TRUE,"glory. Crassus on the other hand was equally desirous of obtaining popularity; but being wholly unequal to his rival in military fame he took another road to acquire it: this was by amassing riches, which he gathered from the calamities of his country , only to involve it in new"
0138600402_000061,"The roman history, from the building of Rome to the ruin of the Commonwealth. Illustrated with maps and other plates. Vol. I. By N. Hooke, Esq;",Nathaniel Hooke,77,0,1,1,3,1,1,0,0,1,2,8,0,3,0,1,0,0,0,2,2,1,2,1,1,0,0,0,1,1,1,0,0,3,2,1,1,1,0,1,1,0,3,2,1,1,1,2,1,4,9,1,0,0,0,0,0,0,2,3,3,1766,2,6,"London : printed for J. and R. Tonson; G. Hawkins; and T. Longman, MDCCLXVI. [1766].",London,495,male,1690,1763,FALSE,"this Magistracy, when, in that view, - he declared it to be his opinion, that the con Thirty quered lands rightfully belonged to those men flluhip. of whose sweat and blood they were the purchase, Llv Ba.. and earnestly exhorted the Senate to prevent any new endeavours of the Tribunes"
0007100102_000129,"The history of the revolutions that happened in the government of the Roman Republic. Written in French by the Abbot de Vertot, of the Royal Academy of Inscriptions, &c. The Third Edition. English'd by Mr. Ozell from the Original newly reprinted at Paris, with Amendments and Additions by the Author himself in almost every Page. ... . To which is prefixed A Translation of a Memorial sent from London by the late Earl Stanhope to the Abbot de Vertot at Paris; containing divers Questions relating to the Constitution of the Roman Senate. With the Abbot's Answer.",René-Aubert Vertot,80,0,1,3,3,0,3,0,0,0,1,1,0,1,5,1,0,4,0,0,2,1,1,0,0,0,2,0,0,4,0,2,0,2,4,0,0,1,0,1,0,2,0,4,0,0,1,1,5,5,3,1,2,1,1,0,0,0,4,4,3,1724,2,2,"Dublin : printed for George Grierson at the Two Bibles in Essex-Street, M,DCC,XXIV. [1724].",Dublin,462,male,1655,1735,FALSE,"Gauls, 7 58 D utring During his 5didtatorlhip, he composes the Ani. mofities among the drfftret Orders oftbe State , 7 f9 & seq. Capitol, bejieg'd and taken by the Gauls, who are afterwardsforcedto abandon it, 7 17 & seq. Carthaginians, theyfuccour the Tarentines againt the Romans , 8 76"
0872800201_000118,"The roman history, from the foundation of the city of Rome, to the destruction of the western empire. By Dr. Goldsmith. In two volumes. ...",Oliver Goldsmith,92,0,0,0,5,1,1,1,2,1,3,4,1,0,6,6,0,0,1,0,1,1,4,1,3,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,4,0,4,5,1,1,0,1,11,4,3,1,1,1,2,1,0,0,2,0,3,1799,1,2,"Dublin : printed for P. Wogan, J. Exshaw, W. Porter, J. Moore, W. Sleater, and J. Rice, 1799.",Dublin,333,male,1728,1774,TRUE,"2 Antiochus, war declared against him by the Romans , 189, 190 Is defeated by Scipio, brother of Africanus, 19r, and makes peace with the Romans upon their own terms, ib. Appius Claudius, his hatred of the people occasions great disturbances, 75 Appointed general againf the Volscians, 76 His severity"
0929700501_000082,"The history of the decline and fall of the Roman Empire. By Edward Gibbon, Esq; Volume the first. Jam provideo animo, velut qui, proximis littori vadis inducti, mare pedibus ingrediuntur, quicquid progredior, in vastiorem me altitudinem, ac velut profundum invehi; et crescere pene opus, quod prima quaeque perficiendo minui videbatur.",Edward Gibbon,73,2,1,1,1,2,0,2,1,0,2,3,1,2,1,0,3,1,0,2,2,1,0,0,3,0,2,0,1,0,0,4,0,1,0,1,0,1,0,1,1,2,0,4,0,0,1,2,1,3,12,1,1,0,0,1,0,0,1,0,1,1777,1,2,"Dublin : printed for William Hallhead, (successor to A. Leathley) No. 63, Dame-Street, MDCCLXXVII. [1777].",Dublin,410,male,1737,1794,TRUE,"were at length resolved to aft with vigour. The letters of the new princes were modest and re fpettful, -18 By each of his concubines, the younger Gonlian left three or four children. His literary produstions, to, tou, les numerous, were by no means contemptible. fpectful, excusing the necessity which"
1344400900_000055,"Historia antiqua: or, Antient history, to be rendered into Latin: Containing, I. The history of the heathen deities. II. The antient history of Greece. III. The antient history of Rome. IV. The antient history of Britain. With an account of the Greek and Roman writers, and other eminent persons of each nation. For the use of youth.",,87,2,0,1,0,0,0,1,0,7,1,1,1,2,3,2,0,0,0,4,1,5,2,3,3,0,2,0,1,1,1,1,3,2,4,0,1,0,1,0,0,0,2,4,0,1,0,2,4,4,2,1,0,2,1,0,1,1,2,0,4,1775,1,1,"Eton : Printed by J. Pote, MDCCLXXV. [1775].",Eton,311,unknown,,,FALSE,"had a Triumph for his great Villory, and was now esteemed the Preserver of his country . This Success of the Romans over their Enemies was in a great measure lessened by a fresh Disturbance at home : the Tribune Saturninurs bulied himself in getting the conquered Lands of the"
0227400106_000058,"The Roman history from the foundation of Rome to the Battle of Actium : ... By Mr Rollin, ... Translated from the French. In sixteen volumes. ...",Jean-Baptiste Louis Crévier,77,0,1,6,3,1,2,1,2,3,1,1,1,1,2,1,0,0,0,0,0,1,0,4,2,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,2,0,0,2,0,1,2,6,6,3,1,4,0,1,1,0,2,2,1,3,1754,6,16,"London : printed for J. and P. Knapton, 1754.",London,400,male,1693,1765,FALSE,"quit Rome , if he believed that the service of the Commonwealth required it. He gave the command of them to M. Valerius, who led them to Arretium. At the same time, Cn. Octavius took around Sardinia, of which he was Pretor, about fourscore Carthaginian barks, laden with corn for"
0338700400_000169,"The commentaries of Cæsar, translated into English. To which is prefixed A discourse concerning the Roman art of war. By William Duncan, Professor of Philosophy in the University of Aberdeen. Illustrated with cuts.",Julius Caesar,73,0,1,5,2,1,1,0,0,0,1,1,0,1,0,0,0,0,1,5,1,1,2,0,3,0,1,0,0,0,3,4,0,0,3,1,0,0,0,0,1,2,0,5,2,1,2,1,1,1,2,0,2,1,2,2,2,1,3,2,2,1753,1,1,"London : printed for J. and R. Tonson and S. Draper in the Strand, and R. Dodsley in Pall-Mall, MDCCLIII. [1753].",London,553,male,,,FALSE,"Ages. Troops were levied over all Italy ; Arms enjoined; Money demanded of the Colonies and free Towns, and even taken from the very Temples : in fine, neither divine nor human Rights were regarded. VI CI SAR having Intelligence of there Proceedings, addressed himself to his Troops : """
0359300102_000009,"The history of the revolutions that happened in the government of the Roman Republic. Written in French by the Abbot de Vertot, of the Royal Academy of Inscriptions, &c. The fifth edition. English'd by Mr. Ozell from the original newly reprinted at Paris, with amendments and additions by the Author himself, in almost every Page: Besides not a few essential Alterations and Corrections in This Fourth Edition more than in any of the preceding ones. either French or Dutch. ... . To which is prefixed, A Translation of a Memorial sent from London by the late Earl Stanhope to the Abbot De Vertot at Paris, containing divers Questions relating to the Constitution of the Roman Senate. With the Abbot's Answer.",René-Aubert Vertot,83,0,1,2,5,0,5,1,0,0,2,1,2,6,2,2,0,1,0,3,2,0,0,2,6,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,2,1,0,0,0,2,1,6,3,2,4,0,0,1,0,1,0,2,6,1736,2,2,"Dublin : printed by R. Reilly on Cork-Hill. For Geo. Grierson, Printer to the King's Most Excellent Majesty, at the King's Arms and Two Bibles in Essex Street, and Geo. Ewing, at the Angel and Bible in Dames-Street, Booksellers, MDCCXXXVI. [1736].",Dublin,371,male,1655,1735,FALSE,"be buried under the Ruins of their Country , than to desert her. Every Man dispersed the next Morning. Some repaired to Rome to defend it, if the Enemy should lay Siege to it. Others laboured either to rally the Fugitives, or to raise new Levies about the Country ."
0289400101_000149,"The history of the progress and termination of the Roman Republic. By Adam Ferguson, LL.D. Professor of Moral Philosophy in the University of Edinburgh. In Three Volumes. Illustrated with maps. ...",Adam Ferguson,73,0,0,0,4,2,0,0,0,5,2,2,1,3,2,0,0,1,0,0,0,2,1,0,2,0,1,1,3,0,1,0,2,0,1,2,1,1,0,1,2,4,1,2,3,2,2,0,1,1,2,0,1,1,1,1,1,3,1,1,2,1783,1,3,"London : printed for W. Strahan; T. Cadell, in the Strand; and W. Creech, in Edinburgh, MDCCLXXXIII. [1783].",London,483,male,1723,1816,TRUE,"at Minturna to put him to death , overawed by his afpca, recoiled from the talk; and the people of the place, as if moved by the miracle, concurred in aiding his escape °. The presence of sich an exile on the ground where Carthage had flood, was supposed to"
0722100106_000030,"The ancient history of the Egyptians, Carthaginians, Assyrians, Babylonians, Medes and Persians, Macedonians, and Grecians. By Mr. Rollin, late principal of the University of Paris, Professor of Eloquence in the Royal College, and member of the Royal Academy of Inscriptions and Belles-Lettres. Translated from the French. In eight volumes. ... . The ninth edition. Illustrated with copper-plates.",Charles Rollin,89,1,1,2,3,0,2,1,1,1,0,1,2,5,1,2,0,0,0,1,1,0,3,1,0,0,1,0,0,0,2,4,5,0,0,0,1,1,0,1,0,2,3,0,0,1,2,5,9,8,6,3,0,0,0,0,2,1,0,2,1,1800,6,8,"London : printed for G. G. and J. Robinson; W. Richardson and Co.; H. Gardner; W. Otridge and Son; R. Baldwin; J. Sewell; S. Hayes; D. Ogilvy and Son; W. Lowndes; F. and C. Rivington; Longman and Rees; C. Law; J. Nunn; J. Cuthell; Vernor and Hood; Darton and Harvey; R. Lea; G. Cawthorn; T. Hurst; J. Walker; and Lackington, Allen, and Co. By Darton and Harvey, Gracechurch-Street, M.DCCC. [1800].",London,445,male,1661,1741,TRUE,"it evident, that he was exceedingly delighted at bottom, that his troops , in conjunetion with the Tarentines alone, had defeated so well disciplincd and numerous an army of the Romans , without the assistance of his allies. The Romans , however, were not dejeted at the great loss they"
0519400105_000100,"The Roman history from the foundation of Rome to the battle of Actium: that is, to the end of the commonwealth. By Mr. Rollin, ... Translated from the French. In ten volumes. ...",Jean-Baptiste Louis Crévier,71,0,0,2,2,0,2,0,1,1,2,3,0,3,1,0,0,0,0,2,1,0,2,1,2,1,0,0,0,1,2,1,1,1,0,1,1,1,1,3,0,3,2,2,1,0,0,1,6,3,3,0,2,0,1,2,0,0,0,3,3,1768,5,10,"London : printed for J. Rivington, R. Baldwin, Hawes Clarke and Collins, R. Horsefield, W. Johnston [and 7 others in London], 1768.",London,576,male,1693,1765,FALSE,"to dem permission to qui; a province, where nothingfar remained for him to do, to march back his troo with him, and to dilmifs them. He obtained all he asked of the Senate , who besides, on his accoun decreed feasts and thanksgivings for three days in the temples ."
1116300116_000437,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,78,0,1,1,6,0,2,0,0,1,1,4,1,1,0,1,0,0,2,3,1,1,2,2,0,0,0,0,0,0,2,3,4,0,0,2,0,0,2,3,2,3,0,0,0,1,2,2,5,2,1,1,0,0,3,1,1,1,0,6,1,1798,16,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,409,unknown,,,FALSE,"began to lose courage, and retire; those who were next to them followed their example, and in a short time the whole army gave way. Pyrrhus having attempted several times in vain to rally his forces , returned to the charge wi: h xó3 a small number of his friends"
1514000104_000605,"An universal history, from the earliest account of time to the present: compiled from original authors; and illustrated with maps, cuts, notes, chronological, and other tables.",,83,0,1,3,4,1,5,2,0,2,5,7,2,2,0,0,0,0,1,4,1,0,1,1,0,0,0,0,0,2,0,1,0,0,1,2,0,1,2,1,0,3,0,3,0,1,1,0,2,5,3,1,1,0,1,0,1,2,0,4,3,1744,4,7,"Dublin : printed by and for George Faulkner, in Essex-Street, M.DCC.XLIV. [1744-1745].",Dublin,879,unknown,,,FALSE,"prudent Decius, leaving Hetruria, by long marches h l~y. ibi. F~~TI CAPI~OL. marches came and incamped in a place called the Pupinian field, lying in thle way btdween Umbria and Rome , and there quietly waited for the arrival of the enemy . But the bold and enterprising Fabius no"
0645300301_000091,"The history of the decline and fall of the Roman empire. By Edward Gibbon, Esq; Volume the first.",Edward Gibbon,70,2,0,1,1,2,0,1,2,0,3,3,1,2,2,1,3,1,0,2,0,1,0,0,3,0,2,0,1,0,0,4,0,1,0,1,0,1,0,1,0,2,0,4,0,0,1,2,1,3,8,1,1,0,0,1,0,0,1,0,3,1782,1,1,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXXII. [1782].",London,726,male,1737,1794,TRUE,"his concubines, the yonnlger rotlq, were by no means contemptible. (oirdian left three or foiir children. His O I hcrodiun, 1 VII p, 43 Iill, A ugilt. !itcrary prolnions, though lets numt - p, i,. 1, ld 21.5 liad acquired many friends. Their mild adminifpration opened the flattering prospect of"
