PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(apostl),termFreq(appear),termFreq(believ),termFreq(blood),termFreq(bodi),termFreq(christ),termFreq(christian),termFreq(church),termFreq(confid),termFreq(coven),termFreq(dead),termFreq(death),termFreq(divin),termFreq(earth),termFreq(end),termFreq(etern),termFreq(faith),termFreq(father),termFreq(foul),termFreq(glori),termFreq(god),termFreq(gospel),termFreq(grace),termFreq(hand),termFreq(heart),termFreq(heaven),termFreq(holi),termFreq(jesu),termFreq(know),termFreq(law),termFreq(life),termFreq(light),termFreq(live),termFreq(love),termFreq(mean),termFreq(natur),termFreq(noth),termFreq(peopl),termFreq(person),termFreq(power),termFreq(preach),termFreq(promis),termFreq(receiv),termFreq(righteou),termFreq(salvat),termFreq(save),termFreq(saviour),termFreq(scriptur),termFreq(sin),termFreq(soul),termFreq(speak),termFreq(spirit),termFreq(think),termFreq(true),termFreq(truth),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0114300701_000122,"Faith and practice represented in fifty-four sermons on the principal heads of the Christian religion; preached at Berry-Street, 1733. By I. Watts D. D. D. Neal M. A. J. Guyse D. D. S. Price. D. Jennings. J. Hubbard. Published for the Use of Families, Especially on the Lord's-Day Evenings. ...",,102,1,3,2,2,1,0,2,1,0,0,0,1,0,4,0,0,0,2,2,0,3,13,6,3,1,2,0,4,3,0,3,1,2,1,0,0,1,0,0,1,7,1,1,3,0,3,2,1,2,2,0,0,5,0,0,3,5,2,0,1739,1,2,"London : printed for John Oswald, at the Rose and Crown in the Poultry, near the Mansion-House, M.DCC.XXXIX. [1739].",London,567,unknown,,,FALSE,"of the most powerful Motives to persuade them to embrace the Christian Faith , upon his Assurance, that now, there vwas neither .Greek nor Jew, Circumcision nor Uncir culmcifion, Barbarian, Scythian, bond nor free, but that whosoever would come to Christ , should in no wise be caff out. But"
0315700102_000103,"An exposition of the New Testament, in three volumes: in which The Sense of the Sacred Text is given; Doctrinal and Practical Truths are set in a plain and easy Light, Difficult Places Explained, Seeming Contradictions Reconciled; Whatever is Material in the Various Readings, and the several Oriental Versions, is observed. The Whole illustrated with Notes taken from the most ancient Jewish Writings. ... By John Gill.",John Gill,129,0,0,0,1,2,1,9,0,0,0,1,0,2,2,1,3,8,1,5,0,0,19,1,4,2,0,1,2,1,5,3,10,1,0,1,1,2,0,3,2,12,0,1,0,1,2,1,1,0,2,2,0,3,0,3,0,2,3,2,1746,2,3,"London : printed for the author; and sold by Aaron Ward, at the King's-Arms in Little-Britain, M.DCC.XLVI. [1746]-48.",London,800,male,1697,1771,FALSE,"hand of God , above all principalities and powers ; and through' the effusion of the Spirit upon his disciples, and the divine power that attended his Gospel , to make it effeetual to great multitudes, both to Jews and Gentiles; by all which he was glorified, pursuant to this"
0056200500_000023,"A letter to the Rev. Caleb Evans, M.A. Master of the Seminary at Bristol. Containing a few remarks on a circular letter drawn up by him, read and approved by the association met at Horsley, in Gloucestershire, July 3 and 4,, 1789. By William Huntington, S.S. Minister of the Gospel at Providence Chapel, Little Titchfield-Street, and at Monkwell-Street Meeting.",William Huntington,137,1,0,1,2,0,0,11,0,0,0,0,1,1,0,3,0,0,7,0,0,5,12,10,2,1,3,1,6,4,1,18,6,2,4,0,0,1,2,2,0,1,1,1,0,1,1,1,1,1,11,1,0,4,0,0,1,1,3,1,1798,1,1,"London : printed by T. Bensley. Sold at Providence Chapel on Monday and Wednesday Evenings, and at Monkwell-Street Meeting on Tuesday Evenings ; by W. Baynes, No. 54, Pater-Noster-Row ; Elvey and Green, No. 93, and J. Baker, No. 226, Oxford-Street ; J. Cobbin, No. 14, Hertford-Street, Fitzroy-Square ; R. Mockford, Lewes, Sussex ; T. Barston, Swinegate, Grantham, Lincolnshire ; and by A. Batten, sen. Wellwyn, Herts, 1798.",London,130,male,1745,1813,FALSE,"rule, that,. without it, it is impofible to please God ; for, what oever is not of faith is sin . ""What standard is there of sin and holiness , vice and "" virtue?"". Thisis isdebatig the Gospel with. witness. Is the F a Gospel Gospel no standard of sin"
0379202200_000027,"Salvation through the grace of our Saviour displayed, ---- the doctrine of grace illustrated, -and Righteousness in all Manner of Conversation Recommended, in several sermons, preached to the associate congregation of Jedburgh. By Alexander Shanks.","Shanks, Alexander",107,0,1,1,0,2,0,4,0,1,0,0,0,0,0,1,0,2,1,1,0,12,5,0,7,1,2,1,5,5,1,1,2,1,0,2,1,0,0,1,0,2,0,0,5,1,8,3,2,2,3,1,2,4,1,1,6,2,1,2,1787,1,1,"Edinburgh : printed for William Laing, Bookseller, Head of Canongate, MDCCLXXXVII. [1787].",Edinburgh,182,male,1732,1799,FALSE,"in the Lord. In God we bpafl all the day longt. In the lordjhall all the seed of Israel be jutiified, and all glory $. Godlfor. bid that ijhould glory , save in the croft of our Lord Yefus Chrit ll. To him spirits of just men before the throne"
0308302800_000002,"A tender salutation in Gospel love, written principally for the use of his relations, by Thomas Colley.","Colley, Thomas",105,1,2,0,2,0,2,4,1,3,0,0,0,3,0,0,0,0,2,0,1,1,7,2,4,0,6,1,6,1,2,5,1,1,3,1,2,2,1,0,0,3,0,0,0,1,4,2,0,0,5,1,0,11,1,1,2,3,3,1,1794,1,1,"London : printed and sold by James Phillips, George Yard, Lombard Street, M.DCC.XCIV. [1794].",London,24,male,1742,1812,FALSE,"until they come to experience redemption and salvation , through the grace and good Spirit of Christ .. Now, what I earnestly desire for you is, that ye may happily be partakers of this salvation : for,, though in the times of ignorance, mankind have departed from God , their"
0980901100_000012,"Sermons by the late Rev. George Lyon, Minister of the Gospel, Strathmiglo. To which is prefixed, a short account of the author.","Lyon, George",94,0,3,2,0,0,0,7,1,1,0,0,1,4,0,4,2,1,3,5,1,3,6,1,4,1,0,9,3,4,0,0,2,0,1,1,1,0,0,2,0,4,1,1,1,1,1,0,2,1,2,0,0,3,0,1,0,1,1,1,1794,1,1,"Edinburgh : printed for the benefit of the author's family; and published by P. Hill, Edinburgh, and T. Kay, London, 1794.",Edinburgh,435,male,1729,1793,FALSE,"of the apostle to the Philip, pians: ""'Because he humbled himself, and'became "" obedient unto death , even the death of the cross, C wherefore God alfohathhighlyexalted limb).'"" But who can conceive, much less reprefert to you, that glory and dignity to which he is now advanced? It is infinitely"
0844800200_000008,"Evangelical discourses on several subjects. To which is added, An essay on the powers and contests of flesh and spirit. By Isaac Watts, D.D.",Isaac Watts,112,1,4,0,1,1,1,11,3,2,0,1,7,8,0,2,0,1,4,1,0,0,8,1,0,1,1,1,3,9,0,0,1,0,2,2,0,0,0,0,2,5,3,0,1,0,1,1,5,1,6,4,0,0,0,1,0,1,1,3,1791,1,1,"London : printed for C. Dilly in the Poultry, M,DCC,XCI. [1791].",London,365,male,1674,1748,TRUE,"power as his letters had, when he came the second time to visit them, 2 Cor. X 10, 1 And we have the testimony of two others, particularly Luke the physician, in his history of the Ads of the Apostles , who was a fellow traveller with him; him; and"
0546500900_000006,"Self disclaimed, and Christ exalted. A sermon, preached at Philadelphia, before the Reverend Synod of New-York, May 25, 1758. By David Bostwick, A. M. Late a Minister of the Gospel in New-York. Published at the Request of the Members of the Synod.","Bostwick, David",104,0,0,0,3,1,1,12,0,1,2,1,0,2,6,1,2,2,4,1,0,1,7,1,5,1,0,1,2,6,0,9,1,0,0,1,0,2,0,1,2,5,5,2,0,1,1,1,1,0,2,1,1,1,0,0,1,0,3,0,1776,1,1,"[London] : Philadelphia printed; London reprinted, and sold by J. Mathews, No. 18, Strand; Keith, Gracechurch Street; and Buckland, Pater-Noster Row, M.DCC.LXXVI. [1776].",London,48,male,1721,1763,FALSE,"salvation by jesus CHRIST ; the original contrivance, the meritoriois impetration, and actual application of it, through his blood and Spirit ; the fall of man,  by one man's disobedience (z),  and the guilt and ruin of a fallen slate necessarily uppof ed; the original purposes of God's"
1323800700_000002,"The knowledge of the chief constituent parts of the Christian system needful, as a guide to pastors and people in their several different duties. A sermon preached at the instalment of the Reverend John Thompson, in the pastoral office over the First Church of Christ in Berwick. May 7, 1783. By Paul Coffin, A.M. Pastor of the church in Buxton. [Six lines of Scripture texts].","First Congregational Church (Berwick, Me.)",97,0,4,0,0,1,2,10,6,0,0,1,0,2,3,1,2,2,6,1,0,1,8,2,4,2,0,2,3,5,0,0,0,0,0,3,1,2,0,0,2,1,3,1,2,0,0,0,2,1,2,0,0,2,0,2,1,1,1,2,1783,1,1,"Newbury-port [Mass.] : Printed by John Mycall, MDCCLXXXIII. [1783].",Newburyport,40,unknown,,,FALSE,"than that which requires faith in the Son of God , as the Saviour of the world ; and leads'us to return to God by him. This is the way to peace with heaven ; and to joy and holiness by the hioly Ghost. And he who is led of"
1047500600_000011,"Sundays kept holy; in moral reflections, pious thoughts, and devout aspirations, on the gospels For The Sundays from Easter to Advent. Being a supplement to the Christian Advent and Lenten monitor; or, the third part of Moral reflections on the gospels for all the Sundays in the Year. Second edition. By P.B. O.S.F.",Pacificus Baker,96,0,1,1,7,0,0,6,3,2,2,0,1,1,3,0,1,2,5,1,0,1,5,2,3,0,1,3,5,2,0,0,1,1,2,4,0,0,1,0,0,2,0,3,0,0,1,1,1,0,5,2,0,2,1,1,4,2,2,2,1772,1,1,"London : printed for the author, and J. Coghlan, in Duke-Street, Grosvenor-Square, 1772.",London,288,male,1695,1774,FALSE,"will convince the kpo4rld of Sin ; becaije they believed not in me. That divine Spirit will condemn all those of Infidelity, who refule to hearken to the Words of Truth declared and made manifet to them. But he will not only argue the Infidel Part of Mankind, of Sin"
0105100400_000013,"Twelve sermons, wherein the true ministers of Christ, and the grounds of salvation by Him, are defended against their modern opposers. By Gibbon Sutton, M. A. Sometime Fellow of Trinity-College in Cambridge; and late Lecturer of St. Benedict Grace-Church. To which is added, the author's last sermon, before he was silenc'd by the abjuration-act.","Sutton, Gibbon           1674 or 5",115,0,1,0,7,0,0,11,3,0,1,1,0,0,1,1,0,2,15,1,0,1,14,2,1,0,1,1,1,3,0,1,4,0,1,0,1,1,1,0,2,1,1,3,2,1,11,6,2,0,2,1,0,1,0,0,3,1,1,0,1718,1,1,"London : printed by subscription, for the benefit of his widow, Eliz. Sutton, at the Black Boy and Anchor in Cannon-Street, near London-Stone, MDCCXVIII. [1718].",London,279,unknown,,,FALSE,"Threatening; and God to do himself Right in his injured Truth , will have us saved by Faith in his Promises through the Second Adanm. So that no Deifl or Socinian, how good a Moralist soever, can be saved ; because he that believeth not God , hath made him"
0196300103_000090,"Fifty eight sermons preached out of the first lessons of every Sunday in the year, at evening prayer. With an appendix of six sermons upon morning lessons, added to compleat the course of the two first volumes. By William Reading, M. A. Keeper of the Library at Sion-College. ...",William Reading,103,2,1,0,0,0,1,5,1,2,0,2,0,0,0,0,0,0,4,5,0,0,14,5,0,1,2,1,2,2,1,5,1,5,2,2,2,4,1,0,0,0,3,1,1,0,2,2,1,5,2,0,1,0,2,2,0,4,3,1,1730,3,4,"London : printed for J. Watts, for the author, MDCCXXX. [1730].",London,453,male,1674,1744,FALSE,"in them, nor will be a God to any man, who does not approve himself his servant by an ative obedience. I am sure our blessed Lord tells the Jews, that they were not the children of Abraham, i. e. not so accounted of God ; not being faithful to"
0906700401_000098,"Discourses on the miracles and parables of our blessed Lord and saviour Jesus Christ. By the Revd. William Dodd, Lecturer of West-Ham, in Essex, and of St. Crave's Hart-Street, London. In four volumes.",William Dodd,110,1,0,0,2,0,0,1,0,2,1,1,2,0,1,0,0,2,13,2,0,5,13,1,3,1,7,1,3,1,0,1,0,0,3,3,3,0,2,3,0,1,0,3,0,1,1,5,1,1,4,1,0,1,0,6,1,1,3,2,1757,1,4,"London : printed for T. Waller, opposite Fetter-Lane; and W. Faden, in Wine-Office-Court, Fleet-Street; and E. Dilly, in the Poultry near the Mansion-House, MDCCLVIL. [1757]-58.",London,497,male,1729,1777,FALSE,"given. For from Christ alone, and his meritorious rigliteouiecfs flows the free ofter of pardon and peace and the means of everlasting glory ! For by grace are we saved , through faith : and that not of ourselves, or by any merit or means of our own: It is"
1428500102_000047,"Sermons on the chief doctrines and duties of the Christian religion, in their natural order. By William Dalgliesh, D.D. Minister of Peebles.",William Dalgliesh,131,0,0,0,0,0,0,2,1,0,1,5,1,0,8,1,0,2,2,3,0,0,17,3,4,1,4,2,8,1,1,1,1,0,0,2,5,4,0,0,1,3,2,1,1,0,9,1,3,0,4,2,0,11,0,0,2,2,9,0,1799,2,4,"Edinburgh : printed for the author, by J. Ruthven and Sons. Sold by W. Creech, J. Dickson, and other booksellers, Edinburgh; Brash and Reid, Glasgow; and C. Dilly, London, M.DCC.XCIX. [1799].",Edinburgh,449,male,1733,1807,FALSE,"man can come to me, except the "" Father draw him; "" he says in another, "" Ye will not come to me, that ye may have "" life *; "" and explains this drawing to him, of men's "" being taught and learned of the "" Father f."" When"
0343801800_000019,"The harmony of all the religions which God ever prescribed: containing a brief survey of the several publick dispensations of God toward man, or his Appointment of Different Forms of Religion in successive Ages. Humbly Proposed As an Easy Clew to lead us through many Difficulties of the Old Testament, and the New; and particularly to Explain and Reconcile the several Parts of St. Paul's Epistles on these Subjects to every Capacity.",Isaac Watts,108,1,4,0,0,1,0,5,3,0,0,0,0,2,2,3,1,0,9,0,0,1,4,4,2,1,2,3,7,0,0,1,4,0,2,1,1,0,0,0,3,1,8,1,2,0,5,2,2,1,2,0,1,4,0,0,3,0,5,4,1742,1,1,"London : printed for James Brackstone, at the Globe in Cornhill, M.DCC.XLII. [1742].",London,119,male,1674,1748,TRUE,"Faith is said tojuftify us without Works , it can mean no more than this, viz. that we are pardoned and accepted of God through' our Faith , Trust or Dependance on Divine Mercy, and on the Mediation of Christ , under a Sense of the Imper section of our"
0399901100_000012,"A new companion to the alter [sic], for the Holy Communion of our Lord's supper, fit to be bound up with the Common Prayer. Collected from the Holy Scriptures, and taken from the writings of Bp. Kenn, ... Mr. Nelson, &c.",,124,0,0,0,4,2,1,6,1,2,0,2,1,2,1,3,1,1,5,9,0,4,14,1,5,0,3,1,11,2,0,0,4,0,2,4,0,1,0,3,1,0,0,0,2,0,1,1,3,0,2,3,0,3,0,4,3,0,2,3,1755,1,1,"London : printed for J. Schofield, in Manchester, 1755.",London,64,unknown,,,FALSE,"Defender: That thus believing , and confessing, through' thy Son Christ , I may become an Heir of everlasting Life . And as 0.1 thus believe and confess to thee: So give me Grace to show forth my Faith by a godly Conversation, and virtuous Living , that Men feeing"
0631801900_000102,"The duty of a real Christian, both in Faith and Practice, upon gospel principles, for Promoting a devout and holy Life, in a new and easy Method, adapted to all Capacities. Containing All Things essential to Salvation. With prayers For Morning and Evening, and several Occasions. This is the victory that overcometh the world, even our Faith. 1 John v. 4. Faith without Works is dead. James ii. 20. Necessary for all Families.",,105,0,3,0,5,0,1,9,0,4,1,3,0,1,0,0,1,2,4,1,0,0,11,3,4,0,1,1,2,2,3,2,3,0,0,1,1,0,0,1,0,2,5,0,0,0,3,0,4,2,1,1,0,1,0,4,4,4,2,2,1763,1,1,"London : printed for Edward Dilly in the Poultry, MDCCLXIII. [1763].",London,442,unknown,,,FALSE,"will secure the simple from erring to their ruin; and it will make them wise to the laving of their souls . No doubt, there are many things in the scriptures hard to be understood: but the ignorance of those things can be no obstacle to salvation . For, the"
1071801700_000066,"The great necessity and advantage of publick prayer and frequent communion; designed to revive primitive piety: with meditations, ejaculations and prayers, before, at, and after the sacrament. The sixth edition. By the Right Reverend Father in God, William Beveridge, Late Lord Bishop of S. Asaph.",William Beveridge,121,2,0,0,3,6,8,4,1,1,0,1,0,4,0,3,2,1,4,1,0,3,7,2,4,0,0,2,9,7,0,2,5,0,1,3,1,0,0,0,1,0,0,2,7,1,2,0,2,0,6,5,0,2,0,1,0,2,1,2,1724,1,1,"London : printed for W. Taylor, at the Ship in Pater-Noster-Row, M.DCC.XXIV. [1724].",London,180,male,1637,1708,FALSE,"Benefits of his most precious Death and Resurrection from the Earth , and glorious Ascension into Heaven , who liveth and reigneth with thee and the Holy Spirit , ever one God , World without End . Amen. E pleased, 0 God , to accept this our bounden Duty and"
0265800400_000044,"A spiritual treasury, for the children of God: consisting of a meditation for each day in the year, upon select texts of Scripture. Humbly Intended To establish the Faith, promote the Comfort, and influence the Practice of the Followers of the Lamb. By William Mason. With a recommendatory preface by the Rev. William Romaine, A. M. Lecturer of St. Dunstan's in the West.",William Mason,135,1,0,1,1,2,1,5,0,0,1,2,0,3,1,0,2,1,11,2,1,0,15,1,7,1,4,0,1,18,0,0,7,0,0,8,0,2,0,0,0,2,1,2,0,5,2,0,0,0,3,3,0,2,1,4,3,5,0,3,1765,1,1,"London : printed: and sold by M. Lewis, in Pater-Noster-Row; and E. and C. Dilly, in the Poultry, MDCCLXV. [1765].",London,369,male,1719,1791,TRUE,"walk, your words , your strife, your views, give evidence of the truth of my assertion? do you not aft and behave too much like men who are irangers to Jesus , and the life and power of vital godliness i Believers are a compound of flesh and spirit ."
0293401000_000020,"Peace and union recommended; and Self disclaim'd, and Christ exalted: in two sermons, preached at Philadelphia, before the Reverend Synods of New-York and Philadelphia: the first, on the 24th of May, 1758, by Francis Alison, D.D. vice-provost of the college, and rector of the academy, in Philadelphia. And, the second, May 25, 1758, by David Bostwick, A.M. Minister of the Presbyterian-Church, in New-York. Both publish'd at the joint request of the Reverend synods.",Presbyterian Church in the U.S.A. Synod of Philadelphia,107,0,0,0,3,3,1,15,0,1,1,1,0,2,6,1,2,2,3,1,0,2,5,1,5,0,0,1,2,6,0,10,2,0,0,1,0,2,0,1,2,5,4,1,0,1,1,1,1,0,3,1,1,1,0,0,1,0,4,0,1758,1,1,"Philadelphia : Printed by W. Dunlap, at the newest-printing-office, MDCCLVIII. [1758].",Philadelphia,104,unknown,,,FALSE,"but CHRIST JESUS the LORD.' And this also mull be considered both MATERIALLY, and FORMALLY, or as it respects the SUBJECT MATTER, and the FORMAL MANNER of our preaching . Ilt, As. it respects the MATTER; it includes in general, the whole sum of gofpel do&rine,, relating to man's salvation"
0420502600_000001,"A sermon on the excellency of the Christian religion, preached at St. Paul's in the City of London, and at Mercer's Chapel, and many other Churches. By a divine of the University of Oxford.",Divine of the University of Oxford,97,0,5,0,1,0,1,4,8,2,1,1,1,2,1,1,1,2,2,0,0,1,7,6,1,0,0,0,2,1,0,2,3,2,1,0,0,2,0,2,0,0,11,1,0,0,2,1,1,1,1,1,0,0,0,2,2,5,0,6,1783,1,1,"Berwick : printed by and for W. Phorson, and B. Law, Ave-Maria Lane, London, M.DCC.LXXXIII. [1783].",Berwick-upon-Tweed,29,unknown,,,FALSE,"I , A S E R MON ON T HE EXCELLENCY OF thie CHRISTIAN RELIGION, PREACHED AT ST PAU L in the C T Y of L ond ON, and at ME R C E R's CH A P EL, and many other C H URCHE S. BY A DIVINE"
0039300205_000088,"Letters and sermons, with A review of ecclesiastical history, and hymns. By John Newton, Rector of St Mary, Woolnoth, London. In six volumes. ...",John Newton,88,2,2,1,1,1,0,6,2,2,0,0,1,0,1,0,1,0,2,0,0,1,7,4,2,0,4,0,0,1,2,1,2,1,3,3,0,1,1,1,2,3,4,1,3,1,1,1,0,0,1,1,1,0,0,1,6,3,1,2,1787,5,6,"London : printed for J. Buckland, No 57. Pater-Noster-Row; and J. Johnson, No 72. St. Paul's Church-Yard, MDCCLXXXVII. [1787].",London,337,male,1725,1807,FALSE,"of such heresies, those that were approved might be made manifest, and the chaff separated from the wheat; for though' the ignorant world would call even those persons Christians , whose conduct proved them enemies to the cross of Christ , yet time, the tels of truth , unanswerably evinced"
0431301400_000009,"Preaching Christ, and not self. A sermon preached at Tuckers-Street-Meeting, Bristol, at the ordination of The Reverend Mr. Thomas Janes. May 26th, 1774. By Benjamin Fawcett, M. A. To which are added, Mr. Janes's Confession of faith, and A charge, Delivered on the same Occasion. By Andrew Kinsman.",Benjamin Fawcett,116,0,0,0,6,0,1,10,3,2,0,0,0,2,2,0,2,2,6,2,1,1,10,1,2,2,1,1,6,6,0,0,7,0,0,0,4,0,2,2,0,1,0,0,0,4,4,1,3,0,2,5,0,0,0,2,2,2,4,2,1774,1,1,"Shrewsbury : printed by J. Eddowes; and sold by W. Pine, T. Cadell, and W. Ward, in Bristol; and by J. Buckland, in Pater-Noster-Row, London, [1774?].",Shrewsbury,64,male,1715,1780,FALSE,"then the awards of the righteous Judge shall be put into immediate execution, that the righteous shall go into life everlasting, and the wicked into everlasting punishment. Under a deep impression of these most awful and important truths , I passionately request your prayers, Dear Sir, and those of my"
1298801100_000019,"A full and true state of the controversy, concerning the marrow of modern divinity, as debated between the general assembly, and several ministers in the year 1720 and 1721. Containing I. The act of assembly 1720. Concerning the marrow. II. The representation and petition of the 12 ministers against that act. III. Twelve queries agreed upon by the commission of the assembly to be put to the said ministers. IV. Answers given in by these ministers to the above queries. V. Authorities of eminent divines, with respect to said queries. VI. The controversy concerning the marrow, considered in a familiar dialogue between Gamaliel, Paul, &c.",Church of Scotland. General Assembly,119,1,0,0,7,0,1,8,0,3,7,1,0,1,5,0,0,0,17,1,0,1,10,5,1,0,2,0,2,2,0,0,2,1,0,1,0,2,0,0,2,0,0,3,4,1,7,1,3,3,3,0,2,1,1,0,2,4,1,0,1773,1,1,"Glasgow : Printed by John Bryce, and sold at his Shop, opposite to the New-Church; Salt-Market, MDCCLXX.III. [1773].",Glasgow,188,unknown,,,FALSE,"doprine of their own, and of this church , which they were all of them by the strongest ties bound to maintain : Or to go off from the synod of Dort, which had but so lately before them fettled the Protestant principles as to docrine; and by so doing,"
0770700100_000049,"Sighs from hell: or, the groans of a damned soul. Discovering from the 16th of Luke, the lamentable state of the damned. And may fitly serve As a Warning-Word to Sinners both Old and Young, by Faith in Jesus Christ, to avoid the same Place of Torment. With a Discovery of the Usefulness of the Scriptures, as our safe Conduct for avoiding the Torments of Hell. By John Bunyan.",John Bunyan,161,0,0,0,17,0,0,4,0,0,0,4,8,1,0,0,0,0,3,0,1,0,6,11,1,0,3,0,1,1,1,22,4,1,1,0,1,3,1,0,0,9,1,6,1,0,1,0,0,6,5,10,3,5,2,2,2,8,3,2,1785,1,1,"London : printed for J. Wren and W. Hodges, MDCCLXXXV. [1785].",London,170,male,1628,1688,TRUE,"believing their condemnation by the law really, they do not also believe really and iicfc tually the law that does condemn them. For a; men have but a notion of the one, that is, th.; r condemnation, because of sins against the law ; so they have but a notion"
0343900500_000021,"Remarks on three sermons, lately published, under the title of, The impossibility of obtaining salvation by faith without obedience; preached in the parish church of St. Martin, Birmingham, (by John Gaunt, A. M. Lecturer of the said Church) on the 5th, 12th, and 26th of November, 1769. In which Remarks The Scripture Doctrine of Salvation Is clearly Asserted and Defended By the unerring Testimony of God's Word, and the Articles and Homilies of the Church of England.","Gaunt, John",109,2,1,1,3,2,0,1,0,2,0,0,0,0,2,0,2,2,10,2,1,0,9,9,4,0,2,0,1,6,1,0,1,0,1,4,6,0,0,3,3,2,4,0,2,0,2,0,1,1,2,1,0,1,0,6,4,0,2,0,1770,1,1,"Birmingham : printed for the author, and sold by Luckman and Lesson, at No. 8, in New-Street; T. Luckman, in Coventry; and Mess. Robinson and Roberts, Pater-Noster-Row, London, M,DCC,LXX. [1770].",Birmingham,53,male,1737,1797,FALSE,"revealed in the gospel , for the justification of poor sinners, it is the grand and principle business offaith, to receive and rely on it as altogether. sufficient, and absolutely siee to justify the most perishing and undeserving. And thus, according to the divine appointment, every believer is jutlified by"
0920801800_000003,"The substance of a sermon, occasioned by the death of Mr. Alexander Mather, minister of the Gospel: preached in the Methodist Chapel, in York, August 26, 1800. By John Pawson.","Pawson, John",130,2,1,1,4,1,1,9,0,4,0,0,0,0,2,0,0,2,3,0,1,0,17,2,2,1,4,0,17,8,1,3,3,1,0,6,0,1,1,0,0,3,0,1,0,0,1,2,2,1,5,2,0,7,0,3,2,2,1,0,1800,1,1,"Leeds : printed by Edward Baines, 1800.",Leeds,35,male,1737,1806,FALSE,"love of God through Jesus Christ our Lord. Many of you can witness how faithfully, and zealously, our worthy friend who is now gone hence, from this very pulpit, published these glad tidings in the name of his great Master; and how strongly he insisted upon it, that this is"
0557503600_000026,"A full, true, and comprehensive view of Christianity: containing a short historical account of religion from the creation of the world to the fourth century ... as also the complete duty of a Christian ... laid down in two catechesims, a shorter and a longer, ... To whic is prefixed A discourse upon the design of these catechisms, ...",Thomas Deacon,106,1,4,3,3,1,1,5,0,2,0,0,4,3,0,1,2,1,1,2,0,0,6,3,1,3,0,4,9,9,1,3,1,0,2,2,0,0,0,2,0,2,4,3,0,0,1,1,0,2,2,0,2,5,0,0,1,0,0,3,1748,1,1,"London : printed for S. Newton, in Manchester; and sold by Mess. Rivington, and Mr. Hinton; Mr. Birt; Mr. Baldwin; Mr. Baldwin; Mr. Osborn; Mess. Manby and Cox [London]; Mr. Hildyard, in York; and Mr. Scholfield, in Rochdale, 1748.",London,515,male,1697,1753,FALSE,"A. They were only figures of that of jesus CHRIST , firo which they derived all their esse.. is it said, that JESUS has redeemed us by his blood ? A. Because he has delivered us from the favery of the devil... Whv is i: said, that he has destroyed"
0329100300_000011,"Christ precious to those that believe, a practical treatise on faith and love. By John Fawcett, A.M.",John Fawcett,150,2,3,1,11,0,0,11,2,0,0,0,0,0,2,0,1,0,13,0,0,2,15,3,2,0,6,0,2,4,5,2,4,1,1,2,0,1,0,0,1,5,1,2,3,0,6,2,0,0,8,4,0,5,0,4,6,5,1,1,1799,1,1,"Ewood Hall : printed and sold at Ewood Hall near Halifax, [by John Fawcett] Sold also by Wills, Stationers' Court, Ludgate-Street; Johnson, St. Paul's Church Yard; Button, Paternoster-Row; Knott, Lombard-Street; Martin, No. 27, Great Russel-Street, Bloomsbury, London; by Edwards, Holden, &c. Halifax; Smith, Sheffield; Jones, Liverpool; Dunn and Biggs, Nottingham, and Rawson, Hull, 1799.",Midgley_eEwood Hall,307,male,1739,1817,FALSE,"the operation of God ."" The faith of him who lives a careless, unconcerned, thoughtless life , is vain; he is yet in his sins . No man is a TRUE believer , in whom the blessed Spirit ..>.., 4 ... Spirit of God does not dwell, as his teacher"
0414200800_000007,"Remarks and observations on the morality and divinity contained in Dr. Free's certain articles, proposed to the Court of Assistants, of the Worshipful Company of Salters. In a letter to the Reverend Dr. Free.",William Mason,107,0,3,0,0,5,0,3,0,8,2,0,0,0,3,0,0,0,5,0,0,4,7,4,5,0,1,0,5,2,1,2,2,0,1,2,2,1,1,0,3,0,2,0,1,2,4,0,1,2,3,1,1,1,0,2,4,3,8,0,1758,1,1,"London : printed by M. Lewis, Paternoster-Row; and sold by E. Dilly, in the Poultry; J. Fuller, in Blow-Bladder-Street, near Cheapside; J. Robinson, at Dock-Head; and W. Lepard, opposite Battle-Bridge, in Tooley-Street, [1758?].",London,19,male,1719,1791,TRUE,"Law of Faith . If Salvation be by Grace , then argues the Apostle , it is no more of Iorks; otherwise, Grace is no more Grace : But if it be of works , then it is no more Grace ; othcreif, iwork is no more [Iork: Therefore we"
0042100201_000045,"Works of the late Reverend William Romaine, A.M. Rector of Saint Andrew by the Wardrobe, and Saint Ann, Blackfriars, and Lecturer of Saint Dunstan, in the West, London. In eight Volumes. ...",William Romaine,102,0,0,0,0,0,2,1,0,2,1,5,0,0,3,2,0,2,1,5,0,3,9,0,6,0,2,5,4,2,2,0,0,1,0,1,0,1,2,0,4,0,0,3,3,2,1,2,2,1,3,4,0,7,1,1,3,2,1,0,1796,1,8,"London : printed for T. Chapman, Fleet-Street, MDCCXCVI. [1796].",London,402,male,1714,1795,FALSE,"with it the fullness of joy and pleasures for evermore. No man will see any reason to set out in the way to heaven , until he be made acquainted with those truths . His judgement mut be enlightened with with the know wlcde of lhem1. Ie will never think"
