PassageID,Title,Author,Total termFreq,termFreq(answer),termFreq(appear),termFreq(armi),termFreq(brought),termFreq(cafe),termFreq(caus),termFreq(church),termFreq(citi),termFreq(command),termFreq(common),termFreq(court),termFreq(crown),termFreq(death),termFreq(declar),termFreq(duke),termFreq(earl),termFreq(england),termFreq(father),termFreq(forc),termFreq(franc),termFreq(gave),termFreq(gener),termFreq(god),termFreq(grant),termFreq(hall),termFreq(hand),termFreq(head),termFreq(honour),termFreq(hous),termFreq(israel),termFreq(king),termFreq(kingdom),termFreq(know),termFreq(laid),termFreq(land),termFreq(law),termFreq(letter),termFreq(life),termFreq(matter),termFreq(mean),termFreq(offic),termFreq(order),termFreq(parliament),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(princ),termFreq(queen),termFreq(receiv),termFreq(reign),termFreq(return),termFreq(servant),termFreq(set),termFreq(taken),termFreq(thought),termFreq(took),termFreq(war),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0483700602_000042,"A review of the history of England. In two volumes. ... Containing the titles and pretensions of our several kings, and the most remarkable Transactions and Occurrences in each Reign, from the Conquest to the Revolution. ... Containing the transactions and occurrences of the three last reigns; viz. King James II. King William III. and Queen Anne. By Mr. Salmon.",Thomas Salmon,76,1,1,1,2,0,1,4,0,2,0,0,1,1,1,6,0,3,0,0,1,2,1,1,0,0,1,0,0,5,0,1,4,0,1,2,3,4,0,1,0,0,1,9,0,1,0,0,3,1,2,1,1,0,0,2,0,3,0,1,0,1724,2,2,"London : printed for Charles Rivington at the Bible and Crown in St. Paul's Church-Yard, M,DCC,XXIV. [1724].",London,313,male,1679,1767,FALSE,"sioner, proceeded nevertheless to read his Commis. sion, and the Queen's Letter to that Parliament , wherein she affur'd them, that ihe was firmly resolve to maintain and protec them in the full Possession of their Religion, Laws and Liberties, and of the TRUE Presbyterian Government of the Church ,"
0004600102_000079,"A new history of England, from the earliest accounts of Britain, to the ratification of the Peace of Versailles, 1763. Humbly Inscribed to the Queen. By Mr. Mortimer.",Thomas Mortimer,70,0,0,1,0,0,0,0,0,0,2,2,0,2,1,8,2,3,0,0,5,2,1,0,1,1,0,1,1,1,0,3,1,0,1,0,0,0,0,2,0,2,1,6,3,0,1,0,0,1,3,1,0,1,0,1,1,3,2,3,0,1764,2,3,"London : printed for J. Wilson and J. Fell, in Paternoster-Row; and sold by Mr. Fletcher at Oxford, Messrs. Fletcher and Hodson at Cambridge, Mr. Smith at Dublin, and by all the booksellers in Great-Britain and Ireland, MDCCLXIV. [1764]-66.",London,737,male,1730,1810,FALSE,"the duke of Warwick to begin the first year; but his death , which happened shortly after, put an end to this matter §. The new queen had not been long in possession of her dignity, when ihe showed her intentions of being mistress of her husband's conduct as well"
1321700100_000092,"Memorials of the English affairs, from the suppos'd expedition of Brute to this island, to the end of the reign of King James the First. By Sir Bulstrode Whitlocke, lord commissioner of the Great Seal, &C. Publish'd from his original manuscript, with some account of his life and writings by William Penn, Esq; governour of Pensylvania. And a preface by James Welwood. M.D.","Whitlocke, Bulstrode",114,2,0,5,3,0,2,2,0,0,0,0,4,2,0,15,6,2,2,3,3,2,0,1,0,0,0,0,0,0,0,29,0,0,0,2,1,0,1,0,0,0,0,1,4,2,0,0,2,1,7,1,0,2,0,0,2,0,1,3,1,1709,1,1,"London : Printed for E. Curll at the Peacock without Temple-Bar, E. Sanger at the Post-House at the Middle Temple-Gate, and J. Pemberton at the Golden-Buck against St. Dunstan's-Church, Fleet-street, 1709.",London,386,male,1605,1675,FALSE,"also. And they both being dead, their Army ran away : In this Battle were slain 10000 Men, few of Note, and few Prisoners. King Edward, with King Henry as his Prisoner, returned triumphantly as a Conqueror to London;, and in Paul's Church , offered up his Standard, and Thanks"
1321700100_000035,"Memorials of the English affairs, from the suppos'd expedition of Brute to this island, to the end of the reign of King James the First. By Sir Bulstrode Whitlocke, lord commissioner of the Great Seal, &C. Publish'd from his original manuscript, with some account of his life and writings by William Penn, Esq; governour of Pensylvania. And a preface by James Welwood. M.D.","Whitlocke, Bulstrode",83,2,2,1,1,0,3,0,0,3,0,3,3,1,0,0,2,4,2,1,3,0,1,1,3,0,1,1,1,0,0,22,2,0,0,2,2,0,1,1,0,0,3,1,1,0,0,0,1,0,1,0,2,0,2,0,0,1,1,1,0,1709,1,1,"London : Printed for E. Curll at the Peacock without Temple-Bar, E. Sanger at the Post-House at the Middle Temple-Gate, and J. Pemberton at the Golden-Buck against St. Dunstan's-Church, Fleet-street, 1709.",London,386,male,1605,1675,FALSE,"Clergy as a Bishop, and of the Laity as the Kirg's Sheriffl King Richard raifeth ""a great Tax upon every Plough land , Knight's Fee, and Wool. The ifourth and last Day of the Session of this Parliament was for the hearing of Grievances and Accusations; and so it brake"
0674100203_000042,"The history of England, from the earliest times to the death of George II. By Dr. Goldsmith.",Oliver Goldsmith,71,0,1,3,1,1,2,0,1,1,1,4,1,0,1,2,1,1,0,2,4,0,1,1,1,0,1,0,1,0,0,8,3,0,0,1,4,0,0,0,2,0,0,3,0,1,6,1,1,1,1,0,0,0,1,2,1,1,0,2,0,1784,3,4,"London : printed for J. F. and C. Rivington, B. Law, Richardson and Urquhart, G. Robinson, T. Cadell, J. Murray, T. Evans, J. Sewell, R. Baldwin, S. Hayes, and E. Newbery, MDCCLXXXIV. [1784].",London,478,male,1728,1774,TRUE,"fides guilty of injustice, yet either in general actuated by motives of virtue. The one contending for the inherent liberties of mankind, the other for the prescriptive privileges of the crown ; both driven to all the extremes of falsehood, rapine, and injustice; and, by a fate attendant on humanity,"
1218600100_000184,"A new geographical, Historical, and Commercial grammar; and present state of the several kingdoms of the world. Containing I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. With a table of the coins of all nations, and their value in English money. By William Guthrie, Esq. Illustrated with a new and correct set of maps, Engraved by Mr. Kitchin.",William Guthrie,87,1,2,3,1,1,0,2,0,2,2,2,0,2,0,8,1,9,0,1,3,0,2,0,0,0,2,1,0,1,0,4,1,0,0,0,0,0,0,1,1,0,1,3,3,2,1,0,0,3,9,1,0,0,0,0,1,0,1,9,0,1770,1,1,"London : printed for J. Knox, at No 148, near Somerset-House, in the Strand, MDCCLXX. [1770].",London,728,male,1708,1770,FALSE,"queen had sent a very fine army to assist Charles ill in Spain, under the command of lord Galway; but in 1707, after he had been joined by the Portuguese, the Englith were defeated in the plains of Almanza chiefly through the cowardice of their allies. Though some advantages were"
0697800100_000156,"The history of the town and county of Kingston upon Hull, from its foundation in the reign of Edward the First to the present time, ... Embelished [sic] with engraved views of public buildings an ancient and modern plan of the town, and several antiquities, by Revd. Iohn Tickell.","Tickell, John, Rev",76,1,0,1,0,1,3,0,1,3,4,0,0,0,3,1,2,0,0,2,0,0,0,0,0,0,2,0,0,5,0,2,6,0,0,1,0,3,1,0,1,2,2,9,2,1,4,0,1,1,1,3,0,0,1,0,1,1,2,1,1,1798,1,1,"Hull : printed by and for Thomas Lee & Co. Also for T. Browne, Richd. Millson, booksellers, and G. W. Browne, stationer, 1798.",Hull,1011,unknown,,,FALSE,"to be given to the commissioners, were ordered to be printed and dispersed throughout the kingdom along with their late votes. This declaration was as follows : - e The lords and commons in parliament , finding just cause to fear, not only the desperate designs of papists, and others"
1258900102_000032,"A chronological history of England: or, an impartial abstract of the most remarkable transactions, ... that have happen'd in the several kings reigns, since the first attempt by Julius Cæsar, upon this southern-part of Great Britain, to the pacifick year of Her present Majesty Queen Anne, ... By John Pointer, ...",John Pointer,79,0,1,0,1,0,1,6,0,0,4,2,1,1,2,7,2,6,0,2,0,0,3,1,1,1,0,0,1,6,0,1,1,0,0,2,2,2,0,0,0,2,2,1,0,0,1,0,0,1,8,0,2,0,0,0,2,1,0,1,1,1714,2,2,"Oxford : printed by Leon. Litchfield, for Bernard Lintott, London, 1714.",Oxford,405,male,1668,1754,FALSE,"Choice of a Speaker. 27 The Right Honourable Mr. John Smith be.' ing chose Speaker, and approved of b)' her Majesty, She made a gracious Speech to both Houses , in which, amongt others things, She declared , She would always) Affectionately support and countenance the Church of England as"
0686600100_000050,"Transactions during the reign of Queen Anne; from the union, to the death of that princess. By Charles Hamilton, Esq;","Hamilton, Charles",77,2,0,1,1,1,0,2,0,3,0,1,2,1,0,12,1,1,1,3,5,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,3,7,1,1,0,0,0,1,7,2,4,0,1,1,1,0,1,2,1,0,1790,1,1,"Edinburgh : printed for William Creech, and P. Hill; - and for A. Strahan, and T. Cadell, London, MDCCXC. [1790].",Edinburgh,356,male,1738,1800,FALSE,"rejeced by a great majority, who likewise voted, "" That a protest enter"" "" by several Lords upon this question "" be expunged out of the hooks of the s, House t."" WITHOUT my remarking it here, the ijournals of Parliament . t Lords Journals. reader reader will be sensible"
0189900503_000108,"A new history of England, from the time that the Phoenicians first landed in this island, to the end of the reign of King George I. Taken from the best authors and manuscripts. By William Blennerhassett, Esq;","Blennerhassett, William",87,1,0,4,0,0,0,0,0,2,8,0,0,0,0,0,6,2,0,2,1,1,1,0,0,0,1,1,2,8,0,3,1,0,1,1,4,2,0,2,1,0,4,6,1,1,2,2,4,0,2,2,0,2,0,1,3,1,1,0,0,1751,3,6,"Newcastle upon Tyne : printed by John Gooding, on the Side, for the author, MDCCLI. [1751].",Newcastle upon Tyne,483,unknown,,,FALSE,"made a Speech; wherein he said, ""That "" hav: ng been present at the Trial of the Earl of Strcffcrd, he could not, in Conf C ence, conuemn him of High Treason, ""though' he thought him guilty of Mifde "" meanor; tiirefore, he desired the Lords  to find fon"
0897100200_000462,"The new, impartial and complete history of England; from the very earliest period of authentic information, And most Genuine Records of Historical Evidence, to the end of the present year. Containing A Copious, Full, Accurate, Clear, Candid, Comprehensive, Impartial, Universal and Circumstantial History of Every Memorable Transaction, Interesting Event, Remarkable Occurrence, recorded in the Whole Annals of Great-Britain. With A Copious Account and circumstantial Detail of the Origin, Constitution, and Present State of this Kingdom, and of our various Conquests, Acquisitions, and Revolutions, in various Parts, at Home and Abroad. Also a Complete View of the Constitution, and political Establishments of Britain, its Laws, Institutions, Parliaments, Charters, Commerce, Arts, Sciences, Inventions, Civil, Ecclesiastical, Military and Naval Transactions, &c. Together with an Accurate Faithful Chronological Account of all The Kings and Sovereign Queens who have swayed the British Scepter, and other Illustrious Personages, who have rendered themselves conspicuous either by their Valour, their Patriotism, their Virtue, their Vice, or their Learning. The Whole Including every particular Circumstance worthy of Notice in the Annals of the British Empire, which can be supposed to come under the following Heads: War on Peace, Battles, Sieges, Blockades, Bombardments, Invasions, Usurpations, Revolutions, Rebellions, Sea-Fights, Expedititions, Insurrections, Attacks, Repulses, Ravages, Inroads, Reprisals, Crusades, Settlements, Devastations, Conquests, Defeats, Alliances, Negociations, Treaties, Surrenders, Conspiracies, Associations, Conventions, Plots, Massacres, Assassinations, Executions, Storms, Tempests, Shipwrecks, Famines, Dearths, Plagues, Mortalities, Inundations, Fires, Hurricanes, Earthquakes, Institutions, Parliaments, Laws, Charters, Coronations, Discoveries, Colonies, Inventions, Arts, Sciences, Commerce, Literature, Civil, Ecclesiastical, and Military Government, &c. &c. Comprehending A Genuine Description of the Manners and Customs of the Times, And the State of the Nation during the Space of near Two Thousand Years. In which The Noble Structure of the British Constitution is traced from its original Foundation; and the Sources of all the great Events and Changes in these Kingdoms accounted for with the strictest Impartiality. Interspersed With valuable Reflections and Remarks, elucidating obscure Facts, rectifying former Difficulties, correcting the Errors of other Writers, and setting contested Circumstances in the clearest Light, by the most genuine historical Evidence. The Whole Tending to display the Patriotic Virtues of our Illustrious Ancestors, and to Inspire the Present Age with an Emulation of imitating their Glorious Examples. By Edward Barnard, Esq. Assisted by several gentlemen, who have made the History of this Country their Peculiar Study.","Barnard, Edward",74,1,2,1,0,0,2,4,0,2,3,3,2,0,2,1,0,1,1,3,1,0,2,0,0,0,2,2,1,3,0,2,1,0,1,0,5,0,1,2,0,0,3,4,0,0,1,2,0,4,7,0,1,0,0,0,0,0,0,1,0,1790,1,1,"London : printed for Alex. Hogg, at the King's Arms (no. 16,) Pater-Noster Row, and sold by all other booksellers, Newscarriers, or Postmen, in Every Part of England, Scotland, and Ireland, [1790?].",London,836,unknown,,,FALSE,"the crown , and to absolve her fubjets from their oaths of allegiance. This attack on the queen's authority was probably made in concert with Mary, in order to forward the northern rebellion. The btll was affixed to the gates of the bishop of London's palace, by one Flton, who"
0070100103_000257,"A complete history of England, deduced from the descent of Julius Cæsar, to the Treaty of Aix la Chapelle, 1748. Containing the Transactions of One Thousand Eight Hundred and Three Years. By T. Smollett, M.D. ...",Tobias Smollett,83,0,0,1,1,0,1,0,1,1,5,1,1,0,0,2,8,0,0,1,2,1,2,1,3,0,0,0,0,7,0,8,2,1,0,1,0,1,1,0,0,4,2,3,1,2,2,1,2,1,0,5,0,0,0,2,3,0,0,2,0,1757,3,4,"London : printed for James Rivington and James Fletcher, at the Oxford-Theatre, in Pater-Noster Row, MDCCLVII. [1757]-58.",London,555,male,1721,1771,TRUE,"That nobleman had the misfortune to be very unpopular at this juncture; and his friend the earl of Southampton was lately dead. The presbyterians, a power ,, and numerous set , hated Clarendon as the author of all the persecution they had undergone. He was abhorred by the catholics as"
1264900101_000109,"A synopsis of the troubles and miseries of England, during the space of 1800 years; being a compendious history of all the invasions, rebellions, and civil wars, which have, from Time to Time, afflicted this Nation, viz. from Caesar's Invasion (54 Years before Christ's Birth) to the present Rebellion. Describing at large near 100 pitch'd Battles, fought in divers Parts of this Island; also particular, Accounts of the most famous Sieges, besides other Events of less Note: The whole exhibiting impartially, the glorious Exploits of our brave Ancestors, and the noble Struggles for Liberty which they have ever made against the Romans, Saxons, Picts, Scots, Danes, Normans, French, Spaniards, and every other Enemy, either Foreign or Domestick, both by Sea and Land. Publish'd to rouse the sleeping Genius of England, to excite a generous Emulation of our warlike Fore-Fathers, and to animate every Briton, by their Example, to fight valiantly, to conquer nobly, or perish gloriously in Defence of his Country. By Charles Granville, Esq;","Granville, Charles",81,0,0,1,2,0,0,0,1,0,0,0,3,2,1,13,3,6,1,2,0,1,2,0,0,0,2,2,1,1,0,7,2,1,1,2,0,0,0,0,1,0,0,5,0,1,1,1,0,3,0,1,4,1,0,1,1,1,2,1,0,1747,1,4,"London : printed for J. Robinson, at the Golden-Lyon, in Ludgate-Street, [1747?].",London,494,unknown,,,FALSE,"raf ilaep brought on his own deftruaion. For, the duke of Lan afier dying soon after his ion's departure, the vail honours and estate of this prince fell to the banished duke . Hereupon the king changed his sentence, which was on: y for ten years, into a perpetual banishment,"
0662600100_000748,"The new, comprehensive, impartial and complete history of England: from the very earliest period of authentic information, to the end of the present year. Containing A full, accurate, clear, candid, comprehensive and impartial Account of all the most remarkable Transactions, memorable Events, singular Occurrences, in which the English have been concerned, From the Remotest Period of Time, to the Present Very Important Crisis. With An interesting and circumstantial Detail of the Origin, Constitution, and Present State of this Kingdom, and of our various Conquests, Acquisitions, and Revolutions, in various Parts, at Home and Abroad. Also a Faithful Chronological Account of all The Monarchs who have swayed the British Scepter, and other Illustrious Personages, who have rendered themselves conspicuous by their Valour, their Patriotism, their Virtue, their Vice, or their Learning. The Whole Including every particular Circumstance worthy of Notice in the annals of the British Empire, which can be supposed to come under the following Heads: War on Peace, Battles, Sieges, Blockades, Bombardments, Invasions, Usurpations, Revolutions, Rebellions, Sea-Fights, Expeditions, Insurrections, Attacks, Repulses, Ravages, Inroads, Reprisals, Crusades, Settlements, Devastations, Conquests, Defeats, Alliances, Negociations, Treaties, Surrenders, Conspiracies, Associations, Conventions, Plots, Massacres, Assassinations, Executions, Storms, Tempests, Shipwrecks, Famines, Dearths, Plagues, Mortalities, Inundations, Fires, Hurricanes, Earthquakes, Institutions, Parliaments, Laws, Charters, Coronations, Discoveries, Colonies, Inventions, Arts, Sciences, Commerce, Literature, Civil, Ecclesiastical, And Military Government, &c. &c. Comprehending A Genuine Description of the Manners and Customs of the Times, And the State of the Nation during the Space of near Two Thousand Years. In which The Noble Structure of the British Constitution is traced from its original Foundation; and the Sources of all the great Events and Changes in these Kingdoms accounted for with the strictest Impartiality. Interspersed With valuable Reflections and Remarks, elucidating obscure Facts, rectifying former Difficulties, correcting the Errors of other Writers, and setting contested Circumstances in the clearest Light, by the most genuine historical Evidence. The Whole Tending to display the Patriotic of our Illustrious Ancestors, and to Inspire the Present Age with an Emulation of imitating their Glorious Examples. By Edward Barnard, Esq. Assisted by several gentlemen of approved Abilities, who have for many Years made the English History their chief Study, particularly Mr. Millar, The celebrated Author of the New and Universal System of Geography: An Entire Original and Improved Work, Universally acknowledged to be the Best Geographical Work ever published.","Barnard, Edward",63,0,0,4,0,1,1,1,1,2,2,3,1,0,2,3,4,1,0,2,2,0,4,0,1,0,0,1,0,2,0,2,0,0,1,0,1,1,0,0,0,1,1,3,2,0,1,0,0,1,4,0,0,2,0,1,2,0,0,2,0,1791,1,1,"London : printed for Alexander Hogg, at No 16, Pater-Noster Row, [1791?].",London,832,unknown,,,FALSE,"interest of his country. The whig parliament was also diffolvedl; and filch precautions taken , as sus ficiently influenced the clc&tois in favour of the other party. Or. the twenty-fifth of November the new parliament met, when Mr. Bromley was chosen speaker without opposition. Ihe commons clifco vered the spirit"
0443100302_000016,"An history of England; in a series of letters, from a nobleman to his son. To which is prefixed, an introduction, containing a dialogue on the constitution between Marcus Aurelius Philosophus, and Servius Tullius. By the author of the dialogues of the dead. With the addition of Mr Anderson's progress of arts and sciences, &c. in a chronological series.",Oliver Goldsmith,77,0,0,4,0,0,0,0,0,3,1,3,2,3,3,2,2,1,1,3,5,1,3,0,0,0,0,0,1,1,0,7,4,0,1,0,0,1,0,0,1,1,0,0,0,0,0,5,0,2,5,1,1,2,0,0,0,2,2,3,0,1784,2,2,"Dublin : printed for John Exshaw, Grafton-Street, and William Colles, Dame-Street, MDCCLXXXIV. [1784].",Dublin,372,male,1728,1774,TRUE,"been accomplished by means honourable , and not disgraceful to human nature. I am, c. LE T LETTER V T HE distresses occasioned by the death of Princes are not so great, or so sincere, as: the futfers would fondly per'uade us. The loss of King Wlilliamn was, at first,"
1188400100_000231,"A new system of modern geography: or, a geographical historical, and commercial grammar; and present state of the several kingdoms of the world. Containing I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climates, Air, Soil, Vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature since the most early Periods of History. Viii. The History and Origin of Nations; their Forms of Government, Religion, Laws, Revenues, Taxes, Naval and Military Strength. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. To which are added, I. A Geographical Index, with the Names and Places alphabetically arranged. II. A. Table of the Coins of all Nations, and their Value in English Money. III. A Chronological Table of remarkable Events from the Creation to the present Time. By William Guthrie, Esq. The astronomical part by James Ferguson, F.R.S. To which have been added, the late discoveries of Dr. Herschell, and other eminent Astronomers.",William Guthrie,83,0,0,2,0,0,1,0,0,0,1,1,2,4,0,2,7,5,1,1,7,2,2,0,0,0,0,2,0,4,0,7,0,0,1,1,0,0,1,0,0,0,0,2,2,1,1,2,0,1,4,0,5,0,0,0,1,3,2,5,0,1792,1,1,"London : printed for C. Dilly, In The Poultry; and G. G. J. and J. Robinson, Pater Noster Row, MDCCXCII. [1792].",London,1102,male,1708,1770,FALSE,"the weight of taxes would oblige the commercial people to be more industrious. William, notwithstanding the vas service he had done to the nation, and the public benefits which took place under his auspices, particularly in the establishment of the bank of England , and the recoining the silver money,"
0443100202_000005,"An history of England, in a series of letters from a nobleman to his son. ...",Oliver Goldsmith,74,0,1,3,0,0,1,1,1,1,2,1,3,0,2,0,1,3,1,3,0,3,1,0,2,0,0,1,1,2,0,10,1,0,0,2,0,0,0,0,1,0,1,6,1,2,0,2,1,0,1,1,0,1,1,1,1,1,1,5,0,1764,2,2,"London : printed for J. Newbery, at the Bible and Sun, in St. Paul's Church-Yard, MDCCLXIV. [1764].",London,289,male,1728,1774,TRUE,"ardour for reformation in the religion of Scotland. Having publifned an orb 6 der der for reading the liturgy in the principal church in Edinburgh, the people received it with clamours and imprecations the court party blamed their obstinacy, as the innovations were trifling; but this was retorted against themselves"
0125800401_000194,"A new geographical, historical, and commercial grammar; and present state of the several Kingdoms of the world. Containing I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. XIII. A General Index. With a table of the coins of all nations, and their value in English money. By William Guthrie, Esq. Illustrated with a New and Correct Set of Large Maps, Engraved by Mr. Kitchin, Geographer. The second edition. In two volumes. ...","Paraire, John",88,0,0,2,0,0,1,0,0,0,1,1,2,4,0,3,6,7,1,1,7,2,4,0,0,0,0,2,0,4,0,8,0,0,1,1,0,0,1,0,0,0,0,2,2,0,1,2,0,2,4,0,5,0,0,0,2,2,1,6,0,1771,1,2,"London : printed for J. Knox, at No. 148, near Somerset-House, in the Strand, MDCCLXXI. [1771].",London,489,unknown,,,FALSE,"many mortifications from his parliament , that he actually re bvhred upon an abdication, and had drawn up a speech for that purpose, which he was prevailed upon to suppress. He long bore the affronts he met with in hopes of being supported in his war with France , but"
0162300301_000024,Mr. Le Clerc's account of the Earl of Clarendon's History of the civil wars. Done from the French printed at Amsterdam. By J. O.,Jean Leclerc,78,0,2,1,0,0,3,6,0,1,1,0,0,1,3,0,3,5,1,3,5,2,4,0,1,0,1,1,0,0,0,6,2,0,1,0,1,0,0,0,2,1,2,3,0,1,0,3,0,1,1,0,3,1,0,0,0,1,1,4,0,1710,1,2,"London : printed for Bernard Lintott, at the Cross-Keys, between the Two Temple-Gates, in Fleet-Street, 1710.",London,78,male,1657,1736,FALSE,"Advantage, but it appears , that if Prince Rupert (who commanded the Horse of the Right Wing, and who pushed the Enemty) and the rest of the Horse, (who had likewise the Advantage) had not been so over hafty in pursuit of the run aways, the King would have had"
0553900400_000004,"A brief account of the kings and queens, whose statues (now repaired and decorated in a most splendid manner) are placed in the Royal-Exchange of London, With The Reasons why some of their Statues are not set up, that such Persons, as have not Leisure or Opportunity to read the general Histories at large, may be acquainted with the Succession and principal Events that happened in the Reigns of these illustrious Personages, in a continued Series from Edward I. to our present Sovereign, so clearly connected as that a Person of an indifferent Memory may relate the Whole after Perusal. By John Halliday, M.A. Teacher of the Languages and Mathematicks, in Ayliffe-Street, Goodman's-Fields.","Halliday, John, A.M.",94,0,0,3,0,0,1,1,0,1,0,1,4,3,1,5,2,9,6,1,3,1,1,0,0,0,2,0,0,1,0,17,3,0,0,0,2,0,1,0,0,0,0,5,0,3,2,1,0,1,7,1,2,0,0,1,0,0,0,1,1,1754,1,1,"London : printed for R. Griffiths, Bookseller, in Pater-Noster Row, [1754].",London,35,unknown,,,FALSE,"owen; she cherished the new raised States of Holland, proteced the Protestants of France , and was Mistress of the Main, commanding Refpet from all Parts of the. Globe. She contented (though' with Re lugtance) to the Death of Mary Queen of Scots ( 14) ofts, charged with high Treason"
1029800200_000374,"A genealogical history of the kings and queens of England, and monarchs of Great Britain, &c. From the conquest, anno 1066. to the year 1707. In seven parts or books. Containing a discourse of their several lives, marriages, and issues; with the times of their births, deaths, places of burial, and monumental inscriptions. Also, their effigies, seals, tombs, cenotaphs, devises, arms, quarterings, crests, and supporters; all curiously engraven in copper-plates. First publish'd to the beginning of King Charles the Second's reign, by Francis Sandford, Esq; Lancaster Herald of Arms: and continued to this time, with many new sculptures, additions, and annotations; as likewise the descents of divers illustrious families, now flourishing, maternally descended from the said monarchs, or from collateral branches of the royal blood of England; by Samuel Stebbing, Esq; Somerset Herald.","Stebbing, Samuel",78,0,0,1,1,0,0,0,5,0,2,1,0,1,0,2,3,2,0,2,2,0,0,1,1,0,1,1,2,2,0,12,3,0,1,2,0,0,1,0,0,4,3,1,3,1,1,0,2,1,0,3,0,4,0,1,0,2,1,2,0,1707,1,1,"London : printed by M. Jenour, for John Nicholson at the King's-Arms in Little Britain, and Robert Knaplock at the Bishop's Head in St. Paul's Church-Yard, M.DCC.VII. [1707].",London,952,unknown,,,FALSE,"Stuarts. Upon the Conclusion of the Peace with France , the King ha'' ""'^'' been graciously pleated to accept of the humble Request rntk, L of the City of London, to Honour it by passing through' the same; o,, on. publicly in his Return from Slanders; and the City having"
0012000400_000009,"The history of the civil wars between York and Lancaster: comprehending the lives of Edward IV. and his brother Richard III. Illustrated with notes and copper plates: the former part written, by the late Edward Spelman Esq; and the latter, with notes, by the Rev. George William Lemon, Rector of Geyton Thorpe, and Vicar of East Walton, Norfolk.",George William Lemon,81,0,0,1,0,0,0,1,0,2,1,2,2,0,2,9,8,0,0,1,0,0,1,0,1,0,4,3,0,2,0,11,0,0,0,1,2,1,1,0,0,0,3,3,1,0,3,1,1,1,3,1,1,1,1,1,1,1,2,0,0,1792,1,1,"Lynn : printed for the author by W. Whittingham; and sold by R. Baldwin, London, MDCCXCII. [1792].",King's Lynn,471,male,1726,1797,FALSE,"the removal of evil counsellors from the king : Their request was rejected; ind they, in return , were threatened with the pains and penalties of high treason. The earl of Warwick, who commanded the vanguard, was so incensed with this intolerable treatment, that, without waiting for the duke's orders"
