PassageID,Title,Author,Total termFreq,termFreq(albion),termFreq(beauti),termFreq(beneath),termFreq(black),termFreq(bodi),termFreq(bright),termFreq(cloud),termFreq(couch),termFreq(dai),termFreq(dark),termFreq(death),termFreq(deep),termFreq(delight),termFreq(divin),termFreq(earth),termFreq(etern),termFreq(father),termFreq(fear),termFreq(femal),termFreq(form),termFreq(forth),termFreq(god),termFreq(gold),termFreq(green),termFreq(hand),termFreq(happi),termFreq(harrow),termFreq(head),termFreq(heard),termFreq(heart),termFreq(heaven),termFreq(holi),termFreq(human),termFreq(immort),termFreq(jerusalem),termFreq(joi),termFreq(know),termFreq(lamb),termFreq(life),termFreq(light),termFreq(littl),termFreq(loud),termFreq(love),termFreq(mild),termFreq(morn),termFreq(mother),termFreq(nation),termFreq(night),termFreq(piti),termFreq(power),termFreq(round),termFreq(satan),termFreq(sea),termFreq(self),termFreq(seven),termFreq(shadow),termFreq(silent),termFreq(sleep),termFreq(soft),termFreq(son),termFreq(song),termFreq(space),termFreq(spectr),termFreq(starri),termFreq(stood),termFreq(sun),termFreq(sweet),termFreq(tear),termFreq(terribl),termFreq(thro),termFreq(time),termFreq(trembl),termFreq(voic),termFreq(war),termFreq(weep),termFreq(wept),termFreq(world),termFreq(year),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1205900200_000002,The cure of Saul. A sacred ode. Written by Dr. Brown.,John Brown,71,0,0,0,0,1,0,2,1,0,3,1,5,0,2,1,1,1,0,0,0,0,3,0,0,1,3,0,2,1,4,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,3,1,0,3,0,0,0,0,3,1,1,3,0,0,0,0,0,2,3,0,0,0,2,2,0,3,0,2,0,1763,1,1,"London : printed for L. Davis and C. Reymers, 1763.",London,24,male,1735,1766,TRUE,"happy Love , with Innocence combined! All hail, ye sinless Parents of Mankind! They paused: - the Monarch, prostrate on his Bed, Submifllve bowed his Head ; Adored the Works of boundless Power divine : Theu, anguifh flruck, he cried (and firotc bis Brcall()' Why, why is Peace tie wclcounc"
0856300600_000024,"Paradise lost: a poem, in twelve books. By John Milton. With a biographical and critical account of the author and his writings.",John Milton,89,0,0,1,0,0,3,2,0,2,3,0,0,0,2,2,2,6,0,0,0,0,5,1,0,0,1,0,1,0,0,10,0,0,2,0,3,0,1,2,3,0,4,4,0,0,0,0,1,2,4,3,1,1,0,0,0,0,1,0,6,2,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,2,0,1792,1,1,"London [i.e. York?] : printed for A. Law, W. Millar, and R. Cater, MDCCXCIL. [1792].",York,312,male,1608,1674,TRUE,"_ Far more than great or high; because in thee Love hath abounded more. than glory abounds; Therefore thy humiliation shall exalt With thee thy manhood also to this throne; Here shalt thou lit incarnate, here ihalt reign 3 a, $ Both God and man, Son both of God and"
0129500900_000073,"Exercises in elocution; selected from various authors, and arranged under proper heads: intended as a sequel to A Work Intitled The speaker. By William Enfield, LL. D. Lecturer ON The Belles Lettres In The Academy At Warrington.",William Enfield,65,0,0,1,0,0,1,1,0,4,0,1,1,2,1,1,0,0,2,1,1,0,2,0,0,1,0,0,0,0,1,1,1,1,1,0,3,0,0,3,1,0,0,4,1,2,1,1,0,0,5,1,0,0,0,0,0,1,0,1,0,4,0,0,1,0,0,0,2,0,0,0,1,3,1,2,0,1,1,1786,1,1,"Warrington : printed by W. Eyres, for J. Johnson, NO. 72, ST. Paul's Church-Yard, London, MDCCLXXXVI. [1786].",Warrington,432,male,1741,1797,FALSE,"Nature's bashful steps pursue; Ere long, improved by studious toil, Shall tooth the frame by fell disease oppressed, Bid brightening Health diffuse her wonted (mile, And give to friendship's vow the kindred breast. Yon few as yet unknown to firifc Whom Tully's liberal spirit charms, Foes to the silent paths"
0274200400_000007,Original poems on several occasions. By Miss Whateley.,"Darwall, Mary",61,1,1,0,0,0,1,1,0,0,2,2,0,1,0,0,0,0,0,2,0,1,0,2,1,3,3,0,1,0,2,0,0,0,1,0,2,0,0,2,0,0,0,6,0,0,0,0,2,0,2,0,0,0,1,0,0,2,3,1,1,2,0,0,0,0,1,1,4,0,0,0,2,1,0,2,1,0,0,1764,1,1,"London : printed for R. and J. Dodsley, at Tully's Head, Pall-Mall, MDCCLXIV. [1764].",London,141,female,,,FALSE,"my Hand , be thou my Muse, Thy persuasive Charms diffuse; And my Dapon's Heart shall feel, Love and e,; ffe can conquer Steel. I 23 ] E L E G Y on a much lamented Friend, Who died in Autumn, i759. Y E T the dulldeath bell smites my"
0376600102_000020,A collection of poems in four volumes. By several hands.,"Pearch, G.",62,0,1,0,0,0,0,2,2,2,2,1,3,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,3,0,2,5,0,0,0,0,1,0,0,0,2,0,2,3,0,1,0,0,1,2,1,5,0,1,0,0,0,0,1,0,1,3,0,0,1,0,1,1,2,0,0,0,0,2,1,2,0,0,0,1770,2,4,"London : printed for G. Pearch, No 12, Cheapside, M.DCC.LXX. [1770].",London,326,unknown,,,FALSE,"daylight forbids. W I N T E R. YE t HE SAME. W HEN the trees are all bare, not a leaf to be seen, And the meadows their beauty have lost; When Nature's difrob'd of her mantle of green , And the streams are fal bound with the froff"
1045700201_000043,"The works of James Thomson. In two volumes. ... . Containing, The seasons, Liberty, The castle of indolence, and Poems on several occasions.",James Thomson,78,0,2,4,0,0,0,2,0,2,1,1,5,1,1,2,1,1,0,0,3,2,1,0,0,0,2,0,0,2,2,3,0,1,1,0,1,0,0,6,2,1,0,1,0,1,0,0,2,1,1,5,0,2,0,0,0,1,0,1,0,2,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,2,4,1751,1,2,"Dublin : printed for John Exshaw on Cork-Hill, Richard James and Samuel Price in Dame-street, Booksellers M.DCC.LI. [1751].",Dublin,347,male,1700,1748,TRUE,"his great Example showed. MUTTERING, the Winds at Eve, with blunted Point, Blow hollow bluftering from the South. Subdued, 990 The Frost resolves into a trickling Thaw. Spotted the Mountains shine; loose Sleet descends, And floods the Country round . The Rivers swell, Of Bonds impatient. Sudden from the Hills,"
0237600400_000002,The pleasures of hope; with other poems. By Thomas Campbell.,Thomas Campbell,86,0,4,2,0,0,4,1,1,1,0,0,2,0,1,3,1,2,0,0,2,0,1,0,0,4,0,0,1,1,4,9,1,0,1,0,3,2,0,0,4,2,0,5,0,0,1,0,1,0,5,0,0,0,0,0,0,2,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,5,2,1799,1,1,"Edinburgh : printed for Mundell & Son; and for Longman & Rees, and J. Wright, London, 1799.",Edinburgh,133,male,1777,1844,FALSE,"storm, Knows not a trace of Nature but the form ; Io Yet, at thy call, the hardy tar pursued, Pale but intrepid, but unsubdued, P'erc'd the deep woods, and, hailing from afar, The moon's pale planet, and.the northern fta; Paused at each dreary cry, unheard before, 15 ihyenas in"
1486900201_000023,"Paradise lost. A poem, in twelve books. The author John Milton. With the life of Milton. By Thomas Newton, D.D. [Eight lines from Thomson].",John Milton,93,0,0,1,0,0,3,2,0,2,4,0,0,0,2,3,2,6,0,0,0,0,5,1,0,0,1,0,1,0,0,13,0,0,2,0,2,0,1,2,3,0,4,3,0,0,0,0,1,2,4,4,1,2,0,0,0,0,1,0,6,1,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,2,0,1777,1,2,"Philadelphia : Printed by Robert Bell, in Third-Street, MDCCLXXVII. [1777].",Philadelphia,342,male,1608,1674,TRUE,"manhood also to this throne. j Here (halt thou sit incarnate, here (halt reign 315 Both God and Man, Son both of God and Man,, Anointed Universal King; all power , !' I give thee, reign for ever, and assume Thy merits : under thee as Head Supreme Thrones, Princedoms,"
0628801001_000005,"American poems, selected and original. Vol. I.",,68,0,1,2,0,0,2,1,0,6,1,4,2,0,0,1,3,0,2,0,2,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,2,2,0,4,0,0,0,2,1,3,0,0,3,1,0,1,0,1,0,0,0,2,1,1,0,1,0,0,0,1,0,1,2,0,0,0,2,2,1,0,0,1,1,1793,1,1,"Litchfield [Conn.] : Printed by Collier and Buel. (The copy-right secured as the act directs.), [1793].",Litchfield,320,unknown,,,FALSE,"her silent reign, And fancy bears the ravifii'd thught along, Dark melancholy spreads her airy trai, And friendship calls, and griefinfpires the song . As through there mournful glooms I ffretch'd my sight Mid sounds of death , - that bid the soul attend, Mid empty onrms, and fleeting fiapes"
1693200180_000105,"The European magazine, and London review; containing the literature, history, politics, arts, manners and amusements of the age. By the Philological Society of London.",Philological Society (Great Britain),69,0,3,1,0,1,4,1,0,2,0,1,0,1,0,1,1,1,0,1,0,1,2,1,0,5,1,0,1,0,5,1,1,0,0,0,1,1,0,4,0,0,0,5,1,1,0,0,1,0,2,3,0,0,0,0,0,0,1,2,0,1,1,0,0,0,1,2,1,0,0,0,1,2,0,1,0,1,0,1782,80,86,"London [England] : printed for John Fielding No. 23, Pater Noster Row; John Debrett, opposite Burlington House, Piccadilly; and John Sewell, No. 32, Cornhill, [1782]-1826.",London,611,unknown,,,FALSE,"lamps oa China's streams at night ; So rainbows spread their: tiplts througll. stormry skies. And fair from clouds and showers their beauties rise. Spikenard, and myrrhe, and calamus, were poured In richr profusion roundr thle royal board, Siyria's pomlegranates, bone~y from the rocks, -- Iran's soft dates, and firstings"
0961700102_000039,"The muse in a moral humour: being, a collection of agreeable and instructive tales, fables, pastorals, &c. By several hands.",,78,0,0,0,1,1,3,1,0,1,1,4,0,0,2,1,0,0,0,0,2,0,0,0,0,1,2,0,0,1,2,0,0,1,1,0,5,1,0,2,3,0,1,9,1,0,0,0,0,0,4,2,0,0,0,0,1,4,1,3,0,1,0,0,0,0,0,4,3,0,0,0,1,3,0,3,0,1,0,1757,2,2,"London : printed for Francis Noble, at Otway's Head, in King-Street, Covent-Garden; and John Noble, at Dryden's Head, in St. Martin's-Court, near Leicester-Square, MDCCLVII. [1757]-58.",London,249,unknown,,,FALSE,"I gazed; but, as I trembling drew Nearer, to take a more obliging View, It thundered loud , and the ungrateful Noise wvak'd me, and put an End to all my Joys . On the Death of a beloved W i F E. Written by her Husband upon her Coffin."
1036700300_000046,"A selection of Psalms from the new version, with select hymns from various authors. By W. Wise, M.A.","Wise, William, M.A.",73,0,1,2,0,0,2,1,0,3,0,0,0,1,2,3,5,0,0,0,1,0,7,0,0,1,0,0,1,0,2,3,0,1,1,0,1,1,0,1,1,0,0,6,0,0,0,1,3,1,4,1,0,2,0,0,0,2,1,1,0,1,0,0,0,1,1,3,1,0,0,1,0,0,0,1,0,1,0,1797,1,1,"Liverpool : printed by Robinson and Lang, 1797.",Liverpool,355,unknown,,,FALSE,"His cheering Beams, spread wide abroad, Point clearly out the Christian's Way; Still as he goes, he finds the Road Enlightened with a constant Day . 4 When shall we reach the heavenly Height, Where this bright Star will brightest shine; Leave far behind these Scenes of Night , And"
0850500100_000008,"A poem on the last day; with The force of religion ; or, vanquished love. By Dr. Edward Young. To which is prefixed, an account of the life of the author ; with Mr. Addison's Meditations amongst the tombs ; And The Joys of Heaven.",Edward Young,75,0,0,2,0,0,6,1,0,0,0,3,3,0,2,7,6,0,0,0,1,1,2,0,0,1,0,0,0,0,2,4,0,1,0,0,1,1,0,2,2,0,1,1,1,1,1,0,1,0,1,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,2,2,0,1,4,0,1783,1,1,"London : printed for A. Mallard, J. Durfey, E. Nelson, W. Newton, R. Stanton, P. Hammond, H. Thornton, D. Waterson, E. Watson, F. Newington, W. Stoddart, and P. Bland, MDCCLXXXIII. [1783].",London,93,male,1683,1765,TRUE,"I see, on an empyreal flying throne Sublimely raised, Heaven's everlasting SON ; Crowned with that majefy, wvhich formed the world ;. And the. grand rebel flaming downward.hurld. irtue, dominion, praifr, omnliptenl.e, Support the train of their triumphant prince. A zone, beyond the thought of angels bright , Around hims"
0339402000_000037,The death of Abel. In five books. Attempted from the German of Mr. Gessner.,Salomon Gessner,70,0,0,0,0,1,1,1,0,3,5,2,0,1,1,4,5,0,2,0,0,2,5,0,0,3,1,0,3,0,3,3,2,2,1,0,2,0,0,2,1,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,1,0,1,0,1773,1,1,"London : printed for J. Collyer, in Plough Court Fetter Lane, and sold by J. Dodsley, in Pall-Mall, T. Caslon in Stationers Court, and F. Newbery, the corner of Ludgate Street, MDCCLXXIII. [1773].",London,290,male,1730,1788,FALSE,"cast him not off for ever! Eternal praises be rendered to Thee, who hast received the soul of the happy deceased into the regions of never ending felicity. Death has seized his first victim. We shall follow one after another to the dark and fient grave; but adored be Thy"
0516100200_000028,"Paradise lost. A poem in twelve books. The author John Milton. Compared with the authentic editions, and revised by John Hawkey, Editor of the Latin Classics.",John Milton,84,0,2,1,0,1,1,2,1,4,2,0,1,3,0,5,0,0,0,0,0,0,7,1,1,3,0,0,1,1,0,4,0,0,0,0,0,2,0,0,4,0,0,1,2,3,0,1,11,0,0,2,0,0,0,0,0,2,2,3,0,1,0,0,2,0,0,4,0,0,0,2,0,1,0,0,0,0,0,1747,1,1,"Dublin : printed by S. Powell, for the editor, MDCCXLVII. [1747].",Dublin,401,male,1608,1674,TRUE,"In In whatsoever shape he lurk, of whom Thou tell'ft, by morrow dawning I shall know . So promised he, and Uriel to his charge Returned on that bright beam, whose point now raised Bore him fope downward to the fun, now fallen 159 Beneath th' Azores; whither the prime"
0862200112_000020,"The works of the English poets. With prefaces, biographical and critical, by Samuel Johnson. ...",Samuel Johnson,75,0,0,0,0,0,2,2,0,2,1,3,1,0,2,3,1,0,0,0,0,0,2,0,0,0,2,0,1,1,1,3,1,0,1,0,3,0,0,2,2,2,1,5,0,2,1,0,1,0,2,0,0,1,1,0,0,0,0,1,1,3,0,0,0,1,0,2,3,0,0,5,0,2,0,0,2,2,1,1790,12,75,"London : printed by John Nichols; for J. Buckland, J. Rivington and Sons, T. Payne and Sons, L. Davis, B. White and Son [and 37 others in London], 1790.",London,321,male,1709,1784,TRUE,"pregnant cloud . This fabje& the Author finding to be above the years he had, when he wrote it, and nothing satisfied with chat was begun, left it unfinished. V ON V ON TIME . FLY envious Time , till thou run out thy race, Call on the lazy leaden"
0515800200_000010,Poems on several subjects: By E. Rack.,Edmund Rack,67,0,0,0,0,0,0,4,0,2,1,0,1,0,1,2,2,0,2,0,0,0,2,1,1,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,4,1,0,1,1,1,0,2,6,0,1,3,0,1,1,0,0,1,2,0,1,1,2,0,0,0,2,0,1,0,0,4,3,0,0,1,0,3,0,1775,1,1,"London : printed for Richardson and Urquhart, under the Royal-Exchange, and T. Letchworth, Number 33, Tooley-Street, Southwark, M.DCC.LXXV. [1775].",London,127,male,1735,1787,FALSE,"from view, and nature soon will weep , In tears of pearly dew, the loss of day . The gold fringed clouds grow dim: the crimson fadesk That late blushed over the western hemisphere: The spires no longer on the eye reflet Their trembling lustre. See, the mountain tops, With"
0679800100_000050,Hymns. Compiled by Joseph Middleton.,,73,0,1,2,0,2,1,2,0,1,2,2,0,1,1,2,2,2,2,0,0,0,2,0,0,1,4,0,1,0,5,2,1,0,1,0,4,2,0,3,2,1,1,7,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0,0,1,1,0,0,1,0,1,0,1793,1,1,"London : printed by E. Hodson, Temple-Bar; and sold by Button, Pater-Noster Row; Chapman, Fleet-Street: Palmer, Grinstead; Vidler, Battle; and by the compiler, at Lewes, 1793.",London,350,unknown,,,FALSE,"M. Swain. \ ND am I blet with jes5's Loc? 21 And hall I dwell wit L limn above? And will the joyful Period come, When I shall call the Heavens my homec 2 Think, O my Soul, what must it be A \wri:, i f glorious .Miinds to see,"
0561800400_000006,"Poems. Consisting of elegies, sonnets, odes, canzonets, and The pleasures of solitude. By P. Courtier.","Courtier, Peter L.           1776",68,0,1,1,0,0,3,1,0,2,2,2,1,1,2,4,0,0,0,0,2,1,0,0,0,1,3,0,0,1,0,0,0,1,3,0,2,0,0,2,2,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,4,0,1,0,0,1,1,4,3,0,0,2,0,1,1,1,0,1,2,1796,1,1,"London : printed by C. Whittingham; sold by C. Law, NO. 13, Ave Maria Lant; and S. Bagster, NO. 81, Strand, 1796.",London,122,unknown,,,FALSE,"While sickening Error sinks beneath the earth ? Weak Ignorance, with slavish eyes, Amid the bright effulgence dies; She looks of an immortal line, Begirt with sacred majesty: Strike the first string tis Truth Divine ! The shades before her presence see, Her suff'ri ng sons revive, and nature hails"
0276800601_000010,"Elegiac sonnets, and other poems, by Charlotte Smith. Vol.I.",Charlotte Turner Smith,71,0,1,1,0,0,0,1,0,2,1,4,4,2,0,1,1,2,0,0,1,1,0,1,0,3,1,0,2,0,1,2,0,1,0,0,0,0,0,1,1,1,3,6,0,1,0,0,2,0,2,0,0,3,0,0,1,0,1,2,1,0,0,0,0,0,0,1,4,0,0,0,1,2,2,0,1,2,0,1797,1,1,"London : printed for T. Cadell, junior, and W. Davies, (successors to Mr Cadell) Strand, 1797.",London,131,female,1749,1806,TRUE,"To thee I give this tortured breast, Where Hope arises but to softer pain; Ah! lull its agonies to rest! Ah! let me never be deceived again! But callous, in thy deep repose, Behold, in long array, the woes Of the dread future, calm and undismayed, Till I may claim"
1340100600_000004,"Poems selected from various authors; Containing The country clergyman, -Goldsmith. Cato's soliloquy, -Addison. The man of ross, -Posie. The miseries of human life, -Thomson. Eliza,-Darwin. A father's advice to his son, -Cooper. Adam and eve's morning hymn, -Milton. Hymn on the seasons-Thomson. Henry V. to his soliders, -Shakspeare. Douglas to Lord Randolph,-Home.",,87,0,2,2,0,0,0,3,0,3,2,0,4,1,1,4,0,1,0,0,1,2,3,0,1,1,0,0,1,1,4,3,0,0,0,0,3,0,0,1,2,0,1,2,0,1,0,0,2,0,1,3,0,0,0,0,0,2,0,3,0,6,0,0,0,0,4,1,0,0,0,0,1,4,0,0,0,8,2,1800,1,1,"Coventry : Printed and sold by N. Merridew, Cross-Cheaping: sold also by T. Hurst, Paternoster-Row; Macklin and Redwood, Cheapside; and Champante and Whitrow; Jewry-Street, London, [1800?].",Coventry,24,unknown,,,FALSE,"four quarters blow, Breathe soft or loud ; and wave your tops, ye pines, With every plant, in sign of worship wave. Fountains, and ye that warble, as ye flow, Melodious murmurs! warbling tune his praise. Join voices , all ye living souls; ye birds That sing, up to heaven"
0782700200_000118,"The pleasing instructor: or, entertaining moralist. Consisting of select essays, relations, visions, and allegories, collected from the most eminent English authors. To which are prefixed, new Thoughts on education. Designed for the Use of Schools, as well as the Closet; with a View to form the rising Mind of the Youth of both Sexes to Virtue, and destroy in the Bud, those Vices and Frailties, which Mankind, and Youth in particular, are addicted to.",,78,0,2,2,0,0,1,3,0,3,1,1,3,1,1,2,0,1,0,0,1,2,4,0,0,2,0,0,1,1,4,2,0,1,1,0,3,0,0,2,1,0,1,1,0,0,0,0,2,0,2,3,0,0,0,0,0,1,0,2,1,4,0,0,0,0,3,1,0,0,0,0,1,2,0,0,0,6,2,1768,1,1,"London : printed for C. Etherington, opposite All Saints Church, in the Pavement, York, 1768.",London,383,unknown,,,FALSE,known; Tells how the Rebels drove her from the Throne; iwhat painful drea; y Wilds she'd wandered over; And Shelter trom the Tyrant doth implore. The faithful aged Pair it once were fiiz'd With Joy and Gri: rat once were pained and p!eas'i: Grec for their banished qleen their Hearts
1068500600_000047,A collection of hymns universally sung in the chapels of the late Countess of Huntingdon.,"Selina Hastings, Countess of Huntingdon",90,0,0,0,0,0,0,1,0,2,1,3,0,0,1,4,2,0,0,0,0,1,13,0,0,0,1,0,2,0,2,3,0,0,2,0,1,2,0,1,2,0,1,11,0,1,0,1,1,1,4,0,0,1,0,0,0,0,1,0,3,6,0,0,1,1,1,1,0,0,0,1,1,4,0,1,0,4,0,1798,1,1,"[London] : Publish'd July 1. 1798. by G. Thompson. Scatchard & Whitaker, and I. Evans London, [1798].",London,504,female,1707,1791,FALSE,"name. See how they all adore; Triumph and wonder, gaze and sing, And praise him evermore. Saints who surround his dazzling throne, Their tuneful voices raise: Higher than angels bear their songs , The glorious songs of praise. Come, 0 my spirit, higher still, Swell the celestial lays; Hiogher than"
1283200200_000025,"Paradise lost. A poem, in twelve books. The Author John Milton. With A Preface, in which are inserted characters of Milton's poetical pieces.",John Milton,86,0,0,0,0,0,3,2,0,2,3,0,0,0,2,4,2,6,0,0,0,0,3,1,0,1,2,0,0,0,0,10,0,0,2,0,3,0,1,3,3,0,4,3,0,0,0,0,1,2,2,3,1,1,0,0,0,0,0,0,5,2,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,2,0,1762,1,1,"Edinburgh : printed by A. Donaldson and J. Reid. For Alexander Donaldson, MDCCLXII. [1762].",Edinburgh,364,male,1608,1674,TRUE,"sentence; hell, her numbers full, Thenceforth hall be for ever hut. meanwhile The world hall. burn, and from her ashes Spring New heaven and earth , wherein the just hall dwell; And after all their tribulations long, 33 6 See golden days , fruitful of golden deeds, With joy and"
0198900104_000005,"The poetical works of John Milton. From the text of Dr. Newton. In four volumes. With the life of the author, and a Critique on Paradise lost, by Joseph Addison, Esq. ...",John Milton,69,0,0,0,0,0,1,2,0,2,1,2,1,0,2,3,1,0,0,0,0,0,2,0,0,1,2,0,1,1,1,4,1,0,1,0,3,0,0,1,2,2,2,5,1,2,1,0,1,0,2,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,4,0,2,0,1,1,1,1,1776,4,4,"Edinburg : at the Apollo Press, by the Martins. Anno, 1776 [1777].",Edinburgh,214,male,1608,1674,TRUE,"rock That was the casket of Heaven's richest Ptore, And here though grief my feeble hands uplock, 45 Yet on the foften'd quarry would I score My plaining vcrfe as lively as before; For sure so well inftruied are my tears , That they would fitly fall in ordered characters."
0146600800_000006,Poems by William Kendall.,"Kendall, William",59,0,1,1,0,0,1,1,0,1,1,1,1,2,1,1,1,0,3,0,4,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,1,0,0,5,0,1,0,0,2,1,1,0,0,0,1,0,2,3,1,1,0,1,0,1,0,0,0,1,4,0,0,0,0,0,1,1,0,2,0,1793,1,1,"Exeter : printed by R. Trewman and Son, for G. G. J. and J. Robinson, London; and G. Dyer, Exeter, M,DCC,XCIII. [1793].",Exeter,125,male,,1816,FALSE,"field where glittering trophies shine For honour's high reward let others pine; Him humbler toils await; not less severe: To check the passions in their mad career; With virtue's smile enamoured, to resign Each rapturous joy of youth's enlivening age; To waste the silent hour in anxious pain, And every"
0594800201_000008,"The works of the author of the Night-Thoughts. In three volumes, Revised and corrected by himself. ...",Edward Young,73,0,1,1,2,0,2,0,0,2,3,2,3,0,0,0,2,1,2,0,2,1,3,0,0,3,0,0,0,1,1,4,1,2,1,0,2,0,0,1,3,0,0,1,0,0,0,1,1,0,1,3,0,1,1,0,0,0,0,1,2,1,2,0,1,0,1,0,0,0,0,3,3,0,0,0,0,4,0,1792,1,3,"London : printed for J. Dodsley, C. Dilly, T. Cadell, J. Nichols, G. G. J. and J. Robinson, H. Baldwin, F. and C. Rivington, J. Sewell, W. Otridge and Son, Ogilvy and Speare, S. Bladon, Hookham and Carpenter, and S. Hayes, M.DCC.XCII. [1792].",London,324,male,1683,1765,TRUE,"my last, but most exalted itrains. And let the Mtfe or now asset the sky, Or in inglorious shades for ever lie. She kindles, she's inflamed so near the goal; She mounts, he gains upon the starry pole; The world grows less as he pursues her flight, And the fun"
1749800200_000041,"Hymns and spiritual songs. In three books. ... By I. Watts, D.D.",Isaac Watts,81,0,1,0,0,0,1,0,0,5,3,3,1,1,3,1,7,2,2,0,0,0,10,0,0,0,0,0,0,0,3,3,1,0,2,0,6,0,0,2,1,0,1,4,0,0,0,0,1,2,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,2,1,0,0,0,0,1,0,1,0,0,1,1789,1,1,"London : printed J. Buckland, J. F. and C. Rivington, T. Longman, T. Field, J. Johnson [and 3 others in London], 1789.",London,406,male,1674,1748,FALSE,"The Third, th' appointed Day . III Hell and the Grave unite their Force To hold our god , in vain; The sleeping Conquercr axou, And burrt their tcobli t b IV To thy great Name, Almighty LORD, These sacred h lours we pay, And loud Hofannas shall proclaim The"
0384000502_000007,"The works of Alexander Pope, Esq. In ten volumes complete. With his last corrections, additions, and improvements. Together with all his notes, as they were delivered to the Editor a little before his Death: printed verbatim from the octavo edition of Mr. Warburton.",Alexander Pope,69,0,0,0,0,0,2,3,0,1,0,1,1,0,1,0,2,0,1,0,0,0,3,0,0,1,0,0,1,1,2,3,0,1,2,0,1,0,0,1,1,0,1,11,2,0,0,0,0,1,0,3,0,2,1,0,0,0,1,3,0,0,0,0,0,0,0,0,5,0,0,0,5,1,0,2,1,0,1,1764,2,10,"Dublin : printed by J. Potts, at Swift's-Head, in Dame-Street; and J. Williams, in Skinner-Row, MDCCLXIV. [1764].",Dublin,239,male,1688,1744,TRUE,"willing eyes; Ye soft illusions, dear deceits, arise! 240 Alas, no more! methinks we wandering go Through' dreary wastes, and weep each other's woe, Where round some mouldering tower pale ivy creeps, And low brow'd rocks hang nodding over the deeps . - Sudden you mount, you beckon from the"
0081700146_000030,"The works of the English poets. With prefaces, biographical and critical, by Samuel Johnson. ...",Samuel Johnson,92,0,1,0,0,0,3,1,0,5,2,4,2,2,1,0,3,2,1,0,0,0,9,0,0,0,2,0,2,0,4,3,1,0,2,0,3,1,0,2,1,0,1,10,0,2,0,2,0,0,1,5,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,4,0,0,0,3,0,0,0,0,0,0,1,1779,46,58,"London : printed by H. Hughs; for C. Bathurst, J. Buckland, W. Strahan, J. Rivington and Sons, T. Davies, T. Payne, L. Davis, W. Owen, B. White, S. Crowder, T. Caslon, T. Longman, B. Law, E. and C. Dilly, J. Dodsley, H. Baldwin, J. Wilkie, J. Robson, J. Johnson, T. Lowndes, T. Becket, G. Robinson, T. Cadell, W. Davis, J. Nichols, F. Newbery, T. Evans, J. Ridley, R. Baldwin, G. Nicol, Leigh and Sotheby, J. Bew, N. Conant, J. Murray, W. Fox, J. Bowen, MDCCLXXIX. [1779]-80.",London,378,male,1709,1784,TRUE,"sovereign of the relr. This is the grace must live and fingt When faith and fear shall cease, Must sound from every joyful fining Through the sweet groves of bliss. Let l e immortal ftize my clay; Let love refine my blood iher flames can bear my soul away, Can"
0478900500_000020,"Sickness. A poem. In three books. By William Thompson, M. A. of Queen's College, Oxon. Book I.","Thompson, William",82,0,1,2,0,0,1,4,0,1,1,0,2,0,1,8,5,4,0,0,1,0,7,1,0,1,0,0,2,0,3,8,1,0,0,0,1,0,1,1,1,0,1,5,0,0,0,0,1,2,3,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,1,0,1745,1,1,"London : printed for R. Dodsley at Tully's-Head in Pall-Mall; and sold by M. Cooper in Pater-Noster-Row, M.D.CC.XLV. [1745] [1746].",London,161,male,1712,1766,FALSE,"infeted damps, (And, sure I'd pity thee) among thy veins: Then, then no Platonist! thy inmost soul Will thank me for this Preaching; nor disdain 575 To breath itself in prayer, as low as mine; From From GOD begin, with GOD conclude the song ; Thus glorifying with a Christian's"
