PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(answer),termFreq(appear),termFreq(author),termFreq(cafe),termFreq(concern),termFreq(copi),termFreq(countri),termFreq(court),termFreq(date),termFreq(desir),termFreq(duke),termFreq(end),termFreq(england),termFreq(fend),termFreq(follow),termFreq(form),termFreq(friend),termFreq(gener),termFreq(god),termFreq(hand),termFreq(hope),termFreq(hous),termFreq(inform),termFreq(know),termFreq(ladi),termFreq(late),termFreq(law),termFreq(letter),termFreq(life),termFreq(littl),termFreq(london),termFreq(love),termFreq(manner),termFreq(mean),termFreq(mention),termFreq(noth),termFreq(number),termFreq(offic),termFreq(order),termFreq(paper),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(read),termFreq(reason),termFreq(receiv),termFreq(return),termFreq(servant),termFreq(sever),termFreq(taken),termFreq(think),termFreq(thought),termFreq(word),termFreq(write),termFreq(written),termFreq(wrote),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0239500101_000090,"The lucubrations of Isaac Bickerstaff, Esq.",Joseph Addison,56,2,1,0,1,0,1,0,2,2,2,2,3,0,0,0,1,1,2,3,0,0,1,0,0,0,0,2,1,5,0,0,0,0,0,1,2,0,1,1,3,2,1,2,1,1,1,0,2,2,0,0,2,1,1,0,0,0,0,1786,1,6,"London : printed for C. Bathurst, J. Buckland, J. Rivington and Sons, W. Owen, R. Horsfield , B. White and son, T. Longman, B. Law, C. Rivington, J. Dodsley, H. Baldwinm G.G.J. and J. Robinson, C. Dilly, T. Cadell, J. Nichols, R. Baldwin, W. Goldsmith, J. Johnson, W. Flexney, W. Nicoll, G. Burnett, C.D. Piguenitt, G. and T. Wilxie, W. Fox, M. Say, and E. Newbery., M DCC LXXVI. [1786].",London,500,male,1672,1719,TRUE,"by keeping him from AVARO, saved him from the gallows, I have prevented his deserving it every day he lives: for with PAULO he will be an honest man, without being so for fear of the law ; as with AVARO he would have been a villain within the protecion"
0607601100_000017,"Third report from the select committee, appointed to take into consideration the state of the administration of justice in the provinces of Bengal, Bahar, and Orissa.",Great Britain. Parliament. House of Commons,62,2,4,1,6,2,2,2,0,0,1,2,1,0,0,0,0,0,1,1,0,4,0,0,1,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,3,5,0,1,0,2,4,1,2,0,3,0,0,3,0,0,0,1,1,1782,1,1,"[London] : [s.n.], Printed in the Year M.DCC.LXXXII. [1782].",London,25,unknown,,,FALSE,"in rendering there Services, and others, which I can only explain in Conversations to the Nabob. In Answer to this Memorial, those who attend solely to the Nabob's immediate Convenience, will ask, what Proofs have you brought of those Services? This is a Question which the Nabob himself will be"
1215200106_000109,"The history of England. From the invasion of Julius Cæsar to the revolution in 1688. By David Hume, Esq;",David Hume,61,4,3,0,1,1,1,1,0,0,3,1,0,0,0,0,0,1,1,0,0,4,0,0,1,0,0,1,0,9,1,2,0,0,2,0,2,0,0,2,1,4,0,1,0,1,0,1,0,0,2,1,1,1,0,1,1,5,0,1789,6,12,"Basil : printed by J. J. Tourneisen, MDCCLXXXIX. [1789].",Basel,429,male,1711,1776,TRUE,"give a satisfactory answer , if the had any, to the accusation of the Scotch commissioners. That answer could have been dispersed for the satisfaction of the public, of foreign nations, and of posterity. And surely after the accuhation and proofs were in queen Elizabetls hands , it could do"
0842200101_000031,"The malefactor's register; or, the Newgate and Tyburn calendar. Containing the authentic lives, trials, accounts of executions, and dying speeches, of the most notorious violators of the laws of their country; Who have Suffered Death, and other exemplary Punishments, in England, Scotland and Ireland, from the year 1700 to Lady-Day 1779. Together with Numerous Trials in Extraordinary Cases, where the Parties have been Acquitted. This Work comprehends all the most material Passages in the Sessions-Papers for a long Series of Years, and complete Narratives of all the Capital Trials for Bigamy, Burglary, Felony, Forgery, Highway-Robbery, High-Treason, Murder, Petit-Treason, Piracy, Rapes, Riots, Street-Robbery, Unnatural Crimes, And various other Offences. To which is added, A correct List of all the Capital Convictions at the Old Bailey, &c. since the Commencement of the present Century; which will be of the highest Use to refer to on many Occasions. The whole tending, by a general Display of the Progress and Consequence of Vice, to impress on the Mind proper Ideas of the Happiness resulting from a Life of strict Honor and Integrity: and to convince Individuals of the superior Excellence of those Laws framed for the Protection of their Lives and Properties. Embellished with a most elegant and superb set of copper plates, engraved in a spirited Manner, from original Designs, by capital Artists.",,57,2,0,2,1,0,0,2,0,2,0,0,1,0,2,0,2,0,1,0,0,1,0,1,2,0,1,1,0,9,3,0,3,0,0,3,0,0,0,4,2,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,2,2,3,1779,1,5,"London : printed, by authority, for Alexander Hogg, at No. 16, Paternoster-Row, [1779].",London,428,unknown,,,FALSE,"woman, ""and embrace the bosom of a stranger? For the (' ways of a man are before the eyes of the Lord, "" and he pondcrcth all his goings. His own iniquities stall take the wicked himself, and he ""shall be held with the cords of his sins. ihe "
1748700201_000148,"The history of the state and sufferings of the Church of Scotland, from the restoration to the revolution. ... By William Crookshank, ... In two volumes. ...","Crookshank, William",56,2,3,0,0,0,1,0,2,1,0,0,5,0,2,0,1,1,0,0,0,0,0,5,1,0,3,2,3,2,0,0,1,0,1,0,0,0,0,1,2,2,2,3,0,1,0,1,0,0,1,1,1,1,1,1,0,0,2,1762,1,2,"Edinburgh : printed and sold by Archibald Martin, 1762.",Edinburgh,481,male,1712,1769,FALSE,"and he conversed of the affairs of England and Scotland, and particularly of the proceedings of parliament concerning the declaration for suspending the penal laws in matters ec ciefiaflical; and being afterwards asked, Whether if Scotland, being called to assist the king, they would assist him or not? He answered"
0259300109_000041,"The works of Alexander Pope, Esq. In nine volumes complete. With his last corrections, additions, and improvements; together with All his notes, as they were delivered to the Editor a little before his Death: printed from the octavo edition of Mr. Warburton.",Alexander Pope,59,2,0,0,0,2,1,0,1,1,1,4,0,1,1,0,0,0,4,0,2,1,1,2,0,3,2,1,0,2,4,0,2,0,2,1,0,1,0,0,0,1,2,0,0,2,0,0,2,2,1,0,1,0,3,0,2,1,0,1756,9,9,"London : printed for H. Lintot, A. Millar, J. and R. Tonson and S. Draper, and C. Bathurst, M.DCC.LVI. [1756].",London,304,male,1688,1744,TRUE,"that he was such a vagrant, they were forced to write at him by guess, because they knew not where to write t5 him. This is my cafe with you; sometimes in Scotland, Sometimes at ham walks, sometimes God knows where. You are a man of business, and not at"
0376300202_000075,The invisible spy. By Explorabilis. In two volumes. ...,Eliza Haywood,62,2,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,3,0,0,2,2,1,0,0,5,2,0,4,0,0,0,2,3,2,0,1,0,0,1,3,1,2,1,2,1,1,5,1,2,1,1,1,0,2,0,0,2,1767,2,2,"London : printed for L. Gardner, 1767.",London,299,female,1693,1756,TRUE,"for that lady Thould have made me attempt to disunite your loves . Rofano. Though it may seem ungenerous to boast a lady's favours, as I have no other way to justify my rash proceeding towards you, be pleased to read that letter . In speaking this he presented to"
1394200102_000062,"Original papers; containing the secret history of Great Britain, from the restoration, to the accession of the House of Hannover. To which are prefixed extracts from the life of James II. As written by himself. The whole arranged and published by James Macpherson, Esq; in two volumes.",James Macpherson,53,1,1,2,0,0,1,1,1,2,2,1,1,1,4,0,1,0,1,2,0,2,2,0,1,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,1,1,1,4,0,1,0,1,1,0,0,1,0,2,1,0,2,0,2,1775,2,2,"Dublin : printed for Messrs. J. Exshaw, D. Chamberlaine, J. Potts, W. Sleator, J. Williams, W. Wilson, T. Walker, R. Moncrieffe, C. Jenkin, and M. Mills, M.DCC.LXXV. [1775].",Dublin,704,male,1736,1796,TRUE,"but once from you, since you came to your IX 4to. p 6 journey's end . I am glad that you met with your wallet, but that Freeman was ptevifh I am sorry, but not surprised. The letters from Mr. Holloway have miscarried, which thould have brought accounts from your"
0950500102_000064,"Original papers; containing the secret history of Great Britain, from the restoration, to the accession of the House of Hannover. To which are Prefixed Extracts from the Life of James II. As Written by Himself. The whole arranged and published by James Macpherson, Esq; in Two Volumes. ...",James Macpherson,54,2,1,1,0,0,1,1,1,2,2,1,0,1,4,0,1,0,1,1,0,2,2,0,1,0,0,0,0,7,0,0,1,0,0,1,0,0,0,1,2,1,1,4,0,1,0,1,1,0,0,1,0,2,1,0,2,0,2,1775,2,2,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXV. [1775].",London,716,male,1736,1796,TRUE,"real breach between them [Godolphin and Marlborough]; it being so contrary to each of their interets, which those merchants are thought to understand better than any upon Change."" It is necessary to trace Abram's motions, in order to confirm the account he gives of his intrigues. Nairne sets down, in"
0184400108_000098,"The works of Dr. Jonathan Swift, Dean of St. Patrick's Dublin. With the author's life and character; notes historical, critical, and explanatory; and tables of contents, and indexes. More complete than any preceding edition. In eight volumes. Accurately corrected by the best editions.",Jonathan Swift,55,3,1,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,4,0,2,1,1,2,0,2,2,0,0,7,0,0,2,0,0,0,4,1,0,0,0,3,1,1,0,1,1,0,0,1,2,1,1,1,1,1,1,0,1,1766,8,8,"Edinburgh : printed for A. Donaldson, and sold at his shops in London and Edinburgh, MDCCLXVI. [1766].",Edinburgh,409,male,1667,1745,TRUE,"I saw you in London , was the lait intercourse that 1 re. member to have had with your family. But having always trusted to my own innocence, I was never inquisitive to know my accusers. When I mentioned my lots of in., t .reft with you, I did it"
0109301000_000026,"The first and second report, from the Committee of Secrecy; together with their appendix to the second report.",Great Britain. Parliament. House of Commons,64,2,2,0,1,1,0,3,1,0,1,2,0,0,2,0,2,6,0,1,0,0,1,0,4,1,0,0,0,4,0,0,7,0,4,0,1,1,3,0,1,1,3,2,0,0,0,1,2,0,0,2,1,1,0,0,0,0,0,1795,1,1,"[London, 1795?].",London,197,unknown,,,FALSE,"Corresponding Society was instituted in January, 1792 A general account of the plan according to which it was formed and distributed into different divisions, has already been given in the latt Report, and a list of the number of divisions, which had been gradually established, has been found among the"
0620900102_000218,"Memoirs of the life and administration of Sir Robert Walpole, ... With original correspondence and authentic papers, never before published. In three volumes. ... By William Coxe, ...",William Coxe,53,3,1,0,1,0,0,1,0,1,0,0,8,1,0,1,0,2,0,1,0,2,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,2,5,3,0,0,0,4,1,2,2,1,0,0,1,1,1,0,0,1,0,1798,2,3,"London : printed [by James Easton, Salisbury] for T. Cadell, jun. and W. Davies, 1798.",London,735,male,1747,1828,FALSE,"that the present administration is the first that was ever yet known to be answerable for the whole government, with a secretary of ( late , * for one part of the kingdom, who they are assured aas counter to all their measures, or at least, whom they cannot in"
0453400200_000468,"Votes and proceedings of the House of Representatives of the province of Pennsylvania. Beginning the fifteenth day of October, 1744. Volume the fourth.",Pennsylvania. General Assembly. House of Representatives,83,5,3,2,0,0,0,8,0,0,6,0,0,0,0,0,1,0,0,7,0,1,1,4,3,0,0,2,1,8,0,0,0,0,0,0,1,0,0,0,6,4,0,1,1,1,7,0,3,1,1,2,1,0,0,0,0,0,2,1774,1,1,"Philadelphia : Printed and sold by Henry Miller, in Race-Street, MDCCLXXIV. [1774].",Philadelphia,859,unknown,,,FALSE,"[i/ian Allairs VOL. IV 6 T togethler 1756 C together with a Letter I lately received from Scarroyady, and Andrew Montour, who <- -  were sent by me on a Message from this Government to the Six Nations, and to the F brtary 4  Indians living on the"
1199100113_000051,"The works of Jonathn. Swift, D.D.: D.S.P.D. with notes historical and critical. By J. Hawkesworth, L.L.D. and others. Vol. I.",Jonathan Swift,61,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,1,0,2,0,0,3,3,1,1,3,1,2,1,5,4,0,0,3,1,1,1,2,0,0,0,3,0,0,1,1,0,1,2,1,0,4,1,2,1,0,2,0,2,1774,13,15,"[Dublin] : Printed for J. Williams, Dublin, 1774.",Dublin,317,male,1667,1745,TRUE,"be a dream. I will dwell no more on ceconomics than I have done in my former letter . Thus much only I will say, that otium Cr dignitate is to be had with iocl. a year as well as with 5000 : the difference will be found in the"
0534000121_000181,"The annual register, or a view of the history, politics, and literature, for the year 1778.",,64,3,6,1,0,0,2,2,1,0,3,2,0,1,0,0,2,0,2,0,0,3,0,1,0,0,2,3,0,6,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,2,0,3,0,1,1,1,1,3,4,0,1,1,1779,1,1,"London : printed for J. Dodsley, in Pall-Mall, 1779.",London,678,unknown,,,FALSE,"objection to coming in iith Lord Bute or Lord North? He lifted up his hands , and said, "" It sas impossible for him to ferne the King and country with either of them; and if any one aks you about it, I desire you to bear witness that you"
0441702700_000007,"The case of Henry Roberts, Esq; a gentleman, who, by unparalleled cruelty was deprived of his estate, under the pretence of idiocy. A narrative of facts supported by undeniable authority, and that may be ventured to be called Impartial, as no one Article of Evidence is omitted, and not any thing related, but what is strictly true, even beyond a Possibility of Contradiction.","Roberts, Henry",61,0,4,1,0,4,1,3,2,2,0,0,0,0,1,0,3,0,1,0,0,1,1,0,0,0,3,0,1,7,0,0,1,1,1,0,1,0,0,0,2,3,0,2,1,1,1,0,0,0,1,1,0,0,1,1,5,0,3,1747,1,1,"London : [s.n.], Printed in the Year MDCCXLVII. [1747].",London,45,male,1717,1745,FALSE,"Claim to such an Inheritance, than his Relations and mot intimate Friends . b3 txh The other Article of Reproach against Dr. Finney is, that he wrote the Letters which Mr. Roberts only copied : and they ground this Accusation, on an Answer to a sudden Question, in which Mr."
1437700300_000011,Proceedings of the Supreme Executive Council of the state of Pennsylvania in the case of Major General Arnold.,"Sellers, William",80,0,1,1,0,1,1,1,0,0,1,2,0,1,0,0,0,0,0,15,0,2,1,0,2,0,0,1,0,17,0,0,0,0,0,1,3,0,0,3,2,3,0,2,0,0,1,3,2,1,0,0,1,0,0,3,3,3,2,1779,1,1,"[Philadelphia] : Printed by Hall and Sellers, 1779.",Philadelphia,11,male,1725,1804,FALSE,"tirong fbfpicions that fli had furnished to Molefworth the m ney, with which he had attempted to bribe the Delaware Pil: ts to engage in the liarvice of the enemy. About zo days after this [ 9 ] this, a certain Miss Levy applied likewise to me for a pass"
0786900300_000004,"Letters of Lady Rachel Russell; from the manuscript in the library at Wooburn Abbey. To which is prefixed, an introduction, vindicating the character of Lord Russell Against Sir John Dalrymple, &c. To which is added, the trial of Lord William Russell for high treason. Extracted From The State Trials.","Rachel Russell, Baroness Russell",49,0,0,0,0,1,2,0,0,2,3,0,0,0,1,0,1,0,1,1,0,0,1,0,2,0,1,0,1,4,0,1,1,0,0,0,0,1,1,1,0,2,1,2,0,1,1,2,0,1,0,0,1,3,1,1,5,1,1,1793,1,1,"London : printed for C. Dilly, In The Poultry, MDCCXCIII. [1793].",London,602,female,1636,1723,FALSE,"and many other Scotch peers, intiiguilng with the Court of St. Gecrmains to overturn the government after the revolution. A man of Sir John's sensibility could scarcely have full tained another shock, which he must also have felt, at the ditcovcry of a number of the Scotch nobility treacherously offering"
0524500300_000017,"The life of Thomas Chatterton, with criticisms on his genius and writings, and a concise view of the controversy concerning Rowley's poems. By G. Gregory, D.D. F.A.S. author of essays historical and moral, &c.",George Gregory,63,1,0,6,3,0,0,3,0,1,2,2,0,0,0,0,0,1,1,1,1,2,1,2,2,3,1,0,0,7,0,0,3,3,0,1,1,0,1,1,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,6,1,0,1789,1,1,"London : printed for G. Kearsley, No. 46, Fleet Street, [1789].",London,270,male,1754,1808,FALSE,"lived by copying his works. *"" He exhorts his sister to "" improve in copying music, drawing, and everything which requires genius; "" observing that although, "" in Bristol's mercantile ityle, thole things may be useless, if not a detriment to her; here they are very profitable this engagements at"
0516200108_000079,The spectator. ...,,67,1,6,2,4,2,0,2,0,0,2,6,0,1,0,0,0,0,1,0,0,1,0,0,1,1,3,1,0,6,3,0,0,3,4,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,2,0,0,2,1,5,1,0,1750,8,8,"London : printed for J. and R. Tonson and S. Draper, [1750?].",London,312,unknown,,,FALSE,"us by Horace, are of a quite different nature. He that would excel in this kir.d mull have a good fund of strong masculine sense: To this there mull be joined a thorough knowledge of mankind, together with an infight into the business, and the prevailing humours of the age."
0654501500_000069,"A copious and exact catalogue of pamphlets in the Harleian library, &c.","Osborne, Thomas",64,0,0,1,3,0,2,0,0,3,6,1,1,1,3,0,0,0,0,3,0,0,0,5,0,0,0,1,0,8,1,1,5,2,1,0,2,0,0,2,0,0,1,1,0,0,2,0,1,0,0,1,0,0,1,0,1,3,1,1746,1,1,"[London : s.n., 1746].",London,168,male,,,FALSE,"on the Gallows, for the Crowd of People ; therefore it was nailed to the Tree which grew upon the Bank by the Gallows; and there it remained, and was read by many, both before and after Execution; and twas thought it would stand there till it dropped away. 295"
1475600102_000174,"The Parliamentary register; or, History of the proceedings and debates of the House of Commons; Containing an account of the most interesting speeches and motions; accurate copies of the most remarkable letters and papers; of the most material evidence, petitions, &c. laid before and offered to the House, during the first session of the fifteenth Parliament of Great Britain. Begun to be holden at Westminster on the 31st day of October 1780.",Great Britain. Parliament. House of Lords,72,3,0,3,1,1,2,0,2,10,0,0,0,0,2,0,0,2,0,3,0,0,0,6,2,0,0,2,2,2,0,0,0,0,2,0,0,0,1,1,1,2,2,2,3,2,1,0,0,1,0,4,3,2,1,0,0,1,0,1781,2,45,"London : Printed for J. Almon and J. Debrett, opposite Burlington-House, in Piccadilly, MDCCLXXXI. [1781].",London,531,unknown,,,FALSE,"Merchants of England , trading to the Eafl Indies, were severally referred. YOUR Commitittee having taken into consideration the above petitions of the .Governor- general and"" Council of Bengal, and of the British inhabitants of. the provinces of Bengal, Bahar and Orissa, relative to the proceedings and claims of the"
0971300102_000097,"A supplement to Dr. Swift's works: being a collection of miscellanies in prose and verse, by the Dean; Dr. Delany, Dr. Sheridan, and others, his intimate Friends. With explanatory notes, and an index, by the editor.",Jonathan Swift,62,1,1,3,0,0,0,0,1,1,1,2,0,0,2,0,1,0,2,0,2,0,1,0,0,0,0,1,0,6,0,1,1,3,1,0,0,0,0,0,0,3,2,0,3,0,9,1,1,0,0,0,1,2,2,1,3,2,1,1776,2,2,"London : printed for W. Bowyer and J. Nichols; and sold by N. Conant, successor to Mr. Whiston, in Fleet-Street, MDCCLXXVI. [1776]-79.",London,491,male,1667,1745,TRUE,"on the night she died, and two or three days after, he speaks of her as "" the truest, most virtuous, and valuable friend that "" he was ever blefied with."" He was ill the day after her death, and could not write ; but the next night he says,"
0827400200_000121,"Biographia Scoticana: or a brief historical account of the lives, characters, and memorable transactions of the most eminent Scots worthies, Noblemen, Gentlemen, Ministers, and others: From Mr Patrick Hamilton, who was born about the Year of our Lord 1503. and suffered Martyrdom at St Andrews, Feb. 1527. to Mr James Renwick, who was executed in the Grass-Market of Edinburgh, Feb. 17. 1688. Together with A Succinct Account of the Lives of other Seven eminent divines, and Sir Robert Hamilton of Preston; who died at, or shortly after the Revolution. Collected from the Historical Records, Biographical Accounts, and other Authenticated Writings:-The Whole including a Period of near Two Hundred Years. By a friend to the covenanted testimony of the Church of Scotland.",John Howie,47,0,2,1,0,0,0,1,3,1,1,4,0,2,0,1,1,0,0,1,1,2,0,0,1,0,0,2,3,2,0,0,1,0,0,1,1,1,0,2,1,0,0,0,3,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1775,1,1,"Glasgow : printed and sold by John Bryce Bookseller, at his Shop, opposite Gibson's Wynd, Salt-Market, M,DCC,LXXV. [1775].",Glasgow,651,male,1735,1793,FALSE,"and by "" whom kings do reign and princes decree justice. And "" if, in speaking thus cut of zeal to religion, and the duty C we owe to our country , and that charge which is laid u. "" pon us, anything hath elfcaped us, sith it is spoken"
1475400102_000091,"The craftsman. By Caleb D'anvers, of Gray's-Inn, ESq.","D'Anvers, Caleb",61,1,0,4,1,2,3,1,0,0,0,2,0,0,0,0,1,0,4,2,0,1,4,0,0,1,0,1,1,3,0,1,4,0,1,0,0,0,0,2,0,2,0,3,2,2,1,2,0,1,1,1,1,2,1,1,1,0,0,1731,2,14,"London : Printed for R. Francklin, in Russel-Street, Covent-Garden, M,DCC,XXXI. [1731]",London,342,male,,,FALSE,"communicated to me; which at once determined me in my Resolution. I desire you, Sir, for the Good of the public, to print a Copy of this Letter ; and, for your own private Juitification, to preserve the original; which, is, .7erbatim, as follows , (viz.) WHITEHALL, fanuary 22, 1727-8."
0239500102_000102,"The lucubrations of Isaac Bickerstaff, Esq.",Joseph Addison,57,4,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,2,0,3,0,2,3,2,1,1,1,0,1,2,3,1,1,0,0,2,1,2,1,2,1,0,2,1,3,0,1,1,2,1,2,0,1,0,0,1786,2,6,"London : printed for C. Bathurst, J. Buckland, J. Rivington and Sons, W. Owen, R. Horsfield , B. White and son, T. Longman, B. Law, C. Rivington, J. Dodsley, H. Baldwinm G.G.J. and J. Robinson, C. Dilly, T. Cadell, J. Nichols, R. Baldwin, W. Goldsmith, J. Johnson, W. Flexney, W. Nicoll, G. Burnett, C.D. Piguenitt, G. and T. Wilxie, W. Fox, M. Say, and E. Newbery., M DCC LXXVI. [1786].",London,470,male,1672,1719,TRUE,"satisfied with making double contrats, upon "" condition of receiving double fortunes; and "" most men being so far sensible of the un "" easiness that one woman occasions; they "" think him, for these reasons , the most likely "" person of their acquaintance to receive there "" proposals."
0925101200_000002,"A letter to Mr. Alexander Mather, As a reply to his addenda to the Manchester protest, In which Mr. Pawson is also mentioned: to which is added a search for truth, In Messrs. Pawson and Mather's address to the Methodist Societies, with an epistle To the Methodists prefixed. By Thomas Shaw, Preacher of the Gospel.","Shaw, Thomas, Preacher of the Gospel",58,2,1,1,2,1,2,0,0,0,0,1,0,0,0,0,1,0,5,1,1,2,1,3,1,1,0,0,0,1,0,1,0,1,0,0,0,3,0,0,1,1,2,3,0,2,3,0,2,1,0,1,0,1,3,1,1,2,2,1797,1,1,"[Leeds? : s.n., 1797?].",Leeds,23,unknown,,,FALSE,"therefore for a quarter of an hour, at least, pointed out the blessed effects of the spirit which is of God , cafter prayer, Mr. R concluded, and we returned to our former room of harmony and peace, where a few present did not fail to tellify their approbation of"
0620900102_000113,"Memoirs of the life and administration of Sir Robert Walpole, ... With original correspondence and authentic papers, never before published. In three volumes. ... By William Coxe, ...",William Coxe,56,0,0,1,0,2,2,0,0,0,0,0,0,0,3,0,1,1,0,0,0,1,4,0,1,2,0,1,0,2,1,1,1,0,2,2,1,1,1,0,1,3,2,1,3,2,0,2,2,0,1,0,1,2,1,0,0,3,1,1798,2,3,"London : printed [by James Easton, Salisbury] for T. Cadell, jun. and W. Davies, 1798.",London,735,male,1747,1828,FALSE,"forming of which, I had nothing to do; but sat till, and quietly expeted the event. And that commission, sir, you know , expressly refers to the sub. commission, and obliges the present receiver to conform himself to it. Nor was I aware that a fub commiffion, by which the"
1134000300_000128,"The annual register, or a view of the history, politicks, and literature, for the year 1759.",,55,2,0,4,2,1,0,0,2,2,1,1,0,1,1,0,4,0,0,1,0,1,0,0,1,1,0,1,0,4,0,2,2,0,0,0,2,1,0,1,3,2,2,0,1,0,1,0,0,1,0,1,1,2,1,0,1,1,0,1769,1,1,"London : printed for J. Dodsley, in Pall-Mall, 1769.",London,508,unknown,,,FALSE,"to talk in the most absolute tone with re. guard to the necessaries Racroth and Duyfbourg mull furnish our troops; it is necessary to speak in that tone to Germans; and you will find your account in using the same to the regencies of the eleaor of Cologne, and Rill"
0293500104_000086,"The epistolary correspondence, visitation charges, speeches, and miscellanies, of the Right Reverend Francis Atterbury, D. D. Lord Bishop of Rochester. With Historical Notes. ...",Francis Atterbury,54,1,1,0,0,1,0,0,0,0,0,6,4,0,1,0,1,1,1,0,0,0,1,0,1,1,1,2,0,2,0,1,1,0,0,1,0,3,0,2,3,2,0,0,1,1,0,0,3,0,2,2,0,1,1,1,3,0,1,1787,4,4,"London : printed by and for J. Nichols: and sold by C. Dilly, in the Poultry, MDCCLXXXIII. [1783]-87.",London,517,male,1663,1732,FALSE,"is no ill preacher. If anybody else claims a prior title to your favour, it may justly and truly be said, that Mr. Lye is soon likely to remove, having a presentation to a good living from my Lady Windham lately ; of which he will enjoy the advantage in"
0227100109_000043,"The works of Alexander Pope Esq. In nine volumes, complete. With his last corrections, additions, and improvements; ... Together with the commentary and notes of Mr. Warburton.",Alexander Pope,58,2,0,0,0,1,1,0,1,1,1,4,1,1,1,0,0,0,4,0,1,1,2,2,0,2,2,1,0,2,4,0,2,0,2,2,0,1,0,0,0,1,2,0,0,3,0,0,2,2,1,0,1,0,3,0,0,1,0,1760,9,9,"London : printed for A. Millar, J. and R. Tonson, C. Bathurst, R. Baldwin, W. Johnston, J. Richardson, B. Law, S. Crowder, T. Longman, T. Field, and T. Caslon, 1760.",London,386,male,1688,1744,TRUE,"business, and not at leisure for insignificant correspondence. It was I got you the employment of being my Lord Duke's premier Mi n/fire: for his Grace having heard how good a manager you were of my revenue, thought you fit to be entrusted with ten talents. I have had twenty"
1707101400_000020,"The free-holder. Or Political essays. By the Right Honourable Joseph Addison, Esq;",Joseph Addison,55,1,1,1,1,0,0,1,4,1,0,0,1,1,0,0,2,1,0,1,1,1,0,0,0,3,6,1,1,1,0,1,0,1,2,0,2,0,0,0,0,1,1,3,2,1,1,0,1,0,1,2,1,1,1,2,0,1,0,1751,1,1,"London : Printed for J. and R. Tonson and S. Draper in the Strand, MDCCLI. [1751].",London,325,male,1672,1719,TRUE,"very advan advantageous Terms, this good Emperor sent him Word , The Subjets he had taken were poor Men, not worth the Ransoming; and that he might throw them over Board, or defitroy them otherwise, as he pleased. Such was the Government of Muley i/hmad, The Servant of God ,"
1181300101_000078,"The works of Sir James Ware concerning Ireland revised and improved. In three volumes. Vol. I. Containing, the history of the bishops ... Vol. II. Containing, the antiquities of Ireland. Vol. III. Containing, the writers of Ireland. In two books. All written in Latin ... now newly translated into English, ... Embellished with copper plates. ...","Ware, James, Sir",54,0,3,2,1,0,1,1,1,2,0,1,0,2,5,0,3,0,1,1,1,0,0,0,1,0,2,0,1,3,1,0,2,0,0,1,0,0,1,1,1,0,0,0,2,1,0,2,0,1,0,0,2,0,2,1,0,1,3,1739,1,2,"Dublin : printed for the author, by E. Jones, 1739-1746.",Dublin,718,male,1594,1666,FALSE,"it. To pluck up this Error by the Roots, the year following , he wrote in egli/h, a Book entitled; A Discourse of the Religion antientiy profefed by the Irii; of which there is an Abftra& before given at the End of the Life of St. Patrick, p. 24 This"
0950500102_000243,"Original papers; containing the secret history of Great Britain, from the restoration, to the accession of the House of Hannover. To which are Prefixed Extracts from the Life of James II. As Written by Himself. The whole arranged and published by James Macpherson, Esq; in Two Volumes. ...",James Macpherson,54,0,2,1,0,0,0,1,2,1,1,0,3,0,2,0,1,1,4,2,0,2,1,1,1,2,0,1,0,3,0,0,3,0,1,3,2,2,0,2,2,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1775,2,2,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXV. [1775].",London,716,male,1736,1796,TRUE,"inserted above, and which made a great noise thereafter. ""Chancellor Harcourt, to whom it was proposed to send to me the writ of the duke of Cambridge, without his being able to suspect that the proposal came from me, gave a very bad reception to the perlbn who made the"
