PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(appear),termFreq(author),termFreq(brought),termFreq(cafe),termFreq(caus),termFreq(charg),termFreq(christ),termFreq(common),termFreq(court),termFreq(death),termFreq(debt),termFreq(declar),termFreq(defend),termFreq(error),termFreq(evid),termFreq(execut),termFreq(faith),termFreq(form),termFreq(gener),termFreq(god),termFreq(grant),termFreq(guilti),termFreq(hall),termFreq(hand),termFreq(hous),termFreq(judg),termFreq(judgment),termFreq(juri),termFreq(justic),termFreq(king),termFreq(know),termFreq(land),termFreq(law),termFreq(life),termFreq(manner),termFreq(matter),termFreq(natur),termFreq(offic),termFreq(opinion),termFreq(order),termFreq(parti),termFreq(peopl),termFreq(person),termFreq(plaintiff),termFreq(plea),termFreq(plead),termFreq(power),termFreq(reason),termFreq(record),termFreq(return),termFreq(rule),termFreq(set),termFreq(sever),termFreq(term),termFreq(think),termFreq(trial),termFreq(word),termFreq(world),termFreq(writ),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0836700201_000291,"A new and complete law-dictionary, or general abridgment of the law, on a more extensive plan than any law-dictionary hitherto published: ... By T. Cunningham, Esq; The second edition, corrected. In two volumes. ...",Timothy Cunningham,88,0,1,0,1,4,8,1,0,0,2,0,0,1,1,1,0,0,0,0,1,0,5,2,1,1,4,1,0,1,10,2,0,0,2,0,0,1,0,3,1,3,2,0,7,3,0,3,0,2,1,0,2,1,0,1,0,2,1,0,5,1771,1,2,"London : printed by his Majesty's law printers, for W. Flexney; G. Kearsly; J. and F. Rivington; T. Longman and Robinson and Roberts, 1771.",London,896,male,,1789,FALSE,"ib. ted or not? for, however the justice himself may be pu 4.thly. Where a forcible entry or detainer is either nilhable for granting such a warrant, without sufficient found by inquisition before justices of peace, or appears grounds, it is reasonable that he alone be answerable for upon their"
0406701001_000159,"Practice of the Office of Pleas, in the Court of Exchequer, both antient and modern, compiled from authentic materials; with precedents of pleadings, Reports of Cases in Points of Practice and The Rules of Court which now regulate the Course and Practice of that Office. By Philip Burton, Esq; Late Secondary and First Attorney in the said Office. ...","Burton, Philip           1792",116,4,4,0,3,0,4,1,0,1,6,0,3,10,10,1,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,11,0,0,1,0,0,2,0,1,0,4,2,0,1,12,3,4,0,0,0,2,7,0,2,4,0,2,0,0,6,1791,1,2,"London : printed by A. Strahan and W. Woodfall, Law Printers to the King's Most Excellent Majesty, for E. and R. Brooke, Bell-Yard, Temple-Bar, 1791.",London,593,unknown,,,FALSE,"due to the king 29 -- - Executor of the king's debtor inhibited from receiving testator's debts , and that they be prosecuted in the king's name 29 _ _ -- -- Plaintiff as executor must charge by his writ , that he is not able to pay the king"
1086401600_000058,"Modern reports: or, cases adjudged in the Court of King's Bench, from the Second Year of King William III. to the End of his Reign. With Two Tables: One, of the Names of the Cases; the Other, of the Principal Matters. By a late barrister of the Middle-Temple. Vol.XII.",Great Britain. Court of King's Bench,86,3,2,0,4,3,2,0,0,0,6,0,1,0,7,4,4,1,0,0,0,0,2,0,1,0,0,2,1,1,2,1,0,2,3,0,0,2,0,0,2,4,1,0,1,9,0,1,0,0,0,2,0,0,2,1,1,2,0,0,6,1769,1,1,"London : printed by His Majesty's Law-Printers; and sold by J. Worrall and B. Tovey, at the Dove in Bell-Yard, near Lincoln's Inn, MDCCLXIX. [1769].",London,785,unknown,,,FALSE,"Judlgnm'lt, that the iwrit should be fupcrfeded; and cfccially as thli Care is, where Party might have litigated it in the Spiritual Court , where lie would not appear , but is in contiemirt, And lost added, that supposing they should not fiicrli'; C 1 tch L the, Writ ,"
0284700100_000093,"Cases of practice in the Court of King's Bench at Westminster, from the reign of Queen Eliz. to the 14th of K. George III. A Period of near 220 Years. Selected from, and Examined by The Books of Reports; and methodically Arranged under proper Titles. Shewing the whole practice of that court, Antient and Modern; and being a complete guide to all barristers as well as attornies. With a Table, containing the Names of the Cases, and an Index of the Principal Matters. By a gentleman of the Middle Temple.",Great Britain. Court of King's Bench,108,1,0,0,7,0,0,1,0,0,8,2,2,3,5,9,0,2,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,2,3,0,2,4,4,3,0,0,3,14,3,1,1,3,0,6,0,0,12,1778,1,1,"London : printed by W. Strahan and M. Woodfall, Law-Printers to the King's Most Excellent Majesty; for William Owen, in Fleet-Street, MDCCLXXVIII. [1778].",London,294,unknown,,,FALSE,"upon Judgement, Principal can't assign Error against the Bail, 49 President of the College of Physicians brought Debt and died; the Successor, not'his Executor, sued out Sci. sac. 64 Judgement in Ctmaberland, and Sci. sac. to the Sheriff of i/efjlmorland, held ill, 139 sci.fac. brought against Bail, who pleaded the"
1113600101_001198,"A new and complete law-dictionary. Or, general abridgment of the law; on a more extensive plan than any law-dictionary hitherto published: ... By T. Cunningham, Esq. In two volumes. ...",Timothy Cunningham,83,0,0,0,2,3,1,0,0,1,6,0,0,0,0,6,5,0,0,2,1,0,5,0,1,0,0,6,1,1,2,1,0,1,3,1,0,0,1,0,1,0,6,0,1,1,1,0,0,1,3,1,1,1,1,2,0,3,2,0,8,1764,1,2,"Dublin : printed for Sar. Cotter, Hen. Saunders, and Jam. Williams, 1764.",Dublin,843,male,,1789,FALSE,"no such will; yet a bill of exceptions will not lie; for though the evidence be conclusive, the jury , if they will, may run the hazard of an attaint. Raym. 0 4 2 ones 46 S. C If one offers to demur upon evidence , and is overruled, and"
0171900101_000123,"The practical register: or, a general abridgment of the law, as it is now practised in the several courts of Chancery, King's Bench, Common Pleas and Exchequer, digested by way of Common-Place, under Alphabetical Heads, with great Variety of Cases extracted from the Reports. Together with all the rules of the said courts brought down to the year 1719. Collected by the author, Joh Lilly, Gent. In two volumes. The second edition. In which are comprized the rules of the respective courts, brought down to this present Year 1735, and likewise (under their several Heads) all the cases reported since the Publication of the former Edition. To which are added, Two Tables: One of the several Acts of Parliament mention'd and explain'd throughout this whole Work; the Other, of the Names of the several Heads contained in each Volume. ...","Lilly, John",90,1,0,0,3,5,1,2,0,3,15,0,1,2,5,3,0,2,0,0,0,0,1,0,1,0,0,2,1,0,1,1,0,1,1,0,0,1,1,0,0,2,1,0,0,8,1,4,1,0,1,9,3,1,0,2,0,0,0,0,3,1735,1,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for T. Ward and C. Wicksteed, in the Inner-Temple Lane, MDCCXXXV. [1735].",London,897,male,,,FALSE,"E died ficrti.., ds..t.i atlsirtisfa; cieiindun returned , and before it was filed, f]aiend. returned and no tiled, the Court the Court upon a Motion ffayed the tiling of it in itopp'd the ilingof it. Favour of the Bail. Mich. 35 Car. 2 B. R. Horthe Bail in an In"
0350000300_000040,"A report of select cases in Chancery, the King's Bench, &c. in the fourth, fifth, sixth and seventh years of his present Majesty King George the Second; during which Time Lord King was Lord High Chancellor of Great Britain, and the Lord Raymond and Lord Hardwicke were Lord Chief Justices of England. With tables of the names of the cases and the principal matters.","Kelynge, William           1774",104,0,2,0,1,7,0,0,0,6,3,0,0,2,7,5,0,0,0,1,5,0,2,5,0,0,0,3,0,2,0,0,0,1,7,1,1,0,0,1,0,0,2,0,1,8,1,12,2,1,5,1,2,1,0,2,0,4,0,0,0,1740,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for John Worrall, at the Dove in Bell-Yard near Lincoln's Inn, MDCCXL. [1740].",London,226,unknown,,,FALSE,"if no Rule , the Cout rill relieve the Party by setting aside the Jurdgment. Where an Exception is made, as in the At of Indemnity, I z Car'. i.. the Party , that will take the Benefit of the general Provision of the At, must slew himself not to"
0233900300_000095,"The new instructor clericalis, stating the authority, jurisdiction, and modern practice of the Court of King's Bench. ... To which are added, the rules of the court, ... The whole illustrated by useful notes and observations from the best authorities; with considerable additions, ... as also a copious index. The fifth edition, corrected. By John Impey, ...","Impey, John",101,0,0,0,2,4,0,0,0,2,8,0,9,1,6,7,4,2,0,0,4,0,0,0,1,0,1,3,0,0,0,0,0,0,2,0,1,2,2,0,0,5,2,0,0,7,3,5,0,0,4,1,1,2,0,7,0,1,0,0,2,1791,1,1,"London : printed for the author, by A. Strahan and W. Woodfall; and sold by Whieldon and Butterworth, 1791.",London,790,male,,,FALSE,"to prevent the pl d nv,. defacing and obliterating the roll, six terms after the replication delivered. Ibid. 755 lier V Chip. If oo entry to avoid a fine, the demile is laid pre D: mlfinejea vious to the entry, and plaintiff would he barred by : cnu am~ded. the"
0175000402_000025,"The clerk's English tutor. Shewing the practice of the Courts of King's Bench and Common Pleas, as they are now settled, pursuant to the several late acts of Parliament, and the respective rules of both the Courts ... With great variety of curious English precedents ... And done into English ... By an attorney at law.",Attorney at Law,84,2,2,0,0,0,3,4,0,1,6,0,3,0,8,1,1,6,2,3,2,1,0,0,2,0,1,0,1,1,1,5,1,0,1,0,3,0,0,2,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,1,2,1,0,0,11,1733,2,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for W. Meadows, 1733.",London,400,unknown,,,FALSE,"g his Attorney, comes and defends him in Dt. self against the Force and Injury laid to his Charge , when, where, and in such a Manner as this Court shall think fit; and says nothing in Ear or Preclusion of the Ation of the aforesaid AB. whereby the famen."
0122200700_000052,"The laws and customs, rights, liberties, and privileges, of the City of London: Containing. The several Charters granted to the said City from William the Conqueror to the present Time; the Magistrates and Officers thereof, and their respective Creations, Elections, Rights, Duties, and Authorities; the Laws and Customs of the City, as the same relates to the Persons or Estates of the Citizens; the Nature, Jurisdiction, Practice and Proceedings of the several Courts in London; and the Acts of Parliament concerning the Cities of London and Westminster, alphabetically digested under the following Titles, viz. Administration, Aldermen, Aliens, Annoyance, Apothecaries, Appeals, Ashes, Attaints, Ballast, Barbers, Baw-by-Houses, Billingsgate, Black-Well-Hall, Brass, Brokers and Stock-Jobbers, Buildings, Butchers, Butter and Cheese, Carts, Chairs, Churches, Coaches, Coals, Conduits, Constables, Coopers, Cordwainers, Corn, Debts, Drapery, Election, Fish, Fuel, Garbling and Gauging, Gold and Goldsmiths, Gunpowder, Highways, Jury, Market, Oilmen, Painters and Plaisterers, Pavement, Physicians, Quo Warranto, Recognizances, Sewers, Stock-Jobbers, Streets, Tithes, Victuallers, Water, Watermen, Weights and Measures, and Wine.",Corporation of London,84,1,0,0,3,2,0,0,0,2,5,1,2,0,6,0,2,0,0,1,3,0,2,0,0,3,1,4,1,0,0,3,0,1,5,0,0,2,1,0,1,0,4,0,0,2,4,9,0,0,2,2,1,0,0,0,0,2,1,0,5,1774,1,1,"London : printed for J. Williams, at No. 39, in Fleet-Street, M,DCC,LXXIV. [1774].",London,347,unknown,,,FALSE,"levied before it was due; and isth caftom was laid, Sid. 3s7. ._ aff~urpfit afiumplit by adminiltrator upon indebitatus for thirty pounds for wares sold by the intertate, the defendant pleaded that after the inteltate's death , and before adminilration granted , he affirmed a plaint in London against the"
0997000102_000211,"A digest of the law of actions and trials at nisi prius. By Isaac 'espinasse, of Gray's Inn, Esq. Barrister at Law. The third edition, corrected, with considerable additions from printed and manuscript cases. In two volumes. ...",Isaac Espinasse,92,0,0,1,4,4,2,1,0,1,6,0,7,2,1,2,4,5,0,0,2,0,0,0,2,0,0,1,0,0,4,4,0,1,1,1,2,3,0,4,0,0,1,0,3,4,2,4,0,0,3,2,0,1,5,0,0,0,1,0,1,1798,2,2,"London : printed by A. Strahan , Law-Printer to the King's most Excellent Majesty : for J. Butterworth , Fleet-Street ; and T. Cadell Jun. and W. Davies, Strand, 1798.",London,460,male,1758,1834,FALSE,"If there is judgement against two, and one dies, pljintiff may have execution against the other 265 How joint and several covenants are to becondrued 287 Where joint covenants are to be taken separately 288 In jint and several covenants, how a breach may be assigned ib. In joint and"
0996300101_000057,"The attorney's practice in the Court of Common Pleas: or, an introduction to the knowledge of the practice of that Court, as it now stands on the Regulation of several late Acts of Parliament, Rules, and Determinations of the said Court. with variety of useful and curious precedents in English, drawn or perused by Counsel; and a complete index to the whole. By Robert Richardson, gent. ...","Richardson, Robert",90,0,0,0,0,3,3,0,0,1,3,0,2,1,5,0,0,0,3,3,0,3,0,0,1,0,0,0,0,4,5,3,0,2,1,0,0,2,0,2,0,0,2,0,1,2,11,1,0,0,3,4,2,1,1,3,0,2,0,0,10,1778,1,2,"London : printed by His Majesty's law-printers; for B. Tovey, J. Rivington and Sons, P. Uriel, W. Owen, S. Crowder, B. Law, W. Flexney, G. Robinson, E. Brooke, S. Bladon, W. Stuart, T. Whieldon, and T. Waller, 1778].",London,732,male,,,FALSE,"efealed, - shall be first signed or ilamped by the clerk thejek d of t he warrants. Hil. 2, 3 yjc. 2 vjarrants. Attendance will be given for sealing records of Nisi prius, in this court , viz. For London and Middlesex at the treasury office , in weefjminfier hall"
0121601102_000035,"The practice of the Courts of King's Bench and Common Pleas. Originally compiled by George Crompton, Esq. Revised, corrected, and newly arranged, by Baker John Sellon, ... The second edition, with the addition of the modern cases to the present time, and a practical treatise on the mode of passing fines and suffering recoveries. In two volumes. ...","Crompton, George",96,0,6,1,5,5,3,0,0,0,3,0,0,1,11,3,1,2,0,2,1,0,0,1,6,0,0,0,0,1,5,0,0,0,0,0,1,0,0,4,0,1,2,0,0,10,5,3,1,1,3,0,2,0,0,0,0,3,0,0,3,1798,2,2,"London : printed by A. Strahan, for J. Butterworth, 1798.",London,555,unknown,,,FALSE,"here to have made the record right, this court would not have done it; and therefore as to colts, there is more reason that the plaintiff should pay colls for being permitted to have the record made right, than that the defendant (hold pay colts to the plaintiff : however,"
1065900102_000199,"Reports of adjudged cases in the Courts of Chancery, King's Bench, Common Pleas and Exchequer, from Trinity term in the second year of King George I. to Trinity term in the twenty-first year of King George II. Taken and collected by the Right Honourable Sir John Strange, Knt. Late master of the rolls. In two volumes. Published by his son John Strange, of the Middle Temple, Esq; ...","Strange, John, Sir",87,1,0,0,1,9,0,0,0,1,6,0,1,2,6,1,2,3,0,1,2,0,0,1,0,1,0,1,0,1,4,1,0,0,0,0,1,1,1,4,0,11,2,0,0,7,2,3,0,0,0,0,2,1,1,0,0,1,4,0,1,1781,2,2,"London : printed for J. Wenman, No. 144, Fleet-Street; and sold by all the booksellers in Great Britain and Ireland, MDCCLXXXI. [1781-1782].",London,617,male,1696,1754,FALSE,"though, when thef cire facias is not served, the court will in a'clear cafe relieve the party uipoii motion; and not put him to bring his audita querela: yet they will never  do it, where the is disputed. Ahd f the court agreed, but then they would have had"
1296402800_000040,"Reports of cases argued and adjudged in the Court of King's Bench, in the eleventh and twelfth years of the reign of King George the second. By George Andrews, Esq. of the middle temple. The second edition. With notes and references down to Michaelmas term, 31. Geo. 3. and an appendix containing some additional cases not before published. By George William Vernon, Esq. Barrister at Law.",Great Britain. Court of King's Bench,101,1,1,1,2,7,6,0,0,1,4,0,0,0,5,4,3,0,0,0,1,0,5,0,0,0,1,1,0,6,3,0,3,0,1,0,1,1,0,0,2,0,7,1,5,8,0,0,0,2,0,6,1,2,0,4,0,1,1,0,3,1791,1,1,"Dublin : printed for Henry Watts, Law-Book-Seller, No. 3, Christ-Church-Lane, Adjoining the Four Courts, of whom may be had a large and well chosen collection of Law Books, new and old, 1791.",Dublin,567,unknown,,,FALSE,"a licence for keeping an alehouse is purely dicr~ona. ry, and no appeal is given in this cafe ; but if the licence be granted by justices out of the division, or otherwise in an improper manner , the alehouse may be suppressed. I do not say, that all the"
0677000101_000034,"Reports of cases argued and adjudged in the King's Courts at Westminster, in two parts. Part 1. Containing cases in the Court of King's Bench, &c. beginning in Hilary term in the 16th year of the reign of King George the Second, and ending in Hilary term in the 26th. Part II. Containing cases in the Court of Common Pleas, &c. beginning in Hilary term in the 26th year of the Reign of King George the Second, and ending in Trinity Term in the 9th year of the Reign of his present Majesty King George the Third. By George Wilson, Serjeant at Law. With tables of the principal matters, Names of the cases contained in both Parts; and some Account of the Lords the Judges, Serjeants at Law, and most eminent Counsel attending the Bar during that Time.","Wilson, George",88,0,5,1,0,16,1,0,0,0,4,0,2,1,3,2,1,2,0,0,2,0,1,0,0,0,0,0,0,3,3,1,1,0,1,0,1,3,0,0,3,0,3,0,0,9,0,2,0,3,2,1,1,2,0,1,1,4,1,1,0,1770,1,2,"London : printed by His Majesty's Law-Printers, for the author; and sold by J. Worrall, and B. Tovey, in Bell-Yard, near Lincoln's-Inn, MDCCLXX. [1770].",London,358,male,,,FALSE,"than explain; but the better authorities agree they cannot, Hob. 262 The cafe of Duncombe V .itlgfield is express that it would be against sense to enforce a jury to find a negative of that, .that is not presumed except it be found; it is a maxim in divinity, that"
0471500201_000116,"A new law dictionary: intended for general use, as well as for gentlemen of the profession. By Richard Burn, LL. D. Late Chancellor of the Diocese of Carlisle. And continued to the present time by John Burn, Esq. his son, One of his Majesty's Justices of the Peace for the Counties of Westmorland and Cumberland. In two volumes. ...",Richard Burn,117,1,2,0,0,4,5,0,0,0,5,3,0,6,9,0,4,0,0,3,1,1,1,0,0,2,0,2,0,3,0,3,0,3,17,0,0,8,3,1,1,2,6,0,1,8,4,2,0,0,1,1,0,2,0,0,0,0,0,0,2,1792,1,2,"London : printed by A. Strahan and W. Woodfall, Law-Printers to the King's most Excellent Majesty; for T. Cadell, in the Strand, 1792.",London,448,male,1709,1785,FALSE,"law , then lie demurreth or abideth upon the point in question, and refcrreth the same to the judgement of the court . lbut if tle plea be fufflcient in law , and the matter of fat be false, then the adverse party taketh ifine tlcretupon, and that is tried"
0677200101_000185,"Reports of cases adjudged in the Court of King's Bench: from Hilary Term, the 14th of George III. 1774, to Trinity Term, the 18th of George III. 1778. Both Inclusive. By Henry Cowper, Esq. Barrister at Law, of the Middle Temple. ...",Great Britain. Court of King's Bench,84,4,0,0,2,5,1,0,0,1,8,0,1,1,6,5,2,0,0,2,2,0,0,1,1,0,0,3,1,0,4,2,0,0,2,1,0,0,0,7,1,0,0,0,2,4,2,3,0,3,0,2,0,1,0,1,0,0,1,0,2,1800,1,2,"London : printed by A. Strahan, Law-Printer to the King's Most Excellent Majesty, for E. and R. Brooke and J. Rider, Bell-Yard, Temple-Bar, 1800.",London,429,unknown,,,FALSE,"cafe were as follow: Harrilon levied a plaint in the sheriff's court of the city of London aainft Eeans in a plea of debt for six hundred pounds, for not serving the office of Iheriff, having.been duly nominatedeleced into and publicly call: d upon to give his content to take"
0285300100_000093,"Notes of cases in points of practice taken in the Court of Common Pleas At Westminster, from Michaelmas Term 1732, to Hilary Term 1756 inclusive. Formerly published with the Approbation of the Judges of the said Court, In Two Volumes and a Supplement. The second edition revised and corrected; to which is added, a continuation of cases to the end of the reign of King George the Second. By Henry Barnes one of the Secondaries. With a Table, containing the Names of the Cases, and an Index of the Principal Matters.","Barnes, Henry",134,1,9,0,5,5,3,0,0,1,9,0,6,4,13,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,3,3,0,0,1,20,8,3,0,0,2,0,8,6,0,7,0,1,0,0,6,1772,1,1,"London : printed by W. Strahan and M. Woodfall, Law-Printers to the King's Most Excellent Majesty; for William Owen, in Fleet-Street, MDCCLXXII. [1772].",London,601,unknown,,,FALSE,"had complained against Plaintiff , and Mr. Rowning her Attorney, for vexatious Proceeding in miltiplying Suits, and had obtained a Rule for Plaintiff and Rowvnig, to show Cause : why two of the Judgments should not be set aside with cofls; and upon stewing Cause , it appeared that the"
0838100300_000527,"An abridgement of the statutes of Ireland, from the first session of parliament in the third year of the reign of King Edward the Second, to the end of the twenty fifth year of the reign of His Present Majesty King George the Second; and Of all the English and British Statutes which extend to and bind Ireland; With Tables of The Statutes in their Chronological Order, directing to the Heads under which they are abridged; The Statutes taken from any English Statutes, The English Statutes from which any Irish Statutes are taken, Such Statutes as are to be given in charge at the Assises, Such Statutes as are to be given in charge at the Quarter-Sessions, Such Statutes as are injoined to be read in Churches; together with an alphabetical table of the principal matters referring to the Titles and Paragraphs in the Abridgement, and to the respective Statutes; and also the new rules. By Edward Bullingbrooke, L.L.D. and Jonathan Belcher, Esq; Barrister at Law.",Jonathan Belcher,104,3,1,0,0,0,3,0,0,1,11,0,1,4,2,2,1,0,0,5,0,0,0,0,0,0,0,6,1,3,6,8,0,0,4,0,0,4,0,0,0,0,5,0,3,2,3,3,0,0,4,1,0,3,1,2,0,0,0,0,11,1754,1,1,"Dublin : printed by George Abraham Grierson, Printer to the King's most Excellent Majesty, at the King's Arms and Two Bibles in Essex-Street; and G; and A. Ewing in Dame-Street, M,DCC,LIV [1754].",Dublin,1376,male,1710,1776,FALSE,"writ purchased he that alleged the exception was sole tenant, the same process shall be observed until a jury have passed between them thereupon. And if it be found by the jury that the exception was truly alleged, the writ shall abate; and if it be found that the exception"
0595600401_000116,"Practice common-placed: or, the rules and cases of practice in the courts of King's Bench and Common Pleas, methodically arranged. In two volumes. By George Crompton, Esquire, ...","Crompton, George           1787",109,2,1,0,2,2,2,0,0,0,7,0,7,2,9,4,0,1,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,3,0,1,0,1,1,0,1,13,3,11,0,0,15,4,8,0,0,1,0,1,0,0,1,1780,1,2,"London : Printed by W. Strahan and M. Woodfall. And sold by P. Uriel, and E. Brooke, 1780.",London,487,unknown,,,FALSE,"error , the same was quashed. fan/ law V Morrifin. Ld. Raym. 1138 Debt outlawry in bar after imparlance, replication nrl tiel record , and the defendant had a day given him and sailed, and the question was, what judgement? And it was laid, that if the plaintiff'would pray only"
0797500102_000467,"An universal history of arts and sciences: ... The whole extracted from the best authors in all languages, ... By ... Dennis De Coetlogon, ...","De Coetlogon, Dennis",128,0,3,0,0,3,2,4,0,0,5,0,0,8,17,0,0,3,0,1,2,0,1,0,0,1,0,1,0,1,0,0,0,4,1,0,0,1,0,3,0,2,2,0,1,12,5,13,0,0,1,7,7,0,0,7,0,2,0,0,8,1745,2,2,"London : printed and sold by John Hart, 1745.",London,1346,unknown,,,FALSE,"c. and does not further proceed to Judgement within three Terms after the Declaration delivered, inclusive of the Term wherein delivered; or if a Plaintiff having obtained Judgement in this Court against any Prisoner, shall not charge him in Execution thereupon, within two Terms next after the Judgement had, including"
0408800203_000150,"Commentaries on the laws of England. In four books. By Sir William Blackstone, Knt. one of the justices of His Majesty's court of common pleas.",William Blackstone,82,0,1,1,0,2,3,0,0,2,6,0,1,7,4,0,2,0,0,0,0,0,2,0,0,0,0,1,0,2,1,1,0,1,3,0,0,4,1,0,1,1,3,0,0,5,4,3,0,0,1,0,2,0,0,3,1,5,3,0,5,1787,3,4,"London : printed for A. Strahan; T. Cadell, in the Strand; and D. Prince, Oxford, MDCCLXXXVII. [1787].",London,494,male,1723,1780,FALSE,"justice is hardly reconcileable to conscience. Nor is it granted where the fcalcs of evidence hang nearly equal: that, which leans againf the former vcrdic', ought always very strongly to preponderate. IN granting such farther trial (which is matter of sound discretion) the court has also an opportunity, which it"
0528200200_000085,"A digest of adjudged cases in the Court of King's Bench, from the Revolution to the present period, alphabetically arranged under the different heads of practice. Comprehending All the approved Determinations during the Time that the Lord Chief Justices Holt, Parker, Pratt, Raymond, Hardwicke, Lee, and Ryder, Presided on that Bench; and also those of the present Lord Chief Justice. By a gentleman of Lincoln's Inn.",Great Britain. Court of King's Bench,85,2,0,1,1,4,0,0,0,0,1,0,2,2,1,5,0,0,0,1,1,0,2,0,2,0,0,1,1,0,0,4,0,0,1,0,0,1,0,1,0,0,2,0,0,3,7,7,1,1,8,0,3,1,1,1,0,3,1,0,12,1775,1,1,"London : printed by W. Strahan, and M. Woodfall, Law-Printers to the King's Most Excellent Majesty; for G. Kearsly, at No. 46, in Fleet-Street; and G. Robinson, in Pater-Noster Row, M.DCC.LXXV. [1775].",London,877,unknown,,,FALSE,"in the C B. Vide Mod. Rep: vol. i2. page 303 amic7haelmas, i1 7i 3 Trevanion V Tooker. A plain mistake of a clerk in entering uo of a judgement was amended by the consent of the par'y, ft whose advantage the miffake was. ide Mod. Rep. vji. L Z,"
0595700202_000407,"Reports of cases argued and adjudged in the courts of King's Bench and Common Pleas, in the reigns of The late King William, Queen Anne, King George the First, and King George the second. Taken and collected by the Right Honourable Robert Lord Raymond, late Lord Chief Justice of the Court of King's Bench. ...","Robert Raymond, 1st Baron Raymond",103,0,1,0,8,3,1,0,0,7,5,0,2,1,1,10,1,2,0,0,1,0,0,0,0,0,2,3,2,0,1,10,0,1,4,0,0,0,0,0,2,1,0,0,1,12,6,3,0,0,0,1,0,1,3,2,0,2,0,0,3,1790,2,3,"London : printed by his Majesty's Law-Printers; for A. Strahan, J. Rivington and Sons, B. White and Son, T. Cadell, W. Flexney, W. Otridge, R. Baldwin, G. J. and J. Robinson, E. and R. Brooke, T. Whieldon, W. Brown, and W. Clarke, MDCCXC. [1790].",London,899,male,1673,1733,FALSE,"the sum contained. in the recognisance, and the other for there damna; and therefore if the Lft was erroneous, that part of the judgement for the 61 Ios. might be reversed, but the award of execution should be confirmed. And for that he cited a cafe between Green and Walier,"
0119200301_000095,"The practising attorney: or, lawyer's office. Comprehending the business of an attorney in all its branches. Divided into two volumes, viz. Vol. I. Contains I. The practice of the court of King's Bench. II. The practice of the court of common pleas. III. The practice of Courts-Leet, Courts-Baron, &c. Vol. II. contains IV. The practice of the high court of Chancery. V. The practice of equity in the exchequer. VI. The practice and method of conveyancing, &c. Wherein all the precedents and forms of processes and proceedings are truly and faithfully rendred in the English language, in pursuance of the late statute. The fourth edition: In which the errors in former impressions are carefully corrected, many useful modern English precedents, rules of the courts, and acts of parliament are added; and the whole continued down to the present year. By a gentleman of the Inner Temple. ...","Bohun, William",102,0,0,0,0,1,6,0,0,1,10,0,0,4,8,0,4,1,0,0,0,0,4,0,0,1,0,3,4,1,0,0,0,1,1,0,0,1,0,0,0,3,3,0,2,7,2,4,0,1,2,1,7,1,0,1,0,15,0,0,2,1737,1,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling (assigns of E. Sayer, Esq;) for A. Bettesworth and C. Hitch at the Red-Lion, and T. Longman, at the Ship, both in Pater-noster-row; T. Worrall, at the Judge's Head, and F. Cogan, at the Middle-Temple Gate, both in Fleet-street; Ward and Chandler, at the Ship, just without Temple-Bar, and at their shops in York and Scarborough, MDCCXXXVII. [1737].",London,513,male,,,FALSE,"Deed, can. not be a Witness to that Deed, nor one concerned in the Title of Land , c. though' no ways a Party to the Suit depending. If you have a Deed to be produced as E. vidence, it is the best way to bring it into the Treasury,"
0068800200_000095,"A concise view of the common law and statute law of England, carefully collected from the statutes and best common law writers, and systematically digested, by the Rev. Dr. John Trusler.",John Trusler,92,1,1,1,2,2,8,2,0,3,10,0,1,1,1,1,0,2,0,0,0,0,1,2,1,0,1,6,0,1,1,1,1,0,2,0,0,0,0,2,0,0,4,0,10,1,1,0,0,1,2,4,0,0,0,4,0,0,2,0,8,1781,1,1,"London : printed for the author; and sold by W. Nicoll, in St. Paul's Church-Yard, [1781?].",London,400,male,1735,1820,TRUE,"i. p. 33 and Dodd. o Geo. 1 but then it must be such a libel, as is publicly known; i Haw. 196 otherwise having it in one's cufiody is no publication; no more than the reading of it in the presence of another, not knowing it before to have"
