PassageID,Title,Author,Total termFreq,termFreq(air),termFreq(alik),termFreq(ancient),termFreq(arm),termFreq(art),termFreq(bold),termFreq(bright),termFreq(care),termFreq(critic),termFreq(dai),termFreq(die),termFreq(dull),termFreq(ear),termFreq(earth),termFreq(eas),termFreq(end),termFreq(ey),termFreq(face),termFreq(fair),termFreq(fall),termFreq(fame),termFreq(fate),termFreq(flow),termFreq(fool),termFreq(forc),termFreq(form),termFreq(friend),termFreq(give),termFreq(god),termFreq(grace),termFreq(hair),termFreq(half),termFreq(hand),termFreq(head),termFreq(heart),termFreq(honour),termFreq(human),termFreq(judg),termFreq(judgment),termFreq(know),termFreq(law),termFreq(learn),termFreq(lie),termFreq(life),termFreq(light),termFreq(littl),termFreq(lock),termFreq(long),termFreq(lord),termFreq(love),termFreq(merit),termFreq(mind),termFreq(muse),termFreq(nai),termFreq(natur),termFreq(nymph),termFreq(oft),termFreq(old),termFreq(order),termFreq(past),termFreq(place),termFreq(plea),termFreq(poet),termFreq(prais),termFreq(pride),termFreq(proud),termFreq(rage),termFreq(reason),termFreq(ring),termFreq(rise),termFreq(round),termFreq(rule),termFreq(sens),termFreq(soft),termFreq(soul),termFreq(state),termFreq(sun),termFreq(tast),termFreq(think),termFreq(thought),termFreq(thousand),termFreq(thro),termFreq(true),termFreq(vain),termFreq(wit),termFreq(work),termFreq(world),termFreq(write),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0709900700_000025,"The poetical preceptor; or, a collection of select pieces of poetry; extracted from the works of the most eminent English poets. Particularly, Addison, Akenside, Armstrong, D. Buckingham Congreve, Cowley, Denham, Dryden, Dyer, Garth, Gay, Grainger, Gray, Hill, Johnson, Ben. Jonson, Lee, L. Lyttleton, Mallet, Mason, Milton, Otway, Parnell, Philips, Pope, Prior, Rowe, Shakespeare, Shenstone, Swift, Thomson, Tickell, Waller, Wharton, Whitehead, Wilkie, Young, &C. And calculated for the use, not only of schools, but of private gentlemen.",,93,0,1,0,0,2,1,0,3,0,0,0,0,2,0,1,1,3,1,3,0,2,3,0,1,0,3,3,1,2,1,0,2,2,0,4,1,0,0,0,4,1,2,0,1,1,1,0,0,1,7,2,1,0,0,1,1,1,0,0,0,2,0,0,1,2,0,3,1,0,0,1,2,1,0,2,0,0,0,4,2,0,0,1,2,2,0,0,0,1780,1,1,"London : printed only for S. Crowder, No. 12, Pater-Noster-Row, MDCCLXXX. [1780].",London,359,unknown,,,FALSE,"labouring sinew strains, Those in the deeper vitals rage : Lo, poverty, to fill the band, That numbs the soul with icy hand , And slow confuming age. To each his sufferings: all are men, Condemned alike to groan; The tender for another's pain, Th' unfeeling for his own. Yet"
1199300103_000026,Roach's beauties of the modern poets of Great Britain carefully selected and arranged in six volumes ...,,98,0,0,2,0,3,1,0,1,3,2,0,1,0,0,0,4,4,0,1,1,1,0,0,1,3,1,1,1,0,3,0,0,2,1,2,1,0,1,0,3,2,1,0,0,1,3,0,0,0,1,0,2,0,1,4,0,1,0,1,0,2,0,0,2,3,0,1,1,0,2,0,6,1,0,1,0,0,0,2,1,0,0,2,1,7,2,2,1,1793,3,6,"London : printed by and for J Roach, 1793.",London,249,unknown,,,FALSE,"beauties yet no precepts can declare, For there's a happiness as well as care . Music resembles poetry, in each) Are nameless graces which no methods teach, And which a mailer hand alone can reach. If, were the rules not far enough extend, (Since rules were made but to promote"
0154600700_000008,Poems on various subjects. By Henry Norris.,"Norris, Henry           1774           fl. 1774",94,2,0,0,1,1,1,1,1,0,2,0,1,0,2,0,0,6,3,8,1,2,1,3,0,0,2,0,1,1,0,0,0,1,1,2,0,1,0,0,2,0,0,1,0,1,0,1,0,0,7,0,3,3,0,1,1,2,1,0,0,0,0,0,2,1,3,0,0,0,1,3,0,1,2,2,3,0,0,0,0,0,0,0,6,2,0,0,0,1774,1,1,"Taunton : printed by William Norris, MDCCLXXIV. [1774].",,144,unknown,,,FALSE,"fame All joy, in thee, complete? Ah! vain the hope thy smiles to find, Where love and friendship cease; Where wild pursuits diftrac the mind , And rob the soul of peace. Riches, at befl a tasteless joy, No solid bliss dispense: And pleasure's wanton transports cloy, And pall upon"
1207000106_000061,The works of Jonathan Swift. D.D: D.S.P.D. With notes historical and critical by J. Hawkesworth. L.L.D. And others. Vol. I.,Jonathan Swift,72,0,0,0,0,1,0,0,1,3,0,2,2,0,0,0,1,1,2,0,0,2,2,0,1,0,0,1,1,1,2,0,1,2,1,2,0,0,0,0,2,0,3,1,1,0,1,0,0,1,0,0,1,3,0,2,0,1,1,0,0,0,1,2,1,0,0,2,1,0,2,2,0,1,0,1,0,0,0,0,2,1,0,1,1,4,2,0,2,1767,6,17,"[Dublin] : Printed for J. Williams Dublin, 1767-68.",Dublin,380,male,1667,1745,TRUE,"Is deftin'd to beat out his brains. As if he heard loud.thunders roll, Cries, Lord , have mercy on his soul ! Concluding, that another (hot Will (trike him dead upon the spot. 20 But, when with fquibbing, flahfing, popping, He cannot see one creature dropping; That, milling fire, or"
0811000100_000026,"A collection of essays, epistles and odes. Essay on man. Epistles to several persons. Eloisa to Abelard. The rape of the lock. Messiah. A sacred Eclogue. The temple of fame. Ode for music on St. Cecilia's Day. Ode on solitude. Essay on criticism. The universal prayer. By Alexander Pope, Esq;",Alexander Pope,76,0,1,0,1,2,0,0,1,2,0,1,0,0,0,2,0,2,1,1,0,3,0,0,3,0,1,5,1,0,1,1,1,0,2,0,0,0,1,0,3,1,1,0,1,0,2,0,3,0,1,1,1,1,0,1,0,0,0,0,0,1,0,2,3,1,0,0,0,0,1,1,1,3,1,0,0,0,1,0,0,1,0,2,0,2,0,1,6,1762,1,1,"London : printed for J. James, in New-Bond Street, MDCCLXII. [1762].",London,199,male,1688,1744,TRUE,"friend : I too could write , and I am twice as tall; But foes like these One flatterer's worse than all Of all mad creatures, if the learned are right. ios It is the slaver kills, and not the bite. A fool quite angry is quite innocent: Alas! tis"
0088600401_000025,"The works of Alexander Pope, Esq; In four volumes, complete. ... . Containing His Juvenile Poems; His Translations and Imitations; and, His Satires, &c.",Alexander Pope,89,0,3,0,0,4,0,1,0,6,0,0,1,0,0,0,1,0,0,1,0,2,0,0,4,1,1,0,1,0,0,0,2,0,0,0,0,1,3,1,2,0,3,0,1,3,0,0,0,0,0,1,2,1,0,7,0,2,1,0,1,0,0,2,0,0,1,0,0,0,0,0,1,4,1,1,0,0,2,0,0,0,0,4,1,9,1,0,5,1764,1,4,"Edinburgh : [s.n.], Printed in the year MDCCLXIV. [1764].",Edinburgh,444,male,1688,1744,TRUE,"IS hard to say, if greater want of skill . Appear in writing or in judging ill; But of the two, less dangerous is th' offence To tyre our p^tience, than mislead our sense . Some few in that, but numbers err in this, 5 Ten censure wrong for one"
0629400901_000028,"The works of Alexander Pope, Esq; Vol. I. Part I.",Alexander Pope,95,0,0,0,0,2,2,0,0,7,1,0,3,1,0,0,0,2,0,0,0,0,0,0,2,0,0,3,1,0,2,0,1,0,1,0,1,0,3,0,3,1,5,0,0,1,0,0,4,0,1,2,0,0,2,2,0,0,2,0,0,2,0,6,2,1,2,2,1,0,0,0,1,4,0,1,0,0,0,0,1,0,0,2,2,6,3,1,3,1743,1,1,"London : printed for Henry Lintot, MDCCXLIII. [1743].",London,216,male,1688,1744,TRUE,"5 6 As all looks yellow to the jaundiced eye . LEARN then what Morals Critics ought to show, For tis but half a judge's talk, to know . Tis not enough, wit , art , and learning join; In all you speak, let truth and candour fline: 565 That"
0460700201_000080,"The British Parnassus: or, a compleat common-place-book of English poetry: ... To which is prefix'd, A dictionary of rhymes; ... In two volumes. ... By Edw. Bysshe gent.",Edward Bysshe,95,0,1,0,1,1,0,0,0,8,0,0,3,0,0,0,1,1,0,0,0,1,0,1,5,1,0,0,2,0,0,1,1,2,0,0,0,0,4,0,3,0,4,0,0,1,0,0,0,0,0,1,1,2,0,1,0,0,3,0,1,0,0,5,1,0,0,0,1,0,0,0,3,6,0,1,1,0,4,0,0,0,0,3,2,9,0,1,7,1714,1,2,"[London] : Printed by J. Nutt in the Savoy: and sold by J. Pemberton, and J. Morphew, 1714.",London,521,male,,1712,FALSE,"they're feiz d And how they're disappointed, when they're pleas'dl Critics to Plays for the same End resort,. That Surgeons wait on Trials in a Court: For Innocence condemned they've no Refpea, Provided they've a Body to dicte.: As sufex men, that dwell upon the Shore, Look out when Storms"
0499401700_000029,"Miscellaneous poems and translations. By several hands. Publish'd by Richard Savage, Son of the late Earl Rivers.",,84,2,2,0,0,1,0,2,3,1,0,0,0,1,0,0,0,3,1,1,2,3,1,1,1,1,1,2,2,1,3,0,0,2,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,2,1,1,5,0,3,1,0,0,1,0,0,3,1,1,0,0,0,3,2,0,0,1,2,0,0,0,0,1,0,0,0,2,4,0,2,1,1726,1,1,"London : printed for Samuel Chapman, at the Angel in Pall-Mall, MDCCXXVI. [1726].",London,325,unknown,,,FALSE,"to wound. VI Ask your loved Lord , so lettered, and polite, Whether Heers, Hop, and Rumps, in Times to come, Can, in the Blaze of Story, shine as bright As the smooth Legates of Old Greece and Rome? VII Had Bubb been tdodington, ever known to Spain, What barbarous"
0579800303_000003,"The poetical calendar. Containing a collection of scarce and valuable pieces of poetry: With Variety of originals and translations, by the most eminent hands. Intended as a supplement to Mr. Dodsley's collection. Written and selected by Francis Fawkes, M. A. and William Woty. In twelve volumes.",William Woty,92,2,0,1,4,3,1,4,1,0,0,1,1,3,1,2,0,1,2,4,0,0,2,3,0,3,1,1,0,3,1,0,0,2,2,3,0,0,1,0,0,0,0,0,4,0,0,0,3,0,3,0,2,1,0,2,3,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,2,1,1,4,0,0,1,0,1,0,0,2,1,2,1,0,0,1763,3,12,"London : printed by Dryden Leach; for J. Coote, at the King's Arms, in Pater-Noster-Row, MDCCLXIII. [1763].",London,126,male,1731,1791,FALSE,"spray, And trill wild music through' their tuneful throats. The 1hepherd counts his flock, the rustic ploughs, The farmer views with joy his springing corn, The milkmaid drains the fweetly fmelling cows, And sings the pleasures of the April morn. Now lovers, now. the golden minute seize, In every word"
0862700139_000034,"The works of the English poets. With prefaces, biographical and critical, by Samuel Johnson. ...",Samuel Johnson,83,0,0,3,2,6,1,0,2,1,0,1,0,0,0,0,0,3,0,1,0,4,1,1,0,0,1,2,1,1,2,0,0,2,0,0,0,0,1,0,0,2,3,0,1,0,0,0,1,0,1,0,0,3,0,2,1,0,0,0,0,0,0,0,3,3,0,2,0,1,1,2,1,1,2,2,0,0,1,1,5,1,0,0,2,1,2,2,0,1790,39,75,"London : printed by John Nichols; for J. Buckland, J. Rivington and Sons, T. Payne and Sons, L. Davis, B. White and Son [and 37 others in London], 1790.",London,337,male,1709,1784,TRUE,"chastise, To dry the orphan's tears, and fi-om the bar Chase the bribed judge , and hufl the wordy war, Deny the cursed blasphemer's tongue to rage , And turn God's fury from an impious age. Blell change! the soldier's late defiroying hand Shall rear new temples in his native"
0507200103_000004,"The works of Alexander Pope Esq. In nine volumes complete. With his last corrections, additions, and improvements: together with the commentary and notes of his editor.",Alexander Pope,82,0,0,0,0,7,1,1,0,1,3,0,1,0,0,0,0,4,1,1,2,1,1,2,0,1,1,3,0,0,2,0,0,2,1,4,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,2,1,3,0,0,0,1,0,0,0,0,0,3,1,1,1,4,1,0,3,1,0,2,0,1,1,0,0,1,2,0,0,1,2,4,0,1,0,1766,3,9,"London : printed for A. Millar, J. and R. Tonson, C. Bathurst, H. Woodfall, R. Baldwin, W. Johnston, B. Law, T. Longman, T. Caslon, Johnson and Davenport, and M. Richardson, MDCCLXVI. [1766].",London,360,male,1688,1744,TRUE,"lay, 295 Rise frontless, and insult the eye of day ; Indignant Hymen veils his hallowed fires, And white robed Chastity with tears retires; When rank Adultery on the genial bed Hot from Cocytus rears her baleful head : 300 When private Faith and public Trust are sold, And Traitors"
1147200113_000052,"The works of Dr Jonathan Swift, Dean of St Patrick's, Dublin. In thirteen volumes. Volume I.",Jonathan Swift,90,2,0,1,0,3,0,1,2,0,1,1,0,0,0,2,0,4,3,1,0,2,0,3,1,1,2,0,2,1,4,1,0,1,0,2,0,0,0,0,1,0,4,0,3,3,1,0,1,1,2,2,3,0,0,1,3,2,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,3,1,0,1,1,6,2,0,0,1774,13,13,"Edinburgh : printed for John Donadlson [sic], Corner of Arundel Street, Strand, London, MDCCLXXIV. [1774].",Edinburgh,321,male,1667,1745,TRUE,"+÷ ++ ++ J ++ ++ Dr. PARNEL to Dr. SWIFT. On his birthday, Nov. 30 1713 TURGE'D by the warmth of Friendship's sacred. flamn e, But more by all the glories of thy fame ; : By all those offsprings of thy learned mind , In judgement solid, as"
0184300206_000058,"The works of Dr. Jonathan Swift, Dean of St. Patrick's Dublin. With the author's life and character; notes historical, critical, and explanatory; and tables of contents, and indexes. More complete than any preceding edition. In eight volumes. Accurately corrected by the best editions.",Jonathan Swift,78,1,0,0,1,1,0,0,0,3,0,2,0,2,1,0,0,2,1,0,0,3,2,0,0,0,0,2,2,2,3,0,1,2,2,3,1,0,0,0,2,0,1,1,1,0,1,0,0,2,0,0,1,1,0,0,0,2,0,0,1,0,0,0,2,1,0,1,1,0,3,3,0,1,1,1,0,0,1,0,2,1,0,2,0,1,3,2,2,1766,6,8,"Edinburgh : printed for A. Donaldson, and sold at his shops in London and Edinburgh, MDCCLXVI. [1766].",Edinburgh,378,male,1667,1745,TRUE,"might grace , Attending each with fately pace, Ililus' fide, as erst Evander's -,. To keep off flatterers, spies, and panders, To let no noble slave come near, 75 And scare Lord Fannys from his ear : Then might a royal youth, and TRUE , Enjoy at least a friend"
0346000400_000005,"Miscellaneous works, serious and humorous: in verse and prose. Design'd for the amusement of the fair sex.",Samuel Boyse,95,1,0,0,2,1,2,2,1,0,2,0,0,0,0,1,1,6,0,2,0,2,4,0,2,1,2,0,0,3,2,0,1,1,1,2,1,0,0,0,2,0,1,1,0,1,0,1,2,0,10,0,0,3,0,0,7,1,0,0,0,0,0,3,0,0,0,0,1,0,6,1,0,0,0,3,1,1,0,0,1,0,0,1,1,2,0,1,1,1740,1,1,"Reading : printed by J. Carnan, and sold by R. Ware, at the Bible and Sun in Warwick-Lane, London; J. Newbery, at the Bible and Crown in the Market-Place, Reading; and J. Wimpey, on the Bridge in Newbury, MDCCXL. [1740].",Reading,143,male,1708,1749,FALSE,"( Rise , gentle Youths, the Sun ascends the (Skies:, C How can youfeal those radiant Eyes in Sleep, ""And leave fair Maidens' Eyes in Tears to (weep? C Ah! rise ; again those lovely charm3difplay, "" And wound our Souls , and clipfe the rising ( Day ! C"
1056300200_000015,The beauties of Pope.,Alexander Pope,85,2,0,1,1,1,3,2,0,0,1,2,1,0,3,0,1,8,1,2,1,2,3,1,0,0,1,2,1,2,3,4,0,4,1,1,2,1,0,0,0,1,0,1,1,1,0,4,2,1,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,1783,1,1,"London : printed for G. Kearsley, Fleet-Street-, 1783.",London,307,male,1688,1744,TRUE,"in their hands are found; Like Gods they fight, nor dread a mortal wound. So, when bold Homer makes the Gods engage, And heavenly breasts with human palfions rage ; Gainit Pallas Mars; Latona, Hrmnes arms ; And all Olympus rings with loud alarms; ove's thunder roars, heaven trembles all"
0376401100_000022,"A collection of poems, essays, and epistles. Containing Essay on man. Universal prayer. Eloisa to Abelard. Messiah: A sacred Eclogue. An Ode on Solitude. An Essay on Criticism. Poem on the Last Day. An Elegy written in a Country Church-Yard. Hymn to Adversity. The Grave. The Hermit. A Night-Piece on Death. The Splendid Shilling. The Desertfd Village. The Traveller. With elegies, songs, and pieces of humour. By Pope, Young, Gray, Blair, Parnell, Philips, Goldsmith and Shenstone.",,90,0,0,0,0,2,1,2,2,2,1,0,1,0,0,2,1,1,0,3,0,2,1,0,4,0,0,1,2,0,1,0,0,1,2,0,1,1,0,0,0,0,2,0,1,1,0,0,1,1,3,4,4,1,2,3,0,2,1,0,0,0,0,0,5,1,0,1,0,0,0,0,1,3,0,0,0,0,0,2,1,1,0,2,0,12,0,1,0,1771,1,1,"Dublin : printed for T. Armitage, in Crampton-Court, MDCCLXXI. [1771].",Dublin,251,unknown,,,FALSE,"the wit brightens! how the file refines! lefore his sacred name flies every fault, And each exalted fianza teems with thought The vulgar thus through imitation err; As oft the learned by being singular; 425 E So [ 98 So much they scorn the crowd, that if the throng By"
0862800143_000037,"The works of the English poets. With prefaces, biographical and critical, by Samuel Johnson. ...",Samuel Johnson,75,0,0,0,0,1,0,0,0,4,0,2,2,0,0,0,1,1,2,1,0,2,1,0,1,0,0,1,1,1,2,0,1,2,2,2,0,0,0,0,2,0,3,1,1,0,1,0,0,1,0,0,1,4,0,2,0,1,1,0,0,0,0,2,1,0,0,2,1,0,2,3,0,1,0,1,0,0,0,0,2,1,0,1,1,4,2,1,2,1790,43,75,"London : printed by John Nichols; for J. Buckland, J. Rivington and Sons, T. Payne and Sons, L. Davis, B. White and Son [and 37 others in London], 1790.",London,323,male,1709,1784,TRUE,"a wound Lessens the terror of the sound; Fly bullets now as thick as hops, He runs into a cannon's chops: An author thus, who pants for fame , Begins the world with fear and shame; When first in print, you see him dread Each popgun levelled at his head"
0082000500_000259,"Elegant extracts: or useful and entertaining pieces of poetry, selected for the improvement of youth, In Speaking, Reading, Thinking, Composing; and in the Conduct of Life; being similar in design to Elegant extracts in prose.",,81,3,2,1,1,1,0,1,1,1,1,0,0,1,0,0,0,6,2,4,1,0,0,0,0,0,0,1,1,0,2,1,0,0,4,1,0,0,1,0,2,2,3,0,0,1,0,0,0,0,1,1,1,3,0,1,1,1,2,0,0,0,0,0,4,4,0,0,0,2,2,0,2,0,0,1,0,3,0,2,0,1,0,0,0,2,0,2,0,1789,1,1,"London : printed for Charles Dilly, Poultry, [1789?].",London,741,unknown,,,FALSE,"chased, Theirancient bounds thebanilh'd Mlues passed; Thence Arts over ail the Northern world advance, But Critic learning flourished moqt in France: The rules , a nation born to fervc obeys; And Boileau till in right of Horace sways: But we, brave Britons, foreign laws despise, And kept unconquered, and uncivilised"
0811700300_000004,"Roach's beauties of the poets. No. XI. Palemon and Lavinia, by James Thomson. An essay on criticism, by Alexr. Pope Esqr. The vanity of human wishes by Samuel Johnson. Il penseroso, by John Milton. Inkle and Yarico &c. &c.",,87,0,0,1,0,1,0,0,0,2,2,0,3,0,0,1,0,2,0,0,1,1,0,2,3,1,0,0,1,0,0,0,0,0,3,1,1,0,1,0,1,0,2,0,1,0,1,0,1,2,1,4,1,1,2,1,0,2,1,0,0,0,0,0,5,2,1,0,1,0,2,0,0,4,1,0,0,0,0,4,1,1,0,3,0,10,1,1,2,1794,1,1,"London : printed by & for J. Roach, 1794.",London,62,unknown,,,FALSE,"own dull rhymes, and know What's roundly smooth, or languifllingly now; And praise the easy vigour of a line. wvhere Denham's flrengrh, and Waller's fweetnefsjoin.  rue ease in writing comes from art , not chance, As those move easiest who have learned to dance. Tis not enough no harshness"
0089800701_000025,"The works of Alexander Pope, Esq. In six volumes, complete. With his last corrections, additions, and improvements; together with all his notes.",Alexander Pope,85,0,0,2,1,6,1,1,0,5,1,0,2,0,0,0,1,1,0,1,0,2,0,0,3,1,2,0,1,0,0,0,2,0,0,0,0,1,1,0,3,0,4,0,1,1,0,0,0,0,0,1,0,1,0,6,0,1,1,0,1,0,0,3,0,0,1,0,2,0,1,0,3,2,1,2,0,0,0,0,0,0,0,1,2,8,2,1,1,1767,1,6,"Edinburgh : printed by A. Donaldson, and sold at his shops in London and Edinburgh, MDCCLXVII. [1767].",Edinburgh,295,male,1688,1744,TRUE,"All fools have still an itchingto deride, And fain would be upon the, laughing fide. If Mevius scribble in Apollo's spite, There are who judge still worse than he can wrzte. ssome have at firfe for wits , .then poets past , 36 Tturn'd critics next, and proved' plain fools"
0605102400_000003,"An essay on woman, a poem.",,97,1,1,0,1,1,0,0,0,2,1,2,1,0,0,1,1,2,1,4,1,1,1,1,1,1,2,3,2,0,2,0,2,1,2,3,0,0,0,0,1,2,1,0,3,0,1,0,0,1,8,2,2,0,0,6,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,6,4,7,0,0,1,1,1,0,0,0,1,2,0,1,0,1775,1,1,"Dublin : printed for John Colles, Bookseller, No. 65, in Dame-Street, MDCCLXXV. [1775].",Dublin,29,unknown,,,FALSE,"evil ends Seduced from virtue, and her virtuous friends , poor AMARYLLIS; that unpraaifed maid Too innocent to doubt, too soon betrayed, Loving believed, believing was undone: What could (he do? Ah, what would you have done! Her friends unkind, her lover faithless found, The world less apt to pity"
0225600100_000062,The works of Mr. Alexander Pope.,Alexander Pope,93,2,0,0,0,2,0,0,2,1,1,1,1,0,0,2,0,5,1,3,0,0,4,0,2,0,2,2,0,1,4,0,0,0,0,6,1,0,0,0,0,0,1,0,5,0,1,0,2,1,3,0,0,3,0,3,0,0,0,0,1,3,0,0,1,3,0,0,0,1,0,0,2,0,2,1,2,0,0,1,1,1,0,0,2,5,2,2,1,1717,1,1,"London : printed by W. Bowyer, for Bernard Lintot between the Temple-Gates, 1717.",London,426,male,1688,1744,TRUE,"all that cheers or softens life , The tender sister, daughter, friend and wife; Bid her be all that makes mankind adore; Then view this marble, and be vain no more! * Frefnoy employed above twenty years in finijfing this Poem. A a a a a Yet Yet still her"
0384000501_000045,"The works of Alexander Pope, Esq. In ten volumes complete. With his last corrections, additions, and improvements. Together with all his notes, as they were delivered to the Editor a little before his Death: printed verbatim from the octavo edition of Mr. Warburton.",Alexander Pope,93,1,0,1,0,2,1,1,0,0,1,3,1,1,2,0,0,4,1,1,4,2,3,3,1,0,1,2,1,1,2,0,0,3,0,4,2,1,0,0,0,2,1,1,2,1,1,1,1,0,6,0,0,3,0,2,0,0,0,0,0,1,0,1,1,0,3,0,0,0,2,0,1,0,0,6,2,1,0,1,1,0,0,1,0,0,0,1,0,1764,1,10,"Dublin : printed by J. Potts, at Swift's-Head, in Dame-Street; and J. Williams, in Skinner-Row, MDCCLXIV. [1764].",Dublin,230,male,1688,1744,TRUE,"millions slain, yourself hall die ; When those fair suns fnall set, as set they must, And all tl: e tresses shall be laid in duff, This Lock , the Muse shall consecrate to fame , And midst the stars inscribe Belinda's name. 15 178 E L E G Y"
0226300101_000069,"The poetical works of Alexander Pope, with his last corrections, additions, and improvements. From the text of Dr. Warburton. With the life of the author. Cooke's pocket edition. ... . Embellished with superb engravings.",Alexander Pope,93,0,0,0,0,2,1,2,2,2,1,0,1,0,0,2,1,1,0,3,0,2,0,0,4,0,0,1,2,0,1,0,0,1,2,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,3,4,4,1,1,3,0,2,1,0,0,0,0,0,5,1,0,1,0,0,1,0,2,2,0,0,1,0,0,5,1,1,0,2,0,13,0,1,0,1800,1,3,"London : printed for C. Cooke, No. 17, Paternoster-Row; And sold by all the Booksellers in Great-Britain and Ireland, [1800].",London,249,male,1688,1744,TRUE,"fyle refines! Before his sacred name flies every fault, And each exalted stanza teems with thought ! The vulgar thus through' imitation err, As oft the Icarn'd by being singular; 42 5 So much they scorn the crowd, that if the thronig By chance go right they purposely go wrong."
1773500600_000022,"The works of Alexander Pope, Esq; Vol. I. Part I.",Alexander Pope,100,0,3,5,0,4,0,1,0,14,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,1,1,0,1,1,0,0,2,0,0,0,0,1,4,1,2,0,2,0,1,3,0,0,0,1,1,1,2,0,0,8,0,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,3,2,1,1,0,0,2,0,0,0,0,5,2,5,0,0,5,1740,1,1,"London : printed for H. Lintot, 1740 [1739].",London,209,male,1688,1744,TRUE,"a fault to judge ill, as to Swrite ill, and a more dangerous onle to the public. 2 The variety of men's T'affes; of a TRUE talep, how rare to be found. 3 that molk men are born with fame : Tates, but fpoil'd by fulfe education. 4 The mnultitude"
0450500301_000027,"The works of Alexander Pope, Esq; With explanatory notes and additions never before printed. ...",Alexander Pope,83,0,0,0,0,2,1,0,1,5,1,0,4,1,0,1,1,2,0,1,0,0,1,0,1,0,0,2,1,1,1,0,1,0,1,0,1,1,1,0,1,0,4,0,0,0,0,0,2,1,2,1,2,0,3,1,0,0,1,0,1,2,0,4,3,0,0,3,0,0,0,0,1,4,0,1,1,0,0,0,0,0,0,2,1,6,1,1,2,1736,1,3,"[Dublin] : London, printed: Dublin, re-printed by and for G. Faulkner; A. Bradley and T. Moore, 1736.",Dublin,225,male,1688,1744,TRUE,"V E rit, 494 The treacherous colours in few years decay. 00oo. Like Jome sir flower that in the sprig p riff. ut still the worst with most regret commend sio For each ill Author is as bad a Friend . To what base ends , and by what abje&"
0373801300_000009,"A prospect of poetry: address'd to the Right Honourable John, Earl of Orrery. To which is added, a poem to Mr. Thomson on his Seasons. By James Dalacourt, A.B.",James de La Cour,78,0,1,0,0,2,0,2,0,1,1,0,0,0,0,0,2,1,1,2,1,2,1,0,0,0,0,2,0,1,2,0,0,1,0,2,1,0,0,0,0,0,2,0,1,1,1,0,2,1,2,0,0,5,0,1,0,2,1,0,0,0,0,1,6,0,1,1,0,1,2,2,0,1,1,2,0,0,2,2,3,0,0,0,0,3,1,4,0,1734,1,1,"[London] : Dublin printed: London reprinted, for J. Roberts, 1734[1733].",London,63,male,1709,1785,FALSE,"and emblaze their worth; By those great souls shall Regulus be tried, And the brave Decii who for freedom died! AND is there not with whom you may advise, A friend to relish, and to criticise? One who has proved how hard it is to please, Not fires to blame,"
0290500100_000115,The works of Hugh Kelly. To which is prefixed the life of the author.,Hugh Kelly,80,1,1,1,0,1,1,0,1,1,0,0,1,2,0,1,0,2,3,0,1,0,0,1,0,3,0,0,1,0,2,1,0,0,4,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,3,3,0,3,0,0,1,1,0,2,0,1,5,2,0,2,0,0,2,4,0,3,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1778,1,1,"London : printed for the author's widow; and sold by T. Cadell, in the Strand; J. Ridley, in St. James's Street; and N. Conant, in Fleet-Street, M,DCC,LXXVIII. [1778].",London,498,male,1739,1777,TRUE,"can exercise an hour;, Perhaps, that cold inanimated way In which an acor never seems to play; In which the chiefeft merit of a part Exists entirely in the want of art ; The strongest force of requisites may claim, And prove the hardest avenue to same To WESTON's praise"
0450500301_000021,"The works of Alexander Pope, Esq; With explanatory notes and additions never before printed. ...",Alexander Pope,88,1,0,4,0,5,0,1,1,3,3,1,1,1,0,1,0,2,0,2,1,0,1,0,1,0,0,1,0,3,0,0,0,1,0,2,0,1,2,0,1,0,3,1,1,1,0,0,2,0,8,0,1,1,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,2,1,3,1,1,1,0,2,1,0,2,2,0,0,2,1,1736,1,3,"[Dublin] : London, printed: Dublin, re-printed by and for G. Faulkner; A. Bradley and T. Moore, 1736.",Dublin,225,male,1688,1744,TRUE,"the sacred fire; And Angels lean from heaven to hear. Of Orpheus now no more let Poets tell, i30 To bright Cecilia greater power is given; His numbers raised a shade from hell, Hers list he soul to heaven. Two L Two chorus's to the Tragedy of BRUTUS. C H"
