PassageID,Title,Author,Total termFreq,termFreq(acr),termFreq(arrear),termFreq(assign),termFreq(cafe),termFreq(cattl),termFreq(charg),termFreq(common),termFreq(condit),termFreq(court),termFreq(coven),termFreq(death),termFreq(debt),termFreq(deed),termFreq(defend),termFreq(demand),termFreq(demis),termFreq(dure),termFreq(enter),termFreq(entri),termFreq(estat),termFreq(executor),termFreq(farm),termFreq(grant),termFreq(hall),termFreq(heir),termFreq(held),termFreq(hold),termFreq(hous),termFreq(king),termFreq(land),termFreq(landlord),termFreq(law),termFreq(leaf),termFreq(leas),termFreq(lesse),termFreq(lessor),termFreq(life),termFreq(live),termFreq(manor),termFreq(paid),termFreq(payment),termFreq(person),termFreq(plaintiff),termFreq(pound),termFreq(profit),termFreq(rent),termFreq(reserv),termFreq(revers),termFreq(servic),termFreq(statut),termFreq(tail),termFreq(taken),termFreq(tenant),termFreq(tenement),termFreq(term),termFreq(void),termFreq(wife),termFreq(word),termFreq(yearli),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0120300101_000135,"The accomplish'd conveyancer. Containing, the nature and kinds of deeds and instruments used in conveyancing: and an abridgment of the law relating to all sorts of conveyances and deeds in general, ... By Giles Jacob, ...",Giles Jacob,111,0,0,8,0,0,0,2,1,0,7,0,0,0,0,1,3,5,0,0,1,12,1,6,4,3,0,4,1,0,3,0,2,0,2,1,1,0,1,7,1,2,3,0,0,0,6,4,0,0,0,0,1,0,4,6,0,0,0,8,1714,1,3,"[London] : In the Savoy: printed by J. Nutt, assignee of Edward Sayer Esq; for B. Lintott, 1714-15.",London,519,male,1686,1744,FALSE,"lith Day of March last pal for and during the Term of twenty Years thence next ensuing, and fully to be complete and ended, if, c. Thall happen so long to live ; relding and paying therefore yearly , during the said Term , unto the said M. W. 6c."
1064400701_000239,"A compleat body of conveyancing, in theory and practice. In two parts. Part I. Contains the Theory; wherein the various Ways and Methods of Acquiring, Forfeiting, Conveying, Limiting and Settling all Kinds of Estates, as well Real as Personal; and also the Nature, different Forms, Parts, Operations and Effects of all Kinds of Deeds and Common Assurances, Fines and Recoveries, are fully treated of. Part II. (in Two Volumes) Contains the Practice: Or, Precedents of Feoffments, Grants, Bargains and Sale, Leases, Releases, Declarations and Limitations of Uses and Trusts, Marriage Settlements, and Private Acts of Parliament, (made for Settling the most considerable Estates in Great Britain and Ireland;) Mortgages, Leases, Assignments, Deeds of Charter-Party and Copartnership, Bills, Bonds, Releases, Letters of Attorney, &c. Deeds for securing Annuities, &c. and of Bank, East-India, South-Sea Stocks, and other Public Funds; and in General all Deeds and Instruments any Ways requisite in Mercantile, Maritime and Plantation Affairs. With Observations and Opinions of the most Eminent Conveyancers. Selected from many Thousand Manuscript Precedents. The Whole digested in a Method intirely new, avoiding all Repetitions, and containing a greater Variety of Useful Precedents than all other Books upon the same Subject now extant. By Edward Wood, gent. deceased. The second edition, greatly improved in the Theory by the Addition of References to the latest Books of Authority; and in the Practical Part, by the Favour of a large Number of Original Manuscript Precedents. By able hands. In three volumes.","Wood, Edward, conveyancer",156,0,0,3,5,0,0,1,0,0,0,3,0,13,0,0,0,6,0,0,2,1,0,9,0,5,0,0,0,0,5,0,3,1,8,0,2,10,0,3,1,0,0,0,0,0,20,18,5,0,2,3,0,3,0,9,5,2,6,2,1762,1,3,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's Most Excellent Majesty; for J. Worrall, T. Osborne, C. Hitch and L. Hawes, J. Beecroft, W. Strahan, J. Rivington, R. Baldwin, W. Johnston, T. Caslon, T. Longman, S. Crowder and Co. R. Withy, C. Ware and Co. W. Flexney, W. Bristow, T. Lownds, A. Shuckburgh, and P. Uriel, MDCCLXII. [1762].",London,865,male,,,FALSE,"say to whom; or rendering Iol. to the Leflor and 5 1 to his Heirs , all there Reservations are good. But if a Lease be made, rendering Rent to the Heirs of the Lessor ; this Reservation is void , because the Rent is not reserved to himself first."
1202400103_000022,"The first part of the modern conveyancer, or, conveyancing improv'd. Being a choice collection of precedents on most occasions, ... To which are added, opinions of several learned counsel, ... With an exact table to the whole.",,97,0,1,8,0,0,1,4,0,0,4,0,0,1,0,0,3,0,2,1,1,7,0,5,1,5,0,1,3,0,7,0,3,0,0,0,0,0,1,3,5,4,0,0,0,3,10,1,3,0,1,1,0,1,4,0,1,0,0,1,1725,3,3,"[London] : In the Savoy, printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for J. Walthoe, 1725.",London,387,unknown,,,FALSE,"they, or any of them, shall happen to be behind and unpaid, and the Distress and Distresses then and there found, to take, lead, drive, and carry away, and the same to detain and keep until the said T. B. and his Assigns , shall be fully satisfied and paid"
0173500101_000264,"A complete body of conveyancing, in theory and practice, by Edward Wood. A new edition, being the sixth, revised and corrected; with the addition of original precedents, notes, references, &c. by John Joseph Powell, Of The Middle Temple, Esq. Barrister At Law. In six volumes. ...","Wood, Edward, conveyancer",130,0,0,1,2,0,0,1,0,0,0,0,0,13,0,1,1,7,0,0,2,1,0,1,3,4,0,0,0,0,4,0,4,1,8,0,3,9,0,1,1,1,0,0,0,0,23,9,4,0,1,2,0,3,0,6,4,2,6,1,1792,1,6,"Dublin : printed by William Porter, for E. Lynch, G. Burnet, P. Wogan, J. Exshaw, P. Byrne, A. Grueber, W. Sleater, W. M'Kenzie, J. Moore, J. Jones, W. Jones, J. Rice, H. Watts, And P. Moore, M.DCC.XCII. [1792-93].",Dublin,788,male,,,FALSE,"that it is no rent incidet toit C.litt. 47 a. 142.a. Cro. ac. l2.pl. L 7.rayml19f Hard. 88 (E) To whom a Reddendum may be made. T HE reddr&dumw must be made to him who makes the deed ; atdl there be two or more grantors, then to them all,"
0501400200_000126,"An institute of the laws of England; or, the laws of England in their natural order, according to common use. Published for the Direction of Young Beginners, or Students in the Law; and others that desire to have a General Knowledge in our Common and Statute Laws. In four books. By Thomas Wood, L. L. D. and Barrister at Law. The fourth edition corrected. To which is added Some thoughts concerning the study of the laws of England in the two universities, (which is not in the English Edition) by the same Author.",Thomas Wood,173,0,0,0,3,0,6,3,0,0,0,0,1,6,0,0,0,0,1,0,5,0,2,6,0,3,1,0,0,2,9,4,3,0,4,0,0,5,0,1,3,4,0,0,0,0,63,5,6,7,2,4,0,4,2,2,0,0,0,6,1724,1,1,"Dublin : printed by J. Watts, and sold opposite the Watch-House, on the North Side of College-Green, MDCCXXIV. [1724].",Dublin,718,male,1661,1722,FALSE,"Three Sorts of Relnts Rent service , rent cgharge, and Rent seck. Rent service (so called because it is ever accompanied with fomecorporeal Service , as Fealty at least) is where one upon a Gift in Tail , or Lease for Life or Years, does reserve to Himself a certain"
0996400101_000186,"A compleat body of conveyancing, in theory and practice. In three volumes. ... . Contains the theory; wherein the various Ways and Methods of Acquiring, Forfeiting, Conveying, Limiting and Settling all Kinds of Estates, as well Real as Personal; and also the Nature, different Forms, Parts, Operations and Effects of all Kinds of Deeds and Common Assurances, Fines and Recoveries, are fully treated of. Volumes II. III. Contain the practice: Or Precedents of Feoffments, Grants, Bargains and Sale, Leases, Releases, Declarations and Limitations of Uses and Trusts, Marriage Settlements, and Private Acts of Parliament, (made for Settling the most considerable Estates in Great Britain and Ireland;) Mortgages, Leases, Assignments, Deeds of Charter-Party and Copartnership, Bills, Bonds, Releases, Letters of Attorney, &c. Deeds for securing Annuities, &c. and of Bank, East India, South-Sea Stocks, and other publick Funds; and in general all Deeds and Instruments any Ways requisite in Mercantile, Maritime and Plantation Affairs. With Observations and Opinions of the most Eminent Conveyancers. Selected from many Thousand Manuscript Precedents. The Whole digested in a Method intirely new, avoiding all Repetitions, and containing a greater Variety of Useful Precedents than all other Books upon the same Subject now extant. By Edward Wood, Gent deceased. The third edition, greatly improved in the Theory by the Addition of References to the latest Books of Authority; and in the Practical Part, by the Favour of a large Number of Original Manuscript Precedents. By able hands. ...","Wood, Edward, conveyancer",140,0,0,0,8,0,9,3,0,0,2,1,0,1,0,0,0,2,1,3,1,1,0,18,3,4,0,1,0,0,15,0,0,0,12,6,2,12,0,3,0,0,1,0,0,1,11,1,4,0,0,1,2,1,0,3,3,4,0,0,1770,1,3,"London : printed by his Majesty's law-printers. For J. Worrall and Co. L. Hawes and Co. J. Beecroft, W. Strahan, J. Rivington, R. Baldwin, P. Uriel, W. Johnston, T. Caslon, S. Crowder, T. Longman, Z. Stuart, W. Flexney, Robinson and Roberts, T. Lowndes, J. Knox, R. Withy, G. Pearch, MDCCLXX. [1770].",London,860,male,,,FALSE,"be good, and bind his own Remainder. Plough. 436 7 Co. 7, 8, 54 Dyer 7, 8 If one has an Inheritance of Rent corn, as Tenant in Tail , it is said, it is an Hereditament, and may descend or escheat, a Wife may be endowed of it; and"
0997300401_000156,"The attorney's new pocket book, and conveyancer's assistant; containing a collection of the most common and approved precedents in conveyancing, with many practical remarks; ... By Frederic Coningesby Jones, ... In two volumes. ...","Jones, Frederic Coningesby",97,0,0,2,2,0,2,2,0,2,3,3,2,8,0,0,1,1,1,0,3,1,1,3,1,2,0,1,4,0,10,0,0,0,10,2,1,4,2,0,0,1,4,0,0,0,3,1,1,0,1,0,0,3,0,4,1,4,0,0,1794,1,2,"Dublin : printed for Messrs. P. Wogan, P. Byrne, W. Porter, J. Moore, and W. Jones, 1794.",Dublin,476,unknown,,,FALSE,"courts 214 From a chief ileward to hold court 215 i3xfslaiimter, Of an estate dcvifed Page 216 Of a parsonage house and glebe lands for another house and lands 217 A general exchange of one parcel of land for another 222 Of lands for terms of years 223 jtcoffmcnlt. Deed"
0839300104_000241,A new abridgment of the law By a gentleman of the Middle Temple.,"Sayer, Joseph",107,0,1,0,4,0,3,1,1,1,0,0,1,4,1,1,2,1,0,2,0,0,0,3,2,7,2,0,1,4,7,0,3,0,2,0,2,0,0,0,2,4,3,1,0,0,22,10,0,1,1,0,2,1,0,1,0,1,1,1,1736,4,5,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for H. Lintot, at the Cross-Keys against St. Dunstan's Church, in Fleet-Street, M.DCC.XXXVI. [1736].",London,718,unknown,,,FALSE,"Festum san&si .Michaelis, and demanded Rent due at liichaelmas; and there it was moved, that usque Festum excludes the Feast; and therefore the Will being determined before the Feast, the Rent was not due; but twas there ruled that fqrue included the Day; and they said, that Agreements were not"
0526300500_000006,"The landlord's pocket lawyer; or, the complete landlord and tenant: containing the whole law concerning landlords, tenants, and lodgers, explained in a familiar manner: More Particularly, 1. The Acts of Parliament and adjudged Cases down to the Year 1781, relative to Distress; shewing in what Cases a Landlord may and may not distrain; and what Things are distrainable, and what are not; together with the Manner, &c. of making a Distress. 2. Also the whole Law concerning replevying of Distresses; wherein ample Instructions are given, which are equally essential to be known by both Landlord and Tenant. 3. Of Leases, Covenants, and Conditions, Provisoes and Reserved Rents, Surrenders, and Assignments of Leases. 4. Forms of Notices for quitting Houses, Lands, Premises, or Lodgings. 5. Memorandums, or Agreements for letting Houses, Lands, Premises ur Apartments. 6. Forms gf Leases, Bills of Sale, and other useful Precedents, which are occasionally wanted in the Transactions between Landlords and Tenants. 7. Of the several Kinds of Tenures or Estates. 8. The Law concerning Ejectments. 9. Of recovering Rents from Lodgers, and the most effectual Method of turning them out of Possession, &c. A Work of the utmost Utility to Landlords and Tenants, as it will enable each to be upon his Guard against any Impositions or Mistakes committed by the other; and it cannot fail of being extremely useful to Gentlemen of the Law, Farmers, Stewards, Agents, and to the Majority of Mankind; as there are very few Individuals who may not with Propriety be classed among Landlords, Tenants, or Lodgers. A new edition, being the third. By Walter Robinson, Esq. Barrister at Law.","Robinson, Walter",124,0,0,0,1,0,0,0,0,4,0,3,0,0,0,0,3,4,1,1,3,0,2,0,0,2,2,7,2,0,17,1,5,0,3,3,1,9,3,3,0,0,7,0,0,0,0,0,1,0,0,3,0,17,5,4,2,4,1,0,1781,1,1,"London : printed for S. Bladon, No. 13, in Pater-Noster-Row, MDCCLXXXI. [1781].",London,111,unknown,,,FALSE,"the child be living or not, yet he thall, durinig his life , hold the said lands or tenements during hig his life as tenant by the courtesy of England. If the child or children die as soon as born, if they were only heard to rry, or if he"
0996200700_000056,"An introduction to the law relative to trials at nisi prius. The fifth edition, corrected; with additions to the present time. By Francis Buller, Esq. Of the Middle Temple.","Buller, Francis, Sir",79,2,0,1,2,0,0,4,0,3,1,0,0,1,3,2,3,1,2,6,2,0,0,1,0,5,0,0,2,0,1,0,3,0,6,3,2,1,0,2,1,1,1,6,0,0,1,0,0,0,0,0,0,7,0,1,2,0,0,0,1790,1,1,"London : printed by A. Strahan, and W. Woodfall, Law-Printers to the King's Most Excellent Majesty. for R. Pheney, Inner-Temple Lane, Fleet Street, MDCCXC. [1790].",London,401,male,1746,1800,FALSE,"X Show); 34i. Morris and · the reason of the difference is, that tenants in common are Barrow Hili in of several titles, and therefore the freehold is several, and i6 G. Az consequently each of them cannot demise the whole: But jointenants are seifed per my et per tott,"
0640300600_000048,"The law of covenants. A treatise, explaining the nature and rules of the several sorts of covenants: As, Express. In Law. Disjunctive. Copulative. Joint. Several. Inherent. Collateral. Affirmative. Negative. Mutual, or Reciprocal. Personal. Real. Distinct. Tantamount. And Also, The Construction of several special Covenants; as, to save Harmless, Building Covenants, Marriage Covenants, &c. The Manner of Declaring and Assigning the Breaches; and Pleadings under each proper Title. With Several other Matters relating to Covenants and Bonds of Performance. By the author of The law of ejectments.",Author of The law of ejectments,139,0,0,4,5,0,2,0,2,0,20,1,3,2,14,9,2,0,2,2,0,1,0,2,0,0,1,0,0,0,4,0,0,0,4,4,5,0,0,0,3,3,0,10,0,0,26,1,0,0,0,0,2,3,0,0,0,2,0,0,1712,1,1,"[London] : In the Savoy: printed by John Nutt, assignee of Edw. Sayer Esq; for Samuel Butler, at Bernard's-Inn-Gate in Holborn, 1712.",London,557,unknown,,,FALSE,"the Consent of the Lessor , and that the Lessor had accepted the other sole Tenant of the Mleffuage, c. and he paid one Rent to the Lessor , who had acccpted it as of his Tenant . Plaintiff demurs. Pe; C'tr', on b1ret and Cumber lind's Cafe , Cro."
0233200200_000064,"The law of covenants. A treatise, explaining the nature and rules of the several sorts of covenants: As, Express. In Law. Disjunctive. Copulative. Joint. Several. Inherent. Collateral. Affirmative. Negative. Mutual, or Reciprocal. Personal. Real. Distinct. Tantamount. And also, The Construction of several special Covenants; as, to save Harmless, Building Covenants, Marriage Covenants, &c. The Manner of Declaring and Assigning the Breaches; and Pleadings under each proper Title. With Several other Matters relating to Covenants and Bonds of Performance. By the author of the Law of ejectments.",Author of The law of ejectments,121,0,0,3,10,0,1,1,5,0,16,0,1,0,8,2,2,3,7,4,2,0,0,0,2,2,1,0,0,0,4,0,6,0,4,7,4,5,0,0,1,0,3,6,0,2,1,0,0,0,0,0,2,3,0,2,0,1,0,0,1711,1,1,"[London] : In the Savoy: printed by John Nutt, assignee of Edw. Sayer Esq; for Samuel Butler, at Bernard's-Inn-Gate in Holborn, 1711.",London,569,unknown,,,FALSE,"Indenture, and pleaded he had performed all the Covenants . The Plaintiffaflign5 for Breach, that the the Defendant entered into the Close excepted: Defendant demurs. The Obliga Dilturbance tion is not forfeited by this Disturbance, for inland e. the Land excepted is not natied. This Ex Berad. ception is not"
0640300600_000104,"The law of covenants. A treatise, explaining the nature and rules of the several sorts of covenants: As, Express. In Law. Disjunctive. Copulative. Joint. Several. Inherent. Collateral. Affirmative. Negative. Mutual, or Reciprocal. Personal. Real. Distinct. Tantamount. And Also, The Construction of several special Covenants; as, to save Harmless, Building Covenants, Marriage Covenants, &c. The Manner of Declaring and Assigning the Breaches; and Pleadings under each proper Title. With Several other Matters relating to Covenants and Bonds of Performance. By the author of The law of ejectments.",Author of The law of ejectments,140,0,2,14,4,0,1,1,0,0,31,3,1,0,3,0,4,2,0,0,2,8,0,5,0,3,1,1,2,0,5,0,1,0,1,12,4,3,0,0,0,0,2,3,0,0,11,0,4,0,0,0,0,1,0,5,0,0,0,0,1712,1,1,"[London] : In the Savoy: printed by John Nutt, assignee of Edw. Sayer Esq; for Samuel Butler, at Bernard's-Inn-Gate in Holborn, 1712.",London,557,unknown,,,FALSE,"O ncow fiin. But if A. covenant to pay zo L to B. nant lies. not naming his Executors or Administrators, yet they are chargeable by Afion of Debt or Covenant after the Death of A. because he covenanted for himself. A Cufiomr is in Bris ol, That conventio ore"
0597800101_000277,"A complete body of conveyancing, in theory and practice, by Edward Wood. A new edition, being the fifth, revised and corrected, with the Addition of Original Precedents, Notes, References, &c. By John Joseph Powell, of the Middle Temple, Esq. Barrister at Law. In three volumes. ...","Wood, Edward, conveyancer",126,2,0,0,4,0,0,2,0,0,2,0,1,2,0,0,2,2,0,0,1,0,0,9,1,6,0,1,1,0,11,0,2,0,6,0,3,4,0,0,1,0,0,0,0,2,18,18,4,1,1,4,2,4,0,4,2,0,1,2,1790,1,3,"London : printed by A. Strahan and W. Woodfall, Law Printers to the King's Most Excellent Majesty; for J. Johnson, in St. Paul's Church-Yard; J.F. and C. Rivington, P. Uriel, B. Law, G. G. J. and J. Robinson, R. Baldwin, W. Otridge, W. Brown, E. and R. Brooke, S. Hayes, W. Stuart, T. Whieldon, Ogilvy and Co. W. Lowndes, W. Clarke, and J. Evans, MDCCXC. [1790]-93.",London,937,male,,,FALSE,"that which he granted before; as rent , rrvlce, C Shep. Touch. 77 The redt.ei3, 7 differs from an exception, which is ever of part of the thing granted , and a thing in eo at the time; but this is a thing newly created or reserved out of a"
1202400101_000010,"The first part of the modern conveyancer, or, conveyancing improv'd. Being a choice collection of precedents on most occasions, ... To which are added, opinions of several learned counsel, ... With an exact table to the whole.",,99,0,0,0,2,0,0,1,1,0,4,1,0,2,0,0,4,2,2,0,2,0,1,15,0,1,0,0,0,0,4,1,2,2,23,2,1,5,0,0,0,0,3,0,0,0,1,2,1,0,2,1,0,2,1,1,2,3,2,0,1725,1,3,"[London] : In the Savoy, printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for J. Walthoe, 1725.",London,560,unknown,,,FALSE,"all necessary Circumstances, as Sealing and Delivery, and Livery of Seisin and Attornment, where it is needful, be observed. 5 That there be an Agreement to, and Acceptance of the Grant or Thing granted by him to whom it is made; and for Default in either of these Particulars, a"
0470100300_000087,"A practical treatise on copyhold tenure, with the methods of holding courts leet, court baron, and other courts: and an appendix, containing forms of entries on court rolls, and minute books; Surveys, Stewards Fees, and a Variety of Precedents on the Mode of Conveying Copyhold Estates. By Richard Barnard Fisher, Esq. Steward of Saint Mary Magdalen College, Oxford.","Fisher, Richard Barnard",112,0,1,11,0,0,0,0,0,3,3,0,0,1,0,1,8,3,0,0,2,8,3,3,0,8,1,4,0,0,4,0,2,0,2,0,0,2,2,13,1,1,3,0,0,0,7,0,0,1,0,0,0,2,3,4,1,0,0,4,1794,1,1,"London : printed by A. Strahan and W. Woodfall, Law Printers to the King's Most Excellent Majesty, for J. Butterworth, Fleet-Street, 1794.",London,389,unknown,,,FALSE,"G. have made, constituted and appointed R. S. of, c. my TRUE and lawful attorney and bailiff, to demand and receive of all and every the several and refpetive Copyhold tenants of the said Manor of G. all and every thefeveral and refpeaive Copyhold rents to me due, and in"
0752700101_000208,"The justice of the peace, and parish officer. By Richard Burn, LL. D. Chancellor of the Diocese of Carlisle, and one of his Majesty's Justices of the Peace for the Counties of Westmorland and Cumberland. The thirteenth edition. In four volumes. ...",Richard Burn,118,0,2,0,9,0,0,1,0,2,0,3,1,0,3,0,1,0,0,0,1,3,0,0,2,0,0,0,0,0,2,10,3,0,4,1,2,10,1,0,2,1,1,0,0,0,22,4,0,0,2,2,2,16,3,1,1,0,0,0,1776,1,4,"London : printed by W. Strahan and M. Woodfall, Law-Printers to the King's most Excellent Majesty ; for T. Cadell, in the Strand, M.DCC.LXXVI. [1776].",London,556,male,1709,1785,FALSE,"premises, rotice (N) in writing, what day (at the dilfance of 14 days at the least) they will return to take a second view: and if on such second view, the tenant shall not appear and pay the rent , or there shall not be sufficient distress on the premises,"
1113600101_001062,"A new and complete law-dictionary. Or, general abridgment of the law; on a more extensive plan than any law-dictionary hitherto published: ... By T. Cunningham, Esq. In two volumes. ...",Timothy Cunningham,106,0,1,0,4,0,1,1,0,3,0,2,1,0,5,2,4,4,3,2,0,0,0,1,6,0,2,2,0,0,4,8,3,0,10,1,1,1,0,0,0,0,5,2,0,0,2,0,0,4,1,0,0,13,2,0,1,4,0,0,1764,1,2,"Dublin : printed for Sar. Cotter, Hen. Saunders, and Jam. Williams, 1764.",Dublin,843,male,,1789,FALSE,"were to deny the minor the common right and privilege of other fibjeas. Hard, 330°' A man may bring an ejeament on a joint lease made by baron and feme, of the lands of the wife , so the lease be made by herfelfin person , whether it be by"
0173000200_000078,"Every man his own lawyer: or, a summary of the laws of England in a new and instructive method, under the following Heads, Viz. I. Of Actions and Remedies, Writs, Process, Arrest, and Bail. II. Of Courts, Attornies and Solicitors therein, Juries, Witnesses, Trials, Executions, &c. III. Of Estates and Property in Lands and Goods, and how acquired; Ancestors, Heirs, Executors and Administrators. IV. Of the Laws relating to Marriage, Bastardy, Infants, Ideots, Lunaticks. V. Of the Liberty of the Subject, Magna Charta, and Habeas Corpus Act, and other Statutes. VI. Of the King and his Prerogative, the Queen and Prince, Peers, Judges, Sheriffs, Coroners, Justices of Peace, Constables, &c. Vii. Of publick Offences, Treason, Murder, Felony, Burglary, Robbery, Rape, Sodomy, Forgery, Perjury, &c. And their Punishment. All of them so plainly treated of, that all Manner of Persons may be particularly acquainted with our Laws and Statutes, concerning Civil and Criminal Affairs, and know how to defend Themselves and their Estates and Fortunes; In All Cases Whatsoever.",Giles Jacob,101,0,0,10,0,0,1,0,2,0,8,0,4,4,0,0,3,3,0,0,2,3,1,4,0,5,1,2,0,0,4,0,4,1,4,2,3,0,0,0,1,0,2,0,0,0,11,0,2,0,0,0,0,0,2,7,0,0,3,2,1784,1,1,"London : printed by W. Strahan, and W. Woodfall, Law-Printers to the King's Most Excellent Majesty; for W. Strahan, J. F. and C. Rivington, T. Longman, W. and T. Lowndes, J. Johnson, Richardson, and Urquhart, G. Robinson, W. Goldsmith, J. Bew, T. Whieldon, and E. Newbery, M.DCC.LXXXIV. [1784].",London,549,male,1686,1744,FALSE,"Lil. Abr. 99 Although a lessee make an assignment over of his term , yet action of debt lies against him for the rent , by the lessor or his heir , (not having accepted rent from the assignee:) but where a lessee assigns his term , and the lessor"
0996400103_000680,"A compleat body of conveyancing, in theory and practice. In three volumes. ... . Contains the theory; wherein the various Ways and Methods of Acquiring, Forfeiting, Conveying, Limiting and Settling all Kinds of Estates, as well Real as Personal; and also the Nature, different Forms, Parts, Operations and Effects of all Kinds of Deeds and Common Assurances, Fines and Recoveries, are fully treated of. Volumes II. III. Contain the practice: Or Precedents of Feoffments, Grants, Bargains and Sale, Leases, Releases, Declarations and Limitations of Uses and Trusts, Marriage Settlements, and Private Acts of Parliament, (made for Settling the most considerable Estates in Great Britain and Ireland;) Mortgages, Leases, Assignments, Deeds of Charter-Party and Copartnership, Bills, Bonds, Releases, Letters of Attorney, &c. Deeds for securing Annuities, &c. and of Bank, East India, South-Sea Stocks, and other publick Funds; and in general all Deeds and Instruments any Ways requisite in Mercantile, Maritime and Plantation Affairs. With Observations and Opinions of the most Eminent Conveyancers. Selected from many Thousand Manuscript Precedents. The Whole digested in a Method intirely new, avoiding all Repetitions, and containing a greater Variety of Useful Precedents than all other Books upon the same Subject now extant. By Edward Wood, Gent deceased. The third edition, greatly improved in the Theory by the Addition of References to the latest Books of Authority; and in the Practical Part, by the Favour of a large Number of Original Manuscript Precedents. By able hands. ...","Wood, Edward, conveyancer",84,0,3,1,3,0,1,0,1,0,0,2,0,2,0,0,2,2,0,0,1,3,0,2,5,1,0,0,0,0,4,0,2,0,8,1,0,1,0,6,2,3,6,0,0,0,3,2,1,0,0,0,0,0,3,3,3,2,1,4,1770,3,3,"London : printed by his Majesty's law-printers. For J. Worrall and Co. L. Hawes and Co. J. Beecroft, W. Strahan, J. Rivington, R. Baldwin, P. Uriel, W. Johnston, T. Caslon, S. Crowder, T. Longman, Z. Stuart, W. Flexney, Robinson and Roberts, T. Lowndes, J. Knox, R. Withy, G. Pearch, MDCCLXX. [1770].",London,881,male,,,FALSE,"said Term of 99 Years, is upon this Condition , thar after (he Death of either of them the said Sir 7 W. and the said Lady E. C his intended Wife , and Payment of all Arrears of the said yearly Sum of 3oo1. and afrer Payment and Satisfacton"
1247201400_000042,"The young clerk's vade mecum: or, compleat English law-tutor. Containing, A Variety of the most useful Precedents, of Articles of Agreement, Bonds, Bills, Releases, Letters and Warrants of Attorney, Awards, Bills of Sale, Gifts, Grants, Leases, Assignments, Mortgages, Judgments, Surrenders, Jointures, Covenants, Co-Partnerships, Charter-Parties, Letters of Licence, Compositions, Conveyances, Partitions, Wills, and all other Instruments that relate to publick Business. With Necessary Directions for making Distresses for Rent, as the Law between Landlord and Tenant now stands. To which is added, The Doctrine of Fines and Recoveries, and their Forms. Together with those of Common Writs, Affidavits, Memorials for Registring Deeds, and Assignments of Judgments, pursuant to the several Acts of Parliament made in Ireland. As also, A choice Collection of Declarations in the King's Bench, Common-Pleas, and Exchequer. The whole greatly enlarged and improved in this seventh edition. To all which is now added, a large collection of precedents, relating to the office of justice of the peace.",,110,0,0,11,0,0,1,0,0,0,3,0,0,4,0,2,2,4,0,0,2,12,2,5,1,3,0,3,2,0,1,1,5,0,7,1,0,0,1,0,4,2,8,0,0,0,7,1,0,1,0,0,0,1,0,5,2,2,0,4,1763,1,1,"Belfast : printed by Henry and Robert Joy, 1763.",Belfast,402,unknown,,,FALSE,"his Wife , Son, Daughter, menial Man or miaid Servant, or Relation living in the House my be served, if the Son, Daughter, Servant or Relation, be above sixteen Years old; the Tenant may be served at any Place in Person , but the Service upon the Wife , c."
0640200300_000100,"The compleat conveyancer. A collection of presidents for conveyances: being such draughts which have either been drawn or perused by the late eminent and learned conveyancers, Sir John Maynard Kt. Sir Francis Pemberton Kt. Sir Ambrose Philips Kt. and Sir Thomas Skipwith Kt. Serjeants at Law, Sir John King Kt. Isaac Ewer Esq; and other the Chiefest Conveyancers of the Age; whereby the Estates of several Persons of Honour, and the greatest Quality in England have been settled and conveyed.",,118,1,0,0,1,0,2,1,2,1,3,7,0,2,0,0,5,3,0,0,3,1,6,9,3,3,0,0,0,0,11,0,3,0,4,0,0,6,5,5,0,0,10,0,0,0,2,1,4,1,0,0,0,1,3,6,0,2,0,1,1701,1,1,"London : printed by the assigns of Richard and Edward Atkins Esquires, for Isaac Cleave at Serjeants-Inn Gate in Chancery-Lane, and Abel Roper at the Black Boy in Fleetstreet, [1701].",London,381,unknown,,,FALSE,"RH. and R.S, and their Heirsfhall stand and be seifed of the Land fit leten or granted , to and for the use and behoof of such Person or Persons , and for such Efate and Term as shall be so demiled, granted or leften, charged neverthele swith all such"
