PassageID,Title,Author,Total termFreq,termFreq(amurath),termFreq(arm),termFreq(armi),termFreq(asia),termFreq(bajazet),termFreq(centuri),termFreq(citi),termFreq(conquer),termFreq(constantinopl),termFreq(countri),termFreq(court),termFreq(dominion),termFreq(eastern),termFreq(emperor),termFreq(empir),termFreq(europ),termFreq(famili),termFreq(govern),termFreq(grand),termFreq(holi),termFreq(imperi),termFreq(long),termFreq(mahomet),termFreq(majesti),termFreq(militari),termFreq(ottoman),termFreq(peac),termFreq(persia),termFreq(power),termFreq(princ),termFreq(provinc),termFreq(reign),termFreq(religion),termFreq(saracen),termFreq(second),termFreq(son),termFreq(sultan),termFreq(taken),termFreq(tartar),termFreq(tartari),termFreq(throne),termFreq(treati),termFreq(turk),termFreq(turkish),termFreq(valour),termFreq(vizier),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1051000201_000521,"Modern history: or, the present state of all nations. Describing their respective situations, persons, habits, Buildings, Manners, Laws and Customs, Religion and Policy, Arts and Sciences, Trades, Manufactures and Husbandry, Plants, animals and minerals. Being The most complete and correct System of Geography and Modern History extant in any Language. By Mr. Salmon. Illustrated with cuts and maps accurately drawn according to the Geographical Part of this Work, by Herman Moll. ...",Thomas Salmon,58,0,1,0,2,0,0,0,0,0,8,0,0,0,0,3,1,4,0,1,0,0,1,1,0,0,2,0,6,0,2,2,0,1,2,0,0,4,0,2,5,1,0,7,2,0,0,0,1739,1,3,"London : printed for Messrs. Bettesworth and Hitch in Pater-Noster-Row ; J. Clarke under the Royal Exchange in Cornhill ; S. Birt in Ave Mary Lane ; Tho. Wotton over against St. Dunstan's Church, and J. Shuckburgh next the Inner Temple Gate, both in Fleetstreet ; and T. Osborne in Gray's-Inn, M.DCC.XXXIX. [1739].",London,1006,male,1679,1767,FALSE,"of Timur. The hifforian speaks of Mocuddems and Chow dries, who used to go abroad with a splendid retinue, dress in rich habits, and hunt like nobles; and, exclusive of thee, bears express testimony to the existence of private property in land, under the name of Milk or Milkyet. At"
0186100101_000034,"The history of the Turkish, or Ottoman Empire, from its foundation in 1300, to the Peace of Belgrade in 1740. To Which IS Prefixed AN Historical Discourse ON Mahomet And His Successors. Translated from the French of Mignot, by A. Hawkins, ...",Vincent Mignot,72,0,2,4,2,4,0,0,0,0,0,0,1,0,3,2,4,0,1,2,0,0,1,21,0,0,2,1,0,0,9,0,1,0,0,0,1,0,1,1,0,3,0,1,1,0,4,0,1787,1,4,"Exeter : printed and sold by R. Thorn. Sold also by J. Stockdale, Piccadilly, and Messrs. Scatcherd and Whitaker, Ave-Maria-Lane, London, MDCCLXXXVII. [1787].",Exeter,449,male,1730,1791,FALSE,"the late emperor Selim, prepared to defend himself to the last extremity. On the 22d of Ramzan 976, the king invested the place, and having properly reconnoitred it, ordered a great battery to be conftrucfed on an adjoining hill, called Rin: he with great difficulty dragged up his heavy artillery"
1763300201_000270,"A modern, authentic and complete system of universal geography. Including all the late important discoveries made by the English, and other celebrated navigators of various nations, in the different hemispheres; ... To which is added a complete guide to geography, astronomy, ... Also, a particular description of ... the new colony formed at Port Jackson and Norfolk Island ... By the Rev. Thomas Bankes, ...","Bankes, Thomas  				 1744",65,2,1,2,0,0,0,3,2,1,0,0,1,0,3,1,0,0,1,4,0,0,0,1,0,0,1,3,0,0,7,0,6,0,0,0,0,1,1,1,0,2,1,14,0,0,5,1,1797,1,2,"London : printed for C. Cooke; and sold by the booksellers of Bath, Bristol, Birmingham, Canterbury, Cambridge, Coventry, Chester, Derby, Exeter, Gloucester, Hereford, Hull, Ipswich, Leeds, Liverpool, Leicester, Manchester, Newcastle, Norwich, Nottingham, Northampton, Oxford, Reading, Salisbury, Sherborn, Sheffield, Shrewsbury, Worcester, Winchester, York: and by all other booksellers in England, Scotland, and Ireland, [1797?]",London,516,unknown,,,FALSE,"river and the Tay; besides a prodigiouts nuimber of navigable canals, which are very convenient. Great numbers of the chinele live coonfantly on thee watersa in these canals. G'his empire is said to contain 4400 walled cities; thie chief of which are, Pekin, the capital, nankin and Canton. Pekin is"
0320300101_000197,"The history of the knights of Malta. By Mons. L'Abbe de Vertot. Illustrated With LXXI. Heads of the Grand Masters, &c. Engraved by the best Hands in France, from the Original Paintings, under the Inspection of Mons. Bologne, Director, of the Royal Academy of Painting. With Maps by Mons. de Lille, and the Plans and Fortifications of Malta by the Chevalier de Tigne. And a compleat Index to the whole. In Two Volumes.",René-Aubert Vertot,52,1,1,1,1,6,0,1,1,1,2,1,3,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,1,11,0,1,1,0,0,3,2,1,0,1,1,1,1,0,0,0,1,1728,1,2,"London : printed for G. Strahan in Cornhil; F. Gyles over-against Grey's-Inn in Holborn; Mess. Woodman and Lyon in Russel-Street, Covent-Garden; D. Browne without Temple-Bar; Mess. Groenewegen, Prevost, and Vanderhoeck, in the Strand; C. Davis in Pater-Noster-Row; and T. Osborne near Grey's-Inn Walks, MDCCXXVIII. [1728].",London,721,male,1655,1735,FALSE,"after consulting the most authentic Persian histories, the author of this account finds himself obliged to differ from all the European writers, who have treated on the subject, with regard to the duration of most of the reigns . Upon the death of Akbar , his on Selim ascended the"
0072200301_000440,"The works of M. de Voltaire. Translated from the French. With notes, historical and critical. By Dr. Smollet, and others. ...",Voltaire,59,2,1,0,1,0,1,1,1,1,1,0,0,0,3,4,0,0,0,2,0,0,2,0,0,0,3,1,1,0,5,0,2,0,0,1,6,8,3,0,0,0,1,3,4,0,0,1,1761,1,25,"London : printed for J. Newbery, R. Baldwin, W. Johnston, S. Crowder, T. Davies, J. Coote, G. Kearsley, and B. Collins, at Salisbury, MDCCLXI. [1761].",London,2692,male,1694,1778,TRUE,"where they attach themselves. Their complexions are bordering upon black, long black hair, and regular good features. Most of the men keep their heads flaven, and wear turbans. The Gentoos are divided into four great casts or tribes; and these are subdivided into a multitude of others. The Bramins, or"
0429100105_000007,"The history of the decline and fall of the Roman Empire. By Edward Gibbon, Esq; ...","Cadell, T. (Thomas)",48,0,1,1,1,0,1,1,0,2,0,0,0,2,4,4,1,0,2,0,0,1,1,1,1,0,1,0,1,1,3,1,3,0,0,2,2,1,1,1,0,5,0,1,0,0,0,1,1788,5,12,"London : printed for A. Strahan; and T. Cadell, in the Strand, MDCCLXXXVIII. [1788].",London,696,male,1742,1802,FALSE,"for ourselves in delineating the other kingdoms of the earth, beginning with the more northerly, and so proceedirg regularly towards the southern, we now think it neceffaryto introduce to the knowledge of our readers the present manner in which the two latter divisions of India , under the title of"
0443100102_000044,"Gibbon's history of the decline and fall of the Roman Empire. In six volumes octavo, abridged in two volumes. Vol. I.",Edward Gibbon,48,0,0,1,0,0,1,1,0,2,0,0,0,0,6,4,2,0,0,0,2,1,1,1,0,0,1,2,1,0,1,2,1,0,1,1,4,1,1,1,0,4,1,0,2,1,0,1,1790,2,6,"Dublin : printed by William Porter, for H. Chamberlaine, P. Wogan, P. Byrne, W. Porter, W. Mc.Kenzie, J. Jones, J. Halpen, and Grueber & Mc. Allister, M.DCC.XC. [1790].",Dublin,469,male,1737,1794,TRUE,"judgement, the civil being always kept diftina from the military department, under the government of the Moguls, as long as it retained its vigour. The Zemindars, or general farmers, were Sometimes entrusted with the command of the troops in their own diftrits; but in their courts they decided only upon"
0974600103_000110,"The general history of the world, being an abridgment of Sir Walter Raleigh. With a continuation from the best historians to the present times. In four volumes.",Walter Raleigh,55,0,1,3,1,0,0,5,1,4,0,0,1,1,4,6,0,0,2,0,1,1,0,5,0,0,1,0,1,1,2,1,1,2,0,0,1,2,1,0,0,1,0,4,0,1,0,0,1708,3,4,"London : printed for A. Bell , at the Cross-Keys in Cornhil ; R. Smith, at the Bible under the Piazza of the Royal-Exchange, and J. Round, at Seneca's Head, in Exchange-Ally, 1708.",London,563,male,1552,1618,FALSE,"dkled to his father's viceof drunkenners, that he ordered three of his women to be burnt because they refused to drink as long as he did. According to some, he died of an inflammation caused by hard drinking; while others as firm, that he was carried off by the venereal"
1625200101_000052,"A New geographical, commercial, and historical grammar, and present state of the several empires and kingdoms of the World. Containing I. The distances, figures, and revolutions fo the celestial bodies, as demonstrated by Sir Isaac Newton, and observed by the latest astronomers II. A description of the earth. considered as one of the revolving bodies in the general system; with several definitions and problems necessary for understanding the science of geography. III. An account of the great divisions of the surface of the globe into Continents, Island, Oceans, Seas, &c. IV. An accurate and particular description of all the empires, kingdoms, and states in the world, as situated with regard to one another V. The climate and soil, with its productions, whether vegetable or mineral; the natural curiousities; a particular description of the sea coasts, including all the bays, capes, promontories, and adjacent rocks; with an account of the most remarkable lakes and rivers. VI. An account of the animals, whether birds, beasts, fishes, or insects, found in each country. VII. Observations on the various parts of the globe in which history makes mention of any remarkable change having naturally taken place. VIII. An history of all nations from their origion; laws, government, religion, manners, and customs; distinctions of rank, revenues, taxes, strength by sea and land. IX. The genius and external appearance of the people. X. An account of their learning, arts, language, manufactures, and commerce. XI. The chief cities, artifical curiosities, antiquites, &c. To which is added, I. A geographical index, with the names of places, alphabetically arranged. II. A table of the coins of all the different nations, with their value in sterling money. III. A chronological table of remarkable events, from the earliest accounts to the present time. The whole executed on a plan similar to that of W. Guthrie, Esq; by a society in Edinburygh. The astronomical part collected from the works of James Ferguson, F.R.S. Enriched with the late discoveries of Dr. Herschel; and other eminent astronomers. Embellished with an elegant set of maps, engraved on purpose, more numerous, accurate, and exhibiting more fully the new geographical discoveries than those to be met with in any former publication.",,61,0,0,0,1,3,3,0,3,1,4,0,2,0,2,12,2,0,2,0,2,0,0,0,0,0,0,0,1,3,3,0,1,0,1,1,0,1,2,6,2,0,0,3,0,0,0,0,1792,1,2,"Edinburgh : Printed for Alexander Kincaid, and sold by all the booksellers, MDCCXCII [1792].",Edinburgh,620,unknown,,,FALSE,"charge from whence derived. 2 Jageer Lands, Included the other great division of the country, and were assigned over, at the new valuation, to the several military commanders for the maintenance of their respective troops, included, for the moult part, the least produu&ive unsettled diffrifts with a view to further"
0003400102_000066,"An essay on universal history, the manners, and spirit of nations, from the reign of Charlemaign to the age of Lewis XIV. Written in French by M. de Voltaire. Translated into English, with additional notes and chronological tables, by Mr. Nugent.",Voltaire,54,5,0,1,0,0,0,2,0,2,1,0,0,1,2,5,0,1,0,0,0,1,2,6,0,0,0,0,0,0,4,2,1,1,0,2,2,4,1,0,0,1,0,3,2,1,0,1,1759,2,4,"Dublin : printed for S. Cotter, Bookseller in Skinner-Row, MDCCLIX. [1759].",Dublin,359,male,1694,1778,TRUE,"er. ndi of the people are b Itrongly tainted u; t: i ,""ii'on otf ts bing honourable to the surviving re!ation; C : r t' that nc.r.c hls been often given to obtain the con It: : - :. or tor rc i rtv of dc.l; oy in themrifelvs. L"
1760200101_000056,"The history of the reign of the Emperor Charles V. By William Robertson, ...",William Robertson,74,0,4,1,0,0,3,0,1,1,1,1,2,0,0,9,0,0,4,0,0,1,6,1,0,4,2,1,0,3,5,4,3,0,0,0,0,5,0,0,0,1,0,2,5,0,0,4,1798,1,4,"London : printed for T. Cadell Jun. and W. Davies; and E. Balfour, Edinburgh, 1798[1799].",London,415,male,1721,1793,FALSE,"by the name of the Mogzul's empire . is On the death of the abovementioned monarch, his Hiatory of son Babr or Babor succeeded him, but was loon dri hiltfnl. yen out by the Ulbeck Tartars; after which he resided some time in Gazna, whence he made incursions into Hindostan,"
0873500106_000001,"The history of the decline and fall of the Roman Empire. By Edward Gibbon, Esq. ...",Edward Gibbon,54,1,0,0,0,3,1,2,0,1,1,0,1,0,2,4,2,2,2,0,0,0,1,4,0,1,0,0,2,0,1,0,3,0,0,7,2,0,0,0,2,2,0,1,1,0,0,5,1788,6,6,"Dublin : [printed for] Luke White, 86, Dame-Street, M,CCC,LXXXVIII [1388, i.e. 1788].",Dublin,454,male,1737,1794,TRUE,"Upon Upon the death of Akbar , his son Seliin ascended the throne, A. i in Agra , upon Thursday the zoth of the second Jcmmiad, in the o014 year of the Higera. He, upon his accefiion, afi'med the title of JEIIANGIRE, or lord of the world, and reigned twenty"
1510300103_000100,"An essay on universal history, The manners and spirit of nations, from the reign of Charlemaign, to the age of Lewis XIV. With a supplement, carrying down the history to the peace of versailles. Written in French, by M. De Voltaire; and translated into English, with additional notes and chronological tables, by Mr. Nugent.",Voltaire,54,1,1,0,1,0,0,1,1,1,2,0,0,0,2,3,0,0,3,2,0,0,1,0,0,0,2,1,2,2,3,1,2,0,0,1,5,4,1,0,0,0,0,6,3,1,0,1,1777,3,4,"Edinburgh : Printed for J. Balfour and Co. W. Gordon, J. Bell, A. Donaldson, J. Dickson, W. Creech, C. Elliot, W. Drummond, and W. Gray, M,DCC,LXXVII. [1777].",Edinburgh,431,male,1694,1778,TRUE,Great - 82 Their obligation to deliver in accounts 85 Their security for personal appearance 87 Danger of literal confirudions in regard to landed tenures - - ib. Especially in a newly acquired dominion 90 Opinions of Bernier and other European writers - 91 Idea of universal property in the
1181400102_000005,"The works of M. de Voltaire. Translated from the French. With notes, historical and critical. By T. Smollett, M.D. T. Francklin, M.A. and others. In twenty-four volumes. ...",Voltaire,51,0,0,0,1,0,1,1,2,0,3,0,2,0,3,5,3,0,2,1,0,0,1,1,0,0,2,0,1,3,2,0,1,2,0,0,1,1,0,2,1,1,0,6,1,0,0,1,1772,2,24,"Dublin : printed by R. Marchbank, for R. Moncrieffe, 1772-73.",Dublin,287,male,1694,1778,TRUE,"a change of climate ""from that of the burning plains of Hindoostan, to the cold of ""Greenland (if required), in 48 hours; or to any of the intermediate temperatures, between those extremes: accompanied ""also with the no less desirable change of vegetable diet. To those ""European constitutions that have been"
0519700108_000007,"A philosophical and political history of the settlements and trade of the Europeans in the East and West Indies. Revised, augmented, and published, in ten volumes, by the Abbé Raynal. Newly translated from the French, by J. O. Justamond, F.R.S. With a new set of maps Adapted to the Work, an a copious index. In Eight Volumes. ...",Guillaume Thomas François Raynal,69,0,0,3,2,1,1,0,1,1,0,0,0,1,0,9,2,0,6,1,0,1,1,0,0,3,4,0,0,7,10,3,2,0,0,0,0,1,1,1,0,2,0,4,0,0,0,1,1783,8,8,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXXIII. [1783].",London,460,male,1713,1796,TRUE,"British ilate, is certainly an object which merits the attention of every man' vho boasts the smallest spark of patriotifn, there being hardly an individual in his Majesty's kingdoms who is not immediately or remotely intercrted in the event. On such principles, therefore, let the system be justly weighed, and"
0344700200_000021,"The present state of the Ottoman empire. Containing A More Accurate And Interesting Account Of The Religion, Government, Military Establishment. Manners, Customs, And Amusements, Of The Turks Than Any Yet Extant, Including A Particular Description Of The Court And Seraglio Of The Grand Signor. And Interspersed With Many Singular And Entertaining Anecdotes. Translated from the French manuscript of Elias Habesci, Many Years Resident At Constantinople, In The Service Of The Grand Signor.","Habesci, Elias",74,0,3,7,0,0,0,3,0,1,3,0,0,0,2,3,1,0,1,4,0,2,0,3,0,2,7,3,0,2,3,0,2,0,0,0,2,7,2,0,0,3,2,4,0,0,0,2,1784,1,1,"London : printed for R. Baldwin, NO. 47, Pater-Noster Row, MDCCLXXXIV. [1784].",London,469,unknown,,,FALSE,"that SHERZIH KHAN was already fallen a sacri C fice to his fidelity; and that NACIR KHAN had deserted his province CC and fled to PEISHOR: at the same time he offered his service to join "" the royal ensigns, and recommended to DEVRAN KHAN to undertake ""the command of"
1569800103_000024,"The works of M. de Voltaire. Translated from the French. With notes, historical and critical. By T. Smollett, M.D. T. Francklin, M.A. and others.",Voltaire,54,1,1,0,4,7,0,6,3,0,0,0,1,0,1,3,2,0,0,2,0,0,0,1,0,0,0,0,1,1,3,1,1,0,0,0,3,2,0,1,0,0,0,4,4,0,0,1,1762,3,34,"London : printed for J. Newbery, R. Baldwin, W. Johnston, S. Crowder, T. Davies, J. Coote, G. Kearsley, and B. Collins, at Salisbury, MDCCLXII. [1762].",London,313,male,1694,1778,TRUE,"is one of the eight parts ofafia, and the only one to the North. 244 Whjlat is Pclinl P Pekin is the capital of China, wvhich is one of the eight parts of Asia, and one of the four to the South. 245 What are pegu, Siam, and Malacca? Pegu,"
1115600105_000436,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,62,2,1,5,0,4,0,10,0,2,3,1,1,0,3,2,1,0,0,0,0,1,2,0,0,0,0,0,0,2,4,0,0,0,0,0,1,3,1,2,0,3,1,6,1,0,0,0,1798,5,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,841,unknown,,,FALSE,"deed was only a prtele to tihe i!d!iht i; r which enfiued upon taking of Delhi . rl'he onq1utc1l, however, conttcted himlfelf with reducing the ceiptc!!, - a tributary dependance upon hinl, and evacuated; II cou ntry. The beginning of the sixteenth century, Baber a d. fcendant of Tamerlane, pollcflcd"
1766000106_000130,"The history of the decline and fall of the Roman Empire. By Edward Gibbon, Esq. ...",Edward Gibbon,49,0,3,1,2,0,0,3,0,3,0,1,1,0,1,3,2,0,0,0,0,0,1,1,0,1,2,2,3,1,2,0,0,1,0,1,1,3,0,4,0,0,0,1,2,0,0,3,1788,6,6,"Dublin : printed for Luke White, 1788-89.",Dublin,671,male,1737,1794,TRUE,"records acts of generosity and valour, withofit parallel in the ample page of hlistory. Front the military maxims by wvhich the Tartars were guidedlc inl carryr ing'on war, thofigh these acts were sometimes sta inet w ith a1 tilg e of barbarityj yet Timitr far surpassed both Alexander andl Caesar,"
0186100103_000023,"The history of the Turkish, or Ottoman Empire, from its foundation in 1300, to the Peace of Belgrade in 1740. To Which IS Prefixed AN Historical Discourse ON Mahomet And His Successors. Translated from the French of Mignot, by A. Hawkins, ...",Vincent Mignot,60,6,1,0,0,1,0,0,0,3,0,1,0,0,11,3,0,1,2,6,0,0,2,0,0,0,1,0,2,0,4,0,1,0,0,0,2,1,1,1,0,2,1,0,0,0,6,1,1787,3,4,"Exeter : printed and sold by R. Thorn. Sold also by J. Stockdale, Piccadilly, and Messrs. Scatcherd and Whitaker, Ave-Maria-Lane, London, MDCCLXXXVII. [1787].",Exeter,400,male,1730,1791,FALSE,"was not so well built. Shah Jehan, grandson of Acbar and father of Aurengzebe, made this city his residence, and directed it to be called Shahjehanabad; and by ?this kind of vanity, it happens, that most of the Indian cities have a plurality of names: which occasions great confusion, when"
0547500107_000006,"A summary of universal history from the creation to the present time. In letters from a father to his son. By Francis Dobbs, Esq. Member for the Borough of Charlemont, in Ireland. ...",Francis Dobbs,56,1,2,0,2,0,2,0,1,1,3,1,0,0,4,2,4,0,2,1,2,0,2,0,0,0,2,2,0,0,7,0,0,0,0,0,2,2,3,1,0,1,2,2,0,1,0,1,1800,7,9,"London : printed for the author [by S. Gosnell], and sold by S. Sael and Co. No. 192, Strand, 1800.",London,256,male,1750,1811,FALSE,"TURKEY. Circumfiances of the TURKS. NADIR's demands on them. His war with the ARABIANS. His condue7 towards .the ARMENIAN patriarch. His project of introducing a new religion into PERSIA. He orders a translation of the evangelists. Comparison of his charaer, and that of AKBAR formerly emperor of INDIA . page"
0162400202_000094,"Gibbon's History of the decline and fall of the Roman Empire, in six volumes, quarto, abridged in two volumes, octavo. ...",Edward Gibbon,55,0,2,1,1,0,1,4,0,1,3,0,0,0,4,2,0,1,1,1,1,0,0,2,0,1,1,0,0,2,3,2,2,1,1,1,6,2,0,0,0,2,0,3,0,2,0,1,1789,2,2,"London : printed for G. Kearsley, Johnson's Head, Fleet Street, 1789.",London,573,male,1737,1794,TRUE,"all the Imperial omrahs in that quarter, advanced against Daood, and that chief retreated beyond the passes, which Hussein forced, and killed above a thousand of the enemy, who attempted to stop his march. 1 he enemy on account of the narrowness of the defile, had not time to escape."
1625200102_000191,"A New geographical, commercial, and historical grammar, and present state of the several empires and kingdoms of the World. Containing I. The distances, figures, and revolutions fo the celestial bodies, as demonstrated by Sir Isaac Newton, and observed by the latest astronomers II. A description of the earth. considered as one of the revolving bodies in the general system; with several definitions and problems necessary for understanding the science of geography. III. An account of the great divisions of the surface of the globe into Continents, Island, Oceans, Seas, &c. IV. An accurate and particular description of all the empires, kingdoms, and states in the world, as situated with regard to one another V. The climate and soil, with its productions, whether vegetable or mineral; the natural curiousities; a particular description of the sea coasts, including all the bays, capes, promontories, and adjacent rocks; with an account of the most remarkable lakes and rivers. VI. An account of the animals, whether birds, beasts, fishes, or insects, found in each country. VII. Observations on the various parts of the globe in which history makes mention of any remarkable change having naturally taken place. VIII. An history of all nations from their origion; laws, government, religion, manners, and customs; distinctions of rank, revenues, taxes, strength by sea and land. IX. The genius and external appearance of the people. X. An account of their learning, arts, language, manufactures, and commerce. XI. The chief cities, artifical curiosities, antiquites, &c. To which is added, I. A geographical index, with the names of places, alphabetically arranged. II. A table of the coins of all the different nations, with their value in sterling money. III. A chronological table of remarkable events, from the earliest accounts to the present time. The whole executed on a plan similar to that of W. Guthrie, Esq; by a society in Edinburygh. The astronomical part collected from the works of James Ferguson, F.R.S. Enriched with the late discoveries of Dr. Herschel; and other eminent astronomers. Embellished with an elegant set of maps, engraved on purpose, more numerous, accurate, and exhibiting more fully the new geographical discoveries than those to be met with in any former publication.",,70,1,3,4,0,0,0,3,2,0,0,0,0,0,1,2,0,0,1,2,0,1,1,3,0,0,1,2,0,2,5,0,5,0,0,0,3,4,2,0,0,3,2,2,5,0,0,10,1792,2,2,"Edinburgh : Printed for Alexander Kincaid, and sold by all the booksellers, MDCCXCII [1792].",Edinburgh,663,unknown,,,FALSE,"of the fee-farm rents in England. tiheret lands were, and nowv are, called Colla lands, or lands belongingr to the crown; the rents whereof, for leveral years, were received by officers appoinlted within the provinces by the emperor forr hat purpose; anda the Nabobs, who were then vi~c~ros to the"
0429200106_000314,"The history of the decline and fall of the Roman Empire. By Edward Gibbon, Esq; ...","Cadell, T. (Thomas)",47,1,0,1,1,0,0,1,2,0,1,1,0,1,7,3,1,1,1,0,1,2,0,2,0,3,0,0,1,0,1,1,2,1,4,0,0,2,1,1,0,0,0,0,0,1,0,2,1788,6,12,"London : printed for A. Strahan; and T. Cadell, in the Strand, MDCCLXXXVIII. [1788].",London,713,male,1742,1802,FALSE,"Well by the Red sea and ilthmus ofsuez; on the North by Palefile, Syria, and Diarbeck; on the East by the Persian Gulf, and on the southwest by the Arabian ea, a partcof the indiwirocean.. It. i divided. into three partw, called the Desert, the sony, and the Happy; the"
1766000106_000155,"The history of the decline and fall of the Roman Empire. By Edward Gibbon, Esq. ...",Edward Gibbon,42,2,2,0,1,3,0,2,0,2,0,0,0,0,4,1,3,0,2,0,1,0,0,2,0,0,3,1,0,1,0,0,0,2,0,0,2,2,0,2,0,1,1,1,0,0,0,1,1788,6,6,"Dublin : printed for Luke White, 1788-89.",Dublin,671,male,1737,1794,TRUE,"and of European boldness to attempt it. He took Madrass; and never did private subject do more, importance to his country. An unfortunate misunderstand,, between him and the council of Pondicherry, deprived * France of the fruit of his labour. This man, whose name < ought to be for ever"
0673500501_000043,"A voyage to the East-Indies; began in 1750; with observations continued till 1764; including authentic accounts of the Mogul government ... of the religions in India; ... general reflections on the trade of India. Of the European settlements, ... Illustrated with views drawn on the spot. By John Henry Grose. In two volumes.","Grose, John Henry",53,0,1,2,4,1,4,0,1,0,4,0,0,0,0,1,1,2,2,0,1,0,2,1,0,1,1,0,1,4,1,1,0,3,0,0,1,1,1,6,4,0,0,1,0,0,0,0,1766,1,2,"London : printed for the author; and sold by S. Hooper, 1766.",London,370,male,1750,1783,FALSE,"still continued the ation with great vigour, at the head of four thousand horse, in the very heart of the Moguls; be. ing at last pierced through the eye, with an arrow, the greatest part of his troops, fearing that his wound was mortal, forsook him. But that valiant man"
0151601602_000176,"A view of universal history, from the creation to the present time. Including an account of the celebrated revolutions in France, Poland, Sweden, Geneva, &c. &c. Together with An Accurate and Impartial Narrative of the Late Military Operations; and Other Important Events. By the Rev. J. Adams, A.M. In three volumes. ...",John Adams,60,2,1,0,0,2,0,3,1,0,1,0,1,0,1,3,1,1,1,1,0,1,1,3,0,1,3,0,0,5,5,0,4,0,0,1,6,1,0,0,0,4,0,2,0,0,0,4,1795,2,3,"London : printed for G. Kearsley, No. 46, Fleet - Street, MDCCXCV. [1795].",London,528,male,1750,1814,FALSE,"of the province, commonly called Daroga Adalit, or chief justice; and from him there lay an appeal to the tribunal of the viceroy. Jug.. judges were appointed by an Imperial commifilon, in every large diltrit, and in every considerable city, with whom appeals relied, from the courts in the country,"
0002500106_000037,"A summary of universal history; in nine volumes. Exhibiting the rise, decline, and revolutions of the different nations of the world, from the creation to the present time. Translated from the French of M. Anquetil, Member of the National Institute of France, and Correspondent of the Academy of Sciences and Belles Lettres.","Anquetil, Louis-Pierre",51,1,1,4,0,0,1,1,0,2,0,0,1,0,5,2,0,0,2,2,0,1,1,3,0,0,1,1,0,1,0,0,3,0,0,0,3,4,1,0,0,2,0,0,1,0,6,1,1800,6,9,"London : printed for G. G. and J. Robinson, Paternoster-Row, by T. Davison, Lombard-Street, White-Friars, 1800.",London,512,male,1723,1806,FALSE,"the east, extending tlleir ..i.inions ai there than ever Alexander had done. The l'arthbiahs in ilion appear to have been one of the mor warlike nations of antiquity, and efcfdually see bounds to the extension of the Roman empire on the east. Their fr"" quent wars with them, however, proved"
0140500110_000115,"The history of the decline and fall of the Roman Empire. By Edward Gibbon, Esq; Volume the First.",Edward Gibbon,53,0,2,1,3,0,0,2,0,2,2,0,0,1,2,5,2,0,0,0,2,1,0,1,1,0,0,1,0,1,3,1,1,0,1,0,5,5,0,0,0,1,1,3,2,0,0,1,1791,10,12,"London : printed for A. Strahan; and T. Cadell, in the Strand, MDCCXCI. [1791]-92.",London,395,male,1737,1794,TRUE,"they oblierved the fou~ce~s of theirt wealth, and availed them'lves of all this knowledge. Antiocif and; Tyre, ivben conquiered b the Frufaders, were flourithi~ng cities .ipha~bited'by opulent merchantsi, who fizpplied ah the nations trading in thie maedite~rranean with the produe tions of the east; and as far as can ihe"
1363500200_000200,"A new geographical and historical grammar: Wherein the geographical part is truly modern; and the present state of the several kingdoms of the world is so interspersed, as to render the study of geography both entertaining and instructive. Containing I. A description of the figure and motion of the Earth II. Geographical definitions and problems, being a necessary introduction to this study. III. A general division of the globe into land and water. IV. The situation and extent of the several countries contained in each quarter of the world; their cities, chief towns, history, present state, respectiveforms of government, forces, revenues, taxes, revolutions, and memorable events. Together with an account of the air, soil, produce, traffic, curiosities, arms, religion, language, universities, bishopricks manners, customs, habits, and coins, in use in the several kingdoms and states described by Mr. Salmon. Illustrated with a set of twenty-three new maps of the several countries, drawn by the direction of Mr. Salmon, and engraved by Mr. Jefferys, geographer to His Majesty.",Thomas Salmon,46,1,1,0,0,1,0,0,3,1,3,0,0,0,1,3,2,0,0,2,0,0,1,4,0,0,2,0,0,0,1,1,1,1,2,0,3,4,2,1,0,1,0,2,0,0,0,2,1762,1,1,"London : Printed for W. Johnston in Ludgate Street; H. Woodfall, J. Hinton, R. Baldwin, W. Strahan, J. Richardson, B. Law, and S. Crowder and Co., 1762.",London,679,male,1679,1767,FALSE,"to accomplili; for he died the same piri. year MO G [ Moguls. year of a burning fever, in the 71 I year of his age  -- and 36th of his reign . On the death of Timur, his empire fell immediately into great disorder, and the civil wars"
